OxPC,[M+H]+,M+H-PC,PC_head
OxPC(37:7(OOOO))+H,854.51784,671.45178,184.07332
OxPC(37:7(OOOOKeO))+H,884.492,701.42594,184.07332
OxPC(37:7(OOOOO))+H,870.51274,687.44668,184.07332
OxPC(37:7(OOOOOO))+H,886.50766,703.4416,184.07332
OxPC(37:7(OOOOOOO))+H,902.50258,719.43652,184.07332
OxPC(37:7(OOOOOOOO))+H,918.4975,735.43144,184.07332
OxPC(37:8(Ke))+H,802.5018,619.43574,184.07332
OxPC(37:8(KeKe))+H,816.48106,633.415,184.07332
OxPC(37:8(KeKeO))+H,832.47598,649.40992,184.07332
OxPC(37:8(KeO))+H,818.49672,635.43066,184.07332
OxPC(37:8(KeOKeO))+H,848.47093,665.40487,184.07332
OxPC(37:8(OKeO))+H,834.49164,651.42558,184.07332
OxPC(37:8(OOKeO))+H,850.48656,667.4205,184.07332
OxPC(37:8(OOOKeO))+H,866.48151,683.41545,184.07332
OxPC(37:8(OOOOKeO))+H,882.47643,699.41037,184.07332
OxPC(37:9(Ke))+H,800.48615,617.42009,184.07332
OxPC(37:9(KeKe))+H,814.46539,631.39933,184.07332
OxPC(37:9(KeOKe))+H,830.46031,647.39425,184.07332
OxPC(37:9(KeOKeO))+H,846.45523,663.38917,184.07332
OxPC(37:9(OKe))+H,816.48105,633.41499,184.07332
OxPC(37:9(OKeO))+H,832.47597,649.40991,184.07332
OxPC(37:9(OOKeO))+H,848.47089,665.40483,184.07332
OxPC(37:9(OOOKeO))+H,864.46581,681.39975,184.07332
OxPC(37:9(OOOOKeO))+H,880.46073,697.39467,184.07332
OxPC(38:0(Ke))+H,832.64264,649.57658,184.07332
OxPC(38:0(KeO))+H,848.63756,665.5715,184.07332
OxPC(38:1(Ke))+H,830.627,647.56094,184.07332
OxPC(38:1(KeKe))+H,844.60628,661.54022,184.07332
OxPC(38:1(KeKeO))+H,860.6012,677.53514,184.07332
OxPC(38:1(KeO))+H,846.62192,663.55586,184.07332
OxPC(38:1(KeOKeO))+H,876.59612,693.53006,184.07332
OxPC(38:1(O))+H,832.64268,649.57662,184.07332
OxPC(38:1(OKeO))+H,862.61686,679.5508,184.07332
OxPC(38:1(OO))+H,848.6376,665.57154,184.07332
OxPC(38:1(OOKeO))+H,878.61178,695.54572,184.07332
OxPC(38:1(OOO))+H,864.63252,681.56646,184.07332
OxPC(38:1(OOOKeO))+H,894.6067,711.54064,184.07332
OxPC(38:1(OOOO))+H,880.62744,697.56138,184.07332
OxPC(38:1(OOOOKeO))+H,910.60162,727.53556,184.07332
OxPC(38:10(Ke))+H,812.48615,629.42009,184.07332
OxPC(38:10(KeKe))+H,826.46544,643.39938,184.07332
OxPC(38:10(KeKeO))+H,842.46036,659.3943,184.07332
OxPC(38:10(KeO))+H,828.48107,645.41501,184.07332
OxPC(38:10(KeOKeO))+H,858.45528,675.38922,184.07332
OxPC(38:10(OKeO))+H,844.47602,661.40996,184.07332
OxPC(38:10(OOKeO))+H,860.47094,677.40488,184.07332
OxPC(38:10(OOOKeO))+H,876.46586,693.3998,184.07332
OxPC(38:10(OOOOKeO))+H,892.46078,709.39472,184.07332
OxPC(38:2(Ke))+H,828.61135,645.54529,184.07332
OxPC(38:2(KeKe))+H,842.59066,659.5246,184.07332
OxPC(38:2(KeO))+H,844.60627,661.54021,184.07332
OxPC(38:2(KeOKe))+H,858.58556,675.5195,184.07332
OxPC(38:2(KeOKeO))+H,874.5805,691.51444,184.07332
OxPC(38:2(O))+H,830.627,647.56094,184.07332
OxPC(38:2(OKeO))+H,860.60124,677.53518,184.07332
OxPC(38:2(OO))+H,846.62192,663.55586,184.07332
OxPC(38:2(OOKeO))+H,876.59616,693.5301,184.07332
OxPC(38:2(OOO))+H,862.61687,679.55081,184.07332
OxPC(38:2(OOOKeO))+H,892.59108,709.52502,184.07332
OxPC(38:2(OOOO))+H,878.61179,695.54573,184.07332
OxPC(38:2(OOOOKeO))+H,908.586,725.51994,184.07332
OxPC(38:2(OOOOO))+H,894.60674,711.54068,184.07332
OxPC(38:2(OOOOOO))+H,910.60166,727.5356,184.07332
OxPC(38:2(OOOOOOO))+H,926.59658,743.53052,184.07332
OxPC(38:2(OOOOOOOO))+H,942.5915,759.52544,184.07332
OxPC(38:3(Ke))+H,826.5957,643.52964,184.07332
OxPC(38:3(KeKe))+H,840.57496,657.5089,184.07332
OxPC(38:3(KeKeO))+H,856.56988,673.50382,184.07332
OxPC(38:3(KeO))+H,842.59062,659.52456,184.07332
OxPC(38:3(KeOKeO))+H,872.5648,689.49874,184.07332
OxPC(38:3(O))+H,828.61133,645.54527,184.07332
OxPC(38:3(OKeO))+H,858.58556,675.5195,184.07332
OxPC(38:3(OO))+H,844.60625,661.54019,184.07332
OxPC(38:3(OOO))+H,860.60117,677.53511,184.07332
OxPC(38:3(OOOKe))+H,874.58046,691.5144,184.07332
OxPC(38:3(OOOKeO))+H,890.57538,707.50932,184.07332
OxPC(38:3(OOOO))+H,876.59609,693.53003,184.07332
OxPC(38:3(OOOOKeO))+H,906.5703,723.50424,184.07332
OxPC(38:3(OOOOO))+H,892.59106,709.525,184.07332
OxPC(38:3(OOOOOO))+H,908.58598,725.51992,184.07332
OxPC(38:3(OOOOOOO))+H,924.58088,741.51482,184.07332
OxPC(38:3(OOOOOOOO))+H,940.5758,757.50974,184.07332
OxPC(38:4(Ke))+H,824.58005,641.51399,184.07332
OxPC(38:4(KeKe))+H,838.55936,655.4933,184.07332
OxPC(38:4(KeOKe))+H,854.55426,671.4882,184.07332
OxPC(38:4(KeOKeO))+H,870.5492,687.48314,184.07332
OxPC(38:4(O))+H,826.5957,643.52964,184.07332
OxPC(38:4(OKe))+H,840.57494,657.50888,184.07332
OxPC(38:4(OKeO))+H,856.56986,673.5038,184.07332
OxPC(38:4(OO))+H,842.59062,659.52456,184.07332
OxPC(38:4(OOKeO))+H,872.56478,689.49872,184.07332
OxPC(38:4(OOO))+H,858.58557,675.51951,184.07332
OxPC(38:4(OOOKeO))+H,888.55978,705.49372,184.07332
OxPC(38:4(OOOO))+H,874.58049,691.51443,184.07332
OxPC(38:4(OOOOKeO))+H,904.5547,721.48864,184.07332
OxPC(38:4(OOOOO))+H,890.57536,707.5093,184.07332
OxPC(38:4(OOOOOO))+H,906.57028,723.50422,184.07332
OxPC(38:4(OOOOOOO))+H,922.56528,739.49922,184.07332
OxPC(38:4(OOOOOOOO))+H,938.5602,755.49414,184.07332
OxPC(38:5(Ke))+H,822.5644,639.49834,184.07332
OxPC(38:5(KeKe))+H,836.54368,653.47762,184.07332
OxPC(38:5(KeKeO))+H,852.5386,669.47254,184.07332
OxPC(38:5(KeO))+H,838.55932,655.49326,184.07332
OxPC(38:5(KeOKeO))+H,868.5335,685.46744,184.07332
OxPC(38:5(KeOO))+H,854.55426,671.4882,184.07332
OxPC(38:5(O))+H,824.58005,641.51399,184.07332
OxPC(38:5(OO))+H,840.57497,657.50891,184.07332
OxPC(38:5(OOO))+H,856.56987,673.50381,184.07332
OxPC(38:5(OOOKe))+H,870.54916,687.4831,184.07332
OxPC(38:5(OOOKeO))+H,886.54408,703.47802,184.07332
OxPC(38:5(OOOO))+H,872.56479,689.49873,184.07332
OxPC(38:5(OOOOKeO))+H,902.539,719.47294,184.07332
OxPC(38:5(OOOOO))+H,888.55976,705.4937,184.07332
OxPC(38:5(OOOOOO))+H,904.55468,721.48862,184.07332
OxPC(38:5(OOOOOOO))+H,920.54958,737.48352,184.07332
OxPC(38:5(OOOOOOOO))+H,936.5445,753.47844,184.07332
OxPC(38:6(Ke))+H,820.54875,637.48269,184.07332
OxPC(38:6(KeKe))+H,834.52798,651.46192,184.07332
OxPC(38:6(KeKeO))+H,850.5229,667.45684,184.07332
OxPC(38:6(KeOKeO))+H,866.5179,683.45184,184.07332
OxPC(38:6(KeOOO))+H,868.53348,685.46742,184.07332
OxPC(38:6(KeOOOO))+H,884.5284,701.46234,184.07332
OxPC(38:6(O))+H,822.5644,639.49834,184.07332
OxPC(38:6(OKe))+H,836.54364,653.47758,184.07332
OxPC(38:6(OKeO))+H,852.53856,669.4725,184.07332
OxPC(38:6(OO))+H,838.55932,655.49326,184.07332
OxPC(38:6(OOO))+H,854.55427,671.48821,184.07332
OxPC(38:6(OOOKe))+H,868.53356,685.4675,184.07332
OxPC(38:6(OOOO))+H,870.54919,687.48313,184.07332
OxPC(38:6(OOOOKeO))+H,900.5234,717.45734,184.07332
OxPC(38:6(OOOOO))+H,886.54406,703.478,184.07332
OxPC(38:6(OOOOOO))+H,902.53898,719.47292,184.07332
OxPC(38:6(OOOOOOO))+H,918.53398,735.46792,184.07332
OxPC(38:6(OOOOOOOO))+H,934.5289,751.46284,184.07332
OxPC(38:7(Ke))+H,818.5331,635.46704,184.07332
OxPC(38:7(KeKe))+H,832.51238,649.44632,184.07332
OxPC(38:7(KeO))+H,834.52802,651.46196,184.07332
OxPC(38:7(KeOKe))+H,848.50726,665.4412,184.07332
OxPC(38:7(KeOKeO))+H,864.5022,681.43614,184.07332
OxPC(38:7(KeOO))+H,850.52296,667.4569,184.07332
OxPC(38:7(O))+H,820.54875,637.48269,184.07332
OxPC(38:7(OO))+H,836.54367,653.47761,184.07332
OxPC(38:7(OOO))+H,852.53857,669.47251,184.07332
OxPC(38:7(OOOKe))+H,866.51786,683.4518,184.07332
OxPC(38:7(OOOKeO))+H,882.51278,699.44672,184.07332
OxPC(38:7(OOOO))+H,868.53349,685.46743,184.07332
OxPC(38:7(OOOOKeO))+H,898.5077,715.44164,184.07332
OxPC(38:7(OOOOO))+H,884.52846,701.4624,184.07332
OxPC(38:7(OOOOOO))+H,900.52338,717.45732,184.07332
OxPC(38:7(OOOOOOO))+H,916.51828,733.45222,184.07332
OxPC(38:7(OOOOOOOO))+H,932.5132,749.44714,184.07332
OxPC(38:8(Ke))+H,816.51745,633.45139,184.07332
OxPC(38:8(KeKe))+H,830.49668,647.43062,184.07332
OxPC(38:8(KeKeO))+H,846.4916,663.42554,184.07332
OxPC(38:8(KeOKeO))+H,862.4866,679.42054,184.07332
OxPC(38:8(KeOO))+H,848.50726,665.4412,184.07332
OxPC(38:8(KeOOO))+H,864.50218,681.43612,184.07332
OxPC(38:8(KeOOOO))+H,880.4971,697.43104,184.07332
OxPC(38:8(O))+H,818.5331,635.46704,184.07332
OxPC(38:8(OKe))+H,832.51234,649.44628,184.07332
OxPC(38:8(OO))+H,834.52802,651.46196,184.07332
OxPC(38:8(OOO))+H,850.52292,667.45686,184.07332
OxPC(38:8(OOOO))+H,866.51784,683.45178,184.07332
OxPC(38:8(OOOOKeO))+H,896.4921,713.42604,184.07332
OxPC(38:8(OOOOO))+H,882.51276,699.4467,184.07332
OxPC(38:8(OOOOOO))+H,898.50768,715.44162,184.07332
OxPC(38:8(OOOOOOO))+H,914.50268,731.43662,184.07332
OxPC(38:8(OOOOOOOO))+H,930.4976,747.43154,184.07332
OxPC(38:9(Ke))+H,814.5018,631.43574,184.07332
OxPC(38:9(KeKe))+H,828.48106,645.415,184.07332
OxPC(38:9(KeO))+H,830.49672,647.43066,184.07332
OxPC(38:9(KeOKe))+H,844.47596,661.4099,184.07332
OxPC(38:9(KeOKeO))+H,860.4709,677.40484,184.07332
OxPC(38:9(O))+H,816.51748,633.45142,184.07332
OxPC(38:9(OKeO))+H,846.49164,663.42558,184.07332
OxPC(38:9(OO))+H,832.5124,649.44634,184.07332
OxPC(38:9(OOKeO))+H,862.48656,679.4205,184.07332
OxPC(38:9(OOO))+H,848.50732,665.44126,184.07332
OxPC(38:9(OOOKeO))+H,878.48148,695.41542,184.07332
OxPC(38:9(OOOO))+H,864.50224,681.43618,184.07332
OxPC(38:9(OOOOKeO))+H,894.4764,711.41034,184.07332
OxPC(38:9(OOOOO))+H,880.49714,697.43108,184.07332
OxPC(38:9(OOOOOO))+H,896.49206,713.426,184.07332
OxPC(38:9(OOOOOOO))+H,912.48698,729.42092,184.07332
OxPC(38:9(OOOOOOOO))+H,928.4819,745.41584,184.07332
OxPC(39:0(Ke))+H,846.65829,663.59223,184.07332
OxPC(39:0(KeO))+H,862.65321,679.58715,184.07332
OxPC(39:1(Ke))+H,844.64265,661.57659,184.07332
OxPC(39:1(KeKe))+H,858.62193,675.55587,184.07332
OxPC(39:1(KeKeO))+H,874.61685,691.55079,184.07332
OxPC(39:1(KeO))+H,860.63757,677.57151,184.07332
OxPC(39:1(KeOKeO))+H,890.61177,707.54571,184.07332
OxPC(39:1(O))+H,846.65833,663.59227,184.07332
OxPC(39:1(OKeO))+H,876.63251,693.56645,184.07332
OxPC(39:1(OO))+H,862.65325,679.58719,184.07332
OxPC(39:1(OOKeO))+H,892.62743,709.56137,184.07332
OxPC(39:1(OOO))+H,878.64817,695.58211,184.07332
OxPC(39:1(OOOKeO))+H,908.62235,725.55629,184.07332
OxPC(39:1(OOOO))+H,894.64309,711.57703,184.07332
OxPC(39:1(OOOOKeO))+H,924.61727,741.55121,184.07332
OxPC(39:10(Ke))+H,826.5018,643.43574,184.07332
OxPC(39:10(KeKe))+H,840.48109,657.41503,184.07332
OxPC(39:10(KeKeO))+H,856.47601,673.40995,184.07332
OxPC(39:10(KeO))+H,842.49672,659.43066,184.07332
OxPC(39:10(KeOKeO))+H,872.47093,689.40487,184.07332
OxPC(39:10(OOKe))+H,858.49167,675.42561,184.07332
OxPC(39:10(OOKeO))+H,874.48659,691.42053,184.07332
OxPC(39:10(OOOKeO))+H,890.48151,707.41545,184.07332
OxPC(39:10(OOOOKeO))+H,906.47643,723.41037,184.07332
OxPC(39:2(Ke))+H,842.627,659.56094,184.07332
OxPC(39:2(KeKe))+H,856.60626,673.5402,184.07332
OxPC(39:2(KeKeO))+H,872.60118,689.53512,184.07332
OxPC(39:2(KeO))+H,858.62192,675.55586,184.07332
OxPC(39:2(KeOKeO))+H,888.5961,705.53004,184.07332
OxPC(39:2(O))+H,844.64265,661.57659,184.07332
OxPC(39:2(OKeO))+H,874.61684,691.55078,184.07332
OxPC(39:2(OO))+H,860.63757,677.57151,184.07332
OxPC(39:2(OOKeO))+H,890.61176,707.5457,184.07332
OxPC(39:2(OOO))+H,876.63252,693.56646,184.07332
OxPC(39:2(OOOKeO))+H,906.60668,723.54062,184.07332
OxPC(39:2(OOOO))+H,892.62744,709.56138,184.07332
OxPC(39:2(OOOOKeO))+H,922.6016,739.53554,184.07332
OxPC(39:2(OOOOO))+H,908.62234,725.55628,184.07332
OxPC(39:2(OOOOOO))+H,924.61726,741.5512,184.07332
OxPC(39:2(OOOOOOO))+H,940.61218,757.54612,184.07332
OxPC(39:2(OOOOOOOO))+H,956.6071,773.54104,184.07332
OxPC(39:3(Ke))+H,840.61135,657.54529,184.07332
OxPC(39:3(KeKe))+H,854.59056,671.5245,184.07332
OxPC(39:3(KeKeO))+H,870.58548,687.51942,184.07332
OxPC(39:3(KeOKe))+H,870.58556,687.5195,184.07332
OxPC(39:3(KeOKeO))+H,886.5804,703.51434,184.07332
OxPC(39:3(O))+H,842.62703,659.56097,184.07332
OxPC(39:3(OKe))+H,856.60622,673.54016,184.07332
OxPC(39:3(OKeO))+H,872.60114,689.53508,184.07332
OxPC(39:3(OO))+H,858.62195,675.55589,184.07332
OxPC(39:3(OOKeO))+H,888.59606,705.53,184.07332
OxPC(39:3(OOO))+H,874.61687,691.55081,184.07332
OxPC(39:3(OOOKeO))+H,904.59098,721.52492,184.07332
OxPC(39:3(OOOO))+H,890.61179,707.54573,184.07332
OxPC(39:3(OOOOKeO))+H,920.5859,737.51984,184.07332
OxPC(39:3(OOOOO))+H,906.60664,723.54058,184.07332
OxPC(39:3(OOOOOO))+H,922.60156,739.5355,184.07332
OxPC(39:3(OOOOOOO))+H,938.59648,755.53042,184.07332
OxPC(39:3(OOOOOOOO))+H,954.5914,771.52534,184.07332
OxPC(39:4(Ke))+H,838.5957,655.52964,184.07332
OxPC(39:4(KeKe))+H,852.57496,669.5089,184.07332
OxPC(39:4(KeKeO))+H,868.56988,685.50382,184.07332
OxPC(39:4(KeOKeO))+H,884.5648,701.49874,184.07332
OxPC(39:4(O))+H,840.61135,657.54529,184.07332
OxPC(39:4(OKe))+H,854.59062,671.52456,184.07332
OxPC(39:4(OKeO))+H,870.58554,687.51948,184.07332
OxPC(39:4(OO))+H,856.60627,673.54021,184.07332
OxPC(39:4(OOKeO))+H,886.58046,703.5144,184.07332
OxPC(39:4(OOO))+H,872.60117,689.53511,184.07332
OxPC(39:4(OOOKeO))+H,902.57538,719.50932,184.07332
OxPC(39:4(OOOO))+H,888.59609,705.53003,184.07332
OxPC(39:4(OOOOKeO))+H,918.5703,735.50424,184.07332
OxPC(39:4(OOOOO))+H,904.59104,721.52498,184.07332
OxPC(39:4(OOOOOO))+H,920.58596,737.5199,184.07332
OxPC(39:4(OOOOOOO))+H,936.58088,753.51482,184.07332
OxPC(39:4(OOOOOOOO))+H,952.5758,769.50974,184.07332
OxPC(39:5(Ke))+H,836.58005,653.51399,184.07332
OxPC(39:5(KeKe))+H,850.55926,667.4932,184.07332
OxPC(39:5(KeKeO))+H,866.55418,683.48812,184.07332
OxPC(39:5(KeOKeO))+H,882.5491,699.48304,184.07332
OxPC(39:5(O))+H,838.59573,655.52967,184.07332
OxPC(39:5(OKe))+H,852.57492,669.50886,184.07332
OxPC(39:5(OO))+H,854.59065,671.52459,184.07332
OxPC(39:5(OOKe))+H,868.56984,685.50378,184.07332
OxPC(39:5(OOKeO))+H,884.56476,701.4987,184.07332
OxPC(39:5(OOO))+H,870.58557,687.51951,184.07332
OxPC(39:5(OOOKeO))+H,900.55968,717.49362,184.07332
OxPC(39:5(OOOO))+H,886.58049,703.51443,184.07332
OxPC(39:5(OOOOKeO))+H,916.5546,733.48854,184.07332
OxPC(39:5(OOOOO))+H,902.57534,719.50928,184.07332
OxPC(39:5(OOOOOO))+H,918.57026,735.5042,184.07332
OxPC(39:5(OOOOOOO))+H,934.56518,751.49912,184.07332
OxPC(39:5(OOOOOOOO))+H,950.5601,767.49404,184.07332
OxPC(39:6(Ke))+H,834.5644,651.49834,184.07332
OxPC(39:6(KeKe))+H,848.54366,665.4776,184.07332
OxPC(39:6(KeKeO))+H,864.53858,681.47252,184.07332
OxPC(39:6(KeO))+H,850.55932,667.49326,184.07332
OxPC(39:6(KeOKeO))+H,880.5335,697.46744,184.07332
OxPC(39:6(O))+H,836.58003,653.51397,184.07332
OxPC(39:6(OO))+H,852.57495,669.50889,184.07332
OxPC(39:6(OOKe))+H,866.55424,683.48818,184.07332
OxPC(39:6(OOKeO))+H,882.54916,699.4831,184.07332
OxPC(39:6(OOO))+H,868.56987,685.50381,184.07332
OxPC(39:6(OOOKeO))+H,898.54408,715.47802,184.07332
OxPC(39:6(OOOO))+H,884.56479,701.49873,184.07332
OxPC(39:6(OOOOKeO))+H,914.539,731.47294,184.07332
OxPC(39:6(OOOOO))+H,900.55974,717.49368,184.07332
OxPC(39:6(OOOOOO))+H,916.55466,733.4886,184.07332
OxPC(39:6(OOOOOOO))+H,932.54958,749.48352,184.07332
OxPC(39:6(OOOOOOOO))+H,948.5445,765.47844,184.07332
OxPC(39:7(Ke))+H,832.54875,649.48269,184.07332
OxPC(39:7(KeKe))+H,846.52796,663.4619,184.07332
OxPC(39:7(KeKeO))+H,862.52288,679.45682,184.07332
OxPC(39:7(KeOKeO))+H,878.5178,695.45174,184.07332
OxPC(39:7(O))+H,834.56443,651.49837,184.07332
OxPC(39:7(OKe))+H,848.54362,665.47756,184.07332
OxPC(39:7(OKeO))+H,864.53854,681.47248,184.07332
OxPC(39:7(OO))+H,850.55935,667.49329,184.07332
OxPC(39:7(OOKeO))+H,880.53346,697.4674,184.07332
OxPC(39:7(OOO))+H,866.55427,683.48821,184.07332
OxPC(39:7(OOOKeO))+H,896.52838,713.46232,184.07332
OxPC(39:7(OOOO))+H,882.54919,699.48313,184.07332
OxPC(39:7(OOOOKeO))+H,912.5233,729.45724,184.07332
OxPC(39:7(OOOOO))+H,898.54404,715.47798,184.07332
OxPC(39:7(OOOOOO))+H,914.53896,731.4729,184.07332
OxPC(39:7(OOOOOOO))+H,930.53388,747.46782,184.07332
OxPC(39:7(OOOOOOOO))+H,946.5288,763.46274,184.07332
OxPC(39:8(Ke))+H,830.5331,647.46704,184.07332
OxPC(39:8(KeKe))+H,844.51236,661.4463,184.07332
OxPC(39:8(KeKeO))+H,860.50728,677.44122,184.07332
OxPC(39:8(KeOKeO))+H,876.5022,693.43614,184.07332
OxPC(39:8(O))+H,832.54873,649.48267,184.07332
OxPC(39:8(OKe))+H,846.52802,663.46196,184.07332
OxPC(39:8(OKeO))+H,862.52294,679.45688,184.07332
OxPC(39:8(OO))+H,848.54365,665.47759,184.07332
OxPC(39:8(OOO))+H,864.53857,681.47251,184.07332
OxPC(39:8(OOOKe))+H,878.51786,695.4518,184.07332
OxPC(39:8(OOOKeO))+H,894.51278,711.44672,184.07332
OxPC(39:8(OOOO))+H,880.53349,697.46743,184.07332
OxPC(39:8(OOOOKeO))+H,910.5077,727.44164,184.07332
OxPC(39:8(OOOOO))+H,896.52844,713.46238,184.07332
OxPC(39:8(OOOOOO))+H,912.52336,729.4573,184.07332
OxPC(39:8(OOOOOOO))+H,928.51828,745.45222,184.07332
OxPC(39:8(OOOOOOOO))+H,944.5132,761.44714,184.07332
OxPC(39:9(Ke))+H,828.51745,645.45139,184.07332
OxPC(39:9(KeKe))+H,842.49671,659.43065,184.07332
OxPC(39:9(KeOKe))+H,858.49161,675.42555,184.07332
OxPC(39:9(KeOKeO))+H,874.48653,691.42047,184.07332
OxPC(39:9(OKe))+H,844.51237,661.44631,184.07332
OxPC(39:9(OKeO))+H,860.50729,677.44123,184.07332
OxPC(39:9(OOOKe))+H,876.50219,693.43613,184.07332
OxPC(39:9(OOOKeO))+H,892.49711,709.43105,184.07332
OxPC(39:9(OOOOKeO))+H,908.49203,725.42597,184.07332
OxPC(40:0(Ke))+H,860.67394,677.60788,184.07332
OxPC(40:0(KeO))+H,876.66886,693.6028,184.07332
OxPC(40:1(Ke))+H,858.6583,675.59224,184.07332
OxPC(40:1(KeO))+H,874.65322,691.58716,184.07332
OxPC(40:1(O))+H,860.67398,677.60792,184.07332
OxPC(40:1(OO))+H,876.6689,693.60284,184.07332
OxPC(40:1(OOO))+H,892.66382,709.59776,184.07332
OxPC(40:1(OOOO))+H,908.65874,725.59268,184.07332
OxPC(40:10(Ke))+H,840.51745,657.45139,184.07332
OxPC(40:10(KeKe))+H,854.49666,671.4306,184.07332
OxPC(40:10(KeKeO))+H,870.49158,687.42552,184.07332
OxPC(40:10(KeOKeO))+H,886.4865,703.42044,184.07332
OxPC(40:10(O))+H,842.53308,659.46702,184.07332
OxPC(40:10(OKe))+H,856.51232,673.44626,184.07332
OxPC(40:10(OKeO))+H,872.50724,689.44118,184.07332
OxPC(40:10(OO))+H,858.528,675.46194,184.07332
OxPC(40:10(OOKeO))+H,888.50216,705.4361,184.07332
OxPC(40:10(OOO))+H,874.52292,691.45686,184.07332
OxPC(40:10(OOOKeO))+H,904.49708,721.43102,184.07332
OxPC(40:10(OOOO))+H,890.51784,707.45178,184.07332
OxPC(40:10(OOOOKeO))+H,920.492,737.42594,184.07332
OxPC(40:10(OOOOO))+H,906.51274,723.44668,184.07332
OxPC(40:10(OOOOOO))+H,922.50766,739.4416,184.07332
OxPC(40:10(OOOOOOO))+H,938.50258,755.43652,184.07332
OxPC(40:10(OOOOOOOO))+H,954.4975,771.43144,184.07332
OxPC(40:11(Ke))+H,838.5018,655.43574,184.07332
OxPC(40:11(KeKe))+H,852.48104,669.41498,184.07332
OxPC(40:11(KeKeO))+H,868.47596,685.4099,184.07332
OxPC(40:11(KeOKeO))+H,884.47088,701.40482,184.07332
OxPC(40:11(OKe))+H,854.4967,671.43064,184.07332
OxPC(40:11(OKeO))+H,870.49162,687.42556,184.07332
OxPC(40:11(OOKeO))+H,886.48654,703.42048,184.07332
OxPC(40:11(OOOKeO))+H,902.48146,719.4154,184.07332
OxPC(40:11(OOOOKeO))+H,918.47638,735.41032,184.07332
OxPC(40:2(Ke))+H,856.64265,673.57659,184.07332
OxPC(40:2(KeKe))+H,870.62196,687.5559,184.07332
OxPC(40:2(KeO))+H,872.63757,689.57151,184.07332
OxPC(40:2(KeOKe))+H,886.61686,703.5508,184.07332
OxPC(40:2(KeOKeO))+H,902.6118,719.54574,184.07332
OxPC(40:2(O))+H,858.6583,675.59224,184.07332
OxPC(40:2(OKeO))+H,888.63254,705.56648,184.07332
OxPC(40:2(OO))+H,874.65322,691.58716,184.07332
OxPC(40:2(OOKeO))+H,904.62746,721.5614,184.07332
OxPC(40:2(OOO))+H,890.64817,707.58211,184.07332
OxPC(40:2(OOOKeO))+H,920.62238,737.55632,184.07332
OxPC(40:2(OOOO))+H,906.64309,723.57703,184.07332
OxPC(40:2(OOOOKeO))+H,936.6173,753.55124,184.07332
OxPC(40:2(OOOOO))+H,922.63804,739.57198,184.07332
OxPC(40:2(OOOOOO))+H,938.63296,755.5669,184.07332
OxPC(40:2(OOOOOOO))+H,954.62788,771.56182,184.07332
OxPC(40:2(OOOOOOOO))+H,970.6228,787.55674,184.07332
OxPC(40:3(Ke))+H,854.627,671.56094,184.07332
OxPC(40:3(KeKe))+H,868.60626,685.5402,184.07332
OxPC(40:3(KeKeO))+H,884.60118,701.53512,184.07332
OxPC(40:3(KeO))+H,870.62192,687.55586,184.07332
OxPC(40:3(KeOKeO))+H,900.5961,717.53004,184.07332
OxPC(40:3(O))+H,856.64265,673.57659,184.07332
OxPC(40:3(OKeO))+H,886.61686,703.5508,184.07332
OxPC(40:3(OO))+H,872.63757,689.57151,184.07332
OxPC(40:3(OOO))+H,888.63252,705.56646,184.07332
OxPC(40:3(OOOKe))+H,902.61176,719.5457,184.07332
OxPC(40:3(OOOKeO))+H,918.60668,735.54062,184.07332
OxPC(40:3(OOOO))+H,904.62744,721.56138,184.07332
OxPC(40:3(OOOOKeO))+H,934.6016,751.53554,184.07332
OxPC(40:3(OOOOO))+H,920.62236,737.5563,184.07332
OxPC(40:3(OOOOOO))+H,936.61728,753.55122,184.07332
OxPC(40:3(OOOOOOO))+H,952.61218,769.54612,184.07332
OxPC(40:3(OOOOOOOO))+H,968.6071,785.54104,184.07332
OxPC(40:4(Ke))+H,852.61135,669.54529,184.07332
OxPC(40:4(KeKe))+H,866.59066,683.5246,184.07332
OxPC(40:4(KeOKe))+H,882.58556,699.5195,184.07332
OxPC(40:4(KeOKeO))+H,898.5805,715.51444,184.07332
OxPC(40:4(O))+H,854.627,671.56094,184.07332
OxPC(40:4(OKe))+H,868.60624,685.54018,184.07332
OxPC(40:4(OKeO))+H,884.60116,701.5351,184.07332
OxPC(40:4(OO))+H,870.62192,687.55586,184.07332
OxPC(40:4(OOKeO))+H,900.59608,717.53002,184.07332
OxPC(40:4(OOO))+H,886.61687,703.55081,184.07332
OxPC(40:4(OOOKeO))+H,916.59108,733.52502,184.07332
OxPC(40:4(OOOO))+H,902.61179,719.54573,184.07332
OxPC(40:4(OOOOKeO))+H,932.586,749.51994,184.07332
OxPC(40:4(OOOOO))+H,918.60666,735.5406,184.07332
OxPC(40:4(OOOOOO))+H,934.60158,751.53552,184.07332
OxPC(40:4(OOOOOOO))+H,950.59658,767.53052,184.07332
OxPC(40:4(OOOOOOOO))+H,966.5915,783.52544,184.07332
OxPC(40:5(Ke))+H,850.5957,667.52964,184.07332
OxPC(40:5(KeKe))+H,864.57498,681.50892,184.07332
OxPC(40:5(KeKeO))+H,880.5699,697.50384,184.07332
OxPC(40:5(KeO))+H,866.59062,683.52456,184.07332
OxPC(40:5(KeOKeO))+H,896.5648,713.49874,184.07332
OxPC(40:5(KeOO))+H,882.58556,699.5195,184.07332
