PC,[M+H]+,MH-PC,MH-tail1&TrimethylAmine,MH-tail2&TrimethylAmine,MH-Tail1,MH-Tail2,LPC_T1_H,LPC_T2_H,RCOO+58_T1,RCOO+58_T2,PC Head
PC(17:2_18:3)+H,766.53824,583.4722,441.240111,429.240111,500.31361,488.31361,506.32419,518.32419,323.25813,335.25813,184.07332
PC(17:2_18:4)+H,764.52254,581.4565,439.224411,429.240111,498.29791,488.31361,506.32419,516.30849,323.25813,333.24243,184.07332
PC(17:2_19:0)+H,786.60084,603.5348,461.302711,429.240111,520.37621,488.31361,506.32419,538.38679,323.25813,355.32073,184.07332
PC(17:2_20:0)+H,800.61644,617.5504,475.318311,429.240111,534.39181,488.31361,506.32419,552.40239,323.25813,369.33633,184.07332
PC(17:2_20:1)+H,798.60084,615.5348,473.302711,429.240111,532.37621,488.31361,506.32419,550.38679,323.25813,367.32073,184.07332
PC(17:2_20:2)+H,796.58514,613.5191,471.287011,429.240111,530.36051,488.31361,506.32419,548.37109,323.25813,365.30503,184.07332
PC(17:2_20:3)+H,794.56954,611.5035,469.271411,429.240111,528.34491,488.31361,506.32419,546.35549,323.25813,363.28943,184.07332
PC(17:2_20:4)+H,792.55384,609.4878,467.255711,429.240111,526.32921,488.31361,506.32419,544.33979,323.25813,361.27373,184.07332
PC(17:2_20:5)+H,790.53824,607.4722,465.240111,429.240111,524.31361,488.31361,506.32419,542.32419,323.25813,359.25813,184.07332
PC(17:2_21:0)+H,814.63214,631.5661,489.334011,429.240111,548.40751,488.31361,506.32419,566.41809,323.25813,383.35203,184.07332
PC(17:2_22:0)+H,828.64774,645.5817,503.349611,429.240111,562.42311,488.31361,506.32419,580.43369,323.25813,397.36763,184.07332
PC(17:2_22:1)+H,826.63214,643.5661,501.334011,429.240111,560.40751,488.31361,506.32419,578.41809,323.25813,395.35203,184.07332
PC(17:2_22:2)+H,824.61644,641.5504,499.318311,429.240111,558.39181,488.31361,506.32419,576.40239,323.25813,393.33633,184.07332
PC(17:2_22:3)+H,822.60084,639.5348,497.302711,429.240111,556.37621,488.31361,506.32419,574.38679,323.25813,391.32073,184.07332
PC(17:2_22:4)+H,820.58514,637.5191,495.287011,429.240111,554.36051,488.31361,506.32419,572.37109,323.25813,389.30503,184.07332
PC(17:2_22:5)+H,818.56954,635.5035,493.271411,429.240111,552.34491,488.31361,506.32419,570.35549,323.25813,387.28943,184.07332
PC(17:2_22:6)+H,816.55384,633.4878,491.255711,429.240111,550.32921,488.31361,506.32419,568.33979,323.25813,385.27373,184.07332
PC(17:2_23:0)+H,842.66344,659.5974,517.365311,429.240111,576.43881,488.31361,506.32419,594.44939,323.25813,411.38333,184.07332
PC(17:2_24:0)+H,856.67904,673.613,531.380911,429.240111,590.45441,488.31361,506.32419,608.46499,323.25813,425.39893,184.07332
PC(17:2_24:1)+H,854.66344,671.5974,529.365311,429.240111,588.43881,488.31361,506.32419,606.44939,323.25813,423.38333,184.07332
PC(17:2_25:0)+H,870.69474,687.6287,545.396611,429.240111,604.47011,488.31361,506.32419,622.48069,323.25813,439.41463,184.07332
PC(17:2_26:0)+H,884.71034,701.6443,559.412211,429.240111,618.48571,488.31361,506.32419,636.49629,323.25813,453.43023,184.07332
PC(18:0_18:0)+H,790.63204,607.566,447.287011,447.287011,506.36051,506.36051,524.37109,524.37109,341.30503,341.30503,184.07332
PC(18:0_18:1)+H,788.61644,605.5504,445.271411,447.287011,504.34491,506.36051,524.37109,522.35549,341.30503,339.28943,184.07332
PC(18:0_18:2)+H,786.60074,603.5347,443.255711,447.287011,502.32921,506.36051,524.37109,520.33979,341.30503,337.27373,184.07332
PC(18:0_18:3)+H,784.58514,601.5191,441.240111,447.287011,500.31361,506.36051,524.37109,518.32419,341.30503,335.25813,184.07332
PC(18:0_18:4)+H,782.56944,599.5034,439.224411,447.287011,498.29791,506.36051,524.37109,516.30849,341.30503,333.24243,184.07332
PC(18:0_19:0)+H,804.64774,621.5817,461.302711,447.287011,520.37621,506.36051,524.37109,538.38679,341.30503,355.32073,184.07332
PC(18:0_20:0)+H,818.66334,635.5973,475.318311,447.287011,534.39181,506.36051,524.37109,552.40239,341.30503,369.33633,184.07332
PC(18:0_20:1)+H,816.64774,633.5817,473.302711,447.287011,532.37621,506.36051,524.37109,550.38679,341.30503,367.32073,184.07332
PC(18:0_20:2)+H,814.63204,631.566,471.287011,447.287011,530.36051,506.36051,524.37109,548.37109,341.30503,365.30503,184.07332
PC(18:0_20:3)+H,812.61644,629.5504,469.271411,447.287011,528.34491,506.36051,524.37109,546.35549,341.30503,363.28943,184.07332
PC(18:0_20:4)+H,810.60074,627.5347,467.255711,447.287011,526.32921,506.36051,524.37109,544.33979,341.30503,361.27373,184.07332
PC(18:0_20:5)+H,808.58514,625.5191,465.240111,447.287011,524.31361,506.36051,524.37109,542.32419,341.30503,359.25813,184.07332
PC(18:0_21:0)+H,832.67904,649.613,489.334011,447.287011,548.40751,506.36051,524.37109,566.41809,341.30503,383.35203,184.07332
PC(18:0_22:0)+H,846.69464,663.6286,503.349611,447.287011,562.42311,506.36051,524.37109,580.43369,341.30503,397.36763,184.07332
PC(18:0_22:1)+H,844.67904,661.613,501.334011,447.287011,560.40751,506.36051,524.37109,578.41809,341.30503,395.35203,184.07332
PC(18:0_22:2)+H,842.66334,659.5973,499.318311,447.287011,558.39181,506.36051,524.37109,576.40239,341.30503,393.33633,184.07332
PC(18:0_22:3)+H,840.64774,657.5817,497.302711,447.287011,556.37621,506.36051,524.37109,574.38679,341.30503,391.32073,184.07332
PC(18:0_22:4)+H,838.63204,655.566,495.287011,447.287011,554.36051,506.36051,524.37109,572.37109,341.30503,389.30503,184.07332
PC(18:0_22:5)+H,836.61644,653.5504,493.271411,447.287011,552.34491,506.36051,524.37109,570.35549,341.30503,387.28943,184.07332
PC(18:0_22:6)+H,834.60074,651.5347,491.255711,447.287011,550.32921,506.36051,524.37109,568.33979,341.30503,385.27373,184.07332
PC(18:0_23:0)+H,860.71034,677.6443,517.365311,447.287011,576.43881,506.36051,524.37109,594.44939,341.30503,411.38333,184.07332
PC(18:0_24:0)+H,874.72594,691.6599,531.380911,447.287011,590.45441,506.36051,524.37109,608.46499,341.30503,425.39893,184.07332
PC(18:0_24:1)+H,872.71034,689.6443,529.365311,447.287011,588.43881,506.36051,524.37109,606.44939,341.30503,423.38333,184.07332
PC(18:0_25:0)+H,888.74164,705.6756,545.396611,447.287011,604.47011,506.36051,524.37109,622.48069,341.30503,439.41463,184.07332
PC(18:0_26:0)+H,902.75724,719.6912,559.412211,447.287011,618.48571,506.36051,524.37109,636.49629,341.30503,453.43023,184.07332
PC(18:1_18:1)+H,786.60084,603.5348,445.271411,445.271411,504.34491,504.34491,522.35549,522.35549,339.28943,339.28943,184.07332
PC(18:1_18:2)+H,784.58514,601.5191,443.255711,445.271411,502.32921,504.34491,522.35549,520.33979,339.28943,337.27373,184.07332
PC(18:1_18:3)+H,782.56954,599.5035,441.240111,445.271411,500.31361,504.34491,522.35549,518.32419,339.28943,335.25813,184.07332
PC(18:1_18:4)+H,780.55384,597.4878,439.224411,445.271411,498.29791,504.34491,522.35549,516.30849,339.28943,333.24243,184.07332
PC(18:1_19:0)+H,802.63214,619.5661,461.302711,445.271411,520.37621,504.34491,522.35549,538.38679,339.28943,355.32073,184.07332
PC(18:1_20:0)+H,816.64774,633.5817,475.318311,445.271411,534.39181,504.34491,522.35549,552.40239,339.28943,369.33633,184.07332
PC(18:1_20:1)+H,814.63214,631.5661,473.302711,445.271411,532.37621,504.34491,522.35549,550.38679,339.28943,367.32073,184.07332
PC(18:1_20:2)+H,812.61644,629.5504,471.287011,445.271411,530.36051,504.34491,522.35549,548.37109,339.28943,365.30503,184.07332
PC(18:1_20:3)+H,810.60084,627.5348,469.271411,445.271411,528.34491,504.34491,522.35549,546.35549,339.28943,363.28943,184.07332
PC(18:1_20:4)+H,808.58514,625.5191,467.255711,445.271411,526.32921,504.34491,522.35549,544.33979,339.28943,361.27373,184.07332
PC(18:1_20:5)+H,806.56954,623.5035,465.240111,445.271411,524.31361,504.34491,522.35549,542.32419,339.28943,359.25813,184.07332
PC(18:1_21:0)+H,830.66344,647.5974,489.334011,445.271411,548.40751,504.34491,522.35549,566.41809,339.28943,383.35203,184.07332
PC(18:1_22:0)+H,844.67904,661.613,503.349611,445.271411,562.42311,504.34491,522.35549,580.43369,339.28943,397.36763,184.07332
PC(18:1_22:1)+H,842.66344,659.5974,501.334011,445.271411,560.40751,504.34491,522.35549,578.41809,339.28943,395.35203,184.07332
PC(18:1_22:2)+H,840.64774,657.5817,499.318311,445.271411,558.39181,504.34491,522.35549,576.40239,339.28943,393.33633,184.07332
PC(18:1_22:3)+H,838.63214,655.5661,497.302711,445.271411,556.37621,504.34491,522.35549,574.38679,339.28943,391.32073,184.07332
PC(18:1_22:4)+H,836.61644,653.5504,495.287011,445.271411,554.36051,504.34491,522.35549,572.37109,339.28943,389.30503,184.07332
PC(18:1_22:5)+H,834.60084,651.5348,493.271411,445.271411,552.34491,504.34491,522.35549,570.35549,339.28943,387.28943,184.07332
PC(18:1_22:6)+H,832.58514,649.5191,491.255711,445.271411,550.32921,504.34491,522.35549,568.33979,339.28943,385.27373,184.07332
PC(18:1_23:0)+H,858.69474,675.6287,517.365311,445.271411,576.43881,504.34491,522.35549,594.44939,339.28943,411.38333,184.07332
PC(18:1_24:0)+H,872.71034,689.6443,531.380911,445.271411,590.45441,504.34491,522.35549,608.46499,339.28943,425.39893,184.07332
PC(18:1_24:1)+H,870.69474,687.6287,529.365311,445.271411,588.43881,504.34491,522.35549,606.44939,339.28943,423.38333,184.07332
PC(18:1_25:0)+H,886.72604,703.66,545.396611,445.271411,604.47011,504.34491,522.35549,622.48069,339.28943,439.41463,184.07332
PC(18:1_26:0)+H,900.74164,717.6756,559.412211,445.271411,618.48571,504.34491,522.35549,636.49629,339.28943,453.43023,184.07332
PC(18:2_18:2)+H,782.56944,599.5034,443.255711,443.255711,502.32921,502.32921,520.33979,520.33979,337.27373,337.27373,184.07332
PC(18:2_18:3)+H,780.55384,597.4878,441.240111,443.255711,500.31361,502.32921,520.33979,518.32419,337.27373,335.25813,184.07332
PC(18:2_18:4)+H,778.53814,595.4721,439.224411,443.255711,498.29791,502.32921,520.33979,516.30849,337.27373,333.24243,184.07332
PC(18:2_19:0)+H,800.61644,617.5504,461.302711,443.255711,520.37621,502.32921,520.33979,538.38679,337.27373,355.32073,184.07332
PC(18:2_20:0)+H,814.63204,631.566,475.318311,443.255711,534.39181,502.32921,520.33979,552.40239,337.27373,369.33633,184.07332
PC(18:2_20:1)+H,812.61644,629.5504,473.302711,443.255711,532.37621,502.32921,520.33979,550.38679,337.27373,367.32073,184.07332
PC(18:2_20:2)+H,810.60074,627.5347,471.287011,443.255711,530.36051,502.32921,520.33979,548.37109,337.27373,365.30503,184.07332
PC(18:2_20:3)+H,808.58514,625.5191,469.271411,443.255711,528.34491,502.32921,520.33979,546.35549,337.27373,363.28943,184.07332
PC(18:2_20:4)+H,806.56944,623.5034,467.255711,443.255711,526.32921,502.32921,520.33979,544.33979,337.27373,361.27373,184.07332
PC(18:2_20:5)+H,804.55384,621.4878,465.240111,443.255711,524.31361,502.32921,520.33979,542.32419,337.27373,359.25813,184.07332
PC(18:2_21:0)+H,828.64774,645.5817,489.334011,443.255711,548.40751,502.32921,520.33979,566.41809,337.27373,383.35203,184.07332
PC(18:2_22:0)+H,842.66334,659.5973,503.349611,443.255711,562.42311,502.32921,520.33979,580.43369,337.27373,397.36763,184.07332
PC(18:2_22:1)+H,840.64774,657.5817,501.334011,443.255711,560.40751,502.32921,520.33979,578.41809,337.27373,395.35203,184.07332
PC(18:2_22:2)+H,838.63204,655.566,499.318311,443.255711,558.39181,502.32921,520.33979,576.40239,337.27373,393.33633,184.07332
PC(18:2_22:3)+H,836.61644,653.5504,497.302711,443.255711,556.37621,502.32921,520.33979,574.38679,337.27373,391.32073,184.07332
PC(18:2_22:4)+H,834.60074,651.5347,495.287011,443.255711,554.36051,502.32921,520.33979,572.37109,337.27373,389.30503,184.07332
PC(18:2_22:5)+H,832.58514,649.5191,493.271411,443.255711,552.34491,502.32921,520.33979,570.35549,337.27373,387.28943,184.07332
PC(18:2_22:6)+H,830.56944,647.5034,491.255711,443.255711,550.32921,502.32921,520.33979,568.33979,337.27373,385.27373,184.07332
PC(18:2_23:0)+H,856.67904,673.613,517.365311,443.255711,576.43881,502.32921,520.33979,594.44939,337.27373,411.38333,184.07332
PC(18:2_24:0)+H,870.69464,687.6286,531.380911,443.255711,590.45441,502.32921,520.33979,608.46499,337.27373,425.39893,184.07332
PC(18:2_24:1)+H,868.67904,685.613,529.365311,443.255711,588.43881,502.32921,520.33979,606.44939,337.27373,423.38333,184.07332
PC(18:2_25:0)+H,884.71034,701.6443,545.396611,443.255711,604.47011,502.32921,520.33979,622.48069,337.27373,439.41463,184.07332
PC(18:2_26:0)+H,898.72594,715.6599,559.412211,443.255711,618.48571,502.32921,520.33979,636.49629,337.27373,453.43023,184.07332
PC(18:3_18:3)+H,778.53824,595.4722,441.240111,441.240111,500.31361,500.31361,518.32419,518.32419,335.25813,335.25813,184.07332
PC(18:3_18:4)+H,776.52254,593.4565,439.224411,441.240111,498.29791,500.31361,518.32419,516.30849,335.25813,333.24243,184.07332
PC(18:3_19:0)+H,798.60084,615.5348,461.302711,441.240111,520.37621,500.31361,518.32419,538.38679,335.25813,355.32073,184.07332
PC(18:3_20:0)+H,812.61644,629.5504,475.318311,441.240111,534.39181,500.31361,518.32419,552.40239,335.25813,369.33633,184.07332
PC(18:3_20:1)+H,810.60084,627.5348,473.302711,441.240111,532.37621,500.31361,518.32419,550.38679,335.25813,367.32073,184.07332
PC(18:3_20:2)+H,808.58514,625.5191,471.287011,441.240111,530.36051,500.31361,518.32419,548.37109,335.25813,365.30503,184.07332
PC(18:3_20:3)+H,806.56954,623.5035,469.271411,441.240111,528.34491,500.31361,518.32419,546.35549,335.25813,363.28943,184.07332
PC(18:3_20:4)+H,804.55384,621.4878,467.255711,441.240111,526.32921,500.31361,518.32419,544.33979,335.25813,361.27373,184.07332
PC(18:3_20:5)+H,802.53824,619.4722,465.240111,441.240111,524.31361,500.31361,518.32419,542.32419,335.25813,359.25813,184.07332
PC(18:3_21:0)+H,826.63214,643.5661,489.334011,441.240111,548.40751,500.31361,518.32419,566.41809,335.25813,383.35203,184.07332
PC(18:3_22:0)+H,840.64774,657.5817,503.349611,441.240111,562.42311,500.31361,518.32419,580.43369,335.25813,397.36763,184.07332
PC(18:3_22:1)+H,838.63214,655.5661,501.334011,441.240111,560.40751,500.31361,518.32419,578.41809,335.25813,395.35203,184.07332
PC(18:3_22:2)+H,836.61644,653.5504,499.318311,441.240111,558.39181,500.31361,518.32419,576.40239,335.25813,393.33633,184.07332
PC(18:3_22:3)+H,834.60084,651.5348,497.302711,441.240111,556.37621,500.31361,518.32419,574.38679,335.25813,391.32073,184.07332
PC(18:3_22:4)+H,832.58514,649.5191,495.287011,441.240111,554.36051,500.31361,518.32419,572.37109,335.25813,389.30503,184.07332
PC(18:3_22:5)+H,830.56954,647.5035,493.271411,441.240111,552.34491,500.31361,518.32419,570.35549,335.25813,387.28943,184.07332
PC(18:3_22:6)+H,828.55384,645.4878,491.255711,441.240111,550.32921,500.31361,518.32419,568.33979,335.25813,385.27373,184.07332
PC(18:3_23:0)+H,854.66344,671.5974,517.365311,441.240111,576.43881,500.31361,518.32419,594.44939,335.25813,411.38333,184.07332
PC(18:3_24:0)+H,868.67904,685.613,531.380911,441.240111,590.45441,500.31361,518.32419,608.46499,335.25813,425.39893,184.07332
PC(18:3_24:1)+H,866.66344,683.5974,529.365311,441.240111,588.43881,500.31361,518.32419,606.44939,335.25813,423.38333,184.07332
PC(18:3_25:0)+H,882.69474,699.6287,545.396611,441.240111,604.47011,500.31361,518.32419,622.48069,335.25813,439.41463,184.07332
PC(18:3_26:0)+H,896.71034,713.6443,559.412211,441.240111,618.48571,500.31361,518.32419,636.49629,335.25813,453.43023,184.07332
PC(18:4_18:4)+H,774.50684,591.4408,439.224411,439.224411,498.29791,498.29791,516.30849,516.30849,333.24243,333.24243,184.07332
PC(18:4_19:0)+H,796.58514,613.5191,461.302711,439.224411,520.37621,498.29791,516.30849,538.38679,333.24243,355.32073,184.07332
PC(18:4_20:0)+H,810.60074,627.5347,475.318311,439.224411,534.39181,498.29791,516.30849,552.40239,333.24243,369.33633,184.07332
PC(18:4_20:1)+H,808.58514,625.5191,473.302711,439.224411,532.37621,498.29791,516.30849,550.38679,333.24243,367.32073,184.07332
PC(18:4_20:2)+H,806.56944,623.5034,471.287011,439.224411,530.36051,498.29791,516.30849,548.37109,333.24243,365.30503,184.07332
PC(18:4_20:3)+H,804.55384,621.4878,469.271411,439.224411,528.34491,498.29791,516.30849,546.35549,333.24243,363.28943,184.07332
PC(18:4_20:4)+H,802.53814,619.4721,467.255711,439.224411,526.32921,498.29791,516.30849,544.33979,333.24243,361.27373,184.07332
PC(18:4_20:5)+H,800.52254,617.4565,465.240111,439.224411,524.31361,498.29791,516.30849,542.32419,333.24243,359.25813,184.07332
PC(18:4_21:0)+H,824.61644,641.5504,489.334011,439.224411,548.40751,498.29791,516.30849,566.41809,333.24243,383.35203,184.07332
PC(18:4_22:0)+H,838.63204,655.566,503.349611,439.224411,562.42311,498.29791,516.30849,580.43369,333.24243,397.36763,184.07332
PC(18:4_22:1)+H,836.61644,653.5504,501.334011,439.224411,560.40751,498.29791,516.30849,578.41809,333.24243,395.35203,184.07332
PC(18:4_22:2)+H,834.60074,651.5347,499.318311,439.224411,558.39181,498.29791,516.30849,576.40239,333.24243,393.33633,184.07332
PC(18:4_22:3)+H,832.58514,649.5191,497.302711,439.224411,556.37621,498.29791,516.30849,574.38679,333.24243,391.32073,184.07332
PC(18:4_22:4)+H,830.56944,647.5034,495.287011,439.224411,554.36051,498.29791,516.30849,572.37109,333.24243,389.30503,184.07332
PC(18:4_22:5)+H,828.55384,645.4878,493.271411,439.224411,552.34491,498.29791,516.30849,570.35549,333.24243,387.28943,184.07332
PC(18:4_22:6)+H,826.53814,643.4721,491.255711,439.224411,550.32921,498.29791,516.30849,568.33979,333.24243,385.27373,184.07332
PC(18:4_23:0)+H,852.64774,669.5817,517.365311,439.224411,576.43881,498.29791,516.30849,594.44939,333.24243,411.38333,184.07332
PC(18:4_24:0)+H,866.66334,683.5973,531.380911,439.224411,590.45441,498.29791,516.30849,608.46499,333.24243,425.39893,184.07332
PC(18:4_24:1)+H,864.64774,681.5817,529.365311,439.224411,588.43881,498.29791,516.30849,606.44939,333.24243,423.38333,184.07332
PC(18:4_25:0)+H,880.67904,697.613,545.396611,439.224411,604.47011,498.29791,516.30849,622.48069,333.24243,439.41463,184.07332
PC(18:4_26:0)+H,894.69464,711.6286,559.412211,439.224411,618.48571,498.29791,516.30849,636.49629,333.24243,453.43023,184.07332
PC(19:0_19:0)+H,818.66344,635.5974,461.302711,461.302711,520.37621,520.37621,538.38679,538.38679,355.32073,355.32073,184.07332
PC(19:0_20:0)+H,832.67904,649.613,475.318311,461.302711,534.39181,520.37621,538.38679,552.40239,355.32073,369.33633,184.07332
PC(19:0_20:1)+H,830.66344,647.5974,473.302711,461.302711,532.37621,520.37621,538.38679,550.38679,355.32073,367.32073,184.07332
PC(19:0_20:2)+H,828.64774,645.5817,471.287011,461.302711,530.36051,520.37621,538.38679,548.37109,355.32073,365.30503,184.07332
PC(19:0_20:3)+H,826.63214,643.5661,469.271411,461.302711,528.34491,520.37621,538.38679,546.35549,355.32073,363.28943,184.07332
PC(19:0_20:4)+H,824.61644,641.5504,467.255711,461.302711,526.32921,520.37621,538.38679,544.33979,355.32073,361.27373,184.07332
PC(19:0_20:5)+H,822.60084,639.5348,465.240111,461.302711,524.31361,520.37621,538.38679,542.32419,355.32073,359.25813,184.07332
PC(19:0_21:0)+H,846.69474,663.6287,489.334011,461.302711,548.40751,520.37621,538.38679,566.41809,355.32073,383.35203,184.07332
PC(19:0_22:0)+H,860.71034,677.6443,503.349611,461.302711,562.42311,520.37621,538.38679,580.43369,355.32073,397.36763,184.07332
PC(19:0_22:1)+H,858.69474,675.6287,501.334011,461.302711,560.40751,520.37621,538.38679,578.41809,355.32073,395.35203,184.07332
PC(19:0_22:2)+H,856.67904,673.613,499.318311,461.302711,558.39181,520.37621,538.38679,576.40239,355.32073,393.33633,184.07332
PC(19:0_22:3)+H,854.66344,671.5974,497.302711,461.302711,556.37621,520.37621,538.38679,574.38679,355.32073,391.32073,184.07332
PC(19:0_22:4)+H,852.64774,669.5817,495.287011,461.302711,554.36051,520.37621,538.38679,572.37109,355.32073,389.30503,184.07332
PC(19:0_22:5)+H,850.63214,667.5661,493.271411,461.302711,552.34491,520.37621,538.38679,570.35549,355.32073,387.28943,184.07332
PC(19:0_22:6)+H,848.61644,665.5504,491.255711,461.302711,550.32921,520.37621,538.38679,568.33979,355.32073,385.27373,184.07332
PC(19:0_23:0)+H,874.72604,691.66,517.365311,461.302711,576.43881,520.37621,538.38679,594.44939,355.32073,411.38333,184.07332
PC(19:0_24:0)+H,888.74164,705.6756,531.380911,461.302711,590.45441,520.37621,538.38679,608.46499,355.32073,425.39893,184.07332
PC(19:0_24:1)+H,886.72604,703.66,529.365311,461.302711,588.43881,520.37621,538.38679,606.44939,355.32073,423.38333,184.07332
PC(19:0_25:0)+H,902.75734,719.6913,545.396611,461.302711,604.47011,520.37621,538.38679,622.48069,355.32073,439.41463,184.07332
PC(19:0_26:0)+H,916.77294,733.7069,559.412211,461.302711,618.48571,520.37621,538.38679,636.49629,355.32073,453.43023,184.07332
PC(20:0_20:0)+H,846.69464,663.6286,475.318311,475.318311,534.39181,534.39181,552.40239,552.40239,369.33633,369.33633,184.07332
PC(20:0_20:1)+H,844.67904,661.613,473.302711,475.318311,532.37621,534.39181,552.40239,550.38679,369.33633,367.32073,184.07332
PC(20:0_20:2)+H,842.66334,659.5973,471.287011,475.318311,530.36051,534.39181,552.40239,548.37109,369.33633,365.30503,184.07332
PC(20:0_20:3)+H,840.64774,657.5817,469.271411,475.318311,528.34491,534.39181,552.40239,546.35549,369.33633,363.28943,184.07332
PC(20:0_20:4)+H,838.63204,655.566,467.255711,475.318311,526.32921,534.39181,552.40239,544.33979,369.33633,361.27373,184.07332
PC(20:0_20:5)+H,836.61644,653.5504,465.240111,475.318311,524.31361,534.39181,552.40239,542.32419,369.33633,359.25813,184.07332
PC(20:0_21:0)+H,860.71034,677.6443,489.334011,475.318311,548.40751,534.39181,552.40239,566.41809,369.33633,383.35203,184.07332
PC(20:0_22:0)+H,874.72594,691.6599,503.349611,475.318311,562.42311,534.39181,552.40239,580.43369,369.33633,397.36763,184.07332
PC(20:0_22:1)+H,872.71034,689.6443,501.334011,475.318311,560.40751,534.39181,552.40239,578.41809,369.33633,395.35203,184.07332
PC(20:0_22:2)+H,870.69464,687.6286,499.318311,475.318311,558.39181,534.39181,552.40239,576.40239,369.33633,393.33633,184.07332
PC(20:0_22:3)+H,868.67904,685.613,497.302711,475.318311,556.37621,534.39181,552.40239,574.38679,369.33633,391.32073,184.07332
PC(20:0_22:4)+H,866.66334,683.5973,495.287011,475.318311,554.36051,534.39181,552.40239,572.37109,369.33633,389.30503,184.07332
PC(20:0_22:5)+H,864.64774,681.5817,493.271411,475.318311,552.34491,534.39181,552.40239,570.35549,369.33633,387.28943,184.07332
PC(20:0_22:6)+H,862.63204,679.566,491.255711,475.318311,550.32921,534.39181,552.40239,568.33979,369.33633,385.27373,184.07332
PC(20:0_23:0)+H,888.74164,705.6756,517.365311,475.318311,576.43881,534.39181,552.40239,594.44939,369.33633,411.38333,184.07332
PC(20:0_24:0)+H,902.75724,719.6912,531.380911,475.318311,590.45441,534.39181,552.40239,608.46499,369.33633,425.39893,184.07332
PC(20:0_24:1)+H,900.74164,717.6756,529.365311,475.318311,588.43881,534.39181,552.40239,606.44939,369.33633,423.38333,184.07332
PC(20:0_25:0)+H,916.77294,733.7069,545.396611,475.318311,604.47011,534.39181,552.40239,622.48069,369.33633,439.41463,184.07332
PC(20:0_26:0)+H,930.78854,747.7225,559.412211,475.318311,618.48571,534.39181,552.40239,636.49629,369.33633,453.43023,184.07332
PC(20:1_20:1)+H,842.66344,659.5974,473.302711,473.302711,532.37621,532.37621,550.38679,550.38679,367.32073,367.32073,184.07332
PC(20:1_20:2)+H,840.64774,657.5817,471.287011,473.302711,530.36051,532.37621,550.38679,548.37109,367.32073,365.30503,184.07332
PC(20:1_20:3)+H,838.63214,655.5661,469.271411,473.302711,528.34491,532.37621,550.38679,546.35549,367.32073,363.28943,184.07332
PC(20:1_20:4)+H,836.61644,653.5504,467.255711,473.302711,526.32921,532.37621,550.38679,544.33979,367.32073,361.27373,184.07332
PC(20:1_20:5)+H,834.60084,651.5348,465.240111,473.302711,524.31361,532.37621,550.38679,542.32419,367.32073,359.25813,184.07332
PC(20:1_21:0)+H,858.69474,675.6287,489.334011,473.302711,548.40751,532.37621,550.38679,566.41809,367.32073,383.35203,184.07332
PC(20:1_22:0)+H,872.71034,689.6443,503.349611,473.302711,562.42311,532.37621,550.38679,580.43369,367.32073,397.36763,184.07332
PC(20:1_22:1)+H,870.69474,687.6287,501.334011,473.302711,560.40751,532.37621,550.38679,578.41809,367.32073,395.35203,184.07332
PC(20:1_22:2)+H,868.67904,685.613,499.318311,473.302711,558.39181,532.37621,550.38679,576.40239,367.32073,393.33633,184.07332
PC(20:1_22:3)+H,866.66344,683.5974,497.302711,473.302711,556.37621,532.37621,550.38679,574.38679,367.32073,391.32073,184.07332
PC(20:1_22:4)+H,864.64774,681.5817,495.287011,473.302711,554.36051,532.37621,550.38679,572.37109,367.32073,389.30503,184.07332
PC(20:1_22:5)+H,862.63214,679.5661,493.271411,473.302711,552.34491,532.37621,550.38679,570.35549,367.32073,387.28943,184.07332
PC(20:1_22:6)+H,860.61644,677.5504,491.255711,473.302711,550.32921,532.37621,550.38679,568.33979,367.32073,385.27373,184.07332
PC(20:1_23:0)+H,886.72604,703.66,517.365311,473.302711,576.43881,532.37621,550.38679,594.44939,367.32073,411.38333,184.07332
PC(20:1_24:0)+H,900.74164,717.6756,531.380911,473.302711,590.45441,532.37621,550.38679,608.46499,367.32073,425.39893,184.07332
PC(20:1_24:1)+H,898.72604,715.66,529.365311,473.302711,588.43881,532.37621,550.38679,606.44939,367.32073,423.38333,184.07332
PC(20:1_25:0)+H,914.75734,731.6913,545.396611,473.302711,604.47011,532.37621,550.38679,622.48069,367.32073,439.41463,184.07332
PC(20:1_26:0)+H,928.77294,745.7069,559.412211,473.302711,618.48571,532.37621,550.38679,636.49629,367.32073,453.43023,184.07332
PC(20:2_20:2)+H,838.63204,655.566,471.287011,471.287011,530.36051,530.36051,548.37109,548.37109,365.30503,365.30503,184.07332
PC(20:2_20:3)+H,836.61644,653.5504,469.271411,471.287011,528.34491,530.36051,548.37109,546.35549,365.30503,363.28943,184.07332
PC(20:2_20:4)+H,834.60074,651.5347,467.255711,471.287011,526.32921,530.36051,548.37109,544.33979,365.30503,361.27373,184.07332
PC(20:2_20:5)+H,832.58514,649.5191,465.240111,471.287011,524.31361,530.36051,548.37109,542.32419,365.30503,359.25813,184.07332
PC(20:2_21:0)+H,856.67904,673.613,489.334011,471.287011,548.40751,530.36051,548.37109,566.41809,365.30503,383.35203,184.07332
PC(20:2_22:0)+H,870.69464,687.6286,503.349611,471.287011,562.42311,530.36051,548.37109,580.43369,365.30503,397.36763,184.07332
PC(20:2_22:1)+H,868.67904,685.613,501.334011,471.287011,560.40751,530.36051,548.37109,578.41809,365.30503,395.35203,184.07332
