SQDG,[M-H]-,SQMG_SN1-H2O-H,SQMG_SN2-H2O-H,M-FA1-FA2-Glycerol+2H2O-H,sn1,sn2
SQDG(17:2_26:2)-H,939.62308,673.39864,547.25788,225.0069,265.21737,391.35813
SQDG(18:0_18:0)-H,849.57618,565.30482,565.30482,225.0069,283.26431,283.26431
SQDG(18:0_18:1)-H,847.56054,563.28918,565.30482,225.0069,283.26431,281.24867
SQDG(18:0_18:2)-H,845.54488,561.27352,565.3048,225.0069,283.26429,279.23301
SQDG(18:0_18:3)-H,843.52923,559.25787,565.30479,225.0069,283.26428,277.21736
SQDG(18:0_18:4)-H,841.51358,557.24222,565.30478,225.0069,283.26427,275.20171
SQDG(18:0_19:0)-H,863.59188,579.32052,565.30488,225.0069,283.26437,297.28001
SQDG(18:0_20:0)-H,877.60748,593.33612,565.30484,225.0069,283.26433,311.29561
SQDG(18:0_20:1)-H,875.59188,591.32052,565.30488,225.0069,283.26437,309.28001
SQDG(18:0_20:2)-H,873.57618,589.30482,565.30482,225.0069,283.26431,307.26431
SQDG(18:0_20:3)-H,871.56054,587.28918,565.30482,225.0069,283.26431,305.24867
SQDG(18:0_20:4)-H,869.54488,585.27352,565.3048,225.0069,283.26429,303.23301
SQDG(18:0_20:5)-H,867.52923,583.25787,565.30479,225.0069,283.26428,301.21736
SQDG(18:0_21:0)-H,891.62308,607.35172,565.3048,225.0069,283.26429,325.31121
SQDG(18:0_22:0)-H,905.63878,621.36742,565.30486,225.0069,283.26435,339.32691
SQDG(18:0_22:1)-H,903.62308,619.35172,565.3048,225.0069,283.26429,337.31121
SQDG(18:0_22:2)-H,901.60748,617.33612,565.30484,225.0069,283.26433,335.29561
SQDG(18:0_22:4)-H,897.57618,613.30482,565.30482,225.0069,283.26431,331.26431
SQDG(18:0_22:5)-H,895.56054,611.28918,565.30482,225.0069,283.26431,329.24867
SQDG(18:0_22:6)-H,893.54488,609.27352,565.3048,225.0069,283.26429,327.23301
SQDG(18:0_23:0)-H,919.65441,635.38305,565.30485,225.0069,283.26434,353.34254
SQDG(18:0_24:0)-H,933.67008,649.39872,565.30488,225.0069,283.26437,367.35821
SQDG(18:0_24:1)-H,931.65441,647.38305,565.30485,225.0069,283.26434,365.34254
SQDG(18:0_24:4)-H,925.60748,641.33612,565.30484,225.0069,283.26433,359.29561
SQDG(18:0_25:0)-H,947.68572,663.41436,565.30488,225.0069,283.26437,381.37385
SQDG(18:0_26:0)-H,961.70138,677.43002,565.3049,225.0069,283.26439,395.38951
SQDG(18:0_26:1)-H,959.68572,675.41436,565.30488,225.0069,283.26437,393.37385
SQDG(18:0_26:2)-H,957.67008,673.39872,565.30488,225.0069,283.26437,391.35821
SQDG(18:1_18:1)-H,845.54488,563.28916,563.28916,225.0069,281.24865,281.24865
SQDG(18:1_18:2)-H,843.52923,561.27351,563.28915,225.0069,281.24864,279.233
SQDG(18:1_18:3)-H,841.51358,559.25786,563.28914,225.0069,281.24863,277.21735
SQDG(18:1_18:4)-H,839.49792,557.2422,563.28912,225.0069,281.24861,275.20169
SQDG(18:1_19:0)-H,861.57618,579.32046,563.28918,225.0069,281.24867,297.27995
SQDG(18:1_20:0)-H,875.59188,593.33616,563.28924,225.0069,281.24873,311.29565
SQDG(18:1_20:1)-H,873.57618,591.32046,563.28918,225.0069,281.24867,309.27995
SQDG(18:1_20:2)-H,871.56054,589.30482,563.28918,225.0069,281.24867,307.26431
SQDG(18:1_20:3)-H,869.54488,587.28916,563.28916,225.0069,281.24865,305.24865
SQDG(18:1_20:4)-H,867.52923,585.27351,563.28915,225.0069,281.24864,303.233
SQDG(18:1_20:5)-H,865.51358,583.25786,563.28914,225.0069,281.24863,301.21735
SQDG(18:1_21:0)-H,889.60748,607.35176,563.2892,225.0069,281.24869,325.31125
SQDG(18:1_22:0)-H,903.62308,621.36736,563.28916,225.0069,281.24865,339.32685
SQDG(18:1_22:1)-H,901.60748,619.35176,563.2892,225.0069,281.24869,337.31125
SQDG(18:1_22:2)-H,899.59188,617.33616,563.28924,225.0069,281.24873,335.29565
SQDG(18:1_22:4)-H,895.56054,613.30482,563.28918,225.0069,281.24867,331.26431
SQDG(18:1_22:5)-H,893.54488,611.28916,563.28916,225.0069,281.24865,329.24865
SQDG(18:1_22:6)-H,891.52923,609.27351,563.28915,225.0069,281.24864,327.233
SQDG(18:1_23:0)-H,917.63878,635.38306,563.28922,225.0069,281.24871,353.34255
SQDG(18:1_24:0)-H,931.65441,649.39869,563.28921,225.0069,281.2487,367.35818
SQDG(18:1_24:1)-H,929.63878,647.38306,563.28922,225.0069,281.24871,365.34255
SQDG(18:1_24:4)-H,923.59188,641.33616,563.28924,225.0069,281.24873,359.29565
SQDG(18:1_25:0)-H,945.67008,663.41436,563.28924,225.0069,281.24873,381.37385
SQDG(18:1_26:0)-H,959.68572,677.43,563.28924,225.0069,281.24873,395.38949
SQDG(18:1_26:1)-H,957.67008,675.41436,563.28924,225.0069,281.24873,393.37385
SQDG(18:1_26:2)-H,955.65441,673.39869,563.28921,225.0069,281.2487,391.35818
SQDG(18:2_18:2)-H,841.51358,561.2735,561.2735,225.0069,279.23299,279.23299
SQDG(18:2_18:3)-H,839.49792,559.25784,561.27348,225.0069,279.23297,277.21733
SQDG(18:2_18:4)-H,837.48228,557.2422,561.27348,225.0069,279.23297,275.20169
SQDG(18:2_19:0)-H,859.56054,579.32046,561.27354,225.0069,279.23303,297.27995
SQDG(18:2_20:0)-H,873.57618,593.3361,561.27354,225.0069,279.23303,311.29559
SQDG(18:2_20:1)-H,871.56054,591.32046,561.27354,225.0069,279.23303,309.27995
SQDG(18:2_20:2)-H,869.54488,589.3048,561.27352,225.0069,279.23301,307.26429
SQDG(18:2_20:3)-H,867.52923,587.28915,561.27351,225.0069,279.233,305.24864
SQDG(18:2_20:4)-H,865.51358,585.2735,561.2735,225.0069,279.23299,303.23299
SQDG(18:2_20:5)-H,863.49792,583.25784,561.27348,225.0069,279.23297,301.21733
SQDG(18:2_21:0)-H,887.59188,607.3518,561.2736,225.0069,279.23309,325.31129
SQDG(18:2_22:0)-H,901.60748,621.3674,561.27356,225.0069,279.23305,339.32689
SQDG(18:2_22:1)-H,899.59188,619.3518,561.2736,225.0069,279.23309,337.31129
SQDG(18:2_22:2)-H,897.57618,617.3361,561.27354,225.0069,279.23303,335.29559
SQDG(18:2_22:4)-H,893.54488,613.3048,561.27352,225.0069,279.23301,331.26429
SQDG(18:2_22:5)-H,891.52923,611.28915,561.27351,225.0069,279.233,329.24864
SQDG(18:2_22:6)-H,889.51358,609.2735,561.2735,225.0069,279.23299,327.23299
SQDG(18:2_23:0)-H,915.62308,635.383,561.27352,225.0069,279.23301,353.34249
SQDG(18:2_24:0)-H,929.63878,649.3987,561.27358,225.0069,279.23307,367.35819
SQDG(18:2_24:1)-H,927.62308,647.383,561.27352,225.0069,279.23301,365.34249
SQDG(18:2_24:4)-H,921.57618,641.3361,561.27354,225.0069,279.23303,359.29559
SQDG(18:2_25:0)-H,943.65441,663.41433,561.27357,225.0069,279.23306,381.37382
SQDG(18:2_26:0)-H,957.67008,677.43,561.2736,225.0069,279.23309,395.38949
SQDG(18:2_26:1)-H,955.65441,675.41433,561.27357,225.0069,279.23306,393.37382
SQDG(18:2_26:2)-H,953.63878,673.3987,561.27358,225.0069,279.23307,391.35819
SQDG(18:3_18:3)-H,837.48228,559.25784,559.25784,225.0069,277.21733,277.21733
SQDG(18:3_18:4)-H,835.46658,557.24214,559.25778,225.0069,277.21727,275.20163
SQDG(18:3_19:0)-H,857.54488,579.32044,559.25788,225.0069,277.21737,297.27993
SQDG(18:3_20:0)-H,871.56054,593.3361,559.2579,225.0069,277.21739,311.29559
SQDG(18:3_20:1)-H,869.54488,591.32044,559.25788,225.0069,277.21737,309.27993
SQDG(18:3_20:2)-H,867.52923,589.30479,559.25787,225.0069,277.21736,307.26428
SQDG(18:3_20:3)-H,865.51358,587.28914,559.25786,225.0069,277.21735,305.24863
SQDG(18:3_20:4)-H,863.49792,585.27348,559.25784,225.0069,277.21733,303.23297
SQDG(18:3_20:5)-H,861.48228,583.25784,559.25784,225.0069,277.21733,301.21733
SQDG(18:3_21:0)-H,885.57618,607.35174,559.2579,225.0069,277.21739,325.31123
SQDG(18:3_22:0)-H,899.59188,621.36744,559.25796,225.0069,277.21745,339.32693
SQDG(18:3_22:1)-H,897.57618,619.35174,559.2579,225.0069,277.21739,337.31123
SQDG(18:3_22:2)-H,895.56054,617.3361,559.2579,225.0069,277.21739,335.29559
SQDG(18:3_22:4)-H,891.52923,613.30479,559.25787,225.0069,277.21736,331.26428
SQDG(18:3_22:5)-H,889.51358,611.28914,559.25786,225.0069,277.21735,329.24863
SQDG(18:3_22:6)-H,887.49792,609.27348,559.25784,225.0069,277.21733,327.23297
SQDG(18:3_23:0)-H,913.60748,635.38304,559.25792,225.0069,277.21741,353.34253
SQDG(18:3_24:0)-H,927.62308,649.39864,559.25788,225.0069,277.21737,367.35813
SQDG(18:3_24:1)-H,925.60748,647.38304,559.25792,225.0069,277.21741,365.34253
SQDG(18:3_24:4)-H,919.56054,641.3361,559.2579,225.0069,277.21739,359.29559
SQDG(18:3_25:0)-H,941.63878,663.41434,559.25794,225.0069,277.21743,381.37383
SQDG(18:3_26:0)-H,955.65441,677.42997,559.25793,225.0069,277.21742,395.38946
SQDG(18:3_26:1)-H,953.63878,675.41434,559.25794,225.0069,277.21743,393.37383
SQDG(18:3_26:2)-H,951.62308,673.39864,559.25788,225.0069,277.21737,391.35813
SQDG(18:4_18:4)-H,833.45098,557.24218,557.24218,225.0069,275.20167,275.20167
SQDG(18:4_19:0)-H,855.52923,579.32043,557.24223,225.0069,275.20172,297.27992
SQDG(18:4_20:0)-H,869.54488,593.33608,557.24224,225.0069,275.20173,311.29557
SQDG(18:4_20:1)-H,867.52923,591.32043,557.24223,225.0069,275.20172,309.27992
SQDG(18:4_20:2)-H,865.51358,589.30478,557.24222,225.0069,275.20171,307.26427
SQDG(18:4_20:3)-H,863.49792,587.28912,557.2422,225.0069,275.20169,305.24861
SQDG(18:4_20:4)-H,861.48228,585.27348,557.2422,225.0069,275.20169,303.23297
SQDG(18:4_20:5)-H,859.46658,583.25778,557.24214,225.0069,275.20163,301.21727
SQDG(18:4_21:0)-H,883.56054,607.35174,557.24226,225.0069,275.20175,325.31123
SQDG(18:4_22:0)-H,897.57618,621.36738,557.24226,225.0069,275.20175,339.32687
SQDG(18:4_22:1)-H,895.56054,619.35174,557.24226,225.0069,275.20175,337.31123
SQDG(18:4_22:2)-H,893.54488,617.33608,557.24224,225.0069,275.20173,335.29557
SQDG(18:4_22:4)-H,889.51358,613.30478,557.24222,225.0069,275.20171,331.26427
SQDG(18:4_22:5)-H,887.49792,611.28912,557.2422,225.0069,275.20169,329.24861
SQDG(18:4_22:6)-H,885.48228,609.27348,557.2422,225.0069,275.20169,327.23297
SQDG(18:4_23:0)-H,911.59188,635.38308,557.24232,225.0069,275.20181,353.34257
SQDG(18:4_24:0)-H,925.60748,649.39868,557.24228,225.0069,275.20177,367.35817
SQDG(18:4_24:1)-H,923.59188,647.38308,557.24232,225.0069,275.20181,365.34257
SQDG(18:4_24:4)-H,917.54488,641.33608,557.24224,225.0069,275.20173,359.29557
SQDG(18:4_25:0)-H,939.62308,663.41428,557.24224,225.0069,275.20173,381.37377
SQDG(18:4_26:0)-H,953.63878,677.42998,557.2423,225.0069,275.20179,395.38947
SQDG(18:4_26:1)-H,951.62308,675.41428,557.24224,225.0069,275.20173,393.37377
SQDG(18:4_26:2)-H,949.60748,673.39868,557.24228,225.0069,275.20177,391.35817
SQDG(19:0_19:0)-H,877.60748,579.32048,579.32048,225.0069,297.27997,297.27997
SQDG(19:0_20:0)-H,891.62308,593.33608,579.32044,225.0069,297.27993,311.29557
SQDG(19:0_20:1)-H,889.60748,591.32048,579.32048,225.0069,297.27997,309.27997
SQDG(19:0_20:2)-H,887.59188,589.30488,579.32052,225.0069,297.28001,307.26437
SQDG(19:0_20:3)-H,885.57618,587.28918,579.32046,225.0069,297.27995,305.24867
SQDG(19:0_20:4)-H,883.56054,585.27354,579.32046,225.0069,297.27995,303.23303
SQDG(19:0_20:5)-H,881.54488,583.25788,579.32044,225.0069,297.27993,301.21737
SQDG(19:0_21:0)-H,905.63878,607.35178,579.3205,225.0069,297.27999,325.31127
SQDG(19:0_22:0)-H,919.65441,621.36741,579.32049,225.0069,297.27998,339.3269
SQDG(19:0_22:1)-H,917.63878,619.35178,579.3205,225.0069,297.27999,337.31127
SQDG(19:0_22:2)-H,915.62308,617.33608,579.32044,225.0069,297.27993,335.29557
SQDG(19:0_22:4)-H,911.59188,613.30488,579.32052,225.0069,297.28001,331.26437
SQDG(19:0_22:5)-H,909.57618,611.28918,579.32046,225.0069,297.27995,329.24867
SQDG(19:0_22:6)-H,907.56054,609.27354,579.32046,225.0069,297.27995,327.23303
SQDG(19:0_23:0)-H,933.67008,635.38308,579.32052,225.0069,297.28001,353.34257
SQDG(19:0_24:0)-H,947.68572,649.39872,579.32052,225.0069,297.28001,367.35821
SQDG(19:0_24:1)-H,945.67008,647.38308,579.32052,225.0069,297.28001,365.34257
SQDG(19:0_24:4)-H,939.62308,641.33608,579.32044,225.0069,297.27993,359.29557
SQDG(19:0_25:0)-H,961.70138,663.41438,579.32054,225.0069,297.28003,381.37387
SQDG(19:0_26:0)-H,975.71703,677.43003,579.32055,225.0069,297.28004,395.38952
SQDG(19:0_26:1)-H,973.70138,675.41438,579.32054,225.0069,297.28003,393.37387
SQDG(19:0_26:2)-H,971.68572,673.39872,579.32052,225.0069,297.28001,391.35821
SQDG(20:0_20:0)-H,905.63878,593.33614,593.33614,225.0069,311.29563,311.29563
SQDG(20:0_20:1)-H,903.62308,591.32044,593.33608,225.0069,311.29557,309.27993
SQDG(20:0_20:2)-H,901.60748,589.30484,593.33612,225.0069,311.29561,307.26433
SQDG(20:0_20:3)-H,899.59188,587.28924,593.33616,225.0069,311.29565,305.24873
SQDG(20:0_20:4)-H,897.57618,585.27354,593.3361,225.0069,311.29559,303.23303
SQDG(20:0_20:5)-H,895.56054,583.2579,593.3361,225.0069,311.29559,301.21739
SQDG(20:0_21:0)-H,919.65441,607.35177,593.33613,225.0069,311.29562,325.31126
SQDG(20:0_22:0)-H,933.67008,621.36744,593.33616,225.0069,311.29565,339.32693
SQDG(20:0_22:1)-H,931.65441,619.35177,593.33613,225.0069,311.29562,337.31126
SQDG(20:0_22:2)-H,929.63878,617.33614,593.33614,225.0069,311.29563,335.29563
SQDG(20:0_22:4)-H,925.60748,613.30484,593.33612,225.0069,311.29561,331.26433
SQDG(20:0_22:5)-H,923.59188,611.28924,593.33616,225.0069,311.29565,329.24873
SQDG(20:0_22:6)-H,921.57618,609.27354,593.3361,225.0069,311.29559,327.23303
SQDG(20:0_23:0)-H,947.68572,635.38308,593.33616,225.0069,311.29565,353.34257
SQDG(20:0_24:0)-H,961.70138,649.39874,593.33618,225.0069,311.29567,367.35823
SQDG(20:0_24:1)-H,959.68572,647.38308,593.33616,225.0069,311.29565,365.34257
SQDG(20:0_24:4)-H,953.63878,641.33614,593.33614,225.0069,311.29563,359.29563
SQDG(20:0_25:0)-H,975.71703,663.41439,593.33619,225.0069,311.29568,381.37388
SQDG(20:0_26:0)-H,989.73268,677.43004,593.3362,225.0069,311.29569,395.38953
SQDG(20:0_26:1)-H,987.71703,675.41439,593.33619,225.0069,311.29568,393.37388
SQDG(20:0_26:2)-H,985.70138,673.39874,593.33618,225.0069,311.29567,391.35823
SQDG(20:1_20:1)-H,901.60748,591.32048,591.32048,225.0069,309.27997,309.27997
SQDG(20:1_20:2)-H,899.59188,589.30488,591.32052,225.0069,309.28001,307.26437
SQDG(20:1_20:3)-H,897.57618,587.28918,591.32046,225.0069,309.27995,305.24867
SQDG(20:1_20:4)-H,895.56054,585.27354,591.32046,225.0069,309.27995,303.23303
SQDG(20:1_20:5)-H,893.54488,583.25788,591.32044,225.0069,309.27993,301.21737
SQDG(20:1_21:0)-H,917.63878,607.35178,591.3205,225.0069,309.27999,325.31127
SQDG(20:1_22:0)-H,931.65441,621.36741,591.32049,225.0069,309.27998,339.3269
SQDG(20:1_22:1)-H,929.63878,619.35178,591.3205,225.0069,309.27999,337.31127
SQDG(20:1_22:2)-H,927.62308,617.33608,591.32044,225.0069,309.27993,335.29557
SQDG(20:1_22:4)-H,923.59188,613.30488,591.32052,225.0069,309.28001,331.26437
SQDG(20:1_22:5)-H,921.57618,611.28918,591.32046,225.0069,309.27995,329.24867
SQDG(20:1_22:6)-H,919.56054,609.27354,591.32046,225.0069,309.27995,327.23303
SQDG(20:1_23:0)-H,945.67008,635.38308,591.32052,225.0069,309.28001,353.34257
SQDG(20:1_24:0)-H,959.68572,649.39872,591.32052,225.0069,309.28001,367.35821
SQDG(20:1_24:1)-H,957.67008,647.38308,591.32052,225.0069,309.28001,365.34257
SQDG(20:1_24:4)-H,951.62308,641.33608,591.32044,225.0069,309.27993,359.29557
SQDG(20:1_25:0)-H,973.70138,663.41438,591.32054,225.0069,309.28003,381.37387
SQDG(20:1_26:0)-H,987.71703,677.43003,591.32055,225.0069,309.28004,395.38952
SQDG(20:1_26:1)-H,985.70138,675.41438,591.32054,225.0069,309.28003,393.37387
SQDG(20:1_26:2)-H,983.68572,673.39872,591.32052,225.0069,309.28001,391.35821
SQDG(20:2_20:2)-H,897.57618,589.30482,589.30482,225.0069,307.26431,307.26431
SQDG(20:2_20:3)-H,895.56054,587.28918,589.30482,225.0069,307.26431,305.24867
SQDG(20:2_20:4)-H,893.54488,585.27352,589.3048,225.0069,307.26429,303.23301
SQDG(20:2_20:5)-H,891.52923,583.25787,589.30479,225.0069,307.26428,301.21736
SQDG(20:2_21:0)-H,915.62308,607.35172,589.3048,225.0069,307.26429,325.31121
SQDG(20:2_22:0)-H,929.63878,621.36742,589.30486,225.0069,307.26435,339.32691
SQDG(20:2_22:1)-H,927.62308,619.35172,589.3048,225.0069,307.26429,337.31121
SQDG(20:2_22:2)-H,925.60748,617.33612,589.30484,225.0069,307.26433,335.29561
SQDG(20:2_22:4)-H,921.57618,613.30482,589.30482,225.0069,307.26431,331.26431
SQDG(20:2_22:5)-H,919.56054,611.28918,589.30482,225.0069,307.26431,329.24867
SQDG(20:2_22:6)-H,917.54488,609.27352,589.3048,225.0069,307.26429,327.23301
SQDG(20:2_23:0)-H,943.65441,635.38305,589.30485,225.0069,307.26434,353.34254
SQDG(20:2_24:0)-H,957.67008,649.39872,589.30488,225.0069,307.26437,367.35821
SQDG(20:2_24:1)-H,955.65441,647.38305,589.30485,225.0069,307.26434,365.34254
SQDG(20:2_24:4)-H,949.60748,641.33612,589.30484,225.0069,307.26433,359.29561
SQDG(20:2_25:0)-H,971.68572,663.41436,589.30488,225.0069,307.26437,381.37385
SQDG(20:2_26:0)-H,985.70138,677.43002,589.3049,225.0069,307.26439,395.38951
SQDG(20:2_26:1)-H,983.68572,675.41436,589.30488,225.0069,307.26437,393.37385
SQDG(20:2_26:2)-H,981.67008,673.39872,589.30488,225.0069,307.26437,391.35821
SQDG(20:3_20:3)-H,893.54488,587.28916,587.28916,225.0069,305.24865,305.24865
SQDG(20:3_20:4)-H,891.52923,585.27351,587.28915,225.0069,305.24864,303.233
SQDG(20:3_20:5)-H,889.51358,583.25786,587.28914,225.0069,305.24863,301.21735
SQDG(20:3_21:0)-H,913.60748,607.35176,587.2892,225.0069,305.24869,325.31125
SQDG(20:3_22:0)-H,927.62308,621.36736,587.28916,225.0069,305.24865,339.32685
SQDG(20:3_22:1)-H,925.60748,619.35176,587.2892,225.0069,305.24869,337.31125
SQDG(20:3_22:2)-H,923.59188,617.33616,587.28924,225.0069,305.24873,335.29565
SQDG(20:3_22:4)-H,919.56054,613.30482,587.28918,225.0069,305.24867,331.26431
SQDG(20:3_22:5)-H,917.54488,611.28916,587.28916,225.0069,305.24865,329.24865
SQDG(20:3_22:6)-H,915.52923,609.27351,587.28915,225.0069,305.24864,327.233
SQDG(20:3_23:0)-H,941.63878,635.38306,587.28922,225.0069,305.24871,353.34255
SQDG(20:3_24:0)-H,955.65441,649.39869,587.28921,225.0069,305.2487,367.35818
SQDG(20:3_24:1)-H,953.63878,647.38306,587.28922,225.0069,305.24871,365.34255
SQDG(20:3_24:4)-H,947.59188,641.33616,587.28924,225.0069,305.24873,359.29565
SQDG(20:3_25:0)-H,969.67008,663.41436,587.28924,225.0069,305.24873,381.37385
SQDG(20:3_26:0)-H,983.68572,677.43,587.28924,225.0069,305.24873,395.38949
SQDG(20:3_26:1)-H,981.67008,675.41436,587.28924,225.0069,305.24873,393.37385
SQDG(20:3_26:2)-H,979.65441,673.39869,587.28921,225.0069,305.2487,391.35818
SQDG(20:4_20:4)-H,889.51358,585.2735,585.2735,225.0069,303.23299,303.23299
SQDG(20:4_20:5)-H,887.49792,583.25784,585.27348,225.0069,303.23297,301.21733
SQDG(20:4_21:0)-H,911.59188,607.3518,585.2736,225.0069,303.23309,325.31129
SQDG(20:4_22:0)-H,925.60748,621.3674,585.27356,225.0069,303.23305,339.32689
SQDG(20:4_22:1)-H,923.59188,619.3518,585.2736,225.0069,303.23309,337.31129
SQDG(20:4_22:2)-H,921.57618,617.3361,585.27354,225.0069,303.23303,335.29559
SQDG(20:4_22:4)-H,917.54488,613.3048,585.27352,225.0069,303.23301,331.26429
SQDG(20:4_22:5)-H,915.52923,611.28915,585.27351,225.0069,303.233,329.24864
SQDG(20:4_22:6)-H,913.51358,609.2735,585.2735,225.0069,303.23299,327.23299
SQDG(20:4_23:0)-H,939.62308,635.383,585.27352,225.0069,303.23301,353.34249
SQDG(20:4_24:0)-H,953.63878,649.3987,585.27358,225.0069,303.23307,367.35819
SQDG(20:4_24:1)-H,951.62308,647.383,585.27352,225.0069,303.23301,365.34249
SQDG(20:4_24:4)-H,945.57618,641.3361,585.27354,225.0069,303.23303,359.29559
SQDG(20:4_25:0)-H,967.65441,663.41433,585.27357,225.0069,303.23306,381.37382
SQDG(20:4_26:0)-H,981.67008,677.43,585.2736,225.0069,303.23309,395.38949
SQDG(20:4_26:1)-H,979.65441,675.41433,585.27357,225.0069,303.23306,393.37382
SQDG(20:4_26:2)-H,977.63878,673.3987,585.27358,225.0069,303.23307,391.35819
SQDG(20:5_20:5)-H,885.48228,583.25784,583.25784,225.0069,301.21733,301.21733
SQDG(20:5_21:0)-H,909.57618,607.35174,583.2579,225.0069,301.21739,325.31123
SQDG(20:5_22:0)-H,923.59188,621.36744,583.25796,225.0069,301.21745,339.32693
SQDG(20:5_22:1)-H,921.57618,619.35174,583.2579,225.0069,301.21739,337.31123
SQDG(20:5_22:2)-H,919.56054,617.3361,583.2579,225.0069,301.21739,335.29559
SQDG(20:5_22:4)-H,915.52923,613.30479,583.25787,225.0069,301.21736,331.26428
SQDG(20:5_22:5)-H,913.51358,611.28914,583.25786,225.0069,301.21735,329.24863
SQDG(20:5_22:6)-H,911.49792,609.27348,583.25784,225.0069,301.21733,327.23297
SQDG(20:5_23:0)-H,937.60748,635.38304,583.25792,225.0069,301.21741,353.34253
SQDG(20:5_24:0)-H,951.62308,649.39864,583.25788,225.0069,301.21737,367.35813
SQDG(20:5_24:1)-H,949.60748,647.38304,583.25792,225.0069,301.21741,365.34253
SQDG(20:5_24:4)-H,943.56054,641.3361,583.2579,225.0069,301.21739,359.29559
SQDG(20:5_25:0)-H,965.63878,663.41434,583.25794,225.0069,301.21743,381.37383
SQDG(20:5_26:0)-H,979.65441,677.42997,583.25793,225.0069,301.21742,395.38946
SQDG(20:5_26:1)-H,977.63878,675.41434,583.25794,225.0069,301.21743,393.37383
SQDG(20:5_26:2)-H,975.62308,673.39864,583.25788,225.0069,301.21737,391.35813
SQDG(21:0_21:0)-H,933.67008,607.3518,607.3518,225.0069,325.31129,325.31129
SQDG(21:0_22:0)-H,947.68572,621.36744,607.3518,225.0069,325.31129,339.32693
SQDG(21:0_22:1)-H,945.67008,619.3518,607.3518,225.0069,325.31129,337.31129
SQDG(21:0_22:2)-H,943.65441,617.33613,607.35177,225.0069,325.31126,335.29562
SQDG(21:0_22:4)-H,939.62308,613.3048,607.35172,225.0069,325.31121,331.26429
SQDG(21:0_22:5)-H,937.60748,611.2892,607.35176,225.0069,325.31125,329.24869
SQDG(21:0_22:6)-H,935.59188,609.2736,607.3518,225.0069,325.31129,327.23309
SQDG(21:0_23:0)-H,961.70138,635.3831,607.35182,225.0069,325.31131,353.34259
SQDG(21:0_24:0)-H,975.71703,649.39875,607.35183,225.0069,325.31132,367.35824
SQDG(21:0_24:1)-H,973.70138,647.3831,607.35182,225.0069,325.31131,365.34259
SQDG(21:0_24:4)-H,967.65441,641.33613,607.35177,225.0069,325.31126,359.29562
SQDG(21:0_25:0)-H,989.73268,663.4144,607.35184,225.0069,325.31133,381.37389
SQDG(21:0_26:0)-H,1003.74834,677.43006,607.35186,225.0069,325.31135,395.38955
SQDG(21:0_26:1)-H,1001.73268,675.4144,607.35184,225.0069,325.31133,393.37389
SQDG(21:0_26:2)-H,999.71703,673.39875,607.35183,225.0069,325.31132,391.35824
SQDG(22:0_22:0)-H,961.70138,621.36746,621.36746,225.0069,339.32695,339.32695
SQDG(22:0_22:1)-H,959.68572,619.3518,621.36744,225.0069,339.32693,337.31129
SQDG(22:0_22:2)-H,957.67008,617.33616,621.36744,225.0069,339.32693,335.29565
SQDG(22:0_22:4)-H,953.63878,613.30486,621.36742,225.0069,339.32691,331.26435
SQDG(22:0_22:5)-H,951.62308,611.28916,621.36736,225.0069,339.32685,329.24865
SQDG(22:0_22:6)-H,949.60748,609.27356,621.3674,225.0069,339.32689,327.23305
SQDG(22:0_23:0)-H,975.71703,635.38311,621.36747,225.0069,339.32696,353.3426
SQDG(22:0_24:0)-H,989.73268,649.39876,621.36748,225.0069,339.32697,367.35825
SQDG(22:0_24:1)-H,987.71703,647.38311,621.36747,225.0069,339.32696,365.3426
SQDG(22:0_24:4)-H,981.67008,641.33616,621.36744,225.0069,339.32693,359.29565
SQDG(22:0_25:0)-H,1003.74834,663.41442,621.3675,225.0069,339.32699,381.37391
SQDG(22:0_26:0)-H,1017.76398,677.43006,621.3675,225.0069,339.32699,395.38955
SQDG(22:0_26:1)-H,1015.74834,675.41442,621.3675,225.0069,339.32699,393.37391
SQDG(22:0_26:2)-H,1013.73268,673.39876,621.36748,225.0069,339.32697,391.35825
SQDG(22:1_22:1)-H,957.67008,619.3518,619.3518,225.0069,337.31129,337.31129
SQDG(22:1_22:2)-H,955.65441,617.33613,619.35177,225.0069,337.31126,335.29562
SQDG(22:1_22:4)-H,951.62308,613.3048,619.35172,225.0069,337.31121,331.26429
SQDG(22:1_22:5)-H,949.60748,611.2892,619.35176,225.0069,337.31125,329.24869
SQDG(22:1_22:6)-H,947.59188,609.2736,619.3518,225.0069,337.31129,327.23309
SQDG(22:1_23:0)-H,973.70138,635.3831,619.35182,225.0069,337.31131,353.34259
SQDG(22:1_24:0)-H,987.71703,649.39875,619.35183,225.0069,337.31132,367.35824
SQDG(22:1_24:1)-H,985.70138,647.3831,619.35182,225.0069,337.31131,365.34259
SQDG(22:1_24:4)-H,979.65441,641.33613,619.35177,225.0069,337.31126,359.29562
SQDG(22:1_25:0)-H,1001.73268,663.4144,619.35184,225.0069,337.31133,381.37389
SQDG(22:1_26:0)-H,1015.74834,677.43006,619.35186,225.0069,337.31135,395.38955
SQDG(22:1_26:1)-H,1013.73268,675.4144,619.35184,225.0069,337.31133,393.37389
SQDG(22:1_26:2)-H,1011.71703,673.39875,619.35183,225.0069,337.31132,391.35824
SQDG(22:2_22:2)-H,953.63878,617.33614,617.33614,225.0069,335.29563,335.29563
