HBMP,[M+NH4]+,[M-SN3-H3O4P]+,[SN2+C3H4O2+H]+,[SN3+C3H4O2+H]+,[SN1+C3H4O2+H]+
HBMP(16:1_16:1_16:0)+NH4,974.7425,547.4726,311.2581,313.2737,311.2581
HBMP(16:1_16:1_16:1)+NH4,972.7269,547.4726,311.2581,311.2581,311.2581
HBMP(16:1_16:1_16:2)+NH4,970.7112,547.4726,311.2581,309.2424,311.2581
HBMP(16:1_16:1_16:3)+NH4,968.6956,547.4726,311.2581,307.2268,311.2581
HBMP(16:1_16:1_16:4)+NH4,966.6799,547.4726,311.2581,305.2112,311.2581
HBMP(16:1_16:1_18:0)+NH4,1002.774,547.4726,311.2581,341.3051,311.2581
HBMP(16:1_16:1_18:1)+NH4,1000.758,547.4726,311.2581,339.2894,311.2581
HBMP(16:1_16:1_18:2)+NH4,998.7425,547.4726,311.2581,337.2737,311.2581
HBMP(16:1_16:1_18:3)+NH4,996.7269,547.4726,311.2581,335.2581,311.2581
HBMP(16:1_16:1_18:4)+NH4,994.7112,547.4726,311.2581,333.2424,311.2581
HBMP(16:1_16:1_18:5)+NH4,992.6956,547.4726,311.2581,331.2268,311.2581
HBMP(16:1_16:1_20:0)+NH4,1030.805,547.4726,311.2581,369.3363,311.2581
HBMP(16:1_16:1_20:1)+NH4,1028.789,547.4726,311.2581,367.3207,311.2581
HBMP(16:1_16:1_20:2)+NH4,1026.774,547.4726,311.2581,365.3051,311.2581
HBMP(16:1_16:1_20:3)+NH4,1024.758,547.4726,311.2581,363.2894,311.2581
HBMP(16:1_16:1_20:4)+NH4,1022.742,547.4726,311.2581,361.2737,311.2581
HBMP(16:1_16:1_20:5)+NH4,1020.727,547.4726,311.2581,359.2581,311.2581
HBMP(16:1_16:1_22:0)+NH4,1058.836,547.4726,311.2581,397.3676,311.2581
HBMP(16:1_16:1_22:1)+NH4,1056.821,547.4726,311.2581,395.352,311.2581
HBMP(16:1_16:1_22:2)+NH4,1054.805,547.4726,311.2581,393.3363,311.2581
HBMP(16:1_16:1_22:3)+NH4,1052.789,547.4726,311.2581,391.3207,311.2581
HBMP(16:1_16:1_22:4)+NH4,1050.774,547.4726,311.2581,389.3051,311.2581
HBMP(16:1_16:1_22:5)+NH4,1048.758,547.4726,311.2581,387.2894,311.2581
HBMP(16:1_16:1_22:6)+NH4,1046.743,547.4726,311.2581,385.2737,311.2581
HBMP(16:1_16:2_12:0)+NH4,916.6642,545.457,309.2424,257.2112,311.2581
HBMP(16:1_16:2_14:0)+NH4,944.6956,545.457,309.2424,285.2424,311.2581
HBMP(16:1_16:2_14:1)+NH4,942.6799,545.457,309.2424,283.2268,311.2581
HBMP(16:1_16:2_16:0)+NH4,972.7269,545.457,309.2424,313.2737,311.2581
HBMP(16:1_16:2_16:1)+NH4,970.7112,545.457,309.2424,311.2581,311.2581
HBMP(16:1_16:2_16:2)+NH4,968.6956,545.457,309.2424,309.2424,311.2581
HBMP(16:1_16:2_16:3)+NH4,966.6799,545.457,309.2424,307.2268,311.2581
HBMP(16:1_16:2_16:4)+NH4,964.6642,545.457,309.2424,305.2112,311.2581
HBMP(16:1_16:2_18:0)+NH4,1000.758,545.457,309.2424,341.3051,311.2581
HBMP(16:1_16:2_18:1)+NH4,998.7425,545.457,309.2424,339.2894,311.2581
HBMP(16:1_16:2_18:2)+NH4,996.7269,545.457,309.2424,337.2737,311.2581
HBMP(16:1_16:2_18:3)+NH4,994.7112,545.457,309.2424,335.2581,311.2581
HBMP(16:1_16:2_18:4)+NH4,992.6956,545.457,309.2424,333.2424,311.2581
HBMP(16:1_16:2_18:5)+NH4,990.6799,545.457,309.2424,331.2268,311.2581
HBMP(16:1_16:2_20:0)+NH4,1028.789,545.457,309.2424,369.3363,311.2581
HBMP(16:1_16:2_20:1)+NH4,1026.774,545.457,309.2424,367.3207,311.2581
HBMP(16:1_16:2_20:2)+NH4,1024.758,545.457,309.2424,365.3051,311.2581
HBMP(16:1_16:2_20:3)+NH4,1022.742,545.457,309.2424,363.2894,311.2581
HBMP(16:1_16:2_20:4)+NH4,1020.727,545.457,309.2424,361.2737,311.2581
HBMP(16:1_16:2_20:5)+NH4,1018.711,545.457,309.2424,359.2581,311.2581
HBMP(16:1_16:2_22:0)+NH4,1056.821,545.457,309.2424,397.3676,311.2581
HBMP(16:1_16:2_22:1)+NH4,1054.805,545.457,309.2424,395.352,311.2581
HBMP(16:1_16:2_22:2)+NH4,1052.789,545.457,309.2424,393.3363,311.2581
HBMP(16:1_16:2_22:3)+NH4,1050.774,545.457,309.2424,391.3207,311.2581
HBMP(16:1_16:2_22:4)+NH4,1048.758,545.457,309.2424,389.3051,311.2581
HBMP(16:1_16:2_22:5)+NH4,1046.743,545.457,309.2424,387.2894,311.2581
HBMP(16:1_16:2_22:6)+NH4,1044.727,545.457,309.2424,385.2737,311.2581
HBMP(16:1_16:3_12:0)+NH4,914.6486,543.4413,307.2268,257.2112,311.2581
HBMP(16:1_16:3_14:0)+NH4,942.6799,543.4413,307.2268,285.2424,311.2581
HBMP(16:1_16:3_14:1)+NH4,940.6642,543.4413,307.2268,283.2268,311.2581
HBMP(16:1_16:3_16:0)+NH4,970.7112,543.4413,307.2268,313.2737,311.2581
HBMP(16:1_16:3_16:1)+NH4,968.6956,543.4413,307.2268,311.2581,311.2581
HBMP(16:1_16:3_16:2)+NH4,966.6799,543.4413,307.2268,309.2424,311.2581
HBMP(16:1_16:3_16:3)+NH4,964.6642,543.4413,307.2268,307.2268,311.2581
HBMP(16:1_16:3_16:4)+NH4,962.6486,543.4413,307.2268,305.2112,311.2581
HBMP(16:1_16:3_18:0)+NH4,998.7425,543.4413,307.2268,341.3051,311.2581
HBMP(16:1_16:3_18:1)+NH4,996.7269,543.4413,307.2268,339.2894,311.2581
HBMP(16:1_16:3_18:2)+NH4,994.7112,543.4413,307.2268,337.2737,311.2581
HBMP(16:1_16:3_18:3)+NH4,992.6956,543.4413,307.2268,335.2581,311.2581
HBMP(16:1_16:3_18:4)+NH4,990.6799,543.4413,307.2268,333.2424,311.2581
HBMP(16:1_16:3_18:5)+NH4,988.6642,543.4413,307.2268,331.2268,311.2581
HBMP(16:1_16:3_20:0)+NH4,1026.774,543.4413,307.2268,369.3363,311.2581
HBMP(16:1_16:3_20:1)+NH4,1024.758,543.4413,307.2268,367.3207,311.2581
HBMP(16:1_16:3_20:2)+NH4,1022.742,543.4413,307.2268,365.3051,311.2581
HBMP(16:1_16:3_20:3)+NH4,1020.727,543.4413,307.2268,363.2894,311.2581
HBMP(16:1_16:3_20:4)+NH4,1018.711,543.4413,307.2268,361.2737,311.2581
HBMP(16:1_16:3_20:5)+NH4,1016.696,543.4413,307.2268,359.2581,311.2581
HBMP(16:1_16:3_22:0)+NH4,1054.805,543.4413,307.2268,397.3676,311.2581
HBMP(16:1_16:3_22:1)+NH4,1052.789,543.4413,307.2268,395.352,311.2581
HBMP(16:1_16:3_22:2)+NH4,1050.774,543.4413,307.2268,393.3363,311.2581
HBMP(16:1_16:3_22:3)+NH4,1048.758,543.4413,307.2268,391.3207,311.2581
HBMP(16:1_16:3_22:4)+NH4,1046.743,543.4413,307.2268,389.3051,311.2581
HBMP(16:1_16:3_22:5)+NH4,1044.727,543.4413,307.2268,387.2894,311.2581
HBMP(16:1_16:3_22:6)+NH4,1042.711,543.4413,307.2268,385.2737,311.2581
HBMP(16:1_16:4_12:0)+NH4,912.633,541.4257,305.2112,257.2112,311.2581
HBMP(16:1_16:4_14:0)+NH4,940.6642,541.4257,305.2112,285.2424,311.2581
HBMP(16:1_16:4_14:1)+NH4,938.6486,541.4257,305.2112,283.2268,311.2581
HBMP(16:1_16:4_16:0)+NH4,968.6956,541.4257,305.2112,313.2737,311.2581
HBMP(16:1_16:4_16:1)+NH4,966.6799,541.4257,305.2112,311.2581,311.2581
HBMP(16:1_16:4_16:2)+NH4,964.6642,541.4257,305.2112,309.2424,311.2581
HBMP(16:1_16:4_16:3)+NH4,962.6486,541.4257,305.2112,307.2268,311.2581
HBMP(16:1_16:4_16:4)+NH4,960.633,541.4257,305.2112,305.2112,311.2581
HBMP(16:1_16:4_18:0)+NH4,996.7269,541.4257,305.2112,341.3051,311.2581
HBMP(16:1_16:4_18:1)+NH4,994.7112,541.4257,305.2112,339.2894,311.2581
HBMP(16:1_16:4_18:2)+NH4,992.6956,541.4257,305.2112,337.2737,311.2581
HBMP(16:1_16:4_18:3)+NH4,990.6799,541.4257,305.2112,335.2581,311.2581
HBMP(16:1_16:4_18:4)+NH4,988.6642,541.4257,305.2112,333.2424,311.2581
HBMP(16:1_16:4_18:5)+NH4,986.6486,541.4257,305.2112,331.2268,311.2581
HBMP(16:1_16:4_20:0)+NH4,1024.758,541.4257,305.2112,369.3363,311.2581
HBMP(16:1_16:4_20:1)+NH4,1022.742,541.4257,305.2112,367.3207,311.2581
HBMP(16:1_16:4_20:2)+NH4,1020.727,541.4257,305.2112,365.3051,311.2581
HBMP(16:1_16:4_20:3)+NH4,1018.711,541.4257,305.2112,363.2894,311.2581
HBMP(16:1_16:4_20:4)+NH4,1016.696,541.4257,305.2112,361.2737,311.2581
HBMP(16:1_16:4_20:5)+NH4,1014.68,541.4257,305.2112,359.2581,311.2581
HBMP(16:1_16:4_22:0)+NH4,1052.789,541.4257,305.2112,397.3676,311.2581
HBMP(16:1_16:4_22:1)+NH4,1050.774,541.4257,305.2112,395.352,311.2581
HBMP(16:1_16:4_22:2)+NH4,1048.758,541.4257,305.2112,393.3363,311.2581
HBMP(16:1_16:4_22:3)+NH4,1046.743,541.4257,305.2112,391.3207,311.2581
HBMP(16:1_16:4_22:4)+NH4,1044.727,541.4257,305.2112,389.3051,311.2581
HBMP(16:1_16:4_22:5)+NH4,1042.711,541.4257,305.2112,387.2894,311.2581
HBMP(16:1_16:4_22:6)+NH4,1040.696,541.4257,305.2112,385.2737,311.2581
HBMP(16:1_18:0_12:0)+NH4,948.7269,577.5196,341.3051,257.2112,311.2581
HBMP(16:1_18:0_14:0)+NH4,976.7582,577.5196,341.3051,285.2424,311.2581
HBMP(16:1_18:0_14:1)+NH4,974.7425,577.5196,341.3051,283.2268,311.2581
HBMP(16:1_18:0_16:0)+NH4,1004.789,577.5196,341.3051,313.2737,311.2581
HBMP(16:1_18:0_16:1)+NH4,1002.774,577.5196,341.3051,311.2581,311.2581
HBMP(16:1_18:0_16:2)+NH4,1000.758,577.5196,341.3051,309.2424,311.2581
HBMP(16:1_18:0_16:3)+NH4,998.7425,577.5196,341.3051,307.2268,311.2581
HBMP(16:1_18:0_16:4)+NH4,996.7269,577.5196,341.3051,305.2112,311.2581
HBMP(16:1_18:0_18:0)+NH4,1032.821,577.5196,341.3051,341.3051,311.2581
HBMP(16:1_18:0_18:1)+NH4,1030.805,577.5196,341.3051,339.2894,311.2581
HBMP(16:1_18:0_18:2)+NH4,1028.789,577.5196,341.3051,337.2737,311.2581
HBMP(16:1_18:0_18:3)+NH4,1026.774,577.5196,341.3051,335.2581,311.2581
HBMP(16:1_18:0_18:4)+NH4,1024.758,577.5196,341.3051,333.2424,311.2581
HBMP(16:1_18:0_18:5)+NH4,1022.742,577.5196,341.3051,331.2268,311.2581
HBMP(16:1_18:0_20:0)+NH4,1060.852,577.5196,341.3051,369.3363,311.2581
HBMP(16:1_18:0_20:1)+NH4,1058.836,577.5196,341.3051,367.3207,311.2581
HBMP(16:1_18:0_20:2)+NH4,1056.821,577.5196,341.3051,365.3051,311.2581
HBMP(16:1_18:0_20:3)+NH4,1054.805,577.5196,341.3051,363.2894,311.2581
HBMP(16:1_18:0_20:4)+NH4,1052.789,577.5196,341.3051,361.2737,311.2581
HBMP(16:1_18:0_20:5)+NH4,1050.774,577.5196,341.3051,359.2581,311.2581
HBMP(16:1_18:0_22:0)+NH4,1088.883,577.5196,341.3051,397.3676,311.2581
HBMP(16:1_18:0_22:1)+NH4,1086.868,577.5196,341.3051,395.352,311.2581
HBMP(16:1_18:0_22:2)+NH4,1084.852,577.5196,341.3051,393.3363,311.2581
HBMP(16:1_18:0_22:3)+NH4,1082.836,577.5196,341.3051,391.3207,311.2581
HBMP(16:1_18:0_22:4)+NH4,1080.821,577.5196,341.3051,389.3051,311.2581
HBMP(16:1_18:0_22:5)+NH4,1078.805,577.5196,341.3051,387.2894,311.2581
HBMP(16:1_18:0_22:6)+NH4,1076.789,577.5196,341.3051,385.2737,311.2581
HBMP(16:1_18:1_12:0)+NH4,946.7112,575.5039,339.2894,257.2112,311.2581
HBMP(16:1_18:1_14:0)+NH4,974.7425,575.5039,339.2894,285.2424,311.2581
HBMP(16:1_18:1_14:1)+NH4,972.7269,575.5039,339.2894,283.2268,311.2581
HBMP(16:1_18:1_16:0)+NH4,1002.774,575.5039,339.2894,313.2737,311.2581
HBMP(16:1_18:1_16:1)+NH4,1000.758,575.5039,339.2894,311.2581,311.2581
HBMP(16:1_18:1_16:2)+NH4,998.7425,575.5039,339.2894,309.2424,311.2581
HBMP(16:1_18:1_16:3)+NH4,996.7269,575.5039,339.2894,307.2268,311.2581
HBMP(16:1_18:1_16:4)+NH4,994.7112,575.5039,339.2894,305.2112,311.2581
HBMP(16:1_18:1_18:0)+NH4,1030.805,575.5039,339.2894,341.3051,311.2581
HBMP(16:1_18:1_18:1)+NH4,1028.789,575.5039,339.2894,339.2894,311.2581
HBMP(16:1_18:1_18:2)+NH4,1026.774,575.5039,339.2894,337.2737,311.2581
HBMP(16:1_18:1_18:3)+NH4,1024.758,575.5039,339.2894,335.2581,311.2581
HBMP(16:1_18:1_18:4)+NH4,1022.742,575.5039,339.2894,333.2424,311.2581
HBMP(16:1_18:1_18:5)+NH4,1020.727,575.5039,339.2894,331.2268,311.2581
HBMP(16:1_18:1_20:0)+NH4,1058.836,575.5039,339.2894,369.3363,311.2581
HBMP(16:1_18:1_20:1)+NH4,1056.821,575.5039,339.2894,367.3207,311.2581
HBMP(16:1_18:1_20:2)+NH4,1054.805,575.5039,339.2894,365.3051,311.2581
HBMP(16:1_18:1_20:3)+NH4,1052.789,575.5039,339.2894,363.2894,311.2581
HBMP(16:1_18:1_20:4)+NH4,1050.774,575.5039,339.2894,361.2737,311.2581
HBMP(16:1_18:1_20:5)+NH4,1048.758,575.5039,339.2894,359.2581,311.2581
HBMP(16:1_18:1_22:0)+NH4,1086.868,575.5039,339.2894,397.3676,311.2581
HBMP(16:1_18:1_22:1)+NH4,1084.852,575.5039,339.2894,395.352,311.2581
HBMP(16:1_18:1_22:2)+NH4,1082.836,575.5039,339.2894,393.3363,311.2581
HBMP(16:1_18:1_22:3)+NH4,1080.821,575.5039,339.2894,391.3207,311.2581
HBMP(16:1_18:1_22:4)+NH4,1078.805,575.5039,339.2894,389.3051,311.2581
HBMP(16:1_18:1_22:5)+NH4,1076.789,575.5039,339.2894,387.2894,311.2581
HBMP(16:1_18:1_22:6)+NH4,1074.774,575.5039,339.2894,385.2737,311.2581
HBMP(16:1_18:2_12:0)+NH4,944.6956,573.4883,337.2737,257.2112,311.2581
HBMP(16:1_18:2_14:0)+NH4,972.7269,573.4883,337.2737,285.2424,311.2581
HBMP(16:1_18:2_14:1)+NH4,970.7112,573.4883,337.2737,283.2268,311.2581
HBMP(16:1_18:2_16:0)+NH4,1000.758,573.4883,337.2737,313.2737,311.2581
HBMP(16:1_18:2_16:1)+NH4,998.7425,573.4883,337.2737,311.2581,311.2581
HBMP(16:1_18:2_16:2)+NH4,996.7269,573.4883,337.2737,309.2424,311.2581
HBMP(16:1_18:2_16:3)+NH4,994.7112,573.4883,337.2737,307.2268,311.2581
HBMP(16:1_18:2_16:4)+NH4,992.6956,573.4883,337.2737,305.2112,311.2581
HBMP(16:1_18:2_18:0)+NH4,1028.789,573.4883,337.2737,341.3051,311.2581
HBMP(16:1_18:2_18:1)+NH4,1026.774,573.4883,337.2737,339.2894,311.2581
HBMP(16:1_18:2_18:2)+NH4,1024.758,573.4883,337.2737,337.2737,311.2581
HBMP(16:1_18:2_18:3)+NH4,1022.742,573.4883,337.2737,335.2581,311.2581
HBMP(16:1_18:2_18:4)+NH4,1020.727,573.4883,337.2737,333.2424,311.2581
HBMP(16:1_18:2_18:5)+NH4,1018.711,573.4883,337.2737,331.2268,311.2581
HBMP(16:1_18:2_20:0)+NH4,1056.821,573.4883,337.2737,369.3363,311.2581
HBMP(16:1_18:2_20:1)+NH4,1054.805,573.4883,337.2737,367.3207,311.2581
HBMP(16:1_18:2_20:2)+NH4,1052.789,573.4883,337.2737,365.3051,311.2581
HBMP(16:1_18:2_20:3)+NH4,1050.774,573.4883,337.2737,363.2894,311.2581
HBMP(16:1_18:2_20:4)+NH4,1048.758,573.4883,337.2737,361.2737,311.2581
HBMP(16:1_18:2_20:5)+NH4,1046.743,573.4883,337.2737,359.2581,311.2581
HBMP(16:1_18:2_22:0)+NH4,1084.852,573.4883,337.2737,397.3676,311.2581
HBMP(16:1_18:2_22:1)+NH4,1082.836,573.4883,337.2737,395.352,311.2581
HBMP(16:1_18:2_22:2)+NH4,1080.821,573.4883,337.2737,393.3363,311.2581
HBMP(16:1_18:2_22:3)+NH4,1078.805,573.4883,337.2737,391.3207,311.2581
HBMP(16:1_18:2_22:4)+NH4,1076.789,573.4883,337.2737,389.3051,311.2581
HBMP(16:1_18:2_22:5)+NH4,1074.774,573.4883,337.2737,387.2894,311.2581
HBMP(16:1_18:2_22:6)+NH4,1072.758,573.4883,337.2737,385.2737,311.2581
HBMP(16:1_18:3_12:0)+NH4,942.6799,571.4726,335.2581,257.2112,311.2581
HBMP(16:1_18:3_14:0)+NH4,970.7112,571.4726,335.2581,285.2424,311.2581
HBMP(16:1_18:3_14:1)+NH4,968.6956,571.4726,335.2581,283.2268,311.2581
HBMP(16:1_18:3_16:0)+NH4,998.7425,571.4726,335.2581,313.2737,311.2581
HBMP(16:1_18:3_16:1)+NH4,996.7269,571.4726,335.2581,311.2581,311.2581
HBMP(16:1_18:3_16:2)+NH4,994.7112,571.4726,335.2581,309.2424,311.2581
HBMP(16:1_18:3_16:3)+NH4,992.6956,571.4726,335.2581,307.2268,311.2581
HBMP(16:1_18:3_16:4)+NH4,990.6799,571.4726,335.2581,305.2112,311.2581
HBMP(16:1_18:3_18:0)+NH4,1026.774,571.4726,335.2581,341.3051,311.2581
HBMP(16:1_18:3_18:1)+NH4,1024.758,571.4726,335.2581,339.2894,311.2581
HBMP(16:1_18:3_18:2)+NH4,1022.742,571.4726,335.2581,337.2737,311.2581
HBMP(16:1_18:3_18:3)+NH4,1020.727,571.4726,335.2581,335.2581,311.2581
HBMP(16:1_18:3_18:4)+NH4,1018.711,571.4726,335.2581,333.2424,311.2581
HBMP(16:1_18:3_18:5)+NH4,1016.696,571.4726,335.2581,331.2268,311.2581
HBMP(16:1_18:3_20:0)+NH4,1054.805,571.4726,335.2581,369.3363,311.2581
HBMP(16:1_18:3_20:1)+NH4,1052.789,571.4726,335.2581,367.3207,311.2581
HBMP(16:1_18:3_20:2)+NH4,1050.774,571.4726,335.2581,365.3051,311.2581
HBMP(16:1_18:3_20:3)+NH4,1048.758,571.4726,335.2581,363.2894,311.2581
HBMP(16:1_18:3_20:4)+NH4,1046.743,571.4726,335.2581,361.2737,311.2581
HBMP(16:1_18:3_20:5)+NH4,1044.727,571.4726,335.2581,359.2581,311.2581
HBMP(16:1_18:3_22:0)+NH4,1082.836,571.4726,335.2581,397.3676,311.2581
HBMP(16:1_18:3_22:1)+NH4,1080.821,571.4726,335.2581,395.352,311.2581
HBMP(16:1_18:3_22:2)+NH4,1078.805,571.4726,335.2581,393.3363,311.2581
HBMP(16:1_18:3_22:3)+NH4,1076.789,571.4726,335.2581,391.3207,311.2581
HBMP(16:1_18:3_22:4)+NH4,1074.774,571.4726,335.2581,389.3051,311.2581
HBMP(16:1_18:3_22:5)+NH4,1072.758,571.4726,335.2581,387.2894,311.2581
HBMP(16:1_18:3_22:6)+NH4,1070.743,571.4726,335.2581,385.2737,311.2581
HBMP(16:1_18:4_12:0)+NH4,940.6642,569.457,333.2424,257.2112,311.2581
HBMP(16:1_18:4_14:0)+NH4,968.6956,569.457,333.2424,285.2424,311.2581
HBMP(16:1_18:4_14:1)+NH4,966.6799,569.457,333.2424,283.2268,311.2581
HBMP(16:1_18:4_16:0)+NH4,996.7269,569.457,333.2424,313.2737,311.2581
HBMP(16:1_18:4_16:1)+NH4,994.7112,569.457,333.2424,311.2581,311.2581
HBMP(16:1_18:4_16:2)+NH4,992.6956,569.457,333.2424,309.2424,311.2581
HBMP(16:1_18:4_16:3)+NH4,990.6799,569.457,333.2424,307.2268,311.2581
HBMP(16:1_18:4_16:4)+NH4,988.6642,569.457,333.2424,305.2112,311.2581
HBMP(16:1_18:4_18:0)+NH4,1024.758,569.457,333.2424,341.3051,311.2581
HBMP(16:1_18:4_18:1)+NH4,1022.742,569.457,333.2424,339.2894,311.2581
HBMP(16:1_18:4_18:2)+NH4,1020.727,569.457,333.2424,337.2737,311.2581
HBMP(16:1_18:4_18:3)+NH4,1018.711,569.457,333.2424,335.2581,311.2581
HBMP(16:1_18:4_18:4)+NH4,1016.696,569.457,333.2424,333.2424,311.2581
HBMP(16:1_18:4_18:5)+NH4,1014.68,569.457,333.2424,331.2268,311.2581
HBMP(16:1_18:4_20:0)+NH4,1052.789,569.457,333.2424,369.3363,311.2581
HBMP(16:1_18:4_20:1)+NH4,1050.774,569.457,333.2424,367.3207,311.2581
HBMP(16:1_18:4_20:2)+NH4,1048.758,569.457,333.2424,365.3051,311.2581
HBMP(16:1_18:4_20:3)+NH4,1046.743,569.457,333.2424,363.2894,311.2581
HBMP(16:1_18:4_20:4)+NH4,1044.727,569.457,333.2424,361.2737,311.2581
HBMP(16:1_18:4_20:5)+NH4,1042.711,569.457,333.2424,359.2581,311.2581
HBMP(16:1_18:4_22:0)+NH4,1080.821,569.457,333.2424,397.3676,311.2581
HBMP(16:1_18:4_22:1)+NH4,1078.805,569.457,333.2424,395.352,311.2581
HBMP(16:1_18:4_22:2)+NH4,1076.789,569.457,333.2424,393.3363,311.2581
HBMP(16:1_18:4_22:3)+NH4,1074.774,569.457,333.2424,391.3207,311.2581
HBMP(16:1_18:4_22:4)+NH4,1072.758,569.457,333.2424,389.3051,311.2581
HBMP(16:1_18:4_22:5)+NH4,1070.743,569.457,333.2424,387.2894,311.2581
HBMP(16:1_18:4_22:6)+NH4,1068.727,569.457,333.2424,385.2737,311.2581
HBMP(16:1_18:5_12:0)+NH4,938.6486,567.4413,331.2268,257.2112,311.2581
HBMP(16:1_18:5_14:0)+NH4,966.6799,567.4413,331.2268,285.2424,311.2581
HBMP(16:1_18:5_14:1)+NH4,964.6642,567.4413,331.2268,283.2268,311.2581
HBMP(16:1_18:5_16:0)+NH4,994.7112,567.4413,331.2268,313.2737,311.2581
HBMP(16:1_18:5_16:1)+NH4,992.6956,567.4413,331.2268,311.2581,311.2581
HBMP(16:1_18:5_16:2)+NH4,990.6799,567.4413,331.2268,309.2424,311.2581
HBMP(16:1_18:5_16:3)+NH4,988.6642,567.4413,331.2268,307.2268,311.2581
HBMP(16:1_18:5_16:4)+NH4,986.6486,567.4413,331.2268,305.2112,311.2581
HBMP(16:1_18:5_18:0)+NH4,1022.742,567.4413,331.2268,341.3051,311.2581
HBMP(16:1_18:5_18:1)+NH4,1020.727,567.4413,331.2268,339.2894,311.2581
HBMP(16:1_18:5_18:2)+NH4,1018.711,567.4413,331.2268,337.2737,311.2581
HBMP(16:1_18:5_18:3)+NH4,1016.696,567.4413,331.2268,335.2581,311.2581
HBMP(16:1_18:5_18:4)+NH4,1014.68,567.4413,331.2268,333.2424,311.2581
HBMP(16:1_18:5_18:5)+NH4,1012.664,567.4413,331.2268,331.2268,311.2581
HBMP(16:1_18:5_20:0)+NH4,1050.774,567.4413,331.2268,369.3363,311.2581
HBMP(16:1_18:5_20:1)+NH4,1048.758,567.4413,331.2268,367.3207,311.2581
HBMP(16:1_18:5_20:2)+NH4,1046.743,567.4413,331.2268,365.3051,311.2581
HBMP(16:1_18:5_20:3)+NH4,1044.727,567.4413,331.2268,363.2894,311.2581
HBMP(16:1_18:5_20:4)+NH4,1042.711,567.4413,331.2268,361.2737,311.2581
HBMP(16:1_18:5_20:5)+NH4,1040.696,567.4413,331.2268,359.2581,311.2581
HBMP(16:1_18:5_22:0)+NH4,1078.805,567.4413,331.2268,397.3676,311.2581
HBMP(16:1_18:5_22:1)+NH4,1076.789,567.4413,331.2268,395.352,311.2581
HBMP(16:1_18:5_22:2)+NH4,1074.774,567.4413,331.2268,393.3363,311.2581
HBMP(16:1_18:5_22:3)+NH4,1072.758,567.4413,331.2268,391.3207,311.2581
HBMP(16:1_18:5_22:4)+NH4,1070.743,567.4413,331.2268,389.3051,311.2581
HBMP(16:1_18:5_22:5)+NH4,1068.727,567.4413,331.2268,387.2894,311.2581
HBMP(16:1_18:5_22:6)+NH4,1066.711,567.4413,331.2268,385.2737,311.2581
HBMP(16:1_20:0_12:0)+NH4,976.7582,605.5508,369.3363,257.2112,311.2581
HBMP(16:1_20:0_14:0)+NH4,1004.789,605.5508,369.3363,285.2424,311.2581
HBMP(16:1_20:0_14:1)+NH4,1002.774,605.5508,369.3363,283.2268,311.2581
HBMP(16:1_20:0_16:0)+NH4,1032.821,605.5508,369.3363,313.2737,311.2581
HBMP(16:1_20:0_16:1)+NH4,1030.805,605.5508,369.3363,311.2581,311.2581
HBMP(16:1_20:0_16:2)+NH4,1028.789,605.5508,369.3363,309.2424,311.2581
HBMP(16:1_20:0_16:3)+NH4,1026.774,605.5508,369.3363,307.2268,311.2581
HBMP(16:1_20:0_16:4)+NH4,1024.758,605.5508,369.3363,305.2112,311.2581
HBMP(16:1_20:0_18:0)+NH4,1060.852,605.5508,369.3363,341.3051,311.2581
HBMP(16:1_20:0_18:1)+NH4,1058.836,605.5508,369.3363,339.2894,311.2581
HBMP(16:1_20:0_18:2)+NH4,1056.821,605.5508,369.3363,337.2737,311.2581
HBMP(16:1_20:0_18:3)+NH4,1054.805,605.5508,369.3363,335.2581,311.2581
HBMP(16:1_20:0_18:4)+NH4,1052.789,605.5508,369.3363,333.2424,311.2581
HBMP(16:1_20:0_18:5)+NH4,1050.774,605.5508,369.3363,331.2268,311.2581
HBMP(16:1_20:0_20:0)+NH4,1088.883,605.5508,369.3363,369.3363,311.2581
HBMP(16:1_20:0_20:1)+NH4,1086.868,605.5508,369.3363,367.3207,311.2581
HBMP(16:1_20:0_20:2)+NH4,1084.852,605.5508,369.3363,365.3051,311.2581
HBMP(16:1_20:0_20:3)+NH4,1082.836,605.5508,369.3363,363.2894,311.2581
HBMP(16:1_20:0_20:4)+NH4,1080.821,605.5508,369.3363,361.2737,311.2581
HBMP(16:1_20:0_20:5)+NH4,1078.805,605.5508,369.3363,359.2581,311.2581
HBMP(16:1_20:0_22:0)+NH4,1116.915,605.5508,369.3363,397.3676,311.2581
HBMP(16:1_20:0_22:1)+NH4,1114.899,605.5508,369.3363,395.352,311.2581
HBMP(16:1_20:0_22:2)+NH4,1112.883,605.5508,369.3363,393.3363,311.2581
HBMP(16:1_20:0_22:3)+NH4,1110.868,605.5508,369.3363,391.3207,311.2581
HBMP(16:1_20:0_22:4)+NH4,1108.852,605.5508,369.3363,389.3051,311.2581
HBMP(16:1_20:0_22:5)+NH4,1106.836,605.5508,369.3363,387.2894,311.2581
HBMP(16:1_20:0_22:6)+NH4,1104.821,605.5508,369.3363,385.2737,311.2581
HBMP(16:1_20:1_12:0)+NH4,974.7425,603.5352,367.3207,257.2112,311.2581
HBMP(16:1_20:1_14:0)+NH4,1002.774,603.5352,367.3207,285.2424,311.2581
HBMP(16:1_20:1_14:1)+NH4,1000.758,603.5352,367.3207,283.2268,311.2581
