FAHFA,[M-H]-,[HFA-H]-,[HFA-H-H2O]-,[FA-H]-
FAHFA(10:0/18:2)-H,449.3636,295.2279,277.2173,171.1391
FAHFA(10:0/18:3)-H,447.348,293.2122,275.2017,171.1391
FAHFA(10:0/19:0)-H,467.4106,313.2748,295.2643,171.1391
FAHFA(10:0/19:1)-H,465.3949,311.2592,293.2486,171.1391
FAHFA(10:0/19:2)-H,463.3793,309.2435,291.2329,171.1391
FAHFA(10:0/20:0)-H,481.4262,327.2905,309.2799,171.1391
FAHFA(10:0/20:1)-H,479.4106,325.2748,307.2643,171.1391
FAHFA(10:0/20:2)-H,477.3949,323.2592,305.2486,171.1391
FAHFA(10:0/20:3)-H,475.3793,321.2435,303.2329,171.1391
FAHFA(10:0/20:4)-H,473.3636,319.2279,301.2173,171.1391
FAHFA(10:0/21:0)-H,495.4419,341.3061,323.2956,171.1391
FAHFA(10:0/21:1)-H,493.4262,339.2905,321.2799,171.1391
FAHFA(10:0/21:2)-H,491.4106,337.2748,319.2643,171.1391
FAHFA(10:0/22:0)-H,509.4575,355.3218,337.3112,171.1391
FAHFA(10:0/22:1)-H,507.4419,353.3061,335.2956,171.1391
FAHFA(10:0/22:2)-H,505.4262,351.2905,333.2799,171.1391
FAHFA(10:0/22:3)-H,503.4106,349.2748,331.2643,171.1391
FAHFA(10:0/22:4)-H,501.3949,347.2592,329.2486,171.1391
FAHFA(10:0/22:5)-H,499.3793,345.2435,327.2329,171.1391
FAHFA(10:0/23:0)-H,523.4732,369.3374,351.3268,171.1391
FAHFA(10:0/24:0)-H,537.4888,383.3531,365.3425,171.1391
FAHFA(10:0/24:1)-H,535.4732,381.3374,363.3268,171.1391
FAHFA(10:0/24:2)-H,533.4575,379.3218,361.3112,171.1391
FAHFA(10:0/24:4)-H,529.4262,375.2905,357.2799,171.1391
FAHFA(10:0/25:0)-H,551.5045,397.3687,379.3582,171.1391
FAHFA(10:0/26:0)-H,565.5201,411.3844,393.3738,171.1391
FAHFA(10:0/26:1)-H,563.5045,409.3687,391.3582,171.1391
FAHFA(10:0/26:2)-H,561.4888,407.3531,389.3425,171.1391
FAHFA(10:0/26:4)-H,557.4575,403.3218,385.3112,171.1391
FAHFA(10:0/27:0)-H,579.5358,425.4,407.3894,171.1391
FAHFA(11:0/7:0)-H,313.2384,145.087,127.0764,185.1547
FAHFA(11:0/8:0)-H,327.2541,159.1027,141.0921,185.1547
FAHFA(11:0/9:0)-H,341.2697,173.1183,155.1078,185.1547
FAHFA(11:0/10:0)-H,355.2854,187.134,169.1234,185.1547
FAHFA(11:0/11:0)-H,369.301,201.1496,183.1391,185.1547
FAHFA(11:0/12:0)-H,383.3167,215.1653,197.1547,185.1547
FAHFA(11:0/13:0)-H,397.3323,229.1809,211.1703,185.1547
FAHFA(11:0/13:1)-H,395.3167,227.1653,209.1547,185.1547
FAHFA(11:0/14:0)-H,411.348,243.1966,225.186,185.1547
FAHFA(11:0/14:1)-H,409.3323,241.1809,223.1703,185.1547
FAHFA(11:0/15:0)-H,425.3636,257.2122,239.2016,185.1547
FAHFA(11:0/15:1)-H,423.348,255.1966,237.186,185.1547
FAHFA(11:0/16:0)-H,439.3793,271.2279,253.2173,185.1547
FAHFA(11:0/16:1)-H,437.3636,269.2122,251.2016,185.1547
FAHFA(11:0/16:2)-H,435.348,267.1966,249.186,185.1547
FAHFA(11:0/16:3)-H,433.3323,265.1809,247.1703,185.1547
FAHFA(11:0/17:0)-H,453.3949,285.2435,267.2329,185.1547
FAHFA(11:0/17:1)-H,451.3793,283.2279,265.2173,185.1547
FAHFA(11:0/17:2)-H,449.3636,281.2122,263.2017,185.1547
FAHFA(11:0/18:0)-H,467.4106,299.2592,281.2486,185.1547
FAHFA(11:0/18:1)-H,465.3949,297.2435,279.2329,185.1547
FAHFA(11:0/18:2)-H,463.3793,295.2279,277.2173,185.1547
FAHFA(11:0/18:3)-H,461.3636,293.2122,275.2017,185.1547
FAHFA(11:0/19:0)-H,481.4262,313.2748,295.2643,185.1547
FAHFA(11:0/19:1)-H,479.4106,311.2592,293.2486,185.1547
FAHFA(11:0/19:2)-H,477.3949,309.2435,291.2329,185.1547
FAHFA(11:0/20:0)-H,495.4419,327.2905,309.2799,185.1547
FAHFA(11:0/20:1)-H,493.4262,325.2748,307.2643,185.1547
FAHFA(11:0/20:2)-H,491.4106,323.2592,305.2486,185.1547
FAHFA(11:0/20:3)-H,489.3949,321.2435,303.2329,185.1547
FAHFA(11:0/20:4)-H,487.3793,319.2279,301.2173,185.1547
FAHFA(11:0/21:0)-H,509.4575,341.3061,323.2956,185.1547
FAHFA(11:0/21:1)-H,507.4419,339.2905,321.2799,185.1547
FAHFA(11:0/21:2)-H,505.4262,337.2748,319.2643,185.1547
FAHFA(11:0/22:0)-H,523.4732,355.3218,337.3112,185.1547
FAHFA(11:0/22:1)-H,521.4575,353.3061,335.2956,185.1547
FAHFA(11:0/22:2)-H,519.4419,351.2905,333.2799,185.1547
FAHFA(11:0/22:3)-H,517.4262,349.2748,331.2643,185.1547
FAHFA(11:0/22:4)-H,515.4106,347.2592,329.2486,185.1547
FAHFA(11:0/22:5)-H,513.395,345.2435,327.2329,185.1547
FAHFA(11:0/23:0)-H,537.4888,369.3374,351.3268,185.1547
FAHFA(11:0/24:0)-H,551.5045,383.3531,365.3425,185.1547
FAHFA(11:0/24:1)-H,549.4888,381.3374,363.3268,185.1547
FAHFA(11:0/24:2)-H,547.4732,379.3218,361.3112,185.1547
FAHFA(11:0/24:4)-H,543.4419,375.2905,357.2799,185.1547
FAHFA(11:0/25:0)-H,565.5201,397.3687,379.3582,185.1547
FAHFA(11:0/26:0)-H,579.5358,411.3844,393.3738,185.1547
FAHFA(11:0/26:1)-H,577.5201,409.3687,391.3582,185.1547
FAHFA(11:0/26:2)-H,575.5045,407.3531,389.3425,185.1547
FAHFA(11:0/26:4)-H,571.4732,403.3218,385.3112,185.1547
FAHFA(11:0/27:0)-H,593.5515,425.4,407.3894,185.1547
FAHFA(12:0/6:0)-H,313.2384,131.0714,113.0608,199.1703
FAHFA(12:0/7:0)-H,327.2541,145.087,127.0764,199.1703
FAHFA(12:0/8:0)-H,341.2697,159.1027,141.0921,199.1703
FAHFA(12:0/9:0)-H,355.2854,173.1183,155.1078,199.1703
FAHFA(12:0/10:0)-H,369.301,187.134,169.1234,199.1703
FAHFA(12:0/11:0)-H,383.3167,201.1496,183.1391,199.1703
FAHFA(12:0/12:0)-H,397.3323,215.1653,197.1547,199.1703
FAHFA(12:0/13:0)-H,411.348,229.1809,211.1703,199.1703
FAHFA(12:0/13:1)-H,409.3323,227.1653,209.1547,199.1703
FAHFA(12:0/14:0)-H,425.3636,243.1966,225.186,199.1703
FAHFA(12:0/14:1)-H,423.348,241.1809,223.1703,199.1703
FAHFA(12:0/15:0)-H,439.3793,257.2122,239.2016,199.1703
FAHFA(12:0/15:1)-H,437.3636,255.1966,237.186,199.1703
FAHFA(12:0/16:0)-H,453.3949,271.2279,253.2173,199.1703
FAHFA(12:0/16:1)-H,451.3793,269.2122,251.2016,199.1703
FAHFA(12:0/16:2)-H,449.3636,267.1966,249.186,199.1703
FAHFA(12:0/16:3)-H,447.348,265.1809,247.1703,199.1703
FAHFA(12:0/17:0)-H,467.4106,285.2435,267.2329,199.1703
FAHFA(12:0/17:1)-H,465.3949,283.2279,265.2173,199.1703
FAHFA(12:0/17:2)-H,463.3793,281.2122,263.2017,199.1703
FAHFA(12:0/18:0)-H,481.4262,299.2592,281.2486,199.1703
FAHFA(12:0/18:1)-H,479.4106,297.2435,279.2329,199.1703
FAHFA(12:0/18:2)-H,477.3949,295.2279,277.2173,199.1703
FAHFA(12:0/18:3)-H,475.3793,293.2122,275.2017,199.1703
FAHFA(12:0/19:0)-H,495.4419,313.2748,295.2643,199.1703
FAHFA(12:0/19:1)-H,493.4262,311.2592,293.2486,199.1703
FAHFA(12:0/19:2)-H,491.4106,309.2435,291.2329,199.1703
FAHFA(12:0/20:0)-H,509.4575,327.2905,309.2799,199.1703
FAHFA(12:0/20:1)-H,507.4419,325.2748,307.2643,199.1703
FAHFA(12:0/20:2)-H,505.4262,323.2592,305.2486,199.1703
FAHFA(12:0/20:3)-H,503.4106,321.2435,303.2329,199.1703
FAHFA(12:0/20:4)-H,501.3949,319.2279,301.2173,199.1703
FAHFA(12:0/21:0)-H,523.4732,341.3061,323.2956,199.1703
FAHFA(12:0/21:1)-H,521.4575,339.2905,321.2799,199.1703
FAHFA(12:0/21:2)-H,519.4419,337.2748,319.2643,199.1703
FAHFA(12:0/22:0)-H,537.4888,355.3218,337.3112,199.1703
FAHFA(12:0/22:1)-H,535.4732,353.3061,335.2956,199.1703
FAHFA(12:0/22:2)-H,533.4575,351.2905,333.2799,199.1703
FAHFA(12:0/22:3)-H,531.4419,349.2748,331.2643,199.1703
FAHFA(12:0/22:4)-H,529.4262,347.2592,329.2486,199.1703
FAHFA(12:0/22:5)-H,527.4106,345.2435,327.2329,199.1703
FAHFA(12:0/23:0)-H,551.5045,369.3374,351.3268,199.1703
FAHFA(12:0/24:0)-H,565.5201,383.3531,365.3425,199.1703
FAHFA(12:0/24:1)-H,563.5045,381.3374,363.3268,199.1703
FAHFA(12:0/24:2)-H,561.4888,379.3218,361.3112,199.1703
FAHFA(12:0/24:4)-H,557.4575,375.2905,357.2799,199.1703
FAHFA(12:0/25:0)-H,579.5358,397.3687,379.3582,199.1703
FAHFA(12:0/26:0)-H,593.5515,411.3844,393.3738,199.1703
FAHFA(12:0/26:1)-H,591.5358,409.3687,391.3582,199.1703
FAHFA(12:0/26:2)-H,589.5201,407.3531,389.3425,199.1703
FAHFA(12:0/26:4)-H,585.4888,403.3218,385.3112,199.1703
FAHFA(12:0/27:0)-H,607.5671,425.4,407.3894,199.1703
FAHFA(13:0/5:0)-H,313.2384,117.0557,99.04515,213.186
FAHFA(13:0/6:0)-H,327.2541,131.0714,113.0608,213.186
FAHFA(13:0/7:0)-H,341.2697,145.087,127.0764,213.186
FAHFA(13:0/8:0)-H,355.2854,159.1027,141.0921,213.186
FAHFA(13:0/9:0)-H,369.301,173.1183,155.1078,213.186
FAHFA(13:0/10:0)-H,383.3167,187.134,169.1234,213.186
FAHFA(13:0/11:0)-H,397.3323,201.1496,183.1391,213.186
FAHFA(13:0/12:0)-H,411.348,215.1653,197.1547,213.186
FAHFA(13:0/13:0)-H,425.3636,229.1809,211.1703,213.186
FAHFA(13:0/13:1)-H,423.348,227.1653,209.1547,213.186
FAHFA(13:0/14:0)-H,439.3793,243.1966,225.186,213.186
FAHFA(13:0/14:1)-H,437.3636,241.1809,223.1703,213.186
FAHFA(13:0/15:0)-H,453.3949,257.2122,239.2016,213.186
FAHFA(13:0/15:1)-H,451.3793,255.1966,237.186,213.186
FAHFA(13:0/16:0)-H,467.4106,271.2279,253.2173,213.186
FAHFA(13:0/16:1)-H,465.3949,269.2122,251.2016,213.186
FAHFA(13:0/16:2)-H,463.3793,267.1966,249.186,213.186
FAHFA(13:0/16:3)-H,461.3636,265.1809,247.1703,213.186
FAHFA(13:0/17:0)-H,481.4262,285.2435,267.2329,213.186
FAHFA(13:0/17:1)-H,479.4106,283.2279,265.2173,213.186
FAHFA(13:0/17:2)-H,477.3949,281.2122,263.2017,213.186
FAHFA(13:0/18:0)-H,495.4419,299.2592,281.2486,213.186
FAHFA(13:0/18:1)-H,493.4262,297.2435,279.2329,213.186
FAHFA(13:0/18:2)-H,491.4106,295.2279,277.2173,213.186
FAHFA(13:0/18:3)-H,489.3949,293.2122,275.2017,213.186
FAHFA(13:0/19:0)-H,509.4575,313.2748,295.2643,213.186
FAHFA(13:0/19:1)-H,507.4419,311.2592,293.2486,213.186
FAHFA(13:0/19:2)-H,505.4262,309.2435,291.2329,213.186
FAHFA(13:0/20:0)-H,523.4732,327.2905,309.2799,213.186
FAHFA(13:0/20:1)-H,521.4575,325.2748,307.2643,213.186
FAHFA(13:0/20:2)-H,519.4419,323.2592,305.2486,213.186
FAHFA(13:0/20:3)-H,517.4262,321.2435,303.2329,213.186
FAHFA(13:0/20:4)-H,515.4106,319.2279,301.2173,213.186
FAHFA(13:0/21:0)-H,537.4888,341.3061,323.2956,213.186
FAHFA(13:0/21:1)-H,535.4732,339.2905,321.2799,213.186
FAHFA(13:0/21:2)-H,533.4575,337.2748,319.2643,213.186
FAHFA(13:0/22:0)-H,551.5045,355.3218,337.3112,213.186
FAHFA(13:0/22:1)-H,549.4888,353.3061,335.2956,213.186
FAHFA(13:0/22:2)-H,547.4732,351.2905,333.2799,213.186
FAHFA(13:0/22:3)-H,545.4575,349.2748,331.2643,213.186
FAHFA(13:0/22:4)-H,543.4419,347.2592,329.2486,213.186
FAHFA(13:0/22:5)-H,541.4262,345.2435,327.2329,213.186
FAHFA(13:0/23:0)-H,565.5201,369.3374,351.3268,213.186
FAHFA(13:0/24:0)-H,579.5358,383.3531,365.3425,213.186
FAHFA(13:0/24:1)-H,577.5201,381.3374,363.3268,213.186
FAHFA(13:0/24:2)-H,575.5045,379.3218,361.3112,213.186
FAHFA(13:0/24:4)-H,571.4732,375.2905,357.2799,213.186
FAHFA(13:0/25:0)-H,593.5515,397.3687,379.3582,213.186
FAHFA(13:0/26:0)-H,607.5671,411.3844,393.3738,213.186
FAHFA(13:0/26:1)-H,605.5515,409.3687,391.3582,213.186
FAHFA(13:0/26:2)-H,603.5358,407.3531,389.3425,213.186
FAHFA(13:0/26:4)-H,599.5045,403.3218,385.3112,213.186
FAHFA(13:0/27:0)-H,621.5827,425.4,407.3894,213.186
FAHFA(13:1/5:0)-H,311.2228,117.0557,99.04515,211.1703
FAHFA(13:1/6:0)-H,325.2384,131.0714,113.0608,211.1703
FAHFA(13:1/7:0)-H,339.2541,145.087,127.0764,211.1703
FAHFA(13:1/8:0)-H,353.2697,159.1027,141.0921,211.1703
FAHFA(13:1/9:0)-H,367.2854,173.1183,155.1078,211.1703
FAHFA(13:1/10:0)-H,381.301,187.134,169.1234,211.1703
FAHFA(13:1/11:0)-H,395.3167,201.1496,183.1391,211.1703
FAHFA(13:1/12:0)-H,409.3323,215.1653,197.1547,211.1703
FAHFA(13:1/13:0)-H,423.348,229.1809,211.1703,211.1703
FAHFA(13:1/13:1)-H,421.3323,227.1653,209.1547,211.1703
FAHFA(13:1/14:0)-H,437.3636,243.1966,225.186,211.1703
FAHFA(13:1/14:1)-H,435.348,241.1809,223.1703,211.1703
FAHFA(13:1/15:0)-H,451.3793,257.2122,239.2016,211.1703
FAHFA(13:1/15:1)-H,449.3636,255.1966,237.186,211.1703
FAHFA(13:1/16:0)-H,465.3949,271.2279,253.2173,211.1703
FAHFA(13:1/16:1)-H,463.3793,269.2122,251.2016,211.1703
FAHFA(13:1/16:2)-H,461.3636,267.1966,249.186,211.1703
FAHFA(13:1/16:3)-H,459.348,265.1809,247.1703,211.1703
FAHFA(13:1/17:0)-H,479.4106,285.2435,267.2329,211.1703
FAHFA(13:1/17:1)-H,477.3949,283.2279,265.2173,211.1703
FAHFA(13:1/17:2)-H,475.3793,281.2122,263.2017,211.1703
FAHFA(13:1/18:0)-H,493.4262,299.2592,281.2486,211.1703
FAHFA(13:1/18:1)-H,491.4106,297.2435,279.2329,211.1703
FAHFA(13:1/18:2)-H,489.3949,295.2279,277.2173,211.1703
FAHFA(13:1/18:3)-H,487.3793,293.2122,275.2017,211.1703
FAHFA(13:1/19:0)-H,507.4419,313.2748,295.2643,211.1703
FAHFA(13:1/19:1)-H,505.4262,311.2592,293.2486,211.1703
FAHFA(13:1/19:2)-H,503.4106,309.2435,291.2329,211.1703
FAHFA(13:1/20:0)-H,521.4575,327.2905,309.2799,211.1703
FAHFA(13:1/20:1)-H,519.4419,325.2748,307.2643,211.1703
FAHFA(13:1/20:2)-H,517.4262,323.2592,305.2486,211.1703
FAHFA(13:1/20:3)-H,515.4106,321.2435,303.2329,211.1703
FAHFA(13:1/20:4)-H,513.395,319.2279,301.2173,211.1703
FAHFA(13:1/21:0)-H,535.4732,341.3061,323.2956,211.1703
FAHFA(13:1/21:1)-H,533.4575,339.2905,321.2799,211.1703
FAHFA(13:1/21:2)-H,531.4419,337.2748,319.2643,211.1703
FAHFA(13:1/22:0)-H,549.4888,355.3218,337.3112,211.1703
FAHFA(13:1/22:1)-H,547.4732,353.3061,335.2956,211.1703
FAHFA(13:1/22:2)-H,545.4575,351.2905,333.2799,211.1703
FAHFA(13:1/22:3)-H,543.4419,349.2748,331.2643,211.1703
FAHFA(13:1/22:4)-H,541.4262,347.2592,329.2486,211.1703
FAHFA(13:1/22:5)-H,539.4106,345.2435,327.2329,211.1703
FAHFA(13:1/23:0)-H,563.5045,369.3374,351.3268,211.1703
FAHFA(13:1/24:0)-H,577.5201,383.3531,365.3425,211.1703
FAHFA(13:1/24:1)-H,575.5045,381.3374,363.3268,211.1703
FAHFA(13:1/24:2)-H,573.4888,379.3218,361.3112,211.1703
FAHFA(13:1/24:4)-H,569.4575,375.2905,357.2799,211.1703
FAHFA(13:1/25:0)-H,591.5358,397.3687,379.3582,211.1703
FAHFA(13:1/26:0)-H,605.5515,411.3844,393.3738,211.1703
FAHFA(13:1/26:1)-H,603.5358,409.3687,391.3582,211.1703
FAHFA(13:1/26:2)-H,601.5201,407.3531,389.3425,211.1703
FAHFA(13:1/26:4)-H,597.4888,403.3218,385.3112,211.1703
FAHFA(13:1/27:0)-H,619.5671,425.4,407.3894,211.1703
FAHFA(14:0/4:0)-H,313.2384,103.0401,85.0295,227.2016
FAHFA(14:0/5:0)-H,327.2541,117.0557,99.04515,227.2016
FAHFA(14:0/6:0)-H,341.2697,131.0714,113.0608,227.2016
FAHFA(14:0/7:0)-H,355.2854,145.087,127.0764,227.2016
FAHFA(14:0/8:0)-H,369.301,159.1027,141.0921,227.2016
FAHFA(14:0/9:0)-H,383.3167,173.1183,155.1078,227.2016
FAHFA(14:0/10:0)-H,397.3323,187.134,169.1234,227.2016
FAHFA(14:0/11:0)-H,411.348,201.1496,183.1391,227.2016
FAHFA(14:0/12:0)-H,425.3636,215.1653,197.1547,227.2016
FAHFA(14:0/13:0)-H,439.3793,229.1809,211.1703,227.2016
FAHFA(14:0/13:1)-H,437.3636,227.1653,209.1547,227.2016
FAHFA(14:0/14:0)-H,453.3949,243.1966,225.186,227.2016
FAHFA(14:0/14:1)-H,451.3793,241.1809,223.1703,227.2016
FAHFA(14:0/15:0)-H,467.4106,257.2122,239.2016,227.2016
FAHFA(14:0/15:1)-H,465.3949,255.1966,237.186,227.2016
FAHFA(14:0/16:0)-H,481.4262,271.2279,253.2173,227.2016
FAHFA(14:0/16:1)-H,479.4106,269.2122,251.2016,227.2016
FAHFA(14:0/16:2)-H,477.3949,267.1966,249.186,227.2016
FAHFA(14:0/16:3)-H,475.3793,265.1809,247.1703,227.2016
FAHFA(14:0/17:0)-H,495.4419,285.2435,267.2329,227.2016
FAHFA(14:0/17:1)-H,493.4262,283.2279,265.2173,227.2016
FAHFA(14:0/17:2)-H,491.4106,281.2122,263.2017,227.2016
FAHFA(14:0/18:0)-H,509.4575,299.2592,281.2486,227.2016
FAHFA(14:0/18:1)-H,507.4419,297.2435,279.2329,227.2016
FAHFA(14:0/18:2)-H,505.4262,295.2279,277.2173,227.2016
FAHFA(14:0/18:3)-H,503.4106,293.2122,275.2017,227.2016
FAHFA(14:0/19:0)-H,523.4732,313.2748,295.2643,227.2016
FAHFA(14:0/19:1)-H,521.4575,311.2592,293.2486,227.2016
FAHFA(14:0/19:2)-H,519.4419,309.2435,291.2329,227.2016
FAHFA(14:0/20:0)-H,537.4888,327.2905,309.2799,227.2016
FAHFA(14:0/20:1)-H,535.4732,325.2748,307.2643,227.2016
FAHFA(14:0/20:2)-H,533.4575,323.2592,305.2486,227.2016
FAHFA(14:0/20:3)-H,531.4419,321.2435,303.2329,227.2016
FAHFA(14:0/20:4)-H,529.4262,319.2279,301.2173,227.2016
FAHFA(14:0/21:0)-H,551.5045,341.3061,323.2956,227.2016
FAHFA(14:0/21:1)-H,549.4888,339.2905,321.2799,227.2016
FAHFA(14:0/21:2)-H,547.4732,337.2748,319.2643,227.2016
FAHFA(14:0/22:0)-H,565.5201,355.3218,337.3112,227.2016
FAHFA(14:0/22:1)-H,563.5045,353.3061,335.2956,227.2016
FAHFA(14:0/22:2)-H,561.4888,351.2905,333.2799,227.2016
FAHFA(14:0/22:3)-H,559.4732,349.2748,331.2643,227.2016
FAHFA(14:0/22:4)-H,557.4575,347.2592,329.2486,227.2016
FAHFA(14:0/22:5)-H,555.4419,345.2435,327.2329,227.2016
FAHFA(14:0/23:0)-H,579.5358,369.3374,351.3268,227.2016
FAHFA(14:0/24:0)-H,593.5515,383.3531,365.3425,227.2016
FAHFA(14:0/24:1)-H,591.5358,381.3374,363.3268,227.2016
FAHFA(14:0/24:2)-H,589.5201,379.3218,361.3112,227.2016
FAHFA(14:0/24:4)-H,585.4888,375.2905,357.2799,227.2016
FAHFA(14:0/25:0)-H,607.5671,397.3687,379.3582,227.2016
FAHFA(14:0/26:0)-H,621.5827,411.3844,393.3738,227.2016
FAHFA(14:0/26:1)-H,619.5671,409.3687,391.3582,227.2016
FAHFA(14:0/26:2)-H,617.5515,407.3531,389.3425,227.2016
FAHFA(14:0/26:4)-H,613.5201,403.3218,385.3112,227.2016
FAHFA(14:0/27:0)-H,635.5984,425.4,407.3894,227.2016
FAHFA(14:1/4:0)-H,311.2228,103.0401,85.0295,225.186
FAHFA(14:1/5:0)-H,325.2384,117.0557,99.04515,225.186
FAHFA(14:1/6:0)-H,339.2541,131.0714,113.0608,225.186
FAHFA(14:1/7:0)-H,353.2697,145.087,127.0764,225.186
FAHFA(14:1/8:0)-H,367.2854,159.1027,141.0921,225.186
FAHFA(14:1/9:0)-H,381.301,173.1183,155.1078,225.186
FAHFA(14:1/10:0)-H,395.3167,187.134,169.1234,225.186
FAHFA(14:1/11:0)-H,409.3323,201.1496,183.1391,225.186
FAHFA(14:1/12:0)-H,423.348,215.1653,197.1547,225.186
FAHFA(14:1/13:0)-H,437.3636,229.1809,211.1703,225.186
FAHFA(14:1/13:1)-H,435.348,227.1653,209.1547,225.186
FAHFA(14:1/14:0)-H,451.3793,243.1966,225.186,225.186
FAHFA(14:1/14:1)-H,449.3636,241.1809,223.1703,225.186
FAHFA(14:1/15:0)-H,465.3949,257.2122,239.2016,225.186
FAHFA(14:1/15:1)-H,463.3793,255.1966,237.186,225.186
FAHFA(14:1/16:0)-H,479.4106,271.2279,253.2173,225.186
FAHFA(14:1/16:1)-H,477.3949,269.2122,251.2016,225.186
FAHFA(14:1/16:2)-H,475.3793,267.1966,249.186,225.186
FAHFA(14:1/16:3)-H,473.3636,265.1809,247.1703,225.186
FAHFA(14:1/17:0)-H,493.4262,285.2435,267.2329,225.186
FAHFA(14:1/17:1)-H,491.4106,283.2279,265.2173,225.186
FAHFA(14:1/17:2)-H,489.3949,281.2122,263.2017,225.186
FAHFA(14:1/18:0)-H,507.4419,299.2592,281.2486,225.186
FAHFA(14:1/18:1)-H,505.4262,297.2435,279.2329,225.186
FAHFA(14:1/18:2)-H,503.4106,295.2279,277.2173,225.186
FAHFA(14:1/18:3)-H,501.3949,293.2122,275.2017,225.186
FAHFA(14:1/19:0)-H,521.4575,313.2748,295.2643,225.186
FAHFA(14:1/19:1)-H,519.4419,311.2592,293.2486,225.186
FAHFA(14:1/19:2)-H,517.4262,309.2435,291.2329,225.186
FAHFA(14:1/20:0)-H,535.4732,327.2905,309.2799,225.186
FAHFA(14:1/20:1)-H,533.4575,325.2748,307.2643,225.186
FAHFA(14:1/20:2)-H,531.4419,323.2592,305.2486,225.186
FAHFA(14:1/20:3)-H,529.4262,321.2435,303.2329,225.186
FAHFA(14:1/20:4)-H,527.4106,319.2279,301.2173,225.186
FAHFA(14:1/21:0)-H,549.4888,341.3061,323.2956,225.186
FAHFA(14:1/21:1)-H,547.4732,339.2905,321.2799,225.186
FAHFA(14:1/21:2)-H,545.4575,337.2748,319.2643,225.186
FAHFA(14:1/22:0)-H,563.5045,355.3218,337.3112,225.186
FAHFA(14:1/22:1)-H,561.4888,353.3061,335.2956,225.186
FAHFA(14:1/22:2)-H,559.4732,351.2905,333.2799,225.186
FAHFA(14:1/22:3)-H,557.4575,349.2748,331.2643,225.186
FAHFA(14:1/22:4)-H,555.4419,347.2592,329.2486,225.186
FAHFA(14:1/22:5)-H,553.4262,345.2435,327.2329,225.186
FAHFA(14:1/23:0)-H,577.5201,369.3374,351.3268,225.186
FAHFA(14:1/24:0)-H,591.5358,383.3531,365.3425,225.186
FAHFA(14:1/24:1)-H,589.5201,381.3374,363.3268,225.186
FAHFA(14:1/24:2)-H,587.5045,379.3218,361.3112,225.186
FAHFA(14:1/24:4)-H,583.4732,375.2905,357.2799,225.186
FAHFA(14:1/25:0)-H,605.5515,397.3687,379.3582,225.186
FAHFA(14:1/26:0)-H,619.5671,411.3844,393.3738,225.186
FAHFA(14:1/26:1)-H,617.5515,409.3687,391.3582,225.186
FAHFA(14:1/26:2)-H,615.5358,407.3531,389.3425,225.186
FAHFA(14:1/26:4)-H,611.5045,403.3218,385.3112,225.186
FAHFA(14:1/27:0)-H,633.5827,425.4,407.3894,225.186
FAHFA(15:0/3:0)-H,313.2384,89.02442,71.01385,241.2173
FAHFA(15:0/4:0)-H,327.2541,103.0401,85.0295,241.2173
FAHFA(15:0/5:0)-H,341.2697,117.0557,99.04515,241.2173
FAHFA(15:0/6:0)-H,355.2854,131.0714,113.0608,241.2173
FAHFA(15:0/7:0)-H,369.301,145.087,127.0764,241.2173
FAHFA(15:0/8:0)-H,383.3167,159.1027,141.0921,241.2173
FAHFA(15:0/9:0)-H,397.3323,173.1183,155.1078,241.2173
FAHFA(15:0/10:0)-H,411.348,187.134,169.1234,241.2173
FAHFA(15:0/11:0)-H,425.3636,201.1496,183.1391,241.2173
FAHFA(15:0/12:0)-H,439.3793,215.1653,197.1547,241.2173
FAHFA(15:0/13:0)-H,453.3949,229.1809,211.1703,241.2173
FAHFA(15:0/13:1)-H,451.3793,227.1653,209.1547,241.2173
FAHFA(15:0/14:0)-H,467.4106,243.1966,225.186,241.2173
FAHFA(15:0/14:1)-H,465.3949,241.1809,223.1703,241.2173
FAHFA(15:0/15:0)-H,481.4262,257.2122,239.2016,241.2173
FAHFA(15:0/15:1)-H,479.4106,255.1966,237.186,241.2173
FAHFA(15:0/16:0)-H,495.4419,271.2279,253.2173,241.2173
FAHFA(15:0/16:1)-H,493.4262,269.2122,251.2016,241.2173
FAHFA(15:0/16:2)-H,491.4106,267.1966,249.186,241.2173
FAHFA(15:0/16:3)-H,489.3949,265.1809,247.1703,241.2173
FAHFA(15:0/17:0)-H,509.4575,285.2435,267.2329,241.2173
FAHFA(15:0/17:1)-H,507.4419,283.2279,265.2173,241.2173
FAHFA(15:0/17:2)-H,505.4262,281.2122,263.2017,241.2173
FAHFA(15:0/18:0)-H,523.4732,299.2592,281.2486,241.2173
FAHFA(15:0/18:1)-H,521.4575,297.2435,279.2329,241.2173
FAHFA(15:0/18:2)-H,519.4419,295.2279,277.2173,241.2173
FAHFA(15:0/18:3)-H,517.4262,293.2122,275.2017,241.2173
FAHFA(15:0/19:0)-H,537.4888,313.2748,295.2643,241.2173
FAHFA(15:0/19:1)-H,535.4732,311.2592,293.2486,241.2173
FAHFA(15:0/19:2)-H,533.4575,309.2435,291.2329,241.2173
FAHFA(15:0/20:0)-H,551.5045,327.2905,309.2799,241.2173
FAHFA(15:0/20:1)-H,549.4888,325.2748,307.2643,241.2173
FAHFA(15:0/20:2)-H,547.4732,323.2592,305.2486,241.2173
FAHFA(15:0/20:3)-H,545.4575,321.2435,303.2329,241.2173
