DGDG,[M+C2H3O2]-,[M-H]-,NL of SN1+HCOOH,NL of SN2+HCOOH,NL of SN1+HCOOH+H2O,NL of SN2+HCOOH+H2O,C15H27O13,C15H25O12,C15H23O11,SN2,SN1
DGDG(16:1_26:1)+C2H3O2,1087.751,1027.73,791.5158,651.3594,773.5052,633.3489,415.1457,397.1352,379.1246,393.373,253.2166
DGDG(16:1_26:2)+C2H3O2,1085.735,1025.714,789.5002,651.3594,771.4896,633.3489,415.1457,397.1352,379.1246,391.3574,253.2166
DGDG(16:1_26:4)+C2H3O2,1081.704,1021.683,785.4689,651.3594,767.4583,633.3488,415.1457,397.1352,379.1246,387.3261,253.2166
DGDG(27:0_16:1)+C2H3O2,1103.782,1043.761,651.3594,807.5471,633.3489,789.5366,415.1457,397.1352,379.1246,253.2166,409.4043
DGDG(16:2_16:2)+C2H3O2,943.563,883.5419,649.3437,649.3437,631.3331,631.3331,415.1457,397.1352,379.1246,251.201,251.201
DGDG(16:2_16:3)+C2H3O2,941.5474,881.5262,647.328,649.3436,629.3174,631.3331,415.1457,397.1352,379.1246,249.1853,251.201
DGDG(16:2_16:4)+C2H3O2,939.5317,879.5106,645.3124,649.3436,627.3018,631.3331,415.1457,397.1352,379.1246,247.1697,251.201
DGDG(17:0_16:2)+C2H3O2,961.61,901.5889,649.3437,667.3906,631.3331,649.3801,415.1457,397.1352,379.1246,251.201,269.2479
DGDG(17:1_16:2)+C2H3O2,959.5944,899.5732,649.3437,665.3749,631.3331,647.3644,415.1457,397.1352,379.1246,251.201,267.2323
DGDG(16:2_17:2)+C2H3O2,957.5787,897.5576,663.3593,649.3437,645.3488,631.3331,415.1457,397.1352,379.1246,265.2166,251.201
DGDG(18:0_16:2)+C2H3O2,975.6256,915.6045,649.3437,681.4063,631.3331,663.3957,415.1457,397.1352,379.1246,251.201,283.2635
DGDG(18:1_16:2)+C2H3O2,973.61,913.5889,649.3437,679.3906,631.3331,661.3801,415.1457,397.1352,379.1246,251.201,281.2479
DGDG(16:2_18:2)+C2H3O2,971.5944,911.5732,677.3749,649.3437,659.3644,631.3331,415.1457,397.1352,379.1246,279.2323,251.201
DGDG(16:2_18:3)+C2H3O2,969.5787,909.5576,675.3593,649.3437,657.3488,631.3331,415.1457,397.1352,379.1246,277.2166,251.201
DGDG(16:2_18:4)+C2H3O2,967.563,907.5419,673.3437,649.3437,655.3331,631.3331,415.1457,397.1352,379.1246,275.201,251.201
DGDG(16:2_18:5)+C2H3O2,965.5474,905.5262,671.328,649.3436,653.3174,631.3331,415.1457,397.1352,379.1246,273.1853,251.201
DGDG(19:0_16:2)+C2H3O2,989.6413,929.6202,649.3437,695.4219,631.3331,677.4114,415.1457,397.1352,379.1246,251.201,297.2792
DGDG(19:1_16:2)+C2H3O2,987.6256,927.6045,649.3437,693.4063,631.3331,675.3957,415.1457,397.1352,379.1246,251.201,295.2635
DGDG(16:2_19:2)+C2H3O2,985.61,925.5889,691.3906,649.3437,673.3801,631.3331,415.1457,397.1352,379.1246,293.2479,251.201
DGDG(20:0_16:2)+C2H3O2,1003.657,943.6358,649.3438,709.4376,631.3331,691.427,415.1457,397.1352,379.1246,251.201,311.2948
DGDG(20:1_16:2)+C2H3O2,1001.641,941.6202,649.3437,707.4219,631.3331,689.4114,415.1457,397.1352,379.1246,251.201,309.2792
DGDG(16:2_20:2)+C2H3O2,999.6256,939.6045,705.4063,649.3437,687.3957,631.3331,415.1457,397.1352,379.1246,307.2635,251.201
DGDG(16:2_20:3)+C2H3O2,997.61,937.5889,703.3906,649.3437,685.3801,631.3331,415.1457,397.1352,379.1246,305.2479,251.201
DGDG(16:2_20:4)+C2H3O2,995.5944,935.5732,701.3749,649.3437,683.3644,631.3331,415.1457,397.1352,379.1246,303.2323,251.201
DGDG(16:2_20:5)+C2H3O2,993.5787,933.5576,699.3593,649.3437,681.3488,631.3331,415.1457,397.1352,379.1246,301.2166,251.201
DGDG(21:0_16:2)+C2H3O2,1017.673,957.6514,649.3438,723.4532,631.3332,705.4426,415.1457,397.1352,379.1246,251.201,325.3105
DGDG(21:1_16:2)+C2H3O2,1015.657,955.6358,649.3438,721.4376,631.3331,703.427,415.1457,397.1352,379.1246,251.201,323.2948
DGDG(16:2_21:2)+C2H3O2,1013.641,953.6202,719.4219,649.3437,701.4114,631.3331,415.1457,397.1352,379.1246,321.2792,251.201
DGDG(22:0_16:2)+C2H3O2,1031.688,971.6671,649.3438,737.4689,631.3332,719.4583,415.1457,397.1352,379.1246,251.201,339.3261
DGDG(22:1_16:2)+C2H3O2,1029.673,969.6514,649.3438,735.4532,631.3332,717.4426,415.1457,397.1352,379.1246,251.201,337.3105
DGDG(16:2_22:2)+C2H3O2,1027.657,967.6358,733.4376,649.3438,715.427,631.3331,415.1457,397.1352,379.1246,335.2948,251.201
DGDG(16:2_22:3)+C2H3O2,1025.641,965.6202,731.4219,649.3437,713.4114,631.3331,415.1457,397.1352,379.1246,333.2792,251.201
DGDG(16:2_22:4)+C2H3O2,1023.626,963.6045,729.4063,649.3437,711.3957,631.3331,415.1457,397.1352,379.1246,331.2635,251.201
DGDG(16:2_22:5)+C2H3O2,1021.61,961.5889,727.3906,649.3437,709.3801,631.3331,415.1457,397.1352,379.1246,329.2479,251.201
DGDG(16:2_22:6)+C2H3O2,1019.594,959.5732,725.3749,649.3437,707.3644,631.3331,415.1457,397.1352,379.1246,327.2323,251.201
DGDG(23:0_16:2)+C2H3O2,1045.704,985.6827,649.3438,751.4845,631.3332,733.4739,415.1457,397.1352,379.1246,251.201,353.3417
DGDG(24:0_16:2)+C2H3O2,1059.719,999.6984,649.3438,765.5002,631.3332,747.4896,415.1457,397.1352,379.1246,251.201,367.3574
DGDG(24:1_16:2)+C2H3O2,1057.704,997.6827,649.3438,763.4845,631.3332,745.4739,415.1457,397.1352,379.1246,251.201,365.3417
DGDG(16:2_24:2)+C2H3O2,1055.688,995.6671,761.4689,649.3438,743.4583,631.3332,415.1457,397.1352,379.1246,363.3261,251.201
DGDG(16:2_24:4)+C2H3O2,1051.657,991.6358,757.4376,649.3438,739.427,631.3331,415.1457,397.1352,379.1246,359.2948,251.201
DGDG(25:0_16:2)+C2H3O2,1073.735,1013.714,649.3438,779.5158,631.3332,761.5052,415.1457,397.1352,379.1246,251.201,381.373
DGDG(26:0_16:2)+C2H3O2,1087.751,1027.73,649.3438,793.5314,631.3332,775.5209,415.1457,397.1352,379.1246,251.201,395.3887
DGDG(26:1_16:2)+C2H3O2,1085.735,1025.714,649.3438,791.5158,631.3332,773.5052,415.1457,397.1352,379.1246,251.201,393.373
DGDG(16:2_26:2)+C2H3O2,1083.719,1023.698,789.5002,649.3438,771.4896,631.3332,415.1457,397.1352,379.1246,391.3574,251.201
DGDG(16:2_26:4)+C2H3O2,1079.688,1019.667,785.4689,649.3438,767.4583,631.3332,415.1457,397.1352,379.1246,387.3261,251.201
DGDG(27:0_16:2)+C2H3O2,1101.766,1041.745,649.3438,807.5471,631.3333,789.5366,415.1457,397.1352,379.1246,251.201,409.4043
DGDG(16:3_16:3)+C2H3O2,939.5317,879.5106,647.328,647.328,629.3174,629.3174,415.1457,397.1352,379.1246,249.1853,249.1853
DGDG(16:3_16:4)+C2H3O2,937.5161,877.4949,645.3124,647.328,627.3018,629.3174,415.1457,397.1352,379.1246,247.1697,249.1853
DGDG(17:0_16:3)+C2H3O2,959.5944,899.5732,647.3281,667.3906,629.3175,649.3801,415.1457,397.1352,379.1246,249.1853,269.2479
DGDG(17:1_16:3)+C2H3O2,957.5787,897.5576,647.328,665.3749,629.3174,647.3644,415.1457,397.1352,379.1246,249.1853,267.2323
DGDG(17:2_16:3)+C2H3O2,955.563,895.5419,647.328,663.3593,629.3174,645.3488,415.1457,397.1352,379.1246,249.1853,265.2166
DGDG(18:0_16:3)+C2H3O2,973.61,913.5889,647.3281,681.4063,629.3175,663.3957,415.1457,397.1352,379.1246,249.1853,283.2635
DGDG(18:1_16:3)+C2H3O2,971.5944,911.5732,647.3281,679.3906,629.3175,661.3801,415.1457,397.1352,379.1246,249.1853,281.2479
DGDG(18:2_16:3)+C2H3O2,969.5787,909.5576,647.328,677.3749,629.3174,659.3644,415.1457,397.1352,379.1246,249.1853,279.2323
DGDG(16:3_18:3)+C2H3O2,967.563,907.5419,675.3593,647.328,657.3488,629.3174,415.1457,397.1352,379.1246,277.2166,249.1853
DGDG(16:3_18:4)+C2H3O2,965.5474,905.5262,673.3436,647.328,655.3331,629.3174,415.1457,397.1352,379.1246,275.201,249.1853
DGDG(16:3_18:5)+C2H3O2,963.5317,903.5106,671.328,647.328,653.3174,629.3174,415.1457,397.1352,379.1246,273.1853,249.1853
DGDG(19:0_16:3)+C2H3O2,987.6256,927.6045,647.3281,695.4219,629.3175,677.4113,415.1457,397.1352,379.1246,249.1853,297.2792
DGDG(19:1_16:3)+C2H3O2,985.61,925.5889,647.3281,693.4063,629.3175,675.3957,415.1457,397.1352,379.1246,249.1853,295.2635
DGDG(19:2_16:3)+C2H3O2,983.5944,923.5732,647.3281,691.3906,629.3175,673.3801,415.1457,397.1352,379.1246,249.1853,293.2479
DGDG(20:0_16:3)+C2H3O2,1001.641,941.6202,647.3281,709.4376,629.3175,691.427,415.1457,397.1352,379.1246,249.1853,311.2948
DGDG(20:1_16:3)+C2H3O2,999.6256,939.6045,647.3281,707.4219,629.3175,689.4113,415.1457,397.1352,379.1246,249.1853,309.2792
DGDG(20:2_16:3)+C2H3O2,997.61,937.5889,647.3281,705.4063,629.3175,687.3957,415.1457,397.1352,379.1246,249.1853,307.2635
DGDG(16:3_20:3)+C2H3O2,995.5944,935.5732,703.3906,647.3281,685.3801,629.3175,415.1457,397.1352,379.1246,305.2479,249.1853
DGDG(16:3_20:4)+C2H3O2,993.5787,933.5576,701.3749,647.328,683.3644,629.3174,415.1457,397.1352,379.1246,303.2323,249.1853
DGDG(16:3_20:5)+C2H3O2,991.563,931.5419,699.3593,647.328,681.3488,629.3174,415.1457,397.1352,379.1246,301.2166,249.1853
DGDG(21:0_16:3)+C2H3O2,1015.657,955.6358,647.3281,723.4532,629.3175,705.4426,415.1457,397.1352,379.1246,249.1853,325.3105
DGDG(21:1_16:3)+C2H3O2,1013.641,953.6202,647.3281,721.4376,629.3175,703.427,415.1457,397.1352,379.1246,249.1853,323.2948
DGDG(21:2_16:3)+C2H3O2,1011.626,951.6045,647.3281,719.4219,629.3175,701.4113,415.1457,397.1352,379.1246,249.1853,321.2792
DGDG(22:0_16:3)+C2H3O2,1029.673,969.6514,647.3281,737.4689,629.3175,719.4583,415.1457,397.1352,379.1246,249.1853,339.3261
DGDG(22:1_16:3)+C2H3O2,1027.657,967.6358,647.3281,735.4532,629.3175,717.4426,415.1457,397.1352,379.1246,249.1853,337.3105
DGDG(22:2_16:3)+C2H3O2,1025.641,965.6202,647.3281,733.4376,629.3175,715.427,415.1457,397.1352,379.1246,249.1853,335.2948
DGDG(16:3_22:3)+C2H3O2,1023.626,963.6045,731.4219,647.3281,713.4113,629.3175,415.1457,397.1352,379.1246,333.2792,249.1853
DGDG(16:3_22:4)+C2H3O2,1021.61,961.5889,729.4063,647.3281,711.3957,629.3175,415.1457,397.1352,379.1246,331.2635,249.1853
DGDG(16:3_22:5)+C2H3O2,1019.594,959.5732,727.3906,647.3281,709.3801,629.3175,415.1457,397.1352,379.1246,329.2479,249.1853
DGDG(16:3_22:6)+C2H3O2,1017.579,957.5576,725.3749,647.328,707.3644,629.3174,415.1457,397.1352,379.1246,327.2323,249.1853
DGDG(23:0_16:3)+C2H3O2,1043.688,983.6671,647.3281,751.4845,629.3176,733.4739,415.1457,397.1352,379.1246,249.1853,353.3417
DGDG(24:0_16:3)+C2H3O2,1057.704,997.6827,647.3281,765.5001,629.3176,747.4896,415.1457,397.1352,379.1246,249.1853,367.3574
DGDG(24:1_16:3)+C2H3O2,1055.688,995.6671,647.3281,763.4845,629.3176,745.4739,415.1457,397.1352,379.1246,249.1853,365.3417
DGDG(24:2_16:3)+C2H3O2,1053.673,993.6514,647.3281,761.4689,629.3175,743.4583,415.1457,397.1352,379.1246,249.1853,363.3261
DGDG(16:3_24:4)+C2H3O2,1049.641,989.6202,757.4376,647.3281,739.427,629.3175,415.1457,397.1352,379.1246,359.2948,249.1853
DGDG(25:0_16:3)+C2H3O2,1071.719,1011.698,647.3281,779.5158,629.3176,761.5052,415.1457,397.1352,379.1246,249.1853,381.373
DGDG(26:0_16:3)+C2H3O2,1085.735,1025.714,647.3281,793.5314,629.3176,775.5209,415.1457,397.1352,379.1246,249.1853,395.3887
DGDG(26:1_16:3)+C2H3O2,1083.719,1023.698,647.3281,791.5158,629.3176,773.5052,415.1457,397.1352,379.1246,249.1853,393.373
DGDG(26:2_16:3)+C2H3O2,1081.704,1021.683,647.3281,789.5001,629.3176,771.4896,415.1457,397.1352,379.1246,249.1853,391.3574
DGDG(16:3_26:4)+C2H3O2,1077.673,1017.651,785.4689,647.3281,767.4583,629.3175,415.1457,397.1352,379.1246,387.3261,249.1853
DGDG(27:0_16:3)+C2H3O2,1099.751,1039.73,647.3281,807.5471,629.3176,789.5366,415.1457,397.1352,379.1246,249.1853,409.4043
DGDG(16:4_16:4)+C2H3O2,935.5004,875.4793,645.3123,645.3123,627.3018,627.3018,415.1457,397.1352,379.1246,247.1697,247.1697
DGDG(17:0_16:4)+C2H3O2,957.5787,897.5576,645.3124,667.3906,627.3018,649.38,415.1457,397.1352,379.1246,247.1697,269.2479
DGDG(17:1_16:4)+C2H3O2,955.563,895.5419,645.3124,665.3749,627.3018,647.3644,415.1457,397.1352,379.1246,247.1697,267.2323
DGDG(17:2_16:4)+C2H3O2,953.5474,893.5262,645.3124,663.3593,627.3018,645.3488,415.1457,397.1352,379.1246,247.1697,265.2166
DGDG(18:0_16:4)+C2H3O2,971.5944,911.5732,645.3124,681.4063,627.3018,663.3957,415.1457,397.1352,379.1246,247.1697,283.2635
DGDG(18:1_16:4)+C2H3O2,969.5787,909.5576,645.3124,679.3906,627.3018,661.38,415.1457,397.1352,379.1246,247.1697,281.2479
DGDG(18:2_16:4)+C2H3O2,967.563,907.5419,645.3124,677.3749,627.3018,659.3644,415.1457,397.1352,379.1246,247.1697,279.2323
DGDG(18:3_16:4)+C2H3O2,965.5474,905.5262,645.3124,675.3593,627.3018,657.3488,415.1457,397.1352,379.1246,247.1697,277.2166
DGDG(16:4_18:4)+C2H3O2,963.5317,903.5106,673.3436,645.3124,655.3331,627.3018,415.1457,397.1352,379.1246,275.201,247.1697
DGDG(16:4_18:5)+C2H3O2,961.5161,901.4949,671.328,645.3124,653.3174,627.3018,415.1457,397.1352,379.1246,273.1853,247.1697
DGDG(19:0_16:4)+C2H3O2,985.61,925.5889,645.3124,695.4219,627.3019,677.4113,415.1457,397.1352,379.1246,247.1697,297.2792
DGDG(19:1_16:4)+C2H3O2,983.5944,923.5732,645.3124,693.4063,627.3018,675.3957,415.1457,397.1352,379.1246,247.1697,295.2635
DGDG(19:2_16:4)+C2H3O2,981.5787,921.5576,645.3124,691.3906,627.3018,673.38,415.1457,397.1352,379.1246,247.1697,293.2479
DGDG(20:0_16:4)+C2H3O2,999.6256,939.6045,645.3124,709.4376,627.3019,691.427,415.1457,397.1352,379.1246,247.1697,311.2948
DGDG(20:1_16:4)+C2H3O2,997.61,937.5889,645.3124,707.4219,627.3019,689.4113,415.1457,397.1352,379.1246,247.1697,309.2792
DGDG(20:2_16:4)+C2H3O2,995.5944,935.5732,645.3124,705.4063,627.3018,687.3957,415.1457,397.1352,379.1246,247.1697,307.2635
DGDG(20:3_16:4)+C2H3O2,993.5787,933.5576,645.3124,703.3906,627.3018,685.38,415.1457,397.1352,379.1246,247.1697,305.2479
DGDG(16:4_20:4)+C2H3O2,991.563,931.5419,701.3749,645.3124,683.3644,627.3018,415.1457,397.1352,379.1246,303.2323,247.1697
DGDG(16:4_20:5)+C2H3O2,989.5474,929.5262,699.3593,645.3124,681.3488,627.3018,415.1457,397.1352,379.1246,301.2166,247.1697
DGDG(21:0_16:4)+C2H3O2,1013.641,953.6202,645.3124,723.4532,627.3019,705.4426,415.1457,397.1352,379.1246,247.1697,325.3105
DGDG(21:1_16:4)+C2H3O2,1011.626,951.6045,645.3124,721.4376,627.3019,703.427,415.1457,397.1352,379.1246,247.1697,323.2948
DGDG(21:2_16:4)+C2H3O2,1009.61,949.5889,645.3124,719.4219,627.3019,701.4113,415.1457,397.1352,379.1246,247.1697,321.2792
DGDG(22:0_16:4)+C2H3O2,1027.657,967.6358,645.3124,737.4688,627.3019,719.4583,415.1457,397.1352,379.1246,247.1697,339.3261
DGDG(22:1_16:4)+C2H3O2,1025.641,965.6202,645.3124,735.4532,627.3019,717.4426,415.1457,397.1352,379.1246,247.1697,337.3105
DGDG(22:2_16:4)+C2H3O2,1023.626,963.6045,645.3124,733.4376,627.3019,715.427,415.1457,397.1352,379.1246,247.1697,335.2948
DGDG(22:3_16:4)+C2H3O2,1021.61,961.5889,645.3124,731.4219,627.3019,713.4113,415.1457,397.1352,379.1246,247.1697,333.2792
DGDG(16:4_22:4)+C2H3O2,1019.594,959.5732,729.4063,645.3124,711.3957,627.3018,415.1457,397.1352,379.1246,331.2635,247.1697
DGDG(16:4_22:5)+C2H3O2,1017.579,957.5576,727.3906,645.3124,709.38,627.3018,415.1457,397.1352,379.1246,329.2479,247.1697
DGDG(16:4_22:6)+C2H3O2,1015.563,955.5419,725.3749,645.3124,707.3644,627.3018,415.1457,397.1352,379.1246,327.2323,247.1697
DGDG(23:0_16:4)+C2H3O2,1041.673,981.6514,645.3124,751.4845,627.3019,733.4739,415.1457,397.1352,379.1246,247.1697,353.3417
DGDG(24:0_16:4)+C2H3O2,1055.688,995.6671,645.3124,765.5001,627.3019,747.4896,415.1457,397.1352,379.1246,247.1697,367.3574
DGDG(24:1_16:4)+C2H3O2,1053.673,993.6514,645.3124,763.4845,627.3019,745.4739,415.1457,397.1352,379.1246,247.1697,365.3417
DGDG(24:2_16:4)+C2H3O2,1051.657,991.6358,645.3124,761.4688,627.3019,743.4583,415.1457,397.1352,379.1246,247.1697,363.3261
DGDG(16:4_24:4)+C2H3O2,1047.626,987.6045,757.4376,645.3124,739.427,627.3019,415.1457,397.1352,379.1246,359.2948,247.1697
DGDG(25:0_16:4)+C2H3O2,1069.704,1009.683,645.3125,779.5158,627.3019,761.5052,415.1457,397.1352,379.1246,247.1697,381.373
DGDG(26:0_16:4)+C2H3O2,1083.719,1023.698,645.3125,793.5314,627.3019,775.5209,415.1457,397.1352,379.1246,247.1697,395.3887
DGDG(26:1_16:4)+C2H3O2,1081.704,1021.683,645.3125,791.5158,627.3019,773.5052,415.1457,397.1352,379.1246,247.1697,393.373
DGDG(26:2_16:4)+C2H3O2,1079.688,1019.667,645.3124,789.5001,627.3019,771.4896,415.1457,397.1352,379.1246,247.1697,391.3574
DGDG(16:4_26:4)+C2H3O2,1075.657,1015.636,785.4688,645.3124,767.4583,627.3019,415.1457,397.1352,379.1246,387.3261,247.1697
DGDG(27:0_16:4)+C2H3O2,1097.735,1037.714,645.3125,807.5471,627.3019,789.5366,415.1457,397.1352,379.1246,247.1697,409.4043
DGDG(17:0_17:0)+C2H3O2,979.6569,919.6358,667.3906,667.3906,649.3801,649.3801,415.1457,397.1352,379.1246,269.2479,269.2479
DGDG(17:0_17:1)+C2H3O2,977.6413,917.6202,665.375,667.3906,647.3644,649.3801,415.1457,397.1352,379.1246,267.2323,269.2479
DGDG(17:0_17:2)+C2H3O2,975.6256,915.6045,663.3593,667.3906,645.3488,649.3801,415.1457,397.1352,379.1246,265.2166,269.2479
DGDG(17:0_18:0)+C2H3O2,993.6726,933.6514,681.4063,667.3906,663.3958,649.3801,415.1457,397.1352,379.1246,283.2635,269.2479
DGDG(17:0_18:1)+C2H3O2,991.6569,931.6358,679.3906,667.3906,661.3801,649.3801,415.1457,397.1352,379.1246,281.2479,269.2479
DGDG(17:0_18:2)+C2H3O2,989.6413,929.6202,677.375,667.3906,659.3644,649.3801,415.1457,397.1352,379.1246,279.2323,269.2479
DGDG(17:0_18:3)+C2H3O2,987.6256,927.6045,675.3593,667.3906,657.3488,649.3801,415.1457,397.1352,379.1246,277.2166,269.2479
DGDG(17:0_18:4)+C2H3O2,985.61,925.5889,673.3437,667.3906,655.3331,649.3801,415.1457,397.1352,379.1246,275.201,269.2479
DGDG(17:0_18:5)+C2H3O2,983.5944,923.5732,671.3281,667.3906,653.3175,649.3801,415.1457,397.1352,379.1246,273.1853,269.2479
DGDG(17:0_19:0)+C2H3O2,1007.688,947.6671,695.4219,667.3907,677.4114,649.3801,415.1457,397.1352,379.1246,297.2792,269.2479
DGDG(17:0_19:1)+C2H3O2,1005.673,945.6514,693.4063,667.3906,675.3958,649.3801,415.1457,397.1352,379.1246,295.2635,269.2479
DGDG(17:0_19:2)+C2H3O2,1003.657,943.6358,691.3906,667.3906,673.3801,649.3801,415.1457,397.1352,379.1246,293.2479,269.2479
DGDG(17:0_20:0)+C2H3O2,1021.704,961.6827,709.4376,667.3907,691.427,649.3801,415.1457,397.1352,379.1246,311.2948,269.2479
DGDG(17:0_20:1)+C2H3O2,1019.688,959.6671,707.4219,667.3907,689.4114,649.3801,415.1457,397.1352,379.1246,309.2792,269.2479
DGDG(17:0_20:2)+C2H3O2,1017.673,957.6514,705.4063,667.3906,687.3958,649.3801,415.1457,397.1352,379.1246,307.2635,269.2479
DGDG(17:0_20:3)+C2H3O2,1015.657,955.6358,703.3906,667.3906,685.3801,649.3801,415.1457,397.1352,379.1246,305.2479,269.2479
DGDG(17:0_20:4)+C2H3O2,1013.641,953.6202,701.375,667.3906,683.3644,649.3801,415.1457,397.1352,379.1246,303.2323,269.2479
DGDG(17:0_20:5)+C2H3O2,1011.626,951.6045,699.3593,667.3906,681.3488,649.3801,415.1457,397.1352,379.1246,301.2166,269.2479
DGDG(17:0_21:0)+C2H3O2,1035.719,975.6984,723.4532,667.3907,705.4427,649.3801,415.1457,397.1352,379.1246,325.3105,269.2479
DGDG(17:0_21:1)+C2H3O2,1033.704,973.6827,721.4376,667.3907,703.427,649.3801,415.1457,397.1352,379.1246,323.2948,269.2479
DGDG(17:0_21:2)+C2H3O2,1031.688,971.6671,719.4219,667.3907,701.4114,649.3801,415.1457,397.1352,379.1246,321.2792,269.2479
DGDG(17:0_22:0)+C2H3O2,1049.735,989.7141,737.4689,667.3907,719.4583,649.3801,415.1457,397.1352,379.1246,339.3261,269.2479
DGDG(17:0_22:1)+C2H3O2,1047.719,987.6984,735.4532,667.3907,717.4427,649.3801,415.1457,397.1352,379.1246,337.3105,269.2479
DGDG(17:0_22:2)+C2H3O2,1045.704,985.6827,733.4376,667.3907,715.427,649.3801,415.1457,397.1352,379.1246,335.2948,269.2479
DGDG(17:0_22:3)+C2H3O2,1043.688,983.6671,731.4219,667.3907,713.4114,649.3801,415.1457,397.1352,379.1246,333.2792,269.2479
DGDG(17:0_22:4)+C2H3O2,1041.673,981.6514,729.4063,667.3906,711.3958,649.3801,415.1457,397.1352,379.1246,331.2635,269.2479
DGDG(17:0_22:5)+C2H3O2,1039.657,979.6358,727.3906,667.3906,709.3801,649.3801,415.1457,397.1352,379.1246,329.2479,269.2479
DGDG(17:0_22:6)+C2H3O2,1037.641,977.6202,725.375,667.3906,707.3644,649.3801,415.1457,397.1352,379.1246,327.2323,269.2479
DGDG(17:0_23:0)+C2H3O2,1063.751,1003.73,751.4846,667.3907,733.474,649.3801,415.1457,397.1352,379.1246,353.3417,269.2479
DGDG(17:0_24:0)+C2H3O2,1077.766,1017.745,765.5002,667.3907,747.4896,649.3801,415.1457,397.1352,379.1246,367.3574,269.2479
DGDG(17:0_24:1)+C2H3O2,1075.751,1015.73,763.4846,667.3907,745.474,649.3801,415.1457,397.1352,379.1246,365.3417,269.2479
DGDG(17:0_24:2)+C2H3O2,1073.735,1013.714,761.4689,667.3907,743.4583,649.3801,415.1457,397.1352,379.1246,363.3261,269.2479
DGDG(17:0_24:4)+C2H3O2,1069.704,1009.683,757.4376,667.3907,739.427,649.3801,415.1457,397.1352,379.1246,359.2948,269.2479
DGDG(17:0_25:0)+C2H3O2,1091.782,1031.761,779.5159,667.3907,761.5053,649.3802,415.1457,397.1352,379.1246,381.373,269.2479
DGDG(17:0_26:0)+C2H3O2,1105.798,1045.777,793.5315,667.3907,775.5209,649.3802,415.1457,397.1352,379.1246,395.3887,269.2479
DGDG(17:0_26:1)+C2H3O2,1103.782,1043.761,791.5159,667.3907,773.5053,649.3802,415.1457,397.1352,379.1246,393.373,269.2479
DGDG(17:0_26:2)+C2H3O2,1101.766,1041.745,789.5002,667.3907,771.4896,649.3801,415.1457,397.1352,379.1246,391.3574,269.2479
DGDG(17:0_26:4)+C2H3O2,1097.735,1037.714,785.4689,667.3907,767.4583,649.3801,415.1457,397.1352,379.1246,387.3261,269.2479
DGDG(17:0_27:0)+C2H3O2,1119.813,1059.792,807.5471,667.3907,789.5366,649.3802,415.1457,397.1352,379.1246,409.4043,269.2479
DGDG(17:1_17:1)+C2H3O2,975.6256,915.6045,665.375,665.375,647.3644,647.3644,415.1457,397.1352,379.1246,267.2323,267.2323
DGDG(17:1_17:2)+C2H3O2,973.61,913.5889,663.3593,665.375,645.3488,647.3644,415.1457,397.1352,379.1246,265.2166,267.2323
DGDG(18:0_17:1)+C2H3O2,991.6569,931.6358,665.375,681.4063,647.3644,663.3957,415.1457,397.1352,379.1246,267.2323,283.2635
DGDG(17:1_18:1)+C2H3O2,989.6413,929.6202,679.3906,665.375,661.3801,647.3644,415.1457,397.1352,379.1246,281.2479,267.2323
DGDG(17:1_18:2)+C2H3O2,987.6256,927.6045,677.375,665.375,659.3644,647.3644,415.1457,397.1352,379.1246,279.2323,267.2323
DGDG(17:1_18:3)+C2H3O2,985.61,925.5889,675.3593,665.375,657.3488,647.3644,415.1457,397.1352,379.1246,277.2166,267.2323
DGDG(17:1_18:4)+C2H3O2,983.5944,923.5732,673.3437,665.3749,655.3331,647.3644,415.1457,397.1352,379.1246,275.201,267.2323
DGDG(17:1_18:5)+C2H3O2,981.5787,921.5576,671.328,665.3749,653.3174,647.3644,415.1457,397.1352,379.1246,273.1853,267.2323
DGDG(19:0_17:1)+C2H3O2,1005.673,945.6514,665.375,695.4219,647.3644,677.4114,415.1457,397.1352,379.1246,267.2323,297.2792
DGDG(17:1_19:1)+C2H3O2,1003.657,943.6358,693.4063,665.375,675.3957,647.3644,415.1457,397.1352,379.1246,295.2635,267.2323
DGDG(17:1_19:2)+C2H3O2,1001.641,941.6202,691.3906,665.375,673.3801,647.3644,415.1457,397.1352,379.1246,293.2479,267.2323
DGDG(20:0_17:1)+C2H3O2,1019.688,959.6671,665.375,709.4376,647.3644,691.427,415.1457,397.1352,379.1246,267.2323,311.2948
DGDG(17:1_20:1)+C2H3O2,1017.673,957.6514,707.4219,665.375,689.4114,647.3644,415.1457,397.1352,379.1246,309.2792,267.2323
DGDG(17:1_20:2)+C2H3O2,1015.657,955.6358,705.4063,665.375,687.3957,647.3644,415.1457,397.1352,379.1246,307.2635,267.2323
DGDG(17:1_20:3)+C2H3O2,1013.641,953.6202,703.3906,665.375,685.3801,647.3644,415.1457,397.1352,379.1246,305.2479,267.2323
DGDG(17:1_20:4)+C2H3O2,1011.626,951.6045,701.375,665.375,683.3644,647.3644,415.1457,397.1352,379.1246,303.2323,267.2323
DGDG(17:1_20:5)+C2H3O2,1009.61,949.5889,699.3593,665.375,681.3488,647.3644,415.1457,397.1352,379.1246,301.2166,267.2323
DGDG(21:0_17:1)+C2H3O2,1033.704,973.6827,665.375,723.4532,647.3644,705.4427,415.1457,397.1352,379.1246,267.2323,325.3105
