SM,[M+H]+,MH-PC,MH-N(CH3)3,Mprev-H2O,MH-PC-Tail,d(MH-Tail),PC Head,CH2CHN(CH3)3
SM(d24:0/14:0)+H,761.65307,578.58703,702.57953,560.57637,350.378045,208.205885,184.07332,86.09648
SM(d24:0/14:1)+H,759.63747,576.57143,700.56393,558.56077,350.378045,206.190285,184.07332,86.09648
SM(d24:0/15:0)+H,775.66877,592.60273,716.59523,574.59207,350.378045,222.221585,184.07332,86.09648
SM(d24:0/15:1)+H,773.65307,590.58703,714.57953,572.57637,350.378045,220.205885,184.07332,86.09648
SM(d24:0/16:0)+H,789.68437,606.61833,730.61083,588.60767,350.378045,236.237185,184.07332,86.09648
SM(d24:0/16:1)+H,787.66877,604.60273,728.59523,586.59207,350.378045,234.221585,184.07332,86.09648
SM(d24:0/17:0)+H,803.70007,620.63403,744.62653,602.62337,350.378045,250.252885,184.07332,86.09648
SM(d24:0/17:1)+H,801.68437,618.61833,742.61083,600.60767,350.378045,248.237185,184.07332,86.09648
SM(d24:0/17:2)+H,799.66877,616.60273,740.59523,598.59207,350.378045,246.221585,184.07332,86.09648
SM(d24:0/18:0)+H,817.71567,634.64963,758.64213,616.63897,350.378045,264.268485,184.07332,86.09648
SM(d24:0/18:1)+H,815.70007,632.63403,756.62653,614.62337,350.378045,262.252885,184.07332,86.09648
SM(d24:0/18:2)+H,813.68437,630.61833,754.61083,612.60767,350.378045,260.237185,184.07332,86.09648
SM(d24:0/18:3)+H,811.66877,628.60273,752.59523,610.59207,350.378045,258.221585,184.07332,86.09648
SM(d24:0/18:4)+H,809.65307,626.58703,750.57953,608.57637,350.378045,256.205885,184.07332,86.09648
SM(d24:0/19:0)+H,831.73137,648.66533,772.65783,630.65467,350.378045,278.284185,184.07332,86.09648
SM(d24:0/20:0)+H,845.74697,662.68093,786.67343,644.67027,350.378045,292.299785,184.07332,86.09648
SM(d24:0/20:1)+H,843.73137,660.66533,784.65783,642.65467,350.378045,290.284185,184.07332,86.09648
SM(d24:0/20:2)+H,841.71567,658.64963,782.64213,640.63897,350.378045,288.268485,184.07332,86.09648
SM(d24:0/20:3)+H,839.70007,656.63403,780.62653,638.62337,350.378045,286.252885,184.07332,86.09648
SM(d24:0/20:4)+H,837.68437,654.61833,778.61083,636.60767,350.378045,284.237185,184.07332,86.09648
SM(d24:0/20:5)+H,835.66877,652.60273,776.59523,634.59207,350.378045,282.221585,184.07332,86.09648
SM(d24:0/21:0)+H,859.76267,676.69663,800.68913,658.68597,350.378045,306.315485,184.07332,86.09648
SM(d24:0/22:0)+H,873.77827,690.71223,814.70473,672.70157,350.378045,320.331085,184.07332,86.09648
SM(d24:0/22:1)+H,871.76267,688.69663,812.68913,670.68597,350.378045,318.315485,184.07332,86.09648
SM(d24:0/22:2)+H,869.74697,686.68093,810.67343,668.67027,350.378045,316.299785,184.07332,86.09648
SM(d24:0/22:3)+H,867.73137,684.66533,808.65783,666.65467,350.378045,314.284185,184.07332,86.09648
SM(d24:0/22:4)+H,865.71567,682.64963,806.64213,664.63897,350.378045,312.268485,184.07332,86.09648
SM(d24:0/22:5)+H,863.70007,680.63403,804.62653,662.62337,350.378045,310.252885,184.07332,86.09648
SM(d24:0/22:6)+H,861.68437,678.61833,802.61083,660.60767,350.378045,308.237185,184.07332,86.09648
SM(d24:0/23:0)+H,887.79397,704.72793,828.72043,686.71727,350.378045,334.346785,184.07332,86.09648
SM(d24:0/24:0)+H,901.80957,718.74353,842.73603,700.73287,350.378045,348.362385,184.07332,86.09648
SM(d24:0/24:1)+H,899.79397,716.72793,840.72043,698.71727,350.378045,346.346785,184.07332,86.09648
SM(d24:0/25:0)+H,915.82527,732.75923,856.75173,714.74857,350.378045,362.378085,184.07332,86.09648
SM(d24:0/26:0)+H,929.84087,746.77483,870.76733,728.76417,350.378045,376.393685,184.07332,86.09648
SM(d24:0/8:0)+H,677.55917,494.49313,618.48563,476.48247,350.378045,124.111985,184.07332,86.09648
SM(d24:1/10:0)+H,703.57487,520.50883,644.50133,502.49817,348.362445,152.143285,184.07332,86.09648
SM(d24:1/12:0)+H,731.60617,548.54013,672.53263,530.52947,348.362445,180.174585,184.07332,86.09648
SM(d24:1/13:0)+H,745.62187,562.55583,686.54833,544.54517,348.362445,194.190285,184.07332,86.09648
SM(d24:1/14:0)+H,759.63747,576.57143,700.56393,558.56077,348.362445,208.205885,184.07332,86.09648
SM(d24:1/14:1)+H,757.62187,574.55583,698.54833,556.54517,348.362445,206.190285,184.07332,86.09648
SM(d24:1/15:0)+H,773.65317,590.58713,714.57963,572.57647,348.362445,222.221585,184.07332,86.09648
SM(d24:1/15:1)+H,771.63747,588.57143,712.56393,570.56077,348.362445,220.205885,184.07332,86.09648
SM(d24:1/16:0)+H,787.66877,604.60273,728.59523,586.59207,348.362445,236.237185,184.07332,86.09648
SM(d24:1/16:1)+H,785.65317,602.58713,726.57963,584.57647,348.362445,234.221585,184.07332,86.09648
SM(d24:1/17:0)+H,801.68447,618.61843,742.61093,600.60777,348.362445,250.252885,184.07332,86.09648
SM(d24:1/17:1)+H,799.66877,616.60273,740.59523,598.59207,348.362445,248.237185,184.07332,86.09648
SM(d24:1/17:2)+H,797.65317,614.58713,738.57963,596.57647,348.362445,246.221585,184.07332,86.09648
SM(d24:1/18:0)+H,815.70007,632.63403,756.62653,614.62337,348.362445,264.268485,184.07332,86.09648
SM(d24:1/18:1)+H,813.68447,630.61843,754.61093,612.60777,348.362445,262.252885,184.07332,86.09648
SM(d24:1/18:2)+H,811.66877,628.60273,752.59523,610.59207,348.362445,260.237185,184.07332,86.09648
SM(d24:1/18:3)+H,809.65317,626.58713,750.57963,608.57647,348.362445,258.221585,184.07332,86.09648
SM(d24:1/18:4)+H,807.63747,624.57143,748.56393,606.56077,348.362445,256.205885,184.07332,86.09648
SM(d24:1/19:0)+H,829.71577,646.64973,770.64223,628.63907,348.362445,278.284185,184.07332,86.09648
SM(d24:1/20:0)+H,843.73137,660.66533,784.65783,642.65467,348.362445,292.299785,184.07332,86.09648
SM(d24:1/20:1)+H,841.71577,658.64973,782.64223,640.63907,348.362445,290.284185,184.07332,86.09648
SM(d24:1/20:2)+H,839.70007,656.63403,780.62653,638.62337,348.362445,288.268485,184.07332,86.09648
SM(d24:1/20:3)+H,837.68447,654.61843,778.61093,636.60777,348.362445,286.252885,184.07332,86.09648
SM(d24:1/20:4)+H,835.66877,652.60273,776.59523,634.59207,348.362445,284.237185,184.07332,86.09648
SM(d24:1/20:5)+H,833.65317,650.58713,774.57963,632.57647,348.362445,282.221585,184.07332,86.09648
SM(d24:1/21:0)+H,857.74707,674.68103,798.67353,656.67037,348.362445,306.315485,184.07332,86.09648
SM(d24:1/22:0)+H,871.76267,688.69663,812.68913,670.68597,348.362445,320.331085,184.07332,86.09648
SM(d24:1/22:1)+H,869.74707,686.68103,810.67353,668.67037,348.362445,318.315485,184.07332,86.09648
SM(d24:1/22:2)+H,867.73137,684.66533,808.65783,666.65467,348.362445,316.299785,184.07332,86.09648
SM(d24:1/22:3)+H,865.71577,682.64973,806.64223,664.63907,348.362445,314.284185,184.07332,86.09648
SM(d24:1/22:4)+H,863.70007,680.63403,804.62653,662.62337,348.362445,312.268485,184.07332,86.09648
SM(d24:1/22:5)+H,861.68447,678.61843,802.61093,660.60777,348.362445,310.252885,184.07332,86.09648
SM(d24:1/22:6)+H,859.66877,676.60273,800.59523,658.59207,348.362445,308.237185,184.07332,86.09648
SM(d24:1/23:0)+H,885.77837,702.71233,826.70483,684.70167,348.362445,334.346785,184.07332,86.09648
SM(d24:1/24:0)+H,899.79397,716.72793,840.72043,698.71727,348.362445,348.362385,184.07332,86.09648
SM(d24:1/24:1)+H,897.77837,714.71233,838.70483,696.70167,348.362445,346.346785,184.07332,86.09648
SM(d24:1/25:0)+H,913.80967,730.74363,854.73613,712.73297,348.362445,362.378085,184.07332,86.09648
SM(d24:1/26:0)+H,927.82527,744.75923,868.75173,726.74857,348.362445,376.393685,184.07332,86.09648
SM(d24:1/8:0)+H,675.54357,492.47753,616.47003,474.46687,348.362445,124.111985,184.07332,86.09648
SM(d25:0/10:0)+H,719.60617,536.54013,660.53263,518.52947,364.393745,152.143285,184.07332,86.09648
SM(d25:0/12:0)+H,747.63747,564.57143,688.56393,546.56077,364.393745,180.174585,184.07332,86.09648
SM(d25:0/13:0)+H,761.65317,578.58713,702.57963,560.57647,364.393745,194.190285,184.07332,86.09648
SM(d25:0/14:0)+H,775.66877,592.60273,716.59523,574.59207,364.393745,208.205885,184.07332,86.09648
SM(d25:0/14:1)+H,773.65317,590.58713,714.57963,572.57647,364.393745,206.190285,184.07332,86.09648
SM(d25:0/15:0)+H,789.68447,606.61843,730.61093,588.60777,364.393745,222.221585,184.07332,86.09648
SM(d25:0/15:1)+H,787.66877,604.60273,728.59523,586.59207,364.393745,220.205885,184.07332,86.09648
SM(d25:0/16:0)+H,803.70007,620.63403,744.62653,602.62337,364.393745,236.237185,184.07332,86.09648
SM(d25:0/16:1)+H,801.68447,618.61843,742.61093,600.60777,364.393745,234.221585,184.07332,86.09648
SM(d25:0/17:0)+H,817.71577,634.64973,758.64223,616.63907,364.393745,250.252885,184.07332,86.09648
SM(d25:0/17:1)+H,815.70007,632.63403,756.62653,614.62337,364.393745,248.237185,184.07332,86.09648
SM(d25:0/17:2)+H,813.68447,630.61843,754.61093,612.60777,364.393745,246.221585,184.07332,86.09648
SM(d25:0/18:0)+H,831.73137,648.66533,772.65783,630.65467,364.393745,264.268485,184.07332,86.09648
SM(d25:0/18:1)+H,829.71577,646.64973,770.64223,628.63907,364.393745,262.252885,184.07332,86.09648
SM(d25:0/18:2)+H,827.70007,644.63403,768.62653,626.62337,364.393745,260.237185,184.07332,86.09648
SM(d25:0/18:3)+H,825.68447,642.61843,766.61093,624.60777,364.393745,258.221585,184.07332,86.09648
SM(d25:0/18:4)+H,823.66877,640.60273,764.59523,622.59207,364.393745,256.205885,184.07332,86.09648
SM(d25:0/19:0)+H,845.74707,662.68103,786.67353,644.67037,364.393745,278.284185,184.07332,86.09648
SM(d25:0/20:0)+H,859.76267,676.69663,800.68913,658.68597,364.393745,292.299785,184.07332,86.09648
SM(d25:0/20:1)+H,857.74707,674.68103,798.67353,656.67037,364.393745,290.284185,184.07332,86.09648
SM(d25:0/20:2)+H,855.73137,672.66533,796.65783,654.65467,364.393745,288.268485,184.07332,86.09648
SM(d25:0/20:3)+H,853.71577,670.64973,794.64223,652.63907,364.393745,286.252885,184.07332,86.09648
SM(d25:0/20:4)+H,851.70007,668.63403,792.62653,650.62337,364.393745,284.237185,184.07332,86.09648
SM(d25:0/20:5)+H,849.68447,666.61843,790.61093,648.60777,364.393745,282.221585,184.07332,86.09648
SM(d25:0/21:0)+H,873.77837,690.71233,814.70483,672.70167,364.393745,306.315485,184.07332,86.09648
SM(d25:0/22:0)+H,887.79397,704.72793,828.72043,686.71727,364.393745,320.331085,184.07332,86.09648
SM(d25:0/22:1)+H,885.77837,702.71233,826.70483,684.70167,364.393745,318.315485,184.07332,86.09648
SM(d25:0/22:2)+H,883.76267,700.69663,824.68913,682.68597,364.393745,316.299785,184.07332,86.09648
SM(d25:0/22:3)+H,881.74707,698.68103,822.67353,680.67037,364.393745,314.284185,184.07332,86.09648
SM(d25:0/22:4)+H,879.73137,696.66533,820.65783,678.65467,364.393745,312.268485,184.07332,86.09648
SM(d25:0/22:5)+H,877.71577,694.64973,818.64223,676.63907,364.393745,310.252885,184.07332,86.09648
SM(d25:0/22:6)+H,875.70007,692.63403,816.62653,674.62337,364.393745,308.237185,184.07332,86.09648
SM(d25:0/23:0)+H,901.80967,718.74363,842.73613,700.73297,364.393745,334.346785,184.07332,86.09648
SM(d25:0/24:0)+H,915.82527,732.75923,856.75173,714.74857,364.393745,348.362385,184.07332,86.09648
SM(d25:0/24:1)+H,913.80967,730.74363,854.73613,712.73297,364.393745,346.346785,184.07332,86.09648
SM(d25:0/25:0)+H,929.84097,746.77493,870.76743,728.76427,364.393745,362.378085,184.07332,86.09648
SM(d25:0/26:0)+H,943.85657,760.79053,884.78303,742.77987,364.393745,376.393685,184.07332,86.09648
SM(d25:0/8:0)+H,691.57487,508.50883,632.50133,490.49817,364.393745,124.111985,184.07332,86.09648
SM(d26:0/10:0)+H,733.62177,550.55573,674.54823,532.54507,378.409345,152.143285,184.07332,86.09648
SM(d26:0/12:0)+H,761.65307,578.58703,702.57953,560.57637,378.409345,180.174585,184.07332,86.09648
SM(d26:0/13:0)+H,775.66877,592.60273,716.59523,574.59207,378.409345,194.190285,184.07332,86.09648
SM(d26:0/14:0)+H,789.68437,606.61833,730.61083,588.60767,378.409345,208.205885,184.07332,86.09648
SM(d26:0/14:1)+H,787.66877,604.60273,728.59523,586.59207,378.409345,206.190285,184.07332,86.09648
SM(d26:0/15:0)+H,803.70007,620.63403,744.62653,602.62337,378.409345,222.221585,184.07332,86.09648
SM(d26:0/15:1)+H,801.68437,618.61833,742.61083,600.60767,378.409345,220.205885,184.07332,86.09648
SM(d26:0/16:0)+H,817.71567,634.64963,758.64213,616.63897,378.409345,236.237185,184.07332,86.09648
SM(d26:0/16:1)+H,815.70007,632.63403,756.62653,614.62337,378.409345,234.221585,184.07332,86.09648
SM(d26:0/17:0)+H,831.73137,648.66533,772.65783,630.65467,378.409345,250.252885,184.07332,86.09648
SM(d26:0/17:1)+H,829.71567,646.64963,770.64213,628.63897,378.409345,248.237185,184.07332,86.09648
SM(d26:0/17:2)+H,827.70007,644.63403,768.62653,626.62337,378.409345,246.221585,184.07332,86.09648
SM(d26:0/18:0)+H,845.74697,662.68093,786.67343,644.67027,378.409345,264.268485,184.07332,86.09648
SM(d26:0/18:1)+H,843.73137,660.66533,784.65783,642.65467,378.409345,262.252885,184.07332,86.09648
SM(d26:0/18:2)+H,841.71567,658.64963,782.64213,640.63897,378.409345,260.237185,184.07332,86.09648
SM(d26:0/18:3)+H,839.70007,656.63403,780.62653,638.62337,378.409345,258.221585,184.07332,86.09648
SM(d26:0/18:4)+H,837.68437,654.61833,778.61083,636.60767,378.409345,256.205885,184.07332,86.09648
SM(d26:0/19:0)+H,859.76267,676.69663,800.68913,658.68597,378.409345,278.284185,184.07332,86.09648
SM(d26:0/20:0)+H,873.77827,690.71223,814.70473,672.70157,378.409345,292.299785,184.07332,86.09648
SM(d26:0/20:1)+H,871.76267,688.69663,812.68913,670.68597,378.409345,290.284185,184.07332,86.09648
SM(d26:0/20:2)+H,869.74697,686.68093,810.67343,668.67027,378.409345,288.268485,184.07332,86.09648
SM(d26:0/20:3)+H,867.73137,684.66533,808.65783,666.65467,378.409345,286.252885,184.07332,86.09648
SM(d26:0/20:4)+H,865.71567,682.64963,806.64213,664.63897,378.409345,284.237185,184.07332,86.09648
SM(d26:0/20:5)+H,863.70007,680.63403,804.62653,662.62337,378.409345,282.221585,184.07332,86.09648
SM(d26:0/21:0)+H,887.79397,704.72793,828.72043,686.71727,378.409345,306.315485,184.07332,86.09648
SM(d26:0/22:0)+H,901.80957,718.74353,842.73603,700.73287,378.409345,320.331085,184.07332,86.09648
SM(d26:0/22:1)+H,899.79397,716.72793,840.72043,698.71727,378.409345,318.315485,184.07332,86.09648
SM(d26:0/22:2)+H,897.77827,714.71223,838.70473,696.70157,378.409345,316.299785,184.07332,86.09648
SM(d26:0/22:3)+H,895.76267,712.69663,836.68913,694.68597,378.409345,314.284185,184.07332,86.09648
SM(d26:0/22:4)+H,893.74697,710.68093,834.67343,692.67027,378.409345,312.268485,184.07332,86.09648
SM(d26:0/22:5)+H,891.73137,708.66533,832.65783,690.65467,378.409345,310.252885,184.07332,86.09648
SM(d26:0/22:6)+H,889.71567,706.64963,830.64213,688.63897,378.409345,308.237185,184.07332,86.09648
SM(d26:0/23:0)+H,915.82527,732.75923,856.75173,714.74857,378.409345,334.346785,184.07332,86.09648
SM(d26:0/24:0)+H,929.84087,746.77483,870.76733,728.76417,378.409345,348.362385,184.07332,86.09648
SM(d26:0/24:1)+H,927.82527,744.75923,868.75173,726.74857,378.409345,346.346785,184.07332,86.09648
SM(d26:0/25:0)+H,943.85657,760.79053,884.78303,742.77987,378.409345,362.378085,184.07332,86.09648
SM(d26:0/26:0)+H,957.87217,774.80613,898.79863,756.79547,378.409345,376.393685,184.07332,86.09648
SM(d26:0/8:0)+H,705.59047,522.52443,646.51693,504.51377,378.409345,124.111985,184.07332,86.09648
SM(d8:0/10:0)+H,481.34007,298.27403,422.26653,280.26337,126.127645,152.143285,184.07332,86.09648
SM(d8:0/12:0)+H,509.37137,326.30533,450.29783,308.29467,126.127645,180.174585,184.07332,86.09648
SM(d8:0/13:0)+H,523.38707,340.32103,464.31353,322.31037,126.127645,194.190285,184.07332,86.09648
SM(d8:0/14:0)+H,537.40267,354.33663,478.32913,336.32597,126.127645,208.205885,184.07332,86.09648
SM(d8:0/14:1)+H,535.38707,352.32103,476.31353,334.31037,126.127645,206.190285,184.07332,86.09648
SM(d8:0/15:0)+H,551.41837,368.35233,492.34483,350.34167,126.127645,222.221585,184.07332,86.09648
SM(d8:0/15:1)+H,549.40267,366.33663,490.32913,348.32597,126.127645,220.205885,184.07332,86.09648
SM(d8:0/16:0)+H,565.43397,382.36793,506.36043,364.35727,126.127645,236.237185,184.07332,86.09648
SM(d8:0/16:1)+H,563.41837,380.35233,504.34483,362.34167,126.127645,234.221585,184.07332,86.09648
SM(d8:0/17:0)+H,579.44967,396.38363,520.37613,378.37297,126.127645,250.252885,184.07332,86.09648
SM(d8:0/17:1)+H,577.43397,394.36793,518.36043,376.35727,126.127645,248.237185,184.07332,86.09648
SM(d8:0/17:2)+H,575.41837,392.35233,516.34483,374.34167,126.127645,246.221585,184.07332,86.09648
SM(d8:0/18:0)+H,593.46527,410.39923,534.39173,392.38857,126.127645,264.268485,184.07332,86.09648
SM(d8:0/18:1)+H,591.44967,408.38363,532.37613,390.37297,126.127645,262.252885,184.07332,86.09648
SM(d8:0/18:2)+H,589.43397,406.36793,530.36043,388.35727,126.127645,260.237185,184.07332,86.09648
SM(d8:0/18:3)+H,587.41837,404.35233,528.34483,386.34167,126.127645,258.221585,184.07332,86.09648
SM(d8:0/18:4)+H,585.40267,402.33663,526.32913,384.32597,126.127645,256.205885,184.07332,86.09648
SM(d8:0/19:0)+H,607.48097,424.41493,548.40743,406.40427,126.127645,278.284185,184.07332,86.09648
SM(d8:0/20:0)+H,621.49657,438.43053,562.42303,420.41987,126.127645,292.299785,184.07332,86.09648
SM(d8:0/20:1)+H,619.48097,436.41493,560.40743,418.40427,126.127645,290.284185,184.07332,86.09648
SM(d8:0/20:2)+H,617.46527,434.39923,558.39173,416.38857,126.127645,288.268485,184.07332,86.09648
SM(d8:0/20:3)+H,615.44967,432.38363,556.37613,414.37297,126.127645,286.252885,184.07332,86.09648
SM(d8:0/20:4)+H,613.43397,430.36793,554.36043,412.35727,126.127645,284.237185,184.07332,86.09648
SM(d8:0/20:5)+H,611.41837,428.35233,552.34483,410.34167,126.127645,282.221585,184.07332,86.09648
SM(d8:0/21:0)+H,635.51227,452.44623,576.43873,434.43557,126.127645,306.315485,184.07332,86.09648
SM(d8:0/22:0)+H,649.52787,466.46183,590.45433,448.45117,126.127645,320.331085,184.07332,86.09648
SM(d8:0/22:1)+H,647.51227,464.44623,588.43873,446.43557,126.127645,318.315485,184.07332,86.09648
SM(d8:0/22:2)+H,645.49657,462.43053,586.42303,444.41987,126.127645,316.299785,184.07332,86.09648
SM(d8:0/22:3)+H,643.48097,460.41493,584.40743,442.40427,126.127645,314.284185,184.07332,86.09648
SM(d8:0/22:4)+H,641.46527,458.39923,582.39173,440.38857,126.127645,312.268485,184.07332,86.09648
SM(d8:0/22:5)+H,639.44967,456.38363,580.37613,438.37297,126.127645,310.252885,184.07332,86.09648
SM(d8:0/22:6)+H,637.43397,454.36793,578.36043,436.35727,126.127645,308.237185,184.07332,86.09648
SM(d8:0/23:0)+H,663.54357,480.47753,604.47003,462.46687,126.127645,334.346785,184.07332,86.09648
SM(d8:0/24:0)+H,677.55917,494.49313,618.48563,476.48247,126.127645,348.362385,184.07332,86.09648
SM(d8:0/24:1)+H,675.54357,492.47753,616.47003,474.46687,126.127645,346.346785,184.07332,86.09648
SM(d8:0/25:0)+H,691.57487,508.50883,632.50133,490.49817,126.127645,362.378085,184.07332,86.09648
SM(d8:0/26:0)+H,705.59047,522.52443,646.51693,504.51377,126.127645,376.393685,184.07332,86.09648
SM(d8:0/8:0)+H,453.30877,270.24273,394.23523,252.23207,126.127645,124.111985,184.07332,86.09648
SPLASH_SM(d18:1/18:1(d9))+H,738.647,555.58096,679.57346,537.5703,264.268545,262.252885,184.07332,86.09648
