SM,[M+H]+,MH-PC,MH-N(CH3)3,Mprev-H2O,MH-PC-Tail,d(MH-Tail),PC Head,CH2CHN(CH3)3
SM(d18:1/14:1)+H,673.52797,490.46193,614.45443,472.45127,264.268545,206.190285,184.07332,86.09648
SM(d18:1/15:0)+H,689.55927,506.49323,630.48573,488.48257,264.268545,222.221585,184.07332,86.09648
SM(d18:1/15:1)+H,687.54357,504.47753,628.47003,486.46687,264.268545,220.205885,184.07332,86.09648
SM(d18:1/16:0)+H,703.57487,520.50883,644.50133,502.49817,264.268545,236.237185,184.07332,86.09648
SM(d18:1/16:1)+H,701.55927,518.49323,642.48573,500.48257,264.268545,234.221585,184.07332,86.09648
SM(d18:1/17:0)+H,717.59057,534.52453,658.51703,516.51387,264.268545,250.252885,184.07332,86.09648
SM(d18:1/17:1)+H,715.57487,532.50883,656.50133,514.49817,264.268545,248.237185,184.07332,86.09648
SM(d18:1/17:2)+H,713.55927,530.49323,654.48573,512.48257,264.268545,246.221585,184.07332,86.09648
SM(d18:1/18:0)+H,731.60617,548.54013,672.53263,530.52947,264.268545,264.268485,184.07332,86.09648
SM(d18:1/18:1)+H,729.59057,546.52453,670.51703,528.51387,264.268545,262.252885,184.07332,86.09648
SM(d18:1/18:2)+H,727.57487,544.50883,668.50133,526.49817,264.268545,260.237185,184.07332,86.09648
SM(d18:1/18:3)+H,725.55927,542.49323,666.48573,524.48257,264.268545,258.221585,184.07332,86.09648
SM(d18:1/18:4)+H,723.54357,540.47753,664.47003,522.46687,264.268545,256.205885,184.07332,86.09648
SM(d18:1/19:0)+H,745.62187,562.55583,686.54833,544.54517,264.268545,278.284185,184.07332,86.09648
SM(d18:1/20:0)+H,759.63747,576.57143,700.56393,558.56077,264.268545,292.299785,184.07332,86.09648
SM(d18:1/20:1)+H,757.62187,574.55583,698.54833,556.54517,264.268545,290.284185,184.07332,86.09648
SM(d18:1/20:2)+H,755.60617,572.54013,696.53263,554.52947,264.268545,288.268485,184.07332,86.09648
SM(d18:1/20:3)+H,753.59057,570.52453,694.51703,552.51387,264.268545,286.252885,184.07332,86.09648
SM(d18:1/20:4)+H,751.57487,568.50883,692.50133,550.49817,264.268545,284.237185,184.07332,86.09648
SM(d18:1/20:5)+H,749.55927,566.49323,690.48573,548.48257,264.268545,282.221585,184.07332,86.09648
SM(d18:1/21:0)+H,773.65317,590.58713,714.57963,572.57647,264.268545,306.315485,184.07332,86.09648
SM(d18:1/22:0)+H,787.66877,604.60273,728.59523,586.59207,264.268545,320.331085,184.07332,86.09648
SM(d18:1/22:1)+H,785.65317,602.58713,726.57963,584.57647,264.268545,318.315485,184.07332,86.09648
SM(d18:1/22:2)+H,783.63747,600.57143,724.56393,582.56077,264.268545,316.299785,184.07332,86.09648
SM(d18:1/22:3)+H,781.62187,598.55583,722.54833,580.54517,264.268545,314.284185,184.07332,86.09648
SM(d18:1/22:4)+H,779.60617,596.54013,720.53263,578.52947,264.268545,312.268485,184.07332,86.09648
SM(d18:1/22:5)+H,777.59057,594.52453,718.51703,576.51387,264.268545,310.252885,184.07332,86.09648
SM(d18:1/22:6)+H,775.57487,592.50883,716.50133,574.49817,264.268545,308.237185,184.07332,86.09648
SM(d18:1/23:0)+H,801.68447,618.61843,742.61093,600.60777,264.268545,334.346785,184.07332,86.09648
SM(d18:1/24:0)+H,815.70007,632.63403,756.62653,614.62337,264.268545,348.362385,184.07332,86.09648
SM(d18:1/24:1)+H,813.68447,630.61843,754.61093,612.60777,264.268545,346.346785,184.07332,86.09648
SM(d18:1/25:0)+H,829.71577,646.64973,770.64223,628.63907,264.268545,362.378085,184.07332,86.09648
SM(d18:1/26:0)+H,843.73137,660.66533,784.65783,642.65467,264.268545,376.393685,184.07332,86.09648
SM(d18:1/8:0)+H,591.44967,408.38363,532.37613,390.37297,264.268545,124.111985,184.07332,86.09648
SM(d18:2/10:0)+H,617.46527,434.39923,558.39173,416.38857,262.252845,152.143285,184.07332,86.09648
SM(d18:2/12:0)+H,645.49657,462.43053,586.42303,444.41987,262.252845,180.174585,184.07332,86.09648
SM(d18:2/13:0)+H,659.51227,476.44623,600.43873,458.43557,262.252845,194.190285,184.07332,86.09648
SM(d18:2/14:0)+H,673.52787,490.46183,614.45433,472.45117,262.252845,208.205885,184.07332,86.09648
SM(d18:2/14:1)+H,671.51227,488.44623,612.43873,470.43557,262.252845,206.190285,184.07332,86.09648
SM(d18:2/15:0)+H,687.54357,504.47753,628.47003,486.46687,262.252845,222.221585,184.07332,86.09648
SM(d18:2/15:1)+H,685.52787,502.46183,626.45433,484.45117,262.252845,220.205885,184.07332,86.09648
SM(d18:2/16:0)+H,701.55917,518.49313,642.48563,500.48247,262.252845,236.237185,184.07332,86.09648
SM(d18:2/16:1)+H,699.54357,516.47753,640.47003,498.46687,262.252845,234.221585,184.07332,86.09648
SM(d18:2/17:0)+H,715.57487,532.50883,656.50133,514.49817,262.252845,250.252885,184.07332,86.09648
SM(d18:2/17:1)+H,713.55917,530.49313,654.48563,512.48247,262.252845,248.237185,184.07332,86.09648
SM(d18:2/17:2)+H,711.54357,528.47753,652.47003,510.46687,262.252845,246.221585,184.07332,86.09648
SM(d18:2/18:0)+H,729.59047,546.52443,670.51693,528.51377,262.252845,264.268485,184.07332,86.09648
SM(d18:2/18:1)+H,727.57487,544.50883,668.50133,526.49817,262.252845,262.252885,184.07332,86.09648
SM(d18:2/18:2)+H,725.55917,542.49313,666.48563,524.48247,262.252845,260.237185,184.07332,86.09648
SM(d18:2/18:3)+H,723.54357,540.47753,664.47003,522.46687,262.252845,258.221585,184.07332,86.09648
SM(d18:2/18:4)+H,721.52787,538.46183,662.45433,520.45117,262.252845,256.205885,184.07332,86.09648
SM(d18:2/19:0)+H,743.60617,560.54013,684.53263,542.52947,262.252845,278.284185,184.07332,86.09648
SM(d18:2/20:0)+H,757.62177,574.55573,698.54823,556.54507,262.252845,292.299785,184.07332,86.09648
SM(d18:2/20:1)+H,755.60617,572.54013,696.53263,554.52947,262.252845,290.284185,184.07332,86.09648
SM(d18:2/20:2)+H,753.59047,570.52443,694.51693,552.51377,262.252845,288.268485,184.07332,86.09648
SM(d18:2/20:3)+H,751.57487,568.50883,692.50133,550.49817,262.252845,286.252885,184.07332,86.09648
SM(d18:2/20:4)+H,749.55917,566.49313,690.48563,548.48247,262.252845,284.237185,184.07332,86.09648
SM(d18:2/20:5)+H,747.54357,564.47753,688.47003,546.46687,262.252845,282.221585,184.07332,86.09648
SM(d18:2/21:0)+H,771.63747,588.57143,712.56393,570.56077,262.252845,306.315485,184.07332,86.09648
SM(d18:2/22:0)+H,785.65307,602.58703,726.57953,584.57637,262.252845,320.331085,184.07332,86.09648
SM(d18:2/22:1)+H,783.63747,600.57143,724.56393,582.56077,262.252845,318.315485,184.07332,86.09648
SM(d18:2/22:2)+H,781.62177,598.55573,722.54823,580.54507,262.252845,316.299785,184.07332,86.09648
SM(d18:2/22:3)+H,779.60617,596.54013,720.53263,578.52947,262.252845,314.284185,184.07332,86.09648
SM(d18:2/22:4)+H,777.59047,594.52443,718.51693,576.51377,262.252845,312.268485,184.07332,86.09648
SM(d18:2/22:5)+H,775.57487,592.50883,716.50133,574.49817,262.252845,310.252885,184.07332,86.09648
SM(d18:2/22:6)+H,773.55917,590.49313,714.48563,572.48247,262.252845,308.237185,184.07332,86.09648
SM(d18:2/23:0)+H,799.66877,616.60273,740.59523,598.59207,262.252845,334.346785,184.07332,86.09648
SM(d18:2/24:0)+H,813.68437,630.61833,754.61083,612.60767,262.252845,348.362385,184.07332,86.09648
SM(d18:2/24:1)+H,811.66877,628.60273,752.59523,610.59207,262.252845,346.346785,184.07332,86.09648
SM(d18:2/25:0)+H,827.70007,644.63403,768.62653,626.62337,262.252845,362.378085,184.07332,86.09648
SM(d18:2/26:0)+H,841.71567,658.64963,782.64213,640.63897,262.252845,376.393685,184.07332,86.09648
SM(d18:2/8:0)+H,589.43397,406.36793,530.36043,388.35727,262.252845,124.111985,184.07332,86.09648
SM(d18:3/10:0)+H,615.44967,432.38363,556.37613,414.37297,260.237245,152.143285,184.07332,86.09648
SM(d18:3/12:0)+H,643.48097,460.41493,584.40743,442.40427,260.237245,180.174585,184.07332,86.09648
SM(d18:3/13:0)+H,657.49667,474.43063,598.42313,456.41997,260.237245,194.190285,184.07332,86.09648
SM(d18:3/14:0)+H,671.51227,488.44623,612.43873,470.43557,260.237245,208.205885,184.07332,86.09648
SM(d18:3/14:1)+H,669.49667,486.43063,610.42313,468.41997,260.237245,206.190285,184.07332,86.09648
SM(d18:3/15:0)+H,685.52797,502.46193,626.45443,484.45127,260.237245,222.221585,184.07332,86.09648
SM(d18:3/15:1)+H,683.51227,500.44623,624.43873,482.43557,260.237245,220.205885,184.07332,86.09648
SM(d18:3/16:0)+H,699.54357,516.47753,640.47003,498.46687,260.237245,236.237185,184.07332,86.09648
SM(d18:3/16:1)+H,697.52797,514.46193,638.45443,496.45127,260.237245,234.221585,184.07332,86.09648
SM(d18:3/17:0)+H,713.55927,530.49323,654.48573,512.48257,260.237245,250.252885,184.07332,86.09648
SM(d18:3/17:1)+H,711.54357,528.47753,652.47003,510.46687,260.237245,248.237185,184.07332,86.09648
SM(d18:3/17:2)+H,709.52797,526.46193,650.45443,508.45127,260.237245,246.221585,184.07332,86.09648
SM(d18:3/18:0)+H,727.57487,544.50883,668.50133,526.49817,260.237245,264.268485,184.07332,86.09648
SM(d18:3/18:1)+H,725.55927,542.49323,666.48573,524.48257,260.237245,262.252885,184.07332,86.09648
SM(d18:3/18:2)+H,723.54357,540.47753,664.47003,522.46687,260.237245,260.237185,184.07332,86.09648
SM(d18:3/18:3)+H,721.52797,538.46193,662.45443,520.45127,260.237245,258.221585,184.07332,86.09648
SM(d18:3/18:4)+H,719.51227,536.44623,660.43873,518.43557,260.237245,256.205885,184.07332,86.09648
SM(d18:3/19:0)+H,741.59057,558.52453,682.51703,540.51387,260.237245,278.284185,184.07332,86.09648
SM(d18:3/20:0)+H,755.60617,572.54013,696.53263,554.52947,260.237245,292.299785,184.07332,86.09648
SM(d18:3/20:1)+H,753.59057,570.52453,694.51703,552.51387,260.237245,290.284185,184.07332,86.09648
SM(d18:3/20:2)+H,751.57487,568.50883,692.50133,550.49817,260.237245,288.268485,184.07332,86.09648
SM(d18:3/20:3)+H,749.55927,566.49323,690.48573,548.48257,260.237245,286.252885,184.07332,86.09648
SM(d18:3/20:4)+H,747.54357,564.47753,688.47003,546.46687,260.237245,284.237185,184.07332,86.09648
SM(d18:3/20:5)+H,745.52797,562.46193,686.45443,544.45127,260.237245,282.221585,184.07332,86.09648
SM(d18:3/21:0)+H,769.62187,586.55583,710.54833,568.54517,260.237245,306.315485,184.07332,86.09648
SM(d18:3/22:0)+H,783.63747,600.57143,724.56393,582.56077,260.237245,320.331085,184.07332,86.09648
SM(d18:3/22:1)+H,781.62187,598.55583,722.54833,580.54517,260.237245,318.315485,184.07332,86.09648
SM(d18:3/22:2)+H,779.60617,596.54013,720.53263,578.52947,260.237245,316.299785,184.07332,86.09648
SM(d18:3/22:3)+H,777.59057,594.52453,718.51703,576.51387,260.237245,314.284185,184.07332,86.09648
SM(d18:3/22:4)+H,775.57487,592.50883,716.50133,574.49817,260.237245,312.268485,184.07332,86.09648
SM(d18:3/22:5)+H,773.55927,590.49323,714.48573,572.48257,260.237245,310.252885,184.07332,86.09648
SM(d18:3/22:6)+H,771.54357,588.47753,712.47003,570.46687,260.237245,308.237185,184.07332,86.09648
SM(d18:3/23:0)+H,797.65317,614.58713,738.57963,596.57647,260.237245,334.346785,184.07332,86.09648
SM(d18:3/24:0)+H,811.66877,628.60273,752.59523,610.59207,260.237245,348.362385,184.07332,86.09648
SM(d18:3/24:1)+H,809.65317,626.58713,750.57963,608.57647,260.237245,346.346785,184.07332,86.09648
SM(d18:3/25:0)+H,825.68447,642.61843,766.61093,624.60777,260.237245,362.378085,184.07332,86.09648
SM(d18:3/26:0)+H,839.70007,656.63403,780.62653,638.62337,260.237245,376.393685,184.07332,86.09648
SM(d18:3/8:0)+H,587.41837,404.35233,528.34483,386.34167,260.237245,124.111985,184.07332,86.09648
SM(d18:4/10:0)+H,613.43397,430.36793,554.36043,412.35727,258.221545,152.143285,184.07332,86.09648
SM(d18:4/12:0)+H,641.46527,458.39923,582.39173,440.38857,258.221545,180.174585,184.07332,86.09648
SM(d18:4/13:0)+H,655.48097,472.41493,596.40743,454.40427,258.221545,194.190285,184.07332,86.09648
SM(d18:4/14:0)+H,669.49657,486.43053,610.42303,468.41987,258.221545,208.205885,184.07332,86.09648
SM(d18:4/14:1)+H,667.48097,484.41493,608.40743,466.40427,258.221545,206.190285,184.07332,86.09648
SM(d18:4/15:0)+H,683.51227,500.44623,624.43873,482.43557,258.221545,222.221585,184.07332,86.09648
SM(d18:4/15:1)+H,681.49657,498.43053,622.42303,480.41987,258.221545,220.205885,184.07332,86.09648
SM(d18:4/16:0)+H,697.52787,514.46183,638.45433,496.45117,258.221545,236.237185,184.07332,86.09648
SM(d18:4/16:1)+H,695.51227,512.44623,636.43873,494.43557,258.221545,234.221585,184.07332,86.09648
SM(d18:4/17:0)+H,711.54357,528.47753,652.47003,510.46687,258.221545,250.252885,184.07332,86.09648
SM(d18:4/17:1)+H,709.52787,526.46183,650.45433,508.45117,258.221545,248.237185,184.07332,86.09648
SM(d18:4/17:2)+H,707.51227,524.44623,648.43873,506.43557,258.221545,246.221585,184.07332,86.09648
SM(d18:4/18:0)+H,725.55917,542.49313,666.48563,524.48247,258.221545,264.268485,184.07332,86.09648
SM(d18:4/18:1)+H,723.54357,540.47753,664.47003,522.46687,258.221545,262.252885,184.07332,86.09648
SM(d18:4/18:2)+H,721.52787,538.46183,662.45433,520.45117,258.221545,260.237185,184.07332,86.09648
SM(d18:4/18:3)+H,719.51227,536.44623,660.43873,518.43557,258.221545,258.221585,184.07332,86.09648
SM(d18:4/18:4)+H,717.49657,534.43053,658.42303,516.41987,258.221545,256.205885,184.07332,86.09648
SM(d18:4/19:0)+H,739.57487,556.50883,680.50133,538.49817,258.221545,278.284185,184.07332,86.09648
SM(d18:4/20:0)+H,753.59047,570.52443,694.51693,552.51377,258.221545,292.299785,184.07332,86.09648
SM(d18:4/20:1)+H,751.57487,568.50883,692.50133,550.49817,258.221545,290.284185,184.07332,86.09648
SM(d18:4/20:2)+H,749.55917,566.49313,690.48563,548.48247,258.221545,288.268485,184.07332,86.09648
SM(d18:4/20:3)+H,747.54357,564.47753,688.47003,546.46687,258.221545,286.252885,184.07332,86.09648
SM(d18:4/20:4)+H,745.52787,562.46183,686.45433,544.45117,258.221545,284.237185,184.07332,86.09648
SM(d18:4/20:5)+H,743.51227,560.44623,684.43873,542.43557,258.221545,282.221585,184.07332,86.09648
SM(d18:4/21:0)+H,767.60617,584.54013,708.53263,566.52947,258.221545,306.315485,184.07332,86.09648
SM(d18:4/22:0)+H,781.62177,598.55573,722.54823,580.54507,258.221545,320.331085,184.07332,86.09648
SM(d18:4/22:1)+H,779.60617,596.54013,720.53263,578.52947,258.221545,318.315485,184.07332,86.09648
SM(d18:4/22:2)+H,777.59047,594.52443,718.51693,576.51377,258.221545,316.299785,184.07332,86.09648
SM(d18:4/22:3)+H,775.57487,592.50883,716.50133,574.49817,258.221545,314.284185,184.07332,86.09648
SM(d18:4/22:4)+H,773.55917,590.49313,714.48563,572.48247,258.221545,312.268485,184.07332,86.09648
SM(d18:4/22:5)+H,771.54357,588.47753,712.47003,570.46687,258.221545,310.252885,184.07332,86.09648
SM(d18:4/22:6)+H,769.52787,586.46183,710.45433,568.45117,258.221545,308.237185,184.07332,86.09648
SM(d18:4/23:0)+H,795.63747,612.57143,736.56393,594.56077,258.221545,334.346785,184.07332,86.09648
SM(d18:4/24:0)+H,809.65307,626.58703,750.57953,608.57637,258.221545,348.362385,184.07332,86.09648
SM(d18:4/24:1)+H,807.63747,624.57143,748.56393,606.56077,258.221545,346.346785,184.07332,86.09648
SM(d18:4/25:0)+H,823.66877,640.60273,764.59523,622.59207,258.221545,362.378085,184.07332,86.09648
SM(d18:4/26:0)+H,837.68437,654.61833,778.61083,636.60767,258.221545,376.393685,184.07332,86.09648
SM(d18:4/8:0)+H,585.40267,402.33663,526.32913,384.32597,258.221545,124.111985,184.07332,86.09648
SM(d19:0/10:0)+H,635.51227,452.44623,576.43873,434.43557,280.299845,152.143285,184.07332,86.09648
SM(d19:0/12:0)+H,663.54357,480.47753,604.47003,462.46687,280.299845,180.174585,184.07332,86.09648
SM(d19:0/13:0)+H,677.55927,494.49323,618.48573,476.48257,280.299845,194.190285,184.07332,86.09648
SM(d19:0/14:0)+H,691.57487,508.50883,632.50133,490.49817,280.299845,208.205885,184.07332,86.09648
SM(d19:0/14:1)+H,689.55927,506.49323,630.48573,488.48257,280.299845,206.190285,184.07332,86.09648
SM(d19:0/15:0)+H,705.59057,522.52453,646.51703,504.51387,280.299845,222.221585,184.07332,86.09648
SM(d19:0/15:1)+H,703.57487,520.50883,644.50133,502.49817,280.299845,220.205885,184.07332,86.09648
SM(d19:0/16:0)+H,719.60617,536.54013,660.53263,518.52947,280.299845,236.237185,184.07332,86.09648
SM(d19:0/16:1)+H,717.59057,534.52453,658.51703,516.51387,280.299845,234.221585,184.07332,86.09648
SM(d19:0/17:0)+H,733.62187,550.55583,674.54833,532.54517,280.299845,250.252885,184.07332,86.09648
SM(d19:0/17:1)+H,731.60617,548.54013,672.53263,530.52947,280.299845,248.237185,184.07332,86.09648
SM(d19:0/17:2)+H,729.59057,546.52453,670.51703,528.51387,280.299845,246.221585,184.07332,86.09648
SM(d19:0/18:0)+H,747.63747,564.57143,688.56393,546.56077,280.299845,264.268485,184.07332,86.09648
SM(d19:0/18:1)+H,745.62187,562.55583,686.54833,544.54517,280.299845,262.252885,184.07332,86.09648
SM(d19:0/18:2)+H,743.60617,560.54013,684.53263,542.52947,280.299845,260.237185,184.07332,86.09648
SM(d19:0/18:3)+H,741.59057,558.52453,682.51703,540.51387,280.299845,258.221585,184.07332,86.09648
SM(d19:0/18:4)+H,739.57487,556.50883,680.50133,538.49817,280.299845,256.205885,184.07332,86.09648
SM(d19:0/19:0)+H,761.65317,578.58713,702.57963,560.57647,280.299845,278.284185,184.07332,86.09648
SM(d19:0/20:0)+H,775.66877,592.60273,716.59523,574.59207,280.299845,292.299785,184.07332,86.09648
SM(d19:0/20:1)+H,773.65317,590.58713,714.57963,572.57647,280.299845,290.284185,184.07332,86.09648
SM(d19:0/20:2)+H,771.63747,588.57143,712.56393,570.56077,280.299845,288.268485,184.07332,86.09648
SM(d19:0/20:3)+H,769.62187,586.55583,710.54833,568.54517,280.299845,286.252885,184.07332,86.09648
SM(d19:0/20:4)+H,767.60617,584.54013,708.53263,566.52947,280.299845,284.237185,184.07332,86.09648
SM(d19:0/20:5)+H,765.59057,582.52453,706.51703,564.51387,280.299845,282.221585,184.07332,86.09648
SM(d19:0/21:0)+H,789.68447,606.61843,730.61093,588.60777,280.299845,306.315485,184.07332,86.09648
SM(d19:0/22:0)+H,803.70007,620.63403,744.62653,602.62337,280.299845,320.331085,184.07332,86.09648
SM(d19:0/22:1)+H,801.68447,618.61843,742.61093,600.60777,280.299845,318.315485,184.07332,86.09648
SM(d19:0/22:2)+H,799.66877,616.60273,740.59523,598.59207,280.299845,316.299785,184.07332,86.09648
SM(d19:0/22:3)+H,797.65317,614.58713,738.57963,596.57647,280.299845,314.284185,184.07332,86.09648
SM(d19:0/22:4)+H,795.63747,612.57143,736.56393,594.56077,280.299845,312.268485,184.07332,86.09648
SM(d19:0/22:5)+H,793.62187,610.55583,734.54833,592.54517,280.299845,310.252885,184.07332,86.09648
SM(d19:0/22:6)+H,791.60617,608.54013,732.53263,590.52947,280.299845,308.237185,184.07332,86.09648
SM(d19:0/23:0)+H,817.71577,634.64973,758.64223,616.63907,280.299845,334.346785,184.07332,86.09648
SM(d19:0/24:0)+H,831.73137,648.66533,772.65783,630.65467,280.299845,348.362385,184.07332,86.09648
SM(d19:0/24:1)+H,829.71577,646.64973,770.64223,628.63907,280.299845,346.346785,184.07332,86.09648
SM(d19:0/25:0)+H,845.74707,662.68103,786.67353,644.67037,280.299845,362.378085,184.07332,86.09648
SM(d19:0/26:0)+H,859.76267,676.69663,800.68913,658.68597,280.299845,376.393685,184.07332,86.09648
SM(d19:0/8:0)+H,607.48097,424.41493,548.40743,406.40427,280.299845,124.111985,184.07332,86.09648
SM(d20:0/10:0)+H,649.52787,466.46183,590.45433,448.45117,294.315445,152.143285,184.07332,86.09648
SM(d20:0/12:0)+H,677.55917,494.49313,618.48563,476.48247,294.315445,180.174585,184.07332,86.09648
SM(d20:0/13:0)+H,691.57487,508.50883,632.50133,490.49817,294.315445,194.190285,184.07332,86.09648
SM(d20:0/14:0)+H,705.59047,522.52443,646.51693,504.51377,294.315445,208.205885,184.07332,86.09648
SM(d20:0/14:1)+H,703.57487,520.50883,644.50133,502.49817,294.315445,206.190285,184.07332,86.09648
SM(d20:0/15:0)+H,719.60617,536.54013,660.53263,518.52947,294.315445,222.221585,184.07332,86.09648
SM(d20:0/15:1)+H,717.59047,534.52443,658.51693,516.51377,294.315445,220.205885,184.07332,86.09648
SM(d20:0/16:0)+H,733.62177,550.55573,674.54823,532.54507,294.315445,236.237185,184.07332,86.09648
SM(d20:0/16:1)+H,731.60617,548.54013,672.53263,530.52947,294.315445,234.221585,184.07332,86.09648
SM(d20:0/17:0)+H,747.63747,564.57143,688.56393,546.56077,294.315445,250.252885,184.07332,86.09648
SM(d20:0/17:1)+H,745.62177,562.55573,686.54823,544.54507,294.315445,248.237185,184.07332,86.09648
SM(d20:0/17:2)+H,743.60617,560.54013,684.53263,542.52947,294.315445,246.221585,184.07332,86.09648
SM(d20:0/18:0)+H,761.65307,578.58703,702.57953,560.57637,294.315445,264.268485,184.07332,86.09648
SM(d20:0/18:1)+H,759.63747,576.57143,700.56393,558.56077,294.315445,262.252885,184.07332,86.09648
SM(d20:0/18:2)+H,757.62177,574.55573,698.54823,556.54507,294.315445,260.237185,184.07332,86.09648
SM(d20:0/18:3)+H,755.60617,572.54013,696.53263,554.52947,294.315445,258.221585,184.07332,86.09648
SM(d20:0/18:4)+H,753.59047,570.52443,694.51693,552.51377,294.315445,256.205885,184.07332,86.09648
SM(d20:0/19:0)+H,775.66877,592.60273,716.59523,574.59207,294.315445,278.284185,184.07332,86.09648
SM(d20:0/20:0)+H,789.68437,606.61833,730.61083,588.60767,294.315445,292.299785,184.07332,86.09648
SM(d20:0/20:1)+H,787.66877,604.60273,728.59523,586.59207,294.315445,290.284185,184.07332,86.09648
SM(d20:0/20:2)+H,785.65307,602.58703,726.57953,584.57637,294.315445,288.268485,184.07332,86.09648
SM(d20:0/20:3)+H,783.63747,600.57143,724.56393,582.56077,294.315445,286.252885,184.07332,86.09648
SM(d20:0/20:4)+H,781.62177,598.55573,722.54823,580.54507,294.315445,284.237185,184.07332,86.09648
SM(d20:0/20:5)+H,779.60617,596.54013,720.53263,578.52947,294.315445,282.221585,184.07332,86.09648
SM(d20:0/21:0)+H,803.70007,620.63403,744.62653,602.62337,294.315445,306.315485,184.07332,86.09648
SM(d20:0/22:0)+H,817.71567,634.64963,758.64213,616.63897,294.315445,320.331085,184.07332,86.09648
SM(d20:0/22:1)+H,815.70007,632.63403,756.62653,614.62337,294.315445,318.315485,184.07332,86.09648
SM(d20:0/22:2)+H,813.68437,630.61833,754.61083,612.60767,294.315445,316.299785,184.07332,86.09648
SM(d20:0/22:3)+H,811.66877,628.60273,752.59523,610.59207,294.315445,314.284185,184.07332,86.09648
SM(d20:0/22:4)+H,809.65307,626.58703,750.57953,608.57637,294.315445,312.268485,184.07332,86.09648
SM(d20:0/22:5)+H,807.63747,624.57143,748.56393,606.56077,294.315445,310.252885,184.07332,86.09648
SM(d20:0/22:6)+H,805.62177,622.55573,746.54823,604.54507,294.315445,308.237185,184.07332,86.09648
SM(d20:0/23:0)+H,831.73137,648.66533,772.65783,630.65467,294.315445,334.346785,184.07332,86.09648
SM(d20:0/24:0)+H,845.74697,662.68093,786.67343,644.67027,294.315445,348.362385,184.07332,86.09648
SM(d20:0/24:1)+H,843.73137,660.66533,784.65783,642.65467,294.315445,346.346785,184.07332,86.09648
SM(d20:0/25:0)+H,859.76267,676.69663,800.68913,658.68597,294.315445,362.378085,184.07332,86.09648
SM(d20:0/26:0)+H,873.77827,690.71223,814.70473,672.70157,294.315445,376.393685,184.07332,86.09648
SM(d20:0/8:0)+H,621.49657,438.43053,562.42303,420.41987,294.315445,124.111985,184.07332,86.09648
SM(d20:1/10:0)+H,647.51227,464.44623,588.43873,446.43557,292.299845,152.143285,184.07332,86.09648
SM(d20:1/12:0)+H,675.54357,492.47753,616.47003,474.46687,292.299845,180.174585,184.07332,86.09648
SM(d20:1/13:0)+H,689.55927,506.49323,630.48573,488.48257,292.299845,194.190285,184.07332,86.09648
SM(d20:1/14:0)+H,703.57487,520.50883,644.50133,502.49817,292.299845,208.205885,184.07332,86.09648
SM(d20:1/14:1)+H,701.55927,518.49323,642.48573,500.48257,292.299845,206.190285,184.07332,86.09648
SM(d20:1/15:0)+H,717.59057,534.52453,658.51703,516.51387,292.299845,222.221585,184.07332,86.09648
SM(d20:1/15:1)+H,715.57487,532.50883,656.50133,514.49817,292.299845,220.205885,184.07332,86.09648
SM(d20:1/16:0)+H,731.60617,548.54013,672.53263,530.52947,292.299845,236.237185,184.07332,86.09648
SM(d20:1/16:1)+H,729.59057,546.52453,670.51703,528.51387,292.299845,234.221585,184.07332,86.09648
SM(d20:1/17:0)+H,745.62187,562.55583,686.54833,544.54517,292.299845,250.252885,184.07332,86.09648
SM(d20:1/17:1)+H,743.60617,560.54013,684.53263,542.52947,292.299845,248.237185,184.07332,86.09648
SM(d20:1/17:2)+H,741.59057,558.52453,682.51703,540.51387,292.299845,246.221585,184.07332,86.09648
SM(d20:1/18:0)+H,759.63747,576.57143,700.56393,558.56077,292.299845,264.268485,184.07332,86.09648
SM(d20:1/18:1)+H,757.62187,574.55583,698.54833,556.54517,292.299845,262.252885,184.07332,86.09648
SM(d20:1/18:2)+H,755.60617,572.54013,696.53263,554.52947,292.299845,260.237185,184.07332,86.09648
SM(d20:1/18:3)+H,753.59057,570.52453,694.51703,552.51387,292.299845,258.221585,184.07332,86.09648
SM(d20:1/18:4)+H,751.57487,568.50883,692.50133,550.49817,292.299845,256.205885,184.07332,86.09648
SM(d20:1/19:0)+H,773.65317,590.58713,714.57963,572.57647,292.299845,278.284185,184.07332,86.09648
SM(d20:1/20:0)+H,787.66877,604.60273,728.59523,586.59207,292.299845,292.299785,184.07332,86.09648
SM(d20:1/20:1)+H,785.65317,602.58713,726.57963,584.57647,292.299845,290.284185,184.07332,86.09648
SM(d20:1/20:2)+H,783.63747,600.57143,724.56393,582.56077,292.299845,288.268485,184.07332,86.09648
SM(d20:1/20:3)+H,781.62187,598.55583,722.54833,580.54517,292.299845,286.252885,184.07332,86.09648
SM(d20:1/20:4)+H,779.60617,596.54013,720.53263,578.52947,292.299845,284.237185,184.07332,86.09648
SM(d20:1/20:5)+H,777.59057,594.52453,718.51703,576.51387,292.299845,282.221585,184.07332,86.09648
SM(d20:1/21:0)+H,801.68447,618.61843,742.61093,600.60777,292.299845,306.315485,184.07332,86.09648
SM(d20:1/22:0)+H,815.70007,632.63403,756.62653,614.62337,292.299845,320.331085,184.07332,86.09648
SM(d20:1/22:1)+H,813.68447,630.61843,754.61093,612.60777,292.299845,318.315485,184.07332,86.09648
SM(d20:1/22:2)+H,811.66877,628.60273,752.59523,610.59207,292.299845,316.299785,184.07332,86.09648
SM(d20:1/22:3)+H,809.65317,626.58713,750.57963,608.57647,292.299845,314.284185,184.07332,86.09648
