Cer-NP,[M+C2H3O2]-,[M-H]-,[M-H2O-H]-,[M-2H2O-H]-,[FAA+C3H5O-H]-,[FAA+C2H5O-H]-,[FAA+C2H5O-H]-,[FAA+C2H3-H]-,[Sph-CH9NO-H]-,[FA+O-H]-,[Sph-C2H9NO-H]-,[FAA-H]-,[Sph-C3H11NO2-H]-
Cer-NP(t24:0/22:2)+C2H3O2,778.6924,718.6713,700.6608,682.6502,390.3367,378.3367,378.3367,360.3261,351.3258,335.2956,339.3258,334.311,309.3152
Cer-NP(t24:0/23:0)+C2H3O2,796.7394,736.7183,718.7077,700.6971,408.3836,396.3836,396.3836,378.373,351.3258,353.3425,339.3258,352.3579,309.3152
Cer-NP(t24:0/23:1)+C2H3O2,794.7238,734.7026,716.6921,698.6815,406.368,394.368,394.368,376.3574,351.3258,351.3269,339.3258,350.3423,309.3152
Cer-NP(t24:0/24:0)+C2H3O2,810.7551,750.7339,732.7234,714.7128,422.3993,410.3993,410.3993,392.3887,351.3258,367.3582,339.3258,366.3736,309.3152
Cer-NP(t24:0/24:1)+C2H3O2,808.7394,748.7183,730.7077,712.6971,420.3836,408.3836,408.3836,390.373,351.3258,365.3425,339.3258,364.3579,309.3152
Cer-NP(t24:0/24:2)+C2H3O2,806.7238,746.7026,728.6921,710.6815,418.368,406.368,406.368,388.3574,351.3258,363.3269,339.3258,362.3423,309.3152
Cer-NP(t24:0/25:0)+C2H3O2,824.7707,764.7496,746.739,728.7285,436.4149,424.4149,424.4149,406.4044,351.3258,381.3738,339.3258,380.3893,309.3152
Cer-NP(t24:0/25:1)+C2H3O2,822.7551,762.7339,744.7234,726.7128,434.3993,422.3993,422.3993,404.3887,351.3258,379.3582,339.3258,378.3736,309.3152
Cer-NP(t24:0/26:0)+C2H3O2,838.7864,778.7653,760.7547,742.7441,450.4306,438.4306,438.4306,420.42,351.3258,395.3895,339.3258,394.4049,309.3152
Cer-NP(t24:0/26:1)+C2H3O2,836.7707,776.7496,758.739,740.7285,448.4149,436.4149,436.4149,418.4044,351.3258,393.3738,339.3258,392.3893,309.3152
Cer-NP(t24:0/26:2)+C2H3O2,834.7551,774.7339,756.7234,738.7128,446.3993,434.3993,434.3993,416.3887,351.3258,391.3582,339.3258,390.3736,309.3152
Cer-NP(t24:0/27:0)+C2H3O2,852.802,792.7809,774.7703,756.7598,464.4462,452.4462,452.4462,434.4356,351.3258,409.4051,339.3258,408.4205,309.3152
Cer-NP(t24:0/27:1)+C2H3O2,850.7864,790.7653,772.7547,754.7441,462.4306,450.4306,450.4306,432.42,351.3258,407.3895,339.3258,406.4049,309.3152
Cer-NP(t24:0/28:0)+C2H3O2,866.8177,806.7966,788.7859,770.7754,478.4619,466.4619,466.4619,448.4513,351.3258,423.4207,339.3258,422.4362,309.3152
Cer-NP(t24:0/28:1)+C2H3O2,864.802,804.7809,786.7703,768.7598,476.4462,464.4462,464.4462,446.4356,351.3258,421.4051,339.3258,420.4205,309.3152
Cer-NP(t24:0/28:2)+C2H3O2,862.7864,802.7653,784.7547,766.7441,474.4306,462.4306,462.4306,444.42,351.3258,419.3895,339.3258,418.4049,309.3152
Cer-NP(t24:0/29:0)+C2H3O2,880.8333,820.8122,802.8016,784.7911,492.4775,480.4775,480.4775,462.4669,351.3258,437.4364,339.3258,436.4518,309.3152
Cer-NP(t24:0/29:1)+C2H3O2,878.8177,818.7966,800.7859,782.7754,490.4619,478.4619,478.4619,460.4513,351.3258,435.4207,339.3258,434.4362,309.3152
Cer-NP(t24:0/30:0)+C2H3O2,894.849,834.8278,816.8173,798.8067,506.4932,494.4932,494.4932,476.4826,351.3258,451.4521,339.3258,450.4675,309.3152
Cer-NP(t24:0/30:1)+C2H3O2,892.8333,832.8122,814.8016,796.7911,504.4775,492.4775,492.4775,474.4669,351.3258,449.4364,339.3258,448.4518,309.3152
Cer-NP(t24:0/30:2)+C2H3O2,890.8177,830.7966,812.7859,794.7754,502.4619,490.4619,490.4619,472.4513,351.3258,447.4207,339.3258,446.4362,309.3152
Cer-NP(t24:0/31:0)+C2H3O2,908.8646,848.8435,830.8329,812.8223,520.5089,508.5088,508.5088,490.4983,351.3258,465.4677,339.3258,464.4832,309.3152
Cer-NP(t24:0/31:1)+C2H3O2,906.849,846.8278,828.8173,810.8067,518.4932,506.4932,506.4932,488.4826,351.3258,463.4521,339.3258,462.4675,309.3152
Cer-NP(t24:0/32:0)+C2H3O2,922.8802,862.8591,844.8486,826.838,534.5245,522.5245,522.5245,504.5139,351.3258,479.4834,339.3258,478.4988,309.3152
Cer-NP(t24:0/32:1)+C2H3O2,920.8646,860.8435,842.8329,824.8223,532.5089,520.5089,520.5089,502.4983,351.3258,477.4677,339.3258,476.4832,309.3152
Cer-NP(t24:0/32:2)+C2H3O2,918.849,858.8278,840.8173,822.8067,530.4932,518.4932,518.4932,500.4826,351.3258,475.4521,339.3258,474.4675,309.3152
Cer-NP(t24:0/33:0)+C2H3O2,936.8959,876.8748,858.8642,840.8536,548.5401,536.5401,536.5401,518.5295,351.3258,493.499,339.3258,492.5144,309.3152
Cer-NP(t24:0/33:1)+C2H3O2,934.8802,874.8591,856.8486,838.838,546.5245,534.5245,534.5245,516.5139,351.3258,491.4834,339.3258,490.4988,309.3152
Cer-NP(t24:0/34:0)+C2H3O2,950.9116,890.8904,872.8799,854.8693,562.5558,550.5558,550.5558,532.5452,351.3258,507.5146,339.3258,506.5301,309.3152
Cer-NP(t24:0/34:1)+C2H3O2,948.8959,888.8748,870.8642,852.8536,560.5401,548.5401,548.5401,530.5295,351.3258,505.499,339.3258,504.5144,309.3152
Cer-NP(t24:0/34:2)+C2H3O2,946.8802,886.8591,868.8486,850.838,558.5245,546.5245,546.5245,528.5139,351.3258,503.4834,339.3258,502.4988,309.3152
Cer-NP(t24:0/35:0)+C2H3O2,964.9272,904.9061,886.8955,868.8849,576.5714,564.5714,564.5714,546.5609,351.3258,521.5303,339.3258,520.5457,309.3152
Cer-NP(t24:0/35:1)+C2H3O2,962.9116,902.8904,884.8799,866.8693,574.5558,562.5558,562.5558,544.5452,351.3258,519.5146,339.3258,518.5301,309.3152
Cer-NP(t24:0/36:0)+C2H3O2,978.9429,918.9218,900.9112,882.9006,590.5871,578.5871,578.5871,560.5765,351.3258,535.546,339.3258,534.5614,309.3152
Cer-NP(t24:0/36:1)+C2H3O2,976.9272,916.9061,898.8955,880.8849,588.5714,576.5714,576.5714,558.5609,351.3258,533.5303,339.3258,532.5457,309.3152
Cer-NP(t24:0/36:2)+C2H3O2,974.9116,914.8904,896.8799,878.8693,586.5558,574.5558,574.5558,556.5452,351.3258,531.5146,339.3258,530.5301,309.3152
Cer-NP(t24:0/38:0)+C2H3O2,1006.974,946.9531,928.9424,910.9319,618.6183,606.6183,606.6183,588.6078,351.3258,563.5773,339.3258,562.5927,309.3152
Cer-NP(t24:0/38:1)+C2H3O2,1004.958,944.9374,926.9268,908.9163,616.6027,604.6027,604.6027,586.5922,351.3258,561.5616,339.3258,560.577,309.3152
Cer-NP(t24:0/38:2)+C2H3O2,1002.943,942.9218,924.9112,906.9006,614.5871,602.5871,602.5871,584.5765,351.3258,559.546,339.3258,558.5614,309.3152
Cer-NP(t24:0/40:0)+C2H3O2,1035.005,974.9843,956.9738,938.9632,646.6497,634.6497,634.6497,616.6391,351.3258,591.6086,339.3258,590.624,309.3152
Cer-NP(t24:0/40:1)+C2H3O2,1032.99,972.9687,954.9581,936.9476,644.634,632.634,632.634,614.6235,351.3258,589.5929,339.3258,588.6083,309.3152
Cer-NP(t24:0/40:2)+C2H3O2,1030.974,970.9531,952.9424,934.9319,642.6183,630.6183,630.6183,612.6078,351.3258,587.5773,339.3258,586.5927,309.3152
Cer-NP(t24:0/42:0)+C2H3O2,1063.037,1003.016,985.0051,966.9945,674.681,662.681,662.681,644.6704,351.3258,619.6398,339.3258,618.6553,309.3152
Cer-NP(t24:0/42:1)+C2H3O2,1061.021,1001,982.9894,964.9788,672.6653,660.6653,660.6653,642.6547,351.3258,617.6242,339.3258,616.6396,309.3152
Cer-NP(t24:0/42:2)+C2H3O2,1059.005,998.9843,980.9738,962.9632,670.6497,658.6497,658.6497,640.6391,351.3258,615.6086,339.3258,614.624,309.3152
Cer-NP(t24:1/12:0)+C2H3O2,640.5516,580.5305,562.5199,544.5093,254.2115,242.2115,242.2115,224.2009,349.3101,199.1704,337.3101,198.1858,307.2996
Cer-NP(t24:1/12:1)+C2H3O2,638.5359,578.5148,560.5043,542.4937,252.1958,240.1958,240.1958,222.1853,349.3101,197.1547,337.3101,196.1701,307.2996
Cer-NP(t24:1/13:0)+C2H3O2,654.5673,594.5461,576.5356,558.525,268.2271,256.2271,256.2271,238.2166,349.3101,213.186,337.3101,212.2014,307.2996
Cer-NP(t24:1/13:1)+C2H3O2,652.5516,592.5305,574.5199,556.5093,266.2115,254.2115,254.2115,236.2009,349.3101,211.1704,337.3101,210.1858,307.2996
Cer-NP(t24:1/14:0)+C2H3O2,668.5829,608.5618,590.5512,572.5406,282.2428,270.2428,270.2428,252.2322,349.3101,227.2017,337.3101,226.2171,307.2996
Cer-NP(t24:1/14:1)+C2H3O2,666.5673,606.5461,588.5356,570.525,280.2271,268.2271,268.2271,250.2166,349.3101,225.186,337.3101,224.2014,307.2996
Cer-NP(t24:1/15:0)+C2H3O2,682.5986,622.5775,604.5669,586.5563,296.2584,284.2584,284.2584,266.2479,349.3101,241.2173,337.3101,240.2327,307.2996
Cer-NP(t24:1/15:1)+C2H3O2,680.5829,620.5618,602.5512,584.5406,294.2428,282.2428,282.2428,264.2322,349.3101,239.2017,337.3101,238.2171,307.2996
Cer-NP(t24:1/16:0)+C2H3O2,696.6142,636.5931,618.5825,600.572,310.2741,298.2741,298.2741,280.2635,349.3101,255.233,337.3101,254.2484,307.2996
Cer-NP(t24:1/16:1)+C2H3O2,694.5986,634.5775,616.5669,598.5563,308.2584,296.2584,296.2584,278.2479,349.3101,253.2173,337.3101,252.2327,307.2996
Cer-NP(t24:1/16:2)+C2H3O2,692.5829,632.5618,614.5512,596.5406,306.2428,294.2428,294.2428,276.2322,349.3101,251.2017,337.3101,250.2171,307.2996
Cer-NP(t24:1/17:0)+C2H3O2,710.6299,650.6088,632.5981,614.5876,324.2897,312.2897,312.2897,294.2791,349.3101,269.2486,337.3101,268.264,307.2996
Cer-NP(t24:1/18:0)+C2H3O2,724.6455,664.6244,646.6138,628.6033,338.3054,326.3054,326.3054,308.2948,349.3101,283.2643,337.3101,282.2797,307.2996
Cer-NP(t24:1/18:1)+C2H3O2,722.6299,662.6088,644.5981,626.5876,336.2897,324.2897,324.2897,306.2791,349.3101,281.2486,337.3101,280.264,307.2996
Cer-NP(t24:1/18:2)+C2H3O2,720.6142,660.5931,642.5825,624.572,334.2741,322.2741,322.2741,304.2635,349.3101,279.233,337.3101,278.2484,307.2996
Cer-NP(t24:1/19:0)+C2H3O2,738.6612,678.64,660.6295,642.6189,352.321,340.321,340.321,322.3105,349.3101,297.2799,337.3101,296.2953,307.2996
Cer-NP(t24:1/19:1)+C2H3O2,736.6455,676.6244,658.6138,640.6033,350.3054,338.3054,338.3054,320.2948,349.3101,295.2643,337.3101,294.2797,307.2996
Cer-NP(t24:1/20:0)+C2H3O2,752.6768,692.6557,674.6451,656.6345,366.3367,354.3367,354.3367,336.3261,349.3101,311.2956,337.3101,310.311,307.2996
Cer-NP(t24:1/20:1)+C2H3O2,750.6612,690.64,672.6295,654.6189,364.321,352.321,352.321,334.3105,349.3101,309.2799,337.3101,308.2953,307.2996
Cer-NP(t24:1/20:2)+C2H3O2,748.6455,688.6244,670.6138,652.6033,362.3054,350.3054,350.3054,332.2948,349.3101,307.2643,337.3101,306.2797,307.2996
Cer-NP(t24:1/21:0)+C2H3O2,766.6924,706.6713,688.6608,670.6502,380.3523,368.3523,368.3523,350.3417,349.3101,325.3112,337.3101,324.3266,307.2996
Cer-NP(t24:1/21:1)+C2H3O2,764.6768,704.6557,686.6451,668.6345,378.3367,366.3367,366.3367,348.3261,349.3101,323.2956,337.3101,322.311,307.2996
Cer-NP(t24:1/22:0)+C2H3O2,780.7081,720.687,702.6764,684.6658,394.368,382.368,382.368,364.3574,349.3101,339.3269,337.3101,338.3423,307.2996
Cer-NP(t24:1/22:1)+C2H3O2,778.6924,718.6713,700.6608,682.6502,392.3523,380.3523,380.3523,362.3417,349.3101,337.3112,337.3101,336.3266,307.2996
Cer-NP(t24:1/22:2)+C2H3O2,776.6768,716.6557,698.6451,680.6345,390.3367,378.3367,378.3367,360.3261,349.3101,335.2956,337.3101,334.311,307.2996
Cer-NP(t24:1/23:0)+C2H3O2,794.7238,734.7026,716.6921,698.6815,408.3836,396.3836,396.3836,378.373,349.3101,353.3425,337.3101,352.3579,307.2996
Cer-NP(t24:1/23:1)+C2H3O2,792.7081,732.687,714.6764,696.6658,406.368,394.368,394.368,376.3574,349.3101,351.3269,337.3101,350.3423,307.2996
Cer-NP(t24:1/24:0)+C2H3O2,808.7394,748.7183,730.7077,712.6971,422.3993,410.3993,410.3993,392.3887,349.3101,367.3582,337.3101,366.3736,307.2996
Cer-NP(t24:1/24:1)+C2H3O2,806.7238,746.7026,728.6921,710.6815,420.3836,408.3836,408.3836,390.373,349.3101,365.3425,337.3101,364.3579,307.2996
Cer-NP(t24:1/24:2)+C2H3O2,804.7081,744.687,726.6764,708.6658,418.368,406.368,406.368,388.3574,349.3101,363.3269,337.3101,362.3423,307.2996
Cer-NP(t24:1/25:0)+C2H3O2,822.7551,762.7339,744.7234,726.7128,436.4149,424.4149,424.4149,406.4044,349.3101,381.3738,337.3101,380.3893,307.2996
Cer-NP(t24:1/25:1)+C2H3O2,820.7394,760.7183,742.7077,724.6971,434.3993,422.3993,422.3993,404.3887,349.3101,379.3582,337.3101,378.3736,307.2996
Cer-NP(t24:1/26:0)+C2H3O2,836.7707,776.7496,758.739,740.7285,450.4306,438.4306,438.4306,420.42,349.3101,395.3895,337.3101,394.4049,307.2996
Cer-NP(t24:1/26:1)+C2H3O2,834.7551,774.7339,756.7234,738.7128,448.4149,436.4149,436.4149,418.4044,349.3101,393.3738,337.3101,392.3893,307.2996
Cer-NP(t24:1/26:2)+C2H3O2,832.7394,772.7183,754.7077,736.6971,446.3993,434.3993,434.3993,416.3887,349.3101,391.3582,337.3101,390.3736,307.2996
Cer-NP(t24:1/27:0)+C2H3O2,850.7864,790.7653,772.7547,754.7441,464.4462,452.4462,452.4462,434.4356,349.3101,409.4051,337.3101,408.4205,307.2996
Cer-NP(t24:1/27:1)+C2H3O2,848.7707,788.7496,770.739,752.7285,462.4306,450.4306,450.4306,432.42,349.3101,407.3895,337.3101,406.4049,307.2996
Cer-NP(t24:1/28:0)+C2H3O2,864.802,804.7809,786.7703,768.7598,478.4619,466.4619,466.4619,448.4513,349.3101,423.4207,337.3101,422.4362,307.2996
Cer-NP(t24:1/28:1)+C2H3O2,862.7864,802.7653,784.7547,766.7441,476.4462,464.4462,464.4462,446.4356,349.3101,421.4051,337.3101,420.4205,307.2996
Cer-NP(t24:1/28:2)+C2H3O2,860.7707,800.7496,782.739,764.7285,474.4306,462.4306,462.4306,444.42,349.3101,419.3895,337.3101,418.4049,307.2996
Cer-NP(t24:1/29:0)+C2H3O2,878.8177,818.7966,800.7859,782.7754,492.4775,480.4775,480.4775,462.4669,349.3101,437.4364,337.3101,436.4518,307.2996
Cer-NP(t24:1/29:1)+C2H3O2,876.802,816.7809,798.7703,780.7598,490.4619,478.4619,478.4619,460.4513,349.3101,435.4207,337.3101,434.4362,307.2996
Cer-NP(t24:1/30:0)+C2H3O2,892.8333,832.8122,814.8016,796.7911,506.4932,494.4932,494.4932,476.4826,349.3101,451.4521,337.3101,450.4675,307.2996
Cer-NP(t24:1/30:1)+C2H3O2,890.8177,830.7966,812.7859,794.7754,504.4775,492.4775,492.4775,474.4669,349.3101,449.4364,337.3101,448.4518,307.2996
Cer-NP(t24:1/30:2)+C2H3O2,888.802,828.7809,810.7703,792.7598,502.4619,490.4619,490.4619,472.4513,349.3101,447.4207,337.3101,446.4362,307.2996
Cer-NP(t24:1/31:0)+C2H3O2,906.849,846.8278,828.8173,810.8067,520.5089,508.5088,508.5088,490.4983,349.3101,465.4677,337.3101,464.4832,307.2996
Cer-NP(t24:1/31:1)+C2H3O2,904.8333,844.8122,826.8016,808.7911,518.4932,506.4932,506.4932,488.4826,349.3101,463.4521,337.3101,462.4675,307.2996
Cer-NP(t24:1/32:0)+C2H3O2,920.8646,860.8435,842.8329,824.8223,534.5245,522.5245,522.5245,504.5139,349.3101,479.4834,337.3101,478.4988,307.2996
Cer-NP(t24:1/32:1)+C2H3O2,918.849,858.8278,840.8173,822.8067,532.5089,520.5089,520.5089,502.4983,349.3101,477.4677,337.3101,476.4832,307.2996
Cer-NP(t24:1/32:2)+C2H3O2,916.8333,856.8122,838.8016,820.7911,530.4932,518.4932,518.4932,500.4826,349.3101,475.4521,337.3101,474.4675,307.2996
Cer-NP(t24:1/33:0)+C2H3O2,934.8802,874.8591,856.8486,838.838,548.5401,536.5401,536.5401,518.5295,349.3101,493.499,337.3101,492.5144,307.2996
Cer-NP(t24:1/33:1)+C2H3O2,932.8646,872.8435,854.8329,836.8223,546.5245,534.5245,534.5245,516.5139,349.3101,491.4834,337.3101,490.4988,307.2996
Cer-NP(t24:1/34:0)+C2H3O2,948.8959,888.8748,870.8642,852.8536,562.5558,550.5558,550.5558,532.5452,349.3101,507.5146,337.3101,506.5301,307.2996
Cer-NP(t24:1/34:1)+C2H3O2,946.8802,886.8591,868.8486,850.838,560.5401,548.5401,548.5401,530.5295,349.3101,505.499,337.3101,504.5144,307.2996
Cer-NP(t24:1/34:2)+C2H3O2,944.8646,884.8435,866.8329,848.8223,558.5245,546.5245,546.5245,528.5139,349.3101,503.4834,337.3101,502.4988,307.2996
Cer-NP(t24:1/35:0)+C2H3O2,962.9116,902.8904,884.8799,866.8693,576.5714,564.5714,564.5714,546.5609,349.3101,521.5303,337.3101,520.5457,307.2996
Cer-NP(t24:1/35:1)+C2H3O2,960.8959,900.8748,882.8642,864.8536,574.5558,562.5558,562.5558,544.5452,349.3101,519.5146,337.3101,518.5301,307.2996
Cer-NP(t24:1/36:0)+C2H3O2,976.9272,916.9061,898.8955,880.8849,590.5871,578.5871,578.5871,560.5765,349.3101,535.546,337.3101,534.5614,307.2996
Cer-NP(t24:1/36:1)+C2H3O2,974.9116,914.8904,896.8799,878.8693,588.5714,576.5714,576.5714,558.5609,349.3101,533.5303,337.3101,532.5457,307.2996
Cer-NP(t24:1/36:2)+C2H3O2,972.8959,912.8748,894.8642,876.8536,586.5558,574.5558,574.5558,556.5452,349.3101,531.5146,337.3101,530.5301,307.2996
Cer-NP(t24:1/38:0)+C2H3O2,1004.958,944.9374,926.9268,908.9163,618.6183,606.6183,606.6183,588.6078,349.3101,563.5773,337.3101,562.5927,307.2996
Cer-NP(t24:1/38:1)+C2H3O2,1002.943,942.9218,924.9112,906.9006,616.6027,604.6027,604.6027,586.5922,349.3101,561.5616,337.3101,560.577,307.2996
Cer-NP(t24:1/38:2)+C2H3O2,1000.927,940.9061,922.8955,904.8849,614.5871,602.5871,602.5871,584.5765,349.3101,559.546,337.3101,558.5614,307.2996
Cer-NP(t24:1/40:0)+C2H3O2,1032.99,972.9687,954.9581,936.9476,646.6497,634.6497,634.6497,616.6391,349.3101,591.6086,337.3101,590.624,307.2996
Cer-NP(t24:1/40:1)+C2H3O2,1030.974,970.9531,952.9424,934.9319,644.634,632.634,632.634,614.6235,349.3101,589.5929,337.3101,588.6083,307.2996
Cer-NP(t24:1/40:2)+C2H3O2,1028.958,968.9374,950.9268,932.9163,642.6183,630.6183,630.6183,612.6078,349.3101,587.5773,337.3101,586.5927,307.2996
Cer-NP(t24:1/42:0)+C2H3O2,1061.021,1001,982.9894,964.9788,674.681,662.681,662.681,644.6704,349.3101,619.6398,337.3101,618.6553,307.2996
Cer-NP(t24:1/42:1)+C2H3O2,1059.005,998.9843,980.9738,962.9632,672.6653,660.6653,660.6653,642.6547,349.3101,617.6242,337.3101,616.6396,307.2996
Cer-NP(t24:1/42:2)+C2H3O2,1056.99,996.9687,978.9581,960.9476,670.6497,658.6497,658.6497,640.6391,349.3101,615.6086,337.3101,614.624,307.2996
Cer-NP(t24:2/12:0)+C2H3O2,638.5359,578.5148,560.5043,542.4937,254.2115,242.2115,242.2115,224.2009,347.2945,199.1704,335.2945,198.1858,305.2839
Cer-NP(t24:2/12:1)+C2H3O2,636.5203,576.4992,558.4886,540.478,252.1958,240.1958,240.1958,222.1853,347.2945,197.1547,335.2945,196.1701,305.2839
Cer-NP(t24:2/13:0)+C2H3O2,652.5516,592.5305,574.5199,556.5093,268.2271,256.2271,256.2271,238.2166,347.2945,213.186,335.2945,212.2014,305.2839
Cer-NP(t24:2/13:1)+C2H3O2,650.5359,590.5148,572.5043,554.4937,266.2115,254.2115,254.2115,236.2009,347.2945,211.1704,335.2945,210.1858,305.2839
Cer-NP(t24:2/14:0)+C2H3O2,666.5673,606.5461,588.5356,570.525,282.2428,270.2428,270.2428,252.2322,347.2945,227.2017,335.2945,226.2171,305.2839
Cer-NP(t24:2/14:1)+C2H3O2,664.5516,604.5305,586.5199,568.5093,280.2271,268.2271,268.2271,250.2166,347.2945,225.186,335.2945,224.2014,305.2839
Cer-NP(t24:2/15:0)+C2H3O2,680.5829,620.5618,602.5512,584.5406,296.2584,284.2584,284.2584,266.2479,347.2945,241.2173,335.2945,240.2327,305.2839
Cer-NP(t24:2/15:1)+C2H3O2,678.5673,618.5461,600.5356,582.525,294.2428,282.2428,282.2428,264.2322,347.2945,239.2017,335.2945,238.2171,305.2839
Cer-NP(t24:2/16:0)+C2H3O2,694.5986,634.5775,616.5669,598.5563,310.2741,298.2741,298.2741,280.2635,347.2945,255.233,335.2945,254.2484,305.2839
Cer-NP(t24:2/16:1)+C2H3O2,692.5829,632.5618,614.5512,596.5406,308.2584,296.2584,296.2584,278.2479,347.2945,253.2173,335.2945,252.2327,305.2839
Cer-NP(t24:2/16:2)+C2H3O2,690.5673,630.5461,612.5356,594.525,306.2428,294.2428,294.2428,276.2322,347.2945,251.2017,335.2945,250.2171,305.2839
Cer-NP(t24:2/17:0)+C2H3O2,708.6142,648.5931,630.5825,612.572,324.2897,312.2897,312.2897,294.2791,347.2945,269.2486,335.2945,268.264,305.2839
Cer-NP(t24:2/18:0)+C2H3O2,722.6299,662.6088,644.5981,626.5876,338.3054,326.3054,326.3054,308.2948,347.2945,283.2643,335.2945,282.2797,305.2839
Cer-NP(t24:2/18:1)+C2H3O2,720.6142,660.5931,642.5825,624.572,336.2897,324.2897,324.2897,306.2791,347.2945,281.2486,335.2945,280.264,305.2839
Cer-NP(t24:2/18:2)+C2H3O2,718.5986,658.5775,640.5669,622.5563,334.2741,322.2741,322.2741,304.2635,347.2945,279.233,335.2945,278.2484,305.2839
Cer-NP(t24:2/19:0)+C2H3O2,736.6455,676.6244,658.6138,640.6033,352.321,340.321,340.321,322.3105,347.2945,297.2799,335.2945,296.2953,305.2839
Cer-NP(t24:2/19:1)+C2H3O2,734.6299,674.6088,656.5981,638.5876,350.3054,338.3054,338.3054,320.2948,347.2945,295.2643,335.2945,294.2797,305.2839
Cer-NP(t24:2/20:0)+C2H3O2,750.6612,690.64,672.6295,654.6189,366.3367,354.3367,354.3367,336.3261,347.2945,311.2956,335.2945,310.311,305.2839
Cer-NP(t24:2/20:1)+C2H3O2,748.6455,688.6244,670.6138,652.6033,364.321,352.321,352.321,334.3105,347.2945,309.2799,335.2945,308.2953,305.2839
Cer-NP(t24:2/20:2)+C2H3O2,746.6299,686.6088,668.5981,650.5876,362.3054,350.3054,350.3054,332.2948,347.2945,307.2643,335.2945,306.2797,305.2839
Cer-NP(t24:2/21:0)+C2H3O2,764.6768,704.6557,686.6451,668.6345,380.3523,368.3523,368.3523,350.3417,347.2945,325.3112,335.2945,324.3266,305.2839
Cer-NP(t24:2/21:1)+C2H3O2,762.6612,702.64,684.6295,666.6189,378.3367,366.3367,366.3367,348.3261,347.2945,323.2956,335.2945,322.311,305.2839
Cer-NP(t24:2/22:0)+C2H3O2,778.6924,718.6713,700.6608,682.6502,394.368,382.368,382.368,364.3574,347.2945,339.3269,335.2945,338.3423,305.2839
Cer-NP(t24:2/22:1)+C2H3O2,776.6768,716.6557,698.6451,680.6345,392.3523,380.3523,380.3523,362.3417,347.2945,337.3112,335.2945,336.3266,305.2839
Cer-NP(t24:2/22:2)+C2H3O2,774.6612,714.64,696.6295,678.6189,390.3367,378.3367,378.3367,360.3261,347.2945,335.2956,335.2945,334.311,305.2839
Cer-NP(t24:2/23:0)+C2H3O2,792.7081,732.687,714.6764,696.6658,408.3836,396.3836,396.3836,378.373,347.2945,353.3425,335.2945,352.3579,305.2839
Cer-NP(t24:2/23:1)+C2H3O2,790.6924,730.6713,712.6608,694.6502,406.368,394.368,394.368,376.3574,347.2945,351.3269,335.2945,350.3423,305.2839
Cer-NP(t24:2/24:0)+C2H3O2,806.7238,746.7026,728.6921,710.6815,422.3993,410.3993,410.3993,392.3887,347.2945,367.3582,335.2945,366.3736,305.2839
Cer-NP(t24:2/24:1)+C2H3O2,804.7081,744.687,726.6764,708.6658,420.3836,408.3836,408.3836,390.373,347.2945,365.3425,335.2945,364.3579,305.2839
Cer-NP(t24:2/24:2)+C2H3O2,802.6924,742.6713,724.6608,706.6502,418.368,406.368,406.368,388.3574,347.2945,363.3269,335.2945,362.3423,305.2839
Cer-NP(t24:2/25:0)+C2H3O2,820.7394,760.7183,742.7077,724.6971,436.4149,424.4149,424.4149,406.4044,347.2945,381.3738,335.2945,380.3893,305.2839
Cer-NP(t24:2/25:1)+C2H3O2,818.7238,758.7026,740.6921,722.6815,434.3993,422.3993,422.3993,404.3887,347.2945,379.3582,335.2945,378.3736,305.2839
Cer-NP(t24:2/26:0)+C2H3O2,834.7551,774.7339,756.7234,738.7128,450.4306,438.4306,438.4306,420.42,347.2945,395.3895,335.2945,394.4049,305.2839
Cer-NP(t24:2/26:1)+C2H3O2,832.7394,772.7183,754.7077,736.6971,448.4149,436.4149,436.4149,418.4044,347.2945,393.3738,335.2945,392.3893,305.2839
Cer-NP(t24:2/26:2)+C2H3O2,830.7238,770.7026,752.6921,734.6815,446.3993,434.3993,434.3993,416.3887,347.2945,391.3582,335.2945,390.3736,305.2839
Cer-NP(t24:2/27:0)+C2H3O2,848.7707,788.7496,770.739,752.7285,464.4462,452.4462,452.4462,434.4356,347.2945,409.4051,335.2945,408.4205,305.2839
Cer-NP(t24:2/27:1)+C2H3O2,846.7551,786.7339,768.7234,750.7128,462.4306,450.4306,450.4306,432.42,347.2945,407.3895,335.2945,406.4049,305.2839
Cer-NP(t24:2/28:0)+C2H3O2,862.7864,802.7653,784.7547,766.7441,478.4619,466.4619,466.4619,448.4513,347.2945,423.4207,335.2945,422.4362,305.2839
Cer-NP(t24:2/28:1)+C2H3O2,860.7707,800.7496,782.739,764.7285,476.4462,464.4462,464.4462,446.4356,347.2945,421.4051,335.2945,420.4205,305.2839
Cer-NP(t24:2/28:2)+C2H3O2,858.7551,798.7339,780.7234,762.7128,474.4306,462.4306,462.4306,444.42,347.2945,419.3895,335.2945,418.4049,305.2839
Cer-NP(t24:2/29:0)+C2H3O2,876.802,816.7809,798.7703,780.7598,492.4775,480.4775,480.4775,462.4669,347.2945,437.4364,335.2945,436.4518,305.2839
Cer-NP(t24:2/29:1)+C2H3O2,874.7864,814.7653,796.7547,778.7441,490.4619,478.4619,478.4619,460.4513,347.2945,435.4207,335.2945,434.4362,305.2839
