OxPC,[M+H]+,M+H-PC,M+H-R1COOH,M+H-R2COOH,M+H-R1CO,M+H-R2CO,PC_head
OxPC(22:3(OO)_16:1(OOO)),890.57544,707.50938,524.29837,588.36605,542.30895,606.37663,184.07332
OxPC(22:3(OO)_17:1(OOO)),904.59104,721.52498,538.31397,588.36605,556.32455,606.37663,184.07332
OxPC(22:3(OO)_17:2(OOO)),902.57544,719.50938,536.29837,588.36605,554.30895,606.37663,184.07332
OxPC(22:3(OO)_18:1(OOO)),918.60674,735.54068,552.32967,588.36605,570.34025,606.37663,184.07332
OxPC(22:3(OO)_18:2(OOO)),916.59104,733.52498,550.31397,588.36605,568.32455,606.37663,184.07332
OxPC(22:3(OO)_18:3(OOO)),914.57544,731.50938,548.29837,588.36605,566.30895,606.37663,184.07332
OxPC(22:3(OO)_18:4(OOO)),912.55974,729.49368,546.28267,588.36605,564.29325,606.37663,184.07332
OxPC(22:3(OO)_20:1(OOO)),946.63804,763.57198,580.36097,588.36605,598.37155,606.37663,184.07332
OxPC(22:3(OO)_20:2(OOO)),944.62234,761.55628,578.34527,588.36605,596.35585,606.37663,184.07332
OxPC(22:3(OO)_20:3(OOO)),942.60674,759.54068,576.32967,588.36605,594.34025,606.37663,184.07332
OxPC(22:3(OO)_20:4(OOO)),940.59104,757.52498,574.31397,588.36605,592.32455,606.37663,184.07332
OxPC(22:3(OO)_20:5(OOO)),938.57544,755.50938,572.29837,588.36605,590.30895,606.37663,184.07332
OxPC(22:3(OO)_22:1(OOO)),974.66934,791.60328,608.39227,588.36605,626.40285,606.37663,184.07332
OxPC(22:3(OO)_22:2(OOO)),972.65364,789.58758,606.37657,588.36605,624.38715,606.37663,184.07332
OxPC(22:3(OO)_22:3(OOO)),970.63804,787.57198,604.36097,588.36605,622.37155,606.37663,184.07332
OxPC(22:3(OO)_22:4(OOO)),968.62234,785.55628,602.34527,588.36605,620.35585,606.37663,184.07332
OxPC(22:3(OO)_22:5(OOO)),966.60674,783.54068,600.32967,588.36605,618.34025,606.37663,184.07332
OxPC(22:3(OO)_22:6(OOO)),964.59104,781.52498,598.31397,588.36605,616.32455,606.37663,184.07332
OxPC(22:3(OO)_24:1(OOO)),1002.70064,819.63458,636.42357,588.36605,654.43415,606.37663,184.07332
OxPC(22:3(OO)_14:1(OOOO)),878.53906,695.473,512.26199,588.36605,530.27257,606.37663,184.07332
OxPC(22:3(OO)_15:1(OOOO)),892.55466,709.4886,526.27759,588.36605,544.28817,606.37663,184.07332
OxPC(22:3(OO)_16:1(OOOO)),906.57036,723.5043,540.29329,588.36605,558.30387,606.37663,184.07332
OxPC(22:3(OO)_17:1(OOOO)),920.58596,737.5199,554.30889,588.36605,572.31947,606.37663,184.07332
OxPC(22:3(OO)_17:2(OOOO)),918.57036,735.5043,552.29329,588.36605,570.30387,606.37663,184.07332
OxPC(22:3(OO)_18:1(OOOO)),934.60166,751.5356,568.32459,588.36605,586.33517,606.37663,184.07332
OxPC(22:3(OO)_18:2(OOOO)),932.58596,749.5199,566.30889,588.36605,584.31947,606.37663,184.07332
OxPC(22:3(OO)_18:3(OOOO)),930.57036,747.5043,564.29329,588.36605,582.30387,606.37663,184.07332
OxPC(22:3(OO)_18:4(OOOO)),928.55466,745.4886,562.27759,588.36605,580.28817,606.37663,184.07332
OxPC(22:3(OO)_20:1(OOOO)),962.63296,779.5669,596.35589,588.36605,614.36647,606.37663,184.07332
OxPC(22:3(OO)_20:2(OOOO)),960.61726,777.5512,594.34019,588.36605,612.35077,606.37663,184.07332
OxPC(22:3(OO)_20:3(OOOO)),958.60166,775.5356,592.32459,588.36605,610.33517,606.37663,184.07332
OxPC(22:3(OO)_20:4(OOOO)),956.58596,773.5199,590.30889,588.36605,608.31947,606.37663,184.07332
OxPC(22:3(OO)_20:5(OOOO)),954.57036,771.5043,588.29329,588.36605,606.30387,606.37663,184.07332
OxPC(22:3(OO)_22:1(OOOO)),990.66426,807.5982,624.38719,588.36605,642.39777,606.37663,184.07332
OxPC(22:3(OO)_22:2(OOOO)),988.64856,805.5825,622.37149,588.36605,640.38207,606.37663,184.07332
OxPC(22:3(OO)_22:3(OOOO)),986.63296,803.5669,620.35589,588.36605,638.36647,606.37663,184.07332
OxPC(22:3(OO)_22:4(OOOO)),984.61726,801.5512,618.34019,588.36605,636.35077,606.37663,184.07332
OxPC(22:3(OO)_22:5(OOOO)),982.60166,799.5356,616.32459,588.36605,634.33517,606.37663,184.07332
OxPC(22:3(OO)_22:6(OOOO)),980.58596,797.5199,614.30889,588.36605,632.31947,606.37663,184.07332
OxPC(22:3(OO)_24:1(OOOO)),1018.69556,835.6295,652.41849,588.36605,670.42907,606.37663,184.07332
OxPC(22:3(OO)_14:1(Ke)),828.53864,645.47258,462.26157,588.36605,480.27215,606.37663,184.07332
OxPC(22:3(OO)_15:1(Ke)),842.55424,659.48818,476.27717,588.36605,494.28775,606.37663,184.07332
OxPC(22:3(OO)_16:1(Ke)),856.56994,673.50388,490.29287,588.36605,508.30345,606.37663,184.07332
OxPC(22:3(OO)_17:1(Ke)),870.58554,687.51948,504.30847,588.36605,522.31905,606.37663,184.07332
OxPC(22:3(OO)_17:2(Ke)),868.56994,685.50388,502.29287,588.36605,520.30345,606.37663,184.07332
OxPC(22:3(OO)_18:1(Ke)),884.60124,701.53518,518.32417,588.36605,536.33475,606.37663,184.07332
OxPC(22:3(OO)_18:2(Ke)),882.58554,699.51948,516.30847,588.36605,534.31905,606.37663,184.07332
OxPC(22:3(OO)_18:3(Ke)),880.56994,697.50388,514.29287,588.36605,532.30345,606.37663,184.07332
OxPC(22:3(OO)_18:4(Ke)),878.55424,695.48818,512.27717,588.36605,530.28775,606.37663,184.07332
OxPC(22:3(OO)_20:1(Ke)),912.63254,729.56648,546.35547,588.36605,564.36605,606.37663,184.07332
OxPC(22:3(OO)_20:2(Ke)),910.61684,727.55078,544.33977,588.36605,562.35035,606.37663,184.07332
OxPC(22:3(OO)_20:3(Ke)),908.60124,725.53518,542.32417,588.36605,560.33475,606.37663,184.07332
OxPC(22:3(OO)_20:5(Ke)),904.56994,721.50388,538.29287,588.36605,556.30345,606.37663,184.07332
OxPC(22:3(OO)_22:1(Ke)),940.66384,757.59778,574.38677,588.36605,592.39735,606.37663,184.07332
OxPC(22:3(OO)_22:2(Ke)),938.64814,755.58208,572.37107,588.36605,590.38165,606.37663,184.07332
OxPC(22:3(OO)_22:3(Ke)),936.63254,753.56648,570.35547,588.36605,588.36605,606.37663,184.07332
OxPC(22:3(OO)_22:4(Ke)),934.61684,751.55078,568.33977,588.36605,586.35035,606.37663,184.07332
OxPC(22:3(OO)_22:5(Ke)),932.60124,749.53518,566.32417,588.36605,584.33475,606.37663,184.07332
OxPC(22:3(OO)_22:6(Ke)),930.58554,747.51948,564.30847,588.36605,582.31905,606.37663,184.07332
OxPC(22:3(OO)_24:1(Ke)),968.69514,785.62908,602.41807,588.36605,620.42865,606.37663,184.07332
"OxPC(22:3(OO)_14:1(Ke,OH))",844.53356,661.4675,478.25649,588.36605,496.26707,606.37663,184.07332
"OxPC(22:3(OO)_15:1(Ke,OH))",858.54916,675.4831,492.27209,588.36605,510.28267,606.37663,184.07332
"OxPC(22:3(OO)_16:1(Ke,OH))",872.56486,689.4988,506.28779,588.36605,524.29837,606.37663,184.07332
"OxPC(22:3(OO)_17:1(Ke,OH))",886.58046,703.5144,520.30339,588.36605,538.31397,606.37663,184.07332
"OxPC(22:3(OO)_17:2(Ke,OH))",884.56486,701.4988,518.28779,588.36605,536.29837,606.37663,184.07332
"OxPC(22:3(OO)_18:1(Ke,OH))",900.59616,717.5301,534.31909,588.36605,552.32967,606.37663,184.07332
"OxPC(22:3(OO)_18:2(Ke,OH))",898.58046,715.5144,532.30339,588.36605,550.31397,606.37663,184.07332
"OxPC(22:3(OO)_18:3(Ke,OH))",896.56486,713.4988,530.28779,588.36605,548.29837,606.37663,184.07332
"OxPC(22:3(OO)_18:4(Ke,OH))",894.54916,711.4831,528.27209,588.36605,546.28267,606.37663,184.07332
"OxPC(22:3(OO)_20:1(Ke,OH))",928.62746,745.5614,562.35039,588.36605,580.36097,606.37663,184.07332
"OxPC(22:3(OO)_20:2(Ke,OH))",926.61176,743.5457,560.33469,588.36605,578.34527,606.37663,184.07332
"OxPC(22:3(OO)_20:3(Ke,OH))",924.59616,741.5301,558.31909,588.36605,576.32967,606.37663,184.07332
"OxPC(22:3(OO)_20:4(Ke,OH))",922.58046,739.5144,556.30339,588.36605,574.31397,606.37663,184.07332
"OxPC(22:3(OO)_20:5(Ke,OH))",920.56486,737.4988,554.28779,588.36605,572.29837,606.37663,184.07332
"OxPC(22:3(OO)_22:1(Ke,OH))",956.65876,773.5927,590.38169,588.36605,608.39227,606.37663,184.07332
"OxPC(22:3(OO)_22:2(Ke,OH))",954.64306,771.577,588.36599,588.36605,606.37657,606.37663,184.07332
"OxPC(22:3(OO)_22:3(Ke,OH))",952.62746,769.5614,586.35039,588.36605,604.36097,606.37663,184.07332
"OxPC(22:3(OO)_22:4(Ke,OH))",950.61176,767.5457,584.33469,588.36605,602.34527,606.37663,184.07332
"OxPC(22:3(OO)_22:5(Ke,OH))",948.59616,765.5301,582.31909,588.36605,600.32967,606.37663,184.07332
"OxPC(22:3(OO)_22:6(Ke,OH))",946.58046,763.5144,580.30339,588.36605,598.31397,606.37663,184.07332
"OxPC(22:3(OO)_24:1(Ke,OH))",984.69006,801.624,618.41299,588.36605,636.42357,606.37663,184.07332
OxPC(22:3(OO)_5:0(CHO)),704.41341,521.34735,338.13634,588.36605,356.14692,606.37663,184.07332
OxPC(22:3(OO)_6:0(CHO)),718.42906,535.363,352.15199,588.36605,370.16257,606.37663,184.07332
OxPC(22:3(OO)_7:0(CHO)),732.44471,549.37865,366.16764,588.36605,384.17822,606.37663,184.07332
OxPC(22:3(OO)_8:0(CHO)),746.46036,563.3943,380.18329,588.36605,398.19387,606.37663,184.07332
OxPC(22:3(OO)_9:0(CHO)),760.47601,577.40995,394.19894,588.36605,412.20952,606.37663,184.07332
OxPC(22:3(OO)_10:0(CHO)),774.49166,591.4256,408.21459,588.36605,426.22517,606.37663,184.07332
OxPC(22:3(OO)_11:0(CHO)),788.50731,605.44125,422.23024,588.36605,440.24082,606.37663,184.07332
OxPC(22:3(OO)_12:0(CHO)),802.52296,619.4569,436.24589,588.36605,454.25647,606.37663,184.07332
OxPC(22:3(OO)_13:0(CHO)),816.53861,633.47255,450.26154,588.36605,468.27212,606.37663,184.07332
OxPC(22:3(OO)_14:0(CHO)),830.55426,647.4882,464.27719,588.36605,482.28777,606.37663,184.07332
OxPC(22:3(OO)_15:0(CHO)),844.56991,661.50385,478.29284,588.36605,496.30342,606.37663,184.07332
OxPC(22:3(OO)_6:1(CHO)),716.41342,533.34736,350.13635,588.36605,368.14693,606.37663,184.07332
OxPC(22:3(OO)_7:1(CHO)),730.42907,547.36301,364.152,588.36605,382.16258,606.37663,184.07332
OxPC(22:3(OO)_8:1(CHO)),744.44472,561.37866,378.16765,588.36605,396.17823,606.37663,184.07332
OxPC(22:3(OO)_9:1(CHO)),758.46037,575.39431,392.1833,588.36605,410.19388,606.37663,184.07332
OxPC(22:3(OO)_9:2(CHO)),756.44472,573.37866,390.16765,588.36605,408.17823,606.37663,184.07332
OxPC(22:3(OO)_10:1(CHO)),772.47602,589.40996,406.19895,588.36605,424.20953,606.37663,184.07332
OxPC(22:3(OO)_10:2(CHO)),770.46037,587.39431,404.1833,588.36605,422.19388,606.37663,184.07332
OxPC(22:3(OO)_11:1(CHO)),786.49167,603.42561,420.2146,588.36605,438.22518,606.37663,184.07332
OxPC(22:3(OO)_11:2(CHO)),784.47602,601.40996,418.19895,588.36605,436.20953,606.37663,184.07332
OxPC(22:3(OO)_12:1(CHO)),800.50732,617.44126,434.23025,588.36605,452.24083,606.37663,184.07332
OxPC(22:3(OO)_12:2(CHO)),798.49167,615.42561,432.2146,588.36605,450.22518,606.37663,184.07332
OxPC(22:3(OO)_12:3(CHO)),796.47602,613.40996,430.19895,588.36605,448.20953,606.37663,184.07332
OxPC(22:3(OO)_13:1(CHO)),814.52297,631.45691,448.2459,588.36605,466.25648,606.37663,184.07332
OxPC(22:3(OO)_13:2(CHO)),812.50732,629.44126,446.23025,588.36605,464.24083,606.37663,184.07332
OxPC(22:3(OO)_13:3(CHO)),810.49167,627.42561,444.2146,588.36605,462.22518,606.37663,184.07332
OxPC(22:3(OO)_14:1(CHO)),828.53862,645.47256,462.26155,588.36605,480.27213,606.37663,184.07332
OxPC(22:3(OO)_14:2(CHO)),826.52297,643.45691,460.2459,588.36605,478.25648,606.37663,184.07332
OxPC(22:3(OO)_14:3(CHO)),824.50732,641.44126,458.23025,588.36605,476.24083,606.37663,184.07332
OxPC(22:3(OO)_15:1(CHO)),842.55427,659.48821,476.2772,588.36605,494.28778,606.37663,184.07332
OxPC(22:3(OO)_15:2(CHO)),840.53862,657.47256,474.26155,588.36605,492.27213,606.37663,184.07332
OxPC(22:3(OO)_15:3(CHO)),838.52297,655.45691,472.2459,588.36605,490.25648,606.37663,184.07332
OxPC(22:3(OO)_15:4(CHO)),836.50732,653.44126,470.23025,588.36605,488.24083,606.37663,184.07332
OxPC(22:3(OO)_16:1(CHO)),856.56992,673.50386,490.29285,588.36605,508.30343,606.37663,184.07332
OxPC(22:3(OO)_16:2(CHO)),854.55427,671.48821,488.2772,588.36605,506.28778,606.37663,184.07332
OxPC(22:3(OO)_16:3(CHO)),852.53862,669.47256,486.26155,588.36605,504.27213,606.37663,184.07332
OxPC(22:3(OO)_16:4(CHO)),850.52297,667.45691,484.2459,588.36605,502.25648,606.37663,184.07332
OxPC(22:3(OO)_17:4(CHO)),864.53862,681.47256,498.26155,588.36605,516.27213,606.37663,184.07332
OxPC(22:3(OO)_18:4(CHO)),878.55427,695.48821,512.2772,588.36605,530.28778,606.37663,184.07332
OxPC(22:3(OO)_18:5(CHO)),876.53862,693.47256,510.26155,588.36605,528.27213,606.37663,184.07332
OxPC(22:3(OO)_19:4(CHO)),892.56992,709.50386,526.29285,588.36605,544.30343,606.37663,184.07332
OxPC(22:3(OO)_19:5(CHO)),890.55427,707.48821,524.2772,588.36605,542.28778,606.37663,184.07332
OxPC(22:3(OO)_3:0(COOH)),692.37703,509.31097,326.09996,588.36605,344.11054,606.37663,184.07332
OxPC(22:3(OO)_4:0(COOH)),706.39268,523.32662,340.11561,588.36605,358.12619,606.37663,184.07332
OxPC(22:3(OO)_5:0(COOH)),720.40833,537.34227,354.13126,588.36605,372.14184,606.37663,184.07332
OxPC(22:3(OO)_6:0(COOH)),734.42398,551.35792,368.14691,588.36605,386.15749,606.37663,184.07332
OxPC(22:3(OO)_7:0(COOH)),748.43963,565.37357,382.16256,588.36605,400.17314,606.37663,184.07332
OxPC(22:3(OO)_8:0(COOH)),762.45528,579.38922,396.17821,588.36605,414.18879,606.37663,184.07332
OxPC(22:3(OO)_9:0(COOH)),776.47093,593.40487,410.19386,588.36605,428.20444,606.37663,184.07332
OxPC(22:3(OO)_10:0(COOH)),790.48658,607.42052,424.20951,588.36605,442.22009,606.37663,184.07332
OxPC(22:3(OO)_11:0(COOH)),804.50223,621.43617,438.22516,588.36605,456.23574,606.37663,184.07332
OxPC(22:3(OO)_12:0(COOH)),818.51788,635.45182,452.24081,588.36605,470.25139,606.37663,184.07332
OxPC(22:3(OO)_13:0(COOH)),832.53353,649.46747,466.25646,588.36605,484.26704,606.37663,184.07332
OxPC(22:3(OO)_14:0(COOH)),846.54918,663.48312,480.27211,588.36605,498.28269,606.37663,184.07332
OxPC(22:3(OO)_15:0(COOH)),860.56483,677.49877,494.28776,588.36605,512.29834,606.37663,184.07332
OxPC(22:3(OO)_6:1(COOH)),732.40834,549.34228,366.13127,588.36605,384.14185,606.37663,184.07332
OxPC(22:3(OO)_7:1(COOH)),746.42399,563.35793,380.14692,588.36605,398.1575,606.37663,184.07332
OxPC(22:3(OO)_8:1(COOH)),760.43964,577.37358,394.16257,588.36605,412.17315,606.37663,184.07332
OxPC(22:3(OO)_9:1(COOH)),774.45529,591.38923,408.17822,588.36605,426.1888,606.37663,184.07332
OxPC(22:3(OO)_9:2(COOH)),772.43964,589.37358,406.16257,588.36605,424.17315,606.37663,184.07332
OxPC(22:3(OO)_10:1(COOH)),788.47094,605.40488,422.19387,588.36605,440.20445,606.37663,184.07332
OxPC(22:3(OO)_10:2(COOH)),786.45529,603.38923,420.17822,588.36605,438.1888,606.37663,184.07332
OxPC(22:3(OO)_11:1(COOH)),802.48659,619.42053,436.20952,588.36605,454.2201,606.37663,184.07332
OxPC(22:3(OO)_11:2(COOH)),800.47094,617.40488,434.19387,588.36605,452.20445,606.37663,184.07332
OxPC(22:3(OO)_12:1(COOH)),816.50224,633.43618,450.22517,588.36605,468.23575,606.37663,184.07332
OxPC(22:3(OO)_12:2(COOH)),814.48659,631.42053,448.20952,588.36605,466.2201,606.37663,184.07332
OxPC(22:3(OO)_12:3(COOH)),812.47094,629.40488,446.19387,588.36605,464.20445,606.37663,184.07332
OxPC(22:3(OO)_13:1(COOH)),830.51789,647.45183,464.24082,588.36605,482.2514,606.37663,184.07332
OxPC(22:3(OO)_13:2(COOH)),828.50224,645.43618,462.22517,588.36605,480.23575,606.37663,184.07332
OxPC(22:3(OO)_13:3(COOH)),826.48659,643.42053,460.20952,588.36605,478.2201,606.37663,184.07332
OxPC(22:3(OO)_14:1(COOH)),844.53354,661.46748,478.25647,588.36605,496.26705,606.37663,184.07332
OxPC(22:3(OO)_14:2(COOH)),842.51789,659.45183,476.24082,588.36605,494.2514,606.37663,184.07332
OxPC(22:3(OO)_14:3(COOH)),840.50224,657.43618,474.22517,588.36605,492.23575,606.37663,184.07332
OxPC(22:3(OO)_15:1(COOH)),858.54919,675.48313,492.27212,588.36605,510.2827,606.37663,184.07332
OxPC(22:3(OO)_15:2(COOH)),856.53354,673.46748,490.25647,588.36605,508.26705,606.37663,184.07332
OxPC(22:3(OO)_15:3(COOH)),854.51789,671.45183,488.24082,588.36605,506.2514,606.37663,184.07332
OxPC(22:3(OO)_15:4(COOH)),852.50224,669.43618,486.22517,588.36605,504.23575,606.37663,184.07332
OxPC(22:3(OO)_16:1(COOH)),872.56484,689.49878,506.28777,588.36605,524.29835,606.37663,184.07332
OxPC(22:3(OO)_16:2(COOH)),870.54919,687.48313,504.27212,588.36605,522.2827,606.37663,184.07332
OxPC(22:3(OO)_16:3(COOH)),868.53354,685.46748,502.25647,588.36605,520.26705,606.37663,184.07332
OxPC(22:3(OO)_16:4(COOH)),866.51789,683.45183,500.24082,588.36605,518.2514,606.37663,184.07332
OxPC(22:3(OO)_17:4(COOH)),880.53354,697.46748,514.25647,588.36605,532.26705,606.37663,184.07332
OxPC(22:3(OO)_18:4(COOH)),894.54919,711.48313,528.27212,588.36605,546.2827,606.37663,184.07332
OxPC(22:3(OO)_18:5(COOH)),892.53354,709.46748,526.25647,588.36605,544.26705,606.37663,184.07332
OxPC(22:3(OO)_19:4(COOH)),908.56484,725.49878,542.28777,588.36605,560.29835,606.37663,184.07332
OxPC(22:3(OO)_19:5(COOH)),906.54919,723.48313,540.27212,588.36605,558.2827,606.37663,184.07332
OxPC(22:3(OO)_3:0(CHO)),676.38211,493.31605,310.10504,588.36605,328.11562,606.37663,184.07332
OxPC(22:3(OO)_4:0(CHO)),690.39776,507.3317,324.12069,588.36605,342.13127,606.37663,184.07332
OxPC(22:4(OO)_22:4(OO)),950.61172,767.54566,586.35035,586.35035,604.36093,604.36093,184.07332
OxPC(22:4(OO)_22:5(OO)),948.59612,765.53006,584.33475,586.35035,602.34533,604.36093,184.07332
OxPC(22:4(OO)_22:6(OO)),946.58042,763.51436,582.31905,586.35035,600.32963,604.36093,184.07332
OxPC(22:4(OO)_24:1(OO)),984.69002,801.62396,620.42865,586.35035,638.43923,604.36093,184.07332
OxPC(22:4(OO)_14:1(OOO)),860.52844,677.46238,496.26707,586.35035,514.27765,604.36093,184.07332
OxPC(22:4(OO)_15:1(OOO)),874.54404,691.47798,510.28267,586.35035,528.29325,604.36093,184.07332
OxPC(22:4(OO)_16:1(OOO)),888.55974,705.49368,524.29837,586.35035,542.30895,604.36093,184.07332
OxPC(22:4(OO)_17:1(OOO)),902.57534,719.50928,538.31397,586.35035,556.32455,604.36093,184.07332
OxPC(22:4(OO)_17:2(OOO)),900.55974,717.49368,536.29837,586.35035,554.30895,604.36093,184.07332
OxPC(22:4(OO)_18:1(OOO)),916.59104,733.52498,552.32967,586.35035,570.34025,604.36093,184.07332
OxPC(22:4(OO)_18:2(OOO)),914.57534,731.50928,550.31397,586.35035,568.32455,604.36093,184.07332
OxPC(22:4(OO)_18:3(OOO)),912.55974,729.49368,548.29837,586.35035,566.30895,604.36093,184.07332
OxPC(22:4(OO)_18:4(OOO)),910.54404,727.47798,546.28267,586.35035,564.29325,604.36093,184.07332
OxPC(22:4(OO)_20:1(OOO)),944.62234,761.55628,580.36097,586.35035,598.37155,604.36093,184.07332
OxPC(22:4(OO)_20:2(OOO)),942.60664,759.54058,578.34527,586.35035,596.35585,604.36093,184.07332
OxPC(22:4(OO)_20:3(OOO)),940.59104,757.52498,576.32967,586.35035,594.34025,604.36093,184.07332
OxPC(22:4(OO)_20:4(OOO)),938.57534,755.50928,574.31397,586.35035,592.32455,604.36093,184.07332
OxPC(22:4(OO)_20:5(OOO)),936.55974,753.49368,572.29837,586.35035,590.30895,604.36093,184.07332
OxPC(22:4(OO)_22:1(OOO)),972.65364,789.58758,608.39227,586.35035,626.40285,604.36093,184.07332
OxPC(22:4(OO)_22:2(OOO)),970.63794,787.57188,606.37657,586.35035,624.38715,604.36093,184.07332
OxPC(22:4(OO)_22:3(OOO)),968.62234,785.55628,604.36097,586.35035,622.37155,604.36093,184.07332
OxPC(22:4(OO)_22:4(OOO)),966.60664,783.54058,602.34527,586.35035,620.35585,604.36093,184.07332
OxPC(22:4(OO)_22:5(OOO)),964.59104,781.52498,600.32967,586.35035,618.34025,604.36093,184.07332
OxPC(22:4(OO)_22:6(OOO)),962.57534,779.50928,598.31397,586.35035,616.32455,604.36093,184.07332
OxPC(22:4(OO)_24:1(OOO)),1000.68494,817.61888,636.42357,586.35035,654.43415,604.36093,184.07332
OxPC(22:4(OO)_14:1(OOOO)),876.52336,693.4573,512.26199,586.35035,530.27257,604.36093,184.07332
OxPC(22:4(OO)_15:1(OOOO)),890.53896,707.4729,526.27759,586.35035,544.28817,604.36093,184.07332
OxPC(22:4(OO)_16:1(OOOO)),904.55466,721.4886,540.29329,586.35035,558.30387,604.36093,184.07332
OxPC(22:4(OO)_17:1(OOOO)),918.57026,735.5042,554.30889,586.35035,572.31947,604.36093,184.07332
OxPC(22:4(OO)_17:2(OOOO)),916.55466,733.4886,552.29329,586.35035,570.30387,604.36093,184.07332
OxPC(22:4(OO)_18:1(OOOO)),932.58596,749.5199,568.32459,586.35035,586.33517,604.36093,184.07332
OxPC(22:4(OO)_18:2(OOOO)),930.57026,747.5042,566.30889,586.35035,584.31947,604.36093,184.07332
OxPC(22:4(OO)_18:3(OOOO)),928.55466,745.4886,564.29329,586.35035,582.30387,604.36093,184.07332
OxPC(22:4(OO)_18:4(OOOO)),926.53896,743.4729,562.27759,586.35035,580.28817,604.36093,184.07332
OxPC(22:4(OO)_20:1(OOOO)),960.61726,777.5512,596.35589,586.35035,614.36647,604.36093,184.07332
OxPC(22:4(OO)_20:2(OOOO)),958.60156,775.5355,594.34019,586.35035,612.35077,604.36093,184.07332
OxPC(22:4(OO)_20:3(OOOO)),956.58596,773.5199,592.32459,586.35035,610.33517,604.36093,184.07332
OxPC(22:4(OO)_20:4(OOOO)),954.57026,771.5042,590.30889,586.35035,608.31947,604.36093,184.07332
OxPC(22:4(OO)_20:5(OOOO)),952.55466,769.4886,588.29329,586.35035,606.30387,604.36093,184.07332
OxPC(22:4(OO)_22:1(OOOO)),988.64856,805.5825,624.38719,586.35035,642.39777,604.36093,184.07332
OxPC(22:4(OO)_22:2(OOOO)),986.63286,803.5668,622.37149,586.35035,640.38207,604.36093,184.07332
OxPC(22:4(OO)_22:3(OOOO)),984.61726,801.5512,620.35589,586.35035,638.36647,604.36093,184.07332
OxPC(22:4(OO)_22:4(OOOO)),982.60156,799.5355,618.34019,586.35035,636.35077,604.36093,184.07332
OxPC(22:4(OO)_22:5(OOOO)),980.58596,797.5199,616.32459,586.35035,634.33517,604.36093,184.07332
OxPC(22:4(OO)_22:6(OOOO)),978.57026,795.5042,614.30889,586.35035,632.31947,604.36093,184.07332
OxPC(22:4(OO)_24:1(OOOO)),1016.67986,833.6138,652.41849,586.35035,670.42907,604.36093,184.07332
OxPC(22:4(OO)_14:1(Ke)),826.52294,643.45688,462.26157,586.35035,480.27215,604.36093,184.07332
OxPC(22:4(OO)_15:1(Ke)),840.53854,657.47248,476.27717,586.35035,494.28775,604.36093,184.07332
OxPC(22:4(OO)_16:1(Ke)),854.55424,671.48818,490.29287,586.35035,508.30345,604.36093,184.07332
OxPC(22:4(OO)_17:1(Ke)),868.56984,685.50378,504.30847,586.35035,522.31905,604.36093,184.07332
OxPC(22:4(OO)_17:2(Ke)),866.55424,683.48818,502.29287,586.35035,520.30345,604.36093,184.07332
OxPC(22:4(OO)_18:1(Ke)),882.58554,699.51948,518.32417,586.35035,536.33475,604.36093,184.07332
OxPC(22:4(OO)_18:2(Ke)),880.56984,697.50378,516.30847,586.35035,534.31905,604.36093,184.07332
OxPC(22:4(OO)_18:3(Ke)),878.55424,695.48818,514.29287,586.35035,532.30345,604.36093,184.07332
OxPC(22:4(OO)_18:4(Ke)),876.53854,693.47248,512.27717,586.35035,530.28775,604.36093,184.07332
OxPC(22:4(OO)_20:1(Ke)),910.61684,727.55078,546.35547,586.35035,564.36605,604.36093,184.07332
OxPC(22:4(OO)_20:2(Ke)),908.60114,725.53508,544.33977,586.35035,562.35035,604.36093,184.07332
OxPC(22:4(OO)_20:3(Ke)),906.58554,723.51948,542.32417,586.35035,560.33475,604.36093,184.07332
OxPC(22:4(OO)_20:5(Ke)),902.55424,719.48818,538.29287,586.35035,556.30345,604.36093,184.07332
OxPC(22:4(OO)_22:1(Ke)),938.64814,755.58208,574.38677,586.35035,592.39735,604.36093,184.07332
OxPC(22:4(OO)_22:2(Ke)),936.63244,753.56638,572.37107,586.35035,590.38165,604.36093,184.07332
OxPC(22:4(OO)_22:3(Ke)),934.61684,751.55078,570.35547,586.35035,588.36605,604.36093,184.07332
OxPC(22:4(OO)_22:4(Ke)),932.60114,749.53508,568.33977,586.35035,586.35035,604.36093,184.07332
OxPC(22:4(OO)_22:5(Ke)),930.58554,747.51948,566.32417,586.35035,584.33475,604.36093,184.07332
OxPC(22:4(OO)_22:6(Ke)),928.56984,745.50378,564.30847,586.35035,582.31905,604.36093,184.07332
OxPC(22:4(OO)_24:1(Ke)),966.67944,783.61338,602.41807,586.35035,620.42865,604.36093,184.07332
"OxPC(22:4(OO)_14:1(Ke,OH))",842.51786,659.4518,478.25649,586.35035,496.26707,604.36093,184.07332
"OxPC(22:4(OO)_15:1(Ke,OH))",856.53346,673.4674,492.27209,586.35035,510.28267,604.36093,184.07332
"OxPC(22:4(OO)_16:1(Ke,OH))",870.54916,687.4831,506.28779,586.35035,524.29837,604.36093,184.07332
"OxPC(22:4(OO)_17:1(Ke,OH))",884.56476,701.4987,520.30339,586.35035,538.31397,604.36093,184.07332
"OxPC(22:4(OO)_17:2(Ke,OH))",882.54916,699.4831,518.28779,586.35035,536.29837,604.36093,184.07332
"OxPC(22:4(OO)_18:1(Ke,OH))",898.58046,715.5144,534.31909,586.35035,552.32967,604.36093,184.07332
