OxPC,[M+H]+,M+H-PC,M+H-R1COOH,M+H-R2COOH,M+H-R1CO,M+H-R2CO,PC_head
"OxPC(22:4(OO)_18:2(Ke,OH))",896.56476,713.4987,532.30339,586.35035,550.31397,604.36093,184.07332
"OxPC(22:4(OO)_18:3(Ke,OH))",894.54916,711.4831,530.28779,586.35035,548.29837,604.36093,184.07332
"OxPC(22:4(OO)_18:4(Ke,OH))",892.53346,709.4674,528.27209,586.35035,546.28267,604.36093,184.07332
"OxPC(22:4(OO)_20:1(Ke,OH))",926.61176,743.5457,562.35039,586.35035,580.36097,604.36093,184.07332
"OxPC(22:4(OO)_20:2(Ke,OH))",924.59606,741.53,560.33469,586.35035,578.34527,604.36093,184.07332
"OxPC(22:4(OO)_20:3(Ke,OH))",922.58046,739.5144,558.31909,586.35035,576.32967,604.36093,184.07332
"OxPC(22:4(OO)_20:4(Ke,OH))",920.56476,737.4987,556.30339,586.35035,574.31397,604.36093,184.07332
"OxPC(22:4(OO)_20:5(Ke,OH))",918.54916,735.4831,554.28779,586.35035,572.29837,604.36093,184.07332
"OxPC(22:4(OO)_22:1(Ke,OH))",954.64306,771.577,590.38169,586.35035,608.39227,604.36093,184.07332
"OxPC(22:4(OO)_22:2(Ke,OH))",952.62736,769.5613,588.36599,586.35035,606.37657,604.36093,184.07332
"OxPC(22:4(OO)_22:3(Ke,OH))",950.61176,767.5457,586.35039,586.35035,604.36097,604.36093,184.07332
"OxPC(22:4(OO)_22:4(Ke,OH))",948.59606,765.53,584.33469,586.35035,602.34527,604.36093,184.07332
"OxPC(22:4(OO)_22:5(Ke,OH))",946.58046,763.5144,582.31909,586.35035,600.32967,604.36093,184.07332
"OxPC(22:4(OO)_22:6(Ke,OH))",944.56476,761.4987,580.30339,586.35035,598.31397,604.36093,184.07332
"OxPC(22:4(OO)_24:1(Ke,OH))",982.67436,799.6083,618.41299,586.35035,636.42357,604.36093,184.07332
OxPC(22:4(OO)_5:0(CHO)),702.39771,519.33165,338.13634,586.35035,356.14692,604.36093,184.07332
OxPC(22:4(OO)_6:0(CHO)),716.41336,533.3473,352.15199,586.35035,370.16257,604.36093,184.07332
OxPC(22:4(OO)_7:0(CHO)),730.42901,547.36295,366.16764,586.35035,384.17822,604.36093,184.07332
OxPC(22:4(OO)_8:0(CHO)),744.44466,561.3786,380.18329,586.35035,398.19387,604.36093,184.07332
OxPC(22:4(OO)_9:0(CHO)),758.46031,575.39425,394.19894,586.35035,412.20952,604.36093,184.07332
OxPC(22:4(OO)_10:0(CHO)),772.47596,589.4099,408.21459,586.35035,426.22517,604.36093,184.07332
OxPC(22:4(OO)_11:0(CHO)),786.49161,603.42555,422.23024,586.35035,440.24082,604.36093,184.07332
OxPC(22:4(OO)_12:0(CHO)),800.50726,617.4412,436.24589,586.35035,454.25647,604.36093,184.07332
OxPC(22:4(OO)_13:0(CHO)),814.52291,631.45685,450.26154,586.35035,468.27212,604.36093,184.07332
OxPC(22:4(OO)_14:0(CHO)),828.53856,645.4725,464.27719,586.35035,482.28777,604.36093,184.07332
OxPC(22:4(OO)_15:0(CHO)),842.55421,659.48815,478.29284,586.35035,496.30342,604.36093,184.07332
OxPC(22:4(OO)_6:1(CHO)),714.39772,531.33166,350.13635,586.35035,368.14693,604.36093,184.07332
OxPC(22:4(OO)_7:1(CHO)),728.41337,545.34731,364.152,586.35035,382.16258,604.36093,184.07332
OxPC(22:4(OO)_8:1(CHO)),742.42902,559.36296,378.16765,586.35035,396.17823,604.36093,184.07332
OxPC(22:4(OO)_9:1(CHO)),756.44467,573.37861,392.1833,586.35035,410.19388,604.36093,184.07332
OxPC(22:4(OO)_9:2(CHO)),754.42902,571.36296,390.16765,586.35035,408.17823,604.36093,184.07332
OxPC(22:4(OO)_10:1(CHO)),770.46032,587.39426,406.19895,586.35035,424.20953,604.36093,184.07332
OxPC(22:4(OO)_10:2(CHO)),768.44467,585.37861,404.1833,586.35035,422.19388,604.36093,184.07332
OxPC(22:4(OO)_11:1(CHO)),784.47597,601.40991,420.2146,586.35035,438.22518,604.36093,184.07332
OxPC(22:4(OO)_11:2(CHO)),782.46032,599.39426,418.19895,586.35035,436.20953,604.36093,184.07332
OxPC(22:4(OO)_12:1(CHO)),798.49162,615.42556,434.23025,586.35035,452.24083,604.36093,184.07332
OxPC(22:4(OO)_12:2(CHO)),796.47597,613.40991,432.2146,586.35035,450.22518,604.36093,184.07332
OxPC(22:4(OO)_12:3(CHO)),794.46032,611.39426,430.19895,586.35035,448.20953,604.36093,184.07332
OxPC(22:4(OO)_13:1(CHO)),812.50727,629.44121,448.2459,586.35035,466.25648,604.36093,184.07332
OxPC(22:4(OO)_13:2(CHO)),810.49162,627.42556,446.23025,586.35035,464.24083,604.36093,184.07332
OxPC(22:4(OO)_13:3(CHO)),808.47597,625.40991,444.2146,586.35035,462.22518,604.36093,184.07332
OxPC(22:4(OO)_14:1(CHO)),826.52292,643.45686,462.26155,586.35035,480.27213,604.36093,184.07332
OxPC(22:4(OO)_14:2(CHO)),824.50727,641.44121,460.2459,586.35035,478.25648,604.36093,184.07332
OxPC(22:4(OO)_14:3(CHO)),822.49162,639.42556,458.23025,586.35035,476.24083,604.36093,184.07332
OxPC(22:4(OO)_15:1(CHO)),840.53857,657.47251,476.2772,586.35035,494.28778,604.36093,184.07332
OxPC(22:4(OO)_15:2(CHO)),838.52292,655.45686,474.26155,586.35035,492.27213,604.36093,184.07332
OxPC(22:4(OO)_15:3(CHO)),836.50727,653.44121,472.2459,586.35035,490.25648,604.36093,184.07332
OxPC(22:4(OO)_15:4(CHO)),834.49162,651.42556,470.23025,586.35035,488.24083,604.36093,184.07332
OxPC(22:4(OO)_16:1(CHO)),854.55422,671.48816,490.29285,586.35035,508.30343,604.36093,184.07332
OxPC(22:4(OO)_16:2(CHO)),852.53857,669.47251,488.2772,586.35035,506.28778,604.36093,184.07332
OxPC(22:4(OO)_16:3(CHO)),850.52292,667.45686,486.26155,586.35035,504.27213,604.36093,184.07332
OxPC(22:4(OO)_16:4(CHO)),848.50727,665.44121,484.2459,586.35035,502.25648,604.36093,184.07332
OxPC(22:4(OO)_17:4(CHO)),862.52292,679.45686,498.26155,586.35035,516.27213,604.36093,184.07332
OxPC(22:4(OO)_18:4(CHO)),876.53857,693.47251,512.2772,586.35035,530.28778,604.36093,184.07332
OxPC(22:4(OO)_18:5(CHO)),874.52292,691.45686,510.26155,586.35035,528.27213,604.36093,184.07332
OxPC(22:4(OO)_19:4(CHO)),890.55422,707.48816,526.29285,586.35035,544.30343,604.36093,184.07332
OxPC(22:4(OO)_19:5(CHO)),888.53857,705.47251,524.2772,586.35035,542.28778,604.36093,184.07332
OxPC(22:4(OO)_3:0(COOH)),690.36133,507.29527,326.09996,586.35035,344.11054,604.36093,184.07332
OxPC(22:4(OO)_4:0(COOH)),704.37698,521.31092,340.11561,586.35035,358.12619,604.36093,184.07332
OxPC(22:4(OO)_5:0(COOH)),718.39263,535.32657,354.13126,586.35035,372.14184,604.36093,184.07332
OxPC(22:4(OO)_6:0(COOH)),732.40828,549.34222,368.14691,586.35035,386.15749,604.36093,184.07332
OxPC(22:4(OO)_7:0(COOH)),746.42393,563.35787,382.16256,586.35035,400.17314,604.36093,184.07332
OxPC(22:4(OO)_8:0(COOH)),760.43958,577.37352,396.17821,586.35035,414.18879,604.36093,184.07332
OxPC(22:4(OO)_9:0(COOH)),774.45523,591.38917,410.19386,586.35035,428.20444,604.36093,184.07332
OxPC(22:4(OO)_10:0(COOH)),788.47088,605.40482,424.20951,586.35035,442.22009,604.36093,184.07332
OxPC(22:4(OO)_11:0(COOH)),802.48653,619.42047,438.22516,586.35035,456.23574,604.36093,184.07332
OxPC(22:4(OO)_12:0(COOH)),816.50218,633.43612,452.24081,586.35035,470.25139,604.36093,184.07332
OxPC(22:4(OO)_13:0(COOH)),830.51783,647.45177,466.25646,586.35035,484.26704,604.36093,184.07332
OxPC(22:4(OO)_14:0(COOH)),844.53348,661.46742,480.27211,586.35035,498.28269,604.36093,184.07332
OxPC(22:4(OO)_15:0(COOH)),858.54913,675.48307,494.28776,586.35035,512.29834,604.36093,184.07332
OxPC(22:4(OO)_6:1(COOH)),730.39264,547.32658,366.13127,586.35035,384.14185,604.36093,184.07332
OxPC(22:4(OO)_7:1(COOH)),744.40829,561.34223,380.14692,586.35035,398.1575,604.36093,184.07332
OxPC(22:4(OO)_8:1(COOH)),758.42394,575.35788,394.16257,586.35035,412.17315,604.36093,184.07332
OxPC(22:4(OO)_9:1(COOH)),772.43959,589.37353,408.17822,586.35035,426.1888,604.36093,184.07332
OxPC(22:4(OO)_9:2(COOH)),770.42394,587.35788,406.16257,586.35035,424.17315,604.36093,184.07332
OxPC(22:4(OO)_10:1(COOH)),786.45524,603.38918,422.19387,586.35035,440.20445,604.36093,184.07332
OxPC(22:4(OO)_10:2(COOH)),784.43959,601.37353,420.17822,586.35035,438.1888,604.36093,184.07332
OxPC(22:4(OO)_11:1(COOH)),800.47089,617.40483,436.20952,586.35035,454.2201,604.36093,184.07332
OxPC(22:4(OO)_11:2(COOH)),798.45524,615.38918,434.19387,586.35035,452.20445,604.36093,184.07332
OxPC(22:4(OO)_12:1(COOH)),814.48654,631.42048,450.22517,586.35035,468.23575,604.36093,184.07332
OxPC(22:4(OO)_12:2(COOH)),812.47089,629.40483,448.20952,586.35035,466.2201,604.36093,184.07332
OxPC(22:4(OO)_12:3(COOH)),810.45524,627.38918,446.19387,586.35035,464.20445,604.36093,184.07332
OxPC(22:4(OO)_13:1(COOH)),828.50219,645.43613,464.24082,586.35035,482.2514,604.36093,184.07332
OxPC(22:4(OO)_13:2(COOH)),826.48654,643.42048,462.22517,586.35035,480.23575,604.36093,184.07332
OxPC(22:4(OO)_13:3(COOH)),824.47089,641.40483,460.20952,586.35035,478.2201,604.36093,184.07332
OxPC(22:4(OO)_14:1(COOH)),842.51784,659.45178,478.25647,586.35035,496.26705,604.36093,184.07332
OxPC(22:4(OO)_14:2(COOH)),840.50219,657.43613,476.24082,586.35035,494.2514,604.36093,184.07332
OxPC(22:4(OO)_14:3(COOH)),838.48654,655.42048,474.22517,586.35035,492.23575,604.36093,184.07332
OxPC(22:4(OO)_15:1(COOH)),856.53349,673.46743,492.27212,586.35035,510.2827,604.36093,184.07332
OxPC(22:4(OO)_15:2(COOH)),854.51784,671.45178,490.25647,586.35035,508.26705,604.36093,184.07332
OxPC(22:4(OO)_15:3(COOH)),852.50219,669.43613,488.24082,586.35035,506.2514,604.36093,184.07332
OxPC(22:4(OO)_15:4(COOH)),850.48654,667.42048,486.22517,586.35035,504.23575,604.36093,184.07332
OxPC(22:4(OO)_16:1(COOH)),870.54914,687.48308,506.28777,586.35035,524.29835,604.36093,184.07332
OxPC(22:4(OO)_16:2(COOH)),868.53349,685.46743,504.27212,586.35035,522.2827,604.36093,184.07332
OxPC(22:4(OO)_16:3(COOH)),866.51784,683.45178,502.25647,586.35035,520.26705,604.36093,184.07332
OxPC(22:4(OO)_16:4(COOH)),864.50219,681.43613,500.24082,586.35035,518.2514,604.36093,184.07332
OxPC(22:4(OO)_17:4(COOH)),878.51784,695.45178,514.25647,586.35035,532.26705,604.36093,184.07332
OxPC(22:4(OO)_18:4(COOH)),892.53349,709.46743,528.27212,586.35035,546.2827,604.36093,184.07332
OxPC(22:4(OO)_18:5(COOH)),890.51784,707.45178,526.25647,586.35035,544.26705,604.36093,184.07332
OxPC(22:4(OO)_19:4(COOH)),906.54914,723.48308,542.28777,586.35035,560.29835,604.36093,184.07332
OxPC(22:4(OO)_19:5(COOH)),904.53349,721.46743,540.27212,586.35035,558.2827,604.36093,184.07332
OxPC(22:4(OO)_3:0(CHO)),674.36641,491.30035,310.10504,586.35035,328.11562,604.36093,184.07332
OxPC(22:4(OO)_4:0(CHO)),688.38206,505.316,324.12069,586.35035,342.13127,604.36093,184.07332
OxPC(22:5(OO)_22:5(OO)),946.58052,763.51446,584.33475,584.33475,602.34533,602.34533,184.07332
OxPC(22:5(OO)_22:6(OO)),944.56482,761.49876,582.31905,584.33475,600.32963,602.34533,184.07332
OxPC(22:5(OO)_24:1(OO)),982.67442,799.60836,620.42865,584.33475,638.43923,602.34533,184.07332
OxPC(22:5(OO)_14:1(OOO)),858.51284,675.44678,496.26707,584.33475,514.27765,602.34533,184.07332
OxPC(22:5(OO)_15:1(OOO)),872.52844,689.46238,510.28267,584.33475,528.29325,602.34533,184.07332
OxPC(22:5(OO)_16:1(OOO)),886.54414,703.47808,524.29837,584.33475,542.30895,602.34533,184.07332
OxPC(22:5(OO)_17:1(OOO)),900.55974,717.49368,538.31397,584.33475,556.32455,602.34533,184.07332
OxPC(22:5(OO)_17:2(OOO)),898.54414,715.47808,536.29837,584.33475,554.30895,602.34533,184.07332
OxPC(22:5(OO)_18:1(OOO)),914.57544,731.50938,552.32967,584.33475,570.34025,602.34533,184.07332
OxPC(22:5(OO)_18:2(OOO)),912.55974,729.49368,550.31397,584.33475,568.32455,602.34533,184.07332
OxPC(22:5(OO)_18:3(OOO)),910.54414,727.47808,548.29837,584.33475,566.30895,602.34533,184.07332
OxPC(22:5(OO)_18:4(OOO)),908.52844,725.46238,546.28267,584.33475,564.29325,602.34533,184.07332
OxPC(22:5(OO)_20:1(OOO)),942.60674,759.54068,580.36097,584.33475,598.37155,602.34533,184.07332
OxPC(22:5(OO)_20:2(OOO)),940.59104,757.52498,578.34527,584.33475,596.35585,602.34533,184.07332
OxPC(22:5(OO)_20:3(OOO)),938.57544,755.50938,576.32967,584.33475,594.34025,602.34533,184.07332
OxPC(22:5(OO)_20:4(OOO)),936.55974,753.49368,574.31397,584.33475,592.32455,602.34533,184.07332
OxPC(22:5(OO)_20:5(OOO)),934.54414,751.47808,572.29837,584.33475,590.30895,602.34533,184.07332
OxPC(22:5(OO)_22:1(OOO)),970.63804,787.57198,608.39227,584.33475,626.40285,602.34533,184.07332
OxPC(22:5(OO)_22:2(OOO)),968.62234,785.55628,606.37657,584.33475,624.38715,602.34533,184.07332
OxPC(22:5(OO)_22:3(OOO)),966.60674,783.54068,604.36097,584.33475,622.37155,602.34533,184.07332
OxPC(22:5(OO)_22:4(OOO)),964.59104,781.52498,602.34527,584.33475,620.35585,602.34533,184.07332
OxPC(22:5(OO)_22:5(OOO)),962.57544,779.50938,600.32967,584.33475,618.34025,602.34533,184.07332
OxPC(22:5(OO)_22:6(OOO)),960.55974,777.49368,598.31397,584.33475,616.32455,602.34533,184.07332
OxPC(22:5(OO)_24:1(OOO)),998.66934,815.60328,636.42357,584.33475,654.43415,602.34533,184.07332
OxPC(22:5(OO)_14:1(OOOO)),874.50776,691.4417,512.26199,584.33475,530.27257,602.34533,184.07332
OxPC(22:5(OO)_15:1(OOOO)),888.52336,705.4573,526.27759,584.33475,544.28817,602.34533,184.07332
OxPC(22:5(OO)_16:1(OOOO)),902.53906,719.473,540.29329,584.33475,558.30387,602.34533,184.07332
OxPC(22:5(OO)_17:1(OOOO)),916.55466,733.4886,554.30889,584.33475,572.31947,602.34533,184.07332
OxPC(22:5(OO)_17:2(OOOO)),914.53906,731.473,552.29329,584.33475,570.30387,602.34533,184.07332
OxPC(22:5(OO)_18:1(OOOO)),930.57036,747.5043,568.32459,584.33475,586.33517,602.34533,184.07332
OxPC(22:5(OO)_18:2(OOOO)),928.55466,745.4886,566.30889,584.33475,584.31947,602.34533,184.07332
OxPC(22:5(OO)_18:3(OOOO)),926.53906,743.473,564.29329,584.33475,582.30387,602.34533,184.07332
OxPC(22:5(OO)_18:4(OOOO)),924.52336,741.4573,562.27759,584.33475,580.28817,602.34533,184.07332
OxPC(22:5(OO)_20:1(OOOO)),958.60166,775.5356,596.35589,584.33475,614.36647,602.34533,184.07332
OxPC(22:5(OO)_20:2(OOOO)),956.58596,773.5199,594.34019,584.33475,612.35077,602.34533,184.07332
OxPC(22:5(OO)_20:3(OOOO)),954.57036,771.5043,592.32459,584.33475,610.33517,602.34533,184.07332
OxPC(22:5(OO)_20:4(OOOO)),952.55466,769.4886,590.30889,584.33475,608.31947,602.34533,184.07332
OxPC(22:5(OO)_20:5(OOOO)),950.53906,767.473,588.29329,584.33475,606.30387,602.34533,184.07332
OxPC(22:5(OO)_22:1(OOOO)),986.63296,803.5669,624.38719,584.33475,642.39777,602.34533,184.07332
OxPC(22:5(OO)_22:2(OOOO)),984.61726,801.5512,622.37149,584.33475,640.38207,602.34533,184.07332
OxPC(22:5(OO)_22:3(OOOO)),982.60166,799.5356,620.35589,584.33475,638.36647,602.34533,184.07332
OxPC(22:5(OO)_22:4(OOOO)),980.58596,797.5199,618.34019,584.33475,636.35077,602.34533,184.07332
OxPC(22:5(OO)_22:5(OOOO)),978.57036,795.5043,616.32459,584.33475,634.33517,602.34533,184.07332
OxPC(22:5(OO)_22:6(OOOO)),976.55466,793.4886,614.30889,584.33475,632.31947,602.34533,184.07332
OxPC(22:5(OO)_24:1(OOOO)),1014.66426,831.5982,652.41849,584.33475,670.42907,602.34533,184.07332
OxPC(22:5(OO)_14:1(Ke)),824.50734,641.44128,462.26157,584.33475,480.27215,602.34533,184.07332
OxPC(22:5(OO)_15:1(Ke)),838.52294,655.45688,476.27717,584.33475,494.28775,602.34533,184.07332
OxPC(22:5(OO)_16:1(Ke)),852.53864,669.47258,490.29287,584.33475,508.30345,602.34533,184.07332
OxPC(22:5(OO)_17:1(Ke)),866.55424,683.48818,504.30847,584.33475,522.31905,602.34533,184.07332
OxPC(22:5(OO)_17:2(Ke)),864.53864,681.47258,502.29287,584.33475,520.30345,602.34533,184.07332
OxPC(22:5(OO)_18:1(Ke)),880.56994,697.50388,518.32417,584.33475,536.33475,602.34533,184.07332
OxPC(22:5(OO)_18:2(Ke)),878.55424,695.48818,516.30847,584.33475,534.31905,602.34533,184.07332
OxPC(22:5(OO)_18:3(Ke)),876.53864,693.47258,514.29287,584.33475,532.30345,602.34533,184.07332
OxPC(22:5(OO)_18:4(Ke)),874.52294,691.45688,512.27717,584.33475,530.28775,602.34533,184.07332
OxPC(22:5(OO)_20:1(Ke)),908.60124,725.53518,546.35547,584.33475,564.36605,602.34533,184.07332
OxPC(22:5(OO)_20:2(Ke)),906.58554,723.51948,544.33977,584.33475,562.35035,602.34533,184.07332
OxPC(22:5(OO)_20:3(Ke)),904.56994,721.50388,542.32417,584.33475,560.33475,602.34533,184.07332
OxPC(22:5(OO)_20:5(Ke)),900.53864,717.47258,538.29287,584.33475,556.30345,602.34533,184.07332
OxPC(22:5(OO)_22:1(Ke)),936.63254,753.56648,574.38677,584.33475,592.39735,602.34533,184.07332
OxPC(22:5(OO)_22:2(Ke)),934.61684,751.55078,572.37107,584.33475,590.38165,602.34533,184.07332
OxPC(22:5(OO)_22:3(Ke)),932.60124,749.53518,570.35547,584.33475,588.36605,602.34533,184.07332
OxPC(22:5(OO)_22:4(Ke)),930.58554,747.51948,568.33977,584.33475,586.35035,602.34533,184.07332
OxPC(22:5(OO)_22:5(Ke)),928.56994,745.50388,566.32417,584.33475,584.33475,602.34533,184.07332
OxPC(22:5(OO)_22:6(Ke)),926.55424,743.48818,564.30847,584.33475,582.31905,602.34533,184.07332
OxPC(22:5(OO)_24:1(Ke)),964.66384,781.59778,602.41807,584.33475,620.42865,602.34533,184.07332
"OxPC(22:5(OO)_14:1(Ke,OH))",840.50226,657.4362,478.25649,584.33475,496.26707,602.34533,184.07332
"OxPC(22:5(OO)_15:1(Ke,OH))",854.51786,671.4518,492.27209,584.33475,510.28267,602.34533,184.07332
"OxPC(22:5(OO)_16:1(Ke,OH))",868.53356,685.4675,506.28779,584.33475,524.29837,602.34533,184.07332
"OxPC(22:5(OO)_17:1(Ke,OH))",882.54916,699.4831,520.30339,584.33475,538.31397,602.34533,184.07332
"OxPC(22:5(OO)_17:2(Ke,OH))",880.53356,697.4675,518.28779,584.33475,536.29837,602.34533,184.07332
"OxPC(22:5(OO)_18:1(Ke,OH))",896.56486,713.4988,534.31909,584.33475,552.32967,602.34533,184.07332
"OxPC(22:5(OO)_18:2(Ke,OH))",894.54916,711.4831,532.30339,584.33475,550.31397,602.34533,184.07332
"OxPC(22:5(OO)_18:3(Ke,OH))",892.53356,709.4675,530.28779,584.33475,548.29837,602.34533,184.07332
"OxPC(22:5(OO)_18:4(Ke,OH))",890.51786,707.4518,528.27209,584.33475,546.28267,602.34533,184.07332
"OxPC(22:5(OO)_20:1(Ke,OH))",924.59616,741.5301,562.35039,584.33475,580.36097,602.34533,184.07332
"OxPC(22:5(OO)_20:2(Ke,OH))",922.58046,739.5144,560.33469,584.33475,578.34527,602.34533,184.07332
"OxPC(22:5(OO)_20:3(Ke,OH))",920.56486,737.4988,558.31909,584.33475,576.32967,602.34533,184.07332
"OxPC(22:5(OO)_20:4(Ke,OH))",918.54916,735.4831,556.30339,584.33475,574.31397,602.34533,184.07332
"OxPC(22:5(OO)_20:5(Ke,OH))",916.53356,733.4675,554.28779,584.33475,572.29837,602.34533,184.07332
"OxPC(22:5(OO)_22:1(Ke,OH))",952.62746,769.5614,590.38169,584.33475,608.39227,602.34533,184.07332
"OxPC(22:5(OO)_22:2(Ke,OH))",950.61176,767.5457,588.36599,584.33475,606.37657,602.34533,184.07332
"OxPC(22:5(OO)_22:3(Ke,OH))",948.59616,765.5301,586.35039,584.33475,604.36097,602.34533,184.07332
"OxPC(22:5(OO)_22:4(Ke,OH))",946.58046,763.5144,584.33469,584.33475,602.34527,602.34533,184.07332
"OxPC(22:5(OO)_22:5(Ke,OH))",944.56486,761.4988,582.31909,584.33475,600.32967,602.34533,184.07332
"OxPC(22:5(OO)_22:6(Ke,OH))",942.54916,759.4831,580.30339,584.33475,598.31397,602.34533,184.07332
"OxPC(22:5(OO)_24:1(Ke,OH))",980.65876,797.5927,618.41299,584.33475,636.42357,602.34533,184.07332
OxPC(22:5(OO)_5:0(CHO)),700.38211,517.31605,338.13634,584.33475,356.14692,602.34533,184.07332
OxPC(22:5(OO)_6:0(CHO)),714.39776,531.3317,352.15199,584.33475,370.16257,602.34533,184.07332
OxPC(22:5(OO)_7:0(CHO)),728.41341,545.34735,366.16764,584.33475,384.17822,602.34533,184.07332
OxPC(22:5(OO)_8:0(CHO)),742.42906,559.363,380.18329,584.33475,398.19387,602.34533,184.07332
OxPC(22:5(OO)_9:0(CHO)),756.44471,573.37865,394.19894,584.33475,412.20952,602.34533,184.07332
OxPC(22:5(OO)_10:0(CHO)),770.46036,587.3943,408.21459,584.33475,426.22517,602.34533,184.07332
OxPC(22:5(OO)_11:0(CHO)),784.47601,601.40995,422.23024,584.33475,440.24082,602.34533,184.07332
OxPC(22:5(OO)_12:0(CHO)),798.49166,615.4256,436.24589,584.33475,454.25647,602.34533,184.07332
OxPC(22:5(OO)_13:0(CHO)),812.50731,629.44125,450.26154,584.33475,468.27212,602.34533,184.07332
OxPC(22:5(OO)_14:0(CHO)),826.52296,643.4569,464.27719,584.33475,482.28777,602.34533,184.07332
OxPC(22:5(OO)_15:0(CHO)),840.53861,657.47255,478.29284,584.33475,496.30342,602.34533,184.07332
OxPC(22:5(OO)_6:1(CHO)),712.38212,529.31606,350.13635,584.33475,368.14693,602.34533,184.07332
OxPC(22:5(OO)_7:1(CHO)),726.39777,543.33171,364.152,584.33475,382.16258,602.34533,184.07332
OxPC(22:5(OO)_8:1(CHO)),740.41342,557.34736,378.16765,584.33475,396.17823,602.34533,184.07332
OxPC(22:5(OO)_9:1(CHO)),754.42907,571.36301,392.1833,584.33475,410.19388,602.34533,184.07332
OxPC(22:5(OO)_9:2(CHO)),752.41342,569.34736,390.16765,584.33475,408.17823,602.34533,184.07332
OxPC(22:5(OO)_10:1(CHO)),768.44472,585.37866,406.19895,584.33475,424.20953,602.34533,184.07332
OxPC(22:5(OO)_10:2(CHO)),766.42907,583.36301,404.1833,584.33475,422.19388,602.34533,184.07332
OxPC(22:5(OO)_11:1(CHO)),782.46037,599.39431,420.2146,584.33475,438.22518,602.34533,184.07332
OxPC(22:5(OO)_11:2(CHO)),780.44472,597.37866,418.19895,584.33475,436.20953,602.34533,184.07332
OxPC(22:5(OO)_12:1(CHO)),796.47602,613.40996,434.23025,584.33475,452.24083,602.34533,184.07332
OxPC(22:5(OO)_12:2(CHO)),794.46037,611.39431,432.2146,584.33475,450.22518,602.34533,184.07332
OxPC(22:5(OO)_12:3(CHO)),792.44472,609.37866,430.19895,584.33475,448.20953,602.34533,184.07332
OxPC(22:5(OO)_13:1(CHO)),810.49167,627.42561,448.2459,584.33475,466.25648,602.34533,184.07332
OxPC(22:5(OO)_13:2(CHO)),808.47602,625.40996,446.23025,584.33475,464.24083,602.34533,184.07332
OxPC(22:5(OO)_13:3(CHO)),806.46037,623.39431,444.2146,584.33475,462.22518,602.34533,184.07332
OxPC(22:5(OO)_14:1(CHO)),824.50732,641.44126,462.26155,584.33475,480.27213,602.34533,184.07332
OxPC(22:5(OO)_14:2(CHO)),822.49167,639.42561,460.2459,584.33475,478.25648,602.34533,184.07332
OxPC(22:5(OO)_14:3(CHO)),820.47602,637.40996,458.23025,584.33475,476.24083,602.34533,184.07332
OxPC(22:5(OO)_15:1(CHO)),838.52297,655.45691,476.2772,584.33475,494.28778,602.34533,184.07332
OxPC(22:5(OO)_15:2(CHO)),836.50732,653.44126,474.26155,584.33475,492.27213,602.34533,184.07332
OxPC(22:5(OO)_15:3(CHO)),834.49167,651.42561,472.2459,584.33475,490.25648,602.34533,184.07332
OxPC(22:5(OO)_15:4(CHO)),832.47602,649.40996,470.23025,584.33475,488.24083,602.34533,184.07332
OxPC(22:5(OO)_16:1(CHO)),852.53862,669.47256,490.29285,584.33475,508.30343,602.34533,184.07332
OxPC(22:5(OO)_16:2(CHO)),850.52297,667.45691,488.2772,584.33475,506.28778,602.34533,184.07332
OxPC(22:5(OO)_16:3(CHO)),848.50732,665.44126,486.26155,584.33475,504.27213,602.34533,184.07332
OxPC(22:5(OO)_16:4(CHO)),846.49167,663.42561,484.2459,584.33475,502.25648,602.34533,184.07332
OxPC(22:5(OO)_17:4(CHO)),860.50732,677.44126,498.26155,584.33475,516.27213,602.34533,184.07332
OxPC(22:5(OO)_18:4(CHO)),874.52297,691.45691,512.2772,584.33475,530.28778,602.34533,184.07332
OxPC(22:5(OO)_18:5(CHO)),872.50732,689.44126,510.26155,584.33475,528.27213,602.34533,184.07332
OxPC(22:5(OO)_19:4(CHO)),888.53862,705.47256,526.29285,584.33475,544.30343,602.34533,184.07332
OxPC(22:5(OO)_19:5(CHO)),886.52297,703.45691,524.2772,584.33475,542.28778,602.34533,184.07332
OxPC(22:5(OO)_3:0(COOH)),688.34573,505.27967,326.09996,584.33475,344.11054,602.34533,184.07332
OxPC(22:5(OO)_4:0(COOH)),702.36138,519.29532,340.11561,584.33475,358.12619,602.34533,184.07332
