Ac3PIM2,[M-H]-,M-sn1,M-sn2,M-sn3,M-sn1+H2O,M-sn2+H2O,M-sn3+H2O,M-C6H10O5,M-sn1-sn2,M-sn1-sn2-C3H5O,sn1 FA,sn2 FA,sn3 FA
Ac3PIM2(20:0_18:1_18:0)-H,1481.962872,1169.660232,1199.707152,1197.691512,1187.670792,1217.717712,1215.702072,1319.910052,887.404512,831.378302,311.29482,281.2479,283.26354
Ac3PIM2(20:0_18:1_19:0)-H,1495.978522,1183.675882,1213.722802,1197.691522,1201.686442,1231.733362,1215.702082,1333.925702,901.4201621,845.3939521,311.29482,281.2479,297.27918
Ac3PIM2(20:0_18:1_20:0)-H,1509.994172,1197.691532,1227.738452,1197.691532,1215.702092,1245.749012,1215.702092,1347.941352,915.4358121,859.4096021,311.29482,281.2479,311.29482
Ac3PIM2(20:0_18:1_16:1)-H,1451.915922,1139.613282,1169.660202,1197.691482,1157.623842,1187.670762,1215.702042,1289.863102,857.3575618,801.3313518,311.29482,281.2479,253.21662
Ac3PIM2(20:0_18:1_17:1)-H,1465.931572,1153.628932,1183.675852,1197.691492,1171.639492,1201.686412,1215.702052,1303.878752,871.3732119,815.3470019,311.29482,281.2479,267.23226
Ac3PIM2(20:0_18:1_18:1)-H,1479.947222,1167.644582,1197.691502,1197.691502,1185.655142,1215.702062,1215.702062,1317.894402,885.388862,829.362652,311.29482,281.2479,281.2479
Ac3PIM2(20:0_18:1_18:2)-H,1477.931572,1165.628932,1195.675852,1197.691492,1183.639492,1213.686412,1215.702052,1315.878752,883.3732119,827.3470019,311.29482,281.2479,279.23226
Ac3PIM2(20:0_18:1_methyl-18:0)-H,1495.978522,1183.675882,1213.722802,1197.691522,1201.686442,1231.733362,1215.702082,1333.925702,901.4201621,845.3939521,311.29482,281.2479,297.27918
Ac3PIM2(20:0_18:2_14:0)-H,1423.884622,1111.581982,1143.644542,1195.675822,1129.592542,1161.655102,1213.686382,1261.831802,831.3419017,775.3156917,311.29482,279.23226,227.20098
Ac3PIM2(20:0_18:2_15:0)-H,1437.900272,1125.597632,1157.660192,1195.675832,1143.608192,1175.670752,1213.686392,1275.847452,845.3575518,789.3313418,311.29482,279.23226,241.21662
Ac3PIM2(20:0_18:2_16:0)-H,1451.915922,1139.613282,1171.675842,1195.675842,1157.623842,1189.686402,1213.686402,1289.863102,859.3732018,803.3469918,311.29482,279.23226,255.23226
Ac3PIM2(20:0_18:2_17:0)-H,1465.931572,1153.628932,1185.691492,1195.675852,1171.639492,1203.702052,1213.686412,1303.878752,873.3888519,817.3626419,311.29482,279.23226,269.2479
Ac3PIM2(20:0_18:2_18:0)-H,1479.947222,1167.644582,1199.707142,1195.675862,1185.655142,1217.717702,1213.686422,1317.894402,887.404502,831.378292,311.29482,279.23226,283.26354
Ac3PIM2(20:0_18:2_19:0)-H,1493.962872,1181.660232,1213.722792,1195.675872,1199.670792,1231.733352,1213.686432,1331.910052,901.420152,845.393942,311.29482,279.23226,297.27918
Ac3PIM2(20:0_18:2_20:0)-H,1507.978522,1195.675882,1227.738442,1195.675882,1213.686442,1245.749002,1213.686442,1345.925702,915.4358021,859.4095921,311.29482,279.23226,311.29482
Ac3PIM2(20:0_18:2_16:1)-H,1449.900272,1137.597632,1169.660192,1195.675832,1155.608192,1187.670752,1213.686392,1287.847452,857.3575518,801.3313418,311.29482,279.23226,253.21662
Ac3PIM2(20:0_18:2_17:1)-H,1463.915922,1151.613282,1183.675842,1195.675842,1169.623842,1201.686402,1213.686402,1301.863102,871.3732018,815.3469918,311.29482,279.23226,267.23226
Ac3PIM2(20:0_18:2_18:1)-H,1477.931572,1165.628932,1197.691492,1195.675852,1183.639492,1215.702052,1213.686412,1315.878752,885.3888519,829.3626419,311.29482,279.23226,281.2479
Ac3PIM2(20:0_18:2_18:2)-H,1475.915922,1163.613282,1195.675842,1195.675842,1181.623842,1213.686402,1213.686402,1313.863102,883.3732018,827.3469918,311.29482,279.23226,279.23226
Ac3PIM2(20:0_18:2_methyl-18:0)-H,1493.962872,1181.660232,1213.722792,1195.675872,1199.670792,1231.733352,1213.686432,1331.910052,901.420152,845.393942,311.29482,279.23226,297.27918
Ac3PIM2(20:0_methyl-18:0_14:0)-H,1441.931572,1129.628932,1143.644572,1213.722772,1147.639492,1161.655132,1231.733332,1279.878752,831.3419319,775.3157219,311.29482,297.27918,227.20098
Ac3PIM2(20:0_methyl-18:0_15:0)-H,1455.947222,1143.644582,1157.660222,1213.722782,1161.655142,1175.670782,1231.733342,1293.894402,845.357582,789.331372,311.29482,297.27918,241.21662
Ac3PIM2(20:0_methyl-18:0_16:0)-H,1469.962872,1157.660232,1171.675872,1213.722792,1175.670792,1189.686432,1231.733352,1307.910052,859.373232,803.347022,311.29482,297.27918,255.23226
Ac3PIM2(20:0_methyl-18:0_17:0)-H,1483.978522,1171.675882,1185.691522,1213.722802,1189.686442,1203.702082,1231.733362,1321.925702,873.3888821,817.3626721,311.29482,297.27918,269.2479
Ac3PIM2(20:0_methyl-18:0_18:0)-H,1497.994172,1185.691532,1199.707172,1213.722812,1203.702092,1217.717732,1231.733372,1335.941352,887.4045321,831.3783221,311.29482,297.27918,283.26354
Ac3PIM2(20:0_methyl-18:0_19:0)-H,1512.009822,1199.707182,1213.722822,1213.722822,1217.717742,1231.733382,1231.733382,1349.957002,901.4201822,845.3939722,311.29482,297.27918,297.27918
Ac3PIM2(20:0_methyl-18:0_20:0)-H,1526.025472,1213.722832,1227.738472,1213.722832,1231.733392,1245.749032,1231.733392,1363.972652,915.4358323,859.4096223,311.29482,297.27918,311.29482
Ac3PIM2(20:0_methyl-18:0_16:1)-H,1467.947222,1155.644582,1169.660222,1213.722782,1173.655142,1187.670782,1231.733342,1305.894402,857.357582,801.331372,311.29482,297.27918,253.21662
Ac3PIM2(20:0_methyl-18:0_17:1)-H,1481.962872,1169.660232,1183.675872,1213.722792,1187.670792,1201.686432,1231.733352,1319.910052,871.373232,815.347022,311.29482,297.27918,267.23226
Ac3PIM2(20:0_methyl-18:0_18:1)-H,1495.978522,1183.675882,1197.691522,1213.722802,1201.686442,1215.702082,1231.733362,1333.925702,885.3888821,829.3626721,311.29482,297.27918,281.2479
Ac3PIM2(20:0_methyl-18:0_18:2)-H,1493.962872,1181.660232,1195.675872,1213.722792,1199.670792,1213.686432,1231.733352,1331.910052,883.373232,827.347022,311.29482,297.27918,279.23226
Ac3PIM2(20:0_methyl-18:0_methyl-18:0)-H,1512.009822,1199.707182,1213.722822,1213.722822,1217.717742,1231.733382,1231.733382,1349.957002,901.4201822,845.3939722,311.29482,297.27918,297.27918
Ac3PIM2(16:1_14:0_14:0)-H,1313.775071,1059.550631,1085.566271,1085.566271,1077.561191,1103.576831,1103.576831,1151.722251,831.3418312,775.3156212,253.21662,227.20098,227.20098
Ac3PIM2(16:1_14:0_15:0)-H,1327.790721,1073.566281,1099.581921,1085.566281,1091.576841,1117.592481,1103.576841,1165.737901,845.3574813,789.3312713,253.21662,227.20098,241.21662
Ac3PIM2(16:1_14:0_16:0)-H,1341.806371,1087.581931,1113.597571,1085.566291,1105.592491,1131.608131,1103.576851,1179.753551,859.3731314,803.3469214,253.21662,227.20098,255.23226
Ac3PIM2(16:1_14:0_17:0)-H,1355.822021,1101.597581,1127.613221,1085.566301,1119.608141,1145.623781,1103.576861,1193.769201,873.3887814,817.3625714,253.21662,227.20098,269.2479
Ac3PIM2(16:1_14:0_18:0)-H,1369.837672,1115.613232,1141.628872,1085.566312,1133.623792,1159.639432,1103.576872,1207.784852,887.4044315,831.3782215,253.21662,227.20098,283.26354
Ac3PIM2(16:1_14:0_19:0)-H,1383.853322,1129.628882,1155.644522,1085.566322,1147.639442,1173.655082,1103.576882,1221.800502,901.4200816,845.3938716,253.21662,227.20098,297.27918
Ac3PIM2(16:1_14:0_20:0)-H,1397.868972,1143.644532,1169.660172,1085.566332,1161.655092,1187.670732,1103.576892,1235.816152,915.4357316,859.4095216,253.21662,227.20098,311.29482
Ac3PIM2(16:1_14:0_16:1)-H,1339.790721,1085.566281,1111.581921,1085.566281,1103.576841,1129.592481,1103.576841,1177.737901,857.3574813,801.3312713,253.21662,227.20098,253.21662
Ac3PIM2(16:1_14:0_17:1)-H,1353.806371,1099.581931,1125.597571,1085.566291,1117.592491,1143.608131,1103.576851,1191.753551,871.3731314,815.3469214,253.21662,227.20098,267.23226
Ac3PIM2(16:1_14:0_18:1)-H,1367.822021,1113.597581,1139.613221,1085.566301,1131.608141,1157.623781,1103.576861,1205.769201,885.3887814,829.3625714,253.21662,227.20098,281.2479
Ac3PIM2(16:1_14:0_18:2)-H,1365.806371,1111.581931,1137.597571,1085.566291,1129.592491,1155.608131,1103.576851,1203.753551,883.3731314,827.3469214,253.21662,227.20098,279.23226
Ac3PIM2(16:1_14:0_methyl-18:0)-H,1383.853322,1129.628882,1155.644522,1085.566322,1147.639442,1173.655082,1103.576882,1221.800502,901.4200816,845.3938716,253.21662,227.20098,297.27918
Ac3PIM2(16:1_15:0_14:0)-H,1327.790721,1073.566281,1085.566281,1099.581921,1091.576841,1103.576841,1117.592481,1165.737901,831.3418413,775.3156313,253.21662,241.21662,227.20098
Ac3PIM2(16:1_15:0_15:0)-H,1341.806371,1087.581931,1099.581931,1099.581931,1105.592491,1117.592491,1117.592491,1179.753551,845.3574914,789.3312814,253.21662,241.21662,241.21662
Ac3PIM2(16:1_15:0_16:0)-H,1355.822021,1101.597581,1113.597581,1099.581941,1119.608141,1131.608141,1117.592501,1193.769201,859.3731414,803.3469314,253.21662,241.21662,255.23226
Ac3PIM2(16:1_15:0_17:0)-H,1369.837672,1115.613232,1127.613232,1099.581952,1133.623792,1145.623792,1117.592512,1207.784852,873.3887915,817.3625815,253.21662,241.21662,269.2479
Ac3PIM2(16:1_15:0_18:0)-H,1383.853322,1129.628882,1141.628882,1099.581962,1147.639442,1159.639442,1117.592522,1221.800502,887.4044416,831.3782316,253.21662,241.21662,283.26354
Ac3PIM2(16:1_15:0_19:0)-H,1397.868972,1143.644532,1155.644532,1099.581972,1161.655092,1173.655092,1117.592532,1235.816152,901.4200916,845.3938816,253.21662,241.21662,297.27918
Ac3PIM2(16:1_15:0_20:0)-H,1411.884622,1157.660182,1169.660182,1099.581982,1175.670742,1187.670742,1117.592542,1249.831802,915.4357417,859.4095317,253.21662,241.21662,311.29482
Ac3PIM2(16:1_15:0_16:1)-H,1353.806371,1099.581931,1111.581931,1099.581931,1117.592491,1129.592491,1117.592491,1191.753551,857.3574914,801.3312814,253.21662,241.21662,253.21662
Ac3PIM2(16:1_15:0_17:1)-H,1367.822021,1113.597581,1125.597581,1099.581941,1131.608141,1143.608141,1117.592501,1205.769201,871.3731414,815.3469314,253.21662,241.21662,267.23226
Ac3PIM2(16:1_15:0_18:1)-H,1381.837672,1127.613232,1139.613232,1099.581952,1145.623792,1157.623792,1117.592512,1219.784852,885.3887915,829.3625815,253.21662,241.21662,281.2479
Ac3PIM2(16:1_15:0_18:2)-H,1379.822021,1125.597581,1137.597581,1099.581941,1143.608141,1155.608141,1117.592501,1217.769201,883.3731414,827.3469314,253.21662,241.21662,279.23226
Ac3PIM2(16:1_15:0_methyl-18:0)-H,1397.868972,1143.644532,1155.644532,1099.581972,1161.655092,1173.655092,1117.592532,1235.816152,901.4200916,845.3938816,253.21662,241.21662,297.27918
Ac3PIM2(16:1_16:0_14:0)-H,1341.806371,1087.581931,1085.566291,1113.597571,1105.592491,1103.576851,1131.608131,1179.753551,831.3418514,775.3156414,253.21662,255.23226,227.20098
Ac3PIM2(16:1_16:0_15:0)-H,1355.822021,1101.597581,1099.581941,1113.597581,1119.608141,1117.592501,1131.608141,1193.769201,845.3575014,789.3312914,253.21662,255.23226,241.21662
Ac3PIM2(16:1_16:0_16:0)-H,1369.837672,1115.613232,1113.597592,1113.597592,1133.623792,1131.608152,1131.608152,1207.784852,859.3731515,803.3469415,253.21662,255.23226,255.23226
Ac3PIM2(16:1_16:0_17:0)-H,1383.853322,1129.628882,1127.613242,1113.597602,1147.639442,1145.623802,1131.608162,1221.800502,873.3888016,817.3625916,253.21662,255.23226,269.2479
Ac3PIM2(16:1_16:0_18:0)-H,1397.868972,1143.644532,1141.628892,1113.597612,1161.655092,1159.639452,1131.608172,1235.816152,887.4044516,831.3782416,253.21662,255.23226,283.26354
Ac3PIM2(16:1_16:0_19:0)-H,1411.884622,1157.660182,1155.644542,1113.597622,1175.670742,1173.655102,1131.608182,1249.831802,901.4201017,845.3938917,253.21662,255.23226,297.27918
Ac3PIM2(16:1_16:0_20:0)-H,1425.900272,1171.675832,1169.660192,1113.597632,1189.686392,1187.670752,1131.608192,1263.847452,915.4357518,859.4095418,253.21662,255.23226,311.29482
Ac3PIM2(16:1_16:0_16:1)-H,1367.822021,1113.597581,1111.581941,1113.597581,1131.608141,1129.592501,1131.608141,1205.769201,857.3575014,801.3312914,253.21662,255.23226,253.21662
Ac3PIM2(16:1_16:0_17:1)-H,1381.837672,1127.613232,1125.597592,1113.597592,1145.623792,1143.608152,1131.608152,1219.784852,871.3731515,815.3469415,253.21662,255.23226,267.23226
Ac3PIM2(16:1_16:0_18:1)-H,1395.853322,1141.628882,1139.613242,1113.597602,1159.639442,1157.623802,1131.608162,1233.800502,885.3888016,829.3625916,253.21662,255.23226,281.2479
Ac3PIM2(16:1_16:0_18:2)-H,1393.837672,1139.613232,1137.597592,1113.597592,1157.623792,1155.608152,1131.608152,1231.784852,883.3731515,827.3469415,253.21662,255.23226,279.23226
Ac3PIM2(16:1_16:0_methyl-18:0)-H,1411.884622,1157.660182,1155.644542,1113.597622,1175.670742,1173.655102,1131.608182,1249.831802,901.4201017,845.3938917,253.21662,255.23226,297.27918
Ac3PIM2(16:1_17:0_14:0)-H,1355.822021,1101.597581,1085.566301,1127.613221,1119.608141,1103.576861,1145.623781,1193.769201,831.3418614,775.3156514,253.21662,269.2479,227.20098
Ac3PIM2(16:1_17:0_15:0)-H,1369.837672,1115.613232,1099.581952,1127.613232,1133.623792,1117.592512,1145.623792,1207.784852,845.3575115,789.3313015,253.21662,269.2479,241.21662
Ac3PIM2(16:1_17:0_16:0)-H,1383.853322,1129.628882,1113.597602,1127.613242,1147.639442,1131.608162,1145.623802,1221.800502,859.3731616,803.3469516,253.21662,269.2479,255.23226
Ac3PIM2(16:1_17:0_17:0)-H,1397.868972,1143.644532,1127.613252,1127.613252,1161.655092,1145.623812,1145.623812,1235.816152,873.3888116,817.3626016,253.21662,269.2479,269.2479
Ac3PIM2(16:1_17:0_18:0)-H,1411.884622,1157.660182,1141.628902,1127.613262,1175.670742,1159.639462,1145.623822,1249.831802,887.4044617,831.3782517,253.21662,269.2479,283.26354
Ac3PIM2(16:1_17:0_19:0)-H,1425.900272,1171.675832,1155.644552,1127.613272,1189.686392,1173.655112,1145.623832,1263.847452,901.4201118,845.3939018,253.21662,269.2479,297.27918
Ac3PIM2(16:1_17:0_20:0)-H,1439.915922,1185.691482,1169.660202,1127.613282,1203.702042,1187.670762,1145.623842,1277.863102,915.4357618,859.4095518,253.21662,269.2479,311.29482
Ac3PIM2(16:1_17:0_16:1)-H,1381.837672,1127.613232,1111.581952,1127.613232,1145.623792,1129.592512,1145.623792,1219.784852,857.3575115,801.3313015,253.21662,269.2479,253.21662
Ac3PIM2(16:1_17:0_17:1)-H,1395.853322,1141.628882,1125.597602,1127.613242,1159.639442,1143.608162,1145.623802,1233.800502,871.3731616,815.3469516,253.21662,269.2479,267.23226
Ac3PIM2(16:1_17:0_18:1)-H,1409.868972,1155.644532,1139.613252,1127.613252,1173.655092,1157.623812,1145.623812,1247.816152,885.3888116,829.3626016,253.21662,269.2479,281.2479
Ac3PIM2(16:1_17:0_18:2)-H,1407.853322,1153.628882,1137.597602,1127.613242,1171.639442,1155.608162,1145.623802,1245.800502,883.3731616,827.3469516,253.21662,269.2479,279.23226
Ac3PIM2(16:1_17:0_methyl-18:0)-H,1425.900272,1171.675832,1155.644552,1127.613272,1189.686392,1173.655112,1145.623832,1263.847452,901.4201118,845.3939018,253.21662,269.2479,297.27918
Ac3PIM2(16:1_18:0_14:0)-H,1369.837672,1115.613232,1085.566312,1141.628872,1133.623792,1103.576872,1159.639432,1207.784852,831.3418715,775.3156615,253.21662,283.26354,227.20098
Ac3PIM2(16:1_18:0_15:0)-H,1383.853322,1129.628882,1099.581962,1141.628882,1147.639442,1117.592522,1159.639442,1221.800502,845.3575216,789.3313116,253.21662,283.26354,241.21662
Ac3PIM2(16:1_18:0_16:0)-H,1397.868972,1143.644532,1113.597612,1141.628892,1161.655092,1131.608172,1159.639452,1235.816152,859.3731716,803.3469616,253.21662,283.26354,255.23226
Ac3PIM2(16:1_18:0_17:0)-H,1411.884622,1157.660182,1127.613262,1141.628902,1175.670742,1145.623822,1159.639462,1249.831802,873.3888217,817.3626117,253.21662,283.26354,269.2479
Ac3PIM2(16:1_18:0_18:0)-H,1425.900272,1171.675832,1141.628912,1141.628912,1189.686392,1159.639472,1159.639472,1263.847452,887.4044718,831.3782618,253.21662,283.26354,283.26354
Ac3PIM2(16:1_18:0_19:0)-H,1439.915922,1185.691482,1155.644562,1141.628922,1203.702042,1173.655122,1159.639482,1277.863102,901.4201218,845.3939118,253.21662,283.26354,297.27918
Ac3PIM2(16:1_18:0_20:0)-H,1453.931572,1199.707132,1169.660212,1141.628932,1217.717692,1187.670772,1159.639492,1291.878752,915.4357719,859.4095619,253.21662,283.26354,311.29482
Ac3PIM2(16:1_18:0_16:1)-H,1395.853322,1141.628882,1111.581962,1141.628882,1159.639442,1129.592522,1159.639442,1233.800502,857.3575216,801.3313116,253.21662,283.26354,253.21662
Ac3PIM2(16:1_18:0_17:1)-H,1409.868972,1155.644532,1125.597612,1141.628892,1173.655092,1143.608172,1159.639452,1247.816152,871.3731716,815.3469616,253.21662,283.26354,267.23226
Ac3PIM2(16:1_18:0_18:1)-H,1423.884622,1169.660182,1139.613262,1141.628902,1187.670742,1157.623822,1159.639462,1261.831802,885.3888217,829.3626117,253.21662,283.26354,281.2479
Ac3PIM2(16:1_18:0_18:2)-H,1421.868972,1167.644532,1137.597612,1141.628892,1185.655092,1155.608172,1159.639452,1259.816152,883.3731716,827.3469616,253.21662,283.26354,279.23226
Ac3PIM2(16:1_18:0_methyl-18:0)-H,1439.915922,1185.691482,1155.644562,1141.628922,1203.702042,1173.655122,1159.639482,1277.863102,901.4201218,845.3939118,253.21662,283.26354,297.27918
Ac3PIM2(16:1_19:0_14:0)-H,1383.853322,1129.628882,1085.566322,1155.644522,1147.639442,1103.576882,1173.655082,1221.800502,831.3418816,775.3156716,253.21662,297.27918,227.20098
Ac3PIM2(16:1_19:0_15:0)-H,1397.868972,1143.644532,1099.581972,1155.644532,1161.655092,1117.592532,1173.655092,1235.816152,845.3575316,789.3313216,253.21662,297.27918,241.21662
Ac3PIM2(16:1_19:0_16:0)-H,1411.884622,1157.660182,1113.597622,1155.644542,1175.670742,1131.608182,1173.655102,1249.831802,859.3731817,803.3469717,253.21662,297.27918,255.23226
Ac3PIM2(16:1_19:0_17:0)-H,1425.900272,1171.675832,1127.613272,1155.644552,1189.686392,1145.623832,1173.655112,1263.847452,873.3888318,817.3626218,253.21662,297.27918,269.2479
Ac3PIM2(16:1_19:0_18:0)-H,1439.915922,1185.691482,1141.628922,1155.644562,1203.702042,1159.639482,1173.655122,1277.863102,887.4044818,831.3782718,253.21662,297.27918,283.26354
Ac3PIM2(16:1_19:0_19:0)-H,1453.931572,1199.707132,1155.644572,1155.644572,1217.717692,1173.655132,1173.655132,1291.878752,901.4201319,845.3939219,253.21662,297.27918,297.27918
Ac3PIM2(16:1_19:0_20:0)-H,1467.947222,1213.722782,1169.660222,1155.644582,1231.733342,1187.670782,1173.655142,1305.894402,915.435782,859.409572,253.21662,297.27918,311.29482
Ac3PIM2(16:1_19:0_16:1)-H,1409.868972,1155.644532,1111.581972,1155.644532,1173.655092,1129.592532,1173.655092,1247.816152,857.3575316,801.3313216,253.21662,297.27918,253.21662
Ac3PIM2(16:1_19:0_17:1)-H,1423.884622,1169.660182,1125.597622,1155.644542,1187.670742,1143.608182,1173.655102,1261.831802,871.3731817,815.3469717,253.21662,297.27918,267.23226
Ac3PIM2(16:1_19:0_18:1)-H,1437.900272,1183.675832,1139.613272,1155.644552,1201.686392,1157.623832,1173.655112,1275.847452,885.3888318,829.3626218,253.21662,297.27918,281.2479
Ac3PIM2(16:1_19:0_18:2)-H,1435.884622,1181.660182,1137.597622,1155.644542,1199.670742,1155.608182,1173.655102,1273.831802,883.3731817,827.3469717,253.21662,297.27918,279.23226
Ac3PIM2(16:1_19:0_methyl-18:0)-H,1453.931572,1199.707132,1155.644572,1155.644572,1217.717692,1173.655132,1173.655132,1291.878752,901.4201319,845.3939219,253.21662,297.27918,297.27918
Ac3PIM2(16:1_20:0_14:0)-H,1397.868972,1143.644532,1085.566332,1169.660172,1161.655092,1103.576892,1187.670732,1235.816152,831.3418916,775.3156816,253.21662,311.29482,227.20098
Ac3PIM2(16:1_20:0_15:0)-H,1411.884622,1157.660182,1099.581982,1169.660182,1175.670742,1117.592542,1187.670742,1249.831802,845.3575417,789.3313317,253.21662,311.29482,241.21662
Ac3PIM2(16:1_20:0_16:0)-H,1425.900272,1171.675832,1113.597632,1169.660192,1189.686392,1131.608192,1187.670752,1263.847452,859.3731918,803.3469818,253.21662,311.29482,255.23226
Ac3PIM2(16:1_20:0_17:0)-H,1439.915922,1185.691482,1127.613282,1169.660202,1203.702042,1145.623842,1187.670762,1277.863102,873.3888418,817.3626318,253.21662,311.29482,269.2479
Ac3PIM2(16:1_20:0_18:0)-H,1453.931572,1199.707132,1141.628932,1169.660212,1217.717692,1159.639492,1187.670772,1291.878752,887.4044919,831.3782819,253.21662,311.29482,283.26354
Ac3PIM2(16:1_20:0_19:0)-H,1467.947222,1213.722782,1155.644582,1169.660222,1231.733342,1173.655142,1187.670782,1305.894402,901.420142,845.393932,253.21662,311.29482,297.27918
Ac3PIM2(16:1_20:0_20:0)-H,1481.962872,1227.738432,1169.660232,1169.660232,1245.748992,1187.670792,1187.670792,1319.910052,915.435792,859.409582,253.21662,311.29482,311.29482
Ac3PIM2(16:1_20:0_16:1)-H,1423.884622,1169.660182,1111.581982,1169.660182,1187.670742,1129.592542,1187.670742,1261.831802,857.3575417,801.3313317,253.21662,311.29482,253.21662
Ac3PIM2(16:1_20:0_17:1)-H,1437.900272,1183.675832,1125.597632,1169.660192,1201.686392,1143.608192,1187.670752,1275.847452,871.3731918,815.3469818,253.21662,311.29482,267.23226
Ac3PIM2(16:1_20:0_18:1)-H,1451.915922,1197.691482,1139.613282,1169.660202,1215.702042,1157.623842,1187.670762,1289.863102,885.3888418,829.3626318,253.21662,311.29482,281.2479
Ac3PIM2(16:1_20:0_18:2)-H,1449.900272,1195.675832,1137.597632,1169.660192,1213.686392,1155.608192,1187.670752,1287.847452,883.3731918,827.3469818,253.21662,311.29482,279.23226
Ac3PIM2(16:1_20:0_methyl-18:0)-H,1467.947222,1213.722782,1155.644582,1169.660222,1231.733342,1173.655142,1187.670782,1305.894402,901.420142,845.393932,253.21662,311.29482,297.27918
Ac3PIM2(16:1_16:1_14:0)-H,1339.790721,1085.566281,1085.566281,1111.581921,1103.576841,1103.576841,1129.592481,1177.737901,831.3418413,775.3156313,253.21662,253.21662,227.20098
Ac3PIM2(16:1_16:1_15:0)-H,1353.806371,1099.581931,1099.581931,1111.581931,1117.592491,1117.592491,1129.592491,1191.753551,845.3574914,789.3312814,253.21662,253.21662,241.21662
Ac3PIM2(16:1_16:1_16:0)-H,1367.822021,1113.597581,1113.597581,1111.581941,1131.608141,1131.608141,1129.592501,1205.769201,859.3731414,803.3469314,253.21662,253.21662,255.23226
Ac3PIM2(16:1_16:1_17:0)-H,1381.837672,1127.613232,1127.613232,1111.581952,1145.623792,1145.623792,1129.592512,1219.784852,873.3887915,817.3625815,253.21662,253.21662,269.2479
Ac3PIM2(16:1_16:1_18:0)-H,1395.853322,1141.628882,1141.628882,1111.581962,1159.639442,1159.639442,1129.592522,1233.800502,887.4044416,831.3782316,253.21662,253.21662,283.26354
Ac3PIM2(16:1_16:1_19:0)-H,1409.868972,1155.644532,1155.644532,1111.581972,1173.655092,1173.655092,1129.592532,1247.816152,901.4200916,845.3938816,253.21662,253.21662,297.27918
Ac3PIM2(16:1_16:1_20:0)-H,1423.884622,1169.660182,1169.660182,1111.581982,1187.670742,1187.670742,1129.592542,1261.831802,915.4357417,859.4095317,253.21662,253.21662,311.29482
Ac3PIM2(16:1_16:1_16:1)-H,1365.806371,1111.581931,1111.581931,1111.581931,1129.592491,1129.592491,1129.592491,1203.753551,857.3574914,801.3312814,253.21662,253.21662,253.21662
Ac3PIM2(16:1_16:1_17:1)-H,1379.822021,1125.597581,1125.597581,1111.581941,1143.608141,1143.608141,1129.592501,1217.769201,871.3731414,815.3469314,253.21662,253.21662,267.23226
Ac3PIM2(16:1_16:1_18:1)-H,1393.837672,1139.613232,1139.613232,1111.581952,1157.623792,1157.623792,1129.592512,1231.784852,885.3887915,829.3625815,253.21662,253.21662,281.2479
Ac3PIM2(16:1_16:1_18:2)-H,1391.822021,1137.597581,1137.597581,1111.581941,1155.608141,1155.608141,1129.592501,1229.769201,883.3731414,827.3469314,253.21662,253.21662,279.23226
Ac3PIM2(16:1_16:1_methyl-18:0)-H,1409.868972,1155.644532,1155.644532,1111.581972,1173.655092,1173.655092,1129.592532,1247.816152,901.4200916,845.3938816,253.21662,253.21662,297.27918
Ac3PIM2(16:1_17:1_14:0)-H,1353.806371,1099.581931,1085.566291,1125.597571,1117.592491,1103.576851,1143.608131,1191.753551,831.3418514,775.3156414,253.21662,267.23226,227.20098
Ac3PIM2(16:1_17:1_15:0)-H,1367.822021,1113.597581,1099.581941,1125.597581,1131.608141,1117.592501,1143.608141,1205.769201,845.3575014,789.3312914,253.21662,267.23226,241.21662
Ac3PIM2(16:1_17:1_16:0)-H,1381.837672,1127.613232,1113.597592,1125.597592,1145.623792,1131.608152,1143.608152,1219.784852,859.3731515,803.3469415,253.21662,267.23226,255.23226
Ac3PIM2(16:1_17:1_17:0)-H,1395.853322,1141.628882,1127.613242,1125.597602,1159.639442,1145.623802,1143.608162,1233.800502,873.3888016,817.3625916,253.21662,267.23226,269.2479
Ac3PIM2(16:1_17:1_18:0)-H,1409.868972,1155.644532,1141.628892,1125.597612,1173.655092,1159.639452,1143.608172,1247.816152,887.4044516,831.3782416,253.21662,267.23226,283.26354
Ac3PIM2(16:1_17:1_19:0)-H,1423.884622,1169.660182,1155.644542,1125.597622,1187.670742,1173.655102,1143.608182,1261.831802,901.4201017,845.3938917,253.21662,267.23226,297.27918
Ac3PIM2(16:1_17:1_20:0)-H,1437.900272,1183.675832,1169.660192,1125.597632,1201.686392,1187.670752,1143.608192,1275.847452,915.4357518,859.4095418,253.21662,267.23226,311.29482
Ac3PIM2(16:1_17:1_16:1)-H,1379.822021,1125.597581,1111.581941,1125.597581,1143.608141,1129.592501,1143.608141,1217.769201,857.3575014,801.3312914,253.21662,267.23226,253.21662
Ac3PIM2(16:1_17:1_17:1)-H,1393.837672,1139.613232,1125.597592,1125.597592,1157.623792,1143.608152,1143.608152,1231.784852,871.3731515,815.3469415,253.21662,267.23226,267.23226
Ac3PIM2(16:1_17:1_18:1)-H,1407.853322,1153.628882,1139.613242,1125.597602,1171.639442,1157.623802,1143.608162,1245.800502,885.3888016,829.3625916,253.21662,267.23226,281.2479
Ac3PIM2(16:1_17:1_18:2)-H,1405.837672,1151.613232,1137.597592,1125.597592,1169.623792,1155.608152,1143.608152,1243.784852,883.3731515,827.3469415,253.21662,267.23226,279.23226
