Ac3PIM2,[M-H]-,M-sn1,M-sn2,M-sn3,M-sn1+H2O,M-sn2+H2O,M-sn3+H2O,M-C6H10O5,M-sn1-sn2,M-sn1-sn2-C3H5O,sn1 FA,sn2 FA,sn3 FA
Ac3PIM2(14:0_methyl-18:0_16:0)-H,1385.868972,1157.660172,1087.581972,1129.628892,1175.670732,1105.592532,1147.639452,1223.816152,859.3731716,803.3469616,227.20098,297.27918,255.23226
Ac3PIM2(14:0_methyl-18:0_17:0)-H,1399.884622,1171.675822,1101.597622,1129.628902,1189.686382,1119.608182,1147.639462,1237.831802,873.3888217,817.3626117,227.20098,297.27918,269.2479
Ac3PIM2(14:0_methyl-18:0_18:0)-H,1413.900272,1185.691472,1115.613272,1129.628912,1203.702032,1133.623832,1147.639472,1251.847452,887.4044718,831.3782618,227.20098,297.27918,283.26354
Ac3PIM2(14:0_methyl-18:0_19:0)-H,1427.915922,1199.707122,1129.628922,1129.628922,1217.717682,1147.639482,1147.639482,1265.863102,901.4201218,845.3939118,227.20098,297.27918,297.27918
Ac3PIM2(14:0_methyl-18:0_20:0)-H,1441.931572,1213.722772,1143.644572,1129.628932,1231.733332,1161.655132,1147.639492,1279.878752,915.4357719,859.4095619,227.20098,297.27918,311.29482
Ac3PIM2(14:0_methyl-18:0_16:1)-H,1383.853322,1155.644522,1085.566322,1129.628882,1173.655082,1103.576882,1147.639442,1221.800502,857.3575216,801.3313116,227.20098,297.27918,253.21662
Ac3PIM2(14:0_methyl-18:0_17:1)-H,1397.868972,1169.660172,1099.581972,1129.628892,1187.670732,1117.592532,1147.639452,1235.816152,871.3731716,815.3469616,227.20098,297.27918,267.23226
Ac3PIM2(14:0_methyl-18:0_18:1)-H,1411.884622,1183.675822,1113.597622,1129.628902,1201.686382,1131.608182,1147.639462,1249.831802,885.3888217,829.3626117,227.20098,297.27918,281.2479
Ac3PIM2(14:0_methyl-18:0_18:2)-H,1409.868972,1181.660172,1111.581972,1129.628892,1199.670732,1129.592532,1147.639452,1247.816152,883.3731716,827.3469616,227.20098,297.27918,279.23226
Ac3PIM2(14:0_methyl-18:0_methyl-18:0)-H,1427.915922,1199.707122,1129.628922,1129.628922,1217.717682,1147.639482,1147.639482,1265.863102,901.4201218,845.3939118,227.20098,297.27918,297.27918
Ac3PIM2(15:0_14:0_14:0)-H,1301.775071,1059.550631,1073.566271,1073.566271,1077.561191,1091.576831,1091.576831,1139.722251,831.3418312,775.3156212,241.21662,227.20098,227.20098
Ac3PIM2(15:0_14:0_15:0)-H,1315.790721,1073.566281,1087.581921,1073.566281,1091.576841,1105.592481,1091.576841,1153.737901,845.3574813,789.3312713,241.21662,227.20098,241.21662
Ac3PIM2(15:0_14:0_16:0)-H,1329.806371,1087.581931,1101.597571,1073.566291,1105.592491,1119.608131,1091.576851,1167.753551,859.3731314,803.3469214,241.21662,227.20098,255.23226
Ac3PIM2(15:0_14:0_17:0)-H,1343.822021,1101.597581,1115.613221,1073.566301,1119.608141,1133.623781,1091.576861,1181.769201,873.3887814,817.3625714,241.21662,227.20098,269.2479
Ac3PIM2(15:0_14:0_18:0)-H,1357.837672,1115.613232,1129.628872,1073.566312,1133.623792,1147.639432,1091.576872,1195.784852,887.4044315,831.3782215,241.21662,227.20098,283.26354
Ac3PIM2(15:0_14:0_19:0)-H,1371.853322,1129.628882,1143.644522,1073.566322,1147.639442,1161.655082,1091.576882,1209.800502,901.4200816,845.3938716,241.21662,227.20098,297.27918
Ac3PIM2(15:0_14:0_20:0)-H,1385.868972,1143.644532,1157.660172,1073.566332,1161.655092,1175.670732,1091.576892,1223.816152,915.4357316,859.4095216,241.21662,227.20098,311.29482
Ac3PIM2(15:0_14:0_16:1)-H,1327.790721,1085.566281,1099.581921,1073.566281,1103.576841,1117.592481,1091.576841,1165.737901,857.3574813,801.3312713,241.21662,227.20098,253.21662
Ac3PIM2(15:0_14:0_17:1)-H,1341.806371,1099.581931,1113.597571,1073.566291,1117.592491,1131.608131,1091.576851,1179.753551,871.3731314,815.3469214,241.21662,227.20098,267.23226
Ac3PIM2(15:0_14:0_18:1)-H,1355.822021,1113.597581,1127.613221,1073.566301,1131.608141,1145.623781,1091.576861,1193.769201,885.3887814,829.3625714,241.21662,227.20098,281.2479
Ac3PIM2(15:0_14:0_18:2)-H,1353.806371,1111.581931,1125.597571,1073.566291,1129.592491,1143.608131,1091.576851,1191.753551,883.3731314,827.3469214,241.21662,227.20098,279.23226
Ac3PIM2(15:0_14:0_methyl-18:0)-H,1371.853322,1129.628882,1143.644522,1073.566322,1147.639442,1161.655082,1091.576882,1209.800502,901.4200816,845.3938716,241.21662,227.20098,297.27918
Ac3PIM2(15:0_15:0_14:0)-H,1315.790721,1073.566281,1073.566281,1087.581921,1091.576841,1091.576841,1105.592481,1153.737901,831.3418413,775.3156313,241.21662,241.21662,227.20098
Ac3PIM2(15:0_15:0_15:0)-H,1329.806371,1087.581931,1087.581931,1087.581931,1105.592491,1105.592491,1105.592491,1167.753551,845.3574914,789.3312814,241.21662,241.21662,241.21662
Ac3PIM2(15:0_15:0_16:0)-H,1343.822021,1101.597581,1101.597581,1087.581941,1119.608141,1119.608141,1105.592501,1181.769201,859.3731414,803.3469314,241.21662,241.21662,255.23226
Ac3PIM2(15:0_15:0_17:0)-H,1357.837672,1115.613232,1115.613232,1087.581952,1133.623792,1133.623792,1105.592512,1195.784852,873.3887915,817.3625815,241.21662,241.21662,269.2479
Ac3PIM2(15:0_15:0_18:0)-H,1371.853322,1129.628882,1129.628882,1087.581962,1147.639442,1147.639442,1105.592522,1209.800502,887.4044416,831.3782316,241.21662,241.21662,283.26354
Ac3PIM2(15:0_15:0_19:0)-H,1385.868972,1143.644532,1143.644532,1087.581972,1161.655092,1161.655092,1105.592532,1223.816152,901.4200916,845.3938816,241.21662,241.21662,297.27918
Ac3PIM2(15:0_15:0_20:0)-H,1399.884622,1157.660182,1157.660182,1087.581982,1175.670742,1175.670742,1105.592542,1237.831802,915.4357417,859.4095317,241.21662,241.21662,311.29482
Ac3PIM2(15:0_15:0_16:1)-H,1341.806371,1099.581931,1099.581931,1087.581931,1117.592491,1117.592491,1105.592491,1179.753551,857.3574914,801.3312814,241.21662,241.21662,253.21662
Ac3PIM2(15:0_15:0_17:1)-H,1355.822021,1113.597581,1113.597581,1087.581941,1131.608141,1131.608141,1105.592501,1193.769201,871.3731414,815.3469314,241.21662,241.21662,267.23226
Ac3PIM2(15:0_15:0_18:1)-H,1369.837672,1127.613232,1127.613232,1087.581952,1145.623792,1145.623792,1105.592512,1207.784852,885.3887915,829.3625815,241.21662,241.21662,281.2479
Ac3PIM2(15:0_15:0_18:2)-H,1367.822021,1125.597581,1125.597581,1087.581941,1143.608141,1143.608141,1105.592501,1205.769201,883.3731414,827.3469314,241.21662,241.21662,279.23226
Ac3PIM2(15:0_15:0_methyl-18:0)-H,1385.868972,1143.644532,1143.644532,1087.581972,1161.655092,1161.655092,1105.592532,1223.816152,901.4200916,845.3938816,241.21662,241.21662,297.27918
Ac3PIM2(15:0_16:0_14:0)-H,1329.806371,1087.581931,1073.566291,1101.597571,1105.592491,1091.576851,1119.608131,1167.753551,831.3418514,775.3156414,241.21662,255.23226,227.20098
Ac3PIM2(15:0_16:0_15:0)-H,1343.822021,1101.597581,1087.581941,1101.597581,1119.608141,1105.592501,1119.608141,1181.769201,845.3575014,789.3312914,241.21662,255.23226,241.21662
Ac3PIM2(15:0_16:0_16:0)-H,1357.837672,1115.613232,1101.597592,1101.597592,1133.623792,1119.608152,1119.608152,1195.784852,859.3731515,803.3469415,241.21662,255.23226,255.23226
Ac3PIM2(15:0_16:0_17:0)-H,1371.853322,1129.628882,1115.613242,1101.597602,1147.639442,1133.623802,1119.608162,1209.800502,873.3888016,817.3625916,241.21662,255.23226,269.2479
Ac3PIM2(15:0_16:0_18:0)-H,1385.868972,1143.644532,1129.628892,1101.597612,1161.655092,1147.639452,1119.608172,1223.816152,887.4044516,831.3782416,241.21662,255.23226,283.26354
Ac3PIM2(15:0_16:0_19:0)-H,1399.884622,1157.660182,1143.644542,1101.597622,1175.670742,1161.655102,1119.608182,1237.831802,901.4201017,845.3938917,241.21662,255.23226,297.27918
Ac3PIM2(15:0_16:0_20:0)-H,1413.900272,1171.675832,1157.660192,1101.597632,1189.686392,1175.670752,1119.608192,1251.847452,915.4357518,859.4095418,241.21662,255.23226,311.29482
Ac3PIM2(15:0_16:0_16:1)-H,1355.822021,1113.597581,1099.581941,1101.597581,1131.608141,1117.592501,1119.608141,1193.769201,857.3575014,801.3312914,241.21662,255.23226,253.21662
Ac3PIM2(15:0_16:0_17:1)-H,1369.837672,1127.613232,1113.597592,1101.597592,1145.623792,1131.608152,1119.608152,1207.784852,871.3731515,815.3469415,241.21662,255.23226,267.23226
Ac3PIM2(15:0_16:0_18:1)-H,1383.853322,1141.628882,1127.613242,1101.597602,1159.639442,1145.623802,1119.608162,1221.800502,885.3888016,829.3625916,241.21662,255.23226,281.2479
Ac3PIM2(15:0_16:0_18:2)-H,1381.837672,1139.613232,1125.597592,1101.597592,1157.623792,1143.608152,1119.608152,1219.784852,883.3731515,827.3469415,241.21662,255.23226,279.23226
Ac3PIM2(15:0_16:0_methyl-18:0)-H,1399.884622,1157.660182,1143.644542,1101.597622,1175.670742,1161.655102,1119.608182,1237.831802,901.4201017,845.3938917,241.21662,255.23226,297.27918
Ac3PIM2(15:0_17:0_14:0)-H,1343.822021,1101.597581,1073.566301,1115.613221,1119.608141,1091.576861,1133.623781,1181.769201,831.3418614,775.3156514,241.21662,269.2479,227.20098
Ac3PIM2(15:0_17:0_15:0)-H,1357.837672,1115.613232,1087.581952,1115.613232,1133.623792,1105.592512,1133.623792,1195.784852,845.3575115,789.3313015,241.21662,269.2479,241.21662
Ac3PIM2(15:0_17:0_16:0)-H,1371.853322,1129.628882,1101.597602,1115.613242,1147.639442,1119.608162,1133.623802,1209.800502,859.3731616,803.3469516,241.21662,269.2479,255.23226
Ac3PIM2(15:0_17:0_17:0)-H,1385.868972,1143.644532,1115.613252,1115.613252,1161.655092,1133.623812,1133.623812,1223.816152,873.3888116,817.3626016,241.21662,269.2479,269.2479
Ac3PIM2(15:0_17:0_18:0)-H,1399.884622,1157.660182,1129.628902,1115.613262,1175.670742,1147.639462,1133.623822,1237.831802,887.4044617,831.3782517,241.21662,269.2479,283.26354
Ac3PIM2(15:0_17:0_19:0)-H,1413.900272,1171.675832,1143.644552,1115.613272,1189.686392,1161.655112,1133.623832,1251.847452,901.4201118,845.3939018,241.21662,269.2479,297.27918
Ac3PIM2(15:0_17:0_20:0)-H,1427.915922,1185.691482,1157.660202,1115.613282,1203.702042,1175.670762,1133.623842,1265.863102,915.4357618,859.4095518,241.21662,269.2479,311.29482
Ac3PIM2(15:0_17:0_16:1)-H,1369.837672,1127.613232,1099.581952,1115.613232,1145.623792,1117.592512,1133.623792,1207.784852,857.3575115,801.3313015,241.21662,269.2479,253.21662
Ac3PIM2(15:0_17:0_17:1)-H,1383.853322,1141.628882,1113.597602,1115.613242,1159.639442,1131.608162,1133.623802,1221.800502,871.3731616,815.3469516,241.21662,269.2479,267.23226
Ac3PIM2(15:0_17:0_18:1)-H,1397.868972,1155.644532,1127.613252,1115.613252,1173.655092,1145.623812,1133.623812,1235.816152,885.3888116,829.3626016,241.21662,269.2479,281.2479
Ac3PIM2(15:0_17:0_18:2)-H,1395.853322,1153.628882,1125.597602,1115.613242,1171.639442,1143.608162,1133.623802,1233.800502,883.3731616,827.3469516,241.21662,269.2479,279.23226
Ac3PIM2(15:0_17:0_methyl-18:0)-H,1413.900272,1171.675832,1143.644552,1115.613272,1189.686392,1161.655112,1133.623832,1251.847452,901.4201118,845.3939018,241.21662,269.2479,297.27918
Ac3PIM2(15:0_18:0_14:0)-H,1357.837672,1115.613232,1073.566312,1129.628872,1133.623792,1091.576872,1147.639432,1195.784852,831.3418715,775.3156615,241.21662,283.26354,227.20098
Ac3PIM2(15:0_18:0_15:0)-H,1371.853322,1129.628882,1087.581962,1129.628882,1147.639442,1105.592522,1147.639442,1209.800502,845.3575216,789.3313116,241.21662,283.26354,241.21662
Ac3PIM2(15:0_18:0_16:0)-H,1385.868972,1143.644532,1101.597612,1129.628892,1161.655092,1119.608172,1147.639452,1223.816152,859.3731716,803.3469616,241.21662,283.26354,255.23226
Ac3PIM2(15:0_18:0_17:0)-H,1399.884622,1157.660182,1115.613262,1129.628902,1175.670742,1133.623822,1147.639462,1237.831802,873.3888217,817.3626117,241.21662,283.26354,269.2479
Ac3PIM2(15:0_18:0_18:0)-H,1413.900272,1171.675832,1129.628912,1129.628912,1189.686392,1147.639472,1147.639472,1251.847452,887.4044718,831.3782618,241.21662,283.26354,283.26354
Ac3PIM2(15:0_18:0_19:0)-H,1427.915922,1185.691482,1143.644562,1129.628922,1203.702042,1161.655122,1147.639482,1265.863102,901.4201218,845.3939118,241.21662,283.26354,297.27918
Ac3PIM2(15:0_18:0_20:0)-H,1441.931572,1199.707132,1157.660212,1129.628932,1217.717692,1175.670772,1147.639492,1279.878752,915.4357719,859.4095619,241.21662,283.26354,311.29482
Ac3PIM2(15:0_18:0_16:1)-H,1383.853322,1141.628882,1099.581962,1129.628882,1159.639442,1117.592522,1147.639442,1221.800502,857.3575216,801.3313116,241.21662,283.26354,253.21662
Ac3PIM2(15:0_18:0_17:1)-H,1397.868972,1155.644532,1113.597612,1129.628892,1173.655092,1131.608172,1147.639452,1235.816152,871.3731716,815.3469616,241.21662,283.26354,267.23226
Ac3PIM2(15:0_18:0_18:1)-H,1411.884622,1169.660182,1127.613262,1129.628902,1187.670742,1145.623822,1147.639462,1249.831802,885.3888217,829.3626117,241.21662,283.26354,281.2479
Ac3PIM2(15:0_18:0_18:2)-H,1409.868972,1167.644532,1125.597612,1129.628892,1185.655092,1143.608172,1147.639452,1247.816152,883.3731716,827.3469616,241.21662,283.26354,279.23226
Ac3PIM2(15:0_18:0_methyl-18:0)-H,1427.915922,1185.691482,1143.644562,1129.628922,1203.702042,1161.655122,1147.639482,1265.863102,901.4201218,845.3939118,241.21662,283.26354,297.27918
Ac3PIM2(15:0_19:0_14:0)-H,1371.853322,1129.628882,1073.566322,1143.644522,1147.639442,1091.576882,1161.655082,1209.800502,831.3418816,775.3156716,241.21662,297.27918,227.20098
Ac3PIM2(15:0_19:0_15:0)-H,1385.868972,1143.644532,1087.581972,1143.644532,1161.655092,1105.592532,1161.655092,1223.816152,845.3575316,789.3313216,241.21662,297.27918,241.21662
Ac3PIM2(15:0_19:0_16:0)-H,1399.884622,1157.660182,1101.597622,1143.644542,1175.670742,1119.608182,1161.655102,1237.831802,859.3731817,803.3469717,241.21662,297.27918,255.23226
Ac3PIM2(15:0_19:0_17:0)-H,1413.900272,1171.675832,1115.613272,1143.644552,1189.686392,1133.623832,1161.655112,1251.847452,873.3888318,817.3626218,241.21662,297.27918,269.2479
Ac3PIM2(15:0_19:0_18:0)-H,1427.915922,1185.691482,1129.628922,1143.644562,1203.702042,1147.639482,1161.655122,1265.863102,887.4044818,831.3782718,241.21662,297.27918,283.26354
Ac3PIM2(15:0_19:0_19:0)-H,1441.931572,1199.707132,1143.644572,1143.644572,1217.717692,1161.655132,1161.655132,1279.878752,901.4201319,845.3939219,241.21662,297.27918,297.27918
Ac3PIM2(15:0_19:0_20:0)-H,1455.947222,1213.722782,1157.660222,1143.644582,1231.733342,1175.670782,1161.655142,1293.894402,915.435782,859.409572,241.21662,297.27918,311.29482
Ac3PIM2(15:0_19:0_16:1)-H,1397.868972,1155.644532,1099.581972,1143.644532,1173.655092,1117.592532,1161.655092,1235.816152,857.3575316,801.3313216,241.21662,297.27918,253.21662
Ac3PIM2(15:0_19:0_17:1)-H,1411.884622,1169.660182,1113.597622,1143.644542,1187.670742,1131.608182,1161.655102,1249.831802,871.3731817,815.3469717,241.21662,297.27918,267.23226
Ac3PIM2(15:0_19:0_18:1)-H,1425.900272,1183.675832,1127.613272,1143.644552,1201.686392,1145.623832,1161.655112,1263.847452,885.3888318,829.3626218,241.21662,297.27918,281.2479
Ac3PIM2(15:0_19:0_18:2)-H,1423.884622,1181.660182,1125.597622,1143.644542,1199.670742,1143.608182,1161.655102,1261.831802,883.3731817,827.3469717,241.21662,297.27918,279.23226
Ac3PIM2(15:0_19:0_methyl-18:0)-H,1441.931572,1199.707132,1143.644572,1143.644572,1217.717692,1161.655132,1161.655132,1279.878752,901.4201319,845.3939219,241.21662,297.27918,297.27918
Ac3PIM2(15:0_20:0_14:0)-H,1385.868972,1143.644532,1073.566332,1157.660172,1161.655092,1091.576892,1175.670732,1223.816152,831.3418916,775.3156816,241.21662,311.29482,227.20098
Ac3PIM2(15:0_20:0_15:0)-H,1399.884622,1157.660182,1087.581982,1157.660182,1175.670742,1105.592542,1175.670742,1237.831802,845.3575417,789.3313317,241.21662,311.29482,241.21662
Ac3PIM2(15:0_20:0_16:0)-H,1413.900272,1171.675832,1101.597632,1157.660192,1189.686392,1119.608192,1175.670752,1251.847452,859.3731918,803.3469818,241.21662,311.29482,255.23226
Ac3PIM2(15:0_20:0_17:0)-H,1427.915922,1185.691482,1115.613282,1157.660202,1203.702042,1133.623842,1175.670762,1265.863102,873.3888418,817.3626318,241.21662,311.29482,269.2479
Ac3PIM2(15:0_20:0_18:0)-H,1441.931572,1199.707132,1129.628932,1157.660212,1217.717692,1147.639492,1175.670772,1279.878752,887.4044919,831.3782819,241.21662,311.29482,283.26354
Ac3PIM2(15:0_20:0_19:0)-H,1455.947222,1213.722782,1143.644582,1157.660222,1231.733342,1161.655142,1175.670782,1293.894402,901.420142,845.393932,241.21662,311.29482,297.27918
Ac3PIM2(15:0_20:0_20:0)-H,1469.962872,1227.738432,1157.660232,1157.660232,1245.748992,1175.670792,1175.670792,1307.910052,915.435792,859.409582,241.21662,311.29482,311.29482
Ac3PIM2(15:0_20:0_16:1)-H,1411.884622,1169.660182,1099.581982,1157.660182,1187.670742,1117.592542,1175.670742,1249.831802,857.3575417,801.3313317,241.21662,311.29482,253.21662
Ac3PIM2(15:0_20:0_17:1)-H,1425.900272,1183.675832,1113.597632,1157.660192,1201.686392,1131.608192,1175.670752,1263.847452,871.3731918,815.3469818,241.21662,311.29482,267.23226
Ac3PIM2(15:0_20:0_18:1)-H,1439.915922,1197.691482,1127.613282,1157.660202,1215.702042,1145.623842,1175.670762,1277.863102,885.3888418,829.3626318,241.21662,311.29482,281.2479
Ac3PIM2(15:0_20:0_18:2)-H,1437.900272,1195.675832,1125.597632,1157.660192,1213.686392,1143.608192,1175.670752,1275.847452,883.3731918,827.3469818,241.21662,311.29482,279.23226
Ac3PIM2(15:0_20:0_methyl-18:0)-H,1455.947222,1213.722782,1143.644582,1157.660222,1231.733342,1161.655142,1175.670782,1293.894402,901.420142,845.393932,241.21662,311.29482,297.27918
Ac3PIM2(15:0_16:1_14:0)-H,1327.790721,1085.566281,1073.566281,1099.581921,1103.576841,1091.576841,1117.592481,1165.737901,831.3418413,775.3156313,241.21662,253.21662,227.20098
Ac3PIM2(15:0_16:1_15:0)-H,1341.806371,1099.581931,1087.581931,1099.581931,1117.592491,1105.592491,1117.592491,1179.753551,845.3574914,789.3312814,241.21662,253.21662,241.21662
Ac3PIM2(15:0_16:1_16:0)-H,1355.822021,1113.597581,1101.597581,1099.581941,1131.608141,1119.608141,1117.592501,1193.769201,859.3731414,803.3469314,241.21662,253.21662,255.23226
Ac3PIM2(15:0_16:1_17:0)-H,1369.837672,1127.613232,1115.613232,1099.581952,1145.623792,1133.623792,1117.592512,1207.784852,873.3887915,817.3625815,241.21662,253.21662,269.2479
Ac3PIM2(15:0_16:1_18:0)-H,1383.853322,1141.628882,1129.628882,1099.581962,1159.639442,1147.639442,1117.592522,1221.800502,887.4044416,831.3782316,241.21662,253.21662,283.26354
Ac3PIM2(15:0_16:1_19:0)-H,1397.868972,1155.644532,1143.644532,1099.581972,1173.655092,1161.655092,1117.592532,1235.816152,901.4200916,845.3938816,241.21662,253.21662,297.27918
Ac3PIM2(15:0_16:1_20:0)-H,1411.884622,1169.660182,1157.660182,1099.581982,1187.670742,1175.670742,1117.592542,1249.831802,915.4357417,859.4095317,241.21662,253.21662,311.29482
Ac3PIM2(15:0_16:1_16:1)-H,1353.806371,1111.581931,1099.581931,1099.581931,1129.592491,1117.592491,1117.592491,1191.753551,857.3574914,801.3312814,241.21662,253.21662,253.21662
Ac3PIM2(15:0_16:1_17:1)-H,1367.822021,1125.597581,1113.597581,1099.581941,1143.608141,1131.608141,1117.592501,1205.769201,871.3731414,815.3469314,241.21662,253.21662,267.23226
Ac3PIM2(15:0_16:1_18:1)-H,1381.837672,1139.613232,1127.613232,1099.581952,1157.623792,1145.623792,1117.592512,1219.784852,885.3887915,829.3625815,241.21662,253.21662,281.2479
Ac3PIM2(15:0_16:1_18:2)-H,1379.822021,1137.597581,1125.597581,1099.581941,1155.608141,1143.608141,1117.592501,1217.769201,883.3731414,827.3469314,241.21662,253.21662,279.23226
Ac3PIM2(15:0_16:1_methyl-18:0)-H,1397.868972,1155.644532,1143.644532,1099.581972,1173.655092,1161.655092,1117.592532,1235.816152,901.4200916,845.3938816,241.21662,253.21662,297.27918
Ac3PIM2(15:0_17:1_14:0)-H,1341.806371,1099.581931,1073.566291,1113.597571,1117.592491,1091.576851,1131.608131,1179.753551,831.3418514,775.3156414,241.21662,267.23226,227.20098
Ac3PIM2(15:0_17:1_15:0)-H,1355.822021,1113.597581,1087.581941,1113.597581,1131.608141,1105.592501,1131.608141,1193.769201,845.3575014,789.3312914,241.21662,267.23226,241.21662
Ac3PIM2(15:0_17:1_16:0)-H,1369.837672,1127.613232,1101.597592,1113.597592,1145.623792,1119.608152,1131.608152,1207.784852,859.3731515,803.3469415,241.21662,267.23226,255.23226
Ac3PIM2(15:0_17:1_17:0)-H,1383.853322,1141.628882,1115.613242,1113.597602,1159.639442,1133.623802,1131.608162,1221.800502,873.3888016,817.3625916,241.21662,267.23226,269.2479
Ac3PIM2(15:0_17:1_18:0)-H,1397.868972,1155.644532,1129.628892,1113.597612,1173.655092,1147.639452,1131.608172,1235.816152,887.4044516,831.3782416,241.21662,267.23226,283.26354
Ac3PIM2(15:0_17:1_19:0)-H,1411.884622,1169.660182,1143.644542,1113.597622,1187.670742,1161.655102,1131.608182,1249.831802,901.4201017,845.3938917,241.21662,267.23226,297.27918
Ac3PIM2(15:0_17:1_20:0)-H,1425.900272,1183.675832,1157.660192,1113.597632,1201.686392,1175.670752,1131.608192,1263.847452,915.4357518,859.4095418,241.21662,267.23226,311.29482
Ac3PIM2(15:0_17:1_16:1)-H,1367.822021,1125.597581,1099.581941,1113.597581,1143.608141,1117.592501,1131.608141,1205.769201,857.3575014,801.3312914,241.21662,267.23226,253.21662
Ac3PIM2(15:0_17:1_17:1)-H,1381.837672,1139.613232,1113.597592,1113.597592,1157.623792,1131.608152,1131.608152,1219.784852,871.3731515,815.3469415,241.21662,267.23226,267.23226
Ac3PIM2(15:0_17:1_18:1)-H,1395.853322,1153.628882,1127.613242,1113.597602,1171.639442,1145.623802,1131.608162,1233.800502,885.3888016,829.3625916,241.21662,267.23226,281.2479
Ac3PIM2(15:0_17:1_18:2)-H,1393.837672,1151.613232,1125.597592,1113.597592,1169.623792,1143.608152,1131.608152,1231.784852,883.3731515,827.3469415,241.21662,267.23226,279.23226
Ac3PIM2(15:0_17:1_methyl-18:0)-H,1411.884622,1169.660182,1143.644542,1113.597622,1187.670742,1161.655102,1131.608182,1249.831802,901.4201017,845.3938917,241.21662,267.23226,297.27918
Ac3PIM2(15:0_18:1_14:0)-H,1355.822021,1113.597581,1073.566301,1127.613221,1131.608141,1091.576861,1145.623781,1193.769201,831.3418614,775.3156514,241.21662,281.2479,227.20098
Ac3PIM2(15:0_18:1_15:0)-H,1369.837672,1127.613232,1087.581952,1127.613232,1145.623792,1105.592512,1145.623792,1207.784852,845.3575115,789.3313015,241.21662,281.2479,241.21662
Ac3PIM2(15:0_18:1_16:0)-H,1383.853322,1141.628882,1101.597602,1127.613242,1159.639442,1119.608162,1145.623802,1221.800502,859.3731616,803.3469516,241.21662,281.2479,255.23226
