OxCL,[M+NH4]+,(sn1+sn2)+,(sn1'+sn2')+
OxCL((34:4)_(36:5(OOOH)))+NH4,1484.9439,571.4722,645.4726
OxCL((34:4)_(36:5(OOOH)))+NH4,1484.9439,571.4722,645.4726
OxCL((34:4)_(36:5(OOOOH)))+NH4,1500.9388,571.4722,661.4675
OxCL((34:4)_(36:5(OOOOH)))+NH4,1500.9388,571.4722,661.4675
OxCL((34:4)_(36:5(OOOOOH)))+NH4,1516.9337,571.4722,677.4624
OxCL((34:4)_(36:5(OOOOOOH)))+NH4,1532.9287,571.4722,693.4574
OxCL((34:4)_(36:5(OOOOOOOOH)))+NH4,1564.9185,571.4722,725.4472
OxCL((34:4)_(36:6(OH)))+NH4,1450.9384,571.4722,611.4671
OxCL((34:4)_(36:6(OOH)))+NH4,1466.9333,571.4722,627.462
OxCL((34:4)_(36:6(OOOH)))+NH4,1482.9282,571.4722,643.4569
OxCL((34:4)_(36:6(OOOOH)))+NH4,1498.9232,571.4722,659.4519
OxCL((34:4)_(36:6(OOOOOH)))+NH4,1514.9181,571.4722,675.4468
OxCL((34:4)_(36:6(OOOOOOH)))+NH4,1530.913,571.4722,691.4417
OxCL((34:4)_(36:6(OOOOOOOOH)))+NH4,1562.9028,571.4722,723.4315
OxCL((34:4)_(38:2(OH)))+NH4,1487.0324,571.4722,647.5611
OxCL((34:4)_(38:2(OOH)))+NH4,1503.0273,571.4722,663.556
OxCL((34:4)_(38:3(OH)))+NH4,1485.0167,571.4722,645.5454
OxCL((34:4)_(38:3(OOH)))+NH4,1501.0116,571.4722,661.5403
OxCL((34:4)_(38:3(OOOOH)))+NH4,1533.0015,571.4722,693.5302
OxCL((34:4)_(38:4(OH)))+NH4,1483.001,571.4722,643.5297
OxCL((34:4)_(38:4(OOH)))+NH4,1498.996,571.4722,659.5247
OxCL((34:4)_(38:4(OOOH)))+NH4,1514.9909,571.4722,675.5196
OxCL((34:4)_(38:4(OOOOH)))+NH4,1530.9858,571.4722,691.5145
OxCL((34:4)_(38:4(OOOOOH)))+NH4,1546.9807,571.4722,707.5094
OxCL((34:4)_(38:4(OOOOOOH)))+NH4,1562.9756,571.4722,723.5043
OxCL((34:4)_(38:5(OH)))+NH4,1480.9854,571.4722,641.5141
OxCL((34:4)_(38:5(OH)))+NH4,1480.9854,571.4722,641.5141
OxCL((34:4)_(38:5(OOH)))+NH4,1496.9803,571.4722,657.509
OxCL((34:4)_(38:5(OOOH)))+NH4,1512.9752,571.4722,673.5039
OxCL((34:4)_(38:5(OOOOH)))+NH4,1528.9701,571.4722,689.4988
OxCL((34:4)_(38:5(OOOOOH)))+NH4,1544.9651,571.4722,705.4938
OxCL((34:4)_(38:5(OOOOOOH)))+NH4,1560.96,571.4722,721.4887
OxCL((34:4)_(38:5(OOOOOOOOH)))+NH4,1592.9498,571.4722,753.4785
OxCL((34:4)_(38:6(OH)))+NH4,1478.9697,571.4722,639.4984
OxCL((34:4)_(38:6(OH)))+NH4,1478.9697,571.4722,639.4984
OxCL((34:4)_(38:6(OOH)))+NH4,1494.9646,571.4722,655.4933
OxCL((34:4)_(38:6(OOOH)))+NH4,1510.9596,571.4722,671.4883
OxCL((34:4)_(38:6(OOOH)))+NH4,1510.9596,571.4722,671.4883
OxCL((34:4)_(38:6(OOOOH)))+NH4,1526.9545,571.4722,687.4832
OxCL((34:4)_(38:6(OOOOOH)))+NH4,1542.9494,571.4722,703.4781
OxCL((34:4)_(38:6(OOOOOOH)))+NH4,1558.9443,571.4722,719.473
OxCL((34:4)_(38:6(OOOOOOH)))+NH4,1558.9443,571.4722,719.473
OxCL((34:4)_(38:6(OOOOOOOOH)))+NH4,1590.9342,571.4722,751.4629
OxCL((34:4)_(38:6(OOOOOOOOH)))+NH4,1590.9342,571.4722,751.4629
OxCL((34:4)_(38:7(OH)))+NH4,1476.9541,571.4722,637.4828
OxCL((34:4)_(38:7(OOH)))+NH4,1492.949,571.4722,653.4777
OxCL((34:4)_(38:7(OOOH)))+NH4,1508.9439,571.4722,669.4726
OxCL((34:4)_(38:7(OOOH)))+NH4,1508.9439,571.4722,669.4726
OxCL((34:4)_(38:7(OOOOH)))+NH4,1524.9388,571.4722,685.4675
OxCL((34:4)_(38:7(OOOOH)))+NH4,1524.9388,571.4722,685.4675
OxCL((34:4)_(38:7(OOOOOH)))+NH4,1540.9337,571.4722,701.4624
OxCL((34:4)_(38:7(OOOOOOH)))+NH4,1556.9287,571.4722,717.4574
OxCL((34:4)_(38:7(OOOOOOOOH)))+NH4,1588.9185,571.4722,749.4472
OxCL((34:4)_(40:4(OH)))+NH4,1511.0324,571.4722,671.5611
OxCL((34:4)_(40:4(OOH)))+NH4,1527.0273,571.4722,687.556
OxCL((34:4)_(40:4(OOH)))+NH4,1527.0273,571.4722,687.556
OxCL((34:4)_(40:4(OOOH)))+NH4,1543.0222,571.4722,703.5509
OxCL((34:4)_(40:4(OOOOH)))+NH4,1559.0171,571.4722,719.5458
OxCL((34:4)_(40:5(OH)))+NH4,1509.0167,571.4722,669.5454
OxCL((34:4)_(40:5(OOH)))+NH4,1525.0116,571.4722,685.5403
OxCL((34:4)_(40:5(OOH)))+NH4,1525.0116,571.4722,685.5403
OxCL((34:4)_(40:5(OOOH)))+NH4,1541.0065,571.4722,701.5352
OxCL((34:4)_(40:5(OOOOH)))+NH4,1557.0015,571.4722,717.5302
OxCL((34:4)_(40:5(OOOOOH)))+NH4,1572.9964,571.4722,733.5251
OxCL((34:4)_(40:6(OH)))+NH4,1507.001,571.4722,667.5297
OxCL((34:4)_(40:6(OOH)))+NH4,1522.996,571.4722,683.5247
OxCL((34:4)_(40:6(OOOH)))+NH4,1538.9909,571.4722,699.5196
OxCL((34:4)_(40:6(OOOOH)))+NH4,1554.9858,571.4722,715.5145
OxCL((34:4)_(40:6(OOOOOH)))+NH4,1570.9807,571.4722,731.5094
OxCL((34:4)_(40:6(OOOOOOH)))+NH4,1586.9756,571.4722,747.5043
OxCL((34:4)_(40:6(OOOOOOOOH)))+NH4,1618.9655,571.4722,779.4942
OxCL((34:4)_(40:7(OH)))+NH4,1504.9854,571.4722,665.5141
OxCL((34:4)_(40:7(OH)))+NH4,1504.9854,571.4722,665.5141
OxCL((34:4)_(40:7(OOH)))+NH4,1520.9803,571.4722,681.509
OxCL((34:4)_(40:7(OOOH)))+NH4,1536.9752,571.4722,697.5039
OxCL((34:4)_(40:7(OOOOH)))+NH4,1552.9701,571.4722,713.4988
OxCL((34:4)_(40:7(OOOOOH)))+NH4,1568.9651,571.4722,729.4938
OxCL((34:4)_(40:7(OOOOOOH)))+NH4,1584.96,571.4722,745.4887
OxCL((34:4)_(40:7(OOOOOOOOH)))+NH4,1616.9498,571.4722,777.4785
OxCL((34:4)_(40:8(OH)))+NH4,1502.9697,571.4722,663.4984
OxCL((34:4)_(40:8(OH)))+NH4,1502.9697,571.4722,663.4984
OxCL((34:4)_(40:8(OOH)))+NH4,1518.9646,571.4722,679.4933
OxCL((34:4)_(40:8(OOOH)))+NH4,1534.9596,571.4722,695.4883
OxCL((34:4)_(40:8(OOOH)))+NH4,1534.9596,571.4722,695.4883
OxCL((34:4)_(40:8(OOOOH)))+NH4,1550.9545,571.4722,711.4832
OxCL((34:4)_(40:8(OOOOOH)))+NH4,1566.9494,571.4722,727.4781
OxCL((34:4)_(40:8(OOOOOOH)))+NH4,1582.9443,571.4722,743.473
OxCL((34:4)_(40:8(OOOOOOH)))+NH4,1582.9443,571.4722,743.473
OxCL((34:4)_(40:8(OOOOOOOOH)))+NH4,1614.9342,571.4722,775.4629
OxCL((34:4)_(40:8(OOOOOOOOH)))+NH4,1614.9342,571.4722,775.4629
OxCL((34:4)_(40:9(OH)))+NH4,1500.9541,571.4722,661.4828
OxCL((34:4)_(40:9(OOH)))+NH4,1516.949,571.4722,677.4777
OxCL((34:4)_(40:9(OOOH)))+NH4,1532.9439,571.4722,693.4726
OxCL((34:4)_(40:9(OOOH)))+NH4,1532.9439,571.4722,693.4726
OxCL((34:4)_(40:9(OOOOH)))+NH4,1548.9388,571.4722,709.4675
OxCL((34:4)_(40:9(OOOOH)))+NH4,1548.9388,571.4722,709.4675
OxCL((34:4)_(40:9(OOOOOH)))+NH4,1564.9337,571.4722,725.4624
OxCL((34:4)_(40:9(OOOOOOH)))+NH4,1580.9287,571.4722,741.4574
OxCL((34:4)_(40:9(OOOOOOOOH)))+NH4,1612.9185,571.4722,773.4472
OxCL((34:4)_(42:10(OH)))+NH4,1526.9697,571.4722,687.4984
OxCL((34:4)_(42:10(OOH)))+NH4,1542.9646,571.4722,703.4933
OxCL((34:4)_(42:10(OOOH)))+NH4,1558.9596,571.4722,719.4883
OxCL((34:4)_(42:10(OOOOH)))+NH4,1574.9545,571.4722,735.4832
OxCL((34:4)_(42:10(OOOOOH)))+NH4,1590.9494,571.4722,751.4781
OxCL((34:4)_(42:10(OOOOOOH)))+NH4,1606.9443,571.4722,767.473
OxCL((34:4)_(42:10(OOOOOOOOH)))+NH4,1638.9342,571.4722,799.4629
OxCL((34:4)_(42:4(OH)))+NH4,1539.0637,571.4722,699.5924
OxCL((34:4)_(42:6(OH)))+NH4,1535.0324,571.4722,695.5611
OxCL((34:4)_(42:6(OOH)))+NH4,1551.0273,571.4722,711.556
OxCL((34:4)_(42:6(OOH)))+NH4,1551.0273,571.4722,711.556
OxCL((34:4)_(42:6(OOOH)))+NH4,1567.0222,571.4722,727.5509
OxCL((34:4)_(42:6(OOOOH)))+NH4,1583.0171,571.4722,743.5458
OxCL((34:4)_(42:6(OOOOOH)))+NH4,1599.012,571.4722,759.5407
OxCL((34:4)_(42:7(OH)))+NH4,1533.0167,571.4722,693.5454
OxCL((34:4)_(42:7(OOH)))+NH4,1549.0116,571.4722,709.5403
OxCL((34:4)_(42:7(OOH)))+NH4,1549.0116,571.4722,709.5403
OxCL((34:4)_(42:7(OOOH)))+NH4,1565.0065,571.4722,725.5352
OxCL((34:4)_(42:7(OOOOH)))+NH4,1581.0015,571.4722,741.5302
OxCL((34:4)_(42:7(OOOOOH)))+NH4,1596.9964,571.4722,757.5251
OxCL((34:4)_(42:8(OH)))+NH4,1531.001,571.4722,691.5297
OxCL((34:4)_(42:8(OOH)))+NH4,1546.996,571.4722,707.5247
OxCL((34:4)_(42:8(OOOH)))+NH4,1562.9909,571.4722,723.5196
OxCL((34:4)_(42:8(OOOOH)))+NH4,1578.9858,571.4722,739.5145
OxCL((34:4)_(42:8(OOOOOH)))+NH4,1594.9807,571.4722,755.5094
OxCL((34:4)_(42:8(OOOOOOH)))+NH4,1610.9756,571.4722,771.5043
OxCL((34:4)_(42:8(OOOOOOOOH)))+NH4,1642.9655,571.4722,803.4942
OxCL((34:4)_(42:9(OH)))+NH4,1528.9854,571.4722,689.5141
OxCL((34:4)_(42:9(OH)))+NH4,1528.9854,571.4722,689.5141
OxCL((34:4)_(42:9(OOH)))+NH4,1544.9803,571.4722,705.509
OxCL((34:4)_(42:9(OOOH)))+NH4,1560.9752,571.4722,721.5039
OxCL((34:4)_(42:9(OOOOH)))+NH4,1576.9701,571.4722,737.4988
OxCL((34:4)_(42:9(OOOOOH)))+NH4,1592.9651,571.4722,753.4938
OxCL((34:4)_(42:9(OOOOOOH)))+NH4,1608.96,571.4722,769.4887
OxCL((34:4)_(42:9(OOOOOOOOH)))+NH4,1640.9498,571.4722,801.4785
OxCL((34:4)_(44:10(OH)))+NH4,1555.001,571.4722,715.5297
OxCL((34:4)_(44:10(OOH)))+NH4,1570.996,571.4722,731.5247
OxCL((34:4)_(44:10(OOOH)))+NH4,1586.9909,571.4722,747.5196
OxCL((34:4)_(44:10(OOOOH)))+NH4,1602.9858,571.4722,763.5145
OxCL((34:4)_(44:10(OOOOOH)))+NH4,1618.9807,571.4722,779.5094
OxCL((34:4)_(44:10(OOOOOOH)))+NH4,1634.9756,571.4722,795.5043
OxCL((34:4)_(44:10(OOOOOOOOH)))+NH4,1666.9655,571.4722,827.4942
OxCL((34:4)_(44:11(OH)))+NH4,1552.9854,571.4722,713.5141
OxCL((34:4)_(44:11(OH)))+NH4,1552.9854,571.4722,713.5141
OxCL((34:4)_(44:11(OOH)))+NH4,1568.9803,571.4722,729.509
OxCL((34:4)_(44:11(OOOH)))+NH4,1584.9752,571.4722,745.5039
OxCL((34:4)_(44:11(OOOOH)))+NH4,1600.9701,571.4722,761.4988
OxCL((34:4)_(44:11(OOOOOH)))+NH4,1616.9651,571.4722,777.4938
OxCL((34:4)_(44:11(OOOOOOH)))+NH4,1632.96,571.4722,793.4887
OxCL((34:4)_(44:11(OOOOOOOOH)))+NH4,1664.9498,571.4722,825.4785
OxCL((34:4)_(44:12(OH)))+NH4,1550.9697,571.4722,711.4984
OxCL((34:4)_(44:12(OOH)))+NH4,1566.9646,571.4722,727.4933
OxCL((34:4)_(44:12(OOOH)))+NH4,1582.9596,571.4722,743.4883
OxCL((34:4)_(44:12(OOOOH)))+NH4,1598.9545,571.4722,759.4832
OxCL((34:4)_(44:12(OOOOOH)))+NH4,1614.9494,571.4722,775.4781
OxCL((34:4)_(44:12(OOOOOOH)))+NH4,1630.9443,571.4722,791.473
OxCL((34:4)_(44:12(OOOOOOOOH)))+NH4,1662.9342,571.4722,823.4629
OxCL((34:4)_(44:6(OOH)))+NH4,1579.0586,571.4722,739.5873
OxCL((34:4)_(44:8(OH)))+NH4,1559.0324,571.4722,719.5611
OxCL((34:4)_(44:8(OOH)))+NH4,1575.0273,571.4722,735.556
OxCL((34:4)_(44:8(OOOH)))+NH4,1591.0222,571.4722,751.5509
OxCL((34:4)_(44:8(OOOOOH)))+NH4,1623.012,571.4722,783.5407
OxCL((34:4)_(44:9(OH)))+NH4,1557.0167,571.4722,717.5454
OxCL((34:4)_(44:9(OOH)))+NH4,1573.0116,571.4722,733.5403
OxCL((34:4)_(44:9(OOOH)))+NH4,1589.0065,571.4722,749.5352
OxCL((34:4)_(44:9(OOOOOH)))+NH4,1620.9964,571.4722,781.5251
OxCL((34:4(OH))_(34:4(OH)))+NH4,1442.9333,587.4671,587.4671
OxCL((34:4(OH))_(34:4(OOH)))+NH4,1458.9282,587.4671,603.462
OxCL((34:4(OH))_(34:4(OOOH)))+NH4,1474.9231,587.4671,619.4569
OxCL((34:4(OH))_(34:4(OOOOH)))+NH4,1490.9181,587.4671,635.4519
OxCL((34:4(OH))_(34:4(OOOOOH)))+NH4,1506.913,587.4671,651.4468
OxCL((34:4(OH))_(34:4(OOOOOOH)))+NH4,1522.9079,587.4671,667.4417
OxCL((34:4(OH))_(36:1))+NH4,1461.0167,587.4671,605.5505
OxCL((34:4(OH))_(36:2))+NH4,1459.001,587.4671,603.5348
OxCL((34:4(OH))_(36:2(OH)))+NH4,1474.9959,587.4671,619.5297
OxCL((34:4(OH))_(36:2(OOH)))+NH4,1490.9909,587.4671,635.5247
OxCL((34:4(OH))_(36:2(OOOH)))+NH4,1506.9858,587.4671,651.5196
OxCL((34:4(OH))_(36:2(OOOOH)))+NH4,1522.9807,587.4671,667.5145
OxCL((34:4(OH))_(36:3))+NH4,1456.9854,587.4671,601.5192
OxCL((34:4(OH))_(36:3(OH)))+NH4,1472.9803,587.4671,617.5141
OxCL((34:4(OH))_(36:3(OH)))+NH4,1472.9803,587.4671,617.5141
OxCL((34:4(OH))_(36:3(OOH)))+NH4,1488.9752,587.4671,633.509
OxCL((34:4(OH))_(36:3(OOOH)))+NH4,1504.9701,587.4671,649.5039
OxCL((34:4(OH))_(36:3(OOOOH)))+NH4,1520.965,587.4671,665.4988
OxCL((34:4(OH))_(36:3(OOOOOH)))+NH4,1536.96,587.4671,681.4938
OxCL((34:4(OH))_(36:3(OOOOOOH)))+NH4,1552.9549,587.4671,697.4887
OxCL((34:4(OH))_(36:4))+NH4,1454.9697,587.4671,599.5035
OxCL((34:4(OH))_(36:4(OH)))+NH4,1470.9646,587.4671,615.4984
OxCL((34:4(OH))_(36:4(OH)))+NH4,1470.9646,587.4671,615.4984
OxCL((34:4(OH))_(36:4(OOH)))+NH4,1486.9595,587.4671,631.4933
OxCL((34:4(OH))_(36:4(OOOH)))+NH4,1502.9545,587.4671,647.4883
OxCL((34:4(OH))_(36:4(OOOH)))+NH4,1502.9545,587.4671,647.4883
OxCL((34:4(OH))_(36:4(OOOOH)))+NH4,1518.9494,587.4671,663.4832
OxCL((34:4(OH))_(36:4(OOOOOH)))+NH4,1534.9443,587.4671,679.4781
OxCL((34:4(OH))_(36:4(OOOOOOH)))+NH4,1550.9392,587.4671,695.473
OxCL((34:4(OH))_(36:4(OOOOOOH)))+NH4,1550.9392,587.4671,695.473
OxCL((34:4(OH))_(36:4(OOOOOOOOH)))+NH4,1582.9291,587.4671,727.4629
OxCL((34:4(OH))_(36:5))+NH4,1452.954,587.4671,597.4878
OxCL((34:4(OH))_(36:5(OH)))+NH4,1468.949,587.4671,613.4828
OxCL((34:4(OH))_(36:5(OOH)))+NH4,1484.9439,587.4671,629.4777
OxCL((34:4(OH))_(36:5(OOOH)))+NH4,1500.9388,587.4671,645.4726
OxCL((34:4(OH))_(36:5(OOOH)))+NH4,1500.9388,587.4671,645.4726
OxCL((34:4(OH))_(36:5(OOOOH)))+NH4,1516.9337,587.4671,661.4675
OxCL((34:4(OH))_(36:5(OOOOH)))+NH4,1516.9337,587.4671,661.4675
OxCL((34:4(OH))_(36:5(OOOOOH)))+NH4,1532.9286,587.4671,677.4624
OxCL((34:4(OH))_(36:5(OOOOOOH)))+NH4,1548.9236,587.4671,693.4574
OxCL((34:4(OH))_(36:5(OOOOOOOOH)))+NH4,1580.9134,587.4671,725.4472
OxCL((34:4(OH))_(36:6))+NH4,1450.9384,587.4671,595.4722
OxCL((34:4(OH))_(36:6(OH)))+NH4,1466.9333,587.4671,611.4671
OxCL((34:4(OH))_(36:6(OOH)))+NH4,1482.9282,587.4671,627.462
OxCL((34:4(OH))_(36:6(OOOH)))+NH4,1498.9231,587.4671,643.4569
OxCL((34:4(OH))_(36:6(OOOOH)))+NH4,1514.9181,587.4671,659.4519
OxCL((34:4(OH))_(36:6(OOOOOH)))+NH4,1530.913,587.4671,675.4468
OxCL((34:4(OH))_(36:6(OOOOOOH)))+NH4,1546.9079,587.4671,691.4417
OxCL((34:4(OH))_(36:6(OOOOOOOOH)))+NH4,1578.8977,587.4671,723.4315
OxCL((34:4(OH))_(38:2))+NH4,1487.0323,587.4671,631.5661
OxCL((34:4(OH))_(38:2(OH)))+NH4,1503.0273,587.4671,647.5611
OxCL((34:4(OH))_(38:2(OOH)))+NH4,1519.0222,587.4671,663.556
OxCL((34:4(OH))_(38:3))+NH4,1485.0167,587.4671,629.5505
OxCL((34:4(OH))_(38:3(OH)))+NH4,1501.0116,587.4671,645.5454
OxCL((34:4(OH))_(38:3(OOH)))+NH4,1517.0065,587.4671,661.5403
OxCL((34:4(OH))_(38:3(OOOOH)))+NH4,1548.9964,587.4671,693.5302
OxCL((34:4(OH))_(38:4))+NH4,1483.001,587.4671,627.5348
OxCL((34:4(OH))_(38:4(OH)))+NH4,1498.9959,587.4671,643.5297
OxCL((34:4(OH))_(38:4(OOH)))+NH4,1514.9909,587.4671,659.5247
OxCL((34:4(OH))_(38:4(OOOH)))+NH4,1530.9858,587.4671,675.5196
OxCL((34:4(OH))_(38:4(OOOOH)))+NH4,1546.9807,587.4671,691.5145
OxCL((34:4(OH))_(38:4(OOOOOH)))+NH4,1562.9756,587.4671,707.5094
OxCL((34:4(OH))_(38:4(OOOOOOH)))+NH4,1578.9705,587.4671,723.5043
OxCL((34:4(OH))_(38:5))+NH4,1480.9854,587.4671,625.5192
OxCL((34:4(OH))_(38:5(OH)))+NH4,1496.9803,587.4671,641.5141
OxCL((34:4(OH))_(38:5(OH)))+NH4,1496.9803,587.4671,641.5141
OxCL((34:4(OH))_(38:5(OOH)))+NH4,1512.9752,587.4671,657.509
OxCL((34:4(OH))_(38:5(OOOH)))+NH4,1528.9701,587.4671,673.5039
OxCL((34:4(OH))_(38:5(OOOOH)))+NH4,1544.965,587.4671,689.4988
OxCL((34:4(OH))_(38:5(OOOOOH)))+NH4,1560.96,587.4671,705.4938
OxCL((34:4(OH))_(38:5(OOOOOOH)))+NH4,1576.9549,587.4671,721.4887
OxCL((34:4(OH))_(38:5(OOOOOOOOH)))+NH4,1608.9447,587.4671,753.4785
OxCL((34:4(OH))_(38:6))+NH4,1478.9697,587.4671,623.5035
OxCL((34:4(OH))_(38:6(OH)))+NH4,1494.9646,587.4671,639.4984
OxCL((34:4(OH))_(38:6(OH)))+NH4,1494.9646,587.4671,639.4984
OxCL((34:4(OH))_(38:6(OOH)))+NH4,1510.9595,587.4671,655.4933
OxCL((34:4(OH))_(38:6(OOOH)))+NH4,1526.9545,587.4671,671.4883
OxCL((34:4(OH))_(38:6(OOOH)))+NH4,1526.9545,587.4671,671.4883
OxCL((34:4(OH))_(38:6(OOOOH)))+NH4,1542.9494,587.4671,687.4832
OxCL((34:4(OH))_(38:6(OOOOOH)))+NH4,1558.9443,587.4671,703.4781
OxCL((34:4(OH))_(38:6(OOOOOOH)))+NH4,1574.9392,587.4671,719.473
OxCL((34:4(OH))_(38:6(OOOOOOH)))+NH4,1574.9392,587.4671,719.473
OxCL((34:4(OH))_(38:6(OOOOOOOOH)))+NH4,1606.9291,587.4671,751.4629
OxCL((34:4(OH))_(38:6(OOOOOOOOH)))+NH4,1606.9291,587.4671,751.4629
OxCL((34:4(OH))_(38:7))+NH4,1476.954,587.4671,621.4878
OxCL((34:4(OH))_(38:7(OH)))+NH4,1492.949,587.4671,637.4828
OxCL((34:4(OH))_(38:7(OOH)))+NH4,1508.9439,587.4671,653.4777
OxCL((34:4(OH))_(38:7(OOOH)))+NH4,1524.9388,587.4671,669.4726
OxCL((34:4(OH))_(38:7(OOOH)))+NH4,1524.9388,587.4671,669.4726
OxCL((34:4(OH))_(38:7(OOOOH)))+NH4,1540.9337,587.4671,685.4675
OxCL((34:4(OH))_(38:7(OOOOH)))+NH4,1540.9337,587.4671,685.4675
OxCL((34:4(OH))_(38:7(OOOOOH)))+NH4,1556.9286,587.4671,701.4624
OxCL((34:4(OH))_(38:7(OOOOOOH)))+NH4,1572.9236,587.4671,717.4574
OxCL((34:4(OH))_(38:7(OOOOOOOOH)))+NH4,1604.9134,587.4671,749.4472
OxCL((34:4(OH))_(40:2))+NH4,1515.0637,587.4671,659.5975
OxCL((34:4(OH))_(40:4))+NH4,1511.0323,587.4671,655.5661
OxCL((34:4(OH))_(40:4(OH)))+NH4,1527.0273,587.4671,671.5611
OxCL((34:4(OH))_(40:4(OOH)))+NH4,1543.0222,587.4671,687.556
OxCL((34:4(OH))_(40:4(OOH)))+NH4,1543.0222,587.4671,687.556
OxCL((34:4(OH))_(40:4(OOOH)))+NH4,1559.0171,587.4671,703.5509
OxCL((34:4(OH))_(40:4(OOOOH)))+NH4,1575.012,587.4671,719.5458
OxCL((34:4(OH))_(40:5))+NH4,1509.0167,587.4671,653.5505
OxCL((34:4(OH))_(40:5(OH)))+NH4,1525.0116,587.4671,669.5454
OxCL((34:4(OH))_(40:5(OOH)))+NH4,1541.0065,587.4671,685.5403
OxCL((34:4(OH))_(40:5(OOH)))+NH4,1541.0065,587.4671,685.5403
OxCL((34:4(OH))_(40:5(OOOH)))+NH4,1557.0014,587.4671,701.5352
OxCL((34:4(OH))_(40:5(OOOOH)))+NH4,1572.9964,587.4671,717.5302
OxCL((34:4(OH))_(40:5(OOOOOH)))+NH4,1588.9913,587.4671,733.5251
OxCL((34:4(OH))_(40:6))+NH4,1507.001,587.4671,651.5348
OxCL((34:4(OH))_(40:6(OH)))+NH4,1522.9959,587.4671,667.5297
OxCL((34:4(OH))_(40:6(OOH)))+NH4,1538.9909,587.4671,683.5247
OxCL((34:4(OH))_(40:6(OOOH)))+NH4,1554.9858,587.4671,699.5196
OxCL((34:4(OH))_(40:6(OOOOH)))+NH4,1570.9807,587.4671,715.5145
OxCL((34:4(OH))_(40:6(OOOOOH)))+NH4,1586.9756,587.4671,731.5094
OxCL((34:4(OH))_(40:6(OOOOOOH)))+NH4,1602.9705,587.4671,747.5043
OxCL((34:4(OH))_(40:6(OOOOOOOOH)))+NH4,1634.9604,587.4671,779.4942
OxCL((34:4(OH))_(40:7))+NH4,1504.9854,587.4671,649.5192
OxCL((34:4(OH))_(40:7(OH)))+NH4,1520.9803,587.4671,665.5141
OxCL((34:4(OH))_(40:7(OH)))+NH4,1520.9803,587.4671,665.5141
OxCL((34:4(OH))_(40:7(OOH)))+NH4,1536.9752,587.4671,681.509
OxCL((34:4(OH))_(40:7(OOOH)))+NH4,1552.9701,587.4671,697.5039
OxCL((34:4(OH))_(40:7(OOOOH)))+NH4,1568.965,587.4671,713.4988
OxCL((34:4(OH))_(40:7(OOOOOH)))+NH4,1584.96,587.4671,729.4938
OxCL((34:4(OH))_(40:7(OOOOOOH)))+NH4,1600.9549,587.4671,745.4887
OxCL((34:4(OH))_(40:7(OOOOOOOOH)))+NH4,1632.9447,587.4671,777.4785
OxCL((34:4(OH))_(40:8))+NH4,1502.9697,587.4671,647.5035
OxCL((34:4(OH))_(40:8(OH)))+NH4,1518.9646,587.4671,663.4984
OxCL((34:4(OH))_(40:8(OH)))+NH4,1518.9646,587.4671,663.4984
OxCL((34:4(OH))_(40:8(OOH)))+NH4,1534.9595,587.4671,679.4933
OxCL((34:4(OH))_(40:8(OOOH)))+NH4,1550.9545,587.4671,695.4883
OxCL((34:4(OH))_(40:8(OOOH)))+NH4,1550.9545,587.4671,695.4883
OxCL((34:4(OH))_(40:8(OOOOH)))+NH4,1566.9494,587.4671,711.4832
OxCL((34:4(OH))_(40:8(OOOOOH)))+NH4,1582.9443,587.4671,727.4781
OxCL((34:4(OH))_(40:8(OOOOOOH)))+NH4,1598.9392,587.4671,743.473
OxCL((34:4(OH))_(40:8(OOOOOOH)))+NH4,1598.9392,587.4671,743.473
OxCL((34:4(OH))_(40:8(OOOOOOOOH)))+NH4,1630.9291,587.4671,775.4629
OxCL((34:4(OH))_(40:8(OOOOOOOOH)))+NH4,1630.9291,587.4671,775.4629
OxCL((34:4(OH))_(40:9))+NH4,1500.954,587.4671,645.4878
OxCL((34:4(OH))_(40:9(OH)))+NH4,1516.949,587.4671,661.4828
OxCL((34:4(OH))_(40:9(OOH)))+NH4,1532.9439,587.4671,677.4777
OxCL((34:4(OH))_(40:9(OOOH)))+NH4,1548.9388,587.4671,693.4726
OxCL((34:4(OH))_(40:9(OOOH)))+NH4,1548.9388,587.4671,693.4726
OxCL((34:4(OH))_(40:9(OOOOH)))+NH4,1564.9337,587.4671,709.4675
OxCL((34:4(OH))_(40:9(OOOOH)))+NH4,1564.9337,587.4671,709.4675
OxCL((34:4(OH))_(40:9(OOOOOH)))+NH4,1580.9286,587.4671,725.4624
OxCL((34:4(OH))_(40:9(OOOOOOH)))+NH4,1596.9236,587.4671,741.4574
OxCL((34:4(OH))_(40:9(OOOOOOOOH)))+NH4,1628.9134,587.4671,773.4472
OxCL((34:4(OH))_(42:10))+NH4,1526.9697,587.4671,671.5035
OxCL((34:4(OH))_(42:10(OH)))+NH4,1542.9646,587.4671,687.4984
OxCL((34:4(OH))_(42:10(OOH)))+NH4,1558.9595,587.4671,703.4933
OxCL((34:4(OH))_(42:10(OOOH)))+NH4,1574.9545,587.4671,719.4883
OxCL((34:4(OH))_(42:10(OOOOH)))+NH4,1590.9494,587.4671,735.4832
OxCL((34:4(OH))_(42:10(OOOOOH)))+NH4,1606.9443,587.4671,751.4781
OxCL((34:4(OH))_(42:10(OOOOOOH)))+NH4,1622.9392,587.4671,767.473
OxCL((34:4(OH))_(42:10(OOOOOOOOH)))+NH4,1654.9291,587.4671,799.4629
