"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","PC","[M+H]+","MH-PC","PC Head","RT_min","RT_max","Comment","RT at Max Intensity","PC","[M+H]+","MH-PC","PC Head","RT_min","RT_max","Comment","Number of Scans","PC","[M+H]+","MH-PC","PC Head","RT_min","RT_max","Comment","Max Intensity","PC","[M+H]+","MH-PC","PC Head","RT_min","RT_max","Comment","Average m/z","PC","[M+H]+","MH-PC","PC Head","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","PC","[M+H]+","MH-PC","PC Head","RT_min","RT_max","Comment"
"","PC(38:3)+H","1","1","1","8.22076666666667","8.52076666666667","229","","PC(38:3)+H"," 8.332244"," 8.332244"," 8.332244","8.22076666666667","8.52076666666667","229","","PC(38:3)+H","2","1","2","8.22076666666667","8.52076666666667","229","","PC(38:3)+H","  782220.700","   3285.7110","6.715230e+06","8.22076666666667","8.52076666666667","229","","PC(38:3)+H","812.6168","629.5512","184.0734","8.22076666666667","8.52076666666667","229","","PC(38:3)+H","812.61644","629.5504","184.07332","8.22076666666667","8.52076666666667","229"
"","PC(38:4)+H","1","1","1","7.39842916666667","7.69842916666667","8","","PC(38:4)+H"," 7.571537"," 7.571537"," 7.571537","7.39842916666667","7.69842916666667","8","","PC(38:4)+H","3","2","3","7.39842916666667","7.69842916666667","8","","PC(38:4)+H","33430910.000"," 152116.0000","3.714845e+08","7.39842916666667","7.69842916666667","8","","PC(38:4)+H","810.6005","627.5351","184.0732","7.39842916666667","7.69842916666667","8","","PC(38:4)+H","810.60074","627.5347","184.07332","7.39842916666667","7.69842916666667","8"
"","PC(38:4)+H","1","1","1","7.05206388888889","7.35206388888889","76","","PC(38:4)+H"," 7.195680"," 7.195680"," 7.195680","7.05206388888889","7.35206388888889","76","","PC(38:4)+H","3","3","3","7.05206388888889","7.35206388888889","76","","PC(38:4)+H"," 4170409.000","  36711.6600","5.164257e+07","7.05206388888889","7.35206388888889","76","","PC(38:4)+H","810.6006","627.5346","184.0733","7.05206388888889","7.35206388888889","76","","PC(38:4)+H","810.60074","627.5347","184.07332","7.05206388888889","7.35206388888889","76"
"","PC(38:4)+H","1","0","1","12.5356319444444","12.8356319444444","14774","","PC(38:4)+H","12.753540"," 0.000000","12.753540","12.5356319444444","12.8356319444444","14774","","PC(38:4)+H","1","0","1","12.5356319444444","12.8356319444444","14774","","PC(38:4)+H","    4059.393","      0.0000","2.430791e+04","12.5356319444444","12.8356319444444","14774","","PC(38:4)+H","810.6040","  0.0000","184.0738","12.5356319444444","12.8356319444444","14774","","PC(38:4)+H","810.60074","627.5347","184.07332","12.5356319444444","12.8356319444444","14774"
"","PC(38:5)+H","1","1","1","6.26063472222222","6.56063472222222","34","","PC(38:5)+H"," 6.438905"," 6.438905"," 6.438905","6.26063472222222","6.56063472222222","34","","PC(38:5)+H","2","2","2","6.26063472222222","6.56063472222222","34","","PC(38:5)+H","11209160.000","  64818.0100","1.385442e+08","6.26063472222222","6.56063472222222","34","","PC(38:5)+H","808.5849","625.5195","184.0733","6.26063472222222","6.56063472222222","34","","PC(38:5)+H","808.58514","625.5191","184.07332","6.26063472222222","6.56063472222222","34"
"","PC(38:5)+H","1","1","1","6.61006388888889","6.91006388888889","65","","PC(38:5)+H"," 6.811037"," 6.811037"," 6.811037","6.61006388888889","6.91006388888889","65","","PC(38:5)+H","2","1","2","6.61006388888889","6.91006388888889","65","","PC(38:5)+H"," 4845771.000","  18664.2300","4.965168e+07","6.61006388888889","6.91006388888889","65","","PC(38:5)+H","808.5848","625.5181","184.0733","6.61006388888889","6.91006388888889","65","","PC(38:5)+H","808.58514","625.5191","184.07332","6.61006388888889","6.91006388888889","65"
"","PC(38:5)+H","1","1","1","7.69213611111111","7.99213611111111","436","","PC(38:5)+H"," 7.790097"," 7.790097"," 7.929290","7.69213611111111","7.99213611111111","436","","PC(38:5)+H","2","2","2","7.69213611111111","7.99213611111111","436","","PC(38:5)+H","  983796.300"," 633796.8000","2.431505e+05","7.69213611111111","7.99213611111111","436","","PC(38:5)+H","808.5834","625.5175","184.0736","7.69213611111111","7.99213611111111","436","","PC(38:5)+H","808.58514","625.5191","184.07332","7.69213611111111","7.99213611111111","436"
"","PC(38:6)+H","1","1","1","5.86516388888889","6.16516388888889","13","","PC(38:6)+H"," 6.056068"," 6.056068"," 6.056068","5.86516388888889","6.16516388888889","13","","PC(38:6)+H","2","2","2","5.86516388888889","6.16516388888889","13","","PC(38:6)+H","16064930.000"," 114733.8000","1.821368e+08","5.86516388888889","6.16516388888889","13","","PC(38:6)+H","806.5694","623.5040","184.0733","5.86516388888889","6.16516388888889","13","","PC(38:6)+H","806.56944","623.5034","184.07332","5.86516388888889","6.16516388888889","13"
"","PC(38:6)+H","1","1","1","5.313375","5.613375","92","","PC(38:6)+H"," 5.529741"," 5.529741"," 5.529741","5.313375","5.613375","92","","PC(38:6)+H","2","2","2","5.313375","5.613375","92","","PC(38:6)+H"," 1828219.000","   8415.0250","2.124988e+07","5.313375","5.613375","92","","PC(38:6)+H","806.5703","623.5055","184.0734","5.313375","5.613375","92","","PC(38:6)+H","806.56944","623.5034","184.07332","5.313375","5.613375","92"
"","PC(38:6)+H","1","1","1","6.72995555555556","7.02995555555556","450","","PC(38:6)+H"," 6.826602"," 6.826602"," 6.826602","6.72995555555556","7.02995555555556","450","","PC(38:6)+H","2","2","2","6.72995555555556","7.02995555555556","450","","PC(38:6)+H","  706500.700"," 535256.6000","4.168558e+05","6.72995555555556","7.02995555555556","450","","PC(38:6)+H","806.5678","623.5018","184.0735","6.72995555555556","7.02995555555556","450","","PC(38:6)+H","806.56944","623.5034","184.07332","6.72995555555556","7.02995555555556","450"
"","PC(38:7)+H","1","0","1","4.889025","5.189025","321","","PC(38:7)+H"," 4.996492"," 0.000000"," 4.996492","4.889025","5.189025","321","","PC(38:7)+H","2","0","2","4.889025","5.189025","321","","PC(38:7)+H","  471947.600","      0.0000","4.935359e+06","4.889025","5.189025","321","","PC(38:7)+H","804.5551","  0.0000","184.0737","4.889025","5.189025","321","","PC(38:7)+H","804.55384","621.4878","184.07332","4.889025","5.189025","321"
"","PC(38:7)+H","1","1","1","5.52472916666667","5.82472916666667","371","","PC(38:7)+H"," 5.738069"," 5.738069"," 5.738069","5.52472916666667","5.82472916666667","371","","PC(38:7)+H","1","1","1","5.52472916666667","5.82472916666667","371","","PC(38:7)+H","  790879.100"," 623163.9000","7.653948e+04","5.52472916666667","5.82472916666667","371","","PC(38:7)+H","804.5522","621.4863","184.0736","5.52472916666667","5.82472916666667","371","","PC(38:7)+H","804.55384","621.4878","184.07332","5.52472916666667","5.82472916666667","371"
"","PC(38:7)+H","1","1","1","6.16809305555556","6.46809305555556","488","","PC(38:7)+H"," 6.382530"," 6.382530"," 6.267172","6.16809305555556","6.46809305555556","488","","PC(38:7)+H","2","2","2","6.16809305555556","6.46809305555556","488","","PC(38:7)+H","  678111.400"," 711391.9000","3.304005e+04","6.16809305555556","6.46809305555556","488","","PC(38:7)+H","804.5523","621.4862","184.0736","6.16809305555556","6.46809305555556","488","","PC(38:7)+H","804.55384","621.4878","184.07332","6.16809305555556","6.46809305555556","488"
"","PC(38:7)+H","1","0","1","4.40415","4.70415","937","","PC(38:7)+H"," 4.588625"," 0.000000"," 4.588625","4.40415","4.70415","937","","PC(38:7)+H","2","0","2","4.40415","4.70415","937","","PC(38:7)+H","  130550.800","      0.0000","1.184233e+06","4.40415","4.70415","937","","PC(38:7)+H","804.5546","  0.0000","184.0736","4.40415","4.70415","937","","PC(38:7)+H","804.55384","621.4878","184.07332","4.40415","4.70415","937"
"","PC(38:7)+H","1","0","1","4.70712272727273","5.00712272727273","12665","","PC(38:7)+H"," 4.996492"," 4.863452"," 4.996492","4.70712272727273","5.00712272727273","12665","","PC(38:7)+H","3","1","3","4.70712272727273","5.00712272727273","12665","","PC(38:7)+H","  471947.600","    870.9758","4.935359e+06","4.70712272727273","5.00712272727273","12665","","PC(38:7)+H","804.5554","621.4874","184.0737","4.70712272727273","5.00712272727273","12665","","PC(38:7)+H","804.55384","621.4878","184.07332","4.70712272727273","5.00712272727273","12665"
"","PC(38:8)+H","1","1","1","5.38028055555556","5.68028055555556","445","","PC(38:8)+H"," 5.472057"," 5.472057"," 5.603566","5.38028055555556","5.68028055555556","445","","PC(38:8)+H","2","2","2","5.38028055555556","5.68028055555556","445","","PC(38:8)+H","  477766.300"," 536517.2000","3.878436e+04","5.38028055555556","5.68028055555556","445","","PC(38:8)+H","802.5371","619.4709","184.0737","5.38028055555556","5.68028055555556","445","","PC(38:8)+H","802.53824","619.4722","184.07332","5.38028055555556","5.68028055555556","445"
"","PC(39:4)+H","1","0","1","7.94672083333333","8.24672083333333","640","","PC(39:4)+H"," 8.088917"," 0.000000"," 8.088917","7.94672083333333","8.24672083333333","640","","PC(39:4)+H","1","0","1","7.94672083333333","8.24672083333333","640","","PC(39:4)+H","  300281.800","      0.0000","3.054356e+06","7.94672083333333","8.24672083333333","640","","PC(39:4)+H","824.6165","  0.0000","184.0735","7.94672083333333","8.24672083333333","640","","PC(39:4)+H","824.61644","641.5504","184.07332","7.94672083333333","8.24672083333333","640"
"","PC(39:5)+H","1","1","1","6.82585694444444","7.12585694444444","616","","PC(39:5)+H"," 6.990346"," 6.990346"," 6.990346","6.82585694444444","7.12585694444444","616","","PC(39:5)+H","1","1","1","6.82585694444444","7.12585694444444","616","","PC(39:5)+H","  340063.400","   1339.8750","3.037275e+06","6.82585694444444","7.12585694444444","616","","PC(39:5)+H","822.6011","639.5352","184.0735","6.82585694444444","7.12585694444444","616","","PC(39:5)+H","822.60084","639.5348","184.07332","6.82585694444444","7.12585694444444","616"
"","PC(39:5)+H","1","1","1","8.13475694444444","8.43475694444444","11317","","PC(39:5)+H"," 8.290424"," 8.290424"," 8.156729","8.13475694444444","8.43475694444444","11317","","PC(39:5)+H","1","2","2","8.13475694444444","8.43475694444444","11317","","PC(39:5)+H","   79580.300","  52592.3000","9.060968e+06","8.13475694444444","8.43475694444444","11317","","PC(39:5)+H","822.5980","639.5329","184.0734","8.13475694444444","8.43475694444444","11317","","PC(39:5)+H","822.60084","639.5348","184.07332","8.13475694444444","8.43475694444444","11317"
"","PC(39:6)+H","1","0","1","6.47828333333333","6.77828333333333","515","","PC(39:6)+H"," 6.607728"," 0.000000"," 6.607728","6.47828333333333","6.77828333333333","515","","PC(39:6)+H","1","0","1","6.47828333333333","6.77828333333333","515","","PC(39:6)+H","  295264.700","      0.0000","2.771177e+06","6.47828333333333","6.77828333333333","515","","PC(39:6)+H","820.5861","  0.0000","184.0736","6.47828333333333","6.77828333333333","515","","PC(39:6)+H","820.58514","637.5191","184.07332","6.47828333333333","6.77828333333333","515"
"","PC(39:6)+H","1","1","1","6.27630277777778","6.57630277777778","604","","PC(39:6)+H"," 6.392905"," 6.392905"," 6.392905","6.27630277777778","6.57630277777778","604","","PC(39:6)+H","1","1","1","6.27630277777778","6.57630277777778","604","","PC(39:6)+H","  219460.800","   1300.5050","2.094979e+06","6.27630277777778","6.57630277777778","604","","PC(39:6)+H","820.5861","637.5203","184.0737","6.27630277777778","6.57630277777778","604","","PC(39:6)+H","820.58514","637.5191","184.07332","6.27630277777778","6.57630277777778","604"
"","PC(39:7)+H","1","1","1","6.80782777777778","7.10782777777778","2172","","PC(39:7)+H"," 6.816227"," 6.816227"," 6.816227","6.80782777777778","7.10782777777778","2172","","PC(39:7)+H","1","1","1","6.80782777777778","7.10782777777778","2172","","PC(39:7)+H","   10506.070","  10229.5600","1.854485e+06","6.80782777777778","7.10782777777778","2172","","PC(39:7)+H","818.5704","635.5018","184.0736","6.80782777777778","7.10782777777778","2172","","PC(39:7)+H","818.56944","635.5034","184.07332","6.80782777777778","7.10782777777778","2172"
"","PC(40:0)+H","1","0","1","11.1885458333333","11.4885458333333","1099","","PC(40:0)+H","11.388270"," 0.000000","11.388270","11.1885458333333","11.4885458333333","1099","","PC(40:0)+H","1","0","1","11.1885458333333","11.4885458333333","1099","","PC(40:0)+H","  116794.900","      0.0000","8.617716e+05","11.1885458333333","11.4885458333333","1099","","PC(40:0)+H","846.6967","  0.0000","184.0738","11.1885458333333","11.4885458333333","1099","","PC(40:0)+H","846.69464","663.6286","184.07332","11.1885458333333","11.4885458333333","1099"
"","PC(40:3)+H","1","1","1","10.3373555555556","10.6373555555556","320","","PC(40:3)+H","10.491420","10.491420","10.491420","10.3373555555556","10.6373555555556","320","","PC(40:3)+H","2","2","2","10.3373555555556","10.6373555555556","320","","PC(40:3)+H"," 1581338.000"," 710181.1000","9.485940e+03","10.3373555555556","10.6373555555556","320","","PC(40:3)+H","840.6462","657.5801","184.0736","10.3373555555556","10.6373555555556","320","","PC(40:3)+H","840.64774","657.5817","184.07332","10.3373555555556","10.6373555555556","320"
"","PC(40:4)+H","1","1","1","8.17772222222222","8.47772222222222","133","","PC(40:4)+H"," 8.311312"," 8.311312"," 8.311312","8.17772222222222","8.47772222222222","133","","PC(40:4)+H","3","3","3","8.17772222222222","8.47772222222222","133","","PC(40:4)+H"," 1955083.000","  12454.3200","2.043282e+07","8.17772222222222","8.47772222222222","133","","PC(40:4)+H","838.6323","655.5661","184.0734","8.17772222222222","8.47772222222222","133","","PC(40:4)+H","838.63204","655.566","184.07332","8.17772222222222","8.47772222222222","133"
"","PC(40:4)+H","1","1","1","8.49024583333333","8.79024583333333","529","","PC(40:4)+H"," 8.630438"," 8.630438"," 8.630438","8.49024583333333","8.79024583333333","529","","PC(40:4)+H","2","1","2","8.49024583333333","8.79024583333333","529","","PC(40:4)+H","  431443.300","   1618.3180","3.471550e+06","8.49024583333333","8.79024583333333","529","","PC(40:4)+H","838.6321","655.5669","184.0736","8.49024583333333","8.79024583333333","529","","PC(40:4)+H","838.63204","655.566","184.07332","8.49024583333333","8.79024583333333","529"
"","PC(40:5)+H","1","1","1","7.41901944444445","7.71901944444445","102","","PC(40:5)+H"," 7.576729"," 7.576729"," 7.576729","7.41901944444445","7.71901944444445","102","","PC(40:5)+H","2","2","2","7.41901944444445","7.71901944444445","102","","PC(40:5)+H"," 2883958.000","  20735.6800","3.443821e+07","7.41901944444445","7.71901944444445","102","","PC(40:5)+H","836.6168","653.5493","184.0734","7.41901944444445","7.71901944444445","102","","PC(40:5)+H","836.61644","653.5504","184.07332","7.41901944444445","7.71901944444445","102"
"","PC(40:5)+H","1","0","1","7.82708888888889","8.12708888888889","147","","PC(40:5)+H"," 8.048048"," 0.000000"," 8.048048","7.82708888888889","8.12708888888889","147","","PC(40:5)+H","2","0","2","7.82708888888889","8.12708888888889","147","","PC(40:5)+H"," 1225362.000","      0.0000","1.006139e+07","7.82708888888889","8.12708888888889","147","","PC(40:5)+H","836.6166","  0.0000","184.0734","7.82708888888889","8.12708888888889","147","","PC(40:5)+H","836.61644","653.5504","184.07332","7.82708888888889","8.12708888888889","147"
"","PC(40:5)+H","1","1","1","8.57287916666667","8.87287916666667","15127","","PC(40:5)+H"," 8.758866"," 8.758866"," 8.758866","8.57287916666667","8.87287916666667","15127","","PC(40:5)+H","1","1","1","8.57287916666667","8.87287916666667","15127","","PC(40:5)+H","  273584.700"," 161013.5000","1.431500e+05","8.57287916666667","8.87287916666667","15127","","PC(40:5)+H","836.6151","653.5488","184.0736","8.57287916666667","8.87287916666667","15127","","PC(40:5)+H","836.61644","653.5504","184.07332","8.57287916666667","8.87287916666667","15127"
"","PC(40:6)+H","1","1","1","7.05701388888889","7.35701388888889","35","","PC(40:6)+H"," 7.191222"," 7.191222"," 7.191222","7.05701388888889","7.35701388888889","35","","PC(40:6)+H","2","2","2","7.05701388888889","7.35701388888889","35","","PC(40:6)+H","10195560.000","  43311.4300","1.269598e+08","7.05701388888889","7.35701388888889","35","","PC(40:6)+H","834.6003","651.5341","184.0731","7.05701388888889","7.35701388888889","35","","PC(40:6)+H","834.60074","651.5347","184.07332","7.05701388888889","7.35701388888889","35"
"","PC(40:6)+H","1","1","1","6.59972916666667","6.89972916666667","369","","PC(40:6)+H"," 6.765692"," 6.765692"," 6.765692","6.59972916666667","6.89972916666667","369","","PC(40:6)+H","3","1","3","6.59972916666667","6.89972916666667","369","","PC(40:6)+H","  648737.400","   4228.8480","5.863169e+06","6.59972916666667","6.89972916666667","369","","PC(40:6)+H","834.6020","651.5350","184.0736","6.59972916666667","6.89972916666667","369","","PC(40:6)+H","834.60074","651.5347","184.07332","6.59972916666667","6.89972916666667","369"
"","PC(40:6)+H","1","0","1","6.29934305555555","6.59934305555555","449","","PC(40:6)+H"," 6.504905"," 0.000000"," 6.504905","6.29934305555555","6.59934305555555","449","","PC(40:6)+H","1","0","1","6.29934305555555","6.59934305555555","449","","PC(40:6)+H","  300692.700","      0.0000","2.573180e+06","6.29934305555555","6.59934305555555","449","","PC(40:6)+H","834.6021","  0.0000","184.0737","6.29934305555555","6.59934305555555","449","","PC(40:6)+H","834.60074","651.5347","184.07332","6.29934305555555","6.59934305555555","449"
"","PC(40:7)+H","1","1","1","5.93929027777778","6.23929027777778","187","","PC(40:7)+H"," 6.122050"," 6.122050"," 6.122050","5.93929027777778","6.23929027777778","187","","PC(40:7)+H","2","1","2","5.93929027777778","6.23929027777778","187","","PC(40:7)+H"," 1204126.000","  10370.0200","1.272462e+07","5.93929027777778","6.23929027777778","187","","PC(40:7)+H","832.5860","649.5198","184.0735","5.93929027777778","6.23929027777778","187","","PC(40:7)+H","832.58514","649.5191","184.07332","5.93929027777778","6.23929027777778","187"
"","PC(40:7)+H","1","0","1","5.62994583333333","5.92994583333333","434","","PC(40:7)+H"," 5.828395"," 5.828395"," 5.828395","5.62994583333333","5.92994583333333","434","","PC(40:7)+H","2","1","2","5.62994583333333","5.92994583333333","434","","PC(40:7)+H","  293572.900","    816.6896","2.859747e+06","5.62994583333333","5.92994583333333","434","","PC(40:7)+H","832.5871","649.5219","184.0738","5.62994583333333","5.92994583333333","434","","PC(40:7)+H","832.58514","649.5191","184.07332","5.62994583333333","5.92994583333333","434"
"","PC(40:7)+H","1","1","1","7.42922638888889","7.72922638888889","569","","PC(40:7)+H"," 7.521630"," 7.521630"," 7.521630","7.42922638888889","7.72922638888889","569","","PC(40:7)+H","1","1","1","7.42922638888889","7.72922638888889","569","","PC(40:7)+H","  316768.700"," 324351.5000","2.214418e+04","7.42922638888889","7.72922638888889","569","","PC(40:7)+H","832.5840","649.5179","184.0737","7.42922638888889","7.72922638888889","569","","PC(40:7)+H","832.58514","649.5191","184.07332","7.42922638888889","7.72922638888889","569"
"","PC(40:7)+H","1","0","1","5.35502222222222","5.65502222222222","918","","PC(40:7)+H"," 5.561036"," 0.000000"," 5.561036","5.35502222222222","5.65502222222222","918","","PC(40:7)+H","1","0","1","5.35502222222222","5.65502222222222","918","","PC(40:7)+H","   95118.210","      0.0000","9.703223e+05","5.35502222222222","5.65502222222222","918","","PC(40:7)+H","832.5862","  0.0000","184.0737","5.35502222222222","5.65502222222222","918","","PC(40:7)+H","832.58514","649.5191","184.07332","5.35502222222222","5.65502222222222","918"
"","PC(40:8)+H","1","1","1","4.97676527777778","5.27676527777778","144","","PC(40:8)+H"," 5.125678"," 5.125678"," 5.125678","4.97676527777778","5.27676527777778","144","","PC(40:8)+H","3","3","3","4.97676527777778","5.27676527777778","144","","PC(40:8)+H"," 1499103.000","   6586.1430","1.950315e+07","4.97676527777778","5.27676527777778","144","","PC(40:8)+H","830.5709","647.5043","184.0736","4.97676527777778","5.27676527777778","144","","PC(40:8)+H","830.56944","647.5034","184.07332","4.97676527777778","5.27676527777778","144"
"","PC(40:8)+H","1","1","1","6.27630277777778","6.57630277777778","11279","","PC(40:8)+H"," 6.424025"," 6.424025"," 6.424025","6.27630277777778","6.57630277777778","11279","","PC(40:8)+H","1","1","1","6.27630277777778","6.57630277777778","11279","","PC(40:8)+H","  276350.100"," 283839.9000","1.387842e+04","6.27630277777778","6.57630277777778","11279","","PC(40:8)+H","830.5683","647.5023","184.0737","6.27630277777778","6.57630277777778","11279","","PC(40:8)+H","830.56944","647.5034","184.07332","6.27630277777778","6.57630277777778","11279"
"","PC(40:9)+H","1","1","1","5.83603333333333","6.13603333333333","410","","PC(40:9)+H"," 5.969419"," 5.969419"," 6.091696","5.83603333333333","6.13603333333333","410","","PC(40:9)+H","2","2","2","5.83603333333333","6.13603333333333","410","","PC(40:9)+H","  925269.900","1118285.0000","3.917537e+04","5.83603333333333","6.13603333333333","410","","PC(40:9)+H","828.5527","645.4866","184.0737","5.83603333333333","6.13603333333333","410","","PC(40:9)+H","828.55384","645.4878","184.07332","5.83603333333333","6.13603333333333","410"
"","PC(40:9)+H","1","1","1","5.30076527777778","5.60076527777778","600","","PC(40:9)+H"," 5.419735"," 5.419735"," 5.419735","5.30076527777778","5.60076527777778","600","","PC(40:9)+H","2","2","2","5.30076527777778","5.60076527777778","600","","PC(40:9)+H","  359589.800"," 459916.8000","3.651548e+04","5.30076527777778","5.60076527777778","600","","PC(40:9)+H","828.5532","645.4869","184.0738","5.30076527777778","5.60076527777778","600","","PC(40:9)+H","828.55384","645.4878","184.07332","5.30076527777778","5.60076527777778","600"
"","PC(40:9)+H","1","1","1","6.02765","6.32765","17806","","PC(40:9)+H"," 6.091696"," 6.091696"," 6.091696","6.02765","6.32765","17806","","PC(40:9)+H","1","1","1","6.02765","6.32765","17806","","PC(40:9)+H","  130408.800"," 135882.0000","3.917537e+04","6.02765","6.32765","17806","","PC(40:9)+H","828.5528","645.4868","184.0737","6.02765","6.32765","17806","","PC(40:9)+H","828.55384","645.4878","184.07332","6.02765","6.32765","17806"
"","PC(42:10)+H","1","0","1","4.68647222222222","4.98647222222222","1290","","PC(42:10)+H"," 4.829028"," 0.000000"," 4.829028","4.68647222222222","4.98647222222222","1290","","PC(42:10)+H","1","0","1","4.68647222222222","4.98647222222222","1290","","PC(42:10)+H","   86910.410","      0.0000","9.721272e+05","4.68647222222222","4.98647222222222","1290","","PC(42:10)+H","854.5713","  0.0000","184.0737","4.68647222222222","4.98647222222222","1290","","PC(42:10)+H","854.56944","671.5034","184.07332","4.68647222222222","4.98647222222222","1290"
"","PC(42:11)+H","1","1","1","4.94340138888889","5.24340138888889","1001","","PC(42:11)+H"," 5.109774"," 5.109774"," 5.109774","4.94340138888889","5.24340138888889","1001","","PC(42:11)+H","1","1","1","4.94340138888889","5.24340138888889","1001","","PC(42:11)+H","  245040.400"," 327217.8000","5.986530e+04","4.94340138888889","5.24340138888889","1001","","PC(42:11)+H","852.5535","669.4872","184.0739","4.94340138888889","5.24340138888889","1001","","PC(42:11)+H","852.55384","669.4878","184.07332","4.94340138888889","5.24340138888889","1001"
"","PC(42:5)+H","1","0","1","8.27571527777778","8.57571527777778","941","","PC(42:5)+H"," 8.496271"," 0.000000"," 8.496271","8.27571527777778","8.57571527777778","941","","PC(42:5)+H","1","0","1","8.27571527777778","8.57571527777778","941","","PC(42:5)+H","   83293.740","      0.0000","6.437109e+05","8.27571527777778","8.57571527777778","941","","PC(42:5)+H","864.6487","  0.0000","184.0736","8.27571527777778","8.57571527777778","941","","PC(42:5)+H","864.64774","681.5817","184.07332","8.27571527777778","8.57571527777778","941"
"","PC(42:5)+H","1","0","1","8.47133472222222","8.77133472222222","1415","","PC(42:5)+H"," 8.496271"," 0.000000"," 8.496271","8.47133472222222","8.77133472222222","1415","","PC(42:5)+H","1","0","1","8.47133472222222","8.77133472222222","1415","","PC(42:5)+H","   83293.740","      0.0000","6.437109e+05","8.47133472222222","8.77133472222222","1415","","PC(42:5)+H","864.6487","  0.0000","184.0736","8.47133472222222","8.77133472222222","1415","","PC(42:5)+H","864.64774","681.5817","184.07332","8.47133472222222","8.77133472222222","1415"
"","PC(42:5)+H","1","0","1","8.48149861111111","8.78149861111111","18718","","PC(42:5)+H"," 8.496271"," 0.000000"," 8.496271","8.48149861111111","8.78149861111111","18718","","PC(42:5)+H","1","0","1","8.48149861111111","8.78149861111111","18718","","PC(42:5)+H","   83293.740","      0.0000","6.437109e+05","8.48149861111111","8.78149861111111","18718","","PC(42:5)+H","864.6487","  0.0000","184.0736","8.48149861111111","8.78149861111111","18718","","PC(42:5)+H","864.64774","681.5817","184.07332","8.48149861111111","8.78149861111111","18718"
"","PC(42:6)+H","1","0","1","7.76123055555556","8.06123055555556","984","","PC(42:6)+H"," 7.939667"," 0.000000"," 7.939667","7.76123055555556","8.06123055555556","984","","PC(42:6)+H","1","0","1","7.76123055555556","8.06123055555556","984","","PC(42:6)+H","  172077.900","      0.0000","1.366900e+06","7.76123055555556","8.06123055555556","984","","PC(42:6)+H","862.6328","  0.0000","184.0735","7.76123055555556","8.06123055555556","984","","PC(42:6)+H","862.63204","679.566","184.07332","7.76123055555556","8.06123055555556","984"
"","PC(42:7)+H","1","1","1","8.1803375","8.4803375","835","","PC(42:7)+H"," 8.382135"," 8.382135"," 8.382135","8.1803375","8.4803375","835","","PC(42:7)+H","1","1","1","8.1803375","8.4803375","835","","PC(42:7)+H","  226918.900"," 185098.5000","3.004960e+04","8.1803375","8.4803375","835","","PC(42:7)+H","860.6149","677.5490","184.0736","8.1803375","8.4803375","835","","PC(42:7)+H","860.61644","677.5504","184.07332","8.1803375","8.4803375","835"
"","PC(42:8)+H","1","0","1","5.97250833333333","6.27250833333333","1249","","PC(42:8)+H"," 6.107270"," 0.000000"," 6.107270","5.97250833333333","6.27250833333333","1249","","PC(42:8)+H","1","0","1","5.97250833333333","6.27250833333333","1249","","PC(42:8)+H","   97221.300","      0.0000","1.041985e+06","5.97250833333333","6.27250833333333","1249","","PC(42:8)+H","858.6020","  0.0000","184.0736","5.97250833333333","6.27250833333333","1249","","PC(42:8)+H","858.60074","675.5347","184.07332","5.97250833333333","6.27250833333333","1249"
