"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","Plasmanyl-PC","[M+H]+","MH-PC","PC_Head","RT_min","RT_max","Comment","RT at Max Intensity","Plasmanyl-PC","[M+H]+","MH-PC","PC_Head","RT_min","RT_max","Comment","Number of Scans","Plasmanyl-PC","[M+H]+","MH-PC","PC_Head","RT_min","RT_max","Comment","Max Intensity","Plasmanyl-PC","[M+H]+","MH-PC","PC_Head","RT_min","RT_max","Comment","Average m/z","Plasmanyl-PC","[M+H]+","MH-PC","PC_Head","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","Plasmanyl-PC","[M+H]+","MH-PC","PC_Head","RT_min","RT_max","Comment"
"","Plasmanyl-PC(34:1)+H","1","0","1","8.86561944444444","9.16561944444444","2012","","Plasmanyl-PC(34:1)+H"," 8.923824"," 0.000000"," 8.923824","8.86561944444444","9.16561944444444","2012","","Plasmanyl-PC(34:1)+H","1","0","1","8.86561944444444","9.16561944444444","2012","","Plasmanyl-PC(34:1)+H","   5078.562","     0.0000","3.344468e+04","8.86561944444444","9.16561944444444","2012","","Plasmanyl-PC(34:1)+H","746.6073","  0.0000","184.0739","8.86561944444444","9.16561944444444","2012","","Plasmanyl-PC(34:1)+H","746.6058576","563.5398176","184.07332","8.86561944444444","9.16561944444444","2012"
"","Plasmanyl-PC(34:2)+H","1","1","1","7.08499861111111","7.38499861111111","107","","Plasmanyl-PC(34:2)+H"," 7.230513"," 7.230513"," 7.230513","7.08499861111111","7.38499861111111","107","","Plasmanyl-PC(34:2)+H","2","2","2","7.08499861111111","7.38499861111111","107","","Plasmanyl-PC(34:2)+H","3348612.000"," 22286.1300","3.398704e+07","7.08499861111111","7.38499861111111","107","","Plasmanyl-PC(34:2)+H","744.5904","561.5243","184.0734","7.08499861111111","7.38499861111111","107","","Plasmanyl-PC(34:2)+H","744.5901576","561.5241176","184.07332","7.08499861111111","7.38499861111111","107"
"","Plasmanyl-PC(34:2)+H","1","0","1","7.82195138888889","8.12195138888889","162","","Plasmanyl-PC(34:2)+H"," 8.027212"," 0.000000"," 8.027212","7.82195138888889","8.12195138888889","162","","Plasmanyl-PC(34:2)+H","4","0","4","7.82195138888889","8.12195138888889","162","","Plasmanyl-PC(34:2)+H"," 877574.100","     0.0000","7.966249e+06","7.82195138888889","8.12195138888889","162","","Plasmanyl-PC(34:2)+H","744.5906","  0.0000","184.0735","7.82195138888889","8.12195138888889","162","","Plasmanyl-PC(34:2)+H","744.5901576","561.5241176","184.07332","7.82195138888889","8.12195138888889","162"
"","Plasmanyl-PC(34:3)+H","1","0","1","6.89165555555555","7.19165555555555","82","","Plasmanyl-PC(34:3)+H"," 7.097293"," 0.000000"," 7.097293","6.89165555555555","7.19165555555555","82","","Plasmanyl-PC(34:3)+H","3","0","3","6.89165555555555","7.19165555555555","82","","Plasmanyl-PC(34:3)+H","2427263.000","     0.0000","2.342384e+07","6.89165555555555","7.19165555555555","82","","Plasmanyl-PC(34:3)+H","742.5750","  0.0000","184.0734","6.89165555555555","7.19165555555555","82","","Plasmanyl-PC(34:3)+H","742.5745576","559.5085176","184.07332","6.89165555555555","7.19165555555555","82"
"","Plasmanyl-PC(36:2)+H","1","1","1","8.2390125","8.5390125","203","","Plasmanyl-PC(36:2)+H"," 8.402451"," 8.402451"," 8.402451","8.2390125","8.5390125","203","","Plasmanyl-PC(36:2)+H","1","1","1","8.2390125","8.5390125","203","","Plasmanyl-PC(36:2)+H","1431221.000"," 11450.5600","1.203241e+07","8.2390125","8.5390125","203","","Plasmanyl-PC(36:2)+H","772.6232","589.5570","184.0737","8.2390125","8.5390125","203","","Plasmanyl-PC(36:2)+H","772.6214576","589.5554176","184.07332","8.2390125","8.5390125","203"
"","Plasmanyl-PC(36:2)+H","1","0","1","8.91349027777778","9.21349027777778","837","","Plasmanyl-PC(36:2)+H"," 9.050057"," 0.000000"," 9.050057","8.91349027777778","9.21349027777778","837","","Plasmanyl-PC(36:2)+H","1","0","1","8.91349027777778","9.21349027777778","837","","Plasmanyl-PC(36:2)+H"," 228254.600","     0.0000","1.662145e+06","8.91349027777778","9.21349027777778","837","","Plasmanyl-PC(36:2)+H","772.6237","  0.0000","184.0739","8.91349027777778","9.21349027777778","837","","Plasmanyl-PC(36:2)+H","772.6214576","589.5554176","184.07332","8.91349027777778","9.21349027777778","837"
"","Plasmanyl-PC(36:3)+H","1","1","1","7.12425","7.42425","174","","Plasmanyl-PC(36:3)+H"," 7.265408"," 7.265408"," 7.265408","7.12425","7.42425","174","","Plasmanyl-PC(36:3)+H","1","1","1","7.12425","7.42425","174","","Plasmanyl-PC(36:3)+H","1512065.000","  9411.6570","1.480294e+07","7.12425","7.42425","174","","Plasmanyl-PC(36:3)+H","770.6057","587.5403","184.0733","7.12425","7.42425","174","","Plasmanyl-PC(36:3)+H","770.6058576","587.5398176","184.07332","7.12425","7.42425","174"
"","Plasmanyl-PC(36:3)+H","1","0","1","8.04894027777778","8.34894027777778","213","","Plasmanyl-PC(36:3)+H"," 8.274826"," 0.000000"," 8.274826","8.04894027777778","8.34894027777778","213","","Plasmanyl-PC(36:3)+H","1","0","1","8.04894027777778","8.34894027777778","213","","Plasmanyl-PC(36:3)+H"," 503513.800","     0.0000","3.977707e+06","8.04894027777778","8.34894027777778","213","","Plasmanyl-PC(36:3)+H","770.6063","  0.0000","184.0735","8.04894027777778","8.34894027777778","213","","Plasmanyl-PC(36:3)+H","770.6058576","587.5398176","184.07332","8.04894027777778","8.34894027777778","213"
"","Plasmanyl-PC(36:3)+H","1","1","1","7.39550694444444","7.69550694444444","356","","Plasmanyl-PC(36:3)+H"," 7.546336"," 7.546336"," 7.546336","7.39550694444444","7.69550694444444","356","","Plasmanyl-PC(36:3)+H","1","1","1","7.39550694444444","7.69550694444444","356","","Plasmanyl-PC(36:3)+H"," 802398.300","  5609.8280","6.390902e+06","7.39550694444444","7.69550694444444","356","","Plasmanyl-PC(36:3)+H","770.6066","587.5394","184.0735","7.39550694444444","7.69550694444444","356","","Plasmanyl-PC(36:3)+H","770.6058576","587.5398176","184.07332","7.39550694444444","7.69550694444444","356"
"","Plasmanyl-PC(36:4)+H","1","1","1","6.89165555555555","7.19165555555555","61","","Plasmanyl-PC(36:4)+H"," 7.004563"," 7.004563"," 7.004563","6.89165555555555","7.19165555555555","61","","Plasmanyl-PC(36:4)+H","2","2","2","6.89165555555555","7.19165555555555","61","","Plasmanyl-PC(36:4)+H","4144052.000"," 25381.8600","5.368946e+07","6.89165555555555","7.19165555555555","61","","Plasmanyl-PC(36:4)+H","768.5897","585.5240","184.0731","6.89165555555555","7.19165555555555","61","","Plasmanyl-PC(36:4)+H","768.5901576","585.5241176","184.07332","6.89165555555555","7.19165555555555","61"
"","Plasmanyl-PC(36:5)+H","1","0","1","6.66681805555556","6.96681805555556","87","","Plasmanyl-PC(36:5)+H"," 6.881677"," 0.000000"," 6.881677","6.66681805555556","6.96681805555556","87","","Plasmanyl-PC(36:5)+H","3","0","3","6.66681805555556","6.96681805555556","87","","Plasmanyl-PC(36:5)+H","2451683.000","     0.0000","2.585488e+07","6.66681805555556","6.96681805555556","87","","Plasmanyl-PC(36:5)+H","766.5750","  0.0000","184.0734","6.66681805555556","6.96681805555556","87","","Plasmanyl-PC(36:5)+H","766.5745576","583.5085176","184.07332","6.66681805555556","6.96681805555556","87"
"","Plasmanyl-PC(36:5)+H","1","0","1","6.05374027777778","6.35374027777778","399","","Plasmanyl-PC(36:5)+H"," 6.158453"," 6.287297"," 6.158453","6.05374027777778","6.35374027777778","399","","Plasmanyl-PC(36:5)+H","2","1","2","6.05374027777778","6.35374027777778","399","","Plasmanyl-PC(36:5)+H"," 285138.000","   883.1979","2.477990e+06","6.05374027777778","6.35374027777778","399","","Plasmanyl-PC(36:5)+H","766.5757","583.5096","184.0736","6.05374027777778","6.35374027777778","399","","Plasmanyl-PC(36:5)+H","766.5745576","583.5085176","184.07332","6.05374027777778","6.35374027777778","399"
"","Plasmanyl-PC(36:5)+H","0","0","1","12.4692893939394","12.7692893939394","18860","","Plasmanyl-PC(36:5)+H"," 0.000000"," 0.000000","12.701290","12.4692893939394","12.7692893939394","18860","","Plasmanyl-PC(36:5)+H","0","0","1","12.4692893939394","12.7692893939394","18860","","Plasmanyl-PC(36:5)+H","      0.000","     0.0000","1.692588e+03","12.4692893939394","12.7692893939394","18860","","Plasmanyl-PC(36:5)+H","  0.0000","  0.0000","184.0738","12.4692893939394","12.7692893939394","18860","","Plasmanyl-PC(36:5)+H","766.5745576","583.5085176","184.07332","12.4692893939394","12.7692893939394","18860"
"","Plasmanyl-PC(36:6)+H","1","0","1","5.83603333333333","6.13603333333333","564","","Plasmanyl-PC(36:6)+H"," 5.974607"," 0.000000"," 5.974607","5.83603333333333","6.13603333333333","564","","Plasmanyl-PC(36:6)+H","1","0","1","5.83603333333333","6.13603333333333","564","","Plasmanyl-PC(36:6)+H"," 344404.400","     0.0000","2.993826e+06","5.83603333333333","6.13603333333333","564","","Plasmanyl-PC(36:6)+H","764.5602","  0.0000","184.0737","5.83603333333333","6.13603333333333","564","","Plasmanyl-PC(36:6)+H","764.5589576","581.4929176","184.07332","5.83603333333333","6.13603333333333","564"
"","Plasmanyl-PC(38:3)+H","1","1","1","8.51124583333333","8.81124583333333","490","","Plasmanyl-PC(38:3)+H"," 8.681438"," 8.681438"," 8.681438","8.51124583333333","8.81124583333333","490","","Plasmanyl-PC(38:3)+H","2","1","2","8.51124583333333","8.81124583333333","490","","Plasmanyl-PC(38:3)+H"," 592113.300","  4127.3600","4.559305e+06","8.51124583333333","8.81124583333333","490","","Plasmanyl-PC(38:3)+H","798.6380","615.5729","184.0736","8.51124583333333","8.81124583333333","490","","Plasmanyl-PC(38:3)+H","798.6371576","615.5711176","184.07332","8.51124583333333","8.81124583333333","490"
"","Plasmanyl-PC(38:4)+H","1","1","1","8.0459625","8.3459625","96","","Plasmanyl-PC(38:4)+H"," 8.172438"," 8.172438"," 8.172438","8.0459625","8.3459625","96","","Plasmanyl-PC(38:4)+H","2","2","2","8.0459625","8.3459625","96","","Plasmanyl-PC(38:4)+H","2817405.000"," 15273.6900","3.368131e+07","8.0459625","8.3459625","96","","Plasmanyl-PC(38:4)+H","796.6213","613.5561","184.0733","8.0459625","8.3459625","96","","Plasmanyl-PC(38:4)+H","796.6214576","613.5554176","184.07332","8.0459625","8.3459625","96"
"","Plasmanyl-PC(38:4)+H","1","1","1","7.71667083333333","8.01667083333333","250","","Plasmanyl-PC(38:4)+H"," 7.836845"," 7.836845"," 7.836845","7.71667083333333","8.01667083333333","250","","Plasmanyl-PC(38:4)+H","2","2","2","7.71667083333333","8.01667083333333","250","","Plasmanyl-PC(38:4)+H"," 875588.200","  5177.8820","7.936750e+06","7.71667083333333","8.01667083333333","250","","Plasmanyl-PC(38:4)+H","796.6209","613.5560","184.0735","7.71667083333333","8.01667083333333","250","","Plasmanyl-PC(38:4)+H","796.6214576","613.5554176","184.07332","7.71667083333333","8.01667083333333","250"
"","Plasmanyl-PC(38:4)+H","1","1","1","7.43683472222222","7.73683472222222","9096","","Plasmanyl-PC(38:4)+H"," 7.587090"," 7.587090"," 7.587090","7.43683472222222","7.73683472222222","9096","","Plasmanyl-PC(38:4)+H","1","1","1","7.43683472222222","7.73683472222222","9096","","Plasmanyl-PC(38:4)+H"," 578576.300","  4079.2930","5.304493e+06","7.43683472222222","7.73683472222222","9096","","Plasmanyl-PC(38:4)+H","796.6222","613.5563","184.0735","7.43683472222222","7.73683472222222","9096","","Plasmanyl-PC(38:4)+H","796.6214576","613.5554176","184.07332","7.43683472222222","7.73683472222222","9096"
"","Plasmanyl-PC(38:5)+H","1","1","1","6.92280138888889","7.22280138888889","66","","Plasmanyl-PC(38:5)+H"," 7.040406"," 7.040406"," 7.040406","6.92280138888889","7.22280138888889","66","","Plasmanyl-PC(38:5)+H","2","2","2","6.92280138888889","7.22280138888889","66","","Plasmanyl-PC(38:5)+H","3015261.000"," 14806.5700","4.041359e+07","6.92280138888889","7.22280138888889","66","","Plasmanyl-PC(38:5)+H","794.6057","611.5385","184.0733","6.92280138888889","7.22280138888889","66","","Plasmanyl-PC(38:5)+H","794.6058576","611.5398176","184.07332","6.92280138888889","7.22280138888889","66"
"","Plasmanyl-PC(38:5)+H","1","0","1","7.84343888888889","8.14343888888889","163","","Plasmanyl-PC(38:5)+H"," 8.053236"," 0.000000"," 8.053236","7.84343888888889","8.14343888888889","163","","Plasmanyl-PC(38:5)+H","2","0","2","7.84343888888889","8.14343888888889","163","","Plasmanyl-PC(38:5)+H","1154727.000","     0.0000","1.000108e+07","7.84343888888889","8.14343888888889","163","","Plasmanyl-PC(38:5)+H","794.6064","  0.0000","184.0735","7.84343888888889","8.14343888888889","163","","Plasmanyl-PC(38:5)+H","794.6058576","611.5398176","184.07332","7.84343888888889","8.14343888888889","163"
"","Plasmanyl-PC(38:5)+H","1","1","1","7.49951805555555","7.79951805555555","430","","Plasmanyl-PC(38:5)+H"," 7.642763"," 7.642763"," 7.642763","7.49951805555555","7.79951805555555","430","","Plasmanyl-PC(38:5)+H","1","1","1","7.49951805555555","7.79951805555555","430","","Plasmanyl-PC(38:5)+H"," 654394.400","  1200.6100","5.823134e+06","7.49951805555555","7.79951805555555","430","","Plasmanyl-PC(38:5)+H","794.6068","611.5414","184.0736","7.49951805555555","7.79951805555555","430","","Plasmanyl-PC(38:5)+H","794.6058576","611.5398176","184.07332","7.49951805555555","7.79951805555555","430"
"","Plasmanyl-PC(38:6)+H","1","1","1","6.73797361111111","7.03797361111111","186","","Plasmanyl-PC(38:6)+H"," 6.912878"," 6.912878"," 6.912878","6.73797361111111","7.03797361111111","186","","Plasmanyl-PC(38:6)+H","2","1","2","6.73797361111111","7.03797361111111","186","","Plasmanyl-PC(38:6)+H","1591671.000","  1253.5470","1.665723e+07","6.73797361111111","7.03797361111111","186","","Plasmanyl-PC(38:6)+H","792.5910","609.5239","184.0734","6.73797361111111","7.03797361111111","186","","Plasmanyl-PC(38:6)+H","792.5901576","609.5241176","184.07332","6.73797361111111","7.03797361111111","186"
"","Plasmanyl-PC(38:6)+H","1","1","1","6.52925277777778","6.82925277777778","269","","Plasmanyl-PC(38:6)+H"," 6.658233"," 6.658233"," 6.658233","6.52925277777778","6.82925277777778","269","","Plasmanyl-PC(38:6)+H","2","1","2","6.52925277777778","6.82925277777778","269","","Plasmanyl-PC(38:6)+H"," 794700.200","  5690.4320","7.229446e+06","6.52925277777778","6.82925277777778","269","","Plasmanyl-PC(38:6)+H","792.5914","609.5258","184.0736","6.52925277777778","6.82925277777778","269","","Plasmanyl-PC(38:6)+H","792.5901576","609.5241176","184.07332","6.52925277777778","6.82925277777778","269"
"","Plasmanyl-PC(38:6)+H","1","1","1","6.09123194444444","6.39123194444444","581","","Plasmanyl-PC(38:6)+H"," 6.230666"," 6.230666"," 6.230666","6.09123194444444","6.39123194444444","581","","Plasmanyl-PC(38:6)+H","2","1","2","6.09123194444444","6.39123194444444","581","","Plasmanyl-PC(38:6)+H"," 315156.000","  1245.0140","2.967659e+06","6.09123194444444","6.39123194444444","581","","Plasmanyl-PC(38:6)+H","792.5911","609.5247","184.0736","6.09123194444444","6.39123194444444","581","","Plasmanyl-PC(38:6)+H","792.5901576","609.5241176","184.07332","6.09123194444444","6.39123194444444","581"
"","Plasmanyl-PC(38:7)+H","1","0","1","6.30967083333333","6.60967083333333","372","","Plasmanyl-PC(38:7)+H"," 6.418835"," 0.000000"," 6.418835","6.30967083333333","6.60967083333333","372","","Plasmanyl-PC(38:7)+H","2","0","2","6.30967083333333","6.60967083333333","372","","Plasmanyl-PC(38:7)+H"," 348629.400","     0.0000","3.355849e+06","6.30967083333333","6.60967083333333","372","","Plasmanyl-PC(38:7)+H","790.5759","  0.0000","184.0736","6.30967083333333","6.60967083333333","372","","Plasmanyl-PC(38:7)+H","790.5745576","607.5085176","184.07332","6.30967083333333","6.60967083333333","372"
"","Plasmanyl-PC(38:7)+H","1","0","1","5.81141805555556","6.11141805555556","1336","","Plasmanyl-PC(38:7)+H"," 6.076796"," 0.000000"," 6.076796","5.81141805555556","6.11141805555556","1336","","Plasmanyl-PC(38:7)+H","1","0","1","5.81141805555556","6.11141805555556","1336","","Plasmanyl-PC(38:7)+H","  68303.120","     0.0000","6.034824e+05","5.81141805555556","6.11141805555556","1336","","Plasmanyl-PC(38:7)+H","790.5758","  0.0000","184.0737","5.81141805555556","6.11141805555556","1336","","Plasmanyl-PC(38:7)+H","790.5745576","607.5085176","184.07332","5.81141805555556","6.11141805555556","1336"
"","Plasmanyl-PC(38:7)+H","1","0","1","6.45377833333333","6.75377833333333","9272","","Plasmanyl-PC(38:7)+H"," 6.535892"," 0.000000"," 6.535892","6.45377833333333","6.75377833333333","9272","","Plasmanyl-PC(38:7)+H","1","0","1","6.45377833333333","6.75377833333333","9272","","Plasmanyl-PC(38:7)+H"," 122534.900","     0.0000","1.000895e+06","6.45377833333333","6.75377833333333","9272","","Plasmanyl-PC(38:7)+H","790.5761","  0.0000","184.0737","6.45377833333333","6.75377833333333","9272","","Plasmanyl-PC(38:7)+H","790.5745576","607.5085176","184.07332","6.45377833333333","6.75377833333333","9272"
"","Plasmanyl-PC(40:2)+H","1","0","1","10.24105","10.54105","1867","","Plasmanyl-PC(40:2)+H","10.436410"," 0.000000","10.436410","10.24105","10.54105","1867","","Plasmanyl-PC(40:2)+H","1","0","1","10.24105","10.54105","1867","","Plasmanyl-PC(40:2)+H","  56058.730","     0.0000","5.430653e+05","10.24105","10.54105","1867","","Plasmanyl-PC(40:2)+H","828.6855","  0.0000","184.0738","10.24105","10.54105","1867","","Plasmanyl-PC(40:2)+H","828.6841576","645.6181176","184.07332","10.24105","10.54105","1867"
"","Plasmanyl-PC(40:3)+H","1","0","1","9.51529583333333","9.81529583333333","1216","","Plasmanyl-PC(40:3)+H"," 9.685922"," 0.000000"," 9.685922","9.51529583333333","9.81529583333333","1216","","Plasmanyl-PC(40:3)+H","1","0","1","9.51529583333333","9.81529583333333","1216","","Plasmanyl-PC(40:3)+H"," 124897.300","     0.0000","1.023459e+06","9.51529583333333","9.81529583333333","1216","","Plasmanyl-PC(40:3)+H","826.6697","  0.0000","184.0737","9.51529583333333","9.81529583333333","1216","","Plasmanyl-PC(40:3)+H","826.6684576","643.6024176","184.07332","9.51529583333333","9.81529583333333","1216"
"","Plasmanyl-PC(40:4)+H","1","1","1","9.09670833333333","9.39670833333333","339","","Plasmanyl-PC(40:4)+H"," 9.319959"," 9.319959"," 9.319959","9.09670833333333","9.39670833333333","339","","Plasmanyl-PC(40:4)+H","1","1","1","9.09670833333333","9.39670833333333","339","","Plasmanyl-PC(40:4)+H"," 259944.700","  1059.1980","2.145590e+06","9.09670833333333","9.39670833333333","339","","Plasmanyl-PC(40:4)+H","824.6534","641.5884","184.0735","9.09670833333333","9.39670833333333","339","","Plasmanyl-PC(40:4)+H","824.6527576","641.5867176","184.07332","9.09670833333333","9.39670833333333","339"
"","Plasmanyl-PC(40:4)+H","1","1","1","8.81057361111111","9.11057361111111","768","","Plasmanyl-PC(40:4)+H"," 8.945410"," 8.945410"," 8.945410","8.81057361111111","9.11057361111111","768","","Plasmanyl-PC(40:4)+H","1","1","1","8.81057361111111","9.11057361111111","768","","Plasmanyl-PC(40:4)+H"," 249278.200","  1222.8550","2.064223e+06","8.81057361111111","9.11057361111111","768","","Plasmanyl-PC(40:4)+H","824.6548","641.5889","184.0738","8.81057361111111","9.11057361111111","768","","Plasmanyl-PC(40:4)+H","824.6527576","641.5867176","184.07332","8.81057361111111","9.11057361111111","768"
"","Plasmanyl-PC(40:5)+H","1","1","1","8.01593055555555","8.31593055555555","251","","Plasmanyl-PC(40:5)+H"," 8.156729"," 8.156729"," 8.156729","8.01593055555555","8.31593055555555","251","","Plasmanyl-PC(40:5)+H","2","1","2","8.01593055555555","8.31593055555555","251","","Plasmanyl-PC(40:5)+H"," 944215.700","  5567.0770","9.060968e+06","8.01593055555555","8.31593055555555","251","","Plasmanyl-PC(40:5)+H","822.6372","639.5726","184.0734","8.01593055555555","8.31593055555555","251","","Plasmanyl-PC(40:5)+H","822.6371576","639.5711176","184.07332","8.01593055555555","8.31593055555555","251"
"","Plasmanyl-PC(40:5)+H","1","0","1","8.62032777777778","8.92032777777778","1008","","Plasmanyl-PC(40:5)+H"," 8.795382"," 0.000000"," 8.795382","8.62032777777778","8.92032777777778","1008","","Plasmanyl-PC(40:5)+H","2","0","2","8.62032777777778","8.92032777777778","1008","","Plasmanyl-PC(40:5)+H"," 163920.400","     0.0000","1.292393e+06","8.62032777777778","8.92032777777778","1008","","Plasmanyl-PC(40:5)+H","822.6379","  0.0000","184.0736","8.62032777777778","8.92032777777778","1008","","Plasmanyl-PC(40:5)+H","822.6371576","639.5711176","184.07332","8.62032777777778","8.92032777777778","1008"
