Plasmanyl-TG,[M+NH4],NL R2COOH,NL R3COOH
plasmanyl-TG(O-18:1_15:1_18:0)+NH4,848.80665,591.57105,547.50845
plasmanyl-TG(O-18:1_15:1_18:1)+NH4,846.79105,589.55545,547.50845
plasmanyl-TG(O-18:1_15:1_18:2)+NH4,844.77535,587.53975,547.50845
plasmanyl-TG(O-18:1_15:1_18:3)+NH4,842.75975,585.52415,547.50845
plasmanyl-TG(O-18:1_15:1_18:4)+NH4,840.74405,583.50845,547.50845
plasmanyl-TG(O-18:1_15:1_19:0)+NH4,862.82235,605.58675,547.50845
plasmanyl-TG(O-18:1_15:1_20:0)+NH4,876.83795,619.60235,547.50845
plasmanyl-TG(O-18:1_15:1_20:1)+NH4,874.82235,617.58675,547.50845
plasmanyl-TG(O-18:1_15:1_20:2)+NH4,872.80665,615.57105,547.50845
plasmanyl-TG(O-18:1_15:1_20:3)+NH4,870.79105,613.55545,547.50845
plasmanyl-TG(O-18:1_15:1_20:4)+NH4,868.77535,611.53975,547.50845
plasmanyl-TG(O-18:1_15:1_20:5)+NH4,866.75975,609.52415,547.50845
plasmanyl-TG(O-18:1_15:1_21:0)+NH4,890.85365,633.61805,547.50845
plasmanyl-TG(O-18:1_15:1_22:0)+NH4,904.86925,647.63365,547.50845
plasmanyl-TG(O-18:1_15:1_22:1)+NH4,902.85365,645.61805,547.50845
plasmanyl-TG(O-18:1_15:1_22:2)+NH4,900.83795,643.60235,547.50845
plasmanyl-TG(O-18:1_15:1_22:3)+NH4,898.82235,641.58675,547.50845
plasmanyl-TG(O-18:1_15:1_22:4)+NH4,896.80665,639.57105,547.50845
plasmanyl-TG(O-18:1_15:1_22:5)+NH4,894.79105,637.55545,547.50845
plasmanyl-TG(O-18:1_15:1_22:6)+NH4,892.77535,635.53975,547.50845
plasmanyl-TG(O-18:1_15:1_23:0)+NH4,918.88495,661.64935,547.50845
plasmanyl-TG(O-18:1_15:1_24:0)+NH4,932.90055,675.66495,547.50845
plasmanyl-TG(O-18:1_15:1_24:1)+NH4,930.88495,673.64935,547.50845
plasmanyl-TG(O-18:1_15:1_25:0)+NH4,946.91625,689.68065,547.50845
plasmanyl-TG(O-18:1_15:1_26:0)+NH4,960.93185,703.69625,547.50845
plasmanyl-TG(O-18:1_16:0_16:0)+NH4,836.80665,563.53975,563.53975
plasmanyl-TG(O-18:1_16:0_16:1)+NH4,834.79105,561.52415,563.53975
plasmanyl-TG(O-18:1_16:0_17:0)+NH4,850.82235,577.55545,563.53975
plasmanyl-TG(O-18:1_16:0_17:1)+NH4,848.80665,575.53975,563.53975
plasmanyl-TG(O-18:1_16:0_17:2)+NH4,846.79105,573.52415,563.53975
plasmanyl-TG(O-18:1_16:0_18:0)+NH4,864.83795,591.57105,563.53975
plasmanyl-TG(O-18:1_16:0_18:1)+NH4,862.82235,589.55545,563.53975
plasmanyl-TG(O-18:1_16:0_18:2)+NH4,860.80665,587.53975,563.53975
plasmanyl-TG(O-18:1_16:0_18:3)+NH4,858.79105,585.52415,563.53975
plasmanyl-TG(O-18:1_16:0_18:4)+NH4,856.77535,583.50845,563.53975
plasmanyl-TG(O-18:1_16:0_19:0)+NH4,878.85365,605.58675,563.53975
plasmanyl-TG(O-18:1_16:0_20:0)+NH4,892.86925,619.60235,563.53975
plasmanyl-TG(O-18:1_16:0_20:1)+NH4,890.85365,617.58675,563.53975
plasmanyl-TG(O-18:1_16:0_20:2)+NH4,888.83795,615.57105,563.53975
plasmanyl-TG(O-18:1_16:0_20:3)+NH4,886.82235,613.55545,563.53975
plasmanyl-TG(O-18:1_16:0_20:4)+NH4,884.80665,611.53975,563.53975
plasmanyl-TG(O-18:1_16:0_20:5)+NH4,882.79105,609.52415,563.53975
plasmanyl-TG(O-18:1_16:0_21:0)+NH4,906.88495,633.61805,563.53975
plasmanyl-TG(O-18:1_16:0_22:0)+NH4,920.90055,647.63365,563.53975
plasmanyl-TG(O-18:1_16:0_22:1)+NH4,918.88495,645.61805,563.53975
plasmanyl-TG(O-18:1_16:0_22:2)+NH4,916.86925,643.60235,563.53975
plasmanyl-TG(O-18:1_16:0_22:3)+NH4,914.85365,641.58675,563.53975
plasmanyl-TG(O-18:1_16:0_22:4)+NH4,912.83795,639.57105,563.53975
plasmanyl-TG(O-18:1_16:0_22:5)+NH4,910.82235,637.55545,563.53975
plasmanyl-TG(O-18:1_16:0_22:6)+NH4,908.80665,635.53975,563.53975
plasmanyl-TG(O-18:1_16:0_23:0)+NH4,934.91625,661.64935,563.53975
plasmanyl-TG(O-18:1_16:0_24:0)+NH4,948.93185,675.66495,563.53975
plasmanyl-TG(O-18:1_16:0_24:1)+NH4,946.91625,673.64935,563.53975
plasmanyl-TG(O-18:1_16:0_25:0)+NH4,962.94755,689.68065,563.53975
plasmanyl-TG(O-18:1_16:0_26:0)+NH4,976.96315,703.69625,563.53975
plasmanyl-TG(O-18:1_16:1_16:1)+NH4,832.77545,561.52415,561.52415
plasmanyl-TG(O-18:1_16:1_17:0)+NH4,848.80675,577.55545,561.52415
plasmanyl-TG(O-18:1_16:1_17:1)+NH4,846.79105,575.53975,561.52415
plasmanyl-TG(O-18:1_16:1_17:2)+NH4,844.77545,573.52415,561.52415
plasmanyl-TG(O-18:1_16:1_18:0)+NH4,862.82235,591.57105,561.52415
plasmanyl-TG(O-18:1_16:1_18:1)+NH4,860.80675,589.55545,561.52415
plasmanyl-TG(O-18:1_16:1_18:2)+NH4,858.79105,587.53975,561.52415
plasmanyl-TG(O-18:1_16:1_18:3)+NH4,856.77545,585.52415,561.52415
plasmanyl-TG(O-18:1_16:1_18:4)+NH4,854.75975,583.50845,561.52415
plasmanyl-TG(O-18:1_16:1_19:0)+NH4,876.83805,605.58675,561.52415
plasmanyl-TG(O-18:1_16:1_20:0)+NH4,890.85365,619.60235,561.52415
plasmanyl-TG(O-18:1_16:1_20:1)+NH4,888.83805,617.58675,561.52415
plasmanyl-TG(O-18:1_16:1_20:2)+NH4,886.82235,615.57105,561.52415
plasmanyl-TG(O-18:1_16:1_20:3)+NH4,884.80675,613.55545,561.52415
plasmanyl-TG(O-18:1_16:1_20:4)+NH4,882.79105,611.53975,561.52415
plasmanyl-TG(O-18:1_16:1_20:5)+NH4,880.77545,609.52415,561.52415
plasmanyl-TG(O-18:1_16:1_21:0)+NH4,904.86935,633.61805,561.52415
plasmanyl-TG(O-18:1_16:1_22:0)+NH4,918.88495,647.63365,561.52415
plasmanyl-TG(O-18:1_16:1_22:1)+NH4,916.86935,645.61805,561.52415
plasmanyl-TG(O-18:1_16:1_22:2)+NH4,914.85365,643.60235,561.52415
plasmanyl-TG(O-18:1_16:1_22:3)+NH4,912.83805,641.58675,561.52415
plasmanyl-TG(O-18:1_16:1_22:4)+NH4,910.82235,639.57105,561.52415
plasmanyl-TG(O-18:1_16:1_22:5)+NH4,908.80675,637.55545,561.52415
plasmanyl-TG(O-18:1_16:1_22:6)+NH4,906.79105,635.53975,561.52415
plasmanyl-TG(O-18:1_16:1_23:0)+NH4,932.90065,661.64935,561.52415
plasmanyl-TG(O-18:1_16:1_24:0)+NH4,946.91625,675.66495,561.52415
plasmanyl-TG(O-18:1_16:1_24:1)+NH4,944.90065,673.64935,561.52415
plasmanyl-TG(O-18:1_16:1_25:0)+NH4,960.93195,689.68065,561.52415
plasmanyl-TG(O-18:1_16:1_26:0)+NH4,974.94755,703.69625,561.52415
plasmanyl-TG(O-18:1_17:0_17:0)+NH4,864.83805,577.55545,577.55545
plasmanyl-TG(O-18:1_17:0_17:1)+NH4,862.82235,575.53975,577.55545
plasmanyl-TG(O-18:1_17:0_17:2)+NH4,860.80675,573.52415,577.55545
plasmanyl-TG(O-18:1_17:0_18:0)+NH4,878.85365,591.57105,577.55545
plasmanyl-TG(O-18:1_17:0_18:1)+NH4,876.83805,589.55545,577.55545
plasmanyl-TG(O-18:1_17:0_18:2)+NH4,874.82235,587.53975,577.55545
plasmanyl-TG(O-18:1_17:0_18:3)+NH4,872.80675,585.52415,577.55545
plasmanyl-TG(O-18:1_17:0_18:4)+NH4,870.79105,583.50845,577.55545
plasmanyl-TG(O-18:1_17:0_19:0)+NH4,892.86935,605.58675,577.55545
plasmanyl-TG(O-18:1_17:0_20:0)+NH4,906.88495,619.60235,577.55545
plasmanyl-TG(O-18:1_17:0_20:1)+NH4,904.86935,617.58675,577.55545
plasmanyl-TG(O-18:1_17:0_20:2)+NH4,902.85365,615.57105,577.55545
plasmanyl-TG(O-18:1_17:0_20:3)+NH4,900.83805,613.55545,577.55545
plasmanyl-TG(O-18:1_17:0_20:4)+NH4,898.82235,611.53975,577.55545
plasmanyl-TG(O-18:1_17:0_20:5)+NH4,896.80675,609.52415,577.55545
plasmanyl-TG(O-18:1_17:0_21:0)+NH4,920.90065,633.61805,577.55545
plasmanyl-TG(O-18:1_17:0_22:0)+NH4,934.91625,647.63365,577.55545
plasmanyl-TG(O-18:1_17:0_22:1)+NH4,932.90065,645.61805,577.55545
plasmanyl-TG(O-18:1_17:0_22:2)+NH4,930.88495,643.60235,577.55545
plasmanyl-TG(O-18:1_17:0_22:3)+NH4,928.86935,641.58675,577.55545
plasmanyl-TG(O-18:1_17:0_22:4)+NH4,926.85365,639.57105,577.55545
plasmanyl-TG(O-18:1_17:0_22:5)+NH4,924.83805,637.55545,577.55545
plasmanyl-TG(O-18:1_17:0_22:6)+NH4,922.82235,635.53975,577.55545
plasmanyl-TG(O-18:1_17:0_23:0)+NH4,948.93195,661.64935,577.55545
plasmanyl-TG(O-18:1_17:0_24:0)+NH4,962.94755,675.66495,577.55545
plasmanyl-TG(O-18:1_17:0_24:1)+NH4,960.93195,673.64935,577.55545
plasmanyl-TG(O-18:1_17:0_25:0)+NH4,976.96325,689.68065,577.55545
plasmanyl-TG(O-18:1_17:0_26:0)+NH4,990.97885,703.69625,577.55545
plasmanyl-TG(O-18:1_17:1_17:1)+NH4,860.80665,575.53975,575.53975
plasmanyl-TG(O-18:1_17:1_17:2)+NH4,858.79105,573.52415,575.53975
plasmanyl-TG(O-18:1_17:1_18:0)+NH4,876.83795,591.57105,575.53975
plasmanyl-TG(O-18:1_17:1_18:1)+NH4,874.82235,589.55545,575.53975
plasmanyl-TG(O-18:1_17:1_18:2)+NH4,872.80665,587.53975,575.53975
plasmanyl-TG(O-18:1_17:1_18:3)+NH4,870.79105,585.52415,575.53975
plasmanyl-TG(O-18:1_17:1_18:4)+NH4,868.77535,583.50845,575.53975
plasmanyl-TG(O-18:1_17:1_19:0)+NH4,890.85365,605.58675,575.53975
plasmanyl-TG(O-18:1_17:1_20:0)+NH4,904.86925,619.60235,575.53975
plasmanyl-TG(O-18:1_17:1_20:1)+NH4,902.85365,617.58675,575.53975
plasmanyl-TG(O-18:1_17:1_20:2)+NH4,900.83795,615.57105,575.53975
plasmanyl-TG(O-18:1_17:1_20:3)+NH4,898.82235,613.55545,575.53975
plasmanyl-TG(O-18:1_17:1_20:4)+NH4,896.80665,611.53975,575.53975
plasmanyl-TG(O-18:1_17:1_20:5)+NH4,894.79105,609.52415,575.53975
plasmanyl-TG(O-18:1_17:1_21:0)+NH4,918.88495,633.61805,575.53975
plasmanyl-TG(O-18:1_17:1_22:0)+NH4,932.90055,647.63365,575.53975
plasmanyl-TG(O-18:1_17:1_22:1)+NH4,930.88495,645.61805,575.53975
plasmanyl-TG(O-18:1_17:1_22:2)+NH4,928.86925,643.60235,575.53975
plasmanyl-TG(O-18:1_17:1_22:3)+NH4,926.85365,641.58675,575.53975
plasmanyl-TG(O-18:1_17:1_22:4)+NH4,924.83795,639.57105,575.53975
plasmanyl-TG(O-18:1_17:1_22:5)+NH4,922.82235,637.55545,575.53975
plasmanyl-TG(O-18:1_17:1_22:6)+NH4,920.80665,635.53975,575.53975
plasmanyl-TG(O-18:1_17:1_23:0)+NH4,946.91625,661.64935,575.53975
plasmanyl-TG(O-18:1_17:1_24:0)+NH4,960.93185,675.66495,575.53975
plasmanyl-TG(O-18:1_17:1_24:1)+NH4,958.91625,673.64935,575.53975
plasmanyl-TG(O-18:1_17:1_25:0)+NH4,974.94755,689.68065,575.53975
plasmanyl-TG(O-18:1_17:1_26:0)+NH4,988.96315,703.69625,575.53975
plasmanyl-TG(O-18:1_17:2_17:2)+NH4,856.77545,573.52415,573.52415
plasmanyl-TG(O-18:1_17:2_18:0)+NH4,874.82235,591.57105,573.52415
plasmanyl-TG(O-18:1_17:2_18:1)+NH4,872.80675,589.55545,573.52415
plasmanyl-TG(O-18:1_17:2_18:2)+NH4,870.79105,587.53975,573.52415
plasmanyl-TG(O-18:1_17:2_18:3)+NH4,868.77545,585.52415,573.52415
plasmanyl-TG(O-18:1_17:2_18:4)+NH4,866.75975,583.50845,573.52415
plasmanyl-TG(O-18:1_17:2_19:0)+NH4,888.83805,605.58675,573.52415
plasmanyl-TG(O-18:1_17:2_20:0)+NH4,902.85365,619.60235,573.52415
plasmanyl-TG(O-18:1_17:2_20:1)+NH4,900.83805,617.58675,573.52415
plasmanyl-TG(O-18:1_17:2_20:2)+NH4,898.82235,615.57105,573.52415
plasmanyl-TG(O-18:1_17:2_20:3)+NH4,896.80675,613.55545,573.52415
plasmanyl-TG(O-18:1_17:2_20:4)+NH4,894.79105,611.53975,573.52415
plasmanyl-TG(O-18:1_17:2_20:5)+NH4,892.77545,609.52415,573.52415
plasmanyl-TG(O-18:1_17:2_21:0)+NH4,916.86935,633.61805,573.52415
plasmanyl-TG(O-18:1_17:2_22:0)+NH4,930.88495,647.63365,573.52415
plasmanyl-TG(O-18:1_17:2_22:1)+NH4,928.86935,645.61805,573.52415
plasmanyl-TG(O-18:1_17:2_22:2)+NH4,926.85365,643.60235,573.52415
plasmanyl-TG(O-18:1_17:2_22:3)+NH4,924.83805,641.58675,573.52415
plasmanyl-TG(O-18:1_17:2_22:4)+NH4,922.82235,639.57105,573.52415
plasmanyl-TG(O-18:1_17:2_22:5)+NH4,920.80675,637.55545,573.52415
plasmanyl-TG(O-18:1_17:2_22:6)+NH4,918.79105,635.53975,573.52415
plasmanyl-TG(O-18:1_17:2_23:0)+NH4,944.90065,661.64935,573.52415
plasmanyl-TG(O-18:1_17:2_24:0)+NH4,958.91625,675.66495,573.52415
plasmanyl-TG(O-18:1_17:2_24:1)+NH4,956.90065,673.64935,573.52415
plasmanyl-TG(O-18:1_17:2_25:0)+NH4,972.93195,689.68065,573.52415
plasmanyl-TG(O-18:1_17:2_26:0)+NH4,986.94755,703.69625,573.52415
plasmanyl-TG(O-18:1_18:0_18:0)+NH4,892.86925,591.57105,591.57105
plasmanyl-TG(O-18:1_18:0_18:1)+NH4,890.85365,589.55545,591.57105
plasmanyl-TG(O-18:1_18:0_18:2)+NH4,888.83795,587.53975,591.57105
plasmanyl-TG(O-18:1_18:0_18:3)+NH4,886.82235,585.52415,591.57105
plasmanyl-TG(O-18:1_18:0_18:4)+NH4,884.80665,583.50845,591.57105
plasmanyl-TG(O-18:1_18:0_19:0)+NH4,906.88495,605.58675,591.57105
plasmanyl-TG(O-18:1_18:0_20:0)+NH4,920.90055,619.60235,591.57105
plasmanyl-TG(O-18:1_18:0_20:1)+NH4,918.88495,617.58675,591.57105
plasmanyl-TG(O-18:1_18:0_20:2)+NH4,916.86925,615.57105,591.57105
plasmanyl-TG(O-18:1_18:0_20:3)+NH4,914.85365,613.55545,591.57105
plasmanyl-TG(O-18:1_18:0_20:4)+NH4,912.83795,611.53975,591.57105
plasmanyl-TG(O-18:1_18:0_20:5)+NH4,910.82235,609.52415,591.57105
plasmanyl-TG(O-18:1_18:0_21:0)+NH4,934.91625,633.61805,591.57105
plasmanyl-TG(O-18:1_18:0_22:0)+NH4,948.93185,647.63365,591.57105
plasmanyl-TG(O-18:1_18:0_22:1)+NH4,946.91625,645.61805,591.57105
plasmanyl-TG(O-18:1_18:0_22:2)+NH4,944.90055,643.60235,591.57105
plasmanyl-TG(O-18:1_18:0_22:3)+NH4,942.88495,641.58675,591.57105
plasmanyl-TG(O-18:1_18:0_22:4)+NH4,940.86925,639.57105,591.57105
plasmanyl-TG(O-18:1_18:0_22:5)+NH4,938.85365,637.55545,591.57105
plasmanyl-TG(O-18:1_18:0_22:6)+NH4,936.83795,635.53975,591.57105
plasmanyl-TG(O-18:1_18:0_23:0)+NH4,962.94755,661.64935,591.57105
plasmanyl-TG(O-18:1_18:0_24:0)+NH4,976.96315,675.66495,591.57105
plasmanyl-TG(O-18:1_18:0_24:1)+NH4,974.94755,673.64935,591.57105
plasmanyl-TG(O-18:1_18:0_25:0)+NH4,990.97885,689.68065,591.57105
plasmanyl-TG(O-18:1_18:0_26:0)+NH4,1004.99445,703.69625,591.57105
plasmanyl-TG(O-18:1_18:1_18:1)+NH4,888.83805,589.55545,589.55545
plasmanyl-TG(O-18:1_18:1_18:2)+NH4,886.82235,587.53975,589.55545
plasmanyl-TG(O-18:1_18:1_18:3)+NH4,884.80675,585.52415,589.55545
plasmanyl-TG(O-18:1_18:1_18:4)+NH4,882.79105,583.50845,589.55545
plasmanyl-TG(O-18:1_18:1_19:0)+NH4,904.86935,605.58675,589.55545
plasmanyl-TG(O-18:1_18:1_20:0)+NH4,918.88495,619.60235,589.55545
plasmanyl-TG(O-18:1_18:1_20:1)+NH4,916.86935,617.58675,589.55545
plasmanyl-TG(O-18:1_18:1_20:2)+NH4,914.85365,615.57105,589.55545
plasmanyl-TG(O-18:1_18:1_20:3)+NH4,912.83805,613.55545,589.55545
plasmanyl-TG(O-18:1_18:1_20:4)+NH4,910.82235,611.53975,589.55545
plasmanyl-TG(O-18:1_18:1_20:5)+NH4,908.80675,609.52415,589.55545
plasmanyl-TG(O-18:1_18:1_21:0)+NH4,932.90065,633.61805,589.55545
plasmanyl-TG(O-18:1_18:1_22:0)+NH4,946.91625,647.63365,589.55545
plasmanyl-TG(O-18:1_18:1_22:1)+NH4,944.90065,645.61805,589.55545
plasmanyl-TG(O-18:1_18:1_22:2)+NH4,942.88495,643.60235,589.55545
plasmanyl-TG(O-18:1_18:1_22:3)+NH4,940.86935,641.58675,589.55545
plasmanyl-TG(O-18:1_18:1_22:4)+NH4,938.85365,639.57105,589.55545
plasmanyl-TG(O-18:1_18:1_22:5)+NH4,936.83805,637.55545,589.55545
plasmanyl-TG(O-18:1_18:1_22:6)+NH4,934.82235,635.53975,589.55545
plasmanyl-TG(O-18:1_18:1_23:0)+NH4,960.93195,661.64935,589.55545
plasmanyl-TG(O-18:1_18:1_24:0)+NH4,974.94755,675.66495,589.55545
plasmanyl-TG(O-18:1_18:1_24:1)+NH4,972.93195,673.64935,589.55545
plasmanyl-TG(O-18:1_18:1_25:0)+NH4,988.96325,689.68065,589.55545
plasmanyl-TG(O-18:1_18:1_26:0)+NH4,1002.97885,703.69625,589.55545
plasmanyl-TG(O-18:1_18:2_18:2)+NH4,884.80665,587.53975,587.53975
plasmanyl-TG(O-18:1_18:2_18:3)+NH4,882.79105,585.52415,587.53975
plasmanyl-TG(O-18:1_18:2_18:4)+NH4,880.77535,583.50845,587.53975
plasmanyl-TG(O-18:1_18:2_19:0)+NH4,902.85365,605.58675,587.53975
plasmanyl-TG(O-18:1_18:2_20:0)+NH4,916.86925,619.60235,587.53975
plasmanyl-TG(O-18:1_18:2_20:1)+NH4,914.85365,617.58675,587.53975
plasmanyl-TG(O-18:1_18:2_20:2)+NH4,912.83795,615.57105,587.53975
plasmanyl-TG(O-18:1_18:2_20:3)+NH4,910.82235,613.55545,587.53975
plasmanyl-TG(O-18:1_18:2_20:4)+NH4,908.80665,611.53975,587.53975
plasmanyl-TG(O-18:1_18:2_20:5)+NH4,906.79105,609.52415,587.53975
plasmanyl-TG(O-18:1_18:2_21:0)+NH4,930.88495,633.61805,587.53975
plasmanyl-TG(O-18:1_18:2_22:0)+NH4,944.90055,647.63365,587.53975
plasmanyl-TG(O-18:1_18:2_22:1)+NH4,942.88495,645.61805,587.53975
plasmanyl-TG(O-18:1_18:2_22:2)+NH4,940.86925,643.60235,587.53975
plasmanyl-TG(O-18:1_18:2_22:3)+NH4,938.85365,641.58675,587.53975
plasmanyl-TG(O-18:1_18:2_22:4)+NH4,936.83795,639.57105,587.53975
plasmanyl-TG(O-18:1_18:2_22:5)+NH4,934.82235,637.55545,587.53975
plasmanyl-TG(O-18:1_18:2_22:6)+NH4,932.80665,635.53975,587.53975
plasmanyl-TG(O-18:1_18:2_23:0)+NH4,958.91625,661.64935,587.53975
plasmanyl-TG(O-18:1_18:2_24:0)+NH4,972.93185,675.66495,587.53975
plasmanyl-TG(O-18:1_18:2_24:1)+NH4,970.91625,673.64935,587.53975
plasmanyl-TG(O-18:1_18:2_25:0)+NH4,986.94755,689.68065,587.53975
plasmanyl-TG(O-18:1_18:2_26:0)+NH4,1000.96315,703.69625,587.53975
plasmanyl-TG(O-18:1_18:3_18:3)+NH4,880.77545,585.52415,585.52415
plasmanyl-TG(O-18:1_18:3_18:4)+NH4,878.75975,583.50845,585.52415
plasmanyl-TG(O-18:1_18:3_19:0)+NH4,900.83805,605.58675,585.52415
plasmanyl-TG(O-18:1_18:3_20:0)+NH4,914.85365,619.60235,585.52415
plasmanyl-TG(O-18:1_18:3_20:1)+NH4,912.83805,617.58675,585.52415
plasmanyl-TG(O-18:1_18:3_20:2)+NH4,910.82235,615.57105,585.52415
plasmanyl-TG(O-18:1_18:3_20:3)+NH4,908.80675,613.55545,585.52415
plasmanyl-TG(O-18:1_18:3_20:4)+NH4,906.79105,611.53975,585.52415
plasmanyl-TG(O-18:1_18:3_20:5)+NH4,904.77545,609.52415,585.52415
plasmanyl-TG(O-18:1_18:3_21:0)+NH4,928.86935,633.61805,585.52415
plasmanyl-TG(O-18:1_18:3_22:0)+NH4,942.88495,647.63365,585.52415
plasmanyl-TG(O-18:1_18:3_22:1)+NH4,940.86935,645.61805,585.52415
plasmanyl-TG(O-18:1_18:3_22:2)+NH4,938.85365,643.60235,585.52415
plasmanyl-TG(O-18:1_18:3_22:3)+NH4,936.83805,641.58675,585.52415
plasmanyl-TG(O-18:1_18:3_22:4)+NH4,934.82235,639.57105,585.52415
plasmanyl-TG(O-18:1_18:3_22:5)+NH4,932.80675,637.55545,585.52415
plasmanyl-TG(O-18:1_18:3_22:6)+NH4,930.79105,635.53975,585.52415
plasmanyl-TG(O-18:1_18:3_23:0)+NH4,956.90065,661.64935,585.52415
plasmanyl-TG(O-18:1_18:3_24:0)+NH4,970.91625,675.66495,585.52415
plasmanyl-TG(O-18:1_18:3_24:1)+NH4,968.90065,673.64935,585.52415
plasmanyl-TG(O-18:1_18:3_25:0)+NH4,984.93195,689.68065,585.52415
plasmanyl-TG(O-18:1_18:3_26:0)+NH4,998.94755,703.69625,585.52415
plasmanyl-TG(O-18:1_18:4_18:4)+NH4,876.74405,583.50845,583.50845
plasmanyl-TG(O-18:1_18:4_19:0)+NH4,898.82235,605.58675,583.50845
plasmanyl-TG(O-18:1_18:4_20:0)+NH4,912.83795,619.60235,583.50845
plasmanyl-TG(O-18:1_18:4_20:1)+NH4,910.82235,617.58675,583.50845
plasmanyl-TG(O-18:1_18:4_20:2)+NH4,908.80665,615.57105,583.50845
plasmanyl-TG(O-18:1_18:4_20:3)+NH4,906.79105,613.55545,583.50845
plasmanyl-TG(O-18:1_18:4_20:4)+NH4,904.77535,611.53975,583.50845
plasmanyl-TG(O-18:1_18:4_20:5)+NH4,902.75975,609.52415,583.50845
plasmanyl-TG(O-18:1_18:4_21:0)+NH4,926.85365,633.61805,583.50845
plasmanyl-TG(O-18:1_18:4_22:0)+NH4,940.86925,647.63365,583.50845
plasmanyl-TG(O-18:1_18:4_22:1)+NH4,938.85365,645.61805,583.50845
plasmanyl-TG(O-18:1_18:4_22:2)+NH4,936.83795,643.60235,583.50845
plasmanyl-TG(O-18:1_18:4_22:3)+NH4,934.82235,641.58675,583.50845
plasmanyl-TG(O-18:1_18:4_22:4)+NH4,932.80665,639.57105,583.50845
plasmanyl-TG(O-18:1_18:4_22:5)+NH4,930.79105,637.55545,583.50845
plasmanyl-TG(O-18:1_18:4_22:6)+NH4,928.77535,635.53975,583.50845
plasmanyl-TG(O-18:1_18:4_23:0)+NH4,954.88495,661.64935,583.50845
plasmanyl-TG(O-18:1_18:4_24:0)+NH4,968.90055,675.66495,583.50845
plasmanyl-TG(O-18:1_18:4_24:1)+NH4,966.88495,673.64935,583.50845
plasmanyl-TG(O-18:1_18:4_25:0)+NH4,982.91625,689.68065,583.50845
plasmanyl-TG(O-18:1_18:4_26:0)+NH4,996.93185,703.69625,583.50845
plasmanyl-TG(O-18:1_19:0_19:0)+NH4,920.90065,605.58675,605.58675
plasmanyl-TG(O-18:1_19:0_20:0)+NH4,934.91625,619.60235,605.58675
plasmanyl-TG(O-18:1_19:0_20:1)+NH4,932.90065,617.58675,605.58675
plasmanyl-TG(O-18:1_19:0_20:2)+NH4,930.88495,615.57105,605.58675
plasmanyl-TG(O-18:1_19:0_20:3)+NH4,928.86935,613.55545,605.58675
plasmanyl-TG(O-18:1_19:0_20:4)+NH4,926.85365,611.53975,605.58675
plasmanyl-TG(O-18:1_19:0_20:5)+NH4,924.83805,609.52415,605.58675
plasmanyl-TG(O-18:1_19:0_21:0)+NH4,948.93195,633.61805,605.58675
plasmanyl-TG(O-18:1_19:0_22:0)+NH4,962.94755,647.63365,605.58675
plasmanyl-TG(O-18:1_19:0_22:1)+NH4,960.93195,645.61805,605.58675
plasmanyl-TG(O-18:1_19:0_22:2)+NH4,958.91625,643.60235,605.58675
plasmanyl-TG(O-18:1_19:0_22:3)+NH4,956.90065,641.58675,605.58675
plasmanyl-TG(O-18:1_19:0_22:4)+NH4,954.88495,639.57105,605.58675
plasmanyl-TG(O-18:1_19:0_22:5)+NH4,952.86935,637.55545,605.58675
plasmanyl-TG(O-18:1_19:0_22:6)+NH4,950.85365,635.53975,605.58675
plasmanyl-TG(O-18:1_19:0_23:0)+NH4,976.96325,661.64935,605.58675
plasmanyl-TG(O-18:1_19:0_24:0)+NH4,990.97885,675.66495,605.58675
plasmanyl-TG(O-18:1_19:0_24:1)+NH4,988.96325,673.64935,605.58675
plasmanyl-TG(O-18:1_19:0_25:0)+NH4,1004.99455,689.68065,605.58675
plasmanyl-TG(O-18:1_19:0_26:0)+NH4,1019.01015,703.69625,605.58675
plasmanyl-TG(O-18:1_20:0_20:0)+NH4,948.93185,619.60235,619.60235
plasmanyl-TG(O-18:1_20:0_20:1)+NH4,946.91625,617.58675,619.60235
plasmanyl-TG(O-18:1_20:0_20:2)+NH4,944.90055,615.57105,619.60235
plasmanyl-TG(O-18:1_20:0_20:3)+NH4,942.88495,613.55545,619.60235
plasmanyl-TG(O-18:1_20:0_20:4)+NH4,940.86925,611.53975,619.60235
plasmanyl-TG(O-18:1_20:0_20:5)+NH4,938.85365,609.52415,619.60235
plasmanyl-TG(O-18:1_20:0_21:0)+NH4,962.94755,633.61805,619.60235
plasmanyl-TG(O-18:1_20:0_22:0)+NH4,976.96315,647.63365,619.60235
plasmanyl-TG(O-18:1_20:0_22:1)+NH4,974.94755,645.61805,619.60235
plasmanyl-TG(O-18:1_20:0_22:2)+NH4,972.93185,643.60235,619.60235
plasmanyl-TG(O-18:1_20:0_22:3)+NH4,970.91625,641.58675,619.60235
plasmanyl-TG(O-18:1_20:0_22:4)+NH4,968.90055,639.57105,619.60235
plasmanyl-TG(O-18:1_20:0_22:5)+NH4,966.88495,637.55545,619.60235
plasmanyl-TG(O-18:1_20:0_22:6)+NH4,964.86925,635.53975,619.60235
plasmanyl-TG(O-18:1_20:0_23:0)+NH4,990.97885,661.64935,619.60235
plasmanyl-TG(O-18:1_20:0_24:0)+NH4,1004.99445,675.66495,619.60235
plasmanyl-TG(O-18:1_20:0_24:1)+NH4,1002.97885,673.64935,619.60235
