PMeOH,[M+NH4]+,[M-CH5O4P+H]+,NL of SN1+H2O,NL of SN2+H2O,[M-SN1-112+H]+,[M-SN2-112+H]+,SN2-H2O,SN1-H2O,[C4H9O5P+H]+
PMeOH(19:0_22:6)+NH4,794.56952,665.5504,479.2559,449.3028,385.2739,355.3208,311.2368,281.2837,169.026
PMeOH(19:0_23:0)+NH4,820.67902,691.6599,505.3654,449.3028,411.3834,355.3208,337.3463,281.2837,169.026
PMeOH(19:0_24:0)+NH4,834.69462,705.6755,519.381,449.3029,425.3991,355.3209,351.3619,281.2837,169.026
PMeOH(19:0_24:1)+NH4,832.67902,703.6599,517.3654,449.3028,423.3834,355.3208,349.3463,281.2837,169.026
PMeOH(19:0_24:2)+NH4,830.66332,701.6442,515.3498,449.3029,421.3678,355.3209,347.3306,281.2837,169.026
PMeOH(19:0_24:4)+NH4,826.63202,697.6129,511.3185,449.3028,417.3365,355.3209,343.2993,281.2837,169.026
PMeOH(19:0_25:0)+NH4,848.71032,719.6912,533.3968,449.3029,439.4148,355.321,365.3776,281.2837,169.026
PMeOH(19:0_26:0)+NH4,862.72592,733.7068,547.4124,449.3029,453.4304,355.3209,379.3932,281.2837,169.026
PMeOH(19:0_26:1)+NH4,860.71032,731.6912,545.3968,449.3029,451.4148,355.321,377.3776,281.2837,169.026
PMeOH(19:0_26:2)+NH4,858.69462,729.6755,543.381,449.3029,449.3991,355.3209,375.3619,281.2837,169.026
PMeOH(19:0_26:4)+NH4,854.66332,725.6442,539.3498,449.3029,445.3678,355.3209,371.3306,281.2837,169.026
PMeOH(19:0_27:0)+NH4,876.74162,747.7225,561.428,449.3029,467.4461,355.321,393.4088,281.2837,169.026
PMeOH(19:1_19:1)+NH4,760.58512,631.566,447.2872,447.2872,353.3052,353.3052,279.2681,279.2681,169.026
PMeOH(19:1_19:2)+NH4,758.56952,629.5504,445.2715,447.2871,351.2895,353.3052,277.2524,279.2681,169.026
PMeOH(20:0_19:1)+NH4,776.61652,647.5974,447.2872,463.3185,353.3052,369.3365,279.2681,295.2993,169.026
PMeOH(19:1_20:1)+NH4,774.60072,645.5816,461.3028,447.2872,367.3208,353.3052,293.2837,279.2681,169.026
PMeOH(19:1_20:2)+NH4,772.58512,643.566,459.2872,447.2872,365.3052,353.3052,291.2681,279.2681,169.026
PMeOH(19:1_20:3)+NH4,770.56952,641.5504,457.2715,447.2871,363.2895,353.3052,289.2524,279.2681,169.026
PMeOH(19:1_20:4)+NH4,768.55382,639.5347,455.2559,447.2872,361.2739,353.3052,287.2368,279.2681,169.026
PMeOH(19:1_20:5)+NH4,766.53812,637.519,453.2402,447.2871,359.2582,353.3051,285.2212,279.2681,169.026
PMeOH(21:0_19:1)+NH4,790.63202,661.6129,447.2872,477.3341,353.3052,383.3521,279.2681,309.315,169.026
PMeOH(19:1_21:1)+NH4,788.61652,659.5974,475.3185,447.2872,381.3365,353.3052,307.2993,279.2681,169.026
PMeOH(19:1_21:2)+NH4,786.60072,657.5816,473.3028,447.2872,379.3208,353.3052,305.2837,279.2681,169.026
PMeOH(22:0_19:1)+NH4,804.64762,675.6285,447.2871,491.3497,353.3052,397.3677,279.2681,323.3306,169.026
PMeOH(19:1_22:1)+NH4,802.63202,673.6129,489.3341,447.2872,395.3521,353.3052,321.315,279.2681,169.026
PMeOH(19:1_22:2)+NH4,800.61652,671.5974,487.3185,447.2872,393.3365,353.3052,319.2993,279.2681,169.026
PMeOH(19:1_22:3)+NH4,798.60072,669.5816,485.3028,447.2872,391.3208,353.3052,317.2837,279.2681,169.026
PMeOH(19:1_22:4)+NH4,796.58512,667.566,483.2872,447.2872,389.3052,353.3052,315.2681,279.2681,169.026
PMeOH(19:1_22:5)+NH4,794.56952,665.5504,481.2715,447.2871,387.2895,353.3052,313.2524,279.2681,169.026
PMeOH(19:1_22:6)+NH4,792.55382,663.5347,479.2559,447.2872,385.2739,353.3052,311.2368,279.2681,169.026
PMeOH(23:0_19:1)+NH4,818.66332,689.6442,447.2872,505.3654,353.3052,411.3834,279.2681,337.3463,169.026
PMeOH(24:0_19:1)+NH4,832.67902,703.6599,447.2872,519.381,353.3052,425.399,279.2681,351.3619,169.026
PMeOH(19:1_24:1)+NH4,830.66332,701.6442,517.3654,447.2872,423.3834,353.3052,349.3463,279.2681,169.026
PMeOH(19:1_24:2)+NH4,828.64762,699.6285,515.3497,447.2871,421.3677,353.3052,347.3306,279.2681,169.026
PMeOH(19:1_24:4)+NH4,824.61652,695.5974,511.3185,447.2872,417.3365,353.3052,343.2993,279.2681,169.026
PMeOH(25:0_19:1)+NH4,846.69462,717.6755,447.2872,533.3967,353.3052,439.4147,279.2681,365.3776,169.026
PMeOH(26:0_19:1)+NH4,860.71032,731.6912,447.2873,547.4124,353.3053,453.4304,279.2681,379.3932,169.026
PMeOH(19:1_26:1)+NH4,858.69462,729.6755,545.3967,447.2872,451.4147,353.3052,377.3776,279.2681,169.026
PMeOH(19:1_26:2)+NH4,856.67902,727.6599,543.381,447.2872,449.399,353.3052,375.3619,279.2681,169.026
PMeOH(19:1_26:4)+NH4,852.64762,723.6285,539.3497,447.2871,445.3677,353.3052,371.3306,279.2681,169.026
PMeOH(27:0_19:1)+NH4,874.72592,745.7068,447.2873,561.428,353.3053,467.446,279.2681,393.4088,169.026
PMeOH(19:2_19:2)+NH4,756.55382,627.5347,445.2715,445.2715,351.2896,351.2896,277.2524,277.2524,169.026
PMeOH(20:0_19:2)+NH4,774.60072,645.5816,445.2715,463.3185,351.2896,369.3365,277.2524,295.2993,169.026
PMeOH(20:1_19:2)+NH4,772.58512,643.566,445.2716,461.3029,351.2896,367.3209,277.2524,293.2837,169.026
PMeOH(19:2_20:2)+NH4,770.56952,641.5504,459.2871,445.2715,365.3052,351.2895,291.2681,277.2524,169.026
PMeOH(19:2_20:3)+NH4,768.55382,639.5347,457.2715,445.2715,363.2896,351.2896,289.2524,277.2524,169.026
PMeOH(19:2_20:4)+NH4,766.53812,637.519,455.2559,445.2715,361.2739,351.2895,287.2368,277.2524,169.026
PMeOH(19:2_20:5)+NH4,764.52252,635.5034,453.2401,445.2714,359.2582,351.2895,285.2212,277.2524,169.026
PMeOH(21:0_19:2)+NH4,788.61652,659.5974,445.2716,477.3341,351.2896,383.3522,277.2524,309.315,169.026
PMeOH(21:1_19:2)+NH4,786.60072,657.5816,445.2715,475.3185,351.2896,381.3365,277.2524,307.2993,169.026
PMeOH(19:2_21:2)+NH4,784.58512,655.566,473.3029,445.2716,379.3209,351.2896,305.2837,277.2524,169.026
PMeOH(22:0_19:2)+NH4,802.63202,673.6129,445.2715,491.3498,351.2896,397.3678,277.2524,323.3306,169.026
PMeOH(22:1_19:2)+NH4,800.61652,671.5974,445.2716,489.3341,351.2896,395.3522,277.2524,321.315,169.026
PMeOH(19:2_22:2)+NH4,798.60072,669.5816,487.3185,445.2715,393.3365,351.2896,319.2993,277.2524,169.026
PMeOH(19:2_22:3)+NH4,796.58512,667.566,485.3029,445.2716,391.3209,351.2896,317.2837,277.2524,169.026
PMeOH(19:2_22:4)+NH4,794.56952,665.5504,483.2871,445.2715,389.3052,351.2895,315.2681,277.2524,169.026
PMeOH(19:2_22:5)+NH4,792.55382,663.5347,481.2715,445.2715,387.2896,351.2896,313.2524,277.2524,169.026
PMeOH(19:2_22:6)+NH4,790.53812,661.519,479.2559,445.2715,385.2739,351.2895,311.2368,277.2524,169.026
PMeOH(23:0_19:2)+NH4,816.64762,687.6285,445.2715,505.3654,351.2895,411.3834,277.2524,337.3463,169.026
PMeOH(24:0_19:2)+NH4,830.66332,701.6442,445.2716,519.381,351.2896,425.3991,277.2524,351.3619,169.026
PMeOH(24:1_19:2)+NH4,828.64762,699.6285,445.2715,517.3654,351.2895,423.3834,277.2524,349.3463,169.026
PMeOH(19:2_24:2)+NH4,826.63202,697.6129,515.3497,445.2715,421.3678,351.2896,347.3306,277.2524,169.026
PMeOH(19:2_24:4)+NH4,822.60072,693.5816,511.3185,445.2715,417.3365,351.2896,343.2993,277.2524,169.026
PMeOH(25:0_19:2)+NH4,844.67902,715.6599,445.2715,533.3967,351.2896,439.4147,277.2524,365.3776,169.026
PMeOH(26:0_19:2)+NH4,858.69462,729.6755,445.2716,547.4124,351.2896,453.4304,277.2524,379.3932,169.026
PMeOH(26:1_19:2)+NH4,856.67902,727.6599,445.2715,545.3967,351.2896,451.4147,277.2524,377.3776,169.026
PMeOH(19:2_26:2)+NH4,854.66332,725.6442,543.381,445.2716,449.3991,351.2896,375.3619,277.2524,169.026
PMeOH(19:2_26:4)+NH4,850.63202,721.6129,539.3497,445.2715,445.3678,351.2896,371.3306,277.2524,169.026
PMeOH(27:0_19:2)+NH4,872.71032,743.6912,445.2716,561.428,351.2897,467.4461,277.2524,393.4088,169.026
PMeOH(20:0_20:0)+NH4,792.64762,663.6285,463.3184,463.3184,369.3365,369.3365,295.2993,295.2993,169.026
PMeOH(20:0_20:1)+NH4,790.63202,661.6129,461.3028,463.3185,367.3209,369.3365,293.2837,295.2993,169.026
PMeOH(20:0_20:2)+NH4,788.61652,659.5974,459.2872,463.3185,365.3052,369.3365,291.2681,295.2993,169.026
PMeOH(20:0_20:3)+NH4,786.60072,657.5816,457.2715,463.3185,363.2896,369.3365,289.2524,295.2993,169.026
PMeOH(20:0_20:4)+NH4,784.58512,655.566,455.2559,463.3185,361.274,369.3365,287.2368,295.2993,169.026
PMeOH(20:0_20:5)+NH4,782.56952,653.5504,453.2402,463.3184,359.2582,369.3365,285.2212,295.2993,169.026
PMeOH(20:0_21:0)+NH4,806.66332,677.6442,477.3341,463.3185,383.3521,369.3365,309.315,295.2993,169.026
PMeOH(20:0_21:1)+NH4,804.64762,675.6285,475.3184,463.3184,381.3365,369.3365,307.2993,295.2993,169.026
PMeOH(20:0_21:2)+NH4,802.63202,673.6129,473.3028,463.3185,379.3209,369.3365,305.2837,295.2993,169.026
PMeOH(20:0_22:0)+NH4,820.67902,691.6599,491.3497,463.3185,397.3677,369.3365,323.3306,295.2993,169.026
PMeOH(20:0_22:1)+NH4,818.66332,689.6442,489.3341,463.3185,395.3521,369.3365,321.315,295.2993,169.026
PMeOH(20:0_22:2)+NH4,816.64762,687.6285,487.3184,463.3184,393.3365,369.3365,319.2993,295.2993,169.026
PMeOH(20:0_22:3)+NH4,814.63202,685.6129,485.3028,463.3185,391.3209,369.3365,317.2837,295.2993,169.026
PMeOH(20:0_22:4)+NH4,812.61652,683.5974,483.2872,463.3185,389.3052,369.3365,315.2681,295.2993,169.026
PMeOH(20:0_22:5)+NH4,810.60072,681.5816,481.2715,463.3185,387.2896,369.3365,313.2524,295.2993,169.026
PMeOH(20:0_22:6)+NH4,808.58512,679.566,479.2559,463.3185,385.274,369.3365,311.2368,295.2993,169.026
PMeOH(20:0_23:0)+NH4,834.69462,705.6755,505.3654,463.3185,411.3835,369.3365,337.3463,295.2993,169.026
PMeOH(20:0_24:0)+NH4,848.71032,719.6912,519.3811,463.3186,425.3991,369.3366,351.3619,295.2993,169.026
PMeOH(20:0_24:1)+NH4,846.69462,717.6755,517.3654,463.3185,423.3835,369.3365,349.3463,295.2993,169.026
PMeOH(20:0_24:2)+NH4,844.67902,715.6599,515.3497,463.3185,421.3677,369.3365,347.3306,295.2993,169.026
PMeOH(20:0_24:4)+NH4,840.64762,711.6285,511.3184,463.3184,417.3365,369.3365,343.2993,295.2993,169.026
PMeOH(20:0_25:0)+NH4,862.72592,733.7068,533.3967,463.3185,439.4148,369.3365,365.3776,295.2993,169.026
PMeOH(20:0_26:0)+NH4,876.74162,747.7225,547.4124,463.3186,453.4305,369.3366,379.3932,295.2993,169.026
PMeOH(20:0_26:1)+NH4,874.72592,745.7068,545.3967,463.3185,451.4148,369.3365,377.3776,295.2993,169.026
PMeOH(20:0_26:2)+NH4,872.71032,743.6912,543.3811,463.3186,449.3991,369.3366,375.3619,295.2993,169.026
PMeOH(20:0_26:4)+NH4,868.67902,739.6599,539.3497,463.3185,445.3677,369.3365,371.3306,295.2993,169.026
PMeOH(20:0_27:0)+NH4,890.75732,761.7382,561.428,463.3185,467.446,369.3366,393.4088,295.2993,169.026
PMeOH(20:1_20:1)+NH4,788.61652,659.5974,461.3029,461.3029,367.3209,367.3209,293.2837,293.2837,169.026
PMeOH(20:1_20:2)+NH4,786.60072,657.5816,459.2872,461.3028,365.3052,367.3208,291.2681,293.2837,169.026
PMeOH(20:1_20:3)+NH4,784.58512,655.566,457.2716,461.3029,363.2896,367.3209,289.2524,293.2837,169.026
PMeOH(20:1_20:4)+NH4,782.56952,653.5504,455.2559,461.3028,361.2739,367.3208,287.2368,293.2837,169.026
PMeOH(20:1_20:5)+NH4,780.55382,651.5347,453.2403,461.3028,359.2583,367.3209,285.2212,293.2837,169.026
PMeOH(21:0_20:1)+NH4,804.64762,675.6285,461.3028,477.3341,367.3208,383.3521,293.2837,309.315,169.026
PMeOH(20:1_21:1)+NH4,802.63202,673.6129,475.3185,461.3028,381.3365,367.3209,307.2993,293.2837,169.026
PMeOH(20:1_21:2)+NH4,800.61652,671.5974,473.3029,461.3029,379.3209,367.3209,305.2837,293.2837,169.026
PMeOH(22:0_20:1)+NH4,818.66332,689.6442,461.3029,491.3498,367.3209,397.3678,293.2837,323.3306,169.026
PMeOH(20:1_22:1)+NH4,816.64762,687.6285,489.3341,461.3028,395.3521,367.3208,321.315,293.2837,169.026
PMeOH(20:1_22:2)+NH4,814.63202,685.6129,487.3185,461.3028,393.3365,367.3209,319.2993,293.2837,169.026
PMeOH(20:1_22:3)+NH4,812.61652,683.5974,485.3029,461.3029,391.3209,367.3209,317.2837,293.2837,169.026
PMeOH(20:1_22:4)+NH4,810.60072,681.5816,483.2872,461.3028,389.3052,367.3208,315.2681,293.2837,169.026
PMeOH(20:1_22:5)+NH4,808.58512,679.566,481.2716,461.3029,387.2896,367.3209,313.2524,293.2837,169.026
PMeOH(20:1_22:6)+NH4,806.56952,677.5504,479.2559,461.3028,385.2739,367.3208,311.2368,293.2837,169.026
PMeOH(23:0_20:1)+NH4,832.67902,703.6599,461.3028,505.3654,367.3208,411.3834,293.2837,337.3463,169.026
PMeOH(24:0_20:1)+NH4,846.69462,717.6755,461.3029,519.381,367.3209,425.3991,293.2837,351.3619,169.026
PMeOH(20:1_24:1)+NH4,844.67902,715.6599,517.3654,461.3028,423.3834,367.3208,349.3463,293.2837,169.026
PMeOH(20:1_24:2)+NH4,842.66332,713.6442,515.3498,461.3029,421.3678,367.3209,347.3306,293.2837,169.026
PMeOH(20:1_24:4)+NH4,838.63202,709.6129,511.3185,461.3028,417.3365,367.3209,343.2993,293.2837,169.026
PMeOH(25:0_20:1)+NH4,860.71032,731.6912,461.3029,533.3968,367.321,439.4148,293.2837,365.3776,169.026
PMeOH(26:0_20:1)+NH4,874.72592,745.7068,461.3029,547.4124,367.3209,453.4304,293.2837,379.3932,169.026
PMeOH(20:1_26:1)+NH4,872.71032,743.6912,545.3968,461.3029,451.4148,367.321,377.3776,293.2837,169.026
PMeOH(20:1_26:2)+NH4,870.69462,741.6755,543.381,461.3029,449.3991,367.3209,375.3619,293.2837,169.026
PMeOH(20:1_26:4)+NH4,866.66332,737.6442,539.3498,461.3029,445.3678,367.3209,371.3306,293.2837,169.026
PMeOH(27:0_20:1)+NH4,888.74162,759.7225,461.3029,561.428,367.321,467.4461,293.2837,393.4088,169.026
PMeOH(20:2_20:2)+NH4,784.58512,655.566,459.2872,459.2872,365.3052,365.3052,291.2681,291.2681,169.026
PMeOH(20:2_20:3)+NH4,782.56952,653.5504,457.2715,459.2871,363.2895,365.3052,289.2524,291.2681,169.026
PMeOH(20:2_20:4)+NH4,780.55382,651.5347,455.2559,459.2872,361.2739,365.3052,287.2368,291.2681,169.026
PMeOH(20:2_20:5)+NH4,778.53812,649.519,453.2402,459.2871,359.2582,365.3051,285.2212,291.2681,169.026
PMeOH(21:0_20:2)+NH4,802.63202,673.6129,459.2872,477.3341,365.3052,383.3521,291.2681,309.315,169.026
PMeOH(21:1_20:2)+NH4,800.61652,671.5974,459.2872,475.3185,365.3052,381.3365,291.2681,307.2993,169.026
PMeOH(20:2_21:2)+NH4,798.60072,669.5816,473.3028,459.2872,379.3208,365.3052,305.2837,291.2681,169.026
PMeOH(22:0_20:2)+NH4,816.64762,687.6285,459.2871,491.3497,365.3052,397.3677,291.2681,323.3306,169.026
PMeOH(22:1_20:2)+NH4,814.63202,685.6129,459.2872,489.3341,365.3052,395.3521,291.2681,321.315,169.026
PMeOH(20:2_22:2)+NH4,812.61652,683.5974,487.3185,459.2872,393.3365,365.3052,319.2993,291.2681,169.026
PMeOH(20:2_22:3)+NH4,810.60072,681.5816,485.3028,459.2872,391.3208,365.3052,317.2837,291.2681,169.026
PMeOH(20:2_22:4)+NH4,808.58512,679.566,483.2872,459.2872,389.3052,365.3052,315.2681,291.2681,169.026
PMeOH(20:2_22:5)+NH4,806.56952,677.5504,481.2715,459.2871,387.2895,365.3052,313.2524,291.2681,169.026
PMeOH(20:2_22:6)+NH4,804.55382,675.5347,479.2559,459.2872,385.2739,365.3052,311.2368,291.2681,169.026
PMeOH(23:0_20:2)+NH4,830.66332,701.6442,459.2872,505.3654,365.3052,411.3834,291.2681,337.3463,169.026
PMeOH(24:0_20:2)+NH4,844.67902,715.6599,459.2872,519.381,365.3052,425.399,291.2681,351.3619,169.026
PMeOH(24:1_20:2)+NH4,842.66332,713.6442,459.2872,517.3654,365.3052,423.3834,291.2681,349.3463,169.026
PMeOH(20:2_24:2)+NH4,840.64762,711.6285,515.3497,459.2871,421.3677,365.3052,347.3306,291.2681,169.026
PMeOH(20:2_24:4)+NH4,836.61652,707.5974,511.3185,459.2872,417.3365,365.3052,343.2993,291.2681,169.026
PMeOH(25:0_20:2)+NH4,858.69462,729.6755,459.2872,533.3967,365.3052,439.4147,291.2681,365.3776,169.026
PMeOH(26:0_20:2)+NH4,872.71032,743.6912,459.2873,547.4124,365.3053,453.4304,291.2681,379.3932,169.026
PMeOH(26:1_20:2)+NH4,870.69462,741.6755,459.2872,545.3967,365.3052,451.4147,291.2681,377.3776,169.026
PMeOH(20:2_26:2)+NH4,868.67902,739.6599,543.381,459.2872,449.399,365.3052,375.3619,291.2681,169.026
PMeOH(20:2_26:4)+NH4,864.64762,735.6285,539.3497,459.2871,445.3677,365.3052,371.3306,291.2681,169.026
PMeOH(27:0_20:2)+NH4,886.72592,757.7068,459.2873,561.428,365.3053,467.446,291.2681,393.4088,169.026
PMeOH(20:3_20:3)+NH4,780.55382,651.5347,457.2715,457.2715,363.2896,363.2896,289.2524,289.2524,169.026
PMeOH(20:3_20:4)+NH4,778.53812,649.519,455.2559,457.2715,361.2739,363.2895,287.2368,289.2524,169.026
PMeOH(20:3_20:5)+NH4,776.52252,647.5034,453.2401,457.2714,359.2582,363.2895,285.2212,289.2524,169.026
PMeOH(21:0_20:3)+NH4,800.61652,671.5974,457.2716,477.3341,363.2896,383.3522,289.2524,309.315,169.026
PMeOH(21:1_20:3)+NH4,798.60072,669.5816,457.2715,475.3185,363.2896,381.3365,289.2524,307.2993,169.026
PMeOH(21:2_20:3)+NH4,796.58512,667.566,457.2716,473.3029,363.2896,379.3209,289.2524,305.2837,169.026
PMeOH(22:0_20:3)+NH4,814.63202,685.6129,457.2715,491.3498,363.2896,397.3678,289.2524,323.3306,169.026
PMeOH(22:1_20:3)+NH4,812.61652,683.5974,457.2716,489.3341,363.2896,395.3522,289.2524,321.315,169.026
PMeOH(22:2_20:3)+NH4,810.60072,681.5816,457.2715,487.3185,363.2896,393.3365,289.2524,319.2993,169.026
PMeOH(20:3_22:3)+NH4,808.58512,679.566,485.3029,457.2716,391.3209,363.2896,317.2837,289.2524,169.026
PMeOH(20:3_22:4)+NH4,806.56952,677.5504,483.2871,457.2715,389.3052,363.2895,315.2681,289.2524,169.026
PMeOH(20:3_22:5)+NH4,804.55382,675.5347,481.2715,457.2715,387.2896,363.2896,313.2524,289.2524,169.026
PMeOH(20:3_22:6)+NH4,802.53812,673.519,479.2559,457.2715,385.2739,363.2895,311.2368,289.2524,169.026
PMeOH(23:0_20:3)+NH4,828.64762,699.6285,457.2715,505.3654,363.2895,411.3834,289.2524,337.3463,169.026
PMeOH(24:0_20:3)+NH4,842.66332,713.6442,457.2716,519.381,363.2896,425.3991,289.2524,351.3619,169.026
PMeOH(24:1_20:3)+NH4,840.64762,711.6285,457.2715,517.3654,363.2895,423.3834,289.2524,349.3463,169.026
PMeOH(24:2_20:3)+NH4,838.63202,709.6129,457.2715,515.3497,363.2896,421.3678,289.2524,347.3306,169.026
PMeOH(20:3_24:4)+NH4,834.60072,705.5816,511.3185,457.2715,417.3365,363.2896,343.2993,289.2524,169.026
PMeOH(25:0_20:3)+NH4,856.67902,727.6599,457.2715,533.3967,363.2896,439.4147,289.2524,365.3776,169.026
PMeOH(26:0_20:3)+NH4,870.69462,741.6755,457.2716,547.4124,363.2896,453.4304,289.2524,379.3932,169.026
PMeOH(26:1_20:3)+NH4,868.67902,739.6599,457.2715,545.3967,363.2896,451.4147,289.2524,377.3776,169.026
PMeOH(26:2_20:3)+NH4,866.66332,737.6442,457.2716,543.381,363.2896,449.3991,289.2524,375.3619,169.026
PMeOH(20:3_26:4)+NH4,862.63202,733.6129,539.3497,457.2715,445.3678,363.2896,371.3306,289.2524,169.026
PMeOH(27:0_20:3)+NH4,884.71032,755.6912,457.2716,561.428,363.2897,467.4461,289.2524,393.4088,169.026
PMeOH(20:4_20:4)+NH4,776.52252,647.5034,455.2558,455.2558,361.2738,361.2738,287.2368,287.2368,169.026
PMeOH(20:4_20:5)+NH4,774.50682,645.4877,453.2402,455.2558,359.2582,361.2739,285.2212,287.2368,169.026
PMeOH(21:0_20:4)+NH4,798.60072,669.5816,455.2559,477.3341,361.2739,383.3521,287.2368,309.315,169.026
PMeOH(21:1_20:4)+NH4,796.58512,667.566,455.2559,475.3185,361.274,381.3365,287.2368,307.2993,169.026
PMeOH(21:2_20:4)+NH4,794.56952,665.5504,455.2559,473.3028,361.2739,379.3208,287.2368,305.2837,169.026
PMeOH(22:0_20:4)+NH4,812.61652,683.5974,455.256,491.3498,361.274,397.3678,287.2368,323.3306,169.026
PMeOH(22:1_20:4)+NH4,810.60072,681.5816,455.2559,489.3341,361.2739,395.3521,287.2368,321.315,169.026
PMeOH(22:2_20:4)+NH4,808.58512,679.566,455.2559,487.3185,361.274,393.3365,287.2368,319.2993,169.026
PMeOH(22:3_20:4)+NH4,806.56952,677.5504,455.2559,485.3028,361.2739,391.3208,287.2368,317.2837,169.026
PMeOH(20:4_22:4)+NH4,804.55382,675.5347,483.2872,455.2559,389.3052,361.2739,315.2681,287.2368,169.026
PMeOH(20:4_22:5)+NH4,802.53812,673.519,481.2715,455.2559,387.2895,361.2739,313.2524,287.2368,169.026
PMeOH(20:4_22:6)+NH4,800.52252,671.5034,479.2558,455.2558,385.2738,361.2738,311.2368,287.2368,169.026
PMeOH(23:0_20:4)+NH4,826.63202,697.6129,455.2559,505.3654,361.2739,411.3834,287.2368,337.3463,169.026
PMeOH(24:0_20:4)+NH4,840.64762,711.6285,455.2559,519.381,361.2739,425.399,287.2368,351.3619,169.026
PMeOH(24:1_20:4)+NH4,838.63202,709.6129,455.2559,517.3654,361.2739,423.3834,287.2368,349.3463,169.026
PMeOH(24:2_20:4)+NH4,836.61652,707.5974,455.256,515.3498,361.274,421.3678,287.2368,347.3306,169.026
PMeOH(20:4_24:4)+NH4,832.58512,703.566,511.3185,455.2559,417.3365,361.274,343.2993,287.2368,169.026
PMeOH(25:0_20:4)+NH4,854.66332,725.6442,455.2559,533.3967,361.274,439.4147,287.2368,365.3776,169.026
PMeOH(26:0_20:4)+NH4,868.67902,739.6599,455.2559,547.4123,361.2739,453.4303,287.2368,379.3932,169.026
PMeOH(26:1_20:4)+NH4,866.66332,737.6442,455.2559,545.3967,361.274,451.4147,287.2368,377.3776,169.026
PMeOH(26:2_20:4)+NH4,864.64762,735.6285,455.2559,543.381,361.2739,449.399,287.2368,375.3619,169.026
PMeOH(20:4_26:4)+NH4,860.61652,731.5974,539.3498,455.256,445.3678,361.274,371.3306,287.2368,169.026
PMeOH(27:0_20:4)+NH4,882.69462,753.6755,455.256,561.428,361.274,467.446,287.2368,393.4088,169.026
PMeOH(20:5_20:5)+NH4,772.49112,643.472,453.2401,453.2401,359.2581,359.2581,285.2212,285.2212,169.026
PMeOH(21:0_20:5)+NH4,796.58512,667.566,453.2403,477.3341,359.2583,383.3521,285.2212,309.315,169.026
PMeOH(21:1_20:5)+NH4,794.56952,665.5504,453.2402,475.3184,359.2582,381.3365,285.2212,307.2993,169.026
PMeOH(21:2_20:5)+NH4,792.55382,663.5347,453.2403,473.3028,359.2583,379.3209,285.2212,305.2837,169.026
PMeOH(22:0_20:5)+NH4,810.60072,681.5816,453.2403,491.3497,359.2583,397.3677,285.2212,323.3306,169.026
PMeOH(22:1_20:5)+NH4,808.58512,679.566,453.2403,489.3341,359.2583,395.3521,285.2212,321.315,169.026
PMeOH(22:2_20:5)+NH4,806.56952,677.5504,453.2402,487.3184,359.2582,393.3365,285.2212,319.2993,169.026
PMeOH(22:3_20:5)+NH4,804.55382,675.5347,453.2403,485.3028,359.2583,391.3209,285.2212,317.2837,169.026
PMeOH(22:4_20:5)+NH4,802.53812,673.519,453.2402,483.2871,359.2582,389.3051,285.2212,315.2681,169.026
PMeOH(20:5_22:5)+NH4,800.52252,671.5034,481.2714,453.2401,387.2895,359.2582,313.2524,285.2212,169.026
PMeOH(20:5_22:6)+NH4,798.50682,669.4877,479.2558,453.2402,385.2739,359.2582,311.2368,285.2212,169.026
PMeOH(23:0_20:5)+NH4,824.61652,695.5974,453.2403,505.3654,359.2583,411.3835,285.2212,337.3463,169.026
PMeOH(24:0_20:5)+NH4,838.63202,709.6129,453.2403,519.381,359.2583,425.399,285.2212,351.3619,169.026
PMeOH(24:1_20:5)+NH4,836.61652,707.5974,453.2403,517.3654,359.2583,423.3835,285.2212,349.3463,169.026
PMeOH(24:2_20:5)+NH4,834.60072,705.5816,453.2403,515.3497,359.2583,421.3677,285.2212,347.3306,169.026
PMeOH(24:4_20:5)+NH4,830.56952,701.5504,453.2402,511.3184,359.2582,417.3365,285.2212,343.2993,169.026
PMeOH(25:0_20:5)+NH4,852.64762,723.6285,453.2402,533.3966,359.2582,439.4146,285.2212,365.3776,169.026
PMeOH(26:0_20:5)+NH4,866.66332,737.6442,453.2403,547.4124,359.2583,453.4304,285.2212,379.3932,169.026
PMeOH(26:1_20:5)+NH4,864.64762,735.6285,453.2402,545.3966,359.2582,451.4146,285.2212,377.3776,169.026
PMeOH(26:2_20:5)+NH4,862.63202,733.6129,453.2403,543.381,359.2583,449.399,285.2212,375.3619,169.026
PMeOH(26:4_20:5)+NH4,858.60072,729.5816,453.2403,539.3497,359.2583,445.3677,285.2212,371.3306,169.026
PMeOH(27:0_20:5)+NH4,880.67902,751.6599,453.2403,561.4279,359.2583,467.446,285.2212,393.4088,169.026
PMeOH(21:0_21:0)+NH4,820.67902,691.6599,477.3341,477.3341,383.3521,383.3521,309.315,309.315,169.026
PMeOH(21:0_21:1)+NH4,818.66332,689.6442,475.3185,477.3341,381.3365,383.3521,307.2993,309.315,169.026
PMeOH(21:0_21:2)+NH4,816.64762,687.6285,473.3028,477.3341,379.3208,383.3521,305.2837,309.315,169.026
PMeOH(21:0_22:0)+NH4,834.69462,705.6755,491.3498,477.3341,397.3678,383.3522,323.3306,309.315,169.026
PMeOH(21:0_22:1)+NH4,832.67902,703.6599,489.3341,477.3341,395.3521,383.3521,321.315,309.315,169.026
PMeOH(21:0_22:2)+NH4,830.66332,701.6442,487.3185,477.3341,393.3365,383.3521,319.2993,309.315,169.026
