PMeOH,[M+NH4]+,[M-CH5O4P+H]+,NL of SN1+H2O,NL of SN2+H2O,[M-SN1-112+H]+,[M-SN2-112+H]+,SN2-H2O,SN1-H2O,[C4H9O5P+H]+
PMeOH(19:0_16:2)+NH4,718.53812,589.519,403.2246,449.3028,309.2426,355.3208,235.2055,281.2837,169.026
PMeOH(19:1_16:2)+NH4,716.52252,587.5034,403.2245,447.2871,309.2425,353.3051,235.2055,279.2681,169.026
PMeOH(16:2_19:2)+NH4,714.50682,585.4877,445.2715,403.2245,351.2895,309.2426,277.2524,235.2055,169.026
PMeOH(20:0_16:2)+NH4,732.55382,603.5347,403.2246,463.3185,309.2426,369.3365,235.2055,295.2993,169.026
PMeOH(20:1_16:2)+NH4,730.53812,601.519,403.2246,461.3028,309.2426,367.3208,235.2055,293.2837,169.026
PMeOH(16:2_20:2)+NH4,728.52252,599.5034,459.2871,403.2245,365.3051,309.2425,291.2681,235.2055,169.026
PMeOH(16:2_20:3)+NH4,726.50682,597.4877,457.2715,403.2245,363.2895,309.2426,289.2524,235.2055,169.026
PMeOH(16:2_20:4)+NH4,724.49112,595.472,455.2558,403.2245,361.2738,309.2425,287.2368,235.2055,169.026
PMeOH(16:2_20:5)+NH4,722.47552,593.4564,453.2402,403.2245,359.2582,309.2426,285.2212,235.2055,169.026
PMeOH(21:0_16:2)+NH4,746.56952,617.5504,403.2246,477.3341,309.2426,383.3521,235.2055,309.315,169.026
PMeOH(21:1_16:2)+NH4,744.55382,615.5347,403.2246,475.3185,309.2426,381.3365,235.2055,307.2993,169.026
PMeOH(16:2_21:2)+NH4,742.53812,613.519,473.3028,403.2246,379.3208,309.2426,305.2837,235.2055,169.026
PMeOH(22:0_16:2)+NH4,760.58512,631.566,403.2246,491.3498,309.2427,397.3678,235.2055,323.3306,169.026
PMeOH(22:1_16:2)+NH4,758.56952,629.5504,403.2246,489.3341,309.2426,395.3521,235.2055,321.315,169.026
PMeOH(16:2_22:2)+NH4,756.55382,627.5347,487.3185,403.2246,393.3365,309.2426,319.2993,235.2055,169.026
PMeOH(16:2_22:3)+NH4,754.53812,625.519,485.3028,403.2246,391.3208,309.2426,317.2837,235.2055,169.026
PMeOH(16:2_22:4)+NH4,752.52252,623.5034,483.2871,403.2245,389.3051,309.2425,315.2681,235.2055,169.026
PMeOH(16:2_22:5)+NH4,750.50682,621.4877,481.2715,403.2245,387.2895,309.2426,313.2524,235.2055,169.026
PMeOH(16:2_22:6)+NH4,748.49112,619.472,479.2558,403.2245,385.2738,309.2425,311.2368,235.2055,169.026
PMeOH(23:0_16:2)+NH4,774.60072,645.5816,403.2246,505.3654,309.2426,411.3834,235.2055,337.3463,169.026
PMeOH(24:0_16:2)+NH4,788.61652,659.5974,403.2247,519.381,309.2427,425.3991,235.2055,351.3619,169.026
PMeOH(24:1_16:2)+NH4,786.60072,657.5816,403.2246,517.3654,309.2426,423.3834,235.2055,349.3463,169.026
PMeOH(16:2_24:2)+NH4,784.58512,655.566,515.3498,403.2246,421.3678,309.2427,347.3306,235.2055,169.026
PMeOH(16:2_24:4)+NH4,780.55382,651.5347,511.3185,403.2246,417.3365,309.2426,343.2993,235.2055,169.026
PMeOH(25:0_16:2)+NH4,802.63202,673.6129,403.2246,533.3967,309.2426,439.4147,235.2055,365.3776,169.026
PMeOH(26:0_16:2)+NH4,816.64762,687.6285,403.2246,547.4123,309.2426,453.4303,235.2055,379.3932,169.026
PMeOH(26:1_16:2)+NH4,814.63202,685.6129,403.2246,545.3967,309.2426,451.4147,235.2055,377.3776,169.026
PMeOH(16:2_26:2)+NH4,812.61652,683.5974,543.381,403.2247,449.3991,309.2427,375.3619,235.2055,169.026
PMeOH(16:2_26:4)+NH4,808.58512,679.566,539.3498,403.2246,445.3678,309.2427,371.3306,235.2055,169.026
PMeOH(27:0_16:2)+NH4,830.66332,701.6442,403.2246,561.428,309.2427,467.446,235.2055,393.4088,169.026
PMeOH(16:3_16:3)+NH4,668.42862,539.4095,401.2089,401.2089,307.2269,307.2269,233.1899,233.1899,169.026
PMeOH(16:3_16:4)+NH4,666.41302,537.3939,399.1932,401.2089,305.2112,307.2269,231.1742,233.1899,169.026
PMeOH(17:0_16:3)+NH4,688.49112,559.472,401.2089,421.2714,307.2269,327.2894,233.1899,253.2524,169.026
PMeOH(17:1_16:3)+NH4,686.47552,557.4564,401.2089,419.2558,307.2269,325.2738,233.1899,251.2368,169.026
PMeOH(17:2_16:3)+NH4,684.46002,555.4409,401.2089,417.2402,307.227,323.2582,233.1899,249.2211,169.026
PMeOH(18:0_16:3)+NH4,702.50682,573.4877,401.2089,435.2871,307.2269,341.3051,233.1899,267.2681,169.026
PMeOH(18:1_16:3)+NH4,700.49112,571.472,401.2089,433.2714,307.2269,339.2894,233.1899,265.2524,169.026
PMeOH(18:2_16:3)+NH4,698.47552,569.4564,401.2089,431.2558,307.2269,337.2738,233.1899,263.2368,169.026
PMeOH(16:3_18:3)+NH4,696.46002,567.4409,429.2402,401.2089,335.2582,307.227,261.2212,233.1899,169.026
PMeOH(16:3_18:4)+NH4,694.44422,565.4251,427.2245,401.2089,333.2425,307.2269,259.2055,233.1899,169.026
PMeOH(16:3_18:5)+NH4,692.42862,563.4095,425.2089,401.2089,331.2269,307.2269,257.1899,233.1899,169.026
PMeOH(19:0_16:3)+NH4,716.52252,587.5034,401.2089,449.3027,307.2269,355.3207,233.1899,281.2837,169.026
PMeOH(19:1_16:3)+NH4,714.50682,585.4877,401.2089,447.2871,307.2269,353.3051,233.1899,279.2681,169.026
PMeOH(19:2_16:3)+NH4,712.49112,583.472,401.2089,445.2714,307.2269,351.2894,233.1899,277.2524,169.026
PMeOH(20:0_16:3)+NH4,730.53812,601.519,401.2089,463.3184,307.227,369.3364,233.1899,295.2993,169.026
PMeOH(20:1_16:3)+NH4,728.52252,599.5034,401.2089,461.3027,307.2269,367.3207,233.1899,293.2837,169.026
PMeOH(20:2_16:3)+NH4,726.50682,597.4877,401.2089,459.2871,307.2269,365.3051,233.1899,291.2681,169.026
PMeOH(16:3_20:3)+NH4,724.49112,595.472,457.2714,401.2089,363.2894,307.2269,289.2524,233.1899,169.026
PMeOH(16:3_20:4)+NH4,722.47552,593.4564,455.2558,401.2089,361.2738,307.2269,287.2368,233.1899,169.026
PMeOH(16:3_20:5)+NH4,720.46002,591.4409,453.2402,401.2089,359.2582,307.227,285.2212,233.1899,169.026
PMeOH(21:0_16:3)+NH4,744.55382,615.5347,401.209,477.3341,307.227,383.3521,233.1899,309.315,169.026
PMeOH(21:1_16:3)+NH4,742.53812,613.519,401.2089,475.3184,307.227,381.3364,233.1899,307.2993,169.026
PMeOH(21:2_16:3)+NH4,740.52252,611.5034,401.2089,473.3027,307.2269,379.3207,233.1899,305.2837,169.026
PMeOH(22:0_16:3)+NH4,758.56952,629.5504,401.209,491.3497,307.227,397.3677,233.1899,323.3306,169.026
PMeOH(22:1_16:3)+NH4,756.55382,627.5347,401.209,489.3341,307.227,395.3521,233.1899,321.315,169.026
PMeOH(22:2_16:3)+NH4,754.53812,625.519,401.2089,487.3184,307.227,393.3364,233.1899,319.2993,169.026
PMeOH(16:3_22:3)+NH4,752.52252,623.5034,485.3027,401.2089,391.3207,307.2269,317.2837,233.1899,169.026
PMeOH(16:3_22:4)+NH4,750.50682,621.4877,483.2871,401.2089,389.3051,307.2269,315.2681,233.1899,169.026
PMeOH(16:3_22:5)+NH4,748.49112,619.472,481.2714,401.2089,387.2894,307.2269,313.2524,233.1899,169.026
PMeOH(16:3_22:6)+NH4,746.47552,617.4564,479.2558,401.2089,385.2738,307.2269,311.2368,233.1899,169.026
PMeOH(23:0_16:3)+NH4,772.58512,643.566,401.209,505.3654,307.227,411.3834,233.1899,337.3463,169.026
PMeOH(24:0_16:3)+NH4,786.60072,657.5816,401.209,519.381,307.227,425.399,233.1899,351.3619,169.026
PMeOH(24:1_16:3)+NH4,784.58512,655.566,401.209,517.3654,307.227,423.3834,233.1899,349.3463,169.026
PMeOH(24:2_16:3)+NH4,782.56952,653.5504,401.209,515.3497,307.227,421.3677,233.1899,347.3306,169.026
PMeOH(16:3_24:4)+NH4,778.53812,649.519,511.3184,401.2089,417.3364,307.227,343.2993,233.1899,169.026
PMeOH(25:0_16:3)+NH4,800.61652,671.5974,401.209,533.3967,307.2271,439.4147,233.1899,365.3776,169.026
PMeOH(26:0_16:3)+NH4,814.63202,685.6129,401.209,547.4123,307.227,453.4303,233.1899,379.3932,169.026
PMeOH(26:1_16:3)+NH4,812.61652,683.5974,401.209,545.3967,307.2271,451.4147,233.1899,377.3776,169.026
PMeOH(26:2_16:3)+NH4,810.60072,681.5816,401.209,543.381,307.227,449.399,233.1899,375.3619,169.026
PMeOH(16:3_26:4)+NH4,806.56952,677.5504,539.3497,401.209,445.3677,307.227,371.3306,233.1899,169.026
PMeOH(27:0_16:3)+NH4,828.64762,699.6285,401.209,561.4279,307.227,467.4459,233.1899,393.4088,169.026
PMeOH(16:4_16:4)+NH4,664.39732,535.3782,399.1932,399.1932,305.2113,305.2113,231.1742,231.1742,169.026
PMeOH(17:0_16:4)+NH4,686.47552,557.4564,399.1932,421.2715,305.2113,327.2895,231.1742,253.2524,169.026
PMeOH(17:1_16:4)+NH4,684.46002,555.4409,399.1933,419.2559,305.2113,325.2739,231.1742,251.2368,169.026
PMeOH(17:2_16:4)+NH4,682.44422,553.4251,399.1932,417.2401,305.2112,323.2582,231.1742,249.2211,169.026
PMeOH(18:0_16:4)+NH4,700.49112,571.472,399.1932,435.287,305.2112,341.3051,231.1742,267.2681,169.026
PMeOH(18:1_16:4)+NH4,698.47552,569.4564,399.1932,433.2715,305.2113,339.2895,231.1742,265.2524,169.026
PMeOH(18:2_16:4)+NH4,696.46002,567.4409,399.1933,431.2559,305.2113,337.2739,231.1742,263.2368,169.026
PMeOH(18:3_16:4)+NH4,694.44422,565.4251,399.1932,429.2401,305.2112,335.2582,231.1742,261.2212,169.026
PMeOH(16:4_18:4)+NH4,692.42862,563.4095,427.2245,399.1933,333.2426,305.2113,259.2055,231.1742,169.026
PMeOH(16:4_18:5)+NH4,690.41302,561.3939,425.2089,399.1932,331.2269,305.2112,257.1899,231.1742,169.026
PMeOH(19:0_16:4)+NH4,714.50682,585.4877,399.1933,449.3028,305.2113,355.3208,231.1742,281.2837,169.026
PMeOH(19:1_16:4)+NH4,712.49112,583.472,399.1932,447.287,305.2112,353.3051,231.1742,279.2681,169.026
PMeOH(19:2_16:4)+NH4,710.47552,581.4564,399.1932,445.2715,305.2113,351.2895,231.1742,277.2524,169.026
PMeOH(20:0_16:4)+NH4,728.52252,599.5034,399.1932,463.3184,305.2112,369.3364,231.1742,295.2993,169.026
PMeOH(20:1_16:4)+NH4,726.50682,597.4877,399.1933,461.3028,305.2113,367.3208,231.1742,293.2837,169.026
PMeOH(20:2_16:4)+NH4,724.49112,595.472,399.1932,459.287,305.2112,365.3051,231.1742,291.2681,169.026
PMeOH(20:3_16:4)+NH4,722.47552,593.4564,399.1932,457.2715,305.2113,363.2895,231.1742,289.2524,169.026
PMeOH(16:4_20:4)+NH4,720.46002,591.4409,455.2559,399.1933,361.2739,305.2113,287.2368,231.1742,169.026
PMeOH(16:4_20:5)+NH4,718.44422,589.4251,453.2401,399.1932,359.2582,305.2112,285.2212,231.1742,169.026
PMeOH(21:0_16:4)+NH4,742.53812,613.519,399.1933,477.334,305.2113,383.3521,231.1742,309.315,169.026
PMeOH(21:1_16:4)+NH4,740.52252,611.5034,399.1932,475.3184,305.2112,381.3364,231.1742,307.2993,169.026
PMeOH(21:2_16:4)+NH4,738.50682,609.4877,399.1933,473.3028,305.2113,379.3208,231.1742,305.2837,169.026
PMeOH(22:0_16:4)+NH4,756.55382,627.5347,399.1934,491.3498,305.2114,397.3678,231.1742,323.3306,169.026
PMeOH(22:1_16:4)+NH4,754.53812,625.519,399.1933,489.334,305.2113,395.3521,231.1742,321.315,169.026
PMeOH(22:2_16:4)+NH4,752.52252,623.5034,399.1932,487.3184,305.2112,393.3364,231.1742,319.2993,169.026
PMeOH(22:3_16:4)+NH4,750.50682,621.4877,399.1933,485.3028,305.2113,391.3208,231.1742,317.2837,169.026
PMeOH(16:4_22:4)+NH4,748.49112,619.472,483.287,399.1932,389.3051,305.2112,315.2681,231.1742,169.026
PMeOH(16:4_22:5)+NH4,746.47552,617.4564,481.2715,399.1932,387.2895,305.2113,313.2524,231.1742,169.026
PMeOH(16:4_22:6)+NH4,744.46002,615.4409,479.2559,399.1933,385.2739,305.2113,311.2368,231.1742,169.026
PMeOH(23:0_16:4)+NH4,770.56952,641.5504,399.1933,505.3654,305.2113,411.3834,231.1742,337.3463,169.026
PMeOH(24:0_16:4)+NH4,784.58512,655.566,399.1934,519.381,305.2114,425.3991,231.1742,351.3619,169.026
PMeOH(24:1_16:4)+NH4,782.56952,653.5504,399.1933,517.3654,305.2113,423.3834,231.1742,349.3463,169.026
PMeOH(24:2_16:4)+NH4,780.55382,651.5347,399.1934,515.3497,305.2114,421.3678,231.1742,347.3306,169.026
PMeOH(16:4_24:4)+NH4,776.52252,647.5034,511.3184,399.1932,417.3364,305.2112,343.2993,231.1742,169.026
PMeOH(25:0_16:4)+NH4,798.60072,669.5816,399.1933,533.3967,305.2114,439.4147,231.1742,365.3776,169.026
PMeOH(26:0_16:4)+NH4,812.61652,683.5974,399.1934,547.4124,305.2114,453.4304,231.1742,379.3932,169.026
PMeOH(26:1_16:4)+NH4,810.60072,681.5816,399.1933,545.3967,305.2114,451.4147,231.1742,377.3776,169.026
PMeOH(26:2_16:4)+NH4,808.58512,679.566,399.1934,543.381,305.2114,449.3991,231.1742,375.3619,169.026
PMeOH(16:4_26:4)+NH4,804.55382,675.5347,539.3497,399.1934,445.3678,305.2114,371.3306,231.1742,169.026
PMeOH(27:0_16:4)+NH4,826.63202,697.6129,399.1934,561.428,305.2114,467.446,231.1742,393.4088,169.026
PMeOH(17:0_17:0)+NH4,708.55382,579.5347,421.2715,421.2715,327.2896,327.2896,253.2524,253.2524,169.026
PMeOH(17:0_17:1)+NH4,706.53812,577.519,419.2559,421.2715,325.2739,327.2895,251.2368,253.2524,169.026
PMeOH(17:0_17:2)+NH4,704.52252,575.5034,417.2401,421.2714,323.2582,327.2895,249.2211,253.2524,169.026
PMeOH(17:0_18:0)+NH4,722.56952,593.5504,435.2871,421.2715,341.3052,327.2895,267.2681,253.2524,169.026
PMeOH(17:0_18:1)+NH4,720.55382,591.5347,433.2715,421.2715,339.2896,327.2896,265.2524,253.2524,169.026
PMeOH(17:0_18:2)+NH4,718.53812,589.519,431.2559,421.2715,337.2739,327.2895,263.2368,253.2524,169.026
PMeOH(17:0_18:3)+NH4,716.52252,587.5034,429.2401,421.2714,335.2582,327.2895,261.2212,253.2524,169.026
PMeOH(17:0_18:4)+NH4,714.50682,585.4877,427.2245,421.2715,333.2426,327.2895,259.2055,253.2524,169.026
PMeOH(17:0_18:5)+NH4,712.49112,583.472,425.2089,421.2714,331.2269,327.2894,257.1899,253.2524,169.026
PMeOH(17:0_19:0)+NH4,736.58512,607.566,449.3029,421.2716,355.3209,327.2896,281.2837,253.2524,169.026
PMeOH(17:0_19:1)+NH4,734.56952,605.5504,447.2871,421.2715,353.3052,327.2895,279.2681,253.2524,169.026
PMeOH(17:0_19:2)+NH4,732.55382,603.5347,445.2715,421.2715,351.2896,327.2896,277.2524,253.2524,169.026
PMeOH(17:0_20:0)+NH4,750.60072,621.5816,463.3185,421.2715,369.3365,327.2896,295.2993,253.2524,169.026
PMeOH(17:0_20:1)+NH4,748.58512,619.566,461.3029,421.2716,367.3209,327.2896,293.2837,253.2524,169.026
PMeOH(17:0_20:2)+NH4,746.56952,617.5504,459.2871,421.2715,365.3052,327.2895,291.2681,253.2524,169.026
PMeOH(17:0_20:3)+NH4,744.55382,615.5347,457.2715,421.2715,363.2896,327.2896,289.2524,253.2524,169.026
PMeOH(17:0_20:4)+NH4,742.53812,613.519,455.2559,421.2715,361.2739,327.2895,287.2368,253.2524,169.026
PMeOH(17:0_20:5)+NH4,740.52252,611.5034,453.2401,421.2714,359.2582,327.2895,285.2212,253.2524,169.026
PMeOH(17:0_21:0)+NH4,764.61652,635.5974,477.3341,421.2716,383.3522,327.2896,309.315,253.2524,169.026
PMeOH(17:0_21:1)+NH4,762.60072,633.5816,475.3185,421.2715,381.3365,327.2896,307.2993,253.2524,169.026
PMeOH(17:0_21:2)+NH4,760.58512,631.566,473.3029,421.2716,379.3209,327.2896,305.2837,253.2524,169.026
PMeOH(17:0_22:0)+NH4,778.63202,649.6129,491.3498,421.2715,397.3678,327.2896,323.3306,253.2524,169.026
PMeOH(17:0_22:1)+NH4,776.61652,647.5974,489.3341,421.2716,395.3522,327.2896,321.315,253.2524,169.026
PMeOH(17:0_22:2)+NH4,774.60072,645.5816,487.3185,421.2715,393.3365,327.2896,319.2993,253.2524,169.026
PMeOH(17:0_22:3)+NH4,772.58512,643.566,485.3029,421.2716,391.3209,327.2896,317.2837,253.2524,169.026
PMeOH(17:0_22:4)+NH4,770.56952,641.5504,483.2871,421.2715,389.3052,327.2895,315.2681,253.2524,169.026
PMeOH(17:0_22:5)+NH4,768.55382,639.5347,481.2715,421.2715,387.2896,327.2896,313.2524,253.2524,169.026
PMeOH(17:0_22:6)+NH4,766.53812,637.519,479.2559,421.2715,385.2739,327.2895,311.2368,253.2524,169.026
PMeOH(17:0_23:0)+NH4,792.64762,663.6285,505.3654,421.2715,411.3834,327.2895,337.3463,253.2524,169.026
PMeOH(17:0_24:0)+NH4,806.66332,677.6442,519.381,421.2716,425.3991,327.2896,351.3619,253.2524,169.026
PMeOH(17:0_24:1)+NH4,804.64762,675.6285,517.3654,421.2715,423.3834,327.2895,349.3463,253.2524,169.026
PMeOH(17:0_24:2)+NH4,802.63202,673.6129,515.3497,421.2715,421.3678,327.2896,347.3306,253.2524,169.026
PMeOH(17:0_24:4)+NH4,798.60072,669.5816,511.3185,421.2715,417.3365,327.2896,343.2993,253.2524,169.026
PMeOH(17:0_25:0)+NH4,820.67902,691.6599,533.3967,421.2715,439.4147,327.2896,365.3776,253.2524,169.026
PMeOH(17:0_26:0)+NH4,834.69462,705.6755,547.4124,421.2716,453.4304,327.2896,379.3932,253.2524,169.026
PMeOH(17:0_26:1)+NH4,832.67902,703.6599,545.3967,421.2715,451.4147,327.2896,377.3776,253.2524,169.026
PMeOH(17:0_26:2)+NH4,830.66332,701.6442,543.381,421.2716,449.3991,327.2896,375.3619,253.2524,169.026
PMeOH(17:0_26:4)+NH4,826.63202,697.6129,539.3497,421.2715,445.3678,327.2896,371.3306,253.2524,169.026
PMeOH(17:0_27:0)+NH4,848.71032,719.6912,561.428,421.2716,467.4461,327.2897,393.4088,253.2524,169.026
PMeOH(17:1_17:1)+NH4,704.52252,575.5034,419.2558,419.2558,325.2738,325.2738,251.2368,251.2368,169.026
PMeOH(17:1_17:2)+NH4,702.50682,573.4877,417.2402,419.2558,323.2582,325.2739,249.2211,251.2368,169.026
PMeOH(18:0_17:1)+NH4,720.55382,591.5347,419.2559,435.2872,325.2739,341.3052,251.2368,267.2681,169.026
PMeOH(17:1_18:1)+NH4,718.53812,589.519,433.2715,419.2559,339.2895,325.2739,265.2524,251.2368,169.026
PMeOH(17:1_18:2)+NH4,716.52252,587.5034,431.2558,419.2558,337.2738,325.2738,263.2368,251.2368,169.026
PMeOH(17:1_18:3)+NH4,714.50682,585.4877,429.2402,419.2558,335.2582,325.2739,261.2212,251.2368,169.026
PMeOH(17:1_18:4)+NH4,712.49112,583.472,427.2245,419.2558,333.2425,325.2738,259.2055,251.2368,169.026
PMeOH(17:1_18:5)+NH4,710.47552,581.4564,425.2089,419.2558,331.2269,325.2738,257.1899,251.2368,169.026
PMeOH(19:0_17:1)+NH4,734.56952,605.5504,419.2559,449.3028,325.2739,355.3208,251.2368,281.2837,169.026
PMeOH(17:1_19:1)+NH4,732.55382,603.5347,447.2872,419.2559,353.3052,325.2739,279.2681,251.2368,169.026
PMeOH(17:1_19:2)+NH4,730.53812,601.519,445.2715,419.2559,351.2895,325.2739,277.2524,251.2368,169.026
PMeOH(20:0_17:1)+NH4,748.58512,619.566,419.2559,463.3185,325.274,369.3365,251.2368,295.2993,169.026
PMeOH(17:1_20:1)+NH4,746.56952,617.5504,461.3028,419.2559,367.3208,325.2739,293.2837,251.2368,169.026
PMeOH(17:1_20:2)+NH4,744.55382,615.5347,459.2872,419.2559,365.3052,325.2739,291.2681,251.2368,169.026
PMeOH(17:1_20:3)+NH4,742.53812,613.519,457.2715,419.2559,363.2895,325.2739,289.2524,251.2368,169.026
PMeOH(17:1_20:4)+NH4,740.52252,611.5034,455.2558,419.2558,361.2738,325.2738,287.2368,251.2368,169.026
PMeOH(17:1_20:5)+NH4,738.50682,609.4877,453.2402,419.2558,359.2582,325.2739,285.2212,251.2368,169.026
PMeOH(21:0_17:1)+NH4,762.60072,633.5816,419.2559,477.3341,325.2739,383.3521,251.2368,309.315,169.026
PMeOH(17:1_21:1)+NH4,760.58512,631.566,475.3185,419.2559,381.3365,325.274,307.2993,251.2368,169.026
PMeOH(17:1_21:2)+NH4,758.56952,629.5504,473.3028,419.2559,379.3208,325.2739,305.2837,251.2368,169.026
PMeOH(22:0_17:1)+NH4,776.61652,647.5974,419.256,491.3498,325.274,397.3678,251.2368,323.3306,169.026
PMeOH(17:1_22:1)+NH4,774.60072,645.5816,489.3341,419.2559,395.3521,325.2739,321.315,251.2368,169.026
PMeOH(17:1_22:2)+NH4,772.58512,643.566,487.3185,419.2559,393.3365,325.274,319.2993,251.2368,169.026
PMeOH(17:1_22:3)+NH4,770.56952,641.5504,485.3028,419.2559,391.3208,325.2739,317.2837,251.2368,169.026
PMeOH(17:1_22:4)+NH4,768.55382,639.5347,483.2872,419.2559,389.3052,325.2739,315.2681,251.2368,169.026
PMeOH(17:1_22:5)+NH4,766.53812,637.519,481.2715,419.2559,387.2895,325.2739,313.2524,251.2368,169.026
PMeOH(17:1_22:6)+NH4,764.52252,635.5034,479.2558,419.2558,385.2738,325.2738,311.2368,251.2368,169.026
PMeOH(23:0_17:1)+NH4,790.63202,661.6129,419.2559,505.3654,325.2739,411.3834,251.2368,337.3463,169.026
PMeOH(24:0_17:1)+NH4,804.64762,675.6285,419.2559,519.381,325.2739,425.399,251.2368,351.3619,169.026
PMeOH(17:1_24:1)+NH4,802.63202,673.6129,517.3654,419.2559,423.3834,325.2739,349.3463,251.2368,169.026
PMeOH(17:1_24:2)+NH4,800.61652,671.5974,515.3498,419.256,421.3678,325.274,347.3306,251.2368,169.026
PMeOH(17:1_24:4)+NH4,796.58512,667.566,511.3185,419.2559,417.3365,325.274,343.2993,251.2368,169.026
PMeOH(25:0_17:1)+NH4,818.66332,689.6442,419.2559,533.3967,325.274,439.4147,251.2368,365.3776,169.026
PMeOH(26:0_17:1)+NH4,832.67902,703.6599,419.2559,547.4123,325.2739,453.4303,251.2368,379.3932,169.026
PMeOH(17:1_26:1)+NH4,830.66332,701.6442,545.3967,419.2559,451.4147,325.274,377.3776,251.2368,169.026
PMeOH(17:1_26:2)+NH4,828.64762,699.6285,543.381,419.2559,449.399,325.2739,375.3619,251.2368,169.026
PMeOH(17:1_26:4)+NH4,824.61652,695.5974,539.3498,419.256,445.3678,325.274,371.3306,251.2368,169.026
PMeOH(27:0_17:1)+NH4,846.69462,717.6755,419.256,561.428,325.274,467.446,251.2368,393.4088,169.026
PMeOH(17:2_17:2)+NH4,700.49112,571.472,417.2401,417.2401,323.2581,323.2581,249.2211,249.2211,169.026
PMeOH(18:0_17:2)+NH4,718.53812,589.519,417.2402,435.2871,323.2582,341.3051,249.2211,267.2681,169.026
PMeOH(18:1_17:2)+NH4,716.52252,587.5034,417.2401,433.2714,323.2582,339.2895,249.2211,265.2524,169.026
PMeOH(17:2_18:2)+NH4,714.50682,585.4877,431.2558,417.2402,337.2739,323.2582,263.2368,249.2211,169.026
PMeOH(17:2_18:3)+NH4,712.49112,583.472,429.2401,417.2401,335.2581,323.2581,261.2212,249.2211,169.026
PMeOH(17:2_18:4)+NH4,710.47552,581.4564,427.2245,417.2402,333.2426,323.2582,259.2055,249.2211,169.026
PMeOH(17:2_18:5)+NH4,708.46002,579.4409,425.2089,417.2402,331.227,323.2582,257.1899,249.2211,169.026
PMeOH(19:0_17:2)+NH4,732.55382,603.5347,417.2403,449.3028,323.2583,355.3209,249.2211,281.2837,169.026
PMeOH(19:1_17:2)+NH4,730.53812,601.519,417.2402,447.2871,323.2582,353.3051,249.2211,279.2681,169.026
PMeOH(17:2_19:2)+NH4,728.52252,599.5034,445.2714,417.2401,351.2895,323.2582,277.2524,249.2211,169.026
PMeOH(20:0_17:2)+NH4,746.56952,617.5504,417.2402,463.3184,323.2582,369.3365,249.2211,295.2993,169.026
PMeOH(20:1_17:2)+NH4,744.55382,615.5347,417.2403,461.3028,323.2583,367.3209,249.2211,293.2837,169.026
PMeOH(17:2_20:2)+NH4,742.53812,613.519,459.2871,417.2402,365.3051,323.2582,291.2681,249.2211,169.026
PMeOH(17:2_20:3)+NH4,740.52252,611.5034,457.2714,417.2401,363.2895,323.2582,289.2524,249.2211,169.026
PMeOH(17:2_20:4)+NH4,738.50682,609.4877,455.2558,417.2402,361.2739,323.2582,287.2368,249.2211,169.026
PMeOH(17:2_20:5)+NH4,736.49112,607.472,453.2401,417.2401,359.2581,323.2581,285.2212,249.2211,169.026
PMeOH(21:0_17:2)+NH4,760.58512,631.566,417.2403,477.3341,323.2583,383.3521,249.2211,309.315,169.026
PMeOH(21:1_17:2)+NH4,758.56952,629.5504,417.2402,475.3184,323.2582,381.3365,249.2211,307.2993,169.026
PMeOH(17:2_21:2)+NH4,756.55382,627.5347,473.3028,417.2403,379.3209,323.2583,305.2837,249.2211,169.026
PMeOH(22:0_17:2)+NH4,774.60072,645.5816,417.2403,491.3497,323.2583,397.3677,249.2211,323.3306,169.026
PMeOH(22:1_17:2)+NH4,772.58512,643.566,417.2403,489.3341,323.2583,395.3521,249.2211,321.315,169.026
PMeOH(17:2_22:2)+NH4,770.56952,641.5504,487.3184,417.2402,393.3365,323.2582,319.2993,249.2211,169.026
PMeOH(17:2_22:3)+NH4,768.55382,639.5347,485.3028,417.2403,391.3209,323.2583,317.2837,249.2211,169.026
PMeOH(17:2_22:4)+NH4,766.53812,637.519,483.2871,417.2402,389.3051,323.2582,315.2681,249.2211,169.026
PMeOH(17:2_22:5)+NH4,764.52252,635.5034,481.2714,417.2401,387.2895,323.2582,313.2524,249.2211,169.026
PMeOH(17:2_22:6)+NH4,762.50682,633.4877,479.2558,417.2402,385.2739,323.2582,311.2368,249.2211,169.026
PMeOH(23:0_17:2)+NH4,788.61652,659.5974,417.2403,505.3654,323.2583,411.3835,249.2211,337.3463,169.026
PMeOH(24:0_17:2)+NH4,802.63202,673.6129,417.2403,519.381,323.2583,425.399,249.2211,351.3619,169.026
PMeOH(24:1_17:2)+NH4,800.61652,671.5974,417.2403,517.3654,323.2583,423.3835,249.2211,349.3463,169.026
PMeOH(17:2_24:2)+NH4,798.60072,669.5816,515.3497,417.2403,421.3677,323.2583,347.3306,249.2211,169.026
PMeOH(17:2_24:4)+NH4,794.56952,665.5504,511.3184,417.2402,417.3365,323.2582,343.2993,249.2211,169.026
PMeOH(25:0_17:2)+NH4,816.64762,687.6285,417.2402,533.3966,323.2582,439.4146,249.2211,365.3776,169.026
PMeOH(26:0_17:2)+NH4,830.66332,701.6442,417.2403,547.4124,323.2583,453.4304,249.2211,379.3932,169.026
PMeOH(26:1_17:2)+NH4,828.64762,699.6285,417.2402,545.3966,323.2582,451.4146,249.2211,377.3776,169.026
