GlcCer_NDS,[M+H]+,[M-C6H10O5+H]+,[M-Hex-H2O+H]+,[M-Hex-2H2O+H]+,[Sph-H2O+H]+,[Sph-2H2O+H]+,[FAA+H]+,[Sph-CH4O2+H]+
GlcCer_NDS(d19:0/35:3)+H,976.85385,814.80105,796.79045,778.77995,298.30995,280.29935,516.51335,268.29935
GlcCer_NDS(d19:0/35:4)+H,974.83825,812.78535,794.77485,776.76425,298.30995,280.29935,514.49765,268.29935
GlcCer_NDS(d19:0/36:0)+H,996.91655,834.86365,816.85305,798.84255,298.30995,280.29935,536.57595,268.29935
GlcCer_NDS(d19:0/36:1)+H,994.90085,832.84805,814.83745,796.82685,298.30995,280.29935,534.56035,268.29935
GlcCer_NDS(d19:0/36:2)+H,992.88515,830.83235,812.82175,794.81125,298.30995,280.29935,532.54465,268.29935
GlcCer_NDS(d19:0/36:3)+H,990.86955,828.81675,810.80615,792.79555,298.30995,280.29935,530.52895,268.29935
GlcCer_NDS(d19:0/36:4)+H,988.85385,826.80105,808.79045,790.77995,298.30995,280.29935,528.51335,268.29935
GlcCer_NDS(d20:0/14:0)+H,702.58785,540.53505,522.52445,504.51385,312.32555,294.31495,228.23165,282.31495
GlcCer_NDS(d20:0/14:1)+H,700.57225,538.51935,520.50875,502.49825,312.32555,294.31495,226.21605,282.31495
GlcCer_NDS(d20:0/14:2)+H,698.55655,536.50375,518.49315,500.48255,312.32555,294.31495,224.20035,282.31495
GlcCer_NDS(d20:0/14:3)+H,696.54085,534.48805,516.47745,498.46695,312.32555,294.31495,222.18475,282.31495
GlcCer_NDS(d20:0/15:0)+H,716.60355,554.55065,536.54005,518.52955,312.32555,294.31495,242.24725,282.31495
GlcCer_NDS(d20:0/15:1)+H,714.58785,552.53505,534.52445,516.51385,312.32555,294.31495,240.23165,282.31495
GlcCer_NDS(d20:0/15:2)+H,712.57225,550.51935,532.50875,514.49825,312.32555,294.31495,238.21605,282.31495
GlcCer_NDS(d20:0/15:3)+H,710.55655,548.50375,530.49315,512.48255,312.32555,294.31495,236.20035,282.31495
GlcCer_NDS(d20:0/16:0)+H,730.61915,568.56625,550.55575,532.54515,312.32555,294.31495,256.26295,282.31495
GlcCer_NDS(d20:0/16:1)+H,728.60355,566.55065,548.54005,530.52955,312.32555,294.31495,254.24725,282.31495
GlcCer_NDS(d20:0/16:2)+H,726.58785,564.53505,546.52445,528.51385,312.32555,294.31495,252.23165,282.31495
GlcCer_NDS(d20:0/16:3)+H,724.57225,562.51935,544.50875,526.49825,312.32555,294.31495,250.21605,282.31495
GlcCer_NDS(d20:0/16:4)+H,722.55655,560.50375,542.49315,524.48255,312.32555,294.31495,248.20035,282.31495
GlcCer_NDS(d20:0/17:0)+H,744.63475,582.58195,564.57145,546.56075,312.32555,294.31495,270.27855,282.31495
GlcCer_NDS(d20:0/17:1)+H,742.61915,580.56625,562.55575,544.54515,312.32555,294.31495,268.26295,282.31495
GlcCer_NDS(d20:0/17:2)+H,740.60355,578.55065,560.54005,542.52955,312.32555,294.31495,266.24735,282.31495
GlcCer_NDS(d20:0/17:3)+H,738.58785,576.53505,558.52445,540.51385,312.32555,294.31495,264.23165,282.31495
GlcCer_NDS(d20:0/18:0)+H,758.65045,596.59755,578.58705,560.57645,312.32555,294.31495,284.29425,282.31495
GlcCer_NDS(d20:0/18:1)+H,756.63475,594.58195,576.57145,558.56075,312.32555,294.31495,282.27855,282.31495
GlcCer_NDS(d20:0/18:2)+H,754.61915,592.56625,574.55575,556.54515,312.32555,294.31495,280.26295,282.31495
GlcCer_NDS(d20:0/18:3)+H,752.60355,590.55065,572.54005,554.52955,312.32555,294.31495,278.24735,282.31495
GlcCer_NDS(d20:0/18:4)+H,750.58785,588.53505,570.52445,552.51385,312.32555,294.31495,276.23165,282.31495
GlcCer_NDS(d20:0/19:0)+H,772.66605,610.61325,592.60265,574.59215,312.32555,294.31495,298.30995,282.31495
GlcCer_NDS(d20:0/19:1)+H,770.65045,608.59755,590.58705,572.57645,312.32555,294.31495,296.29425,282.31495
GlcCer_NDS(d20:0/19:2)+H,768.63475,606.58195,588.57145,570.56075,312.32555,294.31495,294.27855,282.31495
GlcCer_NDS(d20:0/19:3)+H,766.61915,604.56625,586.55575,568.54515,312.32555,294.31495,292.26295,282.31495
GlcCer_NDS(d20:0/19:4)+H,764.60355,602.55065,584.54005,566.52955,312.32555,294.31495,290.24735,282.31495
GlcCer_NDS(d20:0/20:0)+H,786.68175,624.62895,606.61835,588.60775,312.32555,294.31495,312.32555,282.31495
GlcCer_NDS(d20:0/20:1)+H,784.66605,622.61325,604.60265,586.59215,312.32555,294.31495,310.30995,282.31495
GlcCer_NDS(d20:0/20:2)+H,782.65045,620.59755,602.58705,584.57645,312.32555,294.31495,308.29425,282.31495
GlcCer_NDS(d20:0/20:3)+H,780.63475,618.58195,600.57145,582.56075,312.32555,294.31495,306.27855,282.31495
GlcCer_NDS(d20:0/20:4)+H,778.61915,616.56625,598.55575,580.54515,312.32555,294.31495,304.26295,282.31495
GlcCer_NDS(d20:0/21:0)+H,800.69735,638.64455,620.63395,602.62345,312.32555,294.31495,326.34115,282.31495
GlcCer_NDS(d20:0/21:1)+H,798.68175,636.62895,618.61835,600.60775,312.32555,294.31495,324.32555,282.31495
GlcCer_NDS(d20:0/21:2)+H,796.66605,634.61325,616.60265,598.59215,312.32555,294.31495,322.30995,282.31495
GlcCer_NDS(d20:0/21:3)+H,794.65045,632.59755,614.58705,596.57645,312.32555,294.31495,320.29425,282.31495
GlcCer_NDS(d20:0/21:4)+H,792.63475,630.58195,612.57145,594.56075,312.32555,294.31495,318.27855,282.31495
GlcCer_NDS(d20:0/22:0)+H,814.71305,652.66025,634.64965,616.63905,312.32555,294.31495,340.35685,282.31495
GlcCer_NDS(d20:0/22:1)+H,812.69735,650.64455,632.63395,614.62345,312.32555,294.31495,338.34115,282.31495
GlcCer_NDS(d20:0/22:2)+H,810.68175,648.62895,630.61835,612.60775,312.32555,294.31495,336.32555,282.31495
GlcCer_NDS(d20:0/22:3)+H,808.66605,646.61325,628.60265,610.59215,312.32555,294.31495,334.30995,282.31495
GlcCer_NDS(d20:0/22:4)+H,806.65045,644.59755,626.58705,608.57645,312.32555,294.31495,332.29425,282.31495
GlcCer_NDS(d20:0/23:0)+H,828.72865,666.67585,648.66525,630.65475,312.32555,294.31495,354.37245,282.31495
GlcCer_NDS(d20:0/23:1)+H,826.71305,664.66025,646.64965,628.63905,312.32555,294.31495,352.35685,282.31495
GlcCer_NDS(d20:0/23:2)+H,824.69735,662.64455,644.63395,626.62345,312.32555,294.31495,350.34115,282.31495
GlcCer_NDS(d20:0/23:3)+H,822.68175,660.62895,642.61835,624.60775,312.32555,294.31495,348.32555,282.31495
GlcCer_NDS(d20:0/23:4)+H,820.66605,658.61325,640.60265,622.59215,312.32555,294.31495,346.30995,282.31495
GlcCer_NDS(d20:0/24:0)+H,842.74435,680.69155,662.68095,644.67035,312.32555,294.31495,368.38815,282.31495
GlcCer_NDS(d20:0/24:1)+H,840.72865,678.67585,660.66525,642.65475,312.32555,294.31495,366.37245,282.31495
GlcCer_NDS(d20:0/24:2)+H,838.71305,676.66025,658.64965,640.63905,312.32555,294.31495,364.35685,282.31495
GlcCer_NDS(d20:0/24:3)+H,836.69735,674.64455,656.63395,638.62345,312.32555,294.31495,362.34115,282.31495
GlcCer_NDS(d20:0/24:4)+H,834.68175,672.62895,654.61835,636.60775,312.32555,294.31495,360.32555,282.31495
GlcCer_NDS(d20:0/25:0)+H,856.76005,694.70715,676.69655,658.68605,312.32555,294.31495,382.40385,282.31495
GlcCer_NDS(d20:0/25:1)+H,854.74435,692.69155,674.68095,656.67035,312.32555,294.31495,380.38815,282.31495
GlcCer_NDS(d20:0/25:2)+H,852.72865,690.67585,672.66525,654.65475,312.32555,294.31495,378.37245,282.31495
GlcCer_NDS(d20:0/25:3)+H,850.71305,688.66025,670.64965,652.63905,312.32555,294.31495,376.35685,282.31495
GlcCer_NDS(d20:0/25:4)+H,848.69735,686.64455,668.63395,650.62345,312.32555,294.31495,374.34115,282.31495
GlcCer_NDS(d20:0/26:0)+H,870.77565,708.72285,690.71225,672.70165,312.32555,294.31495,396.41945,282.31495
GlcCer_NDS(d20:0/26:1)+H,868.76005,706.70715,688.69655,670.68605,312.32555,294.31495,394.40385,282.31495
GlcCer_NDS(d20:0/26:2)+H,866.74435,704.69155,686.68095,668.67035,312.32555,294.31495,392.38815,282.31495
GlcCer_NDS(d20:0/26:3)+H,864.72865,702.67585,684.66525,666.65475,312.32555,294.31495,390.37245,282.31495
GlcCer_NDS(d20:0/26:4)+H,862.71305,700.66025,682.64965,664.63905,312.32555,294.31495,388.35685,282.31495
GlcCer_NDS(d20:0/27:0)+H,884.79135,722.73845,704.72795,686.71735,312.32555,294.31495,410.43505,282.31495
GlcCer_NDS(d20:0/27:1)+H,882.77565,720.72285,702.71225,684.70165,312.32555,294.31495,408.41945,282.31495
GlcCer_NDS(d20:0/27:2)+H,880.76005,718.70715,700.69655,682.68605,312.32555,294.31495,406.40385,282.31495
GlcCer_NDS(d20:0/27:3)+H,878.74435,716.69155,698.68095,680.67035,312.32555,294.31495,404.38815,282.31495
GlcCer_NDS(d20:0/27:4)+H,876.72865,714.67585,696.66525,678.65475,312.32555,294.31495,402.37245,282.31495
GlcCer_NDS(d20:0/28:0)+H,898.80695,736.75405,718.74355,700.73295,312.32555,294.31495,424.45075,282.31495
GlcCer_NDS(d20:0/28:1)+H,896.79135,734.73845,716.72795,698.71735,312.32555,294.31495,422.43505,282.31495
GlcCer_NDS(d20:0/28:2)+H,894.77565,732.72285,714.71225,696.70165,312.32555,294.31495,420.41945,282.31495
GlcCer_NDS(d20:0/28:3)+H,892.76005,730.70715,712.69655,694.68605,312.32555,294.31495,418.40385,282.31495
GlcCer_NDS(d20:0/28:4)+H,890.74435,728.69155,710.68095,692.67035,312.32555,294.31495,416.38815,282.31495
GlcCer_NDS(d20:0/29:0)+H,912.82255,750.76975,732.75925,714.74855,312.32555,294.31495,438.46635,282.31495
GlcCer_NDS(d20:0/29:1)+H,910.80695,748.75405,730.74355,712.73295,312.32555,294.31495,436.45075,282.31495
GlcCer_NDS(d20:0/29:2)+H,908.79135,746.73845,728.72795,710.71735,312.32555,294.31495,434.43505,282.31495
GlcCer_NDS(d20:0/29:3)+H,906.77565,744.72285,726.71225,708.70165,312.32555,294.31495,432.41945,282.31495
GlcCer_NDS(d20:0/29:4)+H,904.76005,742.70715,724.69655,706.68605,312.32555,294.31495,430.40385,282.31495
GlcCer_NDS(d20:0/30:0)+H,926.83825,764.78535,746.77485,728.76425,312.32555,294.31495,452.48205,282.31495
GlcCer_NDS(d20:0/30:1)+H,924.82255,762.76975,744.75925,726.74855,312.32555,294.31495,450.46635,282.31495
GlcCer_NDS(d20:0/30:2)+H,922.80695,760.75405,742.74355,724.73295,312.32555,294.31495,448.45075,282.31495
GlcCer_NDS(d20:0/30:3)+H,920.79135,758.73845,740.72795,722.71735,312.32555,294.31495,446.43505,282.31495
GlcCer_NDS(d20:0/30:4)+H,918.77565,756.72285,738.71225,720.70165,312.32555,294.31495,444.41945,282.31495
GlcCer_NDS(d20:0/31:0)+H,940.85385,778.80105,760.79045,742.77995,312.32555,294.31495,466.49775,282.31495
GlcCer_NDS(d20:0/31:1)+H,938.83825,776.78535,758.77485,740.76425,312.32555,294.31495,464.48205,282.31495
GlcCer_NDS(d20:0/31:2)+H,936.82255,774.76975,756.75925,738.74855,312.32555,294.31495,462.46635,282.31495
GlcCer_NDS(d20:0/31:3)+H,934.80695,772.75405,754.74355,736.73295,312.32555,294.31495,460.45075,282.31495
GlcCer_NDS(d20:0/31:4)+H,932.79135,770.73845,752.72795,734.71735,312.32555,294.31495,458.43505,282.31495
GlcCer_NDS(d20:0/32:0)+H,954.86955,792.81675,774.80615,756.79555,312.32555,294.31495,480.51335,282.31495
GlcCer_NDS(d20:0/32:1)+H,952.85385,790.80105,772.79045,754.77995,312.32555,294.31495,478.49775,282.31495
GlcCer_NDS(d20:0/32:2)+H,950.83825,788.78535,770.77485,752.76425,312.32555,294.31495,476.48205,282.31495
GlcCer_NDS(d20:0/32:3)+H,948.82255,786.76975,768.75925,750.74855,312.32555,294.31495,474.46635,282.31495
GlcCer_NDS(d20:0/32:4)+H,946.80695,784.75405,766.74355,748.73295,312.32555,294.31495,472.45075,282.31495
GlcCer_NDS(d20:0/33:0)+H,968.88515,806.83235,788.82175,770.81125,312.32555,294.31495,494.52895,282.31495
GlcCer_NDS(d20:0/33:1)+H,966.86955,804.81675,786.80615,768.79555,312.32555,294.31495,492.51335,282.31495
GlcCer_NDS(d20:0/33:2)+H,964.85385,802.80105,784.79045,766.77995,312.32555,294.31495,490.49775,282.31495
GlcCer_NDS(d20:0/33:3)+H,962.83825,800.78535,782.77485,764.76425,312.32555,294.31495,488.48205,282.31495
GlcCer_NDS(d20:0/33:4)+H,960.82255,798.76975,780.75925,762.74855,312.32555,294.31495,486.46635,282.31495
GlcCer_NDS(d20:0/34:0)+H,982.90085,820.84805,802.83745,784.82685,312.32555,294.31495,508.54465,282.31495
GlcCer_NDS(d20:0/34:1)+H,980.88515,818.83235,800.82175,782.81125,312.32555,294.31495,506.52895,282.31495
GlcCer_NDS(d20:0/34:2)+H,978.86955,816.81675,798.80615,780.79555,312.32555,294.31495,504.51335,282.31495
GlcCer_NDS(d20:0/34:3)+H,976.85385,814.80105,796.79045,778.77995,312.32555,294.31495,502.49775,282.31495
GlcCer_NDS(d20:0/34:4)+H,974.83825,812.78535,794.77485,776.76425,312.32555,294.31495,500.48205,282.31495
GlcCer_NDS(d20:0/35:0)+H,996.91655,834.86365,816.85305,798.84255,312.32555,294.31495,522.56035,282.31495
GlcCer_NDS(d20:0/35:1)+H,994.90085,832.84805,814.83745,796.82685,312.32555,294.31495,520.54465,282.31495
GlcCer_NDS(d20:0/35:2)+H,992.88515,830.83235,812.82175,794.81125,312.32555,294.31495,518.52895,282.31495
GlcCer_NDS(d20:0/35:3)+H,990.86955,828.81675,810.80615,792.79555,312.32555,294.31495,516.51335,282.31495
GlcCer_NDS(d20:0/35:4)+H,988.85385,826.80105,808.79045,790.77995,312.32555,294.31495,514.49765,282.31495
GlcCer_NDS(d20:0/36:0)+H,1010.93245,848.87935,830.86875,812.85815,312.32555,294.31495,536.57595,282.31495
GlcCer_NDS(d20:0/36:1)+H,1008.91645,846.86365,828.85305,810.84255,312.32555,294.31495,534.56035,282.31495
GlcCer_NDS(d20:0/36:2)+H,1006.90045,844.84805,826.83745,808.82685,312.32555,294.31495,532.54465,282.31495
GlcCer_NDS(d20:0/36:3)+H,1004.88545,842.83235,824.82175,806.81125,312.32555,294.31495,530.52895,282.31495
GlcCer_NDS(d20:0/36:4)+H,1002.86945,840.81675,822.80615,804.79555,312.32555,294.31495,528.51335,282.31495
GlcCer_NDS(d21:0/14:0)+H,716.60355,554.55065,536.54005,518.52955,326.34115,308.33065,228.23165,296.33065
GlcCer_NDS(d21:0/14:1)+H,714.58785,552.53505,534.52445,516.51385,326.34115,308.33065,226.21605,296.33065
GlcCer_NDS(d21:0/14:2)+H,712.57225,550.51935,532.50875,514.49825,326.34115,308.33065,224.20035,296.33065
GlcCer_NDS(d21:0/14:3)+H,710.55655,548.50375,530.49315,512.48255,326.34115,308.33065,222.18475,296.33065
GlcCer_NDS(d21:0/15:0)+H,730.61915,568.56625,550.55575,532.54515,326.34115,308.33065,242.24725,296.33065
GlcCer_NDS(d21:0/15:1)+H,728.60355,566.55065,548.54005,530.52955,326.34115,308.33065,240.23165,296.33065
GlcCer_NDS(d21:0/15:2)+H,726.58785,564.53505,546.52445,528.51385,326.34115,308.33065,238.21605,296.33065
GlcCer_NDS(d21:0/15:3)+H,724.57225,562.51935,544.50875,526.49825,326.34115,308.33065,236.20035,296.33065
GlcCer_NDS(d21:0/16:0)+H,744.63475,582.58195,564.57145,546.56075,326.34115,308.33065,256.26295,296.33065
GlcCer_NDS(d21:0/16:1)+H,742.61915,580.56625,562.55575,544.54515,326.34115,308.33065,254.24725,296.33065
GlcCer_NDS(d21:0/16:2)+H,740.60355,578.55065,560.54005,542.52955,326.34115,308.33065,252.23165,296.33065
GlcCer_NDS(d21:0/16:3)+H,738.58785,576.53505,558.52445,540.51385,326.34115,308.33065,250.21605,296.33065
GlcCer_NDS(d21:0/16:4)+H,736.57225,574.51935,556.50875,538.49825,326.34115,308.33065,248.20035,296.33065
GlcCer_NDS(d21:0/17:0)+H,758.65045,596.59755,578.58705,560.57645,326.34115,308.33065,270.27855,296.33065
GlcCer_NDS(d21:0/17:1)+H,756.63475,594.58195,576.57145,558.56075,326.34115,308.33065,268.26295,296.33065
GlcCer_NDS(d21:0/17:2)+H,754.61915,592.56625,574.55575,556.54515,326.34115,308.33065,266.24735,296.33065
GlcCer_NDS(d21:0/17:3)+H,752.60355,590.55065,572.54005,554.52955,326.34115,308.33065,264.23165,296.33065
GlcCer_NDS(d21:0/18:0)+H,772.66605,610.61325,592.60265,574.59215,326.34115,308.33065,284.29425,296.33065
GlcCer_NDS(d21:0/18:1)+H,770.65045,608.59755,590.58705,572.57645,326.34115,308.33065,282.27855,296.33065
GlcCer_NDS(d21:0/18:2)+H,768.63475,606.58195,588.57145,570.56075,326.34115,308.33065,280.26295,296.33065
GlcCer_NDS(d21:0/18:3)+H,766.61915,604.56625,586.55575,568.54515,326.34115,308.33065,278.24735,296.33065
GlcCer_NDS(d21:0/18:4)+H,764.60355,602.55065,584.54005,566.52955,326.34115,308.33065,276.23165,296.33065
GlcCer_NDS(d21:0/19:0)+H,786.68175,624.62895,606.61835,588.60775,326.34115,308.33065,298.30995,296.33065
GlcCer_NDS(d21:0/19:1)+H,784.66605,622.61325,604.60265,586.59215,326.34115,308.33065,296.29425,296.33065
GlcCer_NDS(d21:0/19:2)+H,782.65045,620.59755,602.58705,584.57645,326.34115,308.33065,294.27855,296.33065
GlcCer_NDS(d21:0/19:3)+H,780.63475,618.58195,600.57145,582.56075,326.34115,308.33065,292.26295,296.33065
GlcCer_NDS(d21:0/19:4)+H,778.61915,616.56625,598.55575,580.54515,326.34115,308.33065,290.24735,296.33065
GlcCer_NDS(d21:0/20:0)+H,800.69735,638.64455,620.63395,602.62345,326.34115,308.33065,312.32555,296.33065
GlcCer_NDS(d21:0/20:1)+H,798.68175,636.62895,618.61835,600.60775,326.34115,308.33065,310.30995,296.33065
GlcCer_NDS(d21:0/20:2)+H,796.66605,634.61325,616.60265,598.59215,326.34115,308.33065,308.29425,296.33065
GlcCer_NDS(d21:0/20:3)+H,794.65045,632.59755,614.58705,596.57645,326.34115,308.33065,306.27855,296.33065
GlcCer_NDS(d21:0/20:4)+H,792.63475,630.58195,612.57145,594.56075,326.34115,308.33065,304.26295,296.33065
GlcCer_NDS(d21:0/21:0)+H,814.71305,652.66025,634.64965,616.63905,326.34115,308.33065,326.34115,296.33065
GlcCer_NDS(d21:0/21:1)+H,812.69735,650.64455,632.63395,614.62345,326.34115,308.33065,324.32555,296.33065
GlcCer_NDS(d21:0/21:2)+H,810.68175,648.62895,630.61835,612.60775,326.34115,308.33065,322.30995,296.33065
GlcCer_NDS(d21:0/21:3)+H,808.66605,646.61325,628.60265,610.59215,326.34115,308.33065,320.29425,296.33065
GlcCer_NDS(d21:0/21:4)+H,806.65045,644.59755,626.58705,608.57645,326.34115,308.33065,318.27855,296.33065
GlcCer_NDS(d21:0/22:0)+H,828.72865,666.67585,648.66525,630.65475,326.34115,308.33065,340.35685,296.33065
GlcCer_NDS(d21:0/22:1)+H,826.71305,664.66025,646.64965,628.63905,326.34115,308.33065,338.34115,296.33065
GlcCer_NDS(d21:0/22:2)+H,824.69735,662.64455,644.63395,626.62345,326.34115,308.33065,336.32555,296.33065
GlcCer_NDS(d21:0/22:3)+H,822.68175,660.62895,642.61835,624.60775,326.34115,308.33065,334.30995,296.33065
GlcCer_NDS(d21:0/22:4)+H,820.66605,658.61325,640.60265,622.59215,326.34115,308.33065,332.29425,296.33065
GlcCer_NDS(d21:0/23:0)+H,842.74435,680.69155,662.68095,644.67035,326.34115,308.33065,354.37245,296.33065
GlcCer_NDS(d21:0/23:1)+H,840.72865,678.67585,660.66525,642.65475,326.34115,308.33065,352.35685,296.33065
GlcCer_NDS(d21:0/23:2)+H,838.71305,676.66025,658.64965,640.63905,326.34115,308.33065,350.34115,296.33065
GlcCer_NDS(d21:0/23:3)+H,836.69735,674.64455,656.63395,638.62345,326.34115,308.33065,348.32555,296.33065
GlcCer_NDS(d21:0/23:4)+H,834.68175,672.62895,654.61835,636.60775,326.34115,308.33065,346.30995,296.33065
GlcCer_NDS(d21:0/24:0)+H,856.76005,694.70715,676.69655,658.68605,326.34115,308.33065,368.38815,296.33065
GlcCer_NDS(d21:0/24:1)+H,854.74435,692.69155,674.68095,656.67035,326.34115,308.33065,366.37245,296.33065
GlcCer_NDS(d21:0/24:2)+H,852.72865,690.67585,672.66525,654.65475,326.34115,308.33065,364.35685,296.33065
GlcCer_NDS(d21:0/24:3)+H,850.71305,688.66025,670.64965,652.63905,326.34115,308.33065,362.34115,296.33065
GlcCer_NDS(d21:0/24:4)+H,848.69735,686.64455,668.63395,650.62345,326.34115,308.33065,360.32555,296.33065
GlcCer_NDS(d21:0/25:0)+H,870.77565,708.72285,690.71225,672.70165,326.34115,308.33065,382.40385,296.33065
GlcCer_NDS(d21:0/25:1)+H,868.76005,706.70715,688.69655,670.68605,326.34115,308.33065,380.38815,296.33065
GlcCer_NDS(d21:0/25:2)+H,866.74435,704.69155,686.68095,668.67035,326.34115,308.33065,378.37245,296.33065
GlcCer_NDS(d21:0/25:3)+H,864.72865,702.67585,684.66525,666.65475,326.34115,308.33065,376.35685,296.33065
GlcCer_NDS(d21:0/25:4)+H,862.71305,700.66025,682.64965,664.63905,326.34115,308.33065,374.34115,296.33065
GlcCer_NDS(d21:0/26:0)+H,884.79135,722.73845,704.72795,686.71735,326.34115,308.33065,396.41945,296.33065
GlcCer_NDS(d21:0/26:1)+H,882.77565,720.72285,702.71225,684.70165,326.34115,308.33065,394.40385,296.33065
GlcCer_NDS(d21:0/26:2)+H,880.76005,718.70715,700.69655,682.68605,326.34115,308.33065,392.38815,296.33065
GlcCer_NDS(d21:0/26:3)+H,878.74435,716.69155,698.68095,680.67035,326.34115,308.33065,390.37245,296.33065
GlcCer_NDS(d21:0/26:4)+H,876.72865,714.67585,696.66525,678.65475,326.34115,308.33065,388.35685,296.33065
GlcCer_NDS(d21:0/27:0)+H,898.80695,736.75405,718.74355,700.73295,326.34115,308.33065,410.43505,296.33065
GlcCer_NDS(d21:0/27:1)+H,896.79135,734.73845,716.72795,698.71735,326.34115,308.33065,408.41945,296.33065
GlcCer_NDS(d21:0/27:2)+H,894.77565,732.72285,714.71225,696.70165,326.34115,308.33065,406.40385,296.33065
GlcCer_NDS(d21:0/27:3)+H,892.76005,730.70715,712.69655,694.68605,326.34115,308.33065,404.38815,296.33065
GlcCer_NDS(d21:0/27:4)+H,890.74435,728.69155,710.68095,692.67035,326.34115,308.33065,402.37245,296.33065
GlcCer_NDS(d21:0/28:0)+H,912.82255,750.76975,732.75925,714.74855,326.34115,308.33065,424.45075,296.33065
GlcCer_NDS(d21:0/28:1)+H,910.80695,748.75405,730.74355,712.73295,326.34115,308.33065,422.43505,296.33065
GlcCer_NDS(d21:0/28:2)+H,908.79135,746.73845,728.72795,710.71735,326.34115,308.33065,420.41945,296.33065
GlcCer_NDS(d21:0/28:3)+H,906.77565,744.72285,726.71225,708.70165,326.34115,308.33065,418.40385,296.33065
GlcCer_NDS(d21:0/28:4)+H,904.76005,742.70715,724.69655,706.68605,326.34115,308.33065,416.38815,296.33065
GlcCer_NDS(d21:0/29:0)+H,926.83825,764.78535,746.77485,728.76425,326.34115,308.33065,438.46635,296.33065
GlcCer_NDS(d21:0/29:1)+H,924.82255,762.76975,744.75925,726.74855,326.34115,308.33065,436.45075,296.33065
GlcCer_NDS(d21:0/29:2)+H,922.80695,760.75405,742.74355,724.73295,326.34115,308.33065,434.43505,296.33065
GlcCer_NDS(d21:0/29:3)+H,920.79135,758.73845,740.72795,722.71735,326.34115,308.33065,432.41945,296.33065
GlcCer_NDS(d21:0/29:4)+H,918.77565,756.72285,738.71225,720.70165,326.34115,308.33065,430.40385,296.33065
GlcCer_NDS(d21:0/30:0)+H,940.85385,778.80105,760.79045,742.77995,326.34115,308.33065,452.48205,296.33065
GlcCer_NDS(d21:0/30:1)+H,938.83825,776.78535,758.77485,740.76425,326.34115,308.33065,450.46635,296.33065
GlcCer_NDS(d21:0/30:2)+H,936.82255,774.76975,756.75925,738.74855,326.34115,308.33065,448.45075,296.33065
GlcCer_NDS(d21:0/30:3)+H,934.80695,772.75405,754.74355,736.73295,326.34115,308.33065,446.43505,296.33065
GlcCer_NDS(d21:0/30:4)+H,932.79135,770.73845,752.72795,734.71735,326.34115,308.33065,444.41945,296.33065
GlcCer_NDS(d21:0/31:0)+H,954.86955,792.81675,774.80615,756.79555,326.34115,308.33065,466.49775,296.33065
GlcCer_NDS(d21:0/31:1)+H,952.85385,790.80105,772.79045,754.77995,326.34115,308.33065,464.48205,296.33065
GlcCer_NDS(d21:0/31:2)+H,950.83825,788.78535,770.77485,752.76425,326.34115,308.33065,462.46635,296.33065
GlcCer_NDS(d21:0/31:3)+H,948.82255,786.76975,768.75925,750.74855,326.34115,308.33065,460.45075,296.33065
GlcCer_NDS(d21:0/31:4)+H,946.80695,784.75405,766.74355,748.73295,326.34115,308.33065,458.43505,296.33065
GlcCer_NDS(d21:0/32:0)+H,968.88515,806.83235,788.82175,770.81125,326.34115,308.33065,480.51335,296.33065
GlcCer_NDS(d21:0/32:1)+H,966.86955,804.81675,786.80615,768.79555,326.34115,308.33065,478.49775,296.33065
GlcCer_NDS(d21:0/32:2)+H,964.85385,802.80105,784.79045,766.77995,326.34115,308.33065,476.48205,296.33065
GlcCer_NDS(d21:0/32:3)+H,962.83825,800.78535,782.77485,764.76425,326.34115,308.33065,474.46635,296.33065
GlcCer_NDS(d21:0/32:4)+H,960.82255,798.76975,780.75925,762.74855,326.34115,308.33065,472.45075,296.33065
GlcCer_NDS(d21:0/33:0)+H,982.90085,820.84805,802.83745,784.82685,326.34115,308.33065,494.52895,296.33065
GlcCer_NDS(d21:0/33:1)+H,980.88515,818.83235,800.82175,782.81125,326.34115,308.33065,492.51335,296.33065
GlcCer_NDS(d21:0/33:2)+H,978.86955,816.81675,798.80615,780.79555,326.34115,308.33065,490.49775,296.33065
GlcCer_NDS(d21:0/33:3)+H,976.85385,814.80105,796.79045,778.77995,326.34115,308.33065,488.48205,296.33065
GlcCer_NDS(d21:0/33:4)+H,974.83825,812.78535,794.77485,776.76425,326.34115,308.33065,486.46635,296.33065
GlcCer_NDS(d21:0/34:0)+H,996.91655,834.86365,816.85305,798.84255,326.34115,308.33065,508.54465,296.33065
GlcCer_NDS(d21:0/34:1)+H,994.90085,832.84805,814.83745,796.82685,326.34115,308.33065,506.52895,296.33065
GlcCer_NDS(d21:0/34:2)+H,992.88515,830.83235,812.82175,794.81125,326.34115,308.33065,504.51335,296.33065
GlcCer_NDS(d21:0/34:3)+H,990.86955,828.81675,810.80615,792.79555,326.34115,308.33065,502.49775,296.33065
GlcCer_NDS(d21:0/34:4)+H,988.85385,826.80105,808.79045,790.77995,326.34115,308.33065,500.48205,296.33065
GlcCer_NDS(d21:0/35:0)+H,1010.93245,848.87935,830.86875,812.85815,326.34115,308.33065,522.56035,296.33065
GlcCer_NDS(d21:0/35:1)+H,1008.91645,846.86365,828.85305,810.84255,326.34115,308.33065,520.54465,296.33065
