Ac4PIM2,[M-H]-,M-sn1,M-sn2,M-sn3,M-sn4,M-sn1-sn2,M-sn3-sn4,M-sn1-sn2-C3H5O,M-sn3-sn4-C3H5O
Ac4PIM2(16:1_16:0_14:0_17:1)-H,1592.036037,1337.811597,1335.795957,1363.827237,1323.795957,1081.571517,1095.587157,1025.545307,1039.560947
Ac4PIM2(16:1_16:0_14:0_18:1)-H,1606.051687,1351.827247,1349.811607,1377.842887,1323.795967,1095.587167,1095.587167,1039.560957,1039.560957
Ac4PIM2(16:1_16:0_14:0_18:2)-H,1604.036037,1349.811597,1347.795957,1375.827237,1323.795957,1093.571517,1095.587157,1037.545307,1039.560947
Ac4PIM2(16:1_16:0_14:0_methyl-18:0)-H,1622.082987,1367.858547,1365.842907,1393.874187,1323.795987,1111.618467,1095.587187,1055.592257,1039.560977
Ac4PIM2(16:1_16:0_15:0_14:0)-H,1566.020387,1311.795947,1309.780307,1323.795947,1337.811587,1055.555867,1095.587147,999.5296569,1039.560937
Ac4PIM2(16:1_16:0_15:0_15:0)-H,1580.036037,1325.811597,1323.795957,1337.811597,1337.811597,1069.571517,1095.587157,1013.545307,1039.560947
Ac4PIM2(16:1_16:0_15:0_16:0)-H,1594.051687,1339.827247,1337.811607,1351.827247,1337.811607,1083.587167,1095.587167,1027.560957,1039.560957
Ac4PIM2(16:1_16:0_15:0_17:0)-H,1608.067337,1353.842897,1351.827257,1365.842897,1337.811617,1097.602817,1095.587177,1041.576607,1039.560967
Ac4PIM2(16:1_16:0_15:0_18:0)-H,1622.082987,1367.858547,1365.842907,1379.858547,1337.811627,1111.618467,1095.587187,1055.592257,1039.560977
Ac4PIM2(16:1_16:0_15:0_19:0)-H,1636.098637,1381.874197,1379.858557,1393.874197,1337.811637,1125.634117,1095.587197,1069.607907,1039.560987
Ac4PIM2(16:1_16:0_15:0_20:0)-H,1650.114287,1395.889847,1393.874207,1407.889847,1337.811647,1139.649767,1095.587207,1083.623557,1039.560997
Ac4PIM2(16:1_16:0_15:0_16:1)-H,1592.036037,1337.811597,1335.795957,1349.811597,1337.811597,1081.571517,1095.587157,1025.545307,1039.560947
Ac4PIM2(16:1_16:0_15:0_17:1)-H,1606.051687,1351.827247,1349.811607,1363.827247,1337.811607,1095.587167,1095.587167,1039.560957,1039.560957
Ac4PIM2(16:1_16:0_15:0_18:1)-H,1620.067337,1365.842897,1363.827257,1377.842897,1337.811617,1109.602817,1095.587177,1053.576607,1039.560967
Ac4PIM2(16:1_16:0_15:0_18:2)-H,1618.051687,1363.827247,1361.811607,1375.827247,1337.811607,1107.587167,1095.587167,1051.560957,1039.560957
Ac4PIM2(16:1_16:0_15:0_methyl-18:0)-H,1636.098637,1381.874197,1379.858557,1393.874197,1337.811637,1125.634117,1095.587197,1069.607907,1039.560987
Ac4PIM2(16:1_16:0_16:0_14:0)-H,1580.036037,1325.811597,1323.795957,1323.795957,1351.827237,1069.571517,1095.587157,1013.545307,1039.560947
Ac4PIM2(16:1_16:0_16:0_15:0)-H,1594.051687,1339.827247,1337.811607,1337.811607,1351.827247,1083.587167,1095.587167,1027.560957,1039.560957
Ac4PIM2(16:1_16:0_16:0_16:0)-H,1608.067337,1353.842897,1351.827257,1351.827257,1351.827257,1097.602817,1095.587177,1041.576607,1039.560967
Ac4PIM2(16:1_16:0_16:0_17:0)-H,1622.082987,1367.858547,1365.842907,1365.842907,1351.827267,1111.618467,1095.587187,1055.592257,1039.560977
Ac4PIM2(16:1_16:0_16:0_18:0)-H,1636.098637,1381.874197,1379.858557,1379.858557,1351.827277,1125.634117,1095.587197,1069.607907,1039.560987
Ac4PIM2(16:1_16:0_16:0_19:0)-H,1650.114287,1395.889847,1393.874207,1393.874207,1351.827287,1139.649767,1095.587207,1083.623557,1039.560997
Ac4PIM2(16:1_16:0_16:0_20:0)-H,1664.129937,1409.905497,1407.889857,1407.889857,1351.827297,1153.665417,1095.587217,1097.639207,1039.561007
Ac4PIM2(16:1_16:0_16:0_16:1)-H,1606.051687,1351.827247,1349.811607,1349.811607,1351.827247,1095.587167,1095.587167,1039.560957,1039.560957
Ac4PIM2(16:1_16:0_16:0_17:1)-H,1620.067337,1365.842897,1363.827257,1363.827257,1351.827257,1109.602817,1095.587177,1053.576607,1039.560967
Ac4PIM2(16:1_16:0_16:0_18:1)-H,1634.082987,1379.858547,1377.842907,1377.842907,1351.827267,1123.618467,1095.587187,1067.592257,1039.560977
Ac4PIM2(16:1_16:0_16:0_18:2)-H,1632.067337,1377.842897,1375.827257,1375.827257,1351.827257,1121.602817,1095.587177,1065.576607,1039.560967
Ac4PIM2(16:1_16:0_16:0_methyl-18:0)-H,1650.114287,1395.889847,1393.874207,1393.874207,1351.827287,1139.649767,1095.587207,1083.623557,1039.560997
Ac4PIM2(16:1_16:0_17:0_14:0)-H,1594.051687,1339.827247,1337.811607,1323.795967,1365.842887,1083.587167,1095.587167,1027.560957,1039.560957
Ac4PIM2(16:1_16:0_17:0_15:0)-H,1608.067337,1353.842897,1351.827257,1337.811617,1365.842897,1097.602817,1095.587177,1041.576607,1039.560967
Ac4PIM2(16:1_16:0_17:0_16:0)-H,1622.082987,1367.858547,1365.842907,1351.827267,1365.842907,1111.618467,1095.587187,1055.592257,1039.560977
Ac4PIM2(16:1_16:0_17:0_17:0)-H,1636.098637,1381.874197,1379.858557,1365.842917,1365.842917,1125.634117,1095.587197,1069.607907,1039.560987
Ac4PIM2(16:1_16:0_17:0_18:0)-H,1650.114287,1395.889847,1393.874207,1379.858567,1365.842927,1139.649767,1095.587207,1083.623557,1039.560997
Ac4PIM2(16:1_16:0_17:0_19:0)-H,1664.129937,1409.905497,1407.889857,1393.874217,1365.842937,1153.665417,1095.587217,1097.639207,1039.561007
Ac4PIM2(16:1_16:0_17:0_20:0)-H,1678.145587,1423.921147,1421.905507,1407.889867,1365.842947,1167.681067,1095.587227,1111.654857,1039.561017
Ac4PIM2(16:1_16:0_17:0_16:1)-H,1620.067337,1365.842897,1363.827257,1349.811617,1365.842897,1109.602817,1095.587177,1053.576607,1039.560967
Ac4PIM2(16:1_16:0_17:0_17:1)-H,1634.082987,1379.858547,1377.842907,1363.827267,1365.842907,1123.618467,1095.587187,1067.592257,1039.560977
Ac4PIM2(16:1_16:0_17:0_18:1)-H,1648.098637,1393.874197,1391.858557,1377.842917,1365.842917,1137.634117,1095.587197,1081.607907,1039.560987
Ac4PIM2(16:1_16:0_17:0_18:2)-H,1646.082987,1391.858547,1389.842907,1375.827267,1365.842907,1135.618467,1095.587187,1079.592257,1039.560977
Ac4PIM2(16:1_16:0_17:0_methyl-18:0)-H,1664.129937,1409.905497,1407.889857,1393.874217,1365.842937,1153.665417,1095.587217,1097.639207,1039.561007
Ac4PIM2(16:1_16:0_18:0_14:0)-H,1608.067337,1353.842897,1351.827257,1323.795977,1379.858537,1097.602817,1095.587177,1041.576607,1039.560967
Ac4PIM2(16:1_16:0_18:0_15:0)-H,1622.082987,1367.858547,1365.842907,1337.811627,1379.858547,1111.618467,1095.587187,1055.592257,1039.560977
Ac4PIM2(16:1_16:0_18:0_16:0)-H,1636.098637,1381.874197,1379.858557,1351.827277,1379.858557,1125.634117,1095.587197,1069.607907,1039.560987
Ac4PIM2(16:1_16:0_18:0_17:0)-H,1650.114287,1395.889847,1393.874207,1365.842927,1379.858567,1139.649767,1095.587207,1083.623557,1039.560997
Ac4PIM2(16:1_16:0_18:0_18:0)-H,1664.129937,1409.905497,1407.889857,1379.858577,1379.858577,1153.665417,1095.587217,1097.639207,1039.561007
Ac4PIM2(16:1_16:0_18:0_19:0)-H,1678.145587,1423.921147,1421.905507,1393.874227,1379.858587,1167.681067,1095.587227,1111.654857,1039.561017
Ac4PIM2(16:1_16:0_18:0_20:0)-H,1692.161237,1437.936797,1435.921157,1407.889877,1379.858597,1181.696717,1095.587237,1125.670507,1039.561027
Ac4PIM2(16:1_16:0_18:0_16:1)-H,1634.082987,1379.858547,1377.842907,1349.811627,1379.858547,1123.618467,1095.587187,1067.592257,1039.560977
Ac4PIM2(16:1_16:0_18:0_17:1)-H,1648.098637,1393.874197,1391.858557,1363.827277,1379.858557,1137.634117,1095.587197,1081.607907,1039.560987
Ac4PIM2(16:1_16:0_18:0_18:1)-H,1662.114287,1407.889847,1405.874207,1377.842927,1379.858567,1151.649767,1095.587207,1095.623557,1039.560997
Ac4PIM2(16:1_16:0_18:0_18:2)-H,1660.098637,1405.874197,1403.858557,1375.827277,1379.858557,1149.634117,1095.587197,1093.607907,1039.560987
Ac4PIM2(16:1_16:0_18:0_methyl-18:0)-H,1678.145587,1423.921147,1421.905507,1393.874227,1379.858587,1167.681067,1095.587227,1111.654857,1039.561017
Ac4PIM2(16:1_16:0_19:0_14:0)-H,1622.082987,1367.858547,1365.842907,1323.795987,1393.874187,1111.618467,1095.587187,1055.592257,1039.560977
Ac4PIM2(16:1_16:0_19:0_15:0)-H,1636.098637,1381.874197,1379.858557,1337.811637,1393.874197,1125.634117,1095.587197,1069.607907,1039.560987
Ac4PIM2(16:1_16:0_19:0_16:0)-H,1650.114287,1395.889847,1393.874207,1351.827287,1393.874207,1139.649767,1095.587207,1083.623557,1039.560997
Ac4PIM2(16:1_16:0_19:0_17:0)-H,1664.129937,1409.905497,1407.889857,1365.842937,1393.874217,1153.665417,1095.587217,1097.639207,1039.561007
Ac4PIM2(16:1_16:0_19:0_18:0)-H,1678.145587,1423.921147,1421.905507,1379.858587,1393.874227,1167.681067,1095.587227,1111.654857,1039.561017
Ac4PIM2(16:1_16:0_19:0_19:0)-H,1692.161237,1437.936797,1435.921157,1393.874237,1393.874237,1181.696717,1095.587237,1125.670507,1039.561027
Ac4PIM2(16:1_16:0_19:0_20:0)-H,1706.176888,1451.952448,1449.936808,1407.889888,1393.874248,1195.712368,1095.587248,1139.686158,1039.561038
Ac4PIM2(16:1_16:0_19:0_16:1)-H,1648.098637,1393.874197,1391.858557,1349.811637,1393.874197,1137.634117,1095.587197,1081.607907,1039.560987
Ac4PIM2(16:1_16:0_19:0_17:1)-H,1662.114287,1407.889847,1405.874207,1363.827287,1393.874207,1151.649767,1095.587207,1095.623557,1039.560997
Ac4PIM2(16:1_16:0_19:0_18:1)-H,1676.129937,1421.905497,1419.889857,1377.842937,1393.874217,1165.665417,1095.587217,1109.639207,1039.561007
Ac4PIM2(16:1_16:0_19:0_18:2)-H,1674.114287,1419.889847,1417.874207,1375.827287,1393.874207,1163.649767,1095.587207,1107.623557,1039.560997
Ac4PIM2(16:1_16:0_19:0_methyl-18:0)-H,1692.161237,1437.936797,1435.921157,1393.874237,1393.874237,1181.696717,1095.587237,1125.670507,1039.561027
Ac4PIM2(16:1_16:0_20:0_14:0)-H,1636.098637,1381.874197,1379.858557,1323.795997,1407.889837,1125.634117,1095.587197,1069.607907,1039.560987
Ac4PIM2(16:1_16:0_20:0_15:0)-H,1650.114287,1395.889847,1393.874207,1337.811647,1407.889847,1139.649767,1095.587207,1083.623557,1039.560997
Ac4PIM2(16:1_16:0_20:0_16:0)-H,1664.129937,1409.905497,1407.889857,1351.827297,1407.889857,1153.665417,1095.587217,1097.639207,1039.561007
Ac4PIM2(16:1_16:0_20:0_17:0)-H,1678.145587,1423.921147,1421.905507,1365.842947,1407.889867,1167.681067,1095.587227,1111.654857,1039.561017
Ac4PIM2(16:1_16:0_20:0_18:0)-H,1692.161237,1437.936797,1435.921157,1379.858597,1407.889877,1181.696717,1095.587237,1125.670507,1039.561027
Ac4PIM2(16:1_16:0_20:0_19:0)-H,1706.176888,1451.952448,1449.936808,1393.874248,1407.889888,1195.712368,1095.587248,1139.686158,1039.561038
Ac4PIM2(16:1_16:0_20:0_20:0)-H,1720.192538,1465.968098,1463.952458,1407.889898,1407.889898,1209.728018,1095.587258,1153.701808,1039.561048
Ac4PIM2(16:1_16:0_20:0_16:1)-H,1662.114287,1407.889847,1405.874207,1349.811647,1407.889847,1151.649767,1095.587207,1095.623557,1039.560997
Ac4PIM2(16:1_16:0_20:0_17:1)-H,1676.129937,1421.905497,1419.889857,1363.827297,1407.889857,1165.665417,1095.587217,1109.639207,1039.561007
Ac4PIM2(16:1_16:0_20:0_18:1)-H,1690.145587,1435.921147,1433.905507,1377.842947,1407.889867,1179.681067,1095.587227,1123.654857,1039.561017
Ac4PIM2(16:1_16:0_20:0_18:2)-H,1688.129937,1433.905497,1431.889857,1375.827297,1407.889857,1177.665417,1095.587217,1121.639207,1039.561007
Ac4PIM2(16:1_16:0_20:0_methyl-18:0)-H,1706.176888,1451.952448,1449.936808,1393.874248,1407.889888,1195.712368,1095.587248,1139.686158,1039.561038
Ac4PIM2(16:1_16:0_16:1_14:0)-H,1578.020387,1323.795947,1321.780307,1323.795947,1349.811587,1067.555867,1095.587147,1011.529657,1039.560937
Ac4PIM2(16:1_16:0_16:1_15:0)-H,1592.036037,1337.811597,1335.795957,1337.811597,1349.811597,1081.571517,1095.587157,1025.545307,1039.560947
Ac4PIM2(16:1_16:0_16:1_16:0)-H,1606.051687,1351.827247,1349.811607,1351.827247,1349.811607,1095.587167,1095.587167,1039.560957,1039.560957
Ac4PIM2(16:1_16:0_16:1_17:0)-H,1620.067337,1365.842897,1363.827257,1365.842897,1349.811617,1109.602817,1095.587177,1053.576607,1039.560967
Ac4PIM2(16:1_16:0_16:1_18:0)-H,1634.082987,1379.858547,1377.842907,1379.858547,1349.811627,1123.618467,1095.587187,1067.592257,1039.560977
Ac4PIM2(16:1_16:0_16:1_19:0)-H,1648.098637,1393.874197,1391.858557,1393.874197,1349.811637,1137.634117,1095.587197,1081.607907,1039.560987
Ac4PIM2(16:1_16:0_16:1_20:0)-H,1662.114287,1407.889847,1405.874207,1407.889847,1349.811647,1151.649767,1095.587207,1095.623557,1039.560997
Ac4PIM2(16:1_16:0_16:1_16:1)-H,1604.036037,1349.811597,1347.795957,1349.811597,1349.811597,1093.571517,1095.587157,1037.545307,1039.560947
Ac4PIM2(16:1_16:0_16:1_17:1)-H,1618.051687,1363.827247,1361.811607,1363.827247,1349.811607,1107.587167,1095.587167,1051.560957,1039.560957
Ac4PIM2(16:1_16:0_16:1_18:1)-H,1632.067337,1377.842897,1375.827257,1377.842897,1349.811617,1121.602817,1095.587177,1065.576607,1039.560967
Ac4PIM2(16:1_16:0_16:1_18:2)-H,1630.051687,1375.827247,1373.811607,1375.827247,1349.811607,1119.587167,1095.587167,1063.560957,1039.560957
Ac4PIM2(16:1_16:0_16:1_methyl-18:0)-H,1648.098637,1393.874197,1391.858557,1393.874197,1349.811637,1137.634117,1095.587197,1081.607907,1039.560987
Ac4PIM2(16:1_16:0_17:1_14:0)-H,1592.036037,1337.811597,1335.795957,1323.795957,1363.827237,1081.571517,1095.587157,1025.545307,1039.560947
Ac4PIM2(16:1_16:0_17:1_15:0)-H,1606.051687,1351.827247,1349.811607,1337.811607,1363.827247,1095.587167,1095.587167,1039.560957,1039.560957
Ac4PIM2(16:1_16:0_17:1_16:0)-H,1620.067337,1365.842897,1363.827257,1351.827257,1363.827257,1109.602817,1095.587177,1053.576607,1039.560967
Ac4PIM2(16:1_16:0_17:1_17:0)-H,1634.082987,1379.858547,1377.842907,1365.842907,1363.827267,1123.618467,1095.587187,1067.592257,1039.560977
Ac4PIM2(16:1_16:0_17:1_18:0)-H,1648.098637,1393.874197,1391.858557,1379.858557,1363.827277,1137.634117,1095.587197,1081.607907,1039.560987
Ac4PIM2(16:1_16:0_17:1_19:0)-H,1662.114287,1407.889847,1405.874207,1393.874207,1363.827287,1151.649767,1095.587207,1095.623557,1039.560997
Ac4PIM2(16:1_16:0_17:1_20:0)-H,1676.129937,1421.905497,1419.889857,1407.889857,1363.827297,1165.665417,1095.587217,1109.639207,1039.561007
Ac4PIM2(16:1_16:0_17:1_16:1)-H,1618.051687,1363.827247,1361.811607,1349.811607,1363.827247,1107.587167,1095.587167,1051.560957,1039.560957
Ac4PIM2(16:1_16:0_17:1_17:1)-H,1632.067337,1377.842897,1375.827257,1363.827257,1363.827257,1121.602817,1095.587177,1065.576607,1039.560967
Ac4PIM2(16:1_16:0_17:1_18:1)-H,1646.082987,1391.858547,1389.842907,1377.842907,1363.827267,1135.618467,1095.587187,1079.592257,1039.560977
Ac4PIM2(16:1_16:0_17:1_18:2)-H,1644.067337,1389.842897,1387.827257,1375.827257,1363.827257,1133.602817,1095.587177,1077.576607,1039.560967
Ac4PIM2(16:1_16:0_17:1_methyl-18:0)-H,1662.114287,1407.889847,1405.874207,1393.874207,1363.827287,1151.649767,1095.587207,1095.623557,1039.560997
Ac4PIM2(16:1_16:0_18:1_14:0)-H,1606.051687,1351.827247,1349.811607,1323.795967,1377.842887,1095.587167,1095.587167,1039.560957,1039.560957
Ac4PIM2(16:1_16:0_18:1_15:0)-H,1620.067337,1365.842897,1363.827257,1337.811617,1377.842897,1109.602817,1095.587177,1053.576607,1039.560967
Ac4PIM2(16:1_16:0_18:1_16:0)-H,1634.082987,1379.858547,1377.842907,1351.827267,1377.842907,1123.618467,1095.587187,1067.592257,1039.560977
Ac4PIM2(16:1_16:0_18:1_17:0)-H,1648.098637,1393.874197,1391.858557,1365.842917,1377.842917,1137.634117,1095.587197,1081.607907,1039.560987
Ac4PIM2(16:1_16:0_18:1_18:0)-H,1662.114287,1407.889847,1405.874207,1379.858567,1377.842927,1151.649767,1095.587207,1095.623557,1039.560997
Ac4PIM2(16:1_16:0_18:1_19:0)-H,1676.129937,1421.905497,1419.889857,1393.874217,1377.842937,1165.665417,1095.587217,1109.639207,1039.561007
Ac4PIM2(16:1_16:0_18:1_20:0)-H,1690.145587,1435.921147,1433.905507,1407.889867,1377.842947,1179.681067,1095.587227,1123.654857,1039.561017
Ac4PIM2(16:1_16:0_18:1_16:1)-H,1632.067337,1377.842897,1375.827257,1349.811617,1377.842897,1121.602817,1095.587177,1065.576607,1039.560967
Ac4PIM2(16:1_16:0_18:1_17:1)-H,1646.082987,1391.858547,1389.842907,1363.827267,1377.842907,1135.618467,1095.587187,1079.592257,1039.560977
Ac4PIM2(16:1_16:0_18:1_18:1)-H,1660.098637,1405.874197,1403.858557,1377.842917,1377.842917,1149.634117,1095.587197,1093.607907,1039.560987
Ac4PIM2(16:1_16:0_18:1_18:2)-H,1658.082987,1403.858547,1401.842907,1375.827267,1377.842907,1147.618467,1095.587187,1091.592257,1039.560977
Ac4PIM2(16:1_16:0_18:1_methyl-18:0)-H,1676.129937,1421.905497,1419.889857,1393.874217,1377.842937,1165.665417,1095.587217,1109.639207,1039.561007
Ac4PIM2(16:1_16:0_18:2_14:0)-H,1604.036037,1349.811597,1347.795957,1323.795957,1375.827237,1093.571517,1095.587157,1037.545307,1039.560947
Ac4PIM2(16:1_16:0_18:2_15:0)-H,1618.051687,1363.827247,1361.811607,1337.811607,1375.827247,1107.587167,1095.587167,1051.560957,1039.560957
Ac4PIM2(16:1_16:0_18:2_16:0)-H,1632.067337,1377.842897,1375.827257,1351.827257,1375.827257,1121.602817,1095.587177,1065.576607,1039.560967
Ac4PIM2(16:1_16:0_18:2_17:0)-H,1646.082987,1391.858547,1389.842907,1365.842907,1375.827267,1135.618467,1095.587187,1079.592257,1039.560977
Ac4PIM2(16:1_16:0_18:2_18:0)-H,1660.098637,1405.874197,1403.858557,1379.858557,1375.827277,1149.634117,1095.587197,1093.607907,1039.560987
Ac4PIM2(16:1_16:0_18:2_19:0)-H,1674.114287,1419.889847,1417.874207,1393.874207,1375.827287,1163.649767,1095.587207,1107.623557,1039.560997
Ac4PIM2(16:1_16:0_18:2_20:0)-H,1688.129937,1433.905497,1431.889857,1407.889857,1375.827297,1177.665417,1095.587217,1121.639207,1039.561007
Ac4PIM2(16:1_16:0_18:2_16:1)-H,1630.051687,1375.827247,1373.811607,1349.811607,1375.827247,1119.587167,1095.587167,1063.560957,1039.560957
Ac4PIM2(16:1_16:0_18:2_17:1)-H,1644.067337,1389.842897,1387.827257,1363.827257,1375.827257,1133.602817,1095.587177,1077.576607,1039.560967
Ac4PIM2(16:1_16:0_18:2_18:1)-H,1658.082987,1403.858547,1401.842907,1377.842907,1375.827267,1147.618467,1095.587187,1091.592257,1039.560977
Ac4PIM2(16:1_16:0_18:2_18:2)-H,1656.067337,1401.842897,1399.827257,1375.827257,1375.827257,1145.602817,1095.587177,1089.576607,1039.560967
Ac4PIM2(16:1_16:0_18:2_methyl-18:0)-H,1674.114287,1419.889847,1417.874207,1393.874207,1375.827287,1163.649767,1095.587207,1107.623557,1039.560997
Ac4PIM2(16:1_16:0_methyl-18:0_14:0)-H,1622.082987,1367.858547,1365.842907,1323.795987,1393.874187,1111.618467,1095.587187,1055.592257,1039.560977
Ac4PIM2(16:1_16:0_methyl-18:0_15:0)-H,1636.098637,1381.874197,1379.858557,1337.811637,1393.874197,1125.634117,1095.587197,1069.607907,1039.560987
Ac4PIM2(16:1_16:0_methyl-18:0_16:0)-H,1650.114287,1395.889847,1393.874207,1351.827287,1393.874207,1139.649767,1095.587207,1083.623557,1039.560997
Ac4PIM2(16:1_16:0_methyl-18:0_17:0)-H,1664.129937,1409.905497,1407.889857,1365.842937,1393.874217,1153.665417,1095.587217,1097.639207,1039.561007
Ac4PIM2(16:1_16:0_methyl-18:0_18:0)-H,1678.145587,1423.921147,1421.905507,1379.858587,1393.874227,1167.681067,1095.587227,1111.654857,1039.561017
Ac4PIM2(16:1_16:0_methyl-18:0_19:0)-H,1692.161237,1437.936797,1435.921157,1393.874237,1393.874237,1181.696717,1095.587237,1125.670507,1039.561027
Ac4PIM2(16:1_16:0_methyl-18:0_20:0)-H,1706.176888,1451.952448,1449.936808,1407.889888,1393.874248,1195.712368,1095.587248,1139.686158,1039.561038
Ac4PIM2(16:1_16:0_methyl-18:0_16:1)-H,1648.098637,1393.874197,1391.858557,1349.811637,1393.874197,1137.634117,1095.587197,1081.607907,1039.560987
Ac4PIM2(16:1_16:0_methyl-18:0_17:1)-H,1662.114287,1407.889847,1405.874207,1363.827287,1393.874207,1151.649767,1095.587207,1095.623557,1039.560997
Ac4PIM2(16:1_16:0_methyl-18:0_18:1)-H,1676.129937,1421.905497,1419.889857,1377.842937,1393.874217,1165.665417,1095.587217,1109.639207,1039.561007
Ac4PIM2(16:1_16:0_methyl-18:0_18:2)-H,1674.114287,1419.889847,1417.874207,1375.827287,1393.874207,1163.649767,1095.587207,1107.623557,1039.560997
Ac4PIM2(16:1_16:0_methyl-18:0_methyl-18:0)-H,1692.161237,1437.936797,1435.921157,1393.874237,1393.874237,1181.696717,1095.587237,1125.670507,1039.561027
Ac4PIM2(16:1_17:0_14:0_14:0)-H,1566.020387,1311.795947,1295.764667,1337.811587,1337.811587,1041.540227,1109.602787,985.5140169,1053.576577
Ac4PIM2(16:1_17:0_14:0_15:0)-H,1580.036037,1325.811597,1309.780317,1351.827237,1337.811597,1055.555877,1109.602797,999.529667,1053.576587
Ac4PIM2(16:1_17:0_14:0_16:0)-H,1594.051687,1339.827247,1323.795967,1365.842887,1337.811607,1069.571527,1109.602807,1013.545317,1053.576597
Ac4PIM2(16:1_17:0_14:0_17:0)-H,1608.067337,1353.842897,1337.811617,1379.858537,1337.811617,1083.587177,1109.602817,1027.560967,1053.576607
Ac4PIM2(16:1_17:0_14:0_18:0)-H,1622.082987,1367.858547,1351.827267,1393.874187,1337.811627,1097.602827,1109.602827,1041.576617,1053.576617
Ac4PIM2(16:1_17:0_14:0_19:0)-H,1636.098637,1381.874197,1365.842917,1407.889837,1337.811637,1111.618477,1109.602837,1055.592267,1053.576627
Ac4PIM2(16:1_17:0_14:0_20:0)-H,1650.114287,1395.889847,1379.858567,1421.905487,1337.811647,1125.634127,1109.602847,1069.607917,1053.576637
Ac4PIM2(16:1_17:0_14:0_16:1)-H,1592.036037,1337.811597,1321.780317,1363.827237,1337.811597,1067.555877,1109.602797,1011.529667,1053.576587
Ac4PIM2(16:1_17:0_14:0_17:1)-H,1606.051687,1351.827247,1335.795967,1377.842887,1337.811607,1081.571527,1109.602807,1025.545317,1053.576597
Ac4PIM2(16:1_17:0_14:0_18:1)-H,1620.067337,1365.842897,1349.811617,1391.858537,1337.811617,1095.587177,1109.602817,1039.560967,1053.576607
Ac4PIM2(16:1_17:0_14:0_18:2)-H,1618.051687,1363.827247,1347.795967,1389.842887,1337.811607,1093.571527,1109.602807,1037.545317,1053.576597
Ac4PIM2(16:1_17:0_14:0_methyl-18:0)-H,1636.098637,1381.874197,1365.842917,1407.889837,1337.811637,1111.618477,1109.602837,1055.592267,1053.576627
Ac4PIM2(16:1_17:0_15:0_14:0)-H,1580.036037,1325.811597,1309.780317,1337.811597,1351.827237,1055.555877,1109.602797,999.529667,1053.576587
Ac4PIM2(16:1_17:0_15:0_15:0)-H,1594.051687,1339.827247,1323.795967,1351.827247,1351.827247,1069.571527,1109.602807,1013.545317,1053.576597
Ac4PIM2(16:1_17:0_15:0_16:0)-H,1608.067337,1353.842897,1337.811617,1365.842897,1351.827257,1083.587177,1109.602817,1027.560967,1053.576607
Ac4PIM2(16:1_17:0_15:0_17:0)-H,1622.082987,1367.858547,1351.827267,1379.858547,1351.827267,1097.602827,1109.602827,1041.576617,1053.576617
Ac4PIM2(16:1_17:0_15:0_18:0)-H,1636.098637,1381.874197,1365.842917,1393.874197,1351.827277,1111.618477,1109.602837,1055.592267,1053.576627
Ac4PIM2(16:1_17:0_15:0_19:0)-H,1650.114287,1395.889847,1379.858567,1407.889847,1351.827287,1125.634127,1109.602847,1069.607917,1053.576637
