Ac4PIM2,[M-H]-,M-sn1,M-sn2,M-sn3,M-sn4,M-sn1-sn2,M-sn3-sn4,M-sn1-sn2-C3H5O,M-sn3-sn4-C3H5O
Ac4PIM2(16:1_14:0_18:2_18:1)-H,1630.051687,1375.827247,1401.842887,1349.811607,1347.795967,1147.618447,1067.555887,1091.592237,1011.529677
Ac4PIM2(16:1_14:0_18:2_18:2)-H,1628.036037,1373.811597,1399.827237,1347.795957,1347.795957,1145.602797,1067.555877,1089.576587,1011.529667
Ac4PIM2(16:1_14:0_18:2_methyl-18:0)-H,1646.082987,1391.858547,1417.874187,1365.842907,1347.795987,1163.649747,1067.555907,1107.623537,1011.529697
Ac4PIM2(16:1_14:0_methyl-18:0_14:0)-H,1594.051687,1339.827247,1365.842887,1295.764687,1365.842887,1111.618447,1067.555887,1055.592237,1011.529677
Ac4PIM2(16:1_14:0_methyl-18:0_15:0)-H,1608.067337,1353.842897,1379.858537,1309.780337,1365.842897,1125.634097,1067.555897,1069.607887,1011.529687
Ac4PIM2(16:1_14:0_methyl-18:0_16:0)-H,1622.082987,1367.858547,1393.874187,1323.795987,1365.842907,1139.649747,1067.555907,1083.623537,1011.529697
Ac4PIM2(16:1_14:0_methyl-18:0_17:0)-H,1636.098637,1381.874197,1407.889837,1337.811637,1365.842917,1153.665397,1067.555917,1097.639187,1011.529707
Ac4PIM2(16:1_14:0_methyl-18:0_18:0)-H,1650.114287,1395.889847,1421.905487,1351.827287,1365.842927,1167.681047,1067.555927,1111.654837,1011.529717
Ac4PIM2(16:1_14:0_methyl-18:0_19:0)-H,1664.129937,1409.905497,1435.921137,1365.842937,1365.842937,1181.696697,1067.555937,1125.670487,1011.529727
Ac4PIM2(16:1_14:0_methyl-18:0_20:0)-H,1678.145587,1423.921147,1449.936787,1379.858587,1365.842947,1195.712347,1067.555947,1139.686137,1011.529737
Ac4PIM2(16:1_14:0_methyl-18:0_16:1)-H,1620.067337,1365.842897,1391.858537,1321.780337,1365.842897,1137.634097,1067.555897,1081.607887,1011.529687
Ac4PIM2(16:1_14:0_methyl-18:0_17:1)-H,1634.082987,1379.858547,1405.874187,1335.795987,1365.842907,1151.649747,1067.555907,1095.623537,1011.529697
Ac4PIM2(16:1_14:0_methyl-18:0_18:1)-H,1648.098637,1393.874197,1419.889837,1349.811637,1365.842917,1165.665397,1067.555917,1109.639187,1011.529707
Ac4PIM2(16:1_14:0_methyl-18:0_18:2)-H,1646.082987,1391.858547,1417.874187,1347.795987,1365.842907,1163.649747,1067.555907,1107.623537,1011.529697
Ac4PIM2(16:1_14:0_methyl-18:0_methyl-18:0)-H,1664.129937,1409.905497,1435.921137,1365.842937,1365.842937,1181.696697,1067.555937,1125.670487,1011.529727
Ac4PIM2(16:1_15:0_14:0_14:0)-H,1537.989087,1283.764647,1295.764647,1309.780287,1309.780287,1041.540207,1081.571487,985.5139968,1025.545277
Ac4PIM2(16:1_15:0_14:0_15:0)-H,1552.004737,1297.780297,1309.780297,1323.795937,1309.780297,1055.555857,1081.571497,999.5296468,1025.545287
Ac4PIM2(16:1_15:0_14:0_16:0)-H,1566.020387,1311.795947,1323.795947,1337.811587,1309.780307,1069.571507,1081.571507,1013.545297,1025.545297
Ac4PIM2(16:1_15:0_14:0_17:0)-H,1580.036037,1325.811597,1337.811597,1351.827237,1309.780317,1083.587157,1081.571517,1027.560947,1025.545307
Ac4PIM2(16:1_15:0_14:0_18:0)-H,1594.051687,1339.827247,1351.827247,1365.842887,1309.780327,1097.602807,1081.571527,1041.576597,1025.545317
Ac4PIM2(16:1_15:0_14:0_19:0)-H,1608.067337,1353.842897,1365.842897,1379.858537,1309.780337,1111.618457,1081.571537,1055.592247,1025.545327
Ac4PIM2(16:1_15:0_14:0_20:0)-H,1622.082987,1367.858547,1379.858547,1393.874187,1309.780347,1125.634107,1081.571547,1069.607897,1025.545337
Ac4PIM2(16:1_15:0_14:0_16:1)-H,1564.004737,1309.780297,1321.780297,1335.795937,1309.780297,1067.555857,1081.571497,1011.529647,1025.545287
Ac4PIM2(16:1_15:0_14:0_17:1)-H,1578.020387,1323.795947,1335.795947,1349.811587,1309.780307,1081.571507,1081.571507,1025.545297,1025.545297
Ac4PIM2(16:1_15:0_14:0_18:1)-H,1592.036037,1337.811597,1349.811597,1363.827237,1309.780317,1095.587157,1081.571517,1039.560947,1025.545307
Ac4PIM2(16:1_15:0_14:0_18:2)-H,1590.020387,1335.795947,1347.795947,1361.811587,1309.780307,1093.571507,1081.571507,1037.545297,1025.545297
Ac4PIM2(16:1_15:0_14:0_methyl-18:0)-H,1608.067337,1353.842897,1365.842897,1379.858537,1309.780337,1111.618457,1081.571537,1055.592247,1025.545327
Ac4PIM2(16:1_15:0_15:0_14:0)-H,1552.004737,1297.780297,1309.780297,1309.780297,1323.795937,1055.555857,1081.571497,999.5296468,1025.545287
Ac4PIM2(16:1_15:0_15:0_15:0)-H,1566.020387,1311.795947,1323.795947,1323.795947,1323.795947,1069.571507,1081.571507,1013.545297,1025.545297
Ac4PIM2(16:1_15:0_15:0_16:0)-H,1580.036037,1325.811597,1337.811597,1337.811597,1323.795957,1083.587157,1081.571517,1027.560947,1025.545307
Ac4PIM2(16:1_15:0_15:0_17:0)-H,1594.051687,1339.827247,1351.827247,1351.827247,1323.795967,1097.602807,1081.571527,1041.576597,1025.545317
Ac4PIM2(16:1_15:0_15:0_18:0)-H,1608.067337,1353.842897,1365.842897,1365.842897,1323.795977,1111.618457,1081.571537,1055.592247,1025.545327
Ac4PIM2(16:1_15:0_15:0_19:0)-H,1622.082987,1367.858547,1379.858547,1379.858547,1323.795987,1125.634107,1081.571547,1069.607897,1025.545337
Ac4PIM2(16:1_15:0_15:0_20:0)-H,1636.098637,1381.874197,1393.874197,1393.874197,1323.795997,1139.649757,1081.571557,1083.623547,1025.545347
Ac4PIM2(16:1_15:0_15:0_16:1)-H,1578.020387,1323.795947,1335.795947,1335.795947,1323.795947,1081.571507,1081.571507,1025.545297,1025.545297
Ac4PIM2(16:1_15:0_15:0_17:1)-H,1592.036037,1337.811597,1349.811597,1349.811597,1323.795957,1095.587157,1081.571517,1039.560947,1025.545307
Ac4PIM2(16:1_15:0_15:0_18:1)-H,1606.051687,1351.827247,1363.827247,1363.827247,1323.795967,1109.602807,1081.571527,1053.576597,1025.545317
Ac4PIM2(16:1_15:0_15:0_18:2)-H,1604.036037,1349.811597,1361.811597,1361.811597,1323.795957,1107.587157,1081.571517,1051.560947,1025.545307
Ac4PIM2(16:1_15:0_15:0_methyl-18:0)-H,1622.082987,1367.858547,1379.858547,1379.858547,1323.795987,1125.634107,1081.571547,1069.607897,1025.545337
Ac4PIM2(16:1_15:0_16:0_14:0)-H,1566.020387,1311.795947,1323.795947,1309.780307,1337.811587,1069.571507,1081.571507,1013.545297,1025.545297
Ac4PIM2(16:1_15:0_16:0_15:0)-H,1580.036037,1325.811597,1337.811597,1323.795957,1337.811597,1083.587157,1081.571517,1027.560947,1025.545307
Ac4PIM2(16:1_15:0_16:0_16:0)-H,1594.051687,1339.827247,1351.827247,1337.811607,1337.811607,1097.602807,1081.571527,1041.576597,1025.545317
Ac4PIM2(16:1_15:0_16:0_17:0)-H,1608.067337,1353.842897,1365.842897,1351.827257,1337.811617,1111.618457,1081.571537,1055.592247,1025.545327
Ac4PIM2(16:1_15:0_16:0_18:0)-H,1622.082987,1367.858547,1379.858547,1365.842907,1337.811627,1125.634107,1081.571547,1069.607897,1025.545337
Ac4PIM2(16:1_15:0_16:0_19:0)-H,1636.098637,1381.874197,1393.874197,1379.858557,1337.811637,1139.649757,1081.571557,1083.623547,1025.545347
Ac4PIM2(16:1_15:0_16:0_20:0)-H,1650.114287,1395.889847,1407.889847,1393.874207,1337.811647,1153.665407,1081.571567,1097.639197,1025.545357
Ac4PIM2(16:1_15:0_16:0_16:1)-H,1592.036037,1337.811597,1349.811597,1335.795957,1337.811597,1095.587157,1081.571517,1039.560947,1025.545307
Ac4PIM2(16:1_15:0_16:0_17:1)-H,1606.051687,1351.827247,1363.827247,1349.811607,1337.811607,1109.602807,1081.571527,1053.576597,1025.545317
Ac4PIM2(16:1_15:0_16:0_18:1)-H,1620.067337,1365.842897,1377.842897,1363.827257,1337.811617,1123.618457,1081.571537,1067.592247,1025.545327
Ac4PIM2(16:1_15:0_16:0_18:2)-H,1618.051687,1363.827247,1375.827247,1361.811607,1337.811607,1121.602807,1081.571527,1065.576597,1025.545317
Ac4PIM2(16:1_15:0_16:0_methyl-18:0)-H,1636.098637,1381.874197,1393.874197,1379.858557,1337.811637,1139.649757,1081.571557,1083.623547,1025.545347
Ac4PIM2(16:1_15:0_17:0_14:0)-H,1580.036037,1325.811597,1337.811597,1309.780317,1351.827237,1083.587157,1081.571517,1027.560947,1025.545307
Ac4PIM2(16:1_15:0_17:0_15:0)-H,1594.051687,1339.827247,1351.827247,1323.795967,1351.827247,1097.602807,1081.571527,1041.576597,1025.545317
Ac4PIM2(16:1_15:0_17:0_16:0)-H,1608.067337,1353.842897,1365.842897,1337.811617,1351.827257,1111.618457,1081.571537,1055.592247,1025.545327
Ac4PIM2(16:1_15:0_17:0_17:0)-H,1622.082987,1367.858547,1379.858547,1351.827267,1351.827267,1125.634107,1081.571547,1069.607897,1025.545337
Ac4PIM2(16:1_15:0_17:0_18:0)-H,1636.098637,1381.874197,1393.874197,1365.842917,1351.827277,1139.649757,1081.571557,1083.623547,1025.545347
Ac4PIM2(16:1_15:0_17:0_19:0)-H,1650.114287,1395.889847,1407.889847,1379.858567,1351.827287,1153.665407,1081.571567,1097.639197,1025.545357
Ac4PIM2(16:1_15:0_17:0_20:0)-H,1664.129937,1409.905497,1421.905497,1393.874217,1351.827297,1167.681057,1081.571577,1111.654847,1025.545367
Ac4PIM2(16:1_15:0_17:0_16:1)-H,1606.051687,1351.827247,1363.827247,1335.795967,1351.827247,1109.602807,1081.571527,1053.576597,1025.545317
Ac4PIM2(16:1_15:0_17:0_17:1)-H,1620.067337,1365.842897,1377.842897,1349.811617,1351.827257,1123.618457,1081.571537,1067.592247,1025.545327
Ac4PIM2(16:1_15:0_17:0_18:1)-H,1634.082987,1379.858547,1391.858547,1363.827267,1351.827267,1137.634107,1081.571547,1081.607897,1025.545337
Ac4PIM2(16:1_15:0_17:0_18:2)-H,1632.067337,1377.842897,1389.842897,1361.811617,1351.827257,1135.618457,1081.571537,1079.592247,1025.545327
Ac4PIM2(16:1_15:0_17:0_methyl-18:0)-H,1650.114287,1395.889847,1407.889847,1379.858567,1351.827287,1153.665407,1081.571567,1097.639197,1025.545357
Ac4PIM2(16:1_15:0_18:0_14:0)-H,1594.051687,1339.827247,1351.827247,1309.780327,1365.842887,1097.602807,1081.571527,1041.576597,1025.545317
Ac4PIM2(16:1_15:0_18:0_15:0)-H,1608.067337,1353.842897,1365.842897,1323.795977,1365.842897,1111.618457,1081.571537,1055.592247,1025.545327
Ac4PIM2(16:1_15:0_18:0_16:0)-H,1622.082987,1367.858547,1379.858547,1337.811627,1365.842907,1125.634107,1081.571547,1069.607897,1025.545337
Ac4PIM2(16:1_15:0_18:0_17:0)-H,1636.098637,1381.874197,1393.874197,1351.827277,1365.842917,1139.649757,1081.571557,1083.623547,1025.545347
Ac4PIM2(16:1_15:0_18:0_18:0)-H,1650.114287,1395.889847,1407.889847,1365.842927,1365.842927,1153.665407,1081.571567,1097.639197,1025.545357
Ac4PIM2(16:1_15:0_18:0_19:0)-H,1664.129937,1409.905497,1421.905497,1379.858577,1365.842937,1167.681057,1081.571577,1111.654847,1025.545367
Ac4PIM2(16:1_15:0_18:0_20:0)-H,1678.145587,1423.921147,1435.921147,1393.874227,1365.842947,1181.696707,1081.571587,1125.670497,1025.545377
Ac4PIM2(16:1_15:0_18:0_16:1)-H,1620.067337,1365.842897,1377.842897,1335.795977,1365.842897,1123.618457,1081.571537,1067.592247,1025.545327
Ac4PIM2(16:1_15:0_18:0_17:1)-H,1634.082987,1379.858547,1391.858547,1349.811627,1365.842907,1137.634107,1081.571547,1081.607897,1025.545337
Ac4PIM2(16:1_15:0_18:0_18:1)-H,1648.098637,1393.874197,1405.874197,1363.827277,1365.842917,1151.649757,1081.571557,1095.623547,1025.545347
Ac4PIM2(16:1_15:0_18:0_18:2)-H,1646.082987,1391.858547,1403.858547,1361.811627,1365.842907,1149.634107,1081.571547,1093.607897,1025.545337
Ac4PIM2(16:1_15:0_18:0_methyl-18:0)-H,1664.129937,1409.905497,1421.905497,1379.858577,1365.842937,1167.681057,1081.571577,1111.654847,1025.545367
Ac4PIM2(16:1_15:0_19:0_14:0)-H,1608.067337,1353.842897,1365.842897,1309.780337,1379.858537,1111.618457,1081.571537,1055.592247,1025.545327
Ac4PIM2(16:1_15:0_19:0_15:0)-H,1622.082987,1367.858547,1379.858547,1323.795987,1379.858547,1125.634107,1081.571547,1069.607897,1025.545337
Ac4PIM2(16:1_15:0_19:0_16:0)-H,1636.098637,1381.874197,1393.874197,1337.811637,1379.858557,1139.649757,1081.571557,1083.623547,1025.545347
Ac4PIM2(16:1_15:0_19:0_17:0)-H,1650.114287,1395.889847,1407.889847,1351.827287,1379.858567,1153.665407,1081.571567,1097.639197,1025.545357
Ac4PIM2(16:1_15:0_19:0_18:0)-H,1664.129937,1409.905497,1421.905497,1365.842937,1379.858577,1167.681057,1081.571577,1111.654847,1025.545367
Ac4PIM2(16:1_15:0_19:0_19:0)-H,1678.145587,1423.921147,1435.921147,1379.858587,1379.858587,1181.696707,1081.571587,1125.670497,1025.545377
Ac4PIM2(16:1_15:0_19:0_20:0)-H,1692.161237,1437.936797,1449.936797,1393.874237,1379.858597,1195.712357,1081.571597,1139.686147,1025.545387
Ac4PIM2(16:1_15:0_19:0_16:1)-H,1634.082987,1379.858547,1391.858547,1335.795987,1379.858547,1137.634107,1081.571547,1081.607897,1025.545337
Ac4PIM2(16:1_15:0_19:0_17:1)-H,1648.098637,1393.874197,1405.874197,1349.811637,1379.858557,1151.649757,1081.571557,1095.623547,1025.545347
Ac4PIM2(16:1_15:0_19:0_18:1)-H,1662.114287,1407.889847,1419.889847,1363.827287,1379.858567,1165.665407,1081.571567,1109.639197,1025.545357
Ac4PIM2(16:1_15:0_19:0_18:2)-H,1660.098637,1405.874197,1417.874197,1361.811637,1379.858557,1163.649757,1081.571557,1107.623547,1025.545347
Ac4PIM2(16:1_15:0_19:0_methyl-18:0)-H,1678.145587,1423.921147,1435.921147,1379.858587,1379.858587,1181.696707,1081.571587,1125.670497,1025.545377
Ac4PIM2(16:1_15:0_20:0_14:0)-H,1622.082987,1367.858547,1379.858547,1309.780347,1393.874187,1125.634107,1081.571547,1069.607897,1025.545337
Ac4PIM2(16:1_15:0_20:0_15:0)-H,1636.098637,1381.874197,1393.874197,1323.795997,1393.874197,1139.649757,1081.571557,1083.623547,1025.545347
Ac4PIM2(16:1_15:0_20:0_16:0)-H,1650.114287,1395.889847,1407.889847,1337.811647,1393.874207,1153.665407,1081.571567,1097.639197,1025.545357
Ac4PIM2(16:1_15:0_20:0_17:0)-H,1664.129937,1409.905497,1421.905497,1351.827297,1393.874217,1167.681057,1081.571577,1111.654847,1025.545367
Ac4PIM2(16:1_15:0_20:0_18:0)-H,1678.145587,1423.921147,1435.921147,1365.842947,1393.874227,1181.696707,1081.571587,1125.670497,1025.545377
Ac4PIM2(16:1_15:0_20:0_19:0)-H,1692.161237,1437.936797,1449.936797,1379.858597,1393.874237,1195.712357,1081.571597,1139.686147,1025.545387
Ac4PIM2(16:1_15:0_20:0_20:0)-H,1706.176888,1451.952448,1463.952448,1393.874248,1393.874248,1209.728008,1081.571608,1153.701798,1025.545398
Ac4PIM2(16:1_15:0_20:0_16:1)-H,1648.098637,1393.874197,1405.874197,1335.795997,1393.874197,1151.649757,1081.571557,1095.623547,1025.545347
Ac4PIM2(16:1_15:0_20:0_17:1)-H,1662.114287,1407.889847,1419.889847,1349.811647,1393.874207,1165.665407,1081.571567,1109.639197,1025.545357
Ac4PIM2(16:1_15:0_20:0_18:1)-H,1676.129937,1421.905497,1433.905497,1363.827297,1393.874217,1179.681057,1081.571577,1123.654847,1025.545367
Ac4PIM2(16:1_15:0_20:0_18:2)-H,1674.114287,1419.889847,1431.889847,1361.811647,1393.874207,1177.665407,1081.571567,1121.639197,1025.545357
Ac4PIM2(16:1_15:0_20:0_methyl-18:0)-H,1692.161237,1437.936797,1449.936797,1379.858597,1393.874237,1195.712357,1081.571597,1139.686147,1025.545387
Ac4PIM2(16:1_15:0_16:1_14:0)-H,1564.004737,1309.780297,1321.780297,1309.780297,1335.795937,1067.555857,1081.571497,1011.529647,1025.545287
Ac4PIM2(16:1_15:0_16:1_15:0)-H,1578.020387,1323.795947,1335.795947,1323.795947,1335.795947,1081.571507,1081.571507,1025.545297,1025.545297
Ac4PIM2(16:1_15:0_16:1_16:0)-H,1592.036037,1337.811597,1349.811597,1337.811597,1335.795957,1095.587157,1081.571517,1039.560947,1025.545307
Ac4PIM2(16:1_15:0_16:1_17:0)-H,1606.051687,1351.827247,1363.827247,1351.827247,1335.795967,1109.602807,1081.571527,1053.576597,1025.545317
Ac4PIM2(16:1_15:0_16:1_18:0)-H,1620.067337,1365.842897,1377.842897,1365.842897,1335.795977,1123.618457,1081.571537,1067.592247,1025.545327
Ac4PIM2(16:1_15:0_16:1_19:0)-H,1634.082987,1379.858547,1391.858547,1379.858547,1335.795987,1137.634107,1081.571547,1081.607897,1025.545337
Ac4PIM2(16:1_15:0_16:1_20:0)-H,1648.098637,1393.874197,1405.874197,1393.874197,1335.795997,1151.649757,1081.571557,1095.623547,1025.545347
Ac4PIM2(16:1_15:0_16:1_16:1)-H,1590.020387,1335.795947,1347.795947,1335.795947,1335.795947,1093.571507,1081.571507,1037.545297,1025.545297
Ac4PIM2(16:1_15:0_16:1_17:1)-H,1604.036037,1349.811597,1361.811597,1349.811597,1335.795957,1107.587157,1081.571517,1051.560947,1025.545307
Ac4PIM2(16:1_15:0_16:1_18:1)-H,1618.051687,1363.827247,1375.827247,1363.827247,1335.795967,1121.602807,1081.571527,1065.576597,1025.545317
Ac4PIM2(16:1_15:0_16:1_18:2)-H,1616.036037,1361.811597,1373.811597,1361.811597,1335.795957,1119.587157,1081.571517,1063.560947,1025.545307
Ac4PIM2(16:1_15:0_16:1_methyl-18:0)-H,1634.082987,1379.858547,1391.858547,1379.858547,1335.795987,1137.634107,1081.571547,1081.607897,1025.545337
Ac4PIM2(16:1_15:0_17:1_14:0)-H,1578.020387,1323.795947,1335.795947,1309.780307,1349.811587,1081.571507,1081.571507,1025.545297,1025.545297
Ac4PIM2(16:1_15:0_17:1_15:0)-H,1592.036037,1337.811597,1349.811597,1323.795957,1349.811597,1095.587157,1081.571517,1039.560947,1025.545307
Ac4PIM2(16:1_15:0_17:1_16:0)-H,1606.051687,1351.827247,1363.827247,1337.811607,1349.811607,1109.602807,1081.571527,1053.576597,1025.545317
Ac4PIM2(16:1_15:0_17:1_17:0)-H,1620.067337,1365.842897,1377.842897,1351.827257,1349.811617,1123.618457,1081.571537,1067.592247,1025.545327
Ac4PIM2(16:1_15:0_17:1_18:0)-H,1634.082987,1379.858547,1391.858547,1365.842907,1349.811627,1137.634107,1081.571547,1081.607897,1025.545337
Ac4PIM2(16:1_15:0_17:1_19:0)-H,1648.098637,1393.874197,1405.874197,1379.858557,1349.811637,1151.649757,1081.571557,1095.623547,1025.545347
Ac4PIM2(16:1_15:0_17:1_20:0)-H,1662.114287,1407.889847,1419.889847,1393.874207,1349.811647,1165.665407,1081.571567,1109.639197,1025.545357
Ac4PIM2(16:1_15:0_17:1_16:1)-H,1604.036037,1349.811597,1361.811597,1335.795957,1349.811597,1107.587157,1081.571517,1051.560947,1025.545307
Ac4PIM2(16:1_15:0_17:1_17:1)-H,1618.051687,1363.827247,1375.827247,1349.811607,1349.811607,1121.602807,1081.571527,1065.576597,1025.545317
Ac4PIM2(16:1_15:0_17:1_18:1)-H,1632.067337,1377.842897,1389.842897,1363.827257,1349.811617,1135.618457,1081.571537,1079.592247,1025.545327
Ac4PIM2(16:1_15:0_17:1_18:2)-H,1630.051687,1375.827247,1387.827247,1361.811607,1349.811607,1133.602807,1081.571527,1077.576597,1025.545317
Ac4PIM2(16:1_15:0_17:1_methyl-18:0)-H,1648.098637,1393.874197,1405.874197,1379.858557,1349.811637,1151.649757,1081.571557,1095.623547,1025.545347
Ac4PIM2(16:1_15:0_18:1_14:0)-H,1592.036037,1337.811597,1349.811597,1309.780317,1363.827237,1095.587157,1081.571517,1039.560947,1025.545307
Ac4PIM2(16:1_15:0_18:1_15:0)-H,1606.051687,1351.827247,1363.827247,1323.795967,1363.827247,1109.602807,1081.571527,1053.576597,1025.545317
Ac4PIM2(16:1_15:0_18:1_16:0)-H,1620.067337,1365.842897,1377.842897,1337.811617,1363.827257,1123.618457,1081.571537,1067.592247,1025.545327
Ac4PIM2(16:1_15:0_18:1_17:0)-H,1634.082987,1379.858547,1391.858547,1351.827267,1363.827267,1137.634107,1081.571547,1081.607897,1025.545337
Ac4PIM2(16:1_15:0_18:1_18:0)-H,1648.098637,1393.874197,1405.874197,1365.842917,1363.827277,1151.649757,1081.571557,1095.623547,1025.545347
Ac4PIM2(16:1_15:0_18:1_19:0)-H,1662.114287,1407.889847,1419.889847,1379.858567,1363.827287,1165.665407,1081.571567,1109.639197,1025.545357
Ac4PIM2(16:1_15:0_18:1_20:0)-H,1676.129937,1421.905497,1433.905497,1393.874217,1363.827297,1179.681057,1081.571577,1123.654847,1025.545367
Ac4PIM2(16:1_15:0_18:1_16:1)-H,1618.051687,1363.827247,1375.827247,1335.795967,1363.827247,1121.602807,1081.571527,1065.576597,1025.545317
Ac4PIM2(16:1_15:0_18:1_17:1)-H,1632.067337,1377.842897,1389.842897,1349.811617,1363.827257,1135.618457,1081.571537,1079.592247,1025.545327
Ac4PIM2(16:1_15:0_18:1_18:1)-H,1646.082987,1391.858547,1403.858547,1363.827267,1363.827267,1149.634107,1081.571547,1093.607897,1025.545337
Ac4PIM2(16:1_15:0_18:1_18:2)-H,1644.067337,1389.842897,1401.842897,1361.811617,1363.827257,1147.618457,1081.571537,1091.592247,1025.545327
Ac4PIM2(16:1_15:0_18:1_methyl-18:0)-H,1662.114287,1407.889847,1419.889847,1379.858567,1363.827287,1165.665407,1081.571567,1109.639197,1025.545357
Ac4PIM2(16:1_15:0_18:2_14:0)-H,1590.020387,1335.795947,1347.795947,1309.780307,1361.811587,1093.571507,1081.571507,1037.545297,1025.545297
Ac4PIM2(16:1_15:0_18:2_15:0)-H,1604.036037,1349.811597,1361.811597,1323.795957,1361.811597,1107.587157,1081.571517,1051.560947,1025.545307
Ac4PIM2(16:1_15:0_18:2_16:0)-H,1618.051687,1363.827247,1375.827247,1337.811607,1361.811607,1121.602807,1081.571527,1065.576597,1025.545317
Ac4PIM2(16:1_15:0_18:2_17:0)-H,1632.067337,1377.842897,1389.842897,1351.827257,1361.811617,1135.618457,1081.571537,1079.592247,1025.545327
Ac4PIM2(16:1_15:0_18:2_18:0)-H,1646.082987,1391.858547,1403.858547,1365.842907,1361.811627,1149.634107,1081.571547,1093.607897,1025.545337
Ac4PIM2(16:1_15:0_18:2_19:0)-H,1660.098637,1405.874197,1417.874197,1379.858557,1361.811637,1163.649757,1081.571557,1107.623547,1025.545347
Ac4PIM2(16:1_15:0_18:2_20:0)-H,1674.114287,1419.889847,1431.889847,1393.874207,1361.811647,1177.665407,1081.571567,1121.639197,1025.545357
Ac4PIM2(16:1_15:0_18:2_16:1)-H,1616.036037,1361.811597,1373.811597,1335.795957,1361.811597,1119.587157,1081.571517,1063.560947,1025.545307
Ac4PIM2(16:1_15:0_18:2_17:1)-H,1630.051687,1375.827247,1387.827247,1349.811607,1361.811607,1133.602807,1081.571527,1077.576597,1025.545317
Ac4PIM2(16:1_15:0_18:2_18:1)-H,1644.067337,1389.842897,1401.842897,1363.827257,1361.811617,1147.618457,1081.571537,1091.592247,1025.545327
Ac4PIM2(16:1_15:0_18:2_18:2)-H,1642.051687,1387.827247,1399.827247,1361.811607,1361.811607,1145.602807,1081.571527,1089.576597,1025.545317
Ac4PIM2(16:1_15:0_18:2_methyl-18:0)-H,1660.098637,1405.874197,1417.874197,1379.858557,1361.811637,1163.649757,1081.571557,1107.623547,1025.545347
Ac4PIM2(16:1_15:0_methyl-18:0_14:0)-H,1608.067337,1353.842897,1365.842897,1309.780337,1379.858537,1111.618457,1081.571537,1055.592247,1025.545327
Ac4PIM2(16:1_15:0_methyl-18:0_15:0)-H,1622.082987,1367.858547,1379.858547,1323.795987,1379.858547,1125.634107,1081.571547,1069.607897,1025.545337
Ac4PIM2(16:1_15:0_methyl-18:0_16:0)-H,1636.098637,1381.874197,1393.874197,1337.811637,1379.858557,1139.649757,1081.571557,1083.623547,1025.545347
Ac4PIM2(16:1_15:0_methyl-18:0_17:0)-H,1650.114287,1395.889847,1407.889847,1351.827287,1379.858567,1153.665407,1081.571567,1097.639197,1025.545357
Ac4PIM2(16:1_15:0_methyl-18:0_18:0)-H,1664.129937,1409.905497,1421.905497,1365.842937,1379.858577,1167.681057,1081.571577,1111.654847,1025.545367
Ac4PIM2(16:1_15:0_methyl-18:0_19:0)-H,1678.145587,1423.921147,1435.921147,1379.858587,1379.858587,1181.696707,1081.571587,1125.670497,1025.545377
Ac4PIM2(16:1_15:0_methyl-18:0_20:0)-H,1692.161237,1437.936797,1449.936797,1393.874237,1379.858597,1195.712357,1081.571597,1139.686147,1025.545387
Ac4PIM2(16:1_15:0_methyl-18:0_16:1)-H,1634.082987,1379.858547,1391.858547,1335.795987,1379.858547,1137.634107,1081.571547,1081.607897,1025.545337
Ac4PIM2(16:1_15:0_methyl-18:0_17:1)-H,1648.098637,1393.874197,1405.874197,1349.811637,1379.858557,1151.649757,1081.571557,1095.623547,1025.545347
Ac4PIM2(16:1_15:0_methyl-18:0_18:1)-H,1662.114287,1407.889847,1419.889847,1363.827287,1379.858567,1165.665407,1081.571567,1109.639197,1025.545357
Ac4PIM2(16:1_15:0_methyl-18:0_18:2)-H,1660.098637,1405.874197,1417.874197,1361.811637,1379.858557,1163.649757,1081.571557,1107.623547,1025.545347
Ac4PIM2(16:1_15:0_methyl-18:0_methyl-18:0)-H,1678.145587,1423.921147,1435.921147,1379.858587,1379.858587,1181.696707,1081.571587,1125.670497,1025.545377
Ac4PIM2(16:1_16:0_14:0_14:0)-H,1552.004737,1297.780297,1295.764657,1323.795937,1323.795937,1041.540217,1095.587137,985.5140068,1039.560927
Ac4PIM2(16:1_16:0_14:0_15:0)-H,1566.020387,1311.795947,1309.780307,1337.811587,1323.795947,1055.555867,1095.587147,999.5296569,1039.560937
Ac4PIM2(16:1_16:0_14:0_16:0)-H,1580.036037,1325.811597,1323.795957,1351.827237,1323.795957,1069.571517,1095.587157,1013.545307,1039.560947
Ac4PIM2(16:1_16:0_14:0_17:0)-H,1594.051687,1339.827247,1337.811607,1365.842887,1323.795967,1083.587167,1095.587167,1027.560957,1039.560957
Ac4PIM2(16:1_16:0_14:0_18:0)-H,1608.067337,1353.842897,1351.827257,1379.858537,1323.795977,1097.602817,1095.587177,1041.576607,1039.560967
Ac4PIM2(16:1_16:0_14:0_19:0)-H,1622.082987,1367.858547,1365.842907,1393.874187,1323.795987,1111.618467,1095.587187,1055.592257,1039.560977
Ac4PIM2(16:1_16:0_14:0_20:0)-H,1636.098637,1381.874197,1379.858557,1407.889837,1323.795997,1125.634117,1095.587197,1069.607907,1039.560987
Ac4PIM2(16:1_16:0_14:0_16:1)-H,1578.020387,1323.795947,1321.780307,1349.811587,1323.795947,1067.555867,1095.587147,1011.529657,1039.560937
