PS,[M+Na]+,M+Na-87.03203,M+Na-97.9769 (H3PO4),M+Na-185.00892,M+Na-C3H7NO6PNa,NL_87_T1_RCOOH,NL_87_T2_RCOOH,Phosphoserine+Na
PS(18:1_18:1)+Na,810.5256249,723.4935949,712.5487249,527.5398049,603.5347549,441.2376649,441.2376649,207.99872
PS(18:1_18:2)+Na,808.5099249,721.4778949,710.5330249,525.5241049,601.5190549,439.2219649,441.2376649,207.99872
PS(18:1_18:3)+Na,806.4943249,719.4622949,708.5174249,523.5085049,599.5034549,437.2063649,441.2376649,207.99872
PS(18:1_18:4)+Na,804.4786249,717.4465949,706.5017249,521.4928049,597.4877549,435.1906649,441.2376649,207.99872
PS(18:1_19:0)+Na,826.5569249,739.5248949,728.5800249,543.5711049,619.5660549,457.2689649,441.2376649,207.99872
PS(18:1_20:0)+Na,840.5725249,753.5404949,742.5956249,557.5867049,633.5816549,471.2845649,441.2376649,207.99872
PS(18:1_20:1)+Na,838.5569249,751.5248949,740.5800249,555.5711049,631.5660549,469.2689649,441.2376649,207.99872
PS(18:1_20:2)+Na,836.5412249,749.5091949,738.5643249,553.5554049,629.5503549,467.2532649,441.2376649,207.99872
PS(18:1_20:3)+Na,834.5256249,747.4935949,736.5487249,551.5398049,627.5347549,465.2376649,441.2376649,207.99872
PS(18:1_20:4)+Na,832.5099249,745.4778949,734.5330249,549.5241049,625.5190549,463.2219649,441.2376649,207.99872
PS(18:1_20:5)+Na,830.4943249,743.4622949,732.5174249,547.5085049,623.5034549,461.2063649,441.2376649,207.99872
PS(18:1_21:0)+Na,854.5882249,767.5561949,756.6113249,571.6024049,647.5973549,485.3002649,441.2376649,207.99872
PS(18:1_22:0)+Na,868.6038249,781.5717949,770.6269249,585.6180049,661.6129549,499.3158649,441.2376649,207.99872
PS(18:1_22:1)+Na,866.5882249,779.5561949,768.6113249,583.6024049,659.5973549,497.3002649,441.2376649,207.99872
PS(18:1_22:2)+Na,864.5725249,777.5404949,766.5956249,581.5867049,657.5816549,495.2845649,441.2376649,207.99872
PS(18:1_22:3)+Na,862.5569249,775.5248949,764.5800249,579.5711049,655.5660549,493.2689649,441.2376649,207.99872
PS(18:1_22:4)+Na,860.5412249,773.5091949,762.5643249,577.5554049,653.5503549,491.2532649,441.2376649,207.99872
PS(18:1_22:5)+Na,858.5256249,771.4935949,760.5487249,575.5398049,651.5347549,489.2376649,441.2376649,207.99872
PS(18:1_22:6)+Na,856.5099249,769.4778949,758.5330249,573.5241049,649.5190549,487.2219649,441.2376649,207.99872
PS(18:1_23:0)+Na,882.6195249,795.5874949,784.6426249,599.6337049,675.6286549,513.3315649,441.2376649,207.99872
PS(18:1_24:0)+Na,896.6351249,809.6030949,798.6582249,613.6493049,689.6442549,527.3471649,441.2376649,207.99872
PS(18:1_24:1)+Na,894.6195249,807.5874949,796.6426249,611.6337049,687.6286549,525.3315649,441.2376649,207.99872
PS(18:1_25:0)+Na,910.6508249,823.6187949,812.6739249,627.6650049,703.6599549,541.3628649,441.2376649,207.99872
PS(18:1_26:0)+Na,924.6664249,837.6343949,826.6895249,641.6806049,717.6755549,555.3784649,441.2376649,207.99872
PS(18:2_18:2)+Na,806.4942249,719.4621949,708.5173249,523.5084049,599.5033549,439.2219649,439.2219649,207.99872
PS(18:2_18:3)+Na,804.4786249,717.4465949,706.5017249,521.4928049,597.4877549,437.2063649,439.2219649,207.99872
PS(18:2_18:4)+Na,802.4629249,715.4308949,704.4860249,519.4771049,595.4720549,435.1906649,439.2219649,207.99872
PS(18:2_19:0)+Na,824.5412249,737.5091949,726.5643249,541.5554049,617.5503549,457.2689649,439.2219649,207.99872
PS(18:2_20:0)+Na,838.5568249,751.5247949,740.5799249,555.5710049,631.5659549,471.2845649,439.2219649,207.99872
PS(18:2_20:1)+Na,836.5412249,749.5091949,738.5643249,553.5554049,629.5503549,469.2689649,439.2219649,207.99872
PS(18:2_20:2)+Na,834.5255249,747.4934949,736.5486249,551.5397049,627.5346549,467.2532649,439.2219649,207.99872
PS(18:2_20:3)+Na,832.5099249,745.4778949,734.5330249,549.5241049,625.5190549,465.2376649,439.2219649,207.99872
PS(18:2_20:4)+Na,830.4942249,743.4621949,732.5173249,547.5084049,623.5033549,463.2219649,439.2219649,207.99872
PS(18:2_20:5)+Na,828.4786249,741.4465949,730.5017249,545.4928049,621.4877549,461.2063649,439.2219649,207.99872
PS(18:2_21:0)+Na,852.5725249,765.5404949,754.5956249,569.5867049,645.5816549,485.3002649,439.2219649,207.99872
PS(18:2_22:0)+Na,866.5881249,779.5560949,768.6112249,583.6023049,659.5972549,499.3158649,439.2219649,207.99872
PS(18:2_22:1)+Na,864.5725249,777.5404949,766.5956249,581.5867049,657.5816549,497.3002649,439.2219649,207.99872
PS(18:2_22:2)+Na,862.5568249,775.5247949,764.5799249,579.5710049,655.5659549,495.2845649,439.2219649,207.99872
PS(18:2_22:3)+Na,860.5412249,773.5091949,762.5643249,577.5554049,653.5503549,493.2689649,439.2219649,207.99872
PS(18:2_22:4)+Na,858.5255249,771.4934949,760.5486249,575.5397049,651.5346549,491.2532649,439.2219649,207.99872
PS(18:2_22:5)+Na,856.5099249,769.4778949,758.5330249,573.5241049,649.5190549,489.2376649,439.2219649,207.99872
PS(18:2_22:6)+Na,854.4942249,767.4621949,756.5173249,571.5084049,647.5033549,487.2219649,439.2219649,207.99872
PS(18:2_23:0)+Na,880.6038249,793.5717949,782.6269249,597.6180049,673.6129549,513.3315649,439.2219649,207.99872
PS(18:2_24:0)+Na,894.6194249,807.5873949,796.6425249,611.6336049,687.6285549,527.3471649,439.2219649,207.99872
PS(18:2_24:1)+Na,892.6038249,805.5717949,794.6269249,609.6180049,685.6129549,525.3315649,439.2219649,207.99872
PS(18:2_25:0)+Na,908.6351249,821.6030949,810.6582249,625.6493049,701.6442549,541.3628649,439.2219649,207.99872
PS(18:2_26:0)+Na,922.6507249,835.6186949,824.6738249,639.6649049,715.6598549,555.3784649,439.2219649,207.99872
PS(18:3_18:3)+Na,802.4630249,715.4309949,704.4861249,519.4772049,595.4721549,437.2063649,437.2063649,207.99872
PS(18:3_18:4)+Na,800.4473249,713.4152949,702.4704249,517.4615049,593.4564549,435.1906649,437.2063649,207.99872
PS(18:3_19:0)+Na,822.5256249,735.4935949,724.5487249,539.5398049,615.5347549,457.2689649,437.2063649,207.99872
PS(18:3_20:0)+Na,836.5412249,749.5091949,738.5643249,553.5554049,629.5503549,471.2845649,437.2063649,207.99872
PS(18:3_20:1)+Na,834.5256249,747.4935949,736.5487249,551.5398049,627.5347549,469.2689649,437.2063649,207.99872
PS(18:3_20:2)+Na,832.5099249,745.4778949,734.5330249,549.5241049,625.5190549,467.2532649,437.2063649,207.99872
PS(18:3_20:3)+Na,830.4943249,743.4622949,732.5174249,547.5085049,623.5034549,465.2376649,437.2063649,207.99872
PS(18:3_20:4)+Na,828.4786249,741.4465949,730.5017249,545.4928049,621.4877549,463.2219649,437.2063649,207.99872
PS(18:3_20:5)+Na,826.4630249,739.4309949,728.4861249,543.4772049,619.4721549,461.2063649,437.2063649,207.99872
PS(18:3_21:0)+Na,850.5569249,763.5248949,752.5800249,567.5711049,643.5660549,485.3002649,437.2063649,207.99872
PS(18:3_22:0)+Na,864.5725249,777.5404949,766.5956249,581.5867049,657.5816549,499.3158649,437.2063649,207.99872
PS(18:3_22:1)+Na,862.5569249,775.5248949,764.5800249,579.5711049,655.5660549,497.3002649,437.2063649,207.99872
PS(18:3_22:2)+Na,860.5412249,773.5091949,762.5643249,577.5554049,653.5503549,495.2845649,437.2063649,207.99872
PS(18:3_22:3)+Na,858.5256249,771.4935949,760.5487249,575.5398049,651.5347549,493.2689649,437.2063649,207.99872
PS(18:3_22:4)+Na,856.5099249,769.4778949,758.5330249,573.5241049,649.5190549,491.2532649,437.2063649,207.99872
PS(18:3_22:5)+Na,854.4943249,767.4622949,756.5174249,571.5085049,647.5034549,489.2376649,437.2063649,207.99872
PS(18:3_22:6)+Na,852.4786249,765.4465949,754.5017249,569.4928049,645.4877549,487.2219649,437.2063649,207.99872
PS(18:3_23:0)+Na,878.5882249,791.5561949,780.6113249,595.6024049,671.5973549,513.3315649,437.2063649,207.99872
PS(18:3_24:0)+Na,892.6038249,805.5717949,794.6269249,609.6180049,685.6129549,527.3471649,437.2063649,207.99872
PS(18:3_24:1)+Na,890.5882249,803.5561949,792.6113249,607.6024049,683.5973549,525.3315649,437.2063649,207.99872
PS(18:3_25:0)+Na,906.6195249,819.5874949,808.6426249,623.6337049,699.6286549,541.3628649,437.2063649,207.99872
PS(18:3_26:0)+Na,920.6351249,833.6030949,822.6582249,637.6493049,713.6442549,555.3784649,437.2063649,207.99872
PS(18:4_18:4)+Na,798.4316249,711.3995949,700.4547249,515.4458049,591.4407549,435.1906649,435.1906649,207.99872
PS(18:4_19:0)+Na,820.5099249,733.4778949,722.5330249,537.5241049,613.5190549,457.2689649,435.1906649,207.99872
PS(18:4_20:0)+Na,834.5255249,747.4934949,736.5486249,551.5397049,627.5346549,471.2845649,435.1906649,207.99872
PS(18:4_20:1)+Na,832.5099249,745.4778949,734.5330249,549.5241049,625.5190549,469.2689649,435.1906649,207.99872
PS(18:4_20:2)+Na,830.4942249,743.4621949,732.5173249,547.5084049,623.5033549,467.2532649,435.1906649,207.99872
PS(18:4_20:3)+Na,828.4786249,741.4465949,730.5017249,545.4928049,621.4877549,465.2376649,435.1906649,207.99872
PS(18:4_20:4)+Na,826.4629249,739.4308949,728.4860249,543.4771049,619.4720549,463.2219649,435.1906649,207.99872
PS(18:4_20:5)+Na,824.4473249,737.4152949,726.4704249,541.4615049,617.4564549,461.2063649,435.1906649,207.99872
PS(18:4_21:0)+Na,848.5412249,761.5091949,750.5643249,565.5554049,641.5503549,485.3002649,435.1906649,207.99872
PS(18:4_22:0)+Na,862.5568249,775.5247949,764.5799249,579.5710049,655.5659549,499.3158649,435.1906649,207.99872
PS(18:4_22:1)+Na,860.5412249,773.5091949,762.5643249,577.5554049,653.5503549,497.3002649,435.1906649,207.99872
PS(18:4_22:2)+Na,858.5255249,771.4934949,760.5486249,575.5397049,651.5346549,495.2845649,435.1906649,207.99872
PS(18:4_22:3)+Na,856.5099249,769.4778949,758.5330249,573.5241049,649.5190549,493.2689649,435.1906649,207.99872
PS(18:4_22:4)+Na,854.4942249,767.4621949,756.5173249,571.5084049,647.5033549,491.2532649,435.1906649,207.99872
PS(18:4_22:5)+Na,852.4786249,765.4465949,754.5017249,569.4928049,645.4877549,489.2376649,435.1906649,207.99872
PS(18:4_22:6)+Na,850.4629249,763.4308949,752.4860249,567.4771049,643.4720549,487.2219649,435.1906649,207.99872
PS(18:4_23:0)+Na,876.5725249,789.5404949,778.5956249,593.5867049,669.5816549,513.3315649,435.1906649,207.99872
PS(18:4_24:0)+Na,890.5881249,803.5560949,792.6112249,607.6023049,683.5972549,527.3471649,435.1906649,207.99872
PS(18:4_24:1)+Na,888.5725249,801.5404949,790.5956249,605.5867049,681.5816549,525.3315649,435.1906649,207.99872
PS(18:4_25:0)+Na,904.6038249,817.5717949,806.6269249,621.6180049,697.6129549,541.3628649,435.1906649,207.99872
PS(18:4_26:0)+Na,918.6194249,831.5873949,820.6425249,635.6336049,711.6285549,555.3784649,435.1906649,207.99872
PS(19:0_19:0)+Na,842.5882249,755.5561949,744.6113249,559.6024049,635.5973549,457.2689649,457.2689649,207.99872
PS(19:0_20:0)+Na,856.6038249,769.5717949,758.6269249,573.6180049,649.6129549,471.2845649,457.2689649,207.99872
PS(19:0_20:1)+Na,854.5882249,767.5561949,756.6113249,571.6024049,647.5973549,469.2689649,457.2689649,207.99872
PS(19:0_20:2)+Na,852.5725249,765.5404949,754.5956249,569.5867049,645.5816549,467.2532649,457.2689649,207.99872
PS(19:0_20:3)+Na,850.5569249,763.5248949,752.5800249,567.5711049,643.5660549,465.2376649,457.2689649,207.99872
PS(19:0_20:4)+Na,848.5412249,761.5091949,750.5643249,565.5554049,641.5503549,463.2219649,457.2689649,207.99872
PS(19:0_20:5)+Na,846.5256249,759.4935949,748.5487249,563.5398049,639.5347549,461.2063649,457.2689649,207.99872
PS(19:0_21:0)+Na,870.6195249,783.5874949,772.6426249,587.6337049,663.6286549,485.3002649,457.2689649,207.99872
PS(19:0_22:0)+Na,884.6351249,797.6030949,786.6582249,601.6493049,677.6442549,499.3158649,457.2689649,207.99872
PS(19:0_22:1)+Na,882.6195249,795.5874949,784.6426249,599.6337049,675.6286549,497.3002649,457.2689649,207.99872
PS(19:0_22:2)+Na,880.6038249,793.5717949,782.6269249,597.6180049,673.6129549,495.2845649,457.2689649,207.99872
PS(19:0_22:3)+Na,878.5882249,791.5561949,780.6113249,595.6024049,671.5973549,493.2689649,457.2689649,207.99872
PS(19:0_22:4)+Na,876.5725249,789.5404949,778.5956249,593.5867049,669.5816549,491.2532649,457.2689649,207.99872
PS(19:0_22:5)+Na,874.5569249,787.5248949,776.5800249,591.5711049,667.5660549,489.2376649,457.2689649,207.99872
PS(19:0_22:6)+Na,872.5412249,785.5091949,774.5643249,589.5554049,665.5503549,487.2219649,457.2689649,207.99872
PS(19:0_23:0)+Na,898.6508249,811.6187949,800.6739249,615.6650049,691.6599549,513.3315649,457.2689649,207.99872
PS(19:0_24:0)+Na,912.6664249,825.6343949,814.6895249,629.6806049,705.6755549,527.3471649,457.2689649,207.99872
PS(19:0_24:1)+Na,910.6508249,823.6187949,812.6739249,627.6650049,703.6599549,525.3315649,457.2689649,207.99872
PS(19:0_25:0)+Na,926.6821249,839.6500949,828.7052249,643.6963049,719.6912549,541.3628649,457.2689649,207.99872
PS(19:0_26:0)+Na,940.6977249,853.6656949,842.7208249,657.7119049,733.7068549,555.3784649,457.2689649,207.99872
PS(20:0_20:0)+Na,870.6194249,783.5873949,772.6425249,587.6336049,663.6285549,471.2845649,471.2845649,207.99872
PS(20:0_20:1)+Na,868.6038249,781.5717949,770.6269249,585.6180049,661.6129549,469.2689649,471.2845649,207.99872
PS(20:0_20:2)+Na,866.5881249,779.5560949,768.6112249,583.6023049,659.5972549,467.2532649,471.2845649,207.99872
PS(20:0_20:3)+Na,864.5725249,777.5404949,766.5956249,581.5867049,657.5816549,465.2376649,471.2845649,207.99872
PS(20:0_20:4)+Na,862.5568249,775.5247949,764.5799249,579.5710049,655.5659549,463.2219649,471.2845649,207.99872
PS(20:0_20:5)+Na,860.5412249,773.5091949,762.5643249,577.5554049,653.5503549,461.2063649,471.2845649,207.99872
PS(20:0_21:0)+Na,884.6351249,797.6030949,786.6582249,601.6493049,677.6442549,485.3002649,471.2845649,207.99872
PS(20:0_22:0)+Na,898.6507249,811.6186949,800.6738249,615.6649049,691.6598549,499.3158649,471.2845649,207.99872
PS(20:0_22:1)+Na,896.6351249,809.6030949,798.6582249,613.6493049,689.6442549,497.3002649,471.2845649,207.99872
PS(20:0_22:2)+Na,894.6194249,807.5873949,796.6425249,611.6336049,687.6285549,495.2845649,471.2845649,207.99872
PS(20:0_22:3)+Na,892.6038249,805.5717949,794.6269249,609.6180049,685.6129549,493.2689649,471.2845649,207.99872
PS(20:0_22:4)+Na,890.5881249,803.5560949,792.6112249,607.6023049,683.5972549,491.2532649,471.2845649,207.99872
PS(20:0_22:5)+Na,888.5725249,801.5404949,790.5956249,605.5867049,681.5816549,489.2376649,471.2845649,207.99872
PS(20:0_22:6)+Na,886.5568249,799.5247949,788.5799249,603.5710049,679.5659549,487.2219649,471.2845649,207.99872
PS(20:0_23:0)+Na,912.6664249,825.6343949,814.6895249,629.6806049,705.6755549,513.3315649,471.2845649,207.99872
PS(20:0_24:0)+Na,926.6820249,839.6499949,828.7051249,643.6962049,719.6911549,527.3471649,471.2845649,207.99872
PS(20:0_24:1)+Na,924.6664249,837.6343949,826.6895249,641.6806049,717.6755549,525.3315649,471.2845649,207.99872
PS(20:0_25:0)+Na,940.6977249,853.6656949,842.7208249,657.7119049,733.7068549,541.3628649,471.2845649,207.99872
PS(20:0_26:0)+Na,954.7133249,867.6812949,856.7364249,671.7275049,747.7224549,555.3784649,471.2845649,207.99872
PS(20:1_20:1)+Na,866.5882249,779.5561949,768.6113249,583.6024049,659.5973549,469.2689649,469.2689649,207.99872
PS(20:1_20:2)+Na,864.5725249,777.5404949,766.5956249,581.5867049,657.5816549,467.2532649,469.2689649,207.99872
PS(20:1_20:3)+Na,862.5569249,775.5248949,764.5800249,579.5711049,655.5660549,465.2376649,469.2689649,207.99872
PS(20:1_20:4)+Na,860.5412249,773.5091949,762.5643249,577.5554049,653.5503549,463.2219649,469.2689649,207.99872
PS(20:1_20:5)+Na,858.5256249,771.4935949,760.5487249,575.5398049,651.5347549,461.2063649,469.2689649,207.99872
PS(20:1_21:0)+Na,882.6195249,795.5874949,784.6426249,599.6337049,675.6286549,485.3002649,469.2689649,207.99872
PS(20:1_22:0)+Na,896.6351249,809.6030949,798.6582249,613.6493049,689.6442549,499.3158649,469.2689649,207.99872
PS(20:1_22:1)+Na,894.6195249,807.5874949,796.6426249,611.6337049,687.6286549,497.3002649,469.2689649,207.99872
PS(20:1_22:2)+Na,892.6038249,805.5717949,794.6269249,609.6180049,685.6129549,495.2845649,469.2689649,207.99872
PS(20:1_22:3)+Na,890.5882249,803.5561949,792.6113249,607.6024049,683.5973549,493.2689649,469.2689649,207.99872
PS(20:1_22:4)+Na,888.5725249,801.5404949,790.5956249,605.5867049,681.5816549,491.2532649,469.2689649,207.99872
PS(20:1_22:5)+Na,886.5569249,799.5248949,788.5800249,603.5711049,679.5660549,489.2376649,469.2689649,207.99872
PS(20:1_22:6)+Na,884.5412249,797.5091949,786.5643249,601.5554049,677.5503549,487.2219649,469.2689649,207.99872
PS(20:1_23:0)+Na,910.6508249,823.6187949,812.6739249,627.6650049,703.6599549,513.3315649,469.2689649,207.99872
PS(20:1_24:0)+Na,924.6664249,837.6343949,826.6895249,641.6806049,717.6755549,527.3471649,469.2689649,207.99872
PS(20:1_24:1)+Na,922.6508249,835.6187949,824.6739249,639.6650049,715.6599549,525.3315649,469.2689649,207.99872
PS(20:1_25:0)+Na,938.6821249,851.6500949,840.7052249,655.6963049,731.6912549,541.3628649,469.2689649,207.99872
PS(20:1_26:0)+Na,952.6977249,865.6656949,854.7208249,669.7119049,745.7068549,555.3784649,469.2689649,207.99872
PS(20:2_20:2)+Na,862.5568249,775.5247949,764.5799249,579.5710049,655.5659549,467.2532649,467.2532649,207.99872
PS(20:2_20:3)+Na,860.5412249,773.5091949,762.5643249,577.5554049,653.5503549,465.2376649,467.2532649,207.99872
PS(20:2_20:4)+Na,858.5255249,771.4934949,760.5486249,575.5397049,651.5346549,463.2219649,467.2532649,207.99872
PS(20:2_20:5)+Na,856.5099249,769.4778949,758.5330249,573.5241049,649.5190549,461.2063649,467.2532649,207.99872
PS(20:2_21:0)+Na,880.6038249,793.5717949,782.6269249,597.6180049,673.6129549,485.3002649,467.2532649,207.99872
PS(20:2_22:0)+Na,894.6194249,807.5873949,796.6425249,611.6336049,687.6285549,499.3158649,467.2532649,207.99872
PS(20:2_22:1)+Na,892.6038249,805.5717949,794.6269249,609.6180049,685.6129549,497.3002649,467.2532649,207.99872
PS(20:2_22:2)+Na,890.5881249,803.5560949,792.6112249,607.6023049,683.5972549,495.2845649,467.2532649,207.99872
PS(20:2_22:3)+Na,888.5725249,801.5404949,790.5956249,605.5867049,681.5816549,493.2689649,467.2532649,207.99872
PS(20:2_22:4)+Na,886.5568249,799.5247949,788.5799249,603.5710049,679.5659549,491.2532649,467.2532649,207.99872
PS(20:2_22:5)+Na,884.5412249,797.5091949,786.5643249,601.5554049,677.5503549,489.2376649,467.2532649,207.99872
PS(20:2_22:6)+Na,882.5255249,795.4934949,784.5486249,599.5397049,675.5346549,487.2219649,467.2532649,207.99872
PS(20:2_23:0)+Na,908.6351249,821.6030949,810.6582249,625.6493049,701.6442549,513.3315649,467.2532649,207.99872
PS(20:2_24:0)+Na,922.6507249,835.6186949,824.6738249,639.6649049,715.6598549,527.3471649,467.2532649,207.99872
PS(20:2_24:1)+Na,920.6351249,833.6030949,822.6582249,637.6493049,713.6442549,525.3315649,467.2532649,207.99872
PS(20:2_25:0)+Na,936.6664249,849.6343949,838.6895249,653.6806049,729.6755549,541.3628649,467.2532649,207.99872
PS(20:2_26:0)+Na,950.6820249,863.6499949,852.7051249,667.6962049,743.6911549,555.3784649,467.2532649,207.99872
PS(20:3_20:3)+Na,858.5256249,771.4935949,760.5487249,575.5398049,651.5347549,465.2376649,465.2376649,207.99872
PS(20:3_20:4)+Na,856.5099249,769.4778949,758.5330249,573.5241049,649.5190549,463.2219649,465.2376649,207.99872
PS(20:3_20:5)+Na,854.4943249,767.4622949,756.5174249,571.5085049,647.5034549,461.2063649,465.2376649,207.99872
PS(20:3_21:0)+Na,878.5882249,791.5561949,780.6113249,595.6024049,671.5973549,485.3002649,465.2376649,207.99872
PS(20:3_22:0)+Na,892.6038249,805.5717949,794.6269249,609.6180049,685.6129549,499.3158649,465.2376649,207.99872
PS(20:3_22:1)+Na,890.5882249,803.5561949,792.6113249,607.6024049,683.5973549,497.3002649,465.2376649,207.99872
PS(20:3_22:2)+Na,888.5725249,801.5404949,790.5956249,605.5867049,681.5816549,495.2845649,465.2376649,207.99872
PS(20:3_22:3)+Na,886.5569249,799.5248949,788.5800249,603.5711049,679.5660549,493.2689649,465.2376649,207.99872
PS(20:3_22:4)+Na,884.5412249,797.5091949,786.5643249,601.5554049,677.5503549,491.2532649,465.2376649,207.99872
PS(20:3_22:5)+Na,882.5256249,795.4935949,784.5487249,599.5398049,675.5347549,489.2376649,465.2376649,207.99872
PS(20:3_22:6)+Na,880.5099249,793.4778949,782.5330249,597.5241049,673.5190549,487.2219649,465.2376649,207.99872
PS(20:3_23:0)+Na,906.6195249,819.5874949,808.6426249,623.6337049,699.6286549,513.3315649,465.2376649,207.99872
PS(20:3_24:0)+Na,920.6351249,833.6030949,822.6582249,637.6493049,713.6442549,527.3471649,465.2376649,207.99872
PS(20:3_24:1)+Na,918.6195249,831.5874949,820.6426249,635.6337049,711.6286549,525.3315649,465.2376649,207.99872
PS(20:3_25:0)+Na,934.6508249,847.6187949,836.6739249,651.6650049,727.6599549,541.3628649,465.2376649,207.99872
PS(20:3_26:0)+Na,948.6664249,861.6343949,850.6895249,665.6806049,741.6755549,555.3784649,465.2376649,207.99872
PS(20:4_20:4)+Na,854.4942249,767.4621949,756.5173249,571.5084049,647.5033549,463.2219649,463.2219649,207.99872
PS(20:4_20:5)+Na,852.4786249,765.4465949,754.5017249,569.4928049,645.4877549,461.2063649,463.2219649,207.99872
PS(20:4_21:0)+Na,876.5725249,789.5404949,778.5956249,593.5867049,669.5816549,485.3002649,463.2219649,207.99872
PS(20:4_22:0)+Na,890.5881249,803.5560949,792.6112249,607.6023049,683.5972549,499.3158649,463.2219649,207.99872
PS(20:4_22:1)+Na,888.5725249,801.5404949,790.5956249,605.5867049,681.5816549,497.3002649,463.2219649,207.99872
PS(20:4_22:2)+Na,886.5568249,799.5247949,788.5799249,603.5710049,679.5659549,495.2845649,463.2219649,207.99872
PS(20:4_22:3)+Na,884.5412249,797.5091949,786.5643249,601.5554049,677.5503549,493.2689649,463.2219649,207.99872
PS(20:4_22:4)+Na,882.5255249,795.4934949,784.5486249,599.5397049,675.5346549,491.2532649,463.2219649,207.99872
PS(20:4_22:5)+Na,880.5099249,793.4778949,782.5330249,597.5241049,673.5190549,489.2376649,463.2219649,207.99872
PS(20:4_22:6)+Na,878.4942249,791.4621949,780.5173249,595.5084049,671.5033549,487.2219649,463.2219649,207.99872
PS(20:4_23:0)+Na,904.6038249,817.5717949,806.6269249,621.6180049,697.6129549,513.3315649,463.2219649,207.99872
PS(20:4_24:0)+Na,918.6194249,831.5873949,820.6425249,635.6336049,711.6285549,527.3471649,463.2219649,207.99872
PS(20:4_24:1)+Na,916.6038249,829.5717949,818.6269249,633.6180049,709.6129549,525.3315649,463.2219649,207.99872
PS(20:4_25:0)+Na,932.6351249,845.6030949,834.6582249,649.6493049,725.6442549,541.3628649,463.2219649,207.99872
PS(20:4_26:0)+Na,946.6507249,859.6186949,848.6738249,663.6649049,739.6598549,555.3784649,463.2219649,207.99872
PS(20:5_20:5)+Na,850.4630249,763.4309949,752.4861249,567.4772049,643.4721549,461.2063649,461.2063649,207.99872
PS(20:5_21:0)+Na,874.5569249,787.5248949,776.5800249,591.5711049,667.5660549,485.3002649,461.2063649,207.99872
PS(20:5_22:0)+Na,888.5725249,801.5404949,790.5956249,605.5867049,681.5816549,499.3158649,461.2063649,207.99872
PS(20:5_22:1)+Na,886.5569249,799.5248949,788.5800249,603.5711049,679.5660549,497.3002649,461.2063649,207.99872
PS(20:5_22:2)+Na,884.5412249,797.5091949,786.5643249,601.5554049,677.5503549,495.2845649,461.2063649,207.99872
PS(20:5_22:3)+Na,882.5256249,795.4935949,784.5487249,599.5398049,675.5347549,493.2689649,461.2063649,207.99872
PS(20:5_22:4)+Na,880.5099249,793.4778949,782.5330249,597.5241049,673.5190549,491.2532649,461.2063649,207.99872
PS(20:5_22:5)+Na,878.4943249,791.4622949,780.5174249,595.5085049,671.5034549,489.2376649,461.2063649,207.99872
PS(20:5_22:6)+Na,876.4786249,789.4465949,778.5017249,593.4928049,669.4877549,487.2219649,461.2063649,207.99872
PS(20:5_23:0)+Na,902.5882249,815.5561949,804.6113249,619.6024049,695.5973549,513.3315649,461.2063649,207.99872
PS(20:5_24:0)+Na,916.6038249,829.5717949,818.6269249,633.6180049,709.6129549,527.3471649,461.2063649,207.99872
PS(20:5_24:1)+Na,914.5882249,827.5561949,816.6113249,631.6024049,707.5973549,525.3315649,461.2063649,207.99872
PS(20:5_25:0)+Na,930.6195249,843.5874949,832.6426249,647.6337049,723.6286549,541.3628649,461.2063649,207.99872
PS(20:5_26:0)+Na,944.6351249,857.6030949,846.6582249,661.6493049,737.6442549,555.3784649,461.2063649,207.99872
PS(21:0_21:0)+Na,898.6508249,811.6187949,800.6739249,615.6650049,691.6599549,485.3002649,485.3002649,207.99872
PS(21:0_22:0)+Na,912.6664249,825.6343949,814.6895249,629.6806049,705.6755549,499.3158649,485.3002649,207.99872
PS(21:0_22:1)+Na,910.6508249,823.6187949,812.6739249,627.6650049,703.6599549,497.3002649,485.3002649,207.99872
PS(21:0_22:2)+Na,908.6351249,821.6030949,810.6582249,625.6493049,701.6442549,495.2845649,485.3002649,207.99872
PS(21:0_22:3)+Na,906.6195249,819.5874949,808.6426249,623.6337049,699.6286549,493.2689649,485.3002649,207.99872
PS(21:0_22:4)+Na,904.6038249,817.5717949,806.6269249,621.6180049,697.6129549,491.2532649,485.3002649,207.99872
PS(21:0_22:5)+Na,902.5882249,815.5561949,804.6113249,619.6024049,695.5973549,489.2376649,485.3002649,207.99872
PS(21:0_22:6)+Na,900.5725249,813.5404949,802.5956249,617.5867049,693.5816549,487.2219649,485.3002649,207.99872
PS(21:0_23:0)+Na,926.6821249,839.6500949,828.7052249,643.6963049,719.6912549,513.3315649,485.3002649,207.99872
PS(21:0_24:0)+Na,940.6977249,853.6656949,842.7208249,657.7119049,733.7068549,527.3471649,485.3002649,207.99872
PS(21:0_24:1)+Na,938.6821249,851.6500949,840.7052249,655.6963049,731.6912549,525.3315649,485.3002649,207.99872
PS(21:0_25:0)+Na,954.7134249,867.6813949,856.7365249,671.7276049,747.7225549,541.3628649,485.3002649,207.99872
PS(21:0_26:0)+Na,968.7290249,881.6969949,870.7521249,685.7432049,761.7381549,555.3784649,485.3002649,207.99872
PS(22:0_22:0)+Na,926.6820249,839.6499949,828.7051249,643.6962049,719.6911549,499.3158649,499.3158649,207.99872
PS(22:0_22:1)+Na,924.6664249,837.6343949,826.6895249,641.6806049,717.6755549,497.3002649,499.3158649,207.99872
