Cer_NS,[M+HCO2]-,[M-H]-,[M-CO-H]-,[M-CO-3H]-,[M-CO-O-3H]-,[FA+NCCO-3H]-,[FA+NCCO-3H]-,[Sph-N-O-5H]-,[FA+N-H]-,[Sph-NCC-3H]-,[FA-3H]-
Cer_NS(d16:2/21:4)+HCO2,614.47895,568.47357,538.46297,536.44727,520.45237,358.27523,342.28033,233.19159,316.26513,207.17596,299.23863
Cer_NS(d16:2/22:0)+HCO2,636.55725,590.55187,560.54127,558.52557,542.53067,380.35353,364.35863,233.19159,338.34343,207.17596,321.31693
Cer_NS(d16:2/22:1)+HCO2,634.54159,588.53621,558.52561,556.50991,540.51501,378.33787,362.34297,233.19159,336.32777,207.17596,319.30127
Cer_NS(d16:2/22:2)+HCO2,632.52593,586.52055,556.50995,554.49425,538.49935,376.32221,360.32731,233.19159,334.31211,207.17596,317.28561
Cer_NS(d16:2/22:3)+HCO2,630.51027,584.50489,554.49429,552.47859,536.48369,374.30655,358.31165,233.19159,332.29645,207.17596,315.26995
Cer_NS(d16:2/22:4)+HCO2,628.49461,582.48923,552.47863,550.46293,534.46803,372.29089,356.29599,233.19159,330.28079,207.17596,313.25429
Cer_NS(d16:2/23:0)+HCO2,650.57291,604.56753,574.55693,572.54123,556.54633,394.36919,378.37429,233.19159,352.35909,207.17596,335.33259
Cer_NS(d16:2/23:1)+HCO2,648.55725,602.55187,572.54127,570.52557,554.53067,392.35353,376.35863,233.19159,350.34343,207.17596,333.31693
Cer_NS(d16:2/23:2)+HCO2,646.54159,600.53621,570.52561,568.50991,552.51501,390.33787,374.34297,233.19159,348.32777,207.17596,331.30127
Cer_NS(d16:2/23:3)+HCO2,644.52593,598.52055,568.50995,566.49425,550.49935,388.32221,372.32731,233.19159,346.31211,207.17596,329.28561
Cer_NS(d16:2/23:4)+HCO2,642.51027,596.50489,566.49429,564.47859,548.48369,386.30655,370.31165,233.19159,344.29645,207.17596,327.26995
Cer_NS(d16:2/24:0)+HCO2,664.58857,618.58319,588.57259,586.55689,570.56199,408.38485,392.38995,233.19159,366.37475,207.17596,349.34825
Cer_NS(d16:2/24:1)+HCO2,662.57291,616.56753,586.55693,584.54123,568.54633,406.36919,390.37429,233.19159,364.35909,207.17596,347.33259
Cer_NS(d16:2/24:2)+HCO2,660.55725,614.55187,584.54127,582.52557,566.53067,404.35353,388.35863,233.19159,362.34343,207.17596,345.31693
Cer_NS(d16:2/24:3)+HCO2,658.54159,612.53621,582.52561,580.50991,564.51501,402.33787,386.34297,233.19159,360.32777,207.17596,343.30127
Cer_NS(d16:2/24:4)+HCO2,656.52593,610.52055,580.50995,578.49425,562.49935,400.32221,384.32731,233.19159,358.31211,207.17596,341.28561
Cer_NS(d16:2/25:0)+HCO2,678.60423,632.59885,602.58825,600.57255,584.57765,422.40051,406.40561,233.19159,380.39041,207.17596,363.36391
Cer_NS(d16:2/25:1)+HCO2,676.58857,630.58319,600.57259,598.55689,582.56199,420.38485,404.38995,233.19159,378.37475,207.17596,361.34825
Cer_NS(d16:2/25:2)+HCO2,674.57291,628.56753,598.55693,596.54123,580.54633,418.36919,402.37429,233.19159,376.35909,207.17596,359.33259
Cer_NS(d16:2/25:3)+HCO2,672.55725,626.55187,596.54127,594.52557,578.53067,416.35353,400.35863,233.19159,374.34343,207.17596,357.31693
Cer_NS(d16:2/25:4)+HCO2,670.54159,624.53621,594.52561,592.50991,576.51501,414.33787,398.34297,233.19159,372.32777,207.17596,355.30127
Cer_NS(d16:2/26:0)+HCO2,692.61989,646.61451,616.60391,614.58821,598.59331,436.41617,420.42127,233.19159,394.40607,207.17596,377.37957
Cer_NS(d16:2/26:1)+HCO2,690.60423,644.59885,614.58825,612.57255,596.57765,434.40051,418.40561,233.19159,392.39041,207.17596,375.36391
Cer_NS(d16:2/26:2)+HCO2,688.58857,642.58319,612.57259,610.55689,594.56199,432.38485,416.38995,233.19159,390.37475,207.17596,373.34825
Cer_NS(d16:2/26:3)+HCO2,686.57291,640.56753,610.55693,608.54123,592.54633,430.36919,414.37429,233.19159,388.35909,207.17596,371.33259
Cer_NS(d16:2/26:4)+HCO2,684.55725,638.55187,608.54127,606.52557,590.53067,428.35353,412.35863,233.19159,386.34343,207.17596,369.31693
Cer_NS(d16:2/27:0)+HCO2,706.63555,660.63017,630.61957,628.60387,612.60897,450.43183,434.43693,233.19159,408.42173,207.17596,391.39523
Cer_NS(d16:2/27:1)+HCO2,704.61989,658.61451,628.60391,626.58821,610.59331,448.41617,432.42127,233.19159,406.40607,207.17596,389.37957
Cer_NS(d16:2/27:2)+HCO2,702.60423,656.59885,626.58825,624.57255,608.57765,446.40051,430.40561,233.19159,404.39041,207.17596,387.36391
Cer_NS(d16:2/27:3)+HCO2,700.58857,654.58319,624.57259,622.55689,606.56199,444.38485,428.38995,233.19159,402.37475,207.17596,385.34825
Cer_NS(d16:2/27:4)+HCO2,698.57291,652.56753,622.55693,620.54123,604.54633,442.36919,426.37429,233.19159,400.35909,207.17596,383.33259
Cer_NS(d16:2/28:0)+HCO2,720.65121,674.64583,644.63523,642.61953,626.62463,464.44749,448.45259,233.19159,422.43739,207.17596,405.41089
Cer_NS(d16:2/28:1)+HCO2,718.63555,672.63017,642.61957,640.60387,624.60897,462.43183,446.43693,233.19159,420.42173,207.17596,403.39523
Cer_NS(d16:2/28:2)+HCO2,716.61989,670.61451,640.60391,638.58821,622.59331,460.41617,444.42127,233.19159,418.40607,207.17596,401.37957
Cer_NS(d16:2/28:3)+HCO2,714.60423,668.59885,638.58825,636.57255,620.57765,458.40051,442.40561,233.19159,416.39041,207.17596,399.36391
Cer_NS(d16:2/28:4)+HCO2,712.58857,666.58319,636.57259,634.55689,618.56199,456.38485,440.38995,233.19159,414.37475,207.17596,397.34825
Cer_NS(d16:2/29:0)+HCO2,734.66687,688.66149,658.65089,656.63519,640.64029,478.46315,462.46825,233.19159,436.45305,207.17596,419.42655
Cer_NS(d16:2/29:1)+HCO2,732.65121,686.64583,656.63523,654.61953,638.62463,476.44749,460.45259,233.19159,434.43739,207.17596,417.41089
Cer_NS(d16:2/29:2)+HCO2,730.63555,684.63017,654.61957,652.60387,636.60897,474.43183,458.43693,233.19159,432.42173,207.17596,415.39523
Cer_NS(d16:2/29:3)+HCO2,728.61989,682.61451,652.60391,650.58821,634.59331,472.41617,456.42127,233.19159,430.40607,207.17596,413.37957
Cer_NS(d16:2/29:4)+HCO2,726.60423,680.59885,650.58825,648.57255,632.57765,470.40051,454.40561,233.19159,428.39041,207.17596,411.36391
Cer_NS(d16:2/30:0)+HCO2,748.68253,702.67715,672.66655,670.65085,654.65595,492.47881,476.48391,233.19159,450.46871,207.17596,433.44221
Cer_NS(d16:2/30:1)+HCO2,746.66687,700.66149,670.65089,668.63519,652.64029,490.46315,474.46825,233.19159,448.45305,207.17596,431.42655
Cer_NS(d16:2/30:2)+HCO2,744.65121,698.64583,668.63523,666.61953,650.62463,488.44749,472.45259,233.19159,446.43739,207.17596,429.41089
Cer_NS(d16:2/30:3)+HCO2,742.63555,696.63017,666.61957,664.60387,648.60897,486.43183,470.43693,233.19159,444.42173,207.17596,427.39523
Cer_NS(d16:2/30:4)+HCO2,740.61989,694.61451,664.60391,662.58821,646.59331,484.41617,468.42127,233.19159,442.40607,207.17596,425.37957
Cer_NS(d16:2/31:0)+HCO2,762.69819,716.69281,686.68221,684.66651,668.67161,506.49447,490.49957,233.19159,464.48437,207.17596,447.45787
Cer_NS(d16:2/31:1)+HCO2,760.68253,714.67715,684.66655,682.65085,666.65595,504.47881,488.48391,233.19159,462.46871,207.17596,445.44221
Cer_NS(d16:2/31:2)+HCO2,758.66687,712.66149,682.65089,680.63519,664.64029,502.46315,486.46825,233.19159,460.45305,207.17596,443.42655
Cer_NS(d16:2/31:3)+HCO2,756.65121,710.64583,680.63523,678.61953,662.62463,500.44749,484.45259,233.19159,458.43739,207.17596,441.41089
Cer_NS(d16:2/31:4)+HCO2,754.63555,708.63017,678.61957,676.60387,660.60897,498.43183,482.43693,233.19159,456.42173,207.17596,439.39523
Cer_NS(d16:2/32:0)+HCO2,776.71385,730.70847,700.69787,698.68217,682.68727,520.51013,504.51523,233.19159,478.50003,207.17596,461.47353
Cer_NS(d16:2/32:1)+HCO2,774.69819,728.69281,698.68221,696.66651,680.67161,518.49447,502.49957,233.19159,476.48437,207.17596,459.45787
Cer_NS(d16:2/32:2)+HCO2,772.68253,726.67715,696.66655,694.65085,678.65595,516.47881,500.48391,233.19159,474.46871,207.17596,457.44221
Cer_NS(d16:2/32:3)+HCO2,770.66687,724.66149,694.65089,692.63519,676.64029,514.46315,498.46825,233.19159,472.45305,207.17596,455.42655
Cer_NS(d16:2/32:4)+HCO2,768.65121,722.64583,692.63523,690.61953,674.62463,512.44749,496.45259,233.19159,470.43739,207.17596,453.41089
Cer_NS(d16:2/33:0)+HCO2,790.72951,744.72413,714.71353,712.69783,696.70293,534.52579,518.53089,233.19159,492.51569,207.17596,475.48919
Cer_NS(d16:2/33:1)+HCO2,788.71385,742.70847,712.69787,710.68217,694.68727,532.51013,516.51523,233.19159,490.50003,207.17596,473.47353
Cer_NS(d16:2/33:2)+HCO2,786.69819,740.69281,710.68221,708.66651,692.67161,530.49447,514.49957,233.19159,488.48437,207.17596,471.45787
Cer_NS(d16:2/33:3)+HCO2,784.68253,738.67715,708.66655,706.65085,690.65595,528.47881,512.48391,233.19159,486.46871,207.17596,469.44221
Cer_NS(d16:2/33:4)+HCO2,782.66687,736.66149,706.65089,704.63519,688.64029,526.46315,510.46825,233.19159,484.45305,207.17596,467.42655
Cer_NS(d16:2/34:0)+HCO2,804.74517,758.73979,728.72919,726.71349,710.71859,548.54145,532.54655,233.19159,506.53135,207.17596,489.50485
Cer_NS(d16:2/34:1)+HCO2,802.72951,756.72413,726.71353,724.69783,708.70293,546.52579,530.53089,233.19159,504.51569,207.17596,487.48919
Cer_NS(d16:2/34:2)+HCO2,800.71385,754.70847,724.69787,722.68217,706.68727,544.51013,528.51523,233.19159,502.50003,207.17596,485.47353
Cer_NS(d16:2/34:3)+HCO2,798.69819,752.69281,722.68221,720.66651,704.67161,542.49447,526.49957,233.19159,500.48437,207.17596,483.45787
Cer_NS(d16:2/34:4)+HCO2,796.68253,750.67715,720.66655,718.65085,702.65595,540.47881,524.48391,233.19159,498.46871,207.17596,481.44221
Cer_NS(d16:2/35:0)+HCO2,818.76083,772.75545,742.74485,740.72915,724.73425,562.55711,546.56221,233.19159,520.54701,207.17596,503.52051
Cer_NS(d16:2/35:1)+HCO2,816.74517,770.73979,740.72919,738.71349,722.71859,560.54145,544.54655,233.19159,518.53135,207.17596,501.50485
Cer_NS(d16:2/35:2)+HCO2,814.72951,768.72413,738.71353,736.69783,720.70293,558.52579,542.53089,233.19159,516.51569,207.17596,499.48919
Cer_NS(d16:2/35:3)+HCO2,812.71385,766.70847,736.69787,734.68217,718.68727,556.51013,540.51523,233.19159,514.50003,207.17596,497.47353
Cer_NS(d16:2/35:4)+HCO2,810.69819,764.69281,734.68221,732.66651,716.67161,554.49447,538.49957,233.19159,512.48437,207.17596,495.45787
Cer_NS(d16:2/36:0)+HCO2,832.77649,786.77111,756.76051,754.74481,738.74991,576.57277,560.57787,233.19159,534.56267,207.17596,517.53617
Cer_NS(d16:2/36:1)+HCO2,830.76083,784.75545,754.74485,752.72915,736.73425,574.55711,558.56221,233.19159,532.54701,207.17596,515.52051
Cer_NS(d16:2/36:2)+HCO2,828.74517,782.73979,752.72919,750.71349,734.71859,572.54145,556.54655,233.19159,530.53135,207.17596,513.50485
Cer_NS(d16:2/36:3)+HCO2,826.72951,780.72413,750.71353,748.69783,732.70293,570.52579,554.53089,233.19159,528.51569,207.17596,511.48919
Cer_NS(d16:2/36:4)+HCO2,824.71385,778.70847,748.69787,746.68217,730.68727,568.51013,552.51523,233.19159,526.50003,207.17596,509.47353
Cer_NS(d17:2/14:0)+HCO2,538.44763,492.44225,462.43165,460.41595,444.42105,268.22825,252.23335,247.20725,226.21815,221.19162,209.19165
Cer_NS(d17:2/14:1)+HCO2,536.43197,490.42659,460.41599,458.40029,442.40539,266.21259,250.21769,247.20725,224.20249,221.19162,207.17599
Cer_NS(d17:2/14:2)+HCO2,534.41631,488.41093,458.40033,456.38463,440.38973,264.19693,248.20203,247.20725,222.18683,221.19162,205.16033
Cer_NS(d17:2/14:3)+HCO2,532.40065,486.39527,456.38467,454.36897,438.37407,262.18127,246.18637,247.20725,220.17117,221.19162,203.14467
Cer_NS(d17:2/15:0)+HCO2,552.46329,506.45791,476.44731,474.43161,458.43671,282.24391,266.24901,247.20725,240.23381,221.19162,223.20731
Cer_NS(d17:2/15:1)+HCO2,550.44763,504.44225,474.43165,472.41595,456.42105,280.22825,264.23335,247.20725,238.21815,221.19162,221.19165
Cer_NS(d17:2/15:2)+HCO2,548.43197,502.42659,472.41599,470.40029,454.40539,278.21259,262.21769,247.20725,236.20249,221.19162,219.17599
Cer_NS(d17:2/15:3)+HCO2,546.41631,500.41093,470.40033,468.38463,452.38973,276.19693,260.20203,247.20725,234.18683,221.19162,217.16033
Cer_NS(d17:2/16:0)+HCO2,566.47895,520.47357,490.46297,488.44727,472.45237,296.25957,280.26467,247.20725,254.24947,221.19162,237.22297
Cer_NS(d17:2/16:1)+HCO2,564.46329,518.45791,488.44731,486.43161,470.43671,294.24391,278.24901,247.20725,252.23381,221.19162,235.20731
Cer_NS(d17:2/16:2)+HCO2,562.44763,516.44225,486.43165,484.41595,468.42105,292.22825,276.23335,247.20725,250.21815,221.19162,233.19165
Cer_NS(d17:2/16:3)+HCO2,560.43197,514.42659,484.41599,482.40029,466.40539,290.21259,274.21769,247.20725,248.20249,221.19162,231.17599
Cer_NS(d17:2/16:4)+HCO2,558.41631,512.41093,482.40033,480.38463,464.38973,288.19693,272.20203,247.20725,246.18683,221.19162,229.16033
Cer_NS(d17:2/17:0)+HCO2,580.49461,534.48923,504.47863,502.46293,486.46803,310.27523,294.28033,247.20725,268.26513,221.19162,251.23863
Cer_NS(d17:2/17:1)+HCO2,578.47895,532.47357,502.46297,500.44727,484.45237,308.25957,292.26467,247.20725,266.24947,221.19162,249.22297
Cer_NS(d17:2/17:2)+HCO2,576.46329,530.45791,500.44731,498.43161,482.43671,306.24391,290.24901,247.20725,264.23381,221.19162,247.20731
Cer_NS(d17:2/17:3)+HCO2,574.44763,528.44225,498.43165,496.41595,480.42105,304.22825,288.23335,247.20725,262.21815,221.19162,245.19165
Cer_NS(d17:2/18:0)+HCO2,594.51027,548.50489,518.49429,516.47859,500.48369,324.29089,308.29599,247.20725,282.28079,221.19162,265.25429
Cer_NS(d17:2/18:1)+HCO2,592.49461,546.48923,516.47863,514.46293,498.46803,322.27523,306.28033,247.20725,280.26513,221.19162,263.23863
Cer_NS(d17:2/18:2)+HCO2,590.47895,544.47357,514.46297,512.44727,496.45237,320.25957,304.26467,247.20725,278.24947,221.19162,261.22297
Cer_NS(d17:2/18:3)+HCO2,588.46329,542.45791,512.44731,510.43161,494.43671,318.24391,302.24901,247.20725,276.23381,221.19162,259.20731
Cer_NS(d17:2/18:4)+HCO2,586.44763,540.44225,510.43165,508.41595,492.42105,316.22825,300.23335,247.20725,274.21815,221.19162,257.19165
Cer_NS(d17:2/19:0)+HCO2,608.52593,562.52055,532.50995,530.49425,514.49935,338.30655,322.31165,247.20725,296.29645,221.19162,279.26995
Cer_NS(d17:2/19:1)+HCO2,606.51027,560.50489,530.49429,528.47859,512.48369,336.29089,320.29599,247.20725,294.28079,221.19162,277.25429
Cer_NS(d17:2/19:2)+HCO2,604.49461,558.48923,528.47863,526.46293,510.46803,334.27523,318.28033,247.20725,292.26513,221.19162,275.23863
Cer_NS(d17:2/19:3)+HCO2,602.47895,556.47357,526.46297,524.44727,508.45237,332.25957,316.26467,247.20725,290.24947,221.19162,273.22297
Cer_NS(d17:2/19:4)+HCO2,600.46329,554.45791,524.44731,522.43161,506.43671,330.24391,314.24901,247.20725,288.23381,221.19162,271.20731
Cer_NS(d17:2/20:0)+HCO2,622.54159,576.53621,546.52561,544.50991,528.51501,352.32221,336.32731,247.20725,310.31211,221.19162,293.28561
Cer_NS(d17:2/20:1)+HCO2,620.52593,574.52055,544.50995,542.49425,526.49935,350.30655,334.31165,247.20725,308.29645,221.19162,291.26995
Cer_NS(d17:2/20:2)+HCO2,618.51027,572.50489,542.49429,540.47859,524.48369,348.29089,332.29599,247.20725,306.28079,221.19162,289.25429
Cer_NS(d17:2/20:3)+HCO2,616.49461,570.48923,540.47863,538.46293,522.46803,346.27523,330.28033,247.20725,304.26513,221.19162,287.23863
Cer_NS(d17:2/20:4)+HCO2,614.47895,568.47357,538.46297,536.44727,520.45237,344.25957,328.26467,247.20725,302.24947,221.19162,285.22297
Cer_NS(d17:2/21:0)+HCO2,636.55725,590.55187,560.54127,558.52557,542.53067,366.33787,350.34297,247.20725,324.32777,221.19162,307.30127
Cer_NS(d17:2/21:1)+HCO2,634.54159,588.53621,558.52561,556.50991,540.51501,364.32221,348.32731,247.20725,322.31211,221.19162,305.28561
Cer_NS(d17:2/21:2)+HCO2,632.52593,586.52055,556.50995,554.49425,538.49935,362.30655,346.31165,247.20725,320.29645,221.19162,303.26995
Cer_NS(d17:2/21:3)+HCO2,630.51027,584.50489,554.49429,552.47859,536.48369,360.29089,344.29599,247.20725,318.28079,221.19162,301.25429
Cer_NS(d17:2/21:4)+HCO2,628.49461,582.48923,552.47863,550.46293,534.46803,358.27523,342.28033,247.20725,316.26513,221.19162,299.23863
Cer_NS(d17:2/22:0)+HCO2,650.57291,604.56753,574.55693,572.54123,556.54633,380.35353,364.35863,247.20725,338.34343,221.19162,321.31693
Cer_NS(d17:2/22:1)+HCO2,648.55725,602.55187,572.54127,570.52557,554.53067,378.33787,362.34297,247.20725,336.32777,221.19162,319.30127
Cer_NS(d17:2/22:2)+HCO2,646.54159,600.53621,570.52561,568.50991,552.51501,376.32221,360.32731,247.20725,334.31211,221.19162,317.28561
Cer_NS(d17:2/22:3)+HCO2,644.52593,598.52055,568.50995,566.49425,550.49935,374.30655,358.31165,247.20725,332.29645,221.19162,315.26995
Cer_NS(d17:2/22:4)+HCO2,642.51027,596.50489,566.49429,564.47859,548.48369,372.29089,356.29599,247.20725,330.28079,221.19162,313.25429
Cer_NS(d17:2/23:0)+HCO2,664.58857,618.58319,588.57259,586.55689,570.56199,394.36919,378.37429,247.20725,352.35909,221.19162,335.33259
Cer_NS(d17:2/23:1)+HCO2,662.57291,616.56753,586.55693,584.54123,568.54633,392.35353,376.35863,247.20725,350.34343,221.19162,333.31693
Cer_NS(d17:2/23:2)+HCO2,660.55725,614.55187,584.54127,582.52557,566.53067,390.33787,374.34297,247.20725,348.32777,221.19162,331.30127
Cer_NS(d17:2/23:3)+HCO2,658.54159,612.53621,582.52561,580.50991,564.51501,388.32221,372.32731,247.20725,346.31211,221.19162,329.28561
Cer_NS(d17:2/23:4)+HCO2,656.52593,610.52055,580.50995,578.49425,562.49935,386.30655,370.31165,247.20725,344.29645,221.19162,327.26995
Cer_NS(d17:2/24:0)+HCO2,678.60423,632.59885,602.58825,600.57255,584.57765,408.38485,392.38995,247.20725,366.37475,221.19162,349.34825
Cer_NS(d17:2/24:1)+HCO2,676.58857,630.58319,600.57259,598.55689,582.56199,406.36919,390.37429,247.20725,364.35909,221.19162,347.33259
Cer_NS(d17:2/24:2)+HCO2,674.57291,628.56753,598.55693,596.54123,580.54633,404.35353,388.35863,247.20725,362.34343,221.19162,345.31693
Cer_NS(d17:2/24:3)+HCO2,672.55725,626.55187,596.54127,594.52557,578.53067,402.33787,386.34297,247.20725,360.32777,221.19162,343.30127
Cer_NS(d17:2/24:4)+HCO2,670.54159,624.53621,594.52561,592.50991,576.51501,400.32221,384.32731,247.20725,358.31211,221.19162,341.28561
Cer_NS(d17:2/25:0)+HCO2,692.61989,646.61451,616.60391,614.58821,598.59331,422.40051,406.40561,247.20725,380.39041,221.19162,363.36391
Cer_NS(d17:2/25:1)+HCO2,690.60423,644.59885,614.58825,612.57255,596.57765,420.38485,404.38995,247.20725,378.37475,221.19162,361.34825
Cer_NS(d17:2/25:2)+HCO2,688.58857,642.58319,612.57259,610.55689,594.56199,418.36919,402.37429,247.20725,376.35909,221.19162,359.33259
Cer_NS(d17:2/25:3)+HCO2,686.57291,640.56753,610.55693,608.54123,592.54633,416.35353,400.35863,247.20725,374.34343,221.19162,357.31693
Cer_NS(d17:2/25:4)+HCO2,684.55725,638.55187,608.54127,606.52557,590.53067,414.33787,398.34297,247.20725,372.32777,221.19162,355.30127
Cer_NS(d17:2/26:0)+HCO2,706.63555,660.63017,630.61957,628.60387,612.60897,436.41617,420.42127,247.20725,394.40607,221.19162,377.37957
Cer_NS(d17:2/26:1)+HCO2,704.61989,658.61451,628.60391,626.58821,610.59331,434.40051,418.40561,247.20725,392.39041,221.19162,375.36391
Cer_NS(d17:2/26:2)+HCO2,702.60423,656.59885,626.58825,624.57255,608.57765,432.38485,416.38995,247.20725,390.37475,221.19162,373.34825
Cer_NS(d17:2/26:3)+HCO2,700.58857,654.58319,624.57259,622.55689,606.56199,430.36919,414.37429,247.20725,388.35909,221.19162,371.33259
Cer_NS(d17:2/26:4)+HCO2,698.57291,652.56753,622.55693,620.54123,604.54633,428.35353,412.35863,247.20725,386.34343,221.19162,369.31693
Cer_NS(d17:2/27:0)+HCO2,720.65121,674.64583,644.63523,642.61953,626.62463,450.43183,434.43693,247.20725,408.42173,221.19162,391.39523
Cer_NS(d17:2/27:1)+HCO2,718.63555,672.63017,642.61957,640.60387,624.60897,448.41617,432.42127,247.20725,406.40607,221.19162,389.37957
Cer_NS(d17:2/27:2)+HCO2,716.61989,670.61451,640.60391,638.58821,622.59331,446.40051,430.40561,247.20725,404.39041,221.19162,387.36391
Cer_NS(d17:2/27:3)+HCO2,714.60423,668.59885,638.58825,636.57255,620.57765,444.38485,428.38995,247.20725,402.37475,221.19162,385.34825
Cer_NS(d17:2/27:4)+HCO2,712.58857,666.58319,636.57259,634.55689,618.56199,442.36919,426.37429,247.20725,400.35909,221.19162,383.33259
Cer_NS(d17:2/28:0)+HCO2,734.66687,688.66149,658.65089,656.63519,640.64029,464.44749,448.45259,247.20725,422.43739,221.19162,405.41089
Cer_NS(d17:2/28:1)+HCO2,732.65121,686.64583,656.63523,654.61953,638.62463,462.43183,446.43693,247.20725,420.42173,221.19162,403.39523
Cer_NS(d17:2/28:2)+HCO2,730.63555,684.63017,654.61957,652.60387,636.60897,460.41617,444.42127,247.20725,418.40607,221.19162,401.37957
Cer_NS(d17:2/28:3)+HCO2,728.61989,682.61451,652.60391,650.58821,634.59331,458.40051,442.40561,247.20725,416.39041,221.19162,399.36391
Cer_NS(d17:2/28:4)+HCO2,726.60423,680.59885,650.58825,648.57255,632.57765,456.38485,440.38995,247.20725,414.37475,221.19162,397.34825
Cer_NS(d17:2/29:0)+HCO2,748.68253,702.67715,672.66655,670.65085,654.65595,478.46315,462.46825,247.20725,436.45305,221.19162,419.42655
Cer_NS(d17:2/29:1)+HCO2,746.66687,700.66149,670.65089,668.63519,652.64029,476.44749,460.45259,247.20725,434.43739,221.19162,417.41089
Cer_NS(d17:2/29:2)+HCO2,744.65121,698.64583,668.63523,666.61953,650.62463,474.43183,458.43693,247.20725,432.42173,221.19162,415.39523
Cer_NS(d17:2/29:3)+HCO2,742.63555,696.63017,666.61957,664.60387,648.60897,472.41617,456.42127,247.20725,430.40607,221.19162,413.37957
Cer_NS(d17:2/29:4)+HCO2,740.61989,694.61451,664.60391,662.58821,646.59331,470.40051,454.40561,247.20725,428.39041,221.19162,411.36391
Cer_NS(d17:2/30:0)+HCO2,762.69819,716.69281,686.68221,684.66651,668.67161,492.47881,476.48391,247.20725,450.46871,221.19162,433.44221
Cer_NS(d17:2/30:1)+HCO2,760.68253,714.67715,684.66655,682.65085,666.65595,490.46315,474.46825,247.20725,448.45305,221.19162,431.42655
Cer_NS(d17:2/30:2)+HCO2,758.66687,712.66149,682.65089,680.63519,664.64029,488.44749,472.45259,247.20725,446.43739,221.19162,429.41089
Cer_NS(d17:2/30:3)+HCO2,756.65121,710.64583,680.63523,678.61953,662.62463,486.43183,470.43693,247.20725,444.42173,221.19162,427.39523
Cer_NS(d17:2/30:4)+HCO2,754.63555,708.63017,678.61957,676.60387,660.60897,484.41617,468.42127,247.20725,442.40607,221.19162,425.37957
Cer_NS(d17:2/31:0)+HCO2,776.71385,730.70847,700.69787,698.68217,682.68727,506.49447,490.49957,247.20725,464.48437,221.19162,447.45787
Cer_NS(d17:2/31:1)+HCO2,774.69819,728.69281,698.68221,696.66651,680.67161,504.47881,488.48391,247.20725,462.46871,221.19162,445.44221
Cer_NS(d17:2/31:2)+HCO2,772.68253,726.67715,696.66655,694.65085,678.65595,502.46315,486.46825,247.20725,460.45305,221.19162,443.42655
Cer_NS(d17:2/31:3)+HCO2,770.66687,724.66149,694.65089,692.63519,676.64029,500.44749,484.45259,247.20725,458.43739,221.19162,441.41089
Cer_NS(d17:2/31:4)+HCO2,768.65121,722.64583,692.63523,690.61953,674.62463,498.43183,482.43693,247.20725,456.42173,221.19162,439.39523
Cer_NS(d17:2/32:0)+HCO2,790.72951,744.72413,714.71353,712.69783,696.70293,520.51013,504.51523,247.20725,478.50003,221.19162,461.47353
Cer_NS(d17:2/32:1)+HCO2,788.71385,742.70847,712.69787,710.68217,694.68727,518.49447,502.49957,247.20725,476.48437,221.19162,459.45787
Cer_NS(d17:2/32:2)+HCO2,786.69819,740.69281,710.68221,708.66651,692.67161,516.47881,500.48391,247.20725,474.46871,221.19162,457.44221
Cer_NS(d17:2/32:3)+HCO2,784.68253,738.67715,708.66655,706.65085,690.65595,514.46315,498.46825,247.20725,472.45305,221.19162,455.42655
Cer_NS(d17:2/32:4)+HCO2,782.66687,736.66149,706.65089,704.63519,688.64029,512.44749,496.45259,247.20725,470.43739,221.19162,453.41089
Cer_NS(d17:2/33:0)+HCO2,804.74517,758.73979,728.72919,726.71349,710.71859,534.52579,518.53089,247.20725,492.51569,221.19162,475.48919
Cer_NS(d17:2/33:1)+HCO2,802.72951,756.72413,726.71353,724.69783,708.70293,532.51013,516.51523,247.20725,490.50003,221.19162,473.47353
Cer_NS(d17:2/33:2)+HCO2,800.71385,754.70847,724.69787,722.68217,706.68727,530.49447,514.49957,247.20725,488.48437,221.19162,471.45787
Cer_NS(d17:2/33:3)+HCO2,798.69819,752.69281,722.68221,720.66651,704.67161,528.47881,512.48391,247.20725,486.46871,221.19162,469.44221
Cer_NS(d17:2/33:4)+HCO2,796.68253,750.67715,720.66655,718.65085,702.65595,526.46315,510.46825,247.20725,484.45305,221.19162,467.42655
Cer_NS(d17:2/34:0)+HCO2,818.76083,772.75545,742.74485,740.72915,724.73425,548.54145,532.54655,247.20725,506.53135,221.19162,489.50485
Cer_NS(d17:2/34:1)+HCO2,816.74517,770.73979,740.72919,738.71349,722.71859,546.52579,530.53089,247.20725,504.51569,221.19162,487.48919
Cer_NS(d17:2/34:2)+HCO2,814.72951,768.72413,738.71353,736.69783,720.70293,544.51013,528.51523,247.20725,502.50003,221.19162,485.47353
Cer_NS(d17:2/34:3)+HCO2,812.71385,766.70847,736.69787,734.68217,718.68727,542.49447,526.49957,247.20725,500.48437,221.19162,483.45787
Cer_NS(d17:2/34:4)+HCO2,810.69819,764.69281,734.68221,732.66651,716.67161,540.47881,524.48391,247.20725,498.46871,221.19162,481.44221
Cer_NS(d17:2/35:0)+HCO2,832.77649,786.77111,756.76051,754.74481,738.74991,562.55711,546.56221,247.20725,520.54701,221.19162,503.52051
Cer_NS(d17:2/35:1)+HCO2,830.76083,784.75545,754.74485,752.72915,736.73425,560.54145,544.54655,247.20725,518.53135,221.19162,501.50485
