PE,[M+H]+,NL_head,NL_T1RCO,NL_T2RCO,T1_RCO+,T2_RCO+,head
PE(20:0_22:6)+H,820.58508,679.56597,385.27372,369.33632,295.29955,311.23695,142.02639
PE(20:0_23:0)+H,846.69468,705.67557,411.38332,369.33632,295.29955,337.34655,142.02639
PE(20:0_24:0)+H,860.71028,719.69117,425.39892,369.33632,295.29955,351.36215,142.02639
PE(20:0_24:1)+H,858.69468,717.67557,423.38332,369.33632,295.29955,349.34655,142.02639
PE(20:0_25:0)+H,874.72598,733.70687,439.41462,369.33632,295.29955,365.37785,142.02639
PE(20:0_26:0)+H,888.74158,747.72247,453.43022,369.33632,295.29955,379.39345,142.02639
PE(20:1_20:1)+H,800.61648,659.59737,367.32072,367.32072,293.28395,293.28395,142.02639
PE(20:1_20:2)+H,798.60078,657.58167,365.30502,367.32072,293.28395,291.26825,142.02639
PE(20:1_20:3)+H,796.58518,655.56607,363.28942,367.32072,293.28395,289.25265,142.02639
PE(20:1_20:4)+H,794.56948,653.55037,361.27372,367.32072,293.28395,287.23695,142.02639
PE(20:1_20:5)+H,792.55388,651.53477,359.25812,367.32072,293.28395,285.22135,142.02639
PE(20:1_21:0)+H,816.64778,675.62867,383.35202,367.32072,293.28395,309.31525,142.02639
PE(20:1_22:0)+H,830.66338,689.64427,397.36762,367.32072,293.28395,323.33085,142.02639
PE(20:1_22:1)+H,828.64778,687.62867,395.35202,367.32072,293.28395,321.31525,142.02639
PE(20:1_22:2)+H,826.63208,685.61297,393.33632,367.32072,293.28395,319.29955,142.02639
PE(20:1_22:3)+H,824.61648,683.59737,391.32072,367.32072,293.28395,317.28395,142.02639
PE(20:1_22:4)+H,822.60078,681.58167,389.30502,367.32072,293.28395,315.26825,142.02639
PE(20:1_22:5)+H,820.58518,679.56607,387.28942,367.32072,293.28395,313.25265,142.02639
PE(20:1_22:6)+H,818.56948,677.55037,385.27372,367.32072,293.28395,311.23695,142.02639
PE(20:1_23:0)+H,844.67908,703.65997,411.38332,367.32072,293.28395,337.34655,142.02639
PE(20:1_24:0)+H,858.69468,717.67557,425.39892,367.32072,293.28395,351.36215,142.02639
PE(20:1_24:1)+H,856.67908,715.65997,423.38332,367.32072,293.28395,349.34655,142.02639
PE(20:1_25:0)+H,872.71038,731.69127,439.41462,367.32072,293.28395,365.37785,142.02639
PE(20:1_26:0)+H,886.72598,745.70687,453.43022,367.32072,293.28395,379.39345,142.02639
PE(20:2_20:2)+H,796.58508,655.56597,365.30502,365.30502,291.26825,291.26825,142.02639
PE(20:2_20:3)+H,794.56948,653.55037,363.28942,365.30502,291.26825,289.25265,142.02639
PE(20:2_20:4)+H,792.55378,651.53467,361.27372,365.30502,291.26825,287.23695,142.02639
PE(20:2_20:5)+H,790.53818,649.51907,359.25812,365.30502,291.26825,285.22135,142.02639
PE(20:2_21:0)+H,814.63208,673.61297,383.35202,365.30502,291.26825,309.31525,142.02639
PE(20:2_22:0)+H,828.64768,687.62857,397.36762,365.30502,291.26825,323.33085,142.02639
PE(20:2_22:1)+H,826.63208,685.61297,395.35202,365.30502,291.26825,321.31525,142.02639
PE(20:2_22:2)+H,824.61638,683.59727,393.33632,365.30502,291.26825,319.29955,142.02639
PE(20:2_22:3)+H,822.60078,681.58167,391.32072,365.30502,291.26825,317.28395,142.02639
PE(20:2_22:4)+H,820.58508,679.56597,389.30502,365.30502,291.26825,315.26825,142.02639
PE(20:2_22:5)+H,818.56948,677.55037,387.28942,365.30502,291.26825,313.25265,142.02639
PE(20:2_22:6)+H,816.55378,675.53467,385.27372,365.30502,291.26825,311.23695,142.02639
PE(20:2_23:0)+H,842.66338,701.64427,411.38332,365.30502,291.26825,337.34655,142.02639
PE(20:2_24:0)+H,856.67898,715.65987,425.39892,365.30502,291.26825,351.36215,142.02639
PE(20:2_24:1)+H,854.66338,713.64427,423.38332,365.30502,291.26825,349.34655,142.02639
PE(20:2_25:0)+H,870.69468,729.67557,439.41462,365.30502,291.26825,365.37785,142.02639
PE(20:2_26:0)+H,884.71028,743.69117,453.43022,365.30502,291.26825,379.39345,142.02639
PE(20:3_20:3)+H,792.55388,651.53477,363.28942,363.28942,289.25265,289.25265,142.02639
PE(20:3_20:4)+H,790.53818,649.51907,361.27372,363.28942,289.25265,287.23695,142.02639
PE(20:3_20:5)+H,788.52258,647.50347,359.25812,363.28942,289.25265,285.22135,142.02639
PE(20:3_21:0)+H,812.61648,671.59737,383.35202,363.28942,289.25265,309.31525,142.02639
PE(20:3_22:0)+H,826.63208,685.61297,397.36762,363.28942,289.25265,323.33085,142.02639
PE(20:3_22:1)+H,824.61648,683.59737,395.35202,363.28942,289.25265,321.31525,142.02639
PE(20:3_22:2)+H,822.60078,681.58167,393.33632,363.28942,289.25265,319.29955,142.02639
PE(20:3_22:3)+H,820.58518,679.56607,391.32072,363.28942,289.25265,317.28395,142.02639
PE(20:3_22:4)+H,818.56948,677.55037,389.30502,363.28942,289.25265,315.26825,142.02639
PE(20:3_22:5)+H,816.55388,675.53477,387.28942,363.28942,289.25265,313.25265,142.02639
PE(20:3_22:6)+H,814.53818,673.51907,385.27372,363.28942,289.25265,311.23695,142.02639
PE(20:3_23:0)+H,840.64778,699.62867,411.38332,363.28942,289.25265,337.34655,142.02639
PE(20:3_24:0)+H,854.66338,713.64427,425.39892,363.28942,289.25265,351.36215,142.02639
PE(20:3_24:1)+H,852.64778,711.62867,423.38332,363.28942,289.25265,349.34655,142.02639
PE(20:3_25:0)+H,868.67908,727.65997,439.41462,363.28942,289.25265,365.37785,142.02639
PE(20:3_26:0)+H,882.69468,741.67557,453.43022,363.28942,289.25265,379.39345,142.02639
PE(20:4_20:4)+H,788.52248,647.50337,361.27372,361.27372,287.23695,287.23695,142.02639
PE(20:4_20:5)+H,786.50688,645.48777,359.25812,361.27372,287.23695,285.22135,142.02639
PE(20:4_21:0)+H,810.60078,669.58167,383.35202,361.27372,287.23695,309.31525,142.02639
PE(20:4_22:0)+H,824.61638,683.59727,397.36762,361.27372,287.23695,323.33085,142.02639
PE(20:4_22:1)+H,822.60078,681.58167,395.35202,361.27372,287.23695,321.31525,142.02639
PE(20:4_22:2)+H,820.58508,679.56597,393.33632,361.27372,287.23695,319.29955,142.02639
PE(20:4_22:3)+H,818.56948,677.55037,391.32072,361.27372,287.23695,317.28395,142.02639
PE(20:4_22:4)+H,816.55378,675.53467,389.30502,361.27372,287.23695,315.26825,142.02639
PE(20:4_22:5)+H,814.53818,673.51907,387.28942,361.27372,287.23695,313.25265,142.02639
PE(20:4_22:6)+H,812.52248,671.50337,385.27372,361.27372,287.23695,311.23695,142.02639
PE(20:4_23:0)+H,838.63208,697.61297,411.38332,361.27372,287.23695,337.34655,142.02639
PE(20:4_24:0)+H,852.64768,711.62857,425.39892,361.27372,287.23695,351.36215,142.02639
PE(20:4_24:1)+H,850.63208,709.61297,423.38332,361.27372,287.23695,349.34655,142.02639
PE(20:4_25:0)+H,866.66338,725.64427,439.41462,361.27372,287.23695,365.37785,142.02639
PE(20:4_26:0)+H,880.67898,739.65987,453.43022,361.27372,287.23695,379.39345,142.02639
PE(20:5_20:5)+H,784.49128,643.47217,359.25812,359.25812,285.22135,285.22135,142.02639
PE(20:5_21:0)+H,808.58518,667.56607,383.35202,359.25812,285.22135,309.31525,142.02639
PE(20:5_22:0)+H,822.60078,681.58167,397.36762,359.25812,285.22135,323.33085,142.02639
PE(20:5_22:1)+H,820.58518,679.56607,395.35202,359.25812,285.22135,321.31525,142.02639
PE(20:5_22:2)+H,818.56948,677.55037,393.33632,359.25812,285.22135,319.29955,142.02639
PE(20:5_22:3)+H,816.55388,675.53477,391.32072,359.25812,285.22135,317.28395,142.02639
PE(20:5_22:4)+H,814.53818,673.51907,389.30502,359.25812,285.22135,315.26825,142.02639
PE(20:5_22:5)+H,812.52258,671.50347,387.28942,359.25812,285.22135,313.25265,142.02639
PE(20:5_22:6)+H,810.50688,669.48777,385.27372,359.25812,285.22135,311.23695,142.02639
PE(20:5_23:0)+H,836.61648,695.59737,411.38332,359.25812,285.22135,337.34655,142.02639
PE(20:5_24:0)+H,850.63208,709.61297,425.39892,359.25812,285.22135,351.36215,142.02639
PE(20:5_24:1)+H,848.61648,707.59737,423.38332,359.25812,285.22135,349.34655,142.02639
PE(20:5_25:0)+H,864.64778,723.62867,439.41462,359.25812,285.22135,365.37785,142.02639
PE(20:5_26:0)+H,878.66338,737.64427,453.43022,359.25812,285.22135,379.39345,142.02639
PE(21:0_21:0)+H,832.67908,691.65997,383.35202,383.35202,309.31525,309.31525,142.02639
PE(21:0_22:0)+H,846.69468,705.67557,397.36762,383.35202,309.31525,323.33085,142.02639
PE(21:0_22:1)+H,844.67908,703.65997,395.35202,383.35202,309.31525,321.31525,142.02639
PE(21:0_22:2)+H,842.66338,701.64427,393.33632,383.35202,309.31525,319.29955,142.02639
PE(21:0_22:3)+H,840.64778,699.62867,391.32072,383.35202,309.31525,317.28395,142.02639
PE(21:0_22:4)+H,838.63208,697.61297,389.30502,383.35202,309.31525,315.26825,142.02639
PE(21:0_22:5)+H,836.61648,695.59737,387.28942,383.35202,309.31525,313.25265,142.02639
PE(21:0_22:6)+H,834.60078,693.58167,385.27372,383.35202,309.31525,311.23695,142.02639
PE(21:0_23:0)+H,860.71038,719.69127,411.38332,383.35202,309.31525,337.34655,142.02639
PE(21:0_24:0)+H,874.72598,733.70687,425.39892,383.35202,309.31525,351.36215,142.02639
PE(21:0_24:1)+H,872.71038,731.69127,423.38332,383.35202,309.31525,349.34655,142.02639
PE(21:0_25:0)+H,888.74168,747.72257,439.41462,383.35202,309.31525,365.37785,142.02639
PE(21:0_26:0)+H,902.75728,761.73817,453.43022,383.35202,309.31525,379.39345,142.02639
PE(22:0_22:0)+H,860.71028,719.69117,397.36762,397.36762,323.33085,323.33085,142.02639
PE(22:0_22:1)+H,858.69468,717.67557,395.35202,397.36762,323.33085,321.31525,142.02639
PE(22:0_22:2)+H,856.67898,715.65987,393.33632,397.36762,323.33085,319.29955,142.02639
PE(22:0_22:3)+H,854.66338,713.64427,391.32072,397.36762,323.33085,317.28395,142.02639
PE(22:0_22:4)+H,852.64768,711.62857,389.30502,397.36762,323.33085,315.26825,142.02639
PE(22:0_22:5)+H,850.63208,709.61297,387.28942,397.36762,323.33085,313.25265,142.02639
PE(22:0_22:6)+H,848.61638,707.59727,385.27372,397.36762,323.33085,311.23695,142.02639
PE(22:0_23:0)+H,874.72598,733.70687,411.38332,397.36762,323.33085,337.34655,142.02639
PE(22:0_24:0)+H,888.74158,747.72247,425.39892,397.36762,323.33085,351.36215,142.02639
PE(22:0_24:1)+H,886.72598,745.70687,423.38332,397.36762,323.33085,349.34655,142.02639
PE(22:0_25:0)+H,902.75728,761.73817,439.41462,397.36762,323.33085,365.37785,142.02639
PE(22:0_26:0)+H,916.77288,775.75377,453.43022,397.36762,323.33085,379.39345,142.02639
PE(22:1_22:1)+H,856.67908,715.65997,395.35202,395.35202,321.31525,321.31525,142.02639
PE(22:1_22:2)+H,854.66338,713.64427,393.33632,395.35202,321.31525,319.29955,142.02639
PE(22:1_22:3)+H,852.64778,711.62867,391.32072,395.35202,321.31525,317.28395,142.02639
PE(22:1_22:4)+H,850.63208,709.61297,389.30502,395.35202,321.31525,315.26825,142.02639
PE(22:1_22:5)+H,848.61648,707.59737,387.28942,395.35202,321.31525,313.25265,142.02639
PE(22:1_22:6)+H,846.60078,705.58167,385.27372,395.35202,321.31525,311.23695,142.02639
PE(22:1_23:0)+H,872.71038,731.69127,411.38332,395.35202,321.31525,337.34655,142.02639
PE(22:1_24:0)+H,886.72598,745.70687,425.39892,395.35202,321.31525,351.36215,142.02639
PE(22:1_24:1)+H,884.71038,743.69127,423.38332,395.35202,321.31525,349.34655,142.02639
PE(22:1_25:0)+H,900.74168,759.72257,439.41462,395.35202,321.31525,365.37785,142.02639
PE(22:1_26:0)+H,914.75728,773.73817,453.43022,395.35202,321.31525,379.39345,142.02639
PE(22:2_22:2)+H,852.64768,711.62857,393.33632,393.33632,319.29955,319.29955,142.02639
PE(22:2_22:3)+H,850.63208,709.61297,391.32072,393.33632,319.29955,317.28395,142.02639
PE(22:2_22:4)+H,848.61638,707.59727,389.30502,393.33632,319.29955,315.26825,142.02639
PE(22:2_22:5)+H,846.60078,705.58167,387.28942,393.33632,319.29955,313.25265,142.02639
PE(22:2_22:6)+H,844.58508,703.56597,385.27372,393.33632,319.29955,311.23695,142.02639
PE(22:2_23:0)+H,870.69468,729.67557,411.38332,393.33632,319.29955,337.34655,142.02639
PE(22:2_24:0)+H,884.71028,743.69117,425.39892,393.33632,319.29955,351.36215,142.02639
PE(22:2_24:1)+H,882.69468,741.67557,423.38332,393.33632,319.29955,349.34655,142.02639
PE(22:2_25:0)+H,898.72598,757.70687,439.41462,393.33632,319.29955,365.37785,142.02639
PE(22:2_26:0)+H,912.74158,771.72247,453.43022,393.33632,319.29955,379.39345,142.02639
PE(22:3_22:3)+H,848.61648,707.59737,391.32072,391.32072,317.28395,317.28395,142.02639
PE(22:3_22:4)+H,846.60078,705.58167,389.30502,391.32072,317.28395,315.26825,142.02639
PE(22:3_22:5)+H,844.58518,703.56607,387.28942,391.32072,317.28395,313.25265,142.02639
PE(22:3_22:6)+H,842.56948,701.55037,385.27372,391.32072,317.28395,311.23695,142.02639
PE(22:3_23:0)+H,868.67908,727.65997,411.38332,391.32072,317.28395,337.34655,142.02639
PE(22:3_24:0)+H,882.69468,741.67557,425.39892,391.32072,317.28395,351.36215,142.02639
PE(22:3_24:1)+H,880.67908,739.65997,423.38332,391.32072,317.28395,349.34655,142.02639
PE(22:3_25:0)+H,896.71038,755.69127,439.41462,391.32072,317.28395,365.37785,142.02639
PE(22:3_26:0)+H,910.72598,769.70687,453.43022,391.32072,317.28395,379.39345,142.02639
PE(22:4_22:4)+H,844.58508,703.56597,389.30502,389.30502,315.26825,315.26825,142.02639
PE(22:4_22:5)+H,842.56948,701.55037,387.28942,389.30502,315.26825,313.25265,142.02639
PE(22:4_22:6)+H,840.55378,699.53467,385.27372,389.30502,315.26825,311.23695,142.02639
PE(22:4_23:0)+H,866.66338,725.64427,411.38332,389.30502,315.26825,337.34655,142.02639
PE(22:4_24:0)+H,880.67898,739.65987,425.39892,389.30502,315.26825,351.36215,142.02639
PE(22:4_24:1)+H,878.66338,737.64427,423.38332,389.30502,315.26825,349.34655,142.02639
PE(22:4_25:0)+H,894.69468,753.67557,439.41462,389.30502,315.26825,365.37785,142.02639
PE(22:4_26:0)+H,908.71028,767.69117,453.43022,389.30502,315.26825,379.39345,142.02639
PE(22:5_22:5)+H,840.55388,699.53477,387.28942,387.28942,313.25265,313.25265,142.02639
PE(22:5_22:6)+H,838.53818,697.51907,385.27372,387.28942,313.25265,311.23695,142.02639
PE(22:5_23:0)+H,864.64778,723.62867,411.38332,387.28942,313.25265,337.34655,142.02639
PE(22:5_24:0)+H,878.66338,737.64427,425.39892,387.28942,313.25265,351.36215,142.02639
PE(22:5_24:1)+H,876.64778,735.62867,423.38332,387.28942,313.25265,349.34655,142.02639
PE(22:5_25:0)+H,892.67908,751.65997,439.41462,387.28942,313.25265,365.37785,142.02639
PE(22:5_26:0)+H,906.69468,765.67557,453.43022,387.28942,313.25265,379.39345,142.02639
PE(22:6_22:6)+H,836.52248,695.50337,385.27372,385.27372,311.23695,311.23695,142.02639
PE(22:6_23:0)+H,862.63208,721.61297,411.38332,385.27372,311.23695,337.34655,142.02639
PE(22:6_24:0)+H,876.64768,735.62857,425.39892,385.27372,311.23695,351.36215,142.02639
PE(22:6_24:1)+H,874.63208,733.61297,423.38332,385.27372,311.23695,349.34655,142.02639
PE(22:6_25:0)+H,890.66338,749.64427,439.41462,385.27372,311.23695,365.37785,142.02639
PE(22:6_26:0)+H,904.67898,763.65987,453.43022,385.27372,311.23695,379.39345,142.02639
PE(23:0_23:0)+H,888.74168,747.72257,411.38332,411.38332,337.34655,337.34655,142.02639
PE(23:0_24:0)+H,902.75728,761.73817,425.39892,411.38332,337.34655,351.36215,142.02639
PE(23:0_24:1)+H,900.74168,759.72257,423.38332,411.38332,337.34655,349.34655,142.02639
PE(23:0_25:0)+H,916.77298,775.75387,439.41462,411.38332,337.34655,365.37785,142.02639
PE(23:0_26:0)+H,930.78858,789.76947,453.43022,411.38332,337.34655,379.39345,142.02639
PE(24:0_24:0)+H,916.77288,775.75377,425.39892,425.39892,351.36215,351.36215,142.02639
PE(24:0_24:1)+H,914.75728,773.73817,423.38332,425.39892,351.36215,349.34655,142.02639
PE(24:0_25:0)+H,930.78858,789.76947,439.41462,425.39892,351.36215,365.37785,142.02639
PE(24:0_26:0)+H,944.80418,803.78507,453.43022,425.39892,351.36215,379.39345,142.02639
PE(24:1_24:1)+H,912.74168,771.72257,423.38332,423.38332,349.34655,349.34655,142.02639
PE(24:1_25:0)+H,928.77298,787.75387,439.41462,423.38332,349.34655,365.37785,142.02639
PE(24:1_26:0)+H,942.78858,801.76947,453.43022,423.38332,349.34655,379.39345,142.02639
PE(25:0_25:0)+H,944.80428,803.78517,439.41462,439.41462,365.37785,365.37785,142.02639
PE(25:0_26:0)+H,958.81988,817.80077,453.43022,439.41462,365.37785,379.39345,142.02639
PE(26:0_26:0)+H,972.83548,831.81637,453.43022,453.43022,379.39345,379.39345,142.02639
SPLASH_PE(15:0_18:1(d7))+H,711.56647,570.54736,346.33331,299.25812,225.22135,272.29654,142.02639
