Cer_BDS,[M-H]-,[Sph+CC=O-H]-,[Sph+C=O-CO-3H]-,[Sph-H]-,[Sph-NCCO-3H]-
Cer_BDS(d18:0/31:3)-H,758.70315,342.30195,310.27565,300.29135,239.23865
Cer_BDS(d18:0/31:4)-H,756.68755,342.30195,310.27565,300.29135,239.23865
Cer_BDS(d18:0/32:0)-H,778.76585,342.30195,310.27565,300.29135,239.23865
Cer_BDS(d18:0/32:1)-H,776.75015,342.30195,310.27565,300.29135,239.23865
Cer_BDS(d18:0/32:2)-H,774.73445,342.30195,310.27565,300.29135,239.23865
Cer_BDS(d18:0/32:3)-H,772.71885,342.30195,310.27565,300.29135,239.23865
Cer_BDS(d18:0/32:4)-H,770.70315,342.30195,310.27565,300.29135,239.23865
Cer_BDS(d18:0/33:0)-H,792.78145,342.30195,310.27565,300.29135,239.23865
Cer_BDS(d18:0/33:1)-H,790.76585,342.30195,310.27565,300.29135,239.23865
Cer_BDS(d18:0/33:2)-H,788.75015,342.30195,310.27565,300.29135,239.23865
Cer_BDS(d18:0/33:3)-H,786.73445,342.30195,310.27565,300.29135,239.23865
Cer_BDS(d18:0/33:4)-H,784.71885,342.30195,310.27565,300.29135,239.23865
Cer_BDS(d18:0/34:0)-H,806.79715,342.30195,310.27565,300.29135,239.23865
Cer_BDS(d18:0/34:1)-H,804.78145,342.30195,310.27565,300.29135,239.23865
Cer_BDS(d18:0/34:2)-H,802.76585,342.30195,310.27565,300.29135,239.23865
Cer_BDS(d18:0/34:3)-H,800.75015,342.30195,310.27565,300.29135,239.23865
Cer_BDS(d18:0/34:4)-H,798.73445,342.30195,310.27565,300.29135,239.23865
Cer_BDS(d18:0/35:0)-H,820.81275,342.30195,310.27565,300.29135,239.23865
Cer_BDS(d18:0/35:1)-H,818.79715,342.30195,310.27565,300.29135,239.23865
Cer_BDS(d18:0/35:2)-H,816.78145,342.30195,310.27565,300.29135,239.23865
Cer_BDS(d18:0/35:3)-H,814.76585,342.30195,310.27565,300.29135,239.23865
Cer_BDS(d18:0/35:4)-H,812.75015,342.30195,310.27565,300.29135,239.23865
Cer_BDS(d18:0/36:0)-H,834.82835,342.30195,310.27565,300.29135,239.23865
Cer_BDS(d18:0/36:1)-H,832.81275,342.30195,310.27565,300.29135,239.23865
Cer_BDS(d18:0/36:2)-H,830.79715,342.30195,310.27565,300.29135,239.23865
Cer_BDS(d18:0/36:3)-H,828.78145,342.30195,310.27565,300.29135,239.23865
Cer_BDS(d18:0/36:4)-H,826.76585,342.30195,310.27565,300.29135,239.23865
Cer_BDS(d19:0/14:0)-H,540.49975,356.31755,324.29135,314.30705,253.25425
Cer_BDS(d19:0/14:1)-H,538.48405,356.31755,324.29135,314.30705,253.25425
Cer_BDS(d19:0/14:2)-H,536.46845,356.31755,324.29135,314.30705,253.25425
Cer_BDS(d19:0/14:3)-H,534.45285,356.31755,324.29135,314.30705,253.25425
Cer_BDS(d19:0/15:0)-H,554.51535,356.31755,324.29135,314.30705,253.25425
Cer_BDS(d19:0/15:1)-H,552.49975,356.31755,324.29135,314.30705,253.25425
Cer_BDS(d19:0/15:2)-H,550.48405,356.31755,324.29135,314.30705,253.25425
Cer_BDS(d19:0/15:3)-H,548.46845,356.31755,324.29135,314.30705,253.25425
Cer_BDS(d19:0/16:0)-H,568.53105,356.31755,324.29135,314.30705,253.25425
Cer_BDS(d19:0/16:1)-H,566.51535,356.31755,324.29135,314.30705,253.25425
Cer_BDS(d19:0/16:2)-H,564.49975,356.31755,324.29135,314.30705,253.25425
Cer_BDS(d19:0/16:3)-H,562.48405,356.31755,324.29135,314.30705,253.25425
Cer_BDS(d19:0/16:4)-H,560.46845,356.31755,324.29135,314.30705,253.25425
Cer_BDS(d19:0/17:0)-H,582.54665,356.31755,324.29135,314.30705,253.25425
Cer_BDS(d19:0/17:1)-H,580.53105,356.31755,324.29135,314.30705,253.25425
Cer_BDS(d19:0/17:2)-H,578.51535,356.31755,324.29135,314.30705,253.25425
Cer_BDS(d19:0/17:3)-H,576.49975,356.31755,324.29135,314.30705,253.25425
Cer_BDS(d19:0/18:0)-H,596.56235,356.31755,324.29135,314.30705,253.25425
Cer_BDS(d19:0/18:1)-H,594.54665,356.31755,324.29135,314.30705,253.25425
Cer_BDS(d19:0/18:2)-H,592.53105,356.31755,324.29135,314.30705,253.25425
Cer_BDS(d19:0/18:3)-H,590.51535,356.31755,324.29135,314.30705,253.25425
Cer_BDS(d19:0/18:4)-H,588.49975,356.31755,324.29135,314.30705,253.25425
Cer_BDS(d19:0/19:0)-H,610.57805,356.31755,324.29135,314.30705,253.25425
Cer_BDS(d19:0/19:1)-H,608.56235,356.31755,324.29135,314.30705,253.25425
Cer_BDS(d19:0/19:2)-H,606.54665,356.31755,324.29135,314.30705,253.25425
Cer_BDS(d19:0/19:3)-H,604.53105,356.31755,324.29135,314.30705,253.25425
Cer_BDS(d19:0/19:4)-H,602.51535,356.31755,324.29135,314.30705,253.25425
Cer_BDS(d19:0/20:0)-H,624.59365,356.31755,324.29135,314.30705,253.25425
Cer_BDS(d19:0/20:1)-H,622.57805,356.31755,324.29135,314.30705,253.25425
Cer_BDS(d19:0/20:2)-H,620.56235,356.31755,324.29135,314.30705,253.25425
Cer_BDS(d19:0/20:3)-H,618.54665,356.31755,324.29135,314.30705,253.25425
Cer_BDS(d19:0/20:4)-H,616.53105,356.31755,324.29135,314.30705,253.25425
Cer_BDS(d19:0/21:0)-H,638.60935,356.31755,324.29135,314.30705,253.25425
Cer_BDS(d19:0/21:1)-H,636.59365,356.31755,324.29135,314.30705,253.25425
Cer_BDS(d19:0/21:2)-H,634.57805,356.31755,324.29135,314.30705,253.25425
Cer_BDS(d19:0/21:3)-H,632.56235,356.31755,324.29135,314.30705,253.25425
Cer_BDS(d19:0/21:4)-H,630.54665,356.31755,324.29135,314.30705,253.25425
Cer_BDS(d19:0/22:0)-H,652.62495,356.31755,324.29135,314.30705,253.25425
Cer_BDS(d19:0/22:1)-H,650.60935,356.31755,324.29135,314.30705,253.25425
Cer_BDS(d19:0/22:2)-H,648.59365,356.31755,324.29135,314.30705,253.25425
Cer_BDS(d19:0/22:3)-H,646.57805,356.31755,324.29135,314.30705,253.25425
Cer_BDS(d19:0/22:4)-H,644.56235,356.31755,324.29135,314.30705,253.25425
Cer_BDS(d19:0/23:0)-H,666.64055,356.31755,324.29135,314.30705,253.25425
Cer_BDS(d19:0/23:1)-H,664.62495,356.31755,324.29135,314.30705,253.25425
Cer_BDS(d19:0/23:2)-H,662.60935,356.31755,324.29135,314.30705,253.25425
Cer_BDS(d19:0/23:3)-H,660.59365,356.31755,324.29135,314.30705,253.25425
Cer_BDS(d19:0/23:4)-H,658.57805,356.31755,324.29135,314.30705,253.25425
Cer_BDS(d19:0/24:0)-H,680.65625,356.31755,324.29135,314.30705,253.25425
Cer_BDS(d19:0/24:1)-H,678.64055,356.31755,324.29135,314.30705,253.25425
Cer_BDS(d19:0/24:2)-H,676.62495,356.31755,324.29135,314.30705,253.25425
Cer_BDS(d19:0/24:3)-H,674.60935,356.31755,324.29135,314.30705,253.25425
Cer_BDS(d19:0/24:4)-H,672.59365,356.31755,324.29135,314.30705,253.25425
Cer_BDS(d19:0/25:0)-H,694.67185,356.31755,324.29135,314.30705,253.25425
Cer_BDS(d19:0/25:1)-H,692.65625,356.31755,324.29135,314.30705,253.25425
Cer_BDS(d19:0/25:2)-H,690.64055,356.31755,324.29135,314.30705,253.25425
Cer_BDS(d19:0/25:3)-H,688.62495,356.31755,324.29135,314.30705,253.25425
Cer_BDS(d19:0/25:4)-H,686.60935,356.31755,324.29135,314.30705,253.25425
Cer_BDS(d19:0/26:0)-H,708.68755,356.31755,324.29135,314.30705,253.25425
Cer_BDS(d19:0/26:1)-H,706.67185,356.31755,324.29135,314.30705,253.25425
Cer_BDS(d19:0/26:2)-H,704.65625,356.31755,324.29135,314.30705,253.25425
Cer_BDS(d19:0/26:3)-H,702.64055,356.31755,324.29135,314.30705,253.25425
Cer_BDS(d19:0/26:4)-H,700.62495,356.31755,324.29135,314.30705,253.25425
Cer_BDS(d19:0/27:0)-H,722.70315,356.31755,324.29135,314.30705,253.25425
Cer_BDS(d19:0/27:1)-H,720.68755,356.31755,324.29135,314.30705,253.25425
Cer_BDS(d19:0/27:2)-H,718.67185,356.31755,324.29135,314.30705,253.25425
Cer_BDS(d19:0/27:3)-H,716.65625,356.31755,324.29135,314.30705,253.25425
Cer_BDS(d19:0/27:4)-H,714.64055,356.31755,324.29135,314.30705,253.25425
Cer_BDS(d19:0/28:0)-H,736.71885,356.31755,324.29135,314.30705,253.25425
Cer_BDS(d19:0/28:1)-H,734.70315,356.31755,324.29135,314.30705,253.25425
Cer_BDS(d19:0/28:2)-H,732.68755,356.31755,324.29135,314.30705,253.25425
Cer_BDS(d19:0/28:3)-H,730.67185,356.31755,324.29135,314.30705,253.25425
Cer_BDS(d19:0/28:4)-H,728.65625,356.31755,324.29135,314.30705,253.25425
Cer_BDS(d19:0/29:0)-H,750.73445,356.31755,324.29135,314.30705,253.25425
Cer_BDS(d19:0/29:1)-H,748.71885,356.31755,324.29135,314.30705,253.25425
Cer_BDS(d19:0/29:2)-H,746.70315,356.31755,324.29135,314.30705,253.25425
Cer_BDS(d19:0/29:3)-H,744.68755,356.31755,324.29135,314.30705,253.25425
Cer_BDS(d19:0/29:4)-H,742.67185,356.31755,324.29135,314.30705,253.25425
Cer_BDS(d19:0/30:0)-H,764.75015,356.31755,324.29135,314.30705,253.25425
Cer_BDS(d19:0/30:1)-H,762.73445,356.31755,324.29135,314.30705,253.25425
Cer_BDS(d19:0/30:2)-H,760.71885,356.31755,324.29135,314.30705,253.25425
Cer_BDS(d19:0/30:3)-H,758.70315,356.31755,324.29135,314.30705,253.25425
Cer_BDS(d19:0/30:4)-H,756.68755,356.31755,324.29135,314.30705,253.25425
Cer_BDS(d19:0/31:0)-H,778.76585,356.31755,324.29135,314.30705,253.25425
Cer_BDS(d19:0/31:1)-H,776.75015,356.31755,324.29135,314.30705,253.25425
Cer_BDS(d19:0/31:2)-H,774.73445,356.31755,324.29135,314.30705,253.25425
Cer_BDS(d19:0/31:3)-H,772.71885,356.31755,324.29135,314.30705,253.25425
Cer_BDS(d19:0/31:4)-H,770.70315,356.31755,324.29135,314.30705,253.25425
Cer_BDS(d19:0/32:0)-H,792.78145,356.31755,324.29135,314.30705,253.25425
Cer_BDS(d19:0/32:1)-H,790.76585,356.31755,324.29135,314.30705,253.25425
Cer_BDS(d19:0/32:2)-H,788.75015,356.31755,324.29135,314.30705,253.25425
Cer_BDS(d19:0/32:3)-H,786.73445,356.31755,324.29135,314.30705,253.25425
Cer_BDS(d19:0/32:4)-H,784.71885,356.31755,324.29135,314.30705,253.25425
Cer_BDS(d19:0/33:0)-H,806.79715,356.31755,324.29135,314.30705,253.25425
Cer_BDS(d19:0/33:1)-H,804.78145,356.31755,324.29135,314.30705,253.25425
Cer_BDS(d19:0/33:2)-H,802.76585,356.31755,324.29135,314.30705,253.25425
Cer_BDS(d19:0/33:3)-H,800.75015,356.31755,324.29135,314.30705,253.25425
Cer_BDS(d19:0/33:4)-H,798.73445,356.31755,324.29135,314.30705,253.25425
Cer_BDS(d19:0/34:0)-H,820.81275,356.31755,324.29135,314.30705,253.25425
Cer_BDS(d19:0/34:1)-H,818.79715,356.31755,324.29135,314.30705,253.25425
Cer_BDS(d19:0/34:2)-H,816.78145,356.31755,324.29135,314.30705,253.25425
Cer_BDS(d19:0/34:3)-H,814.76585,356.31755,324.29135,314.30705,253.25425
Cer_BDS(d19:0/34:4)-H,812.75015,356.31755,324.29135,314.30705,253.25425
Cer_BDS(d19:0/35:0)-H,834.82835,356.31755,324.29135,314.30705,253.25425
Cer_BDS(d19:0/35:1)-H,832.81275,356.31755,324.29135,314.30705,253.25425
Cer_BDS(d19:0/35:2)-H,830.79715,356.31755,324.29135,314.30705,253.25425
Cer_BDS(d19:0/35:3)-H,828.78145,356.31755,324.29135,314.30705,253.25425
Cer_BDS(d19:0/35:4)-H,826.76585,356.31755,324.29135,314.30705,253.25425
Cer_BDS(d19:0/36:0)-H,848.84405,356.31755,324.29135,314.30705,253.25425
Cer_BDS(d19:0/36:1)-H,846.82835,356.31755,324.29135,314.30705,253.25425
Cer_BDS(d19:0/36:2)-H,844.81275,356.31755,324.29135,314.30705,253.25425
Cer_BDS(d19:0/36:3)-H,842.79715,356.31755,324.29135,314.30705,253.25425
Cer_BDS(d19:0/36:4)-H,840.78145,356.31755,324.29135,314.30705,253.25425
Cer_BDS(d20:0/14:0)-H,554.51535,370.33325,338.30705,328.32265,267.26985
Cer_BDS(d20:0/14:1)-H,552.49975,370.33325,338.30705,328.32265,267.26985
Cer_BDS(d20:0/14:2)-H,550.48405,370.33325,338.30705,328.32265,267.26985
Cer_BDS(d20:0/14:3)-H,548.46845,370.33325,338.30705,328.32265,267.26985
Cer_BDS(d20:0/15:0)-H,568.53105,370.33325,338.30705,328.32265,267.26985
Cer_BDS(d20:0/15:1)-H,566.51535,370.33325,338.30705,328.32265,267.26985
Cer_BDS(d20:0/15:2)-H,564.49975,370.33325,338.30705,328.32265,267.26985
Cer_BDS(d20:0/15:3)-H,562.48405,370.33325,338.30705,328.32265,267.26985
Cer_BDS(d20:0/16:0)-H,582.54665,370.33325,338.30705,328.32265,267.26985
Cer_BDS(d20:0/16:1)-H,580.53105,370.33325,338.30705,328.32265,267.26985
Cer_BDS(d20:0/16:2)-H,578.51535,370.33325,338.30705,328.32265,267.26985
Cer_BDS(d20:0/16:3)-H,576.49975,370.33325,338.30705,328.32265,267.26985
Cer_BDS(d20:0/16:4)-H,574.48405,370.33325,338.30705,328.32265,267.26985
Cer_BDS(d20:0/17:0)-H,596.56235,370.33325,338.30705,328.32265,267.26985
Cer_BDS(d20:0/17:1)-H,594.54665,370.33325,338.30705,328.32265,267.26985
Cer_BDS(d20:0/17:2)-H,592.53105,370.33325,338.30705,328.32265,267.26985
Cer_BDS(d20:0/17:3)-H,590.51535,370.33325,338.30705,328.32265,267.26985
Cer_BDS(d20:0/18:0)-H,610.57805,370.33325,338.30705,328.32265,267.26985
Cer_BDS(d20:0/18:1)-H,608.56235,370.33325,338.30705,328.32265,267.26985
Cer_BDS(d20:0/18:2)-H,606.54665,370.33325,338.30705,328.32265,267.26985
