GlcCer_NDS,[M-H]-,[M-C6H10O5-H]-,[FAA+C2H3-H]-,[Sph-C2H7NO-H]-,[FAA-OH-H]-,[C6H11O6]-
GlcCer_NDS(d20:0/30:4)-H,916.76115,754.70825,468.42115,267.26985,425.40325,179.05615
GlcCer_NDS(d20:0/31:0)-H,938.83935,776.78645,490.49935,267.26985,447.48155,179.05615
GlcCer_NDS(d20:0/31:1)-H,936.82365,774.77085,488.48375,267.26985,445.46585,179.05615
GlcCer_NDS(d20:0/31:2)-H,934.80805,772.75525,486.46805,267.26985,443.45015,179.05615
GlcCer_NDS(d20:0/31:3)-H,932.79245,770.73955,484.45235,267.26985,441.43455,179.05615
GlcCer_NDS(d20:0/31:4)-H,930.77675,768.72395,482.43675,267.26985,439.41885,179.05615
GlcCer_NDS(d20:0/32:0)-H,952.85495,790.80215,504.51495,267.26985,461.49715,179.05615
GlcCer_NDS(d20:0/32:1)-H,950.83935,788.78645,502.49935,267.26985,459.48155,179.05615
GlcCer_NDS(d20:0/32:2)-H,948.82365,786.77085,500.48375,267.26985,457.46585,179.05615
GlcCer_NDS(d20:0/32:3)-H,946.80805,784.75525,498.46805,267.26985,455.45015,179.05615
GlcCer_NDS(d20:0/32:4)-H,944.79245,782.73955,496.45235,267.26985,453.43455,179.05615
GlcCer_NDS(d20:0/33:0)-H,966.87065,804.81785,518.53065,267.26985,475.51275,179.05615
GlcCer_NDS(d20:0/33:1)-H,964.85495,802.80215,516.51505,267.26985,473.49715,179.05615
GlcCer_NDS(d20:0/33:2)-H,962.83935,800.78645,514.49935,267.26985,471.48155,179.05615
GlcCer_NDS(d20:0/33:3)-H,960.82365,798.77085,512.48375,267.26985,469.46585,179.05615
GlcCer_NDS(d20:0/33:4)-H,958.80805,796.75525,510.46805,267.26985,467.45015,179.05615
GlcCer_NDS(d20:0/34:0)-H,980.88625,818.83345,532.54635,267.26985,489.52845,179.05615
GlcCer_NDS(d20:0/34:1)-H,978.87065,816.81785,530.53065,267.26985,487.51275,179.05615
GlcCer_NDS(d20:0/34:2)-H,976.85495,814.80215,528.51505,267.26985,485.49715,179.05615
GlcCer_NDS(d20:0/34:3)-H,974.83935,812.78645,526.49935,267.26985,483.48155,179.05615
GlcCer_NDS(d20:0/34:4)-H,972.82365,810.77085,524.48375,267.26985,481.46585,179.05615
GlcCer_NDS(d20:0/35:0)-H,994.90195,832.84915,546.56195,267.26985,503.54405,179.05615
GlcCer_NDS(d20:0/35:1)-H,992.88625,830.83345,544.54635,267.26985,501.52845,179.05615
GlcCer_NDS(d20:0/35:2)-H,990.87065,828.81785,542.53065,267.26985,499.51275,179.05615
GlcCer_NDS(d20:0/35:3)-H,988.85495,826.80215,540.51505,267.26985,497.49715,179.05615
GlcCer_NDS(d20:0/35:4)-H,986.83935,824.78645,538.49935,267.26985,495.48155,179.05615
GlcCer_NDS(d20:0/36:0)-H,1008.91755,846.86475,560.57755,267.26985,517.55975,179.05615
GlcCer_NDS(d20:0/36:1)-H,1006.90155,844.84915,558.56195,267.26985,515.54415,179.05615
GlcCer_NDS(d20:0/36:2)-H,1004.88655,842.83345,556.54635,267.26985,513.52845,179.05615
GlcCer_NDS(d20:0/36:3)-H,1002.87055,840.81785,554.53065,267.26985,511.51275,179.05615
GlcCer_NDS(d20:0/36:4)-H,1000.85455,838.80215,552.51505,267.26985,509.49715,179.05615
GlcCer_NDS(d21:0/14:0)-H,714.58895,552.53615,252.23335,281.28555,209.21545,179.05615
GlcCer_NDS(d21:0/14:1)-H,712.57335,550.52045,250.21765,281.28555,207.19975,179.05615
GlcCer_NDS(d21:0/14:2)-H,710.55765,548.50485,248.20195,281.28555,205.18415,179.05615
GlcCer_NDS(d21:0/14:3)-H,708.54195,546.48915,246.18635,281.28555,203.16855,179.05615
GlcCer_NDS(d21:0/15:0)-H,728.60465,566.55175,266.24895,281.28555,223.23105,179.05615
GlcCer_NDS(d21:0/15:1)-H,726.58895,564.53615,264.23335,281.28555,221.21545,179.05615
GlcCer_NDS(d21:0/15:2)-H,724.57335,562.52045,262.21765,281.28555,219.19975,179.05615
GlcCer_NDS(d21:0/15:3)-H,722.55765,560.50485,260.20195,281.28555,217.18415,179.05615
GlcCer_NDS(d21:0/16:0)-H,742.62025,580.56745,280.26455,281.28555,237.24675,179.05615
GlcCer_NDS(d21:0/16:1)-H,740.60465,578.55175,278.24895,281.28555,235.23105,179.05615
GlcCer_NDS(d21:0/16:2)-H,738.58895,576.53615,276.23335,281.28555,233.21545,179.05615
GlcCer_NDS(d21:0/16:3)-H,736.57335,574.52045,274.21765,281.28555,231.19975,179.05615
GlcCer_NDS(d21:0/16:4)-H,734.55765,572.50485,272.20195,281.28555,229.18415,179.05615
GlcCer_NDS(d21:0/17:0)-H,756.63595,594.58305,294.28025,281.28555,251.26245,179.05615
GlcCer_NDS(d21:0/17:1)-H,754.62025,592.56745,292.26455,281.28555,249.24675,179.05615
GlcCer_NDS(d21:0/17:2)-H,752.60465,590.55175,290.24895,281.28555,247.23105,179.05615
GlcCer_NDS(d21:0/17:3)-H,750.58895,588.53615,288.23335,281.28555,245.21545,179.05615
GlcCer_NDS(d21:0/18:0)-H,770.65155,608.59865,308.29585,281.28555,265.27805,179.05615
GlcCer_NDS(d21:0/18:1)-H,768.63595,606.58305,306.28025,281.28555,263.26235,179.05615
GlcCer_NDS(d21:0/18:2)-H,766.62025,604.56745,304.26455,281.28555,261.24675,179.05615
GlcCer_NDS(d21:0/18:3)-H,764.60465,602.55175,302.24895,281.28555,259.23115,179.05615
GlcCer_NDS(d21:0/18:4)-H,762.58895,600.53615,300.23335,281.28555,257.21545,179.05615
GlcCer_NDS(d21:0/19:0)-H,784.66715,622.61435,322.31155,281.28555,279.29375,179.05615
GlcCer_NDS(d21:0/19:1)-H,782.65155,620.59865,320.29585,281.28555,277.27805,179.05615
GlcCer_NDS(d21:0/19:2)-H,780.63595,618.58305,318.28025,281.28555,275.26235,179.05615
GlcCer_NDS(d21:0/19:3)-H,778.62025,616.56745,316.26455,281.28555,273.24675,179.05615
GlcCer_NDS(d21:0/19:4)-H,776.60465,614.55175,314.24895,281.28555,271.23115,179.05615
GlcCer_NDS(d21:0/20:0)-H,798.68285,636.63005,336.32725,281.28555,293.30935,179.05615
GlcCer_NDS(d21:0/20:1)-H,796.66715,634.61435,334.31155,281.28555,291.29375,179.05615
GlcCer_NDS(d21:0/20:2)-H,794.65155,632.59865,332.29585,281.28555,289.27805,179.05615
GlcCer_NDS(d21:0/20:3)-H,792.63595,630.58305,330.28025,281.28555,287.26235,179.05615
GlcCer_NDS(d21:0/20:4)-H,790.62025,628.56745,328.26455,281.28555,285.24675,179.05615
GlcCer_NDS(d21:0/21:0)-H,812.69845,650.64565,350.34285,281.28555,307.32505,179.05615
GlcCer_NDS(d21:0/21:1)-H,810.68285,648.63005,348.32725,281.28555,305.30935,179.05615
GlcCer_NDS(d21:0/21:2)-H,808.66715,646.61435,346.31155,281.28555,303.29375,179.05615
GlcCer_NDS(d21:0/21:3)-H,806.65155,644.59865,344.29585,281.28555,301.27805,179.05615
GlcCer_NDS(d21:0/21:4)-H,804.63595,642.58305,342.28025,281.28555,299.26235,179.05615
GlcCer_NDS(d21:0/22:0)-H,826.71415,664.66135,364.35845,281.28555,321.34065,179.05615
GlcCer_NDS(d21:0/22:1)-H,824.69845,662.64565,362.34285,281.28555,319.32505,179.05615
GlcCer_NDS(d21:0/22:2)-H,822.68285,660.63005,360.32725,281.28555,317.30935,179.05615
GlcCer_NDS(d21:0/22:3)-H,820.66715,658.61435,358.31155,281.28555,315.29375,179.05615
GlcCer_NDS(d21:0/22:4)-H,818.65155,656.59865,356.29585,281.28555,313.27805,179.05615
GlcCer_NDS(d21:0/23:0)-H,840.72975,678.67695,378.37415,281.28555,335.35625,179.05615
GlcCer_NDS(d21:0/23:1)-H,838.71415,676.66135,376.35845,281.28555,333.34065,179.05615
GlcCer_NDS(d21:0/23:2)-H,836.69845,674.64565,374.34285,281.28555,331.32505,179.05615
GlcCer_NDS(d21:0/23:3)-H,834.68285,672.63005,372.32725,281.28555,329.30935,179.05615
GlcCer_NDS(d21:0/23:4)-H,832.66715,670.61435,370.31155,281.28555,327.29375,179.05615
GlcCer_NDS(d21:0/24:0)-H,854.74545,692.69265,392.38985,281.28555,349.37195,179.05615
GlcCer_NDS(d21:0/24:1)-H,852.72975,690.67695,390.37415,281.28555,347.35625,179.05615
GlcCer_NDS(d21:0/24:2)-H,850.71415,688.66135,388.35845,281.28555,345.34065,179.05615
GlcCer_NDS(d21:0/24:3)-H,848.69845,686.64565,386.34285,281.28555,343.32505,179.05615
GlcCer_NDS(d21:0/24:4)-H,846.68285,684.63005,384.32725,281.28555,341.30935,179.05615
GlcCer_NDS(d21:0/25:0)-H,868.76115,706.70825,406.40545,281.28555,363.38765,179.05615
GlcCer_NDS(d21:0/25:1)-H,866.74545,704.69265,404.38985,281.28555,361.37195,179.05615
GlcCer_NDS(d21:0/25:2)-H,864.72975,702.67695,402.37415,281.28555,359.35625,179.05615
GlcCer_NDS(d21:0/25:3)-H,862.71415,700.66135,400.35845,281.28555,357.34065,179.05615
GlcCer_NDS(d21:0/25:4)-H,860.69845,698.64565,398.34285,281.28555,355.32505,179.05615
GlcCer_NDS(d21:0/26:0)-H,882.77675,720.72395,420.42115,281.28555,377.40325,179.05615
GlcCer_NDS(d21:0/26:1)-H,880.76115,718.70825,418.40545,281.28555,375.38765,179.05615
GlcCer_NDS(d21:0/26:2)-H,878.74545,716.69265,416.38985,281.28555,373.37195,179.05615
GlcCer_NDS(d21:0/26:3)-H,876.72975,714.67695,414.37415,281.28555,371.35625,179.05615
GlcCer_NDS(d21:0/26:4)-H,874.71415,712.66135,412.35845,281.28555,369.34065,179.05615
GlcCer_NDS(d21:0/27:0)-H,896.79245,734.73955,434.43675,281.28555,391.41885,179.05615
GlcCer_NDS(d21:0/27:1)-H,894.77675,732.72395,432.42115,281.28555,389.40325,179.05615
GlcCer_NDS(d21:0/27:2)-H,892.76115,730.70825,430.40545,281.28555,387.38765,179.05615
GlcCer_NDS(d21:0/27:3)-H,890.74545,728.69265,428.38985,281.28555,385.37195,179.05615
GlcCer_NDS(d21:0/27:4)-H,888.72975,726.67695,426.37415,281.28555,383.35625,179.05615
GlcCer_NDS(d21:0/28:0)-H,910.80805,748.75525,448.45235,281.28555,405.43455,179.05615
GlcCer_NDS(d21:0/28:1)-H,908.79245,746.73955,446.43675,281.28555,403.41885,179.05615
GlcCer_NDS(d21:0/28:2)-H,906.77675,744.72395,444.42115,281.28555,401.40325,179.05615
GlcCer_NDS(d21:0/28:3)-H,904.76115,742.70825,442.40545,281.28555,399.38765,179.05615
GlcCer_NDS(d21:0/28:4)-H,902.74545,740.69265,440.38985,281.28555,397.37195,179.05615
GlcCer_NDS(d21:0/29:0)-H,924.82365,762.77085,462.46805,281.28555,419.45015,179.05615
GlcCer_NDS(d21:0/29:1)-H,922.80805,760.75525,460.45235,281.28555,417.43455,179.05615
GlcCer_NDS(d21:0/29:2)-H,920.79245,758.73955,458.43675,281.28555,415.41885,179.05615
GlcCer_NDS(d21:0/29:3)-H,918.77675,756.72395,456.42115,281.28555,413.40325,179.05615
GlcCer_NDS(d21:0/29:4)-H,916.76115,754.70825,454.40545,281.28555,411.38765,179.05615
GlcCer_NDS(d21:0/30:0)-H,938.83935,776.78645,476.48375,281.28555,433.46585,179.05615
GlcCer_NDS(d21:0/30:1)-H,936.82365,774.77085,474.46805,281.28555,431.45015,179.05615
GlcCer_NDS(d21:0/30:2)-H,934.80805,772.75525,472.45235,281.28555,429.43455,179.05615
GlcCer_NDS(d21:0/30:3)-H,932.79245,770.73955,470.43675,281.28555,427.41885,179.05615
GlcCer_NDS(d21:0/30:4)-H,930.77675,768.72395,468.42115,281.28555,425.40325,179.05615
GlcCer_NDS(d21:0/31:0)-H,952.85495,790.80215,490.49935,281.28555,447.48155,179.05615
GlcCer_NDS(d21:0/31:1)-H,950.83935,788.78645,488.48375,281.28555,445.46585,179.05615
GlcCer_NDS(d21:0/31:2)-H,948.82365,786.77085,486.46805,281.28555,443.45015,179.05615
GlcCer_NDS(d21:0/31:3)-H,946.80805,784.75525,484.45235,281.28555,441.43455,179.05615
GlcCer_NDS(d21:0/31:4)-H,944.79245,782.73955,482.43675,281.28555,439.41885,179.05615
GlcCer_NDS(d21:0/32:0)-H,966.87065,804.81785,504.51495,281.28555,461.49715,179.05615
GlcCer_NDS(d21:0/32:1)-H,964.85495,802.80215,502.49935,281.28555,459.48155,179.05615
GlcCer_NDS(d21:0/32:2)-H,962.83935,800.78645,500.48375,281.28555,457.46585,179.05615
GlcCer_NDS(d21:0/32:3)-H,960.82365,798.77085,498.46805,281.28555,455.45015,179.05615
GlcCer_NDS(d21:0/32:4)-H,958.80805,796.75525,496.45235,281.28555,453.43455,179.05615
GlcCer_NDS(d21:0/33:0)-H,980.88625,818.83345,518.53065,281.28555,475.51275,179.05615
GlcCer_NDS(d21:0/33:1)-H,978.87065,816.81785,516.51505,281.28555,473.49715,179.05615
GlcCer_NDS(d21:0/33:2)-H,976.85495,814.80215,514.49935,281.28555,471.48155,179.05615
GlcCer_NDS(d21:0/33:3)-H,974.83935,812.78645,512.48375,281.28555,469.46585,179.05615
GlcCer_NDS(d21:0/33:4)-H,972.82365,810.77085,510.46805,281.28555,467.45015,179.05615
GlcCer_NDS(d21:0/34:0)-H,994.90195,832.84915,532.54635,281.28555,489.52845,179.05615
GlcCer_NDS(d21:0/34:1)-H,992.88625,830.83345,530.53065,281.28555,487.51275,179.05615
GlcCer_NDS(d21:0/34:2)-H,990.87065,828.81785,528.51505,281.28555,485.49715,179.05615
GlcCer_NDS(d21:0/34:3)-H,988.85495,826.80215,526.49935,281.28555,483.48155,179.05615
GlcCer_NDS(d21:0/34:4)-H,986.83935,824.78645,524.48375,281.28555,481.46585,179.05615
GlcCer_NDS(d21:0/35:0)-H,1008.91755,846.86475,546.56195,281.28555,503.54405,179.05615
GlcCer_NDS(d21:0/35:1)-H,1006.90155,844.84915,544.54635,281.28555,501.52845,179.05615
GlcCer_NDS(d21:0/35:2)-H,1004.88655,842.83345,542.53065,281.28555,499.51275,179.05615
GlcCer_NDS(d21:0/35:3)-H,1002.87055,840.81785,540.51505,281.28555,497.49715,179.05615
GlcCer_NDS(d21:0/35:4)-H,1000.85455,838.80215,538.49935,281.28555,495.48155,179.05615
GlcCer_NDS(d21:0/36:0)-H,1022.93355,860.88045,560.57755,281.28555,517.55975,179.05615
GlcCer_NDS(d21:0/36:1)-H,1020.91755,858.86475,558.56195,281.28555,515.54415,179.05615
GlcCer_NDS(d21:0/36:2)-H,1018.90155,856.84915,556.54635,281.28555,513.52845,179.05615
GlcCer_NDS(d21:0/36:3)-H,1016.88655,854.83345,554.53065,281.28555,511.51275,179.05615
GlcCer_NDS(d21:0/36:4)-H,1014.87055,852.81785,552.51505,281.28555,509.49715,179.05615
GlcCer_NDS(d22:0/14:0)-H,728.60465,566.55175,252.23335,295.30115,209.21545,179.05615
GlcCer_NDS(d22:0/14:1)-H,726.58895,564.53615,250.21765,295.30115,207.19975,179.05615
GlcCer_NDS(d22:0/14:2)-H,724.57335,562.52045,248.20195,295.30115,205.18415,179.05615
GlcCer_NDS(d22:0/14:3)-H,722.55765,560.50485,246.18635,295.30115,203.16855,179.05615
GlcCer_NDS(d22:0/15:0)-H,742.62025,580.56745,266.24895,295.30115,223.23105,179.05615
GlcCer_NDS(d22:0/15:1)-H,740.60465,578.55175,264.23335,295.30115,221.21545,179.05615
GlcCer_NDS(d22:0/15:2)-H,738.58895,576.53615,262.21765,295.30115,219.19975,179.05615
GlcCer_NDS(d22:0/15:3)-H,736.57335,574.52045,260.20195,295.30115,217.18415,179.05615
GlcCer_NDS(d22:0/16:0)-H,756.63595,594.58305,280.26455,295.30115,237.24675,179.05615
GlcCer_NDS(d22:0/16:1)-H,754.62025,592.56745,278.24895,295.30115,235.23105,179.05615
GlcCer_NDS(d22:0/16:2)-H,752.60465,590.55175,276.23335,295.30115,233.21545,179.05615
GlcCer_NDS(d22:0/16:3)-H,750.58895,588.53615,274.21765,295.30115,231.19975,179.05615
GlcCer_NDS(d22:0/16:4)-H,748.57335,586.52045,272.20195,295.30115,229.18415,179.05615
GlcCer_NDS(d22:0/17:0)-H,770.65155,608.59865,294.28025,295.30115,251.26245,179.05615
GlcCer_NDS(d22:0/17:1)-H,768.63595,606.58305,292.26455,295.30115,249.24675,179.05615
GlcCer_NDS(d22:0/17:2)-H,766.62025,604.56745,290.24895,295.30115,247.23105,179.05615
GlcCer_NDS(d22:0/17:3)-H,764.60465,602.55175,288.23335,295.30115,245.21545,179.05615
GlcCer_NDS(d22:0/18:0)-H,784.66715,622.61435,308.29585,295.30115,265.27805,179.05615
GlcCer_NDS(d22:0/18:1)-H,782.65155,620.59865,306.28025,295.30115,263.26235,179.05615
GlcCer_NDS(d22:0/18:2)-H,780.63595,618.58305,304.26455,295.30115,261.24675,179.05615
GlcCer_NDS(d22:0/18:3)-H,778.62025,616.56745,302.24895,295.30115,259.23115,179.05615
GlcCer_NDS(d22:0/18:4)-H,776.60465,614.55175,300.23335,295.30115,257.21545,179.05615
GlcCer_NDS(d22:0/19:0)-H,798.68285,636.63005,322.31155,295.30115,279.29375,179.05615
GlcCer_NDS(d22:0/19:1)-H,796.66715,634.61435,320.29585,295.30115,277.27805,179.05615
GlcCer_NDS(d22:0/19:2)-H,794.65155,632.59865,318.28025,295.30115,275.26235,179.05615
GlcCer_NDS(d22:0/19:3)-H,792.63595,630.58305,316.26455,295.30115,273.24675,179.05615
GlcCer_NDS(d22:0/19:4)-H,790.62025,628.56745,314.24895,295.30115,271.23115,179.05615
GlcCer_NDS(d22:0/20:0)-H,812.69845,650.64565,336.32725,295.30115,293.30935,179.05615
GlcCer_NDS(d22:0/20:1)-H,810.68285,648.63005,334.31155,295.30115,291.29375,179.05615
GlcCer_NDS(d22:0/20:2)-H,808.66715,646.61435,332.29585,295.30115,289.27805,179.05615
GlcCer_NDS(d22:0/20:3)-H,806.65155,644.59865,330.28025,295.30115,287.26235,179.05615
GlcCer_NDS(d22:0/20:4)-H,804.63595,642.58305,328.26455,295.30115,285.24675,179.05615
GlcCer_NDS(d22:0/21:0)-H,826.71415,664.66135,350.34285,295.30115,307.32505,179.05615
GlcCer_NDS(d22:0/21:1)-H,824.69845,662.64565,348.32725,295.30115,305.30935,179.05615
GlcCer_NDS(d22:0/21:2)-H,822.68285,660.63005,346.31155,295.30115,303.29375,179.05615
GlcCer_NDS(d22:0/21:3)-H,820.66715,658.61435,344.29585,295.30115,301.27805,179.05615
GlcCer_NDS(d22:0/21:4)-H,818.65155,656.59865,342.28025,295.30115,299.26235,179.05615
GlcCer_NDS(d22:0/22:0)-H,840.72975,678.67695,364.35845,295.30115,321.34065,179.05615
GlcCer_NDS(d22:0/22:1)-H,838.71415,676.66135,362.34285,295.30115,319.32505,179.05615
GlcCer_NDS(d22:0/22:2)-H,836.69845,674.64565,360.32725,295.30115,317.30935,179.05615
GlcCer_NDS(d22:0/22:3)-H,834.68285,672.63005,358.31155,295.30115,315.29375,179.05615
GlcCer_NDS(d22:0/22:4)-H,832.66715,670.61435,356.29585,295.30115,313.27805,179.05615
GlcCer_NDS(d22:0/23:0)-H,854.74545,692.69265,378.37415,295.30115,335.35625,179.05615
GlcCer_NDS(d22:0/23:1)-H,852.72975,690.67695,376.35845,295.30115,333.34065,179.05615
GlcCer_NDS(d22:0/23:2)-H,850.71415,688.66135,374.34285,295.30115,331.32505,179.05615
GlcCer_NDS(d22:0/23:3)-H,848.69845,686.64565,372.32725,295.30115,329.30935,179.05615
GlcCer_NDS(d22:0/23:4)-H,846.68285,684.63005,370.31155,295.30115,327.29375,179.05615
GlcCer_NDS(d22:0/24:0)-H,868.76115,706.70825,392.38985,295.30115,349.37195,179.05615
GlcCer_NDS(d22:0/24:1)-H,866.74545,704.69265,390.37415,295.30115,347.35625,179.05615
GlcCer_NDS(d22:0/24:2)-H,864.72975,702.67695,388.35845,295.30115,345.34065,179.05615
GlcCer_NDS(d22:0/24:3)-H,862.71415,700.66135,386.34285,295.30115,343.32505,179.05615
GlcCer_NDS(d22:0/24:4)-H,860.69845,698.64565,384.32725,295.30115,341.30935,179.05615
GlcCer_NDS(d22:0/25:0)-H,882.77675,720.72395,406.40545,295.30115,363.38765,179.05615
GlcCer_NDS(d22:0/25:1)-H,880.76115,718.70825,404.38985,295.30115,361.37195,179.05615
GlcCer_NDS(d22:0/25:2)-H,878.74545,716.69265,402.37415,295.30115,359.35625,179.05615
GlcCer_NDS(d22:0/25:3)-H,876.72975,714.67695,400.35845,295.30115,357.34065,179.05615
GlcCer_NDS(d22:0/25:4)-H,874.71415,712.66135,398.34285,295.30115,355.32505,179.05615
GlcCer_NDS(d22:0/26:0)-H,896.79245,734.73955,420.42115,295.30115,377.40325,179.05615
GlcCer_NDS(d22:0/26:1)-H,894.77675,732.72395,418.40545,295.30115,375.38765,179.05615
GlcCer_NDS(d22:0/26:2)-H,892.76115,730.70825,416.38985,295.30115,373.37195,179.05615
GlcCer_NDS(d22:0/26:3)-H,890.74545,728.69265,414.37415,295.30115,371.35625,179.05615
GlcCer_NDS(d22:0/26:4)-H,888.72975,726.67695,412.35845,295.30115,369.34065,179.05615
GlcCer_NDS(d22:0/27:0)-H,910.80805,748.75525,434.43675,295.30115,391.41885,179.05615
GlcCer_NDS(d22:0/27:1)-H,908.79245,746.73955,432.42115,295.30115,389.40325,179.05615
GlcCer_NDS(d22:0/27:2)-H,906.77675,744.72395,430.40545,295.30115,387.38765,179.05615
GlcCer_NDS(d22:0/27:3)-H,904.76115,742.70825,428.38985,295.30115,385.37195,179.05615
GlcCer_NDS(d22:0/27:4)-H,902.74545,740.69265,426.37415,295.30115,383.35625,179.05615
GlcCer_NDS(d22:0/28:0)-H,924.82365,762.77085,448.45235,295.30115,405.43455,179.05615
GlcCer_NDS(d22:0/28:1)-H,922.80805,760.75525,446.43675,295.30115,403.41885,179.05615
GlcCer_NDS(d22:0/28:2)-H,920.79245,758.73955,444.42115,295.30115,401.40325,179.05615
GlcCer_NDS(d22:0/28:3)-H,918.77675,756.72395,442.40545,295.30115,399.38765,179.05615
GlcCer_NDS(d22:0/28:4)-H,916.76115,754.70825,440.38985,295.30115,397.37195,179.05615
GlcCer_NDS(d22:0/29:0)-H,938.83935,776.78645,462.46805,295.30115,419.45015,179.05615
GlcCer_NDS(d22:0/29:1)-H,936.82365,774.77085,460.45235,295.30115,417.43455,179.05615
GlcCer_NDS(d22:0/29:2)-H,934.80805,772.75525,458.43675,295.30115,415.41885,179.05615
GlcCer_NDS(d22:0/29:3)-H,932.79245,770.73955,456.42115,295.30115,413.40325,179.05615
GlcCer_NDS(d22:0/29:4)-H,930.77675,768.72395,454.40545,295.30115,411.38765,179.05615
GlcCer_NDS(d22:0/30:0)-H,952.85495,790.80215,476.48375,295.30115,433.46585,179.05615
GlcCer_NDS(d22:0/30:1)-H,950.83935,788.78645,474.46805,295.30115,431.45015,179.05615
GlcCer_NDS(d22:0/30:2)-H,948.82365,786.77085,472.45235,295.30115,429.43455,179.05615
GlcCer_NDS(d22:0/30:3)-H,946.80805,784.75525,470.43675,295.30115,427.41885,179.05615
GlcCer_NDS(d22:0/30:4)-H,944.79245,782.73955,468.42115,295.30115,425.40325,179.05615
GlcCer_NDS(d22:0/31:0)-H,966.87065,804.81785,490.49935,295.30115,447.48155,179.05615
GlcCer_NDS(d22:0/31:1)-H,964.85495,802.80215,488.48375,295.30115,445.46585,179.05615
GlcCer_NDS(d22:0/31:2)-H,962.83935,800.78645,486.46805,295.30115,443.45015,179.05615
GlcCer_NDS(d22:0/31:3)-H,960.82365,798.77085,484.45235,295.30115,441.43455,179.05615
GlcCer_NDS(d22:0/31:4)-H,958.80805,796.75525,482.43675,295.30115,439.41885,179.05615
GlcCer_NDS(d22:0/32:0)-H,980.88625,818.83345,504.51495,295.30115,461.49715,179.05615
GlcCer_NDS(d22:0/32:1)-H,978.87065,816.81785,502.49935,295.30115,459.48155,179.05615
GlcCer_NDS(d22:0/32:2)-H,976.85495,814.80215,500.48375,295.30115,457.46585,179.05615
GlcCer_NDS(d22:0/32:3)-H,974.83935,812.78645,498.46805,295.30115,455.45015,179.05615
GlcCer_NDS(d22:0/32:4)-H,972.82365,810.77085,496.45235,295.30115,453.43455,179.05615
GlcCer_NDS(d22:0/33:0)-H,994.90195,832.84915,518.53065,295.30115,475.51275,179.05615
GlcCer_NDS(d22:0/33:1)-H,992.88625,830.83345,516.51505,295.30115,473.49715,179.05615
GlcCer_NDS(d22:0/33:2)-H,990.87065,828.81785,514.49935,295.30115,471.48155,179.05615
GlcCer_NDS(d22:0/33:3)-H,988.85495,826.80215,512.48375,295.30115,469.46585,179.05615
GlcCer_NDS(d22:0/33:4)-H,986.83935,824.78645,510.46805,295.30115,467.45015,179.05615
GlcCer_NDS(d22:0/34:0)-H,1008.91755,846.86475,532.54635,295.30115,489.52845,179.05615
GlcCer_NDS(d22:0/34:1)-H,1006.90155,844.84915,530.53065,295.30115,487.51275,179.05615
GlcCer_NDS(d22:0/34:2)-H,1004.88655,842.83345,528.51505,295.30115,485.49715,179.05615
GlcCer_NDS(d22:0/34:3)-H,1002.87055,840.81785,526.49935,295.30115,483.48155,179.05615
GlcCer_NDS(d22:0/34:4)-H,1000.85455,838.80215,524.48375,295.30115,481.46585,179.05615
GlcCer_NDS(d22:0/35:0)-H,1022.93355,860.88045,546.56195,295.30115,503.54405,179.05615
GlcCer_NDS(d22:0/35:1)-H,1020.91755,858.86475,544.54635,295.30115,501.52845,179.05615
GlcCer_NDS(d22:0/35:2)-H,1018.90155,856.84915,542.53065,295.30115,499.51275,179.05615
GlcCer_NDS(d22:0/35:3)-H,1016.88655,854.83345,540.51505,295.30115,497.49715,179.05615
GlcCer_NDS(d22:0/35:4)-H,1014.87055,852.81785,538.49935,295.30115,495.48155,179.05615
GlcCer_NDS(d22:0/36:0)-H,1036.94855,874.89605,560.57755,295.30115,517.55975,179.05615
GlcCer_NDS(d22:0/36:1)-H,1034.93355,872.88045,558.56195,295.30115,515.54415,179.05615
GlcCer_NDS(d22:0/36:2)-H,1032.91755,870.86475,556.54635,295.30115,513.52845,179.05615
GlcCer_NDS(d22:0/36:3)-H,1030.90155,868.84915,554.53065,295.30115,511.51275,179.05615
GlcCer_NDS(d22:0/36:4)-H,1028.88655,866.83345,552.51505,295.30115,509.49715,179.05615
