Cer-NS,[M+H]+,[M-H2O+H]+,[M-2H2O+H]+,[Sph-H2O+H]+,[Sph-2H2O+H]+,[FAA+H]+,[Sph-CH4O2+H]+
Cer-NS(d18:2/34:1)+H,786.7698,768.7592,750.7487,280.2635,262.2529,506.5295,250.2529
Cer-NS(d18:2/34:2)+H,784.7542,766.7435,748.733,280.2635,262.2529,504.5139,250.2529
Cer-NS(d18:2/35:0)+H,802.8011,784.7905,766.7799,280.2635,262.2529,522.5609,250.2529
Cer-NS(d18:2/35:1)+H,800.7854,782.7748,764.7643,280.2635,262.2529,520.5452,250.2529
Cer-NS(d18:2/36:0)+H,816.8167,798.8062,780.7956,280.2635,262.2529,536.5765,250.2529
Cer-NS(d18:2/36:1)+H,814.8011,796.7905,778.7799,280.2635,262.2529,534.5609,250.2529
Cer-NS(d18:2/36:2)+H,812.7854,794.7748,776.7643,280.2635,262.2529,532.5452,250.2529
Cer-NS(d18:2/38:0)+H,844.848,826.8375,808.8269,280.2635,262.2529,564.6078,250.2529
Cer-NS(d18:2/38:1)+H,842.8324,824.8218,806.8112,280.2635,262.2529,562.5922,250.2529
Cer-NS(d18:2/38:2)+H,840.8167,822.8062,804.7956,280.2635,262.2529,560.5765,250.2529
Cer-NS(d18:2/40:0)+H,872.8793,854.8688,836.8582,280.2635,262.2529,592.6391,250.2529
Cer-NS(d18:2/40:1)+H,870.8636,852.8531,834.8425,280.2635,262.2529,590.6235,250.2529
Cer-NS(d18:2/40:2)+H,868.848,850.8375,832.8269,280.2635,262.2529,588.6078,250.2529
Cer-NS(d18:2/42:0)+H,900.9106,882.9,864.8895,280.2635,262.2529,620.6704,250.2529
Cer-NS(d18:2/42:1)+H,898.895,880.8844,862.8738,280.2635,262.2529,618.6547,250.2529
Cer-NS(d18:2/42:2)+H,896.8793,878.8688,860.8582,280.2635,262.2529,616.6391,250.2529
Cer-NS(d18:3/12:0)+H,478.4255,460.4149,442.4043,278.2479,260.2373,200.2009,248.2373
Cer-NS(d18:3/12:1)+H,476.4098,458.3993,440.3887,278.2479,260.2373,198.1853,248.2373
Cer-NS(d18:3/13:0)+H,492.4411,474.4305,456.42,278.2479,260.2373,214.2166,248.2373
Cer-NS(d18:3/13:1)+H,490.4255,472.4149,454.4043,278.2479,260.2373,212.2009,248.2373
Cer-NS(d18:3/14:0)+H,506.4568,488.4462,470.4356,278.2479,260.2373,228.2322,248.2373
Cer-NS(d18:3/14:1)+H,504.4411,486.4305,468.42,278.2479,260.2373,226.2166,248.2373
Cer-NS(d18:3/15:0)+H,520.4724,502.4619,484.4513,278.2479,260.2373,242.2478,248.2373
Cer-NS(d18:3/15:1)+H,518.4568,500.4462,482.4356,278.2479,260.2373,240.2322,248.2373
Cer-NS(d18:3/16:0)+H,534.4881,516.4775,498.4669,278.2479,260.2373,256.2635,248.2373
Cer-NS(d18:3/16:1)+H,532.4724,514.4619,496.4513,278.2479,260.2373,254.2478,248.2373
Cer-NS(d18:3/16:2)+H,530.4568,512.4462,494.4356,278.2479,260.2373,252.2322,248.2373
Cer-NS(d18:3/17:0)+H,548.5037,530.4932,512.4826,278.2479,260.2373,270.2791,248.2373
Cer-NS(d18:3/18:0)+H,562.5193,544.5088,526.4982,278.2479,260.2373,284.2948,248.2373
Cer-NS(d18:3/18:1)+H,560.5037,542.4932,524.4826,278.2479,260.2373,282.2791,248.2373
Cer-NS(d18:3/18:2)+H,558.4881,540.4775,522.4669,278.2479,260.2373,280.2635,248.2373
Cer-NS(d18:3/19:0)+H,576.535,558.5245,540.5139,278.2479,260.2373,298.3105,248.2373
Cer-NS(d18:3/19:1)+H,574.5193,556.5088,538.4982,278.2479,260.2373,296.2948,248.2373
Cer-NS(d18:3/20:0)+H,590.5507,572.5401,554.5295,278.2479,260.2373,312.3261,248.2373
Cer-NS(d18:3/20:1)+H,588.535,570.5245,552.5139,278.2479,260.2373,310.3105,248.2373
Cer-NS(d18:3/20:2)+H,586.5193,568.5088,550.4982,278.2479,260.2373,308.2948,248.2373
Cer-NS(d18:3/21:0)+H,604.5663,586.5557,568.5452,278.2479,260.2373,326.3417,248.2373
Cer-NS(d18:3/21:1)+H,602.5507,584.5401,566.5295,278.2479,260.2373,324.3261,248.2373
Cer-NS(d18:3/22:0)+H,618.582,600.5714,582.5609,278.2479,260.2373,340.3574,248.2373
Cer-NS(d18:3/22:1)+H,616.5663,598.5557,580.5452,278.2479,260.2373,338.3417,248.2373
Cer-NS(d18:3/22:2)+H,614.5507,596.5401,578.5295,278.2479,260.2373,336.3261,248.2373
Cer-NS(d18:3/23:0)+H,632.5976,614.587,596.5765,278.2479,260.2373,354.373,248.2373
Cer-NS(d18:3/23:1)+H,630.582,612.5714,594.5609,278.2479,260.2373,352.3574,248.2373
Cer-NS(d18:3/24:0)+H,646.6133,628.6027,610.5921,278.2479,260.2373,368.3887,248.2373
Cer-NS(d18:3/24:1)+H,644.5976,626.587,608.5765,278.2479,260.2373,366.373,248.2373
Cer-NS(d18:3/24:2)+H,642.582,624.5714,606.5609,278.2479,260.2373,364.3574,248.2373
Cer-NS(d18:3/25:0)+H,660.6289,642.6183,624.6078,278.2479,260.2373,382.4044,248.2373
Cer-NS(d18:3/25:1)+H,658.6133,640.6027,622.5921,278.2479,260.2373,380.3887,248.2373
Cer-NS(d18:3/26:0)+H,674.6446,656.634,638.6234,278.2479,260.2373,396.42,248.2373
Cer-NS(d18:3/26:1)+H,672.6289,654.6183,636.6078,278.2479,260.2373,394.4044,248.2373
Cer-NS(d18:3/26:2)+H,670.6133,652.6027,634.5921,278.2479,260.2373,392.3887,248.2373
Cer-NS(d18:3/27:0)+H,688.6602,670.6497,652.6391,278.2479,260.2373,410.4356,248.2373
Cer-NS(d18:3/27:1)+H,686.6446,668.634,650.6234,278.2479,260.2373,408.42,248.2373
Cer-NS(d18:3/28:0)+H,702.6758,684.6653,666.6547,278.2479,260.2373,424.4513,248.2373
Cer-NS(d18:3/28:1)+H,700.6602,682.6497,664.6391,278.2479,260.2373,422.4356,248.2373
Cer-NS(d18:3/28:2)+H,698.6446,680.634,662.6234,278.2479,260.2373,420.42,248.2373
Cer-NS(d18:3/29:0)+H,716.6915,698.681,680.6704,278.2479,260.2373,438.4669,248.2373
Cer-NS(d18:3/29:1)+H,714.6758,696.6653,678.6547,278.2479,260.2373,436.4513,248.2373
Cer-NS(d18:3/30:0)+H,730.7072,712.6966,694.686,278.2479,260.2373,452.4826,248.2373
Cer-NS(d18:3/30:1)+H,728.6915,710.681,692.6704,278.2479,260.2373,450.4669,248.2373
Cer-NS(d18:3/30:2)+H,726.6758,708.6653,690.6547,278.2479,260.2373,448.4513,248.2373
Cer-NS(d18:3/31:0)+H,744.7228,726.7123,708.7017,278.2479,260.2373,466.4983,248.2373
Cer-NS(d18:3/31:1)+H,742.7072,724.6966,706.686,278.2479,260.2373,464.4826,248.2373
Cer-NS(d18:3/32:0)+H,758.7385,740.7279,722.7173,278.2479,260.2373,480.5139,248.2373
Cer-NS(d18:3/32:1)+H,756.7228,738.7123,720.7017,278.2479,260.2373,478.4983,248.2373
Cer-NS(d18:3/32:2)+H,754.7072,736.6966,718.686,278.2479,260.2373,476.4826,248.2373
Cer-NS(d18:3/33:0)+H,772.7542,754.7435,736.733,278.2479,260.2373,494.5295,248.2373
Cer-NS(d18:3/33:1)+H,770.7385,752.7279,734.7173,278.2479,260.2373,492.5139,248.2373
Cer-NS(d18:3/34:0)+H,786.7698,768.7592,750.7487,278.2479,260.2373,508.5452,248.2373
Cer-NS(d18:3/34:1)+H,784.7542,766.7435,748.733,278.2479,260.2373,506.5295,248.2373
Cer-NS(d18:3/34:2)+H,782.7385,764.7279,746.7173,278.2479,260.2373,504.5139,248.2373
Cer-NS(d18:3/35:0)+H,800.7854,782.7748,764.7643,278.2479,260.2373,522.5609,248.2373
Cer-NS(d18:3/35:1)+H,798.7698,780.7592,762.7487,278.2479,260.2373,520.5452,248.2373
Cer-NS(d18:3/36:0)+H,814.8011,796.7905,778.7799,278.2479,260.2373,536.5765,248.2373
Cer-NS(d18:3/36:1)+H,812.7854,794.7748,776.7643,278.2479,260.2373,534.5609,248.2373
Cer-NS(d18:3/36:2)+H,810.7698,792.7592,774.7487,278.2479,260.2373,532.5452,248.2373
Cer-NS(d18:3/38:0)+H,842.8324,824.8218,806.8112,278.2479,260.2373,564.6078,248.2373
Cer-NS(d18:3/38:1)+H,840.8167,822.8062,804.7956,278.2479,260.2373,562.5922,248.2373
Cer-NS(d18:3/38:2)+H,838.8011,820.7905,802.7799,278.2479,260.2373,560.5765,248.2373
Cer-NS(d18:3/40:0)+H,870.8636,852.8531,834.8425,278.2479,260.2373,592.6391,248.2373
Cer-NS(d18:3/40:1)+H,868.848,850.8375,832.8269,278.2479,260.2373,590.6235,248.2373
Cer-NS(d18:3/40:2)+H,866.8324,848.8218,830.8112,278.2479,260.2373,588.6078,248.2373
Cer-NS(d18:3/42:0)+H,898.895,880.8844,862.8738,278.2479,260.2373,620.6704,248.2373
Cer-NS(d18:3/42:1)+H,896.8793,878.8688,860.8582,278.2479,260.2373,618.6547,248.2373
Cer-NS(d18:3/42:2)+H,894.8636,876.8531,858.8425,278.2479,260.2373,616.6391,248.2373
Cer-NS(d19:1/12:0)+H,496.4724,478.4619,460.4513,296.2948,278.2842,200.2009,266.2842
Cer-NS(d19:1/12:1)+H,494.4568,476.4462,458.4356,296.2948,278.2842,198.1853,266.2842
Cer-NS(d19:1/13:0)+H,510.4881,492.4775,474.4669,296.2948,278.2842,214.2166,266.2842
Cer-NS(d19:1/13:1)+H,508.4724,490.4619,472.4513,296.2948,278.2842,212.2009,266.2842
Cer-NS(d19:1/14:0)+H,524.5037,506.4932,488.4826,296.2948,278.2842,228.2322,266.2842
Cer-NS(d19:1/14:1)+H,522.4881,504.4775,486.4669,296.2948,278.2842,226.2166,266.2842
Cer-NS(d19:1/15:0)+H,538.5193,520.5088,502.4982,296.2948,278.2842,242.2478,266.2842
Cer-NS(d19:1/15:1)+H,536.5037,518.4932,500.4826,296.2948,278.2842,240.2322,266.2842
Cer-NS(d19:1/16:0)+H,552.535,534.5245,516.5139,296.2948,278.2842,256.2635,266.2842
Cer-NS(d19:1/16:1)+H,550.5193,532.5088,514.4982,296.2948,278.2842,254.2478,266.2842
Cer-NS(d19:1/16:2)+H,548.5037,530.4932,512.4826,296.2948,278.2842,252.2322,266.2842
Cer-NS(d19:1/17:0)+H,566.5507,548.5401,530.5295,296.2948,278.2842,270.2791,266.2842
Cer-NS(d19:1/18:0)+H,580.5663,562.5557,544.5452,296.2948,278.2842,284.2948,266.2842
Cer-NS(d19:1/18:1)+H,578.5507,560.5401,542.5295,296.2948,278.2842,282.2791,266.2842
Cer-NS(d19:1/18:2)+H,576.535,558.5245,540.5139,296.2948,278.2842,280.2635,266.2842
Cer-NS(d19:1/19:0)+H,594.582,576.5714,558.5609,296.2948,278.2842,298.3105,266.2842
Cer-NS(d19:1/19:1)+H,592.5663,574.5557,556.5452,296.2948,278.2842,296.2948,266.2842
Cer-NS(d19:1/20:0)+H,608.5976,590.587,572.5765,296.2948,278.2842,312.3261,266.2842
Cer-NS(d19:1/20:1)+H,606.582,588.5714,570.5609,296.2948,278.2842,310.3105,266.2842
Cer-NS(d19:1/20:2)+H,604.5663,586.5557,568.5452,296.2948,278.2842,308.2948,266.2842
Cer-NS(d19:1/21:0)+H,622.6133,604.6027,586.5921,296.2948,278.2842,326.3417,266.2842
Cer-NS(d19:1/21:1)+H,620.5976,602.587,584.5765,296.2948,278.2842,324.3261,266.2842
Cer-NS(d19:1/22:0)+H,636.6289,618.6183,600.6078,296.2948,278.2842,340.3574,266.2842
Cer-NS(d19:1/22:1)+H,634.6133,616.6027,598.5921,296.2948,278.2842,338.3417,266.2842
Cer-NS(d19:1/22:2)+H,632.5976,614.587,596.5765,296.2948,278.2842,336.3261,266.2842
Cer-NS(d19:1/23:0)+H,650.6446,632.634,614.6234,296.2948,278.2842,354.373,266.2842
Cer-NS(d19:1/23:1)+H,648.6289,630.6183,612.6078,296.2948,278.2842,352.3574,266.2842
Cer-NS(d19:1/24:0)+H,664.6602,646.6497,628.6391,296.2948,278.2842,368.3887,266.2842
Cer-NS(d19:1/24:1)+H,662.6446,644.634,626.6234,296.2948,278.2842,366.373,266.2842
Cer-NS(d19:1/24:2)+H,660.6289,642.6183,624.6078,296.2948,278.2842,364.3574,266.2842
Cer-NS(d19:1/25:0)+H,678.6758,660.6653,642.6547,296.2948,278.2842,382.4044,266.2842
Cer-NS(d19:1/25:1)+H,676.6602,658.6497,640.6391,296.2948,278.2842,380.3887,266.2842
Cer-NS(d19:1/26:0)+H,692.6915,674.681,656.6704,296.2948,278.2842,396.42,266.2842
Cer-NS(d19:1/26:1)+H,690.6758,672.6653,654.6547,296.2948,278.2842,394.4044,266.2842
Cer-NS(d19:1/26:2)+H,688.6602,670.6497,652.6391,296.2948,278.2842,392.3887,266.2842
Cer-NS(d19:1/27:0)+H,706.7072,688.6966,670.686,296.2948,278.2842,410.4356,266.2842
Cer-NS(d19:1/27:1)+H,704.6915,686.681,668.6704,296.2948,278.2842,408.42,266.2842
Cer-NS(d19:1/28:0)+H,720.7228,702.7123,684.7017,296.2948,278.2842,424.4513,266.2842
Cer-NS(d19:1/28:1)+H,718.7072,700.6966,682.686,296.2948,278.2842,422.4356,266.2842
Cer-NS(d19:1/28:2)+H,716.6915,698.681,680.6704,296.2948,278.2842,420.42,266.2842
Cer-NS(d19:1/29:0)+H,734.7385,716.7279,698.7173,296.2948,278.2842,438.4669,266.2842
Cer-NS(d19:1/29:1)+H,732.7228,714.7123,696.7017,296.2948,278.2842,436.4513,266.2842
Cer-NS(d19:1/30:0)+H,748.7542,730.7435,712.733,296.2948,278.2842,452.4826,266.2842
Cer-NS(d19:1/30:1)+H,746.7385,728.7279,710.7173,296.2948,278.2842,450.4669,266.2842
Cer-NS(d19:1/30:2)+H,744.7228,726.7123,708.7017,296.2948,278.2842,448.4513,266.2842
Cer-NS(d19:1/31:0)+H,762.7698,744.7592,726.7487,296.2948,278.2842,466.4983,266.2842
Cer-NS(d19:1/31:1)+H,760.7542,742.7435,724.733,296.2948,278.2842,464.4826,266.2842
Cer-NS(d19:1/32:0)+H,776.7854,758.7748,740.7643,296.2948,278.2842,480.5139,266.2842
Cer-NS(d19:1/32:1)+H,774.7698,756.7592,738.7487,296.2948,278.2842,478.4983,266.2842
Cer-NS(d19:1/32:2)+H,772.7542,754.7435,736.733,296.2948,278.2842,476.4826,266.2842
Cer-NS(d19:1/33:0)+H,790.8011,772.7905,754.7799,296.2948,278.2842,494.5295,266.2842
Cer-NS(d19:1/33:1)+H,788.7854,770.7748,752.7643,296.2948,278.2842,492.5139,266.2842
Cer-NS(d19:1/34:0)+H,804.8167,786.8062,768.7956,296.2948,278.2842,508.5452,266.2842
Cer-NS(d19:1/34:1)+H,802.8011,784.7905,766.7799,296.2948,278.2842,506.5295,266.2842
Cer-NS(d19:1/34:2)+H,800.7854,782.7748,764.7643,296.2948,278.2842,504.5139,266.2842
Cer-NS(d19:1/35:0)+H,818.8324,800.8218,782.8112,296.2948,278.2842,522.5609,266.2842
Cer-NS(d19:1/35:1)+H,816.8167,798.8062,780.7956,296.2948,278.2842,520.5452,266.2842
Cer-NS(d19:1/36:0)+H,832.848,814.8375,796.8269,296.2948,278.2842,536.5765,266.2842
Cer-NS(d19:1/36:1)+H,830.8324,812.8218,794.8112,296.2948,278.2842,534.5609,266.2842
Cer-NS(d19:1/36:2)+H,828.8167,810.8062,792.7956,296.2948,278.2842,532.5452,266.2842
Cer-NS(d19:1/38:0)+H,860.8793,842.8688,824.8582,296.2948,278.2842,564.6078,266.2842
Cer-NS(d19:1/38:1)+H,858.8636,840.8531,822.8425,296.2948,278.2842,562.5922,266.2842
Cer-NS(d19:1/38:2)+H,856.848,838.8375,820.8269,296.2948,278.2842,560.5765,266.2842
Cer-NS(d19:1/40:0)+H,888.9106,870.9,852.8895,296.2948,278.2842,592.6391,266.2842
Cer-NS(d19:1/40:1)+H,886.895,868.8844,850.8738,296.2948,278.2842,590.6235,266.2842
Cer-NS(d19:1/40:2)+H,884.8793,866.8688,848.8582,296.2948,278.2842,588.6078,266.2842
Cer-NS(d19:1/42:0)+H,916.9419,898.9313,880.9208,296.2948,278.2842,620.6704,266.2842
Cer-NS(d19:1/42:1)+H,914.9263,896.9157,878.9052,296.2948,278.2842,618.6547,266.2842
Cer-NS(d19:1/42:2)+H,912.9106,894.9,876.8895,296.2948,278.2842,616.6391,266.2842
Cer-NS(d19:2/12:0)+H,494.4568,476.4462,458.4356,294.2791,276.2686,200.2009,264.2686
Cer-NS(d19:2/12:1)+H,492.4411,474.4305,456.42,294.2791,276.2686,198.1853,264.2686
Cer-NS(d19:2/13:0)+H,508.4724,490.4619,472.4513,294.2791,276.2686,214.2166,264.2686
Cer-NS(d19:2/13:1)+H,506.4568,488.4462,470.4356,294.2791,276.2686,212.2009,264.2686
Cer-NS(d19:2/14:0)+H,522.4881,504.4775,486.4669,294.2791,276.2686,228.2322,264.2686
Cer-NS(d19:2/14:1)+H,520.4724,502.4619,484.4513,294.2791,276.2686,226.2166,264.2686
Cer-NS(d19:2/15:0)+H,536.5037,518.4932,500.4826,294.2791,276.2686,242.2478,264.2686
Cer-NS(d19:2/15:1)+H,534.4881,516.4775,498.4669,294.2791,276.2686,240.2322,264.2686
Cer-NS(d19:2/16:0)+H,550.5193,532.5088,514.4982,294.2791,276.2686,256.2635,264.2686
Cer-NS(d19:2/16:1)+H,548.5037,530.4932,512.4826,294.2791,276.2686,254.2478,264.2686
Cer-NS(d19:2/16:2)+H,546.4881,528.4775,510.4669,294.2791,276.2686,252.2322,264.2686
Cer-NS(d19:2/17:0)+H,564.535,546.5245,528.5139,294.2791,276.2686,270.2791,264.2686
Cer-NS(d19:2/18:0)+H,578.5507,560.5401,542.5295,294.2791,276.2686,284.2948,264.2686
Cer-NS(d19:2/18:1)+H,576.535,558.5245,540.5139,294.2791,276.2686,282.2791,264.2686
Cer-NS(d19:2/18:2)+H,574.5193,556.5088,538.4982,294.2791,276.2686,280.2635,264.2686
Cer-NS(d19:2/19:0)+H,592.5663,574.5557,556.5452,294.2791,276.2686,298.3105,264.2686
Cer-NS(d19:2/19:1)+H,590.5507,572.5401,554.5295,294.2791,276.2686,296.2948,264.2686
Cer-NS(d19:2/20:0)+H,606.582,588.5714,570.5609,294.2791,276.2686,312.3261,264.2686
Cer-NS(d19:2/20:1)+H,604.5663,586.5557,568.5452,294.2791,276.2686,310.3105,264.2686
Cer-NS(d19:2/20:2)+H,602.5507,584.5401,566.5295,294.2791,276.2686,308.2948,264.2686
Cer-NS(d19:2/21:0)+H,620.5976,602.587,584.5765,294.2791,276.2686,326.3417,264.2686
Cer-NS(d19:2/21:1)+H,618.582,600.5714,582.5609,294.2791,276.2686,324.3261,264.2686
Cer-NS(d19:2/22:0)+H,634.6133,616.6027,598.5921,294.2791,276.2686,340.3574,264.2686
Cer-NS(d19:2/22:1)+H,632.5976,614.587,596.5765,294.2791,276.2686,338.3417,264.2686
Cer-NS(d19:2/22:2)+H,630.582,612.5714,594.5609,294.2791,276.2686,336.3261,264.2686
Cer-NS(d19:2/23:0)+H,648.6289,630.6183,612.6078,294.2791,276.2686,354.373,264.2686
Cer-NS(d19:2/23:1)+H,646.6133,628.6027,610.5921,294.2791,276.2686,352.3574,264.2686
Cer-NS(d19:2/24:0)+H,662.6446,644.634,626.6234,294.2791,276.2686,368.3887,264.2686
Cer-NS(d19:2/24:1)+H,660.6289,642.6183,624.6078,294.2791,276.2686,366.373,264.2686
Cer-NS(d19:2/24:2)+H,658.6133,640.6027,622.5921,294.2791,276.2686,364.3574,264.2686
Cer-NS(d19:2/25:0)+H,676.6602,658.6497,640.6391,294.2791,276.2686,382.4044,264.2686
Cer-NS(d19:2/25:1)+H,674.6446,656.634,638.6234,294.2791,276.2686,380.3887,264.2686
Cer-NS(d19:2/26:0)+H,690.6758,672.6653,654.6547,294.2791,276.2686,396.42,264.2686
Cer-NS(d19:2/26:1)+H,688.6602,670.6497,652.6391,294.2791,276.2686,394.4044,264.2686
Cer-NS(d19:2/26:2)+H,686.6446,668.634,650.6234,294.2791,276.2686,392.3887,264.2686
Cer-NS(d19:2/27:0)+H,704.6915,686.681,668.6704,294.2791,276.2686,410.4356,264.2686
Cer-NS(d19:2/27:1)+H,702.6758,684.6653,666.6547,294.2791,276.2686,408.42,264.2686
Cer-NS(d19:2/28:0)+H,718.7072,700.6966,682.686,294.2791,276.2686,424.4513,264.2686
Cer-NS(d19:2/28:1)+H,716.6915,698.681,680.6704,294.2791,276.2686,422.4356,264.2686
Cer-NS(d19:2/28:2)+H,714.6758,696.6653,678.6547,294.2791,276.2686,420.42,264.2686
Cer-NS(d19:2/29:0)+H,732.7228,714.7123,696.7017,294.2791,276.2686,438.4669,264.2686
Cer-NS(d19:2/29:1)+H,730.7072,712.6966,694.686,294.2791,276.2686,436.4513,264.2686
Cer-NS(d19:2/30:0)+H,746.7385,728.7279,710.7173,294.2791,276.2686,452.4826,264.2686
Cer-NS(d19:2/30:1)+H,744.7228,726.7123,708.7017,294.2791,276.2686,450.4669,264.2686
Cer-NS(d19:2/30:2)+H,742.7072,724.6966,706.686,294.2791,276.2686,448.4513,264.2686
Cer-NS(d19:2/31:0)+H,760.7542,742.7435,724.733,294.2791,276.2686,466.4983,264.2686
Cer-NS(d19:2/31:1)+H,758.7385,740.7279,722.7173,294.2791,276.2686,464.4826,264.2686
Cer-NS(d19:2/32:0)+H,774.7698,756.7592,738.7487,294.2791,276.2686,480.5139,264.2686
Cer-NS(d19:2/32:1)+H,772.7542,754.7435,736.733,294.2791,276.2686,478.4983,264.2686
Cer-NS(d19:2/32:2)+H,770.7385,752.7279,734.7173,294.2791,276.2686,476.4826,264.2686
Cer-NS(d19:2/33:0)+H,788.7854,770.7748,752.7643,294.2791,276.2686,494.5295,264.2686
Cer-NS(d19:2/33:1)+H,786.7698,768.7592,750.7487,294.2791,276.2686,492.5139,264.2686
Cer-NS(d19:2/34:0)+H,802.8011,784.7905,766.7799,294.2791,276.2686,508.5452,264.2686
Cer-NS(d19:2/34:1)+H,800.7854,782.7748,764.7643,294.2791,276.2686,506.5295,264.2686
Cer-NS(d19:2/34:2)+H,798.7698,780.7592,762.7487,294.2791,276.2686,504.5139,264.2686
Cer-NS(d19:2/35:0)+H,816.8167,798.8062,780.7956,294.2791,276.2686,522.5609,264.2686
Cer-NS(d19:2/35:1)+H,814.8011,796.7905,778.7799,294.2791,276.2686,520.5452,264.2686
Cer-NS(d19:2/36:0)+H,830.8324,812.8218,794.8112,294.2791,276.2686,536.5765,264.2686
Cer-NS(d19:2/36:1)+H,828.8167,810.8062,792.7956,294.2791,276.2686,534.5609,264.2686
Cer-NS(d19:2/36:2)+H,826.8011,808.7905,790.7799,294.2791,276.2686,532.5452,264.2686
Cer-NS(d19:2/38:0)+H,858.8636,840.8531,822.8425,294.2791,276.2686,564.6078,264.2686
Cer-NS(d19:2/38:1)+H,856.848,838.8375,820.8269,294.2791,276.2686,562.5922,264.2686
Cer-NS(d19:2/38:2)+H,854.8324,836.8218,818.8112,294.2791,276.2686,560.5765,264.2686
Cer-NS(d19:2/40:0)+H,886.895,868.8844,850.8738,294.2791,276.2686,592.6391,264.2686
Cer-NS(d19:2/40:1)+H,884.8793,866.8688,848.8582,294.2791,276.2686,590.6235,264.2686
Cer-NS(d19:2/40:2)+H,882.8636,864.8531,846.8425,294.2791,276.2686,588.6078,264.2686
Cer-NS(d19:2/42:0)+H,914.9263,896.9157,878.9052,294.2791,276.2686,620.6704,264.2686
Cer-NS(d19:2/42:1)+H,912.9106,894.9,876.8895,294.2791,276.2686,618.6547,264.2686
Cer-NS(d19:2/42:2)+H,910.895,892.8844,874.8738,294.2791,276.2686,616.6391,264.2686
Cer-NS(d19:3/12:0)+H,492.4411,474.4305,456.42,292.2635,274.2529,200.2009,262.2529
Cer-NS(d19:3/12:1)+H,490.4255,472.4149,454.4043,292.2635,274.2529,198.1853,262.2529
Cer-NS(d19:3/13:0)+H,506.4568,488.4462,470.4356,292.2635,274.2529,214.2166,262.2529
Cer-NS(d19:3/13:1)+H,504.4411,486.4305,468.42,292.2635,274.2529,212.2009,262.2529
Cer-NS(d19:3/14:0)+H,520.4724,502.4619,484.4513,292.2635,274.2529,228.2322,262.2529
Cer-NS(d19:3/14:1)+H,518.4568,500.4462,482.4356,292.2635,274.2529,226.2166,262.2529
Cer-NS(d19:3/15:0)+H,534.4881,516.4775,498.4669,292.2635,274.2529,242.2478,262.2529
Cer-NS(d19:3/15:1)+H,532.4724,514.4619,496.4513,292.2635,274.2529,240.2322,262.2529
Cer-NS(d19:3/16:0)+H,548.5037,530.4932,512.4826,292.2635,274.2529,256.2635,262.2529
Cer-NS(d19:3/16:1)+H,546.4881,528.4775,510.4669,292.2635,274.2529,254.2478,262.2529
Cer-NS(d19:3/16:2)+H,544.4724,526.4619,508.4513,292.2635,274.2529,252.2322,262.2529
Cer-NS(d19:3/17:0)+H,562.5193,544.5088,526.4982,292.2635,274.2529,270.2791,262.2529
Cer-NS(d19:3/18:0)+H,576.535,558.5245,540.5139,292.2635,274.2529,284.2948,262.2529
Cer-NS(d19:3/18:1)+H,574.5193,556.5088,538.4982,292.2635,274.2529,282.2791,262.2529
Cer-NS(d19:3/18:2)+H,572.5037,554.4932,536.4826,292.2635,274.2529,280.2635,262.2529
Cer-NS(d19:3/19:0)+H,590.5507,572.5401,554.5295,292.2635,274.2529,298.3105,262.2529
Cer-NS(d19:3/19:1)+H,588.535,570.5245,552.5139,292.2635,274.2529,296.2948,262.2529
Cer-NS(d19:3/20:0)+H,604.5663,586.5557,568.5452,292.2635,274.2529,312.3261,262.2529
Cer-NS(d19:3/20:1)+H,602.5507,584.5401,566.5295,292.2635,274.2529,310.3105,262.2529
Cer-NS(d19:3/20:2)+H,600.535,582.5245,564.5139,292.2635,274.2529,308.2948,262.2529
Cer-NS(d19:3/21:0)+H,618.582,600.5714,582.5609,292.2635,274.2529,326.3417,262.2529
Cer-NS(d19:3/21:1)+H,616.5663,598.5557,580.5452,292.2635,274.2529,324.3261,262.2529
Cer-NS(d19:3/22:0)+H,632.5976,614.587,596.5765,292.2635,274.2529,340.3574,262.2529
Cer-NS(d19:3/22:1)+H,630.582,612.5714,594.5609,292.2635,274.2529,338.3417,262.2529
Cer-NS(d19:3/22:2)+H,628.5663,610.5557,592.5452,292.2635,274.2529,336.3261,262.2529
Cer-NS(d19:3/23:0)+H,646.6133,628.6027,610.5921,292.2635,274.2529,354.373,262.2529
Cer-NS(d19:3/23:1)+H,644.5976,626.587,608.5765,292.2635,274.2529,352.3574,262.2529
Cer-NS(d19:3/24:0)+H,660.6289,642.6183,624.6078,292.2635,274.2529,368.3887,262.2529
Cer-NS(d19:3/24:1)+H,658.6133,640.6027,622.5921,292.2635,274.2529,366.373,262.2529
Cer-NS(d19:3/24:2)+H,656.5976,638.587,620.5765,292.2635,274.2529,364.3574,262.2529
Cer-NS(d19:3/25:0)+H,674.6446,656.634,638.6234,292.2635,274.2529,382.4044,262.2529
Cer-NS(d19:3/25:1)+H,672.6289,654.6183,636.6078,292.2635,274.2529,380.3887,262.2529
Cer-NS(d19:3/26:0)+H,688.6602,670.6497,652.6391,292.2635,274.2529,396.42,262.2529
Cer-NS(d19:3/26:1)+H,686.6446,668.634,650.6234,292.2635,274.2529,394.4044,262.2529
Cer-NS(d19:3/26:2)+H,684.6289,666.6183,648.6078,292.2635,274.2529,392.3887,262.2529
Cer-NS(d19:3/27:0)+H,702.6758,684.6653,666.6547,292.2635,274.2529,410.4356,262.2529
