Cer-NS,[M+H]+,[M-H2O+H]+,[M-2H2O+H]+,[Sph-H2O+H]+,[Sph-2H2O+H]+,[FAA+H]+,[Sph-CH4O2+H]+
Cer-NS(d23:2/16:2)+H,602.5507,584.5401,566.5295,350.3417,332.3312,252.2322,320.3312
Cer-NS(d23:2/17:0)+H,620.5976,602.587,584.5765,350.3417,332.3312,270.2791,320.3312
Cer-NS(d23:2/18:0)+H,634.6133,616.6027,598.5921,350.3417,332.3312,284.2948,320.3312
Cer-NS(d23:2/18:1)+H,632.5976,614.587,596.5765,350.3417,332.3312,282.2791,320.3312
Cer-NS(d23:2/18:2)+H,630.582,612.5714,594.5609,350.3417,332.3312,280.2635,320.3312
Cer-NS(d23:2/19:0)+H,648.6289,630.6183,612.6078,350.3417,332.3312,298.3105,320.3312
Cer-NS(d23:2/19:1)+H,646.6133,628.6027,610.5921,350.3417,332.3312,296.2948,320.3312
Cer-NS(d23:2/20:0)+H,662.6446,644.634,626.6234,350.3417,332.3312,312.3261,320.3312
Cer-NS(d23:2/20:1)+H,660.6289,642.6183,624.6078,350.3417,332.3312,310.3105,320.3312
Cer-NS(d23:2/20:2)+H,658.6133,640.6027,622.5921,350.3417,332.3312,308.2948,320.3312
Cer-NS(d23:2/21:0)+H,676.6602,658.6497,640.6391,350.3417,332.3312,326.3417,320.3312
Cer-NS(d23:2/21:1)+H,674.6446,656.634,638.6234,350.3417,332.3312,324.3261,320.3312
Cer-NS(d23:2/22:0)+H,690.6758,672.6653,654.6547,350.3417,332.3312,340.3574,320.3312
Cer-NS(d23:2/22:1)+H,688.6602,670.6497,652.6391,350.3417,332.3312,338.3417,320.3312
Cer-NS(d23:2/22:2)+H,686.6446,668.634,650.6234,350.3417,332.3312,336.3261,320.3312
Cer-NS(d23:2/23:0)+H,704.6915,686.681,668.6704,350.3417,332.3312,354.373,320.3312
Cer-NS(d23:2/23:1)+H,702.6758,684.6653,666.6547,350.3417,332.3312,352.3574,320.3312
Cer-NS(d23:2/24:0)+H,718.7072,700.6966,682.686,350.3417,332.3312,368.3887,320.3312
Cer-NS(d23:2/24:1)+H,716.6915,698.681,680.6704,350.3417,332.3312,366.373,320.3312
Cer-NS(d23:2/24:2)+H,714.6758,696.6653,678.6547,350.3417,332.3312,364.3574,320.3312
Cer-NS(d23:2/25:0)+H,732.7228,714.7123,696.7017,350.3417,332.3312,382.4044,320.3312
Cer-NS(d23:2/25:1)+H,730.7072,712.6966,694.686,350.3417,332.3312,380.3887,320.3312
Cer-NS(d23:2/26:0)+H,746.7385,728.7279,710.7173,350.3417,332.3312,396.42,320.3312
Cer-NS(d23:2/26:1)+H,744.7228,726.7123,708.7017,350.3417,332.3312,394.4044,320.3312
Cer-NS(d23:2/26:2)+H,742.7072,724.6966,706.686,350.3417,332.3312,392.3887,320.3312
Cer-NS(d23:2/27:0)+H,760.7542,742.7435,724.733,350.3417,332.3312,410.4356,320.3312
Cer-NS(d23:2/27:1)+H,758.7385,740.7279,722.7173,350.3417,332.3312,408.42,320.3312
Cer-NS(d23:2/28:0)+H,774.7698,756.7592,738.7487,350.3417,332.3312,424.4513,320.3312
Cer-NS(d23:2/28:1)+H,772.7542,754.7435,736.733,350.3417,332.3312,422.4356,320.3312
Cer-NS(d23:2/28:2)+H,770.7385,752.7279,734.7173,350.3417,332.3312,420.42,320.3312
Cer-NS(d23:2/29:0)+H,788.7854,770.7748,752.7643,350.3417,332.3312,438.4669,320.3312
Cer-NS(d23:2/29:1)+H,786.7698,768.7592,750.7487,350.3417,332.3312,436.4513,320.3312
Cer-NS(d23:2/30:0)+H,802.8011,784.7905,766.7799,350.3417,332.3312,452.4826,320.3312
Cer-NS(d23:2/30:1)+H,800.7854,782.7748,764.7643,350.3417,332.3312,450.4669,320.3312
Cer-NS(d23:2/30:2)+H,798.7698,780.7592,762.7487,350.3417,332.3312,448.4513,320.3312
Cer-NS(d23:2/31:0)+H,816.8167,798.8062,780.7956,350.3417,332.3312,466.4983,320.3312
Cer-NS(d23:2/31:1)+H,814.8011,796.7905,778.7799,350.3417,332.3312,464.4826,320.3312
Cer-NS(d23:2/32:0)+H,830.8324,812.8218,794.8112,350.3417,332.3312,480.5139,320.3312
Cer-NS(d23:2/32:1)+H,828.8167,810.8062,792.7956,350.3417,332.3312,478.4983,320.3312
Cer-NS(d23:2/32:2)+H,826.8011,808.7905,790.7799,350.3417,332.3312,476.4826,320.3312
Cer-NS(d23:2/33:0)+H,844.848,826.8375,808.8269,350.3417,332.3312,494.5295,320.3312
Cer-NS(d23:2/33:1)+H,842.8324,824.8218,806.8112,350.3417,332.3312,492.5139,320.3312
Cer-NS(d23:2/34:0)+H,858.8636,840.8531,822.8425,350.3417,332.3312,508.5452,320.3312
Cer-NS(d23:2/34:1)+H,856.848,838.8375,820.8269,350.3417,332.3312,506.5295,320.3312
Cer-NS(d23:2/34:2)+H,854.8324,836.8218,818.8112,350.3417,332.3312,504.5139,320.3312
Cer-NS(d23:2/35:0)+H,872.8793,854.8688,836.8582,350.3417,332.3312,522.5609,320.3312
Cer-NS(d23:2/35:1)+H,870.8636,852.8531,834.8425,350.3417,332.3312,520.5452,320.3312
Cer-NS(d23:2/36:0)+H,886.895,868.8844,850.8738,350.3417,332.3312,536.5765,320.3312
Cer-NS(d23:2/36:1)+H,884.8793,866.8688,848.8582,350.3417,332.3312,534.5609,320.3312
Cer-NS(d23:2/36:2)+H,882.8636,864.8531,846.8425,350.3417,332.3312,532.5452,320.3312
Cer-NS(d23:2/38:0)+H,914.9263,896.9157,878.9052,350.3417,332.3312,564.6078,320.3312
Cer-NS(d23:2/38:1)+H,912.9106,894.9,876.8895,350.3417,332.3312,562.5922,320.3312
Cer-NS(d23:2/38:2)+H,910.895,892.8844,874.8738,350.3417,332.3312,560.5765,320.3312
Cer-NS(d23:2/40:0)+H,942.9576,924.947,906.9364,350.3417,332.3312,592.6391,320.3312
Cer-NS(d23:2/40:1)+H,940.9419,922.9313,904.9208,350.3417,332.3312,590.6235,320.3312
Cer-NS(d23:2/40:2)+H,938.9263,920.9157,902.9052,350.3417,332.3312,588.6078,320.3312
Cer-NS(d23:2/42:0)+H,970.9889,952.9783,934.9677,350.3417,332.3312,620.6704,320.3312
Cer-NS(d23:2/42:1)+H,968.9732,950.9626,932.9521,350.3417,332.3312,618.6547,320.3312
Cer-NS(d23:2/42:2)+H,966.9576,948.947,930.9364,350.3417,332.3312,616.6391,320.3312
Cer-NS(d23:3/12:0)+H,548.5037,530.4932,512.4826,348.3261,330.3155,200.2009,318.3155
Cer-NS(d23:3/12:1)+H,546.4881,528.4775,510.4669,348.3261,330.3155,198.1853,318.3155
Cer-NS(d23:3/13:0)+H,562.5193,544.5088,526.4982,348.3261,330.3155,214.2166,318.3155
Cer-NS(d23:3/13:1)+H,560.5037,542.4932,524.4826,348.3261,330.3155,212.2009,318.3155
Cer-NS(d23:3/14:0)+H,576.535,558.5245,540.5139,348.3261,330.3155,228.2322,318.3155
Cer-NS(d23:3/14:1)+H,574.5193,556.5088,538.4982,348.3261,330.3155,226.2166,318.3155
Cer-NS(d23:3/15:0)+H,590.5507,572.5401,554.5295,348.3261,330.3155,242.2478,318.3155
Cer-NS(d23:3/15:1)+H,588.535,570.5245,552.5139,348.3261,330.3155,240.2322,318.3155
Cer-NS(d23:3/16:0)+H,604.5663,586.5557,568.5452,348.3261,330.3155,256.2635,318.3155
Cer-NS(d23:3/16:1)+H,602.5507,584.5401,566.5295,348.3261,330.3155,254.2478,318.3155
Cer-NS(d23:3/16:2)+H,600.535,582.5245,564.5139,348.3261,330.3155,252.2322,318.3155
Cer-NS(d23:3/17:0)+H,618.582,600.5714,582.5609,348.3261,330.3155,270.2791,318.3155
Cer-NS(d23:3/18:0)+H,632.5976,614.587,596.5765,348.3261,330.3155,284.2948,318.3155
Cer-NS(d23:3/18:1)+H,630.582,612.5714,594.5609,348.3261,330.3155,282.2791,318.3155
Cer-NS(d23:3/18:2)+H,628.5663,610.5557,592.5452,348.3261,330.3155,280.2635,318.3155
Cer-NS(d23:3/19:0)+H,646.6133,628.6027,610.5921,348.3261,330.3155,298.3105,318.3155
Cer-NS(d23:3/19:1)+H,644.5976,626.587,608.5765,348.3261,330.3155,296.2948,318.3155
Cer-NS(d23:3/20:0)+H,660.6289,642.6183,624.6078,348.3261,330.3155,312.3261,318.3155
Cer-NS(d23:3/20:1)+H,658.6133,640.6027,622.5921,348.3261,330.3155,310.3105,318.3155
Cer-NS(d23:3/20:2)+H,656.5976,638.587,620.5765,348.3261,330.3155,308.2948,318.3155
Cer-NS(d23:3/21:0)+H,674.6446,656.634,638.6234,348.3261,330.3155,326.3417,318.3155
Cer-NS(d23:3/21:1)+H,672.6289,654.6183,636.6078,348.3261,330.3155,324.3261,318.3155
Cer-NS(d23:3/22:0)+H,688.6602,670.6497,652.6391,348.3261,330.3155,340.3574,318.3155
Cer-NS(d23:3/22:1)+H,686.6446,668.634,650.6234,348.3261,330.3155,338.3417,318.3155
Cer-NS(d23:3/22:2)+H,684.6289,666.6183,648.6078,348.3261,330.3155,336.3261,318.3155
Cer-NS(d23:3/23:0)+H,702.6758,684.6653,666.6547,348.3261,330.3155,354.373,318.3155
Cer-NS(d23:3/23:1)+H,700.6602,682.6497,664.6391,348.3261,330.3155,352.3574,318.3155
Cer-NS(d23:3/24:0)+H,716.6915,698.681,680.6704,348.3261,330.3155,368.3887,318.3155
Cer-NS(d23:3/24:1)+H,714.6758,696.6653,678.6547,348.3261,330.3155,366.373,318.3155
Cer-NS(d23:3/24:2)+H,712.6602,694.6497,676.6391,348.3261,330.3155,364.3574,318.3155
Cer-NS(d23:3/25:0)+H,730.7072,712.6966,694.686,348.3261,330.3155,382.4044,318.3155
Cer-NS(d23:3/25:1)+H,728.6915,710.681,692.6704,348.3261,330.3155,380.3887,318.3155
Cer-NS(d23:3/26:0)+H,744.7228,726.7123,708.7017,348.3261,330.3155,396.42,318.3155
Cer-NS(d23:3/26:1)+H,742.7072,724.6966,706.686,348.3261,330.3155,394.4044,318.3155
Cer-NS(d23:3/26:2)+H,740.6915,722.681,704.6704,348.3261,330.3155,392.3887,318.3155
Cer-NS(d23:3/27:0)+H,758.7385,740.7279,722.7173,348.3261,330.3155,410.4356,318.3155
Cer-NS(d23:3/27:1)+H,756.7228,738.7123,720.7017,348.3261,330.3155,408.42,318.3155
Cer-NS(d23:3/28:0)+H,772.7542,754.7435,736.733,348.3261,330.3155,424.4513,318.3155
Cer-NS(d23:3/28:1)+H,770.7385,752.7279,734.7173,348.3261,330.3155,422.4356,318.3155
Cer-NS(d23:3/28:2)+H,768.7228,750.7123,732.7017,348.3261,330.3155,420.42,318.3155
Cer-NS(d23:3/29:0)+H,786.7698,768.7592,750.7487,348.3261,330.3155,438.4669,318.3155
Cer-NS(d23:3/29:1)+H,784.7542,766.7435,748.733,348.3261,330.3155,436.4513,318.3155
Cer-NS(d23:3/30:0)+H,800.7854,782.7748,764.7643,348.3261,330.3155,452.4826,318.3155
Cer-NS(d23:3/30:1)+H,798.7698,780.7592,762.7487,348.3261,330.3155,450.4669,318.3155
Cer-NS(d23:3/30:2)+H,796.7542,778.7435,760.733,348.3261,330.3155,448.4513,318.3155
Cer-NS(d23:3/31:0)+H,814.8011,796.7905,778.7799,348.3261,330.3155,466.4983,318.3155
Cer-NS(d23:3/31:1)+H,812.7854,794.7748,776.7643,348.3261,330.3155,464.4826,318.3155
Cer-NS(d23:3/32:0)+H,828.8167,810.8062,792.7956,348.3261,330.3155,480.5139,318.3155
Cer-NS(d23:3/32:1)+H,826.8011,808.7905,790.7799,348.3261,330.3155,478.4983,318.3155
Cer-NS(d23:3/32:2)+H,824.7854,806.7748,788.7643,348.3261,330.3155,476.4826,318.3155
Cer-NS(d23:3/33:0)+H,842.8324,824.8218,806.8112,348.3261,330.3155,494.5295,318.3155
Cer-NS(d23:3/33:1)+H,840.8167,822.8062,804.7956,348.3261,330.3155,492.5139,318.3155
Cer-NS(d23:3/34:0)+H,856.848,838.8375,820.8269,348.3261,330.3155,508.5452,318.3155
Cer-NS(d23:3/34:1)+H,854.8324,836.8218,818.8112,348.3261,330.3155,506.5295,318.3155
Cer-NS(d23:3/34:2)+H,852.8167,834.8062,816.7956,348.3261,330.3155,504.5139,318.3155
Cer-NS(d23:3/35:0)+H,870.8636,852.8531,834.8425,348.3261,330.3155,522.5609,318.3155
Cer-NS(d23:3/35:1)+H,868.848,850.8375,832.8269,348.3261,330.3155,520.5452,318.3155
Cer-NS(d23:3/36:0)+H,884.8793,866.8688,848.8582,348.3261,330.3155,536.5765,318.3155
Cer-NS(d23:3/36:1)+H,882.8636,864.8531,846.8425,348.3261,330.3155,534.5609,318.3155
Cer-NS(d23:3/36:2)+H,880.848,862.8375,844.8269,348.3261,330.3155,532.5452,318.3155
Cer-NS(d23:3/38:0)+H,912.9106,894.9,876.8895,348.3261,330.3155,564.6078,318.3155
Cer-NS(d23:3/38:1)+H,910.895,892.8844,874.8738,348.3261,330.3155,562.5922,318.3155
Cer-NS(d23:3/38:2)+H,908.8793,890.8688,872.8582,348.3261,330.3155,560.5765,318.3155
Cer-NS(d23:3/40:0)+H,940.9419,922.9313,904.9208,348.3261,330.3155,592.6391,318.3155
Cer-NS(d23:3/40:1)+H,938.9263,920.9157,902.9052,348.3261,330.3155,590.6235,318.3155
Cer-NS(d23:3/40:2)+H,936.9106,918.9,900.8895,348.3261,330.3155,588.6078,318.3155
Cer-NS(d23:3/42:0)+H,968.9732,950.9626,932.9521,348.3261,330.3155,620.6704,318.3155
Cer-NS(d23:3/42:1)+H,966.9576,948.947,930.9364,348.3261,330.3155,618.6547,318.3155
Cer-NS(d23:3/42:2)+H,964.9419,946.9313,928.9208,348.3261,330.3155,616.6391,318.3155
Cer-NS(d24:1/12:0)+H,566.5507,548.5401,530.5295,366.373,348.3625,200.2009,336.3625
Cer-NS(d24:1/12:1)+H,564.535,546.5245,528.5139,366.373,348.3625,198.1853,336.3625
Cer-NS(d24:1/13:0)+H,580.5663,562.5557,544.5452,366.373,348.3625,214.2166,336.3625
Cer-NS(d24:1/13:1)+H,578.5507,560.5401,542.5295,366.373,348.3625,212.2009,336.3625
Cer-NS(d24:1/14:0)+H,594.582,576.5714,558.5609,366.373,348.3625,228.2322,336.3625
Cer-NS(d24:1/14:1)+H,592.5663,574.5557,556.5452,366.373,348.3625,226.2166,336.3625
Cer-NS(d24:1/15:0)+H,608.5976,590.587,572.5765,366.373,348.3625,242.2478,336.3625
Cer-NS(d24:1/15:1)+H,606.582,588.5714,570.5609,366.373,348.3625,240.2322,336.3625
Cer-NS(d24:1/16:0)+H,622.6133,604.6027,586.5921,366.373,348.3625,256.2635,336.3625
Cer-NS(d24:1/16:1)+H,620.5976,602.587,584.5765,366.373,348.3625,254.2478,336.3625
Cer-NS(d24:1/16:2)+H,618.582,600.5714,582.5609,366.373,348.3625,252.2322,336.3625
Cer-NS(d24:1/17:0)+H,636.6289,618.6183,600.6078,366.373,348.3625,270.2791,336.3625
Cer-NS(d24:1/18:0)+H,650.6446,632.634,614.6234,366.373,348.3625,284.2948,336.3625
Cer-NS(d24:1/18:1)+H,648.6289,630.6183,612.6078,366.373,348.3625,282.2791,336.3625
Cer-NS(d24:1/18:2)+H,646.6133,628.6027,610.5921,366.373,348.3625,280.2635,336.3625
Cer-NS(d24:1/19:0)+H,664.6602,646.6497,628.6391,366.373,348.3625,298.3105,336.3625
Cer-NS(d24:1/19:1)+H,662.6446,644.634,626.6234,366.373,348.3625,296.2948,336.3625
Cer-NS(d24:1/20:0)+H,678.6758,660.6653,642.6547,366.373,348.3625,312.3261,336.3625
Cer-NS(d24:1/20:1)+H,676.6602,658.6497,640.6391,366.373,348.3625,310.3105,336.3625
Cer-NS(d24:1/20:2)+H,674.6446,656.634,638.6234,366.373,348.3625,308.2948,336.3625
Cer-NS(d24:1/21:0)+H,692.6915,674.681,656.6704,366.373,348.3625,326.3417,336.3625
Cer-NS(d24:1/21:1)+H,690.6758,672.6653,654.6547,366.373,348.3625,324.3261,336.3625
Cer-NS(d24:1/22:0)+H,706.7072,688.6966,670.686,366.373,348.3625,340.3574,336.3625
Cer-NS(d24:1/22:1)+H,704.6915,686.681,668.6704,366.373,348.3625,338.3417,336.3625
Cer-NS(d24:1/22:2)+H,702.6758,684.6653,666.6547,366.373,348.3625,336.3261,336.3625
Cer-NS(d24:1/23:0)+H,720.7228,702.7123,684.7017,366.373,348.3625,354.373,336.3625
Cer-NS(d24:1/23:1)+H,718.7072,700.6966,682.686,366.373,348.3625,352.3574,336.3625
Cer-NS(d24:1/24:0)+H,734.7385,716.7279,698.7173,366.373,348.3625,368.3887,336.3625
Cer-NS(d24:1/24:1)+H,732.7228,714.7123,696.7017,366.373,348.3625,366.373,336.3625
Cer-NS(d24:1/24:2)+H,730.7072,712.6966,694.686,366.373,348.3625,364.3574,336.3625
Cer-NS(d24:1/25:0)+H,748.7542,730.7435,712.733,366.373,348.3625,382.4044,336.3625
Cer-NS(d24:1/25:1)+H,746.7385,728.7279,710.7173,366.373,348.3625,380.3887,336.3625
Cer-NS(d24:1/26:0)+H,762.7698,744.7592,726.7487,366.373,348.3625,396.42,336.3625
Cer-NS(d24:1/26:1)+H,760.7542,742.7435,724.733,366.373,348.3625,394.4044,336.3625
Cer-NS(d24:1/26:2)+H,758.7385,740.7279,722.7173,366.373,348.3625,392.3887,336.3625
Cer-NS(d24:1/27:0)+H,776.7854,758.7748,740.7643,366.373,348.3625,410.4356,336.3625
Cer-NS(d24:1/27:1)+H,774.7698,756.7592,738.7487,366.373,348.3625,408.42,336.3625
Cer-NS(d24:1/28:0)+H,790.8011,772.7905,754.7799,366.373,348.3625,424.4513,336.3625
Cer-NS(d24:1/28:1)+H,788.7854,770.7748,752.7643,366.373,348.3625,422.4356,336.3625
Cer-NS(d24:1/28:2)+H,786.7698,768.7592,750.7487,366.373,348.3625,420.42,336.3625
Cer-NS(d24:1/29:0)+H,804.8167,786.8062,768.7956,366.373,348.3625,438.4669,336.3625
Cer-NS(d24:1/29:1)+H,802.8011,784.7905,766.7799,366.373,348.3625,436.4513,336.3625
Cer-NS(d24:1/30:0)+H,818.8324,800.8218,782.8112,366.373,348.3625,452.4826,336.3625
Cer-NS(d24:1/30:1)+H,816.8167,798.8062,780.7956,366.373,348.3625,450.4669,336.3625
Cer-NS(d24:1/30:2)+H,814.8011,796.7905,778.7799,366.373,348.3625,448.4513,336.3625
Cer-NS(d24:1/31:0)+H,832.848,814.8375,796.8269,366.373,348.3625,466.4983,336.3625
Cer-NS(d24:1/31:1)+H,830.8324,812.8218,794.8112,366.373,348.3625,464.4826,336.3625
Cer-NS(d24:1/32:0)+H,846.8636,828.8531,810.8425,366.373,348.3625,480.5139,336.3625
Cer-NS(d24:1/32:1)+H,844.848,826.8375,808.8269,366.373,348.3625,478.4983,336.3625
Cer-NS(d24:1/32:2)+H,842.8324,824.8218,806.8112,366.373,348.3625,476.4826,336.3625
Cer-NS(d24:1/33:0)+H,860.8793,842.8688,824.8582,366.373,348.3625,494.5295,336.3625
Cer-NS(d24:1/33:1)+H,858.8636,840.8531,822.8425,366.373,348.3625,492.5139,336.3625
Cer-NS(d24:1/34:0)+H,874.895,856.8844,838.8738,366.373,348.3625,508.5452,336.3625
Cer-NS(d24:1/34:1)+H,872.8793,854.8688,836.8582,366.373,348.3625,506.5295,336.3625
Cer-NS(d24:1/34:2)+H,870.8636,852.8531,834.8425,366.373,348.3625,504.5139,336.3625
Cer-NS(d24:1/35:0)+H,888.9106,870.9,852.8895,366.373,348.3625,522.5609,336.3625
Cer-NS(d24:1/35:1)+H,886.895,868.8844,850.8738,366.373,348.3625,520.5452,336.3625
Cer-NS(d24:1/36:0)+H,902.9263,884.9157,866.9052,366.373,348.3625,536.5765,336.3625
Cer-NS(d24:1/36:1)+H,900.9106,882.9,864.8895,366.373,348.3625,534.5609,336.3625
Cer-NS(d24:1/36:2)+H,898.895,880.8844,862.8738,366.373,348.3625,532.5452,336.3625
Cer-NS(d24:1/38:0)+H,930.9576,912.947,894.9364,366.373,348.3625,564.6078,336.3625
Cer-NS(d24:1/38:1)+H,928.9419,910.9313,892.9208,366.373,348.3625,562.5922,336.3625
Cer-NS(d24:1/38:2)+H,926.9263,908.9157,890.9052,366.373,348.3625,560.5765,336.3625
Cer-NS(d24:1/40:0)+H,958.9889,940.9783,922.9677,366.373,348.3625,592.6391,336.3625
Cer-NS(d24:1/40:1)+H,956.9732,938.9626,920.9521,366.373,348.3625,590.6235,336.3625
Cer-NS(d24:1/40:2)+H,954.9576,936.947,918.9364,366.373,348.3625,588.6078,336.3625
Cer-NS(d24:1/42:0)+H,987.0201,969.0096,950.999,366.373,348.3625,620.6704,336.3625
Cer-NS(d24:1/42:1)+H,985.0045,966.994,948.9834,366.373,348.3625,618.6547,336.3625
Cer-NS(d24:1/42:2)+H,982.9889,964.9783,946.9677,366.373,348.3625,616.6391,336.3625
Cer-NS(d24:2/12:0)+H,564.535,546.5245,528.5139,364.3574,346.3468,200.2009,334.3468
Cer-NS(d24:2/12:1)+H,562.5193,544.5088,526.4982,364.3574,346.3468,198.1853,334.3468
Cer-NS(d24:2/13:0)+H,578.5507,560.5401,542.5295,364.3574,346.3468,214.2166,334.3468
Cer-NS(d24:2/13:1)+H,576.535,558.5245,540.5139,364.3574,346.3468,212.2009,334.3468
Cer-NS(d24:2/14:0)+H,592.5663,574.5557,556.5452,364.3574,346.3468,228.2322,334.3468
Cer-NS(d24:2/14:1)+H,590.5507,572.5401,554.5295,364.3574,346.3468,226.2166,334.3468
Cer-NS(d24:2/15:0)+H,606.582,588.5714,570.5609,364.3574,346.3468,242.2478,334.3468
Cer-NS(d24:2/15:1)+H,604.5663,586.5557,568.5452,364.3574,346.3468,240.2322,334.3468
Cer-NS(d24:2/16:0)+H,620.5976,602.587,584.5765,364.3574,346.3468,256.2635,334.3468
Cer-NS(d24:2/16:1)+H,618.582,600.5714,582.5609,364.3574,346.3468,254.2478,334.3468
Cer-NS(d24:2/16:2)+H,616.5663,598.5557,580.5452,364.3574,346.3468,252.2322,334.3468
Cer-NS(d24:2/17:0)+H,634.6133,616.6027,598.5921,364.3574,346.3468,270.2791,334.3468
Cer-NS(d24:2/18:0)+H,648.6289,630.6183,612.6078,364.3574,346.3468,284.2948,334.3468
Cer-NS(d24:2/18:1)+H,646.6133,628.6027,610.5921,364.3574,346.3468,282.2791,334.3468
Cer-NS(d24:2/18:2)+H,644.5976,626.587,608.5765,364.3574,346.3468,280.2635,334.3468
Cer-NS(d24:2/19:0)+H,662.6446,644.634,626.6234,364.3574,346.3468,298.3105,334.3468
Cer-NS(d24:2/19:1)+H,660.6289,642.6183,624.6078,364.3574,346.3468,296.2948,334.3468
Cer-NS(d24:2/20:0)+H,676.6602,658.6497,640.6391,364.3574,346.3468,312.3261,334.3468
Cer-NS(d24:2/20:1)+H,674.6446,656.634,638.6234,364.3574,346.3468,310.3105,334.3468
Cer-NS(d24:2/20:2)+H,672.6289,654.6183,636.6078,364.3574,346.3468,308.2948,334.3468
Cer-NS(d24:2/21:0)+H,690.6758,672.6653,654.6547,364.3574,346.3468,326.3417,334.3468
Cer-NS(d24:2/21:1)+H,688.6602,670.6497,652.6391,364.3574,346.3468,324.3261,334.3468
Cer-NS(d24:2/22:0)+H,704.6915,686.681,668.6704,364.3574,346.3468,340.3574,334.3468
Cer-NS(d24:2/22:1)+H,702.6758,684.6653,666.6547,364.3574,346.3468,338.3417,334.3468
Cer-NS(d24:2/22:2)+H,700.6602,682.6497,664.6391,364.3574,346.3468,336.3261,334.3468
Cer-NS(d24:2/23:0)+H,718.7072,700.6966,682.686,364.3574,346.3468,354.373,334.3468
Cer-NS(d24:2/23:1)+H,716.6915,698.681,680.6704,364.3574,346.3468,352.3574,334.3468
Cer-NS(d24:2/24:0)+H,732.7228,714.7123,696.7017,364.3574,346.3468,368.3887,334.3468
Cer-NS(d24:2/24:1)+H,730.7072,712.6966,694.686,364.3574,346.3468,366.373,334.3468
Cer-NS(d24:2/24:2)+H,728.6915,710.681,692.6704,364.3574,346.3468,364.3574,334.3468
Cer-NS(d24:2/25:0)+H,746.7385,728.7279,710.7173,364.3574,346.3468,382.4044,334.3468
Cer-NS(d24:2/25:1)+H,744.7228,726.7123,708.7017,364.3574,346.3468,380.3887,334.3468
Cer-NS(d24:2/26:0)+H,760.7542,742.7435,724.733,364.3574,346.3468,396.42,334.3468
Cer-NS(d24:2/26:1)+H,758.7385,740.7279,722.7173,364.3574,346.3468,394.4044,334.3468
Cer-NS(d24:2/26:2)+H,756.7228,738.7123,720.7017,364.3574,346.3468,392.3887,334.3468
Cer-NS(d24:2/27:0)+H,774.7698,756.7592,738.7487,364.3574,346.3468,410.4356,334.3468
Cer-NS(d24:2/27:1)+H,772.7542,754.7435,736.733,364.3574,346.3468,408.42,334.3468
Cer-NS(d24:2/28:0)+H,788.7854,770.7748,752.7643,364.3574,346.3468,424.4513,334.3468
Cer-NS(d24:2/28:1)+H,786.7698,768.7592,750.7487,364.3574,346.3468,422.4356,334.3468
Cer-NS(d24:2/28:2)+H,784.7542,766.7435,748.733,364.3574,346.3468,420.42,334.3468
Cer-NS(d24:2/29:0)+H,802.8011,784.7905,766.7799,364.3574,346.3468,438.4669,334.3468
Cer-NS(d24:2/29:1)+H,800.7854,782.7748,764.7643,364.3574,346.3468,436.4513,334.3468
Cer-NS(d24:2/30:0)+H,816.8167,798.8062,780.7956,364.3574,346.3468,452.4826,334.3468
Cer-NS(d24:2/30:1)+H,814.8011,796.7905,778.7799,364.3574,346.3468,450.4669,334.3468
Cer-NS(d24:2/30:2)+H,812.7854,794.7748,776.7643,364.3574,346.3468,448.4513,334.3468
Cer-NS(d24:2/31:0)+H,830.8324,812.8218,794.8112,364.3574,346.3468,466.4983,334.3468
Cer-NS(d24:2/31:1)+H,828.8167,810.8062,792.7956,364.3574,346.3468,464.4826,334.3468
Cer-NS(d24:2/32:0)+H,844.848,826.8375,808.8269,364.3574,346.3468,480.5139,334.3468
Cer-NS(d24:2/32:1)+H,842.8324,824.8218,806.8112,364.3574,346.3468,478.4983,334.3468
Cer-NS(d24:2/32:2)+H,840.8167,822.8062,804.7956,364.3574,346.3468,476.4826,334.3468
Cer-NS(d24:2/33:0)+H,858.8636,840.8531,822.8425,364.3574,346.3468,494.5295,334.3468
Cer-NS(d24:2/33:1)+H,856.848,838.8375,820.8269,364.3574,346.3468,492.5139,334.3468
Cer-NS(d24:2/34:0)+H,872.8793,854.8688,836.8582,364.3574,346.3468,508.5452,334.3468
Cer-NS(d24:2/34:1)+H,870.8636,852.8531,834.8425,364.3574,346.3468,506.5295,334.3468
Cer-NS(d24:2/34:2)+H,868.848,850.8375,832.8269,364.3574,346.3468,504.5139,334.3468
Cer-NS(d24:2/35:0)+H,886.895,868.8844,850.8738,364.3574,346.3468,522.5609,334.3468
Cer-NS(d24:2/35:1)+H,884.8793,866.8688,848.8582,364.3574,346.3468,520.5452,334.3468
Cer-NS(d24:2/36:0)+H,900.9106,882.9,864.8895,364.3574,346.3468,536.5765,334.3468
Cer-NS(d24:2/36:1)+H,898.895,880.8844,862.8738,364.3574,346.3468,534.5609,334.3468
Cer-NS(d24:2/36:2)+H,896.8793,878.8688,860.8582,364.3574,346.3468,532.5452,334.3468
Cer-NS(d24:2/38:0)+H,928.9419,910.9313,892.9208,364.3574,346.3468,564.6078,334.3468
Cer-NS(d24:2/38:1)+H,926.9263,908.9157,890.9052,364.3574,346.3468,562.5922,334.3468
Cer-NS(d24:2/38:2)+H,924.9106,906.9,888.8895,364.3574,346.3468,560.5765,334.3468
Cer-NS(d24:2/40:0)+H,956.9732,938.9626,920.9521,364.3574,346.3468,592.6391,334.3468
