Cer_NP,[M-H]-,[M-H2O-H]-,[M-2H2O-H]-,[FAA+C3H5O-H]-,[FAA+C2H5O-H]-,[FAA+C2H5O-H]-,[FAA+C2H3-H]-,[Sph-CH9NO-H]-,[FA+O-H]-,[Sph-C2H9NO-H]-,[FAA-H]-,[Sph-C3H11NO2-H]-
Cer_NP(t19:1/36:2)-H,842.79715,824.78645,806.77595,586.55635,574.55635,574.55635,556.54575,279.23245,531.51515,267.23245,530.53065,237.22185
Cer_NP(t19:1/36:3)-H,840.78145,822.77085,804.76035,584.54065,572.54065,572.54065,554.53005,279.23245,529.49955,267.23245,528.51505,237.22185
Cer_NP(t19:1/36:4)-H,838.76585,820.75525,802.74465,582.52505,570.52505,570.52505,552.51445,279.23245,527.48385,267.23245,526.49935,237.22185
Cer_NP(t20:1/14:0)-H,552.49975,534.48915,516.47855,282.24335,270.24335,270.24335,252.23275,293.24805,227.20225,281.24805,226.21765,251.23755
Cer_NP(t20:1/14:1)-H,550.48405,532.47355,514.46295,280.22765,268.22765,268.22765,250.21715,293.24805,225.18655,281.24805,224.20195,251.23755
Cer_NP(t20:1/14:2)-H,548.46845,530.45785,512.44735,278.21205,266.21205,266.21205,248.20145,293.24805,223.17095,281.24805,222.18635,251.23755
Cer_NP(t20:1/14:3)-H,546.45285,528.44225,510.43165,276.19635,264.19635,264.19635,246.18585,293.24805,221.15525,281.24805,220.17065,251.23755
Cer_NP(t20:1/15:0)-H,566.51535,548.50485,530.49425,296.25895,284.25895,284.25895,266.24845,293.24805,241.21785,281.24805,240.23325,251.23755
Cer_NP(t20:1/15:1)-H,564.49975,546.48915,528.47855,294.24335,282.24335,282.24335,264.23275,293.24805,239.20225,281.24805,238.21765,251.23755
Cer_NP(t20:1/15:2)-H,562.48405,544.47355,526.46295,292.22765,280.22765,280.22765,262.21715,293.24805,237.18655,281.24805,236.20195,251.23755
Cer_NP(t20:1/15:3)-H,560.46845,542.45785,524.44735,290.21205,278.21205,278.21205,260.20145,293.24805,235.17095,281.24805,234.18635,251.23755
Cer_NP(t20:1/16:0)-H,580.53105,562.52045,544.50985,310.27465,298.27465,298.27465,280.26405,293.24805,255.23355,281.24805,254.24895,251.23755
Cer_NP(t20:1/16:1)-H,578.51535,560.50485,542.49425,308.25895,296.25895,296.25895,278.24845,293.24805,253.21785,281.24805,252.23325,251.23755
Cer_NP(t20:1/16:2)-H,576.49975,558.48915,540.47855,306.24335,294.24335,294.24335,276.23275,293.24805,251.20225,281.24805,250.21765,251.23755
Cer_NP(t20:1/16:3)-H,574.48405,556.47355,538.46295,304.22765,292.22765,292.22765,274.21715,293.24805,249.18655,281.24805,248.20195,251.23755
Cer_NP(t20:1/16:4)-H,572.46845,554.45785,536.44735,302.21205,290.21205,290.21205,272.20145,293.24805,247.17095,281.24805,246.18635,251.23755
Cer_NP(t20:1/17:0)-H,594.54665,576.53615,558.52555,324.29025,312.29025,312.29025,294.27965,293.24805,269.24915,281.24805,268.26455,251.23755
Cer_NP(t20:1/17:1)-H,592.53105,574.52045,556.50985,322.27465,310.27465,310.27465,292.26405,293.24805,267.23355,281.24805,266.24895,251.23755
Cer_NP(t20:1/17:2)-H,590.51535,572.50485,554.49425,320.25895,308.25895,308.25895,290.24845,293.24805,265.21785,281.24805,264.23325,251.23755
Cer_NP(t20:1/17:3)-H,588.49975,570.48915,552.47855,318.24335,306.24335,306.24335,288.23275,293.24805,263.20225,281.24805,262.21765,251.23755
Cer_NP(t20:1/18:0)-H,608.56235,590.55175,572.54115,338.30595,326.30595,326.30595,308.29535,293.24805,283.26485,281.24805,282.28025,251.23755
Cer_NP(t20:1/18:1)-H,606.54665,588.53615,570.52555,336.29025,324.29025,324.29025,306.27965,293.24805,281.24915,281.24805,280.26455,251.23755
Cer_NP(t20:1/18:2)-H,604.53105,586.52045,568.50985,334.27465,322.27465,322.27465,304.26405,293.24805,279.23355,281.24805,278.24895,251.23755
Cer_NP(t20:1/18:3)-H,602.51535,584.50485,566.49425,332.25895,320.25895,320.25895,302.24845,293.24805,277.21785,281.24805,276.23325,251.23755
Cer_NP(t20:1/18:4)-H,600.49975,582.48915,564.47855,330.24335,318.24335,318.24335,300.23275,293.24805,275.20225,281.24805,274.21765,251.23755
Cer_NP(t20:1/19:0)-H,622.57805,604.56745,586.55685,352.32155,340.32155,340.32155,322.31105,293.24805,297.28045,281.24805,296.29585,251.23755
Cer_NP(t20:1/19:1)-H,620.56235,602.55175,584.54115,350.30595,338.30595,338.30595,320.29535,293.24805,295.26485,281.24805,294.28025,251.23755
Cer_NP(t20:1/19:2)-H,618.54665,600.53615,582.52555,348.29025,336.29025,336.29025,318.27965,293.24805,293.24915,281.24805,292.26455,251.23755
Cer_NP(t20:1/19:3)-H,616.53105,598.52045,580.50985,346.27465,334.27465,334.27465,316.26405,293.24805,291.23355,281.24805,290.24895,251.23755
Cer_NP(t20:1/19:4)-H,614.51535,596.50485,578.49425,344.25895,332.25895,332.25895,314.24845,293.24805,289.21785,281.24805,288.23325,251.23755
Cer_NP(t20:1/20:0)-H,636.59365,618.58305,600.57255,366.33725,354.33725,354.33725,336.32665,293.24805,311.29615,281.24805,310.31155,251.23755
Cer_NP(t20:1/20:1)-H,634.57805,616.56745,598.55685,364.32155,352.32155,352.32155,334.31105,293.24805,309.28045,281.24805,308.29585,251.23755
Cer_NP(t20:1/20:2)-H,632.56235,614.55175,596.54115,362.30595,350.30595,350.30595,332.29535,293.24805,307.26485,281.24805,306.28025,251.23755
Cer_NP(t20:1/20:3)-H,630.54665,612.53615,594.52555,360.29025,348.29025,348.29025,330.27965,293.24805,305.24915,281.24805,304.26455,251.23755
Cer_NP(t20:1/20:4)-H,628.53105,610.52045,592.50985,358.27465,346.27465,346.27465,328.26405,293.24805,303.23355,281.24805,302.24895,251.23755
Cer_NP(t20:1/21:0)-H,650.60935,632.59865,614.58815,380.35285,368.35285,368.35285,350.34225,293.24805,325.31175,281.24805,324.32715,251.23755
Cer_NP(t20:1/21:1)-H,648.59365,630.58305,612.57255,378.33725,366.33725,366.33725,348.32665,293.24805,323.29615,281.24805,322.31155,251.23755
Cer_NP(t20:1/21:2)-H,646.57805,628.56745,610.55685,376.32155,364.32155,364.32155,346.31105,293.24805,321.28045,281.24805,320.29585,251.23755
Cer_NP(t20:1/21:3)-H,644.56235,626.55175,608.54115,374.30595,362.30595,362.30595,344.29535,293.24805,319.26485,281.24805,318.28025,251.23755
Cer_NP(t20:1/21:4)-H,642.54665,624.53615,606.52555,372.29025,360.29025,360.29025,342.27965,293.24805,317.24915,281.24805,316.26455,251.23755
Cer_NP(t20:1/22:0)-H,664.62495,646.61435,628.60385,394.36855,382.36855,382.36855,364.35795,293.24805,339.32745,281.24805,338.34285,251.23755
Cer_NP(t20:1/22:1)-H,662.60935,644.59865,626.58815,392.35285,380.35285,380.35285,362.34225,293.24805,337.31175,281.24805,336.32715,251.23755
Cer_NP(t20:1/22:2)-H,660.59365,642.58305,624.57255,390.33725,378.33725,378.33725,360.32665,293.24805,335.29615,281.24805,334.31155,251.23755
Cer_NP(t20:1/22:3)-H,658.57805,640.56745,622.55685,388.32155,376.32155,376.32155,358.31105,293.24805,333.28045,281.24805,332.29585,251.23755
Cer_NP(t20:1/22:4)-H,656.56235,638.55175,620.54115,386.30595,374.30595,374.30595,356.29535,293.24805,331.26485,281.24805,330.28025,251.23755
Cer_NP(t20:1/23:0)-H,678.64055,660.63005,642.61945,408.38415,396.38415,396.38415,378.37355,293.24805,353.34305,281.24805,352.35845,251.23755
Cer_NP(t20:1/23:1)-H,676.62495,658.61435,640.60385,406.36855,394.36855,394.36855,376.35795,293.24805,351.32745,281.24805,350.34285,251.23755
Cer_NP(t20:1/23:2)-H,674.60935,656.59865,638.58815,404.35285,392.35285,392.35285,374.34225,293.24805,349.31175,281.24805,348.32715,251.23755
Cer_NP(t20:1/23:3)-H,672.59365,654.58305,636.57255,402.33725,390.33725,390.33725,372.32665,293.24805,347.29615,281.24805,346.31155,251.23755
Cer_NP(t20:1/23:4)-H,670.57805,652.56745,634.55685,400.32155,388.32155,388.32155,370.31105,293.24805,345.28045,281.24805,344.29585,251.23755
Cer_NP(t20:1/24:0)-H,692.65625,674.64565,656.63505,422.39985,410.39985,410.39985,392.38925,293.24805,367.35875,281.24805,366.37415,251.23755
Cer_NP(t20:1/24:1)-H,690.64055,672.63005,654.61945,420.38415,408.38415,408.38415,390.37355,293.24805,365.34305,281.24805,364.35845,251.23755
Cer_NP(t20:1/24:2)-H,688.62495,670.61435,652.60385,418.36855,406.36855,406.36855,388.35795,293.24805,363.32745,281.24805,362.34285,251.23755
Cer_NP(t20:1/24:3)-H,686.60935,668.59865,650.58815,416.35285,404.35285,404.35285,386.34225,293.24805,361.31175,281.24805,360.32715,251.23755
Cer_NP(t20:1/24:4)-H,684.59365,666.58305,648.57255,414.33725,402.33725,402.33725,384.32665,293.24805,359.29615,281.24805,358.31155,251.23755
Cer_NP(t20:1/25:0)-H,706.67185,688.66135,670.65075,436.41545,424.41545,424.41545,406.40495,293.24805,381.37435,281.24805,380.38985,251.23755
Cer_NP(t20:1/25:1)-H,704.65625,686.64565,668.63505,434.39985,422.39985,422.39985,404.38925,293.24805,379.35875,281.24805,378.37415,251.23755
Cer_NP(t20:1/25:2)-H,702.64055,684.63005,666.61945,432.38415,420.38415,420.38415,402.37355,293.24805,377.34305,281.24805,376.35845,251.23755
Cer_NP(t20:1/25:3)-H,700.62495,682.61435,664.60385,430.36855,418.36855,418.36855,400.35795,293.24805,375.32745,281.24805,374.34285,251.23755
Cer_NP(t20:1/25:4)-H,698.60935,680.59865,662.58815,428.35285,416.35285,416.35285,398.34225,293.24805,373.31175,281.24805,372.32715,251.23755
Cer_NP(t20:1/26:0)-H,720.68755,702.67695,684.66635,450.43115,438.43115,438.43115,420.42055,293.24805,395.39005,281.24805,394.40545,251.23755
Cer_NP(t20:1/26:1)-H,718.67185,700.66135,682.65075,448.41545,436.41545,436.41545,418.40495,293.24805,393.37435,281.24805,392.38985,251.23755
Cer_NP(t20:1/26:2)-H,716.65625,698.64565,680.63505,446.39985,434.39985,434.39985,416.38925,293.24805,391.35875,281.24805,390.37415,251.23755
Cer_NP(t20:1/26:3)-H,714.64055,696.63005,678.61945,444.38415,432.38415,432.38415,414.37355,293.24805,389.34305,281.24805,388.35845,251.23755
Cer_NP(t20:1/26:4)-H,712.62495,694.61435,676.60385,442.36855,430.36855,430.36855,412.35795,293.24805,387.32745,281.24805,386.34285,251.23755
Cer_NP(t20:1/27:0)-H,734.70315,716.69265,698.68205,464.44675,452.44675,452.44675,434.43615,293.24805,409.40565,281.24805,408.42105,251.23755
Cer_NP(t20:1/27:1)-H,732.68755,714.67695,696.66635,462.43115,450.43115,450.43115,432.42055,293.24805,407.39005,281.24805,406.40545,251.23755
Cer_NP(t20:1/27:2)-H,730.67185,712.66135,694.65075,460.41545,448.41545,448.41545,430.40495,293.24805,405.37435,281.24805,404.38985,251.23755
Cer_NP(t20:1/27:3)-H,728.65625,710.64565,692.63505,458.39985,446.39985,446.39985,428.38925,293.24805,403.35875,281.24805,402.37415,251.23755
Cer_NP(t20:1/27:4)-H,726.64055,708.63005,690.61945,456.38415,444.38415,444.38415,426.37355,293.24805,401.34305,281.24805,400.35845,251.23755
Cer_NP(t20:1/28:0)-H,748.71885,730.70825,712.69765,478.46245,466.46245,466.46245,448.45185,293.24805,423.42125,281.24805,422.43675,251.23755
Cer_NP(t20:1/28:1)-H,746.70315,728.69265,710.68205,476.44675,464.44675,464.44675,446.43615,293.24805,421.40565,281.24805,420.42105,251.23755
Cer_NP(t20:1/28:2)-H,744.68755,726.67695,708.66635,474.43115,462.43115,462.43115,444.42055,293.24805,419.39005,281.24805,418.40545,251.23755
Cer_NP(t20:1/28:3)-H,742.67185,724.66135,706.65075,472.41545,460.41545,460.41545,442.40495,293.24805,417.37435,281.24805,416.38985,251.23755
Cer_NP(t20:1/28:4)-H,740.65625,722.64565,704.63505,470.39985,458.39985,458.39985,440.38925,293.24805,415.35875,281.24805,414.37415,251.23755
Cer_NP(t20:1/29:0)-H,762.73445,744.72395,726.71335,492.47805,480.47805,480.47805,462.46745,293.24805,437.43695,281.24805,436.45235,251.23755
Cer_NP(t20:1/29:1)-H,760.71885,742.70825,724.69765,490.46245,478.46245,478.46245,460.45185,293.24805,435.42125,281.24805,434.43675,251.23755
Cer_NP(t20:1/29:2)-H,758.70315,740.69265,722.68205,488.44675,476.44675,476.44675,458.43615,293.24805,433.40565,281.24805,432.42105,251.23755
Cer_NP(t20:1/29:3)-H,756.68755,738.67695,720.66635,486.43115,474.43115,474.43115,456.42055,293.24805,431.39005,281.24805,430.40545,251.23755
Cer_NP(t20:1/29:4)-H,754.67185,736.66135,718.65075,484.41545,472.41545,472.41545,454.40495,293.24805,429.37435,281.24805,428.38985,251.23755
Cer_NP(t20:1/30:0)-H,776.75015,758.73955,740.72905,506.49375,494.49375,494.49375,476.48315,293.24805,451.45265,281.24805,450.46805,251.23755
Cer_NP(t20:1/30:1)-H,774.73445,756.72395,738.71335,504.47805,492.47805,492.47805,474.46745,293.24805,449.43695,281.24805,448.45235,251.23755
Cer_NP(t20:1/30:2)-H,772.71885,754.70825,736.69765,502.46245,490.46245,490.46245,472.45185,293.24805,447.42125,281.24805,446.43675,251.23755
Cer_NP(t20:1/30:3)-H,770.70315,752.69265,734.68205,500.44675,488.44675,488.44675,470.43615,293.24805,445.40565,281.24805,444.42105,251.23755
Cer_NP(t20:1/30:4)-H,768.68755,750.67695,732.66635,498.43115,486.43115,486.43115,468.42055,293.24805,443.39005,281.24805,442.40545,251.23755
Cer_NP(t20:1/31:0)-H,790.76585,772.75525,754.74465,520.50945,508.50935,508.50935,490.49885,293.24805,465.46825,281.24805,464.48375,251.23755
Cer_NP(t20:1/31:1)-H,788.75015,770.73955,752.72905,518.49375,506.49375,506.49375,488.48315,293.24805,463.45265,281.24805,462.46805,251.23755
Cer_NP(t20:1/31:2)-H,786.73445,768.72395,750.71335,516.47805,504.47805,504.47805,486.46745,293.24805,461.43695,281.24805,460.45235,251.23755
Cer_NP(t20:1/31:3)-H,784.71885,766.70825,748.69765,514.46245,502.46245,502.46245,484.45185,293.24805,459.42125,281.24805,458.43675,251.23755
Cer_NP(t20:1/31:4)-H,782.70315,764.69265,746.68205,512.44675,500.44675,500.44675,482.43615,293.24805,457.40565,281.24805,456.42105,251.23755
Cer_NP(t20:1/32:0)-H,804.78145,786.77085,768.76035,534.52505,522.52505,522.52505,504.51445,293.24805,479.48395,281.24805,478.49935,251.23755
Cer_NP(t20:1/32:1)-H,802.76585,784.75525,766.74465,532.50945,520.50945,520.50945,502.49885,293.24805,477.46825,281.24805,476.48375,251.23755
Cer_NP(t20:1/32:2)-H,800.75015,782.73955,764.72905,530.49375,518.49375,518.49375,500.48315,293.24805,475.45265,281.24805,474.46805,251.23755
Cer_NP(t20:1/32:3)-H,798.73445,780.72395,762.71335,528.47805,516.47805,516.47805,498.46745,293.24805,473.43695,281.24805,472.45235,251.23755
Cer_NP(t20:1/32:4)-H,796.71885,778.70825,760.69765,526.46245,514.46245,514.46245,496.45185,293.24805,471.42125,281.24805,470.43675,251.23755
Cer_NP(t20:1/33:0)-H,818.79715,800.78645,782.77595,548.54065,536.54065,536.54065,518.53005,293.24805,493.49955,281.24805,492.51495,251.23755
Cer_NP(t20:1/33:1)-H,816.78145,798.77085,780.76035,546.52505,534.52505,534.52505,516.51445,293.24805,491.48395,281.24805,490.49935,251.23755
Cer_NP(t20:1/33:2)-H,814.76585,796.75525,778.74465,544.50945,532.50945,532.50945,514.49875,293.24805,489.46825,281.24805,488.48375,251.23755
Cer_NP(t20:1/33:3)-H,812.75015,794.73955,776.72905,542.49375,530.49375,530.49375,512.48315,293.24805,487.45265,281.24805,486.46805,251.23755
Cer_NP(t20:1/33:4)-H,810.73445,792.72395,774.71335,540.47805,528.47805,528.47805,510.46745,293.24805,485.43695,281.24805,484.45235,251.23755
Cer_NP(t20:1/34:0)-H,832.81275,814.80215,796.79165,562.55635,550.55635,550.55635,532.54575,293.24805,507.51515,281.24805,506.53065,251.23755
Cer_NP(t20:1/34:1)-H,830.79715,812.78645,794.77595,560.54065,548.54065,548.54065,530.53005,293.24805,505.49955,281.24805,504.51495,251.23755
Cer_NP(t20:1/34:2)-H,828.78145,810.77085,792.76035,558.52505,546.52505,546.52505,528.51445,293.24805,503.48395,281.24805,502.49935,251.23755
Cer_NP(t20:1/34:3)-H,826.76585,808.75525,790.74465,556.50945,544.50945,544.50945,526.49875,293.24805,501.46825,281.24805,500.48375,251.23755
Cer_NP(t20:1/34:4)-H,824.75015,806.73955,788.72905,554.49375,542.49375,542.49375,524.48315,293.24805,499.45265,281.24805,498.46805,251.23755
Cer_NP(t20:1/35:0)-H,846.82835,828.81785,810.80725,576.57195,564.57195,564.57195,546.56145,293.24805,521.53085,281.24805,520.54625,251.23755
Cer_NP(t20:1/35:1)-H,844.81275,826.80215,808.79165,574.55635,562.55635,562.55635,544.54575,293.24805,519.51515,281.24805,518.53065,251.23755
Cer_NP(t20:1/35:2)-H,842.79715,824.78645,806.77595,572.54065,560.54065,560.54065,542.53005,293.24805,517.49955,281.24805,516.51505,251.23755
Cer_NP(t20:1/35:3)-H,840.78145,822.77085,804.76035,570.52505,558.52505,558.52505,540.51445,293.24805,515.48385,281.24805,514.49935,251.23755
Cer_NP(t20:1/35:4)-H,838.76585,820.75525,802.74465,568.50945,556.50945,556.50945,538.49875,293.24805,513.46825,281.24805,512.48375,251.23755
Cer_NP(t20:1/36:0)-H,860.84405,842.83345,824.82285,590.58765,578.58765,578.58765,560.57705,293.24805,535.54655,281.24805,534.56195,251.23755
Cer_NP(t20:1/36:1)-H,858.82835,840.81785,822.80725,588.57195,576.57195,576.57195,558.56145,293.24805,533.53085,281.24805,532.54625,251.23755
Cer_NP(t20:1/36:2)-H,856.81275,838.80215,820.79165,586.55635,574.55635,574.55635,556.54575,293.24805,531.51515,281.24805,530.53065,251.23755
Cer_NP(t20:1/36:3)-H,854.79715,836.78645,818.77595,584.54065,572.54065,572.54065,554.53005,293.24805,529.49955,281.24805,528.51505,251.23755
Cer_NP(t20:1/36:4)-H,852.78145,834.77085,816.76035,582.52505,570.52505,570.52505,552.51445,293.24805,527.48385,281.24805,526.49935,251.23755
Cer_NP(t21:1/14:0)-H,566.51535,548.50485,530.49425,282.24335,270.24335,270.24335,252.23275,307.26375,227.20225,295.26375,226.21765,265.25315
Cer_NP(t21:1/14:1)-H,564.49975,546.48915,528.47855,280.22765,268.22765,268.22765,250.21715,307.26375,225.18655,295.26375,224.20195,265.25315
Cer_NP(t21:1/14:2)-H,562.48405,544.47355,526.46295,278.21205,266.21205,266.21205,248.20145,307.26375,223.17095,295.26375,222.18635,265.25315
Cer_NP(t21:1/14:3)-H,560.46845,542.45785,524.44735,276.19635,264.19635,264.19635,246.18585,307.26375,221.15525,295.26375,220.17065,265.25315
Cer_NP(t21:1/15:0)-H,580.53105,562.52045,544.50985,296.25895,284.25895,284.25895,266.24845,307.26375,241.21785,295.26375,240.23325,265.25315
Cer_NP(t21:1/15:1)-H,578.51535,560.50485,542.49425,294.24335,282.24335,282.24335,264.23275,307.26375,239.20225,295.26375,238.21765,265.25315
Cer_NP(t21:1/15:2)-H,576.49975,558.48915,540.47855,292.22765,280.22765,280.22765,262.21715,307.26375,237.18655,295.26375,236.20195,265.25315
Cer_NP(t21:1/15:3)-H,574.48405,556.47355,538.46295,290.21205,278.21205,278.21205,260.20145,307.26375,235.17095,295.26375,234.18635,265.25315
Cer_NP(t21:1/16:0)-H,594.54665,576.53615,558.52555,310.27465,298.27465,298.27465,280.26405,307.26375,255.23355,295.26375,254.24895,265.25315
Cer_NP(t21:1/16:1)-H,592.53105,574.52045,556.50985,308.25895,296.25895,296.25895,278.24845,307.26375,253.21785,295.26375,252.23325,265.25315
Cer_NP(t21:1/16:2)-H,590.51535,572.50485,554.49425,306.24335,294.24335,294.24335,276.23275,307.26375,251.20225,295.26375,250.21765,265.25315
Cer_NP(t21:1/16:3)-H,588.49975,570.48915,552.47855,304.22765,292.22765,292.22765,274.21715,307.26375,249.18655,295.26375,248.20195,265.25315
Cer_NP(t21:1/16:4)-H,586.48405,568.47355,550.46295,302.21205,290.21205,290.21205,272.20145,307.26375,247.17095,295.26375,246.18635,265.25315
Cer_NP(t21:1/17:0)-H,608.56235,590.55175,572.54115,324.29025,312.29025,312.29025,294.27965,307.26375,269.24915,295.26375,268.26455,265.25315
Cer_NP(t21:1/17:1)-H,606.54665,588.53615,570.52555,322.27465,310.27465,310.27465,292.26405,307.26375,267.23355,295.26375,266.24895,265.25315
Cer_NP(t21:1/17:2)-H,604.53105,586.52045,568.50985,320.25895,308.25895,308.25895,290.24845,307.26375,265.21785,295.26375,264.23325,265.25315
Cer_NP(t21:1/17:3)-H,602.51535,584.50485,566.49425,318.24335,306.24335,306.24335,288.23275,307.26375,263.20225,295.26375,262.21765,265.25315
Cer_NP(t21:1/18:0)-H,622.57805,604.56745,586.55685,338.30595,326.30595,326.30595,308.29535,307.26375,283.26485,295.26375,282.28025,265.25315
Cer_NP(t21:1/18:1)-H,620.56235,602.55175,584.54115,336.29025,324.29025,324.29025,306.27965,307.26375,281.24915,295.26375,280.26455,265.25315
Cer_NP(t21:1/18:2)-H,618.54665,600.53615,582.52555,334.27465,322.27465,322.27465,304.26405,307.26375,279.23355,295.26375,278.24895,265.25315
Cer_NP(t21:1/18:3)-H,616.53105,598.52045,580.50985,332.25895,320.25895,320.25895,302.24845,307.26375,277.21785,295.26375,276.23325,265.25315
Cer_NP(t21:1/18:4)-H,614.51535,596.50485,578.49425,330.24335,318.24335,318.24335,300.23275,307.26375,275.20225,295.26375,274.21765,265.25315
Cer_NP(t21:1/19:0)-H,636.59365,618.58305,600.57255,352.32155,340.32155,340.32155,322.31105,307.26375,297.28045,295.26375,296.29585,265.25315
Cer_NP(t21:1/19:1)-H,634.57805,616.56745,598.55685,350.30595,338.30595,338.30595,320.29535,307.26375,295.26485,295.26375,294.28025,265.25315
Cer_NP(t21:1/19:2)-H,632.56235,614.55175,596.54115,348.29025,336.29025,336.29025,318.27965,307.26375,293.24915,295.26375,292.26455,265.25315
Cer_NP(t21:1/19:3)-H,630.54665,612.53615,594.52555,346.27465,334.27465,334.27465,316.26405,307.26375,291.23355,295.26375,290.24895,265.25315
Cer_NP(t21:1/19:4)-H,628.53105,610.52045,592.50985,344.25895,332.25895,332.25895,314.24845,307.26375,289.21785,295.26375,288.23325,265.25315
Cer_NP(t21:1/20:0)-H,650.60935,632.59865,614.58815,366.33725,354.33725,354.33725,336.32665,307.26375,311.29615,295.26375,310.31155,265.25315
Cer_NP(t21:1/20:1)-H,648.59365,630.58305,612.57255,364.32155,352.32155,352.32155,334.31105,307.26375,309.28045,295.26375,308.29585,265.25315
Cer_NP(t21:1/20:2)-H,646.57805,628.56745,610.55685,362.30595,350.30595,350.30595,332.29535,307.26375,307.26485,295.26375,306.28025,265.25315
Cer_NP(t21:1/20:3)-H,644.56235,626.55175,608.54115,360.29025,348.29025,348.29025,330.27965,307.26375,305.24915,295.26375,304.26455,265.25315
Cer_NP(t21:1/20:4)-H,642.54665,624.53615,606.52555,358.27465,346.27465,346.27465,328.26405,307.26375,303.23355,295.26375,302.24895,265.25315
Cer_NP(t21:1/21:0)-H,664.62495,646.61435,628.60385,380.35285,368.35285,368.35285,350.34225,307.26375,325.31175,295.26375,324.32715,265.25315
Cer_NP(t21:1/21:1)-H,662.60935,644.59865,626.58815,378.33725,366.33725,366.33725,348.32665,307.26375,323.29615,295.26375,322.31155,265.25315
Cer_NP(t21:1/21:2)-H,660.59365,642.58305,624.57255,376.32155,364.32155,364.32155,346.31105,307.26375,321.28045,295.26375,320.29585,265.25315
Cer_NP(t21:1/21:3)-H,658.57805,640.56745,622.55685,374.30595,362.30595,362.30595,344.29535,307.26375,319.26485,295.26375,318.28025,265.25315
Cer_NP(t21:1/21:4)-H,656.56235,638.55175,620.54115,372.29025,360.29025,360.29025,342.27965,307.26375,317.24915,295.26375,316.26455,265.25315
Cer_NP(t21:1/22:0)-H,678.64055,660.63005,642.61945,394.36855,382.36855,382.36855,364.35795,307.26375,339.32745,295.26375,338.34285,265.25315
Cer_NP(t21:1/22:1)-H,676.62495,658.61435,640.60385,392.35285,380.35285,380.35285,362.34225,307.26375,337.31175,295.26375,336.32715,265.25315
Cer_NP(t21:1/22:2)-H,674.60935,656.59865,638.58815,390.33725,378.33725,378.33725,360.32665,307.26375,335.29615,295.26375,334.31155,265.25315
Cer_NP(t21:1/22:3)-H,672.59365,654.58305,636.57255,388.32155,376.32155,376.32155,358.31105,307.26375,333.28045,295.26375,332.29585,265.25315
Cer_NP(t21:1/22:4)-H,670.57805,652.56745,634.55685,386.30595,374.30595,374.30595,356.29535,307.26375,331.26485,295.26375,330.28025,265.25315
Cer_NP(t21:1/23:0)-H,692.65625,674.64565,656.63505,408.38415,396.38415,396.38415,378.37355,307.26375,353.34305,295.26375,352.35845,265.25315
Cer_NP(t21:1/23:1)-H,690.64055,672.63005,654.61945,406.36855,394.36855,394.36855,376.35795,307.26375,351.32745,295.26375,350.34285,265.25315
Cer_NP(t21:1/23:2)-H,688.62495,670.61435,652.60385,404.35285,392.35285,392.35285,374.34225,307.26375,349.31175,295.26375,348.32715,265.25315
Cer_NP(t21:1/23:3)-H,686.60935,668.59865,650.58815,402.33725,390.33725,390.33725,372.32665,307.26375,347.29615,295.26375,346.31155,265.25315
Cer_NP(t21:1/23:4)-H,684.59365,666.58305,648.57255,400.32155,388.32155,388.32155,370.31105,307.26375,345.28045,295.26375,344.29585,265.25315
Cer_NP(t21:1/24:0)-H,706.67185,688.66135,670.65075,422.39985,410.39985,410.39985,392.38925,307.26375,367.35875,295.26375,366.37415,265.25315
Cer_NP(t21:1/24:1)-H,704.65625,686.64565,668.63505,420.38415,408.38415,408.38415,390.37355,307.26375,365.34305,295.26375,364.35845,265.25315
Cer_NP(t21:1/24:2)-H,702.64055,684.63005,666.61945,418.36855,406.36855,406.36855,388.35795,307.26375,363.32745,295.26375,362.34285,265.25315
Cer_NP(t21:1/24:3)-H,700.62495,682.61435,664.60385,416.35285,404.35285,404.35285,386.34225,307.26375,361.31175,295.26375,360.32715,265.25315
Cer_NP(t21:1/24:4)-H,698.60935,680.59865,662.58815,414.33725,402.33725,402.33725,384.32665,307.26375,359.29615,295.26375,358.31155,265.25315
Cer_NP(t21:1/25:0)-H,720.68755,702.67695,684.66635,436.41545,424.41545,424.41545,406.40495,307.26375,381.37435,295.26375,380.38985,265.25315
Cer_NP(t21:1/25:1)-H,718.67185,700.66135,682.65075,434.39985,422.39985,422.39985,404.38925,307.26375,379.35875,295.26375,378.37415,265.25315
Cer_NP(t21:1/25:2)-H,716.65625,698.64565,680.63505,432.38415,420.38415,420.38415,402.37355,307.26375,377.34305,295.26375,376.35845,265.25315
Cer_NP(t21:1/25:3)-H,714.64055,696.63005,678.61945,430.36855,418.36855,418.36855,400.35795,307.26375,375.32745,295.26375,374.34285,265.25315
Cer_NP(t21:1/25:4)-H,712.62495,694.61435,676.60385,428.35285,416.35285,416.35285,398.34225,307.26375,373.31175,295.26375,372.32715,265.25315
Cer_NP(t21:1/26:0)-H,734.70315,716.69265,698.68205,450.43115,438.43115,438.43115,420.42055,307.26375,395.39005,295.26375,394.40545,265.25315
Cer_NP(t21:1/26:1)-H,732.68755,714.67695,696.66635,448.41545,436.41545,436.41545,418.40495,307.26375,393.37435,295.26375,392.38985,265.25315
Cer_NP(t21:1/26:2)-H,730.67185,712.66135,694.65075,446.39985,434.39985,434.39985,416.38925,307.26375,391.35875,295.26375,390.37415,265.25315
