Cer_NP,[M-H]-,[M-H2O-H]-,[M-2H2O-H]-,[FAA+C3H5O-H]-,[FAA+C2H5O-H]-,[FAA+C2H5O-H]-,[FAA+C2H3-H]-,[Sph-CH9NO-H]-,[FA+O-H]-,[Sph-C2H9NO-H]-,[FAA-H]-,[Sph-C3H11NO2-H]-
Cer_NP(t21:1/26:3)-H,728.65625,710.64565,692.63505,444.38415,432.38415,432.38415,414.37355,307.26375,389.34305,295.26375,388.35845,265.25315
Cer_NP(t21:1/26:4)-H,726.64055,708.63005,690.61945,442.36855,430.36855,430.36855,412.35795,307.26375,387.32745,295.26375,386.34285,265.25315
Cer_NP(t21:1/27:0)-H,748.71885,730.70825,712.69765,464.44675,452.44675,452.44675,434.43615,307.26375,409.40565,295.26375,408.42105,265.25315
Cer_NP(t21:1/27:1)-H,746.70315,728.69265,710.68205,462.43115,450.43115,450.43115,432.42055,307.26375,407.39005,295.26375,406.40545,265.25315
Cer_NP(t21:1/27:2)-H,744.68755,726.67695,708.66635,460.41545,448.41545,448.41545,430.40495,307.26375,405.37435,295.26375,404.38985,265.25315
Cer_NP(t21:1/27:3)-H,742.67185,724.66135,706.65075,458.39985,446.39985,446.39985,428.38925,307.26375,403.35875,295.26375,402.37415,265.25315
Cer_NP(t21:1/27:4)-H,740.65625,722.64565,704.63505,456.38415,444.38415,444.38415,426.37355,307.26375,401.34305,295.26375,400.35845,265.25315
Cer_NP(t21:1/28:0)-H,762.73445,744.72395,726.71335,478.46245,466.46245,466.46245,448.45185,307.26375,423.42125,295.26375,422.43675,265.25315
Cer_NP(t21:1/28:1)-H,760.71885,742.70825,724.69765,476.44675,464.44675,464.44675,446.43615,307.26375,421.40565,295.26375,420.42105,265.25315
Cer_NP(t21:1/28:2)-H,758.70315,740.69265,722.68205,474.43115,462.43115,462.43115,444.42055,307.26375,419.39005,295.26375,418.40545,265.25315
Cer_NP(t21:1/28:3)-H,756.68755,738.67695,720.66635,472.41545,460.41545,460.41545,442.40495,307.26375,417.37435,295.26375,416.38985,265.25315
Cer_NP(t21:1/28:4)-H,754.67185,736.66135,718.65075,470.39985,458.39985,458.39985,440.38925,307.26375,415.35875,295.26375,414.37415,265.25315
Cer_NP(t21:1/29:0)-H,776.75015,758.73955,740.72905,492.47805,480.47805,480.47805,462.46745,307.26375,437.43695,295.26375,436.45235,265.25315
Cer_NP(t21:1/29:1)-H,774.73445,756.72395,738.71335,490.46245,478.46245,478.46245,460.45185,307.26375,435.42125,295.26375,434.43675,265.25315
Cer_NP(t21:1/29:2)-H,772.71885,754.70825,736.69765,488.44675,476.44675,476.44675,458.43615,307.26375,433.40565,295.26375,432.42105,265.25315
Cer_NP(t21:1/29:3)-H,770.70315,752.69265,734.68205,486.43115,474.43115,474.43115,456.42055,307.26375,431.39005,295.26375,430.40545,265.25315
Cer_NP(t21:1/29:4)-H,768.68755,750.67695,732.66635,484.41545,472.41545,472.41545,454.40495,307.26375,429.37435,295.26375,428.38985,265.25315
Cer_NP(t21:1/30:0)-H,790.76585,772.75525,754.74465,506.49375,494.49375,494.49375,476.48315,307.26375,451.45265,295.26375,450.46805,265.25315
Cer_NP(t21:1/30:1)-H,788.75015,770.73955,752.72905,504.47805,492.47805,492.47805,474.46745,307.26375,449.43695,295.26375,448.45235,265.25315
Cer_NP(t21:1/30:2)-H,786.73445,768.72395,750.71335,502.46245,490.46245,490.46245,472.45185,307.26375,447.42125,295.26375,446.43675,265.25315
Cer_NP(t21:1/30:3)-H,784.71885,766.70825,748.69765,500.44675,488.44675,488.44675,470.43615,307.26375,445.40565,295.26375,444.42105,265.25315
Cer_NP(t21:1/30:4)-H,782.70315,764.69265,746.68205,498.43115,486.43115,486.43115,468.42055,307.26375,443.39005,295.26375,442.40545,265.25315
Cer_NP(t21:1/31:0)-H,804.78145,786.77085,768.76035,520.50945,508.50935,508.50935,490.49885,307.26375,465.46825,295.26375,464.48375,265.25315
Cer_NP(t21:1/31:1)-H,802.76585,784.75525,766.74465,518.49375,506.49375,506.49375,488.48315,307.26375,463.45265,295.26375,462.46805,265.25315
Cer_NP(t21:1/31:2)-H,800.75015,782.73955,764.72905,516.47805,504.47805,504.47805,486.46745,307.26375,461.43695,295.26375,460.45235,265.25315
Cer_NP(t21:1/31:3)-H,798.73445,780.72395,762.71335,514.46245,502.46245,502.46245,484.45185,307.26375,459.42125,295.26375,458.43675,265.25315
Cer_NP(t21:1/31:4)-H,796.71885,778.70825,760.69765,512.44675,500.44675,500.44675,482.43615,307.26375,457.40565,295.26375,456.42105,265.25315
Cer_NP(t21:1/32:0)-H,818.79715,800.78645,782.77595,534.52505,522.52505,522.52505,504.51445,307.26375,479.48395,295.26375,478.49935,265.25315
Cer_NP(t21:1/32:1)-H,816.78145,798.77085,780.76035,532.50945,520.50945,520.50945,502.49885,307.26375,477.46825,295.26375,476.48375,265.25315
Cer_NP(t21:1/32:2)-H,814.76585,796.75525,778.74465,530.49375,518.49375,518.49375,500.48315,307.26375,475.45265,295.26375,474.46805,265.25315
Cer_NP(t21:1/32:3)-H,812.75015,794.73955,776.72905,528.47805,516.47805,516.47805,498.46745,307.26375,473.43695,295.26375,472.45235,265.25315
Cer_NP(t21:1/32:4)-H,810.73445,792.72395,774.71335,526.46245,514.46245,514.46245,496.45185,307.26375,471.42125,295.26375,470.43675,265.25315
Cer_NP(t21:1/33:0)-H,832.81275,814.80215,796.79165,548.54065,536.54065,536.54065,518.53005,307.26375,493.49955,295.26375,492.51495,265.25315
Cer_NP(t21:1/33:1)-H,830.79715,812.78645,794.77595,546.52505,534.52505,534.52505,516.51445,307.26375,491.48395,295.26375,490.49935,265.25315
Cer_NP(t21:1/33:2)-H,828.78145,810.77085,792.76035,544.50945,532.50945,532.50945,514.49875,307.26375,489.46825,295.26375,488.48375,265.25315
Cer_NP(t21:1/33:3)-H,826.76585,808.75525,790.74465,542.49375,530.49375,530.49375,512.48315,307.26375,487.45265,295.26375,486.46805,265.25315
Cer_NP(t21:1/33:4)-H,824.75015,806.73955,788.72905,540.47805,528.47805,528.47805,510.46745,307.26375,485.43695,295.26375,484.45235,265.25315
Cer_NP(t21:1/34:0)-H,846.82835,828.81785,810.80725,562.55635,550.55635,550.55635,532.54575,307.26375,507.51515,295.26375,506.53065,265.25315
Cer_NP(t21:1/34:1)-H,844.81275,826.80215,808.79165,560.54065,548.54065,548.54065,530.53005,307.26375,505.49955,295.26375,504.51495,265.25315
Cer_NP(t21:1/34:2)-H,842.79715,824.78645,806.77595,558.52505,546.52505,546.52505,528.51445,307.26375,503.48395,295.26375,502.49935,265.25315
Cer_NP(t21:1/34:3)-H,840.78145,822.77085,804.76035,556.50945,544.50945,544.50945,526.49875,307.26375,501.46825,295.26375,500.48375,265.25315
Cer_NP(t21:1/34:4)-H,838.76585,820.75525,802.74465,554.49375,542.49375,542.49375,524.48315,307.26375,499.45265,295.26375,498.46805,265.25315
Cer_NP(t21:1/35:0)-H,860.84405,842.83345,824.82285,576.57195,564.57195,564.57195,546.56145,307.26375,521.53085,295.26375,520.54625,265.25315
Cer_NP(t21:1/35:1)-H,858.82835,840.81785,822.80725,574.55635,562.55635,562.55635,544.54575,307.26375,519.51515,295.26375,518.53065,265.25315
Cer_NP(t21:1/35:2)-H,856.81275,838.80215,820.79165,572.54065,560.54065,560.54065,542.53005,307.26375,517.49955,295.26375,516.51505,265.25315
Cer_NP(t21:1/35:3)-H,854.79715,836.78645,818.77595,570.52505,558.52505,558.52505,540.51445,307.26375,515.48385,295.26375,514.49935,265.25315
Cer_NP(t21:1/35:4)-H,852.78145,834.77085,816.76035,568.50945,556.50945,556.50945,538.49875,307.26375,513.46825,295.26375,512.48375,265.25315
Cer_NP(t21:1/36:0)-H,874.85965,856.84915,838.83855,590.58765,578.58765,578.58765,560.57705,307.26375,535.54655,295.26375,534.56195,265.25315
Cer_NP(t21:1/36:1)-H,872.84405,854.83345,836.82285,588.57195,576.57195,576.57195,558.56145,307.26375,533.53085,295.26375,532.54625,265.25315
Cer_NP(t21:1/36:2)-H,870.82835,852.81785,834.80725,586.55635,574.55635,574.55635,556.54575,307.26375,531.51515,295.26375,530.53065,265.25315
Cer_NP(t21:1/36:3)-H,868.81275,850.80215,832.79165,584.54065,572.54065,572.54065,554.53005,307.26375,529.49955,295.26375,528.51505,265.25315
Cer_NP(t21:1/36:4)-H,866.79715,848.78645,830.77595,582.52505,570.52505,570.52505,552.51445,307.26375,527.48385,295.26375,526.49935,265.25315
Cer_NP(t22:1/14:0)-H,580.53105,562.52045,544.50985,282.24335,270.24335,270.24335,252.23275,321.27935,227.20225,309.27935,226.21765,279.26875
Cer_NP(t22:1/14:1)-H,578.51535,560.50485,542.49425,280.22765,268.22765,268.22765,250.21715,321.27935,225.18655,309.27935,224.20195,279.26875
Cer_NP(t22:1/14:2)-H,576.49975,558.48915,540.47855,278.21205,266.21205,266.21205,248.20145,321.27935,223.17095,309.27935,222.18635,279.26875
Cer_NP(t22:1/14:3)-H,574.48405,556.47355,538.46295,276.19635,264.19635,264.19635,246.18585,321.27935,221.15525,309.27935,220.17065,279.26875
Cer_NP(t22:1/15:0)-H,594.54665,576.53615,558.52555,296.25895,284.25895,284.25895,266.24845,321.27935,241.21785,309.27935,240.23325,279.26875
Cer_NP(t22:1/15:1)-H,592.53105,574.52045,556.50985,294.24335,282.24335,282.24335,264.23275,321.27935,239.20225,309.27935,238.21765,279.26875
Cer_NP(t22:1/15:2)-H,590.51535,572.50485,554.49425,292.22765,280.22765,280.22765,262.21715,321.27935,237.18655,309.27935,236.20195,279.26875
Cer_NP(t22:1/15:3)-H,588.49975,570.48915,552.47855,290.21205,278.21205,278.21205,260.20145,321.27935,235.17095,309.27935,234.18635,279.26875
Cer_NP(t22:1/16:0)-H,608.56235,590.55175,572.54115,310.27465,298.27465,298.27465,280.26405,321.27935,255.23355,309.27935,254.24895,279.26875
Cer_NP(t22:1/16:1)-H,606.54665,588.53615,570.52555,308.25895,296.25895,296.25895,278.24845,321.27935,253.21785,309.27935,252.23325,279.26875
Cer_NP(t22:1/16:2)-H,604.53105,586.52045,568.50985,306.24335,294.24335,294.24335,276.23275,321.27935,251.20225,309.27935,250.21765,279.26875
Cer_NP(t22:1/16:3)-H,602.51535,584.50485,566.49425,304.22765,292.22765,292.22765,274.21715,321.27935,249.18655,309.27935,248.20195,279.26875
Cer_NP(t22:1/16:4)-H,600.49975,582.48915,564.47855,302.21205,290.21205,290.21205,272.20145,321.27935,247.17095,309.27935,246.18635,279.26875
Cer_NP(t22:1/17:0)-H,622.57805,604.56745,586.55685,324.29025,312.29025,312.29025,294.27965,321.27935,269.24915,309.27935,268.26455,279.26875
Cer_NP(t22:1/17:1)-H,620.56235,602.55175,584.54115,322.27465,310.27465,310.27465,292.26405,321.27935,267.23355,309.27935,266.24895,279.26875
Cer_NP(t22:1/17:2)-H,618.54665,600.53615,582.52555,320.25895,308.25895,308.25895,290.24845,321.27935,265.21785,309.27935,264.23325,279.26875
Cer_NP(t22:1/17:3)-H,616.53105,598.52045,580.50985,318.24335,306.24335,306.24335,288.23275,321.27935,263.20225,309.27935,262.21765,279.26875
Cer_NP(t22:1/18:0)-H,636.59365,618.58305,600.57255,338.30595,326.30595,326.30595,308.29535,321.27935,283.26485,309.27935,282.28025,279.26875
Cer_NP(t22:1/18:1)-H,634.57805,616.56745,598.55685,336.29025,324.29025,324.29025,306.27965,321.27935,281.24915,309.27935,280.26455,279.26875
Cer_NP(t22:1/18:2)-H,632.56235,614.55175,596.54115,334.27465,322.27465,322.27465,304.26405,321.27935,279.23355,309.27935,278.24895,279.26875
Cer_NP(t22:1/18:3)-H,630.54665,612.53615,594.52555,332.25895,320.25895,320.25895,302.24845,321.27935,277.21785,309.27935,276.23325,279.26875
Cer_NP(t22:1/18:4)-H,628.53105,610.52045,592.50985,330.24335,318.24335,318.24335,300.23275,321.27935,275.20225,309.27935,274.21765,279.26875
Cer_NP(t22:1/19:0)-H,650.60935,632.59865,614.58815,352.32155,340.32155,340.32155,322.31105,321.27935,297.28045,309.27935,296.29585,279.26875
Cer_NP(t22:1/19:1)-H,648.59365,630.58305,612.57255,350.30595,338.30595,338.30595,320.29535,321.27935,295.26485,309.27935,294.28025,279.26875
Cer_NP(t22:1/19:2)-H,646.57805,628.56745,610.55685,348.29025,336.29025,336.29025,318.27965,321.27935,293.24915,309.27935,292.26455,279.26875
Cer_NP(t22:1/19:3)-H,644.56235,626.55175,608.54115,346.27465,334.27465,334.27465,316.26405,321.27935,291.23355,309.27935,290.24895,279.26875
Cer_NP(t22:1/19:4)-H,642.54665,624.53615,606.52555,344.25895,332.25895,332.25895,314.24845,321.27935,289.21785,309.27935,288.23325,279.26875
Cer_NP(t22:1/20:0)-H,664.62495,646.61435,628.60385,366.33725,354.33725,354.33725,336.32665,321.27935,311.29615,309.27935,310.31155,279.26875
Cer_NP(t22:1/20:1)-H,662.60935,644.59865,626.58815,364.32155,352.32155,352.32155,334.31105,321.27935,309.28045,309.27935,308.29585,279.26875
Cer_NP(t22:1/20:2)-H,660.59365,642.58305,624.57255,362.30595,350.30595,350.30595,332.29535,321.27935,307.26485,309.27935,306.28025,279.26875
Cer_NP(t22:1/20:3)-H,658.57805,640.56745,622.55685,360.29025,348.29025,348.29025,330.27965,321.27935,305.24915,309.27935,304.26455,279.26875
Cer_NP(t22:1/20:4)-H,656.56235,638.55175,620.54115,358.27465,346.27465,346.27465,328.26405,321.27935,303.23355,309.27935,302.24895,279.26875
Cer_NP(t22:1/21:0)-H,678.64055,660.63005,642.61945,380.35285,368.35285,368.35285,350.34225,321.27935,325.31175,309.27935,324.32715,279.26875
Cer_NP(t22:1/21:1)-H,676.62495,658.61435,640.60385,378.33725,366.33725,366.33725,348.32665,321.27935,323.29615,309.27935,322.31155,279.26875
Cer_NP(t22:1/21:2)-H,674.60935,656.59865,638.58815,376.32155,364.32155,364.32155,346.31105,321.27935,321.28045,309.27935,320.29585,279.26875
Cer_NP(t22:1/21:3)-H,672.59365,654.58305,636.57255,374.30595,362.30595,362.30595,344.29535,321.27935,319.26485,309.27935,318.28025,279.26875
Cer_NP(t22:1/21:4)-H,670.57805,652.56745,634.55685,372.29025,360.29025,360.29025,342.27965,321.27935,317.24915,309.27935,316.26455,279.26875
Cer_NP(t22:1/22:0)-H,692.65625,674.64565,656.63505,394.36855,382.36855,382.36855,364.35795,321.27935,339.32745,309.27935,338.34285,279.26875
Cer_NP(t22:1/22:1)-H,690.64055,672.63005,654.61945,392.35285,380.35285,380.35285,362.34225,321.27935,337.31175,309.27935,336.32715,279.26875
Cer_NP(t22:1/22:2)-H,688.62495,670.61435,652.60385,390.33725,378.33725,378.33725,360.32665,321.27935,335.29615,309.27935,334.31155,279.26875
Cer_NP(t22:1/22:3)-H,686.60935,668.59865,650.58815,388.32155,376.32155,376.32155,358.31105,321.27935,333.28045,309.27935,332.29585,279.26875
Cer_NP(t22:1/22:4)-H,684.59365,666.58305,648.57255,386.30595,374.30595,374.30595,356.29535,321.27935,331.26485,309.27935,330.28025,279.26875
Cer_NP(t22:1/23:0)-H,706.67185,688.66135,670.65075,408.38415,396.38415,396.38415,378.37355,321.27935,353.34305,309.27935,352.35845,279.26875
Cer_NP(t22:1/23:1)-H,704.65625,686.64565,668.63505,406.36855,394.36855,394.36855,376.35795,321.27935,351.32745,309.27935,350.34285,279.26875
Cer_NP(t22:1/23:2)-H,702.64055,684.63005,666.61945,404.35285,392.35285,392.35285,374.34225,321.27935,349.31175,309.27935,348.32715,279.26875
Cer_NP(t22:1/23:3)-H,700.62495,682.61435,664.60385,402.33725,390.33725,390.33725,372.32665,321.27935,347.29615,309.27935,346.31155,279.26875
Cer_NP(t22:1/23:4)-H,698.60935,680.59865,662.58815,400.32155,388.32155,388.32155,370.31105,321.27935,345.28045,309.27935,344.29585,279.26875
Cer_NP(t22:1/24:0)-H,720.68755,702.67695,684.66635,422.39985,410.39985,410.39985,392.38925,321.27935,367.35875,309.27935,366.37415,279.26875
Cer_NP(t22:1/24:1)-H,718.67185,700.66135,682.65075,420.38415,408.38415,408.38415,390.37355,321.27935,365.34305,309.27935,364.35845,279.26875
Cer_NP(t22:1/24:2)-H,716.65625,698.64565,680.63505,418.36855,406.36855,406.36855,388.35795,321.27935,363.32745,309.27935,362.34285,279.26875
Cer_NP(t22:1/24:3)-H,714.64055,696.63005,678.61945,416.35285,404.35285,404.35285,386.34225,321.27935,361.31175,309.27935,360.32715,279.26875
Cer_NP(t22:1/24:4)-H,712.62495,694.61435,676.60385,414.33725,402.33725,402.33725,384.32665,321.27935,359.29615,309.27935,358.31155,279.26875
Cer_NP(t22:1/25:0)-H,734.70315,716.69265,698.68205,436.41545,424.41545,424.41545,406.40495,321.27935,381.37435,309.27935,380.38985,279.26875
Cer_NP(t22:1/25:1)-H,732.68755,714.67695,696.66635,434.39985,422.39985,422.39985,404.38925,321.27935,379.35875,309.27935,378.37415,279.26875
Cer_NP(t22:1/25:2)-H,730.67185,712.66135,694.65075,432.38415,420.38415,420.38415,402.37355,321.27935,377.34305,309.27935,376.35845,279.26875
Cer_NP(t22:1/25:3)-H,728.65625,710.64565,692.63505,430.36855,418.36855,418.36855,400.35795,321.27935,375.32745,309.27935,374.34285,279.26875
Cer_NP(t22:1/25:4)-H,726.64055,708.63005,690.61945,428.35285,416.35285,416.35285,398.34225,321.27935,373.31175,309.27935,372.32715,279.26875
Cer_NP(t22:1/26:0)-H,748.71885,730.70825,712.69765,450.43115,438.43115,438.43115,420.42055,321.27935,395.39005,309.27935,394.40545,279.26875
Cer_NP(t22:1/26:1)-H,746.70315,728.69265,710.68205,448.41545,436.41545,436.41545,418.40495,321.27935,393.37435,309.27935,392.38985,279.26875
Cer_NP(t22:1/26:2)-H,744.68755,726.67695,708.66635,446.39985,434.39985,434.39985,416.38925,321.27935,391.35875,309.27935,390.37415,279.26875
Cer_NP(t22:1/26:3)-H,742.67185,724.66135,706.65075,444.38415,432.38415,432.38415,414.37355,321.27935,389.34305,309.27935,388.35845,279.26875
Cer_NP(t22:1/26:4)-H,740.65625,722.64565,704.63505,442.36855,430.36855,430.36855,412.35795,321.27935,387.32745,309.27935,386.34285,279.26875
Cer_NP(t22:1/27:0)-H,762.73445,744.72395,726.71335,464.44675,452.44675,452.44675,434.43615,321.27935,409.40565,309.27935,408.42105,279.26875
Cer_NP(t22:1/27:1)-H,760.71885,742.70825,724.69765,462.43115,450.43115,450.43115,432.42055,321.27935,407.39005,309.27935,406.40545,279.26875
Cer_NP(t22:1/27:2)-H,758.70315,740.69265,722.68205,460.41545,448.41545,448.41545,430.40495,321.27935,405.37435,309.27935,404.38985,279.26875
Cer_NP(t22:1/27:3)-H,756.68755,738.67695,720.66635,458.39985,446.39985,446.39985,428.38925,321.27935,403.35875,309.27935,402.37415,279.26875
Cer_NP(t22:1/27:4)-H,754.67185,736.66135,718.65075,456.38415,444.38415,444.38415,426.37355,321.27935,401.34305,309.27935,400.35845,279.26875
Cer_NP(t22:1/28:0)-H,776.75015,758.73955,740.72905,478.46245,466.46245,466.46245,448.45185,321.27935,423.42125,309.27935,422.43675,279.26875
Cer_NP(t22:1/28:1)-H,774.73445,756.72395,738.71335,476.44675,464.44675,464.44675,446.43615,321.27935,421.40565,309.27935,420.42105,279.26875
Cer_NP(t22:1/28:2)-H,772.71885,754.70825,736.69765,474.43115,462.43115,462.43115,444.42055,321.27935,419.39005,309.27935,418.40545,279.26875
Cer_NP(t22:1/28:3)-H,770.70315,752.69265,734.68205,472.41545,460.41545,460.41545,442.40495,321.27935,417.37435,309.27935,416.38985,279.26875
Cer_NP(t22:1/28:4)-H,768.68755,750.67695,732.66635,470.39985,458.39985,458.39985,440.38925,321.27935,415.35875,309.27935,414.37415,279.26875
Cer_NP(t22:1/29:0)-H,790.76585,772.75525,754.74465,492.47805,480.47805,480.47805,462.46745,321.27935,437.43695,309.27935,436.45235,279.26875
Cer_NP(t22:1/29:1)-H,788.75015,770.73955,752.72905,490.46245,478.46245,478.46245,460.45185,321.27935,435.42125,309.27935,434.43675,279.26875
Cer_NP(t22:1/29:2)-H,786.73445,768.72395,750.71335,488.44675,476.44675,476.44675,458.43615,321.27935,433.40565,309.27935,432.42105,279.26875
Cer_NP(t22:1/29:3)-H,784.71885,766.70825,748.69765,486.43115,474.43115,474.43115,456.42055,321.27935,431.39005,309.27935,430.40545,279.26875
Cer_NP(t22:1/29:4)-H,782.70315,764.69265,746.68205,484.41545,472.41545,472.41545,454.40495,321.27935,429.37435,309.27935,428.38985,279.26875
Cer_NP(t22:1/30:0)-H,804.78145,786.77085,768.76035,506.49375,494.49375,494.49375,476.48315,321.27935,451.45265,309.27935,450.46805,279.26875
Cer_NP(t22:1/30:1)-H,802.76585,784.75525,766.74465,504.47805,492.47805,492.47805,474.46745,321.27935,449.43695,309.27935,448.45235,279.26875
Cer_NP(t22:1/30:2)-H,800.75015,782.73955,764.72905,502.46245,490.46245,490.46245,472.45185,321.27935,447.42125,309.27935,446.43675,279.26875
Cer_NP(t22:1/30:3)-H,798.73445,780.72395,762.71335,500.44675,488.44675,488.44675,470.43615,321.27935,445.40565,309.27935,444.42105,279.26875
Cer_NP(t22:1/30:4)-H,796.71885,778.70825,760.69765,498.43115,486.43115,486.43115,468.42055,321.27935,443.39005,309.27935,442.40545,279.26875
Cer_NP(t22:1/31:0)-H,818.79715,800.78645,782.77595,520.50945,508.50935,508.50935,490.49885,321.27935,465.46825,309.27935,464.48375,279.26875
Cer_NP(t22:1/31:1)-H,816.78145,798.77085,780.76035,518.49375,506.49375,506.49375,488.48315,321.27935,463.45265,309.27935,462.46805,279.26875
Cer_NP(t22:1/31:2)-H,814.76585,796.75525,778.74465,516.47805,504.47805,504.47805,486.46745,321.27935,461.43695,309.27935,460.45235,279.26875
Cer_NP(t22:1/31:3)-H,812.75015,794.73955,776.72905,514.46245,502.46245,502.46245,484.45185,321.27935,459.42125,309.27935,458.43675,279.26875
Cer_NP(t22:1/31:4)-H,810.73445,792.72395,774.71335,512.44675,500.44675,500.44675,482.43615,321.27935,457.40565,309.27935,456.42105,279.26875
Cer_NP(t22:1/32:0)-H,832.81275,814.80215,796.79165,534.52505,522.52505,522.52505,504.51445,321.27935,479.48395,309.27935,478.49935,279.26875
Cer_NP(t22:1/32:1)-H,830.79715,812.78645,794.77595,532.50945,520.50945,520.50945,502.49885,321.27935,477.46825,309.27935,476.48375,279.26875
Cer_NP(t22:1/32:2)-H,828.78145,810.77085,792.76035,530.49375,518.49375,518.49375,500.48315,321.27935,475.45265,309.27935,474.46805,279.26875
Cer_NP(t22:1/32:3)-H,826.76585,808.75525,790.74465,528.47805,516.47805,516.47805,498.46745,321.27935,473.43695,309.27935,472.45235,279.26875
Cer_NP(t22:1/32:4)-H,824.75015,806.73955,788.72905,526.46245,514.46245,514.46245,496.45185,321.27935,471.42125,309.27935,470.43675,279.26875
Cer_NP(t22:1/33:0)-H,846.82835,828.81785,810.80725,548.54065,536.54065,536.54065,518.53005,321.27935,493.49955,309.27935,492.51495,279.26875
