Plasmanyl-PC,[M+H]+,MH-PC,NL_sn1_ether,NL_sn1_59,NL_sn2_acyl,sn2_NL_H2O,LPC_T2_H,RCOO+58_T2,RCO_T2,PC_Head
Plasmanyl-PC(O-24:0/26:0)+H,972.8718576,789.8058176,620.5014926,561.4279926,594.4857776,576.4752176,636.49629,453.43023,379.394,184.07332
Plasmanyl-PC(O-24:1/8:0)+H,718.5745576,535.5085176,368.2197926,309.1462926,592.4701776,574.4596176,384.21459,201.14853,127.1123,184.07332
Plasmanyl-PC(O-24:1/10:0)+H,746.6058576,563.5398176,396.2510926,337.1775926,592.4701776,574.4596176,412.24589,229.17983,155.1436,184.07332
Plasmanyl-PC(O-24:1/12:0)+H,774.6371576,591.5711176,424.2823926,365.2088926,592.4701776,574.4596176,440.27719,257.21113,183.1749,184.07332
Plasmanyl-PC(O-24:1/13:0)+H,788.6528576,605.5868176,438.2980926,379.2245926,592.4701776,574.4596176,454.29289,271.22683,197.1906,184.07332
Plasmanyl-PC(O-24:1/14:0)+H,802.6684576,619.6024176,452.3136926,393.2401926,592.4701776,574.4596176,468.30849,285.24243,211.2062,184.07332
Plasmanyl-PC(O-24:1/14:1)+H,800.6528576,617.5868176,450.2980926,391.2245926,592.4701776,574.4596176,466.29289,283.22683,209.1906,184.07332
Plasmanyl-PC(O-24:1/15:0)+H,816.6841576,633.6181176,466.3293926,407.2558926,592.4701776,574.4596176,482.32419,299.25813,225.2219,184.07332
Plasmanyl-PC(O-24:1/15:1)+H,814.6684576,631.6024176,464.3136926,405.2401926,592.4701776,574.4596176,480.30849,297.24243,223.2062,184.07332
Plasmanyl-PC(O-24:1/16:0)+H,830.6997576,647.6337176,480.3449926,421.2714926,592.4701776,574.4596176,496.33979,313.27373,239.2375,184.07332
Plasmanyl-PC(O-24:1/16:1)+H,828.6841576,645.6181176,478.3293926,419.2558926,592.4701776,574.4596176,494.32419,311.25813,237.2219,184.07332
Plasmanyl-PC(O-24:1/17:0)+H,844.7154576,661.6494176,494.3606926,435.2871926,592.4701776,574.4596176,510.35549,327.28943,253.2532,184.07332
Plasmanyl-PC(O-24:1/17:1)+H,842.6997576,659.6337176,492.3449926,433.2714926,592.4701776,574.4596176,508.33979,325.27373,251.2375,184.07332
Plasmanyl-PC(O-24:1/17:2)+H,840.6841576,657.6181176,490.3293926,431.2558926,592.4701776,574.4596176,506.32419,323.25813,249.2219,184.07332
Plasmanyl-PC(O-24:1/18:0)+H,858.7310576,675.6650176,508.3762926,449.3027926,592.4701776,574.4596176,524.37109,341.30503,267.2688,184.07332
Plasmanyl-PC(O-24:1/18:1)+H,856.7154576,673.6494176,506.3606926,447.2871926,592.4701776,574.4596176,522.35549,339.28943,265.2532,184.07332
Plasmanyl-PC(O-24:1/18:2)+H,854.6997576,671.6337176,504.3449926,445.2714926,592.4701776,574.4596176,520.33979,337.27373,263.2375,184.07332
Plasmanyl-PC(O-24:1/18:3)+H,852.6841576,669.6181176,502.3293926,443.2558926,592.4701776,574.4596176,518.32419,335.25813,261.2219,184.07332
Plasmanyl-PC(O-24:1/18:4)+H,850.6684576,667.6024176,500.3136926,441.2401926,592.4701776,574.4596176,516.30849,333.24243,259.2062,184.07332
Plasmanyl-PC(O-24:1/19:0)+H,872.7467576,689.6807176,522.3919926,463.3184926,592.4701776,574.4596176,538.38679,355.32073,281.2845,184.07332
Plasmanyl-PC(O-24:1/20:0)+H,886.7623576,703.6963176,536.4075926,477.3340926,592.4701776,574.4596176,552.40239,369.33633,295.3001,184.07332
Plasmanyl-PC(O-24:1/20:1)+H,884.7467576,701.6807176,534.3919926,475.3184926,592.4701776,574.4596176,550.38679,367.32073,293.2845,184.07332
Plasmanyl-PC(O-24:1/20:2)+H,882.7310576,699.6650176,532.3762926,473.3027926,592.4701776,574.4596176,548.37109,365.30503,291.2688,184.07332
Plasmanyl-PC(O-24:1/20:3)+H,880.7154576,697.6494176,530.3606926,471.2871926,592.4701776,574.4596176,546.35549,363.28943,289.2532,184.07332
Plasmanyl-PC(O-24:1/20:4)+H,878.6997576,695.6337176,528.3449926,469.2714926,592.4701776,574.4596176,544.33979,361.27373,287.2375,184.07332
Plasmanyl-PC(O-24:1/20:5)+H,876.6841576,693.6181176,526.3293926,467.2558926,592.4701776,574.4596176,542.32419,359.25813,285.2219,184.07332
Plasmanyl-PC(O-24:1/21:0)+H,900.7780576,717.7120176,550.4232926,491.3497926,592.4701776,574.4596176,566.41809,383.35203,309.3158,184.07332
Plasmanyl-PC(O-24:1/22:0)+H,914.7936576,731.7276176,564.4388926,505.3653926,592.4701776,574.4596176,580.43369,397.36763,323.3314,184.07332
Plasmanyl-PC(O-24:1/22:1)+H,912.7780576,729.7120176,562.4232926,503.3497926,592.4701776,574.4596176,578.41809,395.35203,321.3158,184.07332
Plasmanyl-PC(O-24:1/22:2)+H,910.7623576,727.6963176,560.4075926,501.3340926,592.4701776,574.4596176,576.40239,393.33633,319.3001,184.07332
Plasmanyl-PC(O-24:1/22:3)+H,908.7467576,725.6807176,558.3919926,499.3184926,592.4701776,574.4596176,574.38679,391.32073,317.2845,184.07332
Plasmanyl-PC(O-24:1/22:4)+H,906.7310576,723.6650176,556.3762926,497.3027926,592.4701776,574.4596176,572.37109,389.30503,315.2688,184.07332
Plasmanyl-PC(O-24:1/22:5)+H,904.7154576,721.6494176,554.3606926,495.2871926,592.4701776,574.4596176,570.35549,387.28943,313.2532,184.07332
Plasmanyl-PC(O-24:1/22:6)+H,902.6997576,719.6337176,552.3449926,493.2714926,592.4701776,574.4596176,568.33979,385.27373,311.2375,184.07332
Plasmanyl-PC(O-24:1/23:0)+H,928.8093576,745.7433176,578.4545926,519.3810926,592.4701776,574.4596176,594.44939,411.38333,337.3471,184.07332
Plasmanyl-PC(O-24:1/24:0)+H,942.8249576,759.7589176,592.4701926,533.3966926,592.4701776,574.4596176,608.46499,425.39893,351.3627,184.07332
Plasmanyl-PC(O-24:1/24:1)+H,940.8093576,757.7433176,590.4545926,531.3810926,592.4701776,574.4596176,606.44939,423.38333,349.3471,184.07332
Plasmanyl-PC(O-24:1/25:0)+H,956.8406576,773.7746176,606.4858926,547.4123926,592.4701776,574.4596176,622.48069,439.41463,365.3784,184.07332
Plasmanyl-PC(O-24:1/26:0)+H,970.8562576,787.7902176,620.5014926,561.4279926,592.4701776,574.4596176,636.49629,453.43023,379.394,184.07332
Plasmanyl-PC(O-24:2/8:0)+H,716.5589576,533.4929176,368.2197926,309.1462926,590.4545776,572.4440176,384.21459,201.14853,127.1123,184.07332
Plasmanyl-PC(O-24:2/10:0)+H,744.5902576,561.5242176,396.2510926,337.1775926,590.4545776,572.4440176,412.24589,229.17983,155.1436,184.07332
Plasmanyl-PC(O-24:2/12:0)+H,772.6215576,589.5555176,424.2823926,365.2088926,590.4545776,572.4440176,440.27719,257.21113,183.1749,184.07332
Plasmanyl-PC(O-24:2/13:0)+H,786.6372576,603.5712176,438.2980926,379.2245926,590.4545776,572.4440176,454.29289,271.22683,197.1906,184.07332
Plasmanyl-PC(O-24:2/14:0)+H,800.6528576,617.5868176,452.3136926,393.2401926,590.4545776,572.4440176,468.30849,285.24243,211.2062,184.07332
Plasmanyl-PC(O-24:2/14:1)+H,798.6372576,615.5712176,450.2980926,391.2245926,590.4545776,572.4440176,466.29289,283.22683,209.1906,184.07332
Plasmanyl-PC(O-24:2/15:0)+H,814.6685576,631.6025176,466.3293926,407.2558926,590.4545776,572.4440176,482.32419,299.25813,225.2219,184.07332
Plasmanyl-PC(O-24:2/15:1)+H,812.6528576,629.5868176,464.3136926,405.2401926,590.4545776,572.4440176,480.30849,297.24243,223.2062,184.07332
Plasmanyl-PC(O-24:2/16:0)+H,828.6841576,645.6181176,480.3449926,421.2714926,590.4545776,572.4440176,496.33979,313.27373,239.2375,184.07332
Plasmanyl-PC(O-24:2/16:1)+H,826.6685576,643.6025176,478.3293926,419.2558926,590.4545776,572.4440176,494.32419,311.25813,237.2219,184.07332
Plasmanyl-PC(O-24:2/17:0)+H,842.6998576,659.6338176,494.3606926,435.2871926,590.4545776,572.4440176,510.35549,327.28943,253.2532,184.07332
Plasmanyl-PC(O-24:2/17:1)+H,840.6841576,657.6181176,492.3449926,433.2714926,590.4545776,572.4440176,508.33979,325.27373,251.2375,184.07332
Plasmanyl-PC(O-24:2/17:2)+H,838.6685576,655.6025176,490.3293926,431.2558926,590.4545776,572.4440176,506.32419,323.25813,249.2219,184.07332
Plasmanyl-PC(O-24:2/18:0)+H,856.7154576,673.6494176,508.3762926,449.3027926,590.4545776,572.4440176,524.37109,341.30503,267.2688,184.07332
Plasmanyl-PC(O-24:2/18:1)+H,854.6998576,671.6338176,506.3606926,447.2871926,590.4545776,572.4440176,522.35549,339.28943,265.2532,184.07332
Plasmanyl-PC(O-24:2/18:2)+H,852.6841576,669.6181176,504.3449926,445.2714926,590.4545776,572.4440176,520.33979,337.27373,263.2375,184.07332
Plasmanyl-PC(O-24:2/18:3)+H,850.6685576,667.6025176,502.3293926,443.2558926,590.4545776,572.4440176,518.32419,335.25813,261.2219,184.07332
Plasmanyl-PC(O-24:2/18:4)+H,848.6528576,665.5868176,500.3136926,441.2401926,590.4545776,572.4440176,516.30849,333.24243,259.2062,184.07332
Plasmanyl-PC(O-24:2/19:0)+H,870.7311576,687.6651176,522.3919926,463.3184926,590.4545776,572.4440176,538.38679,355.32073,281.2845,184.07332
Plasmanyl-PC(O-24:2/20:0)+H,884.7467576,701.6807176,536.4075926,477.3340926,590.4545776,572.4440176,552.40239,369.33633,295.3001,184.07332
Plasmanyl-PC(O-24:2/20:1)+H,882.7311576,699.6651176,534.3919926,475.3184926,590.4545776,572.4440176,550.38679,367.32073,293.2845,184.07332
Plasmanyl-PC(O-24:2/20:2)+H,880.7154576,697.6494176,532.3762926,473.3027926,590.4545776,572.4440176,548.37109,365.30503,291.2688,184.07332
Plasmanyl-PC(O-24:2/20:3)+H,878.6998576,695.6338176,530.3606926,471.2871926,590.4545776,572.4440176,546.35549,363.28943,289.2532,184.07332
Plasmanyl-PC(O-24:2/20:4)+H,876.6841576,693.6181176,528.3449926,469.2714926,590.4545776,572.4440176,544.33979,361.27373,287.2375,184.07332
Plasmanyl-PC(O-24:2/20:5)+H,874.6685576,691.6025176,526.3293926,467.2558926,590.4545776,572.4440176,542.32419,359.25813,285.2219,184.07332
Plasmanyl-PC(O-24:2/21:0)+H,898.7624576,715.6964176,550.4232926,491.3497926,590.4545776,572.4440176,566.41809,383.35203,309.3158,184.07332
Plasmanyl-PC(O-24:2/22:0)+H,912.7780576,729.7120176,564.4388926,505.3653926,590.4545776,572.4440176,580.43369,397.36763,323.3314,184.07332
Plasmanyl-PC(O-24:2/22:1)+H,910.7624576,727.6964176,562.4232926,503.3497926,590.4545776,572.4440176,578.41809,395.35203,321.3158,184.07332
Plasmanyl-PC(O-24:2/22:2)+H,908.7467576,725.6807176,560.4075926,501.3340926,590.4545776,572.4440176,576.40239,393.33633,319.3001,184.07332
Plasmanyl-PC(O-24:2/22:3)+H,906.7311576,723.6651176,558.3919926,499.3184926,590.4545776,572.4440176,574.38679,391.32073,317.2845,184.07332
Plasmanyl-PC(O-24:2/22:4)+H,904.7154576,721.6494176,556.3762926,497.3027926,590.4545776,572.4440176,572.37109,389.30503,315.2688,184.07332
Plasmanyl-PC(O-24:2/22:5)+H,902.6998576,719.6338176,554.3606926,495.2871926,590.4545776,572.4440176,570.35549,387.28943,313.2532,184.07332
Plasmanyl-PC(O-24:2/22:6)+H,900.6841576,717.6181176,552.3449926,493.2714926,590.4545776,572.4440176,568.33979,385.27373,311.2375,184.07332
Plasmanyl-PC(O-24:2/23:0)+H,926.7937576,743.7277176,578.4545926,519.3810926,590.4545776,572.4440176,594.44939,411.38333,337.3471,184.07332
Plasmanyl-PC(O-24:2/24:0)+H,940.8093576,757.7433176,592.4701926,533.3966926,590.4545776,572.4440176,608.46499,425.39893,351.3627,184.07332
Plasmanyl-PC(O-24:2/24:1)+H,938.7937576,755.7277176,590.4545926,531.3810926,590.4545776,572.4440176,606.44939,423.38333,349.3471,184.07332
Plasmanyl-PC(O-24:2/25:0)+H,954.8250576,771.7590176,606.4858926,547.4123926,590.4545776,572.4440176,622.48069,439.41463,365.3784,184.07332
Plasmanyl-PC(O-24:2/26:0)+H,968.8406576,785.7746176,620.5014926,561.4279926,590.4545776,572.4440176,636.49629,453.43023,379.394,184.07332
