AcylGlcADG,[M-H]-,[FA2-H]-,[FA3-H]-,[FA1-H]-
AcylGlcADG(16:0_22:6_12:0)-H,997.6985,327.233,199.1704,255.233
AcylGlcADG(16:0_22:6_14:0)-H,1025.73,327.233,227.2017,255.233
AcylGlcADG(16:0_22:6_14:1)-H,1023.714,327.233,225.186,255.233
AcylGlcADG(16:0_22:6_16:0)-H,1053.761,327.233,255.233,255.233
AcylGlcADG(16:0_22:6_16:1)-H,1051.745,327.233,253.2173,255.233
AcylGlcADG(16:0_22:6_16:2)-H,1049.73,327.233,251.2017,255.233
AcylGlcADG(16:0_22:6_16:3)-H,1047.714,327.233,249.186,255.233
AcylGlcADG(16:0_22:6_16:4)-H,1045.699,327.233,247.1704,255.233
AcylGlcADG(16:0_22:6_18:0)-H,1081.792,327.233,283.2643,255.233
AcylGlcADG(16:0_22:6_18:1)-H,1079.777,327.233,281.2486,255.233
AcylGlcADG(16:0_22:6_18:2)-H,1077.761,327.233,279.233,255.233
AcylGlcADG(16:0_22:6_18:3)-H,1075.745,327.233,277.2173,255.233
AcylGlcADG(16:0_22:6_18:4)-H,1073.73,327.233,275.2017,255.233
AcylGlcADG(16:0_22:6_18:5)-H,1071.714,327.233,273.186,255.233
AcylGlcADG(16:0_22:6_20:0)-H,1109.824,327.233,311.2956,255.233
AcylGlcADG(16:0_22:6_20:1)-H,1107.808,327.233,309.2799,255.233
AcylGlcADG(16:0_22:6_20:2)-H,1105.792,327.233,307.2643,255.233
AcylGlcADG(16:0_22:6_20:3)-H,1103.777,327.233,305.2486,255.233
AcylGlcADG(16:0_22:6_20:4)-H,1101.761,327.233,303.233,255.233
AcylGlcADG(16:0_22:6_20:5)-H,1099.745,327.233,301.2173,255.233
AcylGlcADG(16:0_22:6_22:0)-H,1137.855,327.233,339.3269,255.233
AcylGlcADG(16:0_22:6_22:1)-H,1135.839,327.233,337.3112,255.233
AcylGlcADG(16:0_22:6_22:2)-H,1133.824,327.233,335.2956,255.233
AcylGlcADG(16:0_22:6_22:3)-H,1131.808,327.233,333.2799,255.233
AcylGlcADG(16:0_22:6_22:4)-H,1129.792,327.233,331.2643,255.233
AcylGlcADG(16:0_22:6_22:5)-H,1127.777,327.233,329.2486,255.233
AcylGlcADG(16:0_22:6_22:6)-H,1125.761,327.233,327.233,255.233
AcylGlcADG(16:1_16:1_12:0)-H,921.6672,253.2173,199.1704,253.2173
AcylGlcADG(16:1_16:1_14:0)-H,949.6985,253.2173,227.2017,253.2173
AcylGlcADG(16:1_16:1_14:1)-H,947.6829,253.2173,225.186,253.2173
AcylGlcADG(16:1_16:1_16:0)-H,977.7299,253.2173,255.233,253.2173
AcylGlcADG(16:1_16:1_16:1)-H,975.7142,253.2173,253.2173,253.2173
AcylGlcADG(16:1_16:1_16:2)-H,973.6985,253.2173,251.2017,253.2173
AcylGlcADG(16:1_16:1_16:3)-H,971.6829,253.2173,249.186,253.2173
AcylGlcADG(16:1_16:1_16:4)-H,969.6672,253.2173,247.1704,253.2173
AcylGlcADG(16:1_16:1_18:0)-H,1005.761,253.2173,283.2643,253.2173
AcylGlcADG(16:1_16:1_18:1)-H,1003.745,253.2173,281.2486,253.2173
AcylGlcADG(16:1_16:1_18:2)-H,1001.73,253.2173,279.233,253.2173
AcylGlcADG(16:1_16:1_18:3)-H,999.7142,253.2173,277.2173,253.2173
AcylGlcADG(16:1_16:1_18:4)-H,997.6985,253.2173,275.2017,253.2173
AcylGlcADG(16:1_16:1_18:5)-H,995.6829,253.2173,273.186,253.2173
AcylGlcADG(16:1_16:1_20:0)-H,1033.792,253.2173,311.2956,253.2173
AcylGlcADG(16:1_16:1_20:1)-H,1031.777,253.2173,309.2799,253.2173
AcylGlcADG(16:1_16:1_20:2)-H,1029.761,253.2173,307.2643,253.2173
AcylGlcADG(16:1_16:1_20:3)-H,1027.745,253.2173,305.2486,253.2173
AcylGlcADG(16:1_16:1_20:4)-H,1025.73,253.2173,303.233,253.2173
AcylGlcADG(16:1_16:1_20:5)-H,1023.714,253.2173,301.2173,253.2173
AcylGlcADG(16:1_16:1_22:0)-H,1061.824,253.2173,339.3269,253.2173
AcylGlcADG(16:1_16:1_22:1)-H,1059.808,253.2173,337.3112,253.2173
AcylGlcADG(16:1_16:1_22:2)-H,1057.792,253.2173,335.2956,253.2173
AcylGlcADG(16:1_16:1_22:3)-H,1055.777,253.2173,333.2799,253.2173
AcylGlcADG(16:1_16:1_22:4)-H,1053.761,253.2173,331.2643,253.2173
AcylGlcADG(16:1_16:1_22:5)-H,1051.745,253.2173,329.2486,253.2173
AcylGlcADG(16:1_16:1_22:6)-H,1049.73,253.2173,327.233,253.2173
AcylGlcADG(16:1_16:2_12:0)-H,919.6516,251.2017,199.1704,253.2173
AcylGlcADG(16:1_16:2_14:0)-H,947.6829,251.2017,227.2017,253.2173
AcylGlcADG(16:1_16:2_14:1)-H,945.6672,251.2017,225.186,253.2173
AcylGlcADG(16:1_16:2_16:0)-H,975.7142,251.2017,255.233,253.2173
AcylGlcADG(16:1_16:2_16:1)-H,973.6985,251.2017,253.2173,253.2173
AcylGlcADG(16:1_16:2_16:2)-H,971.6829,251.2017,251.2017,253.2173
AcylGlcADG(16:1_16:2_16:3)-H,969.6672,251.2017,249.186,253.2173
AcylGlcADG(16:1_16:2_16:4)-H,967.6516,251.2017,247.1704,253.2173
AcylGlcADG(16:1_16:2_18:0)-H,1003.745,251.2017,283.2643,253.2173
AcylGlcADG(16:1_16:2_18:1)-H,1001.73,251.2017,281.2486,253.2173
AcylGlcADG(16:1_16:2_18:2)-H,999.7142,251.2017,279.233,253.2173
AcylGlcADG(16:1_16:2_18:3)-H,997.6985,251.2017,277.2173,253.2173
AcylGlcADG(16:1_16:2_18:4)-H,995.6829,251.2017,275.2017,253.2173
AcylGlcADG(16:1_16:2_18:5)-H,993.6672,251.2017,273.186,253.2173
AcylGlcADG(16:1_16:2_20:0)-H,1031.777,251.2017,311.2956,253.2173
AcylGlcADG(16:1_16:2_20:1)-H,1029.761,251.2017,309.2799,253.2173
AcylGlcADG(16:1_16:2_20:2)-H,1027.745,251.2017,307.2643,253.2173
AcylGlcADG(16:1_16:2_20:3)-H,1025.73,251.2017,305.2486,253.2173
AcylGlcADG(16:1_16:2_20:4)-H,1023.714,251.2017,303.233,253.2173
AcylGlcADG(16:1_16:2_20:5)-H,1021.699,251.2017,301.2173,253.2173
AcylGlcADG(16:1_16:2_22:0)-H,1059.808,251.2017,339.3269,253.2173
AcylGlcADG(16:1_16:2_22:1)-H,1057.792,251.2017,337.3112,253.2173
AcylGlcADG(16:1_16:2_22:2)-H,1055.777,251.2017,335.2956,253.2173
AcylGlcADG(16:1_16:2_22:3)-H,1053.761,251.2017,333.2799,253.2173
AcylGlcADG(16:1_16:2_22:4)-H,1051.745,251.2017,331.2643,253.2173
AcylGlcADG(16:1_16:2_22:5)-H,1049.73,251.2017,329.2486,253.2173
AcylGlcADG(16:1_16:2_22:6)-H,1047.714,251.2017,327.233,253.2173
AcylGlcADG(16:1_16:3_12:0)-H,917.6359,249.186,199.1704,253.2173
AcylGlcADG(16:1_16:3_14:0)-H,945.6672,249.186,227.2017,253.2173
AcylGlcADG(16:1_16:3_14:1)-H,943.6516,249.186,225.186,253.2173
AcylGlcADG(16:1_16:3_16:0)-H,973.6985,249.186,255.233,253.2173
AcylGlcADG(16:1_16:3_16:1)-H,971.6829,249.186,253.2173,253.2173
AcylGlcADG(16:1_16:3_16:2)-H,969.6672,249.186,251.2017,253.2173
AcylGlcADG(16:1_16:3_16:3)-H,967.6516,249.186,249.186,253.2173
AcylGlcADG(16:1_16:3_16:4)-H,965.6359,249.186,247.1704,253.2173
AcylGlcADG(16:1_16:3_18:0)-H,1001.73,249.186,283.2643,253.2173
AcylGlcADG(16:1_16:3_18:1)-H,999.7142,249.186,281.2486,253.2173
AcylGlcADG(16:1_16:3_18:2)-H,997.6985,249.186,279.233,253.2173
AcylGlcADG(16:1_16:3_18:3)-H,995.6829,249.186,277.2173,253.2173
AcylGlcADG(16:1_16:3_18:4)-H,993.6672,249.186,275.2017,253.2173
AcylGlcADG(16:1_16:3_18:5)-H,991.6516,249.186,273.186,253.2173
AcylGlcADG(16:1_16:3_20:0)-H,1029.761,249.186,311.2956,253.2173
AcylGlcADG(16:1_16:3_20:1)-H,1027.745,249.186,309.2799,253.2173
AcylGlcADG(16:1_16:3_20:2)-H,1025.73,249.186,307.2643,253.2173
AcylGlcADG(16:1_16:3_20:3)-H,1023.714,249.186,305.2486,253.2173
AcylGlcADG(16:1_16:3_20:4)-H,1021.699,249.186,303.233,253.2173
AcylGlcADG(16:1_16:3_20:5)-H,1019.683,249.186,301.2173,253.2173
AcylGlcADG(16:1_16:3_22:0)-H,1057.792,249.186,339.3269,253.2173
AcylGlcADG(16:1_16:3_22:1)-H,1055.777,249.186,337.3112,253.2173
AcylGlcADG(16:1_16:3_22:2)-H,1053.761,249.186,335.2956,253.2173
AcylGlcADG(16:1_16:3_22:3)-H,1051.745,249.186,333.2799,253.2173
AcylGlcADG(16:1_16:3_22:4)-H,1049.73,249.186,331.2643,253.2173
AcylGlcADG(16:1_16:3_22:5)-H,1047.714,249.186,329.2486,253.2173
AcylGlcADG(16:1_16:3_22:6)-H,1045.699,249.186,327.233,253.2173
AcylGlcADG(16:1_16:4_12:0)-H,915.6203,247.1704,199.1704,253.2173
AcylGlcADG(16:1_16:4_14:0)-H,943.6516,247.1704,227.2017,253.2173
AcylGlcADG(16:1_16:4_14:1)-H,941.6359,247.1704,225.186,253.2173
AcylGlcADG(16:1_16:4_16:0)-H,971.6829,247.1704,255.233,253.2173
AcylGlcADG(16:1_16:4_16:1)-H,969.6672,247.1704,253.2173,253.2173
AcylGlcADG(16:1_16:4_16:2)-H,967.6516,247.1704,251.2017,253.2173
AcylGlcADG(16:1_16:4_16:3)-H,965.6359,247.1704,249.186,253.2173
AcylGlcADG(16:1_16:4_16:4)-H,963.6203,247.1704,247.1704,253.2173
AcylGlcADG(16:1_16:4_18:0)-H,999.7142,247.1704,283.2643,253.2173
AcylGlcADG(16:1_16:4_18:1)-H,997.6985,247.1704,281.2486,253.2173
AcylGlcADG(16:1_16:4_18:2)-H,995.6829,247.1704,279.233,253.2173
AcylGlcADG(16:1_16:4_18:3)-H,993.6672,247.1704,277.2173,253.2173
AcylGlcADG(16:1_16:4_18:4)-H,991.6516,247.1704,275.2017,253.2173
AcylGlcADG(16:1_16:4_18:5)-H,989.6359,247.1704,273.186,253.2173
AcylGlcADG(16:1_16:4_20:0)-H,1027.745,247.1704,311.2956,253.2173
AcylGlcADG(16:1_16:4_20:1)-H,1025.73,247.1704,309.2799,253.2173
AcylGlcADG(16:1_16:4_20:2)-H,1023.714,247.1704,307.2643,253.2173
AcylGlcADG(16:1_16:4_20:3)-H,1021.699,247.1704,305.2486,253.2173
AcylGlcADG(16:1_16:4_20:4)-H,1019.683,247.1704,303.233,253.2173
AcylGlcADG(16:1_16:4_20:5)-H,1017.667,247.1704,301.2173,253.2173
AcylGlcADG(16:1_16:4_22:0)-H,1055.777,247.1704,339.3269,253.2173
AcylGlcADG(16:1_16:4_22:1)-H,1053.761,247.1704,337.3112,253.2173
AcylGlcADG(16:1_16:4_22:2)-H,1051.745,247.1704,335.2956,253.2173
AcylGlcADG(16:1_16:4_22:3)-H,1049.73,247.1704,333.2799,253.2173
AcylGlcADG(16:1_16:4_22:4)-H,1047.714,247.1704,331.2643,253.2173
AcylGlcADG(16:1_16:4_22:5)-H,1045.699,247.1704,329.2486,253.2173
AcylGlcADG(16:1_16:4_22:6)-H,1043.683,247.1704,327.233,253.2173
AcylGlcADG(16:1_18:0_12:0)-H,951.7142,283.2643,199.1704,253.2173
AcylGlcADG(16:1_18:0_14:0)-H,979.7455,283.2643,227.2017,253.2173
AcylGlcADG(16:1_18:0_14:1)-H,977.7299,283.2643,225.186,253.2173
AcylGlcADG(16:1_18:0_16:0)-H,1007.777,283.2643,255.233,253.2173
AcylGlcADG(16:1_18:0_16:1)-H,1005.761,283.2643,253.2173,253.2173
AcylGlcADG(16:1_18:0_16:2)-H,1003.745,283.2643,251.2017,253.2173
AcylGlcADG(16:1_18:0_16:3)-H,1001.73,283.2643,249.186,253.2173
AcylGlcADG(16:1_18:0_16:4)-H,999.7142,283.2643,247.1704,253.2173
AcylGlcADG(16:1_18:0_18:0)-H,1035.808,283.2643,283.2643,253.2173
AcylGlcADG(16:1_18:0_18:1)-H,1033.792,283.2643,281.2486,253.2173
AcylGlcADG(16:1_18:0_18:2)-H,1031.777,283.2643,279.233,253.2173
AcylGlcADG(16:1_18:0_18:3)-H,1029.761,283.2643,277.2173,253.2173
AcylGlcADG(16:1_18:0_18:4)-H,1027.745,283.2643,275.2017,253.2173
AcylGlcADG(16:1_18:0_18:5)-H,1025.73,283.2643,273.186,253.2173
AcylGlcADG(16:1_18:0_20:0)-H,1063.839,283.2643,311.2956,253.2173
AcylGlcADG(16:1_18:0_20:1)-H,1061.824,283.2643,309.2799,253.2173
AcylGlcADG(16:1_18:0_20:2)-H,1059.808,283.2643,307.2643,253.2173
AcylGlcADG(16:1_18:0_20:3)-H,1057.792,283.2643,305.2486,253.2173
AcylGlcADG(16:1_18:0_20:4)-H,1055.777,283.2643,303.233,253.2173
AcylGlcADG(16:1_18:0_20:5)-H,1053.761,283.2643,301.2173,253.2173
AcylGlcADG(16:1_18:0_22:0)-H,1091.871,283.2643,339.3269,253.2173
AcylGlcADG(16:1_18:0_22:1)-H,1089.855,283.2643,337.3112,253.2173
AcylGlcADG(16:1_18:0_22:2)-H,1087.839,283.2643,335.2956,253.2173
AcylGlcADG(16:1_18:0_22:3)-H,1085.824,283.2643,333.2799,253.2173
AcylGlcADG(16:1_18:0_22:4)-H,1083.808,283.2643,331.2643,253.2173
AcylGlcADG(16:1_18:0_22:5)-H,1081.792,283.2643,329.2486,253.2173
AcylGlcADG(16:1_18:0_22:6)-H,1079.777,283.2643,327.233,253.2173
AcylGlcADG(16:1_18:1_12:0)-H,949.6985,281.2486,199.1704,253.2173
AcylGlcADG(16:1_18:1_14:0)-H,977.7299,281.2486,227.2017,253.2173
AcylGlcADG(16:1_18:1_14:1)-H,975.7142,281.2486,225.186,253.2173
AcylGlcADG(16:1_18:1_16:0)-H,1005.761,281.2486,255.233,253.2173
AcylGlcADG(16:1_18:1_16:1)-H,1003.745,281.2486,253.2173,253.2173
AcylGlcADG(16:1_18:1_16:2)-H,1001.73,281.2486,251.2017,253.2173
AcylGlcADG(16:1_18:1_16:3)-H,999.7142,281.2486,249.186,253.2173
AcylGlcADG(16:1_18:1_16:4)-H,997.6985,281.2486,247.1704,253.2173
AcylGlcADG(16:1_18:1_18:0)-H,1033.792,281.2486,283.2643,253.2173
AcylGlcADG(16:1_18:1_18:1)-H,1031.777,281.2486,281.2486,253.2173
AcylGlcADG(16:1_18:1_18:2)-H,1029.761,281.2486,279.233,253.2173
AcylGlcADG(16:1_18:1_18:3)-H,1027.745,281.2486,277.2173,253.2173
AcylGlcADG(16:1_18:1_18:4)-H,1025.73,281.2486,275.2017,253.2173
AcylGlcADG(16:1_18:1_18:5)-H,1023.714,281.2486,273.186,253.2173
AcylGlcADG(16:1_18:1_20:0)-H,1061.824,281.2486,311.2956,253.2173
AcylGlcADG(16:1_18:1_20:1)-H,1059.808,281.2486,309.2799,253.2173
AcylGlcADG(16:1_18:1_20:2)-H,1057.792,281.2486,307.2643,253.2173
AcylGlcADG(16:1_18:1_20:3)-H,1055.777,281.2486,305.2486,253.2173
AcylGlcADG(16:1_18:1_20:4)-H,1053.761,281.2486,303.233,253.2173
AcylGlcADG(16:1_18:1_20:5)-H,1051.745,281.2486,301.2173,253.2173
AcylGlcADG(16:1_18:1_22:0)-H,1089.855,281.2486,339.3269,253.2173
AcylGlcADG(16:1_18:1_22:1)-H,1087.839,281.2486,337.3112,253.2173
AcylGlcADG(16:1_18:1_22:2)-H,1085.824,281.2486,335.2956,253.2173
AcylGlcADG(16:1_18:1_22:3)-H,1083.808,281.2486,333.2799,253.2173
AcylGlcADG(16:1_18:1_22:4)-H,1081.792,281.2486,331.2643,253.2173
AcylGlcADG(16:1_18:1_22:5)-H,1079.777,281.2486,329.2486,253.2173
AcylGlcADG(16:1_18:1_22:6)-H,1077.761,281.2486,327.233,253.2173
AcylGlcADG(16:1_18:2_12:0)-H,947.6829,279.233,199.1704,253.2173
AcylGlcADG(16:1_18:2_14:0)-H,975.7142,279.233,227.2017,253.2173
AcylGlcADG(16:1_18:2_14:1)-H,973.6985,279.233,225.186,253.2173
AcylGlcADG(16:1_18:2_16:0)-H,1003.745,279.233,255.233,253.2173
AcylGlcADG(16:1_18:2_16:1)-H,1001.73,279.233,253.2173,253.2173
AcylGlcADG(16:1_18:2_16:2)-H,999.7142,279.233,251.2017,253.2173
AcylGlcADG(16:1_18:2_16:3)-H,997.6985,279.233,249.186,253.2173
AcylGlcADG(16:1_18:2_16:4)-H,995.6829,279.233,247.1704,253.2173
AcylGlcADG(16:1_18:2_18:0)-H,1031.777,279.233,283.2643,253.2173
AcylGlcADG(16:1_18:2_18:1)-H,1029.761,279.233,281.2486,253.2173
AcylGlcADG(16:1_18:2_18:2)-H,1027.745,279.233,279.233,253.2173
AcylGlcADG(16:1_18:2_18:3)-H,1025.73,279.233,277.2173,253.2173
AcylGlcADG(16:1_18:2_18:4)-H,1023.714,279.233,275.2017,253.2173
AcylGlcADG(16:1_18:2_18:5)-H,1021.699,279.233,273.186,253.2173
AcylGlcADG(16:1_18:2_20:0)-H,1059.808,279.233,311.2956,253.2173
AcylGlcADG(16:1_18:2_20:1)-H,1057.792,279.233,309.2799,253.2173
AcylGlcADG(16:1_18:2_20:2)-H,1055.777,279.233,307.2643,253.2173
AcylGlcADG(16:1_18:2_20:3)-H,1053.761,279.233,305.2486,253.2173
AcylGlcADG(16:1_18:2_20:4)-H,1051.745,279.233,303.233,253.2173
AcylGlcADG(16:1_18:2_20:5)-H,1049.73,279.233,301.2173,253.2173
AcylGlcADG(16:1_18:2_22:0)-H,1087.839,279.233,339.3269,253.2173
AcylGlcADG(16:1_18:2_22:1)-H,1085.824,279.233,337.3112,253.2173
AcylGlcADG(16:1_18:2_22:2)-H,1083.808,279.233,335.2956,253.2173
AcylGlcADG(16:1_18:2_22:3)-H,1081.792,279.233,333.2799,253.2173
AcylGlcADG(16:1_18:2_22:4)-H,1079.777,279.233,331.2643,253.2173
AcylGlcADG(16:1_18:2_22:5)-H,1077.761,279.233,329.2486,253.2173
AcylGlcADG(16:1_18:2_22:6)-H,1075.745,279.233,327.233,253.2173
AcylGlcADG(16:1_18:3_12:0)-H,945.6672,277.2173,199.1704,253.2173
AcylGlcADG(16:1_18:3_14:0)-H,973.6985,277.2173,227.2017,253.2173
AcylGlcADG(16:1_18:3_14:1)-H,971.6829,277.2173,225.186,253.2173
AcylGlcADG(16:1_18:3_16:0)-H,1001.73,277.2173,255.233,253.2173
AcylGlcADG(16:1_18:3_16:1)-H,999.7142,277.2173,253.2173,253.2173
AcylGlcADG(16:1_18:3_16:2)-H,997.6985,277.2173,251.2017,253.2173
AcylGlcADG(16:1_18:3_16:3)-H,995.6829,277.2173,249.186,253.2173
AcylGlcADG(16:1_18:3_16:4)-H,993.6672,277.2173,247.1704,253.2173
AcylGlcADG(16:1_18:3_18:0)-H,1029.761,277.2173,283.2643,253.2173
AcylGlcADG(16:1_18:3_18:1)-H,1027.745,277.2173,281.2486,253.2173
AcylGlcADG(16:1_18:3_18:2)-H,1025.73,277.2173,279.233,253.2173
AcylGlcADG(16:1_18:3_18:3)-H,1023.714,277.2173,277.2173,253.2173
AcylGlcADG(16:1_18:3_18:4)-H,1021.699,277.2173,275.2017,253.2173
AcylGlcADG(16:1_18:3_18:5)-H,1019.683,277.2173,273.186,253.2173
AcylGlcADG(16:1_18:3_20:0)-H,1057.792,277.2173,311.2956,253.2173
AcylGlcADG(16:1_18:3_20:1)-H,1055.777,277.2173,309.2799,253.2173
AcylGlcADG(16:1_18:3_20:2)-H,1053.761,277.2173,307.2643,253.2173
AcylGlcADG(16:1_18:3_20:3)-H,1051.745,277.2173,305.2486,253.2173
AcylGlcADG(16:1_18:3_20:4)-H,1049.73,277.2173,303.233,253.2173
AcylGlcADG(16:1_18:3_20:5)-H,1047.714,277.2173,301.2173,253.2173
AcylGlcADG(16:1_18:3_22:0)-H,1085.824,277.2173,339.3269,253.2173
AcylGlcADG(16:1_18:3_22:1)-H,1083.808,277.2173,337.3112,253.2173
AcylGlcADG(16:1_18:3_22:2)-H,1081.792,277.2173,335.2956,253.2173
AcylGlcADG(16:1_18:3_22:3)-H,1079.777,277.2173,333.2799,253.2173
AcylGlcADG(16:1_18:3_22:4)-H,1077.761,277.2173,331.2643,253.2173
AcylGlcADG(16:1_18:3_22:5)-H,1075.745,277.2173,329.2486,253.2173
AcylGlcADG(16:1_18:3_22:6)-H,1073.73,277.2173,327.233,253.2173
AcylGlcADG(16:1_18:4_12:0)-H,943.6516,275.2017,199.1704,253.2173
AcylGlcADG(16:1_18:4_14:0)-H,971.6829,275.2017,227.2017,253.2173
AcylGlcADG(16:1_18:4_14:1)-H,969.6672,275.2017,225.186,253.2173
AcylGlcADG(16:1_18:4_16:0)-H,999.7142,275.2017,255.233,253.2173
AcylGlcADG(16:1_18:4_16:1)-H,997.6985,275.2017,253.2173,253.2173
AcylGlcADG(16:1_18:4_16:2)-H,995.6829,275.2017,251.2017,253.2173
AcylGlcADG(16:1_18:4_16:3)-H,993.6672,275.2017,249.186,253.2173
AcylGlcADG(16:1_18:4_16:4)-H,991.6516,275.2017,247.1704,253.2173
AcylGlcADG(16:1_18:4_18:0)-H,1027.745,275.2017,283.2643,253.2173
AcylGlcADG(16:1_18:4_18:1)-H,1025.73,275.2017,281.2486,253.2173
AcylGlcADG(16:1_18:4_18:2)-H,1023.714,275.2017,279.233,253.2173
AcylGlcADG(16:1_18:4_18:3)-H,1021.699,275.2017,277.2173,253.2173
AcylGlcADG(16:1_18:4_18:4)-H,1019.683,275.2017,275.2017,253.2173
AcylGlcADG(16:1_18:4_18:5)-H,1017.667,275.2017,273.186,253.2173
AcylGlcADG(16:1_18:4_20:0)-H,1055.777,275.2017,311.2956,253.2173
AcylGlcADG(16:1_18:4_20:1)-H,1053.761,275.2017,309.2799,253.2173
AcylGlcADG(16:1_18:4_20:2)-H,1051.745,275.2017,307.2643,253.2173
AcylGlcADG(16:1_18:4_20:3)-H,1049.73,275.2017,305.2486,253.2173
AcylGlcADG(16:1_18:4_20:4)-H,1047.714,275.2017,303.233,253.2173
AcylGlcADG(16:1_18:4_20:5)-H,1045.699,275.2017,301.2173,253.2173
AcylGlcADG(16:1_18:4_22:0)-H,1083.808,275.2017,339.3269,253.2173
AcylGlcADG(16:1_18:4_22:1)-H,1081.792,275.2017,337.3112,253.2173
AcylGlcADG(16:1_18:4_22:2)-H,1079.777,275.2017,335.2956,253.2173
AcylGlcADG(16:1_18:4_22:3)-H,1077.761,275.2017,333.2799,253.2173
AcylGlcADG(16:1_18:4_22:4)-H,1075.745,275.2017,331.2643,253.2173
AcylGlcADG(16:1_18:4_22:5)-H,1073.73,275.2017,329.2486,253.2173
AcylGlcADG(16:1_18:4_22:6)-H,1071.714,275.2017,327.233,253.2173
AcylGlcADG(16:1_18:5_12:0)-H,941.6359,273.186,199.1704,253.2173
AcylGlcADG(16:1_18:5_14:0)-H,969.6672,273.186,227.2017,253.2173
AcylGlcADG(16:1_18:5_14:1)-H,967.6516,273.186,225.186,253.2173
AcylGlcADG(16:1_18:5_16:0)-H,997.6985,273.186,255.233,253.2173
AcylGlcADG(16:1_18:5_16:1)-H,995.6829,273.186,253.2173,253.2173
AcylGlcADG(16:1_18:5_16:2)-H,993.6672,273.186,251.2017,253.2173
AcylGlcADG(16:1_18:5_16:3)-H,991.6516,273.186,249.186,253.2173
AcylGlcADG(16:1_18:5_16:4)-H,989.6359,273.186,247.1704,253.2173
AcylGlcADG(16:1_18:5_18:0)-H,1025.73,273.186,283.2643,253.2173
AcylGlcADG(16:1_18:5_18:1)-H,1023.714,273.186,281.2486,253.2173
AcylGlcADG(16:1_18:5_18:2)-H,1021.699,273.186,279.233,253.2173
AcylGlcADG(16:1_18:5_18:3)-H,1019.683,273.186,277.2173,253.2173
AcylGlcADG(16:1_18:5_18:4)-H,1017.667,273.186,275.2017,253.2173
AcylGlcADG(16:1_18:5_18:5)-H,1015.652,273.186,273.186,253.2173
AcylGlcADG(16:1_18:5_20:0)-H,1053.761,273.186,311.2956,253.2173
AcylGlcADG(16:1_18:5_20:1)-H,1051.745,273.186,309.2799,253.2173
AcylGlcADG(16:1_18:5_20:2)-H,1049.73,273.186,307.2643,253.2173
AcylGlcADG(16:1_18:5_20:3)-H,1047.714,273.186,305.2486,253.2173
AcylGlcADG(16:1_18:5_20:4)-H,1045.699,273.186,303.233,253.2173
AcylGlcADG(16:1_18:5_20:5)-H,1043.683,273.186,301.2173,253.2173
AcylGlcADG(16:1_18:5_22:0)-H,1081.792,273.186,339.3269,253.2173
AcylGlcADG(16:1_18:5_22:1)-H,1079.777,273.186,337.3112,253.2173
AcylGlcADG(16:1_18:5_22:2)-H,1077.761,273.186,335.2956,253.2173
AcylGlcADG(16:1_18:5_22:3)-H,1075.745,273.186,333.2799,253.2173
AcylGlcADG(16:1_18:5_22:4)-H,1073.73,273.186,331.2643,253.2173
AcylGlcADG(16:1_18:5_22:5)-H,1071.714,273.186,329.2486,253.2173
AcylGlcADG(16:1_18:5_22:6)-H,1069.699,273.186,327.233,253.2173
AcylGlcADG(16:1_20:0_12:0)-H,979.7455,311.2956,199.1704,253.2173
AcylGlcADG(16:1_20:0_14:0)-H,1007.777,311.2956,227.2017,253.2173
AcylGlcADG(16:1_20:0_14:1)-H,1005.761,311.2956,225.186,253.2173
AcylGlcADG(16:1_20:0_16:0)-H,1035.808,311.2956,255.233,253.2173
AcylGlcADG(16:1_20:0_16:1)-H,1033.792,311.2956,253.2173,253.2173
AcylGlcADG(16:1_20:0_16:2)-H,1031.777,311.2956,251.2017,253.2173
AcylGlcADG(16:1_20:0_16:3)-H,1029.761,311.2956,249.186,253.2173
AcylGlcADG(16:1_20:0_16:4)-H,1027.745,311.2956,247.1704,253.2173
AcylGlcADG(16:1_20:0_18:0)-H,1063.839,311.2956,283.2643,253.2173
AcylGlcADG(16:1_20:0_18:1)-H,1061.824,311.2956,281.2486,253.2173
AcylGlcADG(16:1_20:0_18:2)-H,1059.808,311.2956,279.233,253.2173
AcylGlcADG(16:1_20:0_18:3)-H,1057.792,311.2956,277.2173,253.2173
AcylGlcADG(16:1_20:0_18:4)-H,1055.777,311.2956,275.2017,253.2173
AcylGlcADG(16:1_20:0_18:5)-H,1053.761,311.2956,273.186,253.2173
AcylGlcADG(16:1_20:0_20:0)-H,1091.871,311.2956,311.2956,253.2173
AcylGlcADG(16:1_20:0_20:1)-H,1089.855,311.2956,309.2799,253.2173
AcylGlcADG(16:1_20:0_20:2)-H,1087.839,311.2956,307.2643,253.2173
AcylGlcADG(16:1_20:0_20:3)-H,1085.824,311.2956,305.2486,253.2173
AcylGlcADG(16:1_20:0_20:4)-H,1083.808,311.2956,303.233,253.2173
AcylGlcADG(16:1_20:0_20:5)-H,1081.792,311.2956,301.2173,253.2173
AcylGlcADG(16:1_20:0_22:0)-H,1119.902,311.2956,339.3269,253.2173
AcylGlcADG(16:1_20:0_22:1)-H,1117.886,311.2956,337.3112,253.2173
AcylGlcADG(16:1_20:0_22:2)-H,1115.871,311.2956,335.2956,253.2173
AcylGlcADG(16:1_20:0_22:3)-H,1113.855,311.2956,333.2799,253.2173
AcylGlcADG(16:1_20:0_22:4)-H,1111.839,311.2956,331.2643,253.2173
