Cer_EODS,[M+HCO2]-,[M-H]-,NL of EFA,[FAA+C2H2-H]-,[FAA-H]-,[EFA-H]-,[Sph-C2H8NO]-
Cer_EODS(d17:0/18:1/O-23:3)+HCO2,942.81315,896.80765,632.56235,388.32265,362.30705,281.24915,225.22295
Cer_EODS(d17:0/18:1/O-23:4)+HCO2,940.79745,894.79195,630.54665,386.30705,360.29135,281.24915,225.22295
Cer_EODS(d17:0/18:1/O-24:0)+HCO2,962.87575,916.87025,652.62495,408.38525,382.36955,281.24915,225.22295
Cer_EODS(d17:0/18:1/O-24:1)+HCO2,960.86015,914.85465,650.60935,406.36955,380.35395,281.24915,225.22295
Cer_EODS(d17:0/18:1/O-24:2)+HCO2,958.84445,912.83895,648.59365,404.35395,378.33835,281.24915,225.22295
Cer_EODS(d17:0/18:1/O-24:3)+HCO2,956.82875,910.82335,646.57805,402.33835,376.32265,281.24915,225.22295
Cer_EODS(d17:0/18:1/O-24:4)+HCO2,954.81315,908.80765,644.56235,400.32265,374.30705,281.24915,225.22295
Cer_EODS(d17:0/18:1/O-25:0)+HCO2,976.89135,930.88595,666.64055,422.40095,396.38525,281.24915,225.22295
Cer_EODS(d17:0/18:1/O-25:1)+HCO2,974.87575,928.87025,664.62495,420.38525,394.36955,281.24915,225.22295
Cer_EODS(d17:0/18:1/O-25:2)+HCO2,972.86015,926.85465,662.60935,418.36955,392.35395,281.24915,225.22295
Cer_EODS(d17:0/18:1/O-25:3)+HCO2,970.84445,924.83895,660.59365,416.35395,390.33835,281.24915,225.22295
Cer_EODS(d17:0/18:1/O-25:4)+HCO2,968.82875,922.82335,658.57805,414.33835,388.32265,281.24915,225.22295
Cer_EODS(d17:0/18:1/O-26:0)+HCO2,990.90705,944.90155,680.65625,436.41655,410.40095,281.24915,225.22295
Cer_EODS(d17:0/18:1/O-26:1)+HCO2,988.89135,942.88595,678.64055,434.40095,408.38525,281.24915,225.22295
Cer_EODS(d17:0/18:1/O-26:2)+HCO2,986.87575,940.87025,676.62495,432.38525,406.36955,281.24915,225.22295
Cer_EODS(d17:0/18:1/O-26:3)+HCO2,984.86015,938.85465,674.60935,430.36955,404.35395,281.24915,225.22295
Cer_EODS(d17:0/18:1/O-26:4)+HCO2,982.84445,936.83895,672.59365,428.35395,402.33835,281.24915,225.22295
Cer_EODS(d17:0/18:1/O-27:0)+HCO2,1004.92255,958.91725,694.67185,450.43225,424.41655,281.24915,225.22295
Cer_EODS(d17:0/18:1/O-27:1)+HCO2,1002.90655,956.90155,692.65625,448.41655,422.40095,281.24915,225.22295
Cer_EODS(d17:0/18:1/O-27:2)+HCO2,1000.89155,954.88595,690.64055,446.40095,420.38525,281.24915,225.22295
Cer_EODS(d17:0/18:1/O-27:3)+HCO2,998.87575,952.87025,688.62495,444.38525,418.36955,281.24915,225.22295
Cer_EODS(d17:0/18:1/O-27:4)+HCO2,996.86015,950.85465,686.60935,442.36955,416.35395,281.24915,225.22295
Cer_EODS(d17:0/18:1/O-28:0)+HCO2,1018.93855,972.93285,708.68755,464.44785,438.43225,281.24915,225.22295
Cer_EODS(d17:0/18:1/O-28:1)+HCO2,1016.92255,970.91725,706.67185,462.43225,436.41655,281.24915,225.22295
Cer_EODS(d17:0/18:1/O-28:2)+HCO2,1014.90655,968.90155,704.65625,460.41655,434.40095,281.24915,225.22295
Cer_EODS(d17:0/18:1/O-28:3)+HCO2,1012.89155,966.88595,702.64055,458.40095,432.38525,281.24915,225.22295
Cer_EODS(d17:0/18:1/O-28:4)+HCO2,1010.87555,964.87025,700.62495,456.38525,430.36955,281.24915,225.22295
Cer_EODS(d17:0/18:1/O-29:0)+HCO2,1032.95355,986.94845,722.70315,478.46355,452.44785,281.24915,225.22295
Cer_EODS(d17:0/18:1/O-29:1)+HCO2,1030.93855,984.93285,720.68755,476.44785,450.43225,281.24915,225.22295
Cer_EODS(d17:0/18:1/O-29:2)+HCO2,1028.92255,982.91725,718.67185,474.43225,448.41655,281.24915,225.22295
Cer_EODS(d17:0/18:1/O-29:3)+HCO2,1026.90655,980.90155,716.65625,472.41655,446.40095,281.24915,225.22295
Cer_EODS(d17:0/18:1/O-29:4)+HCO2,1024.89155,978.88595,714.64055,470.40095,444.38525,281.24915,225.22295
Cer_EODS(d17:0/18:1/O-30:0)+HCO2,1046.96955,1000.96455,736.71885,492.47915,466.46355,281.24915,225.22295
Cer_EODS(d17:0/18:1/O-30:1)+HCO2,1044.95355,998.94845,734.70315,490.46355,464.44785,281.24915,225.22295
Cer_EODS(d17:0/18:1/O-30:2)+HCO2,1042.93855,996.93285,732.68755,488.44785,462.43225,281.24915,225.22295
Cer_EODS(d17:0/18:1/O-30:3)+HCO2,1040.92255,994.91725,730.67185,486.43225,460.41655,281.24915,225.22295
Cer_EODS(d17:0/18:1/O-30:4)+HCO2,1038.90655,992.90155,728.65625,484.41655,458.40095,281.24915,225.22295
Cer_EODS(d17:0/18:1/O-31:0)+HCO2,1060.98555,1014.97955,750.73445,506.49485,480.47915,281.24915,225.22295
Cer_EODS(d17:0/18:1/O-31:1)+HCO2,1058.96955,1012.96455,748.71885,504.47915,478.46355,281.24915,225.22295
Cer_EODS(d17:0/18:1/O-31:2)+HCO2,1056.95355,1010.94855,746.70315,502.46355,476.44785,281.24915,225.22295
Cer_EODS(d17:0/18:1/O-31:3)+HCO2,1054.93855,1008.93255,744.68755,500.44785,474.43225,281.24915,225.22295
Cer_EODS(d17:0/18:1/O-31:4)+HCO2,1052.92255,1006.91755,742.67185,498.43225,472.41655,281.24915,225.22295
Cer_EODS(d17:0/18:1/O-32:0)+HCO2,1075.00055,1028.99555,764.75015,520.51045,494.49485,281.24915,225.22295
Cer_EODS(d17:0/18:1/O-32:1)+HCO2,1072.98555,1026.97955,762.73445,518.49485,492.47915,281.24915,225.22295
Cer_EODS(d17:0/18:1/O-32:2)+HCO2,1070.96955,1024.96455,760.71885,516.47915,490.46355,281.24915,225.22295
Cer_EODS(d17:0/18:1/O-32:3)+HCO2,1068.95355,1022.94855,758.70315,514.46355,488.44785,281.24915,225.22295
Cer_EODS(d17:0/18:1/O-32:4)+HCO2,1066.93855,1020.93255,756.68755,512.44785,486.43225,281.24915,225.22295
Cer_EODS(d17:0/18:1/O-33:0)+HCO2,1089.01655,1043.01155,778.76585,534.52615,508.51045,281.24915,225.22295
Cer_EODS(d17:0/18:1/O-33:1)+HCO2,1087.00055,1040.99555,776.75015,532.51045,506.49485,281.24915,225.22295
Cer_EODS(d17:0/18:1/O-33:2)+HCO2,1084.98555,1038.97955,774.73445,530.49485,504.47915,281.24915,225.22295
Cer_EODS(d17:0/18:1/O-33:3)+HCO2,1082.96955,1036.96455,772.71885,528.47915,502.46355,281.24915,225.22295
Cer_EODS(d17:0/18:1/O-33:4)+HCO2,1080.95355,1034.94855,770.70315,526.46355,500.44785,281.24915,225.22295
Cer_EODS(d17:0/18:1/O-34:0)+HCO2,1103.03255,1057.02655,792.78145,548.54175,522.52615,281.24915,225.22295
Cer_EODS(d17:0/18:1/O-34:1)+HCO2,1101.01655,1055.01155,790.76585,546.52615,520.51045,281.24915,225.22295
Cer_EODS(d17:0/18:1/O-34:2)+HCO2,1099.00055,1052.99555,788.75015,544.51045,518.49485,281.24915,225.22295
Cer_EODS(d17:0/18:1/O-34:3)+HCO2,1096.98555,1050.97955,786.73445,542.49485,516.47915,281.24915,225.22295
Cer_EODS(d17:0/18:1/O-34:4)+HCO2,1094.96955,1048.96455,784.71885,540.47915,514.46355,281.24915,225.22295
Cer_EODS(d17:0/18:1/O-35:0)+HCO2,1117.04755,1071.04255,806.79715,562.55745,536.54175,281.24915,225.22295
Cer_EODS(d17:0/18:1/O-35:1)+HCO2,1115.03255,1069.02655,804.78145,560.54175,534.52615,281.24915,225.22295
Cer_EODS(d17:0/18:1/O-35:2)+HCO2,1113.01655,1067.01155,802.76585,558.52615,532.51045,281.24915,225.22295
Cer_EODS(d17:0/18:1/O-35:3)+HCO2,1111.00055,1064.99555,800.75015,556.51045,530.49485,281.24915,225.22295
Cer_EODS(d17:0/18:1/O-35:4)+HCO2,1108.98555,1062.97955,798.73445,554.49485,528.47915,281.24915,225.22295
Cer_EODS(d17:0/18:1/O-36:0)+HCO2,1131.06355,1085.05755,820.81275,576.57305,550.55745,281.24915,225.22295
Cer_EODS(d17:0/18:1/O-36:1)+HCO2,1129.04755,1083.04255,818.79715,574.55745,548.54175,281.24915,225.22295
Cer_EODS(d17:0/18:1/O-36:2)+HCO2,1127.03255,1081.02655,816.78145,572.54175,546.52615,281.24915,225.22295
Cer_EODS(d17:0/18:1/O-36:3)+HCO2,1125.01655,1079.01155,814.76585,570.52615,544.51045,281.24915,225.22295
Cer_EODS(d17:0/18:1/O-36:4)+HCO2,1123.00055,1076.99555,812.75015,568.51045,542.49485,281.24915,225.22295
Cer_EODS(d17:0/18:2/O-16:0)+HCO2,848.73485,802.72945,540.49975,296.26005,270.24445,279.23355,225.22295
Cer_EODS(d17:0/18:2/O-16:1)+HCO2,846.71925,800.71375,538.48405,294.24445,268.22875,279.23355,225.22295
Cer_EODS(d17:0/18:2/O-16:2)+HCO2,844.70355,798.69815,536.46845,292.22875,266.21315,279.23355,225.22295
Cer_EODS(d17:0/18:2/O-16:3)+HCO2,842.68795,796.68245,534.45285,290.21315,264.19745,279.23355,225.22295
Cer_EODS(d17:0/18:2/O-16:4)+HCO2,840.67235,794.66685,532.43715,288.19745,262.18185,279.23355,225.22295
Cer_EODS(d17:0/18:2/O-17:0)+HCO2,862.75055,816.74505,554.51535,310.27565,284.26005,279.23355,225.22295
Cer_EODS(d17:0/18:2/O-17:1)+HCO2,860.73485,814.72945,552.49975,308.26005,282.24445,279.23355,225.22295
Cer_EODS(d17:0/18:2/O-17:2)+HCO2,858.71925,812.71375,550.48405,306.24445,280.22875,279.23355,225.22295
Cer_EODS(d17:0/18:2/O-17:3)+HCO2,856.70355,810.69815,548.46845,304.22875,278.21315,279.23355,225.22295
Cer_EODS(d17:0/18:2/O-18:0)+HCO2,876.76615,830.76065,568.53105,324.29135,298.27565,279.23355,225.22295
Cer_EODS(d17:0/18:2/O-18:1)+HCO2,874.75055,828.74505,566.51535,322.27565,296.26005,279.23355,225.22295
Cer_EODS(d17:0/18:2/O-18:2)+HCO2,872.73485,826.72945,564.49975,320.26005,294.24445,279.23355,225.22295
Cer_EODS(d17:0/18:2/O-18:3)+HCO2,870.71925,824.71375,562.48405,318.24445,292.22875,279.23355,225.22295
Cer_EODS(d17:0/18:2/O-18:4)+HCO2,868.70355,822.69815,560.46845,316.22875,290.21315,279.23355,225.22295
Cer_EODS(d17:0/18:2/O-19:0)+HCO2,890.78185,844.77635,582.54665,338.30705,312.29135,279.23355,225.22295
Cer_EODS(d17:0/18:2/O-19:1)+HCO2,888.76615,842.76065,580.53105,336.29135,310.27565,279.23355,225.22295
Cer_EODS(d17:0/18:2/O-19:2)+HCO2,886.75055,840.74505,578.51535,334.27565,308.26005,279.23355,225.22295
Cer_EODS(d17:0/18:2/O-19:3)+HCO2,884.73485,838.72945,576.49975,332.26005,306.24445,279.23355,225.22295
Cer_EODS(d17:0/18:2/O-19:4)+HCO2,882.71925,836.71375,574.48405,330.24445,304.22875,279.23355,225.22295
Cer_EODS(d17:0/18:2/O-20:0)+HCO2,904.79745,858.79195,596.56235,352.32265,326.30705,279.23355,225.22295
Cer_EODS(d17:0/18:2/O-20:1)+HCO2,902.78185,856.77635,594.54665,350.30705,324.29135,279.23355,225.22295
Cer_EODS(d17:0/18:2/O-20:2)+HCO2,900.76615,854.76065,592.53105,348.29135,322.27565,279.23355,225.22295
Cer_EODS(d17:0/18:2/O-20:3)+HCO2,898.75055,852.74505,590.51535,346.27565,320.26005,279.23355,225.22295
Cer_EODS(d17:0/18:2/O-20:4)+HCO2,896.73485,850.72945,588.49975,344.26005,318.24445,279.23355,225.22295
Cer_EODS(d17:0/18:2/O-21:0)+HCO2,918.81315,872.80765,610.57805,366.33835,340.32265,279.23355,225.22295
Cer_EODS(d17:0/18:2/O-21:1)+HCO2,916.79745,870.79195,608.56235,364.32265,338.30705,279.23355,225.22295
Cer_EODS(d17:0/18:2/O-21:2)+HCO2,914.78185,868.77635,606.54665,362.30705,336.29135,279.23355,225.22295
Cer_EODS(d17:0/18:2/O-21:3)+HCO2,912.76615,866.76065,604.53105,360.29135,334.27565,279.23355,225.22295
Cer_EODS(d17:0/18:2/O-21:4)+HCO2,910.75055,864.74505,602.51535,358.27565,332.26005,279.23355,225.22295
Cer_EODS(d17:0/18:2/O-22:0)+HCO2,932.82875,886.82335,624.59365,380.35395,354.33835,279.23355,225.22295
Cer_EODS(d17:0/18:2/O-22:1)+HCO2,930.81315,884.80765,622.57805,378.33835,352.32265,279.23355,225.22295
Cer_EODS(d17:0/18:2/O-22:2)+HCO2,928.79745,882.79195,620.56235,376.32265,350.30705,279.23355,225.22295
Cer_EODS(d17:0/18:2/O-22:3)+HCO2,926.78185,880.77635,618.54665,374.30705,348.29135,279.23355,225.22295
Cer_EODS(d17:0/18:2/O-22:4)+HCO2,924.76615,878.76065,616.53105,372.29135,346.27565,279.23355,225.22295
Cer_EODS(d17:0/18:2/O-23:0)+HCO2,946.84445,900.83895,638.60935,394.36955,368.35395,279.23355,225.22295
Cer_EODS(d17:0/18:2/O-23:1)+HCO2,944.82875,898.82335,636.59365,392.35395,366.33835,279.23355,225.22295
Cer_EODS(d17:0/18:2/O-23:2)+HCO2,942.81315,896.80765,634.57805,390.33835,364.32265,279.23355,225.22295
Cer_EODS(d17:0/18:2/O-23:3)+HCO2,940.79745,894.79195,632.56235,388.32265,362.30705,279.23355,225.22295
Cer_EODS(d17:0/18:2/O-23:4)+HCO2,938.78185,892.77635,630.54665,386.30705,360.29135,279.23355,225.22295
Cer_EODS(d17:0/18:2/O-24:0)+HCO2,960.86015,914.85465,652.62495,408.38525,382.36955,279.23355,225.22295
Cer_EODS(d17:0/18:2/O-24:1)+HCO2,958.84445,912.83895,650.60935,406.36955,380.35395,279.23355,225.22295
Cer_EODS(d17:0/18:2/O-24:2)+HCO2,956.82875,910.82335,648.59365,404.35395,378.33835,279.23355,225.22295
Cer_EODS(d17:0/18:2/O-24:3)+HCO2,954.81315,908.80765,646.57805,402.33835,376.32265,279.23355,225.22295
Cer_EODS(d17:0/18:2/O-24:4)+HCO2,952.79745,906.79195,644.56235,400.32265,374.30705,279.23355,225.22295
Cer_EODS(d17:0/18:2/O-25:0)+HCO2,974.87575,928.87025,666.64055,422.40095,396.38525,279.23355,225.22295
Cer_EODS(d17:0/18:2/O-25:1)+HCO2,972.86015,926.85465,664.62495,420.38525,394.36955,279.23355,225.22295
Cer_EODS(d17:0/18:2/O-25:2)+HCO2,970.84445,924.83895,662.60935,418.36955,392.35395,279.23355,225.22295
Cer_EODS(d17:0/18:2/O-25:3)+HCO2,968.82875,922.82335,660.59365,416.35395,390.33835,279.23355,225.22295
Cer_EODS(d17:0/18:2/O-25:4)+HCO2,966.81315,920.80765,658.57805,414.33835,388.32265,279.23355,225.22295
Cer_EODS(d17:0/18:2/O-26:0)+HCO2,988.89135,942.88595,680.65625,436.41655,410.40095,279.23355,225.22295
Cer_EODS(d17:0/18:2/O-26:1)+HCO2,986.87575,940.87025,678.64055,434.40095,408.38525,279.23355,225.22295
Cer_EODS(d17:0/18:2/O-26:2)+HCO2,984.86015,938.85465,676.62495,432.38525,406.36955,279.23355,225.22295
Cer_EODS(d17:0/18:2/O-26:3)+HCO2,982.84445,936.83895,674.60935,430.36955,404.35395,279.23355,225.22295
Cer_EODS(d17:0/18:2/O-26:4)+HCO2,980.82875,934.82335,672.59365,428.35395,402.33835,279.23355,225.22295
Cer_EODS(d17:0/18:2/O-27:0)+HCO2,1002.90655,956.90155,694.67185,450.43225,424.41655,279.23355,225.22295
Cer_EODS(d17:0/18:2/O-27:1)+HCO2,1000.89155,954.88595,692.65625,448.41655,422.40095,279.23355,225.22295
Cer_EODS(d17:0/18:2/O-27:2)+HCO2,998.87575,952.87025,690.64055,446.40095,420.38525,279.23355,225.22295
Cer_EODS(d17:0/18:2/O-27:3)+HCO2,996.86015,950.85465,688.62495,444.38525,418.36955,279.23355,225.22295
Cer_EODS(d17:0/18:2/O-27:4)+HCO2,994.84445,948.83895,686.60935,442.36955,416.35395,279.23355,225.22295
Cer_EODS(d17:0/18:2/O-28:0)+HCO2,1016.92255,970.91725,708.68755,464.44785,438.43225,279.23355,225.22295
Cer_EODS(d17:0/18:2/O-28:1)+HCO2,1014.90655,968.90155,706.67185,462.43225,436.41655,279.23355,225.22295
Cer_EODS(d17:0/18:2/O-28:2)+HCO2,1012.89155,966.88595,704.65625,460.41655,434.40095,279.23355,225.22295
Cer_EODS(d17:0/18:2/O-28:3)+HCO2,1010.87555,964.87025,702.64055,458.40095,432.38525,279.23355,225.22295
Cer_EODS(d17:0/18:2/O-28:4)+HCO2,1008.86055,962.85465,700.62495,456.38525,430.36955,279.23355,225.22295
Cer_EODS(d17:0/18:2/O-29:0)+HCO2,1030.93855,984.93285,722.70315,478.46355,452.44785,279.23355,225.22295
Cer_EODS(d17:0/18:2/O-29:1)+HCO2,1028.92255,982.91725,720.68755,476.44785,450.43225,279.23355,225.22295
Cer_EODS(d17:0/18:2/O-29:2)+HCO2,1026.90655,980.90155,718.67185,474.43225,448.41655,279.23355,225.22295
Cer_EODS(d17:0/18:2/O-29:3)+HCO2,1024.89155,978.88595,716.65625,472.41655,446.40095,279.23355,225.22295
Cer_EODS(d17:0/18:2/O-29:4)+HCO2,1022.87555,976.87025,714.64055,470.40095,444.38525,279.23355,225.22295
Cer_EODS(d17:0/18:2/O-30:0)+HCO2,1044.95355,998.94845,736.71885,492.47915,466.46355,279.23355,225.22295
Cer_EODS(d17:0/18:2/O-30:1)+HCO2,1042.93855,996.93285,734.70315,490.46355,464.44785,279.23355,225.22295
Cer_EODS(d17:0/18:2/O-30:2)+HCO2,1040.92255,994.91725,732.68755,488.44785,462.43225,279.23355,225.22295
Cer_EODS(d17:0/18:2/O-30:3)+HCO2,1038.90655,992.90155,730.67185,486.43225,460.41655,279.23355,225.22295
Cer_EODS(d17:0/18:2/O-30:4)+HCO2,1036.89155,990.88595,728.65625,484.41655,458.40095,279.23355,225.22295
Cer_EODS(d17:0/18:2/O-31:0)+HCO2,1058.96955,1012.96455,750.73445,506.49485,480.47915,279.23355,225.22295
Cer_EODS(d17:0/18:2/O-31:1)+HCO2,1056.95355,1010.94855,748.71885,504.47915,478.46355,279.23355,225.22295
Cer_EODS(d17:0/18:2/O-31:2)+HCO2,1054.93855,1008.93255,746.70315,502.46355,476.44785,279.23355,225.22295
Cer_EODS(d17:0/18:2/O-31:3)+HCO2,1052.92255,1006.91755,744.68755,500.44785,474.43225,279.23355,225.22295
Cer_EODS(d17:0/18:2/O-31:4)+HCO2,1050.90655,1004.90155,742.67185,498.43225,472.41655,279.23355,225.22295
Cer_EODS(d17:0/18:2/O-32:0)+HCO2,1072.98555,1026.97955,764.75015,520.51045,494.49485,279.23355,225.22295
Cer_EODS(d17:0/18:2/O-32:1)+HCO2,1070.96955,1024.96455,762.73445,518.49485,492.47915,279.23355,225.22295
Cer_EODS(d17:0/18:2/O-32:2)+HCO2,1068.95355,1022.94855,760.71885,516.47915,490.46355,279.23355,225.22295
Cer_EODS(d17:0/18:2/O-32:3)+HCO2,1066.93855,1020.93255,758.70315,514.46355,488.44785,279.23355,225.22295
Cer_EODS(d17:0/18:2/O-32:4)+HCO2,1064.92255,1018.91755,756.68755,512.44785,486.43225,279.23355,225.22295
Cer_EODS(d17:0/18:2/O-33:0)+HCO2,1087.00055,1040.99555,778.76585,534.52615,508.51045,279.23355,225.22295
Cer_EODS(d17:0/18:2/O-33:1)+HCO2,1084.98555,1038.97955,776.75015,532.51045,506.49485,279.23355,225.22295
Cer_EODS(d17:0/18:2/O-33:2)+HCO2,1082.96955,1036.96455,774.73445,530.49485,504.47915,279.23355,225.22295
Cer_EODS(d17:0/18:2/O-33:3)+HCO2,1080.95355,1034.94855,772.71885,528.47915,502.46355,279.23355,225.22295
Cer_EODS(d17:0/18:2/O-33:4)+HCO2,1078.93855,1032.93255,770.70315,526.46355,500.44785,279.23355,225.22295
Cer_EODS(d17:0/18:2/O-34:0)+HCO2,1101.01655,1055.01155,792.78145,548.54175,522.52615,279.23355,225.22295
Cer_EODS(d17:0/18:2/O-34:1)+HCO2,1099.00055,1052.99555,790.76585,546.52615,520.51045,279.23355,225.22295
Cer_EODS(d17:0/18:2/O-34:2)+HCO2,1096.98555,1050.97955,788.75015,544.51045,518.49485,279.23355,225.22295
Cer_EODS(d17:0/18:2/O-34:3)+HCO2,1094.96955,1048.96455,786.73445,542.49485,516.47915,279.23355,225.22295
Cer_EODS(d17:0/18:2/O-34:4)+HCO2,1092.95355,1046.94855,784.71885,540.47915,514.46355,279.23355,225.22295
Cer_EODS(d17:0/18:2/O-35:0)+HCO2,1115.03255,1069.02655,806.79715,562.55745,536.54175,279.23355,225.22295
Cer_EODS(d17:0/18:2/O-35:1)+HCO2,1113.01655,1067.01155,804.78145,560.54175,534.52615,279.23355,225.22295
Cer_EODS(d17:0/18:2/O-35:2)+HCO2,1111.00055,1064.99555,802.76585,558.52615,532.51045,279.23355,225.22295
Cer_EODS(d17:0/18:2/O-35:3)+HCO2,1108.98555,1062.97955,800.75015,556.51045,530.49485,279.23355,225.22295
Cer_EODS(d17:0/18:2/O-35:4)+HCO2,1106.96955,1060.96455,798.73445,554.49485,528.47915,279.23355,225.22295
Cer_EODS(d17:0/18:2/O-36:0)+HCO2,1129.04755,1083.04255,820.81275,576.57305,550.55745,279.23355,225.22295
Cer_EODS(d17:0/18:2/O-36:1)+HCO2,1127.03255,1081.02655,818.79715,574.55745,548.54175,279.23355,225.22295
Cer_EODS(d17:0/18:2/O-36:2)+HCO2,1125.01655,1079.01155,816.78145,572.54175,546.52615,279.23355,225.22295
Cer_EODS(d17:0/18:2/O-36:3)+HCO2,1123.00055,1076.99555,814.76585,570.52615,544.51045,279.23355,225.22295
Cer_EODS(d17:0/18:2/O-36:4)+HCO2,1120.98555,1074.97955,812.75015,568.51045,542.49485,279.23355,225.22295
Cer_EODS(d18:0/16:0/O-16:0)+HCO2,838.75055,792.74505,554.51535,296.26005,270.24445,255.23355,239.23855
Cer_EODS(d18:0/16:0/O-16:1)+HCO2,836.73485,790.72945,552.49975,294.24445,268.22875,255.23355,239.23855
Cer_EODS(d18:0/16:0/O-16:2)+HCO2,834.71925,788.71375,550.48405,292.22875,266.21315,255.23355,239.23855
Cer_EODS(d18:0/16:0/O-16:3)+HCO2,832.70355,786.69815,548.46845,290.21315,264.19745,255.23355,239.23855
Cer_EODS(d18:0/16:0/O-16:4)+HCO2,830.68795,784.68245,546.45285,288.19745,262.18185,255.23355,239.23855
Cer_EODS(d18:0/16:0/O-17:0)+HCO2,852.76615,806.76065,568.53105,310.27565,284.26005,255.23355,239.23855
Cer_EODS(d18:0/16:0/O-17:1)+HCO2,850.75055,804.74505,566.51535,308.26005,282.24445,255.23355,239.23855
Cer_EODS(d18:0/16:0/O-17:2)+HCO2,848.73485,802.72945,564.49975,306.24445,280.22875,255.23355,239.23855
Cer_EODS(d18:0/16:0/O-17:3)+HCO2,846.71925,800.71375,562.48405,304.22875,278.21315,255.23355,239.23855
Cer_EODS(d18:0/16:0/O-18:0)+HCO2,866.78185,820.77635,582.54665,324.29135,298.27565,255.23355,239.23855
Cer_EODS(d18:0/16:0/O-18:1)+HCO2,864.76615,818.76065,580.53105,322.27565,296.26005,255.23355,239.23855
Cer_EODS(d18:0/16:0/O-18:2)+HCO2,862.75055,816.74505,578.51535,320.26005,294.24445,255.23355,239.23855
Cer_EODS(d18:0/16:0/O-18:3)+HCO2,860.73485,814.72945,576.49975,318.24445,292.22875,255.23355,239.23855
Cer_EODS(d18:0/16:0/O-18:4)+HCO2,858.71925,812.71375,574.48405,316.22875,290.21315,255.23355,239.23855
Cer_EODS(d18:0/16:0/O-19:0)+HCO2,880.79745,834.79195,596.56235,338.30705,312.29135,255.23355,239.23855
Cer_EODS(d18:0/16:0/O-19:1)+HCO2,878.78185,832.77635,594.54665,336.29135,310.27565,255.23355,239.23855
Cer_EODS(d18:0/16:0/O-19:2)+HCO2,876.76615,830.76065,592.53105,334.27565,308.26005,255.23355,239.23855
Cer_EODS(d18:0/16:0/O-19:3)+HCO2,874.75055,828.74505,590.51535,332.26005,306.24445,255.23355,239.23855
Cer_EODS(d18:0/16:0/O-19:4)+HCO2,872.73485,826.72945,588.49975,330.24445,304.22875,255.23355,239.23855
Cer_EODS(d18:0/16:0/O-20:0)+HCO2,894.81315,848.80765,610.57805,352.32265,326.30705,255.23355,239.23855
Cer_EODS(d18:0/16:0/O-20:1)+HCO2,892.79745,846.79195,608.56235,350.30705,324.29135,255.23355,239.23855
Cer_EODS(d18:0/16:0/O-20:2)+HCO2,890.78185,844.77635,606.54665,348.29135,322.27565,255.23355,239.23855
Cer_EODS(d18:0/16:0/O-20:3)+HCO2,888.76615,842.76065,604.53105,346.27565,320.26005,255.23355,239.23855
Cer_EODS(d18:0/16:0/O-20:4)+HCO2,886.75055,840.74505,602.51535,344.26005,318.24445,255.23355,239.23855
Cer_EODS(d18:0/16:0/O-21:0)+HCO2,908.82875,862.82335,624.59365,366.33835,340.32265,255.23355,239.23855
Cer_EODS(d18:0/16:0/O-21:1)+HCO2,906.81315,860.80765,622.57805,364.32265,338.30705,255.23355,239.23855
Cer_EODS(d18:0/16:0/O-21:2)+HCO2,904.79745,858.79195,620.56235,362.30705,336.29135,255.23355,239.23855
Cer_EODS(d18:0/16:0/O-21:3)+HCO2,902.78185,856.77635,618.54665,360.29135,334.27565,255.23355,239.23855
Cer_EODS(d18:0/16:0/O-21:4)+HCO2,900.76615,854.76065,616.53105,358.27565,332.26005,255.23355,239.23855
Cer_EODS(d18:0/16:0/O-22:0)+HCO2,922.84445,876.83895,638.60935,380.35395,354.33835,255.23355,239.23855
Cer_EODS(d18:0/16:0/O-22:1)+HCO2,920.82875,874.82335,636.59365,378.33835,352.32265,255.23355,239.23855
Cer_EODS(d18:0/16:0/O-22:2)+HCO2,918.81315,872.80765,634.57805,376.32265,350.30705,255.23355,239.23855
Cer_EODS(d18:0/16:0/O-22:3)+HCO2,916.79745,870.79195,632.56235,374.30705,348.29135,255.23355,239.23855
Cer_EODS(d18:0/16:0/O-22:4)+HCO2,914.78185,868.77635,630.54665,372.29135,346.27565,255.23355,239.23855
Cer_EODS(d18:0/16:0/O-23:0)+HCO2,936.86015,890.85465,652.62495,394.36955,368.35395,255.23355,239.23855
Cer_EODS(d18:0/16:0/O-23:1)+HCO2,934.84445,888.83895,650.60935,392.35395,366.33835,255.23355,239.23855
Cer_EODS(d18:0/16:0/O-23:2)+HCO2,932.82875,886.82335,648.59365,390.33835,364.32265,255.23355,239.23855
Cer_EODS(d18:0/16:0/O-23:3)+HCO2,930.81315,884.80765,646.57805,388.32265,362.30705,255.23355,239.23855
Cer_EODS(d18:0/16:0/O-23:4)+HCO2,928.79745,882.79195,644.56235,386.30705,360.29135,255.23355,239.23855
Cer_EODS(d18:0/16:0/O-24:0)+HCO2,950.87575,904.87025,666.64055,408.38525,382.36955,255.23355,239.23855
Cer_EODS(d18:0/16:0/O-24:1)+HCO2,948.86015,902.85465,664.62495,406.36955,380.35395,255.23355,239.23855
Cer_EODS(d18:0/16:0/O-24:2)+HCO2,946.84445,900.83895,662.60935,404.35395,378.33835,255.23355,239.23855
Cer_EODS(d18:0/16:0/O-24:3)+HCO2,944.82875,898.82335,660.59365,402.33835,376.32265,255.23355,239.23855
Cer_EODS(d18:0/16:0/O-24:4)+HCO2,942.81315,896.80765,658.57805,400.32265,374.30705,255.23355,239.23855
