Cer_EODS,[M+HCO2]-,[M-H]-,NL of EFA,[FAA+C2H2-H]-,[FAA-H]-,[EFA-H]-,[Sph-C2H8NO]-
Cer_EODS(d21:0/18:0/O-24:0)+HCO2,1020.95355,974.94845,708.68755,408.38525,382.36955,283.26485,281.28555
Cer_EODS(d21:0/18:0/O-24:1)+HCO2,1018.93855,972.93285,706.67185,406.36955,380.35395,283.26485,281.28555
Cer_EODS(d21:0/18:0/O-24:2)+HCO2,1016.92255,970.91725,704.65625,404.35395,378.33835,283.26485,281.28555
Cer_EODS(d21:0/18:0/O-24:3)+HCO2,1014.90655,968.90155,702.64055,402.33835,376.32265,283.26485,281.28555
Cer_EODS(d21:0/18:0/O-24:4)+HCO2,1012.89155,966.88595,700.62495,400.32265,374.30705,283.26485,281.28555
Cer_EODS(d21:0/18:0/O-25:0)+HCO2,1034.96955,988.96415,722.70315,422.40095,396.38525,283.26485,281.28555
Cer_EODS(d21:0/18:0/O-25:1)+HCO2,1032.95355,986.94845,720.68755,420.38525,394.36955,283.26485,281.28555
Cer_EODS(d21:0/18:0/O-25:2)+HCO2,1030.93855,984.93285,718.67185,418.36955,392.35395,283.26485,281.28555
Cer_EODS(d21:0/18:0/O-25:3)+HCO2,1028.92255,982.91725,716.65625,416.35395,390.33835,283.26485,281.28555
Cer_EODS(d21:0/18:0/O-25:4)+HCO2,1026.90655,980.90155,714.64055,414.33835,388.32265,283.26485,281.28555
Cer_EODS(d21:0/18:0/O-26:0)+HCO2,1048.98555,1002.97955,736.71885,436.41655,410.40095,283.26485,281.28555
Cer_EODS(d21:0/18:0/O-26:1)+HCO2,1046.96955,1000.96455,734.70315,434.40095,408.38525,283.26485,281.28555
Cer_EODS(d21:0/18:0/O-26:2)+HCO2,1044.95355,998.94845,732.68755,432.38525,406.36955,283.26485,281.28555
Cer_EODS(d21:0/18:0/O-26:3)+HCO2,1042.93855,996.93285,730.67185,430.36955,404.35395,283.26485,281.28555
Cer_EODS(d21:0/18:0/O-26:4)+HCO2,1040.92255,994.91725,728.65625,428.35395,402.33835,283.26485,281.28555
Cer_EODS(d21:0/18:0/O-27:0)+HCO2,1063.00055,1016.99555,750.73445,450.43225,424.41655,283.26485,281.28555
Cer_EODS(d21:0/18:0/O-27:1)+HCO2,1060.98555,1014.97955,748.71885,448.41655,422.40095,283.26485,281.28555
Cer_EODS(d21:0/18:0/O-27:2)+HCO2,1058.96955,1012.96455,746.70315,446.40095,420.38525,283.26485,281.28555
Cer_EODS(d21:0/18:0/O-27:3)+HCO2,1056.95355,1010.94855,744.68755,444.38525,418.36955,283.26485,281.28555
Cer_EODS(d21:0/18:0/O-27:4)+HCO2,1054.93855,1008.93255,742.67185,442.36955,416.35395,283.26485,281.28555
Cer_EODS(d21:0/18:0/O-28:0)+HCO2,1077.01655,1031.01155,764.75015,464.44785,438.43225,283.26485,281.28555
Cer_EODS(d21:0/18:0/O-28:1)+HCO2,1075.00055,1028.99555,762.73445,462.43225,436.41655,283.26485,281.28555
Cer_EODS(d21:0/18:0/O-28:2)+HCO2,1072.98555,1026.97955,760.71885,460.41655,434.40095,283.26485,281.28555
Cer_EODS(d21:0/18:0/O-28:3)+HCO2,1070.96955,1024.96455,758.70315,458.40095,432.38525,283.26485,281.28555
Cer_EODS(d21:0/18:0/O-28:4)+HCO2,1068.95355,1022.94855,756.68755,456.38525,430.36955,283.26485,281.28555
Cer_EODS(d21:0/18:0/O-29:0)+HCO2,1091.03255,1045.02655,778.76585,478.46355,452.44785,283.26485,281.28555
Cer_EODS(d21:0/18:0/O-29:1)+HCO2,1089.01655,1043.01155,776.75015,476.44785,450.43225,283.26485,281.28555
Cer_EODS(d21:0/18:0/O-29:2)+HCO2,1087.00055,1040.99555,774.73445,474.43225,448.41655,283.26485,281.28555
Cer_EODS(d21:0/18:0/O-29:3)+HCO2,1084.98555,1038.97955,772.71885,472.41655,446.40095,283.26485,281.28555
Cer_EODS(d21:0/18:0/O-29:4)+HCO2,1082.96955,1036.96455,770.70315,470.40095,444.38525,283.26485,281.28555
Cer_EODS(d21:0/18:0/O-30:0)+HCO2,1105.04755,1059.04255,792.78145,492.47915,466.46355,283.26485,281.28555
Cer_EODS(d21:0/18:0/O-30:1)+HCO2,1103.03255,1057.02655,790.76585,490.46355,464.44785,283.26485,281.28555
Cer_EODS(d21:0/18:0/O-30:2)+HCO2,1101.01655,1055.01155,788.75015,488.44785,462.43225,283.26485,281.28555
Cer_EODS(d21:0/18:0/O-30:3)+HCO2,1099.00055,1052.99555,786.73445,486.43225,460.41655,283.26485,281.28555
Cer_EODS(d21:0/18:0/O-30:4)+HCO2,1096.98555,1050.97955,784.71885,484.41655,458.40095,283.26485,281.28555
Cer_EODS(d21:0/18:0/O-31:0)+HCO2,1119.06355,1073.05755,806.79715,506.49485,480.47915,283.26485,281.28555
Cer_EODS(d21:0/18:0/O-31:1)+HCO2,1117.04755,1071.04255,804.78145,504.47915,478.46355,283.26485,281.28555
Cer_EODS(d21:0/18:0/O-31:2)+HCO2,1115.03255,1069.02655,802.76585,502.46355,476.44785,283.26485,281.28555
Cer_EODS(d21:0/18:0/O-31:3)+HCO2,1113.01655,1067.01155,800.75015,500.44785,474.43225,283.26485,281.28555
Cer_EODS(d21:0/18:0/O-31:4)+HCO2,1111.00055,1064.99555,798.73445,498.43225,472.41655,283.26485,281.28555
Cer_EODS(d21:0/18:0/O-32:0)+HCO2,1133.07955,1087.07355,820.81275,520.51045,494.49485,283.26485,281.28555
Cer_EODS(d21:0/18:0/O-32:1)+HCO2,1131.06355,1085.05755,818.79715,518.49485,492.47915,283.26485,281.28555
Cer_EODS(d21:0/18:0/O-32:2)+HCO2,1129.04755,1083.04255,816.78145,516.47915,490.46355,283.26485,281.28555
Cer_EODS(d21:0/18:0/O-32:3)+HCO2,1127.03255,1081.02655,814.76585,514.46355,488.44785,283.26485,281.28555
Cer_EODS(d21:0/18:0/O-32:4)+HCO2,1125.01655,1079.01155,812.75015,512.44785,486.43225,283.26485,281.28555
Cer_EODS(d21:0/18:0/O-33:0)+HCO2,1147.09455,1101.08955,834.82835,534.52615,508.51045,283.26485,281.28555
Cer_EODS(d21:0/18:0/O-33:1)+HCO2,1145.07955,1099.07355,832.81275,532.51045,506.49485,283.26485,281.28555
Cer_EODS(d21:0/18:0/O-33:2)+HCO2,1143.06355,1097.05755,830.79715,530.49485,504.47915,283.26485,281.28555
Cer_EODS(d21:0/18:0/O-33:3)+HCO2,1141.04755,1095.04255,828.78145,528.47915,502.46355,283.26485,281.28555
Cer_EODS(d21:0/18:0/O-33:4)+HCO2,1139.03255,1093.02655,826.76585,526.46355,500.44785,283.26485,281.28555
Cer_EODS(d21:0/18:0/O-34:0)+HCO2,1161.11055,1115.10455,848.84405,548.54175,522.52615,283.26485,281.28555
Cer_EODS(d21:0/18:0/O-34:1)+HCO2,1159.09455,1113.08955,846.82835,546.52615,520.51045,283.26485,281.28555
Cer_EODS(d21:0/18:0/O-34:2)+HCO2,1157.07955,1111.07355,844.81275,544.51045,518.49485,283.26485,281.28555
Cer_EODS(d21:0/18:0/O-34:3)+HCO2,1155.06355,1109.05755,842.79715,542.49485,516.47915,283.26485,281.28555
Cer_EODS(d21:0/18:0/O-34:4)+HCO2,1153.04755,1107.04255,840.78145,540.47915,514.46355,283.26485,281.28555
Cer_EODS(d21:0/18:0/O-35:0)+HCO2,1175.12655,1129.12055,862.85965,562.55745,536.54175,283.26485,281.28555
Cer_EODS(d21:0/18:0/O-35:1)+HCO2,1173.11055,1127.10455,860.84405,560.54175,534.52615,283.26485,281.28555
Cer_EODS(d21:0/18:0/O-35:2)+HCO2,1171.09455,1125.08955,858.82835,558.52615,532.51045,283.26485,281.28555
Cer_EODS(d21:0/18:0/O-35:3)+HCO2,1169.07955,1123.07355,856.81275,556.51045,530.49485,283.26485,281.28555
Cer_EODS(d21:0/18:0/O-35:4)+HCO2,1167.06355,1121.05755,854.79715,554.49485,528.47915,283.26485,281.28555
Cer_EODS(d21:0/18:0/O-36:0)+HCO2,1189.14155,1143.13655,876.87535,576.57305,550.55745,283.26485,281.28555
Cer_EODS(d21:0/18:0/O-36:1)+HCO2,1187.12655,1141.12055,874.85965,574.55745,548.54175,283.26485,281.28555
Cer_EODS(d21:0/18:0/O-36:2)+HCO2,1185.11055,1139.10455,872.84405,572.54175,546.52615,283.26485,281.28555
Cer_EODS(d21:0/18:0/O-36:3)+HCO2,1183.09455,1137.08955,870.82835,570.52615,544.51045,283.26485,281.28555
Cer_EODS(d21:0/18:0/O-36:4)+HCO2,1181.07955,1135.07355,868.81275,568.51045,542.49485,283.26485,281.28555
Cer_EODS(d21:0/18:1/O-16:0)+HCO2,906.81315,860.80765,596.56235,296.26005,270.24445,281.24915,281.28555
Cer_EODS(d21:0/18:1/O-16:1)+HCO2,904.79745,858.79195,594.54665,294.24445,268.22875,281.24915,281.28555
Cer_EODS(d21:0/18:1/O-16:2)+HCO2,902.78185,856.77635,592.53105,292.22875,266.21315,281.24915,281.28555
Cer_EODS(d21:0/18:1/O-16:3)+HCO2,900.76615,854.76065,590.51535,290.21315,264.19745,281.24915,281.28555
Cer_EODS(d21:0/18:1/O-16:4)+HCO2,898.75055,852.74505,588.49975,288.19745,262.18185,281.24915,281.28555
Cer_EODS(d21:0/18:1/O-17:0)+HCO2,920.82875,874.82335,610.57805,310.27565,284.26005,281.24915,281.28555
Cer_EODS(d21:0/18:1/O-17:1)+HCO2,918.81315,872.80765,608.56235,308.26005,282.24445,281.24915,281.28555
Cer_EODS(d21:0/18:1/O-17:2)+HCO2,916.79745,870.79195,606.54665,306.24445,280.22875,281.24915,281.28555
Cer_EODS(d21:0/18:1/O-17:3)+HCO2,914.78185,868.77635,604.53105,304.22875,278.21315,281.24915,281.28555
Cer_EODS(d21:0/18:1/O-18:0)+HCO2,934.84445,888.83895,624.59365,324.29135,298.27565,281.24915,281.28555
Cer_EODS(d21:0/18:1/O-18:1)+HCO2,932.82875,886.82335,622.57805,322.27565,296.26005,281.24915,281.28555
Cer_EODS(d21:0/18:1/O-18:2)+HCO2,930.81315,884.80765,620.56235,320.26005,294.24445,281.24915,281.28555
Cer_EODS(d21:0/18:1/O-18:3)+HCO2,928.79745,882.79195,618.54665,318.24445,292.22875,281.24915,281.28555
Cer_EODS(d21:0/18:1/O-18:4)+HCO2,926.78185,880.77635,616.53105,316.22875,290.21315,281.24915,281.28555
Cer_EODS(d21:0/18:1/O-19:0)+HCO2,948.86015,902.85465,638.60935,338.30705,312.29135,281.24915,281.28555
Cer_EODS(d21:0/18:1/O-19:1)+HCO2,946.84445,900.83895,636.59365,336.29135,310.27565,281.24915,281.28555
Cer_EODS(d21:0/18:1/O-19:2)+HCO2,944.82875,898.82335,634.57805,334.27565,308.26005,281.24915,281.28555
Cer_EODS(d21:0/18:1/O-19:3)+HCO2,942.81315,896.80765,632.56235,332.26005,306.24445,281.24915,281.28555
Cer_EODS(d21:0/18:1/O-19:4)+HCO2,940.79745,894.79195,630.54665,330.24445,304.22875,281.24915,281.28555
Cer_EODS(d21:0/18:1/O-20:0)+HCO2,962.87575,916.87025,652.62495,352.32265,326.30705,281.24915,281.28555
Cer_EODS(d21:0/18:1/O-20:1)+HCO2,960.86015,914.85465,650.60935,350.30705,324.29135,281.24915,281.28555
Cer_EODS(d21:0/18:1/O-20:2)+HCO2,958.84445,912.83895,648.59365,348.29135,322.27565,281.24915,281.28555
Cer_EODS(d21:0/18:1/O-20:3)+HCO2,956.82875,910.82335,646.57805,346.27565,320.26005,281.24915,281.28555
Cer_EODS(d21:0/18:1/O-20:4)+HCO2,954.81315,908.80765,644.56235,344.26005,318.24445,281.24915,281.28555
Cer_EODS(d21:0/18:1/O-21:0)+HCO2,976.89135,930.88595,666.64055,366.33835,340.32265,281.24915,281.28555
Cer_EODS(d21:0/18:1/O-21:1)+HCO2,974.87575,928.87025,664.62495,364.32265,338.30705,281.24915,281.28555
Cer_EODS(d21:0/18:1/O-21:2)+HCO2,972.86015,926.85465,662.60935,362.30705,336.29135,281.24915,281.28555
Cer_EODS(d21:0/18:1/O-21:3)+HCO2,970.84445,924.83895,660.59365,360.29135,334.27565,281.24915,281.28555
Cer_EODS(d21:0/18:1/O-21:4)+HCO2,968.82875,922.82335,658.57805,358.27565,332.26005,281.24915,281.28555
Cer_EODS(d21:0/18:1/O-22:0)+HCO2,990.90705,944.90155,680.65625,380.35395,354.33835,281.24915,281.28555
Cer_EODS(d21:0/18:1/O-22:1)+HCO2,988.89135,942.88595,678.64055,378.33835,352.32265,281.24915,281.28555
Cer_EODS(d21:0/18:1/O-22:2)+HCO2,986.87575,940.87025,676.62495,376.32265,350.30705,281.24915,281.28555
Cer_EODS(d21:0/18:1/O-22:3)+HCO2,984.86015,938.85465,674.60935,374.30705,348.29135,281.24915,281.28555
Cer_EODS(d21:0/18:1/O-22:4)+HCO2,982.84445,936.83895,672.59365,372.29135,346.27565,281.24915,281.28555
Cer_EODS(d21:0/18:1/O-23:0)+HCO2,1004.92255,958.91725,694.67185,394.36955,368.35395,281.24915,281.28555
Cer_EODS(d21:0/18:1/O-23:1)+HCO2,1002.90655,956.90155,692.65625,392.35395,366.33835,281.24915,281.28555
Cer_EODS(d21:0/18:1/O-23:2)+HCO2,1000.89155,954.88595,690.64055,390.33835,364.32265,281.24915,281.28555
Cer_EODS(d21:0/18:1/O-23:3)+HCO2,998.87575,952.87025,688.62495,388.32265,362.30705,281.24915,281.28555
Cer_EODS(d21:0/18:1/O-23:4)+HCO2,996.86015,950.85465,686.60935,386.30705,360.29135,281.24915,281.28555
Cer_EODS(d21:0/18:1/O-24:0)+HCO2,1018.93855,972.93285,708.68755,408.38525,382.36955,281.24915,281.28555
Cer_EODS(d21:0/18:1/O-24:1)+HCO2,1016.92255,970.91725,706.67185,406.36955,380.35395,281.24915,281.28555
Cer_EODS(d21:0/18:1/O-24:2)+HCO2,1014.90655,968.90155,704.65625,404.35395,378.33835,281.24915,281.28555
Cer_EODS(d21:0/18:1/O-24:3)+HCO2,1012.89155,966.88595,702.64055,402.33835,376.32265,281.24915,281.28555
Cer_EODS(d21:0/18:1/O-24:4)+HCO2,1010.87555,964.87025,700.62495,400.32265,374.30705,281.24915,281.28555
Cer_EODS(d21:0/18:1/O-25:0)+HCO2,1032.95355,986.94845,722.70315,422.40095,396.38525,281.24915,281.28555
Cer_EODS(d21:0/18:1/O-25:1)+HCO2,1030.93855,984.93285,720.68755,420.38525,394.36955,281.24915,281.28555
Cer_EODS(d21:0/18:1/O-25:2)+HCO2,1028.92255,982.91725,718.67185,418.36955,392.35395,281.24915,281.28555
Cer_EODS(d21:0/18:1/O-25:3)+HCO2,1026.90655,980.90155,716.65625,416.35395,390.33835,281.24915,281.28555
Cer_EODS(d21:0/18:1/O-25:4)+HCO2,1024.89155,978.88595,714.64055,414.33835,388.32265,281.24915,281.28555
Cer_EODS(d21:0/18:1/O-26:0)+HCO2,1046.96955,1000.96455,736.71885,436.41655,410.40095,281.24915,281.28555
Cer_EODS(d21:0/18:1/O-26:1)+HCO2,1044.95355,998.94845,734.70315,434.40095,408.38525,281.24915,281.28555
Cer_EODS(d21:0/18:1/O-26:2)+HCO2,1042.93855,996.93285,732.68755,432.38525,406.36955,281.24915,281.28555
Cer_EODS(d21:0/18:1/O-26:3)+HCO2,1040.92255,994.91725,730.67185,430.36955,404.35395,281.24915,281.28555
Cer_EODS(d21:0/18:1/O-26:4)+HCO2,1038.90655,992.90155,728.65625,428.35395,402.33835,281.24915,281.28555
Cer_EODS(d21:0/18:1/O-27:0)+HCO2,1060.98555,1014.97955,750.73445,450.43225,424.41655,281.24915,281.28555
Cer_EODS(d21:0/18:1/O-27:1)+HCO2,1058.96955,1012.96455,748.71885,448.41655,422.40095,281.24915,281.28555
Cer_EODS(d21:0/18:1/O-27:2)+HCO2,1056.95355,1010.94855,746.70315,446.40095,420.38525,281.24915,281.28555
Cer_EODS(d21:0/18:1/O-27:3)+HCO2,1054.93855,1008.93255,744.68755,444.38525,418.36955,281.24915,281.28555
Cer_EODS(d21:0/18:1/O-27:4)+HCO2,1052.92255,1006.91755,742.67185,442.36955,416.35395,281.24915,281.28555
Cer_EODS(d21:0/18:1/O-28:0)+HCO2,1075.00055,1028.99555,764.75015,464.44785,438.43225,281.24915,281.28555
Cer_EODS(d21:0/18:1/O-28:1)+HCO2,1072.98555,1026.97955,762.73445,462.43225,436.41655,281.24915,281.28555
Cer_EODS(d21:0/18:1/O-28:2)+HCO2,1070.96955,1024.96455,760.71885,460.41655,434.40095,281.24915,281.28555
Cer_EODS(d21:0/18:1/O-28:3)+HCO2,1068.95355,1022.94855,758.70315,458.40095,432.38525,281.24915,281.28555
Cer_EODS(d21:0/18:1/O-28:4)+HCO2,1066.93855,1020.93255,756.68755,456.38525,430.36955,281.24915,281.28555
Cer_EODS(d21:0/18:1/O-29:0)+HCO2,1089.01655,1043.01155,778.76585,478.46355,452.44785,281.24915,281.28555
Cer_EODS(d21:0/18:1/O-29:1)+HCO2,1087.00055,1040.99555,776.75015,476.44785,450.43225,281.24915,281.28555
Cer_EODS(d21:0/18:1/O-29:2)+HCO2,1084.98555,1038.97955,774.73445,474.43225,448.41655,281.24915,281.28555
Cer_EODS(d21:0/18:1/O-29:3)+HCO2,1082.96955,1036.96455,772.71885,472.41655,446.40095,281.24915,281.28555
Cer_EODS(d21:0/18:1/O-29:4)+HCO2,1080.95355,1034.94855,770.70315,470.40095,444.38525,281.24915,281.28555
Cer_EODS(d21:0/18:1/O-30:0)+HCO2,1103.03255,1057.02655,792.78145,492.47915,466.46355,281.24915,281.28555
Cer_EODS(d21:0/18:1/O-30:1)+HCO2,1101.01655,1055.01155,790.76585,490.46355,464.44785,281.24915,281.28555
Cer_EODS(d21:0/18:1/O-30:2)+HCO2,1099.00055,1052.99555,788.75015,488.44785,462.43225,281.24915,281.28555
Cer_EODS(d21:0/18:1/O-30:3)+HCO2,1096.98555,1050.97955,786.73445,486.43225,460.41655,281.24915,281.28555
Cer_EODS(d21:0/18:1/O-30:4)+HCO2,1094.96955,1048.96455,784.71885,484.41655,458.40095,281.24915,281.28555
Cer_EODS(d21:0/18:1/O-31:0)+HCO2,1117.04755,1071.04255,806.79715,506.49485,480.47915,281.24915,281.28555
Cer_EODS(d21:0/18:1/O-31:1)+HCO2,1115.03255,1069.02655,804.78145,504.47915,478.46355,281.24915,281.28555
Cer_EODS(d21:0/18:1/O-31:2)+HCO2,1113.01655,1067.01155,802.76585,502.46355,476.44785,281.24915,281.28555
Cer_EODS(d21:0/18:1/O-31:3)+HCO2,1111.00055,1064.99555,800.75015,500.44785,474.43225,281.24915,281.28555
Cer_EODS(d21:0/18:1/O-31:4)+HCO2,1108.98555,1062.97955,798.73445,498.43225,472.41655,281.24915,281.28555
Cer_EODS(d21:0/18:1/O-32:0)+HCO2,1131.06355,1085.05755,820.81275,520.51045,494.49485,281.24915,281.28555
Cer_EODS(d21:0/18:1/O-32:1)+HCO2,1129.04755,1083.04255,818.79715,518.49485,492.47915,281.24915,281.28555
Cer_EODS(d21:0/18:1/O-32:2)+HCO2,1127.03255,1081.02655,816.78145,516.47915,490.46355,281.24915,281.28555
Cer_EODS(d21:0/18:1/O-32:3)+HCO2,1125.01655,1079.01155,814.76585,514.46355,488.44785,281.24915,281.28555
Cer_EODS(d21:0/18:1/O-32:4)+HCO2,1123.00055,1076.99555,812.75015,512.44785,486.43225,281.24915,281.28555
Cer_EODS(d21:0/18:1/O-33:0)+HCO2,1145.07955,1099.07355,834.82835,534.52615,508.51045,281.24915,281.28555
Cer_EODS(d21:0/18:1/O-33:1)+HCO2,1143.06355,1097.05755,832.81275,532.51045,506.49485,281.24915,281.28555
Cer_EODS(d21:0/18:1/O-33:2)+HCO2,1141.04755,1095.04255,830.79715,530.49485,504.47915,281.24915,281.28555
Cer_EODS(d21:0/18:1/O-33:3)+HCO2,1139.03255,1093.02655,828.78145,528.47915,502.46355,281.24915,281.28555
Cer_EODS(d21:0/18:1/O-33:4)+HCO2,1137.01655,1091.01155,826.76585,526.46355,500.44785,281.24915,281.28555
Cer_EODS(d21:0/18:1/O-34:0)+HCO2,1159.09455,1113.08955,848.84405,548.54175,522.52615,281.24915,281.28555
Cer_EODS(d21:0/18:1/O-34:1)+HCO2,1157.07955,1111.07355,846.82835,546.52615,520.51045,281.24915,281.28555
Cer_EODS(d21:0/18:1/O-34:2)+HCO2,1155.06355,1109.05755,844.81275,544.51045,518.49485,281.24915,281.28555
Cer_EODS(d21:0/18:1/O-34:3)+HCO2,1153.04755,1107.04255,842.79715,542.49485,516.47915,281.24915,281.28555
Cer_EODS(d21:0/18:1/O-34:4)+HCO2,1151.03255,1105.02655,840.78145,540.47915,514.46355,281.24915,281.28555
Cer_EODS(d21:0/18:1/O-35:0)+HCO2,1173.11055,1127.10455,862.85965,562.55745,536.54175,281.24915,281.28555
Cer_EODS(d21:0/18:1/O-35:1)+HCO2,1171.09455,1125.08955,860.84405,560.54175,534.52615,281.24915,281.28555
Cer_EODS(d21:0/18:1/O-35:2)+HCO2,1169.07955,1123.07355,858.82835,558.52615,532.51045,281.24915,281.28555
Cer_EODS(d21:0/18:1/O-35:3)+HCO2,1167.06355,1121.05755,856.81275,556.51045,530.49485,281.24915,281.28555
Cer_EODS(d21:0/18:1/O-35:4)+HCO2,1165.04755,1119.04255,854.79715,554.49485,528.47915,281.24915,281.28555
Cer_EODS(d21:0/18:1/O-36:0)+HCO2,1187.12655,1141.12055,876.87535,576.57305,550.55745,281.24915,281.28555
Cer_EODS(d21:0/18:1/O-36:1)+HCO2,1185.11055,1139.10455,874.85965,574.55745,548.54175,281.24915,281.28555
Cer_EODS(d21:0/18:1/O-36:2)+HCO2,1183.09455,1137.08955,872.84405,572.54175,546.52615,281.24915,281.28555
Cer_EODS(d21:0/18:1/O-36:3)+HCO2,1181.07955,1135.07355,870.82835,570.52615,544.51045,281.24915,281.28555
Cer_EODS(d21:0/18:1/O-36:4)+HCO2,1179.06355,1133.05755,868.81275,568.51045,542.49485,281.24915,281.28555
Cer_EODS(d21:0/18:2/O-16:0)+HCO2,904.79745,858.79195,596.56235,296.26005,270.24445,279.23355,281.28555
Cer_EODS(d21:0/18:2/O-16:1)+HCO2,902.78185,856.77635,594.54665,294.24445,268.22875,279.23355,281.28555
Cer_EODS(d21:0/18:2/O-16:2)+HCO2,900.76615,854.76065,592.53105,292.22875,266.21315,279.23355,281.28555
Cer_EODS(d21:0/18:2/O-16:3)+HCO2,898.75055,852.74505,590.51535,290.21315,264.19745,279.23355,281.28555
Cer_EODS(d21:0/18:2/O-16:4)+HCO2,896.73485,850.72945,588.49975,288.19745,262.18185,279.23355,281.28555
Cer_EODS(d21:0/18:2/O-17:0)+HCO2,918.81315,872.80765,610.57805,310.27565,284.26005,279.23355,281.28555
Cer_EODS(d21:0/18:2/O-17:1)+HCO2,916.79745,870.79195,608.56235,308.26005,282.24445,279.23355,281.28555
Cer_EODS(d21:0/18:2/O-17:2)+HCO2,914.78185,868.77635,606.54665,306.24445,280.22875,279.23355,281.28555
Cer_EODS(d21:0/18:2/O-17:3)+HCO2,912.76615,866.76065,604.53105,304.22875,278.21315,279.23355,281.28555
Cer_EODS(d21:0/18:2/O-18:0)+HCO2,932.82875,886.82335,624.59365,324.29135,298.27565,279.23355,281.28555
Cer_EODS(d21:0/18:2/O-18:1)+HCO2,930.81315,884.80765,622.57805,322.27565,296.26005,279.23355,281.28555
Cer_EODS(d21:0/18:2/O-18:2)+HCO2,928.79745,882.79195,620.56235,320.26005,294.24445,279.23355,281.28555
Cer_EODS(d21:0/18:2/O-18:3)+HCO2,926.78185,880.77635,618.54665,318.24445,292.22875,279.23355,281.28555
Cer_EODS(d21:0/18:2/O-18:4)+HCO2,924.76615,878.76065,616.53105,316.22875,290.21315,279.23355,281.28555
Cer_EODS(d21:0/18:2/O-19:0)+HCO2,946.84445,900.83895,638.60935,338.30705,312.29135,279.23355,281.28555
Cer_EODS(d21:0/18:2/O-19:1)+HCO2,944.82875,898.82335,636.59365,336.29135,310.27565,279.23355,281.28555
Cer_EODS(d21:0/18:2/O-19:2)+HCO2,942.81315,896.80765,634.57805,334.27565,308.26005,279.23355,281.28555
Cer_EODS(d21:0/18:2/O-19:3)+HCO2,940.79745,894.79195,632.56235,332.26005,306.24445,279.23355,281.28555
Cer_EODS(d21:0/18:2/O-19:4)+HCO2,938.78185,892.77635,630.54665,330.24445,304.22875,279.23355,281.28555
Cer_EODS(d21:0/18:2/O-20:0)+HCO2,960.86015,914.85465,652.62495,352.32265,326.30705,279.23355,281.28555
Cer_EODS(d21:0/18:2/O-20:1)+HCO2,958.84445,912.83895,650.60935,350.30705,324.29135,279.23355,281.28555
Cer_EODS(d21:0/18:2/O-20:2)+HCO2,956.82875,910.82335,648.59365,348.29135,322.27565,279.23355,281.28555
Cer_EODS(d21:0/18:2/O-20:3)+HCO2,954.81315,908.80765,646.57805,346.27565,320.26005,279.23355,281.28555
Cer_EODS(d21:0/18:2/O-20:4)+HCO2,952.79745,906.79195,644.56235,344.26005,318.24445,279.23355,281.28555
Cer_EODS(d21:0/18:2/O-21:0)+HCO2,974.87575,928.87025,666.64055,366.33835,340.32265,279.23355,281.28555
Cer_EODS(d21:0/18:2/O-21:1)+HCO2,972.86015,926.85465,664.62495,364.32265,338.30705,279.23355,281.28555
Cer_EODS(d21:0/18:2/O-21:2)+HCO2,970.84445,924.83895,662.60935,362.30705,336.29135,279.23355,281.28555
Cer_EODS(d21:0/18:2/O-21:3)+HCO2,968.82875,922.82335,660.59365,360.29135,334.27565,279.23355,281.28555
Cer_EODS(d21:0/18:2/O-21:4)+HCO2,966.81315,920.80765,658.57805,358.27565,332.26005,279.23355,281.28555
Cer_EODS(d21:0/18:2/O-22:0)+HCO2,988.89135,942.88595,680.65625,380.35395,354.33835,279.23355,281.28555
Cer_EODS(d21:0/18:2/O-22:1)+HCO2,986.87575,940.87025,678.64055,378.33835,352.32265,279.23355,281.28555
Cer_EODS(d21:0/18:2/O-22:2)+HCO2,984.86015,938.85465,676.62495,376.32265,350.30705,279.23355,281.28555
Cer_EODS(d21:0/18:2/O-22:3)+HCO2,982.84445,936.83895,674.60935,374.30705,348.29135,279.23355,281.28555
Cer_EODS(d21:0/18:2/O-22:4)+HCO2,980.82875,934.82335,672.59365,372.29135,346.27565,279.23355,281.28555
Cer_EODS(d21:0/18:2/O-23:0)+HCO2,1002.90655,956.90155,694.67185,394.36955,368.35395,279.23355,281.28555
Cer_EODS(d21:0/18:2/O-23:1)+HCO2,1000.89155,954.88595,692.65625,392.35395,366.33835,279.23355,281.28555
Cer_EODS(d21:0/18:2/O-23:2)+HCO2,998.87575,952.87025,690.64055,390.33835,364.32265,279.23355,281.28555
Cer_EODS(d21:0/18:2/O-23:3)+HCO2,996.86015,950.85465,688.62495,388.32265,362.30705,279.23355,281.28555
Cer_EODS(d21:0/18:2/O-23:4)+HCO2,994.84445,948.83895,686.60935,386.30705,360.29135,279.23355,281.28555
Cer_EODS(d21:0/18:2/O-24:0)+HCO2,1016.92255,970.91725,708.68755,408.38525,382.36955,279.23355,281.28555
Cer_EODS(d21:0/18:2/O-24:1)+HCO2,1014.90655,968.90155,706.67185,406.36955,380.35395,279.23355,281.28555
Cer_EODS(d21:0/18:2/O-24:2)+HCO2,1012.89155,966.88595,704.65625,404.35395,378.33835,279.23355,281.28555
Cer_EODS(d21:0/18:2/O-24:3)+HCO2,1010.87555,964.87025,702.64055,402.33835,376.32265,279.23355,281.28555
Cer_EODS(d21:0/18:2/O-24:4)+HCO2,1008.86055,962.85465,700.62495,400.32265,374.30705,279.23355,281.28555
