SM,[M+HCO2]-,M-CH3,FA-H,(P-Cho)-CH3-H
SM(d22:4/12:0)+HCO2,741.5188,681.493,199.1703,168.0431
SM(d22:4/13:0)+HCO2,755.5345,695.5087,213.186,168.0431
SM(d22:4/14:0)+HCO2,769.5501,709.5243,227.2016,168.0431
SM(d22:4/14:1)+HCO2,767.5345,707.5087,225.186,168.0431
SM(d22:4/15:0)+HCO2,783.5658,723.54,241.2173,168.0431
SM(d22:4/15:1)+HCO2,781.5501,721.5243,239.2016,168.0431
SM(d22:4/16:0)+HCO2,797.5814,737.5556,255.2329,168.0431
SM(d22:4/16:1)+HCO2,795.5658,735.54,253.2173,168.0431
SM(d22:4/17:0)+HCO2,811.5971,751.5713,269.2486,168.0431
SM(d22:4/17:1)+HCO2,809.5814,749.5556,267.2329,168.0431
SM(d22:4/17:2)+HCO2,807.5658,747.54,265.2173,168.0431
SM(d22:4/18:0)+HCO2,825.6127,765.5869,283.2642,168.0431
SM(d22:4/18:1)+HCO2,823.5971,763.5713,281.2486,168.0431
SM(d22:4/18:2)+HCO2,821.5814,761.5556,279.2329,168.0431
SM(d22:4/18:3)+HCO2,819.5658,759.54,277.2173,168.0431
SM(d22:4/18:4)+HCO2,817.5501,757.5243,275.2016,168.0431
SM(d22:4/19:0)+HCO2,839.6284,779.6026,297.2799,168.0431
SM(d22:4/20:0)+HCO2,853.644,793.6182,311.2955,168.0431
SM(d22:4/20:1)+HCO2,851.6284,791.6026,309.2799,168.0431
SM(d22:4/20:2)+HCO2,849.6127,789.5869,307.2642,168.0431
SM(d22:4/20:3)+HCO2,847.5971,787.5713,305.2486,168.0431
SM(d22:4/20:4)+HCO2,845.5814,785.5556,303.2329,168.0431
SM(d22:4/20:5)+HCO2,843.5658,783.54,301.2173,168.0431
SM(d22:4/21:0)+HCO2,867.6597,807.6339,325.3112,168.0431
SM(d22:4/22:0)+HCO2,881.6753,821.6495,339.3268,168.0431
SM(d22:4/22:1)+HCO2,879.6597,819.6339,337.3112,168.0431
SM(d22:4/22:2)+HCO2,877.644,817.6182,335.2955,168.0431
SM(d22:4/22:3)+HCO2,875.6284,815.6026,333.2799,168.0431
SM(d22:4/22:4)+HCO2,873.6127,813.5869,331.2642,168.0431
SM(d22:4/22:5)+HCO2,871.5971,811.5713,329.2486,168.0431
SM(d22:4/22:6)+HCO2,869.5814,809.5556,327.2329,168.0431
SM(d22:4/23:0)+HCO2,895.691,835.6652,353.3425,168.0431
SM(d22:4/24:0)+HCO2,909.7066,849.6808,367.3581,168.0431
SM(d22:4/24:1)+HCO2,907.691,847.6652,365.3425,168.0431
SM(d22:4/25:0)+HCO2,923.7223,863.6965,381.3738,168.0431
SM(d22:4/26:0)+HCO2,937.7379,877.7121,395.3894,168.0431
SM(d22:4/8:0)+HCO2,685.4562,625.4304,143.1077,168.0431
SM(d22:5/10:0)+HCO2,711.4719,651.4461,171.139,168.0431
SM(d22:5/12:0)+HCO2,739.5032,679.4774,199.1703,168.0431
SM(d22:5/13:0)+HCO2,753.5189,693.4931,213.186,168.0431
SM(d22:5/14:0)+HCO2,767.5345,707.5087,227.2016,168.0431
SM(d22:5/14:1)+HCO2,765.5189,705.4931,225.186,168.0431
SM(d22:5/15:0)+HCO2,781.5502,721.5244,241.2173,168.0431
SM(d22:5/15:1)+HCO2,779.5345,719.5087,239.2016,168.0431
SM(d22:5/16:0)+HCO2,795.5658,735.54,255.2329,168.0431
SM(d22:5/16:1)+HCO2,793.5502,733.5244,253.2173,168.0431
SM(d22:5/17:0)+HCO2,809.5815,749.5557,269.2486,168.0431
SM(d22:5/17:1)+HCO2,807.5658,747.54,267.2329,168.0431
SM(d22:5/17:2)+HCO2,805.5502,745.5244,265.2173,168.0431
SM(d22:5/18:0)+HCO2,823.5971,763.5713,283.2642,168.0431
SM(d22:5/18:1)+HCO2,821.5815,761.5557,281.2486,168.0431
SM(d22:5/18:2)+HCO2,819.5658,759.54,279.2329,168.0431
SM(d22:5/18:3)+HCO2,817.5502,757.5244,277.2173,168.0431
SM(d22:5/18:4)+HCO2,815.5345,755.5087,275.2016,168.0431
SM(d22:5/19:0)+HCO2,837.6128,777.587,297.2799,168.0431
SM(d22:5/20:0)+HCO2,851.6284,791.6026,311.2955,168.0431
SM(d22:5/20:1)+HCO2,849.6128,789.587,309.2799,168.0431
SM(d22:5/20:2)+HCO2,847.5971,787.5713,307.2642,168.0431
SM(d22:5/20:3)+HCO2,845.5815,785.5557,305.2486,168.0431
SM(d22:5/20:4)+HCO2,843.5658,783.54,303.2329,168.0431
SM(d22:5/20:5)+HCO2,841.5502,781.5244,301.2173,168.0431
SM(d22:5/21:0)+HCO2,865.6441,805.6183,325.3112,168.0431
SM(d22:5/22:0)+HCO2,879.6597,819.6339,339.3268,168.0431
SM(d22:5/22:1)+HCO2,877.6441,817.6183,337.3112,168.0431
SM(d22:5/22:2)+HCO2,875.6284,815.6026,335.2955,168.0431
SM(d22:5/22:3)+HCO2,873.6128,813.587,333.2799,168.0431
SM(d22:5/22:4)+HCO2,871.5971,811.5713,331.2642,168.0431
SM(d22:5/22:5)+HCO2,869.5815,809.5557,329.2486,168.0431
SM(d22:5/22:6)+HCO2,867.5658,807.54,327.2329,168.0431
SM(d22:5/23:0)+HCO2,893.6754,833.6496,353.3425,168.0431
SM(d22:5/24:0)+HCO2,907.691,847.6652,367.3581,168.0431
SM(d22:5/24:1)+HCO2,905.6754,845.6496,365.3425,168.0431
SM(d22:5/25:0)+HCO2,921.7067,861.6809,381.3738,168.0431
SM(d22:5/26:0)+HCO2,935.7223,875.6965,395.3894,168.0431
SM(d22:5/8:0)+HCO2,683.4406,623.4148,143.1077,168.0431
SM(d22:6/10:0)+HCO2,709.4562,649.4304,171.139,168.0431
SM(d22:6/12:0)+HCO2,737.4875,677.4617,199.1703,168.0431
SM(d22:6/13:0)+HCO2,751.5032,691.4774,213.186,168.0431
SM(d22:6/14:0)+HCO2,765.5188,705.493,227.2016,168.0431
SM(d22:6/14:1)+HCO2,763.5032,703.4774,225.186,168.0431
SM(d22:6/15:0)+HCO2,779.5345,719.5087,241.2173,168.0431
SM(d22:6/15:1)+HCO2,777.5188,717.493,239.2016,168.0431
SM(d22:6/16:0)+HCO2,793.5501,733.5243,255.2329,168.0431
SM(d22:6/16:1)+HCO2,791.5345,731.5087,253.2173,168.0431
SM(d22:6/17:0)+HCO2,807.5658,747.54,269.2486,168.0431
SM(d22:6/17:1)+HCO2,805.5501,745.5243,267.2329,168.0431
SM(d22:6/17:2)+HCO2,803.5345,743.5087,265.2173,168.0431
SM(d22:6/18:0)+HCO2,821.5814,761.5556,283.2642,168.0431
SM(d22:6/18:1)+HCO2,819.5658,759.54,281.2486,168.0431
SM(d22:6/18:2)+HCO2,817.5501,757.5243,279.2329,168.0431
SM(d22:6/18:3)+HCO2,815.5345,755.5087,277.2173,168.0431
SM(d22:6/18:4)+HCO2,813.5188,753.493,275.2016,168.0431
SM(d22:6/19:0)+HCO2,835.5971,775.5713,297.2799,168.0431
SM(d22:6/20:0)+HCO2,849.6127,789.5869,311.2955,168.0431
SM(d22:6/20:1)+HCO2,847.5971,787.5713,309.2799,168.0431
SM(d22:6/20:2)+HCO2,845.5814,785.5556,307.2642,168.0431
SM(d22:6/20:3)+HCO2,843.5658,783.54,305.2486,168.0431
SM(d22:6/20:4)+HCO2,841.5501,781.5243,303.2329,168.0431
SM(d22:6/20:5)+HCO2,839.5345,779.5087,301.2173,168.0431
SM(d22:6/21:0)+HCO2,863.6284,803.6026,325.3112,168.0431
SM(d22:6/22:0)+HCO2,877.644,817.6182,339.3268,168.0431
SM(d22:6/22:1)+HCO2,875.6284,815.6026,337.3112,168.0431
SM(d22:6/22:2)+HCO2,873.6127,813.5869,335.2955,168.0431
SM(d22:6/22:3)+HCO2,871.5971,811.5713,333.2799,168.0431
SM(d22:6/22:4)+HCO2,869.5814,809.5556,331.2642,168.0431
SM(d22:6/22:5)+HCO2,867.5658,807.54,329.2486,168.0431
SM(d22:6/22:6)+HCO2,865.5501,805.5243,327.2329,168.0431
SM(d22:6/23:0)+HCO2,891.6597,831.6339,353.3425,168.0431
SM(d22:6/24:0)+HCO2,905.6753,845.6495,367.3581,168.0431
SM(d22:6/24:1)+HCO2,903.6597,843.6339,365.3425,168.0431
SM(d22:6/25:0)+HCO2,919.691,859.6652,381.3738,168.0431
SM(d22:6/26:0)+HCO2,933.7066,873.6808,395.3894,168.0431
SM(d22:6/8:0)+HCO2,681.4249,621.3991,143.1077,168.0431
SM(d23:0/10:0)+HCO2,735.5658,675.54,171.139,168.0431
SM(d23:0/12:0)+HCO2,763.5971,703.5713,199.1703,168.0431
SM(d23:0/13:0)+HCO2,777.6128,717.587,213.186,168.0431
SM(d23:0/14:0)+HCO2,791.6284,731.6026,227.2016,168.0431
SM(d23:0/14:1)+HCO2,789.6128,729.587,225.186,168.0431
SM(d23:0/15:0)+HCO2,805.6441,745.6183,241.2173,168.0431
SM(d23:0/15:1)+HCO2,803.6284,743.6026,239.2016,168.0431
SM(d23:0/16:0)+HCO2,819.6597,759.6339,255.2329,168.0431
SM(d23:0/16:1)+HCO2,817.6441,757.6183,253.2173,168.0431
SM(d23:0/17:0)+HCO2,833.6754,773.6496,269.2486,168.0431
SM(d23:0/17:1)+HCO2,831.6597,771.6339,267.2329,168.0431
SM(d23:0/17:2)+HCO2,829.6441,769.6183,265.2173,168.0431
SM(d23:0/18:0)+HCO2,847.691,787.6652,283.2642,168.0431
SM(d23:0/18:1)+HCO2,845.6754,785.6496,281.2486,168.0431
SM(d23:0/18:2)+HCO2,843.6597,783.6339,279.2329,168.0431
SM(d23:0/18:3)+HCO2,841.6441,781.6183,277.2173,168.0431
SM(d23:0/18:4)+HCO2,839.6284,779.6026,275.2016,168.0431
SM(d23:0/19:0)+HCO2,861.7067,801.6809,297.2799,168.0431
SM(d23:0/20:0)+HCO2,875.7223,815.6965,311.2955,168.0431
SM(d23:0/20:1)+HCO2,873.7067,813.6809,309.2799,168.0431
SM(d23:0/20:2)+HCO2,871.691,811.6652,307.2642,168.0431
SM(d23:0/20:3)+HCO2,869.6754,809.6496,305.2486,168.0431
SM(d23:0/20:4)+HCO2,867.6597,807.6339,303.2329,168.0431
SM(d23:0/20:5)+HCO2,865.6441,805.6183,301.2173,168.0431
SM(d23:0/21:0)+HCO2,889.738,829.7122,325.3112,168.0431
SM(d23:0/22:0)+HCO2,903.7536,843.7278,339.3268,168.0431
SM(d23:0/22:1)+HCO2,901.738,841.7122,337.3112,168.0431
SM(d23:0/22:2)+HCO2,899.7223,839.6965,335.2955,168.0431
SM(d23:0/22:3)+HCO2,897.7067,837.6809,333.2799,168.0431
SM(d23:0/22:4)+HCO2,895.691,835.6652,331.2642,168.0431
SM(d23:0/22:5)+HCO2,893.6754,833.6496,329.2486,168.0431
SM(d23:0/22:6)+HCO2,891.6597,831.6339,327.2329,168.0431
SM(d23:0/23:0)+HCO2,917.7693,857.7435,353.3425,168.0431
SM(d23:0/24:0)+HCO2,931.7849,871.7591,367.3581,168.0431
SM(d23:0/24:1)+HCO2,929.7693,869.7435,365.3425,168.0431
SM(d23:0/25:0)+HCO2,945.8006,885.7748,381.3738,168.0431
SM(d23:0/26:0)+HCO2,959.8162,899.7904,395.3894,168.0431
SM(d23:0/8:0)+HCO2,707.5345,647.5087,143.1077,168.0431
SM(d24:0/10:0)+HCO2,749.5814,689.5556,171.139,168.0431
SM(d24:0/12:0)+HCO2,777.6127,717.5869,199.1703,168.0431
SM(d24:0/13:0)+HCO2,791.6284,731.6026,213.186,168.0431
SM(d24:0/14:0)+HCO2,805.644,745.6182,227.2016,168.0431
SM(d24:0/14:1)+HCO2,803.6284,743.6026,225.186,168.0431
SM(d24:0/15:0)+HCO2,819.6597,759.6339,241.2173,168.0431
SM(d24:0/15:1)+HCO2,817.644,757.6182,239.2016,168.0431
SM(d24:0/16:0)+HCO2,833.6753,773.6495,255.2329,168.0431
SM(d24:0/16:1)+HCO2,831.6597,771.6339,253.2173,168.0431
SM(d24:0/17:0)+HCO2,847.691,787.6652,269.2486,168.0431
SM(d24:0/17:1)+HCO2,845.6753,785.6495,267.2329,168.0431
SM(d24:0/17:2)+HCO2,843.6597,783.6339,265.2173,168.0431
SM(d24:0/18:0)+HCO2,861.7066,801.6808,283.2642,168.0431
SM(d24:0/18:1)+HCO2,859.691,799.6652,281.2486,168.0431
SM(d24:0/18:2)+HCO2,857.6753,797.6495,279.2329,168.0431
SM(d24:0/18:3)+HCO2,855.6597,795.6339,277.2173,168.0431
SM(d24:0/18:4)+HCO2,853.644,793.6182,275.2016,168.0431
SM(d24:0/19:0)+HCO2,875.7223,815.6965,297.2799,168.0431
SM(d24:0/20:0)+HCO2,889.7379,829.7121,311.2955,168.0431
SM(d24:0/20:1)+HCO2,887.7223,827.6965,309.2799,168.0431
SM(d24:0/20:2)+HCO2,885.7066,825.6808,307.2642,168.0431
SM(d24:0/20:3)+HCO2,883.691,823.6652,305.2486,168.0431
SM(d24:0/20:4)+HCO2,881.6753,821.6495,303.2329,168.0431
SM(d24:0/20:5)+HCO2,879.6597,819.6339,301.2173,168.0431
SM(d24:0/21:0)+HCO2,903.7536,843.7278,325.3112,168.0431
SM(d24:0/22:0)+HCO2,917.7692,857.7434,339.3268,168.0431
SM(d24:0/22:1)+HCO2,915.7536,855.7278,337.3112,168.0431
SM(d24:0/22:2)+HCO2,913.7379,853.7121,335.2955,168.0431
SM(d24:0/22:3)+HCO2,911.7223,851.6965,333.2799,168.0431
SM(d24:0/22:4)+HCO2,909.7066,849.6808,331.2642,168.0431
SM(d24:0/22:5)+HCO2,907.691,847.6652,329.2486,168.0431
SM(d24:0/22:6)+HCO2,905.6753,845.6495,327.2329,168.0431
SM(d24:0/23:0)+HCO2,931.7849,871.7591,353.3425,168.0431
SM(d24:0/24:0)+HCO2,945.8005,885.7747,367.3581,168.0431
SM(d24:0/24:1)+HCO2,943.7849,883.7591,365.3425,168.0431
SM(d24:0/25:0)+HCO2,959.8162,899.7904,381.3738,168.0431
SM(d24:0/26:0)+HCO2,973.8318,913.806,395.3894,168.0431
SM(d24:0/8:0)+HCO2,721.5501,661.5243,143.1077,168.0431
SM(d24:1/10:0)+HCO2,747.5658,687.54,171.139,168.0431
SM(d24:1/12:0)+HCO2,775.5971,715.5713,199.1703,168.0431
SM(d24:1/13:0)+HCO2,789.6128,729.587,213.186,168.0431
SM(d24:1/14:0)+HCO2,803.6284,743.6026,227.2016,168.0431
SM(d24:1/14:1)+HCO2,801.6128,741.587,225.186,168.0431
SM(d24:1/15:0)+HCO2,817.6441,757.6183,241.2173,168.0431
SM(d24:1/15:1)+HCO2,815.6284,755.6026,239.2016,168.0431
SM(d24:1/16:0)+HCO2,831.6597,771.6339,255.2329,168.0431
SM(d24:1/16:1)+HCO2,829.6441,769.6183,253.2173,168.0431
SM(d24:1/17:0)+HCO2,845.6754,785.6496,269.2486,168.0431
SM(d24:1/17:1)+HCO2,843.6597,783.6339,267.2329,168.0431
SM(d24:1/17:2)+HCO2,841.6441,781.6183,265.2173,168.0431
SM(d24:1/18:0)+HCO2,859.691,799.6652,283.2642,168.0431
SM(d24:1/18:1)+HCO2,857.6754,797.6496,281.2486,168.0431
SM(d24:1/18:2)+HCO2,855.6597,795.6339,279.2329,168.0431
SM(d24:1/18:3)+HCO2,853.6441,793.6183,277.2173,168.0431
SM(d24:1/18:4)+HCO2,851.6284,791.6026,275.2016,168.0431
SM(d24:1/19:0)+HCO2,873.7067,813.6809,297.2799,168.0431
SM(d24:1/20:0)+HCO2,887.7223,827.6965,311.2955,168.0431
SM(d24:1/20:1)+HCO2,885.7067,825.6809,309.2799,168.0431
SM(d24:1/20:2)+HCO2,883.691,823.6652,307.2642,168.0431
SM(d24:1/20:3)+HCO2,881.6754,821.6496,305.2486,168.0431
SM(d24:1/20:4)+HCO2,879.6597,819.6339,303.2329,168.0431
SM(d24:1/20:5)+HCO2,877.6441,817.6183,301.2173,168.0431
SM(d24:1/21:0)+HCO2,901.738,841.7122,325.3112,168.0431
SM(d24:1/22:0)+HCO2,915.7536,855.7278,339.3268,168.0431
SM(d24:1/22:1)+HCO2,913.738,853.7122,337.3112,168.0431
SM(d24:1/22:2)+HCO2,911.7223,851.6965,335.2955,168.0431
SM(d24:1/22:3)+HCO2,909.7067,849.6809,333.2799,168.0431
SM(d24:1/22:4)+HCO2,907.691,847.6652,331.2642,168.0431
SM(d24:1/22:5)+HCO2,905.6754,845.6496,329.2486,168.0431
SM(d24:1/22:6)+HCO2,903.6597,843.6339,327.2329,168.0431
SM(d24:1/23:0)+HCO2,929.7693,869.7435,353.3425,168.0431
SM(d24:1/24:0)+HCO2,943.7849,883.7591,367.3581,168.0431
SM(d24:1/24:1)+HCO2,941.7693,881.7435,365.3425,168.0431
SM(d24:1/25:0)+HCO2,957.8006,897.7748,381.3738,168.0431
SM(d24:1/26:0)+HCO2,971.8162,911.7904,395.3894,168.0431
SM(d24:1/8:0)+HCO2,719.5345,659.5087,143.1077,168.0431
SM(d25:0/10:0)+HCO2,763.5971,703.5713,171.139,168.0431
SM(d25:0/12:0)+HCO2,791.6284,731.6026,199.1703,168.0431
SM(d25:0/13:0)+HCO2,805.6441,745.6183,213.186,168.0431
SM(d25:0/14:0)+HCO2,819.6597,759.6339,227.2016,168.0431
SM(d25:0/14:1)+HCO2,817.6441,757.6183,225.186,168.0431
SM(d25:0/15:0)+HCO2,833.6754,773.6496,241.2173,168.0431
SM(d25:0/15:1)+HCO2,831.6597,771.6339,239.2016,168.0431
SM(d25:0/16:0)+HCO2,847.691,787.6652,255.2329,168.0431
SM(d25:0/16:1)+HCO2,845.6754,785.6496,253.2173,168.0431
SM(d25:0/17:0)+HCO2,861.7067,801.6809,269.2486,168.0431
SM(d25:0/17:1)+HCO2,859.691,799.6652,267.2329,168.0431
SM(d25:0/17:2)+HCO2,857.6754,797.6496,265.2173,168.0431
SM(d25:0/18:0)+HCO2,875.7223,815.6965,283.2642,168.0431
SM(d25:0/18:1)+HCO2,873.7067,813.6809,281.2486,168.0431
SM(d25:0/18:2)+HCO2,871.691,811.6652,279.2329,168.0431
SM(d25:0/18:3)+HCO2,869.6754,809.6496,277.2173,168.0431
SM(d25:0/18:4)+HCO2,867.6597,807.6339,275.2016,168.0431
SM(d25:0/19:0)+HCO2,889.738,829.7122,297.2799,168.0431
SM(d25:0/20:0)+HCO2,903.7536,843.7278,311.2955,168.0431
SM(d25:0/20:1)+HCO2,901.738,841.7122,309.2799,168.0431
SM(d25:0/20:2)+HCO2,899.7223,839.6965,307.2642,168.0431
SM(d25:0/20:3)+HCO2,897.7067,837.6809,305.2486,168.0431
SM(d25:0/20:4)+HCO2,895.691,835.6652,303.2329,168.0431
SM(d25:0/20:5)+HCO2,893.6754,833.6496,301.2173,168.0431
SM(d25:0/21:0)+HCO2,917.7693,857.7435,325.3112,168.0431
SM(d25:0/22:0)+HCO2,931.7849,871.7591,339.3268,168.0431
SM(d25:0/22:1)+HCO2,929.7693,869.7435,337.3112,168.0431
SM(d25:0/22:2)+HCO2,927.7536,867.7278,335.2955,168.0431
SM(d25:0/22:3)+HCO2,925.738,865.7122,333.2799,168.0431
SM(d25:0/22:4)+HCO2,923.7223,863.6965,331.2642,168.0431
SM(d25:0/22:5)+HCO2,921.7067,861.6809,329.2486,168.0431
SM(d25:0/22:6)+HCO2,919.691,859.6652,327.2329,168.0431
SM(d25:0/23:0)+HCO2,945.8006,885.7748,353.3425,168.0431
SM(d25:0/24:0)+HCO2,959.8162,899.7904,367.3581,168.0431
SM(d25:0/24:1)+HCO2,957.8006,897.7748,365.3425,168.0431
SM(d25:0/25:0)+HCO2,973.8319,913.8061,381.3738,168.0431
SM(d25:0/26:0)+HCO2,987.8475,927.8217,395.3894,168.0431
SM(d25:0/8:0)+HCO2,735.5658,675.54,143.1077,168.0431
SM(d26:0/10:0)+HCO2,777.6127,717.5869,171.139,168.0431
SM(d26:0/12:0)+HCO2,805.644,745.6182,199.1703,168.0431
SM(d26:0/13:0)+HCO2,819.6597,759.6339,213.186,168.0431
SM(d26:0/14:0)+HCO2,833.6753,773.6495,227.2016,168.0431
SM(d26:0/14:1)+HCO2,831.6597,771.6339,225.186,168.0431
SM(d26:0/15:0)+HCO2,847.691,787.6652,241.2173,168.0431
SM(d26:0/15:1)+HCO2,845.6753,785.6495,239.2016,168.0431
SM(d26:0/16:0)+HCO2,861.7066,801.6808,255.2329,168.0431
SM(d26:0/16:1)+HCO2,859.691,799.6652,253.2173,168.0431
SM(d26:0/17:0)+HCO2,875.7223,815.6965,269.2486,168.0431
SM(d26:0/17:1)+HCO2,873.7066,813.6808,267.2329,168.0431
SM(d26:0/17:2)+HCO2,871.691,811.6652,265.2173,168.0431
SM(d26:0/18:0)+HCO2,889.7379,829.7121,283.2642,168.0431
SM(d26:0/18:1)+HCO2,887.7223,827.6965,281.2486,168.0431
SM(d26:0/18:2)+HCO2,885.7066,825.6808,279.2329,168.0431
SM(d26:0/18:3)+HCO2,883.691,823.6652,277.2173,168.0431
SM(d26:0/18:4)+HCO2,881.6753,821.6495,275.2016,168.0431
SM(d26:0/19:0)+HCO2,903.7536,843.7278,297.2799,168.0431
SM(d26:0/20:0)+HCO2,917.7692,857.7434,311.2955,168.0431
SM(d26:0/20:1)+HCO2,915.7536,855.7278,309.2799,168.0431
SM(d26:0/20:2)+HCO2,913.7379,853.7121,307.2642,168.0431
SM(d26:0/20:3)+HCO2,911.7223,851.6965,305.2486,168.0431
SM(d26:0/20:4)+HCO2,909.7066,849.6808,303.2329,168.0431
SM(d26:0/20:5)+HCO2,907.691,847.6652,301.2173,168.0431
SM(d26:0/21:0)+HCO2,931.7849,871.7591,325.3112,168.0431
SM(d26:0/22:0)+HCO2,945.8005,885.7747,339.3268,168.0431
SM(d26:0/22:1)+HCO2,943.7849,883.7591,337.3112,168.0431
SM(d26:0/22:2)+HCO2,941.7692,881.7434,335.2955,168.0431
SM(d26:0/22:3)+HCO2,939.7536,879.7278,333.2799,168.0431
SM(d26:0/22:4)+HCO2,937.7379,877.7121,331.2642,168.0431
SM(d26:0/22:5)+HCO2,935.7223,875.6965,329.2486,168.0431
SM(d26:0/22:6)+HCO2,933.7066,873.6808,327.2329,168.0431
SM(d26:0/23:0)+HCO2,959.8162,899.7904,353.3425,168.0431
SM(d26:0/24:0)+HCO2,973.8318,913.806,367.3581,168.0431
SM(d26:0/24:1)+HCO2,971.8162,911.7904,365.3425,168.0431
SM(d26:0/25:0)+HCO2,987.8475,927.8217,381.3738,168.0431
SM(d26:0/26:0)+HCO2,1001.8631,941.8373,395.3894,168.0431
SM(d26:0/8:0)+HCO2,749.5814,689.5556,143.1077,168.0431
SM(d8:0/10:0)+HCO2,525.331,465.3052,171.139,168.0431
SM(d8:0/12:0)+HCO2,553.3623,493.3365,199.1703,168.0431
SM(d8:0/13:0)+HCO2,567.378,507.3522,213.186,168.0431
SM(d8:0/14:0)+HCO2,581.3936,521.3678,227.2016,168.0431
SM(d8:0/14:1)+HCO2,579.378,519.3522,225.186,168.0431
SM(d8:0/15:0)+HCO2,595.4093,535.3835,241.2173,168.0431
SM(d8:0/15:1)+HCO2,593.3936,533.3678,239.2016,168.0431
SM(d8:0/16:0)+HCO2,609.4249,549.3991,255.2329,168.0431
SM(d8:0/16:1)+HCO2,607.4093,547.3835,253.2173,168.0431
SM(d8:0/17:0)+HCO2,623.4406,563.4148,269.2486,168.0431
SM(d8:0/17:1)+HCO2,621.4249,561.3991,267.2329,168.0431
SM(d8:0/17:2)+HCO2,619.4093,559.3835,265.2173,168.0431
SM(d8:0/18:0)+HCO2,637.4562,577.4304,283.2642,168.0431
SM(d8:0/18:1)+HCO2,635.4406,575.4148,281.2486,168.0431
SM(d8:0/18:2)+HCO2,633.4249,573.3991,279.2329,168.0431
SM(d8:0/18:3)+HCO2,631.4093,571.3835,277.2173,168.0431
SM(d8:0/18:4)+HCO2,629.3936,569.3678,275.2016,168.0431
SM(d8:0/19:0)+HCO2,651.4719,591.4461,297.2799,168.0431
SM(d8:0/20:0)+HCO2,665.4875,605.4617,311.2955,168.0431
SM(d8:0/20:1)+HCO2,663.4719,603.4461,309.2799,168.0431
SM(d8:0/20:2)+HCO2,661.4562,601.4304,307.2642,168.0431
SM(d8:0/20:3)+HCO2,659.4406,599.4148,305.2486,168.0431
SM(d8:0/20:4)+HCO2,657.4249,597.3991,303.2329,168.0431
SM(d8:0/20:5)+HCO2,655.4093,595.3835,301.2173,168.0431
SM(d8:0/21:0)+HCO2,679.5032,619.4774,325.3112,168.0431
SM(d8:0/22:0)+HCO2,693.5188,633.493,339.3268,168.0431
SM(d8:0/22:1)+HCO2,691.5032,631.4774,337.3112,168.0431
SM(d8:0/22:2)+HCO2,689.4875,629.4617,335.2955,168.0431
SM(d8:0/22:3)+HCO2,687.4719,627.4461,333.2799,168.0431
SM(d8:0/22:4)+HCO2,685.4562,625.4304,331.2642,168.0431
SM(d8:0/22:5)+HCO2,683.4406,623.4148,329.2486,168.0431
SM(d8:0/22:6)+HCO2,681.4249,621.3991,327.2329,168.0431
SM(d8:0/23:0)+HCO2,707.5345,647.5087,353.3425,168.0431
SM(d8:0/24:0)+HCO2,721.5501,661.5243,367.3581,168.0431
SM(d8:0/24:1)+HCO2,719.5345,659.5087,365.3425,168.0431
SM(d8:0/25:0)+HCO2,735.5658,675.54,381.3738,168.0431
SM(d8:0/26:0)+HCO2,749.5814,689.5556,395.3894,168.0431
SM(d8:0/8:0)+HCO2,497.2997,437.2739,143.1077,168.0431
SPLASH_SM(d18:1/18:1(d9))+HCO2,782.63793,722.61213,290.30503,168.0431
