PE,[M-H]-,NL_T1Ketene&serene,NL_T2Ketene&serene,NL_T1RCOOH,NL_T2RCOOH,T1_RCOO-,T2_RCOO-, Glycerol-3-phosphate_NLH2O,H2PO4-,PO3-,EthanolaminePhosphate,EthanolaminePhosphate_NLH2O
PE(17:1_18:3)-H,724.49232,474.26265,464.27825,456.25209,446.26769,267.23295,277.21735,152.99586,96.96964,78.95852,140.01128,122.0007
PE(17:1_18:4)-H,722.47662,472.24695,464.27825,454.23639,446.26769,267.23295,275.20165,152.99586,96.96964,78.95852,140.01128,122.0007
PE(17:1_19:0)-H,744.55492,494.32525,464.27825,476.31469,446.26769,267.23295,297.27995,152.99586,96.96964,78.95852,140.01128,122.0007
PE(17:1_20:0)-H,758.57052,508.34085,464.27825,490.33029,446.26769,267.23295,311.29555,152.99586,96.96964,78.95852,140.01128,122.0007
PE(17:1_20:1)-H,756.55492,506.32525,464.27825,488.31469,446.26769,267.23295,309.27995,152.99586,96.96964,78.95852,140.01128,122.0007
PE(17:1_20:2)-H,754.53922,504.30955,464.27825,486.29899,446.26769,267.23295,307.26425,152.99586,96.96964,78.95852,140.01128,122.0007
PE(17:1_20:3)-H,752.52362,502.29395,464.27825,484.28339,446.26769,267.23295,305.24865,152.99586,96.96964,78.95852,140.01128,122.0007
PE(17:1_20:4)-H,750.50792,500.27825,464.27825,482.26769,446.26769,267.23295,303.23295,152.99586,96.96964,78.95852,140.01128,122.0007
PE(17:1_20:5)-H,748.49232,498.26265,464.27825,480.25209,446.26769,267.23295,301.21735,152.99586,96.96964,78.95852,140.01128,122.0007
PE(17:1_21:0)-H,772.58622,522.35655,464.27825,504.34599,446.26769,267.23295,325.31125,152.99586,96.96964,78.95852,140.01128,122.0007
PE(17:1_22:0)-H,786.60182,536.37215,464.27825,518.36159,446.26769,267.23295,339.32685,152.99586,96.96964,78.95852,140.01128,122.0007
PE(17:1_22:1)-H,784.58622,534.35655,464.27825,516.34599,446.26769,267.23295,337.31125,152.99586,96.96964,78.95852,140.01128,122.0007
PE(17:1_22:2)-H,782.57052,532.34085,464.27825,514.33029,446.26769,267.23295,335.29555,152.99586,96.96964,78.95852,140.01128,122.0007
PE(17:1_22:3)-H,780.55492,530.32525,464.27825,512.31469,446.26769,267.23295,333.27995,152.99586,96.96964,78.95852,140.01128,122.0007
PE(17:1_22:4)-H,778.53922,528.30955,464.27825,510.29899,446.26769,267.23295,331.26425,152.99586,96.96964,78.95852,140.01128,122.0007
PE(17:1_22:5)-H,776.52362,526.29395,464.27825,508.28339,446.26769,267.23295,329.24865,152.99586,96.96964,78.95852,140.01128,122.0007
PE(17:1_22:6)-H,774.50792,524.27825,464.27825,506.26769,446.26769,267.23295,327.23295,152.99586,96.96964,78.95852,140.01128,122.0007
PE(17:1_23:0)-H,800.61752,550.38785,464.27825,532.37729,446.26769,267.23295,353.34255,152.99586,96.96964,78.95852,140.01128,122.0007
PE(17:1_24:0)-H,814.63312,564.40345,464.27825,546.39289,446.26769,267.23295,367.35815,152.99586,96.96964,78.95852,140.01128,122.0007
PE(17:1_24:1)-H,812.61752,562.38785,464.27825,544.37729,446.26769,267.23295,365.34255,152.99586,96.96964,78.95852,140.01128,122.0007
PE(17:1_25:0)-H,828.64882,578.41915,464.27825,560.40859,446.26769,267.23295,381.37385,152.99586,96.96964,78.95852,140.01128,122.0007
PE(17:1_26:0)-H,842.66442,592.43475,464.27825,574.42419,446.26769,267.23295,395.38945,152.99586,96.96964,78.95852,140.01128,122.0007
PE(17:2_17:2)-H,710.47672,462.26265,462.26265,444.25209,444.25209,265.21735,265.21735,152.99586,96.96964,78.95852,140.01128,122.0007
PE(17:2_18:0)-H,728.52362,480.30955,462.26265,462.29899,444.25209,265.21735,283.26425,152.99586,96.96964,78.95852,140.01128,122.0007
PE(17:2_18:1)-H,726.50802,478.29395,462.26265,460.28339,444.25209,265.21735,281.24865,152.99586,96.96964,78.95852,140.01128,122.0007
PE(17:2_18:2)-H,724.49232,476.27825,462.26265,458.26769,444.25209,265.21735,279.23295,152.99586,96.96964,78.95852,140.01128,122.0007
PE(17:2_18:3)-H,722.47672,474.26265,462.26265,456.25209,444.25209,265.21735,277.21735,152.99586,96.96964,78.95852,140.01128,122.0007
PE(17:2_18:4)-H,720.46102,472.24695,462.26265,454.23639,444.25209,265.21735,275.20165,152.99586,96.96964,78.95852,140.01128,122.0007
PE(17:2_19:0)-H,742.53932,494.32525,462.26265,476.31469,444.25209,265.21735,297.27995,152.99586,96.96964,78.95852,140.01128,122.0007
PE(17:2_20:0)-H,756.55492,508.34085,462.26265,490.33029,444.25209,265.21735,311.29555,152.99586,96.96964,78.95852,140.01128,122.0007
PE(17:2_20:1)-H,754.53932,506.32525,462.26265,488.31469,444.25209,265.21735,309.27995,152.99586,96.96964,78.95852,140.01128,122.0007
PE(17:2_20:2)-H,752.52362,504.30955,462.26265,486.29899,444.25209,265.21735,307.26425,152.99586,96.96964,78.95852,140.01128,122.0007
PE(17:2_20:3)-H,750.50802,502.29395,462.26265,484.28339,444.25209,265.21735,305.24865,152.99586,96.96964,78.95852,140.01128,122.0007
PE(17:2_20:4)-H,748.49232,500.27825,462.26265,482.26769,444.25209,265.21735,303.23295,152.99586,96.96964,78.95852,140.01128,122.0007
PE(17:2_20:5)-H,746.47672,498.26265,462.26265,480.25209,444.25209,265.21735,301.21735,152.99586,96.96964,78.95852,140.01128,122.0007
PE(17:2_21:0)-H,770.57062,522.35655,462.26265,504.34599,444.25209,265.21735,325.31125,152.99586,96.96964,78.95852,140.01128,122.0007
PE(17:2_22:0)-H,784.58622,536.37215,462.26265,518.36159,444.25209,265.21735,339.32685,152.99586,96.96964,78.95852,140.01128,122.0007
PE(17:2_22:1)-H,782.57062,534.35655,462.26265,516.34599,444.25209,265.21735,337.31125,152.99586,96.96964,78.95852,140.01128,122.0007
PE(17:2_22:2)-H,780.55492,532.34085,462.26265,514.33029,444.25209,265.21735,335.29555,152.99586,96.96964,78.95852,140.01128,122.0007
PE(17:2_22:3)-H,778.53932,530.32525,462.26265,512.31469,444.25209,265.21735,333.27995,152.99586,96.96964,78.95852,140.01128,122.0007
PE(17:2_22:4)-H,776.52362,528.30955,462.26265,510.29899,444.25209,265.21735,331.26425,152.99586,96.96964,78.95852,140.01128,122.0007
PE(17:2_22:5)-H,774.50802,526.29395,462.26265,508.28339,444.25209,265.21735,329.24865,152.99586,96.96964,78.95852,140.01128,122.0007
PE(17:2_22:6)-H,772.49232,524.27825,462.26265,506.26769,444.25209,265.21735,327.23295,152.99586,96.96964,78.95852,140.01128,122.0007
PE(17:2_23:0)-H,798.60192,550.38785,462.26265,532.37729,444.25209,265.21735,353.34255,152.99586,96.96964,78.95852,140.01128,122.0007
PE(17:2_24:0)-H,812.61752,564.40345,462.26265,546.39289,444.25209,265.21735,367.35815,152.99586,96.96964,78.95852,140.01128,122.0007
PE(17:2_24:1)-H,810.60192,562.38785,462.26265,544.37729,444.25209,265.21735,365.34255,152.99586,96.96964,78.95852,140.01128,122.0007
PE(17:2_25:0)-H,826.63322,578.41915,462.26265,560.40859,444.25209,265.21735,381.37385,152.99586,96.96964,78.95852,140.01128,122.0007
PE(17:2_26:0)-H,840.64882,592.43475,462.26265,574.42419,444.25209,265.21735,395.38945,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:0_18:0)-H,746.57052,480.30955,480.30955,462.29899,462.29899,283.26425,283.26425,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:0_18:1)-H,744.55492,478.29395,480.30955,460.28339,462.29899,283.26425,281.24865,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:0_18:2)-H,742.53922,476.27825,480.30955,458.26769,462.29899,283.26425,279.23295,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:0_18:3)-H,740.52362,474.26265,480.30955,456.25209,462.29899,283.26425,277.21735,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:0_18:4)-H,738.50792,472.24695,480.30955,454.23639,462.29899,283.26425,275.20165,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:0_19:0)-H,760.58622,494.32525,480.30955,476.31469,462.29899,283.26425,297.27995,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:0_20:0)-H,774.60182,508.34085,480.30955,490.33029,462.29899,283.26425,311.29555,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:0_20:1)-H,772.58622,506.32525,480.30955,488.31469,462.29899,283.26425,309.27995,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:0_20:2)-H,770.57052,504.30955,480.30955,486.29899,462.29899,283.26425,307.26425,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:0_20:3)-H,768.55492,502.29395,480.30955,484.28339,462.29899,283.26425,305.24865,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:0_20:4)-H,766.53922,500.27825,480.30955,482.26769,462.29899,283.26425,303.23295,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:0_20:5)-H,764.52362,498.26265,480.30955,480.25209,462.29899,283.26425,301.21735,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:0_21:0)-H,788.61752,522.35655,480.30955,504.34599,462.29899,283.26425,325.31125,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:0_22:0)-H,802.63312,536.37215,480.30955,518.36159,462.29899,283.26425,339.32685,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:0_22:1)-H,800.61752,534.35655,480.30955,516.34599,462.29899,283.26425,337.31125,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:0_22:2)-H,798.60182,532.34085,480.30955,514.33029,462.29899,283.26425,335.29555,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:0_22:3)-H,796.58622,530.32525,480.30955,512.31469,462.29899,283.26425,333.27995,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:0_22:4)-H,794.57052,528.30955,480.30955,510.29899,462.29899,283.26425,331.26425,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:0_22:5)-H,792.55492,526.29395,480.30955,508.28339,462.29899,283.26425,329.24865,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:0_22:6)-H,790.53922,524.27825,480.30955,506.26769,462.29899,283.26425,327.23295,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:0_23:0)-H,816.64882,550.38785,480.30955,532.37729,462.29899,283.26425,353.34255,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:0_24:0)-H,830.66442,564.40345,480.30955,546.39289,462.29899,283.26425,367.35815,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:0_24:1)-H,828.64882,562.38785,480.30955,544.37729,462.29899,283.26425,365.34255,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:0_25:0)-H,844.68012,578.41915,480.30955,560.40859,462.29899,283.26425,381.37385,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:0_26:0)-H,858.69572,592.43475,480.30955,574.42419,462.29899,283.26425,395.38945,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:1_18:1)-H,742.53932,478.29395,478.29395,460.28339,460.28339,281.24865,281.24865,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:1_18:2)-H,740.52362,476.27825,478.29395,458.26769,460.28339,281.24865,279.23295,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:1_18:3)-H,738.50802,474.26265,478.29395,456.25209,460.28339,281.24865,277.21735,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:1_18:4)-H,736.49232,472.24695,478.29395,454.23639,460.28339,281.24865,275.20165,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:1_19:0)-H,758.57062,494.32525,478.29395,476.31469,460.28339,281.24865,297.27995,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:1_20:0)-H,772.58622,508.34085,478.29395,490.33029,460.28339,281.24865,311.29555,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:1_20:1)-H,770.57062,506.32525,478.29395,488.31469,460.28339,281.24865,309.27995,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:1_20:2)-H,768.55492,504.30955,478.29395,486.29899,460.28339,281.24865,307.26425,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:1_20:3)-H,766.53932,502.29395,478.29395,484.28339,460.28339,281.24865,305.24865,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:1_20:4)-H,764.52362,500.27825,478.29395,482.26769,460.28339,281.24865,303.23295,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:1_20:5)-H,762.50802,498.26265,478.29395,480.25209,460.28339,281.24865,301.21735,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:1_21:0)-H,786.60192,522.35655,478.29395,504.34599,460.28339,281.24865,325.31125,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:1_22:0)-H,800.61752,536.37215,478.29395,518.36159,460.28339,281.24865,339.32685,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:1_22:1)-H,798.60192,534.35655,478.29395,516.34599,460.28339,281.24865,337.31125,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:1_22:2)-H,796.58622,532.34085,478.29395,514.33029,460.28339,281.24865,335.29555,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:1_22:3)-H,794.57062,530.32525,478.29395,512.31469,460.28339,281.24865,333.27995,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:1_22:4)-H,792.55492,528.30955,478.29395,510.29899,460.28339,281.24865,331.26425,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:1_22:5)-H,790.53932,526.29395,478.29395,508.28339,460.28339,281.24865,329.24865,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:1_22:6)-H,788.52362,524.27825,478.29395,506.26769,460.28339,281.24865,327.23295,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:1_23:0)-H,814.63322,550.38785,478.29395,532.37729,460.28339,281.24865,353.34255,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:1_24:0)-H,828.64882,564.40345,478.29395,546.39289,460.28339,281.24865,367.35815,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:1_24:1)-H,826.63322,562.38785,478.29395,544.37729,460.28339,281.24865,365.34255,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:1_25:0)-H,842.66452,578.41915,478.29395,560.40859,460.28339,281.24865,381.37385,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:1_26:0)-H,856.68012,592.43475,478.29395,574.42419,460.28339,281.24865,395.38945,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:2_18:2)-H,738.50792,476.27825,476.27825,458.26769,458.26769,279.23295,279.23295,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:2_18:3)-H,736.49232,474.26265,476.27825,456.25209,458.26769,279.23295,277.21735,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:2_18:4)-H,734.47662,472.24695,476.27825,454.23639,458.26769,279.23295,275.20165,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:2_19:0)-H,756.55492,494.32525,476.27825,476.31469,458.26769,279.23295,297.27995,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:2_20:0)-H,770.57052,508.34085,476.27825,490.33029,458.26769,279.23295,311.29555,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:2_20:1)-H,768.55492,506.32525,476.27825,488.31469,458.26769,279.23295,309.27995,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:2_20:2)-H,766.53922,504.30955,476.27825,486.29899,458.26769,279.23295,307.26425,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:2_20:3)-H,764.52362,502.29395,476.27825,484.28339,458.26769,279.23295,305.24865,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:2_20:4)-H,762.50792,500.27825,476.27825,482.26769,458.26769,279.23295,303.23295,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:2_20:5)-H,760.49232,498.26265,476.27825,480.25209,458.26769,279.23295,301.21735,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:2_21:0)-H,784.58622,522.35655,476.27825,504.34599,458.26769,279.23295,325.31125,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:2_22:0)-H,798.60182,536.37215,476.27825,518.36159,458.26769,279.23295,339.32685,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:2_22:1)-H,796.58622,534.35655,476.27825,516.34599,458.26769,279.23295,337.31125,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:2_22:2)-H,794.57052,532.34085,476.27825,514.33029,458.26769,279.23295,335.29555,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:2_22:3)-H,792.55492,530.32525,476.27825,512.31469,458.26769,279.23295,333.27995,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:2_22:4)-H,790.53922,528.30955,476.27825,510.29899,458.26769,279.23295,331.26425,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:2_22:5)-H,788.52362,526.29395,476.27825,508.28339,458.26769,279.23295,329.24865,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:2_22:6)-H,786.50792,524.27825,476.27825,506.26769,458.26769,279.23295,327.23295,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:2_23:0)-H,812.61752,550.38785,476.27825,532.37729,458.26769,279.23295,353.34255,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:2_24:0)-H,826.63312,564.40345,476.27825,546.39289,458.26769,279.23295,367.35815,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:2_24:1)-H,824.61752,562.38785,476.27825,544.37729,458.26769,279.23295,365.34255,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:2_25:0)-H,840.64882,578.41915,476.27825,560.40859,458.26769,279.23295,381.37385,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:2_26:0)-H,854.66442,592.43475,476.27825,574.42419,458.26769,279.23295,395.38945,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:3_18:3)-H,734.47672,474.26265,474.26265,456.25209,456.25209,277.21735,277.21735,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:3_18:4)-H,732.46102,472.24695,474.26265,454.23639,456.25209,277.21735,275.20165,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:3_19:0)-H,754.53932,494.32525,474.26265,476.31469,456.25209,277.21735,297.27995,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:3_20:0)-H,768.55492,508.34085,474.26265,490.33029,456.25209,277.21735,311.29555,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:3_20:1)-H,766.53932,506.32525,474.26265,488.31469,456.25209,277.21735,309.27995,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:3_20:2)-H,764.52362,504.30955,474.26265,486.29899,456.25209,277.21735,307.26425,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:3_20:3)-H,762.50802,502.29395,474.26265,484.28339,456.25209,277.21735,305.24865,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:3_20:4)-H,760.49232,500.27825,474.26265,482.26769,456.25209,277.21735,303.23295,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:3_20:5)-H,758.47672,498.26265,474.26265,480.25209,456.25209,277.21735,301.21735,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:3_21:0)-H,782.57062,522.35655,474.26265,504.34599,456.25209,277.21735,325.31125,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:3_22:0)-H,796.58622,536.37215,474.26265,518.36159,456.25209,277.21735,339.32685,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:3_22:1)-H,794.57062,534.35655,474.26265,516.34599,456.25209,277.21735,337.31125,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:3_22:2)-H,792.55492,532.34085,474.26265,514.33029,456.25209,277.21735,335.29555,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:3_22:3)-H,790.53932,530.32525,474.26265,512.31469,456.25209,277.21735,333.27995,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:3_22:4)-H,788.52362,528.30955,474.26265,510.29899,456.25209,277.21735,331.26425,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:3_22:5)-H,786.50802,526.29395,474.26265,508.28339,456.25209,277.21735,329.24865,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:3_22:6)-H,784.49232,524.27825,474.26265,506.26769,456.25209,277.21735,327.23295,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:3_23:0)-H,810.60192,550.38785,474.26265,532.37729,456.25209,277.21735,353.34255,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:3_24:0)-H,824.61752,564.40345,474.26265,546.39289,456.25209,277.21735,367.35815,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:3_24:1)-H,822.60192,562.38785,474.26265,544.37729,456.25209,277.21735,365.34255,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:3_25:0)-H,838.63322,578.41915,474.26265,560.40859,456.25209,277.21735,381.37385,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:3_26:0)-H,852.64882,592.43475,474.26265,574.42419,456.25209,277.21735,395.38945,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:4_18:4)-H,730.44532,472.24695,472.24695,454.23639,454.23639,275.20165,275.20165,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:4_19:0)-H,752.52362,494.32525,472.24695,476.31469,454.23639,275.20165,297.27995,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:4_20:0)-H,766.53922,508.34085,472.24695,490.33029,454.23639,275.20165,311.29555,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:4_20:1)-H,764.52362,506.32525,472.24695,488.31469,454.23639,275.20165,309.27995,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:4_20:2)-H,762.50792,504.30955,472.24695,486.29899,454.23639,275.20165,307.26425,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:4_20:3)-H,760.49232,502.29395,472.24695,484.28339,454.23639,275.20165,305.24865,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:4_20:4)-H,758.47662,500.27825,472.24695,482.26769,454.23639,275.20165,303.23295,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:4_20:5)-H,756.46102,498.26265,472.24695,480.25209,454.23639,275.20165,301.21735,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:4_21:0)-H,780.55492,522.35655,472.24695,504.34599,454.23639,275.20165,325.31125,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:4_22:0)-H,794.57052,536.37215,472.24695,518.36159,454.23639,275.20165,339.32685,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:4_22:1)-H,792.55492,534.35655,472.24695,516.34599,454.23639,275.20165,337.31125,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:4_22:2)-H,790.53922,532.34085,472.24695,514.33029,454.23639,275.20165,335.29555,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:4_22:3)-H,788.52362,530.32525,472.24695,512.31469,454.23639,275.20165,333.27995,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:4_22:4)-H,786.50792,528.30955,472.24695,510.29899,454.23639,275.20165,331.26425,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:4_22:5)-H,784.49232,526.29395,472.24695,508.28339,454.23639,275.20165,329.24865,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:4_22:6)-H,782.47662,524.27825,472.24695,506.26769,454.23639,275.20165,327.23295,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:4_23:0)-H,808.58622,550.38785,472.24695,532.37729,454.23639,275.20165,353.34255,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:4_24:0)-H,822.60182,564.40345,472.24695,546.39289,454.23639,275.20165,367.35815,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:4_24:1)-H,820.58622,562.38785,472.24695,544.37729,454.23639,275.20165,365.34255,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:4_25:0)-H,836.61752,578.41915,472.24695,560.40859,454.23639,275.20165,381.37385,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:4_26:0)-H,850.63312,592.43475,472.24695,574.42419,454.23639,275.20165,395.38945,152.99586,96.96964,78.95852,140.01128,122.0007
PE(19:0_19:0)-H,774.60192,494.32525,494.32525,476.31469,476.31469,297.27995,297.27995,152.99586,96.96964,78.95852,140.01128,122.0007
PE(19:0_20:0)-H,788.61752,508.34085,494.32525,490.33029,476.31469,297.27995,311.29555,152.99586,96.96964,78.95852,140.01128,122.0007
PE(19:0_20:1)-H,786.60192,506.32525,494.32525,488.31469,476.31469,297.27995,309.27995,152.99586,96.96964,78.95852,140.01128,122.0007
PE(19:0_20:2)-H,784.58622,504.30955,494.32525,486.29899,476.31469,297.27995,307.26425,152.99586,96.96964,78.95852,140.01128,122.0007
PE(19:0_20:3)-H,782.57062,502.29395,494.32525,484.28339,476.31469,297.27995,305.24865,152.99586,96.96964,78.95852,140.01128,122.0007
PE(19:0_20:4)-H,780.55492,500.27825,494.32525,482.26769,476.31469,297.27995,303.23295,152.99586,96.96964,78.95852,140.01128,122.0007
PE(19:0_20:5)-H,778.53932,498.26265,494.32525,480.25209,476.31469,297.27995,301.21735,152.99586,96.96964,78.95852,140.01128,122.0007
PE(19:0_21:0)-H,802.63322,522.35655,494.32525,504.34599,476.31469,297.27995,325.31125,152.99586,96.96964,78.95852,140.01128,122.0007
PE(19:0_22:0)-H,816.64882,536.37215,494.32525,518.36159,476.31469,297.27995,339.32685,152.99586,96.96964,78.95852,140.01128,122.0007
PE(19:0_22:1)-H,814.63322,534.35655,494.32525,516.34599,476.31469,297.27995,337.31125,152.99586,96.96964,78.95852,140.01128,122.0007
PE(19:0_22:2)-H,812.61752,532.34085,494.32525,514.33029,476.31469,297.27995,335.29555,152.99586,96.96964,78.95852,140.01128,122.0007
PE(19:0_22:3)-H,810.60192,530.32525,494.32525,512.31469,476.31469,297.27995,333.27995,152.99586,96.96964,78.95852,140.01128,122.0007
PE(19:0_22:4)-H,808.58622,528.30955,494.32525,510.29899,476.31469,297.27995,331.26425,152.99586,96.96964,78.95852,140.01128,122.0007
PE(19:0_22:5)-H,806.57062,526.29395,494.32525,508.28339,476.31469,297.27995,329.24865,152.99586,96.96964,78.95852,140.01128,122.0007
PE(19:0_22:6)-H,804.55492,524.27825,494.32525,506.26769,476.31469,297.27995,327.23295,152.99586,96.96964,78.95852,140.01128,122.0007
PE(19:0_23:0)-H,830.66452,550.38785,494.32525,532.37729,476.31469,297.27995,353.34255,152.99586,96.96964,78.95852,140.01128,122.0007
PE(19:0_24:0)-H,844.68012,564.40345,494.32525,546.39289,476.31469,297.27995,367.35815,152.99586,96.96964,78.95852,140.01128,122.0007
PE(19:0_24:1)-H,842.66452,562.38785,494.32525,544.37729,476.31469,297.27995,365.34255,152.99586,96.96964,78.95852,140.01128,122.0007
PE(19:0_25:0)-H,858.69582,578.41915,494.32525,560.40859,476.31469,297.27995,381.37385,152.99586,96.96964,78.95852,140.01128,122.0007
PE(19:0_26:0)-H,872.71142,592.43475,494.32525,574.42419,476.31469,297.27995,395.38945,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:0_20:0)-H,802.63312,508.34085,508.34085,490.33029,490.33029,311.29555,311.29555,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:0_20:1)-H,800.61752,506.32525,508.34085,488.31469,490.33029,311.29555,309.27995,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:0_20:2)-H,798.60182,504.30955,508.34085,486.29899,490.33029,311.29555,307.26425,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:0_20:3)-H,796.58622,502.29395,508.34085,484.28339,490.33029,311.29555,305.24865,152.99586,96.96964,78.95852,140.01128,122.0007
