PE,[M+Na]+,PreCursor -43,PreCursor -141,M+Na-43-SN1-H acyl loss,M+Na-43-SN2-H acyl loss,phosphoethanolamine+Na
PE(19:0_24:1)+Na,866.6610178,823.6188178,725.6419235,525.3317378,457.2691378,164.00888
PE(19:0_25:0)+Na,882.6923178,839.6501178,741.6732235,541.3630378,457.2691378,164.00888
PE(19:0_26:0)+Na,896.7079178,853.6657178,755.6888235,555.3786378,457.2691378,164.00888
PE(20:0_20:0)+Na,826.6296178,783.5874178,685.6105235,471.2847378,471.2847378,164.00888
PE(20:0_20:1)+Na,824.6140178,781.5718178,683.5949235,469.2691378,471.2847378,164.00888
PE(20:0_20:2)+Na,822.5983178,779.5561178,681.5792235,467.2534378,471.2847378,164.00888
PE(20:0_20:3)+Na,820.5827178,777.5405178,679.5636235,465.2378378,471.2847378,164.00888
PE(20:0_20:4)+Na,818.5670178,775.5248178,677.5479235,463.2221378,471.2847378,164.00888
PE(20:0_20:5)+Na,816.5514178,773.5092178,675.5323235,461.2065378,471.2847378,164.00888
PE(20:0_21:0)+Na,840.6453178,797.6031178,699.6262235,485.3004378,471.2847378,164.00888
PE(20:0_22:0)+Na,854.6609178,811.6187178,713.6418235,499.3160378,471.2847378,164.00888
PE(20:0_22:1)+Na,852.6453178,809.6031178,711.6262235,497.3004378,471.2847378,164.00888
PE(20:0_22:2)+Na,850.6296178,807.5874178,709.6105235,495.2847378,471.2847378,164.00888
PE(20:0_22:3)+Na,848.6140178,805.5718178,707.5949235,493.2691378,471.2847378,164.00888
PE(20:0_22:4)+Na,846.5983178,803.5561178,705.5792235,491.2534378,471.2847378,164.00888
PE(20:0_22:5)+Na,844.5827178,801.5405178,703.5636235,489.2378378,471.2847378,164.00888
PE(20:0_22:6)+Na,842.5670178,799.5248178,701.5479235,487.2221378,471.2847378,164.00888
PE(20:0_23:0)+Na,868.6766178,825.6344178,727.6575235,513.3317378,471.2847378,164.00888
PE(20:0_24:0)+Na,882.6922178,839.6500178,741.6731235,527.3473378,471.2847378,164.00888
PE(20:0_24:1)+Na,880.6766178,837.6344178,739.6575235,525.3317378,471.2847378,164.00888
PE(20:0_25:0)+Na,896.7079178,853.6657178,755.6888235,541.3630378,471.2847378,164.00888
PE(20:0_26:0)+Na,910.7235178,867.6813178,769.7044235,555.3786378,471.2847378,164.00888
PE(20:1_20:1)+Na,822.5984178,779.5562178,681.5793235,469.2691378,469.2691378,164.00888
PE(20:1_20:2)+Na,820.5827178,777.5405178,679.5636235,467.2534378,469.2691378,164.00888
PE(20:1_20:3)+Na,818.5671178,775.5249178,677.5480235,465.2378378,469.2691378,164.00888
PE(20:1_20:4)+Na,816.5514178,773.5092178,675.5323235,463.2221378,469.2691378,164.00888
PE(20:1_20:5)+Na,814.5358178,771.4936178,673.5167235,461.2065378,469.2691378,164.00888
PE(20:1_21:0)+Na,838.6297178,795.5875178,697.6106235,485.3004378,469.2691378,164.00888
PE(20:1_22:0)+Na,852.6453178,809.6031178,711.6262235,499.3160378,469.2691378,164.00888
PE(20:1_22:1)+Na,850.6297178,807.5875178,709.6106235,497.3004378,469.2691378,164.00888
PE(20:1_22:2)+Na,848.6140178,805.5718178,707.5949235,495.2847378,469.2691378,164.00888
PE(20:1_22:3)+Na,846.5984178,803.5562178,705.5793235,493.2691378,469.2691378,164.00888
PE(20:1_22:4)+Na,844.5827178,801.5405178,703.5636235,491.2534378,469.2691378,164.00888
PE(20:1_22:5)+Na,842.5671178,799.5249178,701.5480235,489.2378378,469.2691378,164.00888
PE(20:1_22:6)+Na,840.5514178,797.5092178,699.5323235,487.2221378,469.2691378,164.00888
PE(20:1_23:0)+Na,866.6610178,823.6188178,725.6419235,513.3317378,469.2691378,164.00888
PE(20:1_24:0)+Na,880.6766178,837.6344178,739.6575235,527.3473378,469.2691378,164.00888
PE(20:1_24:1)+Na,878.6610178,835.6188178,737.6419235,525.3317378,469.2691378,164.00888
PE(20:1_25:0)+Na,894.6923178,851.6501178,753.6732235,541.3630378,469.2691378,164.00888
PE(20:1_26:0)+Na,908.7079178,865.6657178,767.6888235,555.3786378,469.2691378,164.00888
PE(20:2_20:2)+Na,818.5670178,775.5248178,677.5479235,467.2534378,467.2534378,164.00888
PE(20:2_20:3)+Na,816.5514178,773.5092178,675.5323235,465.2378378,467.2534378,164.00888
PE(20:2_20:4)+Na,814.5357178,771.4935178,673.5166235,463.2221378,467.2534378,164.00888
PE(20:2_20:5)+Na,812.5201178,769.4779178,671.5010235,461.2065378,467.2534378,164.00888
PE(20:2_21:0)+Na,836.6140178,793.5718178,695.5949235,485.3004378,467.2534378,164.00888
PE(20:2_22:0)+Na,850.6296178,807.5874178,709.6105235,499.3160378,467.2534378,164.00888
PE(20:2_22:1)+Na,848.6140178,805.5718178,707.5949235,497.3004378,467.2534378,164.00888
PE(20:2_22:2)+Na,846.5983178,803.5561178,705.5792235,495.2847378,467.2534378,164.00888
PE(20:2_22:3)+Na,844.5827178,801.5405178,703.5636235,493.2691378,467.2534378,164.00888
PE(20:2_22:4)+Na,842.5670178,799.5248178,701.5479235,491.2534378,467.2534378,164.00888
PE(20:2_22:5)+Na,840.5514178,797.5092178,699.5323235,489.2378378,467.2534378,164.00888
PE(20:2_22:6)+Na,838.5357178,795.4935178,697.5166235,487.2221378,467.2534378,164.00888
PE(20:2_23:0)+Na,864.6453178,821.6031178,723.6262235,513.3317378,467.2534378,164.00888
PE(20:2_24:0)+Na,878.6609178,835.6187178,737.6418235,527.3473378,467.2534378,164.00888
PE(20:2_24:1)+Na,876.6453178,833.6031178,735.6262235,525.3317378,467.2534378,164.00888
PE(20:2_25:0)+Na,892.6766178,849.6344178,751.6575235,541.3630378,467.2534378,164.00888
PE(20:2_26:0)+Na,906.6922178,863.6500178,765.6731235,555.3786378,467.2534378,164.00888
PE(20:3_20:3)+Na,814.5358178,771.4936178,673.5167235,465.2378378,465.2378378,164.00888
PE(20:3_20:4)+Na,812.5201178,769.4779178,671.5010235,463.2221378,465.2378378,164.00888
PE(20:3_20:5)+Na,810.5045178,767.4623178,669.4854235,461.2065378,465.2378378,164.00888
PE(20:3_21:0)+Na,834.5984178,791.5562178,693.5793235,485.3004378,465.2378378,164.00888
PE(20:3_22:0)+Na,848.6140178,805.5718178,707.5949235,499.3160378,465.2378378,164.00888
PE(20:3_22:1)+Na,846.5984178,803.5562178,705.5793235,497.3004378,465.2378378,164.00888
PE(20:3_22:2)+Na,844.5827178,801.5405178,703.5636235,495.2847378,465.2378378,164.00888
PE(20:3_22:3)+Na,842.5671178,799.5249178,701.5480235,493.2691378,465.2378378,164.00888
PE(20:3_22:4)+Na,840.5514178,797.5092178,699.5323235,491.2534378,465.2378378,164.00888
PE(20:3_22:5)+Na,838.5358178,795.4936178,697.5167235,489.2378378,465.2378378,164.00888
PE(20:3_22:6)+Na,836.5201178,793.4779178,695.5010235,487.2221378,465.2378378,164.00888
PE(20:3_23:0)+Na,862.6297178,819.5875178,721.6106235,513.3317378,465.2378378,164.00888
PE(20:3_24:0)+Na,876.6453178,833.6031178,735.6262235,527.3473378,465.2378378,164.00888
PE(20:3_24:1)+Na,874.6297178,831.5875178,733.6106235,525.3317378,465.2378378,164.00888
PE(20:3_25:0)+Na,890.6610178,847.6188178,749.6419235,541.3630378,465.2378378,164.00888
PE(20:3_26:0)+Na,904.6766178,861.6344178,763.6575235,555.3786378,465.2378378,164.00888
PE(20:4_20:4)+Na,810.5044178,767.4622178,669.4853235,463.2221378,463.2221378,164.00888
PE(20:4_20:5)+Na,808.4888178,765.4466178,667.4697235,461.2065378,463.2221378,164.00888
PE(20:4_21:0)+Na,832.5827178,789.5405178,691.5636235,485.3004378,463.2221378,164.00888
PE(20:4_22:0)+Na,846.5983178,803.5561178,705.5792235,499.3160378,463.2221378,164.00888
PE(20:4_22:1)+Na,844.5827178,801.5405178,703.5636235,497.3004378,463.2221378,164.00888
PE(20:4_22:2)+Na,842.5670178,799.5248178,701.5479235,495.2847378,463.2221378,164.00888
PE(20:4_22:3)+Na,840.5514178,797.5092178,699.5323235,493.2691378,463.2221378,164.00888
PE(20:4_22:4)+Na,838.5357178,795.4935178,697.5166235,491.2534378,463.2221378,164.00888
PE(20:4_22:5)+Na,836.5201178,793.4779178,695.5010235,489.2378378,463.2221378,164.00888
PE(20:4_22:6)+Na,834.5044178,791.4622178,693.4853235,487.2221378,463.2221378,164.00888
PE(20:4_23:0)+Na,860.6140178,817.5718178,719.5949235,513.3317378,463.2221378,164.00888
PE(20:4_24:0)+Na,874.6296178,831.5874178,733.6105235,527.3473378,463.2221378,164.00888
PE(20:4_24:1)+Na,872.6140178,829.5718178,731.5949235,525.3317378,463.2221378,164.00888
PE(20:4_25:0)+Na,888.6453178,845.6031178,747.6262235,541.3630378,463.2221378,164.00888
PE(20:4_26:0)+Na,902.6609178,859.6187178,761.6418235,555.3786378,463.2221378,164.00888
PE(20:5_20:5)+Na,806.4732178,763.4310178,665.4541235,461.2065378,461.2065378,164.00888
PE(20:5_21:0)+Na,830.5671178,787.5249178,689.5480235,485.3004378,461.2065378,164.00888
PE(20:5_22:0)+Na,844.5827178,801.5405178,703.5636235,499.3160378,461.2065378,164.00888
PE(20:5_22:1)+Na,842.5671178,799.5249178,701.5480235,497.3004378,461.2065378,164.00888
PE(20:5_22:2)+Na,840.5514178,797.5092178,699.5323235,495.2847378,461.2065378,164.00888
PE(20:5_22:3)+Na,838.5358178,795.4936178,697.5167235,493.2691378,461.2065378,164.00888
PE(20:5_22:4)+Na,836.5201178,793.4779178,695.5010235,491.2534378,461.2065378,164.00888
PE(20:5_22:5)+Na,834.5045178,791.4623178,693.4854235,489.2378378,461.2065378,164.00888
PE(20:5_22:6)+Na,832.4888178,789.4466178,691.4697235,487.2221378,461.2065378,164.00888
PE(20:5_23:0)+Na,858.5984178,815.5562178,717.5793235,513.3317378,461.2065378,164.00888
PE(20:5_24:0)+Na,872.6140178,829.5718178,731.5949235,527.3473378,461.2065378,164.00888
PE(20:5_24:1)+Na,870.5984178,827.5562178,729.5793235,525.3317378,461.2065378,164.00888
PE(20:5_25:0)+Na,886.6297178,843.5875178,745.6106235,541.3630378,461.2065378,164.00888
PE(20:5_26:0)+Na,900.6453178,857.6031178,759.6262235,555.3786378,461.2065378,164.00888
PE(21:0_21:0)+Na,854.6610178,811.6188178,713.6419235,485.3004378,485.3004378,164.00888
PE(21:0_22:0)+Na,868.6766178,825.6344178,727.6575235,499.3160378,485.3004378,164.00888
PE(21:0_22:1)+Na,866.6610178,823.6188178,725.6419235,497.3004378,485.3004378,164.00888
PE(21:0_22:2)+Na,864.6453178,821.6031178,723.6262235,495.2847378,485.3004378,164.00888
PE(21:0_22:3)+Na,862.6297178,819.5875178,721.6106235,493.2691378,485.3004378,164.00888
PE(21:0_22:4)+Na,860.6140178,817.5718178,719.5949235,491.2534378,485.3004378,164.00888
PE(21:0_22:5)+Na,858.5984178,815.5562178,717.5793235,489.2378378,485.3004378,164.00888
PE(21:0_22:6)+Na,856.5827178,813.5405178,715.5636235,487.2221378,485.3004378,164.00888
PE(21:0_23:0)+Na,882.6923178,839.6501178,741.6732235,513.3317378,485.3004378,164.00888
PE(21:0_24:0)+Na,896.7079178,853.6657178,755.6888235,527.3473378,485.3004378,164.00888
PE(21:0_24:1)+Na,894.6923178,851.6501178,753.6732235,525.3317378,485.3004378,164.00888
PE(21:0_25:0)+Na,910.7236178,867.6814178,769.7045235,541.3630378,485.3004378,164.00888
PE(21:0_26:0)+Na,924.7392178,881.6970178,783.7201235,555.3786378,485.3004378,164.00888
PE(22:0_22:0)+Na,882.6922178,839.6500178,741.6731235,499.3160378,499.3160378,164.00888
PE(22:0_22:1)+Na,880.6766178,837.6344178,739.6575235,497.3004378,499.3160378,164.00888
PE(22:0_22:2)+Na,878.6609178,835.6187178,737.6418235,495.2847378,499.3160378,164.00888
PE(22:0_22:3)+Na,876.6453178,833.6031178,735.6262235,493.2691378,499.3160378,164.00888
PE(22:0_22:4)+Na,874.6296178,831.5874178,733.6105235,491.2534378,499.3160378,164.00888
PE(22:0_22:5)+Na,872.6140178,829.5718178,731.5949235,489.2378378,499.3160378,164.00888
PE(22:0_22:6)+Na,870.5983178,827.5561178,729.5792235,487.2221378,499.3160378,164.00888
PE(22:0_23:0)+Na,896.7079178,853.6657178,755.6888235,513.3317378,499.3160378,164.00888
PE(22:0_24:0)+Na,910.7235178,867.6813178,769.7044235,527.3473378,499.3160378,164.00888
PE(22:0_24:1)+Na,908.7079178,865.6657178,767.6888235,525.3317378,499.3160378,164.00888
PE(22:0_25:0)+Na,924.7392178,881.6970178,783.7201235,541.3630378,499.3160378,164.00888
PE(22:0_26:0)+Na,938.7548178,895.7126178,797.7357235,555.3786378,499.3160378,164.00888
PE(22:1_22:1)+Na,878.6610178,835.6188178,737.6419235,497.3004378,497.3004378,164.00888
PE(22:1_22:2)+Na,876.6453178,833.6031178,735.6262235,495.2847378,497.3004378,164.00888
PE(22:1_22:3)+Na,874.6297178,831.5875178,733.6106235,493.2691378,497.3004378,164.00888
PE(22:1_22:4)+Na,872.6140178,829.5718178,731.5949235,491.2534378,497.3004378,164.00888
PE(22:1_22:5)+Na,870.5984178,827.5562178,729.5793235,489.2378378,497.3004378,164.00888
PE(22:1_22:6)+Na,868.5827178,825.5405178,727.5636235,487.2221378,497.3004378,164.00888
PE(22:1_23:0)+Na,894.6923178,851.6501178,753.6732235,513.3317378,497.3004378,164.00888
PE(22:1_24:0)+Na,908.7079178,865.6657178,767.6888235,527.3473378,497.3004378,164.00888
PE(22:1_24:1)+Na,906.6923178,863.6501178,765.6732235,525.3317378,497.3004378,164.00888
PE(22:1_25:0)+Na,922.7236178,879.6814178,781.7045235,541.3630378,497.3004378,164.00888
PE(22:1_26:0)+Na,936.7392178,893.6970178,795.7201235,555.3786378,497.3004378,164.00888
PE(22:2_22:2)+Na,874.6296178,831.5874178,733.6105235,495.2847378,495.2847378,164.00888
PE(22:2_22:3)+Na,872.6140178,829.5718178,731.5949235,493.2691378,495.2847378,164.00888
PE(22:2_22:4)+Na,870.5983178,827.5561178,729.5792235,491.2534378,495.2847378,164.00888
PE(22:2_22:5)+Na,868.5827178,825.5405178,727.5636235,489.2378378,495.2847378,164.00888
PE(22:2_22:6)+Na,866.5670178,823.5248178,725.5479235,487.2221378,495.2847378,164.00888
PE(22:2_23:0)+Na,892.6766178,849.6344178,751.6575235,513.3317378,495.2847378,164.00888
PE(22:2_24:0)+Na,906.6922178,863.6500178,765.6731235,527.3473378,495.2847378,164.00888
PE(22:2_24:1)+Na,904.6766178,861.6344178,763.6575235,525.3317378,495.2847378,164.00888
PE(22:2_25:0)+Na,920.7079178,877.6657178,779.6888235,541.3630378,495.2847378,164.00888
PE(22:2_26:0)+Na,934.7235178,891.6813178,793.7044235,555.3786378,495.2847378,164.00888
PE(22:3_22:3)+Na,870.5984178,827.5562178,729.5793235,493.2691378,493.2691378,164.00888
PE(22:3_22:4)+Na,868.5827178,825.5405178,727.5636235,491.2534378,493.2691378,164.00888
PE(22:3_22:5)+Na,866.5671178,823.5249178,725.5480235,489.2378378,493.2691378,164.00888
PE(22:3_22:6)+Na,864.5514178,821.5092178,723.5323235,487.2221378,493.2691378,164.00888
PE(22:3_23:0)+Na,890.6610178,847.6188178,749.6419235,513.3317378,493.2691378,164.00888
PE(22:3_24:0)+Na,904.6766178,861.6344178,763.6575235,527.3473378,493.2691378,164.00888
PE(22:3_24:1)+Na,902.6610178,859.6188178,761.6419235,525.3317378,493.2691378,164.00888
PE(22:3_25:0)+Na,918.6923178,875.6501178,777.6732235,541.3630378,493.2691378,164.00888
PE(22:3_26:0)+Na,932.7079178,889.6657178,791.6888235,555.3786378,493.2691378,164.00888
PE(22:4_22:4)+Na,866.5670178,823.5248178,725.5479235,491.2534378,491.2534378,164.00888
PE(22:4_22:5)+Na,864.5514178,821.5092178,723.5323235,489.2378378,491.2534378,164.00888
PE(22:4_22:6)+Na,862.5357178,819.4935178,721.5166235,487.2221378,491.2534378,164.00888
PE(22:4_23:0)+Na,888.6453178,845.6031178,747.6262235,513.3317378,491.2534378,164.00888
PE(22:4_24:0)+Na,902.6609178,859.6187178,761.6418235,527.3473378,491.2534378,164.00888
PE(22:4_24:1)+Na,900.6453178,857.6031178,759.6262235,525.3317378,491.2534378,164.00888
PE(22:4_25:0)+Na,916.6766178,873.6344178,775.6575235,541.3630378,491.2534378,164.00888
PE(22:4_26:0)+Na,930.6922178,887.6500178,789.6731235,555.3786378,491.2534378,164.00888
PE(22:5_22:5)+Na,862.5358178,819.4936178,721.5167235,489.2378378,489.2378378,164.00888
PE(22:5_22:6)+Na,860.5201178,817.4779178,719.5010235,487.2221378,489.2378378,164.00888
PE(22:5_23:0)+Na,886.6297178,843.5875178,745.6106235,513.3317378,489.2378378,164.00888
PE(22:5_24:0)+Na,900.6453178,857.6031178,759.6262235,527.3473378,489.2378378,164.00888
PE(22:5_24:1)+Na,898.6297178,855.5875178,757.6106235,525.3317378,489.2378378,164.00888
PE(22:5_25:0)+Na,914.6610178,871.6188178,773.6419235,541.3630378,489.2378378,164.00888
PE(22:5_26:0)+Na,928.6766178,885.6344178,787.6575235,555.3786378,489.2378378,164.00888
PE(22:6_22:6)+Na,858.5044178,815.4622178,717.4853235,487.2221378,487.2221378,164.00888
PE(22:6_23:0)+Na,884.6140178,841.5718178,743.5949235,513.3317378,487.2221378,164.00888
PE(22:6_24:0)+Na,898.6296178,855.5874178,757.6105235,527.3473378,487.2221378,164.00888
PE(22:6_24:1)+Na,896.6140178,853.5718178,755.5949235,525.3317378,487.2221378,164.00888
PE(22:6_25:0)+Na,912.6453178,869.6031178,771.6262235,541.3630378,487.2221378,164.00888
PE(22:6_26:0)+Na,926.6609178,883.6187178,785.6418235,555.3786378,487.2221378,164.00888
PE(23:0_23:0)+Na,910.7236178,867.6814178,769.7045235,513.3317378,513.3317378,164.00888
PE(23:0_24:0)+Na,924.7392178,881.6970178,783.7201235,527.3473378,513.3317378,164.00888
PE(23:0_24:1)+Na,922.7236178,879.6814178,781.7045235,525.3317378,513.3317378,164.00888
PE(23:0_25:0)+Na,938.7549178,895.7127178,797.7358235,541.3630378,513.3317378,164.00888
PE(23:0_26:0)+Na,952.7705178,909.7283178,811.7514235,555.3786378,513.3317378,164.00888
PE(24:0_24:0)+Na,938.7548178,895.7126178,797.7357235,527.3473378,527.3473378,164.00888
PE(24:0_24:1)+Na,936.7392178,893.6970178,795.7201235,525.3317378,527.3473378,164.00888
PE(24:0_25:0)+Na,952.7705178,909.7283178,811.7514235,541.3630378,527.3473378,164.00888
PE(24:0_26:0)+Na,966.7861178,923.7439178,825.7670235,555.3786378,527.3473378,164.00888
PE(24:1_24:1)+Na,934.7236178,891.6814178,793.7045235,525.3317378,525.3317378,164.00888
PE(24:1_25:0)+Na,950.7549178,907.7127178,809.7358235,541.3630378,525.3317378,164.00888
PE(24:1_26:0)+Na,964.7705178,921.7283178,823.7514235,555.3786378,525.3317378,164.00888
PE(25:0_25:0)+Na,966.7862178,923.7440178,825.7671235,541.3630378,541.3630378,164.00888
PE(25:0_26:0)+Na,980.8018178,937.7596178,839.7827235,555.3786378,541.3630378,164.00888
PE(26:0_26:0)+Na,994.8174178,951.7752178,853.7983235,555.3786378,555.3786378,164.00888
