PA,[M+H]+,NL_head,NL_T1_RCOOH,NL_T2_RCOOH,T1_RCO+,T2_RCO+
PA(20:4_22:4)+H,773.5116,675.53469,389.30504,361.27374,287.23695,315.26825
PA(20:4_22:5)+H,771.496,673.51909,387.28944,361.27374,287.23695,313.25265
PA(20:4_22:6)+H,769.4803,671.50339,385.27374,361.27374,287.23695,311.23695
PA(20:4_23:0)+H,795.5899,697.61299,411.38334,361.27374,287.23695,337.34655
PA(20:4_24:0)+H,809.6055,711.62859,425.39894,361.27374,287.23695,351.36215
PA(20:4_24:1)+H,807.5899,709.61299,423.38334,361.27374,287.23695,349.34655
PA(20:4_25:0)+H,823.6212,725.64429,439.41464,361.27374,287.23695,365.37785
PA(20:4_26:0)+H,837.6368,739.65989,453.43024,361.27374,287.23695,379.39345
PA(20:5_20:5)+H,741.4491,643.47219,359.25814,359.25814,285.22135,285.22135
PA(20:5_21:0)+H,765.543,667.56609,383.35204,359.25814,285.22135,309.31525
PA(20:5_22:0)+H,779.5586,681.58169,397.36764,359.25814,285.22135,323.33085
PA(20:5_22:1)+H,777.543,679.56609,395.35204,359.25814,285.22135,321.31525
PA(20:5_22:2)+H,775.5273,677.55039,393.33634,359.25814,285.22135,319.29955
PA(20:5_22:3)+H,773.5117,675.53479,391.32074,359.25814,285.22135,317.28395
PA(20:5_22:4)+H,771.496,673.51909,389.30504,359.25814,285.22135,315.26825
PA(20:5_22:5)+H,769.4804,671.50349,387.28944,359.25814,285.22135,313.25265
PA(20:5_22:6)+H,767.4647,669.48779,385.27374,359.25814,285.22135,311.23695
PA(20:5_23:0)+H,793.5743,695.59739,411.38334,359.25814,285.22135,337.34655
PA(20:5_24:0)+H,807.5899,709.61299,425.39894,359.25814,285.22135,351.36215
PA(20:5_24:1)+H,805.5743,707.59739,423.38334,359.25814,285.22135,349.34655
PA(20:5_25:0)+H,821.6056,723.62869,439.41464,359.25814,285.22135,365.37785
PA(20:5_26:0)+H,835.6212,737.64429,453.43024,359.25814,285.22135,379.39345
PA(21:0_21:0)+H,789.6369,691.65999,383.35204,383.35204,309.31525,309.31525
PA(21:0_22:0)+H,803.6525,705.67559,397.36764,383.35204,309.31525,323.33085
PA(21:0_22:1)+H,801.6369,703.65999,395.35204,383.35204,309.31525,321.31525
PA(21:0_22:2)+H,799.6212,701.64429,393.33634,383.35204,309.31525,319.29955
PA(21:0_22:3)+H,797.6056,699.62869,391.32074,383.35204,309.31525,317.28395
PA(21:0_22:4)+H,795.5899,697.61299,389.30504,383.35204,309.31525,315.26825
PA(21:0_22:5)+H,793.5743,695.59739,387.28944,383.35204,309.31525,313.25265
PA(21:0_22:6)+H,791.5586,693.58169,385.27374,383.35204,309.31525,311.23695
PA(21:0_23:0)+H,817.6682,719.69129,411.38334,383.35204,309.31525,337.34655
PA(21:0_24:0)+H,831.6838,733.70689,425.39894,383.35204,309.31525,351.36215
PA(21:0_24:1)+H,829.6682,731.69129,423.38334,383.35204,309.31525,349.34655
PA(21:0_25:0)+H,845.6995,747.72259,439.41464,383.35204,309.31525,365.37785
PA(21:0_26:0)+H,859.7151,761.73819,453.43024,383.35204,309.31525,379.39345
PA(22:0_22:0)+H,817.6681,719.69119,397.36764,397.36764,323.33085,323.33085
PA(22:0_22:1)+H,815.6525,717.67559,395.35204,397.36764,323.33085,321.31525
PA(22:0_22:2)+H,813.6368,715.65989,393.33634,397.36764,323.33085,319.29955
PA(22:0_22:3)+H,811.6212,713.64429,391.32074,397.36764,323.33085,317.28395
PA(22:0_22:4)+H,809.6055,711.62859,389.30504,397.36764,323.33085,315.26825
PA(22:0_22:5)+H,807.5899,709.61299,387.28944,397.36764,323.33085,313.25265
PA(22:0_22:6)+H,805.5742,707.59729,385.27374,397.36764,323.33085,311.23695
PA(22:0_23:0)+H,831.6838,733.70689,411.38334,397.36764,323.33085,337.34655
PA(22:0_24:0)+H,845.6994,747.72249,425.39894,397.36764,323.33085,351.36215
PA(22:0_24:1)+H,843.6838,745.70689,423.38334,397.36764,323.33085,349.34655
PA(22:0_25:0)+H,859.7151,761.73819,439.41464,397.36764,323.33085,365.37785
PA(22:0_26:0)+H,873.7307,775.75379,453.43024,397.36764,323.33085,379.39345
PA(22:1_22:1)+H,813.6369,715.65999,395.35204,395.35204,321.31525,321.31525
PA(22:1_22:2)+H,811.6212,713.64429,393.33634,395.35204,321.31525,319.29955
PA(22:1_22:3)+H,809.6056,711.62869,391.32074,395.35204,321.31525,317.28395
PA(22:1_22:4)+H,807.5899,709.61299,389.30504,395.35204,321.31525,315.26825
PA(22:1_22:5)+H,805.5743,707.59739,387.28944,395.35204,321.31525,313.25265
PA(22:1_22:6)+H,803.5586,705.58169,385.27374,395.35204,321.31525,311.23695
PA(22:1_23:0)+H,829.6682,731.69129,411.38334,395.35204,321.31525,337.34655
PA(22:1_24:0)+H,843.6838,745.70689,425.39894,395.35204,321.31525,351.36215
PA(22:1_24:1)+H,841.6682,743.69129,423.38334,395.35204,321.31525,349.34655
PA(22:1_25:0)+H,857.6995,759.72259,439.41464,395.35204,321.31525,365.37785
PA(22:1_26:0)+H,871.7151,773.73819,453.43024,395.35204,321.31525,379.39345
PA(22:2_22:2)+H,809.6055,711.62859,393.33634,393.33634,319.29955,319.29955
PA(22:2_22:3)+H,807.5899,709.61299,391.32074,393.33634,319.29955,317.28395
PA(22:2_22:4)+H,805.5742,707.59729,389.30504,393.33634,319.29955,315.26825
PA(22:2_22:5)+H,803.5586,705.58169,387.28944,393.33634,319.29955,313.25265
PA(22:2_22:6)+H,801.5429,703.56599,385.27374,393.33634,319.29955,311.23695
PA(22:2_23:0)+H,827.6525,729.67559,411.38334,393.33634,319.29955,337.34655
PA(22:2_24:0)+H,841.6681,743.69119,425.39894,393.33634,319.29955,351.36215
PA(22:2_24:1)+H,839.6525,741.67559,423.38334,393.33634,319.29955,349.34655
PA(22:2_25:0)+H,855.6838,757.70689,439.41464,393.33634,319.29955,365.37785
PA(22:2_26:0)+H,869.6994,771.72249,453.43024,393.33634,319.29955,379.39345
PA(22:3_22:3)+H,805.5743,707.59739,391.32074,391.32074,317.28395,317.28395
PA(22:3_22:4)+H,803.5586,705.58169,389.30504,391.32074,317.28395,315.26825
PA(22:3_22:5)+H,801.543,703.56609,387.28944,391.32074,317.28395,313.25265
PA(22:3_22:6)+H,799.5273,701.55039,385.27374,391.32074,317.28395,311.23695
PA(22:3_23:0)+H,825.6369,727.65999,411.38334,391.32074,317.28395,337.34655
PA(22:3_24:0)+H,839.6525,741.67559,425.39894,391.32074,317.28395,351.36215
PA(22:3_24:1)+H,837.6369,739.65999,423.38334,391.32074,317.28395,349.34655
PA(22:3_25:0)+H,853.6682,755.69129,439.41464,391.32074,317.28395,365.37785
PA(22:3_26:0)+H,867.6838,769.70689,453.43024,391.32074,317.28395,379.39345
PA(22:4_22:4)+H,801.5429,703.56599,389.30504,389.30504,315.26825,315.26825
PA(22:4_22:5)+H,799.5273,701.55039,387.28944,389.30504,315.26825,313.25265
PA(22:4_22:6)+H,797.5116,699.53469,385.27374,389.30504,315.26825,311.23695
PA(22:4_23:0)+H,823.6212,725.64429,411.38334,389.30504,315.26825,337.34655
PA(22:4_24:0)+H,837.6368,739.65989,425.39894,389.30504,315.26825,351.36215
PA(22:4_24:1)+H,835.6212,737.64429,423.38334,389.30504,315.26825,349.34655
PA(22:4_25:0)+H,851.6525,753.67559,439.41464,389.30504,315.26825,365.37785
PA(22:4_26:0)+H,865.6681,767.69119,453.43024,389.30504,315.26825,379.39345
PA(22:5_22:5)+H,797.5117,699.53479,387.28944,387.28944,313.25265,313.25265
PA(22:5_22:6)+H,795.496,697.51909,385.27374,387.28944,313.25265,311.23695
PA(22:5_23:0)+H,821.6056,723.62869,411.38334,387.28944,313.25265,337.34655
PA(22:5_24:0)+H,835.6212,737.64429,425.39894,387.28944,313.25265,351.36215
PA(22:5_24:1)+H,833.6056,735.62869,423.38334,387.28944,313.25265,349.34655
PA(22:5_25:0)+H,849.6369,751.65999,439.41464,387.28944,313.25265,365.37785
PA(22:5_26:0)+H,863.6525,765.67559,453.43024,387.28944,313.25265,379.39345
PA(22:6_22:6)+H,793.4803,695.50339,385.27374,385.27374,311.23695,311.23695
PA(22:6_23:0)+H,819.5899,721.61299,411.38334,385.27374,311.23695,337.34655
PA(22:6_24:0)+H,833.6055,735.62859,425.39894,385.27374,311.23695,351.36215
PA(22:6_24:1)+H,831.5899,733.61299,423.38334,385.27374,311.23695,349.34655
PA(22:6_25:0)+H,847.6212,749.64429,439.41464,385.27374,311.23695,365.37785
PA(22:6_26:0)+H,861.6368,763.65989,453.43024,385.27374,311.23695,379.39345
PA(23:0_23:0)+H,845.6995,747.72259,411.38334,411.38334,337.34655,337.34655
PA(23:0_24:0)+H,859.7151,761.73819,425.39894,411.38334,337.34655,351.36215
PA(23:0_24:1)+H,857.6995,759.72259,423.38334,411.38334,337.34655,349.34655
PA(23:0_25:0)+H,873.7308,775.75389,439.41464,411.38334,337.34655,365.37785
PA(23:0_26:0)+H,887.7464,789.76949,453.43024,411.38334,337.34655,379.39345
PA(24:0_24:0)+H,873.7307,775.75379,425.39894,425.39894,351.36215,351.36215
PA(24:0_24:1)+H,871.7151,773.73819,423.38334,425.39894,351.36215,349.34655
PA(24:0_25:0)+H,887.7464,789.76949,439.41464,425.39894,351.36215,365.37785
PA(24:0_26:0)+H,901.762,803.78509,453.43024,425.39894,351.36215,379.39345
PA(24:1_24:1)+H,869.6995,771.72259,423.38334,423.38334,349.34655,349.34655
PA(24:1_25:0)+H,885.7308,787.75389,439.41464,423.38334,349.34655,365.37785
PA(24:1_26:0)+H,899.7464,801.76949,453.43024,423.38334,349.34655,379.39345
PA(25:0_25:0)+H,901.7621,803.78519,439.41464,439.41464,365.37785,365.37785
PA(25:0_26:0)+H,915.7777,817.80079,453.43024,439.41464,365.37785,379.39345
PA(26:0_26:0)+H,929.7933,831.81639,453.43024,453.43024,379.39345,379.39345
SPLASH_PA(15:0_18:1(d7))+H,668.52429,570.54738,346.33333,299.25814,225.22135,272.29654
