Cer_EOS,[M-H]-,NL of EFA,[FAA+C2H2-H]-,[FAA-H]-,[EFA-H]-,[Sph-C2H8NO]-
Cer_EOS(d21:2/18:2/O-31:4)-H,1056.93255,794.70315,498.43225,472.41655,279.23355,277.25425
Cer_EOS(d21:2/18:2/O-32:0)-H,1079.01155,816.78145,520.51045,494.49485,279.23355,277.25425
Cer_EOS(d21:2/18:2/O-32:1)-H,1076.99555,814.76585,518.49485,492.47915,279.23355,277.25425
Cer_EOS(d21:2/18:2/O-32:2)-H,1074.97955,812.75015,516.47915,490.46355,279.23355,277.25425
Cer_EOS(d21:2/18:2/O-32:3)-H,1072.96455,810.73445,514.46355,488.44785,279.23355,277.25425
Cer_EOS(d21:2/18:2/O-32:4)-H,1070.94855,808.71885,512.44785,486.43225,279.23355,277.25425
Cer_EOS(d21:2/18:2/O-33:0)-H,1093.02655,830.79715,534.52615,508.51045,279.23355,277.25425
Cer_EOS(d21:2/18:2/O-33:1)-H,1091.01155,828.78145,532.51045,506.49485,279.23355,277.25425
Cer_EOS(d21:2/18:2/O-33:2)-H,1088.99555,826.76585,530.49485,504.47915,279.23355,277.25425
Cer_EOS(d21:2/18:2/O-33:3)-H,1086.97955,824.75015,528.47915,502.46355,279.23355,277.25425
Cer_EOS(d21:2/18:2/O-33:4)-H,1084.96455,822.73445,526.46355,500.44785,279.23355,277.25425
Cer_EOS(d21:2/18:2/O-34:0)-H,1107.04255,844.81275,548.54175,522.52615,279.23355,277.25425
Cer_EOS(d21:2/18:2/O-34:1)-H,1105.02655,842.79715,546.52615,520.51045,279.23355,277.25425
Cer_EOS(d21:2/18:2/O-34:2)-H,1103.01155,840.78145,544.51045,518.49485,279.23355,277.25425
Cer_EOS(d21:2/18:2/O-34:3)-H,1100.99555,838.76585,542.49485,516.47915,279.23355,277.25425
Cer_EOS(d21:2/18:2/O-34:4)-H,1098.97955,836.75015,540.47915,514.46355,279.23355,277.25425
Cer_EOS(d21:2/18:2/O-35:0)-H,1121.05755,858.82835,562.55745,536.54175,279.23355,277.25425
Cer_EOS(d21:2/18:2/O-35:1)-H,1119.04255,856.81275,560.54175,534.52615,279.23355,277.25425
Cer_EOS(d21:2/18:2/O-35:2)-H,1117.02655,854.79715,558.52615,532.51045,279.23355,277.25425
Cer_EOS(d21:2/18:2/O-35:3)-H,1115.01155,852.78145,556.51045,530.49485,279.23355,277.25425
Cer_EOS(d21:2/18:2/O-35:4)-H,1112.99555,850.76585,554.49485,528.47915,279.23355,277.25425
Cer_EOS(d21:2/18:2/O-36:0)-H,1135.07355,872.84405,576.57305,550.55745,279.23355,277.25425
Cer_EOS(d21:2/18:2/O-36:1)-H,1133.05755,870.82835,574.55745,548.54175,279.23355,277.25425
Cer_EOS(d21:2/18:2/O-36:2)-H,1131.04255,868.81275,572.54175,546.52615,279.23355,277.25425
Cer_EOS(d21:2/18:2/O-36:3)-H,1129.02655,866.79715,570.52615,544.51045,279.23355,277.25425
Cer_EOS(d21:2/18:2/O-36:4)-H,1127.01155,864.78145,568.51045,542.49485,279.23355,277.25425
Cer_EOS(d22:2/16:0/O-16:0)-H,844.77635,606.54665,296.26005,270.24445,255.23355,291.26985
Cer_EOS(d22:2/16:0/O-16:1)-H,842.76065,604.53105,294.24445,268.22875,255.23355,291.26985
Cer_EOS(d22:2/16:0/O-16:2)-H,840.74505,602.51535,292.22875,266.21315,255.23355,291.26985
Cer_EOS(d22:2/16:0/O-16:3)-H,838.72945,600.49975,290.21315,264.19745,255.23355,291.26985
Cer_EOS(d22:2/16:0/O-16:4)-H,836.71375,598.48405,288.19745,262.18185,255.23355,291.26985
Cer_EOS(d22:2/16:0/O-17:0)-H,858.79195,620.56235,310.27565,284.26005,255.23355,291.26985
Cer_EOS(d22:2/16:0/O-17:1)-H,856.77635,618.54665,308.26005,282.24445,255.23355,291.26985
Cer_EOS(d22:2/16:0/O-17:2)-H,854.76065,616.53105,306.24445,280.22875,255.23355,291.26985
Cer_EOS(d22:2/16:0/O-17:3)-H,852.74505,614.51535,304.22875,278.21315,255.23355,291.26985
Cer_EOS(d22:2/16:0/O-18:0)-H,872.80765,634.57805,324.29135,298.27565,255.23355,291.26985
Cer_EOS(d22:2/16:0/O-18:1)-H,870.79195,632.56235,322.27565,296.26005,255.23355,291.26985
Cer_EOS(d22:2/16:0/O-18:2)-H,868.77635,630.54665,320.26005,294.24445,255.23355,291.26985
Cer_EOS(d22:2/16:0/O-18:3)-H,866.76065,628.53105,318.24445,292.22875,255.23355,291.26985
Cer_EOS(d22:2/16:0/O-18:4)-H,864.74505,626.51535,316.22875,290.21315,255.23355,291.26985
Cer_EOS(d22:2/16:0/O-19:0)-H,886.82335,648.59365,338.30705,312.29135,255.23355,291.26985
Cer_EOS(d22:2/16:0/O-19:1)-H,884.80765,646.57805,336.29135,310.27565,255.23355,291.26985
Cer_EOS(d22:2/16:0/O-19:2)-H,882.79195,644.56235,334.27565,308.26005,255.23355,291.26985
Cer_EOS(d22:2/16:0/O-19:3)-H,880.77635,642.54665,332.26005,306.24445,255.23355,291.26985
Cer_EOS(d22:2/16:0/O-19:4)-H,878.76065,640.53105,330.24445,304.22875,255.23355,291.26985
Cer_EOS(d22:2/16:0/O-20:0)-H,900.83895,662.60935,352.32265,326.30705,255.23355,291.26985
Cer_EOS(d22:2/16:0/O-20:1)-H,898.82335,660.59365,350.30705,324.29135,255.23355,291.26985
Cer_EOS(d22:2/16:0/O-20:2)-H,896.80765,658.57805,348.29135,322.27565,255.23355,291.26985
Cer_EOS(d22:2/16:0/O-20:3)-H,894.79195,656.56235,346.27565,320.26005,255.23355,291.26985
Cer_EOS(d22:2/16:0/O-20:4)-H,892.77635,654.54665,344.26005,318.24445,255.23355,291.26985
Cer_EOS(d22:2/16:0/O-21:0)-H,914.85465,676.62495,366.33835,340.32265,255.23355,291.26985
Cer_EOS(d22:2/16:0/O-21:1)-H,912.83895,674.60935,364.32265,338.30705,255.23355,291.26985
Cer_EOS(d22:2/16:0/O-21:2)-H,910.82335,672.59365,362.30705,336.29135,255.23355,291.26985
Cer_EOS(d22:2/16:0/O-21:3)-H,908.80765,670.57805,360.29135,334.27565,255.23355,291.26985
Cer_EOS(d22:2/16:0/O-21:4)-H,906.79195,668.56235,358.27565,332.26005,255.23355,291.26985
Cer_EOS(d22:2/16:0/O-22:0)-H,928.87025,690.64055,380.35395,354.33835,255.23355,291.26985
Cer_EOS(d22:2/16:0/O-22:1)-H,926.85465,688.62495,378.33835,352.32265,255.23355,291.26985
Cer_EOS(d22:2/16:0/O-22:2)-H,924.83895,686.60935,376.32265,350.30705,255.23355,291.26985
Cer_EOS(d22:2/16:0/O-22:3)-H,922.82335,684.59365,374.30705,348.29135,255.23355,291.26985
Cer_EOS(d22:2/16:0/O-22:4)-H,920.80765,682.57805,372.29135,346.27565,255.23355,291.26985
Cer_EOS(d22:2/16:0/O-23:0)-H,942.88595,704.65625,394.36955,368.35395,255.23355,291.26985
Cer_EOS(d22:2/16:0/O-23:1)-H,940.87025,702.64055,392.35395,366.33835,255.23355,291.26985
Cer_EOS(d22:2/16:0/O-23:2)-H,938.85465,700.62495,390.33835,364.32265,255.23355,291.26985
Cer_EOS(d22:2/16:0/O-23:3)-H,936.83895,698.60935,388.32265,362.30705,255.23355,291.26985
Cer_EOS(d22:2/16:0/O-23:4)-H,934.82335,696.59365,386.30705,360.29135,255.23355,291.26985
Cer_EOS(d22:2/16:0/O-24:0)-H,956.90155,718.67185,408.38525,382.36955,255.23355,291.26985
Cer_EOS(d22:2/16:0/O-24:1)-H,954.88595,716.65625,406.36955,380.35395,255.23355,291.26985
Cer_EOS(d22:2/16:0/O-24:2)-H,952.87025,714.64055,404.35395,378.33835,255.23355,291.26985
Cer_EOS(d22:2/16:0/O-24:3)-H,950.85465,712.62495,402.33835,376.32265,255.23355,291.26985
Cer_EOS(d22:2/16:0/O-24:4)-H,948.83895,710.60935,400.32265,374.30705,255.23355,291.26985
Cer_EOS(d22:2/16:0/O-25:0)-H,970.91725,732.68755,422.40095,396.38525,255.23355,291.26985
Cer_EOS(d22:2/16:0/O-25:1)-H,968.90155,730.67185,420.38525,394.36955,255.23355,291.26985
Cer_EOS(d22:2/16:0/O-25:2)-H,966.88595,728.65625,418.36955,392.35395,255.23355,291.26985
Cer_EOS(d22:2/16:0/O-25:3)-H,964.87025,726.64055,416.35395,390.33835,255.23355,291.26985
Cer_EOS(d22:2/16:0/O-25:4)-H,962.85465,724.62495,414.33835,388.32265,255.23355,291.26985
Cer_EOS(d22:2/16:0/O-26:0)-H,984.93285,746.70315,436.41655,410.40095,255.23355,291.26985
Cer_EOS(d22:2/16:0/O-26:1)-H,982.91725,744.68755,434.40095,408.38525,255.23355,291.26985
Cer_EOS(d22:2/16:0/O-26:2)-H,980.90155,742.67185,432.38525,406.36955,255.23355,291.26985
Cer_EOS(d22:2/16:0/O-26:3)-H,978.88595,740.65625,430.36955,404.35395,255.23355,291.26985
Cer_EOS(d22:2/16:0/O-26:4)-H,976.87025,738.64055,428.35395,402.33835,255.23355,291.26985
Cer_EOS(d22:2/16:0/O-27:0)-H,998.94845,760.71885,450.43225,424.41655,255.23355,291.26985
Cer_EOS(d22:2/16:0/O-27:1)-H,996.93285,758.70315,448.41655,422.40095,255.23355,291.26985
Cer_EOS(d22:2/16:0/O-27:2)-H,994.91725,756.68755,446.40095,420.38525,255.23355,291.26985
Cer_EOS(d22:2/16:0/O-27:3)-H,992.90155,754.67185,444.38525,418.36955,255.23355,291.26985
Cer_EOS(d22:2/16:0/O-27:4)-H,990.88595,752.65625,442.36955,416.35395,255.23355,291.26985
Cer_EOS(d22:2/16:0/O-28:0)-H,1012.96455,774.73445,464.44785,438.43225,255.23355,291.26985
Cer_EOS(d22:2/16:0/O-28:1)-H,1010.94855,772.71885,462.43225,436.41655,255.23355,291.26985
Cer_EOS(d22:2/16:0/O-28:2)-H,1008.93255,770.70315,460.41655,434.40095,255.23355,291.26985
Cer_EOS(d22:2/16:0/O-28:3)-H,1006.91755,768.68755,458.40095,432.38525,255.23355,291.26985
Cer_EOS(d22:2/16:0/O-28:4)-H,1004.90155,766.67185,456.38525,430.36955,255.23355,291.26985
Cer_EOS(d22:2/16:0/O-29:0)-H,1026.97955,788.75015,478.46355,452.44785,255.23355,291.26985
Cer_EOS(d22:2/16:0/O-29:1)-H,1024.96455,786.73445,476.44785,450.43225,255.23355,291.26985
Cer_EOS(d22:2/16:0/O-29:2)-H,1022.94855,784.71885,474.43225,448.41655,255.23355,291.26985
Cer_EOS(d22:2/16:0/O-29:3)-H,1020.93255,782.70315,472.41655,446.40095,255.23355,291.26985
Cer_EOS(d22:2/16:0/O-29:4)-H,1018.91755,780.68755,470.40095,444.38525,255.23355,291.26985
Cer_EOS(d22:2/16:0/O-30:0)-H,1040.99555,802.76585,492.47915,466.46355,255.23355,291.26985
Cer_EOS(d22:2/16:0/O-30:1)-H,1038.97955,800.75015,490.46355,464.44785,255.23355,291.26985
Cer_EOS(d22:2/16:0/O-30:2)-H,1036.96455,798.73445,488.44785,462.43225,255.23355,291.26985
Cer_EOS(d22:2/16:0/O-30:3)-H,1034.94855,796.71885,486.43225,460.41655,255.23355,291.26985
Cer_EOS(d22:2/16:0/O-30:4)-H,1032.93255,794.70315,484.41655,458.40095,255.23355,291.26985
Cer_EOS(d22:2/16:0/O-31:0)-H,1055.01155,816.78145,506.49485,480.47915,255.23355,291.26985
Cer_EOS(d22:2/16:0/O-31:1)-H,1052.99555,814.76585,504.47915,478.46355,255.23355,291.26985
Cer_EOS(d22:2/16:0/O-31:2)-H,1050.97955,812.75015,502.46355,476.44785,255.23355,291.26985
Cer_EOS(d22:2/16:0/O-31:3)-H,1048.96455,810.73445,500.44785,474.43225,255.23355,291.26985
Cer_EOS(d22:2/16:0/O-31:4)-H,1046.94855,808.71885,498.43225,472.41655,255.23355,291.26985
Cer_EOS(d22:2/16:0/O-32:0)-H,1069.02655,830.79715,520.51045,494.49485,255.23355,291.26985
Cer_EOS(d22:2/16:0/O-32:1)-H,1067.01155,828.78145,518.49485,492.47915,255.23355,291.26985
Cer_EOS(d22:2/16:0/O-32:2)-H,1064.99555,826.76585,516.47915,490.46355,255.23355,291.26985
Cer_EOS(d22:2/16:0/O-32:3)-H,1062.97955,824.75015,514.46355,488.44785,255.23355,291.26985
Cer_EOS(d22:2/16:0/O-32:4)-H,1060.96455,822.73445,512.44785,486.43225,255.23355,291.26985
Cer_EOS(d22:2/16:0/O-33:0)-H,1083.04255,844.81275,534.52615,508.51045,255.23355,291.26985
Cer_EOS(d22:2/16:0/O-33:1)-H,1081.02655,842.79715,532.51045,506.49485,255.23355,291.26985
Cer_EOS(d22:2/16:0/O-33:2)-H,1079.01155,840.78145,530.49485,504.47915,255.23355,291.26985
Cer_EOS(d22:2/16:0/O-33:3)-H,1076.99555,838.76585,528.47915,502.46355,255.23355,291.26985
Cer_EOS(d22:2/16:0/O-33:4)-H,1074.97955,836.75015,526.46355,500.44785,255.23355,291.26985
Cer_EOS(d22:2/16:0/O-34:0)-H,1097.05755,858.82835,548.54175,522.52615,255.23355,291.26985
Cer_EOS(d22:2/16:0/O-34:1)-H,1095.04255,856.81275,546.52615,520.51045,255.23355,291.26985
Cer_EOS(d22:2/16:0/O-34:2)-H,1093.02655,854.79715,544.51045,518.49485,255.23355,291.26985
Cer_EOS(d22:2/16:0/O-34:3)-H,1091.01155,852.78145,542.49485,516.47915,255.23355,291.26985
Cer_EOS(d22:2/16:0/O-34:4)-H,1088.99555,850.76585,540.47915,514.46355,255.23355,291.26985
Cer_EOS(d22:2/16:0/O-35:0)-H,1111.07355,872.84405,562.55745,536.54175,255.23355,291.26985
Cer_EOS(d22:2/16:0/O-35:1)-H,1109.05755,870.82835,560.54175,534.52615,255.23355,291.26985
Cer_EOS(d22:2/16:0/O-35:2)-H,1107.04255,868.81275,558.52615,532.51045,255.23355,291.26985
Cer_EOS(d22:2/16:0/O-35:3)-H,1105.02655,866.79715,556.51045,530.49485,255.23355,291.26985
Cer_EOS(d22:2/16:0/O-35:4)-H,1103.01155,864.78145,554.49485,528.47915,255.23355,291.26985
Cer_EOS(d22:2/16:0/O-36:0)-H,1125.08955,886.85965,576.57305,550.55745,255.23355,291.26985
Cer_EOS(d22:2/16:0/O-36:1)-H,1123.07355,884.84405,574.55745,548.54175,255.23355,291.26985
Cer_EOS(d22:2/16:0/O-36:2)-H,1121.05755,882.82835,572.54175,546.52615,255.23355,291.26985
Cer_EOS(d22:2/16:0/O-36:3)-H,1119.04255,880.81275,570.52615,544.51045,255.23355,291.26985
Cer_EOS(d22:2/16:0/O-36:4)-H,1117.02655,878.79715,568.51045,542.49485,255.23355,291.26985
Cer_EOS(d22:2/16:1/O-16:0)-H,842.76065,606.54665,296.26005,270.24445,253.21785,291.26985
Cer_EOS(d22:2/16:1/O-16:1)-H,840.74505,604.53105,294.24445,268.22875,253.21785,291.26985
Cer_EOS(d22:2/16:1/O-16:2)-H,838.72945,602.51535,292.22875,266.21315,253.21785,291.26985
Cer_EOS(d22:2/16:1/O-16:3)-H,836.71375,600.49975,290.21315,264.19745,253.21785,291.26985
Cer_EOS(d22:2/16:1/O-16:4)-H,834.69815,598.48405,288.19745,262.18185,253.21785,291.26985
Cer_EOS(d22:2/16:1/O-17:0)-H,856.77635,620.56235,310.27565,284.26005,253.21785,291.26985
Cer_EOS(d22:2/16:1/O-17:1)-H,854.76065,618.54665,308.26005,282.24445,253.21785,291.26985
Cer_EOS(d22:2/16:1/O-17:2)-H,852.74505,616.53105,306.24445,280.22875,253.21785,291.26985
Cer_EOS(d22:2/16:1/O-17:3)-H,850.72945,614.51535,304.22875,278.21315,253.21785,291.26985
Cer_EOS(d22:2/16:1/O-18:0)-H,870.79195,634.57805,324.29135,298.27565,253.21785,291.26985
Cer_EOS(d22:2/16:1/O-18:1)-H,868.77635,632.56235,322.27565,296.26005,253.21785,291.26985
Cer_EOS(d22:2/16:1/O-18:2)-H,866.76065,630.54665,320.26005,294.24445,253.21785,291.26985
Cer_EOS(d22:2/16:1/O-18:3)-H,864.74505,628.53105,318.24445,292.22875,253.21785,291.26985
Cer_EOS(d22:2/16:1/O-18:4)-H,862.72945,626.51535,316.22875,290.21315,253.21785,291.26985
Cer_EOS(d22:2/16:1/O-19:0)-H,884.80765,648.59365,338.30705,312.29135,253.21785,291.26985
Cer_EOS(d22:2/16:1/O-19:1)-H,882.79195,646.57805,336.29135,310.27565,253.21785,291.26985
Cer_EOS(d22:2/16:1/O-19:2)-H,880.77635,644.56235,334.27565,308.26005,253.21785,291.26985
Cer_EOS(d22:2/16:1/O-19:3)-H,878.76065,642.54665,332.26005,306.24445,253.21785,291.26985
Cer_EOS(d22:2/16:1/O-19:4)-H,876.74505,640.53105,330.24445,304.22875,253.21785,291.26985
Cer_EOS(d22:2/16:1/O-20:0)-H,898.82335,662.60935,352.32265,326.30705,253.21785,291.26985
Cer_EOS(d22:2/16:1/O-20:1)-H,896.80765,660.59365,350.30705,324.29135,253.21785,291.26985
Cer_EOS(d22:2/16:1/O-20:2)-H,894.79195,658.57805,348.29135,322.27565,253.21785,291.26985
Cer_EOS(d22:2/16:1/O-20:3)-H,892.77635,656.56235,346.27565,320.26005,253.21785,291.26985
Cer_EOS(d22:2/16:1/O-20:4)-H,890.76065,654.54665,344.26005,318.24445,253.21785,291.26985
Cer_EOS(d22:2/16:1/O-21:0)-H,912.83895,676.62495,366.33835,340.32265,253.21785,291.26985
Cer_EOS(d22:2/16:1/O-21:1)-H,910.82335,674.60935,364.32265,338.30705,253.21785,291.26985
Cer_EOS(d22:2/16:1/O-21:2)-H,908.80765,672.59365,362.30705,336.29135,253.21785,291.26985
Cer_EOS(d22:2/16:1/O-21:3)-H,906.79195,670.57805,360.29135,334.27565,253.21785,291.26985
Cer_EOS(d22:2/16:1/O-21:4)-H,904.77635,668.56235,358.27565,332.26005,253.21785,291.26985
Cer_EOS(d22:2/16:1/O-22:0)-H,926.85465,690.64055,380.35395,354.33835,253.21785,291.26985
Cer_EOS(d22:2/16:1/O-22:1)-H,924.83895,688.62495,378.33835,352.32265,253.21785,291.26985
Cer_EOS(d22:2/16:1/O-22:2)-H,922.82335,686.60935,376.32265,350.30705,253.21785,291.26985
Cer_EOS(d22:2/16:1/O-22:3)-H,920.80765,684.59365,374.30705,348.29135,253.21785,291.26985
Cer_EOS(d22:2/16:1/O-22:4)-H,918.79195,682.57805,372.29135,346.27565,253.21785,291.26985
Cer_EOS(d22:2/16:1/O-23:0)-H,940.87025,704.65625,394.36955,368.35395,253.21785,291.26985
Cer_EOS(d22:2/16:1/O-23:1)-H,938.85465,702.64055,392.35395,366.33835,253.21785,291.26985
Cer_EOS(d22:2/16:1/O-23:2)-H,936.83895,700.62495,390.33835,364.32265,253.21785,291.26985
Cer_EOS(d22:2/16:1/O-23:3)-H,934.82335,698.60935,388.32265,362.30705,253.21785,291.26985
Cer_EOS(d22:2/16:1/O-23:4)-H,932.80765,696.59365,386.30705,360.29135,253.21785,291.26985
Cer_EOS(d22:2/16:1/O-24:0)-H,954.88595,718.67185,408.38525,382.36955,253.21785,291.26985
Cer_EOS(d22:2/16:1/O-24:1)-H,952.87025,716.65625,406.36955,380.35395,253.21785,291.26985
Cer_EOS(d22:2/16:1/O-24:2)-H,950.85465,714.64055,404.35395,378.33835,253.21785,291.26985
Cer_EOS(d22:2/16:1/O-24:3)-H,948.83895,712.62495,402.33835,376.32265,253.21785,291.26985
Cer_EOS(d22:2/16:1/O-24:4)-H,946.82335,710.60935,400.32265,374.30705,253.21785,291.26985
Cer_EOS(d22:2/16:1/O-25:0)-H,968.90155,732.68755,422.40095,396.38525,253.21785,291.26985
Cer_EOS(d22:2/16:1/O-25:1)-H,966.88595,730.67185,420.38525,394.36955,253.21785,291.26985
Cer_EOS(d22:2/16:1/O-25:2)-H,964.87025,728.65625,418.36955,392.35395,253.21785,291.26985
Cer_EOS(d22:2/16:1/O-25:3)-H,962.85465,726.64055,416.35395,390.33835,253.21785,291.26985
Cer_EOS(d22:2/16:1/O-25:4)-H,960.83895,724.62495,414.33835,388.32265,253.21785,291.26985
Cer_EOS(d22:2/16:1/O-26:0)-H,982.91725,746.70315,436.41655,410.40095,253.21785,291.26985
Cer_EOS(d22:2/16:1/O-26:1)-H,980.90155,744.68755,434.40095,408.38525,253.21785,291.26985
Cer_EOS(d22:2/16:1/O-26:2)-H,978.88595,742.67185,432.38525,406.36955,253.21785,291.26985
Cer_EOS(d22:2/16:1/O-26:3)-H,976.87025,740.65625,430.36955,404.35395,253.21785,291.26985
Cer_EOS(d22:2/16:1/O-26:4)-H,974.85465,738.64055,428.35395,402.33835,253.21785,291.26985
Cer_EOS(d22:2/16:1/O-27:0)-H,996.93285,760.71885,450.43225,424.41655,253.21785,291.26985
Cer_EOS(d22:2/16:1/O-27:1)-H,994.91725,758.70315,448.41655,422.40095,253.21785,291.26985
Cer_EOS(d22:2/16:1/O-27:2)-H,992.90155,756.68755,446.40095,420.38525,253.21785,291.26985
Cer_EOS(d22:2/16:1/O-27:3)-H,990.88595,754.67185,444.38525,418.36955,253.21785,291.26985
Cer_EOS(d22:2/16:1/O-27:4)-H,988.87025,752.65625,442.36955,416.35395,253.21785,291.26985
Cer_EOS(d22:2/16:1/O-28:0)-H,1010.94855,774.73445,464.44785,438.43225,253.21785,291.26985
Cer_EOS(d22:2/16:1/O-28:1)-H,1008.93255,772.71885,462.43225,436.41655,253.21785,291.26985
Cer_EOS(d22:2/16:1/O-28:2)-H,1006.91755,770.70315,460.41655,434.40095,253.21785,291.26985
Cer_EOS(d22:2/16:1/O-28:3)-H,1004.90155,768.68755,458.40095,432.38525,253.21785,291.26985
Cer_EOS(d22:2/16:1/O-28:4)-H,1002.88555,766.67185,456.38525,430.36955,253.21785,291.26985
Cer_EOS(d22:2/16:1/O-29:0)-H,1024.96455,788.75015,478.46355,452.44785,253.21785,291.26985
Cer_EOS(d22:2/16:1/O-29:1)-H,1022.94855,786.73445,476.44785,450.43225,253.21785,291.26985
Cer_EOS(d22:2/16:1/O-29:2)-H,1020.93255,784.71885,474.43225,448.41655,253.21785,291.26985
Cer_EOS(d22:2/16:1/O-29:3)-H,1018.91755,782.70315,472.41655,446.40095,253.21785,291.26985
Cer_EOS(d22:2/16:1/O-29:4)-H,1016.90155,780.68755,470.40095,444.38525,253.21785,291.26985
Cer_EOS(d22:2/16:1/O-30:0)-H,1038.97955,802.76585,492.47915,466.46355,253.21785,291.26985
Cer_EOS(d22:2/16:1/O-30:1)-H,1036.96455,800.75015,490.46355,464.44785,253.21785,291.26985
Cer_EOS(d22:2/16:1/O-30:2)-H,1034.94855,798.73445,488.44785,462.43225,253.21785,291.26985
Cer_EOS(d22:2/16:1/O-30:3)-H,1032.93255,796.71885,486.43225,460.41655,253.21785,291.26985
Cer_EOS(d22:2/16:1/O-30:4)-H,1030.91755,794.70315,484.41655,458.40095,253.21785,291.26985
Cer_EOS(d22:2/16:1/O-31:0)-H,1052.99555,816.78145,506.49485,480.47915,253.21785,291.26985
Cer_EOS(d22:2/16:1/O-31:1)-H,1050.97955,814.76585,504.47915,478.46355,253.21785,291.26985
Cer_EOS(d22:2/16:1/O-31:2)-H,1048.96455,812.75015,502.46355,476.44785,253.21785,291.26985
Cer_EOS(d22:2/16:1/O-31:3)-H,1046.94855,810.73445,500.44785,474.43225,253.21785,291.26985
Cer_EOS(d22:2/16:1/O-31:4)-H,1044.93255,808.71885,498.43225,472.41655,253.21785,291.26985
Cer_EOS(d22:2/16:1/O-32:0)-H,1067.01155,830.79715,520.51045,494.49485,253.21785,291.26985
Cer_EOS(d22:2/16:1/O-32:1)-H,1064.99555,828.78145,518.49485,492.47915,253.21785,291.26985
Cer_EOS(d22:2/16:1/O-32:2)-H,1062.97955,826.76585,516.47915,490.46355,253.21785,291.26985
Cer_EOS(d22:2/16:1/O-32:3)-H,1060.96455,824.75015,514.46355,488.44785,253.21785,291.26985
Cer_EOS(d22:2/16:1/O-32:4)-H,1058.94855,822.73445,512.44785,486.43225,253.21785,291.26985
Cer_EOS(d22:2/16:1/O-33:0)-H,1081.02655,844.81275,534.52615,508.51045,253.21785,291.26985
Cer_EOS(d22:2/16:1/O-33:1)-H,1079.01155,842.79715,532.51045,506.49485,253.21785,291.26985
Cer_EOS(d22:2/16:1/O-33:2)-H,1076.99555,840.78145,530.49485,504.47915,253.21785,291.26985
Cer_EOS(d22:2/16:1/O-33:3)-H,1074.97955,838.76585,528.47915,502.46355,253.21785,291.26985
Cer_EOS(d22:2/16:1/O-33:4)-H,1072.96455,836.75015,526.46355,500.44785,253.21785,291.26985
Cer_EOS(d22:2/16:1/O-34:0)-H,1095.04255,858.82835,548.54175,522.52615,253.21785,291.26985
Cer_EOS(d22:2/16:1/O-34:1)-H,1093.02655,856.81275,546.52615,520.51045,253.21785,291.26985
Cer_EOS(d22:2/16:1/O-34:2)-H,1091.01155,854.79715,544.51045,518.49485,253.21785,291.26985
Cer_EOS(d22:2/16:1/O-34:3)-H,1088.99555,852.78145,542.49485,516.47915,253.21785,291.26985
Cer_EOS(d22:2/16:1/O-34:4)-H,1086.97955,850.76585,540.47915,514.46355,253.21785,291.26985
Cer_EOS(d22:2/16:1/O-35:0)-H,1109.05755,872.84405,562.55745,536.54175,253.21785,291.26985
Cer_EOS(d22:2/16:1/O-35:1)-H,1107.04255,870.82835,560.54175,534.52615,253.21785,291.26985
Cer_EOS(d22:2/16:1/O-35:2)-H,1105.02655,868.81275,558.52615,532.51045,253.21785,291.26985
Cer_EOS(d22:2/16:1/O-35:3)-H,1103.01155,866.79715,556.51045,530.49485,253.21785,291.26985
Cer_EOS(d22:2/16:1/O-35:4)-H,1100.99555,864.78145,554.49485,528.47915,253.21785,291.26985
Cer_EOS(d22:2/16:1/O-36:0)-H,1123.07355,886.85965,576.57305,550.55745,253.21785,291.26985
Cer_EOS(d22:2/16:1/O-36:1)-H,1121.05755,884.84405,574.55745,548.54175,253.21785,291.26985
Cer_EOS(d22:2/16:1/O-36:2)-H,1119.04255,882.82835,572.54175,546.52615,253.21785,291.26985
Cer_EOS(d22:2/16:1/O-36:3)-H,1117.02655,880.81275,570.52615,544.51045,253.21785,291.26985
Cer_EOS(d22:2/16:1/O-36:4)-H,1115.01155,878.79715,568.51045,542.49485,253.21785,291.26985
Cer_EOS(d22:2/16:2/O-16:0)-H,840.74505,606.54665,296.26005,270.24445,251.20225,291.26985
Cer_EOS(d22:2/16:2/O-16:1)-H,838.72945,604.53105,294.24445,268.22875,251.20225,291.26985
Cer_EOS(d22:2/16:2/O-16:2)-H,836.71375,602.51535,292.22875,266.21315,251.20225,291.26985
Cer_EOS(d22:2/16:2/O-16:3)-H,834.69815,600.49975,290.21315,264.19745,251.20225,291.26985
Cer_EOS(d22:2/16:2/O-16:4)-H,832.68245,598.48405,288.19745,262.18185,251.20225,291.26985
Cer_EOS(d22:2/16:2/O-17:0)-H,854.76065,620.56235,310.27565,284.26005,251.20225,291.26985
Cer_EOS(d22:2/16:2/O-17:1)-H,852.74505,618.54665,308.26005,282.24445,251.20225,291.26985
Cer_EOS(d22:2/16:2/O-17:2)-H,850.72945,616.53105,306.24445,280.22875,251.20225,291.26985
Cer_EOS(d22:2/16:2/O-17:3)-H,848.71375,614.51535,304.22875,278.21315,251.20225,291.26985
Cer_EOS(d22:2/16:2/O-18:0)-H,868.77635,634.57805,324.29135,298.27565,251.20225,291.26985
Cer_EOS(d22:2/16:2/O-18:1)-H,866.76065,632.56235,322.27565,296.26005,251.20225,291.26985
Cer_EOS(d22:2/16:2/O-18:2)-H,864.74505,630.54665,320.26005,294.24445,251.20225,291.26985
