GlcCer_AS,[M+HCO2]-,[M-H]-,[M-C6H10O5-H]-,[M-Hex-H2O-H]-,[M-Hex-CH4O-H]-,[M-Hex-CH4O2-H]-,[M-Hex-CH6O3-H]-,[FAA+C2H5O-H]-,[FAA+C2H3O-H]-,[Sph-H]-,[FAA+C2H5O-H2O-H]-,[Sph-H2O-H]-,[FAA+C2H5O-2H2O-H]-,[FAA+O-H]-,[FAA-H]-,[Sph-CH2O-H]-,[Sph-H5NO-H]-,[FA-2H-H]-,[Sph-CH4O2-H]-,[Sph-C2H5NO-H]-,[Sph-C2H7NO-H]-,[FA+CH2O-H]-
GlcCer_AS(d21:2/28:4)+HCO2,960.71455,914.70905,752.65625,734.64565,720.63005,704.63505,686.62455,474.39585,472.38015,338.30705,456.38475,320.29645,438.37415,431.35365,430.34575,308.29645,303.26985,413.34305,290.28585,279.26985,277.25425,385.34815
GlcCer_AS(d21:2/29:0)+HCO2,982.79275,936.78725,774.73445,756.72395,742.70825,726.71335,708.70275,496.47405,494.45845,338.30705,478.46295,320.29645,460.45235,453.43185,452.42405,308.29645,303.26985,435.42125,290.28585,279.26985,277.25425,407.42635
GlcCer_AS(d21:2/29:1)+HCO2,980.77715,934.77165,772.71885,754.70825,740.69265,724.69765,706.68715,494.45845,492.44275,338.30705,476.44735,320.29645,458.43675,451.41625,450.40845,308.29645,303.26985,433.40565,290.28585,279.26985,277.25425,405.41075
GlcCer_AS(d21:2/29:2)+HCO2,978.76145,932.75595,770.70315,752.69265,738.67695,722.68205,704.67145,492.44275,490.42715,338.30705,474.43165,320.29645,456.42115,449.40055,448.39275,308.29645,303.26985,431.39005,290.28585,279.26985,277.25425,403.39505
GlcCer_AS(d21:2/29:3)+HCO2,976.74585,930.74035,768.68755,750.67695,736.66135,720.66635,702.65585,490.42715,488.41145,338.30705,472.41605,320.29645,454.40545,447.38495,446.37715,308.29645,303.26985,429.37435,290.28585,279.26985,277.25425,401.37945
GlcCer_AS(d21:2/29:4)+HCO2,974.73015,928.72475,766.67185,748.66135,734.64565,718.65075,700.64015,488.41145,486.39585,338.30705,470.40035,320.29645,452.38985,445.36925,444.36145,308.29645,303.26985,427.35875,290.28585,279.26985,277.25425,399.36385
GlcCer_AS(d21:2/30:0)+HCO2,996.80845,950.80295,788.75015,770.73955,756.72395,740.72905,722.71845,510.48975,508.47405,338.30705,492.47865,320.29645,474.46805,467.44755,466.43965,308.29645,303.26985,449.43695,290.28585,279.26985,277.25425,421.44205
GlcCer_AS(d21:2/30:1)+HCO2,994.79275,948.78725,786.73445,768.72395,754.70825,738.71335,720.70275,508.47405,506.45845,338.30705,490.46295,320.29645,472.45235,465.43185,464.42405,308.29645,303.26985,447.42125,290.28585,279.26985,277.25425,419.42635
GlcCer_AS(d21:2/30:2)+HCO2,992.77715,946.77165,784.71885,766.70825,752.69265,736.69765,718.68715,506.45845,504.44275,338.30705,488.44735,320.29645,470.43675,463.41625,462.40845,308.29645,303.26985,445.40565,290.28585,279.26985,277.25425,417.41075
GlcCer_AS(d21:2/30:3)+HCO2,990.76145,944.75595,782.70315,764.69265,750.67695,734.68205,716.67145,504.44275,502.42715,338.30705,486.43165,320.29645,468.42115,461.40055,460.39275,308.29645,303.26985,443.39005,290.28585,279.26985,277.25425,415.39505
GlcCer_AS(d21:2/30:4)+HCO2,988.74585,942.74035,780.68755,762.67695,748.66135,732.66635,714.65585,502.42715,500.41145,338.30705,484.41605,320.29645,466.40545,459.38495,458.37715,308.29645,303.26985,441.37435,290.28585,279.26985,277.25425,413.37945
GlcCer_AS(d21:2/31:0)+HCO2,1010.82455,964.81865,802.76585,784.75515,770.73955,754.74465,736.73405,524.50535,522.48975,338.30705,506.49425,320.29645,488.48375,481.46315,480.45535,308.29645,303.26985,463.45265,290.28585,279.26985,277.25425,435.45775
GlcCer_AS(d21:2/31:1)+HCO2,1008.80855,962.80295,800.75015,782.73955,768.72395,752.72905,734.71845,522.48975,520.47405,338.30705,504.47865,320.29645,486.46805,479.44755,478.43965,308.29645,303.26985,461.43695,290.28585,279.26985,277.25425,433.44205
GlcCer_AS(d21:2/31:2)+HCO2,1006.79255,960.78725,798.73445,780.72395,766.70825,750.71335,732.70275,520.47405,518.45845,338.30705,502.46295,320.29645,484.45235,477.43185,476.42405,308.29645,303.26985,459.42125,290.28585,279.26985,277.25425,431.42635
GlcCer_AS(d21:2/31:3)+HCO2,1004.77755,958.77165,796.71885,778.70825,764.69265,748.69765,730.68715,518.45845,516.44275,338.30705,500.44735,320.29645,482.43675,475.41625,474.40845,308.29645,303.26985,457.40565,290.28585,279.26985,277.25425,429.41075
GlcCer_AS(d21:2/31:4)+HCO2,1002.76155,956.75595,794.70315,776.69265,762.67695,746.68205,728.67145,516.44275,514.42715,338.30705,498.43165,320.29645,480.42115,473.40055,472.39275,308.29645,303.26985,455.39005,290.28585,279.26985,277.25425,427.39505
GlcCer_AS(d21:2/32:0)+HCO2,1024.83955,978.83425,816.78145,798.77085,784.75515,768.76035,750.74965,538.52105,536.50535,338.30705,520.50995,320.29645,502.49935,495.47885,494.47105,308.29645,303.26985,477.46825,290.28585,279.26985,277.25425,449.47335
GlcCer_AS(d21:2/32:1)+HCO2,1022.82455,976.81865,814.76585,796.75515,782.73955,766.74465,748.73405,536.50535,534.48975,338.30705,518.49425,320.29645,500.48375,493.46315,492.45535,308.29645,303.26985,475.45265,290.28585,279.26985,277.25425,447.45775
GlcCer_AS(d21:2/32:2)+HCO2,1020.80855,974.80295,812.75015,794.73955,780.72395,764.72905,746.71845,534.48975,532.47405,338.30705,516.47865,320.29645,498.46805,491.44755,490.43965,308.29645,303.26985,473.43695,290.28585,279.26985,277.25425,445.44205
GlcCer_AS(d21:2/32:3)+HCO2,1018.79255,972.78725,810.73445,792.72395,778.70825,762.71335,744.70275,532.47405,530.45845,338.30705,514.46295,320.29645,496.45235,489.43185,488.42405,308.29645,303.26985,471.42125,290.28585,279.26985,277.25425,443.42635
GlcCer_AS(d21:2/32:4)+HCO2,1016.77755,970.77165,808.71885,790.70825,776.69265,760.69765,742.68715,530.45845,528.44275,338.30705,512.44735,320.29645,494.43675,487.41625,486.40845,308.29645,303.26985,469.40565,290.28585,279.26985,277.25425,441.41075
GlcCer_AS(d21:2/33:0)+HCO2,1038.85555,992.84995,830.79705,812.78645,798.77085,782.77595,764.76535,552.53665,550.52105,338.30705,534.52555,320.29645,516.51505,509.49445,508.48665,308.29645,303.26985,491.48395,290.28585,279.26985,277.25425,463.48895
GlcCer_AS(d21:2/33:1)+HCO2,1036.83955,990.83425,828.78145,810.77085,796.75515,780.76035,762.74965,550.52105,548.50535,338.30705,532.50995,320.29645,514.49935,507.47885,506.47105,308.29645,303.26985,489.46825,290.28585,279.26985,277.25425,461.47335
GlcCer_AS(d21:2/33:2)+HCO2,1034.82355,988.81865,826.76585,808.75515,794.73955,778.74465,760.73405,548.50535,546.48975,338.30705,530.49425,320.29645,512.48375,505.46315,504.45535,308.29645,303.26985,487.45265,290.28585,279.26985,277.25425,459.45775
GlcCer_AS(d21:2/33:3)+HCO2,1032.80855,986.80295,824.75015,806.73955,792.72395,776.72905,758.71845,546.48975,544.47405,338.30705,528.47865,320.29645,510.46805,503.44755,502.43965,308.29645,303.26985,485.43695,290.28585,279.26985,277.25425,457.44205
GlcCer_AS(d21:2/33:4)+HCO2,1030.79255,984.78725,822.73445,804.72395,790.70825,774.71335,756.70275,544.47405,542.45845,338.30705,526.46295,320.29645,508.45235,501.43185,500.42405,308.29645,303.26985,483.42125,290.28585,279.26985,277.25425,455.42635
GlcCer_AS(d21:2/34:0)+HCO2,1052.87055,1006.86555,844.81275,826.80215,812.78645,796.79155,778.78105,566.55235,564.53665,338.30705,548.54115,320.29645,530.53065,523.51015,522.50235,308.29645,303.26985,505.49955,290.28585,279.26985,277.25425,477.50465
GlcCer_AS(d21:2/34:1)+HCO2,1050.85555,1004.84955,842.79705,824.78645,810.77085,794.77595,776.76535,564.53665,562.52105,338.30705,546.52555,320.29645,528.51505,521.49455,520.48665,308.29645,303.26985,503.48395,290.28585,279.26985,277.25425,475.48895
GlcCer_AS(d21:2/34:2)+HCO2,1048.83955,1002.83455,840.78145,822.77085,808.75515,792.76035,774.74965,562.52105,560.50535,338.30705,544.50995,320.29645,526.49935,519.47885,518.47105,308.29645,303.26985,501.46825,290.28585,279.26985,277.25425,473.47335
GlcCer_AS(d21:2/34:3)+HCO2,1046.82355,1000.81855,838.76585,820.75515,806.73955,790.74465,772.73405,560.50535,558.48975,338.30705,542.49425,320.29645,524.48375,517.46315,516.45535,308.29645,303.26985,499.45265,290.28585,279.26985,277.25425,471.45775
GlcCer_AS(d21:2/34:4)+HCO2,1044.80855,998.80295,836.75015,818.73955,804.72395,788.72905,770.71845,558.48975,556.47405,338.30705,540.47865,320.29645,522.46805,515.44755,514.43965,308.29645,303.26985,497.43695,290.28585,279.26985,277.25425,469.44205
GlcCer_AS(d21:2/35:0)+HCO2,1066.88655,1020.88155,858.82835,840.81785,826.80215,810.80725,792.79665,580.56795,578.55235,338.30705,562.55685,320.29645,544.54635,537.52575,536.51795,308.29645,303.26985,519.51515,290.28585,279.26985,277.25425,491.52025
GlcCer_AS(d21:2/35:1)+HCO2,1064.87055,1018.86555,856.81275,838.80215,824.78645,808.79155,790.78105,578.55235,576.53665,338.30705,560.54115,320.29645,542.53065,535.51015,534.50235,308.29645,303.26985,517.49955,290.28585,279.26985,277.25425,489.50465
GlcCer_AS(d21:2/35:2)+HCO2,1062.85555,1016.84955,854.79705,836.78645,822.77085,806.77595,788.76535,576.53665,574.52105,338.30705,558.52555,320.29645,540.51505,533.49455,532.48665,308.29645,303.26985,515.48385,290.28585,279.26985,277.25425,487.48895
GlcCer_AS(d21:2/35:3)+HCO2,1060.83955,1014.83455,852.78145,834.77085,820.75515,804.76035,786.74965,574.52105,572.50535,338.30705,556.50995,320.29645,538.49935,531.47885,530.47105,308.29645,303.26985,513.46825,290.28585,279.26985,277.25425,485.47335
GlcCer_AS(d21:2/35:4)+HCO2,1058.82355,1012.81855,850.76585,832.75515,818.73955,802.74465,784.73405,572.50535,570.48975,338.30705,554.49425,320.29645,536.48375,529.46315,528.45535,308.29645,303.26985,511.45265,290.28585,279.26985,277.25425,483.45775
GlcCer_AS(d21:2/36:0)+HCO2,1080.90255,1034.89655,872.84405,854.83345,840.81785,824.82285,806.81235,594.58365,592.56795,338.30705,576.57255,320.29645,558.56195,551.54145,550.53365,308.29645,303.26985,533.53085,290.28585,279.26985,277.25425,505.53595
GlcCer_AS(d21:2/36:1)+HCO2,1078.88655,1032.88155,870.82835,852.81785,838.80215,822.80725,804.79665,592.56795,590.55235,338.30705,574.55685,320.29645,556.54635,549.52575,548.51795,308.29645,303.26985,531.51515,290.28585,279.26985,277.25425,503.52025
GlcCer_AS(d21:2/36:2)+HCO2,1076.87055,1030.86555,868.81275,850.80215,836.78645,820.79155,802.78105,590.55235,588.53665,338.30705,572.54115,320.29645,554.53065,547.51015,546.50235,308.29645,303.26985,529.49955,290.28585,279.26985,277.25425,501.50465
GlcCer_AS(d21:2/36:3)+HCO2,1074.85555,1028.84955,866.79705,848.78645,834.77085,818.77595,800.76535,588.53665,586.52105,338.30705,570.52555,320.29645,552.51505,545.49455,544.48665,308.29645,303.26985,527.48385,290.28585,279.26985,277.25425,499.48895
GlcCer_AS(d21:2/36:4)+HCO2,1072.83955,1026.83455,864.78145,846.77085,832.75515,816.76035,798.74965,586.52105,584.50535,338.30705,568.50995,320.29645,550.49935,543.47885,542.47105,308.29645,303.26985,525.46825,290.28585,279.26985,277.25425,497.47335
GlcCer_AS(d22:2/14:0)+HCO2,786.57365,740.56825,578.51535,560.50485,546.48915,530.49425,512.48365,286.23935,284.22365,352.32265,268.22825,334.31215,250.21765,243.19715,242.18935,322.31215,317.28555,225.18655,304.30155,293.28555,291.26985,197.19165
GlcCer_AS(d22:2/14:1)+HCO2,784.55805,738.55255,576.49975,558.48915,544.47355,528.47855,510.46805,284.22365,282.20805,352.32265,266.21255,334.31215,248.20195,241.18145,240.17365,322.31215,317.28555,223.17095,304.30155,293.28555,291.26985,195.17595
GlcCer_AS(d22:2/14:2)+HCO2,782.54245,736.53695,574.48405,556.47355,542.45785,526.46295,508.45235,282.20805,280.19235,352.32265,264.19695,334.31215,246.18635,239.16585,238.15805,322.31215,317.28555,221.15525,304.30155,293.28555,291.26985,193.16035
GlcCer_AS(d22:2/14:3)+HCO2,780.52675,734.52125,572.46845,554.45785,540.44225,524.44725,506.43675,280.19235,278.17675,352.32265,262.18125,334.31215,244.17075,237.15015,236.14235,322.31215,317.28555,219.13965,304.30155,293.28555,291.26985,191.14465
GlcCer_AS(d22:2/15:0)+HCO2,800.58935,754.58385,592.53105,574.52045,560.50485,544.50985,526.49935,300.25495,298.23935,352.32265,282.24385,334.31215,264.23335,257.21275,256.20495,322.31215,317.28555,239.20225,304.30155,293.28555,291.26985,211.20725
GlcCer_AS(d22:2/15:1)+HCO2,798.57365,752.56825,590.51535,572.50485,558.48915,542.49425,524.48365,298.23935,296.22365,352.32265,280.22825,334.31215,262.21765,255.19715,254.18935,322.31215,317.28555,237.18655,304.30155,293.28555,291.26985,209.19165
GlcCer_AS(d22:2/15:2)+HCO2,796.55805,750.55255,588.49975,570.48915,556.47355,540.47855,522.46805,296.22365,294.20805,352.32265,278.21255,334.31215,260.20195,253.18145,252.17365,322.31215,317.28555,235.17095,304.30155,293.28555,291.26985,207.17595
GlcCer_AS(d22:2/15:3)+HCO2,794.54245,748.53695,586.48405,568.47355,554.45785,538.46295,520.45235,294.20805,292.19235,352.32265,276.19695,334.31215,258.18635,251.16585,250.15805,322.31215,317.28555,233.15525,304.30155,293.28555,291.26985,205.16035
GlcCer_AS(d22:2/16:0)+HCO2,814.60495,768.59945,606.54665,588.53615,574.52045,558.52555,540.51495,314.27065,312.25495,352.32265,296.25955,334.31215,278.24895,271.22845,270.22065,322.31215,317.28555,253.21785,304.30155,293.28555,291.26985,225.22295
GlcCer_AS(d22:2/16:1)+HCO2,812.58935,766.58385,604.53105,586.52045,572.50485,556.50985,538.49935,312.25495,310.23935,352.32265,294.24385,334.31215,276.23335,269.21275,268.20495,322.31215,317.28555,251.20225,304.30155,293.28555,291.26985,223.20725
GlcCer_AS(d22:2/16:2)+HCO2,810.57365,764.56825,602.51535,584.50485,570.48915,554.49425,536.48365,310.23935,308.22365,352.32265,292.22825,334.31215,274.21765,267.19715,266.18935,322.31215,317.28555,249.18655,304.30155,293.28555,291.26985,221.19165
GlcCer_AS(d22:2/16:3)+HCO2,808.55805,762.55255,600.49975,582.48915,568.47355,552.47855,534.46805,308.22365,306.20805,352.32265,290.21255,334.31215,272.20195,265.18145,264.17365,322.31215,317.28555,247.17095,304.30155,293.28555,291.26985,219.17595
GlcCer_AS(d22:2/16:4)+HCO2,806.54245,760.53695,598.48405,580.47355,566.45785,550.46295,532.45235,306.20805,304.19235,352.32265,288.19695,334.31215,270.18635,263.16585,262.15805,322.31215,317.28555,245.15525,304.30155,293.28555,291.26985,217.16035
GlcCer_AS(d22:2/17:0)+HCO2,828.62065,782.61515,620.56235,602.55175,588.53615,572.54115,554.53065,328.28625,326.27065,352.32265,310.27515,334.31215,292.26455,285.24405,284.23625,322.31215,317.28555,267.23355,304.30155,293.28555,291.26985,239.23855
GlcCer_AS(d22:2/17:1)+HCO2,826.60495,780.59945,618.54665,600.53615,586.52045,570.52555,552.51495,326.27065,324.25495,352.32265,308.25955,334.31215,290.24895,283.22845,282.22065,322.31215,317.28555,265.21785,304.30155,293.28555,291.26985,237.22295
GlcCer_AS(d22:2/17:2)+HCO2,824.58935,778.58385,616.53105,598.52045,584.50485,568.50985,550.49935,324.25495,322.23935,352.32265,306.24385,334.31215,288.23335,281.21275,280.20495,322.31215,317.28555,263.20225,304.30155,293.28555,291.26985,235.20725
GlcCer_AS(d22:2/17:3)+HCO2,822.57365,776.56825,614.51535,596.50485,582.48915,566.49425,548.48365,322.23935,320.22365,352.32265,304.22825,334.31215,286.21765,279.19715,278.18935,322.31215,317.28555,261.18655,304.30155,293.28555,291.26985,233.19165
GlcCer_AS(d22:2/18:0)+HCO2,842.63625,796.63075,634.57805,616.56735,602.55175,586.55685,568.54625,342.30195,340.28625,352.32265,324.29085,334.31215,306.28025,299.25975,298.25195,322.31215,317.28555,281.24915,304.30155,293.28555,291.26985,253.25425
GlcCer_AS(d22:2/18:1)+HCO2,840.62065,794.61515,632.56235,614.55175,600.53615,584.54115,566.53065,340.28625,338.27065,352.32265,322.27515,334.31215,304.26455,297.24405,296.23625,322.31215,317.28555,279.23355,304.30155,293.28555,291.26985,251.23855
GlcCer_AS(d22:2/18:2)+HCO2,838.60495,792.59945,630.54665,612.53615,598.52045,582.52555,564.51495,338.27065,336.25495,352.32265,320.25955,334.31215,302.24895,295.22845,294.22065,322.31215,317.28555,277.21785,304.30155,293.28555,291.26985,249.22295
GlcCer_AS(d22:2/18:3)+HCO2,836.58935,790.58385,628.53105,610.52045,596.50485,580.50985,562.49935,336.25495,334.23935,352.32265,318.24385,334.31215,300.23335,293.21275,292.20495,322.31215,317.28555,275.20225,304.30155,293.28555,291.26985,247.20725
GlcCer_AS(d22:2/18:4)+HCO2,834.57365,788.56825,626.51535,608.50485,594.48915,578.49425,560.48365,334.23935,332.22365,352.32265,316.22825,334.31215,298.21765,291.19715,290.18935,322.31215,317.28555,273.18655,304.30155,293.28555,291.26985,245.19165
GlcCer_AS(d22:2/19:0)+HCO2,856.65195,810.64645,648.59365,630.58305,616.56735,600.57255,582.56185,356.31755,354.30195,352.32265,338.30645,334.31215,320.29585,313.27535,312.26755,322.31215,317.28555,295.26485,304.30155,293.28555,291.26985,267.26985
GlcCer_AS(d22:2/19:1)+HCO2,854.63625,808.63075,646.57805,628.56735,614.55175,598.55685,580.54625,354.30195,352.28625,352.32265,336.29085,334.31215,318.28025,311.25975,310.25195,322.31215,317.28555,293.24915,304.30155,293.28555,291.26985,265.25425
GlcCer_AS(d22:2/19:2)+HCO2,852.62065,806.61515,644.56235,626.55175,612.53615,596.54115,578.53065,352.28625,350.27065,352.32265,334.27515,334.31215,316.26455,309.24405,308.23625,322.31215,317.28555,291.23355,304.30155,293.28555,291.26985,263.23855
GlcCer_AS(d22:2/19:3)+HCO2,850.60495,804.59945,642.54665,624.53615,610.52045,594.52555,576.51495,350.27065,348.25495,352.32265,332.25955,334.31215,314.24895,307.22845,306.22065,322.31215,317.28555,289.21785,304.30155,293.28555,291.26985,261.22295
GlcCer_AS(d22:2/19:4)+HCO2,848.58935,802.58385,640.53105,622.52045,608.50485,592.50985,574.49935,348.25495,346.23935,352.32265,330.24385,334.31215,312.23335,305.21275,304.20495,322.31215,317.28555,287.20225,304.30155,293.28555,291.26985,259.20725
GlcCer_AS(d22:2/20:0)+HCO2,870.66765,824.66215,662.60925,644.59865,630.58305,614.58815,596.57755,370.33325,368.31755,352.32265,352.32215,334.31215,334.31155,327.29105,326.28325,322.31215,317.28555,309.28045,304.30155,293.28555,291.26985,281.28555
GlcCer_AS(d22:2/20:1)+HCO2,868.65195,822.64645,660.59365,642.58305,628.56735,612.57255,594.56185,368.31755,366.30195,352.32265,350.30645,334.31215,332.29585,325.27535,324.26755,322.31215,317.28555,307.26485,304.30155,293.28555,291.26985,279.26985
GlcCer_AS(d22:2/20:2)+HCO2,866.63625,820.63075,658.57805,640.56735,626.55175,610.55685,592.54625,366.30195,364.28625,352.32265,348.29085,334.31215,330.28025,323.25975,322.25195,322.31215,317.28555,305.24915,304.30155,293.28555,291.26985,277.25425
GlcCer_AS(d22:2/20:3)+HCO2,864.62065,818.61515,656.56235,638.55175,624.53615,608.54115,590.53065,364.28625,362.27065,352.32265,346.27515,334.31215,328.26455,321.24405,320.23625,322.31215,317.28555,303.23355,304.30155,293.28555,291.26985,275.23855
GlcCer_AS(d22:2/20:4)+HCO2,862.60495,816.59945,654.54665,636.53615,622.52045,606.52555,588.51495,362.27065,360.25495,352.32265,344.25955,334.31215,326.24895,319.22845,318.22065,322.31215,317.28555,301.21785,304.30155,293.28555,291.26985,273.22295
GlcCer_AS(d22:2/21:0)+HCO2,884.68325,838.67775,676.62495,658.61435,644.59865,628.60375,610.59325,384.34885,382.33325,352.32265,366.33775,334.31215,348.32725,341.30665,340.29885,322.31215,317.28555,323.29615,304.30155,293.28555,291.26985,295.30115
GlcCer_AS(d22:2/21:1)+HCO2,882.66765,836.66215,674.60925,656.59865,642.58305,626.58815,608.57755,382.33325,380.31755,352.32265,364.32215,334.31215,346.31155,339.29105,338.28325,322.31215,317.28555,321.28045,304.30155,293.28555,291.26985,293.28555
GlcCer_AS(d22:2/21:2)+HCO2,880.65195,834.64645,672.59365,654.58305,640.56735,624.57255,606.56185,380.31755,378.30195,352.32265,362.30645,334.31215,344.29585,337.27535,336.26755,322.31215,317.28555,319.26485,304.30155,293.28555,291.26985,291.26985
GlcCer_AS(d22:2/21:3)+HCO2,878.63625,832.63075,670.57805,652.56735,638.55175,622.55685,604.54625,378.30195,376.28625,352.32265,360.29085,334.31215,342.28025,335.25975,334.25195,322.31215,317.28555,317.24915,304.30155,293.28555,291.26985,289.25425
GlcCer_AS(d22:2/21:4)+HCO2,876.62065,830.61515,668.56235,650.55175,636.53615,620.54115,602.53065,376.28625,374.27065,352.32265,358.27515,334.31215,340.26455,333.24405,332.23625,322.31215,317.28555,315.23355,304.30155,293.28555,291.26985,287.23855
GlcCer_AS(d22:2/22:0)+HCO2,898.69895,852.69345,690.64055,672.63005,658.61435,642.61945,624.60885,398.36455,396.34885,352.32265,380.35345,334.31215,362.34285,355.32235,354.31455,322.31215,317.28555,337.31175,304.30155,293.28555,291.26985,309.31685
GlcCer_AS(d22:2/22:1)+HCO2,896.68325,850.67775,688.62495,670.61435,656.59865,640.60375,622.59325,396.34885,394.33325,352.32265,378.33775,334.31215,360.32725,353.30665,352.29885,322.31215,317.28555,335.29615,304.30155,293.28555,291.26985,307.30115
GlcCer_AS(d22:2/22:2)+HCO2,894.66765,848.66215,686.60925,668.59865,654.58305,638.58815,620.57755,394.33325,392.31755,352.32265,376.32215,334.31215,358.31155,351.29105,350.28325,322.31215,317.28555,333.28045,304.30155,293.28555,291.26985,305.28555
