GlcCer_AS,[M+HCO2]-,[M-H]-,[M-C6H10O5-H]-,[M-Hex-H2O-H]-,[M-Hex-CH4O-H]-,[M-Hex-CH4O2-H]-,[M-Hex-CH6O3-H]-,[FAA+C2H5O-H]-,[FAA+C2H3O-H]-,[Sph-H]-,[FAA+C2H5O-H2O-H]-,[Sph-H2O-H]-,[FAA+C2H5O-2H2O-H]-,[FAA+O-H]-,[FAA-H]-,[Sph-CH2O-H]-,[Sph-H5NO-H]-,[FA-2H-H]-,[Sph-CH4O2-H]-,[Sph-C2H5NO-H]-,[Sph-C2H7NO-H]-,[FA+CH2O-H]-
GlcCer_AS(d16:2/21:0)+HCO2,800.58935,754.58385,592.53105,574.52045,560.50485,544.50985,526.49935,384.34885,382.33325,268.22875,366.33775,250.21815,348.32725,341.30665,340.29885,238.21815,233.19165,323.29615,220.20765,209.19165,207.17595,295.30115
GlcCer_AS(d16:2/21:1)+HCO2,798.57365,752.56825,590.51535,572.50485,558.48915,542.49425,524.48365,382.33325,380.31755,268.22875,364.32215,250.21815,346.31155,339.29105,338.28325,238.21815,233.19165,321.28045,220.20765,209.19165,207.17595,293.28555
GlcCer_AS(d16:2/21:2)+HCO2,796.55805,750.55255,588.49975,570.48915,556.47355,540.47855,522.46805,380.31755,378.30195,268.22875,362.30645,250.21815,344.29585,337.27535,336.26755,238.21815,233.19165,319.26485,220.20765,209.19165,207.17595,291.26985
GlcCer_AS(d16:2/21:3)+HCO2,794.54245,748.53695,586.48405,568.47355,554.45785,538.46295,520.45235,378.30195,376.28625,268.22875,360.29085,250.21815,342.28025,335.25975,334.25195,238.21815,233.19165,317.24915,220.20765,209.19165,207.17595,289.25425
GlcCer_AS(d16:2/21:4)+HCO2,792.52675,746.52125,584.46845,566.45785,552.44225,536.44725,518.43675,376.28625,374.27065,268.22875,358.27515,250.21815,340.26455,333.24405,332.23625,238.21815,233.19165,315.23355,220.20765,209.19165,207.17595,287.23855
GlcCer_AS(d16:2/22:0)+HCO2,814.60495,768.59945,606.54665,588.53615,574.52045,558.52555,540.51495,398.36455,396.34885,268.22875,380.35345,250.21815,362.34285,355.32235,354.31455,238.21815,233.19165,337.31175,220.20765,209.19165,207.17595,309.31685
GlcCer_AS(d16:2/22:1)+HCO2,812.58935,766.58385,604.53105,586.52045,572.50485,556.50985,538.49935,396.34885,394.33325,268.22875,378.33775,250.21815,360.32725,353.30665,352.29885,238.21815,233.19165,335.29615,220.20765,209.19165,207.17595,307.30115
GlcCer_AS(d16:2/22:2)+HCO2,810.57365,764.56825,602.51535,584.50485,570.48915,554.49425,536.48365,394.33325,392.31755,268.22875,376.32215,250.21815,358.31155,351.29105,350.28325,238.21815,233.19165,333.28045,220.20765,209.19165,207.17595,305.28555
GlcCer_AS(d16:2/22:3)+HCO2,808.55805,762.55255,600.49975,582.48915,568.47355,552.47855,534.46805,392.31755,390.30195,268.22875,374.30645,250.21815,356.29585,349.27535,348.26755,238.21815,233.19165,331.26485,220.20765,209.19165,207.17595,303.26985
GlcCer_AS(d16:2/22:4)+HCO2,806.54245,760.53695,598.48405,580.47355,566.45785,550.46295,532.45235,390.30195,388.28625,268.22875,372.29085,250.21815,354.28025,347.25975,346.25195,238.21815,233.19165,329.24915,220.20765,209.19165,207.17595,301.25425
GlcCer_AS(d16:2/23:0)+HCO2,828.62065,782.61515,620.56235,602.55175,588.53615,572.54115,554.53065,412.38015,410.36455,268.22875,394.36905,250.21815,376.35845,369.33795,368.33015,238.21815,233.19165,351.32745,220.20765,209.19165,207.17595,323.33245
GlcCer_AS(d16:2/23:1)+HCO2,826.60495,780.59945,618.54665,600.53615,586.52045,570.52555,552.51495,410.36455,408.34885,268.22875,392.35345,250.21815,374.34285,367.32235,366.31455,238.21815,233.19165,349.31175,220.20765,209.19165,207.17595,321.31685
GlcCer_AS(d16:2/23:2)+HCO2,824.58935,778.58385,616.53105,598.52045,584.50485,568.50985,550.49935,408.34885,406.33325,268.22875,390.33775,250.21815,372.32725,365.30665,364.29885,238.21815,233.19165,347.29615,220.20765,209.19165,207.17595,319.30115
GlcCer_AS(d16:2/23:3)+HCO2,822.57365,776.56825,614.51535,596.50485,582.48915,566.49425,548.48365,406.33325,404.31755,268.22875,388.32215,250.21815,370.31155,363.29105,362.28325,238.21815,233.19165,345.28045,220.20765,209.19165,207.17595,317.28555
GlcCer_AS(d16:2/23:4)+HCO2,820.55805,774.55255,612.49975,594.48915,580.47355,564.47855,546.46805,404.31755,402.30195,268.22875,386.30645,250.21815,368.29585,361.27535,360.26755,238.21815,233.19165,343.26485,220.20765,209.19165,207.17595,315.26985
GlcCer_AS(d16:2/24:0)+HCO2,842.63625,796.63075,634.57805,616.56735,602.55175,586.55685,568.54625,426.39585,424.38015,268.22875,408.38475,250.21815,390.37415,383.35365,382.34575,238.21815,233.19165,365.34305,220.20765,209.19165,207.17595,337.34815
GlcCer_AS(d16:2/24:1)+HCO2,840.62065,794.61515,632.56235,614.55175,600.53615,584.54115,566.53065,424.38015,422.36455,268.22875,406.36905,250.21815,388.35845,381.33795,380.33015,238.21815,233.19165,363.32745,220.20765,209.19165,207.17595,335.33245
GlcCer_AS(d16:2/24:2)+HCO2,838.60495,792.59945,630.54665,612.53615,598.52045,582.52555,564.51495,422.36455,420.34885,268.22875,404.35345,250.21815,386.34285,379.32235,378.31455,238.21815,233.19165,361.31175,220.20765,209.19165,207.17595,333.31685
GlcCer_AS(d16:2/24:3)+HCO2,836.58935,790.58385,628.53105,610.52045,596.50485,580.50985,562.49935,420.34885,418.33325,268.22875,402.33775,250.21815,384.32725,377.30665,376.29885,238.21815,233.19165,359.29615,220.20765,209.19165,207.17595,331.30115
GlcCer_AS(d16:2/24:4)+HCO2,834.57365,788.56825,626.51535,608.50485,594.48915,578.49425,560.48365,418.33325,416.31755,268.22875,400.32215,250.21815,382.31155,375.29105,374.28325,238.21815,233.19165,357.28045,220.20765,209.19165,207.17595,329.28555
GlcCer_AS(d16:2/25:0)+HCO2,856.65195,810.64645,648.59365,630.58305,616.56735,600.57255,582.56185,440.41145,438.39585,268.22875,422.40035,250.21815,404.38985,397.36925,396.36145,238.21815,233.19165,379.35875,220.20765,209.19165,207.17595,351.36385
GlcCer_AS(d16:2/25:1)+HCO2,854.63625,808.63075,646.57805,628.56735,614.55175,598.55685,580.54625,438.39585,436.38015,268.22875,420.38475,250.21815,402.37415,395.35365,394.34575,238.21815,233.19165,377.34305,220.20765,209.19165,207.17595,349.34815
GlcCer_AS(d16:2/25:2)+HCO2,852.62065,806.61515,644.56235,626.55175,612.53615,596.54115,578.53065,436.38015,434.36455,268.22875,418.36905,250.21815,400.35845,393.33795,392.33015,238.21815,233.19165,375.32745,220.20765,209.19165,207.17595,347.33245
GlcCer_AS(d16:2/25:3)+HCO2,850.60495,804.59945,642.54665,624.53615,610.52045,594.52555,576.51495,434.36455,432.34885,268.22875,416.35345,250.21815,398.34285,391.32235,390.31455,238.21815,233.19165,373.31175,220.20765,209.19165,207.17595,345.31685
GlcCer_AS(d16:2/25:4)+HCO2,848.58935,802.58385,640.53105,622.52045,608.50485,592.50985,574.49935,432.34885,430.33325,268.22875,414.33775,250.21815,396.32725,389.30665,388.29885,238.21815,233.19165,371.29615,220.20765,209.19165,207.17595,343.30115
GlcCer_AS(d16:2/26:0)+HCO2,870.66765,824.66215,662.60925,644.59865,630.58305,614.58815,596.57755,454.42715,452.41145,268.22875,436.41605,250.21815,418.40545,411.38495,410.37715,238.21815,233.19165,393.37435,220.20765,209.19165,207.17595,365.37945
GlcCer_AS(d16:2/26:1)+HCO2,868.65195,822.64645,660.59365,642.58305,628.56735,612.57255,594.56185,452.41145,450.39585,268.22875,434.40035,250.21815,416.38985,409.36925,408.36145,238.21815,233.19165,391.35875,220.20765,209.19165,207.17595,363.36385
GlcCer_AS(d16:2/26:2)+HCO2,866.63625,820.63075,658.57805,640.56735,626.55175,610.55685,592.54625,450.39585,448.38015,268.22875,432.38475,250.21815,414.37415,407.35365,406.34575,238.21815,233.19165,389.34305,220.20765,209.19165,207.17595,361.34815
GlcCer_AS(d16:2/26:3)+HCO2,864.62065,818.61515,656.56235,638.55175,624.53615,608.54115,590.53065,448.38015,446.36455,268.22875,430.36905,250.21815,412.35845,405.33795,404.33015,238.21815,233.19165,387.32745,220.20765,209.19165,207.17595,359.33245
GlcCer_AS(d16:2/26:4)+HCO2,862.60495,816.59945,654.54665,636.53615,622.52045,606.52555,588.51495,446.36455,444.34885,268.22875,428.35345,250.21815,410.34285,403.32235,402.31455,238.21815,233.19165,385.31175,220.20765,209.19165,207.17595,357.31685
GlcCer_AS(d16:2/27:0)+HCO2,884.68325,838.67775,676.62495,658.61435,644.59865,628.60375,610.59325,468.44275,466.42715,268.22875,450.43165,250.21815,432.42115,425.40055,424.39275,238.21815,233.19165,407.39005,220.20765,209.19165,207.17595,379.39505
GlcCer_AS(d16:2/27:1)+HCO2,882.66765,836.66215,674.60925,656.59865,642.58305,626.58815,608.57755,466.42715,464.41145,268.22875,448.41605,250.21815,430.40545,423.38495,422.37715,238.21815,233.19165,405.37435,220.20765,209.19165,207.17595,377.37945
GlcCer_AS(d16:2/27:2)+HCO2,880.65195,834.64645,672.59365,654.58305,640.56735,624.57255,606.56185,464.41145,462.39585,268.22875,446.40035,250.21815,428.38985,421.36925,420.36145,238.21815,233.19165,403.35875,220.20765,209.19165,207.17595,375.36385
GlcCer_AS(d16:2/27:3)+HCO2,878.63625,832.63075,670.57805,652.56735,638.55175,622.55685,604.54625,462.39585,460.38015,268.22875,444.38475,250.21815,426.37415,419.35365,418.34575,238.21815,233.19165,401.34305,220.20765,209.19165,207.17595,373.34815
GlcCer_AS(d16:2/27:4)+HCO2,876.62065,830.61515,668.56235,650.55175,636.53615,620.54115,602.53065,460.38015,458.36455,268.22875,442.36905,250.21815,424.35845,417.33795,416.33015,238.21815,233.19165,399.32745,220.20765,209.19165,207.17595,371.33245
GlcCer_AS(d16:2/28:0)+HCO2,898.69895,852.69345,690.64055,672.63005,658.61435,642.61945,624.60885,482.45845,480.44275,268.22875,464.44735,250.21815,446.43675,439.41625,438.40845,238.21815,233.19165,421.40565,220.20765,209.19165,207.17595,393.41075
GlcCer_AS(d16:2/28:1)+HCO2,896.68325,850.67775,688.62495,670.61435,656.59865,640.60375,622.59325,480.44275,478.42715,268.22875,462.43165,250.21815,444.42115,437.40055,436.39275,238.21815,233.19165,419.39005,220.20765,209.19165,207.17595,391.39505
GlcCer_AS(d16:2/28:2)+HCO2,894.66765,848.66215,686.60925,668.59865,654.58305,638.58815,620.57755,478.42715,476.41145,268.22875,460.41605,250.21815,442.40545,435.38495,434.37715,238.21815,233.19165,417.37435,220.20765,209.19165,207.17595,389.37945
GlcCer_AS(d16:2/28:3)+HCO2,892.65195,846.64645,684.59365,666.58305,652.56735,636.57255,618.56185,476.41145,474.39585,268.22875,458.40035,250.21815,440.38985,433.36925,432.36145,238.21815,233.19165,415.35875,220.20765,209.19165,207.17595,387.36385
GlcCer_AS(d16:2/28:4)+HCO2,890.63625,844.63075,682.57805,664.56735,650.55175,634.55685,616.54625,474.39585,472.38015,268.22875,456.38475,250.21815,438.37415,431.35365,430.34575,238.21815,233.19165,413.34305,220.20765,209.19165,207.17595,385.34815
GlcCer_AS(d16:2/29:0)+HCO2,912.71455,866.70905,704.65625,686.64565,672.63005,656.63505,638.62455,496.47405,494.45845,268.22875,478.46295,250.21815,460.45235,453.43185,452.42405,238.21815,233.19165,435.42125,220.20765,209.19165,207.17595,407.42635
GlcCer_AS(d16:2/29:1)+HCO2,910.69895,864.69345,702.64055,684.63005,670.61435,654.61945,636.60885,494.45845,492.44275,268.22875,476.44735,250.21815,458.43675,451.41625,450.40845,238.21815,233.19165,433.40565,220.20765,209.19165,207.17595,405.41075
GlcCer_AS(d16:2/29:2)+HCO2,908.68325,862.67775,700.62495,682.61435,668.59865,652.60375,634.59325,492.44275,490.42715,268.22875,474.43165,250.21815,456.42115,449.40055,448.39275,238.21815,233.19165,431.39005,220.20765,209.19165,207.17595,403.39505
GlcCer_AS(d16:2/29:3)+HCO2,906.66765,860.66215,698.60925,680.59865,666.58305,650.58815,632.57755,490.42715,488.41145,268.22875,472.41605,250.21815,454.40545,447.38495,446.37715,238.21815,233.19165,429.37435,220.20765,209.19165,207.17595,401.37945
GlcCer_AS(d16:2/29:4)+HCO2,904.65195,858.64645,696.59365,678.58305,664.56735,648.57255,630.56185,488.41145,486.39585,268.22875,470.40035,250.21815,452.38985,445.36925,444.36145,238.21815,233.19165,427.35875,220.20765,209.19165,207.17595,399.36385
GlcCer_AS(d16:2/30:0)+HCO2,926.73015,880.72475,718.67185,700.66135,686.64565,670.65075,652.64015,510.48975,508.47405,268.22875,492.47865,250.21815,474.46805,467.44755,466.43965,238.21815,233.19165,449.43695,220.20765,209.19165,207.17595,421.44205
GlcCer_AS(d16:2/30:1)+HCO2,924.71455,878.70905,716.65625,698.64565,684.63005,668.63505,650.62455,508.47405,506.45845,268.22875,490.46295,250.21815,472.45235,465.43185,464.42405,238.21815,233.19165,447.42125,220.20765,209.19165,207.17595,419.42635
GlcCer_AS(d16:2/30:2)+HCO2,922.69895,876.69345,714.64055,696.63005,682.61435,666.61945,648.60885,506.45845,504.44275,268.22875,488.44735,250.21815,470.43675,463.41625,462.40845,238.21815,233.19165,445.40565,220.20765,209.19165,207.17595,417.41075
GlcCer_AS(d16:2/30:3)+HCO2,920.68325,874.67775,712.62495,694.61435,680.59865,664.60375,646.59325,504.44275,502.42715,268.22875,486.43165,250.21815,468.42115,461.40055,460.39275,238.21815,233.19165,443.39005,220.20765,209.19165,207.17595,415.39505
GlcCer_AS(d16:2/30:4)+HCO2,918.66765,872.66215,710.60925,692.59865,678.58305,662.58815,644.57755,502.42715,500.41145,268.22875,484.41605,250.21815,466.40545,459.38495,458.37715,238.21815,233.19165,441.37435,220.20765,209.19165,207.17595,413.37945
GlcCer_AS(d16:2/31:0)+HCO2,940.74585,894.74035,732.68755,714.67695,700.66135,684.66635,666.65585,524.50535,522.48975,268.22875,506.49425,250.21815,488.48375,481.46315,480.45535,238.21815,233.19165,463.45265,220.20765,209.19165,207.17595,435.45775
GlcCer_AS(d16:2/31:1)+HCO2,938.73015,892.72475,730.67185,712.66135,698.64565,682.65075,664.64015,522.48975,520.47405,268.22875,504.47865,250.21815,486.46805,479.44755,478.43965,238.21815,233.19165,461.43695,220.20765,209.19165,207.17595,433.44205
GlcCer_AS(d16:2/31:2)+HCO2,936.71455,890.70905,728.65625,710.64565,696.63005,680.63505,662.62455,520.47405,518.45845,268.22875,502.46295,250.21815,484.45235,477.43185,476.42405,238.21815,233.19165,459.42125,220.20765,209.19165,207.17595,431.42635
GlcCer_AS(d16:2/31:3)+HCO2,934.69895,888.69345,726.64055,708.63005,694.61435,678.61945,660.60885,518.45845,516.44275,268.22875,500.44735,250.21815,482.43675,475.41625,474.40845,238.21815,233.19165,457.40565,220.20765,209.19165,207.17595,429.41075
GlcCer_AS(d16:2/31:4)+HCO2,932.68325,886.67775,724.62495,706.61435,692.59865,676.60375,658.59325,516.44275,514.42715,268.22875,498.43165,250.21815,480.42115,473.40055,472.39275,238.21815,233.19165,455.39005,220.20765,209.19165,207.17595,427.39505
GlcCer_AS(d16:2/32:0)+HCO2,954.76145,908.75595,746.70315,728.69265,714.67695,698.68205,680.67145,538.52105,536.50535,268.22875,520.50995,250.21815,502.49935,495.47885,494.47105,238.21815,233.19165,477.46825,220.20765,209.19165,207.17595,449.47335
GlcCer_AS(d16:2/32:1)+HCO2,952.74585,906.74035,744.68755,726.67695,712.66135,696.66635,678.65585,536.50535,534.48975,268.22875,518.49425,250.21815,500.48375,493.46315,492.45535,238.21815,233.19165,475.45265,220.20765,209.19165,207.17595,447.45775
GlcCer_AS(d16:2/32:2)+HCO2,950.73015,904.72475,742.67185,724.66135,710.64565,694.65075,676.64015,534.48975,532.47405,268.22875,516.47865,250.21815,498.46805,491.44755,490.43965,238.21815,233.19165,473.43695,220.20765,209.19165,207.17595,445.44205
GlcCer_AS(d16:2/32:3)+HCO2,948.71455,902.70905,740.65625,722.64565,708.63005,692.63505,674.62455,532.47405,530.45845,268.22875,514.46295,250.21815,496.45235,489.43185,488.42405,238.21815,233.19165,471.42125,220.20765,209.19165,207.17595,443.42635
GlcCer_AS(d16:2/32:4)+HCO2,946.69895,900.69345,738.64055,720.63005,706.61435,690.61945,672.60885,530.45845,528.44275,268.22875,512.44735,250.21815,494.43675,487.41625,486.40845,238.21815,233.19165,469.40565,220.20765,209.19165,207.17595,441.41075
GlcCer_AS(d16:2/33:0)+HCO2,968.77715,922.77165,760.71885,742.70825,728.69265,712.69765,694.68715,552.53665,550.52105,268.22875,534.52555,250.21815,516.51505,509.49445,508.48665,238.21815,233.19165,491.48395,220.20765,209.19165,207.17595,463.48895
GlcCer_AS(d16:2/33:1)+HCO2,966.76145,920.75595,758.70315,740.69265,726.67695,710.68205,692.67145,550.52105,548.50535,268.22875,532.50995,250.21815,514.49935,507.47885,506.47105,238.21815,233.19165,489.46825,220.20765,209.19165,207.17595,461.47335
GlcCer_AS(d16:2/33:2)+HCO2,964.74585,918.74035,756.68755,738.67695,724.66135,708.66635,690.65585,548.50535,546.48975,268.22875,530.49425,250.21815,512.48375,505.46315,504.45535,238.21815,233.19165,487.45265,220.20765,209.19165,207.17595,459.45775
GlcCer_AS(d16:2/33:3)+HCO2,962.73015,916.72475,754.67185,736.66135,722.64565,706.65075,688.64015,546.48975,544.47405,268.22875,528.47865,250.21815,510.46805,503.44755,502.43965,238.21815,233.19165,485.43695,220.20765,209.19165,207.17595,457.44205
GlcCer_AS(d16:2/33:4)+HCO2,960.71455,914.70905,752.65625,734.64565,720.63005,704.63505,686.62455,544.47405,542.45845,268.22875,526.46295,250.21815,508.45235,501.43185,500.42405,238.21815,233.19165,483.42125,220.20765,209.19165,207.17595,455.42635
GlcCer_AS(d16:2/34:0)+HCO2,982.79275,936.78725,774.73445,756.72395,742.70825,726.71335,708.70275,566.55235,564.53665,268.22875,548.54115,250.21815,530.53065,523.51015,522.50235,238.21815,233.19165,505.49955,220.20765,209.19165,207.17595,477.50465
GlcCer_AS(d16:2/34:1)+HCO2,980.77715,934.77165,772.71885,754.70825,740.69265,724.69765,706.68715,564.53665,562.52105,268.22875,546.52555,250.21815,528.51505,521.49455,520.48665,238.21815,233.19165,503.48395,220.20765,209.19165,207.17595,475.48895
GlcCer_AS(d16:2/34:2)+HCO2,978.76145,932.75595,770.70315,752.69265,738.67695,722.68205,704.67145,562.52105,560.50535,268.22875,544.50995,250.21815,526.49935,519.47885,518.47105,238.21815,233.19165,501.46825,220.20765,209.19165,207.17595,473.47335
GlcCer_AS(d16:2/34:3)+HCO2,976.74585,930.74035,768.68755,750.67695,736.66135,720.66635,702.65585,560.50535,558.48975,268.22875,542.49425,250.21815,524.48375,517.46315,516.45535,238.21815,233.19165,499.45265,220.20765,209.19165,207.17595,471.45775
GlcCer_AS(d16:2/34:4)+HCO2,974.73015,928.72475,766.67185,748.66135,734.64565,718.65075,700.64015,558.48975,556.47405,268.22875,540.47865,250.21815,522.46805,515.44755,514.43965,238.21815,233.19165,497.43695,220.20765,209.19165,207.17595,469.44205
GlcCer_AS(d16:2/35:0)+HCO2,996.80845,950.80295,788.75015,770.73955,756.72395,740.72905,722.71845,580.56795,578.55235,268.22875,562.55685,250.21815,544.54635,537.52575,536.51795,238.21815,233.19165,519.51515,220.20765,209.19165,207.17595,491.52025
GlcCer_AS(d16:2/35:1)+HCO2,994.79275,948.78725,786.73445,768.72395,754.70825,738.71335,720.70275,578.55235,576.53665,268.22875,560.54115,250.21815,542.53065,535.51015,534.50235,238.21815,233.19165,517.49955,220.20765,209.19165,207.17595,489.50465
GlcCer_AS(d16:2/35:2)+HCO2,992.77715,946.77165,784.71885,766.70825,752.69265,736.69765,718.68715,576.53665,574.52105,268.22875,558.52555,250.21815,540.51505,533.49455,532.48665,238.21815,233.19165,515.48385,220.20765,209.19165,207.17595,487.48895
GlcCer_AS(d16:2/35:3)+HCO2,990.76145,944.75595,782.70315,764.69265,750.67695,734.68205,716.67145,574.52105,572.50535,268.22875,556.50995,250.21815,538.49935,531.47885,530.47105,238.21815,233.19165,513.46825,220.20765,209.19165,207.17595,485.47335
GlcCer_AS(d16:2/35:4)+HCO2,988.74585,942.74035,780.68755,762.67695,748.66135,732.66635,714.65585,572.50535,570.48975,268.22875,554.49425,250.21815,536.48375,529.46315,528.45535,238.21815,233.19165,511.45265,220.20765,209.19165,207.17595,483.45775
GlcCer_AS(d16:2/36:0)+HCO2,1010.82455,964.81865,802.76585,784.75515,770.73955,754.74465,736.73405,594.58365,592.56795,268.22875,576.57255,250.21815,558.56195,551.54145,550.53365,238.21815,233.19165,533.53085,220.20765,209.19165,207.17595,505.53595
GlcCer_AS(d16:2/36:1)+HCO2,1008.80855,962.80295,800.75015,782.73955,768.72395,752.72905,734.71845,592.56795,590.55235,268.22875,574.55685,250.21815,556.54635,549.52575,548.51795,238.21815,233.19165,531.51515,220.20765,209.19165,207.17595,503.52025
GlcCer_AS(d16:2/36:2)+HCO2,1006.79255,960.78725,798.73445,780.72395,766.70825,750.71335,732.70275,590.55235,588.53665,268.22875,572.54115,250.21815,554.53065,547.51015,546.50235,238.21815,233.19165,529.49955,220.20765,209.19165,207.17595,501.50465
GlcCer_AS(d16:2/36:3)+HCO2,1004.77755,958.77165,796.71885,778.70825,764.69265,748.69765,730.68715,588.53665,586.52105,268.22875,570.52555,250.21815,552.51505,545.49455,544.48665,238.21815,233.19165,527.48385,220.20765,209.19165,207.17595,499.48895
GlcCer_AS(d16:2/36:4)+HCO2,1002.76155,956.75595,794.70315,776.69265,762.67695,746.68205,728.67145,586.52105,584.50535,268.22875,568.50995,250.21815,550.49935,543.47885,542.47105,238.21815,233.19165,525.46825,220.20765,209.19165,207.17595,497.47335
GlcCer_AS(d17:2/14:0)+HCO2,716.49545,670.48995,508.43715,490.42655,476.41095,460.41595,442.40545,286.23935,284.22365,282.24445,268.22825,264.23385,250.21765,243.19715,242.18935,252.23385,247.20725,225.18655,234.22325,223.20725,221.19165,197.19165
GlcCer_AS(d17:2/14:1)+HCO2,714.47975,668.47435,506.42145,488.41095,474.39525,458.40035,440.38975,284.22365,282.20805,282.24445,266.21255,264.23385,248.20195,241.18145,240.17365,252.23385,247.20725,223.17095,234.22325,223.20725,221.19165,195.17595
GlcCer_AS(d17:2/14:2)+HCO2,712.46415,666.45865,504.40585,486.39525,472.37965,456.38465,438.37415,282.20805,280.19235,282.24445,264.19695,264.23385,246.18635,239.16585,238.15805,252.23385,247.20725,221.15525,234.22325,223.20725,221.19165,193.16035
GlcCer_AS(d17:2/14:3)+HCO2,710.44845,664.44295,502.39015,484.37965,470.36395,454.36905,436.35845,280.19235,278.17675,282.24445,262.18125,264.23385,244.17075,237.15015,236.14235,252.23385,247.20725,219.13965,234.22325,223.20725,221.19165,191.14465
GlcCer_AS(d17:2/15:0)+HCO2,730.51115,684.50565,522.45275,504.44225,490.42655,474.43165,456.42105,300.25495,298.23935,282.24445,282.24385,264.23385,264.23335,257.21275,256.20495,252.23385,247.20725,239.20225,234.22325,223.20725,221.19165,211.20725
GlcCer_AS(d17:2/15:1)+HCO2,728.49545,682.48995,520.43715,502.42655,488.41095,472.41595,454.40545,298.23935,296.22365,282.24445,280.22825,264.23385,262.21765,255.19715,254.18935,252.23385,247.20725,237.18655,234.22325,223.20725,221.19165,209.19165
GlcCer_AS(d17:2/15:2)+HCO2,726.47975,680.47435,518.42155,500.41095,486.39525,470.40035,452.38975,296.22365,294.20805,282.24445,278.21255,264.23385,260.20195,253.18145,252.17365,252.23385,247.20725,235.17095,234.22325,223.20725,221.19165,207.17595
GlcCer_AS(d17:2/15:3)+HCO2,724.46415,678.45865,516.40585,498.39525,484.37965,468.38465,450.37415,294.20805,292.19235,282.24445,276.19695,264.23385,258.18635,251.16585,250.15805,252.23385,247.20725,233.15525,234.22325,223.20725,221.19165,205.16035
GlcCer_AS(d17:2/16:0)+HCO2,744.52675,698.52125,536.46845,518.45785,504.44225,488.44725,470.43675,314.27065,312.25495,282.24445,296.25955,264.23385,278.24895,271.22845,270.22065,252.23385,247.20725,253.21785,234.22325,223.20725,221.19165,225.22295
GlcCer_AS(d17:2/16:1)+HCO2,742.51115,696.50565,534.45275,516.44225,502.42655,486.43165,468.42105,312.25495,310.23935,282.24445,294.24385,264.23385,276.23335,269.21275,268.20495,252.23385,247.20725,251.20225,234.22325,223.20725,221.19165,223.20725
GlcCer_AS(d17:2/16:2)+HCO2,740.49545,694.48995,532.43715,514.42655,500.41095,484.41595,466.40545,310.23935,308.22365,282.24445,292.22825,264.23385,274.21765,267.19715,266.18935,252.23385,247.20725,249.18655,234.22325,223.20725,221.19165,221.19165
GlcCer_AS(d17:2/16:3)+HCO2,738.47975,692.47435,530.42155,512.41085,498.39525,482.40035,464.38975,308.22365,306.20805,282.24445,290.21255,264.23385,272.20195,265.18145,264.17365,252.23385,247.20725,247.17095,234.22325,223.20725,221.19165,219.17595
GlcCer_AS(d17:2/16:4)+HCO2,736.46415,690.45865,528.40585,510.39525,496.37965,480.38465,462.37415,306.20805,304.19235,282.24445,288.19695,264.23385,270.18635,263.16585,262.15805,252.23385,247.20725,245.15525,234.22325,223.20725,221.19165,217.16035
GlcCer_AS(d17:2/17:0)+HCO2,758.54245,712.53695,550.48405,532.47355,518.45785,502.46295,484.45235,328.28625,326.27065,282.24445,310.27515,264.23385,292.26455,285.24405,284.23625,252.23385,247.20725,267.23355,234.22325,223.20725,221.19165,239.23855
GlcCer_AS(d17:2/17:1)+HCO2,756.52675,710.52125,548.46845,530.45785,516.44225,500.44725,482.43675,326.27065,324.25495,282.24445,308.25955,264.23385,290.24895,283.22845,282.22065,252.23385,247.20725,265.21785,234.22325,223.20725,221.19165,237.22295
GlcCer_AS(d17:2/17:2)+HCO2,754.51115,708.50565,546.45275,528.44225,514.42655,498.43165,480.42105,324.25495,322.23935,282.24445,306.24385,264.23385,288.23335,281.21275,280.20495,252.23385,247.20725,263.20225,234.22325,223.20725,221.19165,235.20725
GlcCer_AS(d17:2/17:3)+HCO2,752.49545,706.48995,544.43715,526.42655,512.41085,496.41595,478.40545,322.23935,320.22365,282.24445,304.22825,264.23385,286.21765,279.19715,278.18935,252.23385,247.20725,261.18655,234.22325,223.20725,221.19165,233.19165
GlcCer_AS(d17:2/18:0)+HCO2,772.55805,726.55255,564.49975,546.48915,532.47355,516.47855,498.46805,342.30195,340.28625,282.24445,324.29085,264.23385,306.28025,299.25975,298.25195,252.23385,247.20725,281.24915,234.22325,223.20725,221.19165,253.25425
GlcCer_AS(d17:2/18:1)+HCO2,770.54245,724.53695,562.48405,544.47355,530.45785,514.46295,496.45235,340.28625,338.27065,282.24445,322.27515,264.23385,304.26455,297.24405,296.23625,252.23385,247.20725,279.23355,234.22325,223.20725,221.19165,251.23855
GlcCer_AS(d17:2/18:2)+HCO2,768.52675,722.52125,560.46845,542.45785,528.44225,512.44725,494.43675,338.27065,336.25495,282.24445,320.25955,264.23385,302.24895,295.22845,294.22065,252.23385,247.20725,277.21785,234.22325,223.20725,221.19165,249.22295
GlcCer_AS(d17:2/18:3)+HCO2,766.51115,720.50565,558.45275,540.44225,526.42655,510.43165,492.42105,336.25495,334.23935,282.24445,318.24385,264.23385,300.23335,293.21275,292.20495,252.23385,247.20725,275.20225,234.22325,223.20725,221.19165,247.20725
GlcCer_AS(d17:2/18:4)+HCO2,764.49545,718.48995,556.43715,538.42655,524.41085,508.41595,490.40545,334.23935,332.22365,282.24445,316.22825,264.23385,298.21765,291.19715,290.18935,252.23385,247.20725,273.18655,234.22325,223.20725,221.19165,245.19165
