Cer_NDS,[M+HCO2]-,[M-H]-,[M-CO-3H]-,[M-CO-O-3H]-,[Sph-H]-,[FA+NCCO-3H]-,[FA+NCC-3H]-,[FA+N-H]-,[Sph-NCCO-3H]-,[FA-3H]-
Cer_NDS(d22:0/30:2)+HCO2,832.77635,786.77085,754.74465,738.74975,356.35395,488.44735,472.45235,446.43725,295.30115,429.43455
Cer_NDS(d22:0/30:3)+HCO2,830.76065,784.75525,752.72905,736.73405,356.35395,486.43165,470.43675,444.42165,295.30115,427.41885
Cer_NDS(d22:0/30:4)+HCO2,828.74505,782.73955,750.71335,734.71845,356.35395,484.41605,468.42115,442.40595,295.30115,425.40325
Cer_NDS(d22:0/31:0)+HCO2,850.82335,804.81785,772.79165,756.79665,356.35395,506.49425,490.49935,464.48425,295.30115,447.48155
Cer_NDS(d22:0/31:1)+HCO2,848.80765,802.80215,770.77595,754.78105,356.35395,504.47865,488.48375,462.46855,295.30115,445.46585
Cer_NDS(d22:0/31:2)+HCO2,846.79195,800.78645,768.76035,752.76535,356.35395,502.46295,486.46805,460.45295,295.30115,443.45015
Cer_NDS(d22:0/31:3)+HCO2,844.77635,798.77085,766.74465,750.74975,356.35395,500.44735,484.45235,458.43725,295.30115,441.43455
Cer_NDS(d22:0/31:4)+HCO2,842.76065,796.75525,764.72905,748.73405,356.35395,498.43165,482.43675,456.42165,295.30115,439.41885
Cer_NDS(d22:0/32:0)+HCO2,864.83895,818.83345,786.80725,770.81235,356.35395,520.50995,504.51495,478.49985,295.30115,461.49715
Cer_NDS(d22:0/32:1)+HCO2,862.82335,816.81785,784.79165,768.79665,356.35395,518.49425,502.49935,476.48425,295.30115,459.48155
Cer_NDS(d22:0/32:2)+HCO2,860.80765,814.80215,782.77595,766.78105,356.35395,516.47865,500.48375,474.46855,295.30115,457.46585
Cer_NDS(d22:0/32:3)+HCO2,858.79195,812.78645,780.76035,764.76535,356.35395,514.46295,498.46805,472.45295,295.30115,455.45015
Cer_NDS(d22:0/32:4)+HCO2,856.77635,810.77085,778.74465,762.74975,356.35395,512.44735,496.45235,470.43725,295.30115,453.43455
Cer_NDS(d22:0/33:0)+HCO2,878.85465,832.84915,800.82295,784.82805,356.35395,534.52555,518.53065,492.51555,295.30115,475.51275
Cer_NDS(d22:0/33:1)+HCO2,876.83895,830.83345,798.80725,782.81235,356.35395,532.50995,516.51505,490.49985,295.30115,473.49715
Cer_NDS(d22:0/33:2)+HCO2,874.82335,828.81785,796.79165,780.79665,356.35395,530.49425,514.49935,488.48425,295.30115,471.48155
Cer_NDS(d22:0/33:3)+HCO2,872.80765,826.80215,794.77595,778.78105,356.35395,528.47865,512.48375,486.46855,295.30115,469.46585
Cer_NDS(d22:0/33:4)+HCO2,870.79195,824.78645,792.76035,776.76535,356.35395,526.46295,510.46805,484.45295,295.30115,467.45015
Cer_NDS(d22:0/34:0)+HCO2,892.87025,846.86485,814.83855,798.84365,356.35395,548.54115,532.54635,506.53115,295.30115,489.52845
Cer_NDS(d22:0/34:1)+HCO2,890.85465,844.84915,812.82295,796.82805,356.35395,546.52555,530.53065,504.51555,295.30115,487.51275
Cer_NDS(d22:0/34:2)+HCO2,888.83895,842.83345,810.80725,794.81235,356.35395,544.50995,528.51505,502.49985,295.30115,485.49715
Cer_NDS(d22:0/34:3)+HCO2,886.82335,840.81785,808.79165,792.79665,356.35395,542.49425,526.49935,500.48425,295.30115,483.48155
Cer_NDS(d22:0/34:4)+HCO2,884.80765,838.80215,806.77595,790.78105,356.35395,540.47865,524.48375,498.46855,295.30115,481.46585
Cer_NDS(d22:0/35:0)+HCO2,906.88595,860.88045,828.85415,812.85935,356.35395,562.55685,546.56195,520.54685,295.30115,503.54405
Cer_NDS(d22:0/35:1)+HCO2,904.87025,858.86485,826.83855,810.84365,356.35395,560.54115,544.54635,518.53115,295.30115,501.52845
Cer_NDS(d22:0/35:2)+HCO2,902.85465,856.84915,824.82295,808.82805,356.35395,558.52555,542.53065,516.51555,295.30115,499.51275
Cer_NDS(d22:0/35:3)+HCO2,900.83895,854.83345,822.80725,806.81235,356.35395,556.50995,540.51505,514.49985,295.30115,497.49715
Cer_NDS(d22:0/35:4)+HCO2,898.82335,852.81785,820.79165,804.79665,356.35395,554.49425,538.49935,512.48425,295.30115,495.48155
Cer_NDS(d22:0/36:0)+HCO2,920.90155,874.89605,842.86985,826.87495,356.35395,576.57255,560.57755,534.56255,295.30115,517.55975
Cer_NDS(d22:0/36:1)+HCO2,918.88595,872.88045,840.85415,824.85935,356.35395,574.55685,558.56195,532.54685,295.30115,515.54415
Cer_NDS(d22:0/36:2)+HCO2,916.87025,870.86485,838.83855,822.84365,356.35395,572.54115,556.54635,530.53115,295.30115,513.52845
Cer_NDS(d22:0/36:3)+HCO2,914.85465,868.84915,836.82295,820.82805,356.35395,570.52555,554.53065,528.51555,295.30115,511.51275
Cer_NDS(d22:0/36:4)+HCO2,912.83895,866.83345,834.80725,818.81235,356.35395,568.50995,552.51505,526.49985,295.30115,509.49715
