Sulfatide,[M+H]+,[M-SO3+H]+,[M-H2SO4+H]+,[M-C6H12O9S+H]+,[M-C6H10O8S+H]+,[M-C6H10O8S-H2O+H]+,[M-FA-H2SO4+H]+,[Sph-H2O+H]+,[Sph-2H2O+H]+,[FAA+H]+,[Sph-CH4O2+H]+
SHexCer(d20:1/19:0)+H,,770.6499,752.6393,608.5971,590.5865,572.5759,472.3633,310.3105,292.2999,298.3105,280.2999
SHexCer(d21:0/18:1)+H,,770.6499,752.6393,608.5971,590.5865,572.5759,488.3946,326.3417,308.3312,282.2791,296.3312
SHexCer(d21:1/18:0)+H,,770.6499,752.6393,608.5971,590.5865,572.5759,486.3789,324.3261,306.3155,284.2948,294.3155
SHexCer(d22:1/17:0)+H,,770.6499,752.6393,608.5971,590.5865,572.5759,500.3946,338.3417,320.3312,270.2791,308.3312
SHexCer(d23:0/16:1)+H,,770.6499,752.6393,608.5971,590.5865,572.5759,516.4259,354.373,336.3625,254.2478,324.3625
SHexCer(d23:1/16:0)+H,,770.6499,752.6393,608.5971,590.5865,572.5759,514.4102,352.3574,334.3468,256.2635,322.3468
SHexCer(d24:0/15:1)+H,,770.6499,752.6393,608.5971,590.5865,572.5759,530.4415,368.3887,350.3781,240.2322,338.3781
SHexCer(d24:1/15:0)+H,,770.6499,752.6393,608.5971,590.5865,572.5759,528.4259,366.373,348.3625,242.2478,336.3625
SHexCer(d25:0/14:1)+H,,770.6499,752.6393,608.5971,590.5865,572.5759,544.4572,382.4044,364.3938,226.2166,352.3938
SHexCer(d25:1/14:0)+H,,770.6499,752.6393,608.5971,590.5865,572.5759,542.4415,380.3887,362.3781,228.2322,350.3781
SHexCer(d26:0/13:1)+H,,770.6499,752.6393,608.5971,590.5865,572.5759,558.4728,396.42,378.4094,212.2009,366.4094
SHexCer(d26:1/13:0)+H,,770.6499,752.6393,608.5971,590.5865,572.5759,556.4572,394.4044,376.3938,214.2166,364.3938
SHexCer(d27:0/12:1)+H,,770.6499,752.6393,608.5971,590.5865,572.5759,572.4885,410.4356,392.4251,198.1853,380.4251
SHexCer(d27:1/12:0)+H,,770.6499,752.6393,608.5971,590.5865,572.5759,570.4728,408.42,390.4094,200.2009,378.4094
SHexCer(d14:1/25:1)+H,,768.6343,750.6237,606.5815,588.5709,570.5604,388.2694,226.2166,208.206,380.3887,196.206
SHexCer(d15:0/24:2)+H,,768.6343,750.6237,606.5815,588.5709,570.5604,404.3007,242.2478,224.2373,364.3574,212.2373
SHexCer(d15:1/24:1)+H,,768.6343,750.6237,606.5815,588.5709,570.5604,402.2851,240.2322,222.2216,366.373,210.2216
SHexCer(d16:1/23:1)+H,,768.6343,750.6237,606.5815,588.5709,570.5604,416.3007,254.2478,236.2373,352.3574,224.2373
SHexCer(d17:0/22:2)+H,,768.6343,750.6237,606.5815,588.5709,570.5604,432.332,270.2791,252.2686,336.3261,240.2686
SHexCer(d17:1/22:1)+H,,768.6343,750.6237,606.5815,588.5709,570.5604,430.3164,268.2635,250.2529,338.3417,238.2529
SHexCer(d18:1/21:1)+H,,768.6343,750.6237,606.5815,588.5709,570.5604,444.332,282.2791,264.2686,324.3261,252.2686
SHexCer(d19:0/20:2)+H,,768.6343,750.6237,606.5815,588.5709,570.5604,460.3633,298.3105,280.2999,308.2948,268.2999
SHexCer(d19:1/20:1)+H,,768.6343,750.6237,606.5815,588.5709,570.5604,458.3477,296.2948,278.2842,310.3105,266.2842
SHexCer(d20:1/19:1)+H,,768.6343,750.6237,606.5815,588.5709,570.5604,472.3633,310.3105,292.2999,296.2948,280.2999
SHexCer(d21:0/18:2)+H,,768.6343,750.6237,606.5815,588.5709,570.5604,488.3946,326.3417,308.3312,280.2635,296.3312
SHexCer(d21:1/18:1)+H,,768.6343,750.6237,606.5815,588.5709,570.5604,486.379,324.3261,306.3155,282.2791,294.3155
SHexCer(d23:0/16:2)+H,,768.6343,750.6237,606.5815,588.5709,570.5604,516.4259,354.373,336.3625,252.2322,324.3625
SHexCer(d23:1/16:1)+H,,768.6343,750.6237,606.5815,588.5709,570.5604,514.4103,352.3574,334.3468,254.2478,322.3468
SHexCer(d24:1/15:1)+H,,768.6343,750.6237,606.5815,588.5709,570.5604,528.4259,366.373,348.3625,240.2322,336.3625
SHexCer(d25:1/14:1)+H,,768.6343,750.6237,606.5815,588.5709,570.5604,542.4416,380.3887,362.3781,226.2166,350.3781
SHexCer(d26:1/13:1)+H,,768.6343,750.6237,606.5815,588.5709,570.5604,556.4572,394.4044,376.3938,212.2009,364.3938
SHexCer(d27:1/12:1)+H,,768.6343,750.6237,606.5815,588.5709,570.5604,570.4729,408.42,390.4094,198.1853,378.4094
SHexCer(d15:1/24:2)+H,,766.6186,748.608,604.5658,586.5552,568.5447,402.285,240.2322,222.2216,364.3574,210.2216
SHexCer(d17:1/22:2)+H,,766.6186,748.608,604.5658,586.5552,568.5447,430.3163,268.2635,250.2529,336.3261,238.2529
SHexCer(d19:1/20:2)+H,,766.6186,748.608,604.5658,586.5552,568.5447,458.3476,296.2948,278.2842,308.2948,266.2842
SHexCer(d21:1/18:2)+H,,766.6186,748.608,604.5658,586.5552,568.5447,486.3789,324.3261,306.3155,280.2635,294.3155
SHexCer(d23:1/16:2)+H,,766.6186,748.608,604.5658,586.5552,568.5447,514.4102,352.3574,334.3468,252.2322,322.3468
SHexCer(d14:0/26:0)+H,,786.6812,768.6707,624.6284,606.6178,588.6072,390.285,228.2322,210.2216,396.42,198.2216
SHexCer(d15:0/25:0)+H,,786.6812,768.6707,624.6284,606.6178,588.6072,404.3007,242.2478,224.2373,382.4044,212.2373
SHexCer(d16:0/24:0)+H,,786.6812,768.6707,624.6284,606.6178,588.6072,418.3163,256.2635,238.2529,368.3887,226.2529
SHexCer(d17:0/23:0)+H,,786.6812,768.6707,624.6284,606.6178,588.6072,432.332,270.2791,252.2686,354.373,240.2686
SHexCer(d18:0/22:0)+H,,786.6812,768.6707,624.6284,606.6178,588.6072,446.3476,284.2948,266.2842,340.3574,254.2842
SHexCer(d19:0/21:0)+H,,786.6812,768.6707,624.6284,606.6178,588.6072,460.3633,298.3105,280.2999,326.3417,268.2999
SHexCer(d20:0/20:0)+H,,786.6812,768.6707,624.6284,606.6178,588.6072,474.3789,312.3261,294.3155,312.3261,282.3155
SHexCer(d21:0/19:0)+H,,786.6812,768.6707,624.6284,606.6178,588.6072,488.3946,326.3417,308.3312,298.3105,296.3312
SHexCer(d22:0/18:0)+H,,786.6812,768.6707,624.6284,606.6178,588.6072,502.4102,340.3574,322.3468,284.2948,310.3468
SHexCer(d23:0/17:0)+H,,786.6812,768.6707,624.6284,606.6178,588.6072,516.4259,354.373,336.3625,270.2791,324.3625
SHexCer(d24:0/16:0)+H,,786.6812,768.6707,624.6284,606.6178,588.6072,530.4415,368.3887,350.3781,256.2635,338.3781
SHexCer(d25:0/15:0)+H,,786.6812,768.6707,624.6284,606.6178,588.6072,544.4572,382.4044,364.3938,242.2478,352.3938
SHexCer(d26:0/14:0)+H,,786.6812,768.6707,624.6284,606.6178,588.6072,558.4728,396.42,378.4094,228.2322,366.4094
SHexCer(d27:0/13:0)+H,,786.6812,768.6707,624.6284,606.6178,588.6072,572.4885,410.4356,392.4251,214.2166,380.4251
SHexCer(d28:0/12:0)+H,,786.6812,768.6707,624.6284,606.6178,588.6072,586.5042,424.4513,406.4407,200.2009,394.4407
SHexCer(d14:0/26:1)+H,,784.6656,766.655,622.6128,604.6022,586.5917,390.2851,228.2322,210.2216,394.4044,198.2216
SHexCer(d14:1/26:0)+H,,784.6656,766.655,622.6128,604.6022,586.5917,388.2694,226.2166,208.206,396.42,196.206
SHexCer(d15:0/25:1)+H,,784.6656,766.655,622.6128,604.6022,586.5917,404.3007,242.2478,224.2373,380.3887,212.2373
SHexCer(d15:1/25:0)+H,,784.6656,766.655,622.6128,604.6022,586.5917,402.2851,240.2322,222.2216,382.4044,210.2216
SHexCer(d16:0/24:1)+H,,784.6656,766.655,622.6128,604.6022,586.5917,418.3164,256.2635,238.2529,366.373,226.2529
SHexCer(d16:1/24:0)+H,,784.6656,766.655,622.6128,604.6022,586.5917,416.3007,254.2478,236.2373,368.3887,224.2373
SHexCer(d17:0/23:1)+H,,784.6656,766.655,622.6128,604.6022,586.5917,432.332,270.2791,252.2686,352.3574,240.2686
SHexCer(d17:1/23:0)+H,,784.6656,766.655,622.6128,604.6022,586.5917,430.3164,268.2635,250.2529,354.373,238.2529
SHexCer(d18:0/22:1)+H,,784.6656,766.655,622.6128,604.6022,586.5917,446.3477,284.2948,266.2842,338.3417,254.2842
SHexCer(d18:1/22:0)+H,,784.6656,766.655,622.6128,604.6022,586.5917,444.332,282.2791,264.2686,340.3574,252.2686
SHexCer(d19:0/21:1)+H,,784.6656,766.655,622.6128,604.6022,586.5917,460.3633,298.3105,280.2999,324.3261,268.2999
SHexCer(d19:1/21:0)+H,,784.6656,766.655,622.6128,604.6022,586.5917,458.3477,296.2948,278.2842,326.3417,266.2842
SHexCer(d20:0/20:1)+H,,784.6656,766.655,622.6128,604.6022,586.5917,474.379,312.3261,294.3155,310.3105,282.3155
SHexCer(d20:1/20:0)+H,,784.6656,766.655,622.6128,604.6022,586.5917,472.3633,310.3105,292.2999,312.3261,280.2999
SHexCer(d21:0/19:1)+H,,784.6656,766.655,622.6128,604.6022,586.5917,488.3946,326.3417,308.3312,296.2948,296.3312
SHexCer(d21:1/19:0)+H,,784.6656,766.655,622.6128,604.6022,586.5917,486.379,324.3261,306.3155,298.3105,294.3155
SHexCer(d22:0/18:1)+H,,784.6656,766.655,622.6128,604.6022,586.5917,502.4103,340.3574,322.3468,282.2791,310.3468
SHexCer(d22:1/18:0)+H,,784.6656,766.655,622.6128,604.6022,586.5917,500.3946,338.3417,320.3312,284.2948,308.3312
SHexCer(d23:1/17:0)+H,,784.6656,766.655,622.6128,604.6022,586.5917,514.4103,352.3574,334.3468,270.2791,322.3468
SHexCer(d24:0/16:1)+H,,784.6656,766.655,622.6128,604.6022,586.5917,530.4416,368.3887,350.3781,254.2478,338.3781
SHexCer(d24:1/16:0)+H,,784.6656,766.655,622.6128,604.6022,586.5917,528.4259,366.373,348.3625,256.2635,336.3625
SHexCer(d25:0/15:1)+H,,784.6656,766.655,622.6128,604.6022,586.5917,544.4572,382.4044,364.3938,240.2322,352.3938
SHexCer(d25:1/15:0)+H,,784.6656,766.655,622.6128,604.6022,586.5917,542.4416,380.3887,362.3781,242.2478,350.3781
SHexCer(d26:0/14:1)+H,,784.6656,766.655,622.6128,604.6022,586.5917,558.4729,396.42,378.4094,226.2166,366.4094
SHexCer(d26:1/14:0)+H,,784.6656,766.655,622.6128,604.6022,586.5917,556.4572,394.4044,376.3938,228.2322,364.3938
SHexCer(d27:0/13:1)+H,,784.6656,766.655,622.6128,604.6022,586.5917,572.4885,410.4356,392.4251,212.2009,380.4251
SHexCer(d27:1/13:0)+H,,784.6656,766.655,622.6128,604.6022,586.5917,570.4729,408.42,390.4094,214.2166,378.4094
SHexCer(d28:0/12:1)+H,,784.6656,766.655,622.6128,604.6022,586.5917,586.5042,424.4513,406.4407,198.1853,394.4407
SHexCer(d28:1/12:0)+H,,784.6656,766.655,622.6128,604.6022,586.5917,584.4885,422.4356,404.4251,200.2009,392.4251
SHexCer(d14:0/26:2)+H,,782.6499,764.6393,620.5971,602.5865,584.5759,390.285,228.2322,210.2216,392.3887,198.2216
SHexCer(d14:1/26:1)+H,,782.6499,764.6393,620.5971,602.5865,584.5759,388.2694,226.2166,208.206,394.4044,196.206
SHexCer(d15:1/25:1)+H,,782.6499,764.6393,620.5971,602.5865,584.5759,402.285,240.2322,222.2216,380.3887,210.2216
SHexCer(d16:0/24:2)+H,,782.6499,764.6393,620.5971,602.5865,584.5759,418.3163,256.2635,238.2529,364.3574,226.2529
SHexCer(d16:1/24:1)+H,,782.6499,764.6393,620.5971,602.5865,584.5759,416.3007,254.2478,236.2373,366.373,224.2373
SHexCer(d17:1/23:1)+H,,782.6499,764.6393,620.5971,602.5865,584.5759,430.3163,268.2635,250.2529,352.3574,238.2529
SHexCer(d18:0/22:2)+H,,782.6499,764.6393,620.5971,602.5865,584.5759,446.3476,284.2948,266.2842,336.3261,254.2842
SHexCer(d18:1/22:1)+H,,782.6499,764.6393,620.5971,602.5865,584.5759,444.332,282.2791,264.2686,338.3417,252.2686
SHexCer(d19:1/21:1)+H,,782.6499,764.6393,620.5971,602.5865,584.5759,458.3476,296.2948,278.2842,324.3261,266.2842
SHexCer(d20:0/20:2)+H,,782.6499,764.6393,620.5971,602.5865,584.5759,474.3789,312.3261,294.3155,308.2948,282.3155
SHexCer(d20:1/20:1)+H,,782.6499,764.6393,620.5971,602.5865,584.5759,472.3633,310.3105,292.2999,310.3105,280.2999
SHexCer(d21:1/19:1)+H,,782.6499,764.6393,620.5971,602.5865,584.5759,486.3789,324.3261,306.3155,296.2948,294.3155
SHexCer(d22:0/18:2)+H,,782.6499,764.6393,620.5971,602.5865,584.5759,502.4102,340.3574,322.3468,280.2635,310.3468
SHexCer(d22:1/18:1)+H,,782.6499,764.6393,620.5971,602.5865,584.5759,500.3946,338.3417,320.3312,282.2791,308.3312
SHexCer(d24:0/16:2)+H,,782.6499,764.6393,620.5971,602.5865,584.5759,530.4415,368.3887,350.3781,252.2322,338.3781
SHexCer(d24:1/16:1)+H,,782.6499,764.6393,620.5971,602.5865,584.5759,528.4259,366.373,348.3625,254.2478,336.3625
SHexCer(d25:1/15:1)+H,,782.6499,764.6393,620.5971,602.5865,584.5759,542.4415,380.3887,362.3781,240.2322,350.3781
SHexCer(d26:1/14:1)+H,,782.6499,764.6393,620.5971,602.5865,584.5759,556.4572,394.4044,376.3938,226.2166,364.3938
SHexCer(d27:1/13:1)+H,,782.6499,764.6393,620.5971,602.5865,584.5759,570.4728,408.42,390.4094,212.2009,378.4094
SHexCer(d28:1/12:1)+H,,782.6499,764.6393,620.5971,602.5865,584.5759,584.4885,422.4356,404.4251,198.1853,392.4251
SHexCer(d14:1/26:2)+H,,780.6343,762.6237,618.5815,600.5709,582.5604,388.2694,226.2166,208.206,392.3887,196.206
SHexCer(d16:1/24:2)+H,,780.6343,762.6237,618.5815,600.5709,582.5604,416.3007,254.2478,236.2373,364.3574,224.2373
SHexCer(d18:1/22:2)+H,,780.6343,762.6237,618.5815,600.5709,582.5604,444.332,282.2791,264.2686,336.3261,252.2686
SHexCer(d20:1/20:2)+H,,780.6343,762.6237,618.5815,600.5709,582.5604,472.3633,310.3105,292.2999,308.2948,280.2999
SHexCer(d22:1/18:2)+H,,780.6343,762.6237,618.5815,600.5709,582.5604,500.3946,338.3417,320.3312,280.2635,308.3312
SHexCer(d24:1/16:2)+H,,780.6343,762.6237,618.5815,600.5709,582.5604,528.4259,366.373,348.3625,252.2322,336.3625
SHexCer(d14:0/27:0)+H,,800.6968,782.6862,638.644,620.6334,602.6229,390.285,228.2322,210.2216,410.4356,198.2216
SHexCer(d15:0/26:0)+H,,800.6968,782.6862,638.644,620.6334,602.6229,404.3006,242.2478,224.2373,396.42,212.2373
SHexCer(d16:0/25:0)+H,,800.6968,782.6862,638.644,620.6334,602.6229,418.3163,256.2635,238.2529,382.4044,226.2529
SHexCer(d17:0/24:0)+H,,800.6968,782.6862,638.644,620.6334,602.6229,432.3319,270.2791,252.2686,368.3887,240.2686
SHexCer(d18:0/23:0)+H,,800.6968,782.6862,638.644,620.6334,602.6229,446.3476,284.2948,266.2842,354.373,254.2842
SHexCer(d19:0/22:0)+H,,800.6968,782.6862,638.644,620.6334,602.6229,460.3632,298.3105,280.2999,340.3574,268.2999
SHexCer(d20:0/21:0)+H,,800.6968,782.6862,638.644,620.6334,602.6229,474.3789,312.3261,294.3155,326.3417,282.3155
SHexCer(d21:0/20:0)+H,,800.6968,782.6862,638.644,620.6334,602.6229,488.3945,326.3417,308.3312,312.3261,296.3312
SHexCer(d22:0/19:0)+H,,800.6968,782.6862,638.644,620.6334,602.6229,502.4102,340.3574,322.3468,298.3105,310.3468
SHexCer(d23:0/18:0)+H,,800.6968,782.6862,638.644,620.6334,602.6229,516.4258,354.373,336.3625,284.2948,324.3625
SHexCer(d24:0/17:0)+H,,800.6968,782.6862,638.644,620.6334,602.6229,530.4415,368.3887,350.3781,270.2791,338.3781
SHexCer(d25:0/16:0)+H,,800.6968,782.6862,638.644,620.6334,602.6229,544.4572,382.4044,364.3938,256.2635,352.3938
SHexCer(d26:0/15:0)+H,,800.6968,782.6862,638.644,620.6334,602.6229,558.4728,396.42,378.4094,242.2478,366.4094
SHexCer(d27:0/14:0)+H,,800.6968,782.6862,638.644,620.6334,602.6229,572.4884,410.4356,392.4251,228.2322,380.4251
SHexCer(d28:0/13:0)+H,,800.6968,782.6862,638.644,620.6334,602.6229,586.5041,424.4513,406.4407,214.2166,394.4407
SHexCer(d29:0/12:0)+H,,800.6968,782.6862,638.644,620.6334,602.6229,600.5197,438.4669,420.4564,200.2009,408.4564
SHexCer(d14:0/27:1)+H,,798.6812,780.6707,636.6284,618.6178,600.6072,390.285,228.2322,210.2216,408.42,198.2216
SHexCer(d14:1/27:0)+H,,798.6812,780.6707,636.6284,618.6178,600.6072,388.2694,226.2166,208.206,410.4356,196.206
SHexCer(d15:0/26:1)+H,,798.6812,780.6707,636.6284,618.6178,600.6072,404.3007,242.2478,224.2373,394.4044,212.2373
SHexCer(d15:1/26:0)+H,,798.6812,780.6707,636.6284,618.6178,600.6072,402.285,240.2322,222.2216,396.42,210.2216
SHexCer(d16:0/25:1)+H,,798.6812,780.6707,636.6284,618.6178,600.6072,418.3163,256.2635,238.2529,380.3887,226.2529
SHexCer(d16:1/25:0)+H,,798.6812,780.6707,636.6284,618.6178,600.6072,416.3007,254.2478,236.2373,382.4044,224.2373
SHexCer(d17:0/24:1)+H,,798.6812,780.6707,636.6284,618.6178,600.6072,432.332,270.2791,252.2686,366.373,240.2686
SHexCer(d17:1/24:0)+H,,798.6812,780.6707,636.6284,618.6178,600.6072,430.3163,268.2635,250.2529,368.3887,238.2529
SHexCer(d18:0/23:1)+H,,798.6812,780.6707,636.6284,618.6178,600.6072,446.3476,284.2948,266.2842,352.3574,254.2842
SHexCer(d18:1/23:0)+H,,798.6812,780.6707,636.6284,618.6178,600.6072,444.332,282.2791,264.2686,354.373,252.2686
SHexCer(d19:0/22:1)+H,,798.6812,780.6707,636.6284,618.6178,600.6072,460.3633,298.3105,280.2999,338.3417,268.2999
SHexCer(d19:1/22:0)+H,,798.6812,780.6707,636.6284,618.6178,600.6072,458.3476,296.2948,278.2842,340.3574,266.2842
SHexCer(d20:0/21:1)+H,,798.6812,780.6707,636.6284,618.6178,600.6072,474.3789,312.3261,294.3155,324.3261,282.3155
SHexCer(d20:1/21:0)+H,,798.6812,780.6707,636.6284,618.6178,600.6072,472.3633,310.3105,292.2999,326.3417,280.2999
SHexCer(d21:0/20:1)+H,,798.6812,780.6707,636.6284,618.6178,600.6072,488.3946,326.3417,308.3312,310.3105,296.3312
SHexCer(d21:1/20:0)+H,,798.6812,780.6707,636.6284,618.6178,600.6072,486.3789,324.3261,306.3155,312.3261,294.3155
SHexCer(d22:0/19:1)+H,,798.6812,780.6707,636.6284,618.6178,600.6072,502.4102,340.3574,322.3468,296.2948,310.3468
SHexCer(d22:1/19:0)+H,,798.6812,780.6707,636.6284,618.6178,600.6072,500.3946,338.3417,320.3312,298.3105,308.3312
SHexCer(d23:0/18:1)+H,,798.6812,780.6707,636.6284,618.6178,600.6072,516.4259,354.373,336.3625,282.2791,324.3625
SHexCer(d23:1/18:0)+H,,798.6812,780.6707,636.6284,618.6178,600.6072,514.4102,352.3574,334.3468,284.2948,322.3468
SHexCer(d24:1/17:0)+H,,798.6812,780.6707,636.6284,618.6178,600.6072,528.4259,366.373,348.3625,270.2791,336.3625
SHexCer(d25:0/16:1)+H,,798.6812,780.6707,636.6284,618.6178,600.6072,544.4572,382.4044,364.3938,254.2478,352.3938
SHexCer(d25:1/16:0)+H,,798.6812,780.6707,636.6284,618.6178,600.6072,542.4415,380.3887,362.3781,256.2635,350.3781
SHexCer(d26:0/15:1)+H,,798.6812,780.6707,636.6284,618.6178,600.6072,558.4728,396.42,378.4094,240.2322,366.4094
SHexCer(d26:1/15:0)+H,,798.6812,780.6707,636.6284,618.6178,600.6072,556.4572,394.4044,376.3938,242.2478,364.3938
SHexCer(d27:0/14:1)+H,,798.6812,780.6707,636.6284,618.6178,600.6072,572.4885,410.4356,392.4251,226.2166,380.4251
SHexCer(d27:1/14:0)+H,,798.6812,780.6707,636.6284,618.6178,600.6072,570.4728,408.42,390.4094,228.2322,378.4094
SHexCer(d28:0/13:1)+H,,798.6812,780.6707,636.6284,618.6178,600.6072,586.5042,424.4513,406.4407,212.2009,394.4407
SHexCer(d28:1/13:0)+H,,798.6812,780.6707,636.6284,618.6178,600.6072,584.4885,422.4356,404.4251,214.2166,392.4251
SHexCer(d29:0/12:1)+H,,798.6812,780.6707,636.6284,618.6178,600.6072,600.5198,438.4669,420.4564,198.1853,408.4564
SHexCer(d29:1/12:0)+H,,798.6812,780.6707,636.6284,618.6178,600.6072,598.5042,436.4513,418.4407,200.2009,406.4407
SHexCer(d14:1/27:1)+H,,796.6656,778.655,634.6128,616.6022,598.5917,388.2694,226.2166,208.206,408.42,196.206
SHexCer(d15:0/26:2)+H,,796.6656,778.655,634.6128,616.6022,598.5917,404.3007,242.2478,224.2373,392.3887,212.2373
SHexCer(d15:1/26:1)+H,,796.6656,778.655,634.6128,616.6022,598.5917,402.2851,240.2322,222.2216,394.4044,210.2216
SHexCer(d16:1/25:1)+H,,796.6656,778.655,634.6128,616.6022,598.5917,416.3007,254.2478,236.2373,380.3887,224.2373
SHexCer(d17:0/24:2)+H,,796.6656,778.655,634.6128,616.6022,598.5917,432.332,270.2791,252.2686,364.3574,240.2686
SHexCer(d17:1/24:1)+H,,796.6656,778.655,634.6128,616.6022,598.5917,430.3164,268.2635,250.2529,366.373,238.2529
SHexCer(d18:1/23:1)+H,,796.6656,778.655,634.6128,616.6022,598.5917,444.332,282.2791,264.2686,352.3574,252.2686
SHexCer(d19:0/22:2)+H,,796.6656,778.655,634.6128,616.6022,598.5917,460.3633,298.3105,280.2999,336.3261,268.2999
SHexCer(d19:1/22:1)+H,,796.6656,778.655,634.6128,616.6022,598.5917,458.3477,296.2948,278.2842,338.3417,266.2842
SHexCer(d20:1/21:1)+H,,796.6656,778.655,634.6128,616.6022,598.5917,472.3633,310.3105,292.2999,324.3261,280.2999
SHexCer(d21:0/20:2)+H,,796.6656,778.655,634.6128,616.6022,598.5917,488.3946,326.3417,308.3312,308.2948,296.3312
SHexCer(d21:1/20:1)+H,,796.6656,778.655,634.6128,616.6022,598.5917,486.379,324.3261,306.3155,310.3105,294.3155
SHexCer(d22:1/19:1)+H,,796.6656,778.655,634.6128,616.6022,598.5917,500.3946,338.3417,320.3312,296.2948,308.3312
SHexCer(d23:0/18:2)+H,,796.6656,778.655,634.6128,616.6022,598.5917,516.4259,354.373,336.3625,280.2635,324.3625
SHexCer(d23:1/18:1)+H,,796.6656,778.655,634.6128,616.6022,598.5917,514.4103,352.3574,334.3468,282.2791,322.3468
SHexCer(d25:0/16:2)+H,,796.6656,778.655,634.6128,616.6022,598.5917,544.4572,382.4044,364.3938,252.2322,352.3938
SHexCer(d25:1/16:1)+H,,796.6656,778.655,634.6128,616.6022,598.5917,542.4416,380.3887,362.3781,254.2478,350.3781
SHexCer(d26:1/15:1)+H,,796.6656,778.655,634.6128,616.6022,598.5917,556.4572,394.4044,376.3938,240.2322,364.3938
SHexCer(d27:1/14:1)+H,,796.6656,778.655,634.6128,616.6022,598.5917,570.4729,408.42,390.4094,226.2166,378.4094
SHexCer(d28:1/13:1)+H,,796.6656,778.655,634.6128,616.6022,598.5917,584.4885,422.4356,404.4251,212.2009,392.4251
SHexCer(d29:1/12:1)+H,,796.6656,778.655,634.6128,616.6022,598.5917,598.5042,436.4513,418.4407,198.1853,406.4407
SHexCer(d15:1/26:2)+H,,794.6499,776.6393,632.5971,614.5865,596.5759,402.285,240.2322,222.2216,392.3887,210.2216
SHexCer(d17:1/24:2)+H,,794.6499,776.6393,632.5971,614.5865,596.5759,430.3163,268.2635,250.2529,364.3574,238.2529
SHexCer(d19:1/22:2)+H,,794.6499,776.6393,632.5971,614.5865,596.5759,458.3476,296.2948,278.2842,336.3261,266.2842
SHexCer(d21:1/20:2)+H,,794.6499,776.6393,632.5971,614.5865,596.5759,486.3789,324.3261,306.3155,308.2948,294.3155
SHexCer(d23:1/18:2)+H,,794.6499,776.6393,632.5971,614.5865,596.5759,514.4102,352.3574,334.3468,280.2635,322.3468
SHexCer(d25:1/16:2)+H,,794.6499,776.6393,632.5971,614.5865,596.5759,542.4415,380.3887,362.3781,252.2322,350.3781
SHexCer(d14:0/28:0)+H,,814.7125,796.702,652.6597,634.6491,616.6385,390.285,228.2322,210.2216,424.4513,198.2216
SHexCer(d15:0/27:0)+H,,814.7125,796.702,652.6597,634.6491,616.6385,404.3007,242.2478,224.2373,410.4356,212.2373
SHexCer(d16:0/26:0)+H,,814.7125,796.702,652.6597,634.6491,616.6385,418.3163,256.2635,238.2529,396.42,226.2529
SHexCer(d17:0/25:0)+H,,814.7125,796.702,652.6597,634.6491,616.6385,432.332,270.2791,252.2686,382.4044,240.2686
SHexCer(d18:0/24:0)+H,,814.7125,796.702,652.6597,634.6491,616.6385,446.3476,284.2948,266.2842,368.3887,254.2842
SHexCer(d19:0/23:0)+H,,814.7125,796.702,652.6597,634.6491,616.6385,460.3633,298.3105,280.2999,354.373,268.2999
SHexCer(d20:0/22:0)+H,,814.7125,796.702,652.6597,634.6491,616.6385,474.3789,312.3261,294.3155,340.3574,282.3155
SHexCer(d21:0/21:0)+H,,814.7125,796.702,652.6597,634.6491,616.6385,488.3946,326.3417,308.3312,326.3417,296.3312
SHexCer(d22:0/20:0)+H,,814.7125,796.702,652.6597,634.6491,616.6385,502.4102,340.3574,322.3468,312.3261,310.3468
SHexCer(d23:0/19:0)+H,,814.7125,796.702,652.6597,634.6491,616.6385,516.4259,354.373,336.3625,298.3105,324.3625
SHexCer(d24:0/18:0)+H,,814.7125,796.702,652.6597,634.6491,616.6385,530.4415,368.3887,350.3781,284.2948,338.3781
SHexCer(d25:0/17:0)+H,,814.7125,796.702,652.6597,634.6491,616.6385,544.4572,382.4044,364.3938,270.2791,352.3938
SHexCer(d26:0/16:0)+H,,814.7125,796.702,652.6597,634.6491,616.6385,558.4728,396.42,378.4094,256.2635,366.4094
SHexCer(d27:0/15:0)+H,,814.7125,796.702,652.6597,634.6491,616.6385,572.4885,410.4356,392.4251,242.2478,380.4251
SHexCer(d28:0/14:0)+H,,814.7125,796.702,652.6597,634.6491,616.6385,586.5042,424.4513,406.4407,228.2322,394.4407
SHexCer(d29:0/13:0)+H,,814.7125,796.702,652.6597,634.6491,616.6385,600.5198,438.4669,420.4564,214.2166,408.4564
SHexCer(d30:0/12:0)+H,,814.7125,796.702,652.6597,634.6491,616.6385,614.5354,452.4826,434.472,200.2009,422.472
SHexCer(d14:0/28:1)+H,,812.6968,794.6862,650.644,632.6334,614.6229,390.285,228.2322,210.2216,422.4356,198.2216
SHexCer(d14:1/28:0)+H,,812.6968,794.6862,650.644,632.6334,614.6229,388.2693,226.2166,208.206,424.4513,196.206
SHexCer(d15:0/27:1)+H,,812.6968,794.6862,650.644,632.6334,614.6229,404.3006,242.2478,224.2373,408.42,212.2373
SHexCer(d15:1/27:0)+H,,812.6968,794.6862,650.644,632.6334,614.6229,402.285,240.2322,222.2216,410.4356,210.2216
SHexCer(d16:0/26:1)+H,,812.6968,794.6862,650.644,632.6334,614.6229,418.3163,256.2635,238.2529,394.4044,226.2529
