Sulfatide,[M+H]+,[M-SO3+H]+,[M-H2SO4+H]+,[M-C6H12O9S+H]+,[M-C6H10O8S+H]+,[M-C6H10O8S-H2O+H]+,[M-FA-H2SO4+H]+,[Sph-H2O+H]+,[Sph-2H2O+H]+,[FAA+H]+,[Sph-CH4O2+H]+
SHexCer(d20:0/30:2)+H,,922.8059,904.7953,760.7531,742.7425,724.7319,474.3784,312.3261,294.3155,448.4513,282.3155
SHexCer(d20:1/30:1)+H,,922.8059,904.7953,760.7531,742.7425,724.7319,472.3628,310.3105,292.2999,450.4669,280.2999
SHexCer(d21:1/29:1)+H,,922.8059,904.7953,760.7531,742.7425,724.7319,486.3784,324.3261,306.3155,436.4513,294.3155
SHexCer(d22:0/28:2)+H,,922.8059,904.7953,760.7531,742.7425,724.7319,502.4097,340.3574,322.3468,420.42,310.3468
SHexCer(d22:1/28:1)+H,,922.8059,904.7953,760.7531,742.7425,724.7319,500.3941,338.3417,320.3312,422.4356,308.3312
SHexCer(d23:1/27:1)+H,,922.8059,904.7953,760.7531,742.7425,724.7319,514.4097,352.3574,334.3468,408.42,322.3468
SHexCer(d24:0/26:2)+H,,922.8059,904.7953,760.7531,742.7425,724.7319,530.441,368.3887,350.3781,392.3887,338.3781
SHexCer(d24:1/26:1)+H,,922.8059,904.7953,760.7531,742.7425,724.7319,528.4254,366.373,348.3625,394.4044,336.3625
SHexCer(d25:1/25:1)+H,,922.8059,904.7953,760.7531,742.7425,724.7319,542.441,380.3887,362.3781,380.3887,350.3781
SHexCer(d26:0/24:2)+H,,922.8059,904.7953,760.7531,742.7425,724.7319,558.4724,396.42,378.4094,364.3574,366.4094
SHexCer(d26:1/24:1)+H,,922.8059,904.7953,760.7531,742.7425,724.7319,556.4567,394.4044,376.3938,366.373,364.3938
SHexCer(d27:1/23:1)+H,,922.8059,904.7953,760.7531,742.7425,724.7319,570.4724,408.42,390.4094,352.3574,378.4094
SHexCer(d28:0/22:2)+H,,922.8059,904.7953,760.7531,742.7425,724.7319,586.5036,424.4513,406.4407,336.3261,394.4407
SHexCer(d28:1/22:1)+H,,922.8059,904.7953,760.7531,742.7425,724.7319,584.488,422.4356,404.4251,338.3417,392.4251
SHexCer(d29:1/21:1)+H,,922.8059,904.7953,760.7531,742.7425,724.7319,598.5036,436.4513,418.4407,324.3261,406.4407
SHexCer(d30:0/20:2)+H,,922.8059,904.7953,760.7531,742.7425,724.7319,614.5349,452.4826,434.472,308.2948,422.472
SHexCer(d30:1/20:1)+H,,922.8059,904.7953,760.7531,742.7425,724.7319,612.5193,450.4669,432.4564,310.3105,420.4564
SHexCer(d14:1/36:2)+H,,920.7907,902.7802,758.7379,740.7273,722.7167,388.2693,226.2166,208.206,532.5452,196.206
SHexCer(d16:1/34:2)+H,,920.7907,902.7802,758.7379,740.7273,722.7167,416.3006,254.2478,236.2373,504.5139,224.2373
SHexCer(d18:1/32:2)+H,,920.7907,902.7802,758.7379,740.7273,722.7167,444.3319,282.2791,264.2686,476.4826,252.2686
SHexCer(d20:1/30:2)+H,,920.7907,902.7802,758.7379,740.7273,722.7167,472.3632,310.3105,292.2999,448.4513,280.2999
SHexCer(d22:1/28:2)+H,,920.7907,902.7802,758.7379,740.7273,722.7167,500.3945,338.3417,320.3312,420.42,308.3312
SHexCer(d24:1/26:2)+H,,920.7907,902.7802,758.7379,740.7273,722.7167,528.4258,366.373,348.3625,392.3887,336.3625
SHexCer(d26:1/24:2)+H,,920.7907,902.7802,758.7379,740.7273,722.7167,556.4572,394.4044,376.3938,364.3574,364.3938
SHexCer(d28:1/22:2)+H,,920.7907,902.7802,758.7379,740.7273,722.7167,584.4884,422.4356,404.4251,336.3261,392.4251
SHexCer(d30:1/20:2)+H,,920.7907,902.7802,758.7379,740.7273,722.7167,612.5197,450.4669,432.4564,308.2948,420.4564
SHexCer(d15:0/36:0)+H,,940.8529,922.8423,778.8001,760.7895,742.7789,404.3002,242.2478,224.2373,536.5765,212.2373
SHexCer(d16:0/35:0)+H,,940.8529,922.8423,778.8001,760.7895,742.7789,418.3159,256.2635,238.2529,522.5609,226.2529
SHexCer(d17:0/34:0)+H,,940.8529,922.8423,778.8001,760.7895,742.7789,432.3315,270.2791,252.2686,508.5452,240.2686
SHexCer(d18:0/33:0)+H,,940.8529,922.8423,778.8001,760.7895,742.7789,446.3472,284.2948,266.2842,494.5295,254.2842
SHexCer(d19:0/32:0)+H,,940.8529,922.8423,778.8001,760.7895,742.7789,460.3628,298.3105,280.2999,480.5139,268.2999
SHexCer(d20:0/31:0)+H,,940.8529,922.8423,778.8001,760.7895,742.7789,474.3785,312.3261,294.3155,466.4983,282.3155
SHexCer(d21:0/30:0)+H,,940.8529,922.8423,778.8001,760.7895,742.7789,488.3941,326.3417,308.3312,452.4826,296.3312
SHexCer(d22:0/29:0)+H,,940.8529,922.8423,778.8001,760.7895,742.7789,502.4098,340.3574,322.3468,438.4669,310.3468
SHexCer(d23:0/28:0)+H,,940.8529,922.8423,778.8001,760.7895,742.7789,516.4254,354.373,336.3625,424.4513,324.3625
SHexCer(d24:0/27:0)+H,,940.8529,922.8423,778.8001,760.7895,742.7789,530.4411,368.3887,350.3781,410.4356,338.3781
SHexCer(d25:0/26:0)+H,,940.8529,922.8423,778.8001,760.7895,742.7789,544.4567,382.4044,364.3938,396.42,352.3938
SHexCer(d26:0/25:0)+H,,940.8529,922.8423,778.8001,760.7895,742.7789,558.4724,396.42,378.4094,382.4044,366.4094
SHexCer(d27:0/24:0)+H,,940.8529,922.8423,778.8001,760.7895,742.7789,572.488,410.4356,392.4251,368.3887,380.4251
SHexCer(d28:0/23:0)+H,,940.8529,922.8423,778.8001,760.7895,742.7789,586.5037,424.4513,406.4407,354.373,394.4407
SHexCer(d29:0/22:0)+H,,940.8529,922.8423,778.8001,760.7895,742.7789,600.5193,438.4669,420.4564,340.3574,408.4564
SHexCer(d30:0/21:0)+H,,940.8529,922.8423,778.8001,760.7895,742.7789,614.535,452.4826,434.472,326.3417,422.472
SHexCer(d15:0/36:1)+H,,938.8379,920.8273,776.7851,758.7745,740.764,404.3009,242.2478,224.2373,534.5609,212.2373
SHexCer(d15:1/36:0)+H,,938.8379,920.8273,776.7851,758.7745,740.764,402.2852,240.2322,222.2216,536.5765,210.2216
SHexCer(d16:0/35:1)+H,,938.8379,920.8273,776.7851,758.7745,740.764,418.3165,256.2635,238.2529,520.5452,226.2529
SHexCer(d16:1/35:0)+H,,938.8379,920.8273,776.7851,758.7745,740.764,416.3009,254.2478,236.2373,522.5609,224.2373
SHexCer(d17:0/34:1)+H,,938.8379,920.8273,776.7851,758.7745,740.764,432.3322,270.2791,252.2686,506.5295,240.2686
SHexCer(d17:1/34:0)+H,,938.8379,920.8273,776.7851,758.7745,740.764,430.3165,268.2635,250.2529,508.5452,238.2529
SHexCer(d18:0/33:1)+H,,938.8379,920.8273,776.7851,758.7745,740.764,446.3478,284.2948,266.2842,492.5139,254.2842
SHexCer(d18:1/33:0)+H,,938.8379,920.8273,776.7851,758.7745,740.764,444.3322,282.2791,264.2686,494.5295,252.2686
SHexCer(d19:0/32:1)+H,,938.8379,920.8273,776.7851,758.7745,740.764,460.3635,298.3105,280.2999,478.4983,268.2999
SHexCer(d19:1/32:0)+H,,938.8379,920.8273,776.7851,758.7745,740.764,458.3478,296.2948,278.2842,480.5139,266.2842
SHexCer(d20:0/31:1)+H,,938.8379,920.8273,776.7851,758.7745,740.764,474.3791,312.3261,294.3155,464.4826,282.3155
SHexCer(d20:1/31:0)+H,,938.8379,920.8273,776.7851,758.7745,740.764,472.3635,310.3105,292.2999,466.4983,280.2999
SHexCer(d21:0/30:1)+H,,938.8379,920.8273,776.7851,758.7745,740.764,488.3948,326.3417,308.3312,450.4669,296.3312
SHexCer(d21:1/30:0)+H,,938.8379,920.8273,776.7851,758.7745,740.764,486.3791,324.3261,306.3155,452.4826,294.3155
SHexCer(d22:0/29:1)+H,,938.8379,920.8273,776.7851,758.7745,740.764,502.4104,340.3574,322.3468,436.4513,310.3468
SHexCer(d22:1/29:0)+H,,938.8379,920.8273,776.7851,758.7745,740.764,500.3948,338.3417,320.3312,438.4669,308.3312
SHexCer(d23:0/28:1)+H,,938.8379,920.8273,776.7851,758.7745,740.764,516.4261,354.373,336.3625,422.4356,324.3625
SHexCer(d23:1/28:0)+H,,938.8379,920.8273,776.7851,758.7745,740.764,514.4104,352.3574,334.3468,424.4513,322.3468
SHexCer(d24:0/27:1)+H,,938.8379,920.8273,776.7851,758.7745,740.764,530.4417,368.3887,350.3781,408.42,338.3781
SHexCer(d24:1/27:0)+H,,938.8379,920.8273,776.7851,758.7745,740.764,528.4261,366.373,348.3625,410.4356,336.3625
SHexCer(d25:0/26:1)+H,,938.8379,920.8273,776.7851,758.7745,740.764,544.4574,382.4044,364.3938,394.4044,352.3938
SHexCer(d25:1/26:0)+H,,938.8379,920.8273,776.7851,758.7745,740.764,542.4417,380.3887,362.3781,396.42,350.3781
SHexCer(d26:0/25:1)+H,,938.8379,920.8273,776.7851,758.7745,740.764,558.473,396.42,378.4094,380.3887,366.4094
SHexCer(d26:1/25:0)+H,,938.8379,920.8273,776.7851,758.7745,740.764,556.4574,394.4044,376.3938,382.4044,364.3938
SHexCer(d27:0/24:1)+H,,938.8379,920.8273,776.7851,758.7745,740.764,572.4887,410.4356,392.4251,366.373,380.4251
SHexCer(d27:1/24:0)+H,,938.8379,920.8273,776.7851,758.7745,740.764,570.473,408.42,390.4094,368.3887,378.4094
SHexCer(d28:0/23:1)+H,,938.8379,920.8273,776.7851,758.7745,740.764,586.5043,424.4513,406.4407,352.3574,394.4407
SHexCer(d28:1/23:0)+H,,938.8379,920.8273,776.7851,758.7745,740.764,584.4887,422.4356,404.4251,354.373,392.4251
SHexCer(d29:0/22:1)+H,,938.8379,920.8273,776.7851,758.7745,740.764,600.52,438.4669,420.4564,338.3417,408.4564
SHexCer(d29:1/22:0)+H,,938.8379,920.8273,776.7851,758.7745,740.764,598.5043,436.4513,418.4407,340.3574,406.4407
SHexCer(d30:0/21:1)+H,,938.8379,920.8273,776.7851,758.7745,740.764,614.5356,452.4826,434.472,324.3261,422.472
SHexCer(d30:1/21:0)+H,,938.8379,920.8273,776.7851,758.7745,740.764,612.52,450.4669,432.4564,326.3417,420.4564
SHexCer(d15:0/36:2)+H,,936.8219,918.8113,774.7691,756.7585,738.7479,404.3005,242.2478,224.2373,532.5452,212.2373
SHexCer(d15:1/36:1)+H,,936.8219,918.8113,774.7691,756.7585,738.7479,402.2849,240.2322,222.2216,534.5609,210.2216
SHexCer(d16:1/35:1)+H,,936.8219,918.8113,774.7691,756.7585,738.7479,416.3005,254.2478,236.2373,520.5452,224.2373
SHexCer(d17:0/34:2)+H,,936.8219,918.8113,774.7691,756.7585,738.7479,432.3318,270.2791,252.2686,504.5139,240.2686
SHexCer(d17:1/34:1)+H,,936.8219,918.8113,774.7691,756.7585,738.7479,430.3162,268.2635,250.2529,506.5295,238.2529
SHexCer(d18:1/33:1)+H,,936.8219,918.8113,774.7691,756.7585,738.7479,444.3318,282.2791,264.2686,492.5139,252.2686
SHexCer(d19:0/32:2)+H,,936.8219,918.8113,774.7691,756.7585,738.7479,460.3631,298.3105,280.2999,476.4826,268.2999
SHexCer(d19:1/32:1)+H,,936.8219,918.8113,774.7691,756.7585,738.7479,458.3475,296.2948,278.2842,478.4983,266.2842
SHexCer(d20:1/31:1)+H,,936.8219,918.8113,774.7691,756.7585,738.7479,472.3631,310.3105,292.2999,464.4826,280.2999
SHexCer(d21:0/30:2)+H,,936.8219,918.8113,774.7691,756.7585,738.7479,488.3944,326.3417,308.3312,448.4513,296.3312
SHexCer(d21:1/30:1)+H,,936.8219,918.8113,774.7691,756.7585,738.7479,486.3788,324.3261,306.3155,450.4669,294.3155
SHexCer(d22:1/29:1)+H,,936.8219,918.8113,774.7691,756.7585,738.7479,500.3944,338.3417,320.3312,436.4513,308.3312
SHexCer(d23:0/28:2)+H,,936.8219,918.8113,774.7691,756.7585,738.7479,516.4257,354.373,336.3625,420.42,324.3625
SHexCer(d23:1/28:1)+H,,936.8219,918.8113,774.7691,756.7585,738.7479,514.4101,352.3574,334.3468,422.4356,322.3468
SHexCer(d24:1/27:1)+H,,936.8219,918.8113,774.7691,756.7585,738.7479,528.4257,366.373,348.3625,408.42,336.3625
SHexCer(d25:0/26:2)+H,,936.8219,918.8113,774.7691,756.7585,738.7479,544.457,382.4044,364.3938,392.3887,352.3938
SHexCer(d25:1/26:1)+H,,936.8219,918.8113,774.7691,756.7585,738.7479,542.4414,380.3887,362.3781,394.4044,350.3781
SHexCer(d26:1/25:1)+H,,936.8219,918.8113,774.7691,756.7585,738.7479,556.457,394.4044,376.3938,380.3887,364.3938
SHexCer(d27:0/24:2)+H,,936.8219,918.8113,774.7691,756.7585,738.7479,572.4883,410.4356,392.4251,364.3574,380.4251
SHexCer(d27:1/24:1)+H,,936.8219,918.8113,774.7691,756.7585,738.7479,570.4727,408.42,390.4094,366.373,378.4094
SHexCer(d28:1/23:1)+H,,936.8219,918.8113,774.7691,756.7585,738.7479,584.4883,422.4356,404.4251,352.3574,392.4251
SHexCer(d29:0/22:2)+H,,936.8219,918.8113,774.7691,756.7585,738.7479,600.5197,438.4669,420.4564,336.3261,408.4564
SHexCer(d29:1/22:1)+H,,936.8219,918.8113,774.7691,756.7585,738.7479,598.504,436.4513,418.4407,338.3417,406.4407
SHexCer(d30:1/21:1)+H,,936.8219,918.8113,774.7691,756.7585,738.7479,612.5197,450.4669,432.4564,324.3261,420.4564
SHexCer(d15:1/36:2)+H,,934.8059,916.7953,772.7531,754.7425,736.7319,402.2845,240.2322,222.2216,532.5452,210.2216
SHexCer(d17:1/34:2)+H,,934.8059,916.7953,772.7531,754.7425,736.7319,430.3158,268.2635,250.2529,504.5139,238.2529
SHexCer(d19:1/32:2)+H,,934.8059,916.7953,772.7531,754.7425,736.7319,458.3471,296.2948,278.2842,476.4826,266.2842
SHexCer(d21:1/30:2)+H,,934.8059,916.7953,772.7531,754.7425,736.7319,486.3784,324.3261,306.3155,448.4513,294.3155
SHexCer(d23:1/28:2)+H,,934.8059,916.7953,772.7531,754.7425,736.7319,514.4097,352.3574,334.3468,420.42,322.3468
SHexCer(d25:1/26:2)+H,,934.8059,916.7953,772.7531,754.7425,736.7319,542.441,380.3887,362.3781,392.3887,350.3781
SHexCer(d27:1/24:2)+H,,934.8059,916.7953,772.7531,754.7425,736.7319,570.4724,408.42,390.4094,364.3574,378.4094
SHexCer(d29:1/22:2)+H,,934.8059,916.7953,772.7531,754.7425,736.7319,598.5036,436.4513,418.4407,336.3261,406.4407
SHexCer(d14:0/38:0)+H,,954.8689,936.8583,792.8161,774.8055,756.7949,390.2849,228.2322,210.2216,564.6078,198.2216
SHexCer(d16:0/36:0)+H,,954.8689,936.8583,792.8161,774.8055,756.7949,418.3162,256.2635,238.2529,536.5765,226.2529
SHexCer(d17:0/35:0)+H,,954.8689,936.8583,792.8161,774.8055,756.7949,432.3319,270.2791,252.2686,522.5609,240.2686
SHexCer(d18:0/34:0)+H,,954.8689,936.8583,792.8161,774.8055,756.7949,446.3475,284.2948,266.2842,508.5452,254.2842
SHexCer(d19:0/33:0)+H,,954.8689,936.8583,792.8161,774.8055,756.7949,460.3632,298.3105,280.2999,494.5295,268.2999
SHexCer(d20:0/32:0)+H,,954.8689,936.8583,792.8161,774.8055,756.7949,474.3788,312.3261,294.3155,480.5139,282.3155
SHexCer(d21:0/31:0)+H,,954.8689,936.8583,792.8161,774.8055,756.7949,488.3945,326.3417,308.3312,466.4983,296.3312
SHexCer(d22:0/30:0)+H,,954.8689,936.8583,792.8161,774.8055,756.7949,502.4101,340.3574,322.3468,452.4826,310.3468
SHexCer(d23:0/29:0)+H,,954.8689,936.8583,792.8161,774.8055,756.7949,516.4258,354.373,336.3625,438.4669,324.3625
SHexCer(d24:0/28:0)+H,,954.8689,936.8583,792.8161,774.8055,756.7949,530.4414,368.3887,350.3781,424.4513,338.3781
SHexCer(d25:0/27:0)+H,,954.8689,936.8583,792.8161,774.8055,756.7949,544.4571,382.4044,364.3938,410.4356,352.3938
SHexCer(d26:0/26:0)+H,,954.8689,936.8583,792.8161,774.8055,756.7949,558.4727,396.42,378.4094,396.42,366.4094
SHexCer(d27:0/25:0)+H,,954.8689,936.8583,792.8161,774.8055,756.7949,572.4884,410.4356,392.4251,382.4044,380.4251
SHexCer(d28:0/24:0)+H,,954.8689,936.8583,792.8161,774.8055,756.7949,586.504,424.4513,406.4407,368.3887,394.4407
SHexCer(d29:0/23:0)+H,,954.8689,936.8583,792.8161,774.8055,756.7949,600.5197,438.4669,420.4564,354.373,408.4564
SHexCer(d30:0/22:0)+H,,954.8689,936.8583,792.8161,774.8055,756.7949,614.5353,452.4826,434.472,340.3574,422.472
SHexCer(d14:0/38:1)+H,,952.8529,934.8423,790.8001,772.7895,754.7789,390.2846,228.2322,210.2216,562.5922,198.2216
SHexCer(d14:1/38:0)+H,,952.8529,934.8423,790.8001,772.7895,754.7789,388.2689,226.2166,208.206,564.6078,196.206
SHexCer(d16:0/36:1)+H,,952.8529,934.8423,790.8001,772.7895,754.7789,418.3159,256.2635,238.2529,534.5609,226.2529
SHexCer(d16:1/36:0)+H,,952.8529,934.8423,790.8001,772.7895,754.7789,416.3002,254.2478,236.2373,536.5765,224.2373
SHexCer(d17:0/35:1)+H,,952.8529,934.8423,790.8001,772.7895,754.7789,432.3315,270.2791,252.2686,520.5452,240.2686
SHexCer(d17:1/35:0)+H,,952.8529,934.8423,790.8001,772.7895,754.7789,430.3159,268.2635,250.2529,522.5609,238.2529
SHexCer(d18:0/34:1)+H,,952.8529,934.8423,790.8001,772.7895,754.7789,446.3472,284.2948,266.2842,506.5295,254.2842
SHexCer(d18:1/34:0)+H,,952.8529,934.8423,790.8001,772.7895,754.7789,444.3315,282.2791,264.2686,508.5452,252.2686
SHexCer(d19:0/33:1)+H,,952.8529,934.8423,790.8001,772.7895,754.7789,460.3628,298.3105,280.2999,492.5139,268.2999
SHexCer(d19:1/33:0)+H,,952.8529,934.8423,790.8001,772.7895,754.7789,458.3472,296.2948,278.2842,494.5295,266.2842
SHexCer(d20:0/32:1)+H,,952.8529,934.8423,790.8001,772.7895,754.7789,474.3785,312.3261,294.3155,478.4983,282.3155
SHexCer(d20:1/32:0)+H,,952.8529,934.8423,790.8001,772.7895,754.7789,472.3628,310.3105,292.2999,480.5139,280.2999
SHexCer(d21:0/31:1)+H,,952.8529,934.8423,790.8001,772.7895,754.7789,488.3941,326.3417,308.3312,464.4826,296.3312
SHexCer(d21:1/31:0)+H,,952.8529,934.8423,790.8001,772.7895,754.7789,486.3785,324.3261,306.3155,466.4983,294.3155
SHexCer(d22:0/30:1)+H,,952.8529,934.8423,790.8001,772.7895,754.7789,502.4098,340.3574,322.3468,450.4669,310.3468
SHexCer(d22:1/30:0)+H,,952.8529,934.8423,790.8001,772.7895,754.7789,500.3941,338.3417,320.3312,452.4826,308.3312
SHexCer(d23:0/29:1)+H,,952.8529,934.8423,790.8001,772.7895,754.7789,516.4254,354.373,336.3625,436.4513,324.3625
SHexCer(d23:1/29:0)+H,,952.8529,934.8423,790.8001,772.7895,754.7789,514.4098,352.3574,334.3468,438.4669,322.3468
SHexCer(d24:0/28:1)+H,,952.8529,934.8423,790.8001,772.7895,754.7789,530.4411,368.3887,350.3781,422.4356,338.3781
SHexCer(d24:1/28:0)+H,,952.8529,934.8423,790.8001,772.7895,754.7789,528.4254,366.373,348.3625,424.4513,336.3625
SHexCer(d25:0/27:1)+H,,952.8529,934.8423,790.8001,772.7895,754.7789,544.4567,382.4044,364.3938,408.42,352.3938
SHexCer(d25:1/27:0)+H,,952.8529,934.8423,790.8001,772.7895,754.7789,542.4411,380.3887,362.3781,410.4356,350.3781
SHexCer(d26:0/26:1)+H,,952.8529,934.8423,790.8001,772.7895,754.7789,558.4724,396.42,378.4094,394.4044,366.4094
SHexCer(d26:1/26:0)+H,,952.8529,934.8423,790.8001,772.7895,754.7789,556.4567,394.4044,376.3938,396.42,364.3938
SHexCer(d27:0/25:1)+H,,952.8529,934.8423,790.8001,772.7895,754.7789,572.488,410.4356,392.4251,380.3887,380.4251
SHexCer(d27:1/25:0)+H,,952.8529,934.8423,790.8001,772.7895,754.7789,570.4724,408.42,390.4094,382.4044,378.4094
SHexCer(d28:0/24:1)+H,,952.8529,934.8423,790.8001,772.7895,754.7789,586.5037,424.4513,406.4407,366.373,394.4407
SHexCer(d28:1/24:0)+H,,952.8529,934.8423,790.8001,772.7895,754.7789,584.488,422.4356,404.4251,368.3887,392.4251
SHexCer(d29:0/23:1)+H,,952.8529,934.8423,790.8001,772.7895,754.7789,600.5193,438.4669,420.4564,352.3574,408.4564
SHexCer(d29:1/23:0)+H,,952.8529,934.8423,790.8001,772.7895,754.7789,598.5037,436.4513,418.4407,354.373,406.4407
SHexCer(d30:0/22:1)+H,,952.8529,934.8423,790.8001,772.7895,754.7789,614.535,452.4826,434.472,338.3417,422.472
SHexCer(d30:1/22:0)+H,,952.8529,934.8423,790.8001,772.7895,754.7789,612.5193,450.4669,432.4564,340.3574,420.4564
SHexCer(d14:0/38:2)+H,,950.8379,932.8273,788.7851,770.7745,752.764,390.2852,228.2322,210.2216,560.5765,198.2216
SHexCer(d14:1/38:1)+H,,950.8379,932.8273,788.7851,770.7745,752.764,388.2696,226.2166,208.206,562.5922,196.206
SHexCer(d16:0/36:2)+H,,950.8379,932.8273,788.7851,770.7745,752.764,418.3165,256.2635,238.2529,532.5452,226.2529
SHexCer(d16:1/36:1)+H,,950.8379,932.8273,788.7851,770.7745,752.764,416.3009,254.2478,236.2373,534.5609,224.2373
SHexCer(d17:1/35:1)+H,,950.8379,932.8273,788.7851,770.7745,752.764,430.3165,268.2635,250.2529,520.5452,238.2529
SHexCer(d18:0/34:2)+H,,950.8379,932.8273,788.7851,770.7745,752.764,446.3478,284.2948,266.2842,504.5139,254.2842
SHexCer(d18:1/34:1)+H,,950.8379,932.8273,788.7851,770.7745,752.764,444.3322,282.2791,264.2686,506.5295,252.2686
SHexCer(d19:1/33:1)+H,,950.8379,932.8273,788.7851,770.7745,752.764,458.3478,296.2948,278.2842,492.5139,266.2842
SHexCer(d20:0/32:2)+H,,950.8379,932.8273,788.7851,770.7745,752.764,474.3791,312.3261,294.3155,476.4826,282.3155
SHexCer(d20:1/32:1)+H,,950.8379,932.8273,788.7851,770.7745,752.764,472.3635,310.3105,292.2999,478.4983,280.2999
SHexCer(d21:1/31:1)+H,,950.8379,932.8273,788.7851,770.7745,752.764,486.3791,324.3261,306.3155,464.4826,294.3155
SHexCer(d22:0/30:2)+H,,950.8379,932.8273,788.7851,770.7745,752.764,502.4104,340.3574,322.3468,448.4513,310.3468
SHexCer(d22:1/30:1)+H,,950.8379,932.8273,788.7851,770.7745,752.764,500.3948,338.3417,320.3312,450.4669,308.3312
SHexCer(d23:1/29:1)+H,,950.8379,932.8273,788.7851,770.7745,752.764,514.4104,352.3574,334.3468,436.4513,322.3468
SHexCer(d24:0/28:2)+H,,950.8379,932.8273,788.7851,770.7745,752.764,530.4417,368.3887,350.3781,420.42,338.3781
SHexCer(d24:1/28:1)+H,,950.8379,932.8273,788.7851,770.7745,752.764,528.4261,366.373,348.3625,422.4356,336.3625
SHexCer(d25:1/27:1)+H,,950.8379,932.8273,788.7851,770.7745,752.764,542.4417,380.3887,362.3781,408.42,350.3781
SHexCer(d26:0/26:2)+H,,950.8379,932.8273,788.7851,770.7745,752.764,558.473,396.42,378.4094,392.3887,366.4094
SHexCer(d26:1/26:1)+H,,950.8379,932.8273,788.7851,770.7745,752.764,556.4574,394.4044,376.3938,394.4044,364.3938
SHexCer(d27:1/25:1)+H,,950.8379,932.8273,788.7851,770.7745,752.764,570.473,408.42,390.4094,380.3887,378.4094
SHexCer(d28:0/24:2)+H,,950.8379,932.8273,788.7851,770.7745,752.764,586.5043,424.4513,406.4407,364.3574,394.4407
SHexCer(d28:1/24:1)+H,,950.8379,932.8273,788.7851,770.7745,752.764,584.4887,422.4356,404.4251,366.373,392.4251
SHexCer(d29:1/23:1)+H,,950.8379,932.8273,788.7851,770.7745,752.764,598.5043,436.4513,418.4407,352.3574,406.4407
SHexCer(d30:0/22:2)+H,,950.8379,932.8273,788.7851,770.7745,752.764,614.5356,452.4826,434.472,336.3261,422.472
SHexCer(d30:1/22:1)+H,,950.8379,932.8273,788.7851,770.7745,752.764,612.52,450.4669,432.4564,338.3417,420.4564
SHexCer(d14:1/38:2)+H,,948.8219,930.8113,786.7691,768.7585,750.7479,388.2692,226.2166,208.206,560.5765,196.206
SHexCer(d16:1/36:2)+H,,948.8219,930.8113,786.7691,768.7585,750.7479,416.3005,254.2478,236.2373,532.5452,224.2373
SHexCer(d18:1/34:2)+H,,948.8219,930.8113,786.7691,768.7585,750.7479,444.3318,282.2791,264.2686,504.5139,252.2686
SHexCer(d20:1/32:2)+H,,948.8219,930.8113,786.7691,768.7585,750.7479,472.3631,310.3105,292.2999,476.4826,280.2999
SHexCer(d22:1/30:2)+H,,948.8219,930.8113,786.7691,768.7585,750.7479,500.3944,338.3417,320.3312,448.4513,308.3312
SHexCer(d24:1/28:2)+H,,948.8219,930.8113,786.7691,768.7585,750.7479,528.4257,366.373,348.3625,420.42,336.3625
SHexCer(d26:1/26:2)+H,,948.8219,930.8113,786.7691,768.7585,750.7479,556.457,394.4044,376.3938,392.3887,364.3938
SHexCer(d28:1/24:2)+H,,948.8219,930.8113,786.7691,768.7585,750.7479,584.4883,422.4356,404.4251,364.3574,392.4251
SHexCer(d30:1/22:2)+H,,948.8219,930.8113,786.7691,768.7585,750.7479,612.5197,450.4669,432.4564,336.3261,420.4564
SHexCer(d15:0/38:0)+H,,968.8849,950.8743,806.8321,788.8215,770.811,404.3009,242.2478,224.2373,564.6078,212.2373
SHexCer(d17:0/36:0)+H,,968.8849,950.8743,806.8321,788.8215,770.811,432.3322,270.2791,252.2686,536.5765,240.2686
SHexCer(d18:0/35:0)+H,,968.8849,950.8743,806.8321,788.8215,770.811,446.3479,284.2948,266.2842,522.5609,254.2842
SHexCer(d19:0/34:0)+H,,968.8849,950.8743,806.8321,788.8215,770.811,460.3635,298.3105,280.2999,508.5452,268.2999
SHexCer(d20:0/33:0)+H,,968.8849,950.8743,806.8321,788.8215,770.811,474.3792,312.3261,294.3155,494.5295,282.3155
SHexCer(d21:0/32:0)+H,,968.8849,950.8743,806.8321,788.8215,770.811,488.3948,326.3417,308.3312,480.5139,296.3312
SHexCer(d22:0/31:0)+H,,968.8849,950.8743,806.8321,788.8215,770.811,502.4105,340.3574,322.3468,466.4983,310.3468
SHexCer(d23:0/30:0)+H,,968.8849,950.8743,806.8321,788.8215,770.811,516.4261,354.373,336.3625,452.4826,324.3625
SHexCer(d24:0/29:0)+H,,968.8849,950.8743,806.8321,788.8215,770.811,530.4418,368.3887,350.3781,438.4669,338.3781
SHexCer(d25:0/28:0)+H,,968.8849,950.8743,806.8321,788.8215,770.811,544.4575,382.4044,364.3938,424.4513,352.3938
SHexCer(d26:0/27:0)+H,,968.8849,950.8743,806.8321,788.8215,770.811,558.4731,396.42,378.4094,410.4356,366.4094
SHexCer(d27:0/26:0)+H,,968.8849,950.8743,806.8321,788.8215,770.811,572.4887,410.4356,392.4251,396.42,380.4251
