Cer_AS,[M-H]-,[M-O-H]-,[M-CO-3H]-,[M-CO-O-H]-,[Sph-3H]-,[Sph-O-3H]-,[FA+O-H]-,[FA+N-H]-,[Sph-CO-H]-,[FA-3H]-,[Sph-NCCO-H]-,[Sph-NCCO-3H]-,[FA-CO-3H]-
Cer_AS(d17:1/23:3)-H,630.54665,612.53615,598.52045,582.52555,282.24445,266.24945,363.29105,362.30705,254.24945,345.28045,225.22295,223.20725,317.28555
Cer_AS(d17:1/23:4)-H,628.53105,610.52045,596.50485,580.50985,282.24445,266.24945,361.27535,360.29135,254.24945,343.26485,225.22295,223.20725,315.26985
Cer_AS(d17:1/24:0)-H,650.60935,632.59865,618.58305,602.58815,282.24445,266.24945,383.35365,382.36955,254.24945,365.34305,225.22295,223.20725,337.34815
Cer_AS(d17:1/24:1)-H,648.59365,630.58305,616.56745,600.57255,282.24445,266.24945,381.33795,380.35395,254.24945,363.32745,225.22295,223.20725,335.33245
Cer_AS(d17:1/24:2)-H,646.57805,628.56745,614.55175,598.55685,282.24445,266.24945,379.32235,378.33835,254.24945,361.31175,225.22295,223.20725,333.31685
Cer_AS(d17:1/24:3)-H,644.56235,626.55175,612.53615,596.54115,282.24445,266.24945,377.30665,376.32265,254.24945,359.29615,225.22295,223.20725,331.30115
Cer_AS(d17:1/24:4)-H,642.54665,624.53615,610.52045,594.52555,282.24445,266.24945,375.29105,374.30705,254.24945,357.28045,225.22295,223.20725,329.28555
Cer_AS(d17:1/25:0)-H,664.62495,646.61435,632.59865,616.60385,282.24445,266.24945,397.36925,396.38525,254.24945,379.35875,225.22295,223.20725,351.36385
Cer_AS(d17:1/25:1)-H,662.60935,644.59865,630.58305,614.58815,282.24445,266.24945,395.35365,394.36955,254.24945,377.34305,225.22295,223.20725,349.34815
Cer_AS(d17:1/25:2)-H,660.59365,642.58305,628.56745,612.57255,282.24445,266.24945,393.33795,392.35395,254.24945,375.32745,225.22295,223.20725,347.33245
Cer_AS(d17:1/25:3)-H,658.57805,640.56745,626.55175,610.55685,282.24445,266.24945,391.32235,390.33835,254.24945,373.31175,225.22295,223.20725,345.31685
Cer_AS(d17:1/25:4)-H,656.56235,638.55175,624.53615,608.54115,282.24445,266.24945,389.30665,388.32265,254.24945,371.29615,225.22295,223.20725,343.30115
Cer_AS(d17:1/26:0)-H,678.64055,660.63005,646.61435,630.61945,282.24445,266.24945,411.38495,410.40095,254.24945,393.37435,225.22295,223.20725,365.37945
Cer_AS(d17:1/26:1)-H,676.62495,658.61435,644.59865,628.60385,282.24445,266.24945,409.36925,408.38525,254.24945,391.35875,225.22295,223.20725,363.36385
Cer_AS(d17:1/26:2)-H,674.60935,656.59865,642.58305,626.58815,282.24445,266.24945,407.35365,406.36955,254.24945,389.34305,225.22295,223.20725,361.34815
Cer_AS(d17:1/26:3)-H,672.59365,654.58305,640.56745,624.57255,282.24445,266.24945,405.33795,404.35395,254.24945,387.32745,225.22295,223.20725,359.33245
Cer_AS(d17:1/26:4)-H,670.57805,652.56745,638.55175,622.55685,282.24445,266.24945,403.32235,402.33835,254.24945,385.31175,225.22295,223.20725,357.31685
Cer_AS(d17:1/27:0)-H,692.65625,674.64565,660.63005,644.63505,282.24445,266.24945,425.40055,424.41655,254.24945,407.39005,225.22295,223.20725,379.39505
Cer_AS(d17:1/27:1)-H,690.64055,672.63005,658.61435,642.61945,282.24445,266.24945,423.38495,422.40095,254.24945,405.37435,225.22295,223.20725,377.37945
Cer_AS(d17:1/27:2)-H,688.62495,670.61435,656.59865,640.60385,282.24445,266.24945,421.36925,420.38525,254.24945,403.35875,225.22295,223.20725,375.36385
Cer_AS(d17:1/27:3)-H,686.60935,668.59865,654.58305,638.58815,282.24445,266.24945,419.35365,418.36955,254.24945,401.34305,225.22295,223.20725,373.34815
Cer_AS(d17:1/27:4)-H,684.59365,666.58305,652.56745,636.57255,282.24445,266.24945,417.33795,416.35395,254.24945,399.32745,225.22295,223.20725,371.33245
Cer_AS(d17:1/28:0)-H,706.67185,688.66135,674.64565,658.65075,282.24445,266.24945,439.41625,438.43225,254.24945,421.40565,225.22295,223.20725,393.41075
Cer_AS(d17:1/28:1)-H,704.65625,686.64565,672.63005,656.63505,282.24445,266.24945,437.40055,436.41655,254.24945,419.39005,225.22295,223.20725,391.39505
Cer_AS(d17:1/28:2)-H,702.64055,684.63005,670.61435,654.61945,282.24445,266.24945,435.38495,434.40095,254.24945,417.37435,225.22295,223.20725,389.37945
Cer_AS(d17:1/28:3)-H,700.62495,682.61435,668.59865,652.60385,282.24445,266.24945,433.36925,432.38525,254.24945,415.35875,225.22295,223.20725,387.36385
Cer_AS(d17:1/28:4)-H,698.60935,680.59865,666.58305,650.58815,282.24445,266.24945,431.35365,430.36955,254.24945,413.34305,225.22295,223.20725,385.34815
Cer_AS(d17:1/29:0)-H,720.68755,702.67695,688.66135,672.66635,282.24445,266.24945,453.43185,452.44785,254.24945,435.42125,225.22295,223.20725,407.42635
Cer_AS(d17:1/29:1)-H,718.67185,700.66135,686.64565,670.65075,282.24445,266.24945,451.41625,450.43225,254.24945,433.40565,225.22295,223.20725,405.41075
Cer_AS(d17:1/29:2)-H,716.65625,698.64565,684.63005,668.63505,282.24445,266.24945,449.40055,448.41655,254.24945,431.39005,225.22295,223.20725,403.39505
Cer_AS(d17:1/29:3)-H,714.64055,696.63005,682.61435,666.61945,282.24445,266.24945,447.38495,446.40095,254.24945,429.37435,225.22295,223.20725,401.37945
Cer_AS(d17:1/29:4)-H,712.62495,694.61435,680.59865,664.60385,282.24445,266.24945,445.36925,444.38525,254.24945,427.35875,225.22295,223.20725,399.36385
Cer_AS(d17:1/30:0)-H,734.70315,716.69265,702.67695,686.68205,282.24445,266.24945,467.44755,466.46355,254.24945,449.43695,225.22295,223.20725,421.44205
Cer_AS(d17:1/30:1)-H,732.68755,714.67695,700.66135,684.66635,282.24445,266.24945,465.43185,464.44785,254.24945,447.42125,225.22295,223.20725,419.42635
Cer_AS(d17:1/30:2)-H,730.67185,712.66135,698.64565,682.65075,282.24445,266.24945,463.41625,462.43225,254.24945,445.40565,225.22295,223.20725,417.41075
Cer_AS(d17:1/30:3)-H,728.65625,710.64565,696.63005,680.63505,282.24445,266.24945,461.40055,460.41655,254.24945,443.39005,225.22295,223.20725,415.39505
Cer_AS(d17:1/30:4)-H,726.64055,708.63005,694.61435,678.61945,282.24445,266.24945,459.38495,458.40095,254.24945,441.37435,225.22295,223.20725,413.37945
Cer_AS(d17:1/31:0)-H,748.71885,730.70825,716.69265,700.69765,282.24445,266.24945,481.46315,480.47915,254.24945,463.45265,225.22295,223.20725,435.45775
Cer_AS(d17:1/31:1)-H,746.70315,728.69265,714.67695,698.68205,282.24445,266.24945,479.44755,478.46355,254.24945,461.43695,225.22295,223.20725,433.44205
Cer_AS(d17:1/31:2)-H,744.68755,726.67695,712.66135,696.66635,282.24445,266.24945,477.43185,476.44785,254.24945,459.42125,225.22295,223.20725,431.42635
Cer_AS(d17:1/31:3)-H,742.67185,724.66135,710.64565,694.65075,282.24445,266.24945,475.41625,474.43225,254.24945,457.40565,225.22295,223.20725,429.41075
Cer_AS(d17:1/31:4)-H,740.65625,722.64565,708.63005,692.63505,282.24445,266.24945,473.40055,472.41655,254.24945,455.39005,225.22295,223.20725,427.39505
Cer_AS(d17:1/32:0)-H,762.73445,744.72395,730.70825,714.71335,282.24445,266.24945,495.47885,494.49485,254.24945,477.46825,225.22295,223.20725,449.47335
Cer_AS(d17:1/32:1)-H,760.71885,742.70825,728.69265,712.69765,282.24445,266.24945,493.46315,492.47915,254.24945,475.45265,225.22295,223.20725,447.45775
Cer_AS(d17:1/32:2)-H,758.70315,740.69265,726.67695,710.68205,282.24445,266.24945,491.44755,490.46355,254.24945,473.43695,225.22295,223.20725,445.44205
Cer_AS(d17:1/32:3)-H,756.68755,738.67695,724.66135,708.66635,282.24445,266.24945,489.43185,488.44785,254.24945,471.42125,225.22295,223.20725,443.42635
Cer_AS(d17:1/32:4)-H,754.67185,736.66135,722.64565,706.65075,282.24445,266.24945,487.41625,486.43225,254.24945,469.40565,225.22295,223.20725,441.41075
Cer_AS(d17:1/33:0)-H,776.75015,758.73955,744.72395,728.72905,282.24445,266.24945,509.49445,508.51045,254.24945,491.48395,225.22295,223.20725,463.48895
Cer_AS(d17:1/33:1)-H,774.73445,756.72395,742.70825,726.71335,282.24445,266.24945,507.47885,506.49485,254.24945,489.46825,225.22295,223.20725,461.47335
Cer_AS(d17:1/33:2)-H,772.71885,754.70825,740.69265,724.69765,282.24445,266.24945,505.46315,504.47915,254.24945,487.45265,225.22295,223.20725,459.45775
Cer_AS(d17:1/33:3)-H,770.70315,752.69265,738.67695,722.68205,282.24445,266.24945,503.44755,502.46355,254.24945,485.43695,225.22295,223.20725,457.44205
Cer_AS(d17:1/33:4)-H,768.68755,750.67695,736.66135,720.66635,282.24445,266.24945,501.43185,500.44785,254.24945,483.42125,225.22295,223.20725,455.42635
Cer_AS(d17:1/34:0)-H,790.76585,772.75525,758.73955,742.74465,282.24445,266.24945,523.51015,522.52615,254.24945,505.49955,225.22295,223.20725,477.50465
Cer_AS(d17:1/34:1)-H,788.75015,770.73955,756.72395,740.72905,282.24445,266.24945,521.49455,520.51045,254.24945,503.48395,225.22295,223.20725,475.48895
Cer_AS(d17:1/34:2)-H,786.73445,768.72395,754.70825,738.71335,282.24445,266.24945,519.47885,518.49485,254.24945,501.46825,225.22295,223.20725,473.47335
Cer_AS(d17:1/34:3)-H,784.71885,766.70825,752.69265,736.69765,282.24445,266.24945,517.46315,516.47915,254.24945,499.45265,225.22295,223.20725,471.45775
Cer_AS(d17:1/34:4)-H,782.70315,764.69265,750.67695,734.68205,282.24445,266.24945,515.44755,514.46355,254.24945,497.43695,225.22295,223.20725,469.44205
Cer_AS(d17:1/35:0)-H,804.78145,786.77085,772.75525,756.76035,282.24445,266.24945,537.52575,536.54175,254.24945,519.51515,225.22295,223.20725,491.52025
Cer_AS(d17:1/35:1)-H,802.76585,784.75525,770.73955,754.74465,282.24445,266.24945,535.51015,534.52615,254.24945,517.49955,225.22295,223.20725,489.50465
Cer_AS(d17:1/35:2)-H,800.75015,782.73955,768.72395,752.72905,282.24445,266.24945,533.49455,532.51045,254.24945,515.48385,225.22295,223.20725,487.48895
Cer_AS(d17:1/35:3)-H,798.73445,780.72395,766.70825,750.71335,282.24445,266.24945,531.47885,530.49485,254.24945,513.46825,225.22295,223.20725,485.47335
Cer_AS(d17:1/35:4)-H,796.71885,778.70825,764.69265,748.69765,282.24445,266.24945,529.46315,528.47915,254.24945,511.45265,225.22295,223.20725,483.45775
Cer_AS(d17:1/36:0)-H,818.79715,800.78645,786.77085,770.77595,282.24445,266.24945,551.54145,550.55745,254.24945,533.53085,225.22295,223.20725,505.53595
Cer_AS(d17:1/36:1)-H,816.78145,798.77085,784.75525,768.76035,282.24445,266.24945,549.52575,548.54175,254.24945,531.51515,225.22295,223.20725,503.52025
Cer_AS(d17:1/36:2)-H,814.76585,796.75525,782.73955,766.74465,282.24445,266.24945,547.51015,546.52615,254.24945,529.49955,225.22295,223.20725,501.50465
Cer_AS(d17:1/36:3)-H,812.75015,794.73955,780.72395,764.72905,282.24445,266.24945,545.49455,544.51045,254.24945,527.48385,225.22295,223.20725,499.48895
Cer_AS(d17:1/36:4)-H,810.73445,792.72395,778.70825,762.71335,282.24445,266.24945,543.47885,542.49485,254.24945,525.46825,225.22295,223.20725,497.47335
Cer_AS(d18:1/14:0)-H,524.46845,506.45785,492.44225,476.44725,296.26005,280.26515,243.19715,242.21315,268.26515,225.18655,239.23855,237.22295,197.19165
Cer_AS(d18:1/14:1)-H,522.45285,504.44225,490.42655,474.43165,296.26005,280.26515,241.18145,240.19745,268.26515,223.17095,239.23855,237.22295,195.17595
Cer_AS(d18:1/14:2)-H,520.43715,502.42655,488.41095,472.41595,296.26005,280.26515,239.16585,238.18185,268.26515,221.15525,239.23855,237.22295,193.16035
Cer_AS(d18:1/14:3)-H,518.42155,500.41095,486.39525,470.40035,296.26005,280.26515,237.15015,236.16615,268.26515,219.13965,239.23855,237.22295,191.14465
Cer_AS(d18:1/15:0)-H,538.48405,520.47355,506.45785,490.46295,296.26005,280.26515,257.21275,256.22875,268.26515,239.20225,239.23855,237.22295,211.20725
Cer_AS(d18:1/15:1)-H,536.46845,518.45785,504.44225,488.44725,296.26005,280.26515,255.19715,254.21315,268.26515,237.18655,239.23855,237.22295,209.19165
Cer_AS(d18:1/15:2)-H,534.45285,516.44225,502.42655,486.43165,296.26005,280.26515,253.18145,252.19745,268.26515,235.17095,239.23855,237.22295,207.17595
Cer_AS(d18:1/15:3)-H,532.43715,514.42655,500.41095,484.41595,296.26005,280.26515,251.16585,250.18185,268.26515,233.15525,239.23855,237.22295,205.16035
Cer_AS(d18:1/16:0)-H,552.49975,534.48915,520.47355,504.47865,296.26005,280.26515,271.22845,270.24445,268.26515,253.21785,239.23855,237.22295,225.22295
Cer_AS(d18:1/16:1)-H,550.48405,532.47355,518.45785,502.46295,296.26005,280.26515,269.21275,268.22875,268.26515,251.20225,239.23855,237.22295,223.20725
Cer_AS(d18:1/16:2)-H,548.46845,530.45785,516.44225,500.44725,296.26005,280.26515,267.19715,266.21315,268.26515,249.18655,239.23855,237.22295,221.19165
Cer_AS(d18:1/16:3)-H,546.45285,528.44225,514.42655,498.43165,296.26005,280.26515,265.18145,264.19745,268.26515,247.17095,239.23855,237.22295,219.17595
Cer_AS(d18:1/16:4)-H,544.43715,526.42655,512.41095,496.41595,296.26005,280.26515,263.16585,262.18185,268.26515,245.15525,239.23855,237.22295,217.16035
Cer_AS(d18:1/17:0)-H,566.51535,548.50485,534.48915,518.49425,296.26005,280.26515,285.24405,284.26005,268.26515,267.23355,239.23855,237.22295,239.23855
Cer_AS(d18:1/17:1)-H,564.49975,546.48915,532.47355,516.47855,296.26005,280.26515,283.22845,282.24445,268.26515,265.21785,239.23855,237.22295,237.22295
Cer_AS(d18:1/17:2)-H,562.48405,544.47355,530.45785,514.46295,296.26005,280.26515,281.21275,280.22875,268.26515,263.20225,239.23855,237.22295,235.20725
Cer_AS(d18:1/17:3)-H,560.46845,542.45785,528.44225,512.44735,296.26005,280.26515,279.19715,278.21315,268.26515,261.18655,239.23855,237.22295,233.19165
Cer_AS(d18:1/18:0)-H,580.53105,562.52045,548.50485,532.50985,296.26005,280.26515,299.25975,298.27565,268.26515,281.24915,239.23855,237.22295,253.25425
Cer_AS(d18:1/18:1)-H,578.51535,560.50485,546.48915,530.49425,296.26005,280.26515,297.24405,296.26005,268.26515,279.23355,239.23855,237.22295,251.23855
Cer_AS(d18:1/18:2)-H,576.49975,558.48915,544.47355,528.47855,296.26005,280.26515,295.22845,294.24445,268.26515,277.21785,239.23855,237.22295,249.22295
Cer_AS(d18:1/18:3)-H,574.48405,556.47355,542.45785,526.46295,296.26005,280.26515,293.21275,292.22875,268.26515,275.20225,239.23855,237.22295,247.20725
Cer_AS(d18:1/18:4)-H,572.46845,554.45785,540.44225,524.44735,296.26005,280.26515,291.19715,290.21315,268.26515,273.18655,239.23855,237.22295,245.19165
Cer_AS(d18:1/19:0)-H,594.54665,576.53615,562.52045,546.52555,296.26005,280.26515,313.27535,312.29135,268.26515,295.26485,239.23855,237.22295,267.26985
Cer_AS(d18:1/19:1)-H,592.53105,574.52045,560.50485,544.50985,296.26005,280.26515,311.25975,310.27565,268.26515,293.24915,239.23855,237.22295,265.25425
Cer_AS(d18:1/19:2)-H,590.51535,572.50485,558.48915,542.49425,296.26005,280.26515,309.24405,308.26005,268.26515,291.23355,239.23855,237.22295,263.23855
Cer_AS(d18:1/19:3)-H,588.49975,570.48915,556.47355,540.47855,296.26005,280.26515,307.22845,306.24445,268.26515,289.21785,239.23855,237.22295,261.22295
Cer_AS(d18:1/19:4)-H,586.48405,568.47355,554.45785,538.46295,296.26005,280.26515,305.21275,304.22875,268.26515,287.20225,239.23855,237.22295,259.20725
Cer_AS(d18:1/20:0)-H,608.56235,590.55175,576.53615,560.54115,296.26005,280.26515,327.29105,326.30705,268.26515,309.28045,239.23855,237.22295,281.28555
Cer_AS(d18:1/20:1)-H,606.54665,588.53615,574.52045,558.52555,296.26005,280.26515,325.27535,324.29135,268.26515,307.26485,239.23855,237.22295,279.26985
Cer_AS(d18:1/20:2)-H,604.53105,586.52045,572.50485,556.50985,296.26005,280.26515,323.25975,322.27565,268.26515,305.24915,239.23855,237.22295,277.25425
Cer_AS(d18:1/20:3)-H,602.51535,584.50485,570.48915,554.49425,296.26005,280.26515,321.24405,320.26005,268.26515,303.23355,239.23855,237.22295,275.23855
Cer_AS(d18:1/20:4)-H,600.49975,582.48915,568.47355,552.47855,296.26005,280.26515,319.22845,318.24445,268.26515,301.21785,239.23855,237.22295,273.22295
Cer_AS(d18:1/21:0)-H,622.57805,604.56745,590.55175,574.55685,296.26005,280.26515,341.30665,340.32265,268.26515,323.29615,239.23855,237.22295,295.30115
Cer_AS(d18:1/21:1)-H,620.56235,602.55175,588.53615,572.54115,296.26005,280.26515,339.29105,338.30705,268.26515,321.28045,239.23855,237.22295,293.28555
Cer_AS(d18:1/21:2)-H,618.54665,600.53615,586.52045,570.52555,296.26005,280.26515,337.27535,336.29135,268.26515,319.26485,239.23855,237.22295,291.26985
Cer_AS(d18:1/21:3)-H,616.53105,598.52045,584.50485,568.50985,296.26005,280.26515,335.25975,334.27565,268.26515,317.24915,239.23855,237.22295,289.25425
Cer_AS(d18:1/21:4)-H,614.51535,596.50485,582.48915,566.49425,296.26005,280.26515,333.24405,332.26005,268.26515,315.23355,239.23855,237.22295,287.23855
Cer_AS(d18:1/22:0)-H,636.59365,618.58305,604.56745,588.57255,296.26005,280.26515,355.32235,354.33835,268.26515,337.31175,239.23855,237.22295,309.31685
Cer_AS(d18:1/22:1)-H,634.57805,616.56745,602.55175,586.55685,296.26005,280.26515,353.30665,352.32265,268.26515,335.29615,239.23855,237.22295,307.30115
Cer_AS(d18:1/22:2)-H,632.56235,614.55175,600.53615,584.54115,296.26005,280.26515,351.29105,350.30705,268.26515,333.28045,239.23855,237.22295,305.28555
Cer_AS(d18:1/22:3)-H,630.54665,612.53615,598.52045,582.52555,296.26005,280.26515,349.27535,348.29135,268.26515,331.26485,239.23855,237.22295,303.26985
Cer_AS(d18:1/22:4)-H,628.53105,610.52045,596.50485,580.50985,296.26005,280.26515,347.25975,346.27565,268.26515,329.24915,239.23855,237.22295,301.25425
Cer_AS(d18:1/23:0)-H,650.60935,632.59865,618.58305,602.58815,296.26005,280.26515,369.33795,368.35395,268.26515,351.32745,239.23855,237.22295,323.33245
Cer_AS(d18:1/23:1)-H,648.59365,630.58305,616.56745,600.57255,296.26005,280.26515,367.32235,366.33835,268.26515,349.31175,239.23855,237.22295,321.31685
Cer_AS(d18:1/23:2)-H,646.57805,628.56745,614.55175,598.55685,296.26005,280.26515,365.30665,364.32265,268.26515,347.29615,239.23855,237.22295,319.30115
Cer_AS(d18:1/23:3)-H,644.56235,626.55175,612.53615,596.54115,296.26005,280.26515,363.29105,362.30705,268.26515,345.28045,239.23855,237.22295,317.28555
Cer_AS(d18:1/23:4)-H,642.54665,624.53615,610.52045,594.52555,296.26005,280.26515,361.27535,360.29135,268.26515,343.26485,239.23855,237.22295,315.26985
Cer_AS(d18:1/24:0)-H,664.62495,646.61435,632.59865,616.60385,296.26005,280.26515,383.35365,382.36955,268.26515,365.34305,239.23855,237.22295,337.34815
Cer_AS(d18:1/24:1)-H,662.60935,644.59865,630.58305,614.58815,296.26005,280.26515,381.33795,380.35395,268.26515,363.32745,239.23855,237.22295,335.33245
Cer_AS(d18:1/24:2)-H,660.59365,642.58305,628.56745,612.57255,296.26005,280.26515,379.32235,378.33835,268.26515,361.31175,239.23855,237.22295,333.31685
Cer_AS(d18:1/24:3)-H,658.57805,640.56745,626.55175,610.55685,296.26005,280.26515,377.30665,376.32265,268.26515,359.29615,239.23855,237.22295,331.30115
Cer_AS(d18:1/24:4)-H,656.56235,638.55175,624.53615,608.54115,296.26005,280.26515,375.29105,374.30705,268.26515,357.28045,239.23855,237.22295,329.28555
Cer_AS(d18:1/25:0)-H,678.64055,660.63005,646.61435,630.61945,296.26005,280.26515,397.36925,396.38525,268.26515,379.35875,239.23855,237.22295,351.36385
Cer_AS(d18:1/25:1)-H,676.62495,658.61435,644.59865,628.60385,296.26005,280.26515,395.35365,394.36955,268.26515,377.34305,239.23855,237.22295,349.34815
Cer_AS(d18:1/25:2)-H,674.60935,656.59865,642.58305,626.58815,296.26005,280.26515,393.33795,392.35395,268.26515,375.32745,239.23855,237.22295,347.33245
Cer_AS(d18:1/25:3)-H,672.59365,654.58305,640.56745,624.57255,296.26005,280.26515,391.32235,390.33835,268.26515,373.31175,239.23855,237.22295,345.31685
Cer_AS(d18:1/25:4)-H,670.57805,652.56745,638.55175,622.55685,296.26005,280.26515,389.30665,388.32265,268.26515,371.29615,239.23855,237.22295,343.30115
Cer_AS(d18:1/26:0)-H,692.65625,674.64565,660.63005,644.63505,296.26005,280.26515,411.38495,410.40095,268.26515,393.37435,239.23855,237.22295,365.37945
Cer_AS(d18:1/26:1)-H,690.64055,672.63005,658.61435,642.61945,296.26005,280.26515,409.36925,408.38525,268.26515,391.35875,239.23855,237.22295,363.36385
Cer_AS(d18:1/26:2)-H,688.62495,670.61435,656.59865,640.60385,296.26005,280.26515,407.35365,406.36955,268.26515,389.34305,239.23855,237.22295,361.34815
Cer_AS(d18:1/26:3)-H,686.60935,668.59865,654.58305,638.58815,296.26005,280.26515,405.33795,404.35395,268.26515,387.32745,239.23855,237.22295,359.33245
Cer_AS(d18:1/26:4)-H,684.59365,666.58305,652.56745,636.57255,296.26005,280.26515,403.32235,402.33835,268.26515,385.31175,239.23855,237.22295,357.31685
Cer_AS(d18:1/27:0)-H,706.67185,688.66135,674.64565,658.65075,296.26005,280.26515,425.40055,424.41655,268.26515,407.39005,239.23855,237.22295,379.39505
Cer_AS(d18:1/27:1)-H,704.65625,686.64565,672.63005,656.63505,296.26005,280.26515,423.38495,422.40095,268.26515,405.37435,239.23855,237.22295,377.37945
Cer_AS(d18:1/27:2)-H,702.64055,684.63005,670.61435,654.61945,296.26005,280.26515,421.36925,420.38525,268.26515,403.35875,239.23855,237.22295,375.36385
Cer_AS(d18:1/27:3)-H,700.62495,682.61435,668.59865,652.60385,296.26005,280.26515,419.35365,418.36955,268.26515,401.34305,239.23855,237.22295,373.34815
Cer_AS(d18:1/27:4)-H,698.60935,680.59865,666.58305,650.58815,296.26005,280.26515,417.33795,416.35395,268.26515,399.32745,239.23855,237.22295,371.33245
Cer_AS(d18:1/28:0)-H,720.68755,702.67695,688.66135,672.66635,296.26005,280.26515,439.41625,438.43225,268.26515,421.40565,239.23855,237.22295,393.41075
Cer_AS(d18:1/28:1)-H,718.67185,700.66135,686.64565,670.65075,296.26005,280.26515,437.40055,436.41655,268.26515,419.39005,239.23855,237.22295,391.39505
Cer_AS(d18:1/28:2)-H,716.65625,698.64565,684.63005,668.63505,296.26005,280.26515,435.38495,434.40095,268.26515,417.37435,239.23855,237.22295,389.37945
Cer_AS(d18:1/28:3)-H,714.64055,696.63005,682.61435,666.61945,296.26005,280.26515,433.36925,432.38525,268.26515,415.35875,239.23855,237.22295,387.36385
Cer_AS(d18:1/28:4)-H,712.62495,694.61435,680.59865,664.60385,296.26005,280.26515,431.35365,430.36955,268.26515,413.34305,239.23855,237.22295,385.34815
Cer_AS(d18:1/29:0)-H,734.70315,716.69265,702.67695,686.68205,296.26005,280.26515,453.43185,452.44785,268.26515,435.42125,239.23855,237.22295,407.42635
Cer_AS(d18:1/29:1)-H,732.68755,714.67695,700.66135,684.66635,296.26005,280.26515,451.41625,450.43225,268.26515,433.40565,239.23855,237.22295,405.41075
