Cer_AS,[M-H]-,[M-O-H]-,[M-CO-3H]-,[M-CO-O-H]-,[Sph-3H]-,[Sph-O-3H]-,[FA+O-H]-,[FA+N-H]-,[Sph-CO-H]-,[FA-3H]-,[Sph-NCCO-H]-,[Sph-NCCO-3H]-,[FA-CO-3H]-
Cer_AS(d16:2/16:0)-H,522.45285,504.44225,490.42655,474.43165,266.21315,250.21815,271.22845,270.24445,238.21815,253.21785,209.19165,207.17595,225.22295
Cer_AS(d16:2/16:1)-H,520.43715,502.42655,488.41095,472.41595,266.21315,250.21815,269.21275,268.22875,238.21815,251.20225,209.19165,207.17595,223.20725
Cer_AS(d16:2/16:2)-H,518.42155,500.41095,486.39525,470.40035,266.21315,250.21815,267.19715,266.21315,238.21815,249.18655,209.19165,207.17595,221.19165
Cer_AS(d16:2/16:3)-H,516.40585,498.39525,484.37965,468.38475,266.21315,250.21815,265.18145,264.19745,238.21815,247.17095,209.19165,207.17595,219.17595
Cer_AS(d16:2/16:4)-H,514.39015,496.37965,482.36395,466.36905,266.21315,250.21815,263.16585,262.18185,238.21815,245.15525,209.19165,207.17595,217.16035
Cer_AS(d16:2/17:0)-H,536.46845,518.45785,504.44225,488.44725,266.21315,250.21815,285.24405,284.26005,238.21815,267.23355,209.19165,207.17595,239.23855
Cer_AS(d16:2/17:1)-H,534.45285,516.44225,502.42655,486.43165,266.21315,250.21815,283.22845,282.24445,238.21815,265.21785,209.19165,207.17595,237.22295
Cer_AS(d16:2/17:2)-H,532.43715,514.42655,500.41095,484.41595,266.21315,250.21815,281.21275,280.22875,238.21815,263.20225,209.19165,207.17595,235.20725
Cer_AS(d16:2/17:3)-H,530.42155,512.41095,498.39525,482.40035,266.21315,250.21815,279.19715,278.21315,238.21815,261.18655,209.19165,207.17595,233.19165
Cer_AS(d16:2/18:0)-H,550.48405,532.47355,518.45785,502.46295,266.21315,250.21815,299.25975,298.27565,238.21815,281.24915,209.19165,207.17595,253.25425
Cer_AS(d16:2/18:1)-H,548.46845,530.45785,516.44225,500.44725,266.21315,250.21815,297.24405,296.26005,238.21815,279.23355,209.19165,207.17595,251.23855
Cer_AS(d16:2/18:2)-H,546.45285,528.44225,514.42655,498.43165,266.21315,250.21815,295.22845,294.24445,238.21815,277.21785,209.19165,207.17595,249.22295
Cer_AS(d16:2/18:3)-H,544.43715,526.42655,512.41095,496.41595,266.21315,250.21815,293.21275,292.22875,238.21815,275.20225,209.19165,207.17595,247.20725
Cer_AS(d16:2/18:4)-H,542.42155,524.41095,510.39525,494.40035,266.21315,250.21815,291.19715,290.21315,238.21815,273.18655,209.19165,207.17595,245.19165
Cer_AS(d16:2/19:0)-H,564.49975,546.48915,532.47355,516.47855,266.21315,250.21815,313.27535,312.29135,238.21815,295.26485,209.19165,207.17595,267.26985
Cer_AS(d16:2/19:1)-H,562.48405,544.47355,530.45785,514.46295,266.21315,250.21815,311.25975,310.27565,238.21815,293.24915,209.19165,207.17595,265.25425
Cer_AS(d16:2/19:2)-H,560.46845,542.45785,528.44225,512.44735,266.21315,250.21815,309.24405,308.26005,238.21815,291.23355,209.19165,207.17595,263.23855
Cer_AS(d16:2/19:3)-H,558.45285,540.44225,526.42655,510.43165,266.21315,250.21815,307.22845,306.24445,238.21815,289.21785,209.19165,207.17595,261.22295
Cer_AS(d16:2/19:4)-H,556.43715,538.42655,524.41095,508.41595,266.21315,250.21815,305.21275,304.22875,238.21815,287.20225,209.19165,207.17595,259.20725
Cer_AS(d16:2/20:0)-H,578.51535,560.50485,546.48915,530.49425,266.21315,250.21815,327.29105,326.30705,238.21815,309.28045,209.19165,207.17595,281.28555
Cer_AS(d16:2/20:1)-H,576.49975,558.48915,544.47355,528.47855,266.21315,250.21815,325.27535,324.29135,238.21815,307.26485,209.19165,207.17595,279.26985
Cer_AS(d16:2/20:2)-H,574.48405,556.47355,542.45785,526.46295,266.21315,250.21815,323.25975,322.27565,238.21815,305.24915,209.19165,207.17595,277.25425
Cer_AS(d16:2/20:3)-H,572.46845,554.45785,540.44225,524.44735,266.21315,250.21815,321.24405,320.26005,238.21815,303.23355,209.19165,207.17595,275.23855
Cer_AS(d16:2/20:4)-H,570.45285,552.44225,538.42655,522.43165,266.21315,250.21815,319.22845,318.24445,238.21815,301.21785,209.19165,207.17595,273.22295
Cer_AS(d16:2/21:0)-H,592.53105,574.52045,560.50485,544.50985,266.21315,250.21815,341.30665,340.32265,238.21815,323.29615,209.19165,207.17595,295.30115
Cer_AS(d16:2/21:1)-H,590.51535,572.50485,558.48915,542.49425,266.21315,250.21815,339.29105,338.30705,238.21815,321.28045,209.19165,207.17595,293.28555
Cer_AS(d16:2/21:2)-H,588.49975,570.48915,556.47355,540.47855,266.21315,250.21815,337.27535,336.29135,238.21815,319.26485,209.19165,207.17595,291.26985
Cer_AS(d16:2/21:3)-H,586.48405,568.47355,554.45785,538.46295,266.21315,250.21815,335.25975,334.27565,238.21815,317.24915,209.19165,207.17595,289.25425
Cer_AS(d16:2/21:4)-H,584.46845,566.45785,552.44225,536.44735,266.21315,250.21815,333.24405,332.26005,238.21815,315.23355,209.19165,207.17595,287.23855
Cer_AS(d16:2/22:0)-H,606.54665,588.53615,574.52045,558.52555,266.21315,250.21815,355.32235,354.33835,238.21815,337.31175,209.19165,207.17595,309.31685
Cer_AS(d16:2/22:1)-H,604.53105,586.52045,572.50485,556.50985,266.21315,250.21815,353.30665,352.32265,238.21815,335.29615,209.19165,207.17595,307.30115
Cer_AS(d16:2/22:2)-H,602.51535,584.50485,570.48915,554.49425,266.21315,250.21815,351.29105,350.30705,238.21815,333.28045,209.19165,207.17595,305.28555
Cer_AS(d16:2/22:3)-H,600.49975,582.48915,568.47355,552.47855,266.21315,250.21815,349.27535,348.29135,238.21815,331.26485,209.19165,207.17595,303.26985
Cer_AS(d16:2/22:4)-H,598.48405,580.47355,566.45785,550.46295,266.21315,250.21815,347.25975,346.27565,238.21815,329.24915,209.19165,207.17595,301.25425
Cer_AS(d16:2/23:0)-H,620.56235,602.55175,588.53615,572.54115,266.21315,250.21815,369.33795,368.35395,238.21815,351.32745,209.19165,207.17595,323.33245
Cer_AS(d16:2/23:1)-H,618.54665,600.53615,586.52045,570.52555,266.21315,250.21815,367.32235,366.33835,238.21815,349.31175,209.19165,207.17595,321.31685
Cer_AS(d16:2/23:2)-H,616.53105,598.52045,584.50485,568.50985,266.21315,250.21815,365.30665,364.32265,238.21815,347.29615,209.19165,207.17595,319.30115
Cer_AS(d16:2/23:3)-H,614.51535,596.50485,582.48915,566.49425,266.21315,250.21815,363.29105,362.30705,238.21815,345.28045,209.19165,207.17595,317.28555
Cer_AS(d16:2/23:4)-H,612.49975,594.48915,580.47355,564.47855,266.21315,250.21815,361.27535,360.29135,238.21815,343.26485,209.19165,207.17595,315.26985
Cer_AS(d16:2/24:0)-H,634.57805,616.56745,602.55175,586.55685,266.21315,250.21815,383.35365,382.36955,238.21815,365.34305,209.19165,207.17595,337.34815
Cer_AS(d16:2/24:1)-H,632.56235,614.55175,600.53615,584.54115,266.21315,250.21815,381.33795,380.35395,238.21815,363.32745,209.19165,207.17595,335.33245
Cer_AS(d16:2/24:2)-H,630.54665,612.53615,598.52045,582.52555,266.21315,250.21815,379.32235,378.33835,238.21815,361.31175,209.19165,207.17595,333.31685
Cer_AS(d16:2/24:3)-H,628.53105,610.52045,596.50485,580.50985,266.21315,250.21815,377.30665,376.32265,238.21815,359.29615,209.19165,207.17595,331.30115
Cer_AS(d16:2/24:4)-H,626.51535,608.50485,594.48915,578.49425,266.21315,250.21815,375.29105,374.30705,238.21815,357.28045,209.19165,207.17595,329.28555
Cer_AS(d16:2/25:0)-H,648.59365,630.58305,616.56745,600.57255,266.21315,250.21815,397.36925,396.38525,238.21815,379.35875,209.19165,207.17595,351.36385
Cer_AS(d16:2/25:1)-H,646.57805,628.56745,614.55175,598.55685,266.21315,250.21815,395.35365,394.36955,238.21815,377.34305,209.19165,207.17595,349.34815
Cer_AS(d16:2/25:2)-H,644.56235,626.55175,612.53615,596.54115,266.21315,250.21815,393.33795,392.35395,238.21815,375.32745,209.19165,207.17595,347.33245
Cer_AS(d16:2/25:3)-H,642.54665,624.53615,610.52045,594.52555,266.21315,250.21815,391.32235,390.33835,238.21815,373.31175,209.19165,207.17595,345.31685
Cer_AS(d16:2/25:4)-H,640.53105,622.52045,608.50485,592.50985,266.21315,250.21815,389.30665,388.32265,238.21815,371.29615,209.19165,207.17595,343.30115
Cer_AS(d16:2/26:0)-H,662.60935,644.59865,630.58305,614.58815,266.21315,250.21815,411.38495,410.40095,238.21815,393.37435,209.19165,207.17595,365.37945
Cer_AS(d16:2/26:1)-H,660.59365,642.58305,628.56745,612.57255,266.21315,250.21815,409.36925,408.38525,238.21815,391.35875,209.19165,207.17595,363.36385
Cer_AS(d16:2/26:2)-H,658.57805,640.56745,626.55175,610.55685,266.21315,250.21815,407.35365,406.36955,238.21815,389.34305,209.19165,207.17595,361.34815
Cer_AS(d16:2/26:3)-H,656.56235,638.55175,624.53615,608.54115,266.21315,250.21815,405.33795,404.35395,238.21815,387.32745,209.19165,207.17595,359.33245
Cer_AS(d16:2/26:4)-H,654.54665,636.53615,622.52045,606.52555,266.21315,250.21815,403.32235,402.33835,238.21815,385.31175,209.19165,207.17595,357.31685
Cer_AS(d16:2/27:0)-H,676.62495,658.61435,644.59865,628.60385,266.21315,250.21815,425.40055,424.41655,238.21815,407.39005,209.19165,207.17595,379.39505
Cer_AS(d16:2/27:1)-H,674.60935,656.59865,642.58305,626.58815,266.21315,250.21815,423.38495,422.40095,238.21815,405.37435,209.19165,207.17595,377.37945
Cer_AS(d16:2/27:2)-H,672.59365,654.58305,640.56745,624.57255,266.21315,250.21815,421.36925,420.38525,238.21815,403.35875,209.19165,207.17595,375.36385
Cer_AS(d16:2/27:3)-H,670.57805,652.56745,638.55175,622.55685,266.21315,250.21815,419.35365,418.36955,238.21815,401.34305,209.19165,207.17595,373.34815
Cer_AS(d16:2/27:4)-H,668.56235,650.55175,636.53615,620.54115,266.21315,250.21815,417.33795,416.35395,238.21815,399.32745,209.19165,207.17595,371.33245
Cer_AS(d16:2/28:0)-H,690.64055,672.63005,658.61435,642.61945,266.21315,250.21815,439.41625,438.43225,238.21815,421.40565,209.19165,207.17595,393.41075
Cer_AS(d16:2/28:1)-H,688.62495,670.61435,656.59865,640.60385,266.21315,250.21815,437.40055,436.41655,238.21815,419.39005,209.19165,207.17595,391.39505
Cer_AS(d16:2/28:2)-H,686.60935,668.59865,654.58305,638.58815,266.21315,250.21815,435.38495,434.40095,238.21815,417.37435,209.19165,207.17595,389.37945
Cer_AS(d16:2/28:3)-H,684.59365,666.58305,652.56745,636.57255,266.21315,250.21815,433.36925,432.38525,238.21815,415.35875,209.19165,207.17595,387.36385
Cer_AS(d16:2/28:4)-H,682.57805,664.56745,650.55175,634.55685,266.21315,250.21815,431.35365,430.36955,238.21815,413.34305,209.19165,207.17595,385.34815
Cer_AS(d16:2/29:0)-H,704.65625,686.64565,672.63005,656.63505,266.21315,250.21815,453.43185,452.44785,238.21815,435.42125,209.19165,207.17595,407.42635
Cer_AS(d16:2/29:1)-H,702.64055,684.63005,670.61435,654.61945,266.21315,250.21815,451.41625,450.43225,238.21815,433.40565,209.19165,207.17595,405.41075
Cer_AS(d16:2/29:2)-H,700.62495,682.61435,668.59865,652.60385,266.21315,250.21815,449.40055,448.41655,238.21815,431.39005,209.19165,207.17595,403.39505
Cer_AS(d16:2/29:3)-H,698.60935,680.59865,666.58305,650.58815,266.21315,250.21815,447.38495,446.40095,238.21815,429.37435,209.19165,207.17595,401.37945
Cer_AS(d16:2/29:4)-H,696.59365,678.58305,664.56745,648.57255,266.21315,250.21815,445.36925,444.38525,238.21815,427.35875,209.19165,207.17595,399.36385
Cer_AS(d16:2/30:0)-H,718.67185,700.66135,686.64565,670.65075,266.21315,250.21815,467.44755,466.46355,238.21815,449.43695,209.19165,207.17595,421.44205
Cer_AS(d16:2/30:1)-H,716.65625,698.64565,684.63005,668.63505,266.21315,250.21815,465.43185,464.44785,238.21815,447.42125,209.19165,207.17595,419.42635
Cer_AS(d16:2/30:2)-H,714.64055,696.63005,682.61435,666.61945,266.21315,250.21815,463.41625,462.43225,238.21815,445.40565,209.19165,207.17595,417.41075
Cer_AS(d16:2/30:3)-H,712.62495,694.61435,680.59865,664.60385,266.21315,250.21815,461.40055,460.41655,238.21815,443.39005,209.19165,207.17595,415.39505
Cer_AS(d16:2/30:4)-H,710.60935,692.59865,678.58305,662.58815,266.21315,250.21815,459.38495,458.40095,238.21815,441.37435,209.19165,207.17595,413.37945
Cer_AS(d16:2/31:0)-H,732.68755,714.67695,700.66135,684.66635,266.21315,250.21815,481.46315,480.47915,238.21815,463.45265,209.19165,207.17595,435.45775
Cer_AS(d16:2/31:1)-H,730.67185,712.66135,698.64565,682.65075,266.21315,250.21815,479.44755,478.46355,238.21815,461.43695,209.19165,207.17595,433.44205
Cer_AS(d16:2/31:2)-H,728.65625,710.64565,696.63005,680.63505,266.21315,250.21815,477.43185,476.44785,238.21815,459.42125,209.19165,207.17595,431.42635
Cer_AS(d16:2/31:3)-H,726.64055,708.63005,694.61435,678.61945,266.21315,250.21815,475.41625,474.43225,238.21815,457.40565,209.19165,207.17595,429.41075
Cer_AS(d16:2/31:4)-H,724.62495,706.61435,692.59865,676.60385,266.21315,250.21815,473.40055,472.41655,238.21815,455.39005,209.19165,207.17595,427.39505
Cer_AS(d16:2/32:0)-H,746.70315,728.69265,714.67695,698.68205,266.21315,250.21815,495.47885,494.49485,238.21815,477.46825,209.19165,207.17595,449.47335
Cer_AS(d16:2/32:1)-H,744.68755,726.67695,712.66135,696.66635,266.21315,250.21815,493.46315,492.47915,238.21815,475.45265,209.19165,207.17595,447.45775
Cer_AS(d16:2/32:2)-H,742.67185,724.66135,710.64565,694.65075,266.21315,250.21815,491.44755,490.46355,238.21815,473.43695,209.19165,207.17595,445.44205
Cer_AS(d16:2/32:3)-H,740.65625,722.64565,708.63005,692.63505,266.21315,250.21815,489.43185,488.44785,238.21815,471.42125,209.19165,207.17595,443.42635
Cer_AS(d16:2/32:4)-H,738.64055,720.63005,706.61435,690.61945,266.21315,250.21815,487.41625,486.43225,238.21815,469.40565,209.19165,207.17595,441.41075
Cer_AS(d16:2/33:0)-H,760.71885,742.70825,728.69265,712.69765,266.21315,250.21815,509.49445,508.51045,238.21815,491.48395,209.19165,207.17595,463.48895
Cer_AS(d16:2/33:1)-H,758.70315,740.69265,726.67695,710.68205,266.21315,250.21815,507.47885,506.49485,238.21815,489.46825,209.19165,207.17595,461.47335
Cer_AS(d16:2/33:2)-H,756.68755,738.67695,724.66135,708.66635,266.21315,250.21815,505.46315,504.47915,238.21815,487.45265,209.19165,207.17595,459.45775
Cer_AS(d16:2/33:3)-H,754.67185,736.66135,722.64565,706.65075,266.21315,250.21815,503.44755,502.46355,238.21815,485.43695,209.19165,207.17595,457.44205
Cer_AS(d16:2/33:4)-H,752.65625,734.64565,720.63005,704.63505,266.21315,250.21815,501.43185,500.44785,238.21815,483.42125,209.19165,207.17595,455.42635
Cer_AS(d16:2/34:0)-H,774.73445,756.72395,742.70825,726.71335,266.21315,250.21815,523.51015,522.52615,238.21815,505.49955,209.19165,207.17595,477.50465
Cer_AS(d16:2/34:1)-H,772.71885,754.70825,740.69265,724.69765,266.21315,250.21815,521.49455,520.51045,238.21815,503.48395,209.19165,207.17595,475.48895
Cer_AS(d16:2/34:2)-H,770.70315,752.69265,738.67695,722.68205,266.21315,250.21815,519.47885,518.49485,238.21815,501.46825,209.19165,207.17595,473.47335
Cer_AS(d16:2/34:3)-H,768.68755,750.67695,736.66135,720.66635,266.21315,250.21815,517.46315,516.47915,238.21815,499.45265,209.19165,207.17595,471.45775
Cer_AS(d16:2/34:4)-H,766.67185,748.66135,734.64565,718.65075,266.21315,250.21815,515.44755,514.46355,238.21815,497.43695,209.19165,207.17595,469.44205
Cer_AS(d16:2/35:0)-H,788.75015,770.73955,756.72395,740.72905,266.21315,250.21815,537.52575,536.54175,238.21815,519.51515,209.19165,207.17595,491.52025
Cer_AS(d16:2/35:1)-H,786.73445,768.72395,754.70825,738.71335,266.21315,250.21815,535.51015,534.52615,238.21815,517.49955,209.19165,207.17595,489.50465
Cer_AS(d16:2/35:2)-H,784.71885,766.70825,752.69265,736.69765,266.21315,250.21815,533.49455,532.51045,238.21815,515.48385,209.19165,207.17595,487.48895
Cer_AS(d16:2/35:3)-H,782.70315,764.69265,750.67695,734.68205,266.21315,250.21815,531.47885,530.49485,238.21815,513.46825,209.19165,207.17595,485.47335
Cer_AS(d16:2/35:4)-H,780.68755,762.67695,748.66135,732.66635,266.21315,250.21815,529.46315,528.47915,238.21815,511.45265,209.19165,207.17595,483.45775
Cer_AS(d16:2/36:0)-H,802.76585,784.75525,770.73955,754.74465,266.21315,250.21815,551.54145,550.55745,238.21815,533.53085,209.19165,207.17595,505.53595
Cer_AS(d16:2/36:1)-H,800.75015,782.73955,768.72395,752.72905,266.21315,250.21815,549.52575,548.54175,238.21815,531.51515,209.19165,207.17595,503.52025
Cer_AS(d16:2/36:2)-H,798.73445,780.72395,766.70825,750.71335,266.21315,250.21815,547.51015,546.52615,238.21815,529.49955,209.19165,207.17595,501.50465
Cer_AS(d16:2/36:3)-H,796.71885,778.70825,764.69265,748.69765,266.21315,250.21815,545.49455,544.51045,238.21815,527.48385,209.19165,207.17595,499.48895
Cer_AS(d16:2/36:4)-H,794.70315,776.69265,762.67695,746.68205,266.21315,250.21815,543.47885,542.49485,238.21815,525.46825,209.19165,207.17595,497.47335
Cer_AS(d17:2/14:0)-H,508.43715,490.42655,476.41095,460.41595,280.22875,264.23385,243.19715,242.21315,252.23385,225.18655,223.20725,221.19165,197.19165
Cer_AS(d17:2/14:1)-H,506.42145,488.41095,474.39525,458.40035,280.22875,264.23385,241.18145,240.19745,252.23385,223.17095,223.20725,221.19165,195.17595
Cer_AS(d17:2/14:2)-H,504.40585,486.39525,472.37965,456.38475,280.22875,264.23385,239.16585,238.18185,252.23385,221.15525,223.20725,221.19165,193.16035
Cer_AS(d17:2/14:3)-H,502.39015,484.37965,470.36395,454.36905,280.22875,264.23385,237.15015,236.16615,252.23385,219.13965,223.20725,221.19165,191.14465
Cer_AS(d17:2/15:0)-H,522.45285,504.44225,490.42655,474.43165,280.22875,264.23385,257.21275,256.22875,252.23385,239.20225,223.20725,221.19165,211.20725
Cer_AS(d17:2/15:1)-H,520.43715,502.42655,488.41095,472.41595,280.22875,264.23385,255.19715,254.21315,252.23385,237.18655,223.20725,221.19165,209.19165
Cer_AS(d17:2/15:2)-H,518.42155,500.41095,486.39525,470.40035,280.22875,264.23385,253.18145,252.19745,252.23385,235.17095,223.20725,221.19165,207.17595
Cer_AS(d17:2/15:3)-H,516.40585,498.39525,484.37965,468.38475,280.22875,264.23385,251.16585,250.18185,252.23385,233.15525,223.20725,221.19165,205.16035
Cer_AS(d17:2/16:0)-H,536.46845,518.45785,504.44225,488.44725,280.22875,264.23385,271.22845,270.24445,252.23385,253.21785,223.20725,221.19165,225.22295
Cer_AS(d17:2/16:1)-H,534.45285,516.44225,502.42655,486.43165,280.22875,264.23385,269.21275,268.22875,252.23385,251.20225,223.20725,221.19165,223.20725
Cer_AS(d17:2/16:2)-H,532.43715,514.42655,500.41095,484.41595,280.22875,264.23385,267.19715,266.21315,252.23385,249.18655,223.20725,221.19165,221.19165
Cer_AS(d17:2/16:3)-H,530.42155,512.41095,498.39525,482.40035,280.22875,264.23385,265.18145,264.19745,252.23385,247.17095,223.20725,221.19165,219.17595
Cer_AS(d17:2/16:4)-H,528.40585,510.39525,496.37965,480.38475,280.22875,264.23385,263.16585,262.18185,252.23385,245.15525,223.20725,221.19165,217.16035
Cer_AS(d17:2/17:0)-H,550.48405,532.47355,518.45785,502.46295,280.22875,264.23385,285.24405,284.26005,252.23385,267.23355,223.20725,221.19165,239.23855
Cer_AS(d17:2/17:1)-H,548.46845,530.45785,516.44225,500.44725,280.22875,264.23385,283.22845,282.24445,252.23385,265.21785,223.20725,221.19165,237.22295
Cer_AS(d17:2/17:2)-H,546.45285,528.44225,514.42655,498.43165,280.22875,264.23385,281.21275,280.22875,252.23385,263.20225,223.20725,221.19165,235.20725
Cer_AS(d17:2/17:3)-H,544.43715,526.42655,512.41095,496.41595,280.22875,264.23385,279.19715,278.21315,252.23385,261.18655,223.20725,221.19165,233.19165
Cer_AS(d17:2/18:0)-H,564.49975,546.48915,532.47355,516.47855,280.22875,264.23385,299.25975,298.27565,252.23385,281.24915,223.20725,221.19165,253.25425
Cer_AS(d17:2/18:1)-H,562.48405,544.47355,530.45785,514.46295,280.22875,264.23385,297.24405,296.26005,252.23385,279.23355,223.20725,221.19165,251.23855
Cer_AS(d17:2/18:2)-H,560.46845,542.45785,528.44225,512.44735,280.22875,264.23385,295.22845,294.24445,252.23385,277.21785,223.20725,221.19165,249.22295
Cer_AS(d17:2/18:3)-H,558.45285,540.44225,526.42655,510.43165,280.22875,264.23385,293.21275,292.22875,252.23385,275.20225,223.20725,221.19165,247.20725
Cer_AS(d17:2/18:4)-H,556.43715,538.42655,524.41095,508.41595,280.22875,264.23385,291.19715,290.21315,252.23385,273.18655,223.20725,221.19165,245.19165
Cer_AS(d17:2/19:0)-H,578.51535,560.50485,546.48915,530.49425,280.22875,264.23385,313.27535,312.29135,252.23385,295.26485,223.20725,221.19165,267.26985
Cer_AS(d17:2/19:1)-H,576.49975,558.48915,544.47355,528.47855,280.22875,264.23385,311.25975,310.27565,252.23385,293.24915,223.20725,221.19165,265.25425
Cer_AS(d17:2/19:2)-H,574.48405,556.47355,542.45785,526.46295,280.22875,264.23385,309.24405,308.26005,252.23385,291.23355,223.20725,221.19165,263.23855
Cer_AS(d17:2/19:3)-H,572.46845,554.45785,540.44225,524.44735,280.22875,264.23385,307.22845,306.24445,252.23385,289.21785,223.20725,221.19165,261.22295
Cer_AS(d17:2/19:4)-H,570.45285,552.44225,538.42655,522.43165,280.22875,264.23385,305.21275,304.22875,252.23385,287.20225,223.20725,221.19165,259.20725
Cer_AS(d17:2/20:0)-H,592.53105,574.52045,560.50485,544.50985,280.22875,264.23385,327.29105,326.30705,252.23385,309.28045,223.20725,221.19165,281.28555
Cer_AS(d17:2/20:1)-H,590.51535,572.50485,558.48915,542.49425,280.22875,264.23385,325.27535,324.29135,252.23385,307.26485,223.20725,221.19165,279.26985
Cer_AS(d17:2/20:2)-H,588.49975,570.48915,556.47355,540.47855,280.22875,264.23385,323.25975,322.27565,252.23385,305.24915,223.20725,221.19165,277.25425
Cer_AS(d17:2/20:3)-H,586.48405,568.47355,554.45785,538.46295,280.22875,264.23385,321.24405,320.26005,252.23385,303.23355,223.20725,221.19165,275.23855
Cer_AS(d17:2/20:4)-H,584.46845,566.45785,552.44225,536.44735,280.22875,264.23385,319.22845,318.24445,252.23385,301.21785,223.20725,221.19165,273.22295
Cer_AS(d17:2/21:0)-H,606.54665,588.53615,574.52045,558.52555,280.22875,264.23385,341.30665,340.32265,252.23385,323.29615,223.20725,221.19165,295.30115
Cer_AS(d17:2/21:1)-H,604.53105,586.52045,572.50485,556.50985,280.22875,264.23385,339.29105,338.30705,252.23385,321.28045,223.20725,221.19165,293.28555
Cer_AS(d17:2/21:2)-H,602.51535,584.50485,570.48915,554.49425,280.22875,264.23385,337.27535,336.29135,252.23385,319.26485,223.20725,221.19165,291.26985
Cer_AS(d17:2/21:3)-H,600.49975,582.48915,568.47355,552.47855,280.22875,264.23385,335.25975,334.27565,252.23385,317.24915,223.20725,221.19165,289.25425
Cer_AS(d17:2/21:4)-H,598.48405,580.47355,566.45785,550.46295,280.22875,264.23385,333.24405,332.26005,252.23385,315.23355,223.20725,221.19165,287.23855
Cer_AS(d17:2/22:0)-H,620.56235,602.55175,588.53615,572.54115,280.22875,264.23385,355.32235,354.33835,252.23385,337.31175,223.20725,221.19165,309.31685
Cer_AS(d17:2/22:1)-H,618.54665,600.53615,586.52045,570.52555,280.22875,264.23385,353.30665,352.32265,252.23385,335.29615,223.20725,221.19165,307.30115
Cer_AS(d17:2/22:2)-H,616.53105,598.52045,584.50485,568.50985,280.22875,264.23385,351.29105,350.30705,252.23385,333.28045,223.20725,221.19165,305.28555
Cer_AS(d17:2/22:3)-H,614.51535,596.50485,582.48915,566.49425,280.22875,264.23385,349.27535,348.29135,252.23385,331.26485,223.20725,221.19165,303.26985
Cer_AS(d17:2/22:4)-H,612.49975,594.48915,580.47355,564.47855,280.22875,264.23385,347.25975,346.27565,252.23385,329.24915,223.20725,221.19165,301.25425
Cer_AS(d17:2/23:0)-H,634.57805,616.56745,602.55175,586.55685,280.22875,264.23385,369.33795,368.35395,252.23385,351.32745,223.20725,221.19165,323.33245
Cer_AS(d17:2/23:1)-H,632.56235,614.55175,600.53615,584.54115,280.22875,264.23385,367.32235,366.33835,252.23385,349.31175,223.20725,221.19165,321.31685
Cer_AS(d17:2/23:2)-H,630.54665,612.53615,598.52045,582.52555,280.22875,264.23385,365.30665,364.32265,252.23385,347.29615,223.20725,221.19165,319.30115
Cer_AS(d17:2/23:3)-H,628.53105,610.52045,596.50485,580.50985,280.22875,264.23385,363.29105,362.30705,252.23385,345.28045,223.20725,221.19165,317.28555
Cer_AS(d17:2/23:4)-H,626.51535,608.50485,594.48915,578.49425,280.22875,264.23385,361.27535,360.29135,252.23385,343.26485,223.20725,221.19165,315.26985
Cer_AS(d17:2/24:0)-H,648.59365,630.58305,616.56745,600.57255,280.22875,264.23385,383.35365,382.36955,252.23385,365.34305,223.20725,221.19165,337.34815
Cer_AS(d17:2/24:1)-H,646.57805,628.56745,614.55175,598.55685,280.22875,264.23385,381.33795,380.35395,252.23385,363.32745,223.20725,221.19165,335.33245
Cer_AS(d17:2/24:2)-H,644.56235,626.55175,612.53615,596.54115,280.22875,264.23385,379.32235,378.33835,252.23385,361.31175,223.20725,221.19165,333.31685
Cer_AS(d17:2/24:3)-H,642.54665,624.53615,610.52045,594.52555,280.22875,264.23385,377.30665,376.32265,252.23385,359.29615,223.20725,221.19165,331.30115
Cer_AS(d17:2/24:4)-H,640.53105,622.52045,608.50485,592.50985,280.22875,264.23385,375.29105,374.30705,252.23385,357.28045,223.20725,221.19165,329.28555
Cer_AS(d17:2/25:0)-H,662.60935,644.59865,630.58305,614.58815,280.22875,264.23385,397.36925,396.38525,252.23385,379.35875,223.20725,221.19165,351.36385
Cer_AS(d17:2/25:1)-H,660.59365,642.58305,628.56745,612.57255,280.22875,264.23385,395.35365,394.36955,252.23385,377.34305,223.20725,221.19165,349.34815
Cer_AS(d17:2/25:2)-H,658.57805,640.56745,626.55175,610.55685,280.22875,264.23385,393.33795,392.35395,252.23385,375.32745,223.20725,221.19165,347.33245
Cer_AS(d17:2/25:3)-H,656.56235,638.55175,624.53615,608.54115,280.22875,264.23385,391.32235,390.33835,252.23385,373.31175,223.20725,221.19165,345.31685
Cer_AS(d17:2/25:4)-H,654.54665,636.53615,622.52045,606.52555,280.22875,264.23385,389.30665,388.32265,252.23385,371.29615,223.20725,221.19165,343.30115
Cer_AS(d17:2/26:0)-H,676.62495,658.61435,644.59865,628.60385,280.22875,264.23385,411.38495,410.40095,252.23385,393.37435,223.20725,221.19165,365.37945
Cer_AS(d17:2/26:1)-H,674.60935,656.59865,642.58305,626.58815,280.22875,264.23385,409.36925,408.38525,252.23385,391.35875,223.20725,221.19165,363.36385
Cer_AS(d17:2/26:2)-H,672.59365,654.58305,640.56745,624.57255,280.22875,264.23385,407.35365,406.36955,252.23385,389.34305,223.20725,221.19165,361.34815
