Cer_BS,[M-H]-,[M-H2O-H]-,[Sph+C2H2O-H]-,[Sph+C-H]-,[Sph-H5NO-H]-,[Sph-C2H7NO-H]-
Cer_BS(d18:2/25:3)-H,670.57805,670.57805,338.27065,306.24445,296.26005,235.20735
Cer_BS(d18:2/25:4)-H,668.56235,668.56235,338.27065,306.24445,296.26005,235.20735
Cer_BS(d18:2/26:0)-H,690.64055,690.64055,338.27065,306.24445,296.26005,235.20735
Cer_BS(d18:2/26:1)-H,688.62495,688.62495,338.27065,306.24445,296.26005,235.20735
Cer_BS(d18:2/26:2)-H,686.60935,686.60935,338.27065,306.24445,296.26005,235.20735
Cer_BS(d18:2/26:3)-H,684.59365,684.59365,338.27065,306.24445,296.26005,235.20735
Cer_BS(d18:2/26:4)-H,682.57805,682.57805,338.27065,306.24445,296.26005,235.20735
Cer_BS(d18:2/27:0)-H,704.65625,704.65625,338.27065,306.24445,296.26005,235.20735
Cer_BS(d18:2/27:1)-H,702.64055,702.64055,338.27065,306.24445,296.26005,235.20735
Cer_BS(d18:2/27:2)-H,700.62495,700.62495,338.27065,306.24445,296.26005,235.20735
Cer_BS(d18:2/27:3)-H,698.60935,698.60935,338.27065,306.24445,296.26005,235.20735
Cer_BS(d18:2/27:4)-H,696.59365,696.59365,338.27065,306.24445,296.26005,235.20735
Cer_BS(d18:2/28:0)-H,718.67185,718.67185,338.27065,306.24445,296.26005,235.20735
Cer_BS(d18:2/28:1)-H,716.65625,716.65625,338.27065,306.24445,296.26005,235.20735
Cer_BS(d18:2/28:2)-H,714.64055,714.64055,338.27065,306.24445,296.26005,235.20735
Cer_BS(d18:2/28:3)-H,712.62495,712.62495,338.27065,306.24445,296.26005,235.20735
Cer_BS(d18:2/28:4)-H,710.60935,710.60935,338.27065,306.24445,296.26005,235.20735
Cer_BS(d18:2/29:0)-H,732.68755,732.68755,338.27065,306.24445,296.26005,235.20735
Cer_BS(d18:2/29:1)-H,730.67185,730.67185,338.27065,306.24445,296.26005,235.20735
Cer_BS(d18:2/29:2)-H,728.65625,728.65625,338.27065,306.24445,296.26005,235.20735
Cer_BS(d18:2/29:3)-H,726.64055,726.64055,338.27065,306.24445,296.26005,235.20735
Cer_BS(d18:2/29:4)-H,724.62495,724.62495,338.27065,306.24445,296.26005,235.20735
Cer_BS(d18:2/30:0)-H,746.70315,746.70315,338.27065,306.24445,296.26005,235.20735
Cer_BS(d18:2/30:1)-H,744.68755,744.68755,338.27065,306.24445,296.26005,235.20735
Cer_BS(d18:2/30:2)-H,742.67185,742.67185,338.27065,306.24445,296.26005,235.20735
Cer_BS(d18:2/30:3)-H,740.65625,740.65625,338.27065,306.24445,296.26005,235.20735
Cer_BS(d18:2/30:4)-H,738.64055,738.64055,338.27065,306.24445,296.26005,235.20735
Cer_BS(d18:2/31:0)-H,760.71885,760.71885,338.27065,306.24445,296.26005,235.20735
Cer_BS(d18:2/31:1)-H,758.70315,758.70315,338.27065,306.24445,296.26005,235.20735
Cer_BS(d18:2/31:2)-H,756.68755,756.68755,338.27065,306.24445,296.26005,235.20735
Cer_BS(d18:2/31:3)-H,754.67185,754.67185,338.27065,306.24445,296.26005,235.20735
Cer_BS(d18:2/31:4)-H,752.65625,752.65625,338.27065,306.24445,296.26005,235.20735
Cer_BS(d18:2/32:0)-H,774.73445,774.73445,338.27065,306.24445,296.26005,235.20735
Cer_BS(d18:2/32:1)-H,772.71885,772.71885,338.27065,306.24445,296.26005,235.20735
Cer_BS(d18:2/32:2)-H,770.70315,770.70315,338.27065,306.24445,296.26005,235.20735
Cer_BS(d18:2/32:3)-H,768.68755,768.68755,338.27065,306.24445,296.26005,235.20735
Cer_BS(d18:2/32:4)-H,766.67185,766.67185,338.27065,306.24445,296.26005,235.20735
Cer_BS(d18:2/33:0)-H,788.75015,788.75015,338.27065,306.24445,296.26005,235.20735
Cer_BS(d18:2/33:1)-H,786.73445,786.73445,338.27065,306.24445,296.26005,235.20735
Cer_BS(d18:2/33:2)-H,784.71885,784.71885,338.27065,306.24445,296.26005,235.20735
Cer_BS(d18:2/33:3)-H,782.70315,782.70315,338.27065,306.24445,296.26005,235.20735
Cer_BS(d18:2/33:4)-H,780.68755,780.68755,338.27065,306.24445,296.26005,235.20735
Cer_BS(d18:2/34:0)-H,802.76585,802.76585,338.27065,306.24445,296.26005,235.20735
Cer_BS(d18:2/34:1)-H,800.75015,800.75015,338.27065,306.24445,296.26005,235.20735
Cer_BS(d18:2/34:2)-H,798.73445,798.73445,338.27065,306.24445,296.26005,235.20735
Cer_BS(d18:2/34:3)-H,796.71885,796.71885,338.27065,306.24445,296.26005,235.20735
Cer_BS(d18:2/34:4)-H,794.70315,794.70315,338.27065,306.24445,296.26005,235.20735
Cer_BS(d18:2/35:0)-H,816.78145,816.78145,338.27065,306.24445,296.26005,235.20735
Cer_BS(d18:2/35:1)-H,814.76585,814.76585,338.27065,306.24445,296.26005,235.20735
Cer_BS(d18:2/35:2)-H,812.75015,812.75015,338.27065,306.24445,296.26005,235.20735
Cer_BS(d18:2/35:3)-H,810.73445,810.73445,338.27065,306.24445,296.26005,235.20735
Cer_BS(d18:2/35:4)-H,808.71885,808.71885,338.27065,306.24445,296.26005,235.20735
Cer_BS(d18:2/36:0)-H,830.79715,830.79715,338.27065,306.24445,296.26005,235.20735
Cer_BS(d18:2/36:1)-H,828.78145,828.78145,338.27065,306.24445,296.26005,235.20735
Cer_BS(d18:2/36:2)-H,826.76585,826.76585,338.27065,306.24445,296.26005,235.20735
Cer_BS(d18:2/36:3)-H,824.75015,824.75015,338.27065,306.24445,296.26005,235.20735
Cer_BS(d18:2/36:4)-H,822.73445,822.73445,338.27065,306.24445,296.26005,235.20735
Cer_BS(d19:2/14:0)-H,536.46845,536.46845,352.28625,320.26005,310.27565,249.22295
Cer_BS(d19:2/14:1)-H,534.45285,534.45285,352.28625,320.26005,310.27565,249.22295
Cer_BS(d19:2/14:2)-H,532.43715,532.43715,352.28625,320.26005,310.27565,249.22295
Cer_BS(d19:2/14:3)-H,530.42155,530.42155,352.28625,320.26005,310.27565,249.22295
Cer_BS(d19:2/15:0)-H,550.48405,550.48405,352.28625,320.26005,310.27565,249.22295
Cer_BS(d19:2/15:1)-H,548.46845,548.46845,352.28625,320.26005,310.27565,249.22295
Cer_BS(d19:2/15:2)-H,546.45285,546.45285,352.28625,320.26005,310.27565,249.22295
Cer_BS(d19:2/15:3)-H,544.43715,544.43715,352.28625,320.26005,310.27565,249.22295
Cer_BS(d19:2/16:0)-H,564.49975,564.49975,352.28625,320.26005,310.27565,249.22295
Cer_BS(d19:2/16:1)-H,562.48405,562.48405,352.28625,320.26005,310.27565,249.22295
Cer_BS(d19:2/16:2)-H,560.46845,560.46845,352.28625,320.26005,310.27565,249.22295
Cer_BS(d19:2/16:3)-H,558.45285,558.45285,352.28625,320.26005,310.27565,249.22295
Cer_BS(d19:2/16:4)-H,556.43715,556.43715,352.28625,320.26005,310.27565,249.22295
Cer_BS(d19:2/17:0)-H,578.51535,578.51535,352.28625,320.26005,310.27565,249.22295
Cer_BS(d19:2/17:1)-H,576.49975,576.49975,352.28625,320.26005,310.27565,249.22295
Cer_BS(d19:2/17:2)-H,574.48405,574.48405,352.28625,320.26005,310.27565,249.22295
Cer_BS(d19:2/17:3)-H,572.46845,572.46845,352.28625,320.26005,310.27565,249.22295
Cer_BS(d19:2/18:0)-H,592.53105,592.53105,352.28625,320.26005,310.27565,249.22295
Cer_BS(d19:2/18:1)-H,590.51535,590.51535,352.28625,320.26005,310.27565,249.22295
Cer_BS(d19:2/18:2)-H,588.49975,588.49975,352.28625,320.26005,310.27565,249.22295
Cer_BS(d19:2/18:3)-H,586.48405,586.48405,352.28625,320.26005,310.27565,249.22295
Cer_BS(d19:2/18:4)-H,584.46845,584.46845,352.28625,320.26005,310.27565,249.22295
Cer_BS(d19:2/19:0)-H,606.54665,606.54665,352.28625,320.26005,310.27565,249.22295
Cer_BS(d19:2/19:1)-H,604.53105,604.53105,352.28625,320.26005,310.27565,249.22295
Cer_BS(d19:2/19:2)-H,602.51535,602.51535,352.28625,320.26005,310.27565,249.22295
Cer_BS(d19:2/19:3)-H,600.49975,600.49975,352.28625,320.26005,310.27565,249.22295
Cer_BS(d19:2/19:4)-H,598.48405,598.48405,352.28625,320.26005,310.27565,249.22295
Cer_BS(d19:2/20:0)-H,620.56235,620.56235,352.28625,320.26005,310.27565,249.22295
Cer_BS(d19:2/20:1)-H,618.54665,618.54665,352.28625,320.26005,310.27565,249.22295
Cer_BS(d19:2/20:2)-H,616.53105,616.53105,352.28625,320.26005,310.27565,249.22295
Cer_BS(d19:2/20:3)-H,614.51535,614.51535,352.28625,320.26005,310.27565,249.22295
Cer_BS(d19:2/20:4)-H,612.49975,612.49975,352.28625,320.26005,310.27565,249.22295
Cer_BS(d19:2/21:0)-H,634.57805,634.57805,352.28625,320.26005,310.27565,249.22295
Cer_BS(d19:2/21:1)-H,632.56235,632.56235,352.28625,320.26005,310.27565,249.22295
Cer_BS(d19:2/21:2)-H,630.54665,630.54665,352.28625,320.26005,310.27565,249.22295
Cer_BS(d19:2/21:3)-H,628.53105,628.53105,352.28625,320.26005,310.27565,249.22295
Cer_BS(d19:2/21:4)-H,626.51535,626.51535,352.28625,320.26005,310.27565,249.22295
Cer_BS(d19:2/22:0)-H,648.59365,648.59365,352.28625,320.26005,310.27565,249.22295
Cer_BS(d19:2/22:1)-H,646.57805,646.57805,352.28625,320.26005,310.27565,249.22295
Cer_BS(d19:2/22:2)-H,644.56235,644.56235,352.28625,320.26005,310.27565,249.22295
Cer_BS(d19:2/22:3)-H,642.54665,642.54665,352.28625,320.26005,310.27565,249.22295
Cer_BS(d19:2/22:4)-H,640.53105,640.53105,352.28625,320.26005,310.27565,249.22295
Cer_BS(d19:2/23:0)-H,662.60935,662.60935,352.28625,320.26005,310.27565,249.22295
Cer_BS(d19:2/23:1)-H,660.59365,660.59365,352.28625,320.26005,310.27565,249.22295
Cer_BS(d19:2/23:2)-H,658.57805,658.57805,352.28625,320.26005,310.27565,249.22295
Cer_BS(d19:2/23:3)-H,656.56235,656.56235,352.28625,320.26005,310.27565,249.22295
Cer_BS(d19:2/23:4)-H,654.54665,654.54665,352.28625,320.26005,310.27565,249.22295
Cer_BS(d19:2/24:0)-H,676.62495,676.62495,352.28625,320.26005,310.27565,249.22295
Cer_BS(d19:2/24:1)-H,674.60935,674.60935,352.28625,320.26005,310.27565,249.22295
Cer_BS(d19:2/24:2)-H,672.59365,672.59365,352.28625,320.26005,310.27565,249.22295
Cer_BS(d19:2/24:3)-H,670.57805,670.57805,352.28625,320.26005,310.27565,249.22295
Cer_BS(d19:2/24:4)-H,668.56235,668.56235,352.28625,320.26005,310.27565,249.22295
Cer_BS(d19:2/25:0)-H,690.64055,690.64055,352.28625,320.26005,310.27565,249.22295
Cer_BS(d19:2/25:1)-H,688.62495,688.62495,352.28625,320.26005,310.27565,249.22295
Cer_BS(d19:2/25:2)-H,686.60935,686.60935,352.28625,320.26005,310.27565,249.22295
Cer_BS(d19:2/25:3)-H,684.59365,684.59365,352.28625,320.26005,310.27565,249.22295
Cer_BS(d19:2/25:4)-H,682.57805,682.57805,352.28625,320.26005,310.27565,249.22295
Cer_BS(d19:2/26:0)-H,704.65625,704.65625,352.28625,320.26005,310.27565,249.22295
Cer_BS(d19:2/26:1)-H,702.64055,702.64055,352.28625,320.26005,310.27565,249.22295
Cer_BS(d19:2/26:2)-H,700.62495,700.62495,352.28625,320.26005,310.27565,249.22295
Cer_BS(d19:2/26:3)-H,698.60935,698.60935,352.28625,320.26005,310.27565,249.22295
Cer_BS(d19:2/26:4)-H,696.59365,696.59365,352.28625,320.26005,310.27565,249.22295
Cer_BS(d19:2/27:0)-H,718.67185,718.67185,352.28625,320.26005,310.27565,249.22295
Cer_BS(d19:2/27:1)-H,716.65625,716.65625,352.28625,320.26005,310.27565,249.22295
Cer_BS(d19:2/27:2)-H,714.64055,714.64055,352.28625,320.26005,310.27565,249.22295
Cer_BS(d19:2/27:3)-H,712.62495,712.62495,352.28625,320.26005,310.27565,249.22295
Cer_BS(d19:2/27:4)-H,710.60935,710.60935,352.28625,320.26005,310.27565,249.22295
Cer_BS(d19:2/28:0)-H,732.68755,732.68755,352.28625,320.26005,310.27565,249.22295
Cer_BS(d19:2/28:1)-H,730.67185,730.67185,352.28625,320.26005,310.27565,249.22295
Cer_BS(d19:2/28:2)-H,728.65625,728.65625,352.28625,320.26005,310.27565,249.22295
Cer_BS(d19:2/28:3)-H,726.64055,726.64055,352.28625,320.26005,310.27565,249.22295
Cer_BS(d19:2/28:4)-H,724.62495,724.62495,352.28625,320.26005,310.27565,249.22295
Cer_BS(d19:2/29:0)-H,746.70315,746.70315,352.28625,320.26005,310.27565,249.22295
Cer_BS(d19:2/29:1)-H,744.68755,744.68755,352.28625,320.26005,310.27565,249.22295
Cer_BS(d19:2/29:2)-H,742.67185,742.67185,352.28625,320.26005,310.27565,249.22295
Cer_BS(d19:2/29:3)-H,740.65625,740.65625,352.28625,320.26005,310.27565,249.22295
Cer_BS(d19:2/29:4)-H,738.64055,738.64055,352.28625,320.26005,310.27565,249.22295
Cer_BS(d19:2/30:0)-H,760.71885,760.71885,352.28625,320.26005,310.27565,249.22295
Cer_BS(d19:2/30:1)-H,758.70315,758.70315,352.28625,320.26005,310.27565,249.22295
Cer_BS(d19:2/30:2)-H,756.68755,756.68755,352.28625,320.26005,310.27565,249.22295
Cer_BS(d19:2/30:3)-H,754.67185,754.67185,352.28625,320.26005,310.27565,249.22295
Cer_BS(d19:2/30:4)-H,752.65625,752.65625,352.28625,320.26005,310.27565,249.22295
Cer_BS(d19:2/31:0)-H,774.73445,774.73445,352.28625,320.26005,310.27565,249.22295
Cer_BS(d19:2/31:1)-H,772.71885,772.71885,352.28625,320.26005,310.27565,249.22295
Cer_BS(d19:2/31:2)-H,770.70315,770.70315,352.28625,320.26005,310.27565,249.22295
Cer_BS(d19:2/31:3)-H,768.68755,768.68755,352.28625,320.26005,310.27565,249.22295
Cer_BS(d19:2/31:4)-H,766.67185,766.67185,352.28625,320.26005,310.27565,249.22295
Cer_BS(d19:2/32:0)-H,788.75015,788.75015,352.28625,320.26005,310.27565,249.22295
Cer_BS(d19:2/32:1)-H,786.73445,786.73445,352.28625,320.26005,310.27565,249.22295
Cer_BS(d19:2/32:2)-H,784.71885,784.71885,352.28625,320.26005,310.27565,249.22295
Cer_BS(d19:2/32:3)-H,782.70315,782.70315,352.28625,320.26005,310.27565,249.22295
Cer_BS(d19:2/32:4)-H,780.68755,780.68755,352.28625,320.26005,310.27565,249.22295
Cer_BS(d19:2/33:0)-H,802.76585,802.76585,352.28625,320.26005,310.27565,249.22295
Cer_BS(d19:2/33:1)-H,800.75015,800.75015,352.28625,320.26005,310.27565,249.22295
Cer_BS(d19:2/33:2)-H,798.73445,798.73445,352.28625,320.26005,310.27565,249.22295
Cer_BS(d19:2/33:3)-H,796.71885,796.71885,352.28625,320.26005,310.27565,249.22295
Cer_BS(d19:2/33:4)-H,794.70315,794.70315,352.28625,320.26005,310.27565,249.22295
Cer_BS(d19:2/34:0)-H,816.78145,816.78145,352.28625,320.26005,310.27565,249.22295
Cer_BS(d19:2/34:1)-H,814.76585,814.76585,352.28625,320.26005,310.27565,249.22295
Cer_BS(d19:2/34:2)-H,812.75015,812.75015,352.28625,320.26005,310.27565,249.22295
Cer_BS(d19:2/34:3)-H,810.73445,810.73445,352.28625,320.26005,310.27565,249.22295
Cer_BS(d19:2/34:4)-H,808.71885,808.71885,352.28625,320.26005,310.27565,249.22295
Cer_BS(d19:2/35:0)-H,830.79715,830.79715,352.28625,320.26005,310.27565,249.22295
Cer_BS(d19:2/35:1)-H,828.78145,828.78145,352.28625,320.26005,310.27565,249.22295
Cer_BS(d19:2/35:2)-H,826.76585,826.76585,352.28625,320.26005,310.27565,249.22295
Cer_BS(d19:2/35:3)-H,824.75015,824.75015,352.28625,320.26005,310.27565,249.22295
Cer_BS(d19:2/35:4)-H,822.73445,822.73445,352.28625,320.26005,310.27565,249.22295
Cer_BS(d19:2/36:0)-H,844.81275,844.81275,352.28625,320.26005,310.27565,249.22295
Cer_BS(d19:2/36:1)-H,842.79715,842.79715,352.28625,320.26005,310.27565,249.22295
Cer_BS(d19:2/36:2)-H,840.78145,840.78145,352.28625,320.26005,310.27565,249.22295
Cer_BS(d19:2/36:3)-H,838.76585,838.76585,352.28625,320.26005,310.27565,249.22295
Cer_BS(d19:2/36:4)-H,836.75015,836.75015,352.28625,320.26005,310.27565,249.22295
Cer_BS(d20:2/14:0)-H,550.48405,550.48405,366.30195,334.27565,324.29135,263.23855
Cer_BS(d20:2/14:1)-H,548.46845,548.46845,366.30195,334.27565,324.29135,263.23855
Cer_BS(d20:2/14:2)-H,546.45285,546.45285,366.30195,334.27565,324.29135,263.23855
Cer_BS(d20:2/14:3)-H,544.43715,544.43715,366.30195,334.27565,324.29135,263.23855
Cer_BS(d20:2/15:0)-H,564.49975,564.49975,366.30195,334.27565,324.29135,263.23855
Cer_BS(d20:2/15:1)-H,562.48405,562.48405,366.30195,334.27565,324.29135,263.23855
Cer_BS(d20:2/15:2)-H,560.46845,560.46845,366.30195,334.27565,324.29135,263.23855
Cer_BS(d20:2/15:3)-H,558.45285,558.45285,366.30195,334.27565,324.29135,263.23855
Cer_BS(d20:2/16:0)-H,578.51535,578.51535,366.30195,334.27565,324.29135,263.23855
Cer_BS(d20:2/16:1)-H,576.49975,576.49975,366.30195,334.27565,324.29135,263.23855
Cer_BS(d20:2/16:2)-H,574.48405,574.48405,366.30195,334.27565,324.29135,263.23855
Cer_BS(d20:2/16:3)-H,572.46845,572.46845,366.30195,334.27565,324.29135,263.23855
Cer_BS(d20:2/16:4)-H,570.45285,570.45285,366.30195,334.27565,324.29135,263.23855
Cer_BS(d20:2/17:0)-H,592.53105,592.53105,366.30195,334.27565,324.29135,263.23855
Cer_BS(d20:2/17:1)-H,590.51535,590.51535,366.30195,334.27565,324.29135,263.23855
Cer_BS(d20:2/17:2)-H,588.49975,588.49975,366.30195,334.27565,324.29135,263.23855
Cer_BS(d20:2/17:3)-H,586.48405,586.48405,366.30195,334.27565,324.29135,263.23855
Cer_BS(d20:2/18:0)-H,606.54665,606.54665,366.30195,334.27565,324.29135,263.23855
Cer_BS(d20:2/18:1)-H,604.53105,604.53105,366.30195,334.27565,324.29135,263.23855
Cer_BS(d20:2/18:2)-H,602.51535,602.51535,366.30195,334.27565,324.29135,263.23855
Cer_BS(d20:2/18:3)-H,600.49975,600.49975,366.30195,334.27565,324.29135,263.23855
Cer_BS(d20:2/18:4)-H,598.48405,598.48405,366.30195,334.27565,324.29135,263.23855
Cer_BS(d20:2/19:0)-H,620.56235,620.56235,366.30195,334.27565,324.29135,263.23855
Cer_BS(d20:2/19:1)-H,618.54665,618.54665,366.30195,334.27565,324.29135,263.23855
Cer_BS(d20:2/19:2)-H,616.53105,616.53105,366.30195,334.27565,324.29135,263.23855
Cer_BS(d20:2/19:3)-H,614.51535,614.51535,366.30195,334.27565,324.29135,263.23855
Cer_BS(d20:2/19:4)-H,612.49975,612.49975,366.30195,334.27565,324.29135,263.23855
Cer_BS(d20:2/20:0)-H,634.57805,634.57805,366.30195,334.27565,324.29135,263.23855
Cer_BS(d20:2/20:1)-H,632.56235,632.56235,366.30195,334.27565,324.29135,263.23855
Cer_BS(d20:2/20:2)-H,630.54665,630.54665,366.30195,334.27565,324.29135,263.23855
Cer_BS(d20:2/20:3)-H,628.53105,628.53105,366.30195,334.27565,324.29135,263.23855
Cer_BS(d20:2/20:4)-H,626.51535,626.51535,366.30195,334.27565,324.29135,263.23855
Cer_BS(d20:2/21:0)-H,648.59365,648.59365,366.30195,334.27565,324.29135,263.23855
Cer_BS(d20:2/21:1)-H,646.57805,646.57805,366.30195,334.27565,324.29135,263.23855
Cer_BS(d20:2/21:2)-H,644.56235,644.56235,366.30195,334.27565,324.29135,263.23855
Cer_BS(d20:2/21:3)-H,642.54665,642.54665,366.30195,334.27565,324.29135,263.23855
Cer_BS(d20:2/21:4)-H,640.53105,640.53105,366.30195,334.27565,324.29135,263.23855
Cer_BS(d20:2/22:0)-H,662.60935,662.60935,366.30195,334.27565,324.29135,263.23855
Cer_BS(d20:2/22:1)-H,660.59365,660.59365,366.30195,334.27565,324.29135,263.23855
Cer_BS(d20:2/22:2)-H,658.57805,658.57805,366.30195,334.27565,324.29135,263.23855
Cer_BS(d20:2/22:3)-H,656.56235,656.56235,366.30195,334.27565,324.29135,263.23855
Cer_BS(d20:2/22:4)-H,654.54665,654.54665,366.30195,334.27565,324.29135,263.23855
Cer_BS(d20:2/23:0)-H,676.62495,676.62495,366.30195,334.27565,324.29135,263.23855
Cer_BS(d20:2/23:1)-H,674.60935,674.60935,366.30195,334.27565,324.29135,263.23855
Cer_BS(d20:2/23:2)-H,672.59365,672.59365,366.30195,334.27565,324.29135,263.23855
Cer_BS(d20:2/23:3)-H,670.57805,670.57805,366.30195,334.27565,324.29135,263.23855
Cer_BS(d20:2/23:4)-H,668.56235,668.56235,366.30195,334.27565,324.29135,263.23855
Cer_BS(d20:2/24:0)-H,690.64055,690.64055,366.30195,334.27565,324.29135,263.23855
Cer_BS(d20:2/24:1)-H,688.62495,688.62495,366.30195,334.27565,324.29135,263.23855
Cer_BS(d20:2/24:2)-H,686.60935,686.60935,366.30195,334.27565,324.29135,263.23855
Cer_BS(d20:2/24:3)-H,684.59365,684.59365,366.30195,334.27565,324.29135,263.23855
Cer_BS(d20:2/24:4)-H,682.57805,682.57805,366.30195,334.27565,324.29135,263.23855
Cer_BS(d20:2/25:0)-H,704.65625,704.65625,366.30195,334.27565,324.29135,263.23855
Cer_BS(d20:2/25:1)-H,702.64055,702.64055,366.30195,334.27565,324.29135,263.23855
Cer_BS(d20:2/25:2)-H,700.62495,700.62495,366.30195,334.27565,324.29135,263.23855
Cer_BS(d20:2/25:3)-H,698.60935,698.60935,366.30195,334.27565,324.29135,263.23855
Cer_BS(d20:2/25:4)-H,696.59365,696.59365,366.30195,334.27565,324.29135,263.23855
Cer_BS(d20:2/26:0)-H,718.67185,718.67185,366.30195,334.27565,324.29135,263.23855
Cer_BS(d20:2/26:1)-H,716.65625,716.65625,366.30195,334.27565,324.29135,263.23855
Cer_BS(d20:2/26:2)-H,714.64055,714.64055,366.30195,334.27565,324.29135,263.23855
Cer_BS(d20:2/26:3)-H,712.62495,712.62495,366.30195,334.27565,324.29135,263.23855
Cer_BS(d20:2/26:4)-H,710.60935,710.60935,366.30195,334.27565,324.29135,263.23855
Cer_BS(d20:2/27:0)-H,732.68755,732.68755,366.30195,334.27565,324.29135,263.23855
Cer_BS(d20:2/27:1)-H,730.67185,730.67185,366.30195,334.27565,324.29135,263.23855
Cer_BS(d20:2/27:2)-H,728.65625,728.65625,366.30195,334.27565,324.29135,263.23855
Cer_BS(d20:2/27:3)-H,726.64055,726.64055,366.30195,334.27565,324.29135,263.23855
Cer_BS(d20:2/27:4)-H,724.62495,724.62495,366.30195,334.27565,324.29135,263.23855
Cer_BS(d20:2/28:0)-H,746.70315,746.70315,366.30195,334.27565,324.29135,263.23855
Cer_BS(d20:2/28:1)-H,744.68755,744.68755,366.30195,334.27565,324.29135,263.23855
Cer_BS(d20:2/28:2)-H,742.67185,742.67185,366.30195,334.27565,324.29135,263.23855
Cer_BS(d20:2/28:3)-H,740.65625,740.65625,366.30195,334.27565,324.29135,263.23855
Cer_BS(d20:2/28:4)-H,738.64055,738.64055,366.30195,334.27565,324.29135,263.23855
Cer_BS(d20:2/29:0)-H,760.71885,760.71885,366.30195,334.27565,324.29135,263.23855
Cer_BS(d20:2/29:1)-H,758.70315,758.70315,366.30195,334.27565,324.29135,263.23855
Cer_BS(d20:2/29:2)-H,756.68755,756.68755,366.30195,334.27565,324.29135,263.23855
Cer_BS(d20:2/29:3)-H,754.67185,754.67185,366.30195,334.27565,324.29135,263.23855
Cer_BS(d20:2/29:4)-H,752.65625,752.65625,366.30195,334.27565,324.29135,263.23855
Cer_BS(d20:2/30:0)-H,774.73445,774.73445,366.30195,334.27565,324.29135,263.23855
Cer_BS(d20:2/30:1)-H,772.71885,772.71885,366.30195,334.27565,324.29135,263.23855
Cer_BS(d20:2/30:2)-H,770.70315,770.70315,366.30195,334.27565,324.29135,263.23855
Cer_BS(d20:2/30:3)-H,768.68755,768.68755,366.30195,334.27565,324.29135,263.23855
Cer_BS(d20:2/30:4)-H,766.67185,766.67185,366.30195,334.27565,324.29135,263.23855
Cer_BS(d20:2/31:0)-H,788.75015,788.75015,366.30195,334.27565,324.29135,263.23855
Cer_BS(d20:2/31:1)-H,786.73445,786.73445,366.30195,334.27565,324.29135,263.23855
Cer_BS(d20:2/31:2)-H,784.71885,784.71885,366.30195,334.27565,324.29135,263.23855
Cer_BS(d20:2/31:3)-H,782.70315,782.70315,366.30195,334.27565,324.29135,263.23855
Cer_BS(d20:2/31:4)-H,780.68755,780.68755,366.30195,334.27565,324.29135,263.23855
Cer_BS(d20:2/32:0)-H,802.76585,802.76585,366.30195,334.27565,324.29135,263.23855
Cer_BS(d20:2/32:1)-H,800.75015,800.75015,366.30195,334.27565,324.29135,263.23855
Cer_BS(d20:2/32:2)-H,798.73445,798.73445,366.30195,334.27565,324.29135,263.23855
Cer_BS(d20:2/32:3)-H,796.71885,796.71885,366.30195,334.27565,324.29135,263.23855
Cer_BS(d20:2/32:4)-H,794.70315,794.70315,366.30195,334.27565,324.29135,263.23855
Cer_BS(d20:2/33:0)-H,816.78145,816.78145,366.30195,334.27565,324.29135,263.23855
Cer_BS(d20:2/33:1)-H,814.76585,814.76585,366.30195,334.27565,324.29135,263.23855
Cer_BS(d20:2/33:2)-H,812.75015,812.75015,366.30195,334.27565,324.29135,263.23855
Cer_BS(d20:2/33:3)-H,810.73445,810.73445,366.30195,334.27565,324.29135,263.23855
Cer_BS(d20:2/33:4)-H,808.71885,808.71885,366.30195,334.27565,324.29135,263.23855
Cer_BS(d20:2/34:0)-H,830.79715,830.79715,366.30195,334.27565,324.29135,263.23855
Cer_BS(d20:2/34:1)-H,828.78145,828.78145,366.30195,334.27565,324.29135,263.23855
Cer_BS(d20:2/34:2)-H,826.76585,826.76585,366.30195,334.27565,324.29135,263.23855
Cer_BS(d20:2/34:3)-H,824.75015,824.75015,366.30195,334.27565,324.29135,263.23855
Cer_BS(d20:2/34:4)-H,822.73445,822.73445,366.30195,334.27565,324.29135,263.23855
Cer_BS(d20:2/35:0)-H,844.81275,844.81275,366.30195,334.27565,324.29135,263.23855
Cer_BS(d20:2/35:1)-H,842.79715,842.79715,366.30195,334.27565,324.29135,263.23855
Cer_BS(d20:2/35:2)-H,840.78145,840.78145,366.30195,334.27565,324.29135,263.23855
Cer_BS(d20:2/35:3)-H,838.76585,838.76585,366.30195,334.27565,324.29135,263.23855
Cer_BS(d20:2/35:4)-H,836.75015,836.75015,366.30195,334.27565,324.29135,263.23855
