Cer_BS,[M-H]-,[M-H2O-H]-,[Sph+C2H2O-H]-,[Sph+C-H]-,[Sph-H5NO-H]-,[Sph-C2H7NO-H]-
Cer_BS(d19:1/28:1)-H,732.68755,714.67695,354.30195,324.29135,277.25425,251.23855
Cer_BS(d19:1/28:2)-H,730.67185,712.66135,354.30195,324.29135,277.25425,251.23855
Cer_BS(d19:1/28:3)-H,728.65625,710.64565,354.30195,324.29135,277.25425,251.23855
Cer_BS(d19:1/28:4)-H,726.64055,708.63005,354.30195,324.29135,277.25425,251.23855
Cer_BS(d19:1/29:0)-H,748.71885,730.70825,354.30195,324.29135,277.25425,251.23855
Cer_BS(d19:1/29:1)-H,746.70315,728.69265,354.30195,324.29135,277.25425,251.23855
Cer_BS(d19:1/29:2)-H,744.68755,726.67695,354.30195,324.29135,277.25425,251.23855
Cer_BS(d19:1/29:3)-H,742.67185,724.66135,354.30195,324.29135,277.25425,251.23855
Cer_BS(d19:1/29:4)-H,740.65625,722.64565,354.30195,324.29135,277.25425,251.23855
Cer_BS(d19:1/30:0)-H,762.73445,744.72395,354.30195,324.29135,277.25425,251.23855
Cer_BS(d19:1/30:1)-H,760.71885,742.70825,354.30195,324.29135,277.25425,251.23855
Cer_BS(d19:1/30:2)-H,758.70315,740.69265,354.30195,324.29135,277.25425,251.23855
Cer_BS(d19:1/30:3)-H,756.68755,738.67695,354.30195,324.29135,277.25425,251.23855
Cer_BS(d19:1/30:4)-H,754.67185,736.66135,354.30195,324.29135,277.25425,251.23855
Cer_BS(d19:1/31:0)-H,776.75015,758.73955,354.30195,324.29135,277.25425,251.23855
Cer_BS(d19:1/31:1)-H,774.73445,756.72395,354.30195,324.29135,277.25425,251.23855
Cer_BS(d19:1/31:2)-H,772.71885,754.70825,354.30195,324.29135,277.25425,251.23855
Cer_BS(d19:1/31:3)-H,770.70315,752.69265,354.30195,324.29135,277.25425,251.23855
Cer_BS(d19:1/31:4)-H,768.68755,750.67695,354.30195,324.29135,277.25425,251.23855
Cer_BS(d19:1/32:0)-H,790.76585,772.75525,354.30195,324.29135,277.25425,251.23855
Cer_BS(d19:1/32:1)-H,788.75015,770.73955,354.30195,324.29135,277.25425,251.23855
Cer_BS(d19:1/32:2)-H,786.73445,768.72395,354.30195,324.29135,277.25425,251.23855
Cer_BS(d19:1/32:3)-H,784.71885,766.70825,354.30195,324.29135,277.25425,251.23855
Cer_BS(d19:1/32:4)-H,782.70315,764.69265,354.30195,324.29135,277.25425,251.23855
Cer_BS(d19:1/33:0)-H,804.78145,786.77085,354.30195,324.29135,277.25425,251.23855
Cer_BS(d19:1/33:1)-H,802.76585,784.75525,354.30195,324.29135,277.25425,251.23855
Cer_BS(d19:1/33:2)-H,800.75015,782.73955,354.30195,324.29135,277.25425,251.23855
Cer_BS(d19:1/33:3)-H,798.73445,780.72395,354.30195,324.29135,277.25425,251.23855
Cer_BS(d19:1/33:4)-H,796.71885,778.70825,354.30195,324.29135,277.25425,251.23855
Cer_BS(d19:1/34:0)-H,818.79715,800.78645,354.30195,324.29135,277.25425,251.23855
Cer_BS(d19:1/34:1)-H,816.78145,798.77085,354.30195,324.29135,277.25425,251.23855
Cer_BS(d19:1/34:2)-H,814.76585,796.75525,354.30195,324.29135,277.25425,251.23855
Cer_BS(d19:1/34:3)-H,812.75015,794.73955,354.30195,324.29135,277.25425,251.23855
Cer_BS(d19:1/34:4)-H,810.73445,792.72395,354.30195,324.29135,277.25425,251.23855
Cer_BS(d19:1/35:0)-H,832.81275,814.80215,354.30195,324.29135,277.25425,251.23855
Cer_BS(d19:1/35:1)-H,830.79715,812.78645,354.30195,324.29135,277.25425,251.23855
Cer_BS(d19:1/35:2)-H,828.78145,810.77085,354.30195,324.29135,277.25425,251.23855
Cer_BS(d19:1/35:3)-H,826.76585,808.75525,354.30195,324.29135,277.25425,251.23855
Cer_BS(d19:1/35:4)-H,824.75015,806.73955,354.30195,324.29135,277.25425,251.23855
Cer_BS(d19:1/36:0)-H,846.82835,828.81785,354.30195,324.29135,277.25425,251.23855
Cer_BS(d19:1/36:1)-H,844.81275,826.80215,354.30195,324.29135,277.25425,251.23855
Cer_BS(d19:1/36:2)-H,842.79715,824.78645,354.30195,324.29135,277.25425,251.23855
Cer_BS(d19:1/36:3)-H,840.78145,822.77085,354.30195,324.29135,277.25425,251.23855
Cer_BS(d19:1/36:4)-H,838.76585,820.75525,354.30195,324.29135,277.25425,251.23855
Cer_BS(d20:1/14:0)-H,552.49975,534.48915,368.31755,338.30705,291.26985,265.25425
Cer_BS(d20:1/14:1)-H,550.48405,532.47355,368.31755,338.30705,291.26985,265.25425
Cer_BS(d20:1/14:2)-H,548.46845,530.45785,368.31755,338.30705,291.26985,265.25425
Cer_BS(d20:1/14:3)-H,546.45285,528.44225,368.31755,338.30705,291.26985,265.25425
Cer_BS(d20:1/15:0)-H,566.51535,548.50485,368.31755,338.30705,291.26985,265.25425
Cer_BS(d20:1/15:1)-H,564.49975,546.48915,368.31755,338.30705,291.26985,265.25425
Cer_BS(d20:1/15:2)-H,562.48405,544.47355,368.31755,338.30705,291.26985,265.25425
Cer_BS(d20:1/15:3)-H,560.46845,542.45785,368.31755,338.30705,291.26985,265.25425
Cer_BS(d20:1/16:0)-H,580.53105,562.52045,368.31755,338.30705,291.26985,265.25425
Cer_BS(d20:1/16:1)-H,578.51535,560.50485,368.31755,338.30705,291.26985,265.25425
Cer_BS(d20:1/16:2)-H,576.49975,558.48915,368.31755,338.30705,291.26985,265.25425
Cer_BS(d20:1/16:3)-H,574.48405,556.47355,368.31755,338.30705,291.26985,265.25425
Cer_BS(d20:1/16:4)-H,572.46845,554.45785,368.31755,338.30705,291.26985,265.25425
Cer_BS(d20:1/17:0)-H,594.54665,576.53615,368.31755,338.30705,291.26985,265.25425
Cer_BS(d20:1/17:1)-H,592.53105,574.52045,368.31755,338.30705,291.26985,265.25425
Cer_BS(d20:1/17:2)-H,590.51535,572.50485,368.31755,338.30705,291.26985,265.25425
Cer_BS(d20:1/17:3)-H,588.49975,570.48915,368.31755,338.30705,291.26985,265.25425
Cer_BS(d20:1/18:0)-H,608.56235,590.55175,368.31755,338.30705,291.26985,265.25425
Cer_BS(d20:1/18:1)-H,606.54665,588.53615,368.31755,338.30705,291.26985,265.25425
Cer_BS(d20:1/18:2)-H,604.53105,586.52045,368.31755,338.30705,291.26985,265.25425
Cer_BS(d20:1/18:3)-H,602.51535,584.50485,368.31755,338.30705,291.26985,265.25425
Cer_BS(d20:1/18:4)-H,600.49975,582.48915,368.31755,338.30705,291.26985,265.25425
Cer_BS(d20:1/19:0)-H,622.57805,604.56745,368.31755,338.30705,291.26985,265.25425
Cer_BS(d20:1/19:1)-H,620.56235,602.55175,368.31755,338.30705,291.26985,265.25425
Cer_BS(d20:1/19:2)-H,618.54665,600.53615,368.31755,338.30705,291.26985,265.25425
Cer_BS(d20:1/19:3)-H,616.53105,598.52045,368.31755,338.30705,291.26985,265.25425
Cer_BS(d20:1/19:4)-H,614.51535,596.50485,368.31755,338.30705,291.26985,265.25425
Cer_BS(d20:1/20:0)-H,636.59365,618.58305,368.31755,338.30705,291.26985,265.25425
Cer_BS(d20:1/20:1)-H,634.57805,616.56745,368.31755,338.30705,291.26985,265.25425
Cer_BS(d20:1/20:2)-H,632.56235,614.55175,368.31755,338.30705,291.26985,265.25425
Cer_BS(d20:1/20:3)-H,630.54665,612.53615,368.31755,338.30705,291.26985,265.25425
Cer_BS(d20:1/20:4)-H,628.53105,610.52045,368.31755,338.30705,291.26985,265.25425
Cer_BS(d20:1/21:0)-H,650.60935,632.59865,368.31755,338.30705,291.26985,265.25425
Cer_BS(d20:1/21:1)-H,648.59365,630.58305,368.31755,338.30705,291.26985,265.25425
Cer_BS(d20:1/21:2)-H,646.57805,628.56745,368.31755,338.30705,291.26985,265.25425
Cer_BS(d20:1/21:3)-H,644.56235,626.55175,368.31755,338.30705,291.26985,265.25425
Cer_BS(d20:1/21:4)-H,642.54665,624.53615,368.31755,338.30705,291.26985,265.25425
Cer_BS(d20:1/22:0)-H,664.62495,646.61435,368.31755,338.30705,291.26985,265.25425
Cer_BS(d20:1/22:1)-H,662.60935,644.59865,368.31755,338.30705,291.26985,265.25425
Cer_BS(d20:1/22:2)-H,660.59365,642.58305,368.31755,338.30705,291.26985,265.25425
Cer_BS(d20:1/22:3)-H,658.57805,640.56745,368.31755,338.30705,291.26985,265.25425
Cer_BS(d20:1/22:4)-H,656.56235,638.55175,368.31755,338.30705,291.26985,265.25425
Cer_BS(d20:1/23:0)-H,678.64055,660.63005,368.31755,338.30705,291.26985,265.25425
Cer_BS(d20:1/23:1)-H,676.62495,658.61435,368.31755,338.30705,291.26985,265.25425
Cer_BS(d20:1/23:2)-H,674.60935,656.59865,368.31755,338.30705,291.26985,265.25425
Cer_BS(d20:1/23:3)-H,672.59365,654.58305,368.31755,338.30705,291.26985,265.25425
Cer_BS(d20:1/23:4)-H,670.57805,652.56745,368.31755,338.30705,291.26985,265.25425
Cer_BS(d20:1/24:0)-H,692.65625,674.64565,368.31755,338.30705,291.26985,265.25425
Cer_BS(d20:1/24:1)-H,690.64055,672.63005,368.31755,338.30705,291.26985,265.25425
Cer_BS(d20:1/24:2)-H,688.62495,670.61435,368.31755,338.30705,291.26985,265.25425
Cer_BS(d20:1/24:3)-H,686.60935,668.59865,368.31755,338.30705,291.26985,265.25425
Cer_BS(d20:1/24:4)-H,684.59365,666.58305,368.31755,338.30705,291.26985,265.25425
Cer_BS(d20:1/25:0)-H,706.67185,688.66135,368.31755,338.30705,291.26985,265.25425
Cer_BS(d20:1/25:1)-H,704.65625,686.64565,368.31755,338.30705,291.26985,265.25425
Cer_BS(d20:1/25:2)-H,702.64055,684.63005,368.31755,338.30705,291.26985,265.25425
Cer_BS(d20:1/25:3)-H,700.62495,682.61435,368.31755,338.30705,291.26985,265.25425
Cer_BS(d20:1/25:4)-H,698.60935,680.59865,368.31755,338.30705,291.26985,265.25425
Cer_BS(d20:1/26:0)-H,720.68755,702.67695,368.31755,338.30705,291.26985,265.25425
Cer_BS(d20:1/26:1)-H,718.67185,700.66135,368.31755,338.30705,291.26985,265.25425
Cer_BS(d20:1/26:2)-H,716.65625,698.64565,368.31755,338.30705,291.26985,265.25425
Cer_BS(d20:1/26:3)-H,714.64055,696.63005,368.31755,338.30705,291.26985,265.25425
Cer_BS(d20:1/26:4)-H,712.62495,694.61435,368.31755,338.30705,291.26985,265.25425
Cer_BS(d20:1/27:0)-H,734.70315,716.69265,368.31755,338.30705,291.26985,265.25425
Cer_BS(d20:1/27:1)-H,732.68755,714.67695,368.31755,338.30705,291.26985,265.25425
Cer_BS(d20:1/27:2)-H,730.67185,712.66135,368.31755,338.30705,291.26985,265.25425
Cer_BS(d20:1/27:3)-H,728.65625,710.64565,368.31755,338.30705,291.26985,265.25425
Cer_BS(d20:1/27:4)-H,726.64055,708.63005,368.31755,338.30705,291.26985,265.25425
Cer_BS(d20:1/28:0)-H,748.71885,730.70825,368.31755,338.30705,291.26985,265.25425
Cer_BS(d20:1/28:1)-H,746.70315,728.69265,368.31755,338.30705,291.26985,265.25425
Cer_BS(d20:1/28:2)-H,744.68755,726.67695,368.31755,338.30705,291.26985,265.25425
Cer_BS(d20:1/28:3)-H,742.67185,724.66135,368.31755,338.30705,291.26985,265.25425
Cer_BS(d20:1/28:4)-H,740.65625,722.64565,368.31755,338.30705,291.26985,265.25425
Cer_BS(d20:1/29:0)-H,762.73445,744.72395,368.31755,338.30705,291.26985,265.25425
Cer_BS(d20:1/29:1)-H,760.71885,742.70825,368.31755,338.30705,291.26985,265.25425
Cer_BS(d20:1/29:2)-H,758.70315,740.69265,368.31755,338.30705,291.26985,265.25425
Cer_BS(d20:1/29:3)-H,756.68755,738.67695,368.31755,338.30705,291.26985,265.25425
Cer_BS(d20:1/29:4)-H,754.67185,736.66135,368.31755,338.30705,291.26985,265.25425
Cer_BS(d20:1/30:0)-H,776.75015,758.73955,368.31755,338.30705,291.26985,265.25425
Cer_BS(d20:1/30:1)-H,774.73445,756.72395,368.31755,338.30705,291.26985,265.25425
Cer_BS(d20:1/30:2)-H,772.71885,754.70825,368.31755,338.30705,291.26985,265.25425
Cer_BS(d20:1/30:3)-H,770.70315,752.69265,368.31755,338.30705,291.26985,265.25425
Cer_BS(d20:1/30:4)-H,768.68755,750.67695,368.31755,338.30705,291.26985,265.25425
Cer_BS(d20:1/31:0)-H,790.76585,772.75525,368.31755,338.30705,291.26985,265.25425
Cer_BS(d20:1/31:1)-H,788.75015,770.73955,368.31755,338.30705,291.26985,265.25425
Cer_BS(d20:1/31:2)-H,786.73445,768.72395,368.31755,338.30705,291.26985,265.25425
Cer_BS(d20:1/31:3)-H,784.71885,766.70825,368.31755,338.30705,291.26985,265.25425
Cer_BS(d20:1/31:4)-H,782.70315,764.69265,368.31755,338.30705,291.26985,265.25425
Cer_BS(d20:1/32:0)-H,804.78145,786.77085,368.31755,338.30705,291.26985,265.25425
Cer_BS(d20:1/32:1)-H,802.76585,784.75525,368.31755,338.30705,291.26985,265.25425
Cer_BS(d20:1/32:2)-H,800.75015,782.73955,368.31755,338.30705,291.26985,265.25425
Cer_BS(d20:1/32:3)-H,798.73445,780.72395,368.31755,338.30705,291.26985,265.25425
Cer_BS(d20:1/32:4)-H,796.71885,778.70825,368.31755,338.30705,291.26985,265.25425
Cer_BS(d20:1/33:0)-H,818.79715,800.78645,368.31755,338.30705,291.26985,265.25425
Cer_BS(d20:1/33:1)-H,816.78145,798.77085,368.31755,338.30705,291.26985,265.25425
Cer_BS(d20:1/33:2)-H,814.76585,796.75525,368.31755,338.30705,291.26985,265.25425
Cer_BS(d20:1/33:3)-H,812.75015,794.73955,368.31755,338.30705,291.26985,265.25425
Cer_BS(d20:1/33:4)-H,810.73445,792.72395,368.31755,338.30705,291.26985,265.25425
Cer_BS(d20:1/34:0)-H,832.81275,814.80215,368.31755,338.30705,291.26985,265.25425
Cer_BS(d20:1/34:1)-H,830.79715,812.78645,368.31755,338.30705,291.26985,265.25425
Cer_BS(d20:1/34:2)-H,828.78145,810.77085,368.31755,338.30705,291.26985,265.25425
Cer_BS(d20:1/34:3)-H,826.76585,808.75525,368.31755,338.30705,291.26985,265.25425
Cer_BS(d20:1/34:4)-H,824.75015,806.73955,368.31755,338.30705,291.26985,265.25425
Cer_BS(d20:1/35:0)-H,846.82835,828.81785,368.31755,338.30705,291.26985,265.25425
Cer_BS(d20:1/35:1)-H,844.81275,826.80215,368.31755,338.30705,291.26985,265.25425
Cer_BS(d20:1/35:2)-H,842.79715,824.78645,368.31755,338.30705,291.26985,265.25425
Cer_BS(d20:1/35:3)-H,840.78145,822.77085,368.31755,338.30705,291.26985,265.25425
Cer_BS(d20:1/35:4)-H,838.76585,820.75525,368.31755,338.30705,291.26985,265.25425
Cer_BS(d20:1/36:0)-H,860.84405,842.83345,368.31755,338.30705,291.26985,265.25425
Cer_BS(d20:1/36:1)-H,858.82835,840.81785,368.31755,338.30705,291.26985,265.25425
Cer_BS(d20:1/36:2)-H,856.81275,838.80215,368.31755,338.30705,291.26985,265.25425
Cer_BS(d20:1/36:3)-H,854.79715,836.78645,368.31755,338.30705,291.26985,265.25425
Cer_BS(d20:1/36:4)-H,852.78145,834.77085,368.31755,338.30705,291.26985,265.25425
Cer_BS(d21:1/14:0)-H,566.51535,548.50485,382.33325,352.32265,305.28555,279.26985
Cer_BS(d21:1/14:1)-H,564.49975,546.48915,382.33325,352.32265,305.28555,279.26985
Cer_BS(d21:1/14:2)-H,562.48405,544.47355,382.33325,352.32265,305.28555,279.26985
Cer_BS(d21:1/14:3)-H,560.46845,542.45785,382.33325,352.32265,305.28555,279.26985
Cer_BS(d21:1/15:0)-H,580.53105,562.52045,382.33325,352.32265,305.28555,279.26985
Cer_BS(d21:1/15:1)-H,578.51535,560.50485,382.33325,352.32265,305.28555,279.26985
Cer_BS(d21:1/15:2)-H,576.49975,558.48915,382.33325,352.32265,305.28555,279.26985
Cer_BS(d21:1/15:3)-H,574.48405,556.47355,382.33325,352.32265,305.28555,279.26985
Cer_BS(d21:1/16:0)-H,594.54665,576.53615,382.33325,352.32265,305.28555,279.26985
Cer_BS(d21:1/16:1)-H,592.53105,574.52045,382.33325,352.32265,305.28555,279.26985
Cer_BS(d21:1/16:2)-H,590.51535,572.50485,382.33325,352.32265,305.28555,279.26985
Cer_BS(d21:1/16:3)-H,588.49975,570.48915,382.33325,352.32265,305.28555,279.26985
Cer_BS(d21:1/16:4)-H,586.48405,568.47355,382.33325,352.32265,305.28555,279.26985
Cer_BS(d21:1/17:0)-H,608.56235,590.55175,382.33325,352.32265,305.28555,279.26985
Cer_BS(d21:1/17:1)-H,606.54665,588.53615,382.33325,352.32265,305.28555,279.26985
Cer_BS(d21:1/17:2)-H,604.53105,586.52045,382.33325,352.32265,305.28555,279.26985
Cer_BS(d21:1/17:3)-H,602.51535,584.50485,382.33325,352.32265,305.28555,279.26985
Cer_BS(d21:1/18:0)-H,622.57805,604.56745,382.33325,352.32265,305.28555,279.26985
Cer_BS(d21:1/18:1)-H,620.56235,602.55175,382.33325,352.32265,305.28555,279.26985
Cer_BS(d21:1/18:2)-H,618.54665,600.53615,382.33325,352.32265,305.28555,279.26985
Cer_BS(d21:1/18:3)-H,616.53105,598.52045,382.33325,352.32265,305.28555,279.26985
Cer_BS(d21:1/18:4)-H,614.51535,596.50485,382.33325,352.32265,305.28555,279.26985
Cer_BS(d21:1/19:0)-H,636.59365,618.58305,382.33325,352.32265,305.28555,279.26985
Cer_BS(d21:1/19:1)-H,634.57805,616.56745,382.33325,352.32265,305.28555,279.26985
Cer_BS(d21:1/19:2)-H,632.56235,614.55175,382.33325,352.32265,305.28555,279.26985
Cer_BS(d21:1/19:3)-H,630.54665,612.53615,382.33325,352.32265,305.28555,279.26985
Cer_BS(d21:1/19:4)-H,628.53105,610.52045,382.33325,352.32265,305.28555,279.26985
Cer_BS(d21:1/20:0)-H,650.60935,632.59865,382.33325,352.32265,305.28555,279.26985
Cer_BS(d21:1/20:1)-H,648.59365,630.58305,382.33325,352.32265,305.28555,279.26985
Cer_BS(d21:1/20:2)-H,646.57805,628.56745,382.33325,352.32265,305.28555,279.26985
Cer_BS(d21:1/20:3)-H,644.56235,626.55175,382.33325,352.32265,305.28555,279.26985
Cer_BS(d21:1/20:4)-H,642.54665,624.53615,382.33325,352.32265,305.28555,279.26985
Cer_BS(d21:1/21:0)-H,664.62495,646.61435,382.33325,352.32265,305.28555,279.26985
Cer_BS(d21:1/21:1)-H,662.60935,644.59865,382.33325,352.32265,305.28555,279.26985
Cer_BS(d21:1/21:2)-H,660.59365,642.58305,382.33325,352.32265,305.28555,279.26985
Cer_BS(d21:1/21:3)-H,658.57805,640.56745,382.33325,352.32265,305.28555,279.26985
Cer_BS(d21:1/21:4)-H,656.56235,638.55175,382.33325,352.32265,305.28555,279.26985
Cer_BS(d21:1/22:0)-H,678.64055,660.63005,382.33325,352.32265,305.28555,279.26985
Cer_BS(d21:1/22:1)-H,676.62495,658.61435,382.33325,352.32265,305.28555,279.26985
Cer_BS(d21:1/22:2)-H,674.60935,656.59865,382.33325,352.32265,305.28555,279.26985
Cer_BS(d21:1/22:3)-H,672.59365,654.58305,382.33325,352.32265,305.28555,279.26985
Cer_BS(d21:1/22:4)-H,670.57805,652.56745,382.33325,352.32265,305.28555,279.26985
Cer_BS(d21:1/23:0)-H,692.65625,674.64565,382.33325,352.32265,305.28555,279.26985
Cer_BS(d21:1/23:1)-H,690.64055,672.63005,382.33325,352.32265,305.28555,279.26985
Cer_BS(d21:1/23:2)-H,688.62495,670.61435,382.33325,352.32265,305.28555,279.26985
Cer_BS(d21:1/23:3)-H,686.60935,668.59865,382.33325,352.32265,305.28555,279.26985
Cer_BS(d21:1/23:4)-H,684.59365,666.58305,382.33325,352.32265,305.28555,279.26985
Cer_BS(d21:1/24:0)-H,706.67185,688.66135,382.33325,352.32265,305.28555,279.26985
Cer_BS(d21:1/24:1)-H,704.65625,686.64565,382.33325,352.32265,305.28555,279.26985
Cer_BS(d21:1/24:2)-H,702.64055,684.63005,382.33325,352.32265,305.28555,279.26985
Cer_BS(d21:1/24:3)-H,700.62495,682.61435,382.33325,352.32265,305.28555,279.26985
Cer_BS(d21:1/24:4)-H,698.60935,680.59865,382.33325,352.32265,305.28555,279.26985
Cer_BS(d21:1/25:0)-H,720.68755,702.67695,382.33325,352.32265,305.28555,279.26985
Cer_BS(d21:1/25:1)-H,718.67185,700.66135,382.33325,352.32265,305.28555,279.26985
Cer_BS(d21:1/25:2)-H,716.65625,698.64565,382.33325,352.32265,305.28555,279.26985
Cer_BS(d21:1/25:3)-H,714.64055,696.63005,382.33325,352.32265,305.28555,279.26985
Cer_BS(d21:1/25:4)-H,712.62495,694.61435,382.33325,352.32265,305.28555,279.26985
Cer_BS(d21:1/26:0)-H,734.70315,716.69265,382.33325,352.32265,305.28555,279.26985
Cer_BS(d21:1/26:1)-H,732.68755,714.67695,382.33325,352.32265,305.28555,279.26985
Cer_BS(d21:1/26:2)-H,730.67185,712.66135,382.33325,352.32265,305.28555,279.26985
Cer_BS(d21:1/26:3)-H,728.65625,710.64565,382.33325,352.32265,305.28555,279.26985
Cer_BS(d21:1/26:4)-H,726.64055,708.63005,382.33325,352.32265,305.28555,279.26985
Cer_BS(d21:1/27:0)-H,748.71885,730.70825,382.33325,352.32265,305.28555,279.26985
Cer_BS(d21:1/27:1)-H,746.70315,728.69265,382.33325,352.32265,305.28555,279.26985
Cer_BS(d21:1/27:2)-H,744.68755,726.67695,382.33325,352.32265,305.28555,279.26985
Cer_BS(d21:1/27:3)-H,742.67185,724.66135,382.33325,352.32265,305.28555,279.26985
Cer_BS(d21:1/27:4)-H,740.65625,722.64565,382.33325,352.32265,305.28555,279.26985
Cer_BS(d21:1/28:0)-H,762.73445,744.72395,382.33325,352.32265,305.28555,279.26985
Cer_BS(d21:1/28:1)-H,760.71885,742.70825,382.33325,352.32265,305.28555,279.26985
Cer_BS(d21:1/28:2)-H,758.70315,740.69265,382.33325,352.32265,305.28555,279.26985
Cer_BS(d21:1/28:3)-H,756.68755,738.67695,382.33325,352.32265,305.28555,279.26985
Cer_BS(d21:1/28:4)-H,754.67185,736.66135,382.33325,352.32265,305.28555,279.26985
Cer_BS(d21:1/29:0)-H,776.75015,758.73955,382.33325,352.32265,305.28555,279.26985
Cer_BS(d21:1/29:1)-H,774.73445,756.72395,382.33325,352.32265,305.28555,279.26985
Cer_BS(d21:1/29:2)-H,772.71885,754.70825,382.33325,352.32265,305.28555,279.26985
Cer_BS(d21:1/29:3)-H,770.70315,752.69265,382.33325,352.32265,305.28555,279.26985
Cer_BS(d21:1/29:4)-H,768.68755,750.67695,382.33325,352.32265,305.28555,279.26985
Cer_BS(d21:1/30:0)-H,790.76585,772.75525,382.33325,352.32265,305.28555,279.26985
Cer_BS(d21:1/30:1)-H,788.75015,770.73955,382.33325,352.32265,305.28555,279.26985
Cer_BS(d21:1/30:2)-H,786.73445,768.72395,382.33325,352.32265,305.28555,279.26985
Cer_BS(d21:1/30:3)-H,784.71885,766.70825,382.33325,352.32265,305.28555,279.26985
Cer_BS(d21:1/30:4)-H,782.70315,764.69265,382.33325,352.32265,305.28555,279.26985
Cer_BS(d21:1/31:0)-H,804.78145,786.77085,382.33325,352.32265,305.28555,279.26985
Cer_BS(d21:1/31:1)-H,802.76585,784.75525,382.33325,352.32265,305.28555,279.26985
Cer_BS(d21:1/31:2)-H,800.75015,782.73955,382.33325,352.32265,305.28555,279.26985
Cer_BS(d21:1/31:3)-H,798.73445,780.72395,382.33325,352.32265,305.28555,279.26985
Cer_BS(d21:1/31:4)-H,796.71885,778.70825,382.33325,352.32265,305.28555,279.26985
Cer_BS(d21:1/32:0)-H,818.79715,800.78645,382.33325,352.32265,305.28555,279.26985
Cer_BS(d21:1/32:1)-H,816.78145,798.77085,382.33325,352.32265,305.28555,279.26985
Cer_BS(d21:1/32:2)-H,814.76585,796.75525,382.33325,352.32265,305.28555,279.26985
Cer_BS(d21:1/32:3)-H,812.75015,794.73955,382.33325,352.32265,305.28555,279.26985
Cer_BS(d21:1/32:4)-H,810.73445,792.72395,382.33325,352.32265,305.28555,279.26985
Cer_BS(d21:1/33:0)-H,832.81275,814.80215,382.33325,352.32265,305.28555,279.26985
Cer_BS(d21:1/33:1)-H,830.79715,812.78645,382.33325,352.32265,305.28555,279.26985
Cer_BS(d21:1/33:2)-H,828.78145,810.77085,382.33325,352.32265,305.28555,279.26985
Cer_BS(d21:1/33:3)-H,826.76585,808.75525,382.33325,352.32265,305.28555,279.26985
Cer_BS(d21:1/33:4)-H,824.75015,806.73955,382.33325,352.32265,305.28555,279.26985
Cer_BS(d21:1/34:0)-H,846.82835,828.81785,382.33325,352.32265,305.28555,279.26985
Cer_BS(d21:1/34:1)-H,844.81275,826.80215,382.33325,352.32265,305.28555,279.26985
Cer_BS(d21:1/34:2)-H,842.79715,824.78645,382.33325,352.32265,305.28555,279.26985
Cer_BS(d21:1/34:3)-H,840.78145,822.77085,382.33325,352.32265,305.28555,279.26985
Cer_BS(d21:1/34:4)-H,838.76585,820.75525,382.33325,352.32265,305.28555,279.26985
Cer_BS(d21:1/35:0)-H,860.84405,842.83345,382.33325,352.32265,305.28555,279.26985
Cer_BS(d21:1/35:1)-H,858.82835,840.81785,382.33325,352.32265,305.28555,279.26985
Cer_BS(d21:1/35:2)-H,856.81275,838.80215,382.33325,352.32265,305.28555,279.26985
Cer_BS(d21:1/35:3)-H,854.79715,836.78645,382.33325,352.32265,305.28555,279.26985
Cer_BS(d21:1/35:4)-H,852.78145,834.77085,382.33325,352.32265,305.28555,279.26985
Cer_BS(d21:1/36:0)-H,874.85965,856.84915,382.33325,352.32265,305.28555,279.26985
Cer_BS(d21:1/36:1)-H,872.84405,854.83345,382.33325,352.32265,305.28555,279.26985
Cer_BS(d21:1/36:2)-H,870.82835,852.81785,382.33325,352.32265,305.28555,279.26985
Cer_BS(d21:1/36:3)-H,868.81275,850.80215,382.33325,352.32265,305.28555,279.26985
Cer_BS(d21:1/36:4)-H,866.79715,848.78645,382.33325,352.32265,305.28555,279.26985
Cer_BS(d22:1/14:0)-H,580.53105,562.52045,396.34885,366.33835,319.30115,293.28555
Cer_BS(d22:1/14:1)-H,578.51535,560.50485,396.34885,366.33835,319.30115,293.28555
Cer_BS(d22:1/14:2)-H,576.49975,558.48915,396.34885,366.33835,319.30115,293.28555
Cer_BS(d22:1/14:3)-H,574.48405,556.47355,396.34885,366.33835,319.30115,293.28555
Cer_BS(d22:1/15:0)-H,594.54665,576.53615,396.34885,366.33835,319.30115,293.28555
Cer_BS(d22:1/15:1)-H,592.53105,574.52045,396.34885,366.33835,319.30115,293.28555
Cer_BS(d22:1/15:2)-H,590.51535,572.50485,396.34885,366.33835,319.30115,293.28555
Cer_BS(d22:1/15:3)-H,588.49975,570.48915,396.34885,366.33835,319.30115,293.28555
Cer_BS(d22:1/16:0)-H,608.56235,590.55175,396.34885,366.33835,319.30115,293.28555
Cer_BS(d22:1/16:1)-H,606.54665,588.53615,396.34885,366.33835,319.30115,293.28555
Cer_BS(d22:1/16:2)-H,604.53105,586.52045,396.34885,366.33835,319.30115,293.28555
Cer_BS(d22:1/16:3)-H,602.51535,584.50485,396.34885,366.33835,319.30115,293.28555
Cer_BS(d22:1/16:4)-H,600.49975,582.48915,396.34885,366.33835,319.30115,293.28555
Cer_BS(d22:1/17:0)-H,622.57805,604.56745,396.34885,366.33835,319.30115,293.28555
Cer_BS(d22:1/17:1)-H,620.56235,602.55175,396.34885,366.33835,319.30115,293.28555
Cer_BS(d22:1/17:2)-H,618.54665,600.53615,396.34885,366.33835,319.30115,293.28555
