Plasmenyl-PC,[M+C2H3O2]-,NL_CH3&C2H3O2,NL_Choline&C2H3O2,NL_T2Ketene&CH3&C2H3O2,NL_T2RCOOH&CH3&C2H3O2,NL_T2RCOOH_Choline_C2H3O2,GlyceroPC_NLCH3&H2O,T2_RCOO-,PC_NLCH3, Glycerol-3-phosphate_NLH2O,H2PO4-,PO3-
Plasmenyl-PC(P-22:1/24:0)+C2H3O2,970.7846,896.74782,825.67432,546.39295,528.38239,457.3089,224.06881,367.35815,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-22:1/24:1)+C2H3O2,968.769,894.73222,823.65872,546.39295,528.38239,457.3089,224.06881,365.34255,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-22:1/25:0)+C2H3O2,984.8003,910.76352,839.69002,546.39295,528.38239,457.3089,224.06881,381.37385,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-22:1/26:0)+C2H3O2,998.8159,924.77912,853.70562,546.39295,528.38239,457.3089,224.06881,395.38945,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:0/8:0)+C2H3O2,776.5811,702.54432,631.47082,576.43985,558.42929,487.3558,224.06881,143.10775,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:0/10:0)+C2H3O2,804.6124,730.57562,659.50212,576.43985,558.42929,487.3558,224.06881,171.13905,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:0/12:0)+C2H3O2,832.6437,758.60692,687.53342,576.43985,558.42929,487.3558,224.06881,199.17035,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:0/13:0)+C2H3O2,846.6594,772.62262,701.54912,576.43985,558.42929,487.3558,224.06881,213.18605,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:0/14:0)+C2H3O2,860.675,786.63822,715.56472,576.43985,558.42929,487.3558,224.06881,227.20165,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:0/14:1)+C2H3O2,858.6594,784.62262,713.54912,576.43985,558.42929,487.3558,224.06881,225.18605,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:0/15:0)+C2H3O2,874.6907,800.65392,729.58042,576.43985,558.42929,487.3558,224.06881,241.21735,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:0/15:1)+C2H3O2,872.675,798.63822,727.56472,576.43985,558.42929,487.3558,224.06881,239.20165,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:0/16:0)+C2H3O2,888.7063,814.66952,743.59602,576.43985,558.42929,487.3558,224.06881,255.23295,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:0/16:1)+C2H3O2,886.6907,812.65392,741.58042,576.43985,558.42929,487.3558,224.06881,253.21735,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:0/17:0)+C2H3O2,902.722,828.68522,757.61172,576.43985,558.42929,487.3558,224.06881,269.24865,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:0/17:1)+C2H3O2,900.7063,826.66952,755.59602,576.43985,558.42929,487.3558,224.06881,267.23295,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:0/17:2)+C2H3O2,898.6907,824.65392,753.58042,576.43985,558.42929,487.3558,224.06881,265.21735,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:0/18:0)+C2H3O2,916.7376,842.70082,771.62732,576.43985,558.42929,487.3558,224.06881,283.26425,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:0/18:1)+C2H3O2,914.722,840.68522,769.61172,576.43985,558.42929,487.3558,224.06881,281.24865,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:0/18:2)+C2H3O2,912.7063,838.66952,767.59602,576.43985,558.42929,487.3558,224.06881,279.23295,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:0/18:3)+C2H3O2,910.6907,836.65392,765.58042,576.43985,558.42929,487.3558,224.06881,277.21735,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:0/18:4)+C2H3O2,908.675,834.63822,763.56472,576.43985,558.42929,487.3558,224.06881,275.20165,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:0/19:0)+C2H3O2,930.7533,856.71652,785.64302,576.43985,558.42929,487.3558,224.06881,297.27995,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:0/20:0)+C2H3O2,944.7689,870.73212,799.65862,576.43985,558.42929,487.3558,224.06881,311.29555,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:0/20:1)+C2H3O2,942.7533,868.71652,797.64302,576.43985,558.42929,487.3558,224.06881,309.27995,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:0/20:2)+C2H3O2,940.7376,866.70082,795.62732,576.43985,558.42929,487.3558,224.06881,307.26425,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:0/20:3)+C2H3O2,938.722,864.68522,793.61172,576.43985,558.42929,487.3558,224.06881,305.24865,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:0/20:4)+C2H3O2,936.7063,862.66952,791.59602,576.43985,558.42929,487.3558,224.06881,303.23295,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:0/20:5)+C2H3O2,934.6907,860.65392,789.58042,576.43985,558.42929,487.3558,224.06881,301.21735,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:0/21:0)+C2H3O2,958.7846,884.74782,813.67432,576.43985,558.42929,487.3558,224.06881,325.31125,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:0/22:0)+C2H3O2,972.8002,898.76342,827.68992,576.43985,558.42929,487.3558,224.06881,339.32685,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:0/22:1)+C2H3O2,970.7846,896.74782,825.67432,576.43985,558.42929,487.3558,224.06881,337.31125,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:0/22:2)+C2H3O2,968.7689,894.73212,823.65862,576.43985,558.42929,487.3558,224.06881,335.29555,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:0/22:3)+C2H3O2,966.7533,892.71652,821.64302,576.43985,558.42929,487.3558,224.06881,333.27995,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:0/22:4)+C2H3O2,964.7376,890.70082,819.62732,576.43985,558.42929,487.3558,224.06881,331.26425,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:0/22:5)+C2H3O2,962.722,888.68522,817.61172,576.43985,558.42929,487.3558,224.06881,329.24865,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:0/22:6)+C2H3O2,960.7063,886.66952,815.59602,576.43985,558.42929,487.3558,224.06881,327.23295,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:0/23:0)+C2H3O2,986.8159,912.77912,841.70562,576.43985,558.42929,487.3558,224.06881,353.34255,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:0/24:0)+C2H3O2,1000.8315,926.79472,855.72122,576.43985,558.42929,487.3558,224.06881,367.35815,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:0/24:1)+C2H3O2,998.8159,924.77912,853.70562,576.43985,558.42929,487.3558,224.06881,365.34255,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:0/25:0)+C2H3O2,1014.8472,940.81042,869.73692,576.43985,558.42929,487.3558,224.06881,381.37385,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:0/26:0)+C2H3O2,1028.8628,954.82602,883.75252,576.43985,558.42929,487.3558,224.06881,395.38945,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:1/8:0)+C2H3O2,774.5655,700.52872,629.45522,574.42425,556.41369,485.3402,224.06881,143.10775,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:1/10:0)+C2H3O2,802.5968,728.56002,657.48652,574.42425,556.41369,485.3402,224.06881,171.13905,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:1/12:0)+C2H3O2,830.6281,756.59132,685.51782,574.42425,556.41369,485.3402,224.06881,199.17035,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:1/13:0)+C2H3O2,844.6438,770.60702,699.53352,574.42425,556.41369,485.3402,224.06881,213.18605,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:1/14:0)+C2H3O2,858.6594,784.62262,713.54912,574.42425,556.41369,485.3402,224.06881,227.20165,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:1/14:1)+C2H3O2,856.6438,782.60702,711.53352,574.42425,556.41369,485.3402,224.06881,225.18605,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:1/15:0)+C2H3O2,872.6751,798.63832,727.56482,574.42425,556.41369,485.3402,224.06881,241.21735,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:1/15:1)+C2H3O2,870.6594,796.62262,725.54912,574.42425,556.41369,485.3402,224.06881,239.20165,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:1/16:0)+C2H3O2,886.6907,812.65392,741.58042,574.42425,556.41369,485.3402,224.06881,255.23295,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:1/16:1)+C2H3O2,884.6751,810.63832,739.56482,574.42425,556.41369,485.3402,224.06881,253.21735,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:1/17:0)+C2H3O2,900.7064,826.66962,755.59612,574.42425,556.41369,485.3402,224.06881,269.24865,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:1/17:1)+C2H3O2,898.6907,824.65392,753.58042,574.42425,556.41369,485.3402,224.06881,267.23295,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:1/17:2)+C2H3O2,896.6751,822.63832,751.56482,574.42425,556.41369,485.3402,224.06881,265.21735,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:1/18:0)+C2H3O2,914.722,840.68522,769.61172,574.42425,556.41369,485.3402,224.06881,283.26425,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:1/18:1)+C2H3O2,912.7064,838.66962,767.59612,574.42425,556.41369,485.3402,224.06881,281.24865,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:1/18:2)+C2H3O2,910.6907,836.65392,765.58042,574.42425,556.41369,485.3402,224.06881,279.23295,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:1/18:3)+C2H3O2,908.6751,834.63832,763.56482,574.42425,556.41369,485.3402,224.06881,277.21735,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:1/18:4)+C2H3O2,906.6594,832.62262,761.54912,574.42425,556.41369,485.3402,224.06881,275.20165,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:1/19:0)+C2H3O2,928.7377,854.70092,783.62742,574.42425,556.41369,485.3402,224.06881,297.27995,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:1/20:0)+C2H3O2,942.7533,868.71652,797.64302,574.42425,556.41369,485.3402,224.06881,311.29555,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:1/20:1)+C2H3O2,940.7377,866.70092,795.62742,574.42425,556.41369,485.3402,224.06881,309.27995,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:1/20:2)+C2H3O2,938.722,864.68522,793.61172,574.42425,556.41369,485.3402,224.06881,307.26425,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:1/20:3)+C2H3O2,936.7064,862.66962,791.59612,574.42425,556.41369,485.3402,224.06881,305.24865,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:1/20:4)+C2H3O2,934.6907,860.65392,789.58042,574.42425,556.41369,485.3402,224.06881,303.23295,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:1/20:5)+C2H3O2,932.6751,858.63832,787.56482,574.42425,556.41369,485.3402,224.06881,301.21735,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:1/21:0)+C2H3O2,956.769,882.73222,811.65872,574.42425,556.41369,485.3402,224.06881,325.31125,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:1/22:0)+C2H3O2,970.7846,896.74782,825.67432,574.42425,556.41369,485.3402,224.06881,339.32685,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:1/22:1)+C2H3O2,968.769,894.73222,823.65872,574.42425,556.41369,485.3402,224.06881,337.31125,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:1/22:2)+C2H3O2,966.7533,892.71652,821.64302,574.42425,556.41369,485.3402,224.06881,335.29555,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:1/22:3)+C2H3O2,964.7377,890.70092,819.62742,574.42425,556.41369,485.3402,224.06881,333.27995,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:1/22:4)+C2H3O2,962.722,888.68522,817.61172,574.42425,556.41369,485.3402,224.06881,331.26425,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:1/22:5)+C2H3O2,960.7064,886.66962,815.59612,574.42425,556.41369,485.3402,224.06881,329.24865,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:1/22:6)+C2H3O2,958.6907,884.65392,813.58042,574.42425,556.41369,485.3402,224.06881,327.23295,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:1/23:0)+C2H3O2,984.8003,910.76352,839.69002,574.42425,556.41369,485.3402,224.06881,353.34255,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:1/24:0)+C2H3O2,998.8159,924.77912,853.70562,574.42425,556.41369,485.3402,224.06881,367.35815,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:1/24:1)+C2H3O2,996.8003,922.76352,851.69002,574.42425,556.41369,485.3402,224.06881,365.34255,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:1/25:0)+C2H3O2,1012.8316,938.79482,867.72132,574.42425,556.41369,485.3402,224.06881,381.37385,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:1/26:0)+C2H3O2,1026.8472,952.81042,881.73692,574.42425,556.41369,485.3402,224.06881,395.38945,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:2/8:0)+C2H3O2,772.5499,698.51312,627.43962,572.40865,554.39809,483.3246,224.06881,143.10775,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:2/10:0)+C2H3O2,800.5812,726.54442,655.47092,572.40865,554.39809,483.3246,224.06881,171.13905,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:2/12:0)+C2H3O2,828.6125,754.57572,683.50222,572.40865,554.39809,483.3246,224.06881,199.17035,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:2/13:0)+C2H3O2,842.6282,768.59142,697.51792,572.40865,554.39809,483.3246,224.06881,213.18605,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:2/14:0)+C2H3O2,856.6438,782.60702,711.53352,572.40865,554.39809,483.3246,224.06881,227.20165,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:2/14:1)+C2H3O2,854.6282,780.59142,709.51792,572.40865,554.39809,483.3246,224.06881,225.18605,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:2/15:0)+C2H3O2,870.6595,796.62272,725.54922,572.40865,554.39809,483.3246,224.06881,241.21735,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:2/15:1)+C2H3O2,868.6438,794.60702,723.53352,572.40865,554.39809,483.3246,224.06881,239.20165,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:2/16:0)+C2H3O2,884.6751,810.63832,739.56482,572.40865,554.39809,483.3246,224.06881,255.23295,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:2/16:1)+C2H3O2,882.6595,808.62272,737.54922,572.40865,554.39809,483.3246,224.06881,253.21735,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:2/17:0)+C2H3O2,898.6908,824.65402,753.58052,572.40865,554.39809,483.3246,224.06881,269.24865,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:2/17:1)+C2H3O2,896.6751,822.63832,751.56482,572.40865,554.39809,483.3246,224.06881,267.23295,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:2/17:2)+C2H3O2,894.6595,820.62272,749.54922,572.40865,554.39809,483.3246,224.06881,265.21735,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:2/18:0)+C2H3O2,912.7064,838.66962,767.59612,572.40865,554.39809,483.3246,224.06881,283.26425,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:2/18:1)+C2H3O2,910.6908,836.65402,765.58052,572.40865,554.39809,483.3246,224.06881,281.24865,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:2/18:2)+C2H3O2,908.6751,834.63832,763.56482,572.40865,554.39809,483.3246,224.06881,279.23295,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:2/18:3)+C2H3O2,906.6595,832.62272,761.54922,572.40865,554.39809,483.3246,224.06881,277.21735,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:2/18:4)+C2H3O2,904.6438,830.60702,759.53352,572.40865,554.39809,483.3246,224.06881,275.20165,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:2/19:0)+C2H3O2,926.7221,852.68532,781.61182,572.40865,554.39809,483.3246,224.06881,297.27995,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:2/20:0)+C2H3O2,940.7377,866.70092,795.62742,572.40865,554.39809,483.3246,224.06881,311.29555,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:2/20:1)+C2H3O2,938.7221,864.68532,793.61182,572.40865,554.39809,483.3246,224.06881,309.27995,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:2/20:2)+C2H3O2,936.7064,862.66962,791.59612,572.40865,554.39809,483.3246,224.06881,307.26425,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:2/20:3)+C2H3O2,934.6908,860.65402,789.58052,572.40865,554.39809,483.3246,224.06881,305.24865,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:2/20:4)+C2H3O2,932.6751,858.63832,787.56482,572.40865,554.39809,483.3246,224.06881,303.23295,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:2/20:5)+C2H3O2,930.6595,856.62272,785.54922,572.40865,554.39809,483.3246,224.06881,301.21735,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:2/21:0)+C2H3O2,954.7534,880.71662,809.64312,572.40865,554.39809,483.3246,224.06881,325.31125,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:2/22:0)+C2H3O2,968.769,894.73222,823.65872,572.40865,554.39809,483.3246,224.06881,339.32685,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:2/22:1)+C2H3O2,966.7534,892.71662,821.64312,572.40865,554.39809,483.3246,224.06881,337.31125,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:2/22:2)+C2H3O2,964.7377,890.70092,819.62742,572.40865,554.39809,483.3246,224.06881,335.29555,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:2/22:3)+C2H3O2,962.7221,888.68532,817.61182,572.40865,554.39809,483.3246,224.06881,333.27995,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:2/22:4)+C2H3O2,960.7064,886.66962,815.59612,572.40865,554.39809,483.3246,224.06881,331.26425,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:2/22:5)+C2H3O2,958.6908,884.65402,813.58052,572.40865,554.39809,483.3246,224.06881,329.24865,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:2/22:6)+C2H3O2,956.6751,882.63832,811.56482,572.40865,554.39809,483.3246,224.06881,327.23295,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:2/23:0)+C2H3O2,982.7847,908.74792,837.67442,572.40865,554.39809,483.3246,224.06881,353.34255,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:2/24:0)+C2H3O2,996.8003,922.76352,851.69002,572.40865,554.39809,483.3246,224.06881,367.35815,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:2/24:1)+C2H3O2,994.7847,920.74792,849.67442,572.40865,554.39809,483.3246,224.06881,365.34255,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:2/25:0)+C2H3O2,1010.816,936.77922,865.70572,572.40865,554.39809,483.3246,224.06881,381.37385,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:2/26:0)+C2H3O2,1024.8316,950.79482,879.72132,572.40865,554.39809,483.3246,224.06881,395.38945,168.04314,152.99586,96.96964,78.95852
