GlcCer_NS,[M+H]+,[M-C6H10O5+H]+,[M-Hex-H2O+H]+,[M-Hex-2H2O+H]+,[Sph-H2O+H]+,[Sph-2H2O+H]+,[FAA+H]+,[Sph-CH4O2+H]+
GlcCer_NS(d17:2/14:1)+H,654.49442,492.44162,474.43102,456.42052,266.2478,248.2373,226.21654,236.2373
GlcCer_NS(d17:2/14:2)+H,652.47876,490.42596,472.41536,454.40486,266.2478,248.2373,224.20088,236.2373
GlcCer_NS(d17:2/14:3)+H,650.4631,488.4103,470.3997,452.3892,266.2478,248.2373,222.18522,236.2373
GlcCer_NS(d17:2/15:0)+H,670.52574,508.47294,490.46234,472.45184,266.2478,248.2373,242.24786,236.2373
GlcCer_NS(d17:2/15:1)+H,668.51008,506.45728,488.44668,470.43618,266.2478,248.2373,240.2322,236.2373
GlcCer_NS(d17:2/15:2)+H,666.49442,504.44162,486.43102,468.42052,266.2478,248.2373,238.21654,236.2373
GlcCer_NS(d17:2/15:3)+H,664.47876,502.42596,484.41536,466.40486,266.2478,248.2373,236.20088,236.2373
GlcCer_NS(d17:2/16:0)+H,684.5414,522.4886,504.478,486.4675,266.2478,248.2373,256.26352,236.2373
GlcCer_NS(d17:2/16:1)+H,682.52574,520.47294,502.46234,484.45184,266.2478,248.2373,254.24786,236.2373
GlcCer_NS(d17:2/16:2)+H,680.51008,518.45728,500.44668,482.43618,266.2478,248.2373,252.2322,236.2373
GlcCer_NS(d17:2/16:3)+H,678.49442,516.44162,498.43102,480.42052,266.2478,248.2373,250.21654,236.2373
GlcCer_NS(d17:2/16:4)+H,676.47876,514.42596,496.41536,478.40486,266.2478,248.2373,248.20088,236.2373
GlcCer_NS(d17:2/17:0)+H,698.55706,536.50426,518.49366,500.48316,266.2478,248.2373,270.27918,236.2373
GlcCer_NS(d17:2/17:1)+H,696.5414,534.4886,516.478,498.4675,266.2478,248.2373,268.26352,236.2373
GlcCer_NS(d17:2/17:2)+H,694.52574,532.47294,514.46234,496.45184,266.2478,248.2373,266.24786,236.2373
GlcCer_NS(d17:2/17:3)+H,692.51008,530.45728,512.44668,494.43618,266.2478,248.2373,264.2322,236.2373
GlcCer_NS(d17:2/18:0)+H,712.57272,550.51992,532.50932,514.49882,266.2478,248.2373,284.29484,236.2373
GlcCer_NS(d17:2/18:1)+H,710.55706,548.50426,530.49366,512.48316,266.2478,248.2373,282.27918,236.2373
GlcCer_NS(d17:2/18:2)+H,708.5414,546.4886,528.478,510.4675,266.2478,248.2373,280.26352,236.2373
GlcCer_NS(d17:2/18:3)+H,706.52574,544.47294,526.46234,508.45184,266.2478,248.2373,278.24786,236.2373
GlcCer_NS(d17:2/18:4)+H,704.51008,542.45728,524.44668,506.43618,266.2478,248.2373,276.2322,236.2373
GlcCer_NS(d17:2/19:0)+H,726.58838,564.53558,546.52498,528.51448,266.2478,248.2373,298.3105,236.2373
GlcCer_NS(d17:2/19:1)+H,724.57272,562.51992,544.50932,526.49882,266.2478,248.2373,296.29484,236.2373
GlcCer_NS(d17:2/19:2)+H,722.55706,560.50426,542.49366,524.48316,266.2478,248.2373,294.27918,236.2373
GlcCer_NS(d17:2/19:3)+H,720.5414,558.4886,540.478,522.4675,266.2478,248.2373,292.26352,236.2373
GlcCer_NS(d17:2/19:4)+H,718.52574,556.47294,538.46234,520.45184,266.2478,248.2373,290.24786,236.2373
GlcCer_NS(d17:2/20:0)+H,740.60404,578.55124,560.54064,542.53014,266.2478,248.2373,312.32616,236.2373
GlcCer_NS(d17:2/20:1)+H,738.58838,576.53558,558.52498,540.51448,266.2478,248.2373,310.3105,236.2373
GlcCer_NS(d17:2/20:2)+H,736.57272,574.51992,556.50932,538.49882,266.2478,248.2373,308.29484,236.2373
GlcCer_NS(d17:2/20:3)+H,734.55706,572.50426,554.49366,536.48316,266.2478,248.2373,306.27918,236.2373
GlcCer_NS(d17:2/20:4)+H,732.5414,570.4886,552.478,534.4675,266.2478,248.2373,304.26352,236.2373
GlcCer_NS(d17:2/21:0)+H,754.6197,592.5669,574.5563,556.5458,266.2478,248.2373,326.34182,236.2373
GlcCer_NS(d17:2/21:1)+H,752.60404,590.55124,572.54064,554.53014,266.2478,248.2373,324.32616,236.2373
GlcCer_NS(d17:2/21:2)+H,750.58838,588.53558,570.52498,552.51448,266.2478,248.2373,322.3105,236.2373
GlcCer_NS(d17:2/21:3)+H,748.57272,586.51992,568.50932,550.49882,266.2478,248.2373,320.29484,236.2373
GlcCer_NS(d17:2/21:4)+H,746.55706,584.50426,566.49366,548.48316,266.2478,248.2373,318.27918,236.2373
GlcCer_NS(d17:2/22:0)+H,768.63536,606.58256,588.57196,570.56146,266.2478,248.2373,340.35748,236.2373
GlcCer_NS(d17:2/22:1)+H,766.6197,604.5669,586.5563,568.5458,266.2478,248.2373,338.34182,236.2373
GlcCer_NS(d17:2/22:2)+H,764.60404,602.55124,584.54064,566.53014,266.2478,248.2373,336.32616,236.2373
GlcCer_NS(d17:2/22:3)+H,762.58838,600.53558,582.52498,564.51448,266.2478,248.2373,334.3105,236.2373
GlcCer_NS(d17:2/22:4)+H,760.57272,598.51992,580.50932,562.49882,266.2478,248.2373,332.29484,236.2373
GlcCer_NS(d17:2/23:0)+H,782.65102,620.59822,602.58762,584.57712,266.2478,248.2373,354.37314,236.2373
GlcCer_NS(d17:2/23:1)+H,780.63536,618.58256,600.57196,582.56146,266.2478,248.2373,352.35748,236.2373
GlcCer_NS(d17:2/23:2)+H,778.6197,616.5669,598.5563,580.5458,266.2478,248.2373,350.34182,236.2373
GlcCer_NS(d17:2/23:3)+H,776.60404,614.55124,596.54064,578.53014,266.2478,248.2373,348.32616,236.2373
GlcCer_NS(d17:2/23:4)+H,774.58838,612.53558,594.52498,576.51448,266.2478,248.2373,346.3105,236.2373
GlcCer_NS(d17:2/24:0)+H,796.66668,634.61388,616.60328,598.59278,266.2478,248.2373,368.3888,236.2373
GlcCer_NS(d17:2/24:1)+H,794.65102,632.59822,614.58762,596.57712,266.2478,248.2373,366.37314,236.2373
GlcCer_NS(d17:2/24:2)+H,792.63536,630.58256,612.57196,594.56146,266.2478,248.2373,364.35748,236.2373
GlcCer_NS(d17:2/24:3)+H,790.6197,628.5669,610.5563,592.5458,266.2478,248.2373,362.34182,236.2373
GlcCer_NS(d17:2/24:4)+H,788.60404,626.55124,608.54064,590.53014,266.2478,248.2373,360.32616,236.2373
GlcCer_NS(d17:2/25:0)+H,810.68234,648.62954,630.61894,612.60844,266.2478,248.2373,382.40446,236.2373
GlcCer_NS(d17:2/25:1)+H,808.66668,646.61388,628.60328,610.59278,266.2478,248.2373,380.3888,236.2373
GlcCer_NS(d17:2/25:2)+H,806.65102,644.59822,626.58762,608.57712,266.2478,248.2373,378.37314,236.2373
GlcCer_NS(d17:2/25:3)+H,804.63536,642.58256,624.57196,606.56146,266.2478,248.2373,376.35748,236.2373
GlcCer_NS(d17:2/25:4)+H,802.6197,640.5669,622.5563,604.5458,266.2478,248.2373,374.34182,236.2373
GlcCer_NS(d17:2/26:0)+H,824.698,662.6452,644.6346,626.6241,266.2478,248.2373,396.42012,236.2373
GlcCer_NS(d17:2/26:1)+H,822.68234,660.62954,642.61894,624.60844,266.2478,248.2373,394.40446,236.2373
GlcCer_NS(d17:2/26:2)+H,820.66668,658.61388,640.60328,622.59278,266.2478,248.2373,392.3888,236.2373
GlcCer_NS(d17:2/26:3)+H,818.65102,656.59822,638.58762,620.57712,266.2478,248.2373,390.37314,236.2373
GlcCer_NS(d17:2/26:4)+H,816.63536,654.58256,636.57196,618.56146,266.2478,248.2373,388.35748,236.2373
GlcCer_NS(d17:2/27:0)+H,838.71366,676.66086,658.65026,640.63976,266.2478,248.2373,410.43578,236.2373
GlcCer_NS(d17:2/27:1)+H,836.698,674.6452,656.6346,638.6241,266.2478,248.2373,408.42012,236.2373
GlcCer_NS(d17:2/27:2)+H,834.68234,672.62954,654.61894,636.60844,266.2478,248.2373,406.40446,236.2373
GlcCer_NS(d17:2/27:3)+H,832.66668,670.61388,652.60328,634.59278,266.2478,248.2373,404.3888,236.2373
GlcCer_NS(d17:2/27:4)+H,830.65102,668.59822,650.58762,632.57712,266.2478,248.2373,402.37314,236.2373
GlcCer_NS(d17:2/28:0)+H,852.72932,690.67652,672.66592,654.65542,266.2478,248.2373,424.45144,236.2373
GlcCer_NS(d17:2/28:1)+H,850.71366,688.66086,670.65026,652.63976,266.2478,248.2373,422.43578,236.2373
GlcCer_NS(d17:2/28:2)+H,848.698,686.6452,668.6346,650.6241,266.2478,248.2373,420.42012,236.2373
GlcCer_NS(d17:2/28:3)+H,846.68234,684.62954,666.61894,648.60844,266.2478,248.2373,418.40446,236.2373
GlcCer_NS(d17:2/28:4)+H,844.66668,682.61388,664.60328,646.59278,266.2478,248.2373,416.3888,236.2373
GlcCer_NS(d17:2/29:0)+H,866.74498,704.69218,686.68158,668.67108,266.2478,248.2373,438.4671,236.2373
GlcCer_NS(d17:2/29:1)+H,864.72932,702.67652,684.66592,666.65542,266.2478,248.2373,436.45144,236.2373
GlcCer_NS(d17:2/29:2)+H,862.71366,700.66086,682.65026,664.63976,266.2478,248.2373,434.43578,236.2373
GlcCer_NS(d17:2/29:3)+H,860.698,698.6452,680.6346,662.6241,266.2478,248.2373,432.42012,236.2373
GlcCer_NS(d17:2/29:4)+H,858.68234,696.62954,678.61894,660.60844,266.2478,248.2373,430.40446,236.2373
GlcCer_NS(d17:2/30:0)+H,880.76064,718.70784,700.69724,682.68674,266.2478,248.2373,452.48276,236.2373
GlcCer_NS(d17:2/30:1)+H,878.74498,716.69218,698.68158,680.67108,266.2478,248.2373,450.4671,236.2373
GlcCer_NS(d17:2/30:2)+H,876.72932,714.67652,696.66592,678.65542,266.2478,248.2373,448.45144,236.2373
GlcCer_NS(d17:2/30:3)+H,874.71366,712.66086,694.65026,676.63976,266.2478,248.2373,446.43578,236.2373
GlcCer_NS(d17:2/30:4)+H,872.698,710.6452,692.6346,674.6241,266.2478,248.2373,444.42012,236.2373
GlcCer_NS(d17:2/31:0)+H,894.7763,732.7235,714.7129,696.7024,266.2478,248.2373,466.49842,236.2373
GlcCer_NS(d17:2/31:1)+H,892.76064,730.70784,712.69724,694.68674,266.2478,248.2373,464.48276,236.2373
GlcCer_NS(d17:2/31:2)+H,890.74498,728.69218,710.68158,692.67108,266.2478,248.2373,462.4671,236.2373
GlcCer_NS(d17:2/31:3)+H,888.72932,726.67652,708.66592,690.65542,266.2478,248.2373,460.45144,236.2373
GlcCer_NS(d17:2/31:4)+H,886.71366,724.66086,706.65026,688.63976,266.2478,248.2373,458.43578,236.2373
GlcCer_NS(d17:2/32:0)+H,908.79196,746.73916,728.72856,710.71806,266.2478,248.2373,480.51408,236.2373
GlcCer_NS(d17:2/32:1)+H,906.7763,744.7235,726.7129,708.7024,266.2478,248.2373,478.49842,236.2373
GlcCer_NS(d17:2/32:2)+H,904.76064,742.70784,724.69724,706.68674,266.2478,248.2373,476.48276,236.2373
GlcCer_NS(d17:2/32:3)+H,902.74498,740.69218,722.68158,704.67108,266.2478,248.2373,474.4671,236.2373
GlcCer_NS(d17:2/32:4)+H,900.72932,738.67652,720.66592,702.65542,266.2478,248.2373,472.45144,236.2373
GlcCer_NS(d17:2/33:0)+H,922.80762,760.75482,742.74422,724.73372,266.2478,248.2373,494.52974,236.2373
GlcCer_NS(d17:2/33:1)+H,920.79196,758.73916,740.72856,722.71806,266.2478,248.2373,492.51408,236.2373
GlcCer_NS(d17:2/33:2)+H,918.7763,756.7235,738.7129,720.7024,266.2478,248.2373,490.49842,236.2373
GlcCer_NS(d17:2/33:3)+H,916.76064,754.70784,736.69724,718.68674,266.2478,248.2373,488.48276,236.2373
GlcCer_NS(d17:2/33:4)+H,914.74498,752.69218,734.68158,716.67108,266.2478,248.2373,486.4671,236.2373
GlcCer_NS(d17:2/34:0)+H,936.82328,774.77048,756.75988,738.74938,266.2478,248.2373,508.5454,236.2373
GlcCer_NS(d17:2/34:1)+H,934.80762,772.75482,754.74422,736.73372,266.2478,248.2373,506.52974,236.2373
GlcCer_NS(d17:2/34:2)+H,932.79196,770.73916,752.72856,734.71806,266.2478,248.2373,504.51408,236.2373
GlcCer_NS(d17:2/34:3)+H,930.7763,768.7235,750.7129,732.7024,266.2478,248.2373,502.49842,236.2373
GlcCer_NS(d17:2/34:4)+H,928.76064,766.70784,748.69724,730.68674,266.2478,248.2373,500.48276,236.2373
GlcCer_NS(d17:2/35:0)+H,950.83894,788.78614,770.77554,752.76504,266.2478,248.2373,522.56106,236.2373
GlcCer_NS(d17:2/35:1)+H,948.82328,786.77048,768.75988,750.74938,266.2478,248.2373,520.5454,236.2373
GlcCer_NS(d17:2/35:2)+H,946.80762,784.75482,766.74422,748.73372,266.2478,248.2373,518.52974,236.2373
GlcCer_NS(d17:2/35:3)+H,944.79196,782.73916,764.72856,746.71806,266.2478,248.2373,516.51408,236.2373
GlcCer_NS(d17:2/35:4)+H,942.7763,780.7235,762.7129,744.7024,266.2478,248.2373,514.49842,236.2373
GlcCer_NS(d17:2/36:0)+H,964.8546,802.8018,784.7912,766.7807,266.2478,248.2373,536.57672,236.2373
GlcCer_NS(d17:2/36:1)+H,962.83894,800.78614,782.77554,764.76504,266.2478,248.2373,534.56106,236.2373
GlcCer_NS(d17:2/36:2)+H,960.82328,798.77048,780.75988,762.74938,266.2478,248.2373,532.5454,236.2373
GlcCer_NS(d17:2/36:3)+H,958.80762,796.75482,778.74422,760.73372,266.2478,248.2373,530.52974,236.2373
GlcCer_NS(d17:2/36:4)+H,956.79196,794.73916,776.72856,758.71806,266.2478,248.2373,528.51408,236.2373
GlcCer_NS(d18:2/14:0)+H,670.52574,508.47294,490.46234,472.45184,280.26346,262.25296,228.2322,250.25296
GlcCer_NS(d18:2/14:1)+H,668.51008,506.45728,488.44668,470.43618,280.26346,262.25296,226.21654,250.25296
GlcCer_NS(d18:2/14:2)+H,666.49442,504.44162,486.43102,468.42052,280.26346,262.25296,224.20088,250.25296
GlcCer_NS(d18:2/14:3)+H,664.47876,502.42596,484.41536,466.40486,280.26346,262.25296,222.18522,250.25296
GlcCer_NS(d18:2/15:0)+H,684.5414,522.4886,504.478,486.4675,280.26346,262.25296,242.24786,250.25296
GlcCer_NS(d18:2/15:1)+H,682.52574,520.47294,502.46234,484.45184,280.26346,262.25296,240.2322,250.25296
GlcCer_NS(d18:2/15:2)+H,680.51008,518.45728,500.44668,482.43618,280.26346,262.25296,238.21654,250.25296
GlcCer_NS(d18:2/15:3)+H,678.49442,516.44162,498.43102,480.42052,280.26346,262.25296,236.20088,250.25296
GlcCer_NS(d18:2/16:0)+H,698.55706,536.50426,518.49366,500.48316,280.26346,262.25296,256.26352,250.25296
GlcCer_NS(d18:2/16:1)+H,696.5414,534.4886,516.478,498.4675,280.26346,262.25296,254.24786,250.25296
GlcCer_NS(d18:2/16:2)+H,694.52574,532.47294,514.46234,496.45184,280.26346,262.25296,252.2322,250.25296
GlcCer_NS(d18:2/16:3)+H,692.51008,530.45728,512.44668,494.43618,280.26346,262.25296,250.21654,250.25296
GlcCer_NS(d18:2/16:4)+H,690.49442,528.44162,510.43102,492.42052,280.26346,262.25296,248.20088,250.25296
GlcCer_NS(d18:2/17:0)+H,712.57272,550.51992,532.50932,514.49882,280.26346,262.25296,270.27918,250.25296
GlcCer_NS(d18:2/17:1)+H,710.55706,548.50426,530.49366,512.48316,280.26346,262.25296,268.26352,250.25296
GlcCer_NS(d18:2/17:2)+H,708.5414,546.4886,528.478,510.4675,280.26346,262.25296,266.24786,250.25296
GlcCer_NS(d18:2/17:3)+H,706.52574,544.47294,526.46234,508.45184,280.26346,262.25296,264.2322,250.25296
GlcCer_NS(d18:2/18:0)+H,726.58838,564.53558,546.52498,528.51448,280.26346,262.25296,284.29484,250.25296
GlcCer_NS(d18:2/18:1)+H,724.57272,562.51992,544.50932,526.49882,280.26346,262.25296,282.27918,250.25296
GlcCer_NS(d18:2/18:2)+H,722.55706,560.50426,542.49366,524.48316,280.26346,262.25296,280.26352,250.25296
GlcCer_NS(d18:2/18:3)+H,720.5414,558.4886,540.478,522.4675,280.26346,262.25296,278.24786,250.25296
GlcCer_NS(d18:2/18:4)+H,718.52574,556.47294,538.46234,520.45184,280.26346,262.25296,276.2322,250.25296
GlcCer_NS(d18:2/19:0)+H,740.60404,578.55124,560.54064,542.53014,280.26346,262.25296,298.3105,250.25296
GlcCer_NS(d18:2/19:1)+H,738.58838,576.53558,558.52498,540.51448,280.26346,262.25296,296.29484,250.25296
GlcCer_NS(d18:2/19:2)+H,736.57272,574.51992,556.50932,538.49882,280.26346,262.25296,294.27918,250.25296
GlcCer_NS(d18:2/19:3)+H,734.55706,572.50426,554.49366,536.48316,280.26346,262.25296,292.26352,250.25296
GlcCer_NS(d18:2/19:4)+H,732.5414,570.4886,552.478,534.4675,280.26346,262.25296,290.24786,250.25296
GlcCer_NS(d18:2/20:0)+H,754.6197,592.5669,574.5563,556.5458,280.26346,262.25296,312.32616,250.25296
GlcCer_NS(d18:2/20:1)+H,752.60404,590.55124,572.54064,554.53014,280.26346,262.25296,310.3105,250.25296
GlcCer_NS(d18:2/20:2)+H,750.58838,588.53558,570.52498,552.51448,280.26346,262.25296,308.29484,250.25296
GlcCer_NS(d18:2/20:3)+H,748.57272,586.51992,568.50932,550.49882,280.26346,262.25296,306.27918,250.25296
GlcCer_NS(d18:2/20:4)+H,746.55706,584.50426,566.49366,548.48316,280.26346,262.25296,304.26352,250.25296
GlcCer_NS(d18:2/21:0)+H,768.63536,606.58256,588.57196,570.56146,280.26346,262.25296,326.34182,250.25296
GlcCer_NS(d18:2/21:1)+H,766.6197,604.5669,586.5563,568.5458,280.26346,262.25296,324.32616,250.25296
GlcCer_NS(d18:2/21:2)+H,764.60404,602.55124,584.54064,566.53014,280.26346,262.25296,322.3105,250.25296
GlcCer_NS(d18:2/21:3)+H,762.58838,600.53558,582.52498,564.51448,280.26346,262.25296,320.29484,250.25296
GlcCer_NS(d18:2/21:4)+H,760.57272,598.51992,580.50932,562.49882,280.26346,262.25296,318.27918,250.25296
GlcCer_NS(d18:2/22:0)+H,782.65102,620.59822,602.58762,584.57712,280.26346,262.25296,340.35748,250.25296
GlcCer_NS(d18:2/22:1)+H,780.63536,618.58256,600.57196,582.56146,280.26346,262.25296,338.34182,250.25296
GlcCer_NS(d18:2/22:2)+H,778.6197,616.5669,598.5563,580.5458,280.26346,262.25296,336.32616,250.25296
GlcCer_NS(d18:2/22:3)+H,776.60404,614.55124,596.54064,578.53014,280.26346,262.25296,334.3105,250.25296
GlcCer_NS(d18:2/22:4)+H,774.58838,612.53558,594.52498,576.51448,280.26346,262.25296,332.29484,250.25296
GlcCer_NS(d18:2/23:0)+H,796.66668,634.61388,616.60328,598.59278,280.26346,262.25296,354.37314,250.25296
GlcCer_NS(d18:2/23:1)+H,794.65102,632.59822,614.58762,596.57712,280.26346,262.25296,352.35748,250.25296
GlcCer_NS(d18:2/23:2)+H,792.63536,630.58256,612.57196,594.56146,280.26346,262.25296,350.34182,250.25296
GlcCer_NS(d18:2/23:3)+H,790.6197,628.5669,610.5563,592.5458,280.26346,262.25296,348.32616,250.25296
GlcCer_NS(d18:2/23:4)+H,788.60404,626.55124,608.54064,590.53014,280.26346,262.25296,346.3105,250.25296
GlcCer_NS(d18:2/24:0)+H,810.68234,648.62954,630.61894,612.60844,280.26346,262.25296,368.3888,250.25296
GlcCer_NS(d18:2/24:1)+H,808.66668,646.61388,628.60328,610.59278,280.26346,262.25296,366.37314,250.25296
GlcCer_NS(d18:2/24:2)+H,806.65102,644.59822,626.58762,608.57712,280.26346,262.25296,364.35748,250.25296
GlcCer_NS(d18:2/24:3)+H,804.63536,642.58256,624.57196,606.56146,280.26346,262.25296,362.34182,250.25296
GlcCer_NS(d18:2/24:4)+H,802.6197,640.5669,622.5563,604.5458,280.26346,262.25296,360.32616,250.25296
GlcCer_NS(d18:2/25:0)+H,824.698,662.6452,644.6346,626.6241,280.26346,262.25296,382.40446,250.25296
GlcCer_NS(d18:2/25:1)+H,822.68234,660.62954,642.61894,624.60844,280.26346,262.25296,380.3888,250.25296
GlcCer_NS(d18:2/25:2)+H,820.66668,658.61388,640.60328,622.59278,280.26346,262.25296,378.37314,250.25296
GlcCer_NS(d18:2/25:3)+H,818.65102,656.59822,638.58762,620.57712,280.26346,262.25296,376.35748,250.25296
GlcCer_NS(d18:2/25:4)+H,816.63536,654.58256,636.57196,618.56146,280.26346,262.25296,374.34182,250.25296
GlcCer_NS(d18:2/26:0)+H,838.71366,676.66086,658.65026,640.63976,280.26346,262.25296,396.42012,250.25296
GlcCer_NS(d18:2/26:1)+H,836.698,674.6452,656.6346,638.6241,280.26346,262.25296,394.40446,250.25296
GlcCer_NS(d18:2/26:2)+H,834.68234,672.62954,654.61894,636.60844,280.26346,262.25296,392.3888,250.25296
GlcCer_NS(d18:2/26:3)+H,832.66668,670.61388,652.60328,634.59278,280.26346,262.25296,390.37314,250.25296
GlcCer_NS(d18:2/26:4)+H,830.65102,668.59822,650.58762,632.57712,280.26346,262.25296,388.35748,250.25296
GlcCer_NS(d18:2/27:0)+H,852.72932,690.67652,672.66592,654.65542,280.26346,262.25296,410.43578,250.25296
GlcCer_NS(d18:2/27:1)+H,850.71366,688.66086,670.65026,652.63976,280.26346,262.25296,408.42012,250.25296
GlcCer_NS(d18:2/27:2)+H,848.698,686.6452,668.6346,650.6241,280.26346,262.25296,406.40446,250.25296
GlcCer_NS(d18:2/27:3)+H,846.68234,684.62954,666.61894,648.60844,280.26346,262.25296,404.3888,250.25296
GlcCer_NS(d18:2/27:4)+H,844.66668,682.61388,664.60328,646.59278,280.26346,262.25296,402.37314,250.25296
GlcCer_NS(d18:2/28:0)+H,866.74498,704.69218,686.68158,668.67108,280.26346,262.25296,424.45144,250.25296
GlcCer_NS(d18:2/28:1)+H,864.72932,702.67652,684.66592,666.65542,280.26346,262.25296,422.43578,250.25296
GlcCer_NS(d18:2/28:2)+H,862.71366,700.66086,682.65026,664.63976,280.26346,262.25296,420.42012,250.25296
GlcCer_NS(d18:2/28:3)+H,860.698,698.6452,680.6346,662.6241,280.26346,262.25296,418.40446,250.25296
GlcCer_NS(d18:2/28:4)+H,858.68234,696.62954,678.61894,660.60844,280.26346,262.25296,416.3888,250.25296
GlcCer_NS(d18:2/29:0)+H,880.76064,718.70784,700.69724,682.68674,280.26346,262.25296,438.4671,250.25296
GlcCer_NS(d18:2/29:1)+H,878.74498,716.69218,698.68158,680.67108,280.26346,262.25296,436.45144,250.25296
GlcCer_NS(d18:2/29:2)+H,876.72932,714.67652,696.66592,678.65542,280.26346,262.25296,434.43578,250.25296
GlcCer_NS(d18:2/29:3)+H,874.71366,712.66086,694.65026,676.63976,280.26346,262.25296,432.42012,250.25296
GlcCer_NS(d18:2/29:4)+H,872.698,710.6452,692.6346,674.6241,280.26346,262.25296,430.40446,250.25296
GlcCer_NS(d18:2/30:0)+H,894.7763,732.7235,714.7129,696.7024,280.26346,262.25296,452.48276,250.25296
GlcCer_NS(d18:2/30:1)+H,892.76064,730.70784,712.69724,694.68674,280.26346,262.25296,450.4671,250.25296
GlcCer_NS(d18:2/30:2)+H,890.74498,728.69218,710.68158,692.67108,280.26346,262.25296,448.45144,250.25296
GlcCer_NS(d18:2/30:3)+H,888.72932,726.67652,708.66592,690.65542,280.26346,262.25296,446.43578,250.25296
GlcCer_NS(d18:2/30:4)+H,886.71366,724.66086,706.65026,688.63976,280.26346,262.25296,444.42012,250.25296
GlcCer_NS(d18:2/31:0)+H,908.79196,746.73916,728.72856,710.71806,280.26346,262.25296,466.49842,250.25296
GlcCer_NS(d18:2/31:1)+H,906.7763,744.7235,726.7129,708.7024,280.26346,262.25296,464.48276,250.25296
GlcCer_NS(d18:2/31:2)+H,904.76064,742.70784,724.69724,706.68674,280.26346,262.25296,462.4671,250.25296
GlcCer_NS(d18:2/31:3)+H,902.74498,740.69218,722.68158,704.67108,280.26346,262.25296,460.45144,250.25296
GlcCer_NS(d18:2/31:4)+H,900.72932,738.67652,720.66592,702.65542,280.26346,262.25296,458.43578,250.25296
GlcCer_NS(d18:2/32:0)+H,922.80762,760.75482,742.74422,724.73372,280.26346,262.25296,480.51408,250.25296
GlcCer_NS(d18:2/32:1)+H,920.79196,758.73916,740.72856,722.71806,280.26346,262.25296,478.49842,250.25296
GlcCer_NS(d18:2/32:2)+H,918.7763,756.7235,738.7129,720.7024,280.26346,262.25296,476.48276,250.25296
GlcCer_NS(d18:2/32:3)+H,916.76064,754.70784,736.69724,718.68674,280.26346,262.25296,474.4671,250.25296
GlcCer_NS(d18:2/32:4)+H,914.74498,752.69218,734.68158,716.67108,280.26346,262.25296,472.45144,250.25296
GlcCer_NS(d18:2/33:0)+H,936.82328,774.77048,756.75988,738.74938,280.26346,262.25296,494.52974,250.25296
GlcCer_NS(d18:2/33:1)+H,934.80762,772.75482,754.74422,736.73372,280.26346,262.25296,492.51408,250.25296
GlcCer_NS(d18:2/33:2)+H,932.79196,770.73916,752.72856,734.71806,280.26346,262.25296,490.49842,250.25296
GlcCer_NS(d18:2/33:3)+H,930.7763,768.7235,750.7129,732.7024,280.26346,262.25296,488.48276,250.25296
GlcCer_NS(d18:2/33:4)+H,928.76064,766.70784,748.69724,730.68674,280.26346,262.25296,486.4671,250.25296
GlcCer_NS(d18:2/34:0)+H,950.83894,788.78614,770.77554,752.76504,280.26346,262.25296,508.5454,250.25296
GlcCer_NS(d18:2/34:1)+H,948.82328,786.77048,768.75988,750.74938,280.26346,262.25296,506.52974,250.25296
GlcCer_NS(d18:2/34:2)+H,946.80762,784.75482,766.74422,748.73372,280.26346,262.25296,504.51408,250.25296
GlcCer_NS(d18:2/34:3)+H,944.79196,782.73916,764.72856,746.71806,280.26346,262.25296,502.49842,250.25296
GlcCer_NS(d18:2/34:4)+H,942.7763,780.7235,762.7129,744.7024,280.26346,262.25296,500.48276,250.25296
GlcCer_NS(d18:2/35:0)+H,964.8546,802.8018,784.7912,766.7807,280.26346,262.25296,522.56106,250.25296
GlcCer_NS(d18:2/35:1)+H,962.83894,800.78614,782.77554,764.76504,280.26346,262.25296,520.5454,250.25296
GlcCer_NS(d18:2/35:2)+H,960.82328,798.77048,780.75988,762.74938,280.26346,262.25296,518.52974,250.25296
GlcCer_NS(d18:2/35:3)+H,958.80762,796.75482,778.74422,760.73372,280.26346,262.25296,516.51408,250.25296
GlcCer_NS(d18:2/35:4)+H,956.79196,794.73916,776.72856,758.71806,280.26346,262.25296,514.49842,250.25296
GlcCer_NS(d18:2/36:0)+H,978.87026,816.81746,798.80686,780.79636,280.26346,262.25296,536.57672,250.25296
GlcCer_NS(d18:2/36:1)+H,976.8546,814.8018,796.7912,778.7807,280.26346,262.25296,534.56106,250.25296
GlcCer_NS(d18:2/36:2)+H,974.83894,812.78614,794.77554,776.76504,280.26346,262.25296,532.5454,250.25296
GlcCer_NS(d18:2/36:3)+H,972.82328,810.77048,792.75988,774.74938,280.26346,262.25296,530.52974,250.25296
GlcCer_NS(d18:2/36:4)+H,970.80762,808.75482,790.74422,772.73372,280.26346,262.25296,528.51408,250.25296
GlcCer_NS(d19:2/14:0)+H,684.5414,522.4886,504.478,486.4675,294.27912,276.26862,228.2322,264.26862
GlcCer_NS(d19:2/14:1)+H,682.52574,520.47294,502.46234,484.45184,294.27912,276.26862,226.21654,264.26862
GlcCer_NS(d19:2/14:2)+H,680.51008,518.45728,500.44668,482.43618,294.27912,276.26862,224.20088,264.26862
GlcCer_NS(d19:2/14:3)+H,678.49442,516.44162,498.43102,480.42052,294.27912,276.26862,222.18522,264.26862
GlcCer_NS(d19:2/15:0)+H,698.55706,536.50426,518.49366,500.48316,294.27912,276.26862,242.24786,264.26862
