Cer_ADS,[M-H]-,[M-O-H]-,[M-CO-H]-,[M-CO-O-H]-,[Sph-H]-,[Sph+C=O-3H]-,[Sph-O-H]-,[Sph+C=O-O-3H]-,[Sph-CO-H]-,[FA-3H]-,[Sph-NCCO-3H]-,[FA-CO-3H]-
Cer_ADS(d18:0/36:3)-H,828.78145,810.77085,796.75525,780.76035,300.29135,570.52555,282.28075,552.51505,268.26515,527.48385,239.23855,499.48895
Cer_ADS(d18:0/36:4)-H,826.76585,808.75525,794.73955,778.74465,300.29135,568.50995,282.28075,550.49935,268.26515,525.46825,239.23855,497.47335
Cer_ADS(d19:0/14:0)-H,540.49975,522.48915,508.47355,492.47865,314.30705,268.22825,296.29645,250.21765,282.28075,225.18655,253.25425,197.19165
Cer_ADS(d19:0/14:1)-H,538.48405,520.47355,506.45785,490.46295,314.30705,266.21255,296.29645,248.20195,282.28075,223.17095,253.25425,195.17595
Cer_ADS(d19:0/14:2)-H,536.46845,518.45785,504.44225,488.44725,314.30705,264.19695,296.29645,246.18635,282.28075,221.15525,253.25425,193.16035
Cer_ADS(d19:0/14:3)-H,534.45285,516.44225,502.42655,486.43165,314.30705,262.18125,296.29645,244.17075,282.28075,219.13965,253.25425,191.14465
Cer_ADS(d19:0/15:0)-H,554.51535,536.50485,522.48915,506.49425,314.30705,282.24385,296.29645,264.23335,282.28075,239.20225,253.25425,211.20725
Cer_ADS(d19:0/15:1)-H,552.49975,534.48915,520.47355,504.47865,314.30705,280.22825,296.29645,262.21765,282.28075,237.18655,253.25425,209.19165
Cer_ADS(d19:0/15:2)-H,550.48405,532.47355,518.45785,502.46295,314.30705,278.21255,296.29645,260.20195,282.28075,235.17095,253.25425,207.17595
Cer_ADS(d19:0/15:3)-H,548.46845,530.45785,516.44225,500.44725,314.30705,276.19695,296.29645,258.18635,282.28075,233.15525,253.25425,205.16035
Cer_ADS(d19:0/16:0)-H,568.53105,550.52045,536.50485,520.50985,314.30705,296.25955,296.29645,278.24895,282.28075,253.21785,253.25425,225.22295
Cer_ADS(d19:0/16:1)-H,566.51535,548.50485,534.48915,518.49425,314.30705,294.24385,296.29645,276.23335,282.28075,251.20225,253.25425,223.20725
Cer_ADS(d19:0/16:2)-H,564.49975,546.48915,532.47355,516.47855,314.30705,292.22825,296.29645,274.21765,282.28075,249.18655,253.25425,221.19165
Cer_ADS(d19:0/16:3)-H,562.48405,544.47355,530.45785,514.46295,314.30705,290.21255,296.29645,272.20195,282.28075,247.17095,253.25425,219.17595
Cer_ADS(d19:0/16:4)-H,560.46845,542.45785,528.44225,512.44735,314.30705,288.19695,296.29645,270.18635,282.28075,245.15525,253.25425,217.16035
Cer_ADS(d19:0/17:0)-H,582.54665,564.53615,550.52045,534.52555,314.30705,310.27515,296.29645,292.26455,282.28075,267.23355,253.25425,239.23855
Cer_ADS(d19:0/17:1)-H,580.53105,562.52045,548.50485,532.50985,314.30705,308.25955,296.29645,290.24895,282.28075,265.21785,253.25425,237.22295
Cer_ADS(d19:0/17:2)-H,578.51535,560.50485,546.48915,530.49425,314.30705,306.24385,296.29645,288.23335,282.28075,263.20225,253.25425,235.20725
Cer_ADS(d19:0/17:3)-H,576.49975,558.48915,544.47355,528.47855,314.30705,304.22825,296.29645,286.21765,282.28075,261.18655,253.25425,233.19165
Cer_ADS(d19:0/18:0)-H,596.56235,578.55175,564.53615,548.54115,314.30705,324.29085,296.29645,306.28025,282.28075,281.24915,253.25425,253.25425
Cer_ADS(d19:0/18:1)-H,594.54665,576.53615,562.52045,546.52555,314.30705,322.27515,296.29645,304.26455,282.28075,279.23355,253.25425,251.23855
Cer_ADS(d19:0/18:2)-H,592.53105,574.52045,560.50485,544.50985,314.30705,320.25955,296.29645,302.24895,282.28075,277.21785,253.25425,249.22295
Cer_ADS(d19:0/18:3)-H,590.51535,572.50485,558.48915,542.49425,314.30705,318.24385,296.29645,300.23335,282.28075,275.20225,253.25425,247.20725
Cer_ADS(d19:0/18:4)-H,588.49975,570.48915,556.47355,540.47855,314.30705,316.22825,296.29645,298.21765,282.28075,273.18655,253.25425,245.19165
Cer_ADS(d19:0/19:0)-H,610.57805,592.56745,578.55175,562.55685,314.30705,338.30645,296.29645,320.29585,282.28075,295.26485,253.25425,267.26985
Cer_ADS(d19:0/19:1)-H,608.56235,590.55175,576.53615,560.54115,314.30705,336.29085,296.29645,318.28025,282.28075,293.24915,253.25425,265.25425
Cer_ADS(d19:0/19:2)-H,606.54665,588.53615,574.52045,558.52555,314.30705,334.27515,296.29645,316.26455,282.28075,291.23355,253.25425,263.23855
Cer_ADS(d19:0/19:3)-H,604.53105,586.52045,572.50485,556.50985,314.30705,332.25955,296.29645,314.24895,282.28075,289.21785,253.25425,261.22295
Cer_ADS(d19:0/19:4)-H,602.51535,584.50485,570.48915,554.49425,314.30705,330.24385,296.29645,312.23335,282.28075,287.20225,253.25425,259.20725
Cer_ADS(d19:0/20:0)-H,624.59365,606.58305,592.56745,576.57255,314.30705,352.32215,296.29645,334.31155,282.28075,309.28045,253.25425,281.28555
Cer_ADS(d19:0/20:1)-H,622.57805,604.56745,590.55175,574.55685,314.30705,350.30645,296.29645,332.29585,282.28075,307.26485,253.25425,279.26985
Cer_ADS(d19:0/20:2)-H,620.56235,602.55175,588.53615,572.54115,314.30705,348.29085,296.29645,330.28025,282.28075,305.24915,253.25425,277.25425
Cer_ADS(d19:0/20:3)-H,618.54665,600.53615,586.52045,570.52555,314.30705,346.27515,296.29645,328.26455,282.28075,303.23355,253.25425,275.23855
Cer_ADS(d19:0/20:4)-H,616.53105,598.52045,584.50485,568.50985,314.30705,344.25955,296.29645,326.24895,282.28075,301.21785,253.25425,273.22295
Cer_ADS(d19:0/21:0)-H,638.60935,620.59865,606.58305,590.58815,314.30705,366.33775,296.29645,348.32725,282.28075,323.29615,253.25425,295.30115
Cer_ADS(d19:0/21:1)-H,636.59365,618.58305,604.56745,588.57255,314.30705,364.32215,296.29645,346.31155,282.28075,321.28045,253.25425,293.28555
Cer_ADS(d19:0/21:2)-H,634.57805,616.56745,602.55175,586.55685,314.30705,362.30645,296.29645,344.29585,282.28075,319.26485,253.25425,291.26985
Cer_ADS(d19:0/21:3)-H,632.56235,614.55175,600.53615,584.54115,314.30705,360.29085,296.29645,342.28025,282.28075,317.24915,253.25425,289.25425
Cer_ADS(d19:0/21:4)-H,630.54665,612.53615,598.52045,582.52555,314.30705,358.27515,296.29645,340.26455,282.28075,315.23355,253.25425,287.23855
Cer_ADS(d19:0/22:0)-H,652.62495,634.61435,620.59865,604.60385,314.30705,380.35345,296.29645,362.34285,282.28075,337.31175,253.25425,309.31685
Cer_ADS(d19:0/22:1)-H,650.60935,632.59865,618.58305,602.58815,314.30705,378.33775,296.29645,360.32725,282.28075,335.29615,253.25425,307.30115
Cer_ADS(d19:0/22:2)-H,648.59365,630.58305,616.56745,600.57255,314.30705,376.32215,296.29645,358.31155,282.28075,333.28045,253.25425,305.28555
Cer_ADS(d19:0/22:3)-H,646.57805,628.56745,614.55175,598.55685,314.30705,374.30645,296.29645,356.29585,282.28075,331.26485,253.25425,303.26985
Cer_ADS(d19:0/22:4)-H,644.56235,626.55175,612.53615,596.54115,314.30705,372.29085,296.29645,354.28025,282.28075,329.24915,253.25425,301.25425
Cer_ADS(d19:0/23:0)-H,666.64055,648.63005,634.61435,618.61945,314.30705,394.36905,296.29645,376.35845,282.28075,351.32745,253.25425,323.33245
Cer_ADS(d19:0/23:1)-H,664.62495,646.61435,632.59865,616.60385,314.30705,392.35345,296.29645,374.34285,282.28075,349.31175,253.25425,321.31685
Cer_ADS(d19:0/23:2)-H,662.60935,644.59865,630.58305,614.58815,314.30705,390.33775,296.29645,372.32725,282.28075,347.29615,253.25425,319.30115
Cer_ADS(d19:0/23:3)-H,660.59365,642.58305,628.56745,612.57255,314.30705,388.32215,296.29645,370.31155,282.28075,345.28045,253.25425,317.28555
Cer_ADS(d19:0/23:4)-H,658.57805,640.56745,626.55175,610.55685,314.30705,386.30645,296.29645,368.29585,282.28075,343.26485,253.25425,315.26985
Cer_ADS(d19:0/24:0)-H,680.65625,662.64565,648.63005,632.63505,314.30705,408.38475,296.29645,390.37415,282.28075,365.34305,253.25425,337.34815
Cer_ADS(d19:0/24:1)-H,678.64055,660.63005,646.61435,630.61945,314.30705,406.36905,296.29645,388.35845,282.28075,363.32745,253.25425,335.33245
Cer_ADS(d19:0/24:2)-H,676.62495,658.61435,644.59865,628.60385,314.30705,404.35345,296.29645,386.34285,282.28075,361.31175,253.25425,333.31685
Cer_ADS(d19:0/24:3)-H,674.60935,656.59865,642.58305,626.58815,314.30705,402.33775,296.29645,384.32725,282.28075,359.29615,253.25425,331.30115
Cer_ADS(d19:0/24:4)-H,672.59365,654.58305,640.56745,624.57255,314.30705,400.32215,296.29645,382.31155,282.28075,357.28045,253.25425,329.28555
Cer_ADS(d19:0/25:0)-H,694.67185,676.66135,662.64565,646.65075,314.30705,422.40035,296.29645,404.38985,282.28075,379.35875,253.25425,351.36385
Cer_ADS(d19:0/25:1)-H,692.65625,674.64565,660.63005,644.63505,314.30705,420.38475,296.29645,402.37415,282.28075,377.34305,253.25425,349.34815
Cer_ADS(d19:0/25:2)-H,690.64055,672.63005,658.61435,642.61945,314.30705,418.36905,296.29645,400.35845,282.28075,375.32745,253.25425,347.33245
Cer_ADS(d19:0/25:3)-H,688.62495,670.61435,656.59865,640.60385,314.30705,416.35345,296.29645,398.34285,282.28075,373.31175,253.25425,345.31685
Cer_ADS(d19:0/25:4)-H,686.60935,668.59865,654.58305,638.58815,314.30705,414.33775,296.29645,396.32725,282.28075,371.29615,253.25425,343.30115
Cer_ADS(d19:0/26:0)-H,708.68755,690.67695,676.66135,660.66635,314.30705,436.41605,296.29645,418.40545,282.28075,393.37435,253.25425,365.37945
Cer_ADS(d19:0/26:1)-H,706.67185,688.66135,674.64565,658.65075,314.30705,434.40035,296.29645,416.38985,282.28075,391.35875,253.25425,363.36385
Cer_ADS(d19:0/26:2)-H,704.65625,686.64565,672.63005,656.63505,314.30705,432.38475,296.29645,414.37415,282.28075,389.34305,253.25425,361.34815
Cer_ADS(d19:0/26:3)-H,702.64055,684.63005,670.61435,654.61945,314.30705,430.36905,296.29645,412.35845,282.28075,387.32745,253.25425,359.33245
Cer_ADS(d19:0/26:4)-H,700.62495,682.61435,668.59865,652.60385,314.30705,428.35345,296.29645,410.34285,282.28075,385.31175,253.25425,357.31685
Cer_ADS(d19:0/27:0)-H,722.70315,704.69265,690.67695,674.68205,314.30705,450.43165,296.29645,432.42115,282.28075,407.39005,253.25425,379.39505
Cer_ADS(d19:0/27:1)-H,720.68755,702.67695,688.66135,672.66635,314.30705,448.41605,296.29645,430.40545,282.28075,405.37435,253.25425,377.37945
Cer_ADS(d19:0/27:2)-H,718.67185,700.66135,686.64565,670.65075,314.30705,446.40035,296.29645,428.38985,282.28075,403.35875,253.25425,375.36385
Cer_ADS(d19:0/27:3)-H,716.65625,698.64565,684.63005,668.63505,314.30705,444.38475,296.29645,426.37415,282.28075,401.34305,253.25425,373.34815
Cer_ADS(d19:0/27:4)-H,714.64055,696.63005,682.61435,666.61945,314.30705,442.36905,296.29645,424.35845,282.28075,399.32745,253.25425,371.33245
Cer_ADS(d19:0/28:0)-H,736.71885,718.70825,704.69265,688.69765,314.30705,464.44735,296.29645,446.43675,282.28075,421.40565,253.25425,393.41075
Cer_ADS(d19:0/28:1)-H,734.70315,716.69265,702.67695,686.68205,314.30705,462.43165,296.29645,444.42115,282.28075,419.39005,253.25425,391.39505
Cer_ADS(d19:0/28:2)-H,732.68755,714.67695,700.66135,684.66635,314.30705,460.41605,296.29645,442.40545,282.28075,417.37435,253.25425,389.37945
Cer_ADS(d19:0/28:3)-H,730.67185,712.66135,698.64565,682.65075,314.30705,458.40035,296.29645,440.38985,282.28075,415.35875,253.25425,387.36385
Cer_ADS(d19:0/28:4)-H,728.65625,710.64565,696.63005,680.63505,314.30705,456.38475,296.29645,438.37415,282.28075,413.34305,253.25425,385.34815
Cer_ADS(d19:0/29:0)-H,750.73445,732.72395,718.70825,702.71335,314.30705,478.46295,296.29645,460.45235,282.28075,435.42125,253.25425,407.42635
Cer_ADS(d19:0/29:1)-H,748.71885,730.70825,716.69265,700.69765,314.30705,476.44735,296.29645,458.43675,282.28075,433.40565,253.25425,405.41075
Cer_ADS(d19:0/29:2)-H,746.70315,728.69265,714.67695,698.68205,314.30705,474.43165,296.29645,456.42115,282.28075,431.39005,253.25425,403.39505
Cer_ADS(d19:0/29:3)-H,744.68755,726.67695,712.66135,696.66635,314.30705,472.41605,296.29645,454.40545,282.28075,429.37435,253.25425,401.37945
Cer_ADS(d19:0/29:4)-H,742.67185,724.66135,710.64565,694.65075,314.30705,470.40035,296.29645,452.38985,282.28075,427.35875,253.25425,399.36385
Cer_ADS(d19:0/30:0)-H,764.75015,746.73955,732.72395,716.72905,314.30705,492.47865,296.29645,474.46805,282.28075,449.43695,253.25425,421.44205
Cer_ADS(d19:0/30:1)-H,762.73445,744.72395,730.70825,714.71335,314.30705,490.46295,296.29645,472.45235,282.28075,447.42125,253.25425,419.42635
Cer_ADS(d19:0/30:2)-H,760.71885,742.70825,728.69265,712.69765,314.30705,488.44735,296.29645,470.43675,282.28075,445.40565,253.25425,417.41075
Cer_ADS(d19:0/30:3)-H,758.70315,740.69265,726.67695,710.68205,314.30705,486.43165,296.29645,468.42115,282.28075,443.39005,253.25425,415.39505
Cer_ADS(d19:0/30:4)-H,756.68755,738.67695,724.66135,708.66635,314.30705,484.41605,296.29645,466.40545,282.28075,441.37435,253.25425,413.37945
Cer_ADS(d19:0/31:0)-H,778.76585,760.75525,746.73955,730.74465,314.30705,506.49425,296.29645,488.48375,282.28075,463.45265,253.25425,435.45775
Cer_ADS(d19:0/31:1)-H,776.75015,758.73955,744.72395,728.72905,314.30705,504.47865,296.29645,486.46805,282.28075,461.43695,253.25425,433.44205
Cer_ADS(d19:0/31:2)-H,774.73445,756.72395,742.70825,726.71335,314.30705,502.46295,296.29645,484.45235,282.28075,459.42125,253.25425,431.42635
Cer_ADS(d19:0/31:3)-H,772.71885,754.70825,740.69265,724.69765,314.30705,500.44735,296.29645,482.43675,282.28075,457.40565,253.25425,429.41075
Cer_ADS(d19:0/31:4)-H,770.70315,752.69265,738.67695,722.68205,314.30705,498.43165,296.29645,480.42115,282.28075,455.39005,253.25425,427.39505
Cer_ADS(d19:0/32:0)-H,792.78145,774.77085,760.75525,744.76035,314.30705,520.50995,296.29645,502.49935,282.28075,477.46825,253.25425,449.47335
Cer_ADS(d19:0/32:1)-H,790.76585,772.75525,758.73955,742.74465,314.30705,518.49425,296.29645,500.48375,282.28075,475.45265,253.25425,447.45775
Cer_ADS(d19:0/32:2)-H,788.75015,770.73955,756.72395,740.72905,314.30705,516.47865,296.29645,498.46805,282.28075,473.43695,253.25425,445.44205
Cer_ADS(d19:0/32:3)-H,786.73445,768.72395,754.70825,738.71335,314.30705,514.46295,296.29645,496.45235,282.28075,471.42125,253.25425,443.42635
Cer_ADS(d19:0/32:4)-H,784.71885,766.70825,752.69265,736.69765,314.30705,512.44735,296.29645,494.43675,282.28075,469.40565,253.25425,441.41075
Cer_ADS(d19:0/33:0)-H,806.79715,788.78645,774.77085,758.77595,314.30705,534.52555,296.29645,516.51505,282.28075,491.48395,253.25425,463.48895
Cer_ADS(d19:0/33:1)-H,804.78145,786.77085,772.75525,756.76035,314.30705,532.50995,296.29645,514.49935,282.28075,489.46825,253.25425,461.47335
Cer_ADS(d19:0/33:2)-H,802.76585,784.75525,770.73955,754.74465,314.30705,530.49425,296.29645,512.48375,282.28075,487.45265,253.25425,459.45775
Cer_ADS(d19:0/33:3)-H,800.75015,782.73955,768.72395,752.72905,314.30705,528.47865,296.29645,510.46805,282.28075,485.43695,253.25425,457.44205
Cer_ADS(d19:0/33:4)-H,798.73445,780.72395,766.70825,750.71335,314.30705,526.46295,296.29645,508.45235,282.28075,483.42125,253.25425,455.42635
Cer_ADS(d19:0/34:0)-H,820.81275,802.80215,788.78645,772.79165,314.30705,548.54115,296.29645,530.53065,282.28075,505.49955,253.25425,477.50465
Cer_ADS(d19:0/34:1)-H,818.79715,800.78645,786.77085,770.77595,314.30705,546.52555,296.29645,528.51505,282.28075,503.48395,253.25425,475.48895
Cer_ADS(d19:0/34:2)-H,816.78145,798.77085,784.75525,768.76035,314.30705,544.50995,296.29645,526.49935,282.28075,501.46825,253.25425,473.47335
Cer_ADS(d19:0/34:3)-H,814.76585,796.75525,782.73955,766.74465,314.30705,542.49425,296.29645,524.48375,282.28075,499.45265,253.25425,471.45775
Cer_ADS(d19:0/34:4)-H,812.75015,794.73955,780.72395,764.72905,314.30705,540.47865,296.29645,522.46805,282.28075,497.43695,253.25425,469.44205
Cer_ADS(d19:0/35:0)-H,834.82835,816.81785,802.80215,786.80725,314.30705,562.55685,296.29645,544.54635,282.28075,519.51515,253.25425,491.52025
Cer_ADS(d19:0/35:1)-H,832.81275,814.80215,800.78645,784.79165,314.30705,560.54115,296.29645,542.53065,282.28075,517.49955,253.25425,489.50465
Cer_ADS(d19:0/35:2)-H,830.79715,812.78645,798.77085,782.77595,314.30705,558.52555,296.29645,540.51505,282.28075,515.48385,253.25425,487.48895
Cer_ADS(d19:0/35:3)-H,828.78145,810.77085,796.75525,780.76035,314.30705,556.50995,296.29645,538.49935,282.28075,513.46825,253.25425,485.47335
Cer_ADS(d19:0/35:4)-H,826.76585,808.75525,794.73955,778.74465,314.30705,554.49425,296.29645,536.48375,282.28075,511.45265,253.25425,483.45775
Cer_ADS(d19:0/36:0)-H,848.84405,830.83345,816.81785,800.82285,314.30705,576.57255,296.29645,558.56195,282.28075,533.53085,253.25425,505.53595
Cer_ADS(d19:0/36:1)-H,846.82835,828.81785,814.80215,798.80725,314.30705,574.55685,296.29645,556.54635,282.28075,531.51515,253.25425,503.52025
Cer_ADS(d19:0/36:2)-H,844.81275,826.80215,812.78645,796.79165,314.30705,572.54115,296.29645,554.53065,282.28075,529.49955,253.25425,501.50465
Cer_ADS(d19:0/36:3)-H,842.79715,824.78645,810.77085,794.77595,314.30705,570.52555,296.29645,552.51505,282.28075,527.48385,253.25425,499.48895
Cer_ADS(d19:0/36:4)-H,840.78145,822.77085,808.75525,792.76035,314.30705,568.50995,296.29645,550.49935,282.28075,525.46825,253.25425,497.47335
Cer_ADS(d20:0/14:0)-H,554.51535,536.50485,522.48915,506.49425,328.32265,268.22825,310.31215,250.21765,296.29645,225.18655,267.26985,197.19165
Cer_ADS(d20:0/14:1)-H,552.49975,534.48915,520.47355,504.47865,328.32265,266.21255,310.31215,248.20195,296.29645,223.17095,267.26985,195.17595
Cer_ADS(d20:0/14:2)-H,550.48405,532.47355,518.45785,502.46295,328.32265,264.19695,310.31215,246.18635,296.29645,221.15525,267.26985,193.16035
Cer_ADS(d20:0/14:3)-H,548.46845,530.45785,516.44225,500.44725,328.32265,262.18125,310.31215,244.17075,296.29645,219.13965,267.26985,191.14465
Cer_ADS(d20:0/15:0)-H,568.53105,550.52045,536.50485,520.50985,328.32265,282.24385,310.31215,264.23335,296.29645,239.20225,267.26985,211.20725
Cer_ADS(d20:0/15:1)-H,566.51535,548.50485,534.48915,518.49425,328.32265,280.22825,310.31215,262.21765,296.29645,237.18655,267.26985,209.19165
Cer_ADS(d20:0/15:2)-H,564.49975,546.48915,532.47355,516.47855,328.32265,278.21255,310.31215,260.20195,296.29645,235.17095,267.26985,207.17595
Cer_ADS(d20:0/15:3)-H,562.48405,544.47355,530.45785,514.46295,328.32265,276.19695,310.31215,258.18635,296.29645,233.15525,267.26985,205.16035
Cer_ADS(d20:0/16:0)-H,582.54665,564.53615,550.52045,534.52555,328.32265,296.25955,310.31215,278.24895,296.29645,253.21785,267.26985,225.22295
Cer_ADS(d20:0/16:1)-H,580.53105,562.52045,548.50485,532.50985,328.32265,294.24385,310.31215,276.23335,296.29645,251.20225,267.26985,223.20725
Cer_ADS(d20:0/16:2)-H,578.51535,560.50485,546.48915,530.49425,328.32265,292.22825,310.31215,274.21765,296.29645,249.18655,267.26985,221.19165
Cer_ADS(d20:0/16:3)-H,576.49975,558.48915,544.47355,528.47855,328.32265,290.21255,310.31215,272.20195,296.29645,247.17095,267.26985,219.17595
Cer_ADS(d20:0/16:4)-H,574.48405,556.47355,542.45785,526.46295,328.32265,288.19695,310.31215,270.18635,296.29645,245.15525,267.26985,217.16035
Cer_ADS(d20:0/17:0)-H,596.56235,578.55175,564.53615,548.54115,328.32265,310.27515,310.31215,292.26455,296.29645,267.23355,267.26985,239.23855
Cer_ADS(d20:0/17:1)-H,594.54665,576.53615,562.52045,546.52555,328.32265,308.25955,310.31215,290.24895,296.29645,265.21785,267.26985,237.22295
Cer_ADS(d20:0/17:2)-H,592.53105,574.52045,560.50485,544.50985,328.32265,306.24385,310.31215,288.23335,296.29645,263.20225,267.26985,235.20725
Cer_ADS(d20:0/17:3)-H,590.51535,572.50485,558.48915,542.49425,328.32265,304.22825,310.31215,286.21765,296.29645,261.18655,267.26985,233.19165
Cer_ADS(d20:0/18:0)-H,610.57805,592.56745,578.55175,562.55685,328.32265,324.29085,310.31215,306.28025,296.29645,281.24915,267.26985,253.25425
Cer_ADS(d20:0/18:1)-H,608.56235,590.55175,576.53615,560.54115,328.32265,322.27515,310.31215,304.26455,296.29645,279.23355,267.26985,251.23855
Cer_ADS(d20:0/18:2)-H,606.54665,588.53615,574.52045,558.52555,328.32265,320.25955,310.31215,302.24895,296.29645,277.21785,267.26985,249.22295
Cer_ADS(d20:0/18:3)-H,604.53105,586.52045,572.50485,556.50985,328.32265,318.24385,310.31215,300.23335,296.29645,275.20225,267.26985,247.20725
Cer_ADS(d20:0/18:4)-H,602.51535,584.50485,570.48915,554.49425,328.32265,316.22825,310.31215,298.21765,296.29645,273.18655,267.26985,245.19165
Cer_ADS(d20:0/19:0)-H,624.59365,606.58305,592.56745,576.57255,328.32265,338.30645,310.31215,320.29585,296.29645,295.26485,267.26985,267.26985
Cer_ADS(d20:0/19:1)-H,622.57805,604.56745,590.55175,574.55685,328.32265,336.29085,310.31215,318.28025,296.29645,293.24915,267.26985,265.25425
Cer_ADS(d20:0/19:2)-H,620.56235,602.55175,588.53615,572.54115,328.32265,334.27515,310.31215,316.26455,296.29645,291.23355,267.26985,263.23855
Cer_ADS(d20:0/19:3)-H,618.54665,600.53615,586.52045,570.52555,328.32265,332.25955,310.31215,314.24895,296.29645,289.21785,267.26985,261.22295
Cer_ADS(d20:0/19:4)-H,616.53105,598.52045,584.50485,568.50985,328.32265,330.24385,310.31215,312.23335,296.29645,287.20225,267.26985,259.20725
Cer_ADS(d20:0/20:0)-H,638.60935,620.59865,606.58305,590.58815,328.32265,352.32215,310.31215,334.31155,296.29645,309.28045,267.26985,281.28555
Cer_ADS(d20:0/20:1)-H,636.59365,618.58305,604.56745,588.57255,328.32265,350.30645,310.31215,332.29585,296.29645,307.26485,267.26985,279.26985
Cer_ADS(d20:0/20:2)-H,634.57805,616.56745,602.55175,586.55685,328.32265,348.29085,310.31215,330.28025,296.29645,305.24915,267.26985,277.25425
Cer_ADS(d20:0/20:3)-H,632.56235,614.55175,600.53615,584.54115,328.32265,346.27515,310.31215,328.26455,296.29645,303.23355,267.26985,275.23855
Cer_ADS(d20:0/20:4)-H,630.54665,612.53615,598.52045,582.52555,328.32265,344.25955,310.31215,326.24895,296.29645,301.21785,267.26985,273.22295
Cer_ADS(d20:0/21:0)-H,652.62495,634.61435,620.59865,604.60385,328.32265,366.33775,310.31215,348.32725,296.29645,323.29615,267.26985,295.30115
Cer_ADS(d20:0/21:1)-H,650.60935,632.59865,618.58305,602.58815,328.32265,364.32215,310.31215,346.31155,296.29645,321.28045,267.26985,293.28555
Cer_ADS(d20:0/21:2)-H,648.59365,630.58305,616.56745,600.57255,328.32265,362.30645,310.31215,344.29585,296.29645,319.26485,267.26985,291.26985
Cer_ADS(d20:0/21:3)-H,646.57805,628.56745,614.55175,598.55685,328.32265,360.29085,310.31215,342.28025,296.29645,317.24915,267.26985,289.25425
Cer_ADS(d20:0/21:4)-H,644.56235,626.55175,612.53615,596.54115,328.32265,358.27515,310.31215,340.26455,296.29645,315.23355,267.26985,287.23855
Cer_ADS(d20:0/22:0)-H,666.64055,648.63005,634.61435,618.61945,328.32265,380.35345,310.31215,362.34285,296.29645,337.31175,267.26985,309.31685
Cer_ADS(d20:0/22:1)-H,664.62495,646.61435,632.59865,616.60385,328.32265,378.33775,310.31215,360.32725,296.29645,335.29615,267.26985,307.30115
Cer_ADS(d20:0/22:2)-H,662.60935,644.59865,630.58305,614.58815,328.32265,376.32215,310.31215,358.31155,296.29645,333.28045,267.26985,305.28555
Cer_ADS(d20:0/22:3)-H,660.59365,642.58305,628.56745,612.57255,328.32265,374.30645,310.31215,356.29585,296.29645,331.26485,267.26985,303.26985
Cer_ADS(d20:0/22:4)-H,658.57805,640.56745,626.55175,610.55685,328.32265,372.29085,310.31215,354.28025,296.29645,329.24915,267.26985,301.25425
Cer_ADS(d20:0/23:0)-H,680.65625,662.64565,648.63005,632.63505,328.32265,394.36905,310.31215,376.35845,296.29645,351.32745,267.26985,323.33245
Cer_ADS(d20:0/23:1)-H,678.64055,660.63005,646.61435,630.61945,328.32265,392.35345,310.31215,374.34285,296.29645,349.31175,267.26985,321.31685
Cer_ADS(d20:0/23:2)-H,676.62495,658.61435,644.59865,628.60385,328.32265,390.33775,310.31215,372.32725,296.29645,347.29615,267.26985,319.30115
Cer_ADS(d20:0/23:3)-H,674.60935,656.59865,642.58305,626.58815,328.32265,388.32215,310.31215,370.31155,296.29645,345.28045,267.26985,317.28555
Cer_ADS(d20:0/23:4)-H,672.59365,654.58305,640.56745,624.57255,328.32265,386.30645,310.31215,368.29585,296.29645,343.26485,267.26985,315.26985
Cer_ADS(d20:0/24:0)-H,694.67185,676.66135,662.64565,646.65075,328.32265,408.38475,310.31215,390.37415,296.29645,365.34305,267.26985,337.34815
Cer_ADS(d20:0/24:1)-H,692.65625,674.64565,660.63005,644.63505,328.32265,406.36905,310.31215,388.35845,296.29645,363.32745,267.26985,335.33245
Cer_ADS(d20:0/24:2)-H,690.64055,672.63005,658.61435,642.61945,328.32265,404.35345,310.31215,386.34285,296.29645,361.31175,267.26985,333.31685
Cer_ADS(d20:0/24:3)-H,688.62495,670.61435,656.59865,640.60385,328.32265,402.33775,310.31215,384.32725,296.29645,359.29615,267.26985,331.30115
Cer_ADS(d20:0/24:4)-H,686.60935,668.59865,654.58305,638.58815,328.32265,400.32215,310.31215,382.31155,296.29645,357.28045,267.26985,329.28555
Cer_ADS(d20:0/25:0)-H,708.68755,690.67695,676.66135,660.66635,328.32265,422.40035,310.31215,404.38985,296.29645,379.35875,267.26985,351.36385
Cer_ADS(d20:0/25:1)-H,706.67185,688.66135,674.64565,658.65075,328.32265,420.38475,310.31215,402.37415,296.29645,377.34305,267.26985,349.34815
Cer_ADS(d20:0/25:2)-H,704.65625,686.64565,672.63005,656.63505,328.32265,418.36905,310.31215,400.35845,296.29645,375.32745,267.26985,347.33245
Cer_ADS(d20:0/25:3)-H,702.64055,684.63005,670.61435,654.61945,328.32265,416.35345,310.31215,398.34285,296.29645,373.31175,267.26985,345.31685
Cer_ADS(d20:0/25:4)-H,700.62495,682.61435,668.59865,652.60385,328.32265,414.33775,310.31215,396.32725,296.29645,371.29615,267.26985,343.30115
Cer_ADS(d20:0/26:0)-H,722.70315,704.69265,690.67695,674.68205,328.32265,436.41605,310.31215,418.40545,296.29645,393.37435,267.26985,365.37945
Cer_ADS(d20:0/26:1)-H,720.68755,702.67695,688.66135,672.66635,328.32265,434.40035,310.31215,416.38985,296.29645,391.35875,267.26985,363.36385
