PS,[M+H]+,NL_head,T1RCOO+58,T2RCOO+58,T1_RCO+,T2_RCO+
PS(20:4_22:3)+H,862.55936,677.55041,391.32076,361.27376,287.23695,317.28395
PS(20:4_22:4)+H,860.54366,675.53471,389.30506,361.27376,287.23695,315.26825
PS(20:4_22:5)+H,858.52806,673.51911,387.28946,361.27376,287.23695,313.25265
PS(20:4_22:6)+H,856.51236,671.50341,385.27376,361.27376,287.23695,311.23695
PS(20:4_23:0)+H,882.62196,697.61301,411.38336,361.27376,287.23695,337.34655
PS(20:4_24:0)+H,896.63756,711.62861,425.39896,361.27376,287.23695,351.36215
PS(20:4_24:1)+H,894.62196,709.61301,423.38336,361.27376,287.23695,349.34655
PS(20:4_25:0)+H,910.65326,725.64431,439.41466,361.27376,287.23695,365.37785
PS(20:4_26:0)+H,924.66886,739.65991,453.43026,361.27376,287.23695,379.39345
PS(20:5_20:5)+H,828.48116,643.47221,359.25816,359.25816,285.22135,285.22135
PS(20:5_21:0)+H,852.57506,667.56611,383.35206,359.25816,285.22135,309.31525
PS(20:5_22:0)+H,866.59066,681.58171,397.36766,359.25816,285.22135,323.33085
PS(20:5_22:1)+H,864.57506,679.56611,395.35206,359.25816,285.22135,321.31525
PS(20:5_22:2)+H,862.55936,677.55041,393.33636,359.25816,285.22135,319.29955
PS(20:5_22:3)+H,860.54376,675.53481,391.32076,359.25816,285.22135,317.28395
PS(20:5_22:4)+H,858.52806,673.51911,389.30506,359.25816,285.22135,315.26825
PS(20:5_22:5)+H,856.51246,671.50351,387.28946,359.25816,285.22135,313.25265
PS(20:5_22:6)+H,854.49676,669.48781,385.27376,359.25816,285.22135,311.23695
PS(20:5_23:0)+H,880.60636,695.59741,411.38336,359.25816,285.22135,337.34655
PS(20:5_24:0)+H,894.62196,709.61301,425.39896,359.25816,285.22135,351.36215
PS(20:5_24:1)+H,892.60636,707.59741,423.38336,359.25816,285.22135,349.34655
PS(20:5_25:0)+H,908.63766,723.62871,439.41466,359.25816,285.22135,365.37785
PS(20:5_26:0)+H,922.65326,737.64431,453.43026,359.25816,285.22135,379.39345
PS(21:0_21:0)+H,876.66896,691.66001,383.35206,383.35206,309.31525,309.31525
PS(21:0_22:0)+H,890.68456,705.67561,397.36766,383.35206,309.31525,323.33085
PS(21:0_22:1)+H,888.66896,703.66001,395.35206,383.35206,309.31525,321.31525
PS(21:0_22:2)+H,886.65326,701.64431,393.33636,383.35206,309.31525,319.29955
PS(21:0_22:3)+H,884.63766,699.62871,391.32076,383.35206,309.31525,317.28395
PS(21:0_22:4)+H,882.62196,697.61301,389.30506,383.35206,309.31525,315.26825
PS(21:0_22:5)+H,880.60636,695.59741,387.28946,383.35206,309.31525,313.25265
PS(21:0_22:6)+H,878.59066,693.58171,385.27376,383.35206,309.31525,311.23695
PS(21:0_23:0)+H,904.70026,719.69131,411.38336,383.35206,309.31525,337.34655
PS(21:0_24:0)+H,918.71586,733.70691,425.39896,383.35206,309.31525,351.36215
PS(21:0_24:1)+H,916.70026,731.69131,423.38336,383.35206,309.31525,349.34655
PS(21:0_25:0)+H,932.73156,747.72261,439.41466,383.35206,309.31525,365.37785
PS(21:0_26:0)+H,946.74716,761.73821,453.43026,383.35206,309.31525,379.39345
PS(22:0_22:0)+H,904.70016,719.69121,397.36766,397.36766,323.33085,323.33085
PS(22:0_22:1)+H,902.68456,717.67561,395.35206,397.36766,323.33085,321.31525
PS(22:0_22:2)+H,900.66886,715.65991,393.33636,397.36766,323.33085,319.29955
PS(22:0_22:3)+H,898.65326,713.64431,391.32076,397.36766,323.33085,317.28395
PS(22:0_22:4)+H,896.63756,711.62861,389.30506,397.36766,323.33085,315.26825
PS(22:0_22:5)+H,894.62196,709.61301,387.28946,397.36766,323.33085,313.25265
PS(22:0_22:6)+H,892.60626,707.59731,385.27376,397.36766,323.33085,311.23695
PS(22:0_23:0)+H,918.71586,733.70691,411.38336,397.36766,323.33085,337.34655
PS(22:0_24:0)+H,932.73146,747.72251,425.39896,397.36766,323.33085,351.36215
PS(22:0_24:1)+H,930.71586,745.70691,423.38336,397.36766,323.33085,349.34655
PS(22:0_25:0)+H,946.74716,761.73821,439.41466,397.36766,323.33085,365.37785
PS(22:0_26:0)+H,960.76276,775.75381,453.43026,397.36766,323.33085,379.39345
PS(22:1_22:1)+H,900.66896,715.66001,395.35206,395.35206,321.31525,321.31525
PS(22:1_22:2)+H,898.65326,713.64431,393.33636,395.35206,321.31525,319.29955
PS(22:1_22:3)+H,896.63766,711.62871,391.32076,395.35206,321.31525,317.28395
PS(22:1_22:4)+H,894.62196,709.61301,389.30506,395.35206,321.31525,315.26825
PS(22:1_22:5)+H,892.60636,707.59741,387.28946,395.35206,321.31525,313.25265
PS(22:1_22:6)+H,890.59066,705.58171,385.27376,395.35206,321.31525,311.23695
PS(22:1_23:0)+H,916.70026,731.69131,411.38336,395.35206,321.31525,337.34655
PS(22:1_24:0)+H,930.71586,745.70691,425.39896,395.35206,321.31525,351.36215
PS(22:1_24:1)+H,928.70026,743.69131,423.38336,395.35206,321.31525,349.34655
PS(22:1_25:0)+H,944.73156,759.72261,439.41466,395.35206,321.31525,365.37785
PS(22:1_26:0)+H,958.74716,773.73821,453.43026,395.35206,321.31525,379.39345
PS(22:2_22:2)+H,896.63756,711.62861,393.33636,393.33636,319.29955,319.29955
PS(22:2_22:3)+H,894.62196,709.61301,391.32076,393.33636,319.29955,317.28395
PS(22:2_22:4)+H,892.60626,707.59731,389.30506,393.33636,319.29955,315.26825
PS(22:2_22:5)+H,890.59066,705.58171,387.28946,393.33636,319.29955,313.25265
PS(22:2_22:6)+H,888.57496,703.56601,385.27376,393.33636,319.29955,311.23695
PS(22:2_23:0)+H,914.68456,729.67561,411.38336,393.33636,319.29955,337.34655
PS(22:2_24:0)+H,928.70016,743.69121,425.39896,393.33636,319.29955,351.36215
PS(22:2_24:1)+H,926.68456,741.67561,423.38336,393.33636,319.29955,349.34655
PS(22:2_25:0)+H,942.71586,757.70691,439.41466,393.33636,319.29955,365.37785
PS(22:2_26:0)+H,956.73146,771.72251,453.43026,393.33636,319.29955,379.39345
PS(22:3_22:3)+H,892.60636,707.59741,391.32076,391.32076,317.28395,317.28395
PS(22:3_22:4)+H,890.59066,705.58171,389.30506,391.32076,317.28395,315.26825
PS(22:3_22:5)+H,888.57506,703.56611,387.28946,391.32076,317.28395,313.25265
PS(22:3_22:6)+H,886.55936,701.55041,385.27376,391.32076,317.28395,311.23695
PS(22:3_23:0)+H,912.66896,727.66001,411.38336,391.32076,317.28395,337.34655
PS(22:3_24:0)+H,926.68456,741.67561,425.39896,391.32076,317.28395,351.36215
PS(22:3_24:1)+H,924.66896,739.66001,423.38336,391.32076,317.28395,349.34655
PS(22:3_25:0)+H,940.70026,755.69131,439.41466,391.32076,317.28395,365.37785
PS(22:3_26:0)+H,954.71586,769.70691,453.43026,391.32076,317.28395,379.39345
PS(22:4_22:4)+H,888.57496,703.56601,389.30506,389.30506,315.26825,315.26825
PS(22:4_22:5)+H,886.55936,701.55041,387.28946,389.30506,315.26825,313.25265
PS(22:4_22:6)+H,884.54366,699.53471,385.27376,389.30506,315.26825,311.23695
PS(22:4_23:0)+H,910.65326,725.64431,411.38336,389.30506,315.26825,337.34655
PS(22:4_24:0)+H,924.66886,739.65991,425.39896,389.30506,315.26825,351.36215
PS(22:4_24:1)+H,922.65326,737.64431,423.38336,389.30506,315.26825,349.34655
PS(22:4_25:0)+H,938.68456,753.67561,439.41466,389.30506,315.26825,365.37785
PS(22:4_26:0)+H,952.70016,767.69121,453.43026,389.30506,315.26825,379.39345
PS(22:5_22:5)+H,884.54376,699.53481,387.28946,387.28946,313.25265,313.25265
PS(22:5_22:6)+H,882.52806,697.51911,385.27376,387.28946,313.25265,311.23695
PS(22:5_23:0)+H,908.63766,723.62871,411.38336,387.28946,313.25265,337.34655
PS(22:5_24:0)+H,922.65326,737.64431,425.39896,387.28946,313.25265,351.36215
PS(22:5_24:1)+H,920.63766,735.62871,423.38336,387.28946,313.25265,349.34655
PS(22:5_25:0)+H,936.66896,751.66001,439.41466,387.28946,313.25265,365.37785
PS(22:5_26:0)+H,950.68456,765.67561,453.43026,387.28946,313.25265,379.39345
PS(22:6_22:6)+H,880.51236,695.50341,385.27376,385.27376,311.23695,311.23695
PS(22:6_23:0)+H,906.62196,721.61301,411.38336,385.27376,311.23695,337.34655
PS(22:6_24:0)+H,920.63756,735.62861,425.39896,385.27376,311.23695,351.36215
PS(22:6_24:1)+H,918.62196,733.61301,423.38336,385.27376,311.23695,349.34655
PS(22:6_25:0)+H,934.65326,749.64431,439.41466,385.27376,311.23695,365.37785
PS(22:6_26:0)+H,948.66886,763.65991,453.43026,385.27376,311.23695,379.39345
PS(23:0_23:0)+H,932.73156,747.72261,411.38336,411.38336,337.34655,337.34655
PS(23:0_24:0)+H,946.74716,761.73821,425.39896,411.38336,337.34655,351.36215
PS(23:0_24:1)+H,944.73156,759.72261,423.38336,411.38336,337.34655,349.34655
PS(23:0_25:0)+H,960.76286,775.75391,439.41466,411.38336,337.34655,365.37785
PS(23:0_26:0)+H,974.77846,789.76951,453.43026,411.38336,337.34655,379.39345
PS(24:0_24:0)+H,960.76276,775.75381,425.39896,425.39896,351.36215,351.36215
PS(24:0_24:1)+H,958.74716,773.73821,423.38336,425.39896,351.36215,349.34655
PS(24:0_25:0)+H,974.77846,789.76951,439.41466,425.39896,351.36215,365.37785
PS(24:0_26:0)+H,988.79406,803.78511,453.43026,425.39896,351.36215,379.39345
PS(24:1_24:1)+H,956.73156,771.72261,423.38336,423.38336,349.34655,349.34655
PS(24:1_25:0)+H,972.76286,787.75391,439.41466,423.38336,349.34655,365.37785
PS(24:1_26:0)+H,986.77846,801.76951,453.43026,423.38336,349.34655,379.39345
PS(25:0_25:0)+H,988.79416,803.78521,439.41466,439.41466,365.37785,365.37785
PS(25:0_26:0)+H,1002.80976,817.80081,453.43026,439.41466,365.37785,379.39345
PS(26:0_26:0)+H,1016.82536,831.81641,453.43026,453.43026,379.39345,379.39345
SPLASH_PS(15:0_18:1(d7))+H,755.55635,570.5474,339.28946,306.30205,225.22135,272.29654
