Cer_NDS,[M+H]+,[M-H2O+H]+,[M-2H2O+H]+,[Sph-H2O+H]+,[Sph-2H2O+H]+,[FAA+H]+,[Sph-CH4O2+H]+
Cer_NDS(d20:0/24:3)+H,674.64405,656.63345,638.62285,312.32555,294.31495,362.34115,282.31495
Cer_NDS(d20:0/24:4)+H,672.62835,654.61775,636.60725,312.32555,294.31495,360.32555,282.31495
Cer_NDS(d20:0/25:0)+H,694.70665,676.69605,658.68545,312.32555,294.31495,382.40385,282.31495
Cer_NDS(d20:0/25:1)+H,692.69095,674.68045,656.66985,312.32555,294.31495,380.38815,282.31495
Cer_NDS(d20:0/25:2)+H,690.67525,672.66475,654.65415,312.32555,294.31495,378.37245,282.31495
Cer_NDS(d20:0/25:3)+H,688.65965,670.64915,652.63855,312.32555,294.31495,376.35685,282.31495
Cer_NDS(d20:0/25:4)+H,686.64405,668.63345,650.62285,312.32555,294.31495,374.34115,282.31495
Cer_NDS(d20:0/26:0)+H,708.72225,690.71175,672.70115,312.32555,294.31495,396.41945,282.31495
Cer_NDS(d20:0/26:1)+H,706.70665,688.69605,670.68545,312.32555,294.31495,394.40385,282.31495
Cer_NDS(d20:0/26:2)+H,704.69095,686.68045,668.66985,312.32555,294.31495,392.38815,282.31495
Cer_NDS(d20:0/26:3)+H,702.67525,684.66475,666.65415,312.32555,294.31495,390.37245,282.31495
Cer_NDS(d20:0/26:4)+H,700.65965,682.64915,664.63855,312.32555,294.31495,388.35685,282.31495
Cer_NDS(d20:0/27:0)+H,722.73795,704.72735,686.71675,312.32555,294.31495,410.43505,282.31495
Cer_NDS(d20:0/27:1)+H,720.72225,702.71175,684.70115,312.32555,294.31495,408.41945,282.31495
Cer_NDS(d20:0/27:2)+H,718.70665,700.69605,682.68545,312.32555,294.31495,406.40385,282.31495
Cer_NDS(d20:0/27:3)+H,716.69095,698.68045,680.66985,312.32555,294.31495,404.38815,282.31495
Cer_NDS(d20:0/27:4)+H,714.67525,696.66475,678.65415,312.32555,294.31495,402.37245,282.31495
Cer_NDS(d20:0/28:0)+H,736.75365,718.74295,700.73245,312.32555,294.31495,424.45075,282.31495
Cer_NDS(d20:0/28:1)+H,734.73795,716.72735,698.71675,312.32555,294.31495,422.43505,282.31495
Cer_NDS(d20:0/28:2)+H,732.72225,714.71175,696.70115,312.32555,294.31495,420.41945,282.31495
Cer_NDS(d20:0/28:3)+H,730.70665,712.69605,694.68545,312.32555,294.31495,418.40385,282.31495
Cer_NDS(d20:0/28:4)+H,728.69095,710.68045,692.66985,312.32555,294.31495,416.38815,282.31495
Cer_NDS(d20:0/29:0)+H,750.76925,732.75865,714.74815,312.32555,294.31495,438.46635,282.31495
Cer_NDS(d20:0/29:1)+H,748.75365,730.74295,712.73245,312.32555,294.31495,436.45075,282.31495
Cer_NDS(d20:0/29:2)+H,746.73795,728.72735,710.71675,312.32555,294.31495,434.43505,282.31495
Cer_NDS(d20:0/29:3)+H,744.72225,726.71175,708.70115,312.32555,294.31495,432.41945,282.31495
Cer_NDS(d20:0/29:4)+H,742.70665,724.69605,706.68545,312.32555,294.31495,430.40385,282.31495
Cer_NDS(d20:0/30:0)+H,764.78485,746.77425,728.76375,312.32555,294.31495,452.48205,282.31495
Cer_NDS(d20:0/30:1)+H,762.76925,744.75865,726.74815,312.32555,294.31495,450.46635,282.31495
Cer_NDS(d20:0/30:2)+H,760.75365,742.74295,724.73245,312.32555,294.31495,448.45075,282.31495
Cer_NDS(d20:0/30:3)+H,758.73795,740.72735,722.71675,312.32555,294.31495,446.43505,282.31495
Cer_NDS(d20:0/30:4)+H,756.72225,738.71175,720.70115,312.32555,294.31495,444.41945,282.31495
Cer_NDS(d20:0/31:0)+H,778.80055,760.78995,742.77935,312.32555,294.31495,466.49775,282.31495
Cer_NDS(d20:0/31:1)+H,776.78485,758.77425,740.76375,312.32555,294.31495,464.48205,282.31495
Cer_NDS(d20:0/31:2)+H,774.76925,756.75865,738.74815,312.32555,294.31495,462.46635,282.31495
Cer_NDS(d20:0/31:3)+H,772.75365,754.74295,736.73245,312.32555,294.31495,460.45075,282.31495
Cer_NDS(d20:0/31:4)+H,770.73795,752.72735,734.71675,312.32555,294.31495,458.43505,282.31495
Cer_NDS(d20:0/32:0)+H,792.81615,774.80565,756.79505,312.32555,294.31495,480.51335,282.31495
Cer_NDS(d20:0/32:1)+H,790.80055,772.78995,754.77935,312.32555,294.31495,478.49775,282.31495
Cer_NDS(d20:0/32:2)+H,788.78485,770.77425,752.76375,312.32555,294.31495,476.48205,282.31495
Cer_NDS(d20:0/32:3)+H,786.76925,768.75865,750.74815,312.32555,294.31495,474.46635,282.31495
Cer_NDS(d20:0/32:4)+H,784.75365,766.74295,748.73245,312.32555,294.31495,472.45075,282.31495
Cer_NDS(d20:0/33:0)+H,806.83185,788.82125,770.81065,312.32555,294.31495,494.52895,282.31495
Cer_NDS(d20:0/33:1)+H,804.81615,786.80565,768.79505,312.32555,294.31495,492.51335,282.31495
Cer_NDS(d20:0/33:2)+H,802.80055,784.78995,766.77935,312.32555,294.31495,490.49775,282.31495
Cer_NDS(d20:0/33:3)+H,800.78485,782.77425,764.76375,312.32555,294.31495,488.48205,282.31495
Cer_NDS(d20:0/33:4)+H,798.76925,780.75865,762.74815,312.32555,294.31495,486.46635,282.31495
Cer_NDS(d20:0/34:0)+H,820.84745,802.83695,784.82635,312.32555,294.31495,508.54465,282.31495
Cer_NDS(d20:0/34:1)+H,818.83185,800.82125,782.81065,312.32555,294.31495,506.52895,282.31495
Cer_NDS(d20:0/34:2)+H,816.81615,798.80565,780.79505,312.32555,294.31495,504.51335,282.31495
Cer_NDS(d20:0/34:3)+H,814.80055,796.78995,778.77935,312.32555,294.31495,502.49775,282.31495
Cer_NDS(d20:0/34:4)+H,812.78485,794.77425,776.76375,312.32555,294.31495,500.48205,282.31495
Cer_NDS(d20:0/35:0)+H,834.86305,816.85255,798.84195,312.32555,294.31495,522.56035,282.31495
Cer_NDS(d20:0/35:1)+H,832.84745,814.83695,796.82635,312.32555,294.31495,520.54465,282.31495
Cer_NDS(d20:0/35:2)+H,830.83185,812.82125,794.81065,312.32555,294.31495,518.52895,282.31495
Cer_NDS(d20:0/35:3)+H,828.81615,810.80565,792.79505,312.32555,294.31495,516.51335,282.31495
Cer_NDS(d20:0/35:4)+H,826.80055,808.78995,790.77935,312.32555,294.31495,514.49765,282.31495
Cer_NDS(d20:0/36:0)+H,848.87875,830.86825,812.85765,312.32555,294.31495,536.57595,282.31495
Cer_NDS(d20:0/36:1)+H,846.86305,828.85255,810.84195,312.32555,294.31495,534.56035,282.31495
Cer_NDS(d20:0/36:2)+H,844.84745,826.83695,808.82635,312.32555,294.31495,532.54465,282.31495
Cer_NDS(d20:0/36:3)+H,842.83185,824.82125,806.81065,312.32555,294.31495,530.52895,282.31495
Cer_NDS(d20:0/36:4)+H,840.81615,822.80565,804.79505,312.32555,294.31495,528.51335,282.31495
Cer_NDS(d21:0/14:0)+H,554.55015,536.53955,518.52895,326.34115,308.33065,228.23165,296.33065
Cer_NDS(d21:0/14:1)+H,552.53445,534.52395,516.51335,326.34115,308.33065,226.21605,296.33065
Cer_NDS(d21:0/14:2)+H,550.51875,532.50825,514.49765,326.34115,308.33065,224.20035,296.33065
Cer_NDS(d21:0/14:3)+H,548.50315,530.49265,512.48205,326.34115,308.33065,222.18475,296.33065
Cer_NDS(d21:0/15:0)+H,568.56575,550.55515,532.54465,326.34115,308.33065,242.24725,296.33065
Cer_NDS(d21:0/15:1)+H,566.55015,548.53955,530.52895,326.34115,308.33065,240.23165,296.33065
Cer_NDS(d21:0/15:2)+H,564.53445,546.52395,528.51335,326.34115,308.33065,238.21605,296.33065
Cer_NDS(d21:0/15:3)+H,562.51875,544.50825,526.49765,326.34115,308.33065,236.20035,296.33065
Cer_NDS(d21:0/16:0)+H,582.58145,564.57085,546.56035,326.34115,308.33065,256.26295,296.33065
Cer_NDS(d21:0/16:1)+H,580.56575,562.55515,544.54465,326.34115,308.33065,254.24725,296.33065
Cer_NDS(d21:0/16:2)+H,578.55015,560.53955,542.52895,326.34115,308.33065,252.23165,296.33065
Cer_NDS(d21:0/16:3)+H,576.53445,558.52395,540.51335,326.34115,308.33065,250.21605,296.33065
Cer_NDS(d21:0/16:4)+H,574.51875,556.50825,538.49765,326.34115,308.33065,248.20035,296.33065
Cer_NDS(d21:0/17:0)+H,596.59705,578.58645,560.57595,326.34115,308.33065,270.27855,296.33065
Cer_NDS(d21:0/17:1)+H,594.58145,576.57085,558.56035,326.34115,308.33065,268.26295,296.33065
Cer_NDS(d21:0/17:2)+H,592.56575,574.55515,556.54465,326.34115,308.33065,266.24735,296.33065
Cer_NDS(d21:0/17:3)+H,590.55015,572.53955,554.52895,326.34115,308.33065,264.23165,296.33065
Cer_NDS(d21:0/18:0)+H,610.61275,592.60215,574.59155,326.34115,308.33065,284.29425,296.33065
Cer_NDS(d21:0/18:1)+H,608.59705,590.58645,572.57595,326.34115,308.33065,282.27855,296.33065
Cer_NDS(d21:0/18:2)+H,606.58145,588.57085,570.56035,326.34115,308.33065,280.26295,296.33065
Cer_NDS(d21:0/18:3)+H,604.56575,586.55515,568.54465,326.34115,308.33065,278.24735,296.33065
Cer_NDS(d21:0/18:4)+H,602.55015,584.53955,566.52895,326.34115,308.33065,276.23165,296.33065
Cer_NDS(d21:0/19:0)+H,624.62835,606.61775,588.60725,326.34115,308.33065,298.30995,296.33065
Cer_NDS(d21:0/19:1)+H,622.61275,604.60215,586.59155,326.34115,308.33065,296.29425,296.33065
Cer_NDS(d21:0/19:2)+H,620.59705,602.58645,584.57595,326.34115,308.33065,294.27855,296.33065
Cer_NDS(d21:0/19:3)+H,618.58145,600.57085,582.56035,326.34115,308.33065,292.26295,296.33065
Cer_NDS(d21:0/19:4)+H,616.56575,598.55515,580.54465,326.34115,308.33065,290.24735,296.33065
Cer_NDS(d21:0/20:0)+H,638.64405,620.63345,602.62285,326.34115,308.33065,312.32555,296.33065
Cer_NDS(d21:0/20:1)+H,636.62835,618.61775,600.60725,326.34115,308.33065,310.30995,296.33065
Cer_NDS(d21:0/20:2)+H,634.61275,616.60215,598.59155,326.34115,308.33065,308.29425,296.33065
Cer_NDS(d21:0/20:3)+H,632.59705,614.58645,596.57595,326.34115,308.33065,306.27855,296.33065
Cer_NDS(d21:0/20:4)+H,630.58145,612.57085,594.56035,326.34115,308.33065,304.26295,296.33065
Cer_NDS(d21:0/21:0)+H,652.65965,634.64915,616.63855,326.34115,308.33065,326.34115,296.33065
Cer_NDS(d21:0/21:1)+H,650.64405,632.63345,614.62285,326.34115,308.33065,324.32555,296.33065
Cer_NDS(d21:0/21:2)+H,648.62835,630.61775,612.60725,326.34115,308.33065,322.30995,296.33065
Cer_NDS(d21:0/21:3)+H,646.61275,628.60215,610.59155,326.34115,308.33065,320.29425,296.33065
Cer_NDS(d21:0/21:4)+H,644.59705,626.58645,608.57595,326.34115,308.33065,318.27855,296.33065
Cer_NDS(d21:0/22:0)+H,666.67525,648.66475,630.65415,326.34115,308.33065,340.35685,296.33065
Cer_NDS(d21:0/22:1)+H,664.65965,646.64915,628.63855,326.34115,308.33065,338.34115,296.33065
Cer_NDS(d21:0/22:2)+H,662.64405,644.63345,626.62285,326.34115,308.33065,336.32555,296.33065
Cer_NDS(d21:0/22:3)+H,660.62835,642.61775,624.60725,326.34115,308.33065,334.30995,296.33065
Cer_NDS(d21:0/22:4)+H,658.61275,640.60215,622.59155,326.34115,308.33065,332.29425,296.33065
Cer_NDS(d21:0/23:0)+H,680.69095,662.68045,644.66985,326.34115,308.33065,354.37245,296.33065
Cer_NDS(d21:0/23:1)+H,678.67525,660.66475,642.65415,326.34115,308.33065,352.35685,296.33065
Cer_NDS(d21:0/23:2)+H,676.65965,658.64915,640.63855,326.34115,308.33065,350.34115,296.33065
Cer_NDS(d21:0/23:3)+H,674.64405,656.63345,638.62285,326.34115,308.33065,348.32555,296.33065
Cer_NDS(d21:0/23:4)+H,672.62835,654.61775,636.60725,326.34115,308.33065,346.30995,296.33065
Cer_NDS(d21:0/24:0)+H,694.70665,676.69605,658.68545,326.34115,308.33065,368.38815,296.33065
Cer_NDS(d21:0/24:1)+H,692.69095,674.68045,656.66985,326.34115,308.33065,366.37245,296.33065
Cer_NDS(d21:0/24:2)+H,690.67525,672.66475,654.65415,326.34115,308.33065,364.35685,296.33065
Cer_NDS(d21:0/24:3)+H,688.65965,670.64915,652.63855,326.34115,308.33065,362.34115,296.33065
Cer_NDS(d21:0/24:4)+H,686.64405,668.63345,650.62285,326.34115,308.33065,360.32555,296.33065
Cer_NDS(d21:0/25:0)+H,708.72225,690.71175,672.70115,326.34115,308.33065,382.40385,296.33065
Cer_NDS(d21:0/25:1)+H,706.70665,688.69605,670.68545,326.34115,308.33065,380.38815,296.33065
Cer_NDS(d21:0/25:2)+H,704.69095,686.68045,668.66985,326.34115,308.33065,378.37245,296.33065
Cer_NDS(d21:0/25:3)+H,702.67525,684.66475,666.65415,326.34115,308.33065,376.35685,296.33065
Cer_NDS(d21:0/25:4)+H,700.65965,682.64915,664.63855,326.34115,308.33065,374.34115,296.33065
Cer_NDS(d21:0/26:0)+H,722.73795,704.72735,686.71675,326.34115,308.33065,396.41945,296.33065
Cer_NDS(d21:0/26:1)+H,720.72225,702.71175,684.70115,326.34115,308.33065,394.40385,296.33065
Cer_NDS(d21:0/26:2)+H,718.70665,700.69605,682.68545,326.34115,308.33065,392.38815,296.33065
Cer_NDS(d21:0/26:3)+H,716.69095,698.68045,680.66985,326.34115,308.33065,390.37245,296.33065
Cer_NDS(d21:0/26:4)+H,714.67525,696.66475,678.65415,326.34115,308.33065,388.35685,296.33065
Cer_NDS(d21:0/27:0)+H,736.75365,718.74295,700.73245,326.34115,308.33065,410.43505,296.33065
Cer_NDS(d21:0/27:1)+H,734.73795,716.72735,698.71675,326.34115,308.33065,408.41945,296.33065
Cer_NDS(d21:0/27:2)+H,732.72225,714.71175,696.70115,326.34115,308.33065,406.40385,296.33065
Cer_NDS(d21:0/27:3)+H,730.70665,712.69605,694.68545,326.34115,308.33065,404.38815,296.33065
Cer_NDS(d21:0/27:4)+H,728.69095,710.68045,692.66985,326.34115,308.33065,402.37245,296.33065
Cer_NDS(d21:0/28:0)+H,750.76925,732.75865,714.74815,326.34115,308.33065,424.45075,296.33065
Cer_NDS(d21:0/28:1)+H,748.75365,730.74295,712.73245,326.34115,308.33065,422.43505,296.33065
Cer_NDS(d21:0/28:2)+H,746.73795,728.72735,710.71675,326.34115,308.33065,420.41945,296.33065
Cer_NDS(d21:0/28:3)+H,744.72225,726.71175,708.70115,326.34115,308.33065,418.40385,296.33065
Cer_NDS(d21:0/28:4)+H,742.70665,724.69605,706.68545,326.34115,308.33065,416.38815,296.33065
Cer_NDS(d21:0/29:0)+H,764.78485,746.77425,728.76375,326.34115,308.33065,438.46635,296.33065
Cer_NDS(d21:0/29:1)+H,762.76925,744.75865,726.74815,326.34115,308.33065,436.45075,296.33065
Cer_NDS(d21:0/29:2)+H,760.75365,742.74295,724.73245,326.34115,308.33065,434.43505,296.33065
Cer_NDS(d21:0/29:3)+H,758.73795,740.72735,722.71675,326.34115,308.33065,432.41945,296.33065
Cer_NDS(d21:0/29:4)+H,756.72225,738.71175,720.70115,326.34115,308.33065,430.40385,296.33065
Cer_NDS(d21:0/30:0)+H,778.80055,760.78995,742.77935,326.34115,308.33065,452.48205,296.33065
Cer_NDS(d21:0/30:1)+H,776.78485,758.77425,740.76375,326.34115,308.33065,450.46635,296.33065
Cer_NDS(d21:0/30:2)+H,774.76925,756.75865,738.74815,326.34115,308.33065,448.45075,296.33065
Cer_NDS(d21:0/30:3)+H,772.75365,754.74295,736.73245,326.34115,308.33065,446.43505,296.33065
Cer_NDS(d21:0/30:4)+H,770.73795,752.72735,734.71675,326.34115,308.33065,444.41945,296.33065
Cer_NDS(d21:0/31:0)+H,792.81615,774.80565,756.79505,326.34115,308.33065,466.49775,296.33065
Cer_NDS(d21:0/31:1)+H,790.80055,772.78995,754.77935,326.34115,308.33065,464.48205,296.33065
Cer_NDS(d21:0/31:2)+H,788.78485,770.77425,752.76375,326.34115,308.33065,462.46635,296.33065
Cer_NDS(d21:0/31:3)+H,786.76925,768.75865,750.74815,326.34115,308.33065,460.45075,296.33065
Cer_NDS(d21:0/31:4)+H,784.75365,766.74295,748.73245,326.34115,308.33065,458.43505,296.33065
Cer_NDS(d21:0/32:0)+H,806.83185,788.82125,770.81065,326.34115,308.33065,480.51335,296.33065
Cer_NDS(d21:0/32:1)+H,804.81615,786.80565,768.79505,326.34115,308.33065,478.49775,296.33065
Cer_NDS(d21:0/32:2)+H,802.80055,784.78995,766.77935,326.34115,308.33065,476.48205,296.33065
Cer_NDS(d21:0/32:3)+H,800.78485,782.77425,764.76375,326.34115,308.33065,474.46635,296.33065
Cer_NDS(d21:0/32:4)+H,798.76925,780.75865,762.74815,326.34115,308.33065,472.45075,296.33065
Cer_NDS(d21:0/33:0)+H,820.84745,802.83695,784.82635,326.34115,308.33065,494.52895,296.33065
Cer_NDS(d21:0/33:1)+H,818.83185,800.82125,782.81065,326.34115,308.33065,492.51335,296.33065
Cer_NDS(d21:0/33:2)+H,816.81615,798.80565,780.79505,326.34115,308.33065,490.49775,296.33065
Cer_NDS(d21:0/33:3)+H,814.80055,796.78995,778.77935,326.34115,308.33065,488.48205,296.33065
Cer_NDS(d21:0/33:4)+H,812.78485,794.77425,776.76375,326.34115,308.33065,486.46635,296.33065
Cer_NDS(d21:0/34:0)+H,834.86305,816.85255,798.84195,326.34115,308.33065,508.54465,296.33065
Cer_NDS(d21:0/34:1)+H,832.84745,814.83695,796.82635,326.34115,308.33065,506.52895,296.33065
Cer_NDS(d21:0/34:2)+H,830.83185,812.82125,794.81065,326.34115,308.33065,504.51335,296.33065
Cer_NDS(d21:0/34:3)+H,828.81615,810.80565,792.79505,326.34115,308.33065,502.49775,296.33065
Cer_NDS(d21:0/34:4)+H,826.80055,808.78995,790.77935,326.34115,308.33065,500.48205,296.33065
Cer_NDS(d21:0/35:0)+H,848.87875,830.86825,812.85765,326.34115,308.33065,522.56035,296.33065
Cer_NDS(d21:0/35:1)+H,846.86305,828.85255,810.84195,326.34115,308.33065,520.54465,296.33065
Cer_NDS(d21:0/35:2)+H,844.84745,826.83695,808.82635,326.34115,308.33065,518.52895,296.33065
Cer_NDS(d21:0/35:3)+H,842.83185,824.82125,806.81065,326.34115,308.33065,516.51335,296.33065
Cer_NDS(d21:0/35:4)+H,840.81615,822.80565,804.79505,326.34115,308.33065,514.49765,296.33065
Cer_NDS(d21:0/36:0)+H,862.89445,844.88385,826.87325,326.34115,308.33065,536.57595,296.33065
Cer_NDS(d21:0/36:1)+H,860.87875,842.86825,824.85765,326.34115,308.33065,534.56035,296.33065
Cer_NDS(d21:0/36:2)+H,858.86305,840.85255,822.84195,326.34115,308.33065,532.54465,296.33065
Cer_NDS(d21:0/36:3)+H,856.84745,838.83695,820.82635,326.34115,308.33065,530.52895,296.33065
Cer_NDS(d21:0/36:4)+H,854.83185,836.82125,818.81065,326.34115,308.33065,528.51335,296.33065
Cer_NDS(d22:0/14:0)+H,568.56575,550.55515,532.54465,340.35685,322.34625,228.23165,310.34625
Cer_NDS(d22:0/14:1)+H,566.55015,548.53955,530.52895,340.35685,322.34625,226.21605,310.34625
Cer_NDS(d22:0/14:2)+H,564.53445,546.52395,528.51335,340.35685,322.34625,224.20035,310.34625
Cer_NDS(d22:0/14:3)+H,562.51875,544.50825,526.49765,340.35685,322.34625,222.18475,310.34625
Cer_NDS(d22:0/15:0)+H,582.58145,564.57085,546.56035,340.35685,322.34625,242.24725,310.34625
Cer_NDS(d22:0/15:1)+H,580.56575,562.55515,544.54465,340.35685,322.34625,240.23165,310.34625
Cer_NDS(d22:0/15:2)+H,578.55015,560.53955,542.52895,340.35685,322.34625,238.21605,310.34625
Cer_NDS(d22:0/15:3)+H,576.53445,558.52395,540.51335,340.35685,322.34625,236.20035,310.34625
Cer_NDS(d22:0/16:0)+H,596.59705,578.58645,560.57595,340.35685,322.34625,256.26295,310.34625
Cer_NDS(d22:0/16:1)+H,594.58145,576.57085,558.56035,340.35685,322.34625,254.24725,310.34625
Cer_NDS(d22:0/16:2)+H,592.56575,574.55515,556.54465,340.35685,322.34625,252.23165,310.34625
Cer_NDS(d22:0/16:3)+H,590.55015,572.53955,554.52895,340.35685,322.34625,250.21605,310.34625
Cer_NDS(d22:0/16:4)+H,588.53445,570.52395,552.51335,340.35685,322.34625,248.20035,310.34625
Cer_NDS(d22:0/17:0)+H,610.61275,592.60215,574.59155,340.35685,322.34625,270.27855,310.34625
Cer_NDS(d22:0/17:1)+H,608.59705,590.58645,572.57595,340.35685,322.34625,268.26295,310.34625
Cer_NDS(d22:0/17:2)+H,606.58145,588.57085,570.56035,340.35685,322.34625,266.24735,310.34625
Cer_NDS(d22:0/17:3)+H,604.56575,586.55515,568.54465,340.35685,322.34625,264.23165,310.34625
Cer_NDS(d22:0/18:0)+H,624.62835,606.61775,588.60725,340.35685,322.34625,284.29425,310.34625
Cer_NDS(d22:0/18:1)+H,622.61275,604.60215,586.59155,340.35685,322.34625,282.27855,310.34625
Cer_NDS(d22:0/18:2)+H,620.59705,602.58645,584.57595,340.35685,322.34625,280.26295,310.34625
Cer_NDS(d22:0/18:3)+H,618.58145,600.57085,582.56035,340.35685,322.34625,278.24735,310.34625
Cer_NDS(d22:0/18:4)+H,616.56575,598.55515,580.54465,340.35685,322.34625,276.23165,310.34625
Cer_NDS(d22:0/19:0)+H,638.64405,620.63345,602.62285,340.35685,322.34625,298.30995,310.34625
Cer_NDS(d22:0/19:1)+H,636.62835,618.61775,600.60725,340.35685,322.34625,296.29425,310.34625
Cer_NDS(d22:0/19:2)+H,634.61275,616.60215,598.59155,340.35685,322.34625,294.27855,310.34625
Cer_NDS(d22:0/19:3)+H,632.59705,614.58645,596.57595,340.35685,322.34625,292.26295,310.34625
Cer_NDS(d22:0/19:4)+H,630.58145,612.57085,594.56035,340.35685,322.34625,290.24735,310.34625
Cer_NDS(d22:0/20:0)+H,652.65965,634.64915,616.63855,340.35685,322.34625,312.32555,310.34625
Cer_NDS(d22:0/20:1)+H,650.64405,632.63345,614.62285,340.35685,322.34625,310.30995,310.34625
Cer_NDS(d22:0/20:2)+H,648.62835,630.61775,612.60725,340.35685,322.34625,308.29425,310.34625
Cer_NDS(d22:0/20:3)+H,646.61275,628.60215,610.59155,340.35685,322.34625,306.27855,310.34625
Cer_NDS(d22:0/20:4)+H,644.59705,626.58645,608.57595,340.35685,322.34625,304.26295,310.34625
Cer_NDS(d22:0/21:0)+H,666.67525,648.66475,630.65415,340.35685,322.34625,326.34115,310.34625
Cer_NDS(d22:0/21:1)+H,664.65965,646.64915,628.63855,340.35685,322.34625,324.32555,310.34625
Cer_NDS(d22:0/21:2)+H,662.64405,644.63345,626.62285,340.35685,322.34625,322.30995,310.34625
Cer_NDS(d22:0/21:3)+H,660.62835,642.61775,624.60725,340.35685,322.34625,320.29425,310.34625
Cer_NDS(d22:0/21:4)+H,658.61275,640.60215,622.59155,340.35685,322.34625,318.27855,310.34625
Cer_NDS(d22:0/22:0)+H,680.69095,662.68045,644.66985,340.35685,322.34625,340.35685,310.34625
Cer_NDS(d22:0/22:1)+H,678.67525,660.66475,642.65415,340.35685,322.34625,338.34115,310.34625
Cer_NDS(d22:0/22:2)+H,676.65965,658.64915,640.63855,340.35685,322.34625,336.32555,310.34625
Cer_NDS(d22:0/22:3)+H,674.64405,656.63345,638.62285,340.35685,322.34625,334.30995,310.34625
Cer_NDS(d22:0/22:4)+H,672.62835,654.61775,636.60725,340.35685,322.34625,332.29425,310.34625
Cer_NDS(d22:0/23:0)+H,694.70665,676.69605,658.68545,340.35685,322.34625,354.37245,310.34625
Cer_NDS(d22:0/23:1)+H,692.69095,674.68045,656.66985,340.35685,322.34625,352.35685,310.34625
Cer_NDS(d22:0/23:2)+H,690.67525,672.66475,654.65415,340.35685,322.34625,350.34115,310.34625
Cer_NDS(d22:0/23:3)+H,688.65965,670.64915,652.63855,340.35685,322.34625,348.32555,310.34625
Cer_NDS(d22:0/23:4)+H,686.64405,668.63345,650.62285,340.35685,322.34625,346.30995,310.34625
Cer_NDS(d22:0/24:0)+H,708.72225,690.71175,672.70115,340.35685,322.34625,368.38815,310.34625
Cer_NDS(d22:0/24:1)+H,706.70665,688.69605,670.68545,340.35685,322.34625,366.37245,310.34625
Cer_NDS(d22:0/24:2)+H,704.69095,686.68045,668.66985,340.35685,322.34625,364.35685,310.34625
Cer_NDS(d22:0/24:3)+H,702.67525,684.66475,666.65415,340.35685,322.34625,362.34115,310.34625
Cer_NDS(d22:0/24:4)+H,700.65965,682.64915,664.63855,340.35685,322.34625,360.32555,310.34625
Cer_NDS(d22:0/25:0)+H,722.73795,704.72735,686.71675,340.35685,322.34625,382.40385,310.34625
Cer_NDS(d22:0/25:1)+H,720.72225,702.71175,684.70115,340.35685,322.34625,380.38815,310.34625
Cer_NDS(d22:0/25:2)+H,718.70665,700.69605,682.68545,340.35685,322.34625,378.37245,310.34625
Cer_NDS(d22:0/25:3)+H,716.69095,698.68045,680.66985,340.35685,322.34625,376.35685,310.34625
Cer_NDS(d22:0/25:4)+H,714.67525,696.66475,678.65415,340.35685,322.34625,374.34115,310.34625
Cer_NDS(d22:0/26:0)+H,736.75365,718.74295,700.73245,340.35685,322.34625,396.41945,310.34625
Cer_NDS(d22:0/26:1)+H,734.73795,716.72735,698.71675,340.35685,322.34625,394.40385,310.34625
Cer_NDS(d22:0/26:2)+H,732.72225,714.71175,696.70115,340.35685,322.34625,392.38815,310.34625
Cer_NDS(d22:0/26:3)+H,730.70665,712.69605,694.68545,340.35685,322.34625,390.37245,310.34625
Cer_NDS(d22:0/26:4)+H,728.69095,710.68045,692.66985,340.35685,322.34625,388.35685,310.34625
Cer_NDS(d22:0/27:0)+H,750.76925,732.75865,714.74815,340.35685,322.34625,410.43505,310.34625
Cer_NDS(d22:0/27:1)+H,748.75365,730.74295,712.73245,340.35685,322.34625,408.41945,310.34625
Cer_NDS(d22:0/27:2)+H,746.73795,728.72735,710.71675,340.35685,322.34625,406.40385,310.34625
Cer_NDS(d22:0/27:3)+H,744.72225,726.71175,708.70115,340.35685,322.34625,404.38815,310.34625
Cer_NDS(d22:0/27:4)+H,742.70665,724.69605,706.68545,340.35685,322.34625,402.37245,310.34625
Cer_NDS(d22:0/28:0)+H,764.78485,746.77425,728.76375,340.35685,322.34625,424.45075,310.34625
Cer_NDS(d22:0/28:1)+H,762.76925,744.75865,726.74815,340.35685,322.34625,422.43505,310.34625
Cer_NDS(d22:0/28:2)+H,760.75365,742.74295,724.73245,340.35685,322.34625,420.41945,310.34625
Cer_NDS(d22:0/28:3)+H,758.73795,740.72735,722.71675,340.35685,322.34625,418.40385,310.34625
Cer_NDS(d22:0/28:4)+H,756.72225,738.71175,720.70115,340.35685,322.34625,416.38815,310.34625
Cer_NDS(d22:0/29:0)+H,778.80055,760.78995,742.77935,340.35685,322.34625,438.46635,310.34625
Cer_NDS(d22:0/29:1)+H,776.78485,758.77425,740.76375,340.35685,322.34625,436.45075,310.34625
Cer_NDS(d22:0/29:2)+H,774.76925,756.75865,738.74815,340.35685,322.34625,434.43505,310.34625
Cer_NDS(d22:0/29:3)+H,772.75365,754.74295,736.73245,340.35685,322.34625,432.41945,310.34625
Cer_NDS(d22:0/29:4)+H,770.73795,752.72735,734.71675,340.35685,322.34625,430.40385,310.34625
Cer_NDS(d22:0/30:0)+H,792.81615,774.80565,756.79505,340.35685,322.34625,452.48205,310.34625
