MGDG,[M+HCO2]-,T1_RCOO-,T2_RCOO-,M-FA1-FA2+H2O-H,M-FA1-FA2+2H2O-H
MGDG(8:0_8:0)+HCO2,551.30766,143.10775,143.10775,235.0824,253.0929
MGDG(8:0_10:0)+HCO2,579.33896,143.10775,171.13905,235.0824,253.0929
MGDG(8:0_12:0)+HCO2,607.37026,143.10775,199.17035,235.0824,253.0929
MGDG(8:0_13:0)+HCO2,621.38596,143.10775,213.18605,235.0824,253.0929
MGDG(8:0_14:0)+HCO2,635.40156,143.10775,227.20165,235.0824,253.0929
MGDG(8:0_14:1)+HCO2,633.38596,143.10775,225.18605,235.0824,253.0929
MGDG(8:0_15:0)+HCO2,649.41726,143.10775,241.21735,235.0824,253.0929
MGDG(8:0_15:1)+HCO2,647.40156,143.10775,239.20165,235.0824,253.0929
MGDG(8:0_16:0)+HCO2,663.43286,143.10775,255.23295,235.0824,253.0929
MGDG(8:0_16:1)+HCO2,661.41726,143.10775,253.21735,235.0824,253.0929
MGDG(8:0_17:0)+HCO2,677.44856,143.10775,269.24865,235.0824,253.0929
MGDG(8:0_17:1)+HCO2,675.43286,143.10775,267.23295,235.0824,253.0929
MGDG(8:0_17:2)+HCO2,673.41726,143.10775,265.21735,235.0824,253.0929
MGDG(8:0_18:0)+HCO2,691.46416,143.10775,283.26425,235.0824,253.0929
MGDG(8:0_18:1)+HCO2,689.44856,143.10775,281.24865,235.0824,253.0929
MGDG(8:0_18:2)+HCO2,687.43286,143.10775,279.23295,235.0824,253.0929
MGDG(8:0_18:3)+HCO2,685.41726,143.10775,277.21735,235.0824,253.0929
MGDG(8:0_18:4)+HCO2,683.40156,143.10775,275.20165,235.0824,253.0929
MGDG(8:0_19:0)+HCO2,705.47986,143.10775,297.27995,235.0824,253.0929
MGDG(8:0_20:0)+HCO2,719.49546,143.10775,311.29555,235.0824,253.0929
MGDG(8:0_20:1)+HCO2,717.47986,143.10775,309.27995,235.0824,253.0929
MGDG(8:0_20:2)+HCO2,715.46416,143.10775,307.26425,235.0824,253.0929
MGDG(8:0_20:3)+HCO2,713.44856,143.10775,305.24865,235.0824,253.0929
MGDG(8:0_20:4)+HCO2,711.43286,143.10775,303.23295,235.0824,253.0929
MGDG(8:0_20:5)+HCO2,709.41726,143.10775,301.21735,235.0824,253.0929
MGDG(8:0_21:0)+HCO2,733.51116,143.10775,325.31125,235.0824,253.0929
MGDG(8:0_22:0)+HCO2,747.52676,143.10775,339.32685,235.0824,253.0929
MGDG(8:0_22:1)+HCO2,745.51116,143.10775,337.31125,235.0824,253.0929
MGDG(8:0_22:2)+HCO2,743.49546,143.10775,335.29555,235.0824,253.0929
MGDG(8:0_22:3)+HCO2,741.47986,143.10775,333.27995,235.0824,253.0929
MGDG(8:0_22:4)+HCO2,739.46416,143.10775,331.26425,235.0824,253.0929
MGDG(8:0_22:5)+HCO2,737.44856,143.10775,329.24865,235.0824,253.0929
MGDG(8:0_22:6)+HCO2,735.43286,143.10775,327.23295,235.0824,253.0929
MGDG(8:0_23:0)+HCO2,761.54246,143.10775,353.34255,235.0824,253.0929
MGDG(8:0_24:0)+HCO2,775.55806,143.10775,367.35815,235.0824,253.0929
MGDG(8:0_24:1)+HCO2,773.54246,143.10775,365.34255,235.0824,253.0929
MGDG(8:0_25:0)+HCO2,789.57376,143.10775,381.37385,235.0824,253.0929
MGDG(8:0_26:0)+HCO2,803.58936,143.10775,395.38945,235.0824,253.0929
MGDG(10:0_10:0)+HCO2,607.37026,171.13905,171.13905,235.0824,253.0929
MGDG(10:0_12:0)+HCO2,635.40156,171.13905,199.17035,235.0824,253.0929
MGDG(10:0_13:0)+HCO2,649.41726,171.13905,213.18605,235.0824,253.0929
MGDG(10:0_14:0)+HCO2,663.43286,171.13905,227.20165,235.0824,253.0929
MGDG(10:0_14:1)+HCO2,661.41726,171.13905,225.18605,235.0824,253.0929
MGDG(10:0_15:0)+HCO2,677.44856,171.13905,241.21735,235.0824,253.0929
MGDG(10:0_15:1)+HCO2,675.43286,171.13905,239.20165,235.0824,253.0929
MGDG(10:0_16:0)+HCO2,691.46416,171.13905,255.23295,235.0824,253.0929
MGDG(10:0_16:1)+HCO2,689.44856,171.13905,253.21735,235.0824,253.0929
MGDG(10:0_17:0)+HCO2,705.47986,171.13905,269.24865,235.0824,253.0929
MGDG(10:0_17:1)+HCO2,703.46416,171.13905,267.23295,235.0824,253.0929
MGDG(10:0_17:2)+HCO2,701.44856,171.13905,265.21735,235.0824,253.0929
MGDG(10:0_18:0)+HCO2,719.49546,171.13905,283.26425,235.0824,253.0929
MGDG(10:0_18:1)+HCO2,717.47986,171.13905,281.24865,235.0824,253.0929
MGDG(10:0_18:2)+HCO2,715.46416,171.13905,279.23295,235.0824,253.0929
MGDG(10:0_18:3)+HCO2,713.44856,171.13905,277.21735,235.0824,253.0929
MGDG(10:0_18:4)+HCO2,711.43286,171.13905,275.20165,235.0824,253.0929
MGDG(10:0_19:0)+HCO2,733.51116,171.13905,297.27995,235.0824,253.0929
MGDG(10:0_20:0)+HCO2,747.52676,171.13905,311.29555,235.0824,253.0929
MGDG(10:0_20:1)+HCO2,745.51116,171.13905,309.27995,235.0824,253.0929
MGDG(10:0_20:2)+HCO2,743.49546,171.13905,307.26425,235.0824,253.0929
MGDG(10:0_20:3)+HCO2,741.47986,171.13905,305.24865,235.0824,253.0929
MGDG(10:0_20:4)+HCO2,739.46416,171.13905,303.23295,235.0824,253.0929
MGDG(10:0_20:5)+HCO2,737.44856,171.13905,301.21735,235.0824,253.0929
MGDG(10:0_21:0)+HCO2,761.54246,171.13905,325.31125,235.0824,253.0929
MGDG(10:0_22:0)+HCO2,775.55806,171.13905,339.32685,235.0824,253.0929
MGDG(10:0_22:1)+HCO2,773.54246,171.13905,337.31125,235.0824,253.0929
MGDG(10:0_22:2)+HCO2,771.52676,171.13905,335.29555,235.0824,253.0929
MGDG(10:0_22:3)+HCO2,769.51116,171.13905,333.27995,235.0824,253.0929
MGDG(10:0_22:4)+HCO2,767.49546,171.13905,331.26425,235.0824,253.0929
MGDG(10:0_22:5)+HCO2,765.47986,171.13905,329.24865,235.0824,253.0929
MGDG(10:0_22:6)+HCO2,763.46416,171.13905,327.23295,235.0824,253.0929
MGDG(10:0_23:0)+HCO2,789.57376,171.13905,353.34255,235.0824,253.0929
MGDG(10:0_24:0)+HCO2,803.58936,171.13905,367.35815,235.0824,253.0929
MGDG(10:0_24:1)+HCO2,801.57376,171.13905,365.34255,235.0824,253.0929
MGDG(10:0_25:0)+HCO2,817.60506,171.13905,381.37385,235.0824,253.0929
MGDG(10:0_26:0)+HCO2,831.62066,171.13905,395.38945,235.0824,253.0929
MGDG(12:0_12:0)+HCO2,663.43286,199.17035,199.17035,235.0824,253.0929
MGDG(12:0_13:0)+HCO2,677.44856,199.17035,213.18605,235.0824,253.0929
MGDG(12:0_14:0)+HCO2,691.46416,199.17035,227.20165,235.0824,253.0929
MGDG(12:0_14:1)+HCO2,689.44856,199.17035,225.18605,235.0824,253.0929
MGDG(12:0_15:0)+HCO2,705.47986,199.17035,241.21735,235.0824,253.0929
MGDG(12:0_15:1)+HCO2,703.46416,199.17035,239.20165,235.0824,253.0929
MGDG(12:0_16:0)+HCO2,719.49546,199.17035,255.23295,235.0824,253.0929
MGDG(12:0_16:1)+HCO2,717.47986,199.17035,253.21735,235.0824,253.0929
MGDG(12:0_17:0)+HCO2,733.51116,199.17035,269.24865,235.0824,253.0929
MGDG(12:0_17:1)+HCO2,731.49546,199.17035,267.23295,235.0824,253.0929
MGDG(12:0_17:2)+HCO2,729.47986,199.17035,265.21735,235.0824,253.0929
MGDG(12:0_18:0)+HCO2,747.52676,199.17035,283.26425,235.0824,253.0929
MGDG(12:0_18:1)+HCO2,745.51116,199.17035,281.24865,235.0824,253.0929
MGDG(12:0_18:2)+HCO2,743.49546,199.17035,279.23295,235.0824,253.0929
MGDG(12:0_18:3)+HCO2,741.47986,199.17035,277.21735,235.0824,253.0929
MGDG(12:0_18:4)+HCO2,739.46416,199.17035,275.20165,235.0824,253.0929
MGDG(12:0_19:0)+HCO2,761.54246,199.17035,297.27995,235.0824,253.0929
MGDG(12:0_20:0)+HCO2,775.55806,199.17035,311.29555,235.0824,253.0929
MGDG(12:0_20:1)+HCO2,773.54246,199.17035,309.27995,235.0824,253.0929
MGDG(12:0_20:2)+HCO2,771.52676,199.17035,307.26425,235.0824,253.0929
MGDG(12:0_20:3)+HCO2,769.51116,199.17035,305.24865,235.0824,253.0929
MGDG(12:0_20:4)+HCO2,767.49546,199.17035,303.23295,235.0824,253.0929
MGDG(12:0_20:5)+HCO2,765.47986,199.17035,301.21735,235.0824,253.0929
MGDG(12:0_21:0)+HCO2,789.57376,199.17035,325.31125,235.0824,253.0929
MGDG(12:0_22:0)+HCO2,803.58936,199.17035,339.32685,235.0824,253.0929
MGDG(12:0_22:1)+HCO2,801.57376,199.17035,337.31125,235.0824,253.0929
MGDG(12:0_22:2)+HCO2,799.55806,199.17035,335.29555,235.0824,253.0929
MGDG(12:0_22:3)+HCO2,797.54246,199.17035,333.27995,235.0824,253.0929
MGDG(12:0_22:4)+HCO2,795.52676,199.17035,331.26425,235.0824,253.0929
MGDG(12:0_22:5)+HCO2,793.51116,199.17035,329.24865,235.0824,253.0929
MGDG(12:0_22:6)+HCO2,791.49546,199.17035,327.23295,235.0824,253.0929
MGDG(12:0_23:0)+HCO2,817.60506,199.17035,353.34255,235.0824,253.0929
MGDG(12:0_24:0)+HCO2,831.62066,199.17035,367.35815,235.0824,253.0929
MGDG(12:0_24:1)+HCO2,829.60506,199.17035,365.34255,235.0824,253.0929
MGDG(12:0_25:0)+HCO2,845.63636,199.17035,381.37385,235.0824,253.0929
MGDG(12:0_26:0)+HCO2,859.65196,199.17035,395.38945,235.0824,253.0929
MGDG(13:0_13:0)+HCO2,691.46426,213.18605,213.18605,235.0824,253.0929
MGDG(13:0_14:0)+HCO2,705.47986,213.18605,227.20165,235.0824,253.0929
MGDG(13:0_14:1)+HCO2,703.46426,213.18605,225.18605,235.0824,253.0929
MGDG(13:0_15:0)+HCO2,719.49556,213.18605,241.21735,235.0824,253.0929
MGDG(13:0_15:1)+HCO2,717.47986,213.18605,239.20165,235.0824,253.0929
MGDG(13:0_16:0)+HCO2,733.51116,213.18605,255.23295,235.0824,253.0929
MGDG(13:0_16:1)+HCO2,731.49556,213.18605,253.21735,235.0824,253.0929
MGDG(13:0_17:0)+HCO2,747.52686,213.18605,269.24865,235.0824,253.0929
MGDG(13:0_17:1)+HCO2,745.51116,213.18605,267.23295,235.0824,253.0929
MGDG(13:0_17:2)+HCO2,743.49556,213.18605,265.21735,235.0824,253.0929
MGDG(13:0_18:0)+HCO2,761.54246,213.18605,283.26425,235.0824,253.0929
MGDG(13:0_18:1)+HCO2,759.52686,213.18605,281.24865,235.0824,253.0929
MGDG(13:0_18:2)+HCO2,757.51116,213.18605,279.23295,235.0824,253.0929
MGDG(13:0_18:3)+HCO2,755.49556,213.18605,277.21735,235.0824,253.0929
MGDG(13:0_18:4)+HCO2,753.47986,213.18605,275.20165,235.0824,253.0929
MGDG(13:0_19:0)+HCO2,775.55816,213.18605,297.27995,235.0824,253.0929
MGDG(13:0_20:0)+HCO2,789.57376,213.18605,311.29555,235.0824,253.0929
MGDG(13:0_20:1)+HCO2,787.55816,213.18605,309.27995,235.0824,253.0929
MGDG(13:0_20:2)+HCO2,785.54246,213.18605,307.26425,235.0824,253.0929
MGDG(13:0_20:3)+HCO2,783.52686,213.18605,305.24865,235.0824,253.0929
MGDG(13:0_20:4)+HCO2,781.51116,213.18605,303.23295,235.0824,253.0929
MGDG(13:0_20:5)+HCO2,779.49556,213.18605,301.21735,235.0824,253.0929
MGDG(13:0_21:0)+HCO2,803.58946,213.18605,325.31125,235.0824,253.0929
MGDG(13:0_22:0)+HCO2,817.60506,213.18605,339.32685,235.0824,253.0929
MGDG(13:0_22:1)+HCO2,815.58946,213.18605,337.31125,235.0824,253.0929
MGDG(13:0_22:2)+HCO2,813.57376,213.18605,335.29555,235.0824,253.0929
MGDG(13:0_22:3)+HCO2,811.55816,213.18605,333.27995,235.0824,253.0929
MGDG(13:0_22:4)+HCO2,809.54246,213.18605,331.26425,235.0824,253.0929
MGDG(13:0_22:5)+HCO2,807.52686,213.18605,329.24865,235.0824,253.0929
MGDG(13:0_22:6)+HCO2,805.51116,213.18605,327.23295,235.0824,253.0929
MGDG(13:0_23:0)+HCO2,831.62076,213.18605,353.34255,235.0824,253.0929
MGDG(13:0_24:0)+HCO2,845.63636,213.18605,367.35815,235.0824,253.0929
MGDG(13:0_24:1)+HCO2,843.62076,213.18605,365.34255,235.0824,253.0929
MGDG(13:0_25:0)+HCO2,859.65206,213.18605,381.37385,235.0824,253.0929
MGDG(13:0_26:0)+HCO2,873.66766,213.18605,395.38945,235.0824,253.0929
MGDG(14:0_14:0)+HCO2,719.49546,227.20165,227.20165,235.0824,253.0929
MGDG(14:0_14:1)+HCO2,717.47986,227.20165,225.18605,235.0824,253.0929
MGDG(14:0_15:0)+HCO2,733.51116,227.20165,241.21735,235.0824,253.0929
MGDG(14:0_15:1)+HCO2,731.49546,227.20165,239.20165,235.0824,253.0929
MGDG(14:0_16:0)+HCO2,747.52676,227.20165,255.23295,235.0824,253.0929
MGDG(14:0_16:1)+HCO2,745.51116,227.20165,253.21735,235.0824,253.0929
MGDG(14:0_17:0)+HCO2,761.54246,227.20165,269.24865,235.0824,253.0929
MGDG(14:0_17:1)+HCO2,759.52676,227.20165,267.23295,235.0824,253.0929
MGDG(14:0_17:2)+HCO2,757.51116,227.20165,265.21735,235.0824,253.0929
MGDG(14:0_18:0)+HCO2,775.55806,227.20165,283.26425,235.0824,253.0929
MGDG(14:0_18:1)+HCO2,773.54246,227.20165,281.24865,235.0824,253.0929
MGDG(14:0_18:2)+HCO2,771.52676,227.20165,279.23295,235.0824,253.0929
MGDG(14:0_18:3)+HCO2,769.51116,227.20165,277.21735,235.0824,253.0929
MGDG(14:0_18:4)+HCO2,767.49546,227.20165,275.20165,235.0824,253.0929
MGDG(14:0_19:0)+HCO2,789.57376,227.20165,297.27995,235.0824,253.0929
MGDG(14:0_20:0)+HCO2,803.58936,227.20165,311.29555,235.0824,253.0929
MGDG(14:0_20:1)+HCO2,801.57376,227.20165,309.27995,235.0824,253.0929
MGDG(14:0_20:2)+HCO2,799.55806,227.20165,307.26425,235.0824,253.0929
MGDG(14:0_20:3)+HCO2,797.54246,227.20165,305.24865,235.0824,253.0929
MGDG(14:0_20:4)+HCO2,795.52676,227.20165,303.23295,235.0824,253.0929
MGDG(14:0_20:5)+HCO2,793.51116,227.20165,301.21735,235.0824,253.0929
MGDG(14:0_21:0)+HCO2,817.60506,227.20165,325.31125,235.0824,253.0929
MGDG(14:0_22:0)+HCO2,831.62066,227.20165,339.32685,235.0824,253.0929
MGDG(14:0_22:1)+HCO2,829.60506,227.20165,337.31125,235.0824,253.0929
MGDG(14:0_22:2)+HCO2,827.58936,227.20165,335.29555,235.0824,253.0929
MGDG(14:0_22:3)+HCO2,825.57376,227.20165,333.27995,235.0824,253.0929
MGDG(14:0_22:4)+HCO2,823.55806,227.20165,331.26425,235.0824,253.0929
MGDG(14:0_22:5)+HCO2,821.54246,227.20165,329.24865,235.0824,253.0929
MGDG(14:0_22:6)+HCO2,819.52676,227.20165,327.23295,235.0824,253.0929
MGDG(14:0_23:0)+HCO2,845.63636,227.20165,353.34255,235.0824,253.0929
MGDG(14:0_24:0)+HCO2,859.65196,227.20165,367.35815,235.0824,253.0929
MGDG(14:0_24:1)+HCO2,857.63636,227.20165,365.34255,235.0824,253.0929
MGDG(14:0_25:0)+HCO2,873.66766,227.20165,381.37385,235.0824,253.0929
MGDG(14:0_26:0)+HCO2,887.68326,227.20165,395.38945,235.0824,253.0929
MGDG(14:1_14:1)+HCO2,715.46426,225.18605,225.18605,235.0824,253.0929
MGDG(14:1_15:0)+HCO2,731.49556,225.18605,241.21735,235.0824,253.0929
MGDG(14:1_15:1)+HCO2,729.47986,225.18605,239.20165,235.0824,253.0929
MGDG(14:1_16:0)+HCO2,745.51116,225.18605,255.23295,235.0824,253.0929
MGDG(14:1_16:1)+HCO2,743.49556,225.18605,253.21735,235.0824,253.0929
MGDG(14:1_17:0)+HCO2,759.52686,225.18605,269.24865,235.0824,253.0929
MGDG(14:1_17:1)+HCO2,757.51116,225.18605,267.23295,235.0824,253.0929
MGDG(14:1_17:2)+HCO2,755.49556,225.18605,265.21735,235.0824,253.0929
MGDG(14:1_18:0)+HCO2,773.54246,225.18605,283.26425,235.0824,253.0929
MGDG(14:1_18:1)+HCO2,771.52686,225.18605,281.24865,235.0824,253.0929
MGDG(14:1_18:2)+HCO2,769.51116,225.18605,279.23295,235.0824,253.0929
MGDG(14:1_18:3)+HCO2,767.49556,225.18605,277.21735,235.0824,253.0929
MGDG(14:1_18:4)+HCO2,765.47986,225.18605,275.20165,235.0824,253.0929
MGDG(14:1_19:0)+HCO2,787.55816,225.18605,297.27995,235.0824,253.0929
MGDG(14:1_20:0)+HCO2,801.57376,225.18605,311.29555,235.0824,253.0929
MGDG(14:1_20:1)+HCO2,799.55816,225.18605,309.27995,235.0824,253.0929
MGDG(14:1_20:2)+HCO2,797.54246,225.18605,307.26425,235.0824,253.0929
MGDG(14:1_20:3)+HCO2,795.52686,225.18605,305.24865,235.0824,253.0929
MGDG(14:1_20:4)+HCO2,793.51116,225.18605,303.23295,235.0824,253.0929
MGDG(14:1_20:5)+HCO2,791.49556,225.18605,301.21735,235.0824,253.0929
MGDG(14:1_21:0)+HCO2,815.58946,225.18605,325.31125,235.0824,253.0929
MGDG(14:1_22:0)+HCO2,829.60506,225.18605,339.32685,235.0824,253.0929
MGDG(14:1_22:1)+HCO2,827.58946,225.18605,337.31125,235.0824,253.0929
MGDG(14:1_22:2)+HCO2,825.57376,225.18605,335.29555,235.0824,253.0929
MGDG(14:1_22:3)+HCO2,823.55816,225.18605,333.27995,235.0824,253.0929
MGDG(14:1_22:4)+HCO2,821.54246,225.18605,331.26425,235.0824,253.0929
MGDG(14:1_22:5)+HCO2,819.52686,225.18605,329.24865,235.0824,253.0929
MGDG(14:1_22:6)+HCO2,817.51116,225.18605,327.23295,235.0824,253.0929
MGDG(14:1_23:0)+HCO2,843.62076,225.18605,353.34255,235.0824,253.0929
MGDG(14:1_24:0)+HCO2,857.63636,225.18605,367.35815,235.0824,253.0929
MGDG(14:1_24:1)+HCO2,855.62076,225.18605,365.34255,235.0824,253.0929
MGDG(14:1_25:0)+HCO2,871.65206,225.18605,381.37385,235.0824,253.0929
MGDG(14:1_26:0)+HCO2,885.66766,225.18605,395.38945,235.0824,253.0929
MGDG(15:0_15:0)+HCO2,747.52686,241.21735,241.21735,235.0824,253.0929
MGDG(15:0_15:1)+HCO2,745.51116,241.21735,239.20165,235.0824,253.0929
MGDG(15:0_16:0)+HCO2,761.54246,241.21735,255.23295,235.0824,253.0929
MGDG(15:0_16:1)+HCO2,759.52686,241.21735,253.21735,235.0824,253.0929
MGDG(15:0_17:0)+HCO2,775.55816,241.21735,269.24865,235.0824,253.0929
MGDG(15:0_17:1)+HCO2,773.54246,241.21735,267.23295,235.0824,253.0929
MGDG(15:0_17:2)+HCO2,771.52686,241.21735,265.21735,235.0824,253.0929
MGDG(15:0_18:0)+HCO2,789.57376,241.21735,283.26425,235.0824,253.0929
MGDG(15:0_18:1)+HCO2,787.55816,241.21735,281.24865,235.0824,253.0929
MGDG(15:0_18:2)+HCO2,785.54246,241.21735,279.23295,235.0824,253.0929
MGDG(15:0_18:3)+HCO2,783.52686,241.21735,277.21735,235.0824,253.0929
MGDG(15:0_18:4)+HCO2,781.51116,241.21735,275.20165,235.0824,253.0929
MGDG(15:0_19:0)+HCO2,803.58946,241.21735,297.27995,235.0824,253.0929
MGDG(15:0_20:0)+HCO2,817.60506,241.21735,311.29555,235.0824,253.0929
MGDG(15:0_20:1)+HCO2,815.58946,241.21735,309.27995,235.0824,253.0929
MGDG(15:0_20:2)+HCO2,813.57376,241.21735,307.26425,235.0824,253.0929
MGDG(15:0_20:3)+HCO2,811.55816,241.21735,305.24865,235.0824,253.0929
MGDG(15:0_20:4)+HCO2,809.54246,241.21735,303.23295,235.0824,253.0929
MGDG(15:0_20:5)+HCO2,807.52686,241.21735,301.21735,235.0824,253.0929
MGDG(15:0_21:0)+HCO2,831.62076,241.21735,325.31125,235.0824,253.0929
MGDG(15:0_22:0)+HCO2,845.63636,241.21735,339.32685,235.0824,253.0929
MGDG(15:0_22:1)+HCO2,843.62076,241.21735,337.31125,235.0824,253.0929
MGDG(15:0_22:2)+HCO2,841.60506,241.21735,335.29555,235.0824,253.0929
MGDG(15:0_22:3)+HCO2,839.58946,241.21735,333.27995,235.0824,253.0929
MGDG(15:0_22:4)+HCO2,837.57376,241.21735,331.26425,235.0824,253.0929
MGDG(15:0_22:5)+HCO2,835.55816,241.21735,329.24865,235.0824,253.0929
MGDG(15:0_22:6)+HCO2,833.54246,241.21735,327.23295,235.0824,253.0929
MGDG(15:0_23:0)+HCO2,859.65206,241.21735,353.34255,235.0824,253.0929
MGDG(15:0_24:0)+HCO2,873.66766,241.21735,367.35815,235.0824,253.0929
MGDG(15:0_24:1)+HCO2,871.65206,241.21735,365.34255,235.0824,253.0929
MGDG(15:0_25:0)+HCO2,887.68336,241.21735,381.37385,235.0824,253.0929
MGDG(15:0_26:0)+HCO2,901.69896,241.21735,395.38945,235.0824,253.0929
MGDG(15:1_15:1)+HCO2,743.49546,239.20165,239.20165,235.0824,253.0929
MGDG(15:1_16:0)+HCO2,759.52676,239.20165,255.23295,235.0824,253.0929
MGDG(15:1_16:1)+HCO2,757.51116,239.20165,253.21735,235.0824,253.0929
MGDG(15:1_17:0)+HCO2,773.54246,239.20165,269.24865,235.0824,253.0929
MGDG(15:1_17:1)+HCO2,771.52676,239.20165,267.23295,235.0824,253.0929
MGDG(15:1_17:2)+HCO2,769.51116,239.20165,265.21735,235.0824,253.0929
MGDG(15:1_18:0)+HCO2,787.55806,239.20165,283.26425,235.0824,253.0929
MGDG(15:1_18:1)+HCO2,785.54246,239.20165,281.24865,235.0824,253.0929
MGDG(15:1_18:2)+HCO2,783.52676,239.20165,279.23295,235.0824,253.0929
MGDG(15:1_18:3)+HCO2,781.51116,239.20165,277.21735,235.0824,253.0929
MGDG(15:1_18:4)+HCO2,779.49546,239.20165,275.20165,235.0824,253.0929
MGDG(15:1_19:0)+HCO2,801.57376,239.20165,297.27995,235.0824,253.0929
MGDG(15:1_20:0)+HCO2,815.58936,239.20165,311.29555,235.0824,253.0929
MGDG(15:1_20:1)+HCO2,813.57376,239.20165,309.27995,235.0824,253.0929
MGDG(15:1_20:2)+HCO2,811.55806,239.20165,307.26425,235.0824,253.0929
MGDG(15:1_20:3)+HCO2,809.54246,239.20165,305.24865,235.0824,253.0929
MGDG(15:1_20:4)+HCO2,807.52676,239.20165,303.23295,235.0824,253.0929
MGDG(15:1_20:5)+HCO2,805.51116,239.20165,301.21735,235.0824,253.0929
MGDG(15:1_21:0)+HCO2,829.60506,239.20165,325.31125,235.0824,253.0929
MGDG(15:1_22:0)+HCO2,843.62066,239.20165,339.32685,235.0824,253.0929
MGDG(15:1_22:1)+HCO2,841.60506,239.20165,337.31125,235.0824,253.0929
MGDG(15:1_22:2)+HCO2,839.58936,239.20165,335.29555,235.0824,253.0929
MGDG(15:1_22:3)+HCO2,837.57376,239.20165,333.27995,235.0824,253.0929
MGDG(15:1_22:4)+HCO2,835.55806,239.20165,331.26425,235.0824,253.0929
MGDG(15:1_22:5)+HCO2,833.54246,239.20165,329.24865,235.0824,253.0929
MGDG(15:1_22:6)+HCO2,831.52676,239.20165,327.23295,235.0824,253.0929
MGDG(15:1_23:0)+HCO2,857.63636,239.20165,353.34255,235.0824,253.0929
MGDG(15:1_24:0)+HCO2,871.65196,239.20165,367.35815,235.0824,253.0929
MGDG(15:1_24:1)+HCO2,869.63636,239.20165,365.34255,235.0824,253.0929
MGDG(15:1_25:0)+HCO2,885.66766,239.20165,381.37385,235.0824,253.0929
MGDG(15:1_26:0)+HCO2,899.68326,239.20165,395.38945,235.0824,253.0929
MGDG(16:0_16:0)+HCO2,775.55806,255.23295,255.23295,235.0824,253.0929
MGDG(16:0_16:1)+HCO2,773.54246,255.23295,253.21735,235.0824,253.0929
